Orthogroup	Prba	Prav
OG0000037	Prba.g_01694	Prav.g_01221
OG0000038	Prba.g_01543	Prav.g_00360
OG0000039	Prba.g_00622	Prav.g_00872
OG0000040	Prba.g_00854	Prav.g_00979
OG0000041	Prba.g_01041	Prav.g_01022
OG0000042	Prba.g_01594	Prav.g_00306
OG0000043	Prba.g_01514	Prav.g_00381
OG0000044	Prba.g_00064	Prav.g_00065
OG0000045	Prba.g_00153	Prav.g_01512
OG0000046	Prba.g_00233	Prav.g_01754
OG0000047	Prba.g_00768	Prav.g_00689
OG0000048	Prba.g_00775	Prav.g_00696
OG0000050	Prba.g_01824	Prav.g_00099
OG0000051	Prba.g_01945	Prav.g_00881
OG0000052	Prba.g_00864	Prav.g_00989
OG0000053	Prba.g_00922	Prav.g_01137
OG0000054	Prba.g_01548	Prav.g_00354
OG0000055	Prba.g_01477	Prav.g_00419
OG0000056	Prba.g_00727	Prav.g_00021
OG0000057	Prba.g_00456	Prav.g_00801
OG0000058	Prba.g_00986	Prav.g_01073
OG0000059	Prba.g_01619	Prav.g_01296
OG0000060	Prba.g_01565	Prav.g_00335
OG0000061	Prba.g_00099	Prav.g_00031
OG0000061	Prba.g_01317	Prav.g_00576
OG0000062	Prba.g_00097	Prav.g_00033
OG0000063	Prba.g_01135	Prav.g_01390
OG0000064	Prba.g_01145	Prav.g_01396
OG0000064	Prba.g_00249	Prav.g_01729
OG0000065	Prba.g_01192	Prav.g_01438
OG0000066	Prba.g_00175	Prav.g_01513
OG0000067	Prba.g_00900	Prav.g_01014
OG0000067	Prba.g_01132	Prav.g_01334
OG0000068	Prba.g_00429	Prav.g_00632
OG0000069	Prba.g_00149	Prav.g_01499
OG0000071	Prba.g_01804	Prav.g_00079
OG0000072	Prba.g_00538	Prav.g_01968
OG0000073	Prba.g_01648	Prav.g_01267
OG0000074	Prba.g_01626	Prav.g_01289
OG0000075	Prba.g_01492	Prav.g_00404
OG0000076	Prba.g_01264	Prav.g_00933
OG0000078	Prba.g_00155	Prav.g_01514
OG0000079	Prba.g_00310	Prav.g_01656
OG0000080	Prba.g_00261	Prav.g_01705
OG0000081	Prba.g_01069	Prav.g_00663
OG0000082	Prba.g_00831	Prav.g_00751
OG0000083	Prba.g_01796	Prav.g_00789
OG0000084	Prba.g_01799	Prav.g_00792
OG0000085	Prba.g_01816	Prav.g_00091
OG0000086	Prba.g_01833	Prav.g_00110
OG0000087	Prba.g_01843	Prav.g_00120
OG0000088	Prba.g_01901	Prav.g_00178
OG0000089	Prba.g_01909	Prav.g_00186
OG0000090	Prba.g_01927	Prav.g_00204
OG0000091	Prba.g_00625	Prav.g_00869
OG0000092	Prba.g_00626	Prav.g_00868
OG0000093	Prba.g_00640	Prav.g_00854
OG0000094	Prba.g_00658	Prav.g_00836
OG0000095	Prba.g_00663	Prav.g_00831
OG0000096	Prba.g_00470	Prav.g_01898
OG0000097	Prba.g_00491	Prav.g_01920
OG0000098	Prba.g_00501	Prav.g_01930
OG0000099	Prba.g_00510	Prav.g_01940
OG0000100	Prba.g_00513	Prav.g_01943
OG0000101	Prba.g_00851	Prav.g_00976
OG0000102	Prba.g_00877	Prav.g_00999
OG0000103	Prba.g_00985	Prav.g_01074
OG0000104	Prba.g_00981	Prav.g_01078
OG0000105	Prba.g_00962	Prav.g_01097
OG0000106	Prba.g_00929	Prav.g_01130
OG0000107	Prba.g_00928	Prav.g_01131
OG0000108	Prba.g_01772	Prav.g_01141
OG0000109	Prba.g_01763	Prav.g_01150
OG0000110	Prba.g_01747	Prav.g_01166
OG0000111	Prba.g_01666	Prav.g_01249
OG0000112	Prba.g_01665	Prav.g_01250
OG0000113	Prba.g_01572	Prav.g_00328
OG0000114	Prba.g_01501	Prav.g_00395
OG0000115	Prba.g_01337	Prav.g_00556
OG0000116	Prba.g_01333	Prav.g_00560
OG0000117	Prba.g_01267	Prav.g_00930
OG0000118	Prba.g_01216	Prav.g_00261
OG0000119	Prba.g_00094	Prav.g_00036
OG0000120	Prba.g_00057	Prav.g_00071
OG0000121	Prba.g_00038	Prav.g_01856
OG0000122	Prba.g_00019	Prav.g_01837
OG0000123	Prba.g_00006	Prav.g_01824
OG0000124	Prba.g_01084	Prav.g_02003
OG0000125	Prba.g_01204	Prav.g_01450
OG0000126	Prba.g_00196	Prav.g_01473
OG0000127	Prba.g_00110	Prav.g_01565
OG0000128	Prba.g_00712	Prav.g_01579
OG0000129	Prba.g_00351, Prba.g_00676	Prav.g_01615
OG0000130	Prba.g_00228	Prav.g_01759
OG0000131	Prba.g_00584	Prav.g_01797
OG0000132	Prba.g_00581	Prav.g_01800
OG0000133	Prba.g_00388	Prav.g_00591
OG0000134	Prba.g_00424	Prav.g_00627
OG0000135	Prba.g_00426	Prav.g_00629
OG0000136	Prba.g_00752	Prav.g_00674
OG0000137	Prba.g_00785	Prav.g_00706
OG0000138	Prba.g_00821	Prav.g_00741
OG0000139	Prba.g_01776, Prba.g_00848	Prav.g_00768
OG0000140	Prba.g_01794	Prav.g_00787
OG0000141	Prba.g_01795	Prav.g_00788
OG0000142	Prba.g_01797	Prav.g_00790
OG0000143	Prba.g_01798	Prav.g_00791
OG0000144	Prba.g_01800	Prav.g_00793
OG0000145	Prba.g_01801	Prav.g_00794
OG0000146	Prba.g_01802	Prav.g_00795
OG0000147	Prba.g_01803	Prav.g_00078
OG0000148	Prba.g_01805	Prav.g_00080
OG0000149	Prba.g_01807	Prav.g_00082
OG0000150	Prba.g_01808	Prav.g_00083
OG0000151	Prba.g_01809	Prav.g_00084
OG0000152	Prba.g_01810	Prav.g_00085
OG0000153	Prba.g_01811	Prav.g_00086
OG0000154	Prba.g_01812	Prav.g_00087
OG0000155	Prba.g_01813	Prav.g_00088
OG0000156	Prba.g_01814	Prav.g_00089
OG0000157	Prba.g_01815	Prav.g_00090
OG0000158	Prba.g_01817	Prav.g_00092
OG0000159	Prba.g_01818	Prav.g_00093
OG0000160	Prba.g_01819	Prav.g_00094
OG0000161	Prba.g_01820	Prav.g_00095
OG0000162	Prba.g_01821	Prav.g_00096
OG0000163	Prba.g_01822	Prav.g_00097
OG0000164	Prba.g_01825	Prav.g_00100
OG0000165	Prba.g_01828	Prav.g_00103
OG0000166	Prba.g_01829	Prav.g_00104
OG0000167	Prba.g_01830	Prav.g_00105
OG0000168	Prba.g_01834	Prav.g_00111
OG0000169	Prba.g_01836	Prav.g_00113
OG0000170	Prba.g_01837	Prav.g_00114
OG0000171	Prba.g_01838	Prav.g_00115
OG0000172	Prba.g_01839	Prav.g_00116
OG0000173	Prba.g_01840	Prav.g_00117
OG0000174	Prba.g_01841	Prav.g_00118
OG0000175	Prba.g_01842	Prav.g_00119
OG0000176	Prba.g_01844	Prav.g_00121
OG0000177	Prba.g_01845	Prav.g_00122
OG0000178	Prba.g_01846	Prav.g_00123
OG0000179	Prba.g_01852	Prav.g_00129
OG0000180	Prba.g_01853	Prav.g_00130
OG0000181	Prba.g_01854	Prav.g_00131
OG0000182	Prba.g_01857	Prav.g_00134
OG0000183	Prba.g_01858	Prav.g_00135
OG0000184	Prba.g_01861	Prav.g_00138
OG0000185	Prba.g_01865	Prav.g_00142
OG0000186	Prba.g_01866	Prav.g_00143
OG0000187	Prba.g_01867	Prav.g_00144
OG0000188	Prba.g_01868	Prav.g_00145
OG0000189	Prba.g_01869	Prav.g_00146
OG0000190	Prba.g_01870	Prav.g_00147
OG0000191	Prba.g_01871	Prav.g_00148
OG0000192	Prba.g_01872	Prav.g_00149
OG0000193	Prba.g_01873	Prav.g_00150
OG0000194	Prba.g_01874	Prav.g_00151
OG0000195	Prba.g_01876	Prav.g_00153
OG0000196	Prba.g_01877	Prav.g_00154
OG0000197	Prba.g_01878	Prav.g_00155
OG0000198	Prba.g_01879	Prav.g_00156
OG0000199	Prba.g_01882	Prav.g_00159
OG0000200	Prba.g_01883	Prav.g_00160
OG0000201	Prba.g_01884	Prav.g_00161
OG0000202	Prba.g_01885	Prav.g_00162
OG0000203	Prba.g_01886	Prav.g_00163
OG0000204	Prba.g_01887	Prav.g_00164
OG0000205	Prba.g_01888	Prav.g_00165
OG0000206	Prba.g_01889	Prav.g_00166
OG0000207	Prba.g_01890	Prav.g_00167
OG0000208	Prba.g_01891	Prav.g_00168
OG0000209	Prba.g_01892	Prav.g_00169
OG0000210	Prba.g_01894	Prav.g_00171
OG0000211	Prba.g_01895	Prav.g_00172
OG0000212	Prba.g_01896	Prav.g_00173
OG0000213	Prba.g_01897	Prav.g_00174
OG0000214	Prba.g_01899	Prav.g_00176
OG0000215	Prba.g_01900	Prav.g_00177
OG0000216	Prba.g_01902	Prav.g_00179
OG0000217	Prba.g_01903	Prav.g_00180
OG0000218	Prba.g_01904	Prav.g_00181
OG0000219	Prba.g_01905	Prav.g_00182
OG0000220	Prba.g_01908	Prav.g_00185
OG0000221	Prba.g_01910	Prav.g_00187
OG0000222	Prba.g_01911	Prav.g_00188
OG0000223	Prba.g_01912	Prav.g_00189
OG0000224	Prba.g_01915	Prav.g_00192
OG0000225	Prba.g_01917	Prav.g_00194
OG0000226	Prba.g_01918	Prav.g_00195
OG0000227	Prba.g_01919	Prav.g_00196
OG0000228	Prba.g_01920	Prav.g_00197
OG0000229	Prba.g_01921	Prav.g_00198
OG0000230	Prba.g_01922	Prav.g_00199
OG0000231	Prba.g_01924	Prav.g_00201
OG0000232	Prba.g_01925	Prav.g_00202
OG0000233	Prba.g_01928	Prav.g_00205
OG0000234	Prba.g_01930	Prav.g_00207
OG0000235	Prba.g_01933	Prav.g_00212
OG0000236	Prba.g_01934	Prav.g_00213
OG0000237	Prba.g_01935	Prav.g_00214
OG0000238	Prba.g_01936	Prav.g_00215
OG0000239	Prba.g_01937	Prav.g_00216
OG0000240	Prba.g_01939	Prav.g_00887
OG0000241	Prba.g_01940	Prav.g_00886
OG0000242	Prba.g_01941	Prav.g_00885
OG0000243	Prba.g_01942	Prav.g_00884
OG0000244	Prba.g_01943	Prav.g_00883
OG0000245	Prba.g_01944	Prav.g_00882
OG0000246	Prba.g_01946	Prav.g_00880
OG0000247	Prba.g_01947	Prav.g_00879
OG0000248	Prba.g_01948	Prav.g_00878
OG0000249	Prba.g_01949	Prav.g_00877
OG0000250	Prba.g_01950	Prav.g_00876
OG0000251	Prba.g_01951	Prav.g_00875
OG0000252	Prba.g_01952	Prav.g_00874
OG0000253	Prba.g_01953	Prav.g_00873
OG0000254	Prba.g_00623	Prav.g_00871
OG0000255	Prba.g_00624	Prav.g_00870
OG0000256	Prba.g_00627	Prav.g_00867
OG0000257	Prba.g_00629	Prav.g_00865
OG0000258	Prba.g_00630	Prav.g_00864
OG0000259	Prba.g_00631	Prav.g_00863
OG0000260	Prba.g_00632	Prav.g_00862
OG0000261	Prba.g_00633	Prav.g_00861
OG0000262	Prba.g_00634	Prav.g_00860
OG0000263	Prba.g_00635	Prav.g_00859
OG0000264	Prba.g_00637	Prav.g_00857
OG0000265	Prba.g_00638	Prav.g_00856
OG0000266	Prba.g_00639	Prav.g_00855
OG0000267	Prba.g_00641	Prav.g_00853
OG0000268	Prba.g_00642	Prav.g_00852
OG0000269	Prba.g_00643	Prav.g_00851
OG0000270	Prba.g_00644	Prav.g_00850
OG0000271	Prba.g_00645	Prav.g_00849
OG0000272	Prba.g_00646	Prav.g_00848
OG0000273	Prba.g_00647	Prav.g_00847
OG0000274	Prba.g_00648	Prav.g_00846
OG0000275	Prba.g_00649	Prav.g_00845
OG0000276	Prba.g_00650	Prav.g_00844
OG0000277	Prba.g_00651	Prav.g_00843
OG0000278	Prba.g_00652	Prav.g_00842
OG0000279	Prba.g_00653	Prav.g_00841
OG0000280	Prba.g_00654	Prav.g_00840
OG0000281	Prba.g_00656	Prav.g_00838
OG0000282	Prba.g_00657	Prav.g_00837
OG0000283	Prba.g_00660	Prav.g_00834
OG0000284	Prba.g_00661	Prav.g_00833
OG0000285	Prba.g_00662	Prav.g_00832
OG0000286	Prba.g_00664	Prav.g_00830
OG0000287	Prba.g_00665	Prav.g_00829
OG0000288	Prba.g_00666	Prav.g_00828
OG0000289	Prba.g_00667	Prav.g_00827
OG0000290	Prba.g_00668	Prav.g_00826
OG0000291	Prba.g_00669	Prav.g_00825
OG0000292	Prba.g_00670	Prav.g_00824
OG0000293	Prba.g_00671	Prav.g_00823
OG0000294	Prba.g_00672	Prav.g_00822
OG0000295	Prba.g_00673	Prav.g_00821
OG0000296	Prba.g_00674	Prav.g_00820
OG0000297	Prba.g_00675	Prav.g_00819
OG0000298	Prba.g_00439	Prav.g_00818
OG0000299	Prba.g_00440	Prav.g_00817
OG0000300	Prba.g_00441	Prav.g_00816
OG0000301	Prba.g_00442	Prav.g_00815
OG0000302	Prba.g_00443	Prav.g_00814
OG0000303	Prba.g_00444	Prav.g_00813
OG0000304	Prba.g_00445	Prav.g_00812
OG0000305	Prba.g_00446	Prav.g_00811
OG0000306	Prba.g_00447	Prav.g_00810
OG0000307	Prba.g_00448	Prav.g_00809
OG0000308	Prba.g_00449	Prav.g_00808
OG0000309	Prba.g_00450	Prav.g_00807
OG0000310	Prba.g_00451	Prav.g_00806
OG0000311	Prba.g_00452	Prav.g_00805
OG0000312	Prba.g_00454	Prav.g_00803
OG0000313	Prba.g_00455	Prav.g_00802
OG0000314	Prba.g_00458	Prav.g_00799
OG0000315	Prba.g_00459	Prav.g_00798
OG0000316	Prba.g_00461	Prav.g_01889
OG0000317	Prba.g_00463	Prav.g_01891
OG0000318	Prba.g_00464	Prav.g_01892
OG0000319	Prba.g_00465	Prav.g_01893
OG0000320	Prba.g_00466	Prav.g_01894
OG0000321	Prba.g_00469	Prav.g_01897
OG0000322	Prba.g_00472	Prav.g_01900
OG0000323	Prba.g_00473	Prav.g_01901
OG0000324	Prba.g_00476	Prav.g_01904
OG0000325	Prba.g_00477	Prav.g_01906
OG0000326	Prba.g_00478	Prav.g_01907
OG0000327	Prba.g_00480	Prav.g_01909
OG0000328	Prba.g_00481	Prav.g_01910
OG0000329	Prba.g_00482	Prav.g_01911
OG0000330	Prba.g_00483	Prav.g_01912
OG0000331	Prba.g_00484	Prav.g_01913
OG0000332	Prba.g_00485	Prav.g_01914
OG0000333	Prba.g_00486	Prav.g_01915
OG0000334	Prba.g_00487	Prav.g_01916
OG0000335	Prba.g_00488	Prav.g_01917
OG0000336	Prba.g_00489	Prav.g_01918
OG0000337	Prba.g_00492	Prav.g_01921
OG0000338	Prba.g_00493	Prav.g_01922
OG0000339	Prba.g_00494	Prav.g_01923
OG0000340	Prba.g_00495	Prav.g_01924
OG0000341	Prba.g_00499	Prav.g_01928
OG0000342	Prba.g_00500	Prav.g_01929
OG0000343	Prba.g_00502	Prav.g_01931
OG0000344	Prba.g_00503	Prav.g_01932
OG0000345	Prba.g_00504	Prav.g_01933
OG0000346	Prba.g_00505	Prav.g_01934
OG0000347	Prba.g_00506	Prav.g_01935
OG0000348	Prba.g_00507	Prav.g_01936
OG0000349	Prba.g_00508	Prav.g_01937
OG0000350	Prba.g_00509	Prav.g_01938
OG0000351	Prba.g_00511	Prav.g_01941
OG0000352	Prba.g_00514	Prav.g_01944
OG0000353	Prba.g_00515	Prav.g_01945
OG0000354	Prba.g_00516	Prav.g_01946
OG0000355	Prba.g_00517	Prav.g_01947
OG0000356	Prba.g_00518	Prav.g_01948
OG0000357	Prba.g_00519	Prav.g_01949
OG0000358	Prba.g_00520	Prav.g_01950
OG0000359	Prba.g_00521	Prav.g_01951
OG0000360	Prba.g_00524	Prav.g_01954
OG0000361	Prba.g_00525	Prav.g_01955
OG0000362	Prba.g_00526	Prav.g_01956
OG0000363	Prba.g_00527	Prav.g_01957
OG0000364	Prba.g_00528	Prav.g_01958
OG0000365	Prba.g_00529	Prav.g_01959
OG0000366	Prba.g_00530	Prav.g_01960
OG0000367	Prba.g_00531	Prav.g_01961
OG0000368	Prba.g_00532	Prav.g_01962
OG0000369	Prba.g_00533	Prav.g_01963
OG0000370	Prba.g_00534	Prav.g_01964
OG0000371	Prba.g_00535	Prav.g_01965
OG0000372	Prba.g_00537	Prav.g_01967
OG0000373	Prba.g_00539	Prav.g_01969
OG0000374	Prba.g_00540	Prav.g_01970
OG0000375	Prba.g_00541	Prav.g_01971
OG0000376	Prba.g_00543	Prav.g_01973
OG0000377	Prba.g_00544	Prav.g_01974
OG0000378	Prba.g_00545	Prav.g_01975
OG0000379	Prba.g_00550	Prav.g_01980
OG0000380	Prba.g_00551	Prav.g_01981
OG0000381	Prba.g_00552	Prav.g_01982
OG0000382	Prba.g_00554	Prav.g_01984
OG0000383	Prba.g_00557	Prav.g_01987
OG0000384	Prba.g_00558	Prav.g_01988
OG0000385	Prba.g_00561	Prav.g_01991
OG0000386	Prba.g_00562	Prav.g_01992
OG0000387	Prba.g_00218	Prav.g_01993
OG0000388	Prba.g_00219	Prav.g_01994
OG0000389	Prba.g_00220	Prav.g_01995
OG0000390	Prba.g_00221	Prav.g_01996
OG0000391	Prba.g_00222	Prav.g_01997
OG0000392	Prba.g_00223	Prav.g_01998
OG0000393	Prba.g_00849	Prav.g_00974
OG0000394	Prba.g_00850	Prav.g_00975
OG0000395	Prba.g_00852	Prav.g_00977
OG0000396	Prba.g_00853	Prav.g_00978
OG0000397	Prba.g_00865	Prav.g_00990
OG0000398	Prba.g_00873	Prav.g_00996
OG0000399	Prba.g_00874	Prav.g_00997
OG0000400	Prba.g_00880	Prav.g_01001
OG0000401	Prba.g_01030	Prav.g_01030
OG0000402	Prba.g_01029	Prav.g_01031
OG0000403	Prba.g_01028	Prav.g_01032
OG0000404	Prba.g_01026	Prav.g_01034
OG0000405	Prba.g_01025	Prav.g_01035
OG0000406	Prba.g_01023	Prav.g_01037
OG0000407	Prba.g_01022	Prav.g_01038
OG0000408	Prba.g_01021	Prav.g_01039
OG0000409	Prba.g_01020	Prav.g_01040
OG0000410	Prba.g_01019	Prav.g_01041
OG0000411	Prba.g_01018	Prav.g_01042
OG0000412	Prba.g_01017	Prav.g_01043
OG0000413	Prba.g_01016	Prav.g_01044
OG0000414	Prba.g_01015	Prav.g_01045
OG0000415	Prba.g_01014	Prav.g_01046
OG0000416	Prba.g_01013	Prav.g_01047
OG0000417	Prba.g_01012	Prav.g_01048
OG0000418	Prba.g_01011	Prav.g_01049
OG0000419	Prba.g_01010	Prav.g_01050
OG0000420	Prba.g_01009	Prav.g_01051
OG0000421	Prba.g_01008	Prav.g_01052
OG0000422	Prba.g_01006	Prav.g_01053
OG0000423	Prba.g_01005	Prav.g_01054
OG0000424	Prba.g_01003	Prav.g_01056
OG0000425	Prba.g_01000	Prav.g_01059
OG0000426	Prba.g_00999	Prav.g_01060
OG0000427	Prba.g_00998	Prav.g_01061
OG0000428	Prba.g_00997	Prav.g_01062
OG0000429	Prba.g_00996	Prav.g_01063
OG0000430	Prba.g_00990	Prav.g_01069
OG0000431	Prba.g_00988	Prav.g_01071
OG0000432	Prba.g_00987	Prav.g_01072
OG0000433	Prba.g_00984	Prav.g_01075
OG0000434	Prba.g_00983	Prav.g_01076
OG0000435	Prba.g_00982	Prav.g_01077
OG0000436	Prba.g_00980	Prav.g_01079
OG0000437	Prba.g_00978	Prav.g_01081
OG0000438	Prba.g_00977	Prav.g_01082
OG0000439	Prba.g_00976	Prav.g_01083
OG0000440	Prba.g_00974	Prav.g_01085
OG0000441	Prba.g_00973	Prav.g_01086
OG0000442	Prba.g_00972	Prav.g_01087
OG0000443	Prba.g_00971	Prav.g_01088
OG0000444	Prba.g_00970	Prav.g_01089
OG0000445	Prba.g_00969	Prav.g_01090
OG0000446	Prba.g_00968	Prav.g_01091
OG0000447	Prba.g_00967	Prav.g_01092
OG0000448	Prba.g_00966	Prav.g_01093
OG0000449	Prba.g_00961	Prav.g_01098
OG0000450	Prba.g_00960	Prav.g_01099
OG0000451	Prba.g_00959	Prav.g_01100
OG0000452	Prba.g_00958	Prav.g_01101
OG0000453	Prba.g_00956	Prav.g_01103
OG0000454	Prba.g_00955	Prav.g_01104
OG0000455	Prba.g_00954	Prav.g_01105
OG0000456	Prba.g_00953	Prav.g_01106
OG0000457	Prba.g_00951	Prav.g_01108
OG0000458	Prba.g_00949	Prav.g_01110
OG0000459	Prba.g_00948	Prav.g_01111
OG0000460	Prba.g_00946	Prav.g_01113
OG0000461	Prba.g_00945	Prav.g_01114
OG0000462	Prba.g_00944	Prav.g_01115
OG0000463	Prba.g_00943	Prav.g_01116
OG0000464	Prba.g_00938	Prav.g_01121
OG0000465	Prba.g_00936	Prav.g_01123
OG0000466	Prba.g_00935	Prav.g_01124
OG0000467	Prba.g_00934	Prav.g_01125
OG0000468	Prba.g_00933	Prav.g_01126
OG0000469	Prba.g_00932	Prav.g_01127
OG0000470	Prba.g_00931	Prav.g_01128
OG0000471	Prba.g_00930	Prav.g_01129
OG0000472	Prba.g_00927	Prav.g_01132
OG0000473	Prba.g_00926	Prav.g_01133
OG0000474	Prba.g_00925	Prav.g_01134
OG0000475	Prba.g_00924	Prav.g_01135
OG0000476	Prba.g_00923	Prav.g_01136
OG0000477	Prba.g_01775	Prav.g_01138
OG0000478	Prba.g_01774	Prav.g_01139
OG0000479	Prba.g_01773	Prav.g_01140
OG0000480	Prba.g_01771	Prav.g_01142
OG0000481	Prba.g_01770	Prav.g_01143
OG0000482	Prba.g_01769	Prav.g_01144
OG0000483	Prba.g_01768	Prav.g_01145
OG0000484	Prba.g_01767	Prav.g_01146
OG0000485	Prba.g_01766	Prav.g_01147
OG0000486	Prba.g_01765	Prav.g_01148
OG0000487	Prba.g_01764	Prav.g_01149
OG0000488	Prba.g_01762	Prav.g_01151
OG0000489	Prba.g_01761	Prav.g_01152
OG0000490	Prba.g_01760	Prav.g_01153
OG0000491	Prba.g_01759	Prav.g_01154
OG0000492	Prba.g_01758	Prav.g_01155
OG0000493	Prba.g_01757	Prav.g_01156
OG0000494	Prba.g_01755	Prav.g_01158
OG0000495	Prba.g_01754	Prav.g_01159
OG0000496	Prba.g_01753	Prav.g_01160
OG0000497	Prba.g_01752	Prav.g_01161
OG0000498	Prba.g_01751	Prav.g_01162
OG0000499	Prba.g_01749	Prav.g_01164
OG0000500	Prba.g_01748	Prav.g_01165
OG0000501	Prba.g_01746	Prav.g_01167
OG0000502	Prba.g_01745	Prav.g_01168
OG0000503	Prba.g_01744	Prav.g_01169
OG0000504	Prba.g_01743	Prav.g_01170
OG0000505	Prba.g_01742	Prav.g_01171
OG0000506	Prba.g_01741	Prav.g_01172
OG0000507	Prba.g_01740	Prav.g_01173
OG0000508	Prba.g_01738	Prav.g_01175
OG0000509	Prba.g_01737	Prav.g_01176
OG0000510	Prba.g_01736	Prav.g_01177
OG0000511	Prba.g_01735	Prav.g_01178
OG0000512	Prba.g_01734	Prav.g_01179
OG0000513	Prba.g_01733	Prav.g_01180
OG0000514	Prba.g_01732	Prav.g_01181
OG0000515	Prba.g_01730	Prav.g_01183
OG0000516	Prba.g_01729	Prav.g_01184
OG0000517	Prba.g_01728	Prav.g_01185
OG0000518	Prba.g_01726	Prav.g_01187
OG0000519	Prba.g_01725	Prav.g_01188
OG0000520	Prba.g_01724	Prav.g_01189
OG0000521	Prba.g_01723	Prav.g_01190
OG0000522	Prba.g_01722	Prav.g_01191
OG0000523	Prba.g_01721	Prav.g_01192
OG0000524	Prba.g_01720	Prav.g_01193
OG0000525	Prba.g_01718	Prav.g_01195
OG0000526	Prba.g_01717	Prav.g_01196
OG0000527	Prba.g_01716	Prav.g_01197
OG0000528	Prba.g_01715	Prav.g_01198
OG0000529	Prba.g_01714	Prav.g_01199
OG0000530	Prba.g_01713	Prav.g_01200
OG0000531	Prba.g_01712	Prav.g_01201
OG0000532	Prba.g_01711	Prav.g_01202
OG0000533	Prba.g_01710	Prav.g_01203
OG0000534	Prba.g_01709	Prav.g_01204
OG0000535	Prba.g_01708	Prav.g_01205
OG0000536	Prba.g_01707	Prav.g_01206
OG0000537	Prba.g_01706	Prav.g_01207
OG0000538	Prba.g_01705	Prav.g_01208
OG0000539	Prba.g_01704	Prav.g_01209
OG0000540	Prba.g_01703	Prav.g_01210
OG0000541	Prba.g_01702	Prav.g_01211
OG0000542	Prba.g_01701	Prav.g_01212
OG0000543	Prba.g_01700	Prav.g_01213
OG0000544	Prba.g_01699	Prav.g_01214
OG0000545	Prba.g_01696	Prav.g_01219
OG0000546	Prba.g_01695	Prav.g_01220
OG0000547	Prba.g_01693	Prav.g_01222
OG0000548	Prba.g_01692	Prav.g_01223
OG0000549	Prba.g_01691	Prav.g_01224
OG0000550	Prba.g_01690	Prav.g_01225
OG0000551	Prba.g_01689	Prav.g_01226
OG0000552	Prba.g_01688	Prav.g_01227
OG0000553	Prba.g_01687	Prav.g_01228
OG0000554	Prba.g_01686	Prav.g_01229
OG0000555	Prba.g_01685	Prav.g_01230
OG0000556	Prba.g_01684	Prav.g_01231
OG0000557	Prba.g_01683	Prav.g_01232
OG0000558	Prba.g_01682	Prav.g_01233
OG0000559	Prba.g_01681	Prav.g_01234
OG0000560	Prba.g_01679	Prav.g_01236
OG0000561	Prba.g_01678	Prav.g_01237
OG0000562	Prba.g_01677	Prav.g_01238
OG0000563	Prba.g_01676	Prav.g_01239
OG0000564	Prba.g_01675	Prav.g_01240
OG0000565	Prba.g_01674	Prav.g_01241
OG0000566	Prba.g_01673	Prav.g_01242
OG0000567	Prba.g_01672	Prav.g_01243
OG0000568	Prba.g_01671	Prav.g_01244
OG0000569	Prba.g_01670	Prav.g_01245
OG0000570	Prba.g_01669	Prav.g_01246
