Orthogroup	Prba	Prac
OG0000102	Prba.g_00877	Prac.g_01150
OG0000103	Prba.g_00985	Prac.g_01068
OG0000104	Prba.g_00981	Prac.g_01064
OG0000105	Prba.g_00962	Prac.g_00872
OG0000106	Prba.g_00929	Prac.g_00840
OG0000107	Prba.g_00928	Prac.g_00839
OG0000108	Prba.g_01772	Prac.g_00829
OG0000109	Prba.g_01763	Prac.g_00820
OG0000110	Prba.g_01747	Prac.g_00804
OG0000111	Prba.g_01666	Prac.g_00720
OG0000112	Prba.g_01665	Prac.g_00719
OG0000113	Prba.g_01572	Prac.g_01538
OG0000114	Prba.g_01501	Prac.g_01477
OG0000115	Prba.g_01337	Prac.g_01327
OG0000116	Prba.g_01333	Prac.g_01323
OG0000117	Prba.g_01267	Prac.g_01259
OG0000118	Prba.g_01216	Prac.g_01207
OG0000119	Prba.g_00094	Prac.g_01015
OG0000120	Prba.g_00057	Prac.g_00979
OG0000121	Prba.g_00038	Prac.g_00960
OG0000122	Prba.g_00019	Prac.g_00941
OG0000123	Prba.g_00006	Prac.g_00928
OG0000124	Prba.g_01084	Prac.g_00448
OG0000125	Prba.g_01204	Prac.g_00187
OG0000126	Prba.g_00196	Prac.g_00217
OG0000127	Prba.g_00110	Prac.g_00424
OG0000128	Prba.g_00712	Prac.g_00410
OG0000129	Prba.g_00351, Prba.g_00676	Prac.g_00374
OG0000130	Prba.g_00228	Prac.g_00627
OG0000131	Prba.g_00584	Prac.g_00589
OG0000132	Prba.g_00581	Prac.g_00586
OG0000133	Prba.g_00388	Prac.g_00507
OG0000134	Prba.g_00424	Prac.g_00543
OG0000135	Prba.g_00426	Prac.g_00545
OG0000136	Prba.g_00752	Prac.g_00026
OG0000137	Prba.g_00785	Prac.g_00057
OG0000138	Prba.g_00821	Prac.g_00092
OG0000139	Prba.g_01776, Prba.g_00848	Prac.g_00118
OG0000140	Prba.g_01794	Prac.g_01946
OG0000141	Prba.g_01795	Prac.g_01945
OG0000142	Prba.g_01797	Prac.g_01943
OG0000143	Prba.g_01798	Prac.g_01942
OG0000144	Prba.g_01800	Prac.g_01940
OG0000145	Prba.g_01801	Prac.g_01939
OG0000146	Prba.g_01802	Prac.g_01938
OG0000147	Prba.g_01803	Prac.g_01937
OG0000148	Prba.g_01805	Prac.g_01935
OG0000149	Prba.g_01807	Prac.g_01933
OG0000150	Prba.g_01808	Prac.g_01932
OG0000151	Prba.g_01809	Prac.g_01931
OG0000152	Prba.g_01810	Prac.g_01930
OG0000153	Prba.g_01811	Prac.g_01929
OG0000154	Prba.g_01812	Prac.g_01928
OG0000155	Prba.g_01813	Prac.g_01927
OG0000156	Prba.g_01814	Prac.g_01926
OG0000157	Prba.g_01815	Prac.g_01925
OG0000158	Prba.g_01817	Prac.g_01923
OG0000159	Prba.g_01818	Prac.g_01922
OG0000160	Prba.g_01819	Prac.g_01921
OG0000161	Prba.g_01820	Prac.g_01920
OG0000162	Prba.g_01821	Prac.g_01919
OG0000163	Prba.g_01822	Prac.g_01918
OG0000164	Prba.g_01825	Prac.g_01915
OG0000165	Prba.g_01828	Prac.g_01911
OG0000166	Prba.g_01829	Prac.g_01910
OG0000167	Prba.g_01830	Prac.g_01909
OG0000168	Prba.g_01834	Prac.g_01892
OG0000169	Prba.g_01836	Prac.g_01890
OG0000170	Prba.g_01837	Prac.g_01889
OG0000171	Prba.g_01838	Prac.g_01888
OG0000172	Prba.g_01839	Prac.g_01886
OG0000173	Prba.g_01840	Prac.g_01885
OG0000174	Prba.g_01841	Prac.g_01884
OG0000175	Prba.g_01842	Prac.g_01883
OG0000176	Prba.g_01844	Prac.g_01881
OG0000177	Prba.g_01845	Prac.g_01880
OG0000178	Prba.g_01846	Prac.g_01879
OG0000179	Prba.g_01852	Prac.g_01867
OG0000180	Prba.g_01853	Prac.g_01866
OG0000181	Prba.g_01854	Prac.g_01865
OG0000182	Prba.g_01857	Prac.g_01862
OG0000183	Prba.g_01858	Prac.g_01861
OG0000184	Prba.g_01861	Prac.g_01858
OG0000185	Prba.g_01865	Prac.g_01854
OG0000186	Prba.g_01866	Prac.g_01853
OG0000187	Prba.g_01867	Prac.g_01852
OG0000188	Prba.g_01868	Prac.g_01851
OG0000189	Prba.g_01869	Prac.g_01850
OG0000190	Prba.g_01870	Prac.g_01849
OG0000191	Prba.g_01871	Prac.g_01848
OG0000192	Prba.g_01872	Prac.g_01847
OG0000193	Prba.g_01873	Prac.g_01846
OG0000194	Prba.g_01874	Prac.g_01845
OG0000195	Prba.g_01876	Prac.g_01843
OG0000196	Prba.g_01877	Prac.g_01842
OG0000197	Prba.g_01878	Prac.g_01841
OG0000198	Prba.g_01879	Prac.g_01840
OG0000199	Prba.g_01882	Prac.g_01837
OG0000200	Prba.g_01883	Prac.g_01836
OG0000201	Prba.g_01884	Prac.g_01835
OG0000202	Prba.g_01885	Prac.g_01834
OG0000203	Prba.g_01886	Prac.g_01833
OG0000204	Prba.g_01887	Prac.g_01832
OG0000205	Prba.g_01888	Prac.g_01831
OG0000206	Prba.g_01889	Prac.g_01830
OG0000207	Prba.g_01890	Prac.g_01829
OG0000208	Prba.g_01891	Prac.g_01828
OG0000209	Prba.g_01892	Prac.g_01827
OG0000210	Prba.g_01894	Prac.g_01825
OG0000211	Prba.g_01895	Prac.g_01824
OG0000212	Prba.g_01896	Prac.g_01823
OG0000213	Prba.g_01897	Prac.g_01822
OG0000214	Prba.g_01899	Prac.g_01820
OG0000215	Prba.g_01900	Prac.g_01819
OG0000216	Prba.g_01902	Prac.g_01817
OG0000217	Prba.g_01903	Prac.g_01816
OG0000218	Prba.g_01904	Prac.g_01815
OG0000219	Prba.g_01905	Prac.g_01814
OG0000220	Prba.g_01908	Prac.g_01811
OG0000221	Prba.g_01910	Prac.g_01809
OG0000222	Prba.g_01911	Prac.g_01808
OG0000223	Prba.g_01912	Prac.g_01807
OG0000224	Prba.g_01915	Prac.g_01804
OG0000225	Prba.g_01917	Prac.g_01802
OG0000226	Prba.g_01918	Prac.g_01801
OG0000227	Prba.g_01919	Prac.g_01800
OG0000228	Prba.g_01920	Prac.g_01799
OG0000229	Prba.g_01921	Prac.g_01798
OG0000230	Prba.g_01922	Prac.g_01797
OG0000231	Prba.g_01924	Prac.g_01795
OG0000232	Prba.g_01925	Prac.g_01794
OG0000233	Prba.g_01928	Prac.g_01791
OG0000234	Prba.g_01930	Prac.g_01789
OG0000235	Prba.g_01933	Prac.g_01785
OG0000236	Prba.g_01934	Prac.g_01784
OG0000237	Prba.g_01935	Prac.g_01783
OG0000238	Prba.g_01936	Prac.g_01782
OG0000239	Prba.g_01937	Prac.g_01781
OG0000240	Prba.g_01939	Prac.g_01779
OG0000241	Prba.g_01940	Prac.g_01778
OG0000242	Prba.g_01941	Prac.g_01777
OG0000243	Prba.g_01942	Prac.g_01776
OG0000244	Prba.g_01943	Prac.g_01775
OG0000245	Prba.g_01944	Prac.g_01774
OG0000246	Prba.g_01946	Prac.g_01772
OG0000247	Prba.g_01947	Prac.g_01771
OG0000248	Prba.g_01948	Prac.g_01770
OG0000249	Prba.g_01949	Prac.g_01769
OG0000250	Prba.g_01950	Prac.g_01768
OG0000251	Prba.g_01951	Prac.g_01767
OG0000252	Prba.g_01952	Prac.g_01766
OG0000253	Prba.g_01953	Prac.g_01765
OG0000254	Prba.g_00623	Prac.g_01763
OG0000255	Prba.g_00624	Prac.g_01762
OG0000256	Prba.g_00627	Prac.g_01759
OG0000257	Prba.g_00629	Prac.g_01757
OG0000258	Prba.g_00630	Prac.g_01756
OG0000259	Prba.g_00631	Prac.g_01755
OG0000260	Prba.g_00632	Prac.g_01754
OG0000261	Prba.g_00633	Prac.g_01753
OG0000262	Prba.g_00634	Prac.g_01752
OG0000263	Prba.g_00635	Prac.g_01751
OG0000264	Prba.g_00637	Prac.g_01749
OG0000265	Prba.g_00638	Prac.g_01748
OG0000266	Prba.g_00639	Prac.g_01747
OG0000267	Prba.g_00641	Prac.g_01745
OG0000268	Prba.g_00642	Prac.g_01744
OG0000269	Prba.g_00643	Prac.g_01743
OG0000270	Prba.g_00644	Prac.g_01742
OG0000271	Prba.g_00645	Prac.g_01741
OG0000272	Prba.g_00646	Prac.g_01740
OG0000273	Prba.g_00647	Prac.g_01739
OG0000274	Prba.g_00648	Prac.g_01738
OG0000275	Prba.g_00649	Prac.g_01737
OG0000276	Prba.g_00650	Prac.g_01736
OG0000277	Prba.g_00651	Prac.g_01735
OG0000278	Prba.g_00652	Prac.g_01734
OG0000279	Prba.g_00653	Prac.g_01733
OG0000280	Prba.g_00654	Prac.g_01732
OG0000281	Prba.g_00656	Prac.g_01730
OG0000282	Prba.g_00657	Prac.g_01729
OG0000283	Prba.g_00660	Prac.g_01726
OG0000284	Prba.g_00661	Prac.g_01725
OG0000285	Prba.g_00662	Prac.g_01724
OG0000286	Prba.g_00664	Prac.g_01722
OG0000287	Prba.g_00665	Prac.g_01721
OG0000288	Prba.g_00666	Prac.g_01720
OG0000289	Prba.g_00667	Prac.g_01719
OG0000290	Prba.g_00668	Prac.g_01718
OG0000291	Prba.g_00669	Prac.g_01717
OG0000292	Prba.g_00670	Prac.g_01716
OG0000293	Prba.g_00671	Prac.g_01715
OG0000294	Prba.g_00672	Prac.g_01714
OG0000295	Prba.g_00673	Prac.g_01713
OG0000296	Prba.g_00674	Prac.g_01712
OG0000297	Prba.g_00675	Prac.g_01711
OG0000298	Prba.g_00439	Prac.g_01710
OG0000299	Prba.g_00440	Prac.g_01709
OG0000300	Prba.g_00441	Prac.g_01708
OG0000301	Prba.g_00442	Prac.g_01707
OG0000302	Prba.g_00443	Prac.g_01706
OG0000303	Prba.g_00444	Prac.g_01705
OG0000304	Prba.g_00445	Prac.g_01704
OG0000305	Prba.g_00446	Prac.g_01703
OG0000306	Prba.g_00447	Prac.g_01702
OG0000307	Prba.g_00448	Prac.g_01701
OG0000308	Prba.g_00449	Prac.g_01700
OG0000309	Prba.g_00450	Prac.g_01699
OG0000310	Prba.g_00451	Prac.g_01698
OG0000311	Prba.g_00452	Prac.g_01697
OG0000312	Prba.g_00454	Prac.g_01695
OG0000313	Prba.g_00455	Prac.g_01694
OG0000314	Prba.g_00458	Prac.g_01691
OG0000315	Prba.g_00459	Prac.g_01690
OG0000316	Prba.g_00461	Prac.g_01688
OG0000317	Prba.g_00463	Prac.g_01686
OG0000318	Prba.g_00464	Prac.g_01685
OG0000319	Prba.g_00465	Prac.g_01684
OG0000320	Prba.g_00466	Prac.g_01683
OG0000321	Prba.g_00469	Prac.g_01680
OG0000322	Prba.g_00472	Prac.g_01678
OG0000323	Prba.g_00473	Prac.g_01677
OG0000324	Prba.g_00476	Prac.g_01674
OG0000325	Prba.g_00477	Prac.g_01672
OG0000326	Prba.g_00478	Prac.g_01671
OG0000327	Prba.g_00480	Prac.g_01669
OG0000328	Prba.g_00481	Prac.g_01668
OG0000329	Prba.g_00482	Prac.g_01667
OG0000330	Prba.g_00483	Prac.g_01666
OG0000331	Prba.g_00484	Prac.g_01665
OG0000332	Prba.g_00485	Prac.g_01664
OG0000333	Prba.g_00486	Prac.g_01663
OG0000334	Prba.g_00487	Prac.g_01662
OG0000335	Prba.g_00488	Prac.g_01661
OG0000336	Prba.g_00489	Prac.g_01660
OG0000337	Prba.g_00492	Prac.g_01656
OG0000338	Prba.g_00493	Prac.g_01655
OG0000339	Prba.g_00494	Prac.g_01654
OG0000340	Prba.g_00495	Prac.g_01653
OG0000341	Prba.g_00499	Prac.g_01649
OG0000342	Prba.g_00500	Prac.g_01648
OG0000343	Prba.g_00502	Prac.g_01646
OG0000344	Prba.g_00503	Prac.g_01645
OG0000345	Prba.g_00504	Prac.g_01644
OG0000346	Prba.g_00505	Prac.g_01643
OG0000347	Prba.g_00506	Prac.g_01642
OG0000348	Prba.g_00507	Prac.g_01641
OG0000349	Prba.g_00508	Prac.g_01640
OG0000350	Prba.g_00509	Prac.g_01639
OG0000351	Prba.g_00511	Prac.g_01636
OG0000352	Prba.g_00514	Prac.g_01633
OG0000353	Prba.g_00515	Prac.g_01632
OG0000354	Prba.g_00516	Prac.g_01631
OG0000355	Prba.g_00517	Prac.g_01630
OG0000356	Prba.g_00518	Prac.g_01629
OG0000357	Prba.g_00519	Prac.g_01628
OG0000358	Prba.g_00520	Prac.g_01627
OG0000359	Prba.g_00521	Prac.g_01626
OG0000360	Prba.g_00524	Prac.g_01623
OG0000361	Prba.g_00525	Prac.g_01622
OG0000362	Prba.g_00526	Prac.g_01621
OG0000363	Prba.g_00527	Prac.g_01620
OG0000364	Prba.g_00528	Prac.g_01619
OG0000365	Prba.g_00529	Prac.g_01618
OG0000366	Prba.g_00530	Prac.g_01617
OG0000367	Prba.g_00531	Prac.g_01616
OG0000368	Prba.g_00532	Prac.g_01615
OG0000369	Prba.g_00533	Prac.g_01614
OG0000370	Prba.g_00534	Prac.g_01613
OG0000371	Prba.g_00535	Prac.g_01612
OG0000372	Prba.g_00537	Prac.g_01610
OG0000373	Prba.g_00539	Prac.g_01608
OG0000374	Prba.g_00540	Prac.g_01607
OG0000375	Prba.g_00541	Prac.g_01606
OG0000376	Prba.g_00543	Prac.g_01604
OG0000377	Prba.g_00544	Prac.g_01603
OG0000378	Prba.g_00545	Prac.g_01602
OG0000379	Prba.g_00550	Prac.g_01200
OG0000380	Prba.g_00551	Prac.g_01199
OG0000381	Prba.g_00552	Prac.g_01198
OG0000382	Prba.g_00554	Prac.g_01196
OG0000383	Prba.g_00557	Prac.g_01193
OG0000384	Prba.g_00558	Prac.g_01192
OG0000385	Prba.g_00561	Prac.g_01189
OG0000386	Prba.g_00562	Prac.g_01188
OG0000387	Prba.g_00218	Prac.g_01187
OG0000388	Prba.g_00219	Prac.g_01186
OG0000389	Prba.g_00220	Prac.g_01185
OG0000390	Prba.g_00221	Prac.g_01184
OG0000391	Prba.g_00222	Prac.g_01183
OG0000392	Prba.g_00223	Prac.g_01182
OG0000393	Prba.g_00849	Prac.g_01179
OG0000394	Prba.g_00850	Prac.g_01178
OG0000395	Prba.g_00852	Prac.g_01176
OG0000396	Prba.g_00853	Prac.g_01175
OG0000397	Prba.g_00865	Prac.g_01162
OG0000398	Prba.g_00873	Prac.g_01154
OG0000399	Prba.g_00874	Prac.g_01153
OG0000400	Prba.g_00880	Prac.g_01148
OG0000401	Prba.g_01030	Prac.g_01116
OG0000402	Prba.g_01029	Prac.g_01115
OG0000403	Prba.g_01028	Prac.g_01114
OG0000404	Prba.g_01026	Prac.g_01112
OG0000405	Prba.g_01025	Prac.g_01111
OG0000406	Prba.g_01023	Prac.g_01109
OG0000407	Prba.g_01022	Prac.g_01108
OG0000408	Prba.g_01021	Prac.g_01107
OG0000409	Prba.g_01020	Prac.g_01106
OG0000410	Prba.g_01019	Prac.g_01105
OG0000411	Prba.g_01018	Prac.g_01104
OG0000412	Prba.g_01017	Prac.g_01103
OG0000413	Prba.g_01016	Prac.g_01102
OG0000414	Prba.g_01015	Prac.g_01101
OG0000415	Prba.g_01014	Prac.g_01100
OG0000416	Prba.g_01013	Prac.g_01099
OG0000417	Prba.g_01012	Prac.g_01098
OG0000418	Prba.g_01011	Prac.g_01097
OG0000419	Prba.g_01010	Prac.g_01096
OG0000420	Prba.g_01009	Prac.g_01095
OG0000421	Prba.g_01008	Prac.g_01094
OG0000422	Prba.g_01006	Prac.g_01092
OG0000423	Prba.g_01005	Prac.g_01091
OG0000424	Prba.g_01003	Prac.g_01089
OG0000425	Prba.g_01000	Prac.g_01084
OG0000426	Prba.g_00999	Prac.g_01083
OG0000427	Prba.g_00998	Prac.g_01082
OG0000428	Prba.g_00997	Prac.g_01081
OG0000429	Prba.g_00996	Prac.g_01080
OG0000430	Prba.g_00990	Prac.g_01073
OG0000431	Prba.g_00988	Prac.g_01071
OG0000432	Prba.g_00987	Prac.g_01070
OG0000433	Prba.g_00984	Prac.g_01067
OG0000434	Prba.g_00983	Prac.g_01066
OG0000435	Prba.g_00982	Prac.g_01065
OG0000436	Prba.g_00980	Prac.g_01063
OG0000437	Prba.g_00978	Prac.g_01061
OG0000438	Prba.g_00977	Prac.g_01060
OG0000439	Prba.g_00976	Prac.g_01059
OG0000440	Prba.g_00974	Prac.g_01057
OG0000441	Prba.g_00973	Prac.g_01056
OG0000442	Prba.g_00972	Prac.g_01055
OG0000443	Prba.g_00971	Prac.g_01054
OG0000444	Prba.g_00970	Prac.g_01053
OG0000445	Prba.g_00969	Prac.g_01052
OG0000446	Prba.g_00968	Prac.g_01051
OG0000447	Prba.g_00967	Prac.g_01050
OG0000448	Prba.g_00966	Prac.g_01049
OG0000449	Prba.g_00961	Prac.g_00871
OG0000450	Prba.g_00960	Prac.g_00870
OG0000451	Prba.g_00959	Prac.g_00869
OG0000452	Prba.g_00958	Prac.g_00868
OG0000453	Prba.g_00956	Prac.g_00866
OG0000454	Prba.g_00955	Prac.g_00865
OG0000455	Prba.g_00954	Prac.g_00864
OG0000456	Prba.g_00953	Prac.g_00863
OG0000457	Prba.g_00951	Prac.g_00861
OG0000458	Prba.g_00949	Prac.g_00859
OG0000459	Prba.g_00948	Prac.g_00858
OG0000460	Prba.g_00946	Prac.g_00857
OG0000461	Prba.g_00945	Prac.g_00856
OG0000462	Prba.g_00944	Prac.g_00855
OG0000463	Prba.g_00943	Prac.g_00854
OG0000464	Prba.g_00938	Prac.g_00849
OG0000465	Prba.g_00936	Prac.g_00847
OG0000466	Prba.g_00935	Prac.g_00846
OG0000467	Prba.g_00934	Prac.g_00845
OG0000468	Prba.g_00933	Prac.g_00844
OG0000469	Prba.g_00932	Prac.g_00843
OG0000470	Prba.g_00931	Prac.g_00842
OG0000471	Prba.g_00930	Prac.g_00841
OG0000472	Prba.g_00927	Prac.g_00838
OG0000473	Prba.g_00926	Prac.g_00837
OG0000474	Prba.g_00925	Prac.g_00836
OG0000475	Prba.g_00924	Prac.g_00835
OG0000476	Prba.g_00923	Prac.g_00834
OG0000477	Prba.g_01775	Prac.g_00832
OG0000478	Prba.g_01774	Prac.g_00831
OG0000479	Prba.g_01773	Prac.g_00830
OG0000480	Prba.g_01771	Prac.g_00828
OG0000481	Prba.g_01770	Prac.g_00827
OG0000482	Prba.g_01769	Prac.g_00826
OG0000483	Prba.g_01768	Prac.g_00825
OG0000484	Prba.g_01767	Prac.g_00824
OG0000485	Prba.g_01766	Prac.g_00823
OG0000486	Prba.g_01765	Prac.g_00822
OG0000487	Prba.g_01764	Prac.g_00821
OG0000488	Prba.g_01762	Prac.g_00819
OG0000489	Prba.g_01761	Prac.g_00818
OG0000490	Prba.g_01760	Prac.g_00817
OG0000491	Prba.g_01759	Prac.g_00816
OG0000492	Prba.g_01758	Prac.g_00815
OG0000493	Prba.g_01757	Prac.g_00814
OG0000494	Prba.g_01755	Prac.g_00812
OG0000495	Prba.g_01754	Prac.g_00811
OG0000496	Prba.g_01753	Prac.g_00810
OG0000497	Prba.g_01752	Prac.g_00809
OG0000498	Prba.g_01751	Prac.g_00808
OG0000499	Prba.g_01749	Prac.g_00806
OG0000500	Prba.g_01748	Prac.g_00805
OG0000501	Prba.g_01746	Prac.g_00803
OG0000502	Prba.g_01745	Prac.g_00802
OG0000503	Prba.g_01744	Prac.g_00801
OG0000504	Prba.g_01743	Prac.g_00800
OG0000505	Prba.g_01742	Prac.g_00799
OG0000506	Prba.g_01741	Prac.g_00798
OG0000507	Prba.g_01740	Prac.g_00797
OG0000508	Prba.g_01738	Prac.g_00795
OG0000509	Prba.g_01737	Prac.g_00794
OG0000510	Prba.g_01736	Prac.g_00793
OG0000511	Prba.g_01735	Prac.g_00792
OG0000512	Prba.g_01734	Prac.g_00791
OG0000513	Prba.g_01733	Prac.g_00790
OG0000514	Prba.g_01732	Prac.g_00789
OG0000515	Prba.g_01730	Prac.g_00787
OG0000516	Prba.g_01729	Prac.g_00786
OG0000517	Prba.g_01728	Prac.g_00785
OG0000518	Prba.g_01726	Prac.g_00782
OG0000519	Prba.g_01725	Prac.g_00780
OG0000520	Prba.g_01724	Prac.g_00779
OG0000521	Prba.g_01723	Prac.g_00778
OG0000522	Prba.g_01722	Prac.g_00777
OG0000523	Prba.g_01721	Prac.g_00776
OG0000524	Prba.g_01720	Prac.g_00775
OG0000525	Prba.g_01718	Prac.g_00772
OG0000526	Prba.g_01717	Prac.g_00771
OG0000527	Prba.g_01716	Prac.g_00770
OG0000528	Prba.g_01715	Prac.g_00769
OG0000529	Prba.g_01714	Prac.g_00768
OG0000530	Prba.g_01713	Prac.g_00767
OG0000531	Prba.g_01712	Prac.g_00766
OG0000532	Prba.g_01711	Prac.g_00765
OG0000533	Prba.g_01710	Prac.g_00764
OG0000534	Prba.g_01709	Prac.g_00763
OG0000535	Prba.g_01708	Prac.g_00762
OG0000536	Prba.g_01707	Prac.g_00761
OG0000537	Prba.g_01706	Prac.g_00760
OG0000538	Prba.g_01705	Prac.g_00759
OG0000539	Prba.g_01704	Prac.g_00758
OG0000540	Prba.g_01703	Prac.g_00757
OG0000541	Prba.g_01702	Prac.g_00756
OG0000542	Prba.g_01701	Prac.g_00755
OG0000543	Prba.g_01700	Prac.g_00754
OG0000544	Prba.g_01699	Prac.g_00753
OG0000545	Prba.g_01696	Prac.g_00750
OG0000546	Prba.g_01695	Prac.g_00749
OG0000547	Prba.g_01693	Prac.g_00747
OG0000548	Prba.g_01692	Prac.g_00746
OG0000549	Prba.g_01691	Prac.g_00745
OG0000550	Prba.g_01690	Prac.g_00744
OG0000551	Prba.g_01689	Prac.g_00743
OG0000552	Prba.g_01688	Prac.g_00742
OG0000553	Prba.g_01687	Prac.g_00741
OG0000554	Prba.g_01686	Prac.g_00740
OG0000555	Prba.g_01685	Prac.g_00739
OG0000556	Prba.g_01684	Prac.g_00738
OG0000557	Prba.g_01683	Prac.g_00737
OG0000558	Prba.g_01682	Prac.g_00736
OG0000559	Prba.g_01681	Prac.g_00735
OG0000560	Prba.g_01679	Prac.g_00733
OG0000561	Prba.g_01678	Prac.g_00732
OG0000562	Prba.g_01677	Prac.g_00731
OG0000563	Prba.g_01676	Prac.g_00730
OG0000564	Prba.g_01675	Prac.g_00729
OG0000565	Prba.g_01674	Prac.g_00728
OG0000566	Prba.g_01673	Prac.g_00727
OG0000567	Prba.g_01672	Prac.g_00726
OG0000568	Prba.g_01671	Prac.g_00725
OG0000569	Prba.g_01670	Prac.g_00724
