Orthogroup	Prba	Pras
OG0000074	Prba.g_01626	Pras.g_01567
OG0000075	Prba.g_01492	Pras.g_01708
OG0000076	Prba.g_01264	Pras.g_01934
OG0000077	Prba.g_00242	Pras.g_00494
OG0000078	Prba.g_00155	Pras.g_00294
OG0000079	Prba.g_00310	Pras.g_00431
OG0000080	Prba.g_00261	Pras.g_00477
OG0000081	Prba.g_01069	Pras.g_00717
OG0000082	Prba.g_00831	Pras.g_00806
OG0000083	Prba.g_01796	Pras.g_00845
OG0000084	Prba.g_01799	Pras.g_00848
OG0000085	Prba.g_01816	Pras.g_00865
OG0000086	Prba.g_01833	Pras.g_00892
OG0000086	Prba.g_01044	Pras.g_01273
OG0000087	Prba.g_01843	Pras.g_00902
OG0000088	Prba.g_01901	Pras.g_00964
OG0000089	Prba.g_01909	Pras.g_00972
OG0000090	Prba.g_01927	Pras.g_00990
OG0000091	Prba.g_00625	Pras.g_01020
OG0000092	Prba.g_00626	Pras.g_01021
OG0000093	Prba.g_00640	Pras.g_01035
OG0000094	Prba.g_00658	Pras.g_01053
OG0000095	Prba.g_00663	Pras.g_01059, Pras.g_01058
OG0000096	Prba.g_00470	Pras.g_01103
OG0000097	Prba.g_00491	Pras.g_01126
OG0000098	Prba.g_00501	Pras.g_01136
OG0000099	Prba.g_00510	Pras.g_01145
OG0000100	Prba.g_00513	Pras.g_01148
OG0000101	Prba.g_00851	Pras.g_01210
OG0000102	Prba.g_00877	Pras.g_01236
OG0000103	Prba.g_00985	Pras.g_01354
OG0000104	Prba.g_00981	Pras.g_01358
OG0000105	Prba.g_00962	Pras.g_01377
OG0000106	Prba.g_00929	Pras.g_01409
OG0000107	Prba.g_00928	Pras.g_01410
OG0000108	Prba.g_01772	Pras.g_01420
OG0000109	Prba.g_01763	Pras.g_01429
OG0000110	Prba.g_01747	Pras.g_01445
OG0000111	Prba.g_01666	Pras.g_01527
OG0000112	Prba.g_01665	Pras.g_01528
OG0000113	Prba.g_01572	Pras.g_01628
OG0000114	Prba.g_01501	Pras.g_01699
OG0000115	Prba.g_01337	Pras.g_01859
OG0000116	Prba.g_01333	Pras.g_01863
OG0000117	Prba.g_01267	Pras.g_01931
OG0000118	Prba.g_01216	Pras.g_01982
OG0000119	Prba.g_00094	Pras.g_00026
OG0000120	Prba.g_00057	Pras.g_00062
OG0000121	Prba.g_00038	Pras.g_00081
OG0000122	Prba.g_00019	Pras.g_00101
OG0000123	Prba.g_00006	Pras.g_00114
OG0000124	Prba.g_01084	Pras.g_00122
OG0000125	Prba.g_01204	Pras.g_00222
OG0000126	Prba.g_00196	Pras.g_00250
OG0000127	Prba.g_00110	Pras.g_00337
OG0000128	Prba.g_00712	Pras.g_00351
OG0000129	Prba.g_00351, Prba.g_00676	Pras.g_00388
OG0000130	Prba.g_00228	Pras.g_00548
OG0000131	Prba.g_00584	Pras.g_00586
OG0000132	Prba.g_00581	Pras.g_00589
OG0000133	Prba.g_00388	Pras.g_00646
OG0000134	Prba.g_00424	Pras.g_00682
OG0000135	Prba.g_00426	Pras.g_00684
OG0000136	Prba.g_00752	Pras.g_00728
OG0000137	Prba.g_00785	Pras.g_00761
OG0000138	Prba.g_00821	Pras.g_00797
OG0000139	Prba.g_01776, Prba.g_00848	Pras.g_00824
OG0000140	Prba.g_01794	Pras.g_00843
OG0000141	Prba.g_01795	Pras.g_00844
OG0000142	Prba.g_01797	Pras.g_00846
OG0000143	Prba.g_01798	Pras.g_00847
OG0000144	Prba.g_01800	Pras.g_00849
OG0000145	Prba.g_01801	Pras.g_00850
OG0000146	Prba.g_01802	Pras.g_00851
OG0000147	Prba.g_01803	Pras.g_00852
OG0000148	Prba.g_01805	Pras.g_00854
OG0000149	Prba.g_01807	Pras.g_00856
OG0000150	Prba.g_01808	Pras.g_00857
OG0000151	Prba.g_01809	Pras.g_00858
OG0000152	Prba.g_01810	Pras.g_00859
OG0000153	Prba.g_01811	Pras.g_00860
OG0000154	Prba.g_01812	Pras.g_00861
OG0000155	Prba.g_01813	Pras.g_00862
OG0000156	Prba.g_01814	Pras.g_00863
OG0000157	Prba.g_01815	Pras.g_00864
OG0000158	Prba.g_01817	Pras.g_00866
OG0000159	Prba.g_01818	Pras.g_00867
OG0000160	Prba.g_01819	Pras.g_00868
OG0000161	Prba.g_01820	Pras.g_00869
OG0000162	Prba.g_01821	Pras.g_00870
OG0000163	Prba.g_01822	Pras.g_00871
OG0000164	Prba.g_01825	Pras.g_00874
OG0000165	Prba.g_01828	Pras.g_00877
OG0000166	Prba.g_01829	Pras.g_00878
OG0000167	Prba.g_01830	Pras.g_00879
OG0000168	Prba.g_01834	Pras.g_00893
OG0000169	Prba.g_01836	Pras.g_00895
OG0000170	Prba.g_01837	Pras.g_00896
OG0000171	Prba.g_01838	Pras.g_00897
OG0000172	Prba.g_01839	Pras.g_00898
OG0000173	Prba.g_01840	Pras.g_00899
OG0000174	Prba.g_01841	Pras.g_00900
OG0000175	Prba.g_01842	Pras.g_00901
OG0000176	Prba.g_01844	Pras.g_00903
OG0000177	Prba.g_01845	Pras.g_00904
OG0000178	Prba.g_01846	Pras.g_00905
OG0000179	Prba.g_01852	Pras.g_00916
OG0000180	Prba.g_01853	Pras.g_00917
OG0000181	Prba.g_01854	Pras.g_00918
OG0000182	Prba.g_01857	Pras.g_00921
OG0000183	Prba.g_01858	Pras.g_00922
OG0000184	Prba.g_01861	Pras.g_00924
OG0000185	Prba.g_01865	Pras.g_00928
OG0000186	Prba.g_01866	Pras.g_00929
OG0000187	Prba.g_01867	Pras.g_00930
OG0000188	Prba.g_01868	Pras.g_00931
OG0000189	Prba.g_01869	Pras.g_00932
OG0000190	Prba.g_01870	Pras.g_00933
OG0000191	Prba.g_01871	Pras.g_00934
OG0000192	Prba.g_01872	Pras.g_00935
OG0000193	Prba.g_01873	Pras.g_00936
OG0000194	Prba.g_01874	Pras.g_00937
OG0000195	Prba.g_01876	Pras.g_00939
OG0000196	Prba.g_01877	Pras.g_00940
OG0000197	Prba.g_01878	Pras.g_00941
OG0000198	Prba.g_01879	Pras.g_00942
OG0000199	Prba.g_01882	Pras.g_00945
OG0000200	Prba.g_01883	Pras.g_00946
OG0000201	Prba.g_01884	Pras.g_00947
OG0000202	Prba.g_01885	Pras.g_00948
OG0000203	Prba.g_01886	Pras.g_00949
OG0000204	Prba.g_01887	Pras.g_00950
OG0000205	Prba.g_01888	Pras.g_00951
OG0000206	Prba.g_01889	Pras.g_00952
OG0000207	Prba.g_01890	Pras.g_00953
OG0000208	Prba.g_01891	Pras.g_00954
OG0000209	Prba.g_01892	Pras.g_00955
OG0000210	Prba.g_01894	Pras.g_00957
OG0000211	Prba.g_01895	Pras.g_00958
OG0000212	Prba.g_01896	Pras.g_00959
OG0000213	Prba.g_01897	Pras.g_00960
OG0000214	Prba.g_01899	Pras.g_00962
OG0000215	Prba.g_01900	Pras.g_00963
OG0000216	Prba.g_01902	Pras.g_00965
OG0000217	Prba.g_01903	Pras.g_00966
OG0000218	Prba.g_01904	Pras.g_00967
OG0000219	Prba.g_01905	Pras.g_00968
OG0000220	Prba.g_01908	Pras.g_00971
OG0000221	Prba.g_01910	Pras.g_00973
OG0000222	Prba.g_01911	Pras.g_00974
OG0000223	Prba.g_01912	Pras.g_00975
OG0000224	Prba.g_01915	Pras.g_00978
OG0000225	Prba.g_01917	Pras.g_00980
OG0000226	Prba.g_01918	Pras.g_00981
OG0000227	Prba.g_01919	Pras.g_00982
OG0000228	Prba.g_01920	Pras.g_00983
OG0000229	Prba.g_01921	Pras.g_00984
OG0000230	Prba.g_01922	Pras.g_00985
OG0000231	Prba.g_01924	Pras.g_00987
OG0000232	Prba.g_01925	Pras.g_00988
OG0000233	Prba.g_01928	Pras.g_00991
OG0000234	Prba.g_01930	Pras.g_00993
OG0000235	Prba.g_01933	Pras.g_00996
OG0000236	Prba.g_01934	Pras.g_00997
OG0000237	Prba.g_01935	Pras.g_00998
OG0000238	Prba.g_01936	Pras.g_00999
OG0000239	Prba.g_01937	Pras.g_01000
OG0000240	Prba.g_01939	Pras.g_01002
OG0000241	Prba.g_01940	Pras.g_01003
OG0000242	Prba.g_01941	Pras.g_01004
OG0000243	Prba.g_01942	Pras.g_01005
OG0000244	Prba.g_01943	Pras.g_01006
OG0000245	Prba.g_01944	Pras.g_01007
OG0000246	Prba.g_01946	Pras.g_01009
OG0000247	Prba.g_01947	Pras.g_01010
OG0000248	Prba.g_01948	Pras.g_01011
OG0000249	Prba.g_01949	Pras.g_01012
OG0000250	Prba.g_01950	Pras.g_01013
OG0000251	Prba.g_01951	Pras.g_01014
OG0000252	Prba.g_01952	Pras.g_01015
OG0000253	Prba.g_01953	Pras.g_01016
OG0000254	Prba.g_00623	Pras.g_01018
OG0000255	Prba.g_00624	Pras.g_01019
OG0000256	Prba.g_00627	Pras.g_01022
OG0000257	Prba.g_00629	Pras.g_01024
OG0000258	Prba.g_00630	Pras.g_01025
OG0000259	Prba.g_00631	Pras.g_01026
OG0000260	Prba.g_00632	Pras.g_01027
OG0000261	Prba.g_00633	Pras.g_01028
OG0000262	Prba.g_00634	Pras.g_01029
OG0000263	Prba.g_00635	Pras.g_01030
OG0000264	Prba.g_00637	Pras.g_01032
OG0000265	Prba.g_00638	Pras.g_01033
OG0000266	Prba.g_00639	Pras.g_01034
OG0000267	Prba.g_00641	Pras.g_01036
OG0000268	Prba.g_00642	Pras.g_01037
OG0000269	Prba.g_00643	Pras.g_01038
OG0000270	Prba.g_00644	Pras.g_01039
OG0000271	Prba.g_00645	Pras.g_01040
OG0000272	Prba.g_00646	Pras.g_01041
OG0000273	Prba.g_00647	Pras.g_01042
OG0000274	Prba.g_00648	Pras.g_01043
OG0000275	Prba.g_00649	Pras.g_01044
OG0000276	Prba.g_00650	Pras.g_01045
OG0000277	Prba.g_00651	Pras.g_01046
OG0000278	Prba.g_00652	Pras.g_01047
OG0000279	Prba.g_00653	Pras.g_01048
OG0000280	Prba.g_00654	Pras.g_01049
OG0000281	Prba.g_00656	Pras.g_01051
OG0000282	Prba.g_00657	Pras.g_01052
OG0000283	Prba.g_00660	Pras.g_01055
OG0000284	Prba.g_00661	Pras.g_01056
OG0000285	Prba.g_00662	Pras.g_01057
OG0000286	Prba.g_00664	Pras.g_01060
OG0000287	Prba.g_00665	Pras.g_01061
OG0000288	Prba.g_00666	Pras.g_01062
OG0000289	Prba.g_00667	Pras.g_01063
OG0000290	Prba.g_00668	Pras.g_01064
OG0000291	Prba.g_00669	Pras.g_01065
OG0000292	Prba.g_00670	Pras.g_01066
OG0000293	Prba.g_00671	Pras.g_01067
OG0000294	Prba.g_00672	Pras.g_01068
OG0000295	Prba.g_00673	Pras.g_01069
OG0000296	Prba.g_00674	Pras.g_01070
OG0000297	Prba.g_00675	Pras.g_01071
OG0000298	Prba.g_00439	Pras.g_01072
OG0000299	Prba.g_00440	Pras.g_01073
OG0000300	Prba.g_00441	Pras.g_01074
OG0000301	Prba.g_00442	Pras.g_01075
OG0000302	Prba.g_00443	Pras.g_01076
OG0000303	Prba.g_00444	Pras.g_01077
OG0000304	Prba.g_00445	Pras.g_01078
OG0000305	Prba.g_00446	Pras.g_01079
OG0000306	Prba.g_00447	Pras.g_01080
OG0000307	Prba.g_00448	Pras.g_01081
OG0000308	Prba.g_00449	Pras.g_01082
OG0000309	Prba.g_00450	Pras.g_01083
OG0000310	Prba.g_00451	Pras.g_01084
OG0000311	Prba.g_00452	Pras.g_01085
OG0000312	Prba.g_00454	Pras.g_01087
OG0000313	Prba.g_00455	Pras.g_01088
OG0000314	Prba.g_00458	Pras.g_01091
OG0000315	Prba.g_00459	Pras.g_01092
OG0000316	Prba.g_00461	Pras.g_01094
OG0000317	Prba.g_00463	Pras.g_01096
OG0000318	Prba.g_00464	Pras.g_01097
OG0000319	Prba.g_00465	Pras.g_01098
OG0000320	Prba.g_00466	Pras.g_01099
OG0000321	Prba.g_00469	Pras.g_01102
OG0000322	Prba.g_00472	Pras.g_01105
OG0000323	Prba.g_00473	Pras.g_01106
OG0000324	Prba.g_00476	Pras.g_01109
OG0000325	Prba.g_00477	Pras.g_01111
OG0000326	Prba.g_00478	Pras.g_01112
OG0000327	Prba.g_00480	Pras.g_01114
OG0000328	Prba.g_00481	Pras.g_01115
OG0000329	Prba.g_00482	Pras.g_01116
OG0000330	Prba.g_00483	Pras.g_01117
OG0000331	Prba.g_00484	Pras.g_01118
OG0000332	Prba.g_00485	Pras.g_01119
OG0000333	Prba.g_00486	Pras.g_01120
OG0000334	Prba.g_00487	Pras.g_01121
OG0000335	Prba.g_00488	Pras.g_01122
OG0000336	Prba.g_00489	Pras.g_01123
OG0000337	Prba.g_00492	Pras.g_01127
OG0000338	Prba.g_00493	Pras.g_01128
OG0000339	Prba.g_00494	Pras.g_01129
OG0000340	Prba.g_00495	Pras.g_01130
OG0000341	Prba.g_00499	Pras.g_01134
OG0000342	Prba.g_00500	Pras.g_01135
OG0000343	Prba.g_00502	Pras.g_01137
OG0000344	Prba.g_00503	Pras.g_01138
OG0000345	Prba.g_00504	Pras.g_01139
OG0000346	Prba.g_00505	Pras.g_01140
OG0000347	Prba.g_00506	Pras.g_01141
OG0000348	Prba.g_00507	Pras.g_01142
OG0000349	Prba.g_00508	Pras.g_01143
OG0000350	Prba.g_00509	Pras.g_01144
OG0000351	Prba.g_00511	Pras.g_01146
OG0000352	Prba.g_00514	Pras.g_01149
OG0000353	Prba.g_00515	Pras.g_01150
OG0000354	Prba.g_00516	Pras.g_01151
OG0000355	Prba.g_00517	Pras.g_01152
OG0000356	Prba.g_00518	Pras.g_01153
OG0000357	Prba.g_00519	Pras.g_01155
OG0000358	Prba.g_00520	Pras.g_01156
OG0000359	Prba.g_00521	Pras.g_01157
OG0000360	Prba.g_00524	Pras.g_01160
OG0000361	Prba.g_00525	Pras.g_01161
OG0000362	Prba.g_00526	Pras.g_01162
OG0000363	Prba.g_00527	Pras.g_01163
OG0000364	Prba.g_00528	Pras.g_01164
OG0000365	Prba.g_00529	Pras.g_01165
OG0000366	Prba.g_00530	Pras.g_01166
OG0000367	Prba.g_00531	Pras.g_01167
OG0000368	Prba.g_00532	Pras.g_01168
OG0000369	Prba.g_00533	Pras.g_01169
OG0000370	Prba.g_00534	Pras.g_01170
OG0000371	Prba.g_00535	Pras.g_01171
OG0000372	Prba.g_00537	Pras.g_01173
OG0000373	Prba.g_00539	Pras.g_01175
OG0000374	Prba.g_00540	Pras.g_01176
OG0000375	Prba.g_00541	Pras.g_01177
OG0000376	Prba.g_00543	Pras.g_01179
OG0000377	Prba.g_00544	Pras.g_01180
OG0000378	Prba.g_00545	Pras.g_01181
OG0000379	Prba.g_00550	Pras.g_01187
OG0000380	Prba.g_00551	Pras.g_01188
OG0000381	Prba.g_00552	Pras.g_01189
OG0000382	Prba.g_00554	Pras.g_01191
OG0000383	Prba.g_00557	Pras.g_01194
OG0000384	Prba.g_00558	Pras.g_01195
OG0000385	Prba.g_00561	Pras.g_01198
OG0000386	Prba.g_00562	Pras.g_01199
OG0000387	Prba.g_00218	Pras.g_01200
OG0000388	Prba.g_00219	Pras.g_01201
OG0000389	Prba.g_00220	Pras.g_01202
OG0000390	Prba.g_00221	Pras.g_01203
OG0000391	Prba.g_00222	Pras.g_01204
OG0000392	Prba.g_00223	Pras.g_01205
OG0000393	Prba.g_00849	Pras.g_01208
OG0000394	Prba.g_00850	Pras.g_01209
OG0000395	Prba.g_00852	Pras.g_01211
OG0000396	Prba.g_00853	Pras.g_01212
OG0000397	Prba.g_00865	Pras.g_01224
OG0000398	Prba.g_00873	Pras.g_01232
OG0000399	Prba.g_00874	Pras.g_01233
OG0000400	Prba.g_00880	Pras.g_01239
OG0000401	Prba.g_01030	Pras.g_01309
OG0000402	Prba.g_01029	Pras.g_01310
OG0000403	Prba.g_01028	Pras.g_01311
OG0000404	Prba.g_01026	Pras.g_01313
OG0000405	Prba.g_01025	Pras.g_01314
OG0000406	Prba.g_01023	Pras.g_01316
OG0000407	Prba.g_01022	Pras.g_01317
OG0000408	Prba.g_01021	Pras.g_01318
OG0000409	Prba.g_01020	Pras.g_01319
OG0000410	Prba.g_01019	Pras.g_01320
OG0000411	Prba.g_01018	Pras.g_01321
OG0000412	Prba.g_01017	Pras.g_01322
OG0000413	Prba.g_01016	Pras.g_01323
OG0000414	Prba.g_01015	Pras.g_01324
OG0000415	Prba.g_01014	Pras.g_01325
OG0000416	Prba.g_01013	Pras.g_01326
OG0000417	Prba.g_01012	Pras.g_01327
OG0000418	Prba.g_01011	Pras.g_01328
OG0000419	Prba.g_01010	Pras.g_01329
OG0000420	Prba.g_01009	Pras.g_01330
OG0000421	Prba.g_01008	Pras.g_01331
OG0000422	Prba.g_01006	Pras.g_01332
OG0000423	Prba.g_01005	Pras.g_01333
OG0000424	Prba.g_01003	Pras.g_01335
OG0000425	Prba.g_01000	Pras.g_01339
OG0000426	Prba.g_00999	Pras.g_01340
OG0000427	Prba.g_00998	Pras.g_01341
OG0000428	Prba.g_00997	Pras.g_01342
OG0000429	Prba.g_00996	Pras.g_01343
OG0000430	Prba.g_00990	Pras.g_01349
OG0000431	Prba.g_00988	Pras.g_01351
OG0000432	Prba.g_00987	Pras.g_01352
OG0000433	Prba.g_00984	Pras.g_01355
OG0000434	Prba.g_00983	Pras.g_01356
OG0000435	Prba.g_00982	Pras.g_01357
OG0000436	Prba.g_00980	Pras.g_01359
OG0000437	Prba.g_00978	Pras.g_01361
OG0000438	Prba.g_00977	Pras.g_01362
OG0000439	Prba.g_00976	Pras.g_01363
OG0000440	Prba.g_00974	Pras.g_01365
OG0000441	Prba.g_00973	Pras.g_01366
OG0000442	Prba.g_00972	Pras.g_01367
OG0000443	Prba.g_00971	Pras.g_01368
OG0000444	Prba.g_00970	Pras.g_01369
OG0000445	Prba.g_00969	Pras.g_01370
OG0000446	Prba.g_00968	Pras.g_01371
OG0000447	Prba.g_00967	Pras.g_01372
OG0000448	Prba.g_00966	Pras.g_01373
OG0000449	Prba.g_00961	Pras.g_01378
OG0000450	Prba.g_00960	Pras.g_01379
OG0000451	Prba.g_00959	Pras.g_01380
OG0000452	Prba.g_00958	Pras.g_01381
OG0000453	Prba.g_00956	Pras.g_01383
OG0000454	Prba.g_00955	Pras.g_01384
OG0000455	Prba.g_00954	Pras.g_01385
OG0000456	Prba.g_00953	Pras.g_01386
OG0000457	Prba.g_00951	Pras.g_01388
OG0000458	Prba.g_00949	Pras.g_01390
OG0000459	Prba.g_00948	Pras.g_01391
OG0000460	Prba.g_00946	Pras.g_01393
OG0000461	Prba.g_00945	Pras.g_01394
OG0000462	Prba.g_00944	Pras.g_01395
OG0000463	Prba.g_00943	Pras.g_01396
OG0000464	Prba.g_00938	Pras.g_01401
OG0000465	Prba.g_00936	Pras.g_01402
OG0000466	Prba.g_00935	Pras.g_01403
OG0000467	Prba.g_00934	Pras.g_01404
OG0000468	Prba.g_00933	Pras.g_01405
OG0000469	Prba.g_00932	Pras.g_01406
OG0000470	Prba.g_00931	Pras.g_01407
OG0000471	Prba.g_00930	Pras.g_01408
OG0000472	Prba.g_00927	Pras.g_01411
OG0000473	Prba.g_00926	Pras.g_01412
OG0000474	Prba.g_00925	Pras.g_01413
OG0000475	Prba.g_00924	Pras.g_01414
OG0000476	Prba.g_00923	Pras.g_01415
OG0000477	Prba.g_01775	Pras.g_01417
OG0000478	Prba.g_01774	Pras.g_01418
OG0000479	Prba.g_01773	Pras.g_01419
OG0000480	Prba.g_01771	Pras.g_01421
OG0000481	Prba.g_01770	Pras.g_01422
OG0000482	Prba.g_01769	Pras.g_01423
OG0000483	Prba.g_01768	Pras.g_01424
OG0000484	Prba.g_01767	Pras.g_01425
OG0000485	Prba.g_01766	Pras.g_01426
OG0000486	Prba.g_01765	Pras.g_01427
OG0000487	Prba.g_01764	Pras.g_01428
OG0000488	Prba.g_01762	Pras.g_01430
OG0000489	Prba.g_01761	Pras.g_01431
OG0000490	Prba.g_01760	Pras.g_01432
OG0000491	Prba.g_01759	Pras.g_01433
OG0000492	Prba.g_01758	Pras.g_01434
OG0000493	Prba.g_01757	Pras.g_01435
OG0000494	Prba.g_01755	Pras.g_01437
OG0000495	Prba.g_01754	Pras.g_01438
OG0000496	Prba.g_01753	Pras.g_01439
OG0000497	Prba.g_01752	Pras.g_01440
OG0000498	Prba.g_01751	Pras.g_01441
OG0000499	Prba.g_01749	Pras.g_01443
OG0000500	Prba.g_01748	Pras.g_01444
OG0000501	Prba.g_01746	Pras.g_01446
OG0000502	Prba.g_01745	Pras.g_01447
OG0000503	Prba.g_01744	Pras.g_01448
OG0000504	Prba.g_01743	Pras.g_01449
OG0000505	Prba.g_01742	Pras.g_01450
OG0000506	Prba.g_01741	Pras.g_01451
OG0000507	Prba.g_01740	Pras.g_01452
OG0000508	Prba.g_01738	Pras.g_01454
OG0000509	Prba.g_01737	Pras.g_01455
OG0000510	Prba.g_01736	Pras.g_01456
OG0000511	Prba.g_01735	Pras.g_01457
OG0000512	Prba.g_01734	Pras.g_01459
OG0000513	Prba.g_01733	Pras.g_01460
OG0000514	Prba.g_01732	Pras.g_01461
OG0000515	Prba.g_01730	Pras.g_01463
OG0000516	Prba.g_01729	Pras.g_01464
OG0000517	Prba.g_01728	Pras.g_01465
OG0000518	Prba.g_01726	Pras.g_01467
OG0000519	Prba.g_01725	Pras.g_01468
OG0000520	Prba.g_01724	Pras.g_01469
OG0000521	Prba.g_01723	Pras.g_01470
OG0000522	Prba.g_01722	Pras.g_01471
OG0000523	Prba.g_01721	Pras.g_01472
OG0000524	Prba.g_01720	Pras.g_01473
OG0000525	Prba.g_01718	Pras.g_01475
OG0000526	Prba.g_01717	Pras.g_01476
OG0000527	Prba.g_01716	Pras.g_01477
OG0000528	Prba.g_01715	Pras.g_01478
OG0000529	Prba.g_01714	Pras.g_01479
OG0000530	Prba.g_01713	Pras.g_01480
OG0000531	Prba.g_01712	Pras.g_01481
OG0000532	Prba.g_01711	Pras.g_01482
OG0000533	Prba.g_01710	Pras.g_01483
OG0000534	Prba.g_01709	Pras.g_01484
OG0000535	Prba.g_01708	Pras.g_01485
OG0000536	Prba.g_01707	Pras.g_01486
OG0000537	Prba.g_01706	Pras.g_01487
OG0000538	Prba.g_01705	Pras.g_01488
OG0000539	Prba.g_01704	Pras.g_01489
OG0000540	Prba.g_01703	Pras.g_01490
OG0000541	Prba.g_01702	Pras.g_01491
OG0000542	Prba.g_01701	Pras.g_01492
OG0000543	Prba.g_01700	Pras.g_01493
OG0000544	Prba.g_01699	Pras.g_01494
OG0000545	Prba.g_01696	Pras.g_01497
OG0000546	Prba.g_01695	Pras.g_01498
OG0000547	Prba.g_01693	Pras.g_01500
OG0000548	Prba.g_01692	Pras.g_01501
OG0000549	Prba.g_01691	Pras.g_01502
OG0000550	Prba.g_01690	Pras.g_01503
OG0000551	Prba.g_01689	Pras.g_01504
OG0000552	Prba.g_01688	Pras.g_01505
OG0000553	Prba.g_01687	Pras.g_01506
OG0000554	Prba.g_01686	Pras.g_01507
OG0000555	Prba.g_01685	Pras.g_01508
OG0000556	Prba.g_01684	Pras.g_01509
OG0000557	Prba.g_01683	Pras.g_01510
OG0000558	Prba.g_01682	Pras.g_01511
OG0000559	Prba.g_01681	Pras.g_01512
OG0000560	Prba.g_01679	Pras.g_01514
OG0000561	Prba.g_01678	Pras.g_01515
