Orthogroup	Prba	Prbb
OG0000027	Prba.g_00301	Prbb.g_01114, Prbb.g_01127
OG0000028	Prba.g_00713	Prbb.g_01686
OG0000029	Prba.g_00275	Prbb.g_01324, Prbb.g_01729
OG0000030	Prba.g_01832	Prbb.g_01562, Prbb.g_01570, Prbb.g_00045
OG0000032	Prba.g_00173	Prbb.g_00387
OG0000033	Prba.g_01806	Prbb.g_00014
OG0000034	Prba.g_00160	Prbb.g_00112
OG0000035	Prba.g_01409	Prbb.g_01449
OG0000036	Prba.g_01731	Prbb.g_01882
OG0000037	Prba.g_01694	Prbb.g_01111
OG0000038	Prba.g_01543	Prbb.g_01231
OG0000040	Prba.g_00854	Prbb.g_01373, Prbb.g_01411
OG0000041	Prba.g_01041	Prbb.g_01286
OG0000042	Prba.g_01594	Prbb.g_00713
OG0000043	Prba.g_01514	Prbb.g_00954
OG0000044	Prba.g_00064	Prbb.g_01517
OG0000045	Prba.g_00153	Prbb.g_00851
OG0000046	Prba.g_00233	Prbb.g_01816
OG0000047	Prba.g_00768	Prbb.g_02061
OG0000048	Prba.g_00775	Prbb.g_02069
OG0000050	Prba.g_01824	Prbb.g_00032
OG0000051	Prba.g_01945	Prbb.g_00214
OG0000052	Prba.g_00864	Prbb.g_01197, Prbb.g_01329
OG0000053	Prba.g_00922	Prbb.g_00542
OG0000055	Prba.g_01477	Prbb.g_00807, Prbb.g_01218
OG0000056	Prba.g_00727	Prbb.g_00054
OG0000057	Prba.g_00456	Prbb.g_00294
OG0000058	Prba.g_00986	Prbb.g_00478
OG0000059	Prba.g_01619	Prbb.g_01359, Prbb.g_00706
OG0000061	Prba.g_00099, Prba.g_01317	Prbb.g_01627
OG0000062	Prba.g_00097	Prbb.g_01887
OG0000063	Prba.g_01135	Prbb.g_01399
OG0000065	Prba.g_01192	Prbb.g_01586
OG0000066	Prba.g_00175	Prbb.g_00678
OG0000067	Prba.g_00900	Prbb.g_01137, Prbb.g_01368
OG0000067	Prba.g_01132	Prbb.g_01199
OG0000068	Prba.g_00429	Prbb.g_02001
OG0000070	Prba.g_01120	Prbb.g_00078
OG0000071	Prba.g_01804	Prbb.g_00012
OG0000072	Prba.g_00538	Prbb.g_00373
OG0000073	Prba.g_01648	Prbb.g_00673
OG0000074	Prba.g_01626	Prbb.g_00697, Prbb.g_00698
OG0000075	Prba.g_01492	Prbb.g_00790
OG0000076	Prba.g_01264	Prbb.g_01070
OG0000077	Prba.g_00242	Prbb.g_01320, Prbb.g_01786, Prbb.g_01122, Prbb.g_00430, Prbb.g_01245, Prbb.g_01402, Prbb.g_01355
OG0000078	Prba.g_00155	Prbb.g_00388
OG0000079	Prba.g_00310	Prbb.g_01768
OG0000080	Prba.g_00261	Prbb.g_01208
OG0000081	Prba.g_01069	Prbb.g_02034
OG0000083	Prba.g_01796	Prbb.g_00003
OG0000084	Prba.g_01799	Prbb.g_00006, Prbb.g_00007
OG0000085	Prba.g_01816	Prbb.g_00024
OG0000086	Prba.g_01833, Prba.g_01044	Prbb.g_01195
OG0000087	Prba.g_01843	Prbb.g_00064
OG0000088	Prba.g_01901	Prbb.g_00170
OG0000089	Prba.g_01909	Prbb.g_00179
OG0000090	Prba.g_01927	Prbb.g_00196
OG0000091	Prba.g_00625	Prbb.g_00226
OG0000092	Prba.g_00626	Prbb.g_00227
OG0000093	Prba.g_00640	Prbb.g_00240
OG0000094	Prba.g_00658	Prbb.g_00259
OG0000095	Prba.g_00663	Prbb.g_00263
OG0000096	Prba.g_00470	Prbb.g_00307
OG0000097	Prba.g_00491	Prbb.g_00327
OG0000099	Prba.g_00510	Prbb.g_00345
OG0000100	Prba.g_00513	Prbb.g_00348
OG0000101	Prba.g_00851	Prbb.g_00418
OG0000102	Prba.g_00877	Prbb.g_01326
OG0000103	Prba.g_00985	Prbb.g_00479
OG0000104	Prba.g_00981	Prbb.g_00484, Prbb.g_00485
OG0000105	Prba.g_00962	Prbb.g_00503
OG0000106	Prba.g_00929	Prbb.g_00535
OG0000107	Prba.g_00928	Prbb.g_00536
OG0000108	Prba.g_01772	Prbb.g_00546
OG0000109	Prba.g_01763	Prbb.g_00556
OG0000110	Prba.g_01747	Prbb.g_00572
OG0000111	Prba.g_01666	Prbb.g_00652
OG0000112	Prba.g_01665	Prbb.g_00653
OG0000113	Prba.g_01572	Prbb.g_00737
OG0000114	Prba.g_01501	Prbb.g_00781
OG0000115	Prba.g_01337	Prbb.g_00991
OG0000116	Prba.g_01333	Prbb.g_00995
OG0000117	Prba.g_01267	Prbb.g_01067
OG0000118	Prba.g_01216	Prbb.g_01238
OG0000119	Prba.g_00094	Prbb.g_01890
OG0000120	Prba.g_00057	Prbb.g_01510
OG0000121	Prba.g_00038	Prbb.g_01487
OG0000122	Prba.g_00019	Prbb.g_01467
OG0000123	Prba.g_00006	Prbb.g_01456
OG0000124	Prba.g_01084	Prbb.g_01060
OG0000125	Prba.g_01204	Prbb.g_01598
OG0000126	Prba.g_00196	Prbb.g_01639
OG0000127	Prba.g_00110	Prbb.g_01673
OG0000128	Prba.g_00712	Prbb.g_01687
OG0000129	Prba.g_00351, Prba.g_00676	Prbb.g_01721
OG0000130	Prba.g_00228	Prbb.g_01821
OG0000131	Prba.g_00584	Prbb.g_01858
OG0000132	Prba.g_00581	Prbb.g_01860
OG0000133	Prba.g_00388	Prbb.g_01959
OG0000134	Prba.g_00424	Prbb.g_01995
OG0000135	Prba.g_00426	Prbb.g_01997
OG0000136	Prba.g_00752	Prbb.g_02046
OG0000137	Prba.g_00785	Prbb.g_02082
OG0000138	Prba.g_01089, Prba.g_00821	Prbb.g_02131
OG0000139	Prba.g_01776, Prba.g_00848	Prbb.g_02168
OG0000140	Prba.g_01794	Prbb.g_00001
OG0000141	Prba.g_01795	Prbb.g_00002
OG0000142	Prba.g_01797	Prbb.g_00004
OG0000143	Prba.g_01798	Prbb.g_00005
OG0000144	Prba.g_01800	Prbb.g_00008
OG0000145	Prba.g_01801	Prbb.g_00009
OG0000146	Prba.g_01802	Prbb.g_00010
OG0000147	Prba.g_01803	Prbb.g_00011
OG0000148	Prba.g_01805	Prbb.g_00013
OG0000149	Prba.g_01807	Prbb.g_00015
OG0000150	Prba.g_01808	Prbb.g_00016
OG0000151	Prba.g_01809	Prbb.g_00017
OG0000152	Prba.g_01810	Prbb.g_00018
OG0000153	Prba.g_01811	Prbb.g_00019
OG0000154	Prba.g_01812	Prbb.g_00020
OG0000155	Prba.g_01813	Prbb.g_00021
OG0000156	Prba.g_01814	Prbb.g_00022
OG0000157	Prba.g_01815	Prbb.g_00023
OG0000158	Prba.g_01817	Prbb.g_00025
OG0000159	Prba.g_01818	Prbb.g_00026
OG0000160	Prba.g_01819	Prbb.g_00027
OG0000161	Prba.g_01820	Prbb.g_00028
OG0000162	Prba.g_01821	Prbb.g_00029
OG0000163	Prba.g_01822	Prbb.g_00030
OG0000164	Prba.g_01825	Prbb.g_00033
OG0000165	Prba.g_01828	Prbb.g_00035
OG0000166	Prba.g_01829	Prbb.g_00036
OG0000167	Prba.g_01830	Prbb.g_00037
OG0000168	Prba.g_01834	Prbb.g_00055
OG0000169	Prba.g_01836	Prbb.g_00057
OG0000170	Prba.g_01837	Prbb.g_00058
OG0000171	Prba.g_01838	Prbb.g_00059
OG0000172	Prba.g_01839	Prbb.g_00060
OG0000173	Prba.g_01840	Prbb.g_00061
OG0000174	Prba.g_01841	Prbb.g_00062
OG0000175	Prba.g_01842	Prbb.g_00063
OG0000176	Prba.g_01844	Prbb.g_00065
OG0000177	Prba.g_01845	Prbb.g_00066
OG0000178	Prba.g_01846	Prbb.g_00067
OG0000179	Prba.g_01852	Prbb.g_00119
OG0000180	Prba.g_01853	Prbb.g_00120
OG0000181	Prba.g_01854	Prbb.g_00121
OG0000182	Prba.g_01857	Prbb.g_00124
OG0000183	Prba.g_01858	Prbb.g_00125
OG0000184	Prba.g_01861	Prbb.g_00128
OG0000185	Prba.g_01865	Prbb.g_00132
OG0000186	Prba.g_01866	Prbb.g_00133
OG0000187	Prba.g_01867	Prbb.g_00134
OG0000188	Prba.g_01868	Prbb.g_00135
OG0000189	Prba.g_01869	Prbb.g_00136
OG0000190	Prba.g_01870	Prbb.g_00137
OG0000191	Prba.g_01871	Prbb.g_00138
OG0000192	Prba.g_01872	Prbb.g_00139
OG0000193	Prba.g_01873	Prbb.g_00140
OG0000194	Prba.g_01874	Prbb.g_00141
OG0000195	Prba.g_01876	Prbb.g_00143
OG0000196	Prba.g_01877	Prbb.g_00144
OG0000197	Prba.g_01878	Prbb.g_00145
OG0000198	Prba.g_01879	Prbb.g_00146
OG0000199	Prba.g_01882	Prbb.g_00149
OG0000200	Prba.g_01883	Prbb.g_00150
OG0000201	Prba.g_01884	Prbb.g_00151
OG0000202	Prba.g_01885	Prbb.g_00152
OG0000203	Prba.g_01886	Prbb.g_00153
OG0000204	Prba.g_01887	Prbb.g_00154
OG0000205	Prba.g_01888	Prbb.g_00156
OG0000206	Prba.g_01889	Prbb.g_00157
OG0000207	Prba.g_01890	Prbb.g_00158
OG0000208	Prba.g_01891	Prbb.g_00159
OG0000209	Prba.g_01892	Prbb.g_00160
OG0000210	Prba.g_01894	Prbb.g_00161
OG0000211	Prba.g_01895	Prbb.g_00162
OG0000212	Prba.g_01896	Prbb.g_00163
OG0000213	Prba.g_01897	Prbb.g_00164
OG0000214	Prba.g_01899	Prbb.g_00168
OG0000215	Prba.g_01900	Prbb.g_00169
OG0000216	Prba.g_01902	Prbb.g_00171
OG0000217	Prba.g_01903	Prbb.g_00173
OG0000218	Prba.g_01904	Prbb.g_00174
OG0000219	Prba.g_01905	Prbb.g_00175
OG0000220	Prba.g_01908	Prbb.g_00177
OG0000221	Prba.g_01910	Prbb.g_00180
OG0000222	Prba.g_01911	Prbb.g_00181
OG0000223	Prba.g_01912	Prbb.g_00182
OG0000224	Prba.g_01915	Prbb.g_00185
OG0000225	Prba.g_01917	Prbb.g_00187
OG0000226	Prba.g_01918	Prbb.g_00189
OG0000227	Prba.g_01919	Prbb.g_00190
OG0000228	Prba.g_01920	Prbb.g_00191
OG0000229	Prba.g_01921	Prbb.g_00192
OG0000230	Prba.g_01922	Prbb.g_00193
OG0000231	Prba.g_01924	Prbb.g_01101
OG0000232	Prba.g_01925	Prbb.g_00194
OG0000233	Prba.g_01928	Prbb.g_00197
OG0000234	Prba.g_01930	Prbb.g_00200
OG0000235	Prba.g_01933	Prbb.g_00202
OG0000236	Prba.g_01934	Prbb.g_00203
OG0000237	Prba.g_01935	Prbb.g_00204
OG0000238	Prba.g_01936	Prbb.g_00205
OG0000239	Prba.g_01937	Prbb.g_00206
OG0000240	Prba.g_01939	Prbb.g_00208
OG0000241	Prba.g_01940	Prbb.g_00209
OG0000242	Prba.g_01941	Prbb.g_00210
OG0000243	Prba.g_01942	Prbb.g_00211
OG0000244	Prba.g_01943	Prbb.g_00212
OG0000245	Prba.g_01944	Prbb.g_00213
OG0000246	Prba.g_01946	Prbb.g_00215
OG0000247	Prba.g_01947	Prbb.g_00216
OG0000248	Prba.g_01948	Prbb.g_00217
OG0000249	Prba.g_01949	Prbb.g_00218
OG0000250	Prba.g_01950	Prbb.g_00219
OG0000251	Prba.g_01951	Prbb.g_00220
OG0000252	Prba.g_01952	Prbb.g_00221
OG0000253	Prba.g_01953	Prbb.g_00222
OG0000254	Prba.g_00623	Prbb.g_00224
OG0000255	Prba.g_00624	Prbb.g_00225
OG0000256	Prba.g_00627	Prbb.g_00228
OG0000257	Prba.g_00629	Prbb.g_00229
OG0000258	Prba.g_00630	Prbb.g_00230
OG0000259	Prba.g_00631	Prbb.g_00231
OG0000260	Prba.g_00632	Prbb.g_00232
OG0000261	Prba.g_00633	Prbb.g_00233
OG0000262	Prba.g_00634	Prbb.g_00234
OG0000263	Prba.g_00635	Prbb.g_00235
OG0000264	Prba.g_00637	Prbb.g_00237
OG0000265	Prba.g_00638	Prbb.g_00238
OG0000266	Prba.g_00639	Prbb.g_00239
OG0000267	Prba.g_00641	Prbb.g_00241
OG0000268	Prba.g_00642	Prbb.g_00243
OG0000269	Prba.g_00643	Prbb.g_00244
OG0000270	Prba.g_00644	Prbb.g_00245
OG0000271	Prba.g_00645	Prbb.g_00246
OG0000272	Prba.g_00646	Prbb.g_00247
OG0000273	Prba.g_00647	Prbb.g_00248
OG0000274	Prba.g_00648	Prbb.g_00249
OG0000275	Prba.g_00649	Prbb.g_00250
OG0000276	Prba.g_00650	Prbb.g_00251
OG0000277	Prba.g_00651	Prbb.g_00252
OG0000278	Prba.g_00652	Prbb.g_00253
OG0000279	Prba.g_00653	Prbb.g_00254
OG0000280	Prba.g_00654	Prbb.g_00255
OG0000281	Prba.g_00656	Prbb.g_00257
OG0000282	Prba.g_00657	Prbb.g_00258
OG0000283	Prba.g_00660	Prbb.g_00260
OG0000284	Prba.g_00661	Prbb.g_00261
OG0000285	Prba.g_00662	Prbb.g_00262
OG0000286	Prba.g_00664	Prbb.g_00264
OG0000287	Prba.g_00665	Prbb.g_00265
OG0000288	Prba.g_00666	Prbb.g_00266
OG0000289	Prba.g_00667	Prbb.g_00267
OG0000290	Prba.g_00668	Prbb.g_00268
OG0000291	Prba.g_00669	Prbb.g_00269
OG0000292	Prba.g_00670	Prbb.g_00270
OG0000293	Prba.g_00671	Prbb.g_00271
OG0000294	Prba.g_00672	Prbb.g_00272
OG0000295	Prba.g_00673	Prbb.g_00273
OG0000296	Prba.g_00674	Prbb.g_00274
OG0000297	Prba.g_00675	Prbb.g_00275
OG0000298	Prba.g_00439	Prbb.g_00276
OG0000299	Prba.g_00440	Prbb.g_00277
OG0000300	Prba.g_00441	Prbb.g_00278
OG0000301	Prba.g_00442	Prbb.g_00279
OG0000302	Prba.g_00443	Prbb.g_00280
OG0000303	Prba.g_00444	Prbb.g_00281
OG0000304	Prba.g_00445	Prbb.g_00282
OG0000305	Prba.g_00446	Prbb.g_00283
OG0000306	Prba.g_00447	Prbb.g_00284
OG0000307	Prba.g_00448	Prbb.g_00285
OG0000308	Prba.g_00449	Prbb.g_00286
OG0000309	Prba.g_00450	Prbb.g_00287
OG0000310	Prba.g_00451	Prbb.g_00288
OG0000311	Prba.g_00452	Prbb.g_00290
OG0000312	Prba.g_00454	Prbb.g_00292
OG0000313	Prba.g_00455	Prbb.g_00293
OG0000314	Prba.g_00458	Prbb.g_00297
OG0000315	Prba.g_00459	Prbb.g_00298
OG0000316	Prba.g_00461	Prbb.g_00300
OG0000317	Prba.g_00463	Prbb.g_00302
OG0000318	Prba.g_00464	Prbb.g_00303
OG0000319	Prba.g_00465	Prbb.g_00304
OG0000320	Prba.g_00466	Prbb.g_00305
OG0000321	Prba.g_00469	Prbb.g_00306
OG0000322	Prba.g_00472	Prbb.g_00309
OG0000323	Prba.g_00473	Prbb.g_00310
OG0000324	Prba.g_00476	Prbb.g_00313
OG0000325	Prba.g_00477	Prbb.g_00314
OG0000326	Prba.g_00478	Prbb.g_00315
OG0000327	Prba.g_00480	Prbb.g_00316
OG0000328	Prba.g_00481	Prbb.g_00317
OG0000329	Prba.g_00482	Prbb.g_00318
OG0000330	Prba.g_00483	Prbb.g_00319
OG0000331	Prba.g_00484	Prbb.g_00320
OG0000332	Prba.g_00485	Prbb.g_00321
OG0000333	Prba.g_00486	Prbb.g_00322
OG0000334	Prba.g_00487	Prbb.g_00323
OG0000335	Prba.g_00488	Prbb.g_00324
OG0000336	Prba.g_00489	Prbb.g_00326
OG0000337	Prba.g_00492	Prbb.g_00328
OG0000338	Prba.g_00493	Prbb.g_00329
OG0000339	Prba.g_00494	Prbb.g_00330
OG0000340	Prba.g_00495	Prbb.g_00331
OG0000341	Prba.g_00499	Prbb.g_00334
OG0000342	Prba.g_00500	Prbb.g_00335
OG0000343	Prba.g_00502	Prbb.g_00337
OG0000344	Prba.g_00503	Prbb.g_00338
OG0000345	Prba.g_00504	Prbb.g_00339
OG0000346	Prba.g_00505	Prbb.g_00340
OG0000347	Prba.g_00506	Prbb.g_00341
OG0000348	Prba.g_00507	Prbb.g_00342
OG0000349	Prba.g_00508	Prbb.g_00343
OG0000350	Prba.g_00509	Prbb.g_00344
OG0000351	Prba.g_00511	Prbb.g_00346
OG0000352	Prba.g_00514	Prbb.g_00349
OG0000353	Prba.g_00515	Prbb.g_00350
OG0000354	Prba.g_00516	Prbb.g_00351
OG0000355	Prba.g_00517	Prbb.g_00352
OG0000356	Prba.g_00518	Prbb.g_00353
OG0000357	Prba.g_00519	Prbb.g_00354
OG0000358	Prba.g_00520	Prbb.g_00355
OG0000359	Prba.g_00521	Prbb.g_00356
OG0000360	Prba.g_00524	Prbb.g_00359
OG0000361	Prba.g_00525	Prbb.g_00360
OG0000362	Prba.g_00526	Prbb.g_00361
OG0000363	Prba.g_00527	Prbb.g_00362
OG0000364	Prba.g_00528	Prbb.g_00363
OG0000365	Prba.g_00529	Prbb.g_00364
OG0000366	Prba.g_00530	Prbb.g_00365
OG0000367	Prba.g_00531	Prbb.g_00366
OG0000368	Prba.g_00532	Prbb.g_00367
OG0000369	Prba.g_00533	Prbb.g_00368
OG0000370	Prba.g_00534	Prbb.g_00369
OG0000371	Prba.g_00535	Prbb.g_00370
OG0000372	Prba.g_00537	Prbb.g_00372
OG0000373	Prba.g_00539	Prbb.g_00374
OG0000374	Prba.g_00540	Prbb.g_00375
OG0000375	Prba.g_00541	Prbb.g_00376
OG0000376	Prba.g_00543	Prbb.g_00378
OG0000377	Prba.g_00544	Prbb.g_00384
OG0000378	Prba.g_00545	Prbb.g_00739
OG0000379	Prba.g_00550	Prbb.g_00394
OG0000380	Prba.g_00551	Prbb.g_00396
OG0000381	Prba.g_00552	Prbb.g_00397
OG0000382	Prba.g_00554	Prbb.g_00398
OG0000383	Prba.g_00557	Prbb.g_00401
OG0000384	Prba.g_00558	Prbb.g_00402
OG0000385	Prba.g_00561	Prbb.g_00404
OG0000386	Prba.g_00562	Prbb.g_00405
OG0000387	Prba.g_00218	Prbb.g_00406
OG0000388	Prba.g_00219	Prbb.g_00407
OG0000389	Prba.g_00220	Prbb.g_00408
OG0000390	Prba.g_00221	Prbb.g_00409
OG0000391	Prba.g_00222	Prbb.g_00410
OG0000392	Prba.g_00223	Prbb.g_00411
OG0000393	Prba.g_00849	Prbb.g_00415
OG0000394	Prba.g_00850	Prbb.g_00416
OG0000395	Prba.g_00852	Prbb.g_00419
OG0000396	Prba.g_00853	Prbb.g_00836
OG0000397	Prba.g_00865	Prbb.g_01094
OG0000398	Prba.g_00873	Prbb.g_01124
OG0000399	Prba.g_00874	Prbb.g_01288
OG0000400	Prba.g_00880	Prbb.g_01923
OG0000401	Prba.g_01030	Prbb.g_00436
OG0000402	Prba.g_01029	Prbb.g_00437
OG0000403	Prba.g_01028	Prbb.g_00438
OG0000404	Prba.g_01026	Prbb.g_00440
OG0000405	Prba.g_01025	Prbb.g_00441
OG0000406	Prba.g_01023	Prbb.g_00443
OG0000407	Prba.g_01022	Prbb.g_00444
OG0000408	Prba.g_01021	Prbb.g_00445
OG0000409	Prba.g_01020	Prbb.g_00446
OG0000410	Prba.g_01019	Prbb.g_00447
OG0000411	Prba.g_01018	Prbb.g_00448
OG0000412	Prba.g_01017	Prbb.g_00449
OG0000413	Prba.g_01016	Prbb.g_00450
OG0000414	Prba.g_01015	Prbb.g_00451
OG0000415	Prba.g_01014	Prbb.g_00452
OG0000416	Prba.g_01013	Prbb.g_00453
OG0000417	Prba.g_01012	Prbb.g_00454
OG0000418	Prba.g_01011	Prbb.g_00455
OG0000419	Prba.g_01010	Prbb.g_00456
OG0000420	Prba.g_01009	Prbb.g_00457
OG0000421	Prba.g_01008	Prbb.g_00458
OG0000422	Prba.g_01006	Prbb.g_00460
OG0000423	Prba.g_01005	Prbb.g_00461
OG0000424	Prba.g_01003	Prbb.g_00462
OG0000425	Prba.g_01000	Prbb.g_00468
OG0000426	Prba.g_00999	Prbb.g_00469
OG0000427	Prba.g_00998	Prbb.g_00470
OG0000428	Prba.g_00997	Prbb.g_00472
OG0000429	Prba.g_00996	Prbb.g_00473
OG0000430	Prba.g_00990	Prbb.g_00475
OG0000431	Prba.g_00988	Prbb.g_00476
OG0000432	Prba.g_00987	Prbb.g_00477
OG0000433	Prba.g_00984	Prbb.g_00480
OG0000434	Prba.g_00983	Prbb.g_00482
OG0000435	Prba.g_00982	Prbb.g_00483
OG0000436	Prba.g_00980	Prbb.g_00486
OG0000437	Prba.g_00978	Prbb.g_00488
OG0000438	Prba.g_00977	Prbb.g_00489
OG0000439	Prba.g_00976	Prbb.g_00490
OG0000440	Prba.g_00974	Prbb.g_00491
OG0000441	Prba.g_00973	Prbb.g_00492
OG0000442	Prba.g_00972	Prbb.g_00493
OG0000443	Prba.g_00971	Prbb.g_00494
OG0000444	Prba.g_00970	Prbb.g_00495
OG0000445	Prba.g_00969	Prbb.g_00496
OG0000446	Prba.g_00968	Prbb.g_00497
OG0000447	Prba.g_00967	Prbb.g_00498
OG0000448	Prba.g_00966	Prbb.g_00499
OG0000449	Prba.g_00961	Prbb.g_00504
OG0000450	Prba.g_00960	Prbb.g_00505
OG0000451	Prba.g_00959	Prbb.g_00506
OG0000452	Prba.g_00958	Prbb.g_00507
OG0000453	Prba.g_00956	Prbb.g_00509
OG0000454	Prba.g_00955	Prbb.g_00510
OG0000455	Prba.g_00954	Prbb.g_00511
OG0000456	Prba.g_00953	Prbb.g_00512
OG0000457	Prba.g_00951	Prbb.g_00514
OG0000458	Prba.g_00949	Prbb.g_00516
OG0000459	Prba.g_00948	Prbb.g_00517
OG0000460	Prba.g_00946	Prbb.g_00519
OG0000461	Prba.g_00945	Prbb.g_00520
OG0000462	Prba.g_00944	Prbb.g_00521
OG0000463	Prba.g_00943	Prbb.g_00523
OG0000464	Prba.g_00938	Prbb.g_00527
OG0000465	Prba.g_00936	Prbb.g_00528
OG0000466	Prba.g_00935	Prbb.g_00529
OG0000467	Prba.g_00934	Prbb.g_00530
OG0000468	Prba.g_00933	Prbb.g_00531
OG0000469	Prba.g_00932	Prbb.g_00532
OG0000470	Prba.g_00931	Prbb.g_00533
OG0000471	Prba.g_00930	Prbb.g_00534
OG0000472	Prba.g_00927	Prbb.g_00537
OG0000473	Prba.g_00926	Prbb.g_00538
OG0000474	Prba.g_00925	Prbb.g_00539
OG0000475	Prba.g_00924	Prbb.g_00540
OG0000476	Prba.g_00923	Prbb.g_00541
OG0000477	Prba.g_01775	Prbb.g_00543
OG0000478	Prba.g_01774	Prbb.g_00544
OG0000479	Prba.g_01773	Prbb.g_00545
OG0000480	Prba.g_01771	Prbb.g_00547
OG0000481	Prba.g_01770	Prbb.g_00548
OG0000482	Prba.g_01769	Prbb.g_00550
OG0000483	Prba.g_01768	Prbb.g_00551
OG0000484	Prba.g_01767	Prbb.g_00552
OG0000485	Prba.g_01766	Prbb.g_00553
OG0000486	Prba.g_01765	Prbb.g_00554
OG0000487	Prba.g_01764	Prbb.g_00555
OG0000488	Prba.g_01762	Prbb.g_00557
OG0000489	Prba.g_01761	Prbb.g_00558
OG0000490	Prba.g_01760	Prbb.g_00559
OG0000491	Prba.g_01759	Prbb.g_00560
OG0000492	Prba.g_01758	Prbb.g_00561
OG0000493	Prba.g_01757	Prbb.g_00562
OG0000494	Prba.g_01755	Prbb.g_00564
OG0000495	Prba.g_01754	Prbb.g_00565
OG0000496	Prba.g_01753	Prbb.g_00566
OG0000497	Prba.g_01752	Prbb.g_00567
OG0000498	Prba.g_01751	Prbb.g_00568
OG0000499	Prba.g_01749	Prbb.g_00570
OG0000500	Prba.g_01748	Prbb.g_00571
OG0000501	Prba.g_01746	Prbb.g_00573
OG0000502	Prba.g_01745	Prbb.g_00574
OG0000503	Prba.g_01744	Prbb.g_00575
OG0000504	Prba.g_01743	Prbb.g_00576
OG0000505	Prba.g_01742	Prbb.g_00577
OG0000506	Prba.g_01741	Prbb.g_00578
OG0000507	Prba.g_01740	Prbb.g_00579
OG0000508	Prba.g_01738	Prbb.g_00580
OG0000509	Prba.g_01737	Prbb.g_00581
OG0000510	Prba.g_01736	Prbb.g_00582
OG0000511	Prba.g_01735	Prbb.g_00583
OG0000512	Prba.g_01734	Prbb.g_00584
OG0000513	Prba.g_01733	Prbb.g_00585
OG0000514	Prba.g_01732	Prbb.g_00586
OG0000515	Prba.g_01730	Prbb.g_00587
OG0000516	Prba.g_01729	Prbb.g_00588
OG0000517	Prba.g_01728	Prbb.g_00589
OG0000518	Prba.g_01726	Prbb.g_00591
OG0000519	Prba.g_01725	Prbb.g_00592
OG0000520	Prba.g_01724	Prbb.g_00594
OG0000521	Prba.g_01723	Prbb.g_00593
OG0000522	Prba.g_01722	Prbb.g_00595
OG0000523	Prba.g_01721	Prbb.g_00596
OG0000524	Prba.g_01720	Prbb.g_00597
OG0000525	Prba.g_01718	Prbb.g_00599
OG0000526	Prba.g_01717	Prbb.g_00600
OG0000527	Prba.g_01716	Prbb.g_00601
OG0000528	Prba.g_01715	Prbb.g_00602
OG0000529	Prba.g_01714	Prbb.g_00603
OG0000530	Prba.g_01713	Prbb.g_00604
OG0000531	Prba.g_01712	Prbb.g_00606
OG0000532	Prba.g_01711	Prbb.g_00607
OG0000533	Prba.g_01710	Prbb.g_00608
OG0000534	Prba.g_01709	Prbb.g_00609
OG0000535	Prba.g_01708	Prbb.g_00610
OG0000536	Prba.g_01707	Prbb.g_00611
OG0000537	Prba.g_01706	Prbb.g_00612
OG0000538	Prba.g_01705	Prbb.g_00613
OG0000539	Prba.g_01704	Prbb.g_00614
OG0000540	Prba.g_01703	Prbb.g_00615
