Orthogroup	Prba	Prbe
OG0000130	Prba.g_00228	Prbe.g_00988
OG0000131	Prba.g_00584	Prbe.g_00949
OG0000132	Prba.g_00581	Prbe.g_00946
OG0000133	Prba.g_00388	Prbe.g_01088
OG0000134	Prba.g_00424	Prbe.g_00842
OG0000135	Prba.g_00426	Prbe.g_00840
OG0000136	Prba.g_00752	Prbe.g_00790
OG0000137	Prba.g_00785	Prbe.g_00746
OG0000138	Prba.g_01089, Prba.g_00821	Prbe.g_01158
OG0000139	Prba.g_01776, Prba.g_00848	Prbe.g_01189
OG0000140	Prba.g_01794	Prbe.g_01066
OG0000141	Prba.g_01795	Prbe.g_01067
OG0000142	Prba.g_01797	Prbe.g_01069
OG0000143	Prba.g_01798	Prbe.g_01070
OG0000144	Prba.g_01800	Prbe.g_01072
OG0000145	Prba.g_01801	Prbe.g_01073
OG0000146	Prba.g_01802	Prbe.g_01074
OG0000147	Prba.g_01803	Prbe.g_01075
OG0000148	Prba.g_01805	Prbe.g_01077
OG0000149	Prba.g_01807	Prbe.g_00114
OG0000150	Prba.g_01808	Prbe.g_00115
OG0000151	Prba.g_01809	Prbe.g_00116
OG0000152	Prba.g_01810	Prbe.g_00117
OG0000153	Prba.g_01811	Prbe.g_00118
OG0000154	Prba.g_01812	Prbe.g_00119
OG0000155	Prba.g_01813	Prbe.g_00120
OG0000156	Prba.g_01814	Prbe.g_00121
OG0000157	Prba.g_01815	Prbe.g_00122
OG0000158	Prba.g_01817	Prbe.g_00124
OG0000159	Prba.g_01818	Prbe.g_00125
OG0000160	Prba.g_01819	Prbe.g_00126
OG0000161	Prba.g_01820	Prbe.g_00127
OG0000162	Prba.g_01821	Prbe.g_00128
OG0000163	Prba.g_01822	Prbe.g_00130
OG0000164	Prba.g_01825	Prbe.g_00133
OG0000165	Prba.g_01828	Prbe.g_00136
OG0000166	Prba.g_01829	Prbe.g_00137
OG0000167	Prba.g_01830	Prbe.g_00138
OG0000168	Prba.g_01834	Prbe.g_00140
OG0000169	Prba.g_01836	Prbe.g_00142
OG0000170	Prba.g_01837	Prbe.g_00144
OG0000171	Prba.g_01838	Prbe.g_00145
OG0000172	Prba.g_01839	Prbe.g_00146
OG0000173	Prba.g_01840	Prbe.g_00149
OG0000174	Prba.g_01841	Prbe.g_00150
OG0000175	Prba.g_01842	Prbe.g_00151
OG0000176	Prba.g_01844	Prbe.g_00153
OG0000177	Prba.g_01845	Prbe.g_00154
OG0000178	Prba.g_01846	Prbe.g_00156
OG0000179	Prba.g_01852	Prbe.g_00168
OG0000180	Prba.g_01853	Prbe.g_00169
OG0000181	Prba.g_01854	Prbe.g_00170
OG0000182	Prba.g_01857	Prbe.g_00174
OG0000183	Prba.g_01858	Prbe.g_00175
OG0000184	Prba.g_01861	Prbe.g_00178
OG0000185	Prba.g_01865	Prbe.g_00182
OG0000186	Prba.g_01866	Prbe.g_00183
OG0000187	Prba.g_01867	Prbe.g_00066
OG0000188	Prba.g_01868	Prbe.g_00184
OG0000189	Prba.g_01869	Prbe.g_00185
OG0000190	Prba.g_01870	Prbe.g_00186
OG0000191	Prba.g_01871	Prbe.g_00187
OG0000192	Prba.g_01872	Prbe.g_00188
OG0000193	Prba.g_01873	Prbe.g_00189
OG0000194	Prba.g_01874	Prbe.g_00190
OG0000195	Prba.g_01876	Prbe.g_00192
OG0000196	Prba.g_01877	Prbe.g_00193
OG0000197	Prba.g_01878	Prbe.g_01630
OG0000198	Prba.g_01879	Prbe.g_01631
OG0000199	Prba.g_01882	Prbe.g_01634
OG0000200	Prba.g_01883	Prbe.g_01635
OG0000201	Prba.g_01884	Prbe.g_01636
OG0000202	Prba.g_01885	Prbe.g_01638
OG0000203	Prba.g_01886	Prbe.g_01639
OG0000204	Prba.g_01887	Prbe.g_01640
OG0000205	Prba.g_01888	Prbe.g_01642
OG0000206	Prba.g_01889	Prbe.g_01643
OG0000207	Prba.g_01890	Prbe.g_01644
OG0000208	Prba.g_01891	Prbe.g_01645
OG0000209	Prba.g_01892	Prbe.g_01646
OG0000210	Prba.g_01894	Prbe.g_01647
OG0000211	Prba.g_01895	Prbe.g_01649
OG0000212	Prba.g_01896	Prbe.g_01650
OG0000213	Prba.g_01897	Prbe.g_01651
OG0000214	Prba.g_01899	Prbe.g_01655
OG0000215	Prba.g_01900	Prbe.g_01656
OG0000216	Prba.g_01902	Prbe.g_01658
OG0000217	Prba.g_01903	Prbe.g_01659
OG0000218	Prba.g_01904	Prbe.g_01660
OG0000219	Prba.g_01905	Prbe.g_01661
OG0000220	Prba.g_01908	Prbe.g_01664
OG0000221	Prba.g_01910	Prbe.g_01667
OG0000222	Prba.g_01911	Prbe.g_01668
OG0000223	Prba.g_01912	Prbe.g_01669
OG0000224	Prba.g_01915	Prbe.g_01671
OG0000225	Prba.g_01917	Prbe.g_01673
OG0000226	Prba.g_01918	Prbe.g_01675
OG0000227	Prba.g_01919	Prbe.g_01676
OG0000228	Prba.g_01920	Prbe.g_01677
OG0000229	Prba.g_01921	Prbe.g_01678
OG0000230	Prba.g_01922	Prbe.g_01679
OG0000231	Prba.g_01924	Prbe.g_01412
OG0000232	Prba.g_01925	Prbe.g_01681
OG0000233	Prba.g_01928	Prbe.g_01684
OG0000234	Prba.g_01930	Prbe.g_01686
OG0000235	Prba.g_01933	Prbe.g_01692
OG0000236	Prba.g_01934	Prbe.g_01693
OG0000237	Prba.g_01935	Prbe.g_01694
OG0000238	Prba.g_01936	Prbe.g_01695
OG0000239	Prba.g_01937	Prbe.g_01696
OG0000240	Prba.g_01939	Prbe.g_01698
OG0000241	Prba.g_01940	Prbe.g_01699
OG0000242	Prba.g_01941	Prbe.g_01700
OG0000243	Prba.g_01942	Prbe.g_01701
OG0000244	Prba.g_01943	Prbe.g_01702
OG0000245	Prba.g_01944	Prbe.g_01704
OG0000246	Prba.g_01946	Prbe.g_01706
OG0000247	Prba.g_01947	Prbe.g_01707
OG0000248	Prba.g_01948	Prbe.g_01708
OG0000249	Prba.g_01949	Prbe.g_01709
OG0000250	Prba.g_01950	Prbe.g_01710
OG0000251	Prba.g_01951	Prbe.g_01711
OG0000252	Prba.g_01952	Prbe.g_01712
OG0000253	Prba.g_01953	Prbe.g_01713
OG0000254	Prba.g_00623	Prbe.g_01715
OG0000255	Prba.g_00624	Prbe.g_01716
OG0000256	Prba.g_00627	Prbe.g_01719
OG0000257	Prba.g_00629	Prbe.g_01721
OG0000258	Prba.g_00630	Prbe.g_01722
OG0000259	Prba.g_00631	Prbe.g_01723
OG0000260	Prba.g_00632	Prbe.g_01724
OG0000261	Prba.g_00633	Prbe.g_01725
OG0000262	Prba.g_00634	Prbe.g_01726
OG0000263	Prba.g_00635	Prbe.g_01727
OG0000264	Prba.g_00637	Prbe.g_01729
OG0000265	Prba.g_00638	Prbe.g_01730
OG0000266	Prba.g_00639	Prbe.g_01731
OG0000267	Prba.g_00641	Prbe.g_01733
OG0000268	Prba.g_00642	Prbe.g_01735
OG0000269	Prba.g_00643	Prbe.g_01736
OG0000270	Prba.g_00644	Prbe.g_01737
OG0000271	Prba.g_00645	Prbe.g_01738
OG0000272	Prba.g_00646	Prbe.g_01739
OG0000273	Prba.g_00647	Prbe.g_01740
OG0000274	Prba.g_00648	Prbe.g_01741
OG0000275	Prba.g_00649	Prbe.g_01742
OG0000276	Prba.g_00650	Prbe.g_01743
OG0000277	Prba.g_00651	Prbe.g_01744
OG0000278	Prba.g_00652	Prbe.g_01745
OG0000279	Prba.g_00653	Prbe.g_01746
OG0000280	Prba.g_00654	Prbe.g_01747
OG0000281	Prba.g_00656	Prbe.g_01749
OG0000282	Prba.g_00657	Prbe.g_01750
OG0000283	Prba.g_00660	Prbe.g_01753
OG0000284	Prba.g_00661	Prbe.g_01754
OG0000285	Prba.g_00662	Prbe.g_01755
OG0000286	Prba.g_00664	Prbe.g_01757
OG0000287	Prba.g_00665	Prbe.g_01759
OG0000288	Prba.g_00666	Prbe.g_01760
OG0000289	Prba.g_00667	Prbe.g_01761
OG0000290	Prba.g_00668	Prbe.g_01762
OG0000291	Prba.g_00669	Prbe.g_01763
OG0000292	Prba.g_00670	Prbe.g_01764
OG0000293	Prba.g_00671	Prbe.g_01765
OG0000294	Prba.g_00672	Prbe.g_01766
OG0000295	Prba.g_00673	Prbe.g_01767
OG0000296	Prba.g_00674	Prbe.g_01768
OG0000297	Prba.g_00675	Prbe.g_01769
OG0000298	Prba.g_00439	Prbe.g_01770
OG0000299	Prba.g_00440	Prbe.g_01771
OG0000300	Prba.g_00441	Prbe.g_01772
OG0000301	Prba.g_00442	Prbe.g_01773
OG0000302	Prba.g_00443	Prbe.g_01774
OG0000303	Prba.g_00444	Prbe.g_01775
OG0000304	Prba.g_00445	Prbe.g_01777
OG0000305	Prba.g_00446	Prbe.g_01778
OG0000306	Prba.g_00447	Prbe.g_01779
OG0000307	Prba.g_00448	Prbe.g_01781
OG0000308	Prba.g_00449	Prbe.g_01782
OG0000309	Prba.g_00450	Prbe.g_01783
OG0000310	Prba.g_00451	Prbe.g_01784
OG0000311	Prba.g_00452	Prbe.g_01785
OG0000312	Prba.g_00454	Prbe.g_01787
OG0000313	Prba.g_00455	Prbe.g_01788
OG0000314	Prba.g_00458	Prbe.g_01792
OG0000315	Prba.g_00459	Prbe.g_01793
OG0000316	Prba.g_00461	Prbe.g_01795
OG0000317	Prba.g_00463	Prbe.g_01797
OG0000318	Prba.g_00464	Prbe.g_01798
OG0000319	Prba.g_00465	Prbe.g_01799
OG0000320	Prba.g_00466	Prbe.g_01800
OG0000321	Prba.g_00469	Prbe.g_01803
OG0000322	Prba.g_00472	Prbe.g_01807
OG0000323	Prba.g_00473	Prbe.g_01808
OG0000324	Prba.g_00476	Prbe.g_01811
OG0000325	Prba.g_00477	Prbe.g_01812
OG0000326	Prba.g_00478	Prbe.g_01813
OG0000327	Prba.g_00480	Prbe.g_01815
OG0000328	Prba.g_00481	Prbe.g_01816
OG0000329	Prba.g_00482	Prbe.g_01817
OG0000330	Prba.g_00483	Prbe.g_01818
OG0000331	Prba.g_00484	Prbe.g_01820
OG0000332	Prba.g_00485	Prbe.g_01821
OG0000333	Prba.g_00486	Prbe.g_01822
OG0000334	Prba.g_00487	Prbe.g_01823
OG0000335	Prba.g_00488	Prbe.g_01824
OG0000336	Prba.g_00489	Prbe.g_01826
OG0000337	Prba.g_00492	Prbe.g_01829
OG0000338	Prba.g_00493	Prbe.g_01830
OG0000339	Prba.g_00494	Prbe.g_01831
OG0000340	Prba.g_00495	Prbe.g_01832
OG0000341	Prba.g_00499	Prbe.g_01836
OG0000342	Prba.g_00500	Prbe.g_01837
OG0000343	Prba.g_00502	Prbe.g_01840
OG0000344	Prba.g_00503	Prbe.g_01841
OG0000345	Prba.g_00504	Prbe.g_01842
OG0000346	Prba.g_00505	Prbe.g_01843
OG0000347	Prba.g_00506	Prbe.g_01844
OG0000348	Prba.g_00507	Prbe.g_01846
OG0000349	Prba.g_00508	Prbe.g_01847
OG0000350	Prba.g_00509	Prbe.g_01848
OG0000351	Prba.g_00511	Prbe.g_01850
OG0000352	Prba.g_00514	Prbe.g_01853
OG0000353	Prba.g_00515	Prbe.g_01854
OG0000354	Prba.g_00516	Prbe.g_01855
OG0000355	Prba.g_00517	Prbe.g_01856
OG0000356	Prba.g_00518	Prbe.g_01857
OG0000357	Prba.g_00519	Prbe.g_01858
OG0000358	Prba.g_00520	Prbe.g_01859
OG0000359	Prba.g_00521	Prbe.g_01860
OG0000360	Prba.g_00524	Prbe.g_01862
OG0000361	Prba.g_00525	Prbe.g_01863
OG0000362	Prba.g_00526	Prbe.g_01864
OG0000363	Prba.g_00527	Prbe.g_01865
OG0000364	Prba.g_00528	Prbe.g_01866
OG0000365	Prba.g_00529	Prbe.g_01867
OG0000366	Prba.g_00530	Prbe.g_01868
OG0000367	Prba.g_00531	Prbe.g_01869
OG0000368	Prba.g_00532	Prbe.g_01870
OG0000369	Prba.g_00533	Prbe.g_01871
OG0000370	Prba.g_00534	Prbe.g_01872
OG0000371	Prba.g_00535	Prbe.g_01873
OG0000372	Prba.g_00537	Prbe.g_01874
OG0000373	Prba.g_00539	Prbe.g_01876
OG0000374	Prba.g_00540	Prbe.g_01877
OG0000375	Prba.g_00541	Prbe.g_01878
OG0000376	Prba.g_00543	Prbe.g_01879
OG0000377	Prba.g_00544	Prbe.g_01885
OG0000378	Prba.g_00545	Prbe.g_01886
OG0000379	Prba.g_00550	Prbe.g_01892
OG0000380	Prba.g_00551	Prbe.g_01894
OG0000381	Prba.g_00552	Prbe.g_01895
OG0000382	Prba.g_00554	Prbe.g_01896
OG0000383	Prba.g_00557	Prbe.g_01899
OG0000384	Prba.g_00558	Prbe.g_01900
OG0000385	Prba.g_00561	Prbe.g_01903
OG0000386	Prba.g_00562	Prbe.g_01904
OG0000387	Prba.g_00218	Prbe.g_01905
OG0000388	Prba.g_00219	Prbe.g_01906
OG0000389	Prba.g_00220	Prbe.g_01907
OG0000390	Prba.g_00221	Prbe.g_01908
OG0000391	Prba.g_00222	Prbe.g_01909
OG0000392	Prba.g_00223	Prbe.g_01910
OG0000393	Prba.g_00849	Prbe.g_01914
OG0000394	Prba.g_00850	Prbe.g_01915
OG0000395	Prba.g_00852	Prbe.g_01918
OG0000396	Prba.g_00853	Prbe.g_01277
OG0000397	Prba.g_00865	Prbe.g_01593
OG0000398	Prba.g_00873	Prbe.g_01033
OG0000399	Prba.g_00874	Prbe.g_01588
OG0000400	Prba.g_00880	Prbe.g_00921
OG0000401	Prba.g_01030	Prbe.g_01929
OG0000402	Prba.g_01029	Prbe.g_01930
OG0000403	Prba.g_01028	Prbe.g_01931
OG0000404	Prba.g_01026	Prbe.g_01933
OG0000405	Prba.g_01025	Prbe.g_01934
OG0000406	Prba.g_01023	Prbe.g_01936
OG0000407	Prba.g_01022	Prbe.g_01937
OG0000408	Prba.g_01021	Prbe.g_01938
OG0000409	Prba.g_01020	Prbe.g_01939
OG0000410	Prba.g_01019	Prbe.g_01940
OG0000411	Prba.g_01018	Prbe.g_01941
OG0000412	Prba.g_01017	Prbe.g_01942
OG0000413	Prba.g_01016	Prbe.g_01943
OG0000414	Prba.g_01015	Prbe.g_01944
OG0000415	Prba.g_01014	Prbe.g_01945
OG0000416	Prba.g_01013	Prbe.g_01946
OG0000417	Prba.g_01012	Prbe.g_01947
OG0000418	Prba.g_01011	Prbe.g_01948
OG0000419	Prba.g_01010	Prbe.g_01949
OG0000420	Prba.g_01009	Prbe.g_01950
OG0000421	Prba.g_01008	Prbe.g_00676
OG0000422	Prba.g_01006	Prbe.g_00674
OG0000423	Prba.g_01005	Prbe.g_00673
OG0000424	Prba.g_01003	Prbe.g_00672
OG0000425	Prba.g_01000	Prbe.g_00668
OG0000426	Prba.g_00999	Prbe.g_00667
OG0000427	Prba.g_00998	Prbe.g_00666
OG0000428	Prba.g_00997	Prbe.g_00664
OG0000429	Prba.g_00996	Prbe.g_00663
OG0000430	Prba.g_00990	Prbe.g_00662
OG0000431	Prba.g_00988	Prbe.g_00660
OG0000432	Prba.g_00987	Prbe.g_00659
OG0000433	Prba.g_00984	Prbe.g_00656
OG0000434	Prba.g_00983	Prbe.g_00655
OG0000435	Prba.g_00982	Prbe.g_00654
OG0000436	Prba.g_00980	Prbe.g_00652
OG0000437	Prba.g_00978	Prbe.g_00650
OG0000438	Prba.g_00977	Prbe.g_00649
OG0000439	Prba.g_00976	Prbe.g_00648
OG0000440	Prba.g_00974	Prbe.g_00646
OG0000441	Prba.g_00973	Prbe.g_00645
OG0000442	Prba.g_00972	Prbe.g_00644
OG0000443	Prba.g_00971	Prbe.g_00643
OG0000444	Prba.g_00970	Prbe.g_00642
OG0000445	Prba.g_00969	Prbe.g_00641
OG0000446	Prba.g_00968	Prbe.g_00640
OG0000447	Prba.g_00967	Prbe.g_00639
OG0000448	Prba.g_00966	Prbe.g_00638
OG0000449	Prba.g_00961	Prbe.g_00632
OG0000450	Prba.g_00960	Prbe.g_00631
OG0000451	Prba.g_00959	Prbe.g_00630
OG0000452	Prba.g_00958	Prbe.g_00629
OG0000453	Prba.g_00956	Prbe.g_00628
OG0000454	Prba.g_00955	Prbe.g_00627
OG0000455	Prba.g_00954	Prbe.g_00626
OG0000456	Prba.g_00953	Prbe.g_00625
OG0000457	Prba.g_00951	Prbe.g_00623
OG0000458	Prba.g_00949	Prbe.g_00621
OG0000459	Prba.g_00948	Prbe.g_00620
OG0000460	Prba.g_00946	Prbe.g_00618
OG0000461	Prba.g_00945	Prbe.g_00617
OG0000462	Prba.g_00944	Prbe.g_00616
OG0000463	Prba.g_00943	Prbe.g_00615
OG0000464	Prba.g_00938	Prbe.g_00611
OG0000465	Prba.g_00936	Prbe.g_00610
OG0000466	Prba.g_00935	Prbe.g_00609
OG0000467	Prba.g_00934	Prbe.g_00608
OG0000468	Prba.g_00933	Prbe.g_00607
OG0000469	Prba.g_00932	Prbe.g_00606
OG0000470	Prba.g_00931	Prbe.g_00605
OG0000471	Prba.g_00930	Prbe.g_00604
OG0000472	Prba.g_00927	Prbe.g_00601
OG0000473	Prba.g_00926	Prbe.g_00600
OG0000474	Prba.g_00925	Prbe.g_00599
OG0000475	Prba.g_00924	Prbe.g_00598
OG0000476	Prba.g_00923	Prbe.g_00597
OG0000477	Prba.g_01775	Prbe.g_00595
OG0000478	Prba.g_01774	Prbe.g_00594
OG0000479	Prba.g_01773	Prbe.g_00593
OG0000480	Prba.g_01771	Prbe.g_00591
OG0000481	Prba.g_01770	Prbe.g_00590
OG0000482	Prba.g_01769	Prbe.g_00589
OG0000483	Prba.g_01768	Prbe.g_00588
OG0000484	Prba.g_01767	Prbe.g_00587
OG0000485	Prba.g_01766	Prbe.g_00586
OG0000486	Prba.g_01765	Prbe.g_00585
OG0000487	Prba.g_01764	Prbe.g_00584
OG0000488	Prba.g_01762	Prbe.g_00582
OG0000489	Prba.g_01761	Prbe.g_00581
OG0000490	Prba.g_01760	Prbe.g_00580
OG0000491	Prba.g_01759	Prbe.g_00579
OG0000492	Prba.g_01758	Prbe.g_00578
OG0000493	Prba.g_01757	Prbe.g_00577
OG0000494	Prba.g_01755	Prbe.g_00576
OG0000495	Prba.g_01754	Prbe.g_00575
OG0000496	Prba.g_01753	Prbe.g_00573
OG0000497	Prba.g_01752	Prbe.g_00571
OG0000498	Prba.g_01751	Prbe.g_00570
OG0000499	Prba.g_01749	Prbe.g_00568
OG0000500	Prba.g_01748	Prbe.g_00567
OG0000501	Prba.g_01746	Prbe.g_00565
OG0000502	Prba.g_01745	Prbe.g_00564
OG0000503	Prba.g_01744	Prbe.g_00563
OG0000504	Prba.g_01743	Prbe.g_00562
OG0000505	Prba.g_01742	Prbe.g_00561
OG0000506	Prba.g_01741	Prbe.g_00560
OG0000507	Prba.g_01740	Prbe.g_00559
OG0000508	Prba.g_01738	Prbe.g_00557
OG0000509	Prba.g_01737	Prbe.g_00556
OG0000510	Prba.g_01736	Prbe.g_00555
OG0000511	Prba.g_01735	Prbe.g_00554
OG0000512	Prba.g_01734	Prbe.g_00553
OG0000513	Prba.g_01733	Prbe.g_00552
OG0000514	Prba.g_01732	Prbe.g_00551
OG0000515	Prba.g_01730	Prbe.g_00548
OG0000516	Prba.g_01729	Prbe.g_00547
OG0000517	Prba.g_01728	Prbe.g_00546
OG0000518	Prba.g_01726	Prbe.g_00543
OG0000519	Prba.g_01725	Prbe.g_00542
OG0000520	Prba.g_01724	Prbe.g_00541
OG0000521	Prba.g_01723	Prbe.g_00540
OG0000522	Prba.g_01722	Prbe.g_00539
OG0000523	Prba.g_01721	Prbe.g_00538
OG0000524	Prba.g_01720	Prbe.g_00537
OG0000525	Prba.g_01718	Prbe.g_00535
OG0000526	Prba.g_01717	Prbe.g_00534
OG0000527	Prba.g_01716	Prbe.g_00533
OG0000528	Prba.g_01715	Prbe.g_00532
OG0000529	Prba.g_01714	Prbe.g_00531
OG0000530	Prba.g_01713	Prbe.g_00530
OG0000531	Prba.g_01712	Prbe.g_00528
OG0000532	Prba.g_01711	Prbe.g_00527
OG0000533	Prba.g_01710	Prbe.g_00526
OG0000534	Prba.g_01709	Prbe.g_00525
OG0000535	Prba.g_01708	Prbe.g_00524
OG0000536	Prba.g_01707	Prbe.g_00523
OG0000537	Prba.g_01706	Prbe.g_00522
OG0000538	Prba.g_01705	Prbe.g_00521
OG0000539	Prba.g_01704	Prbe.g_00520
OG0000540	Prba.g_01703	Prbe.g_00519
OG0000541	Prba.g_01702	Prbe.g_00518
OG0000542	Prba.g_01701	Prbe.g_00517
OG0000543	Prba.g_01700	Prbe.g_00516
OG0000544	Prba.g_01699	Prbe.g_00515
OG0000545	Prba.g_01696	Prbe.g_00513
OG0000546	Prba.g_01695	Prbe.g_00512
OG0000547	Prba.g_01693	Prbe.g_00510
OG0000548	Prba.g_01692	Prbe.g_00508
OG0000549	Prba.g_01691	Prbe.g_00507
OG0000550	Prba.g_01690	Prbe.g_00506
OG0000551	Prba.g_01689	Prbe.g_00504
OG0000552	Prba.g_01688	Prbe.g_00503
OG0000553	Prba.g_01687	Prbe.g_01490
OG0000554	Prba.g_01686	Prbe.g_01489
OG0000555	Prba.g_01685	Prbe.g_01488
OG0000556	Prba.g_01684	Prbe.g_01487
OG0000557	Prba.g_01683	Prbe.g_01486
OG0000558	Prba.g_01682	Prbe.g_01485
OG0000559	Prba.g_01681	Prbe.g_01484
OG0000560	Prba.g_01679	Prbe.g_01482
OG0000561	Prba.g_01678	Prbe.g_01481
OG0000562	Prba.g_01677	Prbe.g_01479
OG0000563	Prba.g_01676	Prbe.g_01478
OG0000564	Prba.g_01675	Prbe.g_01477
