Orthogroup	Prba	Prai
OG0000043	Prba.g_01514	Prai.g_00862
OG0000044	Prba.g_00064	Prai.g_01171
OG0000045	Prba.g_00153	Prai.g_01859
OG0000046	Prba.g_00233	Prai.g_01631
OG0000047	Prba.g_00768	Prai.g_01838
OG0000048	Prba.g_00775	Prai.g_01845
OG0000050	Prba.g_01824	Prai.g_00031
OG0000051	Prba.g_01945	Prai.g_01288, Prai.g_00168
OG0000052	Prba.g_00864	Prai.g_00383
OG0000053	Prba.g_00922	Prai.g_00567
OG0000054	Prba.g_01548	Prai.g_00909
OG0000055	Prba.g_01477	Prai.g_00825
OG0000056	Prba.g_00727	Prai.g_01132
OG0000057	Prba.g_00456	Prai.g_00248
OG0000058	Prba.g_00986	Prai.g_00505
OG0000059	Prba.g_01619	Prai.g_00727
OG0000060	Prba.g_01565	Prai.g_00431
OG0000061	Prba.g_00099	Prai.g_01141
OG0000061	Prba.g_01317	Prai.g_00969
OG0000062	Prba.g_00097	Prai.g_01143
OG0000063	Prba.g_01135	Prai.g_01273
OG0000064	Prba.g_00249	Prai.g_01594
OG0000065	Prba.g_01192	Prai.g_01335
OG0000066	Prba.g_00175	Prai.g_01443
OG0000068	Prba.g_00429	Prai.g_01782
OG0000071	Prba.g_01804	Prai.g_00011
OG0000072	Prba.g_00538	Prai.g_00335
OG0000073	Prba.g_01648	Prai.g_00698
OG0000074	Prba.g_01626	Prai.g_00720
OG0000075	Prba.g_01492	Prai.g_00841, Prai.g_00840
OG0000076	Prba.g_01264	Prai.g_00918
OG0000077	Prba.g_00242	Prai.g_01613
OG0000078	Prba.g_00155	Prai.g_01393
OG0000079	Prba.g_00310	Prai.g_01540
OG0000080	Prba.g_00261	Prai.g_01270
OG0000081	Prba.g_01069	Prai.g_01812
OG0000082	Prba.g_00831	Prai.g_01901
OG0000083	Prba.g_01796	Prai.g_00003
OG0000084	Prba.g_01799	Prai.g_00006
OG0000085	Prba.g_01816	Prai.g_00023
OG0000086	Prba.g_01833	Prai.g_00046
OG0000086	Prba.g_01044	Prai.g_00443
OG0000087	Prba.g_01843	Prai.g_00056
OG0000088	Prba.g_01901	Prai.g_00113
OG0000089	Prba.g_01909	Prai.g_00121
OG0000090	Prba.g_01927	Prai.g_00139
OG0000091	Prba.g_00625	Prai.g_00180
OG0000092	Prba.g_00626	Prai.g_00181
OG0000093	Prba.g_00640	Prai.g_00195
OG0000094	Prba.g_00658	Prai.g_00213
OG0000095	Prba.g_00663	Prai.g_00218
OG0000096	Prba.g_00470	Prai.g_00264
OG0000097	Prba.g_00491	Prai.g_00287, Prai.g_00286
OG0000098	Prba.g_00501	Prai.g_00297
OG0000099	Prba.g_00510	Prai.g_00307, Prai.g_00741
OG0000100	Prba.g_00513	Prai.g_00310
OG0000101	Prba.g_00851	Prai.g_00369
OG0000102	Prba.g_00877	Prai.g_00393
OG0000103	Prba.g_00985	Prai.g_00506
OG0000104	Prba.g_00981	Prai.g_00510
OG0000105	Prba.g_00962	Prai.g_00529
OG0000106	Prba.g_00929	Prai.g_00560
OG0000107	Prba.g_00928	Prai.g_00561
OG0000108	Prba.g_01772	Prai.g_00571
OG0000109	Prba.g_01763	Prai.g_00580
OG0000110	Prba.g_01747	Prai.g_00597
OG0000111	Prba.g_01666	Prai.g_00680
OG0000112	Prba.g_01665	Prai.g_00681
OG0000113	Prba.g_01572	Prai.g_00770
OG0000114	Prba.g_01501	Prai.g_00850
OG0000115	Prba.g_01337	Prai.g_00989
OG0000116	Prba.g_01333	Prai.g_00985
OG0000117	Prba.g_01267	Prai.g_00921
OG0000118	Prba.g_01216	Prai.g_01107
OG0000119	Prba.g_00094	Prai.g_01146
OG0000120	Prba.g_00057	Prai.g_01177
OG0000121	Prba.g_00038	Prai.g_01197
OG0000122	Prba.g_00019	Prai.g_01217
OG0000123	Prba.g_00006	Prai.g_01230
OG0000124	Prba.g_01084	Prai.g_01238
OG0000125	Prba.g_01204	Prai.g_01347
OG0000126	Prba.g_00196	Prai.g_01370
OG0000127	Prba.g_00110	Prai.g_01450
OG0000128	Prba.g_00712	Prai.g_01464
OG0000129	Prba.g_00351, Prba.g_00676	Prai.g_01499
OG0000130	Prba.g_00228	Prai.g_01636
OG0000131	Prba.g_00584	Prai.g_01674
OG0000132	Prba.g_00581	Prai.g_01677
OG0000133	Prba.g_00388	Prai.g_01735
OG0000134	Prba.g_00424	Prai.g_01777
OG0000135	Prba.g_00426	Prai.g_01779
OG0000136	Prba.g_00752	Prai.g_01823
OG0000137	Prba.g_00785	Prai.g_01855
OG0000138	Prba.g_01089, Prba.g_00821	Prai.g_01892
OG0000139	Prba.g_01776, Prba.g_00848	Prai.g_01918
OG0000140	Prba.g_01794	Prai.g_00001
OG0000141	Prba.g_01795	Prai.g_00002
OG0000142	Prba.g_01797	Prai.g_00004
OG0000143	Prba.g_01798	Prai.g_00005
OG0000144	Prba.g_01800	Prai.g_00007
OG0000145	Prba.g_01801	Prai.g_00008
OG0000146	Prba.g_01802	Prai.g_00009
OG0000147	Prba.g_01803	Prai.g_00010
OG0000148	Prba.g_01805	Prai.g_00012
OG0000149	Prba.g_01807	Prai.g_00014
OG0000150	Prba.g_01808	Prai.g_00015
OG0000151	Prba.g_01809	Prai.g_00016
OG0000152	Prba.g_01810	Prai.g_00017
OG0000153	Prba.g_01811	Prai.g_00018
OG0000154	Prba.g_01812	Prai.g_00019
OG0000155	Prba.g_01813	Prai.g_00020
OG0000156	Prba.g_01814	Prai.g_00021
OG0000157	Prba.g_01815	Prai.g_00022
OG0000158	Prba.g_01817	Prai.g_00024
OG0000159	Prba.g_01818	Prai.g_00025
OG0000160	Prba.g_01819	Prai.g_00026
OG0000161	Prba.g_01820	Prai.g_00027
OG0000162	Prba.g_01821	Prai.g_00028
OG0000163	Prba.g_01822	Prai.g_00029
OG0000164	Prba.g_01825	Prai.g_00032
OG0000165	Prba.g_01828	Prai.g_00035
OG0000166	Prba.g_01829	Prai.g_00036
OG0000167	Prba.g_01830	Prai.g_00037
OG0000168	Prba.g_01834	Prai.g_00047
OG0000169	Prba.g_01836	Prai.g_00049
OG0000170	Prba.g_01837	Prai.g_00050
OG0000171	Prba.g_01838	Prai.g_00051
OG0000172	Prba.g_01839	Prai.g_00052
OG0000173	Prba.g_01840	Prai.g_00053
OG0000174	Prba.g_01841	Prai.g_00054
OG0000175	Prba.g_01842	Prai.g_00055
OG0000176	Prba.g_01844	Prai.g_00057
OG0000177	Prba.g_01845	Prai.g_00058
OG0000178	Prba.g_01846	Prai.g_00059
OG0000179	Prba.g_01852	Prai.g_00064
OG0000180	Prba.g_01853	Prai.g_00065
OG0000181	Prba.g_01854	Prai.g_00066
OG0000182	Prba.g_01857	Prai.g_00069
OG0000183	Prba.g_01858	Prai.g_00070
OG0000184	Prba.g_01861	Prai.g_00073
OG0000185	Prba.g_01865	Prai.g_00077
OG0000186	Prba.g_01866	Prai.g_00078
OG0000187	Prba.g_01867	Prai.g_00079
OG0000188	Prba.g_01868	Prai.g_00080
OG0000189	Prba.g_01869	Prai.g_00081
OG0000190	Prba.g_01870	Prai.g_00082
OG0000191	Prba.g_01871	Prai.g_00083
OG0000192	Prba.g_01872	Prai.g_00084
OG0000193	Prba.g_01873	Prai.g_00085
OG0000194	Prba.g_01874	Prai.g_00086
OG0000195	Prba.g_01876	Prai.g_00088
OG0000196	Prba.g_01877	Prai.g_00089
OG0000197	Prba.g_01878	Prai.g_00090
OG0000198	Prba.g_01879	Prai.g_00091
OG0000199	Prba.g_01882	Prai.g_00094
OG0000200	Prba.g_01883	Prai.g_00095
OG0000201	Prba.g_01884	Prai.g_00096
OG0000202	Prba.g_01885	Prai.g_00097
OG0000203	Prba.g_01886	Prai.g_00098
OG0000204	Prba.g_01887	Prai.g_00099
OG0000205	Prba.g_01888	Prai.g_00100
OG0000206	Prba.g_01889	Prai.g_00101
OG0000207	Prba.g_01890	Prai.g_00102
OG0000208	Prba.g_01891	Prai.g_00103
OG0000209	Prba.g_01892	Prai.g_00104
OG0000210	Prba.g_01894	Prai.g_00106
OG0000211	Prba.g_01895	Prai.g_00107
OG0000212	Prba.g_01896	Prai.g_00108
OG0000213	Prba.g_01897	Prai.g_00109
OG0000214	Prba.g_01899	Prai.g_00111
OG0000215	Prba.g_01900	Prai.g_00112
OG0000216	Prba.g_01902	Prai.g_00114
OG0000217	Prba.g_01903	Prai.g_00115
OG0000218	Prba.g_01904	Prai.g_00116
OG0000219	Prba.g_01905	Prai.g_00117
OG0000220	Prba.g_01908	Prai.g_00120
OG0000221	Prba.g_01910	Prai.g_00122
OG0000222	Prba.g_01911	Prai.g_00123
OG0000223	Prba.g_01912	Prai.g_00124
OG0000224	Prba.g_01915	Prai.g_00127
OG0000225	Prba.g_01917	Prai.g_00129
OG0000226	Prba.g_01918	Prai.g_00130
OG0000227	Prba.g_01919	Prai.g_00131
OG0000228	Prba.g_01920	Prai.g_00132
OG0000229	Prba.g_01921	Prai.g_00133
OG0000230	Prba.g_01922	Prai.g_00134
OG0000231	Prba.g_01924	Prai.g_00136
OG0000232	Prba.g_01925	Prai.g_00137
OG0000233	Prba.g_01928	Prai.g_00140
OG0000234	Prba.g_01930	Prai.g_00142
OG0000235	Prba.g_01933	Prai.g_00156
OG0000236	Prba.g_01934	Prai.g_00157
OG0000237	Prba.g_01935	Prai.g_00158
OG0000238	Prba.g_01936	Prai.g_00159
OG0000239	Prba.g_01937	Prai.g_00160
OG0000240	Prba.g_01939	Prai.g_00162
OG0000241	Prba.g_01940	Prai.g_00163
OG0000242	Prba.g_01941	Prai.g_00164
OG0000243	Prba.g_01942	Prai.g_00165
OG0000244	Prba.g_01943	Prai.g_00166
OG0000245	Prba.g_01944	Prai.g_00167
OG0000246	Prba.g_01946	Prai.g_00169
OG0000247	Prba.g_01947	Prai.g_00170
OG0000248	Prba.g_01948	Prai.g_00171
OG0000249	Prba.g_01949	Prai.g_00172
OG0000250	Prba.g_01950	Prai.g_00173
OG0000251	Prba.g_01951	Prai.g_00174
OG0000252	Prba.g_01952	Prai.g_00175
OG0000253	Prba.g_01953	Prai.g_00176
OG0000254	Prba.g_00623	Prai.g_00178
OG0000255	Prba.g_00624	Prai.g_00179
OG0000256	Prba.g_00627	Prai.g_00182
OG0000257	Prba.g_00629	Prai.g_00184
OG0000258	Prba.g_00630	Prai.g_00185
OG0000259	Prba.g_00631	Prai.g_00186
OG0000260	Prba.g_00632	Prai.g_00187
OG0000261	Prba.g_00633	Prai.g_00188
OG0000262	Prba.g_00634	Prai.g_00189
OG0000263	Prba.g_00635	Prai.g_00190
OG0000264	Prba.g_00637	Prai.g_00192
OG0000265	Prba.g_00638	Prai.g_00193
OG0000266	Prba.g_00639	Prai.g_00194
OG0000267	Prba.g_00641	Prai.g_00196
OG0000268	Prba.g_00642	Prai.g_00197
OG0000269	Prba.g_00643	Prai.g_00198
OG0000270	Prba.g_00644	Prai.g_00199
OG0000271	Prba.g_00645	Prai.g_00200
OG0000272	Prba.g_00646	Prai.g_00201
OG0000273	Prba.g_00647	Prai.g_00202
OG0000274	Prba.g_00648	Prai.g_00203
OG0000275	Prba.g_00649	Prai.g_00204
OG0000276	Prba.g_00650	Prai.g_00205
OG0000277	Prba.g_00651	Prai.g_00206
OG0000278	Prba.g_00652	Prai.g_00207
OG0000279	Prba.g_00653	Prai.g_00208
OG0000280	Prba.g_00654	Prai.g_00209
OG0000281	Prba.g_00656	Prai.g_00211
OG0000282	Prba.g_00657	Prai.g_00212
OG0000283	Prba.g_00660	Prai.g_00215
OG0000284	Prba.g_00661	Prai.g_00216
OG0000285	Prba.g_00662	Prai.g_00217
OG0000286	Prba.g_00664	Prai.g_00219
OG0000287	Prba.g_00665	Prai.g_00220
OG0000288	Prba.g_00666	Prai.g_00221
OG0000289	Prba.g_00667	Prai.g_00222
OG0000290	Prba.g_00668	Prai.g_00223
OG0000291	Prba.g_00669	Prai.g_00224
OG0000292	Prba.g_00670	Prai.g_00225
OG0000293	Prba.g_00671	Prai.g_00226
OG0000294	Prba.g_00672	Prai.g_00227
OG0000295	Prba.g_00673	Prai.g_00228
OG0000296	Prba.g_00674	Prai.g_00229
OG0000297	Prba.g_00675	Prai.g_00230
OG0000298	Prba.g_00439	Prai.g_00231
OG0000299	Prba.g_00440	Prai.g_00232
OG0000300	Prba.g_00441	Prai.g_00233
OG0000301	Prba.g_00442	Prai.g_00234
OG0000302	Prba.g_00443	Prai.g_00235
OG0000303	Prba.g_00444	Prai.g_00236
OG0000304	Prba.g_00445	Prai.g_00237
OG0000305	Prba.g_00446	Prai.g_00238
OG0000306	Prba.g_00447	Prai.g_00239
OG0000307	Prba.g_00448	Prai.g_00240
OG0000308	Prba.g_00449	Prai.g_00241
OG0000309	Prba.g_00450	Prai.g_00242
OG0000310	Prba.g_00451	Prai.g_00243
OG0000311	Prba.g_00452	Prai.g_00244
OG0000312	Prba.g_00454	Prai.g_00246
OG0000313	Prba.g_00455	Prai.g_00247
OG0000314	Prba.g_00458	Prai.g_00250
OG0000315	Prba.g_00459	Prai.g_00251
OG0000316	Prba.g_00461	Prai.g_00255
OG0000317	Prba.g_00463	Prai.g_00257
OG0000318	Prba.g_00464	Prai.g_00258
OG0000319	Prba.g_00465	Prai.g_00259
OG0000320	Prba.g_00466	Prai.g_00260
OG0000321	Prba.g_00469	Prai.g_00263
OG0000322	Prba.g_00472	Prai.g_00266
OG0000323	Prba.g_00473	Prai.g_00267
OG0000324	Prba.g_00476	Prai.g_00270
OG0000325	Prba.g_00477	Prai.g_00272
OG0000326	Prba.g_00478	Prai.g_00273
OG0000327	Prba.g_00480	Prai.g_00275
OG0000328	Prba.g_00481	Prai.g_00276
OG0000329	Prba.g_00482	Prai.g_00277
OG0000330	Prba.g_00483	Prai.g_00278
OG0000331	Prba.g_00484	Prai.g_00279
OG0000332	Prba.g_00485	Prai.g_00280
OG0000333	Prba.g_00486	Prai.g_00281
OG0000334	Prba.g_00487	Prai.g_00282
OG0000335	Prba.g_00488	Prai.g_00283
OG0000336	Prba.g_00489	Prai.g_00284
OG0000337	Prba.g_00492	Prai.g_00288
OG0000338	Prba.g_00493	Prai.g_00289
OG0000339	Prba.g_00494	Prai.g_00290
OG0000340	Prba.g_00495	Prai.g_00291
OG0000341	Prba.g_00499	Prai.g_00295
OG0000342	Prba.g_00500	Prai.g_00296
OG0000343	Prba.g_00502	Prai.g_00298
OG0000344	Prba.g_00503	Prai.g_00299
OG0000345	Prba.g_00504	Prai.g_00300
OG0000346	Prba.g_00505	Prai.g_00301
OG0000347	Prba.g_00506	Prai.g_00302
OG0000348	Prba.g_00507	Prai.g_00303
OG0000349	Prba.g_00508	Prai.g_00304
OG0000350	Prba.g_00509	Prai.g_00305
OG0000351	Prba.g_00511	Prai.g_00308
OG0000352	Prba.g_00514	Prai.g_00311
OG0000353	Prba.g_00515	Prai.g_00312
OG0000354	Prba.g_00516	Prai.g_00313
OG0000355	Prba.g_00517	Prai.g_00314
OG0000356	Prba.g_00518	Prai.g_00315
OG0000357	Prba.g_00519	Prai.g_00316
OG0000358	Prba.g_00520	Prai.g_00317
OG0000359	Prba.g_00521	Prai.g_00318
OG0000360	Prba.g_00524	Prai.g_00321
OG0000361	Prba.g_00525	Prai.g_00322
OG0000362	Prba.g_00526	Prai.g_00323
OG0000363	Prba.g_00527	Prai.g_00324
OG0000364	Prba.g_00528	Prai.g_00325
OG0000365	Prba.g_00529	Prai.g_00326
OG0000366	Prba.g_00530	Prai.g_00327
OG0000367	Prba.g_00531	Prai.g_00328
OG0000368	Prba.g_00532	Prai.g_00329
OG0000369	Prba.g_00533	Prai.g_00330
OG0000370	Prba.g_00534	Prai.g_00331
OG0000371	Prba.g_00535	Prai.g_00332
OG0000372	Prba.g_00537	Prai.g_00334
OG0000373	Prba.g_00539	Prai.g_00336
OG0000374	Prba.g_00540	Prai.g_00337
OG0000375	Prba.g_00541	Prai.g_00338
OG0000376	Prba.g_00543	Prai.g_00340
OG0000377	Prba.g_00544	Prai.g_00341
OG0000378	Prba.g_00545	Prai.g_00342
OG0000379	Prba.g_00550	Prai.g_00347
OG0000380	Prba.g_00551	Prai.g_00348
OG0000381	Prba.g_00552	Prai.g_00349
OG0000382	Prba.g_00554	Prai.g_00351
OG0000383	Prba.g_00557	Prai.g_00354
OG0000384	Prba.g_00558	Prai.g_00355
OG0000385	Prba.g_00561	Prai.g_00357
OG0000386	Prba.g_00562	Prai.g_00358
OG0000387	Prba.g_00218	Prai.g_00359
OG0000388	Prba.g_00219	Prai.g_00360
OG0000389	Prba.g_00220	Prai.g_00361
OG0000390	Prba.g_00221	Prai.g_00362
OG0000391	Prba.g_00222	Prai.g_00363
OG0000392	Prba.g_00223	Prai.g_00364
OG0000393	Prba.g_00849	Prai.g_00367
OG0000394	Prba.g_00850	Prai.g_00368
OG0000395	Prba.g_00852	Prai.g_00370
OG0000396	Prba.g_00853	Prai.g_00372
OG0000397	Prba.g_00865	Prai.g_00384
OG0000398	Prba.g_00873	Prai.g_00390
OG0000399	Prba.g_00874	Prai.g_00392
OG0000400	Prba.g_00880	Prai.g_00397
OG0000401	Prba.g_01030	Prai.g_00462
OG0000402	Prba.g_01029	Prai.g_00463
OG0000403	Prba.g_01028	Prai.g_00464
OG0000404	Prba.g_01026	Prai.g_00466
OG0000405	Prba.g_01025	Prai.g_00467
OG0000406	Prba.g_01023	Prai.g_00469
OG0000407	Prba.g_01022	Prai.g_00470
OG0000408	Prba.g_01021	Prai.g_00471
OG0000409	Prba.g_01020	Prai.g_00472
OG0000410	Prba.g_01019	Prai.g_00473
OG0000411	Prba.g_01018	Prai.g_00474
OG0000412	Prba.g_01017	Prai.g_00475
OG0000413	Prba.g_01016	Prai.g_00476
OG0000414	Prba.g_01015	Prai.g_00477
OG0000415	Prba.g_01014	Prai.g_00478
OG0000416	Prba.g_01013	Prai.g_00479
OG0000417	Prba.g_01012	Prai.g_00480
OG0000418	Prba.g_01011	Prai.g_00481
OG0000419	Prba.g_01010	Prai.g_00482
OG0000420	Prba.g_01009	Prai.g_00483
OG0000421	Prba.g_01008	Prai.g_00484
OG0000422	Prba.g_01006	Prai.g_00486
OG0000423	Prba.g_01005	Prai.g_00487
OG0000424	Prba.g_01003	Prai.g_00489
OG0000425	Prba.g_01000	Prai.g_00492
OG0000426	Prba.g_00999	Prai.g_00493
OG0000427	Prba.g_00998	Prai.g_00494
OG0000428	Prba.g_00997	Prai.g_00495
OG0000429	Prba.g_00996	Prai.g_00496
OG0000430	Prba.g_00990	Prai.g_00501
OG0000431	Prba.g_00988	Prai.g_00503
OG0000432	Prba.g_00987	Prai.g_00504
OG0000433	Prba.g_00984	Prai.g_00507
OG0000434	Prba.g_00983	Prai.g_00508
OG0000435	Prba.g_00982	Prai.g_00509
OG0000436	Prba.g_00980	Prai.g_00511
OG0000437	Prba.g_00978	Prai.g_00513
OG0000438	Prba.g_00977	Prai.g_00514
OG0000439	Prba.g_00976	Prai.g_00515
OG0000440	Prba.g_00974	Prai.g_00517
OG0000441	Prba.g_00973	Prai.g_00518
OG0000442	Prba.g_00972	Prai.g_00519
OG0000443	Prba.g_00971	Prai.g_00520
OG0000444	Prba.g_00970	Prai.g_00521
OG0000445	Prba.g_00969	Prai.g_00522
OG0000446	Prba.g_00968	Prai.g_00523
OG0000447	Prba.g_00967	Prai.g_00524
OG0000448	Prba.g_00966	Prai.g_00525
OG0000449	Prba.g_00961	Prai.g_00530
OG0000450	Prba.g_00960	Prai.g_00531
OG0000451	Prba.g_00959	Prai.g_00532
OG0000452	Prba.g_00958	Prai.g_00533
OG0000453	Prba.g_00956	Prai.g_00535
OG0000454	Prba.g_00955	Prai.g_00536
OG0000455	Prba.g_00954	Prai.g_00537
OG0000456	Prba.g_00953	Prai.g_00538
OG0000457	Prba.g_00951	Prai.g_00540
OG0000458	Prba.g_00949	Prai.g_00542
OG0000459	Prba.g_00948	Prai.g_00543
OG0000460	Prba.g_00946	Prai.g_00544
OG0000461	Prba.g_00945	Prai.g_00545
OG0000462	Prba.g_00944	Prai.g_00546
OG0000463	Prba.g_00943	Prai.g_00547
OG0000464	Prba.g_00938	Prai.g_00552
OG0000465	Prba.g_00936	Prai.g_00553
OG0000466	Prba.g_00935	Prai.g_00554
OG0000467	Prba.g_00934	Prai.g_00555
OG0000468	Prba.g_00933	Prai.g_00556
OG0000469	Prba.g_00932	Prai.g_00557
OG0000470	Prba.g_00931	Prai.g_00558
OG0000471	Prba.g_00930	Prai.g_00559
OG0000472	Prba.g_00927	Prai.g_00562
OG0000473	Prba.g_00926	Prai.g_00563
OG0000474	Prba.g_00925	Prai.g_00564
OG0000475	Prba.g_00924	Prai.g_00565
OG0000476	Prba.g_00923	Prai.g_00566
OG0000477	Prba.g_01775	Prai.g_00568
OG0000478	Prba.g_01774	Prai.g_00569
OG0000479	Prba.g_01773	Prai.g_00570
OG0000480	Prba.g_01771	Prai.g_00572
OG0000481	Prba.g_01770	Prai.g_00573
OG0000482	Prba.g_01769	Prai.g_00574
OG0000483	Prba.g_01768	Prai.g_00575
OG0000484	Prba.g_01767	Prai.g_00576
OG0000485	Prba.g_01766	Prai.g_00577
OG0000486	Prba.g_01765	Prai.g_00578
OG0000487	Prba.g_01764	Prai.g_00579
OG0000488	Prba.g_01762	Prai.g_00581
OG0000489	Prba.g_01761	Prai.g_00582
OG0000490	Prba.g_01760	Prai.g_00583
OG0000491	Prba.g_01759	Prai.g_00584
OG0000492	Prba.g_01758	Prai.g_00585
OG0000493	Prba.g_01757	Prai.g_00586
OG0000494	Prba.g_01755	Prai.g_00588
OG0000495	Prba.g_01754	Prai.g_00589
OG0000496	Prba.g_01753	Prai.g_00590
OG0000497	Prba.g_01752	Prai.g_00592
OG0000498	Prba.g_01751	Prai.g_00593
OG0000499	Prba.g_01749	Prai.g_00595
OG0000500	Prba.g_01748	Prai.g_00596
OG0000501	Prba.g_01746	Prai.g_00598
OG0000502	Prba.g_01745	Prai.g_00599
OG0000503	Prba.g_01744	Prai.g_00600
OG0000504	Prba.g_01743	Prai.g_00601
OG0000505	Prba.g_01742	Prai.g_00602
OG0000506	Prba.g_01741	Prai.g_00603
OG0000507	Prba.g_01740	Prai.g_00604
OG0000508	Prba.g_01738	Prai.g_00606
OG0000509	Prba.g_01737	Prai.g_00607
OG0000510	Prba.g_01736	Prai.g_00608
OG0000511	Prba.g_01735	Prai.g_00609
OG0000512	Prba.g_01734	Prai.g_00610
OG0000513	Prba.g_01733	Prai.g_00611
OG0000514	Prba.g_01732	Prai.g_00612
OG0000515	Prba.g_01730	Prai.g_00614
OG0000516	Prba.g_01729	Prai.g_00615
OG0000517	Prba.g_01728	Prai.g_00616
OG0000518	Prba.g_01726	Prai.g_00619
OG0000519	Prba.g_01725	Prai.g_00620
OG0000520	Prba.g_01724	Prai.g_00621
OG0000521	Prba.g_01723	Prai.g_00622
OG0000522	Prba.g_01722	Prai.g_00623
OG0000523	Prba.g_01721	Prai.g_00624
OG0000524	Prba.g_01720	Prai.g_00625
OG0000525	Prba.g_01718	Prai.g_00627
OG0000526	Prba.g_01717	Prai.g_00628
OG0000527	Prba.g_01716	Prai.g_00629
OG0000528	Prba.g_01715	Prai.g_00630
OG0000529	Prba.g_01714	Prai.g_00631
OG0000530	Prba.g_01713	Prai.g_00632
OG0000531	Prba.g_01712	Prai.g_00633
OG0000532	Prba.g_01711	Prai.g_00634
OG0000533	Prba.g_01710	Prai.g_00635
OG0000534	Prba.g_01709	Prai.g_00636
OG0000535	Prba.g_01708	Prai.g_00637
OG0000536	Prba.g_01707	Prai.g_00638
OG0000537	Prba.g_01706	Prai.g_00639
OG0000538	Prba.g_01705	Prai.g_00640
OG0000539	Prba.g_01704	Prai.g_00641
OG0000540	Prba.g_01703	Prai.g_00642
OG0000541	Prba.g_01702	Prai.g_00643
OG0000542	Prba.g_01701	Prai.g_00644
OG0000543	Prba.g_01700	Prai.g_00645
OG0000544	Prba.g_01699	Prai.g_00646
OG0000545	Prba.g_01696	Prai.g_00650
OG0000546	Prba.g_01695	Prai.g_00651
OG0000547	Prba.g_01693	Prai.g_00653
OG0000548	Prba.g_01692	Prai.g_00654
OG0000549	Prba.g_01691	Prai.g_00655
OG0000550	Prba.g_01690	Prai.g_00656
OG0000551	Prba.g_01689	Prai.g_00657
OG0000552	Prba.g_01688	Prai.g_00658
OG0000553	Prba.g_01687	Prai.g_00659
OG0000554	Prba.g_01686	Prai.g_00660
OG0000555	Prba.g_01685	Prai.g_00661
OG0000556	Prba.g_01684	Prai.g_00662
OG0000557	Prba.g_01683	Prai.g_00663
OG0000558	Prba.g_01682	Prai.g_00664
OG0000559	Prba.g_01681	Prai.g_00665
OG0000560	Prba.g_01679	Prai.g_00667
OG0000561	Prba.g_01678	Prai.g_00668
OG0000562	Prba.g_01677	Prai.g_00669
OG0000563	Prba.g_01676	Prai.g_00670
OG0000564	Prba.g_01675	Prai.g_00671
OG0000565	Prba.g_01674	Prai.g_00672
OG0000566	Prba.g_01673	Prai.g_00673
OG0000567	Prba.g_01672	Prai.g_00674
OG0000568	Prba.g_01671	Prai.g_00675
OG0000569	Prba.g_01670	Prai.g_00676
OG0000570	Prba.g_01669	Prai.g_00677
