Orthogroup	Prba	Prbd
OG0000035	Prba.g_01226	Prbd.g_00379
OG0000035	Prba.g_01409	Prbd.g_00192
OG0000036	Prba.g_01731	Prbd.g_00658
OG0000037	Prba.g_01694	Prbd.g_00621
OG0000038	Prba.g_01543	Prbd.g_00061
OG0000039	Prba.g_00622	Prbd.g_01074
OG0000040	Prba.g_00854	Prbd.g_00879
OG0000041	Prba.g_01041	Prbd.g_00833
OG0000042	Prba.g_01594	Prbd.g_00007
OG0000043	Prba.g_01514	Prbd.g_00087
OG0000044	Prba.g_00064	Prbd.g_00468
OG0000045	Prba.g_00153	Prbd.g_01733
OG0000046	Prba.g_00233	Prbd.g_01532
OG0000047	Prba.g_00768	Prbd.g_01335
OG0000048	Prba.g_00775	Prbd.g_01328
OG0000050	Prba.g_01824	Prbd.g_01206
OG0000051	Prba.g_01945	Prbd.g_01083
OG0000052	Prba.g_00864	Prbd.g_00868
OG0000053	Prba.g_00922	Prbd.g_00703
OG0000054	Prba.g_01548	Prbd.g_00055
OG0000055	Prba.g_01477	Prbd.g_00124
OG0000057	Prba.g_00456	Prbd.g_01002
OG0000058	Prba.g_00986	Prbd.g_00767
OG0000059	Prba.g_01619	Prbd.g_00546
OG0000060	Prba.g_01565	Prbd.g_00036
OG0000061	Prba.g_00099	Prbd.g_00425
OG0000061	Prba.g_01317	Prbd.g_00284
OG0000062	Prba.g_00097	Prbd.g_00427
OG0000063	Prba.g_01135	Prbd.g_01895
OG0000064	Prba.g_01145	Prbd.g_01884
OG0000064	Prba.g_00249	Prbd.g_01547
OG0000065	Prba.g_01192	Prbd.g_01801
OG0000066	Prba.g_00175	Prbd.g_01737
OG0000067	Prba.g_01132	Prbd.g_00534
OG0000068	Prba.g_00429	Prbd.g_01391
OG0000069	Prba.g_00149	Prbd.g_01730
OG0000071	Prba.g_01804	Prbd.g_01226
OG0000072	Prba.g_00538	Prbd.g_00917
OG0000073	Prba.g_01648	Prbd.g_00575
OG0000074	Prba.g_01626	Prbd.g_00553
OG0000075	Prba.g_01492	Prbd.g_00109
OG0000076	Prba.g_01264	Prbd.g_00340
OG0000077	Prba.g_00242	Prbd.g_01913
OG0000078	Prba.g_00155	Prbd.g_01734
OG0000079	Prba.g_00310	Prbd.g_01610
OG0000080	Prba.g_00261	Prbd.g_01561
OG0000081	Prba.g_01069	Prbd.g_01361
OG0000082	Prba.g_00831	Prbd.g_01272
OG0000083	Prba.g_01796	Prbd.g_01234
OG0000084	Prba.g_01799	Prbd.g_01231
OG0000085	Prba.g_01816	Prbd.g_01214
OG0000086	Prba.g_01833	Prbd.g_01199
OG0000087	Prba.g_01843	Prbd.g_01188
OG0000088	Prba.g_01901	Prbd.g_01131
OG0000089	Prba.g_01909	Prbd.g_01122
OG0000090	Prba.g_01927	Prbd.g_01103
OG0000091	Prba.g_00625	Prbd.g_01071
OG0000092	Prba.g_00626	Prbd.g_01070
OG0000093	Prba.g_00640	Prbd.g_01056
OG0000094	Prba.g_00658	Prbd.g_01038
OG0000095	Prba.g_00663	Prbd.g_01033
OG0000096	Prba.g_00470	Prbd.g_00988
OG0000097	Prba.g_00491	Prbd.g_00965
OG0000098	Prba.g_00501	Prbd.g_00955
OG0000099	Prba.g_00510	Prbd.g_00945
OG0000100	Prba.g_00513	Prbd.g_00942
OG0000101	Prba.g_00851	Prbd.g_00882
OG0000102	Prba.g_00877	Prbd.g_00855
OG0000103	Prba.g_00985	Prbd.g_00766
OG0000104	Prba.g_00981	Prbd.g_00762
OG0000105	Prba.g_00962	Prbd.g_00743
OG0000106	Prba.g_00929	Prbd.g_00710
OG0000107	Prba.g_00928	Prbd.g_00709
OG0000108	Prba.g_01772	Prbd.g_00699
OG0000109	Prba.g_01763	Prbd.g_00690
OG0000110	Prba.g_01747	Prbd.g_00674
OG0000111	Prba.g_01666	Prbd.g_00593
OG0000112	Prba.g_01665	Prbd.g_00592
OG0000113	Prba.g_01572	Prbd.g_00029
OG0000114	Prba.g_01501	Prbd.g_00100
OG0000115	Prba.g_01337	Prbd.g_00264
OG0000116	Prba.g_01333	Prbd.g_00268
OG0000117	Prba.g_01267	Prbd.g_00337
OG0000118	Prba.g_01216	Prbd.g_00389
OG0000119	Prba.g_00094	Prbd.g_00430
OG0000120	Prba.g_00057	Prbd.g_00474
OG0000121	Prba.g_00038	Prbd.g_00493
OG0000122	Prba.g_00019	Prbd.g_00512
OG0000123	Prba.g_00006	Prbd.g_00525
OG0000124	Prba.g_01084	Prbd.g_01921
OG0000125	Prba.g_01204	Prbd.g_01789
OG0000126	Prba.g_00196	Prbd.g_01764
OG0000127	Prba.g_00110	Prbd.g_01702
OG0000128	Prba.g_00712	Prbd.g_01688
OG0000129	Prba.g_00351, Prba.g_00676	Prbd.g_01652
OG0000130	Prba.g_00228	Prbd.g_01527
OG0000131	Prba.g_00584	Prbd.g_01489
OG0000132	Prba.g_00581	Prbd.g_01486
OG0000133	Prba.g_00388	Prbd.g_01432
OG0000134	Prba.g_00424	Prbd.g_01396
OG0000135	Prba.g_00426	Prbd.g_01394
OG0000136	Prba.g_00752	Prbd.g_01350
OG0000137	Prba.g_00785	Prbd.g_01317
OG0000138	Prba.g_00821	Prbd.g_01281
OG0000139	Prba.g_01776, Prba.g_00848	Prbd.g_01255
OG0000140	Prba.g_01794	Prbd.g_01236
OG0000141	Prba.g_01795	Prbd.g_01235
OG0000142	Prba.g_01797	Prbd.g_01233
OG0000143	Prba.g_01798	Prbd.g_01232
OG0000144	Prba.g_01800	Prbd.g_01230
OG0000145	Prba.g_01801	Prbd.g_01229
OG0000146	Prba.g_01802	Prbd.g_01228
OG0000147	Prba.g_01803	Prbd.g_01227
OG0000148	Prba.g_01805	Prbd.g_01225
OG0000149	Prba.g_01807	Prbd.g_01223
OG0000150	Prba.g_01808	Prbd.g_01222
OG0000151	Prba.g_01809	Prbd.g_01221
OG0000152	Prba.g_01810	Prbd.g_01220
OG0000153	Prba.g_01811	Prbd.g_01219
OG0000154	Prba.g_01812	Prbd.g_01218
OG0000155	Prba.g_01813	Prbd.g_01217
OG0000156	Prba.g_01814	Prbd.g_01216
OG0000157	Prba.g_01815	Prbd.g_01215
OG0000158	Prba.g_01817	Prbd.g_01213
OG0000159	Prba.g_01818	Prbd.g_01212
OG0000160	Prba.g_01819	Prbd.g_01211
OG0000161	Prba.g_01820	Prbd.g_01210
OG0000162	Prba.g_01821	Prbd.g_01209
OG0000163	Prba.g_01822	Prbd.g_01208
OG0000164	Prba.g_01825	Prbd.g_01205
OG0000165	Prba.g_01828	Prbd.g_01202
OG0000166	Prba.g_01829	Prbd.g_01201
OG0000167	Prba.g_01830	Prbd.g_01200
OG0000168	Prba.g_01834	Prbd.g_01198
OG0000169	Prba.g_01836	Prbd.g_01196
OG0000170	Prba.g_01837	Prbd.g_01195
OG0000171	Prba.g_01838	Prbd.g_01194
OG0000172	Prba.g_01839	Prbd.g_01192
OG0000173	Prba.g_01840	Prbd.g_01191
OG0000174	Prba.g_01841	Prbd.g_01190
OG0000175	Prba.g_01842	Prbd.g_01189
OG0000176	Prba.g_01844	Prbd.g_01187
OG0000177	Prba.g_01845	Prbd.g_01186
OG0000178	Prba.g_01846	Prbd.g_01185
OG0000179	Prba.g_01852	Prbd.g_01180
OG0000180	Prba.g_01853	Prbd.g_01179
OG0000181	Prba.g_01854	Prbd.g_01178
OG0000182	Prba.g_01857	Prbd.g_01175
OG0000183	Prba.g_01858	Prbd.g_01174
OG0000184	Prba.g_01861	Prbd.g_01171
OG0000185	Prba.g_01865	Prbd.g_01167
OG0000186	Prba.g_01866	Prbd.g_01166
OG0000187	Prba.g_01867	Prbd.g_01165
OG0000188	Prba.g_01868	Prbd.g_01164
OG0000189	Prba.g_01869	Prbd.g_01163
OG0000190	Prba.g_01870	Prbd.g_01162
OG0000191	Prba.g_01871	Prbd.g_01161
OG0000192	Prba.g_01872	Prbd.g_01160
OG0000193	Prba.g_01873	Prbd.g_01159
OG0000194	Prba.g_01874	Prbd.g_01158
OG0000195	Prba.g_01876	Prbd.g_01156
OG0000196	Prba.g_01877	Prbd.g_01155
OG0000197	Prba.g_01878	Prbd.g_01154
OG0000198	Prba.g_01879	Prbd.g_01153
OG0000199	Prba.g_01882	Prbd.g_01150
OG0000200	Prba.g_01883	Prbd.g_01149
OG0000201	Prba.g_01884	Prbd.g_01148
OG0000202	Prba.g_01885	Prbd.g_01147
OG0000203	Prba.g_01886	Prbd.g_01146
OG0000204	Prba.g_01887	Prbd.g_01145
OG0000205	Prba.g_01888	Prbd.g_01144
OG0000206	Prba.g_01889	Prbd.g_01143
OG0000207	Prba.g_01890	Prbd.g_01142
OG0000208	Prba.g_01891	Prbd.g_01141
OG0000209	Prba.g_01892	Prbd.g_01140
OG0000210	Prba.g_01894	Prbd.g_01138
OG0000211	Prba.g_01895	Prbd.g_01137
OG0000212	Prba.g_01896	Prbd.g_01136
OG0000213	Prba.g_01897	Prbd.g_01135
OG0000214	Prba.g_01899	Prbd.g_01133
OG0000215	Prba.g_01900	Prbd.g_01132
OG0000216	Prba.g_01902	Prbd.g_01130
OG0000217	Prba.g_01903	Prbd.g_01128
OG0000218	Prba.g_01904	Prbd.g_01127
OG0000219	Prba.g_01905	Prbd.g_01126
OG0000220	Prba.g_01908	Prbd.g_01123
OG0000221	Prba.g_01910	Prbd.g_01121
OG0000222	Prba.g_01911	Prbd.g_01120
OG0000223	Prba.g_01912	Prbd.g_01119
OG0000224	Prba.g_01915	Prbd.g_01116
OG0000225	Prba.g_01917	Prbd.g_01114
OG0000226	Prba.g_01918	Prbd.g_01113
OG0000227	Prba.g_01919	Prbd.g_01112
OG0000228	Prba.g_01920	Prbd.g_01111
OG0000229	Prba.g_01921	Prbd.g_01110
OG0000230	Prba.g_01922	Prbd.g_01109
OG0000231	Prba.g_01924	Prbd.g_01107
OG0000232	Prba.g_01925	Prbd.g_01106
OG0000233	Prba.g_01928	Prbd.g_01102
OG0000234	Prba.g_01930	Prbd.g_01100
OG0000235	Prba.g_01933	Prbd.g_01095
OG0000236	Prba.g_01934	Prbd.g_01094
OG0000237	Prba.g_01935	Prbd.g_01093
OG0000238	Prba.g_01936	Prbd.g_01092
OG0000239	Prba.g_01937	Prbd.g_01091
OG0000240	Prba.g_01939	Prbd.g_01089
OG0000241	Prba.g_01940	Prbd.g_01088
OG0000242	Prba.g_01941	Prbd.g_01087
OG0000243	Prba.g_01942	Prbd.g_01086
OG0000244	Prba.g_01943	Prbd.g_01085
OG0000245	Prba.g_01944	Prbd.g_01084
OG0000246	Prba.g_01946	Prbd.g_01082
OG0000247	Prba.g_01947	Prbd.g_01081
OG0000248	Prba.g_01948	Prbd.g_01080
OG0000249	Prba.g_01949	Prbd.g_01079
OG0000250	Prba.g_01950	Prbd.g_01078
OG0000251	Prba.g_01951	Prbd.g_01077
OG0000252	Prba.g_01952	Prbd.g_01076
OG0000253	Prba.g_01953	Prbd.g_01075
OG0000254	Prba.g_00623	Prbd.g_01073
OG0000255	Prba.g_00624	Prbd.g_01072
OG0000256	Prba.g_00627	Prbd.g_01069
OG0000257	Prba.g_00629	Prbd.g_01067
OG0000258	Prba.g_00630	Prbd.g_01066
OG0000259	Prba.g_00631	Prbd.g_01065
OG0000260	Prba.g_00632	Prbd.g_01064
OG0000261	Prba.g_00633	Prbd.g_01063
OG0000262	Prba.g_00634	Prbd.g_01062
OG0000263	Prba.g_00635	Prbd.g_01061
OG0000264	Prba.g_00637	Prbd.g_01059
OG0000265	Prba.g_00638	Prbd.g_01058
OG0000266	Prba.g_00639	Prbd.g_01057
OG0000267	Prba.g_00641	Prbd.g_01055
OG0000268	Prba.g_00642	Prbd.g_01054
OG0000269	Prba.g_00643	Prbd.g_01053
OG0000270	Prba.g_00644	Prbd.g_01052
OG0000271	Prba.g_00645	Prbd.g_01051
OG0000272	Prba.g_00646	Prbd.g_01050
OG0000273	Prba.g_00647	Prbd.g_01049
OG0000274	Prba.g_00648	Prbd.g_01048
OG0000275	Prba.g_00649	Prbd.g_01047
OG0000276	Prba.g_00650	Prbd.g_01046
OG0000277	Prba.g_00651	Prbd.g_01045
OG0000278	Prba.g_00652	Prbd.g_01044
OG0000279	Prba.g_00653	Prbd.g_01043
OG0000280	Prba.g_00654	Prbd.g_01042
OG0000281	Prba.g_00656	Prbd.g_01040
OG0000282	Prba.g_00657	Prbd.g_01039
OG0000283	Prba.g_00660	Prbd.g_01036
OG0000284	Prba.g_00661	Prbd.g_01035
OG0000285	Prba.g_00662	Prbd.g_01034
OG0000286	Prba.g_00664	Prbd.g_01032
OG0000287	Prba.g_00665	Prbd.g_01031
OG0000288	Prba.g_00666	Prbd.g_01030
OG0000289	Prba.g_00667	Prbd.g_01029
OG0000290	Prba.g_00668	Prbd.g_01028
OG0000291	Prba.g_00669	Prbd.g_01027
OG0000292	Prba.g_00670	Prbd.g_01026
OG0000293	Prba.g_00671	Prbd.g_01025
OG0000294	Prba.g_00672	Prbd.g_01024
OG0000295	Prba.g_00673	Prbd.g_01023
OG0000296	Prba.g_00674	Prbd.g_01022
OG0000297	Prba.g_00675	Prbd.g_01021
OG0000298	Prba.g_00439	Prbd.g_01020
OG0000299	Prba.g_00440	Prbd.g_01019
OG0000300	Prba.g_00441	Prbd.g_01018
OG0000301	Prba.g_00442	Prbd.g_01017
OG0000302	Prba.g_00443	Prbd.g_01016
OG0000303	Prba.g_00444	Prbd.g_01015
OG0000304	Prba.g_00445	Prbd.g_01013
OG0000305	Prba.g_00446	Prbd.g_01012
OG0000306	Prba.g_00447	Prbd.g_01011
OG0000307	Prba.g_00448	Prbd.g_01010
OG0000308	Prba.g_00449	Prbd.g_01009
OG0000309	Prba.g_00450	Prbd.g_01008
OG0000310	Prba.g_00451	Prbd.g_01007
OG0000311	Prba.g_00452	Prbd.g_01006
OG0000312	Prba.g_00454	Prbd.g_01004
OG0000313	Prba.g_00455	Prbd.g_01003
OG0000314	Prba.g_00458	Prbd.g_01000
OG0000315	Prba.g_00459	Prbd.g_00999
OG0000316	Prba.g_00461	Prbd.g_00997
OG0000317	Prba.g_00463	Prbd.g_00995
OG0000318	Prba.g_00464	Prbd.g_00994
OG0000319	Prba.g_00465	Prbd.g_00993
OG0000320	Prba.g_00466	Prbd.g_00992
OG0000321	Prba.g_00469	Prbd.g_00989
OG0000322	Prba.g_00472	Prbd.g_00986
OG0000323	Prba.g_00473	Prbd.g_00985
OG0000324	Prba.g_00476	Prbd.g_00982
OG0000325	Prba.g_00477	Prbd.g_00980
OG0000326	Prba.g_00478	Prbd.g_00979
OG0000327	Prba.g_00480	Prbd.g_00977
OG0000328	Prba.g_00481	Prbd.g_00976
OG0000329	Prba.g_00482	Prbd.g_00975
OG0000330	Prba.g_00483	Prbd.g_00974
OG0000331	Prba.g_00484	Prbd.g_00973
OG0000332	Prba.g_00485	Prbd.g_00972
OG0000333	Prba.g_00486	Prbd.g_00971
OG0000334	Prba.g_00487	Prbd.g_00970
OG0000335	Prba.g_00488	Prbd.g_00969
OG0000336	Prba.g_00489	Prbd.g_00968
OG0000337	Prba.g_00492	Prbd.g_00964
OG0000338	Prba.g_00493	Prbd.g_00963
OG0000339	Prba.g_00494	Prbd.g_00962
OG0000340	Prba.g_00495	Prbd.g_00961
OG0000341	Prba.g_00499	Prbd.g_00957
OG0000342	Prba.g_00500	Prbd.g_00956
OG0000343	Prba.g_00502	Prbd.g_00954
OG0000344	Prba.g_00503	Prbd.g_00953
OG0000345	Prba.g_00504	Prbd.g_00952
OG0000346	Prba.g_00505	Prbd.g_00951
OG0000347	Prba.g_00506	Prbd.g_00950
OG0000348	Prba.g_00507	Prbd.g_00949
OG0000349	Prba.g_00508	Prbd.g_00948
OG0000350	Prba.g_00509	Prbd.g_00947
OG0000351	Prba.g_00511	Prbd.g_00944
OG0000352	Prba.g_00514	Prbd.g_00941
OG0000353	Prba.g_00515	Prbd.g_00940
OG0000354	Prba.g_00516	Prbd.g_00939
OG0000355	Prba.g_00517	Prbd.g_00938
OG0000356	Prba.g_00518	Prbd.g_00937
OG0000357	Prba.g_00519	Prbd.g_00936
OG0000358	Prba.g_00520	Prbd.g_00935
OG0000359	Prba.g_00521	Prbd.g_00934
OG0000360	Prba.g_00524	Prbd.g_00931
OG0000361	Prba.g_00525	Prbd.g_00930
OG0000362	Prba.g_00526	Prbd.g_00929
OG0000363	Prba.g_00527	Prbd.g_00928
OG0000364	Prba.g_00528	Prbd.g_00927
OG0000365	Prba.g_00529	Prbd.g_00926
OG0000366	Prba.g_00530	Prbd.g_00925
OG0000367	Prba.g_00531	Prbd.g_00924
OG0000368	Prba.g_00532	Prbd.g_00923
OG0000369	Prba.g_00533	Prbd.g_00922
OG0000370	Prba.g_00534	Prbd.g_00921
OG0000371	Prba.g_00535	Prbd.g_00920
OG0000372	Prba.g_00537	Prbd.g_00918
OG0000373	Prba.g_00539	Prbd.g_00916
OG0000374	Prba.g_00540	Prbd.g_00915
OG0000375	Prba.g_00541	Prbd.g_00914
OG0000376	Prba.g_00543	Prbd.g_00912
OG0000377	Prba.g_00544	Prbd.g_00911
OG0000378	Prba.g_00545	Prbd.g_00910
OG0000379	Prba.g_00550	Prbd.g_00905
OG0000380	Prba.g_00551	Prbd.g_00904
OG0000381	Prba.g_00552	Prbd.g_00903
OG0000382	Prba.g_00554	Prbd.g_00901
OG0000383	Prba.g_00557	Prbd.g_00898
OG0000384	Prba.g_00558	Prbd.g_00897
OG0000385	Prba.g_00561	Prbd.g_00894
OG0000386	Prba.g_00562	Prbd.g_00893
OG0000387	Prba.g_00218	Prbd.g_00892
OG0000388	Prba.g_00219	Prbd.g_00891
OG0000389	Prba.g_00220	Prbd.g_00890
OG0000390	Prba.g_00221	Prbd.g_00889
OG0000391	Prba.g_00222	Prbd.g_00888
OG0000392	Prba.g_00223	Prbd.g_00887
OG0000393	Prba.g_00849	Prbd.g_00884
OG0000394	Prba.g_00850	Prbd.g_00883
OG0000395	Prba.g_00852	Prbd.g_00881
OG0000396	Prba.g_00853	Prbd.g_00880
OG0000397	Prba.g_00865	Prbd.g_00867
OG0000398	Prba.g_00873	Prbd.g_00859
OG0000399	Prba.g_00874	Prbd.g_00858
OG0000400	Prba.g_00880	Prbd.g_00852
OG0000401	Prba.g_01030	Prbd.g_00811
OG0000402	Prba.g_01029	Prbd.g_00810
OG0000403	Prba.g_01028	Prbd.g_00809
OG0000404	Prba.g_01026	Prbd.g_00807
OG0000405	Prba.g_01025	Prbd.g_00806
OG0000406	Prba.g_01023	Prbd.g_00804
OG0000407	Prba.g_01022	Prbd.g_00803
OG0000408	Prba.g_01021	Prbd.g_00802
OG0000409	Prba.g_01020	Prbd.g_00801
OG0000410	Prba.g_01019	Prbd.g_00800
OG0000411	Prba.g_01018	Prbd.g_00799
OG0000412	Prba.g_01017	Prbd.g_00798
OG0000413	Prba.g_01016	Prbd.g_00797
OG0000414	Prba.g_01015	Prbd.g_00796
OG0000415	Prba.g_01014	Prbd.g_00795
OG0000416	Prba.g_01013	Prbd.g_00794
OG0000417	Prba.g_01012	Prbd.g_00793
OG0000418	Prba.g_01011	Prbd.g_00792
OG0000419	Prba.g_01010	Prbd.g_00791
OG0000420	Prba.g_01009	Prbd.g_00790
OG0000421	Prba.g_01008	Prbd.g_00789
OG0000422	Prba.g_01006	Prbd.g_00787
OG0000423	Prba.g_01005	Prbd.g_00786
OG0000424	Prba.g_01003	Prbd.g_00784
OG0000425	Prba.g_01000	Prbd.g_00781
OG0000426	Prba.g_00999	Prbd.g_00780
OG0000427	Prba.g_00998	Prbd.g_00779
OG0000428	Prba.g_00997	Prbd.g_00778
OG0000429	Prba.g_00996	Prbd.g_00777
OG0000430	Prba.g_00990	Prbd.g_00771
OG0000431	Prba.g_00988	Prbd.g_00769
OG0000432	Prba.g_00987	Prbd.g_00768
OG0000433	Prba.g_00984	Prbd.g_00765
OG0000434	Prba.g_00983	Prbd.g_00764
OG0000435	Prba.g_00982	Prbd.g_00763
OG0000436	Prba.g_00980	Prbd.g_00761
OG0000437	Prba.g_00978	Prbd.g_00759
OG0000438	Prba.g_00977	Prbd.g_00758
OG0000439	Prba.g_00976	Prbd.g_00757
OG0000440	Prba.g_00974	Prbd.g_00755
OG0000441	Prba.g_00973	Prbd.g_00754
OG0000442	Prba.g_00972	Prbd.g_00753
OG0000443	Prba.g_00971	Prbd.g_00752
OG0000444	Prba.g_00970	Prbd.g_00751
OG0000445	Prba.g_00969	Prbd.g_00750
OG0000446	Prba.g_00968	Prbd.g_00749
OG0000447	Prba.g_00967	Prbd.g_00748
OG0000448	Prba.g_00966	Prbd.g_00747
OG0000449	Prba.g_00961	Prbd.g_00742
OG0000450	Prba.g_00960	Prbd.g_00741
OG0000451	Prba.g_00959	Prbd.g_00740
OG0000452	Prba.g_00958	Prbd.g_00739
OG0000453	Prba.g_00956	Prbd.g_00737
OG0000454	Prba.g_00955	Prbd.g_00736
OG0000455	Prba.g_00954	Prbd.g_00735
OG0000456	Prba.g_00953	Prbd.g_00734
OG0000457	Prba.g_00951	Prbd.g_00732
OG0000458	Prba.g_00949	Prbd.g_00730
OG0000459	Prba.g_00948	Prbd.g_00729
OG0000460	Prba.g_00946	Prbd.g_00727
OG0000461	Prba.g_00945	Prbd.g_00726
OG0000462	Prba.g_00944	Prbd.g_00725
OG0000463	Prba.g_00943	Prbd.g_00724
OG0000464	Prba.g_00938	Prbd.g_00719
OG0000465	Prba.g_00936	Prbd.g_00717
OG0000466	Prba.g_00935	Prbd.g_00716
OG0000467	Prba.g_00934	Prbd.g_00715
OG0000468	Prba.g_00933	Prbd.g_00714
OG0000469	Prba.g_00932	Prbd.g_00713
OG0000470	Prba.g_00931	Prbd.g_00712
OG0000471	Prba.g_00930	Prbd.g_00711
OG0000472	Prba.g_00927	Prbd.g_00708
OG0000473	Prba.g_00926	Prbd.g_00707
OG0000474	Prba.g_00925	Prbd.g_00706
OG0000475	Prba.g_00924	Prbd.g_00705
OG0000476	Prba.g_00923	Prbd.g_00704
OG0000477	Prba.g_01775	Prbd.g_00702
OG0000478	Prba.g_01774	Prbd.g_00701
OG0000479	Prba.g_01773	Prbd.g_00700
OG0000480	Prba.g_01771	Prbd.g_00698
OG0000481	Prba.g_01770	Prbd.g_00697
OG0000482	Prba.g_01769	Prbd.g_00696
OG0000483	Prba.g_01768	Prbd.g_00695
OG0000484	Prba.g_01767	Prbd.g_00694
OG0000485	Prba.g_01766	Prbd.g_00693
OG0000486	Prba.g_01765	Prbd.g_00692
OG0000487	Prba.g_01764	Prbd.g_00691
OG0000488	Prba.g_01762	Prbd.g_00689
OG0000489	Prba.g_01761	Prbd.g_00688
OG0000490	Prba.g_01760	Prbd.g_00687
OG0000491	Prba.g_01759	Prbd.g_00686
OG0000492	Prba.g_01758	Prbd.g_00685
OG0000493	Prba.g_01757	Prbd.g_00684
OG0000494	Prba.g_01755	Prbd.g_00682
OG0000495	Prba.g_01754	Prbd.g_00681
OG0000496	Prba.g_01753	Prbd.g_00680
OG0000497	Prba.g_01752	Prbd.g_00679
OG0000498	Prba.g_01751	Prbd.g_00678
OG0000499	Prba.g_01749	Prbd.g_00676
OG0000500	Prba.g_01748	Prbd.g_00675
OG0000501	Prba.g_01746	Prbd.g_00673
OG0000502	Prba.g_01745	Prbd.g_00672
OG0000503	Prba.g_01744	Prbd.g_00671
OG0000504	Prba.g_01743	Prbd.g_00670
OG0000505	Prba.g_01742	Prbd.g_00669
OG0000506	Prba.g_01741	Prbd.g_00668
OG0000507	Prba.g_01740	Prbd.g_00667
OG0000508	Prba.g_01738	Prbd.g_00665
OG0000509	Prba.g_01737	Prbd.g_00664
OG0000510	Prba.g_01736	Prbd.g_00663
OG0000511	Prba.g_01735	Prbd.g_00662
OG0000512	Prba.g_01734	Prbd.g_00661
OG0000513	Prba.g_01733	Prbd.g_00660
OG0000514	Prba.g_01732	Prbd.g_00659
OG0000515	Prba.g_01730	Prbd.g_00657
OG0000516	Prba.g_01729	Prbd.g_00656
OG0000517	Prba.g_01728	Prbd.g_00655
OG0000518	Prba.g_01726	Prbd.g_00653
OG0000519	Prba.g_01725	Prbd.g_00652
OG0000520	Prba.g_01724	Prbd.g_00651
OG0000521	Prba.g_01723	Prbd.g_00650
OG0000522	Prba.g_01722	Prbd.g_00649
OG0000523	Prba.g_01721	Prbd.g_00648
OG0000524	Prba.g_01720	Prbd.g_00647
OG0000525	Prba.g_01718	Prbd.g_00645
OG0000526	Prba.g_01717	Prbd.g_00644
OG0000527	Prba.g_01716	Prbd.g_00643
OG0000528	Prba.g_01715	Prbd.g_00642
OG0000529	Prba.g_01714	Prbd.g_00641
OG0000530	Prba.g_01713	Prbd.g_00640
OG0000531	Prba.g_01712	Prbd.g_00639
OG0000532	Prba.g_01711	Prbd.g_00638
OG0000533	Prba.g_01710	Prbd.g_00637
OG0000534	Prba.g_01709	Prbd.g_00636
OG0000535	Prba.g_01708	Prbd.g_00635
OG0000536	Prba.g_01707	Prbd.g_00634
OG0000537	Prba.g_01706	Prbd.g_00633
OG0000538	Prba.g_01705	Prbd.g_00632
OG0000539	Prba.g_01704	Prbd.g_00631
OG0000540	Prba.g_01703	Prbd.g_00630
OG0000541	Prba.g_01702	Prbd.g_00629
OG0000542	Prba.g_01701	Prbd.g_00628
OG0000543	Prba.g_01700	Prbd.g_00627
OG0000544	Prba.g_01699	Prbd.g_00626
OG0000545	Prba.g_01696	Prbd.g_00623
