Orthogroup	Prba	Prbg
OG0000037	Prba.g_01694	Prbg.g_00342, Prbg.g_00706
OG0000038	Prba.g_01543	Prbg.g_00682
OG0000040	Prba.g_00854	Prbg.g_00013
OG0000041	Prba.g_01041	Prbg.g_01614, Prbg.g_01608
OG0000042	Prba.g_01594	Prbg.g_01151
OG0000043	Prba.g_01514	Prbg.g_01251
OG0000044	Prba.g_00064	Prbg.g_01486
OG0000045	Prba.g_00153	Prbg.g_00551
OG0000046	Prba.g_00233	Prbg.g_00716, Prbg.g_01642
OG0000047	Prba.g_00768	Prbg.g_01847
OG0000048	Prba.g_00775	Prbg.g_01855
OG0000050	Prba.g_01824	Prbg.g_00842
OG0000051	Prba.g_01945	Prbg.g_00935
OG0000052	Prba.g_00864	Prbg.g_00388
OG0000053	Prba.g_00922	Prbg.g_00256
OG0000055	Prba.g_01477	Prbg.g_01182
OG0000057	Prba.g_00456	Prbg.g_01019
OG0000058	Prba.g_00986	Prbg.g_00194
OG0000059	Prba.g_01619	Prbg.g_01143
OG0000062	Prba.g_00097	Prbg.g_00749
OG0000063	Prba.g_01135	Prbg.g_01459
OG0000065	Prba.g_01192	Prbg.g_00477
OG0000066	Prba.g_00175	Prbg.g_00549
OG0000067	Prba.g_00900	Prbg.g_00415
OG0000068	Prba.g_00429	Prbg.g_01785
OG0000071	Prba.g_01804	Prbg.g_00778
OG0000072	Prba.g_00538	Prbg.g_00100
OG0000073	Prba.g_01648	Prbg.g_01386
OG0000074	Prba.g_01626	Prbg.g_01133
OG0000075	Prba.g_01492	Prbg.g_01166
OG0000076	Prba.g_01264	Prbg.g_01234
OG0000077	Prba.g_00242	Prbg.g_01566
OG0000078	Prba.g_00155	Prbg.g_00552
OG0000079	Prba.g_00310	Prbg.g_00676
OG0000080	Prba.g_00261	Prbg.g_00414
OG0000081	Prba.g_01069	Prbg.g_01819
OG0000083	Prba.g_01796	Prbg.g_00770
OG0000084	Prba.g_01799	Prbg.g_00773
OG0000085	Prba.g_01816	Prbg.g_00851
OG0000087	Prba.g_01843	Prbg.g_00822
OG0000088	Prba.g_01901	Prbg.g_00887
OG0000089	Prba.g_01909	Prbg.g_00896
OG0000090	Prba.g_01927	Prbg.g_00913
OG0000091	Prba.g_00625	Prbg.g_00947
OG0000092	Prba.g_00626	Prbg.g_00948
OG0000093	Prba.g_00640	Prbg.g_00962
OG0000094	Prba.g_00658	Prbg.g_00981
OG0000095	Prba.g_00663	Prbg.g_00986
OG0000096	Prba.g_00470	Prbg.g_01034
OG0000097	Prba.g_00491	Prbg.g_00053
OG0000099	Prba.g_00510	Prbg.g_00074
OG0000100	Prba.g_00513	Prbg.g_00077
OG0000101	Prba.g_00851	Prbg.g_00139
OG0000102	Prba.g_00877	Prbg.g_00459
OG0000103	Prba.g_00985	Prbg.g_00195
OG0000104	Prba.g_00981	Prbg.g_00199
OG0000105	Prba.g_00962	Prbg.g_00219
OG0000106	Prba.g_00929	Prbg.g_00249
OG0000107	Prba.g_00928	Prbg.g_00250
OG0000108	Prba.g_01772	Prbg.g_00260
OG0000109	Prba.g_01763	Prbg.g_00270
OG0000110	Prba.g_01747	Prbg.g_00287
OG0000111	Prba.g_01666	Prbg.g_01405
OG0000112	Prba.g_01665	Prbg.g_01404
OG0000113	Prba.g_01572	Prbg.g_01354
OG0000114	Prba.g_01501	Prbg.g_01157
OG0000115	Prba.g_01337	Prbg.g_01287
OG0000116	Prba.g_01333	Prbg.g_01291
OG0000117	Prba.g_01267	Prbg.g_01237
OG0000118	Prba.g_01216	Prbg.g_01531
OG0000119	Prba.g_00094	Prbg.g_00752
OG0000120	Prba.g_00057	Prbg.g_01480
OG0000121	Prba.g_00038	Prbg.g_01457
OG0000122	Prba.g_00019	Prbg.g_01437
OG0000123	Prba.g_00006	Prbg.g_00352
OG0000124	Prba.g_01084	Prbg.g_00687
OG0000125	Prba.g_01204	Prbg.g_00490
OG0000126	Prba.g_00196	Prbg.g_00529
OG0000127	Prba.g_00110	Prbg.g_00579
OG0000128	Prba.g_00712	Prbg.g_00592
OG0000129	Prba.g_00351, Prba.g_00676	Prbg.g_00628
OG0000130	Prba.g_00228	Prbg.g_01647
OG0000131	Prba.g_00584	Prbg.g_01686
OG0000132	Prba.g_00581	Prbg.g_01689
OG0000133	Prba.g_00388	Prbg.g_01743
OG0000134	Prba.g_00424	Prbg.g_01779
OG0000135	Prba.g_00426	Prbg.g_01781
OG0000136	Prba.g_00752	Prbg.g_01831
OG0000137	Prba.g_00785	Prbg.g_01865
OG0000138	Prba.g_01089, Prba.g_00821	Prbg.g_01900
OG0000139	Prba.g_01776, Prba.g_00848	Prbg.g_01931
OG0000140	Prba.g_01794	Prbg.g_00768
OG0000141	Prba.g_01795	Prbg.g_00769
OG0000142	Prba.g_01797	Prbg.g_00771
OG0000143	Prba.g_01798	Prbg.g_00772
OG0000144	Prba.g_01800	Prbg.g_00774
OG0000145	Prba.g_01801	Prbg.g_00775
OG0000146	Prba.g_01802	Prbg.g_00776
OG0000147	Prba.g_01803	Prbg.g_00777
OG0000148	Prba.g_01805	Prbg.g_00779
OG0000149	Prba.g_01807	Prbg.g_00860
OG0000150	Prba.g_01808	Prbg.g_00859
OG0000151	Prba.g_01809	Prbg.g_00858
OG0000152	Prba.g_01810	Prbg.g_00857
OG0000153	Prba.g_01811	Prbg.g_00856
OG0000154	Prba.g_01812	Prbg.g_00855
OG0000155	Prba.g_01813	Prbg.g_00854
OG0000156	Prba.g_01814	Prbg.g_00853
OG0000157	Prba.g_01815	Prbg.g_00852
OG0000158	Prba.g_01817	Prbg.g_00850
OG0000159	Prba.g_01818	Prbg.g_00849
OG0000160	Prba.g_01819	Prbg.g_00848
OG0000161	Prba.g_01820	Prbg.g_00847
OG0000162	Prba.g_01821	Prbg.g_00846
OG0000163	Prba.g_01822	Prbg.g_00844
OG0000164	Prba.g_01825	Prbg.g_00841
OG0000165	Prba.g_01828	Prbg.g_00838
OG0000166	Prba.g_01829	Prbg.g_00837
OG0000167	Prba.g_01830	Prbg.g_00836
OG0000168	Prba.g_01834	Prbg.g_00834
OG0000169	Prba.g_01836	Prbg.g_00832
OG0000170	Prba.g_01837	Prbg.g_00830
OG0000171	Prba.g_01838	Prbg.g_00829
OG0000172	Prba.g_01839	Prbg.g_00828
OG0000173	Prba.g_01840	Prbg.g_00825
OG0000174	Prba.g_01841	Prbg.g_00824
OG0000175	Prba.g_01842	Prbg.g_00823
OG0000176	Prba.g_01844	Prbg.g_00821
OG0000177	Prba.g_01845	Prbg.g_00820
OG0000178	Prba.g_01846	Prbg.g_00818
OG0000179	Prba.g_01852	Prbg.g_00806
OG0000180	Prba.g_01853	Prbg.g_00805
OG0000181	Prba.g_01854	Prbg.g_00804
OG0000182	Prba.g_01857	Prbg.g_00800
OG0000183	Prba.g_01858	Prbg.g_00799
OG0000184	Prba.g_01861	Prbg.g_00796
OG0000185	Prba.g_01865	Prbg.g_00792
OG0000186	Prba.g_01866	Prbg.g_00791
OG0000187	Prba.g_01867	Prbg.g_00017
OG0000188	Prba.g_01868	Prbg.g_00790
OG0000189	Prba.g_01869	Prbg.g_00789
OG0000190	Prba.g_01870	Prbg.g_00788
OG0000191	Prba.g_01871	Prbg.g_00787
OG0000192	Prba.g_01872	Prbg.g_00786
OG0000193	Prba.g_01873	Prbg.g_00785
OG0000194	Prba.g_01874	Prbg.g_00784
OG0000195	Prba.g_01876	Prbg.g_00782
OG0000196	Prba.g_01877	Prbg.g_00781
OG0000197	Prba.g_01878	Prbg.g_00780
OG0000198	Prba.g_01879	Prbg.g_00861
OG0000199	Prba.g_01882	Prbg.g_00864
OG0000200	Prba.g_01883	Prbg.g_00865
OG0000201	Prba.g_01884	Prbg.g_00866
OG0000202	Prba.g_01885	Prbg.g_00868
OG0000203	Prba.g_01886	Prbg.g_00869
OG0000204	Prba.g_01887	Prbg.g_00870
OG0000205	Prba.g_01888	Prbg.g_00872
OG0000206	Prba.g_01889	Prbg.g_00873
OG0000207	Prba.g_01890	Prbg.g_00874
OG0000208	Prba.g_01891	Prbg.g_00875
OG0000209	Prba.g_01892	Prbg.g_00876
OG0000210	Prba.g_01894	Prbg.g_00877
OG0000211	Prba.g_01895	Prbg.g_00879
OG0000212	Prba.g_01896	Prbg.g_00880
OG0000213	Prba.g_01897	Prbg.g_00881
OG0000214	Prba.g_01899	Prbg.g_00885
OG0000215	Prba.g_01900	Prbg.g_00886
OG0000216	Prba.g_01902	Prbg.g_00888
OG0000217	Prba.g_01903	Prbg.g_00889
OG0000218	Prba.g_01904	Prbg.g_00890
OG0000219	Prba.g_01905	Prbg.g_00891
OG0000220	Prba.g_01908	Prbg.g_00894
OG0000221	Prba.g_01910	Prbg.g_00897
OG0000222	Prba.g_01911	Prbg.g_00898
OG0000223	Prba.g_01912	Prbg.g_00899
OG0000224	Prba.g_01915	Prbg.g_00901
OG0000225	Prba.g_01917	Prbg.g_00903
OG0000226	Prba.g_01918	Prbg.g_00905
OG0000227	Prba.g_01919	Prbg.g_00906
OG0000228	Prba.g_01920	Prbg.g_00907
OG0000229	Prba.g_01921	Prbg.g_00908
OG0000230	Prba.g_01922	Prbg.g_00909
OG0000231	Prba.g_01924	Prbg.g_01349
OG0000232	Prba.g_01925	Prbg.g_00911
OG0000233	Prba.g_01928	Prbg.g_00914
OG0000234	Prba.g_01930	Prbg.g_00916
OG0000235	Prba.g_01933	Prbg.g_00922
OG0000236	Prba.g_01934	Prbg.g_00923
OG0000237	Prba.g_01935	Prbg.g_00924
OG0000238	Prba.g_01936	Prbg.g_00925
OG0000239	Prba.g_01937	Prbg.g_00926
OG0000240	Prba.g_01939	Prbg.g_00928
OG0000241	Prba.g_01940	Prbg.g_00929
OG0000242	Prba.g_01941	Prbg.g_00930
OG0000243	Prba.g_01942	Prbg.g_00931
OG0000244	Prba.g_01943	Prbg.g_00932
OG0000245	Prba.g_01944	Prbg.g_00934
OG0000246	Prba.g_01946	Prbg.g_00936
OG0000247	Prba.g_01947	Prbg.g_00937
OG0000248	Prba.g_01948	Prbg.g_00938
OG0000249	Prba.g_01949	Prbg.g_00939
OG0000250	Prba.g_01950	Prbg.g_00940
OG0000251	Prba.g_01951	Prbg.g_00941
OG0000252	Prba.g_01952	Prbg.g_00942
OG0000253	Prba.g_01953	Prbg.g_00943
OG0000254	Prba.g_00623	Prbg.g_00945
OG0000255	Prba.g_00624	Prbg.g_00946
OG0000256	Prba.g_00627	Prbg.g_00949
OG0000257	Prba.g_00629	Prbg.g_00951
OG0000258	Prba.g_00630	Prbg.g_00952
OG0000259	Prba.g_00631	Prbg.g_00953
OG0000260	Prba.g_00632	Prbg.g_00954
OG0000261	Prba.g_00633	Prbg.g_00955
OG0000262	Prba.g_00634	Prbg.g_00956
OG0000263	Prba.g_00635	Prbg.g_00957
OG0000264	Prba.g_00637	Prbg.g_00959
OG0000265	Prba.g_00638	Prbg.g_00960
OG0000266	Prba.g_00639	Prbg.g_00961
OG0000267	Prba.g_00641	Prbg.g_00963
OG0000268	Prba.g_00642	Prbg.g_00965
OG0000269	Prba.g_00643	Prbg.g_00966
OG0000270	Prba.g_00644	Prbg.g_00967
OG0000271	Prba.g_00645	Prbg.g_00968
OG0000272	Prba.g_00646	Prbg.g_00969
OG0000273	Prba.g_00647	Prbg.g_00970
OG0000274	Prba.g_00648	Prbg.g_00971
OG0000275	Prba.g_00649	Prbg.g_00972
OG0000276	Prba.g_00650	Prbg.g_00973
OG0000277	Prba.g_00651	Prbg.g_00974
OG0000278	Prba.g_00652	Prbg.g_00975
OG0000279	Prba.g_00653	Prbg.g_00976
OG0000280	Prba.g_00654	Prbg.g_00977
OG0000281	Prba.g_00656	Prbg.g_00979
OG0000282	Prba.g_00657	Prbg.g_00980
OG0000283	Prba.g_00660	Prbg.g_00983
OG0000284	Prba.g_00661	Prbg.g_00984
OG0000285	Prba.g_00662	Prbg.g_00985
OG0000286	Prba.g_00664	Prbg.g_00987
OG0000287	Prba.g_00665	Prbg.g_00989
OG0000288	Prba.g_00666	Prbg.g_00990
OG0000289	Prba.g_00667	Prbg.g_00991
OG0000290	Prba.g_00668	Prbg.g_00992
OG0000291	Prba.g_00669	Prbg.g_00993
OG0000292	Prba.g_00670	Prbg.g_00994
OG0000293	Prba.g_00671	Prbg.g_00995
OG0000294	Prba.g_00672	Prbg.g_00996
OG0000295	Prba.g_00673	Prbg.g_00997
OG0000296	Prba.g_00674	Prbg.g_00998
OG0000297	Prba.g_00675	Prbg.g_00999
OG0000298	Prba.g_00439	Prbg.g_01000
OG0000299	Prba.g_00440	Prbg.g_01001
OG0000300	Prba.g_00441	Prbg.g_01002
OG0000301	Prba.g_00442	Prbg.g_01003
OG0000302	Prba.g_00443	Prbg.g_01004
OG0000303	Prba.g_00444	Prbg.g_01005
OG0000304	Prba.g_00445	Prbg.g_01007
OG0000305	Prba.g_00446	Prbg.g_01008
OG0000306	Prba.g_00447	Prbg.g_01009
OG0000307	Prba.g_00448	Prbg.g_01011
OG0000308	Prba.g_00449	Prbg.g_01012
OG0000309	Prba.g_00450	Prbg.g_01013
OG0000310	Prba.g_00451	Prbg.g_01014
OG0000311	Prba.g_00452	Prbg.g_01015
OG0000312	Prba.g_00454	Prbg.g_01017
OG0000313	Prba.g_00455	Prbg.g_01018
OG0000314	Prba.g_00458	Prbg.g_01022
OG0000315	Prba.g_00459	Prbg.g_01023
OG0000316	Prba.g_00461	Prbg.g_01025
OG0000317	Prba.g_00463	Prbg.g_01027
OG0000318	Prba.g_00464	Prbg.g_01028
OG0000319	Prba.g_00465	Prbg.g_01029
OG0000320	Prba.g_00466	Prbg.g_01030
OG0000321	Prba.g_00469	Prbg.g_01033
OG0000322	Prba.g_00472	Prbg.g_01037
OG0000323	Prba.g_00473	Prbg.g_01038
OG0000324	Prba.g_00476	Prbg.g_01041
OG0000325	Prba.g_00477	Prbg.g_01042
OG0000326	Prba.g_00478	Prbg.g_01043
OG0000327	Prba.g_00480	Prbg.g_01045
OG0000328	Prba.g_00481	Prbg.g_01046
OG0000329	Prba.g_00482	Prbg.g_00042
OG0000330	Prba.g_00483	Prbg.g_00043
OG0000331	Prba.g_00484	Prbg.g_00045
OG0000332	Prba.g_00485	Prbg.g_00046
OG0000333	Prba.g_00486	Prbg.g_00047
OG0000334	Prba.g_00487	Prbg.g_00048
OG0000335	Prba.g_00488	Prbg.g_00049
OG0000336	Prba.g_00489	Prbg.g_00051
OG0000337	Prba.g_00492	Prbg.g_00054
OG0000338	Prba.g_00493	Prbg.g_00055
OG0000339	Prba.g_00494	Prbg.g_00056
OG0000340	Prba.g_00495	Prbg.g_00057
OG0000341	Prba.g_00499	Prbg.g_00061
OG0000342	Prba.g_00500	Prbg.g_00062
OG0000343	Prba.g_00502	Prbg.g_00065
OG0000344	Prba.g_00503	Prbg.g_00066
OG0000345	Prba.g_00504	Prbg.g_00067
OG0000346	Prba.g_00505	Prbg.g_00068
OG0000347	Prba.g_00506	Prbg.g_00069
OG0000348	Prba.g_00507	Prbg.g_00071
OG0000349	Prba.g_00508	Prbg.g_00072
OG0000350	Prba.g_00509	Prbg.g_00073
OG0000351	Prba.g_00511	Prbg.g_00075
OG0000352	Prba.g_00514	Prbg.g_00078
OG0000353	Prba.g_00515	Prbg.g_00079
OG0000354	Prba.g_00516	Prbg.g_00080
OG0000355	Prba.g_00517	Prbg.g_00081
OG0000356	Prba.g_00518	Prbg.g_00082
OG0000357	Prba.g_00519	Prbg.g_00083
OG0000358	Prba.g_00520	Prbg.g_00084
OG0000359	Prba.g_00521	Prbg.g_00085
OG0000360	Prba.g_00524	Prbg.g_00087
OG0000361	Prba.g_00525	Prbg.g_00088
OG0000362	Prba.g_00526	Prbg.g_00089
OG0000363	Prba.g_00527	Prbg.g_00090
OG0000364	Prba.g_00528	Prbg.g_00091
OG0000365	Prba.g_00529	Prbg.g_00092
OG0000366	Prba.g_00530	Prbg.g_00093
OG0000367	Prba.g_00531	Prbg.g_00094
OG0000368	Prba.g_00532	Prbg.g_00095
OG0000369	Prba.g_00533	Prbg.g_00096
OG0000370	Prba.g_00534	Prbg.g_00097
OG0000371	Prba.g_00535	Prbg.g_00098
OG0000372	Prba.g_00537	Prbg.g_00099
OG0000373	Prba.g_00539	Prbg.g_00101
OG0000374	Prba.g_00540	Prbg.g_00102
OG0000375	Prba.g_00541	Prbg.g_00103
OG0000376	Prba.g_00543	Prbg.g_00104
OG0000377	Prba.g_00544	Prbg.g_00110
OG0000378	Prba.g_00545	Prbg.g_00111
OG0000379	Prba.g_00550	Prbg.g_00117
OG0000380	Prba.g_00551	Prbg.g_00119
OG0000381	Prba.g_00552	Prbg.g_00120
OG0000382	Prba.g_00554	Prbg.g_00121
OG0000383	Prba.g_00557	Prbg.g_00124
OG0000384	Prba.g_00558	Prbg.g_00125
OG0000385	Prba.g_00561	Prbg.g_00128
OG0000386	Prba.g_00562	Prbg.g_00129
OG0000387	Prba.g_00218	Prbg.g_00130
OG0000388	Prba.g_00219	Prbg.g_00131
OG0000389	Prba.g_00220	Prbg.g_00132
OG0000390	Prba.g_00221	Prbg.g_01941
OG0000391	Prba.g_00222	Prbg.g_01942
OG0000392	Prba.g_00223	Prbg.g_01943
OG0000393	Prba.g_00849	Prbg.g_00136
OG0000394	Prba.g_00850	Prbg.g_00137
OG0000395	Prba.g_00852	Prbg.g_00140
OG0000396	Prba.g_00853	Prbg.g_01214
OG0000397	Prba.g_00865	Prbg.g_01530
OG0000398	Prba.g_00873	Prbg.g_01602
OG0000399	Prba.g_00874	Prbg.g_01525
OG0000400	Prba.g_00880	Prbg.g_01714
OG0000401	Prba.g_01030	Prbg.g_00151
OG0000402	Prba.g_01029	Prbg.g_00152
OG0000403	Prba.g_01028	Prbg.g_00153
OG0000404	Prba.g_01026	Prbg.g_00155
OG0000405	Prba.g_01025	Prbg.g_00156
OG0000406	Prba.g_01023	Prbg.g_00158
OG0000407	Prba.g_01022	Prbg.g_00159
OG0000408	Prba.g_01021	Prbg.g_00160
OG0000409	Prba.g_01020	Prbg.g_00161
OG0000410	Prba.g_01019	Prbg.g_00162
OG0000411	Prba.g_01018	Prbg.g_00163
OG0000412	Prba.g_01017	Prbg.g_00164
OG0000413	Prba.g_01016	Prbg.g_00165
OG0000414	Prba.g_01015	Prbg.g_00166
OG0000415	Prba.g_01014	Prbg.g_00167
OG0000416	Prba.g_01013	Prbg.g_00168
OG0000417	Prba.g_01012	Prbg.g_00169
OG0000418	Prba.g_01011	Prbg.g_00170
OG0000419	Prba.g_01010	Prbg.g_00171
OG0000420	Prba.g_01009	Prbg.g_00172
OG0000421	Prba.g_01008	Prbg.g_00176
OG0000422	Prba.g_01006	Prbg.g_00178
OG0000423	Prba.g_01005	Prbg.g_00179
OG0000424	Prba.g_01003	Prbg.g_00180
OG0000425	Prba.g_01000	Prbg.g_00184
OG0000426	Prba.g_00999	Prbg.g_00185
OG0000427	Prba.g_00998	Prbg.g_00186
OG0000428	Prba.g_00997	Prbg.g_00188
OG0000429	Prba.g_00996	Prbg.g_00189
OG0000430	Prba.g_00990	Prbg.g_00190
OG0000431	Prba.g_00988	Prbg.g_00192
OG0000432	Prba.g_00987	Prbg.g_00193
OG0000433	Prba.g_00984	Prbg.g_00196
OG0000434	Prba.g_00983	Prbg.g_00197
OG0000435	Prba.g_00982	Prbg.g_00198
OG0000436	Prba.g_00980	Prbg.g_00200
OG0000437	Prba.g_00978	Prbg.g_00202
OG0000438	Prba.g_00977	Prbg.g_00203
OG0000439	Prba.g_00976	Prbg.g_00204
OG0000440	Prba.g_00974	Prbg.g_00206
OG0000441	Prba.g_00973	Prbg.g_00207
OG0000442	Prba.g_00972	Prbg.g_00208
OG0000443	Prba.g_00971	Prbg.g_00209
OG0000444	Prba.g_00970	Prbg.g_00210
OG0000445	Prba.g_00969	Prbg.g_00211
OG0000446	Prba.g_00968	Prbg.g_00212
OG0000447	Prba.g_00967	Prbg.g_00213
OG0000448	Prba.g_00966	Prbg.g_00214
OG0000449	Prba.g_00961	Prbg.g_00220
OG0000450	Prba.g_00960	Prbg.g_00221
OG0000451	Prba.g_00959	Prbg.g_00222
OG0000452	Prba.g_00958	Prbg.g_00223
OG0000453	Prba.g_00956	Prbg.g_00224
OG0000454	Prba.g_00955	Prbg.g_00225
OG0000455	Prba.g_00954	Prbg.g_00226
OG0000456	Prba.g_00953	Prbg.g_00227
OG0000457	Prba.g_00951	Prbg.g_00229
OG0000458	Prba.g_00949	Prbg.g_00231
OG0000459	Prba.g_00948	Prbg.g_00232
OG0000460	Prba.g_00946	Prbg.g_00234
OG0000461	Prba.g_00945	Prbg.g_00235
OG0000462	Prba.g_00944	Prbg.g_00236
OG0000463	Prba.g_00943	Prbg.g_00237
OG0000464	Prba.g_00938	Prbg.g_00241
OG0000465	Prba.g_00936	Prbg.g_00242
OG0000466	Prba.g_00935	Prbg.g_00243
OG0000467	Prba.g_00934	Prbg.g_00244
OG0000468	Prba.g_00933	Prbg.g_00245
OG0000469	Prba.g_00932	Prbg.g_00246
OG0000470	Prba.g_00931	Prbg.g_00247
OG0000471	Prba.g_00930	Prbg.g_00248
OG0000472	Prba.g_00927	Prbg.g_00251
OG0000473	Prba.g_00926	Prbg.g_00252
OG0000474	Prba.g_00925	Prbg.g_00253
OG0000475	Prba.g_00924	Prbg.g_00254
OG0000476	Prba.g_00923	Prbg.g_00255
OG0000477	Prba.g_01775	Prbg.g_00257
OG0000478	Prba.g_01774	Prbg.g_00258
OG0000479	Prba.g_01773	Prbg.g_00259
OG0000480	Prba.g_01771	Prbg.g_00261
OG0000481	Prba.g_01770	Prbg.g_00262
OG0000482	Prba.g_01769	Prbg.g_00264
OG0000483	Prba.g_01768	Prbg.g_00265
OG0000484	Prba.g_01767	Prbg.g_00266
OG0000485	Prba.g_01766	Prbg.g_00267
OG0000486	Prba.g_01765	Prbg.g_00268
OG0000487	Prba.g_01764	Prbg.g_00269
OG0000488	Prba.g_01762	Prbg.g_00271
OG0000489	Prba.g_01761	Prbg.g_00272
OG0000490	Prba.g_01760	Prbg.g_00273
OG0000491	Prba.g_01759	Prbg.g_00274
OG0000492	Prba.g_01758	Prbg.g_00275
OG0000493	Prba.g_01757	Prbg.g_00276
OG0000494	Prba.g_01755	Prbg.g_00277
OG0000495	Prba.g_01754	Prbg.g_00278
OG0000496	Prba.g_01753	Prbg.g_00280
OG0000497	Prba.g_01752	Prbg.g_00282
OG0000498	Prba.g_01751	Prbg.g_00283
OG0000499	Prba.g_01749	Prbg.g_00285
OG0000500	Prba.g_01748	Prbg.g_00286
OG0000501	Prba.g_01746	Prbg.g_00288
OG0000502	Prba.g_01745	Prbg.g_00289
OG0000503	Prba.g_01744	Prbg.g_00290
OG0000504	Prba.g_01743	Prbg.g_00291
OG0000505	Prba.g_01742	Prbg.g_00292
OG0000506	Prba.g_01741	Prbg.g_00293
OG0000507	Prba.g_01740	Prbg.g_00294
OG0000508	Prba.g_01738	Prbg.g_00296
OG0000509	Prba.g_01737	Prbg.g_00297
OG0000510	Prba.g_01736	Prbg.g_00298
OG0000511	Prba.g_01735	Prbg.g_00299
OG0000512	Prba.g_01734	Prbg.g_00300
OG0000513	Prba.g_01733	Prbg.g_00301
OG0000514	Prba.g_01732	Prbg.g_00302
OG0000515	Prba.g_01730	Prbg.g_00305
OG0000516	Prba.g_01729	Prbg.g_00306
OG0000517	Prba.g_01728	Prbg.g_00307
OG0000518	Prba.g_01726	Prbg.g_00310
OG0000519	Prba.g_01725	Prbg.g_00311
OG0000520	Prba.g_01724	Prbg.g_00312
OG0000521	Prba.g_01723	Prbg.g_00313
OG0000522	Prba.g_01722	Prbg.g_00314
OG0000523	Prba.g_01721	Prbg.g_00315
OG0000524	Prba.g_01720	Prbg.g_00316
OG0000525	Prba.g_01718	Prbg.g_00318
OG0000526	Prba.g_01717	Prbg.g_00319
OG0000527	Prba.g_01716	Prbg.g_00320
OG0000528	Prba.g_01715	Prbg.g_00321
OG0000529	Prba.g_01714	Prbg.g_00322
OG0000530	Prba.g_01713	Prbg.g_00323
OG0000531	Prba.g_01712	Prbg.g_00325
OG0000532	Prba.g_01711	Prbg.g_00326
OG0000533	Prba.g_01710	Prbg.g_00327
OG0000534	Prba.g_01709	Prbg.g_00328
OG0000535	Prba.g_01708	Prbg.g_00329
OG0000536	Prba.g_01707	Prbg.g_00330
OG0000537	Prba.g_01706	Prbg.g_00331
OG0000538	Prba.g_01705	Prbg.g_00332
OG0000539	Prba.g_01704	Prbg.g_00333
OG0000540	Prba.g_01703	Prbg.g_00334
OG0000541	Prba.g_01702	Prbg.g_00335
OG0000542	Prba.g_01701	Prbg.g_00336
OG0000543	Prba.g_01700	Prbg.g_00337
OG0000544	Prba.g_01699	Prbg.g_00338
OG0000545	Prba.g_01696	Prbg.g_00340
OG0000546	Prba.g_01695	Prbg.g_00341
OG0000547	Prba.g_01693	Prbg.g_00343
OG0000548	Prba.g_01692	Prbg.g_00345
OG0000549	Prba.g_01691	Prbg.g_00346
OG0000550	Prba.g_01690	Prbg.g_00347
OG0000551	Prba.g_01689	Prbg.g_00349
OG0000552	Prba.g_01688	Prbg.g_00350
OG0000553	Prba.g_01687	Prbg.g_01427
OG0000554	Prba.g_01686	Prbg.g_01426
OG0000555	Prba.g_01685	Prbg.g_01425
OG0000556	Prba.g_01684	Prbg.g_01424
OG0000557	Prba.g_01683	Prbg.g_01423
OG0000558	Prba.g_01682	Prbg.g_01422
OG0000559	Prba.g_01681	Prbg.g_01421
OG0000560	Prba.g_01679	Prbg.g_01419
OG0000561	Prba.g_01678	Prbg.g_01418
OG0000562	Prba.g_01677	Prbg.g_01416
OG0000563	Prba.g_01676	Prbg.g_01415
OG0000564	Prba.g_01675	Prbg.g_01414
OG0000565	Prba.g_01674	Prbg.g_01413
