Orthogroup	Pras	Prak
OG0000106	Pras.g_01223	Prak.g_00687
OG0000107	Pras.g_01239	Prak.g_01709
OG0000108	Pras.g_01358	Prak.g_00441
OG0000109	Pras.g_01372	Prak.g_00455
OG0000110	Pras.g_01451	Prak.g_00535
OG0000111	Pras.g_01575	Prak.g_00830
OG0000112	Pras.g_01665	Prak.g_00608
OG0000113	Pras.g_01723	Prak.g_00868
OG0000114	Pras.g_01801	Prak.g_00770
OG0000115	Pras.g_01994	Prak.g_01241
OG0000116	Pras.g_00046	Prak.g_01183
OG0000117	Pras.g_00150	Prak.g_01145
OG0000118	Pras.g_00221, Pras.g_00222	Prak.g_01290
OG0000119	Pras.g_00246	Prak.g_01226, Prak.g_01488
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271	Prak.g_01349
OG0000121	Pras.g_00352	Prak.g_01393
OG0000122	Pras.g_00391	Prak.g_01248, Prak.g_01434
OG0000123	Pras.g_00694	Prak.g_01787
OG0000124	Pras.g_00759	Prak.g_01859
OG0000125	Pras.g_00797	Prak.g_01895
OG0000126	Pras.g_00837	Prak.g_01940
OG0000128	Pras.g_00853	Prak.g_00011
OG0000129	Pras.g_00897	Prak.g_00045
OG0000130	Pras.g_00921	Prak.g_00074
OG0000131	Pras.g_00996	Prak.g_00156
OG0000132	Pras.g_01015	Prak.g_00176
OG0000133	Pras.g_01174	Prak.g_00339
OG0000134	Pras.g_01210	Prak.g_00381
OG0000135	Pras.g_01236	Prak.g_01259
OG0000136	Pras.g_01319	Prak.g_00403
OG0000137	Pras.g_01353	Prak.g_00436
OG0000138	Pras.g_01373	Prak.g_00456
OG0000139	Pras.g_01414	Prak.g_00496
OG0000140	Pras.g_01415	Prak.g_00497
OG0000141	Pras.g_01483	Prak.g_00569
OG0000142	Pras.g_01511	Prak.g_01108
OG0000143	Pras.g_01515	Prak.g_01104
OG0000144	Pras.g_01528	Prak.g_01090
OG0000145	Pras.g_01664	Prak.g_01261
OG0000146	Pras.g_01666	Prak.g_00607
OG0000147	Pras.g_01667	Prak.g_00606
OG0000148	Pras.g_01717	Prak.g_00862
OG0000149	Pras.g_01747	Prak.g_00894
OG0000150	Pras.g_01755	Prak.g_00904
OG0000151	Pras.g_01811	Prak.g_00780
OG0000152	Pras.g_01859	Prak.g_00973
OG0000153	Pras.g_01878	Prak.g_00992
OG0000154	Pras.g_01908	Prak.g_01012
OG0000155	Pras.g_00076	Prak.g_01151
OG0000156	Pras.g_00197	Prak.g_01266
OG0000157	Pras.g_00198	Prak.g_01267
OG0000158	Pras.g_00289	Prak.g_01824
OG0000160	Pras.g_00351	Prak.g_01392
OG0000161	Pras.g_00357	Prak.g_01398
OG0000162	Pras.g_00363	Prak.g_01404
OG0000163	Pras.g_00399	Prak.g_01443
OG0000164	Pras.g_00574	Prak.g_01669
OG0000165	Pras.g_00581	Prak.g_01676
OG0000166	Pras.g_00651	Prak.g_01743
OG0000167	Pras.g_00717	Prak.g_01814
OG0000168	Pras.g_00727	Prak.g_01825
OG0000169	Pras.g_00737	Prak.g_01835
OG0000170	Pras.g_00739	Prak.g_01838
OG0000171	Pras.g_00758	Prak.g_01858
OG0000172	Pras.g_00768	Prak.g_01865
OG0000173	Pras.g_00783	Prak.g_01880
OG0000174	Pras.g_00811, Pras.g_00810	Prak.g_01910
OG0000175	Pras.g_00821	Prak.g_01923
OG0000176	Pras.g_00846	Prak.g_00004
OG0000177	Pras.g_00847	Prak.g_00005
OG0000178	Pras.g_00848	Prak.g_00006
OG0000179	Pras.g_00858	Prak.g_00016
OG0000180	Pras.g_00859	Prak.g_00017
OG0000181	Pras.g_00860	Prak.g_00018
OG0000182	Pras.g_00861	Prak.g_00019
OG0000183	Pras.g_00865	Prak.g_00023
OG0000184	Pras.g_00899	Prak.g_00049
OG0000185	Pras.g_00902	Prak.g_00052
OG0000186	Pras.g_00916	Prak.g_00068
OG0000187	Pras.g_00917	Prak.g_00069
OG0000188	Pras.g_00933	Prak.g_00086
OG0000189	Pras.g_00947	Prak.g_00100
OG0000190	Pras.g_00948	Prak.g_00102
OG0000191	Pras.g_00968	Prak.g_00125
OG0000192	Pras.g_00972	Prak.g_00130
OG0000193	Pras.g_00997	Prak.g_00157
OG0000194	Pras.g_01000	Prak.g_00160
OG0000195	Pras.g_01002	Prak.g_00162
OG0000196	Pras.g_01012	Prak.g_00173
OG0000197	Pras.g_01013	Prak.g_00174
OG0000198	Pras.g_01014	Prak.g_00175
OG0000199	Pras.g_01021	Prak.g_00182
OG0000200	Pras.g_01035	Prak.g_00196
OG0000201	Pras.g_01043	Prak.g_00205
OG0000202	Pras.g_01044	Prak.g_00206
OG0000203	Pras.g_01045	Prak.g_00207
OG0000204	Pras.g_01046	Prak.g_00208
OG0000205	Pras.g_01053	Prak.g_00215
OG0000206	Pras.g_01058, Pras.g_01059	Prak.g_00220
OG0000207	Pras.g_01061	Prak.g_00223
OG0000208	Pras.g_01062	Prak.g_00224
OG0000209	Pras.g_01071	Prak.g_00233
OG0000210	Pras.g_01072	Prak.g_00234
OG0000211	Pras.g_01085	Prak.g_00249
OG0000212	Pras.g_01092	Prak.g_00257
OG0000213	Pras.g_01109	Prak.g_00275
OG0000214	Pras.g_01119	Prak.g_00285
OG0000215	Pras.g_01144	Prak.g_00312
OG0000216	Pras.g_01145	Prak.g_00313
OG0000217	Pras.g_01148	Prak.g_00316
OG0000218	Pras.g_01150	Prak.g_00318
OG0000219	Pras.g_01151	Prak.g_00319
OG0000220	Pras.g_01152	Prak.g_00320
OG0000221	Pras.g_01153	Prak.g_00321
OG0000222	Pras.g_01162	Prak.g_00328
OG0000223	Pras.g_01175	Prak.g_00340
OG0000224	Pras.g_01177	Prak.g_00342
OG0000225	Pras.g_01199	Prak.g_00368
OG0000226	Pras.g_01203	Prak.g_00372
OG0000227	Pras.g_01205	Prak.g_00374
OG0000228	Pras.g_01208	Prak.g_00378
OG0000229	Pras.g_01314	Prak.g_00398
OG0000230	Pras.g_01316	Prak.g_00400
OG0000231	Pras.g_01327	Prak.g_00411
OG0000232	Pras.g_01335	Prak.g_00422
OG0000233	Pras.g_01341	Prak.g_00428
OG0000234	Pras.g_01354	Prak.g_00437
OG0000235	Pras.g_01357	Prak.g_00440
OG0000236	Pras.g_01371	Prak.g_00454
OG0000237	Pras.g_01384	Prak.g_00467
OG0000238	Pras.g_01390	Prak.g_00473
OG0000239	Pras.g_01402	Prak.g_00484
OG0000240	Pras.g_01403	Prak.g_00485
OG0000241	Pras.g_01407	Prak.g_00489
OG0000242	Pras.g_01409	Prak.g_00491
OG0000243	Pras.g_01420	Prak.g_00502
OG0000244	Pras.g_01423	Prak.g_00506
OG0000245	Pras.g_01425	Prak.g_00508
OG0000246	Pras.g_01429	Prak.g_00512
OG0000247	Pras.g_01439	Prak.g_00522
OG0000248	Pras.g_01441	Prak.g_00525
OG0000249	Pras.g_01443	Prak.g_00527
OG0000250	Pras.g_01448	Prak.g_00532
OG0000251	Pras.g_01467	Prak.g_00552
OG0000252	Pras.g_01470	Prak.g_00555
OG0000253	Pras.g_01471	Prak.g_00556
OG0000254	Pras.g_01487	Prak.g_00573
OG0000255	Pras.g_01493	Prak.g_00579
OG0000256	Pras.g_01503	Prak.g_00589
OG0000257	Pras.g_01506	Prak.g_01113
OG0000258	Pras.g_01519	Prak.g_01099
OG0000259	Pras.g_01536	Prak.g_01082
OG0000260	Pras.g_01539	Prak.g_01079
OG0000261	Pras.g_01541	Prak.g_01076
OG0000262	Pras.g_00327, Pras.g_01545	Prak.g_01072
OG0000263	Pras.g_01557	Prak.g_00808
OG0000264	Pras.g_01567	Prak.g_00819
OG0000265	Pras.g_01606	Prak.g_00837
OG0000266	Pras.g_01616	Prak.g_01053
OG0000267	Pras.g_01627	Prak.g_01041
OG0000268	Pras.g_01628	Prak.g_01040
OG0000269	Pras.g_01696	Prak.g_00840
OG0000270	Pras.g_01699	Prak.g_00843
OG0000271	Pras.g_01707	Prak.g_00851
OG0000272	Pras.g_01708	Prak.g_00852
OG0000273	Pras.g_01731	Prak.g_00876
OG0000274	Pras.g_01732	Prak.g_00877
OG0000275	Pras.g_01734	Prak.g_00880
OG0000276	Pras.g_01739	Prak.g_00886
OG0000277	Pras.g_01740	Prak.g_00887
OG0000278	Pras.g_01743	Prak.g_00890
OG0000279	Pras.g_01750	Prak.g_00897
OG0000280	Pras.g_01751	Prak.g_00898
OG0000281	Pras.g_01756	Prak.g_00905
OG0000282	Pras.g_01803	Prak.g_00772
OG0000283	Pras.g_01836	Prak.g_00949
OG0000284	Pras.g_01841	Prak.g_00954
OG0000285	Pras.g_01846	Prak.g_00959
OG0000286	Pras.g_01858	Prak.g_00972
OG0000287	Pras.g_01875	Prak.g_01238
OG0000288	Pras.g_01907	Prak.g_01011
OG0000289	Pras.g_01918	Prak.g_01027
OG0000290	Pras.g_01931	Prak.g_00923
OG0000291	Pras.g_01933	Prak.g_00921
OG0000292	Pras.g_01982	Prak.g_01217
OG0000293	Pras.g_00047	Prak.g_01182
OG0000294	Pras.g_00048	Prak.g_01181
OG0000295	Pras.g_00068	Prak.g_01158
OG0000296	Pras.g_00070	Prak.g_01156
OG0000297	Pras.g_00078	Prak.g_01147
OG0000298	Pras.g_00079	Prak.g_01146
OG0000299	Pras.g_00096, Pras.g_00097	Prak.g_01127
OG0000300	Pras.g_00100	Prak.g_01124
OG0000301	Pras.g_00101	Prak.g_01123
OG0000302	Pras.g_00103	Prak.g_01121
OG0000303	Pras.g_00110	Prak.g_01115
OG0000304	Pras.g_00114	Prak.g_00594
OG0000305	Pras.g_00242	Prak.g_01215
OG0000306	Pras.g_00245	Prak.g_00909
OG0000307	Pras.g_00259	Prak.g_01338
OG0000308	Pras.g_00260	Prak.g_01339
OG0000309	Pras.g_00264	Prak.g_01343
OG0000310	Pras.g_00335	Prak.g_01377
OG0000311	Pras.g_00337	Prak.g_01379
OG0000312	Pras.g_00340	Prak.g_01382
OG0000313	Pras.g_00354	Prak.g_01395
OG0000314	Pras.g_00377	Prak.g_01418
OG0000315	Pras.g_00388	Prak.g_01428
OG0000316	Pras.g_00410	Prak.g_01453
OG0000317	Pras.g_00548	Prak.g_01642
OG0000318	Pras.g_00551	Prak.g_01646
OG0000319	Pras.g_00564	Prak.g_01659
OG0000320	Pras.g_00566	Prak.g_01661
OG0000321	Pras.g_00567	Prak.g_01662
OG0000322	Pras.g_00568	Prak.g_01663
OG0000323	Pras.g_00577	Prak.g_01672
OG0000324	Pras.g_00604	Prak.g_01699
OG0000325	Pras.g_00614	Prak.g_01710
OG0000326	Pras.g_00620	Prak.g_01717
OG0000327	Pras.g_00646	Prak.g_01738
OG0000328	Pras.g_00647	Prak.g_01739
OG0000329	Pras.g_00664	Prak.g_01756
OG0000330	Pras.g_00665	Prak.g_01757
OG0000331	Pras.g_00666	Prak.g_01758
OG0000332	Pras.g_00680	Prak.g_01772
OG0000333	Pras.g_00682	Prak.g_01774
OG0000334	Pras.g_00690	Prak.g_01783
OG0000335	Pras.g_00695	Prak.g_01788
OG0000336	Pras.g_00699	Prak.g_01792
OG0000337	Pras.g_00715	Prak.g_01810
OG0000338	Pras.g_00716	Prak.g_01811
OG0000339	Pras.g_00720	Prak.g_01817
OG0000340	Pras.g_00728	Prak.g_01826
OG0000341	Pras.g_00730	Prak.g_01828
OG0000342	Pras.g_00731	Prak.g_01829
OG0000343	Pras.g_00732	Prak.g_01830
OG0000344	Pras.g_00735	Prak.g_01833
OG0000345	Pras.g_00740	Prak.g_01839
OG0000346	Pras.g_00744	Prak.g_01843
OG0000347	Pras.g_00761	Prak.g_01860
OG0000348	Pras.g_00771	Prak.g_01868
OG0000349	Pras.g_00788	Prak.g_01886
OG0000350	Pras.g_00806, Pras.g_00131	Prak.g_00656
OG0000351	Pras.g_00824	Prak.g_01926
OG0000352	Pras.g_00825	Prak.g_01927
OG0000353	Pras.g_00841	Prak.g_01944
OG0000355	Pras.g_00843	Prak.g_00001
OG0000356	Pras.g_00844	Prak.g_00002
OG0000357	Pras.g_00845	Prak.g_00003
OG0000358	Pras.g_00849	Prak.g_00007
OG0000359	Pras.g_00850	Prak.g_00008
OG0000360	Pras.g_00851	Prak.g_00009
OG0000361	Pras.g_00852	Prak.g_00010
OG0000362	Pras.g_00854	Prak.g_00012
OG0000363	Pras.g_00856	Prak.g_00014
OG0000364	Pras.g_00857	Prak.g_00015
OG0000365	Pras.g_00862	Prak.g_00020
OG0000366	Pras.g_00863	Prak.g_00021
OG0000367	Pras.g_00864	Prak.g_00022
OG0000368	Pras.g_00866	Prak.g_00024
OG0000369	Pras.g_00867	Prak.g_00025
OG0000370	Pras.g_00868	Prak.g_00026
OG0000371	Pras.g_00874	Prak.g_00033
OG0000372	Pras.g_00877	Prak.g_00036
OG0000373	Pras.g_00878	Prak.g_00037
OG0000374	Pras.g_00879	Prak.g_00038
OG0000375	Pras.g_00893	Prak.g_00040
OG0000376	Pras.g_00895	Prak.g_00042
OG0000377	Pras.g_00898	Prak.g_00046
OG0000378	Pras.g_00900	Prak.g_00050
OG0000379	Pras.g_00903	Prak.g_00053
OG0000380	Pras.g_00918	Prak.g_00070
OG0000381	Pras.g_00922	Prak.g_00075
OG0000382	Pras.g_00932	Prak.g_00085
OG0000383	Pras.g_00934	Prak.g_00087
OG0000384	Pras.g_00935	Prak.g_00088
OG0000385	Pras.g_00936	Prak.g_00089
OG0000386	Pras.g_00937	Prak.g_00090
OG0000387	Pras.g_00950	Prak.g_00104
OG0000388	Pras.g_00953	Prak.g_00108
OG0000389	Pras.g_00957	Prak.g_00111
OG0000390	Pras.g_00964	Prak.g_00121
OG0000391	Pras.g_00967	Prak.g_00124
OG0000392	Pras.g_00971	Prak.g_00128
OG0000393	Pras.g_00973	Prak.g_00131
OG0000394	Pras.g_00974	Prak.g_00132
OG0000395	Pras.g_00975	Prak.g_00133
OG0000396	Pras.g_00978	Prak.g_00135
OG0000397	Pras.g_00980	Prak.g_00137
OG0000398	Pras.g_00982	Prak.g_00140
OG0000399	Pras.g_00983	Prak.g_00141
OG0000400	Pras.g_00984	Prak.g_00142
OG0000401	Pras.g_00985	Prak.g_00143
OG0000402	Pras.g_00987	Prak.g_01035
OG0000403	Pras.g_00988	Prak.g_00145
OG0000404	Pras.g_00989	Prak.g_00146
OG0000405	Pras.g_00993	Prak.g_00150
OG0000406	Pras.g_00998	Prak.g_00158
OG0000407	Pras.g_00999	Prak.g_00159
OG0000408	Pras.g_01001	Prak.g_00161
OG0000409	Pras.g_01003	Prak.g_00163
OG0000410	Pras.g_01004	Prak.g_00164
OG0000411	Pras.g_01005	Prak.g_00165
OG0000412	Pras.g_01006	Prak.g_00166
OG0000413	Pras.g_01007	Prak.g_00168
OG0000414	Pras.g_01008	Prak.g_00169
OG0000415	Pras.g_01009	Prak.g_00170
OG0000416	Pras.g_01010	Prak.g_00171
OG0000417	Pras.g_01011	Prak.g_00172
OG0000418	Pras.g_01016	Prak.g_00177
OG0000419	Pras.g_01018	Prak.g_00179
OG0000420	Pras.g_01019	Prak.g_00180
OG0000421	Pras.g_01024	Prak.g_00185
OG0000422	Pras.g_01025	Prak.g_00186
OG0000423	Pras.g_01026	Prak.g_00187
OG0000424	Pras.g_01027	Prak.g_00188
OG0000425	Pras.g_01028	Prak.g_00189
OG0000426	Pras.g_01029	Prak.g_00190
OG0000427	Pras.g_01030	Prak.g_00191
OG0000428	Pras.g_01032	Prak.g_00193
OG0000429	Pras.g_01033	Prak.g_00194
OG0000430	Pras.g_01034	Prak.g_00195
OG0000431	Pras.g_01036	Prak.g_00197
OG0000432	Pras.g_01039	Prak.g_00201
OG0000433	Pras.g_01040	Prak.g_00202
OG0000434	Pras.g_01041	Prak.g_00203
OG0000435	Pras.g_01042	Prak.g_00204
OG0000436	Pras.g_01047	Prak.g_00209
OG0000437	Pras.g_01048	Prak.g_00210
OG0000438	Pras.g_01049	Prak.g_00211
OG0000439	Pras.g_01051	Prak.g_00213
OG0000440	Pras.g_01052	Prak.g_00214
OG0000441	Pras.g_01055	Prak.g_00217
OG0000442	Pras.g_01056	Prak.g_00218
OG0000443	Pras.g_01057	Prak.g_00219
OG0000444	Pras.g_01063	Prak.g_00225
OG0000445	Pras.g_01064	Prak.g_00226
OG0000446	Pras.g_01065	Prak.g_00227
OG0000447	Pras.g_01066	Prak.g_00228
OG0000448	Pras.g_01067	Prak.g_00229
OG0000449	Pras.g_01068	Prak.g_00230
OG0000450	Pras.g_01069	Prak.g_00231
OG0000451	Pras.g_01070	Prak.g_00232
OG0000452	Pras.g_01073	Prak.g_00235
OG0000453	Pras.g_01074	Prak.g_00236
OG0000454	Pras.g_01075	Prak.g_00237
OG0000455	Pras.g_01076	Prak.g_00238
OG0000456	Pras.g_01077	Prak.g_00239
OG0000457	Pras.g_01078	Prak.g_00241
OG0000458	Pras.g_01079	Prak.g_00242
OG0000459	Pras.g_01080	Prak.g_00243
OG0000460	Pras.g_01087	Prak.g_00251
OG0000461	Pras.g_01094	Prak.g_00259
OG0000462	Pras.g_01096	Prak.g_00261
OG0000463	Pras.g_01097	Prak.g_00262
OG0000464	Pras.g_01098	Prak.g_00263
OG0000465	Pras.g_01099	Prak.g_00264
OG0000466	Pras.g_01102	Prak.g_00267
OG0000467	Pras.g_01103	Prak.g_00268
OG0000468	Pras.g_01105	Prak.g_00271
OG0000469	Pras.g_01114	Prak.g_00279
OG0000470	Pras.g_01116	Prak.g_00281
OG0000471	Pras.g_01117	Prak.g_00282
OG0000472	Pras.g_01118	Prak.g_00284
OG0000473	Pras.g_01120	Prak.g_00286
OG0000474	Pras.g_01121	Prak.g_00287
OG0000475	Pras.g_01122	Prak.g_00288
OG0000476	Pras.g_01123	Prak.g_00290
OG0000477	Pras.g_01127	Prak.g_00293
OG0000478	Pras.g_01128	Prak.g_00294
OG0000479	Pras.g_01129	Prak.g_00295
OG0000480	Pras.g_01134	Prak.g_00300
OG0000481	Pras.g_01136	Prak.g_00303
OG0000482	Pras.g_01137	Prak.g_00304
OG0000483	Pras.g_01140	Prak.g_00307
OG0000484	Pras.g_01141	Prak.g_00308
OG0000485	Pras.g_01142	Prak.g_00310
OG0000486	Pras.g_01143	Prak.g_00311
OG0000487	Pras.g_01146	Prak.g_00314
OG0000488	Pras.g_01149	Prak.g_00317
OG0000489	Pras.g_01155	Prak.g_00322
OG0000490	Pras.g_01160	Prak.g_00326
OG0000491	Pras.g_01161	Prak.g_00327
OG0000492	Pras.g_01163	Prak.g_00329
OG0000493	Pras.g_01164	Prak.g_00330
OG0000494	Pras.g_01165	Prak.g_00331
OG0000495	Pras.g_01166	Prak.g_00332
OG0000496	Pras.g_01167	Prak.g_00333
OG0000497	Pras.g_01168	Prak.g_00334
OG0000498	Pras.g_01169	Prak.g_00335
OG0000499	Pras.g_01170	Prak.g_00336
OG0000500	Pras.g_01171	Prak.g_00337
OG0000501	Pras.g_01173	Prak.g_00338
OG0000502	Pras.g_01176	Prak.g_00341
OG0000503	Pras.g_01187	Prak.g_00356
OG0000504	Pras.g_01188	Prak.g_00358
OG0000505	Pras.g_01189	Prak.g_00359
OG0000506	Pras.g_01191	Prak.g_00360
OG0000507	Pras.g_01194	Prak.g_00363
OG0000508	Pras.g_01198	Prak.g_00367
OG0000509	Pras.g_01200	Prak.g_00369
OG0000510	Pras.g_01201	Prak.g_00370
OG0000511	Pras.g_01202	Prak.g_00371
OG0000512	Pras.g_01204	Prak.g_00373
OG0000513	Pras.g_01211	Prak.g_00382
OG0000514	Pras.g_01309	Prak.g_00393
OG0000515	Pras.g_01310	Prak.g_00394
OG0000516	Pras.g_01311	Prak.g_00395
OG0000517	Pras.g_01313	Prak.g_00397
OG0000518	Pras.g_01324	Prak.g_00408
OG0000519	Pras.g_01325	Prak.g_00409
OG0000520	Pras.g_01326	Prak.g_00410
OG0000521	Pras.g_01331	Prak.g_00418
OG0000522	Pras.g_01332	Prak.g_00420
OG0000523	Pras.g_01333	Prak.g_00421
OG0000524	Pras.g_01339	Prak.g_00426
OG0000525	Pras.g_01342	Prak.g_00430
OG0000526	Pras.g_01343	Prak.g_00431
OG0000527	Pras.g_01351	Prak.g_00434
OG0000528	Pras.g_01356	Prak.g_00439
OG0000529	Pras.g_01359	Prak.g_00442
OG0000530	Pras.g_01362	Prak.g_00445
OG0000531	Pras.g_01363	Prak.g_00446
OG0000532	Pras.g_01365	Prak.g_00448
OG0000533	Pras.g_01366	Prak.g_00449
OG0000534	Pras.g_01367	Prak.g_00450
OG0000535	Pras.g_01368	Prak.g_00451
OG0000536	Pras.g_01369	Prak.g_00452
OG0000537	Pras.g_01370	Prak.g_00453
OG0000538	Pras.g_01378	Prak.g_00462
OG0000539	Pras.g_01379	Prak.g_00463
OG0000540	Pras.g_01380	Prak.g_00464
OG0000541	Pras.g_01381	Prak.g_00465
OG0000542	Pras.g_01383	Prak.g_00466
OG0000543	Pras.g_01385	Prak.g_00468
OG0000544	Pras.g_01386	Prak.g_00469
OG0000545	Pras.g_01388	Prak.g_00471
OG0000546	Pras.g_01391	Prak.g_00474
OG0000547	Pras.g_01393	Prak.g_00476
OG0000548	Pras.g_01394	Prak.g_00477
OG0000549	Pras.g_01396	Prak.g_00479
OG0000550	Pras.g_01401	Prak.g_00483
OG0000551	Pras.g_01404	Prak.g_00486
OG0000552	Pras.g_01405	Prak.g_00487
OG0000553	Pras.g_01406	Prak.g_00488
OG0000554	Pras.g_01411	Prak.g_00493
OG0000555	Pras.g_01419	Prak.g_00501
OG0000556	Pras.g_01421	Prak.g_00503
OG0000557	Pras.g_01422	Prak.g_00504
OG0000558	Pras.g_01424	Prak.g_00507
OG0000559	Pras.g_01428	Prak.g_00511
OG0000560	Pras.g_01431	Prak.g_00514
OG0000561	Pras.g_01432	Prak.g_00515
OG0000562	Pras.g_01433	Prak.g_00516
OG0000563	Pras.g_01434	Prak.g_00517
OG0000564	Pras.g_01435	Prak.g_00518
OG0000565	Pras.g_01438	Prak.g_00520
OG0000566	Pras.g_01440	Prak.g_00524
OG0000567	Pras.g_01444	Prak.g_00528
OG0000568	Pras.g_01445	Prak.g_00529
OG0000569	Pras.g_01446	Prak.g_00530
OG0000570	Pras.g_01447	Prak.g_00531
OG0000571	Pras.g_01449	Prak.g_00533
OG0000572	Pras.g_01463	Prak.g_00547
OG0000573	Pras.g_01468	Prak.g_00553
OG0000574	Pras.g_01469	Prak.g_00554
OG0000575	Pras.g_01473	Prak.g_00558
OG0000576	Pras.g_01475	Prak.g_00560
OG0000577	Pras.g_01476	Prak.g_00561
OG0000578	Pras.g_01477	Prak.g_00562
