Orthogroup	Pras	Syab
OG0000035	Pras.g_00350	Syab.g_00776
OG0000037	Pras.g_00960	Syab.g_02504
OG0000038	Pras.g_00795	Syab.g_02759, Syab.g_02761
OG0000039	Pras.g_01562	Syab.g_02791
OG0000041	Pras.g_00597	Syab.g_02333
OG0000042	Pras.g_00750	Syab.g_01019, Syab.g_00099
OG0000043	Pras.g_01772	Syab.g_01539
OG0000043	Pras.g_00153	Syab.g_01785
OG0000045	Pras.g_00509	Syab.g_00871
OG0000045	Pras.g_01224	Syab.g_01787
OG0000047	Pras.g_01263, Pras.g_01182	Syab.g_00876
OG0000048	Pras.g_01227	Syab.g_00308
OG0000051	Pras.g_00179, Pras.g_00508	Syab.g_01073
OG0000052	Pras.g_00285	Syab.g_00214
OG0000053	Pras.g_00886, Pras.g_00370	Syab.g_00746
OG0000054	Pras.g_01482	Syab.g_01932
OG0000055	Pras.g_01682	Syab.g_01255
OG0000056	Pras.g_00881	Syab.g_01452
OG0000057	Pras.g_01574	Syab.g_01200
OG0000058	Pras.g_00291	Syab.g_00227
OG0000059	Pras.g_00637	Syab.g_00397
OG0000061	Pras.g_00056	Syab.g_00969
OG0000063	Pras.g_00875	Syab.g_00040
OG0000065	Pras.g_00958	Syab.g_02500, Syab.g_01768
OG0000066	Pras.g_01416	Syab.g_02031
OG0000067	Pras.g_01701, Pras.g_00311	Syab.g_01659
OG0000068	Pras.g_00250	Syab.g_02087
OG0000070	Pras.g_01328	Syab.g_00614
OG0000071	Pras.g_00209	Syab.g_00915
OG0000072	Pras.g_01022	Syab.g_02593
OG0000073	Pras.g_01377	Syab.g_02119
OG0000075	Pras.g_00719	Syab.g_00202
OG0000076	Pras.g_00883, Pras.g_00743	Syab.g_00113
OG0000077	Pras.g_00929	Syab.g_02446
OG0000078	Pras.g_01091	Syab.g_02366
OG0000079	Pras.g_01104	Syab.g_00340
OG0000081	Pras.g_01408	Syab.g_01793
OG0000082	Pras.g_01462	Syab.g_01971
OG0000084	Pras.g_00346	Syab.g_00781
OG0000085	Pras.g_00543	Syab.g_02243
OG0000086	Pras.g_00939	Syab.g_02468
OG0000087	Pras.g_00990	Syab.g_02551
OG0000088	Pras.g_01017	Syab.g_02586
OG0000089	Pras.g_01209	Syab.g_00551
OG0000090	Pras.g_01410	Syab.g_02041
OG0000091	Pras.g_01518	Syab.g_01866
OG0000092	Pras.g_01806	Syab.g_01242, Syab.g_00690
OG0000094	Pras.g_01915	Syab.g_01306
OG0000097	Pras.g_00098	Syab.g_01051
OG0000098	Pras.g_00232	Syab.g_01553
OG0000099	Pras.g_00294	Syab.g_00230
OG0000100	Pras.g_00427	Syab.g_01694
OG0000101	Pras.g_00687	Syab.g_00446
OG0000102	Pras.g_00748	Syab.g_00104
OG0000103	Pras.g_00829	Syab.g_01296, Syab.g_02895
OG0000104	Pras.g_00838	Syab.g_02910
OG0000105	Pras.g_01126	Syab.g_00303
OG0000106	Pras.g_01223	Syab.g_01817
OG0000108	Pras.g_01358	Syab.g_02096
OG0000109	Pras.g_01372	Syab.g_02112
OG0000110	Pras.g_01451	Syab.g_01984
OG0000111	Pras.g_01575	Syab.g_01201
OG0000112	Pras.g_01665	Syab.g_01392
OG0000113	Pras.g_01723	Syab.g_01689
OG0000114	Pras.g_01801	Syab.g_01633
OG0000115	Pras.g_01994	Syab.g_00748
OG0000116	Pras.g_00046	Syab.g_00945
OG0000117	Pras.g_00150	Syab.g_01018
OG0000118	Pras.g_00221, Pras.g_00222	Syab.g_00897
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Syab.g_00229
OG0000121	Pras.g_00352	Syab.g_00772
OG0000122	Pras.g_00391	Syab.g_01839
OG0000123	Pras.g_00694	Syab.g_00454
OG0000124	Pras.g_00759	Syab.g_00088
OG0000125	Pras.g_00797	Syab.g_02763
OG0000126	Pras.g_00837	Syab.g_02908
OG0000128	Pras.g_00853	Syab.g_00012
OG0000129	Pras.g_00897	Syab.g_02749
OG0000130	Pras.g_00921	Syab.g_02434
OG0000131	Pras.g_00996	Syab.g_02564
OG0000132	Pras.g_01015	Syab.g_02584
OG0000133	Pras.g_01174	Syab.g_01387
OG0000134	Pras.g_01210	Syab.g_00554
OG0000135	Pras.g_01236	Syab.g_02815
OG0000136	Pras.g_01319	Syab.g_00588
OG0000137	Pras.g_01353	Syab.g_00697
OG0000138	Pras.g_01373	Syab.g_02113
OG0000139	Pras.g_01414	Syab.g_02035
OG0000140	Pras.g_01415	Syab.g_02033
OG0000141	Pras.g_01483	Syab.g_01931
OG0000142	Pras.g_01511	Syab.g_01873
OG0000143	Pras.g_01515	Syab.g_01870
OG0000144	Pras.g_01528	Syab.g_01757
OG0000145	Pras.g_01664	Syab.g_02120
OG0000146	Pras.g_01666	Syab.g_01393
OG0000147	Pras.g_01667	Syab.g_01394
OG0000148	Pras.g_01717	Syab.g_01682
OG0000149	Pras.g_01747	Syab.g_01720
OG0000150	Pras.g_01755	Syab.g_01930
OG0000151	Pras.g_01811	Syab.g_01612
OG0000152	Pras.g_01859	Syab.g_01383
OG0000153	Pras.g_01878	Syab.g_01343
OG0000154	Pras.g_01908	Syab.g_01317
OG0000155	Pras.g_00076	Syab.g_01009
OG0000156	Pras.g_00197	Syab.g_00933
OG0000157	Pras.g_00198	Syab.g_00932
OG0000158	Pras.g_00289	Syab.g_00161
OG0000160	Pras.g_00351	Syab.g_00774
OG0000161	Pras.g_00357	Syab.g_00766
OG0000162	Pras.g_00363	Syab.g_00755
OG0000163	Pras.g_00399	Syab.g_02173
OG0000164	Pras.g_00574	Syab.g_02307
OG0000165	Pras.g_00581	Syab.g_02316
OG0000166	Pras.g_00651	Syab.g_00407
OG0000167	Pras.g_00717	Syab.g_00205
OG0000168	Pras.g_00727	Syab.g_00136
OG0000169	Pras.g_00737	Syab.g_00125
OG0000170	Pras.g_00739	Syab.g_00118
OG0000171	Pras.g_00758	Syab.g_00089
OG0000172	Pras.g_00768	Syab.g_00080
OG0000173	Pras.g_00783	Syab.g_00061
OG0000174	Pras.g_00811, Pras.g_00810	Syab.g_02819
OG0000175	Pras.g_00821	Syab.g_02876
OG0000176	Pras.g_00846	Syab.g_00004
OG0000177	Pras.g_00847	Syab.g_00005
OG0000178	Pras.g_00848	Syab.g_00006
OG0000179	Pras.g_00858	Syab.g_00022
OG0000180	Pras.g_00859	Syab.g_00023
OG0000181	Pras.g_00860	Syab.g_00024
OG0000182	Pras.g_00861	Syab.g_00025
OG0000183	Pras.g_00865	Syab.g_00029
OG0000184	Pras.g_00899	Syab.g_02738
OG0000185	Pras.g_00902	Syab.g_02715
OG0000186	Pras.g_00916	Syab.g_02430
OG0000187	Pras.g_00917	Syab.g_02431
OG0000188	Pras.g_00933	Syab.g_02454
OG0000189	Pras.g_00947	Syab.g_02487
OG0000190	Pras.g_00948	Syab.g_00190, Syab.g_00139
OG0000191	Pras.g_00968	Syab.g_02522
OG0000192	Pras.g_00972	Syab.g_02528
OG0000193	Pras.g_00997	Syab.g_02565
OG0000194	Pras.g_01000	Syab.g_02568
OG0000195	Pras.g_01002	Syab.g_02570
OG0000196	Pras.g_01012	Syab.g_02581
OG0000197	Pras.g_01013	Syab.g_02582
OG0000198	Pras.g_01014	Syab.g_02583
OG0000199	Pras.g_01021	Syab.g_02591
OG0000200	Pras.g_01035	Syab.g_02611
OG0000201	Pras.g_01043	Syab.g_02628
OG0000202	Pras.g_01044	Syab.g_02629
OG0000203	Pras.g_01045	Syab.g_02630
OG0000204	Pras.g_01046	Syab.g_02631
OG0000205	Pras.g_01053	Syab.g_02638
OG0000206	Pras.g_01058, Pras.g_01059	Syab.g_02674
OG0000207	Pras.g_01061	Syab.g_02677
OG0000208	Pras.g_01062	Syab.g_02678
OG0000209	Pras.g_01071	Syab.g_02698
OG0000210	Pras.g_01072	Syab.g_02699
OG0000212	Pras.g_01092	Syab.g_02365
OG0000213	Pras.g_01109	Syab.g_00332
OG0000214	Pras.g_01119	Syab.g_00312
OG0000215	Pras.g_01144	Syab.g_00281
OG0000216	Pras.g_01145	Syab.g_00277
OG0000217	Pras.g_01148	Syab.g_00273
OG0000218	Pras.g_01150	Syab.g_00271
OG0000219	Pras.g_01151	Syab.g_00270
OG0000220	Pras.g_01152	Syab.g_00269
OG0000221	Pras.g_01153	Syab.g_00257
OG0000222	Pras.g_01162	Syab.g_00244
OG0000223	Pras.g_01175	Syab.g_00226
OG0000224	Pras.g_01177	Syab.g_00223
OG0000225	Pras.g_01199	Syab.g_00538
OG0000226	Pras.g_01203	Syab.g_00542
OG0000227	Pras.g_01205	Syab.g_00544
OG0000228	Pras.g_01208	Syab.g_00550
OG0000229	Pras.g_01314	Syab.g_00583
OG0000230	Pras.g_01316	Syab.g_00585
OG0000231	Pras.g_01327	Syab.g_00613
OG0000232	Pras.g_01335	Syab.g_00631
OG0000233	Pras.g_01341	Syab.g_00645
OG0000234	Pras.g_01354	Syab.g_00699
OG0000235	Pras.g_01357	Syab.g_02095
OG0000236	Pras.g_01371	Syab.g_02111
OG0000237	Pras.g_01384	Syab.g_02129
OG0000238	Pras.g_01390	Syab.g_02134
OG0000239	Pras.g_01402	Syab.g_02151
OG0000240	Pras.g_01403	Syab.g_02152
OG0000241	Pras.g_01407	Syab.g_01884
OG0000242	Pras.g_01409	Syab.g_02043
OG0000243	Pras.g_01420	Syab.g_02025
OG0000244	Pras.g_01423	Syab.g_02017
OG0000245	Pras.g_01425	Syab.g_02015
OG0000246	Pras.g_01429	Syab.g_02011
OG0000247	Pras.g_01439	Syab.g_01999
OG0000248	Pras.g_01441	Syab.g_01996
OG0000249	Pras.g_01443	Syab.g_01994
OG0000250	Pras.g_01448	Syab.g_01988
OG0000251	Pras.g_01467	Syab.g_01961
OG0000252	Pras.g_01470	Syab.g_01958
OG0000253	Pras.g_01471	Syab.g_01956
OG0000254	Pras.g_01487	Syab.g_01925
OG0000255	Pras.g_01493	Syab.g_01912
OG0000256	Pras.g_01503	Syab.g_01890
OG0000257	Pras.g_01506	Syab.g_01885
OG0000258	Pras.g_01519	Syab.g_01861
OG0000259	Pras.g_01536	Syab.g_01538
OG0000260	Pras.g_01539	Syab.g_01544
OG0000261	Pras.g_01541	Syab.g_01556
OG0000262	Pras.g_00327, Pras.g_01545	Syab.g_01561
OG0000263	Pras.g_01557	Syab.g_01035
OG0000264	Pras.g_01567	Syab.g_01173
OG0000265	Pras.g_01606	Syab.g_01773
OG0000266	Pras.g_01616	Syab.g_01667
OG0000267	Pras.g_01627	Syab.g_01433
OG0000268	Pras.g_01628	Syab.g_01432
OG0000269	Pras.g_01696	Syab.g_01650
OG0000270	Pras.g_01699	Syab.g_01657
OG0000271	Pras.g_01707	Syab.g_01279
OG0000272	Pras.g_01708	Syab.g_01280
OG0000274	Pras.g_01732	Syab.g_01700
OG0000275	Pras.g_01734	Syab.g_01704
OG0000276	Pras.g_01739	Syab.g_01712
OG0000277	Pras.g_01740	Syab.g_01713
OG0000278	Pras.g_01743	Syab.g_01716
OG0000279	Pras.g_01750	Syab.g_01724
OG0000280	Pras.g_01751	Syab.g_01736
OG0000281	Pras.g_01756	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Pras.g_01803	Syab.g_01631
OG0000283	Pras.g_01836	Syab.g_01418
OG0000284	Pras.g_01841	Syab.g_01413
OG0000285	Pras.g_01846	Syab.g_01402
OG0000286	Pras.g_01858	Syab.g_01384
OG0000288	Pras.g_01907	Syab.g_01318
OG0000289	Pras.g_01918	Syab.g_01303
OG0000290	Pras.g_01931	Syab.g_01213
OG0000291	Pras.g_01933	Syab.g_01211
OG0000292	Pras.g_01982	Syab.g_02907
OG0000293	Pras.g_00047	Syab.g_00946
OG0000294	Pras.g_00048	Syab.g_00947
OG0000295	Pras.g_00068	Syab.g_01001
OG0000296	Pras.g_00070	Syab.g_01003
OG0000297	Pras.g_00078	Syab.g_01016
OG0000298	Pras.g_00079	Syab.g_01017
OG0000299	Pras.g_00096, Pras.g_00097	Syab.g_01047
OG0000300	Pras.g_00100	Syab.g_01054
OG0000301	Pras.g_00101	Syab.g_01055
OG0000302	Pras.g_00103	Syab.g_01056
OG0000303	Pras.g_00110	Syab.g_01149
OG0000304	Pras.g_00114	Syab.g_01143
OG0000305	Pras.g_00242	Syab.g_01208
OG0000306	Pras.g_00245	Syab.g_01819
OG0000307	Pras.g_00259	Syab.g_02078
OG0000308	Pras.g_00260	Syab.g_02076
OG0000309	Pras.g_00264	Syab.g_02071
OG0000310	Pras.g_00335	Syab.g_00817
OG0000311	Pras.g_00337	Syab.g_00811
OG0000312	Pras.g_00340	Syab.g_00793
OG0000313	Pras.g_00354	Syab.g_00769
OG0000314	Pras.g_00377	Syab.g_00736
OG0000315	Pras.g_00388	Syab.g_00726
OG0000316	Pras.g_00410	Syab.g_02189
OG0000317	Pras.g_00548	Syab.g_02251
OG0000318	Pras.g_00551	Syab.g_02257
OG0000319	Pras.g_00564	Syab.g_02291
OG0000320	Pras.g_00566	Syab.g_02293
OG0000321	Pras.g_00567	Syab.g_02294
OG0000322	Pras.g_00568	Syab.g_02295
OG0000323	Pras.g_00577	Syab.g_02310
OG0000324	Pras.g_00604	Syab.g_02341
OG0000325	Pras.g_00614	Syab.g_00368
OG0000326	Pras.g_00620	Syab.g_00375
OG0000327	Pras.g_00646	Syab.g_00402
OG0000328	Pras.g_00647	Syab.g_00403
OG0000329	Pras.g_00664	Syab.g_00420
OG0000330	Pras.g_00665	Syab.g_00421
OG0000331	Pras.g_00666	Syab.g_00422
OG0000332	Pras.g_00680	Syab.g_00437
OG0000333	Pras.g_00682	Syab.g_00440
OG0000334	Pras.g_00690	Syab.g_00450
OG0000335	Pras.g_00695	Syab.g_00455
OG0000336	Pras.g_00699	Syab.g_00459
OG0000337	Pras.g_00715	Syab.g_00210
OG0000338	Pras.g_00716	Syab.g_00207
OG0000339	Pras.g_00720	Syab.g_00201
OG0000340	Pras.g_00728	Syab.g_00135
OG0000341	Pras.g_00730	Syab.g_00157, Syab.g_00133
OG0000342	Pras.g_00731	Syab.g_00132
OG0000343	Pras.g_00732	Syab.g_00131
OG0000344	Pras.g_00735	Syab.g_00127
OG0000345	Pras.g_00740	Syab.g_00117
OG0000346	Pras.g_00744	Syab.g_00112
OG0000347	Pras.g_00761	Syab.g_00087
OG0000348	Pras.g_00771	Syab.g_00076
OG0000349	Pras.g_00788	Syab.g_00054
OG0000350	Pras.g_00806, Pras.g_00131	Syab.g_00382
OG0000351	Pras.g_00824	Syab.g_02879
OG0000352	Pras.g_00825	Syab.g_02880
OG0000353	Pras.g_00841	Syab.g_02913
OG0000355	Pras.g_00843	Syab.g_00001
OG0000356	Pras.g_00844	Syab.g_00002
OG0000357	Pras.g_00845	Syab.g_00003
OG0000358	Pras.g_00849	Syab.g_00007
OG0000359	Pras.g_00850	Syab.g_00009
OG0000360	Pras.g_00851	Syab.g_00010
OG0000361	Pras.g_00852	Syab.g_00011
OG0000362	Pras.g_00854	Syab.g_00013
OG0000363	Pras.g_00856	Syab.g_00015
OG0000364	Pras.g_00857	Syab.g_00016
OG0000365	Pras.g_00862	Syab.g_00026
OG0000366	Pras.g_00863	Syab.g_00027
OG0000367	Pras.g_00864	Syab.g_00028
OG0000368	Pras.g_00866	Syab.g_00030
OG0000369	Pras.g_00867	Syab.g_00031
OG0000370	Pras.g_00868	Syab.g_00032
OG0000371	Pras.g_00874	Syab.g_00711, Syab.g_00039
OG0000372	Pras.g_00877	Syab.g_00045
OG0000373	Pras.g_00878	Syab.g_00046
OG0000374	Pras.g_00879	Syab.g_00047
OG0000375	Pras.g_00893	Syab.g_00050
OG0000376	Pras.g_00895	Syab.g_00052
OG0000377	Pras.g_00898	Syab.g_02748
OG0000378	Pras.g_00900	Syab.g_02717
OG0000379	Pras.g_00903	Syab.g_02714
OG0000380	Pras.g_00918	Syab.g_02432
OG0000381	Pras.g_00922	Syab.g_02435
OG0000382	Pras.g_00932	Syab.g_02453
OG0000383	Pras.g_00934	Syab.g_02459
OG0000384	Pras.g_00935	Syab.g_02460
OG0000385	Pras.g_00936	Syab.g_02461
OG0000386	Pras.g_00937	Syab.g_02462
OG0000387	Pras.g_00950	Syab.g_02491
OG0000388	Pras.g_00953	Syab.g_02495
OG0000389	Pras.g_00957	Syab.g_02499
OG0000390	Pras.g_00964	Syab.g_02516
OG0000391	Pras.g_00967	Syab.g_02521
OG0000392	Pras.g_00971	Syab.g_02527
OG0000393	Pras.g_00973	Syab.g_02530
OG0000394	Pras.g_00974	Syab.g_02531
OG0000395	Pras.g_00975	Syab.g_02532
OG0000396	Pras.g_00978	Syab.g_02535
OG0000397	Pras.g_00980	Syab.g_02537
OG0000398	Pras.g_00982	Syab.g_02542
OG0000399	Pras.g_00983	Syab.g_02543
OG0000400	Pras.g_00984	Syab.g_02544
OG0000401	Pras.g_00985	Syab.g_02545
OG0000402	Pras.g_00987	Syab.g_02547
OG0000403	Pras.g_00988	Syab.g_02548
OG0000404	Pras.g_00989	Syab.g_02550
OG0000405	Pras.g_00993	Syab.g_02562
OG0000406	Pras.g_00998	Syab.g_02566
OG0000407	Pras.g_00999	Syab.g_02567
OG0000408	Pras.g_01001	Syab.g_02569
OG0000409	Pras.g_01003	Syab.g_02571
OG0000410	Pras.g_01004	Syab.g_02572
OG0000411	Pras.g_01005	Syab.g_02573
OG0000412	Pras.g_01006	Syab.g_02574
OG0000413	Pras.g_01007	Syab.g_02576
OG0000414	Pras.g_01008	Syab.g_02577
OG0000415	Pras.g_01009	Syab.g_02578
OG0000416	Pras.g_01010	Syab.g_02579
OG0000417	Pras.g_01011	Syab.g_02580
OG0000418	Pras.g_01016	Syab.g_02585
OG0000419	Pras.g_01018	Syab.g_02587
OG0000420	Pras.g_01019	Syab.g_02589
OG0000421	Pras.g_01024	Syab.g_02595
OG0000422	Pras.g_01025	Syab.g_02596
OG0000423	Pras.g_01026	Syab.g_02597
OG0000424	Pras.g_01027	Syab.g_02598
OG0000425	Pras.g_01028	Syab.g_02599
OG0000426	Pras.g_01029	Syab.g_02600
OG0000427	Pras.g_01030	Syab.g_02601
OG0000428	Pras.g_01032	Syab.g_02604
OG0000429	Pras.g_01033	Syab.g_02608
OG0000430	Pras.g_01034	Syab.g_02610
OG0000431	Pras.g_01036	Syab.g_02613
OG0000432	Pras.g_01039	Syab.g_02619
OG0000433	Pras.g_01040	Syab.g_02622
OG0000434	Pras.g_01041	Syab.g_02623
OG0000435	Pras.g_01042	Syab.g_02625
OG0000436	Pras.g_01047	Syab.g_02632
OG0000437	Pras.g_01048	Syab.g_02633
OG0000438	Pras.g_01049	Syab.g_02634
OG0000439	Pras.g_01051	Syab.g_02636
OG0000440	Pras.g_01052	Syab.g_02637
OG0000441	Pras.g_01055	Syab.g_02641
OG0000442	Pras.g_01056	Syab.g_02642
OG0000443	Pras.g_01057	Syab.g_02668
OG0000444	Pras.g_01063	Syab.g_02681
OG0000445	Pras.g_01064	Syab.g_02682
OG0000446	Pras.g_01065	Syab.g_02684
OG0000447	Pras.g_01066	Syab.g_02687
OG0000448	Pras.g_01067	Syab.g_02688
OG0000449	Pras.g_01068	Syab.g_02689
OG0000450	Pras.g_01069	Syab.g_02695
OG0000451	Pras.g_01070	Syab.g_02696
OG0000452	Pras.g_01073	Syab.g_02701
OG0000453	Pras.g_01074	Syab.g_02702
OG0000454	Pras.g_01075	Syab.g_02703
OG0000455	Pras.g_01076	Syab.g_02704
OG0000456	Pras.g_01077	Syab.g_02705
OG0000457	Pras.g_01078	Syab.g_02707
OG0000458	Pras.g_01079	Syab.g_02708
OG0000459	Pras.g_01080	Syab.g_02709
OG0000460	Pras.g_01087	Syab.g_02372
OG0000461	Pras.g_01094	Syab.g_00356
OG0000462	Pras.g_01096	Syab.g_00352
OG0000463	Pras.g_01097	Syab.g_00351
OG0000464	Pras.g_01098	Syab.g_00350
OG0000465	Pras.g_01099	Syab.g_00349
OG0000466	Pras.g_01102	Syab.g_00343
OG0000467	Pras.g_01103	Syab.g_00341
OG0000468	Pras.g_01105	Syab.g_00336
OG0000469	Pras.g_01114	Syab.g_00318
OG0000470	Pras.g_01116	Syab.g_00316
OG0000471	Pras.g_01117	Syab.g_00315
OG0000472	Pras.g_01118	Syab.g_00313
OG0000473	Pras.g_01120	Syab.g_00311
OG0000474	Pras.g_01121	Syab.g_00310
OG0000475	Pras.g_01122	Syab.g_00309
OG0000476	Pras.g_01123	Syab.g_00307
OG0000477	Pras.g_01127	Syab.g_00301
OG0000478	Pras.g_01128	Syab.g_00300
OG0000479	Pras.g_01129	Syab.g_00299
OG0000480	Pras.g_01134	Syab.g_00292
OG0000481	Pras.g_01136	Syab.g_00290
OG0000482	Pras.g_01137	Syab.g_00289
OG0000483	Pras.g_01140	Syab.g_00285
OG0000484	Pras.g_01141	Syab.g_00284
OG0000485	Pras.g_01142	Syab.g_00283
OG0000486	Pras.g_01143	Syab.g_00282
OG0000487	Pras.g_01146	Syab.g_00276
OG0000488	Pras.g_01149	Syab.g_00272
OG0000489	Pras.g_01155	Syab.g_00256
OG0000490	Pras.g_01160	Syab.g_00247
OG0000491	Pras.g_01161	Syab.g_00245
OG0000492	Pras.g_01163	Syab.g_00243
OG0000493	Pras.g_01164	Syab.g_00242
OG0000494	Pras.g_01165	Syab.g_00241
OG0000495	Pras.g_01166	Syab.g_00240
OG0000496	Pras.g_01167	Syab.g_00239
OG0000497	Pras.g_01168	Syab.g_00238
OG0000498	Pras.g_01169	Syab.g_00237
OG0000499	Pras.g_01170	Syab.g_00236
OG0000500	Pras.g_01171	Syab.g_00235
OG0000501	Pras.g_01173	Syab.g_00232
OG0000502	Pras.g_01176	Syab.g_00224
OG0000503	Pras.g_01187	Syab.g_00523
OG0000504	Pras.g_01188	Syab.g_00525
OG0000505	Pras.g_01189	Syab.g_00526
OG0000506	Pras.g_01191	Syab.g_00528
OG0000507	Pras.g_01194	Syab.g_00533
OG0000508	Pras.g_01198	Syab.g_00537
OG0000509	Pras.g_01200	Syab.g_00539
OG0000510	Pras.g_01201	Syab.g_00540
OG0000511	Pras.g_01202	Syab.g_00541
OG0000512	Pras.g_01204	Syab.g_00543
OG0000513	Pras.g_01211	Syab.g_00555
OG0000514	Pras.g_01309	Syab.g_00566
OG0000515	Pras.g_01310	Syab.g_00567
OG0000516	Pras.g_01311	Syab.g_00575
OG0000517	Pras.g_01313	Syab.g_00582
OG0000518	Pras.g_01324	Syab.g_00594
OG0000519	Pras.g_01325	Syab.g_00610
OG0000520	Pras.g_01326	Syab.g_00611
OG0000521	Pras.g_01331	Syab.g_00624
OG0000522	Pras.g_01332	Syab.g_00626
OG0000523	Pras.g_01333	Syab.g_00627
OG0000524	Pras.g_01339	Syab.g_00640
OG0000525	Pras.g_01342	Syab.g_00671
OG0000526	Pras.g_01343	Syab.g_00689
OG0000527	Pras.g_01351	Syab.g_00695
OG0000528	Pras.g_01356	Syab.g_02092
OG0000529	Pras.g_01359	Syab.g_02097
OG0000530	Pras.g_01362	Syab.g_02100
OG0000531	Pras.g_01363	Syab.g_02101
OG0000532	Pras.g_01365	Syab.g_02104
OG0000533	Pras.g_01366	Syab.g_02106
OG0000534	Pras.g_01367	Syab.g_02107
OG0000535	Pras.g_01368	Syab.g_02108
OG0000536	Pras.g_01369	Syab.g_02109
OG0000537	Pras.g_01370	Syab.g_02110
OG0000538	Pras.g_01378	Syab.g_02122
OG0000539	Pras.g_01379	Syab.g_02123
OG0000540	Pras.g_01380	Syab.g_02124
OG0000541	Pras.g_01381	Syab.g_02125
OG0000542	Pras.g_01383	Syab.g_02128
OG0000543	Pras.g_01385	Syab.g_02130
OG0000544	Pras.g_01386	Syab.g_02131
OG0000545	Pras.g_01388	Syab.g_02133
OG0000546	Pras.g_01391	Syab.g_02135
OG0000547	Pras.g_01393	Syab.g_02137
OG0000548	Pras.g_01394	Syab.g_02138
OG0000549	Pras.g_01396	Syab.g_02144
OG0000550	Pras.g_01401	Syab.g_02149
OG0000551	Pras.g_01404	Syab.g_02153
OG0000552	Pras.g_01405	Syab.g_02154
OG0000553	Pras.g_01406	Syab.g_02046
OG0000554	Pras.g_01411	Syab.g_02040
OG0000555	Pras.g_01419	Syab.g_02026
OG0000556	Pras.g_01421	Syab.g_02022
OG0000557	Pras.g_01422	Syab.g_02019
OG0000558	Pras.g_01424	Syab.g_02016
OG0000559	Pras.g_01428	Syab.g_02012
OG0000560	Pras.g_01431	Syab.g_02009
OG0000561	Pras.g_01432	Syab.g_02008
OG0000562	Pras.g_01433	Syab.g_02007
OG0000563	Pras.g_01434	Syab.g_02006
OG0000564	Pras.g_01435	Syab.g_02005
OG0000565	Pras.g_01438	Syab.g_02001
OG0000566	Pras.g_01440	Syab.g_01997
OG0000567	Pras.g_01444	Syab.g_01993
OG0000568	Pras.g_01445	Syab.g_01991
OG0000569	Pras.g_01446	Syab.g_01990
OG0000570	Pras.g_01447	Syab.g_01989
OG0000571	Pras.g_01449	Syab.g_01986
OG0000572	Pras.g_01463	Syab.g_01969
OG0000573	Pras.g_01468	Syab.g_01960
OG0000574	Pras.g_01469	Syab.g_01959
OG0000575	Pras.g_01473	Syab.g_01954
OG0000576	Pras.g_01475	Syab.g_01952
OG0000577	Pras.g_01476	Syab.g_01951
OG0000578	Pras.g_01477	Syab.g_01950
OG0000579	Pras.g_01478	Syab.g_01949
OG0000580	Pras.g_01479	Syab.g_01948
OG0000581	Pras.g_01481	Syab.g_01934
