Orthogroup	Pras	Syaq
OG0000130	Pras.g_00921	Syaq.g_01559
OG0000131	Pras.g_00996	Syaq.g_01427, Syaq.g_01424
OG0000132	Pras.g_01015	Syaq.g_01404
OG0000133	Pras.g_01174	Syaq.g_02481
OG0000134	Pras.g_01210	Syaq.g_00526
OG0000135	Pras.g_01236	Syaq.g_01227
OG0000136	Pras.g_01319	Syaq.g_00496
OG0000137	Pras.g_01353	Syaq.g_00442
OG0000138	Pras.g_01373	Syaq.g_01789
OG0000139	Pras.g_01414	Syaq.g_01844
OG0000140	Pras.g_01415	Syaq.g_01848
OG0000141	Pras.g_01483	Syaq.g_02010
OG0000142	Pras.g_01511	Syaq.g_02082
OG0000143	Pras.g_01515	Syaq.g_02086
OG0000144	Pras.g_01528	Syaq.g_02152
OG0000145	Pras.g_01664	Syaq.g_01796
OG0000146	Pras.g_01666	Syaq.g_02475
OG0000147	Pras.g_01667	Syaq.g_02474
OG0000148	Pras.g_01717	Syaq.g_02359
OG0000149	Pras.g_01747	Syaq.g_02395
OG0000150	Pras.g_01755	Syaq.g_02011
OG0000151	Pras.g_01811	Syaq.g_02283
OG0000152	Pras.g_01859	Syaq.g_02485
OG0000153	Pras.g_01878	Syaq.g_02518
OG0000154	Pras.g_01908	Syaq.g_00066
OG0000155	Pras.g_00076	Syaq.g_00212
OG0000156	Pras.g_00197	Syaq.g_00281
OG0000157	Pras.g_00198	Syaq.g_00282
OG0000158	Pras.g_00289	Syaq.g_01003
OG0000160	Pras.g_00351	Syaq.g_00374
OG0000161	Pras.g_00357	Syaq.g_00382
OG0000162	Pras.g_00363	Syaq.g_00389
OG0000163	Pras.g_00399	Syaq.g_01730
OG0000164	Pras.g_00574	Syaq.g_01642
OG0000165	Pras.g_00581	Syaq.g_01630
OG0000166	Pras.g_00651	Syaq.g_00647
OG0000167	Pras.g_00717	Syaq.g_00983
OG0000168	Pras.g_00727	Syaq.g_01004
OG0000169	Pras.g_00737	Syaq.g_01016
OG0000170	Pras.g_00739	Syaq.g_01023
OG0000171	Pras.g_00758	Syaq.g_01052
OG0000172	Pras.g_00768	Syaq.g_01074
OG0000173	Pras.g_00783	Syaq.g_01092
OG0000174	Pras.g_00811, Pras.g_00810	Syaq.g_01224
OG0000175	Pras.g_00821	Syaq.g_01183
OG0000176	Pras.g_00846	Syaq.g_01146
OG0000177	Pras.g_00847	Syaq.g_01145
OG0000178	Pras.g_00848	Syaq.g_01144
OG0000179	Pras.g_00858	Syaq.g_01129
OG0000180	Pras.g_00859	Syaq.g_01128
OG0000181	Pras.g_00860	Syaq.g_01127
OG0000182	Pras.g_00861	Syaq.g_01126
OG0000183	Pras.g_00865	Syaq.g_01122
OG0000184	Pras.g_00899	Syaq.g_01277
OG0000185	Pras.g_00902	Syaq.g_01290
OG0000186	Pras.g_00916	Syaq.g_01563
OG0000187	Pras.g_00917	Syaq.g_01561
OG0000188	Pras.g_00933	Syaq.g_01539
OG0000189	Pras.g_00947	Syaq.g_01499
OG0000190	Pras.g_00948	Syaq.g_01497
OG0000191	Pras.g_00968	Syaq.g_01467
OG0000192	Pras.g_00972	Syaq.g_01462
OG0000193	Pras.g_00997	Syaq.g_01423
OG0000194	Pras.g_01000	Syaq.g_01420
OG0000195	Pras.g_01002	Syaq.g_01418
OG0000196	Pras.g_01012	Syaq.g_01407
OG0000197	Pras.g_01013	Syaq.g_01406
OG0000198	Pras.g_01014	Syaq.g_01405
OG0000199	Pras.g_01021	Syaq.g_01398
OG0000200	Pras.g_01035	Syaq.g_01382
OG0000201	Pras.g_01043	Syaq.g_01365
OG0000202	Pras.g_01044	Syaq.g_01364
OG0000203	Pras.g_01045	Syaq.g_01363
OG0000204	Pras.g_01046	Syaq.g_01362
OG0000205	Pras.g_01053	Syaq.g_01355
OG0000206	Pras.g_01058, Pras.g_01059	Syaq.g_01345
OG0000207	Pras.g_01061	Syaq.g_01338
OG0000208	Pras.g_01062	Syaq.g_01337
OG0000209	Pras.g_01071	Syaq.g_01310
OG0000210	Pras.g_01072	Syaq.g_01309
OG0000211	Pras.g_01085	Syaq.g_01570
OG0000212	Pras.g_01092	Syaq.g_01586
OG0000213	Pras.g_01109	Syaq.g_00729
OG0000214	Pras.g_01119	Syaq.g_00745
OG0000215	Pras.g_01144	Syaq.g_00777
OG0000216	Pras.g_01145	Syaq.g_00781
OG0000217	Pras.g_01148	Syaq.g_00844
OG0000218	Pras.g_01150	Syaq.g_00846
OG0000219	Pras.g_01151	Syaq.g_00847
OG0000220	Pras.g_01152	Syaq.g_00848
OG0000221	Pras.g_01153	Syaq.g_00856
OG0000222	Pras.g_01162	Syaq.g_00868
OG0000223	Pras.g_01175	Syaq.g_00946
OG0000224	Pras.g_01177	Syaq.g_00950
OG0000225	Pras.g_01199	Syaq.g_00543
OG0000226	Pras.g_01203	Syaq.g_00536
OG0000227	Pras.g_01205	Syaq.g_00534
OG0000228	Pras.g_01208	Syaq.g_00531
OG0000229	Pras.g_01314	Syaq.g_00501
OG0000230	Pras.g_01316	Syaq.g_00499
OG0000231	Pras.g_01327	Syaq.g_00485
OG0000232	Pras.g_01335	Syaq.g_00472
OG0000233	Pras.g_01341	Syaq.g_00464
OG0000234	Pras.g_01354	Syaq.g_00440
OG0000235	Pras.g_01357	Syaq.g_01771
OG0000236	Pras.g_01371	Syaq.g_01787
OG0000237	Pras.g_01384	Syaq.g_01805
OG0000238	Pras.g_01390	Syaq.g_01810
OG0000239	Pras.g_01402	Syaq.g_01826
OG0000240	Pras.g_01403	Syaq.g_01827
OG0000241	Pras.g_01407	Syaq.g_02074
OG0000242	Pras.g_01409	Syaq.g_01836
OG0000243	Pras.g_01420	Syaq.g_01922
OG0000244	Pras.g_01423	Syaq.g_01928
OG0000245	Pras.g_01425	Syaq.g_01930
OG0000246	Pras.g_01429	Syaq.g_01934
OG0000247	Pras.g_01439	Syaq.g_01945
OG0000248	Pras.g_01441	Syaq.g_01948
OG0000249	Pras.g_01443	Syaq.g_01950
OG0000250	Pras.g_01448	Syaq.g_01958
OG0000251	Pras.g_01467	Syaq.g_01984
OG0000252	Pras.g_01470	Syaq.g_01987
OG0000253	Pras.g_01471	Syaq.g_01989
OG0000254	Pras.g_01487	Syaq.g_02016
OG0000255	Pras.g_01493	Syaq.g_02041
OG0000256	Pras.g_01503	Syaq.g_02068
OG0000257	Pras.g_01506	Syaq.g_02073
OG0000258	Pras.g_01519	Syaq.g_02095
OG0000259	Pras.g_01536	Syaq.g_02239
OG0000260	Pras.g_01539	Syaq.g_02242
OG0000261	Pras.g_01541	Syaq.g_02245
OG0000262	Pras.g_00327, Pras.g_01545	Syaq.g_02250
OG0000263	Pras.g_01557	Syaq.g_00185
OG0000264	Pras.g_01567	Syaq.g_02582
OG0000266	Pras.g_01616	Syaq.g_00037
OG0000267	Pras.g_01627	Syaq.g_02430
OG0000268	Pras.g_01628	Syaq.g_02431
OG0000269	Pras.g_01696	Syaq.g_02335
OG0000270	Pras.g_01699	Syaq.g_02338
OG0000271	Pras.g_01707	Syaq.g_02346
OG0000272	Pras.g_01708	Syaq.g_02347
OG0000273	Pras.g_01731	Syaq.g_02376
OG0000274	Pras.g_01732	Syaq.g_02377
OG0000275	Pras.g_01734	Syaq.g_02380
OG0000276	Pras.g_01739	Syaq.g_02387
OG0000277	Pras.g_01740	Syaq.g_02388
OG0000278	Pras.g_01743	Syaq.g_02391
OG0000279	Pras.g_01750	Syaq.g_02401
OG0000280	Pras.g_01751	Syaq.g_02410
OG0000281	Pras.g_01756	Syaq.g_02224
OG0000282	Pras.g_01803	Syaq.g_02271
OG0000283	Pras.g_01836	Syaq.g_02445
OG0000284	Pras.g_01841	Syaq.g_02450
OG0000285	Pras.g_01846	Syaq.g_02466
OG0000286	Pras.g_01858	Syaq.g_02484
OG0000288	Pras.g_01907	Syaq.g_00067
OG0000289	Pras.g_01918	Syaq.g_00053
OG0000290	Pras.g_01931	Syaq.g_02682
OG0000291	Pras.g_01933	Syaq.g_02680
OG0000292	Pras.g_01982	Syaq.g_01157
OG0000293	Pras.g_00047	Syaq.g_00262
OG0000294	Pras.g_00048	Syaq.g_00261
OG0000295	Pras.g_00068	Syaq.g_00220
OG0000296	Pras.g_00070	Syaq.g_00218
OG0000297	Pras.g_00078	Syaq.g_00205
OG0000298	Pras.g_00079	Syaq.g_00204
OG0000299	Pras.g_00096, Pras.g_00097	Syaq.g_00171
OG0000300	Pras.g_00100	Syaq.g_00164
OG0000301	Pras.g_00101	Syaq.g_00163
OG0000302	Pras.g_00103	Syaq.g_00162
OG0000303	Pras.g_00110	Syaq.g_00152
OG0000304	Pras.g_00114	Syaq.g_00146
OG0000305	Pras.g_00242	Syaq.g_02677
OG0000306	Pras.g_00245	Syaq.g_01861
OG0000307	Pras.g_00259	Syaq.g_01754
OG0000308	Pras.g_00260	Syaq.g_01752
OG0000309	Pras.g_00264	Syaq.g_01747
OG0000310	Pras.g_00335	Syaq.g_00347
OG0000311	Pras.g_00337	Syaq.g_00352
OG0000312	Pras.g_00340	Syaq.g_00359
OG0000313	Pras.g_00354	Syaq.g_00379
OG0000314	Pras.g_00377	Syaq.g_00408
OG0000315	Pras.g_00388	Syaq.g_00418
OG0000316	Pras.g_00410	Syaq.g_01716
OG0000317	Pras.g_00548	Syaq.g_01675
OG0000318	Pras.g_00551	Syaq.g_01672
OG0000319	Pras.g_00564	Syaq.g_01657
OG0000320	Pras.g_00566	Syaq.g_01655
OG0000321	Pras.g_00567	Syaq.g_01654
OG0000322	Pras.g_00568	Syaq.g_01653
OG0000323	Pras.g_00577	Syaq.g_01638
OG0000324	Pras.g_00604	Syaq.g_01605
OG0000325	Pras.g_00614	Syaq.g_00693
OG0000326	Pras.g_00620	Syaq.g_00686
OG0000327	Pras.g_00646	Syaq.g_00652
OG0000328	Pras.g_00647	Syaq.g_00651
OG0000329	Pras.g_00664	Syaq.g_00633
OG0000330	Pras.g_00665	Syaq.g_00632
OG0000331	Pras.g_00666	Syaq.g_00631
OG0000332	Pras.g_00680	Syaq.g_00616
OG0000333	Pras.g_00682	Syaq.g_00613
OG0000334	Pras.g_00690	Syaq.g_00603
OG0000335	Pras.g_00695	Syaq.g_00598
OG0000336	Pras.g_00699	Syaq.g_00594
OG0000337	Pras.g_00715	Syaq.g_00975
OG0000338	Pras.g_00716	Syaq.g_00981
OG0000339	Pras.g_00720	Syaq.g_00988
OG0000340	Pras.g_00728	Syaq.g_01005
OG0000341	Pras.g_00730	Syaq.g_01007
OG0000342	Pras.g_00731	Syaq.g_01008
OG0000343	Pras.g_00732	Syaq.g_01010
OG0000344	Pras.g_00735	Syaq.g_01014
OG0000345	Pras.g_00740	Syaq.g_01024
OG0000346	Pras.g_00744	Syaq.g_01029
OG0000347	Pras.g_00761	Syaq.g_01057
OG0000348	Pras.g_00771	Syaq.g_01070
OG0000349	Pras.g_00788	Syaq.g_01099
OG0000350	Pras.g_00806, Pras.g_00131	Syaq.g_00679
OG0000351	Pras.g_00824	Syaq.g_01179
OG0000352	Pras.g_00825	Syaq.g_01178
OG0000353	Pras.g_00841	Syaq.g_01151
OG0000355	Pras.g_00843	Syaq.g_01149
OG0000356	Pras.g_00844	Syaq.g_01148
OG0000357	Pras.g_00845	Syaq.g_01147
OG0000358	Pras.g_00849	Syaq.g_01143
OG0000359	Pras.g_00850	Syaq.g_01141
OG0000360	Pras.g_00851	Syaq.g_01140
OG0000361	Pras.g_00852	Syaq.g_01139
OG0000362	Pras.g_00854	Syaq.g_01137
OG0000363	Pras.g_00856	Syaq.g_01135
OG0000364	Pras.g_00857	Syaq.g_01134
OG0000365	Pras.g_00862	Syaq.g_01125
OG0000366	Pras.g_00863	Syaq.g_01124
OG0000367	Pras.g_00864	Syaq.g_01123
OG0000368	Pras.g_00866	Syaq.g_01121
OG0000369	Pras.g_00867	Syaq.g_01120
OG0000370	Pras.g_00868	Syaq.g_01119
OG0000371	Pras.g_00874	Syaq.g_01111
OG0000372	Pras.g_00877	Syaq.g_01106
OG0000373	Pras.g_00878	Syaq.g_01105
OG0000374	Pras.g_00879	Syaq.g_01104
OG0000375	Pras.g_00893	Syaq.g_01103
OG0000376	Pras.g_00895	Syaq.g_01101
OG0000377	Pras.g_00898	Syaq.g_01270
OG0000378	Pras.g_00900	Syaq.g_01286
OG0000379	Pras.g_00903	Syaq.g_01291
OG0000380	Pras.g_00918	Syaq.g_01560
OG0000381	Pras.g_00922	Syaq.g_01558
OG0000382	Pras.g_00932	Syaq.g_01540
OG0000383	Pras.g_00934	Syaq.g_01535
OG0000384	Pras.g_00935	Syaq.g_01534
OG0000385	Pras.g_00936	Syaq.g_01533
OG0000386	Pras.g_00937	Syaq.g_01532
OG0000387	Pras.g_00950	Syaq.g_01495
OG0000388	Pras.g_00953	Syaq.g_01491
OG0000389	Pras.g_00957	Syaq.g_01488
OG0000390	Pras.g_00964	Syaq.g_01473
OG0000391	Pras.g_00967	Syaq.g_01468
OG0000392	Pras.g_00971	Syaq.g_01463
OG0000393	Pras.g_00973	Syaq.g_01460
OG0000394	Pras.g_00974	Syaq.g_01459
OG0000395	Pras.g_00975	Syaq.g_01458
OG0000396	Pras.g_00978	Syaq.g_01455
OG0000397	Pras.g_00980	Syaq.g_01453
OG0000398	Pras.g_00982	Syaq.g_01448
OG0000399	Pras.g_00983	Syaq.g_01447
OG0000400	Pras.g_00984	Syaq.g_01446
OG0000401	Pras.g_00985	Syaq.g_01445
OG0000402	Pras.g_00987	Syaq.g_01443
OG0000403	Pras.g_00988	Syaq.g_01442
OG0000404	Pras.g_00989	Syaq.g_01440
OG0000405	Pras.g_00993	Syaq.g_01429
OG0000406	Pras.g_00998	Syaq.g_01422
OG0000407	Pras.g_00999	Syaq.g_01421
OG0000408	Pras.g_01001	Syaq.g_01419
OG0000409	Pras.g_01003	Syaq.g_01417
OG0000410	Pras.g_01004	Syaq.g_01416
OG0000411	Pras.g_01005	Syaq.g_01415
OG0000412	Pras.g_01006	Syaq.g_01414
OG0000413	Pras.g_01007	Syaq.g_01412
OG0000414	Pras.g_01008	Syaq.g_01411
OG0000415	Pras.g_01009	Syaq.g_01410
OG0000416	Pras.g_01010	Syaq.g_01409
OG0000417	Pras.g_01011	Syaq.g_01408
OG0000418	Pras.g_01016	Syaq.g_01403
OG0000419	Pras.g_01018	Syaq.g_01401
OG0000420	Pras.g_01019	Syaq.g_01400
OG0000421	Pras.g_01024	Syaq.g_01395
OG0000422	Pras.g_01025	Syaq.g_01394
OG0000423	Pras.g_01026	Syaq.g_01393
OG0000424	Pras.g_01027	Syaq.g_01392
OG0000425	Pras.g_01028	Syaq.g_01391
OG0000426	Pras.g_01029	Syaq.g_01390
OG0000427	Pras.g_01030	Syaq.g_01389
OG0000428	Pras.g_01032	Syaq.g_01386
OG0000429	Pras.g_01033	Syaq.g_01384
OG0000430	Pras.g_01034	Syaq.g_01383
OG0000431	Pras.g_01036	Syaq.g_01380
OG0000432	Pras.g_01039	Syaq.g_01374
OG0000433	Pras.g_01040	Syaq.g_01369
OG0000434	Pras.g_01041	Syaq.g_01368
OG0000435	Pras.g_01042	Syaq.g_01367
OG0000436	Pras.g_01047	Syaq.g_01361
OG0000437	Pras.g_01048	Syaq.g_01360
OG0000438	Pras.g_01049	Syaq.g_01359
OG0000439	Pras.g_01051	Syaq.g_01357
OG0000440	Pras.g_01052	Syaq.g_01356
OG0000441	Pras.g_01055	Syaq.g_01352
OG0000442	Pras.g_01056	Syaq.g_01350
OG0000443	Pras.g_01057	Syaq.g_01347
OG0000444	Pras.g_01063	Syaq.g_01333
OG0000445	Pras.g_01064	Syaq.g_01332
OG0000446	Pras.g_01065	Syaq.g_01330
OG0000447	Pras.g_01066	Syaq.g_01328
OG0000448	Pras.g_01067	Syaq.g_01327
OG0000449	Pras.g_01068	Syaq.g_01320
OG0000450	Pras.g_01069	Syaq.g_01313
OG0000451	Pras.g_01070	Syaq.g_01312
OG0000452	Pras.g_01073	Syaq.g_01308
OG0000453	Pras.g_01074	Syaq.g_01307
OG0000454	Pras.g_01075	Syaq.g_01306
OG0000455	Pras.g_01076	Syaq.g_01305
OG0000456	Pras.g_01077	Syaq.g_01304
OG0000457	Pras.g_01078	Syaq.g_01302
OG0000458	Pras.g_01079	Syaq.g_01299
OG0000459	Pras.g_01080	Syaq.g_01298
OG0000460	Pras.g_01087	Syaq.g_01577
OG0000461	Pras.g_01094	Syaq.g_00707
OG0000462	Pras.g_01096	Syaq.g_00710
OG0000463	Pras.g_01097	Syaq.g_00711
OG0000464	Pras.g_01098	Syaq.g_00712
OG0000465	Pras.g_01099	Syaq.g_00714
OG0000466	Pras.g_01102	Syaq.g_00718
OG0000467	Pras.g_01103	Syaq.g_00720
OG0000468	Pras.g_01105	Syaq.g_00725
OG0000469	Pras.g_01114	Syaq.g_00739
OG0000470	Pras.g_01116	Syaq.g_00741
OG0000471	Pras.g_01117	Syaq.g_00742
OG0000472	Pras.g_01118	Syaq.g_00744
OG0000473	Pras.g_01120	Syaq.g_00746
OG0000474	Pras.g_01121	Syaq.g_00747
OG0000475	Pras.g_01122	Syaq.g_00748
OG0000476	Pras.g_01123	Syaq.g_00750
OG0000477	Pras.g_01127	Syaq.g_00756
OG0000478	Pras.g_01128	Syaq.g_00757
OG0000479	Pras.g_01129	Syaq.g_00759
OG0000480	Pras.g_01134	Syaq.g_00766
OG0000481	Pras.g_01136	Syaq.g_00768
OG0000482	Pras.g_01137	Syaq.g_00769
OG0000483	Pras.g_01140	Syaq.g_00773
OG0000484	Pras.g_01141	Syaq.g_00774
OG0000485	Pras.g_01142	Syaq.g_00775
OG0000486	Pras.g_01143	Syaq.g_00776
OG0000487	Pras.g_01146	Syaq.g_00782
OG0000488	Pras.g_01149	Syaq.g_00845
OG0000489	Pras.g_01155	Syaq.g_00857
OG0000490	Pras.g_01160	Syaq.g_00864
OG0000491	Pras.g_01161	Syaq.g_00865
OG0000492	Pras.g_01163	Syaq.g_00869
OG0000493	Pras.g_01164	Syaq.g_00870
OG0000494	Pras.g_01165	Syaq.g_00871
OG0000495	Pras.g_01166	Syaq.g_00872
OG0000496	Pras.g_01167	Syaq.g_00873
OG0000497	Pras.g_01168	Syaq.g_00874
OG0000498	Pras.g_01169	Syaq.g_00875
OG0000499	Pras.g_01170	Syaq.g_00876
OG0000500	Pras.g_01171	Syaq.g_00877
OG0000501	Pras.g_01173	Syaq.g_00880
OG0000502	Pras.g_01176	Syaq.g_00953
OG0000503	Pras.g_01187	Syaq.g_00559
OG0000504	Pras.g_01188	Syaq.g_00557
OG0000505	Pras.g_01189	Syaq.g_00556
OG0000506	Pras.g_01191	Syaq.g_00554
OG0000507	Pras.g_01194	Syaq.g_00548
OG0000508	Pras.g_01198	Syaq.g_00544
OG0000509	Pras.g_01200	Syaq.g_00542
OG0000510	Pras.g_01201	Syaq.g_00538
OG0000511	Pras.g_01202	Syaq.g_00537
OG0000512	Pras.g_01204	Syaq.g_00535
OG0000513	Pras.g_01211	Syaq.g_00525
OG0000514	Pras.g_01309	Syaq.g_00514
OG0000515	Pras.g_01310	Syaq.g_00513
OG0000516	Pras.g_01311	Syaq.g_00509
OG0000517	Pras.g_01313	Syaq.g_00502
OG0000518	Pras.g_01324	Syaq.g_00490
OG0000519	Pras.g_01325	Syaq.g_00489
OG0000520	Pras.g_01326	Syaq.g_00488
OG0000521	Pras.g_01331	Syaq.g_00477
OG0000522	Pras.g_01332	Syaq.g_00475
OG0000523	Pras.g_01333	Syaq.g_00474
OG0000524	Pras.g_01339	Syaq.g_00469
OG0000525	Pras.g_01342	Syaq.g_00450
OG0000526	Pras.g_01343	Syaq.g_00448
OG0000527	Pras.g_01351	Syaq.g_00444
OG0000528	Pras.g_01356	Syaq.g_01768
OG0000529	Pras.g_01359	Syaq.g_01773
OG0000530	Pras.g_01362	Syaq.g_01776
OG0000531	Pras.g_01363	Syaq.g_01777
OG0000532	Pras.g_01365	Syaq.g_01780
OG0000533	Pras.g_01366	Syaq.g_01782
OG0000534	Pras.g_01367	Syaq.g_01783
OG0000535	Pras.g_01368	Syaq.g_01784
OG0000536	Pras.g_01369	Syaq.g_01785
OG0000537	Pras.g_01370	Syaq.g_01786
OG0000538	Pras.g_01378	Syaq.g_01798
OG0000539	Pras.g_01379	Syaq.g_01799
OG0000540	Pras.g_01380	Syaq.g_01800
OG0000541	Pras.g_01381	Syaq.g_01801
OG0000542	Pras.g_01383	Syaq.g_01804
OG0000543	Pras.g_01385	Syaq.g_01806
OG0000544	Pras.g_01386	Syaq.g_02567
OG0000545	Pras.g_01388	Syaq.g_01809
OG0000546	Pras.g_01391	Syaq.g_01811
OG0000547	Pras.g_01393	Syaq.g_01813
OG0000548	Pras.g_01394	Syaq.g_01814
OG0000549	Pras.g_01396	Syaq.g_01819
OG0000550	Pras.g_01401	Syaq.g_01824
OG0000551	Pras.g_01404	Syaq.g_01829
OG0000552	Pras.g_01405	Syaq.g_01830
OG0000553	Pras.g_01406	Syaq.g_01834
OG0000554	Pras.g_01411	Syaq.g_01839
OG0000555	Pras.g_01419	Syaq.g_01857
OG0000556	Pras.g_01421	Syaq.g_01925
OG0000557	Pras.g_01422	Syaq.g_01927
OG0000558	Pras.g_01424	Syaq.g_01929
OG0000559	Pras.g_01428	Syaq.g_01933
OG0000560	Pras.g_01431	Syaq.g_01936
OG0000561	Pras.g_01432	Syaq.g_01937
OG0000562	Pras.g_01433	Syaq.g_01938
OG0000563	Pras.g_01434	Syaq.g_01939
OG0000564	Pras.g_01435	Syaq.g_01940
OG0000565	Pras.g_01438	Syaq.g_01943
OG0000566	Pras.g_01440	Syaq.g_01947
OG0000567	Pras.g_01444	Syaq.g_01951
OG0000568	Pras.g_01445	Syaq.g_01954
OG0000569	Pras.g_01446	Syaq.g_01955
OG0000570	Pras.g_01447	Syaq.g_01956
OG0000571	Pras.g_01449	Syaq.g_01960
OG0000572	Pras.g_01463	Syaq.g_01977
OG0000573	Pras.g_01468	Syaq.g_01985
OG0000574	Pras.g_01469	Syaq.g_01986
OG0000575	Pras.g_01473	Syaq.g_01991
OG0000576	Pras.g_01475	Syaq.g_01993
OG0000577	Pras.g_01476	Syaq.g_01994
OG0000578	Pras.g_01477	Syaq.g_01995
