Orthogroup	Pras	Prbm
OG0000063	Pras.g_00875	Prbm.g_01947
OG0000065	Pras.g_00958	Prbm.g_00164
OG0000066	Pras.g_01416	Prbm.g_00572
OG0000067	Pras.g_01701, Pras.g_00311	Prbm.g_00814
OG0000068	Pras.g_00250	Prbm.g_01660
OG0000069	Pras.g_00538, Pras.g_00464	Prbm.g_00772, Prbm.g_01414, Prbm.g_01387, Prbm.g_01753
OG0000070	Pras.g_01328	Prbm.g_00460
OG0000071	Pras.g_00209	Prbm.g_00468, Prbm.g_01611
OG0000072	Pras.g_01022	Prbm.g_00230
OG0000073	Pras.g_01377	Prbm.g_00533
OG0000074	Pras.g_01558	Prbm.g_00717
OG0000075	Pras.g_00719	Prbm.g_02069
OG0000076	Pras.g_00883, Pras.g_00743	Prbm.g_02094
OG0000077	Pras.g_00929	Prbm.g_00135
OG0000078	Pras.g_01091	Prbm.g_00300
OG0000079	Pras.g_01104	Prbm.g_00311
OG0000081	Pras.g_01408	Prbm.g_00564
OG0000082	Pras.g_01462	Prbm.g_01900
OG0000083	Pras.g_01638, Pras.g_01631	Prbm.g_01436, Prbm.g_01988, Prbm.g_00081
OG0000084	Pras.g_00346	Prbm.g_01706
OG0000085	Pras.g_00543	Prbm.g_01834
OG0000086	Pras.g_00939	Prbm.g_00145
OG0000087	Pras.g_00990	Prbm.g_00198
OG0000088	Pras.g_01017	Prbm.g_00225
OG0000089	Pras.g_01209	Prbm.g_00423
OG0000090	Pras.g_01410	Prbm.g_00566
OG0000091	Pras.g_01518	Prbm.g_00673
OG0000092	Pras.g_01806	Prbm.g_00934
OG0000093	Pras.g_01827	Prbm.g_00799
OG0000094	Pras.g_01915	Prbm.g_00888
OG0000095	Pras.g_01934	Prbm.g_01064
OG0000096	Pras.g_00004, Pras.g_00163	Prbm.g_01359
OG0000097	Pras.g_00098	Prbm.g_01502
OG0000098	Pras.g_00232	Prbm.g_01630
OG0000099	Pras.g_00294	Prbm.g_00394
OG0000100	Pras.g_00427	Prbm.g_01787
OG0000101	Pras.g_00687	Prbm.g_02033
OG0000102	Pras.g_00748	Prbm.g_02099
OG0000103	Pras.g_00829	Prbm.g_02218
OG0000104	Pras.g_00838	Prbm.g_02229
OG0000105	Pras.g_01126	Prbm.g_00331
OG0000106	Pras.g_01223	Prbm.g_01172, Prbm.g_01237
OG0000107	Pras.g_01239	Prbm.g_01949
OG0000108	Pras.g_01358	Prbm.g_00506
OG0000109	Pras.g_01372	Prbm.g_00519
OG0000110	Pras.g_01451	Prbm.g_00607
OG0000111	Pras.g_01575	Prbm.g_00736
OG0000112	Pras.g_01665	Prbm.g_00980
OG0000113	Pras.g_01723	Prbm.g_00838, Prbm.g_01191
OG0000114	Pras.g_01801	Prbm.g_00929
OG0000115	Pras.g_01994	Prbm.g_01803
OG0000116	Pras.g_00046	Prbm.g_01560
OG0000117	Pras.g_00150	Prbm.g_01522
OG0000118	Pras.g_00221, Pras.g_00222	Prbm.g_01622
OG0000119	Pras.g_00246	Prbm.g_01653
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Prbm.g_00707
OG0000121	Pras.g_00352	Prbm.g_01712
OG0000122	Pras.g_00391	Prbm.g_01751
OG0000123	Pras.g_00694	Prbm.g_02040
OG0000124	Pras.g_00759	Prbm.g_02111
OG0000125	Pras.g_00797	Prbm.g_02176
OG0000126	Pras.g_00837	Prbm.g_02228
OG0000128	Pras.g_00853	Prbm.g_00011
OG0000129	Pras.g_00897	Prbm.g_00053
OG0000130	Pras.g_00921	Prbm.g_00126
OG0000131	Pras.g_00996	Prbm.g_00204
OG0000132	Pras.g_01015	Prbm.g_00223
OG0000133	Pras.g_01174	Prbm.g_00377
OG0000134	Pras.g_01210	Prbm.g_00425
OG0000135	Pras.g_01236	Prbm.g_01389
OG0000136	Pras.g_01319	Prbm.g_00451
OG0000137	Pras.g_01353	Prbm.g_00500
OG0000138	Pras.g_01373	Prbm.g_00520
OG0000139	Pras.g_01414	Prbm.g_00570
OG0000140	Pras.g_01415	Prbm.g_00571
OG0000141	Pras.g_01483	Prbm.g_00638
OG0000142	Pras.g_01511	Prbm.g_00666
OG0000143	Pras.g_01515	Prbm.g_00670
OG0000144	Pras.g_01528	Prbm.g_00683
OG0000145	Pras.g_01664	Prbm.g_01094
OG0000146	Pras.g_01666	Prbm.g_00979
OG0000147	Pras.g_01667	Prbm.g_00978
OG0000148	Pras.g_01717	Prbm.g_00832
OG0000149	Pras.g_01747	Prbm.g_00862
OG0000150	Pras.g_01755	Prbm.g_00870
OG0000151	Pras.g_01811	Prbm.g_00940
OG0000152	Pras.g_01859	Prbm.g_00988
OG0000153	Pras.g_01878	Prbm.g_01006
OG0000154	Pras.g_01908	Prbm.g_01035
OG0000155	Pras.g_00076	Prbm.g_01527
OG0000156	Pras.g_00197	Prbm.g_01600
OG0000157	Pras.g_00198	Prbm.g_01601
OG0000158	Pras.g_00289	Prbm.g_02077
OG0000160	Pras.g_00351	Prbm.g_01711
OG0000161	Pras.g_00357	Prbm.g_01717
OG0000162	Pras.g_00363	Prbm.g_01723
OG0000163	Pras.g_00399	Prbm.g_01759
OG0000164	Pras.g_00574	Prbm.g_01863
OG0000165	Pras.g_00581	Prbm.g_01871
OG0000166	Pras.g_00651	Prbm.g_01996
OG0000167	Pras.g_00717	Prbm.g_02067
OG0000168	Pras.g_00727	Prbm.g_02078
OG0000169	Pras.g_00737	Prbm.g_02088
OG0000170	Pras.g_00739	Prbm.g_02090
OG0000171	Pras.g_00758	Prbm.g_02110
OG0000172	Pras.g_00768	Prbm.g_02146
OG0000173	Pras.g_00783	Prbm.g_02161
OG0000174	Pras.g_00811, Pras.g_00810	Prbm.g_02192
OG0000175	Pras.g_00821	Prbm.g_02209
OG0000176	Pras.g_00846	Prbm.g_00004
OG0000177	Pras.g_00847	Prbm.g_00005
OG0000178	Pras.g_00848	Prbm.g_00006
OG0000179	Pras.g_00858	Prbm.g_00016
OG0000180	Pras.g_00859	Prbm.g_00017
OG0000181	Pras.g_00860	Prbm.g_00018
OG0000182	Pras.g_00861	Prbm.g_00019
OG0000183	Pras.g_00865	Prbm.g_00023
OG0000184	Pras.g_00899	Prbm.g_00055
OG0000185	Pras.g_00902	Prbm.g_00058
OG0000186	Pras.g_00916	Prbm.g_00121
OG0000187	Pras.g_00917	Prbm.g_00122
OG0000188	Pras.g_00933	Prbm.g_00139
OG0000189	Pras.g_00947	Prbm.g_00153
OG0000190	Pras.g_00948	Prbm.g_00154
OG0000191	Pras.g_00968	Prbm.g_00177
OG0000192	Pras.g_00972	Prbm.g_00181
OG0000193	Pras.g_00997	Prbm.g_00205
OG0000194	Pras.g_01000	Prbm.g_00208
OG0000195	Pras.g_01002	Prbm.g_00210
OG0000196	Pras.g_01012	Prbm.g_00220
OG0000197	Pras.g_01013	Prbm.g_00221
OG0000198	Pras.g_01014	Prbm.g_00222
OG0000199	Pras.g_01021	Prbm.g_00229
OG0000200	Pras.g_01035	Prbm.g_00243
OG0000201	Pras.g_01043	Prbm.g_00252
OG0000202	Pras.g_01044	Prbm.g_00253
OG0000203	Pras.g_01045	Prbm.g_00254
OG0000204	Pras.g_01046	Prbm.g_00255
OG0000205	Pras.g_01053	Prbm.g_00262
OG0000206	Pras.g_01058, Pras.g_01059	Prbm.g_00266
OG0000207	Pras.g_01061	Prbm.g_00268
OG0000208	Pras.g_01062	Prbm.g_00269
OG0000209	Pras.g_01071	Prbm.g_00278
OG0000210	Pras.g_01072	Prbm.g_00279
OG0000211	Pras.g_01085	Prbm.g_00293
OG0000212	Pras.g_01092	Prbm.g_00301
OG0000213	Pras.g_01109	Prbm.g_00317
OG0000214	Pras.g_01119	Prbm.g_00325
OG0000215	Pras.g_01144	Prbm.g_00349
OG0000216	Pras.g_01145	Prbm.g_00350
OG0000217	Pras.g_01148	Prbm.g_00353
OG0000218	Pras.g_01150	Prbm.g_00355
OG0000219	Pras.g_01151	Prbm.g_00356
OG0000220	Pras.g_01152	Prbm.g_00357
OG0000221	Pras.g_01153	Prbm.g_00358
OG0000222	Pras.g_01162	Prbm.g_00366
OG0000223	Pras.g_01175	Prbm.g_00378
OG0000224	Pras.g_01177	Prbm.g_00380
OG0000225	Pras.g_01199	Prbm.g_00411
OG0000226	Pras.g_01203	Prbm.g_00415
OG0000227	Pras.g_01205	Prbm.g_00417
OG0000228	Pras.g_01208	Prbm.g_00422
OG0000229	Pras.g_01314	Prbm.g_00446
OG0000230	Pras.g_01316	Prbm.g_00448
OG0000231	Pras.g_01327	Prbm.g_00459
OG0000232	Pras.g_01335	Prbm.g_00484
OG0000233	Pras.g_01341	Prbm.g_00492
OG0000234	Pras.g_01354	Prbm.g_00501
OG0000235	Pras.g_01357	Prbm.g_00505
OG0000236	Pras.g_01371	Prbm.g_00518
OG0000237	Pras.g_01384	Prbm.g_00540
OG0000238	Pras.g_01390	Prbm.g_00546
OG0000239	Pras.g_01402	Prbm.g_00558
OG0000240	Pras.g_01403	Prbm.g_00559
OG0000241	Pras.g_01407	Prbm.g_00563
OG0000242	Pras.g_01409	Prbm.g_00565
OG0000243	Pras.g_01420	Prbm.g_00576
OG0000244	Pras.g_01423	Prbm.g_00579
OG0000245	Pras.g_01425	Prbm.g_00581
OG0000246	Pras.g_01429	Prbm.g_00585
OG0000247	Pras.g_01439	Prbm.g_00595
OG0000248	Pras.g_01441	Prbm.g_00597
OG0000249	Pras.g_01443	Prbm.g_00599
OG0000250	Pras.g_01448	Prbm.g_00604
OG0000251	Pras.g_01467	Prbm.g_00620
OG0000252	Pras.g_01470	Prbm.g_00623
OG0000253	Pras.g_01471	Prbm.g_00625
OG0000254	Pras.g_01487	Prbm.g_00642
OG0000255	Pras.g_01493	Prbm.g_00648
OG0000256	Pras.g_01503	Prbm.g_00658
OG0000257	Pras.g_01506	Prbm.g_00661
OG0000258	Pras.g_01519	Prbm.g_00674
OG0000259	Pras.g_01536	Prbm.g_00691
OG0000260	Pras.g_01539	Prbm.g_00694
OG0000261	Pras.g_01541	Prbm.g_00697
OG0000262	Pras.g_00327, Pras.g_01545	Prbm.g_00702
OG0000263	Pras.g_01557	Prbm.g_00716
OG0000264	Pras.g_01567	Prbm.g_00728
OG0000265	Pras.g_01606	Prbm.g_00742
OG0000266	Pras.g_01616	Prbm.g_00752
OG0000267	Pras.g_01627	Prbm.g_00765
OG0000268	Pras.g_01628	Prbm.g_00766
OG0000269	Pras.g_01696	Prbm.g_00809
OG0000270	Pras.g_01699	Prbm.g_00812
OG0000271	Pras.g_01707	Prbm.g_00820
OG0000272	Pras.g_01708	Prbm.g_00821
OG0000273	Pras.g_01731	Prbm.g_00845
OG0000274	Pras.g_01732	Prbm.g_00846
OG0000275	Pras.g_01734	Prbm.g_00848
OG0000276	Pras.g_01739	Prbm.g_00854
OG0000277	Pras.g_01740	Prbm.g_00855
OG0000278	Pras.g_01743	Prbm.g_00858
OG0000279	Pras.g_01750	Prbm.g_00865
OG0000281	Pras.g_01756	Prbm.g_00871
OG0000282	Pras.g_01803	Prbm.g_00931
OG0000283	Pras.g_01836	Prbm.g_00962
OG0000284	Pras.g_01841	Prbm.g_00967
OG0000285	Pras.g_01846	Prbm.g_00972
OG0000286	Pras.g_01858	Prbm.g_00987
OG0000287	Pras.g_01875	Prbm.g_00102
OG0000288	Pras.g_01907	Prbm.g_01034
OG0000289	Pras.g_01918	Prbm.g_01045
OG0000290	Pras.g_01931	Prbm.g_01061
OG0000291	Pras.g_01933	Prbm.g_01063
OG0000292	Pras.g_01982	Prbm.g_01210
OG0000293	Pras.g_00047	Prbm.g_01559
OG0000294	Pras.g_00048	Prbm.g_01558
OG0000295	Pras.g_00068	Prbm.g_01534
OG0000296	Pras.g_00070	Prbm.g_01532
OG0000297	Pras.g_00078	Prbm.g_01524
OG0000298	Pras.g_00079	Prbm.g_01523
OG0000299	Pras.g_00096, Pras.g_00097	Prbm.g_01503
OG0000300	Pras.g_00100	Prbm.g_01500
OG0000301	Pras.g_00101	Prbm.g_01499
OG0000302	Pras.g_00103	Prbm.g_01497
OG0000303	Pras.g_00110	Prbm.g_01492
OG0000304	Pras.g_00114	Prbm.g_01489
OG0000305	Pras.g_00242	Prbm.g_01812
OG0000306	Pras.g_00245	Prbm.g_00875
OG0000307	Pras.g_00259	Prbm.g_01669
OG0000308	Pras.g_00260	Prbm.g_01670
OG0000309	Pras.g_00264	Prbm.g_01674
OG0000310	Pras.g_00335	Prbm.g_01694
OG0000311	Pras.g_00337	Prbm.g_01696
OG0000312	Pras.g_00340	Prbm.g_01699
OG0000313	Pras.g_00354	Prbm.g_01714
OG0000314	Pras.g_00377	Prbm.g_01735
OG0000315	Pras.g_00388	Prbm.g_01745
OG0000316	Pras.g_00410	Prbm.g_01770
OG0000317	Pras.g_00548	Prbm.g_01839
OG0000318	Pras.g_00551	Prbm.g_01842
OG0000319	Pras.g_00564	Prbm.g_01853
OG0000320	Pras.g_00566	Prbm.g_01855
OG0000321	Pras.g_00567	Prbm.g_01856
OG0000322	Pras.g_00568	Prbm.g_01857
OG0000323	Pras.g_00577	Prbm.g_01866
OG0000324	Pras.g_00604	Prbm.g_01893
OG0000325	Pras.g_00614	Prbm.g_01950
OG0000326	Pras.g_00620	Prbm.g_01956
OG0000327	Pras.g_00646	Prbm.g_01991
OG0000328	Pras.g_00647	Prbm.g_01992
OG0000329	Pras.g_00664	Prbm.g_02009
OG0000330	Pras.g_00665	Prbm.g_02010
OG0000331	Pras.g_00666	Prbm.g_02011
OG0000332	Pras.g_00680	Prbm.g_02025
OG0000333	Pras.g_00682	Prbm.g_02027
OG0000334	Pras.g_00690	Prbm.g_02036
OG0000335	Pras.g_00695	Prbm.g_02041
OG0000336	Pras.g_00699	Prbm.g_02045
OG0000337	Pras.g_00715	Prbm.g_02064
OG0000338	Pras.g_00716	Prbm.g_02065
OG0000339	Pras.g_00720	Prbm.g_02070
OG0000340	Pras.g_00728	Prbm.g_02079
OG0000341	Pras.g_00730	Prbm.g_02081
OG0000342	Pras.g_00731	Prbm.g_02082
OG0000343	Pras.g_00732	Prbm.g_02083
OG0000344	Pras.g_00735	Prbm.g_02086
OG0000345	Pras.g_00740	Prbm.g_02091
OG0000346	Pras.g_00744	Prbm.g_02095
OG0000347	Pras.g_00761	Prbm.g_02114
OG0000348	Pras.g_00771	Prbm.g_02149
OG0000349	Pras.g_00788	Prbm.g_02167
OG0000350	Pras.g_00806, Pras.g_00131	Prbm.g_02188
OG0000351	Pras.g_00824	Prbm.g_02212
OG0000352	Pras.g_00825	Prbm.g_02213
OG0000353	Pras.g_00841	Prbm.g_02232
OG0000355	Pras.g_00843	Prbm.g_00001
OG0000356	Pras.g_00844	Prbm.g_00002
OG0000357	Pras.g_00845	Prbm.g_00003
OG0000358	Pras.g_00849	Prbm.g_00007
OG0000359	Pras.g_00850	Prbm.g_00008
OG0000360	Pras.g_00851	Prbm.g_00009
OG0000361	Pras.g_00852	Prbm.g_00010
OG0000362	Pras.g_00854	Prbm.g_00012
OG0000363	Pras.g_00856	Prbm.g_00014
OG0000364	Pras.g_00857	Prbm.g_00015
OG0000365	Pras.g_00862	Prbm.g_00020
OG0000366	Pras.g_00863	Prbm.g_00021
OG0000367	Pras.g_00864	Prbm.g_00022
OG0000368	Pras.g_00866	Prbm.g_00024
OG0000369	Pras.g_00867	Prbm.g_00025
OG0000370	Pras.g_00868	Prbm.g_00026
OG0000371	Pras.g_00874	Prbm.g_00032
OG0000372	Pras.g_00877	Prbm.g_00033
OG0000373	Pras.g_00878	Prbm.g_00034
OG0000374	Pras.g_00879	Prbm.g_00035
OG0000375	Pras.g_00893	Prbm.g_00049
OG0000376	Pras.g_00895	Prbm.g_00051
OG0000377	Pras.g_00898	Prbm.g_00054
OG0000378	Pras.g_00900	Prbm.g_00056
OG0000379	Pras.g_00903	Prbm.g_00059
OG0000380	Pras.g_00918	Prbm.g_00123
OG0000381	Pras.g_00922	Prbm.g_00127
OG0000382	Pras.g_00932	Prbm.g_00138
OG0000383	Pras.g_00934	Prbm.g_00140
OG0000384	Pras.g_00935	Prbm.g_00141
OG0000385	Pras.g_00936	Prbm.g_00142
OG0000386	Pras.g_00937	Prbm.g_00143
OG0000387	Pras.g_00950	Prbm.g_00156
OG0000388	Pras.g_00953	Prbm.g_00160
OG0000389	Pras.g_00957	Prbm.g_00163
OG0000390	Pras.g_00964	Prbm.g_00172
OG0000391	Pras.g_00967	Prbm.g_00176
OG0000392	Pras.g_00971	Prbm.g_00179
OG0000393	Pras.g_00973	Prbm.g_00182
OG0000394	Pras.g_00974	Prbm.g_00183
OG0000395	Pras.g_00975	Prbm.g_00184
OG0000396	Pras.g_00978	Prbm.g_00187
OG0000397	Pras.g_00980	Prbm.g_00189
OG0000398	Pras.g_00982	Prbm.g_00192
OG0000399	Pras.g_00983	Prbm.g_00193
OG0000400	Pras.g_00984	Prbm.g_00194
OG0000401	Pras.g_00985	Prbm.g_00195
OG0000402	Pras.g_00987	Prbm.g_01096
OG0000403	Pras.g_00988	Prbm.g_00196
OG0000404	Pras.g_00989	Prbm.g_00197
OG0000405	Pras.g_00993	Prbm.g_00202
OG0000406	Pras.g_00998	Prbm.g_00206
OG0000407	Pras.g_00999	Prbm.g_00207
OG0000408	Pras.g_01001	Prbm.g_00209
OG0000409	Pras.g_01003	Prbm.g_00211
OG0000410	Pras.g_01004	Prbm.g_00212
OG0000411	Pras.g_01005	Prbm.g_00213
OG0000412	Pras.g_01006	Prbm.g_00214
OG0000413	Pras.g_01007	Prbm.g_00215
OG0000414	Pras.g_01008	Prbm.g_00216
OG0000415	Pras.g_01009	Prbm.g_00217
OG0000416	Pras.g_01010	Prbm.g_00218
OG0000417	Pras.g_01011	Prbm.g_00219
OG0000418	Pras.g_01016	Prbm.g_00224
OG0000419	Pras.g_01018	Prbm.g_00226
OG0000420	Pras.g_01019	Prbm.g_00227
OG0000421	Pras.g_01024	Prbm.g_00232
OG0000422	Pras.g_01025	Prbm.g_00233
OG0000423	Pras.g_01026	Prbm.g_00234
OG0000424	Pras.g_01027	Prbm.g_00235
OG0000425	Pras.g_01028	Prbm.g_00236
OG0000426	Pras.g_01029	Prbm.g_00237
OG0000427	Pras.g_01030	Prbm.g_00238
OG0000428	Pras.g_01032	Prbm.g_00240
OG0000429	Pras.g_01033	Prbm.g_00241
OG0000430	Pras.g_01034	Prbm.g_00242
OG0000431	Pras.g_01036	Prbm.g_00244
OG0000432	Pras.g_01039	Prbm.g_00248
OG0000433	Pras.g_01040	Prbm.g_00249
OG0000434	Pras.g_01041	Prbm.g_00250
OG0000435	Pras.g_01042	Prbm.g_00251
OG0000436	Pras.g_01047	Prbm.g_00256
OG0000437	Pras.g_01048	Prbm.g_00257
OG0000438	Pras.g_01049	Prbm.g_00258
OG0000439	Pras.g_01051	Prbm.g_00260
OG0000440	Pras.g_01052	Prbm.g_00261
OG0000441	Pras.g_01055	Prbm.g_00263
OG0000442	Pras.g_01056	Prbm.g_00264
OG0000443	Pras.g_01057	Prbm.g_00265
OG0000444	Pras.g_01063	Prbm.g_00270
OG0000445	Pras.g_01064	Prbm.g_00271
OG0000446	Pras.g_01065	Prbm.g_00272
OG0000447	Pras.g_01066	Prbm.g_00273
OG0000448	Pras.g_01067	Prbm.g_00274
OG0000449	Pras.g_01068	Prbm.g_00275
OG0000450	Pras.g_01069	Prbm.g_00276
OG0000451	Pras.g_01070	Prbm.g_00277
OG0000452	Pras.g_01073	Prbm.g_00280
OG0000453	Pras.g_01074	Prbm.g_00281
OG0000454	Pras.g_01075	Prbm.g_00282
OG0000455	Pras.g_01076	Prbm.g_00283
OG0000456	Pras.g_01077	Prbm.g_00284
OG0000457	Pras.g_01078	Prbm.g_00285
OG0000458	Pras.g_01079	Prbm.g_00286
OG0000459	Pras.g_01080	Prbm.g_00287
OG0000460	Pras.g_01087	Prbm.g_00295
OG0000461	Pras.g_01094	Prbm.g_00303
OG0000462	Pras.g_01096	Prbm.g_00305
OG0000463	Pras.g_01097	Prbm.g_00306
OG0000464	Pras.g_01098	Prbm.g_00307
OG0000465	Pras.g_01099	Prbm.g_00308
OG0000466	Pras.g_01102	Prbm.g_00309
OG0000467	Pras.g_01103	Prbm.g_00310
OG0000468	Pras.g_01105	Prbm.g_00312
OG0000469	Pras.g_01114	Prbm.g_00320
OG0000470	Pras.g_01116	Prbm.g_00322
OG0000471	Pras.g_01117	Prbm.g_00323
OG0000472	Pras.g_01118	Prbm.g_00324
OG0000473	Pras.g_01120	Prbm.g_00326
OG0000474	Pras.g_01121	Prbm.g_00327
OG0000475	Pras.g_01122	Prbm.g_00328
OG0000476	Pras.g_01123	Prbm.g_00330
OG0000477	Pras.g_01127	Prbm.g_00332
OG0000478	Pras.g_01128	Prbm.g_00333
OG0000479	Pras.g_01129	Prbm.g_00334
OG0000480	Pras.g_01134	Prbm.g_00339
OG0000481	Pras.g_01136	Prbm.g_00341
OG0000482	Pras.g_01137	Prbm.g_00342
OG0000483	Pras.g_01140	Prbm.g_00345
OG0000484	Pras.g_01141	Prbm.g_00346
OG0000485	Pras.g_01142	Prbm.g_00347
OG0000486	Pras.g_01143	Prbm.g_00348
OG0000487	Pras.g_01146	Prbm.g_00351
OG0000488	Pras.g_01149	Prbm.g_00354
OG0000489	Pras.g_01155	Prbm.g_00359
OG0000490	Pras.g_01160	Prbm.g_00364
OG0000491	Pras.g_01161	Prbm.g_00365
OG0000492	Pras.g_01163	Prbm.g_00367
OG0000493	Pras.g_01164	Prbm.g_00368
OG0000494	Pras.g_01165	Prbm.g_00369
OG0000495	Pras.g_01166	Prbm.g_00370
OG0000496	Pras.g_01167	Prbm.g_00371
OG0000497	Pras.g_01168	Prbm.g_00372
OG0000498	Pras.g_01169	Prbm.g_00373
OG0000499	Pras.g_01170	Prbm.g_00374
OG0000500	Pras.g_01171	Prbm.g_00375
OG0000501	Pras.g_01173	Prbm.g_00376
OG0000502	Pras.g_01176	Prbm.g_00379
OG0000503	Pras.g_01187	Prbm.g_00400
OG0000504	Pras.g_01188	Prbm.g_00402
OG0000505	Pras.g_01189	Prbm.g_00403
OG0000506	Pras.g_01191	Prbm.g_00404
OG0000507	Pras.g_01194	Prbm.g_00407
OG0000508	Pras.g_01198	Prbm.g_00410
OG0000509	Pras.g_01200	Prbm.g_00412
OG0000510	Pras.g_01201	Prbm.g_00413
OG0000511	Pras.g_01202	Prbm.g_00414
OG0000512	Pras.g_01204	Prbm.g_00416
OG0000513	Pras.g_01211	Prbm.g_00426
OG0000514	Pras.g_01309	Prbm.g_00440
OG0000515	Pras.g_01310	Prbm.g_00441
OG0000516	Pras.g_01311	Prbm.g_00442
OG0000517	Pras.g_01313	Prbm.g_00445
OG0000518	Pras.g_01324	Prbm.g_00456
OG0000519	Pras.g_01325	Prbm.g_00457
OG0000520	Pras.g_01326	Prbm.g_00458
OG0000521	Pras.g_01331	Prbm.g_00480
OG0000522	Pras.g_01332	Prbm.g_00482
OG0000523	Pras.g_01333	Prbm.g_00483
OG0000524	Pras.g_01339	Prbm.g_00490
OG0000525	Pras.g_01342	Prbm.g_00494
OG0000526	Pras.g_01343	Prbm.g_00495
OG0000527	Pras.g_01351	Prbm.g_00498
OG0000528	Pras.g_01356	Prbm.g_00504
OG0000529	Pras.g_01359	Prbm.g_00507
OG0000530	Pras.g_01362	Prbm.g_00510
OG0000531	Pras.g_01363	Prbm.g_00511
OG0000532	Pras.g_01365	Prbm.g_00512
OG0000533	Pras.g_01366	Prbm.g_00513
OG0000534	Pras.g_01367	Prbm.g_00514
OG0000535	Pras.g_01368	Prbm.g_00515
OG0000536	Pras.g_01369	Prbm.g_00516
OG0000537	Pras.g_01370	Prbm.g_00517
OG0000538	Pras.g_01378	Prbm.g_00534
OG0000539	Pras.g_01379	Prbm.g_00535
