Orthogroup	Pras	Prac
OG0000114	Pras.g_01801	Prac.g_01384
OG0000115	Pras.g_01994	Prac.g_01040
OG0000116	Pras.g_00046	Prac.g_00995
OG0000117	Pras.g_00150	Prac.g_01955
OG0000118	Pras.g_00221, Pras.g_00222	Prac.g_00187
OG0000119	Pras.g_00246	Prac.g_00213
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Prac.g_00248
OG0000121	Pras.g_00352	Prac.g_00409
OG0000122	Pras.g_00391	Prac.g_00371
OG0000123	Pras.g_00694	Prac.g_00554
OG0000124	Pras.g_00759	Prac.g_00056
OG0000125	Pras.g_00797	Prac.g_00092
OG0000126	Pras.g_00837	Prac.g_00130
OG0000128	Pras.g_00853	Prac.g_01936
OG0000129	Pras.g_00897	Prac.g_01888
OG0000130	Pras.g_00921	Prac.g_01862
OG0000131	Pras.g_00996	Prac.g_01785
OG0000132	Pras.g_01015	Prac.g_01766
OG0000133	Pras.g_01174	Prac.g_01609
OG0000134	Pras.g_01210	Prac.g_01177
OG0000135	Pras.g_01236	Prac.g_01150
OG0000136	Pras.g_01319	Prac.g_01106
OG0000137	Pras.g_01353	Prac.g_01069
OG0000138	Pras.g_01373	Prac.g_01049
OG0000139	Pras.g_01414	Prac.g_00835
OG0000140	Pras.g_01415	Prac.g_00834
OG0000141	Pras.g_01483	Prac.g_00764
OG0000142	Pras.g_01511	Prac.g_00736
OG0000143	Pras.g_01515	Prac.g_00732
OG0000144	Pras.g_01528	Prac.g_00719
OG0000145	Pras.g_01664	Prac.g_01508
OG0000146	Pras.g_01666	Prac.g_01506
OG0000147	Pras.g_01667	Prac.g_01505
OG0000148	Pras.g_01717	Prac.g_01459
OG0000149	Pras.g_01747	Prac.g_01429
OG0000150	Pras.g_01755	Prac.g_01421
OG0000151	Pras.g_01811	Prac.g_01374
OG0000152	Pras.g_01859	Prac.g_01327
OG0000153	Pras.g_01878	Prac.g_01308
OG0000154	Pras.g_01908	Prac.g_01282
OG0000155	Pras.g_00076	Prac.g_00965
OG0000156	Pras.g_00197	Prac.g_00164
OG0000157	Pras.g_00198	Prac.g_00165
OG0000158	Pras.g_00289	Prac.g_00447
OG0000160	Pras.g_00351	Prac.g_00410
OG0000161	Pras.g_00357	Prac.g_00404
OG0000162	Pras.g_00363	Prac.g_00398
OG0000163	Pras.g_00399	Prac.g_00364
OG0000164	Pras.g_00574	Prac.g_00601
OG0000165	Pras.g_00581	Prac.g_00594
OG0000166	Pras.g_00651	Prac.g_00512
OG0000167	Pras.g_00717	Prac.g_00015
OG0000168	Pras.g_00727	Prac.g_00025
OG0000169	Pras.g_00737	Prac.g_00035
OG0000170	Pras.g_00739	Prac.g_00037
OG0000171	Pras.g_00758	Prac.g_00055
OG0000172	Pras.g_00768	Prac.g_00063
OG0000173	Pras.g_00783	Prac.g_00078
OG0000174	Pras.g_00810	Prac.g_00105
OG0000175	Pras.g_00821	Prac.g_00115
OG0000176	Pras.g_00846	Prac.g_01943
OG0000177	Pras.g_00847	Prac.g_01942
OG0000178	Pras.g_00848	Prac.g_01941
OG0000179	Pras.g_00858	Prac.g_01931
OG0000180	Pras.g_00859	Prac.g_01930
OG0000181	Pras.g_00860	Prac.g_01929
OG0000182	Pras.g_00861	Prac.g_01928
OG0000183	Pras.g_00865	Prac.g_01924
OG0000184	Pras.g_00899	Prac.g_01885
OG0000185	Pras.g_00902	Prac.g_01882
OG0000186	Pras.g_00916	Prac.g_01867
OG0000187	Pras.g_00917	Prac.g_01866
OG0000188	Pras.g_00933	Prac.g_01849
OG0000189	Pras.g_00947	Prac.g_01835
OG0000190	Pras.g_00948	Prac.g_01834
OG0000191	Pras.g_00968	Prac.g_01814
OG0000192	Pras.g_00972	Prac.g_01810
OG0000193	Pras.g_00997	Prac.g_01784
OG0000194	Pras.g_01000	Prac.g_01781
OG0000195	Pras.g_01002	Prac.g_01779
OG0000196	Pras.g_01012	Prac.g_01769
OG0000197	Pras.g_01013	Prac.g_01768
OG0000198	Pras.g_01014	Prac.g_01767
OG0000199	Pras.g_01021	Prac.g_01760
OG0000200	Pras.g_01035	Prac.g_01746
OG0000201	Pras.g_01043	Prac.g_01738
OG0000202	Pras.g_01044	Prac.g_01737
OG0000203	Pras.g_01045	Prac.g_01736
OG0000204	Pras.g_01046	Prac.g_01735
OG0000205	Pras.g_01053	Prac.g_01728
OG0000206	Pras.g_01058, Pras.g_01059	Prac.g_01723
OG0000207	Pras.g_01061	Prac.g_01721
OG0000208	Pras.g_01062	Prac.g_01720
OG0000209	Pras.g_01071	Prac.g_01711
OG0000210	Pras.g_01072	Prac.g_01710
OG0000211	Pras.g_01085	Prac.g_01697
OG0000212	Pras.g_01092	Prac.g_01690
OG0000213	Pras.g_01109	Prac.g_01674
OG0000214	Pras.g_01119	Prac.g_01664
OG0000215	Pras.g_01144	Prac.g_01639
OG0000216	Pras.g_01145	Prac.g_01637
OG0000217	Pras.g_01148	Prac.g_01634
OG0000218	Pras.g_01150	Prac.g_01632
OG0000219	Pras.g_01151	Prac.g_01631
OG0000220	Pras.g_01152	Prac.g_01630
OG0000221	Pras.g_01153	Prac.g_01629
OG0000222	Pras.g_01162	Prac.g_01621
OG0000223	Pras.g_01175	Prac.g_01608
OG0000224	Pras.g_01177	Prac.g_01606
OG0000225	Pras.g_01199	Prac.g_01188
OG0000226	Pras.g_01203	Prac.g_01184
OG0000227	Pras.g_01205	Prac.g_01182
OG0000228	Pras.g_01208	Prac.g_01179
OG0000229	Pras.g_01314	Prac.g_01111
OG0000230	Pras.g_01316	Prac.g_01109
OG0000231	Pras.g_01327	Prac.g_01098
OG0000232	Pras.g_01335	Prac.g_01089
OG0000233	Pras.g_01341	Prac.g_01082
OG0000234	Pras.g_01354	Prac.g_01068
OG0000235	Pras.g_01357	Prac.g_01065
OG0000236	Pras.g_01371	Prac.g_01051
OG0000237	Pras.g_01384	Prac.g_00865
OG0000238	Pras.g_01390	Prac.g_00859
OG0000239	Pras.g_01402	Prac.g_00847
OG0000240	Pras.g_01403	Prac.g_00846
OG0000241	Pras.g_01407	Prac.g_00842
OG0000242	Pras.g_01409	Prac.g_00840
OG0000243	Pras.g_01420	Prac.g_00829
OG0000244	Pras.g_01423	Prac.g_00826
OG0000245	Pras.g_01425	Prac.g_00824
OG0000246	Pras.g_01429	Prac.g_00820
OG0000247	Pras.g_01439	Prac.g_00810
OG0000248	Pras.g_01441	Prac.g_00808
OG0000249	Pras.g_01443	Prac.g_00806
OG0000250	Pras.g_01448	Prac.g_00801
OG0000251	Pras.g_01467	Prac.g_00782
OG0000252	Pras.g_01470	Prac.g_00778
OG0000253	Pras.g_01471	Prac.g_00777
OG0000254	Pras.g_01487	Prac.g_00760
OG0000255	Pras.g_01493	Prac.g_00754
OG0000256	Pras.g_01503	Prac.g_00744
OG0000257	Pras.g_01506	Prac.g_00741
OG0000258	Pras.g_01519	Prac.g_00728
OG0000259	Pras.g_01536	Prac.g_00711
OG0000260	Pras.g_01539	Prac.g_00708
OG0000261	Pras.g_01541	Prac.g_00706
OG0000262	Pras.g_00327, Pras.g_01545	Prac.g_00702
OG0000263	Pras.g_01557	Prac.g_00690
OG0000264	Pras.g_01567	Prac.g_00680
OG0000265	Pras.g_01606	Prac.g_01560
OG0000266	Pras.g_01616	Prac.g_01550
OG0000267	Pras.g_01627	Prac.g_01539
OG0000268	Pras.g_01628	Prac.g_01538
OG0000269	Pras.g_01696	Prac.g_01480
OG0000270	Pras.g_01699	Prac.g_01477
OG0000271	Pras.g_01707	Prac.g_01469
OG0000272	Pras.g_01708	Prac.g_01468
OG0000273	Pras.g_01731	Prac.g_01445
OG0000274	Pras.g_01732	Prac.g_01444
OG0000275	Pras.g_01734	Prac.g_01442
OG0000276	Pras.g_01739	Prac.g_01437
OG0000277	Pras.g_01740	Prac.g_01436
OG0000278	Pras.g_01743	Prac.g_01433
OG0000279	Pras.g_01750	Prac.g_01426
OG0000280	Pras.g_01751	Prac.g_01425
OG0000281	Pras.g_01756	Prac.g_01420
OG0000282	Pras.g_01803	Prac.g_01382
OG0000283	Pras.g_01836	Prac.g_01350
OG0000284	Pras.g_01841	Prac.g_01345
OG0000285	Pras.g_01846	Prac.g_01340
OG0000286	Pras.g_01858	Prac.g_01328
OG0000287	Pras.g_01875	Prac.g_01311
OG0000288	Pras.g_01907	Prac.g_01283
OG0000289	Pras.g_01918	Prac.g_01272
OG0000290	Pras.g_01931	Prac.g_01259
OG0000291	Pras.g_01933	Prac.g_01257
OG0000292	Pras.g_01982	Prac.g_01207
OG0000293	Pras.g_00047	Prac.g_00994
OG0000294	Pras.g_00048	Prac.g_00993
OG0000295	Pras.g_00068	Prac.g_00973
OG0000296	Pras.g_00070	Prac.g_00971
OG0000297	Pras.g_00078	Prac.g_00963
OG0000298	Pras.g_00079	Prac.g_00962
OG0000299	Pras.g_00096, Pras.g_00097	Prac.g_00945
OG0000300	Pras.g_00100	Prac.g_00942
OG0000301	Pras.g_00101	Prac.g_00941
OG0000302	Pras.g_00103	Prac.g_00939
OG0000303	Pras.g_00110	Prac.g_00932
OG0000304	Pras.g_00114	Prac.g_00928
OG0000305	Pras.g_00242	Prac.g_00209
OG0000306	Pras.g_00245	Prac.g_00212
OG0000307	Pras.g_00259	Prac.g_00226
OG0000308	Pras.g_00260	Prac.g_00227
OG0000309	Pras.g_00264	Prac.g_00231
OG0000310	Pras.g_00335	Prac.g_00426
OG0000311	Pras.g_00337	Prac.g_00424
OG0000312	Pras.g_00340	Prac.g_00421
OG0000313	Pras.g_00354	Prac.g_00407
OG0000314	Pras.g_00377	Prac.g_00384
OG0000315	Pras.g_00388	Prac.g_00374
OG0000316	Pras.g_00410	Prac.g_00354
OG0000317	Pras.g_00548	Prac.g_00627
OG0000318	Pras.g_00551	Prac.g_00624
OG0000319	Pras.g_00564	Prac.g_00611
OG0000320	Pras.g_00566	Prac.g_00609
OG0000321	Pras.g_00567	Prac.g_00608
OG0000322	Pras.g_00568	Prac.g_00607
OG0000323	Pras.g_00577	Prac.g_00598
OG0000324	Pras.g_00604	Prac.g_00572
OG0000325	Pras.g_00614	Prac.g_00477
OG0000326	Pras.g_00620	Prac.g_00483
OG0000327	Pras.g_00646	Prac.g_00507
OG0000328	Pras.g_00647	Prac.g_00508
OG0000329	Pras.g_00664	Prac.g_00525
OG0000330	Pras.g_00665	Prac.g_00526
OG0000331	Pras.g_00666	Prac.g_00527
OG0000332	Pras.g_00680	Prac.g_00541
OG0000333	Pras.g_00682	Prac.g_00543
OG0000334	Pras.g_00690	Prac.g_00551
OG0000335	Pras.g_00695	Prac.g_00555
OG0000336	Pras.g_00699	Prac.g_00559
OG0000337	Pras.g_00715	Prac.g_00013
OG0000338	Pras.g_00716	Prac.g_00014
OG0000339	Pras.g_00720	Prac.g_00018
OG0000340	Pras.g_00728	Prac.g_00026
OG0000341	Pras.g_00730	Prac.g_00028
OG0000342	Pras.g_00731	Prac.g_00029
OG0000343	Pras.g_00732	Prac.g_00030
OG0000344	Pras.g_00735	Prac.g_00033
OG0000345	Pras.g_00740	Prac.g_00038
OG0000346	Pras.g_00744	Prac.g_00042
OG0000347	Pras.g_00761	Prac.g_00057
OG0000348	Pras.g_00771	Prac.g_00066
OG0000349	Pras.g_00788	Prac.g_00083
OG0000350	Pras.g_00806	Prac.g_00101
OG0000351	Pras.g_00824	Prac.g_00118
OG0000352	Pras.g_00825	Prac.g_00119
OG0000353	Pras.g_00841	Prac.g_01948
OG0000355	Pras.g_00843	Prac.g_01946
OG0000356	Pras.g_00844	Prac.g_01945
OG0000357	Pras.g_00845	Prac.g_01944
OG0000358	Pras.g_00849	Prac.g_01940
OG0000359	Pras.g_00850	Prac.g_01939
OG0000360	Pras.g_00851	Prac.g_01938
OG0000361	Pras.g_00852	Prac.g_01937
OG0000362	Pras.g_00854	Prac.g_01935
OG0000363	Pras.g_00856	Prac.g_01933
OG0000364	Pras.g_00857	Prac.g_01932
OG0000365	Pras.g_00862	Prac.g_01927
OG0000366	Pras.g_00863	Prac.g_01926
OG0000367	Pras.g_00864	Prac.g_01925
OG0000368	Pras.g_00866	Prac.g_01923
OG0000369	Pras.g_00867	Prac.g_01922
OG0000370	Pras.g_00868	Prac.g_01921
OG0000371	Pras.g_00874	Prac.g_01915
OG0000372	Pras.g_00877	Prac.g_01911
OG0000373	Pras.g_00878	Prac.g_01910
OG0000374	Pras.g_00879	Prac.g_01909
OG0000375	Pras.g_00893	Prac.g_01892
OG0000376	Pras.g_00895	Prac.g_01890
OG0000377	Pras.g_00898	Prac.g_01886
OG0000378	Pras.g_00900	Prac.g_01884
OG0000379	Pras.g_00903	Prac.g_01881
OG0000380	Pras.g_00918	Prac.g_01865
OG0000381	Pras.g_00922	Prac.g_01861
OG0000382	Pras.g_00932	Prac.g_01850
OG0000383	Pras.g_00934	Prac.g_01848
OG0000384	Pras.g_00935	Prac.g_01847
OG0000385	Pras.g_00936	Prac.g_01846
OG0000386	Pras.g_00937	Prac.g_01845
OG0000387	Pras.g_00950	Prac.g_01832
OG0000388	Pras.g_00953	Prac.g_01829
OG0000389	Pras.g_00957	Prac.g_01825
OG0000390	Pras.g_00964	Prac.g_01818
OG0000391	Pras.g_00967	Prac.g_01815
OG0000392	Pras.g_00971	Prac.g_01811
OG0000393	Pras.g_00973	Prac.g_01809
OG0000394	Pras.g_00974	Prac.g_01808
OG0000395	Pras.g_00975	Prac.g_01807
OG0000396	Pras.g_00978	Prac.g_01804
OG0000397	Pras.g_00980	Prac.g_01802
OG0000398	Pras.g_00982	Prac.g_01800
OG0000399	Pras.g_00983	Prac.g_01799
OG0000400	Pras.g_00984	Prac.g_01798
OG0000401	Pras.g_00985	Prac.g_01797
OG0000402	Pras.g_00987	Prac.g_01795
OG0000403	Pras.g_00988	Prac.g_01794
OG0000404	Pras.g_00989	Prac.g_01793
OG0000405	Pras.g_00993	Prac.g_01789
OG0000406	Pras.g_00998	Prac.g_01783
OG0000407	Pras.g_00999	Prac.g_01782
OG0000408	Pras.g_01001	Prac.g_01780
OG0000409	Pras.g_01003	Prac.g_01778
OG0000410	Pras.g_01004	Prac.g_01777
OG0000411	Pras.g_01005	Prac.g_01776
OG0000412	Pras.g_01006	Prac.g_01775
OG0000413	Pras.g_01007	Prac.g_01774
OG0000414	Pras.g_01008	Prac.g_01773
OG0000415	Pras.g_01009	Prac.g_01772
OG0000416	Pras.g_01010	Prac.g_01771
OG0000417	Pras.g_01011	Prac.g_01770
OG0000418	Pras.g_01016	Prac.g_01765
OG0000419	Pras.g_01018	Prac.g_01763
OG0000420	Pras.g_01019	Prac.g_01762
OG0000421	Pras.g_01024	Prac.g_01757
OG0000422	Pras.g_01025	Prac.g_01756
OG0000423	Pras.g_01026	Prac.g_01755
OG0000424	Pras.g_01027	Prac.g_01754
OG0000425	Pras.g_01028	Prac.g_01753
OG0000426	Pras.g_01029	Prac.g_01752
OG0000427	Pras.g_01030	Prac.g_01751
OG0000428	Pras.g_01032	Prac.g_01749
OG0000429	Pras.g_01033	Prac.g_01748
OG0000430	Pras.g_01034	Prac.g_01747
OG0000431	Pras.g_01036	Prac.g_01745
OG0000432	Pras.g_01039	Prac.g_01742
OG0000433	Pras.g_01040	Prac.g_01741
OG0000434	Pras.g_01041	Prac.g_01740
OG0000435	Pras.g_01042	Prac.g_01739
OG0000436	Pras.g_01047	Prac.g_01734
OG0000437	Pras.g_01048	Prac.g_01733
OG0000438	Pras.g_01049	Prac.g_01732
OG0000439	Pras.g_01051	Prac.g_01730
OG0000440	Pras.g_01052	Prac.g_01729
OG0000441	Pras.g_01055	Prac.g_01726
OG0000442	Pras.g_01056	Prac.g_01725
OG0000443	Pras.g_01057	Prac.g_01724
OG0000444	Pras.g_01063	Prac.g_01719
OG0000445	Pras.g_01064	Prac.g_01718
OG0000446	Pras.g_01065	Prac.g_01717
OG0000447	Pras.g_01066	Prac.g_01716
OG0000448	Pras.g_01067	Prac.g_01715
OG0000449	Pras.g_01068	Prac.g_01714
OG0000450	Pras.g_01069	Prac.g_01713
OG0000451	Pras.g_01070	Prac.g_01712
OG0000452	Pras.g_01073	Prac.g_01709
OG0000453	Pras.g_01074	Prac.g_01708
OG0000454	Pras.g_01075	Prac.g_01707
OG0000455	Pras.g_01076	Prac.g_01706
OG0000456	Pras.g_01077	Prac.g_01705
OG0000457	Pras.g_01078	Prac.g_01704
OG0000458	Pras.g_01079	Prac.g_01703
OG0000459	Pras.g_01080	Prac.g_01702
OG0000460	Pras.g_01087	Prac.g_01695
OG0000461	Pras.g_01094	Prac.g_01688
OG0000462	Pras.g_01096	Prac.g_01686
OG0000463	Pras.g_01097	Prac.g_01685
OG0000464	Pras.g_01098	Prac.g_01684
OG0000465	Pras.g_01099	Prac.g_01683
OG0000466	Pras.g_01102	Prac.g_01680
OG0000467	Pras.g_01103	Prac.g_01679
OG0000468	Pras.g_01105	Prac.g_01678
OG0000469	Pras.g_01114	Prac.g_01669
OG0000470	Pras.g_01116	Prac.g_01667
OG0000471	Pras.g_01117	Prac.g_01666
OG0000472	Pras.g_01118	Prac.g_01665
OG0000473	Pras.g_01120	Prac.g_01663
OG0000474	Pras.g_01121	Prac.g_01662
OG0000475	Pras.g_01122	Prac.g_01661
OG0000476	Pras.g_01123	Prac.g_01660
OG0000477	Pras.g_01127	Prac.g_01656
OG0000478	Pras.g_01128	Prac.g_01655
OG0000479	Pras.g_01129	Prac.g_01654
OG0000480	Pras.g_01134	Prac.g_01649
OG0000481	Pras.g_01136	Prac.g_01647
OG0000482	Pras.g_01137	Prac.g_01646
OG0000483	Pras.g_01140	Prac.g_01643
OG0000484	Pras.g_01141	Prac.g_01642
OG0000485	Pras.g_01142	Prac.g_01641
OG0000486	Pras.g_01143	Prac.g_01640
OG0000487	Pras.g_01146	Prac.g_01636
OG0000488	Pras.g_01149	Prac.g_01633
OG0000489	Pras.g_01155	Prac.g_01628
OG0000490	Pras.g_01160	Prac.g_01623
OG0000491	Pras.g_01161	Prac.g_01622
OG0000492	Pras.g_01163	Prac.g_01620
OG0000493	Pras.g_01164	Prac.g_01619
OG0000494	Pras.g_01165	Prac.g_01618
OG0000495	Pras.g_01166	Prac.g_01617
OG0000496	Pras.g_01167	Prac.g_01616
OG0000497	Pras.g_01168	Prac.g_01615
OG0000498	Pras.g_01169	Prac.g_01614
OG0000499	Pras.g_01170	Prac.g_01613
OG0000500	Pras.g_01171	Prac.g_01612
OG0000501	Pras.g_01173	Prac.g_01610
OG0000502	Pras.g_01176	Prac.g_01607
OG0000503	Pras.g_01187	Prac.g_01200
OG0000504	Pras.g_01188	Prac.g_01199
OG0000505	Pras.g_01189	Prac.g_01198
OG0000506	Pras.g_01191	Prac.g_01196
OG0000507	Pras.g_01194	Prac.g_01193
OG0000508	Pras.g_01198	Prac.g_01189
OG0000509	Pras.g_01200	Prac.g_01187
OG0000510	Pras.g_01201	Prac.g_01186
OG0000511	Pras.g_01202	Prac.g_01185
OG0000512	Pras.g_01204	Prac.g_01183
OG0000513	Pras.g_01211	Prac.g_01176
OG0000514	Pras.g_01309	Prac.g_01116
OG0000515	Pras.g_01310	Prac.g_01115
OG0000516	Pras.g_01311	Prac.g_01114
OG0000517	Pras.g_01313	Prac.g_01112
OG0000518	Pras.g_01324	Prac.g_01101
OG0000519	Pras.g_01325	Prac.g_01100
OG0000520	Pras.g_01326	Prac.g_01099
OG0000521	Pras.g_01331	Prac.g_01094
OG0000522	Pras.g_01332	Prac.g_01092
OG0000523	Pras.g_01333	Prac.g_01091
OG0000524	Pras.g_01339	Prac.g_01084
OG0000525	Pras.g_01342	Prac.g_01081
OG0000526	Pras.g_01343	Prac.g_01080
OG0000527	Pras.g_01351	Prac.g_01071
OG0000528	Pras.g_01356	Prac.g_01066
OG0000529	Pras.g_01359	Prac.g_01063
OG0000530	Pras.g_01362	Prac.g_01060
OG0000531	Pras.g_01363	Prac.g_01059
OG0000532	Pras.g_01365	Prac.g_01057
OG0000533	Pras.g_01366	Prac.g_01056
OG0000534	Pras.g_01367	Prac.g_01055
OG0000535	Pras.g_01368	Prac.g_01054
OG0000536	Pras.g_01369	Prac.g_01053
OG0000537	Pras.g_01370	Prac.g_01052
OG0000538	Pras.g_01378	Prac.g_00871
OG0000539	Pras.g_01379	Prac.g_00870
OG0000540	Pras.g_01380	Prac.g_00869
OG0000541	Pras.g_01381	Prac.g_00868
OG0000542	Pras.g_01383	Prac.g_00866
OG0000543	Pras.g_01385	Prac.g_00864
OG0000544	Pras.g_01386	Prac.g_00863
OG0000545	Pras.g_01388	Prac.g_00861
OG0000546	Pras.g_01391	Prac.g_00858
OG0000547	Pras.g_01393	Prac.g_00857
OG0000548	Pras.g_01394	Prac.g_00856
OG0000549	Pras.g_01396	Prac.g_00854
OG0000550	Pras.g_01401	Prac.g_00849
OG0000551	Pras.g_01404	Prac.g_00845
OG0000552	Pras.g_01405	Prac.g_00844
OG0000553	Pras.g_01406	Prac.g_00843
OG0000554	Pras.g_01411	Prac.g_00838
OG0000555	Pras.g_01419	Prac.g_00830
OG0000556	Pras.g_01421	Prac.g_00828
OG0000557	Pras.g_01422	Prac.g_00827
