Orthogroup	Pras	Syao
OG0000042	Pras.g_00750	Syao.g_00019, Syao.g_01941
OG0000045	Pras.g_01224	Syao.g_01214, Syao.g_00148
OG0000047	Pras.g_01263, Pras.g_01182	Syao.g_01899
OG0000048	Pras.g_01227	Syao.g_02077
OG0000051	Pras.g_00179, Pras.g_00508	Syao.g_01261
OG0000052	Pras.g_00285	Syao.g_01085
OG0000053	Pras.g_00886, Pras.g_00370	Syao.g_00067
OG0000059	Pras.g_00637	Syao.g_01959
OG0000061	Pras.g_00056	Syao.g_00123
OG0000063	Pras.g_00875	Syao.g_02230
OG0000065	Pras.g_00958	Syao.g_02600
OG0000066	Pras.g_01416	Syao.g_01422
OG0000067	Pras.g_01701, Pras.g_00311	Syao.g_00756
OG0000068	Pras.g_00250	Syao.g_00868, Syao.g_00036
OG0000069	Pras.g_00538, Pras.g_00464	Syao.g_00313
OG0000070	Pras.g_01328	Syao.g_00330
OG0000071	Pras.g_00209	Syao.g_01433
OG0000072	Pras.g_01022	Syao.g_02509, Syao.g_01749
OG0000073	Pras.g_01377	Syao.g_00103
OG0000075	Pras.g_00719	Syao.g_02257
OG0000076	Pras.g_00883, Pras.g_00743	Syao.g_01949
OG0000079	Pras.g_01104	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Pras.g_01462	Syao.g_01035
OG0000084	Pras.g_00346	Syao.g_02606
OG0000085	Pras.g_00543	Syao.g_01569
OG0000086	Pras.g_00939	Syao.g_02653, Syao.g_01240
OG0000087	Pras.g_00990	Syao.g_02555
OG0000088	Pras.g_01017	Syao.g_02503
OG0000089	Pras.g_01209	Syao.g_01716
OG0000090	Pras.g_01410	Syao.g_01412
OG0000091	Pras.g_01518	Syao.g_00902
OG0000092	Pras.g_01806	Syao.g_00656
OG0000094	Pras.g_01915	Syao.g_00458
OG0000097	Pras.g_00098	Syao.g_00973
OG0000098	Pras.g_00232	Syao.g_01374
OG0000099	Pras.g_00294	Syao.g_02019
OG0000100	Pras.g_00427	Syao.g_00787
OG0000101	Pras.g_00687	Syao.g_01840
OG0000102	Pras.g_00748	Syao.g_01945
OG0000103	Pras.g_00829	Syao.g_02340
OG0000104	Pras.g_00838	Syao.g_02157
OG0000105	Pras.g_01126	Syao.g_02071, Syao.g_02072
OG0000106	Pras.g_01223	Syao.g_01385
OG0000107	Pras.g_01239	Syao.g_01935
OG0000108	Pras.g_01358	Syao.g_00028
OG0000109	Pras.g_01372	Syao.g_00110
OG0000110	Pras.g_01451	Syao.g_01051
OG0000111	Pras.g_01575	Syao.g_00378
OG0000112	Pras.g_01665	Syao.g_00683, Syao.g_00303
OG0000113	Pras.g_01723	Syao.g_00782
OG0000114	Pras.g_01801	Syao.g_00965
OG0000115	Pras.g_01994	Syao.g_00065, Syao.g_01464
OG0000116	Pras.g_00046	Syao.g_00137
OG0000117	Pras.g_00150	Syao.g_00169
OG0000118	Pras.g_00221, Pras.g_00222	Syao.g_01475
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Syao.g_02009
OG0000121	Pras.g_00352	Syao.g_01489
OG0000122	Pras.g_00391	Syao.g_01247
OG0000123	Pras.g_00694	Syao.g_01832
OG0000124	Pras.g_00759	Syao.g_02179
OG0000125	Pras.g_00797	Syao.g_02444
OG0000126	Pras.g_00837	Syao.g_02198
OG0000128	Pras.g_00853	Syao.g_02149
OG0000129	Pras.g_00897	Syao.g_02434
OG0000130	Pras.g_00921	Syao.g_02617
OG0000131	Pras.g_00996	Syao.g_02480
OG0000132	Pras.g_01015	Syao.g_02501
OG0000133	Pras.g_01174	Syao.g_00678
OG0000134	Pras.g_01210	Syao.g_01719
OG0000135	Pras.g_01236	Syao.g_00147
OG0000136	Pras.g_01319	Syao.g_01614, Syao.g_01613
OG0000137	Pras.g_01353	Syao.g_02682
OG0000138	Pras.g_01373	Syao.g_00108
OG0000139	Pras.g_01414	Syao.g_02005
OG0000140	Pras.g_01415	Syao.g_01373, Syao.g_01372
OG0000141	Pras.g_01483	Syao.g_01202
OG0000142	Pras.g_01511	Syao.g_00894
OG0000143	Pras.g_01515	Syao.g_00898
OG0000145	Pras.g_01664	Syao.g_00102
OG0000146	Pras.g_01666	Syao.g_00684, Syao.g_00304
OG0000147	Pras.g_01667	Syao.g_00305, Syao.g_00685
OG0000148	Pras.g_01717	Syao.g_00776
OG0000149	Pras.g_01747	Syao.g_00534
OG0000150	Pras.g_01755	Syao.g_01203
OG0000151	Pras.g_01811	Syao.g_00975
OG0000152	Pras.g_01859	Syao.g_00674
OG0000153	Pras.g_01878	Syao.g_00818, Syao.g_01176
OG0000154	Pras.g_01908	Syao.g_00447
OG0000155	Pras.g_00076	Syao.g_00178
OG0000156	Pras.g_00197	Syao.g_00151
OG0000157	Pras.g_00198	Syao.g_00152
OG0000158	Pras.g_00289	Syao.g_02267
OG0000160	Pras.g_00351	Syao.g_01488
OG0000161	Pras.g_00357	Syao.g_01494
OG0000162	Pras.g_00363	Syao.g_01515
OG0000163	Pras.g_00399	Syao.g_01745
OG0000164	Pras.g_00574	Syao.g_01663
OG0000165	Pras.g_00581	Syao.g_01655
OG0000166	Pras.g_00651	Syao.g_01790
OG0000167	Pras.g_00717	Syao.g_01960
OG0000168	Pras.g_00727	Syao.g_02128
OG0000169	Pras.g_00737	Syao.g_02139
OG0000170	Pras.g_00739	Syao.g_02148
OG0000171	Pras.g_00758	Syao.g_02181
OG0000172	Pras.g_00768	Syao.g_02170
OG0000173	Pras.g_00783	Syao.g_02212
OG0000174	Pras.g_00811, Pras.g_00810	Syao.g_02364, Syao.g_02355
OG0000175	Pras.g_00821	Syao.g_02327, Syao.g_00308
OG0000176	Pras.g_00846	Syao.g_02165
OG0000177	Pras.g_00847	Syao.g_02156
OG0000178	Pras.g_00848	Syao.g_02155
OG0000179	Pras.g_00858	Syao.g_02250
OG0000180	Pras.g_00859	Syao.g_02249
OG0000181	Pras.g_00860	Syao.g_02248
OG0000182	Pras.g_00861	Syao.g_02247
OG0000183	Pras.g_00865	Syao.g_02243
OG0000184	Pras.g_00899	Syao.g_02423
OG0000185	Pras.g_00902	Syao.g_02410
OG0000186	Pras.g_00916	Syao.g_02613
OG0000187	Pras.g_00917	Syao.g_02615
OG0000188	Pras.g_00933	Syao.g_02637
OG0000189	Pras.g_00947	Syao.g_02672
OG0000190	Pras.g_00948	Syao.g_01015
OG0000191	Pras.g_00968	Syao.g_02573
OG0000192	Pras.g_00972	Syao.g_02579
OG0000193	Pras.g_00997	Syao.g_02481
OG0000194	Pras.g_01000	Syao.g_02484
OG0000195	Pras.g_01002	Syao.g_02486
OG0000196	Pras.g_01012	Syao.g_02498
OG0000197	Pras.g_01013	Syao.g_02499
OG0000198	Pras.g_01014	Syao.g_02500
OG0000199	Pras.g_01021	Syao.g_02508
OG0000200	Pras.g_01035	Syao.g_02524
OG0000201	Pras.g_01043	Syao.g_02540
OG0000202	Pras.g_01044	Syao.g_02454
OG0000203	Pras.g_01045	Syao.g_02455
OG0000204	Pras.g_01046	Syao.g_02456
OG0000205	Pras.g_01053	Syao.g_02464
OG0000206	Pras.g_01058, Pras.g_01059	Syao.g_02469
OG0000207	Pras.g_01061	Syao.g_02471
OG0000208	Pras.g_01062	Syao.g_02472
OG0000209	Pras.g_01071	Syao.g_02394
OG0000210	Pras.g_01072	Syao.g_02395
OG0000211	Pras.g_01085	Syao.g_01700
OG0000212	Pras.g_01092	Syao.g_01710
OG0000213	Pras.g_01109	Syao.g_02098
OG0000214	Pras.g_01119	Syao.g_02081
OG0000215	Pras.g_01144	Syao.g_02050
OG0000216	Pras.g_01145	Syao.g_02045
OG0000217	Pras.g_01148	Syao.g_02041
OG0000218	Pras.g_01150	Syao.g_02039
OG0000219	Pras.g_01151	Syao.g_02038
OG0000220	Pras.g_01152	Syao.g_02037
OG0000221	Pras.g_01153	Syao.g_02034
OG0000222	Pras.g_01162	Syao.g_02023
OG0000223	Pras.g_01175	Syao.g_00291
OG0000224	Pras.g_01177	Syao.g_01973
OG0000225	Pras.g_01199	Syao.g_01751
OG0000226	Pras.g_01203	Syao.g_01758
OG0000227	Pras.g_01205	Syao.g_01760
OG0000228	Pras.g_01208	Syao.g_01715
OG0000229	Pras.g_01314	Syao.g_01736
OG0000230	Pras.g_01316	Syao.g_01738
OG0000231	Pras.g_01327	Syao.g_01513
OG0000232	Pras.g_01335	Syao.g_00057
OG0000233	Pras.g_01341	Syao.g_02698
OG0000234	Pras.g_01354	Syao.g_02680
OG0000235	Pras.g_01357	Syao.g_00029
OG0000236	Pras.g_01371	Syao.g_00111
OG0000237	Pras.g_01384	Syao.g_00166
OG0000238	Pras.g_01390	Syao.g_00161
OG0000239	Pras.g_01402	Syao.g_01398
OG0000240	Pras.g_01403	Syao.g_01399
OG0000241	Pras.g_01407	Syao.g_00887
OG0000242	Pras.g_01409	Syao.g_01410
OG0000243	Pras.g_01420	Syao.g_00873
OG0000244	Pras.g_01423	Syao.g_00865
OG0000245	Pras.g_01425	Syao.g_00863
OG0000246	Pras.g_01429	Syao.g_00859
OG0000247	Pras.g_01439	Syao.g_00847
OG0000248	Pras.g_01441	Syao.g_00844
OG0000249	Pras.g_01443	Syao.g_00842
OG0000250	Pras.g_01448	Syao.g_00835
OG0000251	Pras.g_01467	Syao.g_01026
OG0000252	Pras.g_01470	Syao.g_01020
OG0000253	Pras.g_01471	Syao.g_01003
OG0000254	Pras.g_01487	Syao.g_01053
OG0000255	Pras.g_01493	Syao.g_01009
OG0000256	Pras.g_01503	Syao.g_01328
OG0000257	Pras.g_01506	Syao.g_00884
OG0000258	Pras.g_01519	Syao.g_00907
OG0000259	Pras.g_01536	Syao.g_00933, Syao.g_00932
OG0000260	Pras.g_01539	Syao.g_00936
OG0000261	Pras.g_01541	Syao.g_00941
OG0000262	Pras.g_00327, Pras.g_01545	Syao.g_00946
OG0000263	Pras.g_01557	Syao.g_00247
OG0000264	Pras.g_01567	Syao.g_00699
OG0000265	Pras.g_01606	Syao.g_00049
OG0000266	Pras.g_01616	Syao.g_00480
OG0000267	Pras.g_01627	Syao.g_00589
OG0000268	Pras.g_01628	Syao.g_00588
OG0000269	Pras.g_01696	Syao.g_00751
OG0000270	Pras.g_01699	Syao.g_00754
OG0000271	Pras.g_01707	Syao.g_00762
OG0000272	Pras.g_01708	Syao.g_00763
OG0000273	Pras.g_01731	Syao.g_00791
OG0000274	Pras.g_01732	Syao.g_00792
OG0000275	Pras.g_01734	Syao.g_00438
OG0000276	Pras.g_01739	Syao.g_00558
OG0000277	Pras.g_01740	Syao.g_00557
OG0000278	Pras.g_01743	Syao.g_00554
OG0000279	Pras.g_01750	Syao.g_00529
OG0000280	Pras.g_01751	Syao.g_00608
OG0000281	Pras.g_01756	Syao.g_01377
OG0000282	Pras.g_01803	Syao.g_00967
OG0000283	Pras.g_01836	Syao.g_00640
OG0000284	Pras.g_01841	Syao.g_00634
OG0000285	Pras.g_01846	Syao.g_00706
OG0000286	Pras.g_01858	Syao.g_00675
OG0000287	Pras.g_01875	Syao.g_00825
OG0000288	Pras.g_01907	Syao.g_00446
OG0000289	Pras.g_01918	Syao.g_00461
OG0000290	Pras.g_01931	Syao.g_00428
OG0000291	Pras.g_01933	Syao.g_00333
OG0000292	Pras.g_01982	Syao.g_02196
OG0000293	Pras.g_00047	Syao.g_00136
OG0000294	Pras.g_00048	Syao.g_00135
OG0000295	Pras.g_00068	Syao.g_00186
OG0000296	Pras.g_00070	Syao.g_00184
OG0000299	Pras.g_00096, Pras.g_00097	Syao.g_00231
OG0000301	Pras.g_00101	Syao.g_00272, Syao.g_00273
OG0000302	Pras.g_00103	Syao.g_00271
OG0000303	Pras.g_00110	Syao.g_00262
OG0000304	Pras.g_00114	Syao.g_00256
OG0000305	Pras.g_00242	Syao.g_00388
OG0000306	Pras.g_00245	Syao.g_01216
OG0000307	Pras.g_00259	Syao.g_00045
OG0000308	Pras.g_00260	Syao.g_00047
OG0000309	Pras.g_00264	Syao.g_02705
OG0000310	Pras.g_00335	Syao.g_01530
OG0000311	Pras.g_00337	Syao.g_01533
OG0000312	Pras.g_00340	Syao.g_01538
OG0000313	Pras.g_00354	Syao.g_01491
OG0000314	Pras.g_00377	Syao.g_00078
OG0000315	Pras.g_00388	Syao.g_00088
OG0000316	Pras.g_00410	Syao.g_01602
OG0000317	Pras.g_00548	Syao.g_01560
OG0000318	Pras.g_00551	Syao.g_01553
OG0000319	Pras.g_00564	Syao.g_01678
OG0000320	Pras.g_00566	Syao.g_01676
OG0000321	Pras.g_00567	Syao.g_01675
OG0000322	Pras.g_00568	Syao.g_01674
OG0000323	Pras.g_00577	Syao.g_01661
OG0000324	Pras.g_00604	Syao.g_01630
OG0000325	Pras.g_00614	Syao.g_01936
OG0000326	Pras.g_00620	Syao.g_01918
OG0000327	Pras.g_00646	Syao.g_01795
OG0000328	Pras.g_00647	Syao.g_01794
OG0000329	Pras.g_00664	Syao.g_01776
OG0000330	Pras.g_00665	Syao.g_01775
OG0000331	Pras.g_00666	Syao.g_01774
OG0000332	Pras.g_00680	Syao.g_01813
OG0000333	Pras.g_00682	Syao.g_01810
OG0000334	Pras.g_00690	Syao.g_01836
OG0000335	Pras.g_00695	Syao.g_01831
OG0000336	Pras.g_00699	Syao.g_01827
OG0000337	Pras.g_00715	Syao.g_01968
OG0000338	Pras.g_00716	Syao.g_01962
OG0000339	Pras.g_00720	Syao.g_02259
OG0000340	Pras.g_00728	Syao.g_02129
OG0000341	Pras.g_00730	Syao.g_02131
OG0000342	Pras.g_00731	Syao.g_02132
OG0000343	Pras.g_00732	Syao.g_02133
OG0000344	Pras.g_00735	Syao.g_02137
OG0000345	Pras.g_00740	Syao.g_01953
OG0000346	Pras.g_00744	Syao.g_01948
OG0000347	Pras.g_00761	Syao.g_02178
OG0000348	Pras.g_00771	Syao.g_02166
OG0000349	Pras.g_00788	Syao.g_02219
OG0000350	Pras.g_00806, Pras.g_00131	Syao.g_01925
OG0000351	Pras.g_00824	Syao.g_02331
OG0000352	Pras.g_00825	Syao.g_02332
OG0000353	Pras.g_00841	Syao.g_02160
OG0000355	Pras.g_00843	Syao.g_02162
OG0000356	Pras.g_00844	Syao.g_02163
OG0000357	Pras.g_00845	Syao.g_02164
OG0000358	Pras.g_00849	Syao.g_02154
OG0000359	Pras.g_00850	Syao.g_02152
OG0000360	Pras.g_00851	Syao.g_02151
OG0000361	Pras.g_00852	Syao.g_02150
OG0000362	Pras.g_00854	Syao.g_01954
OG0000363	Pras.g_00856	Syao.g_02255
OG0000364	Pras.g_00857	Syao.g_01558
OG0000365	Pras.g_00862	Syao.g_02246
OG0000366	Pras.g_00863	Syao.g_02245
OG0000367	Pras.g_00864	Syao.g_02244
OG0000368	Pras.g_00866	Syao.g_02242
OG0000369	Pras.g_00867	Syao.g_02241
OG0000370	Pras.g_00868	Syao.g_02240
OG0000371	Pras.g_00874	Syao.g_02231
OG0000372	Pras.g_00877	Syao.g_02226
OG0000373	Pras.g_00878	Syao.g_02225
OG0000374	Pras.g_00879	Syao.g_02224
OG0000375	Pras.g_00893	Syao.g_02223
OG0000376	Pras.g_00895	Syao.g_02221
OG0000377	Pras.g_00898	Syao.g_02429
OG0000378	Pras.g_00900	Syao.g_02414
OG0000379	Pras.g_00903	Syao.g_02409
OG0000380	Pras.g_00918	Syao.g_02616
OG0000381	Pras.g_00922	Syao.g_02618
OG0000382	Pras.g_00932	Syao.g_02636
OG0000383	Pras.g_00934	Syao.g_02643
OG0000384	Pras.g_00935	Syao.g_02644
OG0000385	Pras.g_00936	Syao.g_02645
OG0000386	Pras.g_00937	Syao.g_02646
OG0000387	Pras.g_00950	Syao.g_01019
OG0000388	Pras.g_00953	Syao.g_02596
OG0000389	Pras.g_00957	Syao.g_02599
OG0000390	Pras.g_00964	Syao.g_02567
OG0000391	Pras.g_00967	Syao.g_02572
OG0000392	Pras.g_00971	Syao.g_02578
OG0000393	Pras.g_00973	Syao.g_02581
OG0000394	Pras.g_00974	Syao.g_02582
OG0000395	Pras.g_00975	Syao.g_02583
OG0000396	Pras.g_00978	Syao.g_02586
OG0000397	Pras.g_00980	Syao.g_02542
OG0000398	Pras.g_00982	Syao.g_02547
OG0000399	Pras.g_00983	Syao.g_02548
OG0000400	Pras.g_00984	Syao.g_02549
OG0000401	Pras.g_00985	Syao.g_02550
OG0000402	Pras.g_00987	Syao.g_02552
OG0000403	Pras.g_00988	Syao.g_02553
OG0000404	Pras.g_00989	Syao.g_02554
OG0000405	Pras.g_00993	Syao.g_02478
OG0000406	Pras.g_00998	Syao.g_02482
OG0000407	Pras.g_00999	Syao.g_02483
OG0000408	Pras.g_01001	Syao.g_02485
OG0000409	Pras.g_01003	Syao.g_02487
OG0000410	Pras.g_01004	Syao.g_02488
OG0000411	Pras.g_01005	Syao.g_02489
OG0000412	Pras.g_01006	Syao.g_02490
OG0000413	Pras.g_01007	Syao.g_02492
OG0000414	Pras.g_01008	Syao.g_02493
OG0000415	Pras.g_01009	Syao.g_02494
OG0000416	Pras.g_01010	Syao.g_02495
OG0000417	Pras.g_01011	Syao.g_02497
OG0000418	Pras.g_01016	Syao.g_02502
OG0000419	Pras.g_01018	Syao.g_02504
OG0000420	Pras.g_01019	Syao.g_02506
OG0000421	Pras.g_01024	Syao.g_02510
OG0000422	Pras.g_01025	Syao.g_02511
OG0000423	Pras.g_01026	Syao.g_02512
OG0000424	Pras.g_01027	Syao.g_02513
OG0000425	Pras.g_01028	Syao.g_02514
OG0000426	Pras.g_01029	Syao.g_02515
OG0000427	Pras.g_01030	Syao.g_02516
OG0000428	Pras.g_01032	Syao.g_02519
OG0000429	Pras.g_01033	Syao.g_02522
OG0000430	Pras.g_01034	Syao.g_02523
OG0000431	Pras.g_01036	Syao.g_02526
OG0000432	Pras.g_01039	Syao.g_02532
OG0000433	Pras.g_01040	Syao.g_02534
OG0000434	Pras.g_01041	Syao.g_02535
OG0000435	Pras.g_01042	Syao.g_02538
OG0000436	Pras.g_01047	Syao.g_02458
OG0000437	Pras.g_01048	Syao.g_02459
OG0000438	Pras.g_01049	Syao.g_02460
OG0000439	Pras.g_01051	Syao.g_02462
OG0000440	Pras.g_01052	Syao.g_02463
OG0000441	Pras.g_01055	Syao.g_02466
OG0000442	Pras.g_01056	Syao.g_02467
OG0000443	Pras.g_01057	Syao.g_02468
OG0000444	Pras.g_01063	Syao.g_02473
OG0000445	Pras.g_01064	Syao.g_02474
OG0000446	Pras.g_01065	Syao.g_02476
OG0000447	Pras.g_01066	Syao.g_02383
OG0000448	Pras.g_01067	Syao.g_02384
OG0000449	Pras.g_01068	Syao.g_02385
OG0000450	Pras.g_01069	Syao.g_02391
OG0000451	Pras.g_01070	Syao.g_02392
OG0000452	Pras.g_01073	Syao.g_02396
OG0000453	Pras.g_01074	Syao.g_02397
OG0000454	Pras.g_01075	Syao.g_02398
OG0000455	Pras.g_01076	Syao.g_02399
OG0000456	Pras.g_01077	Syao.g_02400
OG0000457	Pras.g_01078	Syao.g_02402
OG0000458	Pras.g_01079	Syao.g_02403
OG0000459	Pras.g_01080	Syao.g_02404
OG0000460	Pras.g_01087	Syao.g_01702
OG0000461	Pras.g_01094	Syao.g_02119
OG0000462	Pras.g_01096	Syao.g_02116
OG0000463	Pras.g_01097	Syao.g_02115
OG0000464	Pras.g_01098	Syao.g_02114
OG0000465	Pras.g_01099	Syao.g_02112
OG0000466	Pras.g_01102	Syao.g_02107
OG0000467	Pras.g_01103	Syao.g_02106
OG0000468	Pras.g_01105	Syao.g_02102
OG0000469	Pras.g_01114	Syao.g_02087
OG0000470	Pras.g_01116	Syao.g_02085
OG0000471	Pras.g_01117	Syao.g_02084
OG0000472	Pras.g_01118	Syao.g_02082
OG0000473	Pras.g_01120	Syao.g_02080
OG0000474	Pras.g_01121	Syao.g_02079
OG0000475	Pras.g_01122	Syao.g_02078
OG0000476	Pras.g_01123	Syao.g_02076
OG0000477	Pras.g_01127	Syao.g_02069
OG0000478	Pras.g_01128	Syao.g_02068
OG0000479	Pras.g_01129	Syao.g_02067
OG0000480	Pras.g_01134	Syao.g_02060
OG0000481	Pras.g_01136	Syao.g_01012
OG0000482	Pras.g_01137	Syao.g_02058
OG0000483	Pras.g_01140	Syao.g_02054
OG0000484	Pras.g_01141	Syao.g_02053
OG0000485	Pras.g_01142	Syao.g_02052
OG0000486	Pras.g_01143	Syao.g_02051
OG0000487	Pras.g_01146	Syao.g_02044
OG0000488	Pras.g_01149	Syao.g_02040
OG0000489	Pras.g_01155	Syao.g_02033
OG0000490	Pras.g_01160	Syao.g_02025
OG0000491	Pras.g_01161	Syao.g_02024
OG0000492	Pras.g_01163	Syao.g_02022
OG0000493	Pras.g_01164	Syao.g_02021
OG0000494	Pras.g_01165	Syao.g_02020
OG0000495	Pras.g_01166	Syao.g_02018
OG0000496	Pras.g_01167	Syao.g_02017
OG0000497	Pras.g_01168	Syao.g_02016
OG0000498	Pras.g_01169	Syao.g_02015
OG0000499	Pras.g_01170	Syao.g_02014
OG0000500	Pras.g_01171	Syao.g_02013
OG0000501	Pras.g_01173	Syao.g_02010
OG0000502	Pras.g_01176	Syao.g_01974
OG0000503	Pras.g_01187	Syao.g_01877
OG0000504	Pras.g_01188	Syao.g_01875
OG0000505	Pras.g_01189	Syao.g_01874
OG0000506	Pras.g_01191	Syao.g_01872
OG0000507	Pras.g_01194	Syao.g_01866
OG0000508	Pras.g_01198	Syao.g_01750
OG0000509	Pras.g_01200	Syao.g_01755
OG0000510	Pras.g_01201	Syao.g_01756
OG0000511	Pras.g_01202	Syao.g_01757
OG0000512	Pras.g_01204	Syao.g_01759
OG0000513	Pras.g_01211	Syao.g_01720
OG0000514	Pras.g_01309	Syao.g_01727
OG0000515	Pras.g_01310	Syao.g_01728
OG0000516	Pras.g_01311	Syao.g_01730
OG0000517	Pras.g_01313	Syao.g_01735
OG0000518	Pras.g_01324	Syao.g_01621
OG0000519	Pras.g_01325	Syao.g_01622
OG0000520	Pras.g_01326	Syao.g_01512
OG0000521	Pras.g_01331	Syao.g_00061
OG0000522	Pras.g_01332	Syao.g_00059
OG0000523	Pras.g_01333	Syao.g_00058
OG0000524	Pras.g_01339	Syao.g_02699
OG0000525	Pras.g_01342	Syao.g_02691
OG0000526	Pras.g_01343	Syao.g_02688
OG0000527	Pras.g_01351	Syao.g_02684
OG0000528	Pras.g_01356	Syao.g_00031
OG0000529	Pras.g_01359	Syao.g_00027
OG0000530	Pras.g_01362	Syao.g_00122
OG0000531	Pras.g_01363	Syao.g_00121
OG0000532	Pras.g_01365	Syao.g_00118
OG0000533	Pras.g_01366	Syao.g_00116
OG0000534	Pras.g_01367	Syao.g_00115
OG0000535	Pras.g_01368	Syao.g_00114
OG0000536	Pras.g_01369	Syao.g_00113
OG0000537	Pras.g_01370	Syao.g_00112
OG0000538	Pras.g_01378	Syao.g_00100
OG0000539	Pras.g_01379	Syao.g_00099
OG0000540	Pras.g_01380	Syao.g_00098
OG0000541	Pras.g_01381	Syao.g_00097
OG0000542	Pras.g_01383	Syao.g_00167
OG0000543	Pras.g_01385	Syao.g_00165
OG0000544	Pras.g_01386	Syao.g_00164
OG0000545	Pras.g_01388	Syao.g_00162
OG0000546	Pras.g_01391	Syao.g_00160
OG0000547	Pras.g_01393	Syao.g_00158
OG0000548	Pras.g_01394	Syao.g_00157
OG0000549	Pras.g_01396	Syao.g_01391
OG0000550	Pras.g_01401	Syao.g_01396
OG0000551	Pras.g_01404	Syao.g_01401
OG0000552	Pras.g_01405	Syao.g_01402
OG0000553	Pras.g_01406	Syao.g_01404
OG0000554	Pras.g_01411	Syao.g_01413
OG0000555	Pras.g_01419	Syao.g_00875
OG0000556	Pras.g_01421	Syao.g_00871
OG0000557	Pras.g_01422	Syao.g_00866
OG0000558	Pras.g_01424	Syao.g_00864
OG0000559	Pras.g_01428	Syao.g_00860
OG0000560	Pras.g_01431	Syao.g_00857
OG0000561	Pras.g_01432	Syao.g_00856
OG0000562	Pras.g_01433	Syao.g_00855
OG0000563	Pras.g_01434	Syao.g_00854
OG0000564	Pras.g_01435	Syao.g_00853
OG0000565	Pras.g_01438	Syao.g_00849
OG0000566	Pras.g_01440	Syao.g_00845
OG0000567	Pras.g_01444	Syao.g_00841
OG0000568	Pras.g_01445	Syao.g_00839
OG0000569	Pras.g_01446	Syao.g_00838
OG0000570	Pras.g_01447	Syao.g_00837
OG0000571	Pras.g_01449	Syao.g_00834
OG0000572	Pras.g_01463	Syao.g_01033
OG0000573	Pras.g_01468	Syao.g_01022
OG0000574	Pras.g_01469	Syao.g_01021
OG0000575	Pras.g_01473	Syao.g_01000
OG0000576	Pras.g_01475	Syao.g_00996
OG0000577	Pras.g_01476	Syao.g_00995
OG0000578	Pras.g_01477	Syao.g_00994
OG0000579	Pras.g_01478	Syao.g_00993
OG0000580	Pras.g_01479	Syao.g_00992
OG0000581	Pras.g_01481	Syao.g_01059
OG0000582	Pras.g_01484	Syao.g_01204
OG0000583	Pras.g_01485	Syao.g_01205
OG0000584	Pras.g_01486	Syao.g_01206
OG0000585	Pras.g_01488	Syao.g_01054
OG0000586	Pras.g_01489	Syao.g_01055
OG0000587	Pras.g_01490	Syao.g_01057
OG0000588	Pras.g_01494	Syao.g_00406
OG0000589	Pras.g_01497	Syao.g_01342
OG0000590	Pras.g_01498	Syao.g_01341
OG0000591	Pras.g_01501	Syao.g_01330
OG0000592	Pras.g_01502	Syao.g_01329
OG0000593	Pras.g_01508	Syao.g_00890
OG0000594	Pras.g_01509	Syao.g_00891
OG0000595	Pras.g_01510	Syao.g_00892
