Orthogroup	Syag	Pras
OG0000184	Syag.g_02110	Pras.g_00899
OG0000185	Syag.g_02092	Pras.g_00902
OG0000186	Syag.g_01815	Pras.g_00916
OG0000187	Syag.g_01816	Pras.g_00917
OG0000188	Syag.g_01839	Pras.g_00933
OG0000189	Syag.g_01872	Pras.g_00947
OG0000190	Syag.g_01874	Pras.g_00948
OG0000191	Syag.g_01909	Pras.g_00968
OG0000192	Syag.g_01915	Pras.g_00972
OG0000193	Syag.g_01952	Pras.g_00997
OG0000194	Syag.g_01955	Pras.g_01000
OG0000195	Syag.g_01957	Pras.g_01002
OG0000196	Syag.g_01968	Pras.g_01012
OG0000197	Syag.g_01969	Pras.g_01013
OG0000198	Syag.g_00108, Syag.g_01971	Pras.g_01014
OG0000199	Syag.g_01979	Pras.g_01021
OG0000200	Syag.g_01996	Pras.g_01035
OG0000201	Syag.g_02019, Syag.g_02023	Pras.g_01043
OG0000202	Syag.g_02024	Pras.g_01044
OG0000203	Syag.g_02025	Pras.g_01045
OG0000204	Syag.g_02020, Syag.g_02026	Pras.g_01046
OG0000205	Syag.g_02035	Pras.g_01053
OG0000206	Syag.g_02047	Pras.g_01058, Pras.g_01059
OG0000207	Syag.g_02051	Pras.g_01061
OG0000208	Syag.g_02052	Pras.g_01062
OG0000209	Syag.g_02069	Pras.g_01071
OG0000210	Syag.g_02070	Pras.g_01072
OG0000211	Syag.g_01788	Pras.g_01085
OG0000212	Syag.g_01777	Pras.g_01092
OG0000213	Syag.g_02632	Pras.g_01109
OG0000214	Syag.g_02615	Pras.g_01119
OG0000215	Syag.g_02584	Pras.g_01144
OG0000216	Syag.g_02580	Pras.g_01145
OG0000217	Syag.g_02576	Pras.g_01148
OG0000218	Syag.g_02574	Pras.g_01150
OG0000219	Syag.g_02573	Pras.g_01151
OG0000220	Syag.g_02572	Pras.g_01152
OG0000221	Syag.g_02566	Pras.g_01153
OG0000222	Syag.g_02550	Pras.g_01162
OG0000223	Syag.g_02475	Pras.g_01175
OG0000224	Syag.g_02471	Pras.g_01177
OG0000225	Syag.g_02861	Pras.g_01199
OG0000226	Syag.g_02865	Pras.g_01203
OG0000227	Syag.g_02867	Pras.g_01205
OG0000228	Syag.g_00004	Pras.g_01208
OG0000229	Syag.g_00033	Pras.g_01314
OG0000230	Syag.g_00035	Pras.g_01316
OG0000231	Syag.g_00048	Pras.g_01327
OG0000232	Syag.g_00059	Pras.g_01335
OG0000233	Syag.g_01330	Pras.g_01341
OG0000234	Syag.g_01358	Pras.g_01354
OG0000235	Syag.g_01529	Pras.g_01357
OG0000236	Syag.g_01513	Pras.g_01371
OG0000237	Syag.g_01495	Pras.g_01384
OG0000238	Syag.g_01490	Pras.g_01390
OG0000239	Syag.g_01472	Pras.g_01402
OG0000240	Syag.g_01471	Pras.g_01403
OG0000241	Syag.g_00396	Pras.g_01407
OG0000242	Syag.g_01456	Pras.g_01409
OG0000243	Syag.g_00255	Pras.g_01420
OG0000244	Syag.g_00268	Pras.g_01423
OG0000245	Syag.g_00270	Pras.g_01425
OG0000246	Syag.g_00274	Pras.g_01429
OG0000247	Syag.g_00286	Pras.g_01439
OG0000248	Syag.g_00289	Pras.g_01441
OG0000249	Syag.g_00291	Pras.g_01443
OG0000250	Syag.g_00299	Pras.g_01448
OG0000251	Syag.g_00328	Pras.g_01467
OG0000252	Syag.g_00331	Pras.g_01470
OG0000253	Syag.g_00333	Pras.g_01471
OG0000254	Syag.g_00356	Pras.g_01487
OG0000255	Syag.g_00369	Pras.g_01493
OG0000256	Syag.g_00385	Pras.g_01503
OG0000257	Syag.g_00395	Pras.g_01506
OG0000258	Syag.g_00423	Pras.g_01519
OG0000259	Syag.g_00560	Pras.g_01536
OG0000260	Syag.g_00570	Pras.g_01539
OG0000261	Syag.g_00581	Pras.g_01541
OG0000262	Syag.g_00586	Pras.g_00327, Pras.g_01545
OG0000263	Syag.g_01079	Pras.g_01557
OG0000264	Syag.g_01011	Pras.g_01567
OG0000265	Syag.g_01021	Pras.g_01606
OG0000266	Syag.g_00907	Pras.g_01616
OG0000267	Syag.g_00762	Pras.g_01627
OG0000268	Syag.g_00763	Pras.g_01628
OG0000269	Syag.g_00662	Pras.g_01696
OG0000270	Syag.g_00665	Pras.g_01699
OG0000271	Syag.g_00673	Pras.g_01707
OG0000273	Syag.g_00713	Pras.g_01731
OG0000274	Syag.g_00714	Pras.g_01732
OG0000275	Syag.g_00717	Pras.g_01734
OG0000276	Syag.g_00723	Pras.g_01739
OG0000277	Syag.g_00724	Pras.g_01740
OG0000278	Syag.g_00727	Pras.g_01743
OG0000279	Syag.g_00735	Pras.g_01750
OG0000280	Syag.g_00741	Pras.g_01751
OG0000281	Syag.g_00572	Pras.g_01756
OG0000282	Syag.g_00611	Pras.g_01803
OG0000283	Syag.g_00775	Pras.g_01836
OG0000284	Syag.g_00780	Pras.g_01841
OG0000285	Syag.g_00791	Pras.g_01846
OG0000286	Syag.g_00809	Pras.g_01858
OG0000287	Syag.g_00838	Pras.g_01875
OG0000288	Syag.g_00869	Pras.g_01907
OG0000289	Syag.g_00884	Pras.g_01918
OG0000290	Syag.g_00970	Pras.g_01931
OG0000291	Syag.g_00972	Pras.g_01933
OG0000292	Syag.g_02265	Pras.g_01982
OG0000293	Syag.g_01155	Pras.g_00047
OG0000294	Syag.g_01154	Pras.g_00048
OG0000295	Syag.g_01115	Pras.g_00068
OG0000296	Syag.g_01113	Pras.g_00070
OG0000297	Syag.g_01099	Pras.g_00078
OG0000298	Syag.g_01098	Pras.g_00079
OG0000299	Syag.g_01067	Pras.g_00096, Pras.g_00097
OG0000300	Syag.g_01062	Pras.g_00100
OG0000301	Syag.g_01061	Pras.g_00101
OG0000302	Syag.g_01060	Pras.g_00103
OG0000303	Syag.g_01048	Pras.g_00110
OG0000304	Syag.g_01041	Pras.g_00114
OG0000305	Syag.g_00977	Pras.g_00242
OG0000306	Syag.g_00460	Pras.g_00245
OG0000307	Syag.g_01546	Pras.g_00259
OG0000308	Syag.g_01548	Pras.g_00260
OG0000309	Syag.g_01553	Pras.g_00264
OG0000310	Syag.g_01291	Pras.g_00335
OG0000311	Syag.g_01300	Pras.g_00337
OG0000312	Syag.g_01434	Pras.g_00340
OG0000313	Syag.g_00966, Syag.g_01412	Pras.g_00354
OG0000314	Syag.g_01380	Pras.g_00377
OG0000315	Syag.g_01369	Pras.g_00388
OG0000316	Syag.g_01641	Pras.g_00410
OG0000317	Syag.g_01684	Pras.g_00548
OG0000318	Syag.g_01688	Pras.g_00551
OG0000319	Syag.g_01710	Pras.g_00564
OG0000320	Syag.g_01712	Pras.g_00566
OG0000321	Syag.g_01713	Pras.g_00567
OG0000322	Syag.g_01714	Pras.g_00568
OG0000323	Syag.g_01728	Pras.g_00577
OG0000324	Syag.g_01757	Pras.g_00604
OG0000325	Syag.g_02690	Pras.g_00614
OG0000326	Syag.g_02698	Pras.g_00620
OG0000327	Syag.g_02728	Pras.g_00646
OG0000328	Syag.g_02729	Pras.g_00647
OG0000329	Syag.g_02747	Pras.g_00664
OG0000330	Syag.g_02748	Pras.g_00665
OG0000331	Syag.g_02749	Pras.g_00666
OG0000332	Syag.g_02764	Pras.g_00680
OG0000333	Syag.g_02767	Pras.g_00682
OG0000334	Syag.g_02777	Pras.g_00690
OG0000335	Syag.g_02782	Pras.g_00695
OG0000336	Syag.g_02786	Pras.g_00699
OG0000337	Syag.g_02445	Pras.g_00715
OG0000338	Syag.g_02440	Pras.g_00716
OG0000340	Syag.g_02416	Pras.g_00728
OG0000341	Syag.g_02414	Pras.g_00730
OG0000342	Syag.g_02413	Pras.g_00731
OG0000343	Syag.g_02411	Pras.g_00732
OG0000344	Syag.g_02407	Pras.g_00735
OG0000345	Syag.g_02397	Pras.g_00740
OG0000346	Syag.g_02392	Pras.g_00744
OG0000347	Syag.g_02366	Pras.g_00761
OG0000348	Syag.g_02357	Pras.g_00771
OG0000349	Syag.g_02330	Pras.g_00788
OG0000350	Syag.g_02705	Pras.g_00806, Pras.g_00131
OG0000351	Syag.g_02244	Pras.g_00824
OG0000352	Syag.g_02245	Pras.g_00825
OG0000353	Syag.g_02271	Pras.g_00841
OG0000355	Syag.g_02273	Pras.g_00843
OG0000356	Syag.g_02274	Pras.g_00844
OG0000357	Syag.g_02275	Pras.g_00845
OG0000358	Syag.g_02279	Pras.g_00849
OG0000359	Syag.g_02281	Pras.g_00850
OG0000360	Syag.g_02282	Pras.g_00851
OG0000361	Syag.g_02283	Pras.g_00852
OG0000362	Syag.g_02285	Pras.g_00854
OG0000363	Syag.g_02287	Pras.g_00856
OG0000364	Syag.g_02288	Pras.g_00857
OG0000365	Syag.g_02297	Pras.g_00862
OG0000366	Syag.g_02298	Pras.g_00863
OG0000367	Syag.g_02299	Pras.g_00864
OG0000368	Syag.g_02301	Pras.g_00866
OG0000369	Syag.g_02302	Pras.g_00867
OG0000370	Syag.g_02303	Pras.g_00868
OG0000371	Syag.g_02312	Pras.g_00874
OG0000372	Syag.g_02317	Pras.g_00877
OG0000373	Syag.g_02318	Pras.g_00878
OG0000374	Syag.g_02319	Pras.g_00879
OG0000375	Syag.g_02326	Pras.g_00893
OG0000376	Syag.g_02328	Pras.g_00895
OG0000377	Syag.g_02119	Pras.g_00898
OG0000378	Syag.g_02099	Pras.g_00900
OG0000379	Syag.g_02091	Pras.g_00903
OG0000380	Syag.g_01817	Pras.g_00918
OG0000381	Syag.g_01820	Pras.g_00922
OG0000382	Syag.g_01838	Pras.g_00932
OG0000383	Syag.g_01843	Pras.g_00934
OG0000384	Syag.g_01844	Pras.g_00935
OG0000385	Syag.g_01845	Pras.g_00936
OG0000386	Syag.g_01846	Pras.g_00937
OG0000387	Syag.g_01876	Pras.g_00950
OG0000388	Syag.g_01880	Pras.g_00953
OG0000389	Syag.g_01884	Pras.g_00957
OG0000390	Syag.g_01903	Pras.g_00964
OG0000391	Syag.g_01908	Pras.g_00967
OG0000392	Syag.g_01914	Pras.g_00971
OG0000393	Syag.g_01917	Pras.g_00973
OG0000394	Syag.g_01918	Pras.g_00974
OG0000395	Syag.g_01919	Pras.g_00975
OG0000396	Syag.g_01922	Pras.g_00978
OG0000397	Syag.g_01924	Pras.g_00980
OG0000398	Syag.g_01929	Pras.g_00982
OG0000399	Syag.g_01930	Pras.g_00983
OG0000400	Syag.g_01931	Pras.g_00984
OG0000401	Syag.g_01932	Pras.g_00985
OG0000402	Syag.g_01934	Pras.g_00987
OG0000403	Syag.g_01935	Pras.g_00988
OG0000404	Syag.g_01937	Pras.g_00989
OG0000405	Syag.g_01949	Pras.g_00993
OG0000406	Syag.g_01953	Pras.g_00998
OG0000407	Syag.g_01954	Pras.g_00999
OG0000408	Syag.g_01956	Pras.g_01001
OG0000409	Syag.g_01958	Pras.g_01003
OG0000410	Syag.g_01959	Pras.g_01004
OG0000411	Syag.g_01960	Pras.g_01005
OG0000412	Syag.g_01961	Pras.g_01006
OG0000413	Syag.g_01963	Pras.g_01007
OG0000414	Syag.g_01964	Pras.g_01008
OG0000415	Syag.g_01965	Pras.g_01009
OG0000416	Syag.g_01966	Pras.g_01010
OG0000417	Syag.g_01967	Pras.g_01011
OG0000418	Syag.g_01973	Pras.g_01016
OG0000419	Syag.g_01975	Pras.g_01018
OG0000420	Syag.g_01977	Pras.g_01019
OG0000421	Syag.g_01982	Pras.g_01024
OG0000422	Syag.g_01983	Pras.g_01025
OG0000423	Syag.g_01984	Pras.g_01026
OG0000424	Syag.g_01985	Pras.g_01027
OG0000425	Syag.g_01986	Pras.g_01028
OG0000426	Syag.g_01987	Pras.g_01029
OG0000427	Syag.g_01988	Pras.g_01030
OG0000428	Syag.g_01991	Pras.g_01032
OG0000429	Syag.g_01993	Pras.g_01033
OG0000430	Syag.g_01995	Pras.g_01034
OG0000431	Syag.g_01998	Pras.g_01036
OG0000432	Syag.g_02007	Pras.g_01039
OG0000433	Syag.g_02009	Pras.g_01040
OG0000434	Syag.g_02010	Pras.g_01041
OG0000435	Syag.g_02017	Pras.g_01042
OG0000436	Syag.g_02028	Pras.g_01047
OG0000437	Syag.g_02029	Pras.g_01048
OG0000438	Syag.g_02031	Pras.g_01049
OG0000439	Syag.g_02033	Pras.g_01051
OG0000440	Syag.g_02034	Pras.g_01052
OG0000441	Syag.g_02041	Pras.g_01055
OG0000442	Syag.g_02044	Pras.g_01056
OG0000443	Syag.g_02046	Pras.g_01057
OG0000444	Syag.g_02053	Pras.g_01063
OG0000445	Syag.g_02054	Pras.g_01064
OG0000446	Syag.g_02056	Pras.g_01065
OG0000447	Syag.g_02059	Pras.g_01066
OG0000448	Syag.g_02060	Pras.g_01067
OG0000449	Syag.g_02061	Pras.g_01068
OG0000450	Syag.g_02066	Pras.g_01069
OG0000451	Syag.g_02067	Pras.g_01070
OG0000452	Syag.g_02071	Pras.g_01073
OG0000453	Syag.g_02072	Pras.g_01074
OG0000454	Syag.g_02073	Pras.g_01075
OG0000455	Syag.g_02074	Pras.g_01076
OG0000456	Syag.g_02075	Pras.g_01077
OG0000457	Syag.g_02077	Pras.g_01078
OG0000458	Syag.g_02080	Pras.g_01079
OG0000459	Syag.g_02081	Pras.g_01080
OG0000460	Syag.g_01786	Pras.g_01087
OG0000461	Syag.g_02675	Pras.g_01094
OG0000462	Syag.g_02672	Pras.g_01096
OG0000463	Syag.g_02671	Pras.g_01097
OG0000464	Syag.g_02670	Pras.g_01098
OG0000465	Syag.g_02668	Pras.g_01099
OG0000466	Syag.g_02662	Pras.g_01102
OG0000467	Syag.g_02660	Pras.g_01103
OG0000468	Syag.g_02636	Pras.g_01105
OG0000469	Syag.g_02621	Pras.g_01114
OG0000470	Syag.g_02619	Pras.g_01116
OG0000471	Syag.g_02618	Pras.g_01117
OG0000472	Syag.g_02616	Pras.g_01118
OG0000473	Syag.g_02614	Pras.g_01120
OG0000474	Syag.g_02613	Pras.g_01121
OG0000475	Syag.g_02612	Pras.g_01122
OG0000476	Syag.g_02610	Pras.g_01123
OG0000477	Syag.g_02604	Pras.g_01127
OG0000478	Syag.g_02603	Pras.g_01128
OG0000479	Syag.g_02602	Pras.g_01129
OG0000480	Syag.g_02595	Pras.g_01134
OG0000481	Syag.g_02593	Pras.g_01136
OG0000482	Syag.g_02592	Pras.g_01137
OG0000483	Syag.g_02588	Pras.g_01140
OG0000484	Syag.g_02587	Pras.g_01141
OG0000485	Syag.g_02586	Pras.g_01142
OG0000486	Syag.g_02585	Pras.g_01143
OG0000487	Syag.g_02579	Pras.g_01146
OG0000488	Syag.g_02575	Pras.g_01149
OG0000489	Syag.g_02565	Pras.g_01155
OG0000490	Syag.g_02553	Pras.g_01160
OG0000491	Syag.g_02551	Pras.g_01161
OG0000492	Syag.g_02549	Pras.g_01163
OG0000493	Syag.g_02548	Pras.g_01164
OG0000494	Syag.g_02547	Pras.g_01165
OG0000495	Syag.g_02546	Pras.g_01166
OG0000496	Syag.g_02545	Pras.g_01167
OG0000497	Syag.g_02544	Pras.g_01168
OG0000498	Syag.g_02543	Pras.g_01169
OG0000499	Syag.g_02542	Pras.g_01170
OG0000500	Syag.g_02541	Pras.g_01171
OG0000501	Syag.g_02538	Pras.g_01173
OG0000502	Syag.g_02467	Pras.g_01176
OG0000503	Syag.g_02843	Pras.g_01187
OG0000504	Syag.g_02845	Pras.g_01188
OG0000505	Syag.g_02846	Pras.g_01189
OG0000506	Syag.g_02849	Pras.g_01191
OG0000507	Syag.g_02855	Pras.g_01194
OG0000508	Syag.g_02860	Pras.g_01198
OG0000509	Syag.g_02862	Pras.g_01200
OG0000510	Syag.g_02863	Pras.g_01201
OG0000511	Syag.g_02864	Pras.g_01202
OG0000512	Syag.g_02866	Pras.g_01204
OG0000513	Syag.g_00009	Pras.g_01211
OG0000514	Syag.g_00018	Pras.g_01309
OG0000515	Syag.g_00019	Pras.g_01310
OG0000516	Syag.g_00025	Pras.g_01311
OG0000517	Syag.g_00032	Pras.g_01313
OG0000518	Syag.g_00044	Pras.g_01324
OG0000519	Syag.g_00045	Pras.g_01325
OG0000520	Syag.g_00046	Pras.g_01326
OG0000521	Syag.g_00054	Pras.g_01331
OG0000522	Syag.g_00056	Pras.g_01332
OG0000523	Syag.g_00057	Pras.g_01333
OG0000524	Syag.g_01327	Pras.g_01339
OG0000525	Syag.g_01345	Pras.g_01342
OG0000526	Syag.g_01348	Pras.g_01343
OG0000527	Syag.g_01354	Pras.g_01351
OG0000528	Syag.g_01532	Pras.g_01356
OG0000529	Syag.g_01527	Pras.g_01359
OG0000530	Syag.g_01524	Pras.g_01362
OG0000531	Syag.g_01523	Pras.g_01363
OG0000532	Syag.g_01520	Pras.g_01365
OG0000533	Syag.g_01518	Pras.g_01366
OG0000534	Syag.g_01517	Pras.g_01367
OG0000535	Syag.g_01516	Pras.g_01368
OG0000536	Syag.g_01515	Pras.g_01369
OG0000537	Syag.g_01514	Pras.g_01370
OG0000538	Syag.g_01502	Pras.g_01378
OG0000539	Syag.g_01501	Pras.g_01379
OG0000540	Syag.g_01500	Pras.g_01380
OG0000541	Syag.g_01499	Pras.g_01381
OG0000542	Syag.g_01496	Pras.g_01383
OG0000543	Syag.g_01494	Pras.g_01385
OG0000544	Syag.g_01493	Pras.g_01386
OG0000545	Syag.g_01491	Pras.g_01388
OG0000546	Syag.g_01489	Pras.g_01391
OG0000547	Syag.g_01487	Pras.g_01393
OG0000548	Syag.g_01486	Pras.g_01394
OG0000549	Syag.g_01480	Pras.g_01396
OG0000550	Syag.g_01474	Pras.g_01401
OG0000551	Syag.g_01470	Pras.g_01404
OG0000552	Syag.g_01469	Pras.g_01405
OG0000553	Syag.g_01464	Pras.g_01406
OG0000554	Syag.g_01453	Pras.g_01411
OG0000555	Syag.g_00075	Pras.g_01419
OG0000556	Syag.g_00257	Pras.g_01421
OG0000557	Syag.g_00267	Pras.g_01422
OG0000558	Syag.g_00269	Pras.g_01424
OG0000559	Syag.g_00273	Pras.g_01428
OG0000560	Syag.g_00276	Pras.g_01431
OG0000561	Syag.g_00277	Pras.g_01432
OG0000562	Syag.g_00278	Pras.g_01433
OG0000563	Syag.g_00279	Pras.g_01434
OG0000564	Syag.g_00280	Pras.g_01435
OG0000565	Syag.g_00284	Pras.g_01438
OG0000566	Syag.g_00288	Pras.g_01440
OG0000567	Syag.g_00292	Pras.g_01444
OG0000568	Syag.g_00295	Pras.g_01445
OG0000569	Syag.g_00296	Pras.g_01446
OG0000570	Syag.g_00297	Pras.g_01447
OG0000571	Syag.g_00301	Pras.g_01449
OG0000572	Syag.g_00320, Syag.g_00251	Pras.g_01463
OG0000573	Syag.g_00329	Pras.g_01468
OG0000574	Syag.g_00330	Pras.g_01469
OG0000575	Syag.g_00335	Pras.g_01473
OG0000576	Syag.g_00337	Pras.g_01475
OG0000577	Syag.g_00338	Pras.g_01476
OG0000578	Syag.g_00339	Pras.g_01477
