Orthogroup	Syag	Prar
OG0000032	Syag.g_02480	Prar.g_00886
OG0000034	Syag.g_01225, Syag.g_01947	Prar.g_00945
OG0000035	Syag.g_01420, Syag.g_01421	Prar.g_00339
OG0000037	Syag.g_00173	Prar.g_00219
OG0000038	Syag.g_02130, Syag.g_02132	Prar.g_00702
OG0000039	Syag.g_01325, Syag.g_02155	Prar.g_01516
OG0000040	Syag.g_02215	Prar.g_01283
OG0000041	Syag.g_01750, Syag.g_00962	Prar.g_00602
OG0000042	Syag.g_01094, Syag.g_02378	Prar.g_00660
OG0000044	Syag.g_00945	Prar.g_01172
OG0000045	Syag.g_00223	Prar.g_00432
OG0000045	Syag.g_00225	Prar.g_01583
OG0000047	Syag.g_00768	Prar.g_00257, Prar.g_00468
OG0000048	Syag.g_02611	Prar.g_00435
OG0000053	Syag.g_01391	Prar.g_00589, Prar.g_00827
OG0000054	Syag.g_00350	Prar.g_01436
OG0000055	Syag.g_01799, Syag.g_00946	Prar.g_01664
OG0000057	Syag.g_00985	Prar.g_01528
OG0000059	Syag.g_02721	Prar.g_01090
OG0000061	Syag.g_01141	Prar.g_01263
OG0000062	Syag.g_01669	Prar.g_00769
OG0000063	Syag.g_02313	Prar.g_00004, Prar.g_00005, Prar.g_01189
OG0000065	Syag.g_01885, Syag.g_00182	Prar.g_00221
OG0000066	Syag.g_01443	Prar.g_01369
OG0000067	Syag.g_00667	Prar.g_01684
OG0000068	Syag.g_01537	Prar.g_00911
OG0000070	Syag.g_00049	Prar.g_00498
OG0000071	Syag.g_01192	Prar.g_00955
OG0000072	Syag.g_01980, Syag.g_02859	Prar.g_00156
OG0000073	Syag.g_01505	Prar.g_01330
OG0000075	Syag.g_02434	Prar.g_00629
OG0000076	Syag.g_02393	Prar.g_00592, Prar.g_00653
OG0000077	Syag.g_01831	Prar.g_00250
OG0000078	Syag.g_01778	Prar.g_00088
OG0000081	Syag.g_00167	Prar.g_01361
OG0000082	Syag.g_00318	Prar.g_01414
OG0000084	Syag.g_00212, Syag.g_01425	Prar.g_00343
OG0000085	Syag.g_01676	Prar.g_01150
OG0000086	Syag.g_01853	Prar.g_00240
OG0000087	Syag.g_01939	Prar.g_00189
OG0000088	Syag.g_01974	Prar.g_00161
OG0000089	Syag.g_00005	Prar.g_00416
OG0000090	Syag.g_01454	Prar.g_01363
OG0000091	Syag.g_00418	Prar.g_01472
OG0000092	Syag.g_00242	Prar.g_00615
OG0000093	Syag.g_00649	Prar.g_01801
OG0000094	Syag.g_00881	Prar.g_01885
OG0000095	Syag.g_00974	Prar.g_01904
OG0000097	Syag.g_01065	Prar.g_01222
OG0000098	Syag.g_00578, Syag.g_01445	Prar.g_00929
OG0000099	Syag.g_02536	Prar.g_00872
OG0000100	Syag.g_00704	Prar.g_00773
OG0000101	Syag.g_02773	Prar.g_01027
OG0000102	Syag.g_02387	Prar.g_00658
OG0000103	Syag.g_02253	Prar.g_00050
OG0000104	Syag.g_02268	Prar.g_00042
OG0000105	Syag.g_02606	Prar.g_00313
OG0000106	Syag.g_00462	Prar.g_00431
OG0000107	Syag.g_02689	Prar.g_00446
OG0000108	Syag.g_01528	Prar.g_00530
OG0000109	Syag.g_01512	Prar.g_00544
OG0000110	Syag.g_00303	Prar.g_01404
OG0000111	Syag.g_00984	Prar.g_01529
OG0000112	Syag.g_00801	Prar.g_01652
OG0000113	Syag.g_00699	Prar.g_01706
OG0000114	Syag.g_00609	Prar.g_01776
OG0000115	Syag.g_01397	Prar.g_01318
OG0000116	Syag.g_01156	Prar.g_01273
OG0000117	Syag.g_01097	Prar.g_01003
OG0000118	Syag.g_01232	Prar.g_00943
OG0000120	Syag.g_02535	Prar.g_00880
OG0000121	Syag.g_01414	Prar.g_00337
OG0000122	Syag.g_00446	Prar.g_00807
OG0000123	Syag.g_02781	Prar.g_01021
OG0000124	Syag.g_02367, Syag.g_02485	Prar.g_00668
OG0000125	Syag.g_02136, Syag.g_02134	Prar.g_00704
OG0000126	Syag.g_02266	Prar.g_00043
OG0000128	Syag.g_02284	Prar.g_00027
OG0000129	Syag.g_02121	Prar.g_00576
OG0000130	Syag.g_01819	Prar.g_00549
OG0000131	Syag.g_01951	Prar.g_00182
OG0000132	Syag.g_01972	Prar.g_00163
OG0000133	Syag.g_00806	Prar.g_00265
OG0000134	Syag.g_00008	Prar.g_00417
OG0000135	Syag.g_02171	Prar.g_00444
OG0000136	Syag.g_00038	Prar.g_00489
OG0000137	Syag.g_01356	Prar.g_00525
OG0000138	Syag.g_01511	Prar.g_00545
OG0000139	Syag.g_01448	Prar.g_01367
OG0000140	Syag.g_01446	Prar.g_01368
OG0000141	Syag.g_00351	Prar.g_01437
OG0000142	Syag.g_00410	Prar.g_01465
OG0000143	Syag.g_00414	Prar.g_01469
OG0000144	Syag.g_00493	Prar.g_01482
OG0000145	Syag.g_01504	Prar.g_01651
OG0000146	Syag.g_00800	Prar.g_01653
OG0000147	Syag.g_00799	Prar.g_01654
OG0000148	Syag.g_00693	Prar.g_01700
OG0000149	Syag.g_00731	Prar.g_01730
OG0000150	Syag.g_00352	Prar.g_01738
OG0000151	Syag.g_00623	Prar.g_01786
OG0000152	Syag.g_00810	Prar.g_01833
OG0000153	Syag.g_00845	Prar.g_01852
OG0000154	Syag.g_00870	Prar.g_01878
OG0000155	Syag.g_01107	Prar.g_01243
OG0000156	Syag.g_01166	Prar.g_00966
OG0000157	Syag.g_01167	Prar.g_00965
OG0000158	Syag.g_02422	Prar.g_00375
OG0000160	Syag.g_01415	Prar.g_00338
OG0000161	Syag.g_01409	Prar.g_00840
OG0000162	Syag.g_01402	Prar.g_00834
OG0000163	Syag.g_00706, Syag.g_01618	Prar.g_00800
OG0000164	Syag.g_01725	Prar.g_01964
OG0000165	Syag.g_01733	Prar.g_01971
OG0000166	Syag.g_02733	Prar.g_01063
OG0000167	Syag.g_02437	Prar.g_00627
OG0000168	Syag.g_02417	Prar.g_00637
OG0000169	Syag.g_02405	Prar.g_00647
OG0000170	Syag.g_02398	Prar.g_00649
OG0000171	Syag.g_02368	Prar.g_00667
OG0000172	Syag.g_02360	Prar.g_00675
OG0000173	Syag.g_02337	Prar.g_00690
OG0000174	Syag.g_02175	Prar.g_00068
OG0000175	Syag.g_02240	Prar.g_00058
OG0000176	Syag.g_02276	Prar.g_00034
OG0000177	Syag.g_02277	Prar.g_00033
OG0000178	Syag.g_02278	Prar.g_00032
OG0000179	Syag.g_02293	Prar.g_00022
OG0000180	Syag.g_02294	Prar.g_00021
OG0000181	Syag.g_02295	Prar.g_00020
OG0000182	Syag.g_02296	Prar.g_00019
OG0000183	Syag.g_02300	Prar.g_00015
OG0000184	Syag.g_02110	Prar.g_00573
OG0000185	Syag.g_02092	Prar.g_00570
OG0000186	Syag.g_01815	Prar.g_00554
OG0000187	Syag.g_01816	Prar.g_00553
OG0000188	Syag.g_01839	Prar.g_00246
OG0000189	Syag.g_01872	Prar.g_00232
OG0000190	Syag.g_01874	Prar.g_00231
OG0000191	Syag.g_01909	Prar.g_00211
OG0000192	Syag.g_01915	Prar.g_00207
OG0000193	Syag.g_01952	Prar.g_00181
OG0000194	Syag.g_01955	Prar.g_00178
OG0000195	Syag.g_01957	Prar.g_00176
OG0000196	Syag.g_01968	Prar.g_00166
OG0000197	Syag.g_01969	Prar.g_00165
OG0000198	Syag.g_00108, Syag.g_01971	Prar.g_00164
OG0000199	Syag.g_01979	Prar.g_00157
OG0000200	Syag.g_01996	Prar.g_00143
OG0000201	Syag.g_02019, Syag.g_02023	Prar.g_00135
OG0000202	Syag.g_02024	Prar.g_00134
OG0000203	Syag.g_02025	Prar.g_00133
OG0000204	Syag.g_02020, Syag.g_02026	Prar.g_00132
OG0000205	Syag.g_02035	Prar.g_00125
OG0000206	Syag.g_02047	Prar.g_00120
OG0000207	Syag.g_02051	Prar.g_00118
OG0000208	Syag.g_02052	Prar.g_00117
OG0000209	Syag.g_02069	Prar.g_00108
OG0000210	Syag.g_02070	Prar.g_00107
OG0000211	Syag.g_01788	Prar.g_00094
OG0000212	Syag.g_01777	Prar.g_00087
OG0000213	Syag.g_02632	Prar.g_00330
OG0000214	Syag.g_02615	Prar.g_00320
OG0000215	Syag.g_02584	Prar.g_00295
OG0000216	Syag.g_02580	Prar.g_00293
OG0000217	Syag.g_02576	Prar.g_01154, Prar.g_00290
OG0000218	Syag.g_02574	Prar.g_00288
OG0000219	Syag.g_02573	Prar.g_00287
OG0000220	Syag.g_02572	Prar.g_00286
OG0000221	Syag.g_02566	Prar.g_00285
OG0000222	Syag.g_02550	Prar.g_00277
OG0000223	Syag.g_02475	Prar.g_00264
OG0000224	Syag.g_02471	Prar.g_00262
OG0000225	Syag.g_02861	Prar.g_00406
OG0000226	Syag.g_02865	Prar.g_00410
OG0000227	Syag.g_02867	Prar.g_00412
OG0000228	Syag.g_00004	Prar.g_00415
OG0000229	Syag.g_00033	Prar.g_00484
OG0000230	Syag.g_00035	Prar.g_00486
OG0000231	Syag.g_00048	Prar.g_00497
OG0000232	Syag.g_00059	Prar.g_00506
OG0000233	Syag.g_01330	Prar.g_00512
OG0000234	Syag.g_01358	Prar.g_00526
OG0000235	Syag.g_01529	Prar.g_00529
OG0000236	Syag.g_01513	Prar.g_00543
OG0000237	Syag.g_01495	Prar.g_01337
OG0000238	Syag.g_01490	Prar.g_01343
OG0000239	Syag.g_01472	Prar.g_01355
OG0000240	Syag.g_01471	Prar.g_01356
OG0000241	Syag.g_00396	Prar.g_01360
OG0000242	Syag.g_01456	Prar.g_01362
OG0000243	Syag.g_00255	Prar.g_01373
OG0000244	Syag.g_00268	Prar.g_01376
OG0000245	Syag.g_00270	Prar.g_01378
OG0000246	Syag.g_00274	Prar.g_01382
OG0000247	Syag.g_00286	Prar.g_01392
OG0000248	Syag.g_00289	Prar.g_01394
OG0000249	Syag.g_00291	Prar.g_01396
OG0000250	Syag.g_00299	Prar.g_01401
OG0000251	Syag.g_00328	Prar.g_01420
OG0000252	Syag.g_00331	Prar.g_01424
OG0000253	Syag.g_00333	Prar.g_01425
OG0000254	Syag.g_00356	Prar.g_01441
OG0000255	Syag.g_00369	Prar.g_01447
OG0000256	Syag.g_00385	Prar.g_01457
OG0000257	Syag.g_00395	Prar.g_01460
OG0000258	Syag.g_00423	Prar.g_01473
OG0000259	Syag.g_00560	Prar.g_01490
OG0000260	Syag.g_00570	Prar.g_01493
OG0000261	Syag.g_00581	Prar.g_01495
OG0000262	Syag.g_00586	Prar.g_01499
OG0000263	Syag.g_01079	Prar.g_01511
OG0000264	Syag.g_01011	Prar.g_01521
OG0000265	Syag.g_01021	Prar.g_01599
OG0000266	Syag.g_00907	Prar.g_01609
OG0000267	Syag.g_00762	Prar.g_01620
OG0000268	Syag.g_00763	Prar.g_01621
OG0000269	Syag.g_00662	Prar.g_01679
OG0000270	Syag.g_00665	Prar.g_01682
OG0000271	Syag.g_00673	Prar.g_01690
OG0000273	Syag.g_00713	Prar.g_01714
OG0000274	Syag.g_00714	Prar.g_01715
OG0000275	Syag.g_00717	Prar.g_01717
OG0000276	Syag.g_00723	Prar.g_01722
OG0000277	Syag.g_00724	Prar.g_01723
OG0000278	Syag.g_00727	Prar.g_01726
OG0000279	Syag.g_00735	Prar.g_01733
OG0000280	Syag.g_00741	Prar.g_01734
OG0000281	Syag.g_00572	Prar.g_01740
OG0000282	Syag.g_00611	Prar.g_01778
OG0000283	Syag.g_00775	Prar.g_01810
OG0000284	Syag.g_00780	Prar.g_01815
OG0000285	Syag.g_00791	Prar.g_01820
OG0000286	Syag.g_00809	Prar.g_01832
OG0000287	Syag.g_00838	Prar.g_01849
OG0000288	Syag.g_00869	Prar.g_01877
OG0000289	Syag.g_00884	Prar.g_01888
OG0000290	Syag.g_00970	Prar.g_01901
OG0000291	Syag.g_00972	Prar.g_01903
OG0000292	Syag.g_02265	Prar.g_01953
OG0000293	Syag.g_01155	Prar.g_01272
OG0000294	Syag.g_01154	Prar.g_01271
OG0000295	Syag.g_01115	Prar.g_01251
OG0000296	Syag.g_01113	Prar.g_01249
OG0000297	Syag.g_01099	Prar.g_01241
OG0000298	Syag.g_01098	Prar.g_01240
OG0000299	Syag.g_01067	Prar.g_01223
OG0000300	Syag.g_01062	Prar.g_01220
OG0000301	Syag.g_01061	Prar.g_01219
OG0000302	Syag.g_01060	Prar.g_01217
OG0000303	Syag.g_01048	Prar.g_01210
OG0000304	Syag.g_01041	Prar.g_01206
OG0000305	Syag.g_00977	Prar.g_00919
OG0000306	Syag.g_00460	Prar.g_00916
OG0000307	Syag.g_01546	Prar.g_00902
OG0000308	Syag.g_01548	Prar.g_00901
OG0000309	Syag.g_01553	Prar.g_00897
OG0000310	Syag.g_01291	Prar.g_00354
OG0000311	Syag.g_01300	Prar.g_00352
OG0000312	Syag.g_01434	Prar.g_00349
OG0000313	Syag.g_00966, Syag.g_01412	Prar.g_00335
OG0000314	Syag.g_01380	Prar.g_00820
OG0000315	Syag.g_01369	Prar.g_00810
OG0000316	Syag.g_01641	Prar.g_00790
OG0000317	Syag.g_01684	Prar.g_01145
OG0000318	Syag.g_01688	Prar.g_01142
OG0000319	Syag.g_01710	Prar.g_01129
OG0000320	Syag.g_01712	Prar.g_01127
OG0000321	Syag.g_01713	Prar.g_01126
OG0000322	Syag.g_01714	Prar.g_01125
OG0000323	Syag.g_01728	Prar.g_01967
OG0000324	Syag.g_01757	Prar.g_00609
OG0000325	Syag.g_02690	Prar.g_01113
OG0000326	Syag.g_02698	Prar.g_01107
OG0000327	Syag.g_02728	Prar.g_01068
OG0000328	Syag.g_02729	Prar.g_01067
OG0000329	Syag.g_02747	Prar.g_01050
OG0000330	Syag.g_02748	Prar.g_01049
OG0000331	Syag.g_02749	Prar.g_01048
OG0000332	Syag.g_02764	Prar.g_01034
OG0000333	Syag.g_02767	Prar.g_01032
OG0000334	Syag.g_02777	Prar.g_01024
OG0000335	Syag.g_02782	Prar.g_01020
OG0000336	Syag.g_02786	Prar.g_01016
OG0000337	Syag.g_02445	Prar.g_00625
OG0000338	Syag.g_02440	Prar.g_00626
OG0000340	Syag.g_02416	Prar.g_00638
OG0000341	Syag.g_02414	Prar.g_00640
OG0000342	Syag.g_02413	Prar.g_00641
OG0000343	Syag.g_02411	Prar.g_00642
OG0000344	Syag.g_02407	Prar.g_00645
OG0000345	Syag.g_02397	Prar.g_00650
OG0000346	Syag.g_02392	Prar.g_00654
OG0000347	Syag.g_02366	Prar.g_00669
OG0000348	Syag.g_02357	Prar.g_00678
OG0000349	Syag.g_02330	Prar.g_00695
OG0000350	Syag.g_02705	Prar.g_00072
OG0000351	Syag.g_02244	Prar.g_00055
OG0000352	Syag.g_02245	Prar.g_00054
OG0000353	Syag.g_02271	Prar.g_00039
OG0000355	Syag.g_02273	Prar.g_00037
OG0000356	Syag.g_02274	Prar.g_00036
OG0000357	Syag.g_02275	Prar.g_00035
OG0000358	Syag.g_02279	Prar.g_00031
OG0000359	Syag.g_02281	Prar.g_00030
OG0000360	Syag.g_02282	Prar.g_00029
OG0000361	Syag.g_02283	Prar.g_00028
OG0000362	Syag.g_02285	Prar.g_00026
OG0000363	Syag.g_02287	Prar.g_00024
OG0000364	Syag.g_02288	Prar.g_00023
OG0000365	Syag.g_02297	Prar.g_00018
OG0000366	Syag.g_02298	Prar.g_00017
OG0000367	Syag.g_02299	Prar.g_00016
OG0000368	Syag.g_02301	Prar.g_00014
OG0000369	Syag.g_02302	Prar.g_00013
OG0000370	Syag.g_02303	Prar.g_00012
OG0000371	Syag.g_02312	Prar.g_00006
OG0000372	Syag.g_02317	Prar.g_00002
OG0000373	Syag.g_02318	Prar.g_00001
OG0000374	Syag.g_02319	Prar.g_00594
OG0000375	Syag.g_02326	Prar.g_00580
OG0000376	Syag.g_02328	Prar.g_00578
OG0000377	Syag.g_02119	Prar.g_00574
OG0000378	Syag.g_02099	Prar.g_00572
OG0000379	Syag.g_02091	Prar.g_00569
OG0000380	Syag.g_01817	Prar.g_00552
OG0000381	Syag.g_01820	Prar.g_00548
OG0000382	Syag.g_01838	Prar.g_00247
OG0000383	Syag.g_01843	Prar.g_00245
OG0000384	Syag.g_01844	Prar.g_00244
OG0000385	Syag.g_01845	Prar.g_00243
OG0000386	Syag.g_01846	Prar.g_00242
OG0000387	Syag.g_01876	Prar.g_00229
OG0000388	Syag.g_01880	Prar.g_00226
OG0000389	Syag.g_01884	Prar.g_00222
OG0000390	Syag.g_01903	Prar.g_00215
OG0000391	Syag.g_01908	Prar.g_00212
OG0000392	Syag.g_01914	Prar.g_00208
OG0000393	Syag.g_01917	Prar.g_00206
OG0000394	Syag.g_01918	Prar.g_00205
OG0000395	Syag.g_01919	Prar.g_00204
OG0000396	Syag.g_01922	Prar.g_00201
OG0000397	Syag.g_01924	Prar.g_00199
OG0000398	Syag.g_01929	Prar.g_00197
OG0000399	Syag.g_01930	Prar.g_00196
OG0000400	Syag.g_01931	Prar.g_00195
OG0000401	Syag.g_01932	Prar.g_00194
OG0000402	Syag.g_01934	Prar.g_00192
OG0000403	Syag.g_01935	Prar.g_00191
OG0000404	Syag.g_01937	Prar.g_00190
OG0000405	Syag.g_01949	Prar.g_00186
OG0000406	Syag.g_01953	Prar.g_00180
OG0000407	Syag.g_01954	Prar.g_00179
OG0000408	Syag.g_01956	Prar.g_00177
OG0000409	Syag.g_01958	Prar.g_00175
OG0000410	Syag.g_01959	Prar.g_00174
OG0000411	Syag.g_01960	Prar.g_00173
OG0000412	Syag.g_01961	Prar.g_00172
OG0000413	Syag.g_01963	Prar.g_00171
OG0000414	Syag.g_01964	Prar.g_01569, Prar.g_00170
OG0000415	Syag.g_01965	Prar.g_00169
OG0000416	Syag.g_01966	Prar.g_00168
OG0000417	Syag.g_01967	Prar.g_00167
OG0000418	Syag.g_01973	Prar.g_00162
OG0000419	Syag.g_01975	Prar.g_00160
OG0000420	Syag.g_01977	Prar.g_00159
OG0000421	Syag.g_01982	Prar.g_00154
OG0000422	Syag.g_01983	Prar.g_00153
OG0000423	Syag.g_01984	Prar.g_00152
OG0000424	Syag.g_01985	Prar.g_00151
OG0000425	Syag.g_01986	Prar.g_00150
OG0000426	Syag.g_01987	Prar.g_00149
OG0000427	Syag.g_01988	Prar.g_00148
OG0000428	Syag.g_01991	Prar.g_00146
OG0000429	Syag.g_01993	Prar.g_00145
OG0000430	Syag.g_01995	Prar.g_00144
OG0000431	Syag.g_01998	Prar.g_00142
OG0000432	Syag.g_02007	Prar.g_00139
OG0000433	Syag.g_02009	Prar.g_00138
OG0000434	Syag.g_02010	Prar.g_00137
OG0000435	Syag.g_02017	Prar.g_00136
OG0000436	Syag.g_02028	Prar.g_00131
OG0000437	Syag.g_02029	Prar.g_00130
OG0000438	Syag.g_02031	Prar.g_00129
OG0000439	Syag.g_02033	Prar.g_00127
OG0000440	Syag.g_02034	Prar.g_00126
OG0000441	Syag.g_02041	Prar.g_00123
OG0000442	Syag.g_02044	Prar.g_00122
OG0000443	Syag.g_02046	Prar.g_00121
OG0000444	Syag.g_02053	Prar.g_00116
OG0000445	Syag.g_02054	Prar.g_00115
OG0000446	Syag.g_02056	Prar.g_00114
OG0000447	Syag.g_02059	Prar.g_00113
OG0000448	Syag.g_02060	Prar.g_00112
OG0000449	Syag.g_02061	Prar.g_00111
OG0000450	Syag.g_02066	Prar.g_00110
OG0000451	Syag.g_02067	Prar.g_00109
OG0000452	Syag.g_02071	Prar.g_00106
OG0000453	Syag.g_02072	Prar.g_00105
OG0000454	Syag.g_02073	Prar.g_00104
OG0000455	Syag.g_02074	Prar.g_00103
OG0000456	Syag.g_02075	Prar.g_00102
OG0000457	Syag.g_02077	Prar.g_00101
OG0000458	Syag.g_02080	Prar.g_00100
OG0000459	Syag.g_02081	Prar.g_00099
OG0000460	Syag.g_01786	Prar.g_00092
OG0000461	Syag.g_02675	Prar.g_00085
OG0000462	Syag.g_02672	Prar.g_00083
OG0000463	Syag.g_02671	Prar.g_00082
OG0000464	Syag.g_02670	Prar.g_00081
OG0000465	Syag.g_02668	Prar.g_00080
OG0000466	Syag.g_02662	Prar.g_00077
OG0000467	Syag.g_02660	Prar.g_00076
OG0000468	Syag.g_02636	Prar.g_00334
OG0000469	Syag.g_02621	Prar.g_00325
OG0000470	Syag.g_02619	Prar.g_00323
OG0000471	Syag.g_02618	Prar.g_00322
OG0000472	Syag.g_02616	Prar.g_00321
OG0000473	Syag.g_02614	Prar.g_00319
OG0000474	Syag.g_02613	Prar.g_00318
OG0000475	Syag.g_02612	Prar.g_00317
OG0000476	Syag.g_02610	Prar.g_00316
OG0000477	Syag.g_02604	Prar.g_00312
OG0000478	Syag.g_02603	Prar.g_00311
OG0000479	Syag.g_02602	Prar.g_00310
OG0000480	Syag.g_02595	Prar.g_00305
OG0000481	Syag.g_02593	Prar.g_00303
OG0000482	Syag.g_02592	Prar.g_00302
OG0000483	Syag.g_02588	Prar.g_00299
OG0000484	Syag.g_02587	Prar.g_00298
OG0000485	Syag.g_02586	Prar.g_00297
OG0000486	Syag.g_02585	Prar.g_00296
OG0000487	Syag.g_02579	Prar.g_00292
OG0000488	Syag.g_02575	Prar.g_00289
OG0000489	Syag.g_02565	Prar.g_00284
OG0000490	Syag.g_02553	Prar.g_00279
OG0000491	Syag.g_02551	Prar.g_00278
OG0000492	Syag.g_02549	Prar.g_00276
OG0000493	Syag.g_02548	Prar.g_00275
OG0000494	Syag.g_02547	Prar.g_00274
OG0000495	Syag.g_02546	Prar.g_00273
OG0000496	Syag.g_02545	Prar.g_00272
OG0000497	Syag.g_02544	Prar.g_00271
OG0000498	Syag.g_02543	Prar.g_00270
OG0000499	Syag.g_02542	Prar.g_00269
OG0000500	Syag.g_02541	Prar.g_00268
OG0000501	Syag.g_02538	Prar.g_00266
OG0000502	Syag.g_02467	Prar.g_00263
OG0000503	Syag.g_02843	Prar.g_00394
OG0000504	Syag.g_02845	Prar.g_00395
OG0000505	Syag.g_02846	Prar.g_00396
OG0000506	Syag.g_02849	Prar.g_00398
OG0000507	Syag.g_02855	Prar.g_00401
OG0000508	Syag.g_02860	Prar.g_00405
OG0000509	Syag.g_02862	Prar.g_00407
OG0000510	Syag.g_02863	Prar.g_00408
OG0000511	Syag.g_02864	Prar.g_00409
OG0000512	Syag.g_02866	Prar.g_00411
OG0000513	Syag.g_00009	Prar.g_00418
OG0000514	Syag.g_00018	Prar.g_00479
OG0000515	Syag.g_00019	Prar.g_00480
OG0000516	Syag.g_00025	Prar.g_00481
OG0000517	Syag.g_00032	Prar.g_00483
OG0000518	Syag.g_00044	Prar.g_00494
OG0000519	Syag.g_00045	Prar.g_00495
OG0000520	Syag.g_00046	Prar.g_00496
OG0000521	Syag.g_00054	Prar.g_00501
OG0000522	Syag.g_00056	Prar.g_00503
OG0000523	Syag.g_00057	Prar.g_00504
OG0000524	Syag.g_01327	Prar.g_00510
OG0000525	Syag.g_01345	Prar.g_00513
OG0000526	Syag.g_01348	Prar.g_00514
OG0000527	Syag.g_01354	Prar.g_00523
OG0000528	Syag.g_01532	Prar.g_00528
OG0000529	Syag.g_01527	Prar.g_00531
OG0000530	Syag.g_01524	Prar.g_00534
OG0000531	Syag.g_01523	Prar.g_00535
OG0000532	Syag.g_01520	Prar.g_00537
OG0000533	Syag.g_01518	Prar.g_00538
OG0000534	Syag.g_01517	Prar.g_00539
OG0000535	Syag.g_01516	Prar.g_00540
OG0000536	Syag.g_01515	Prar.g_00541
OG0000537	Syag.g_01514	Prar.g_00542
OG0000538	Syag.g_01502	Prar.g_01331
OG0000539	Syag.g_01501	Prar.g_01332
OG0000540	Syag.g_01500	Prar.g_01333
OG0000541	Syag.g_01499	Prar.g_01334
OG0000542	Syag.g_01496	Prar.g_01336
OG0000543	Syag.g_01494	Prar.g_01338
OG0000544	Syag.g_01493	Prar.g_01339
OG0000545	Syag.g_01491	Prar.g_01341
OG0000546	Syag.g_01489	Prar.g_01344
OG0000547	Syag.g_01487	Prar.g_01345
OG0000548	Syag.g_01486	Prar.g_01346
OG0000549	Syag.g_01480	Prar.g_01348
OG0000550	Syag.g_01474	Prar.g_01353
OG0000551	Syag.g_01470	Prar.g_01357
OG0000552	Syag.g_01469	Prar.g_01358
OG0000553	Syag.g_01464	Prar.g_01359
OG0000554	Syag.g_01453	Prar.g_01364
OG0000555	Syag.g_00075	Prar.g_01372
OG0000556	Syag.g_00257	Prar.g_01374
OG0000557	Syag.g_00267	Prar.g_01375
OG0000558	Syag.g_00269	Prar.g_01377
OG0000559	Syag.g_00273	Prar.g_01381
OG0000560	Syag.g_00276	Prar.g_01384
OG0000561	Syag.g_00277	Prar.g_01385
OG0000562	Syag.g_00278	Prar.g_01386
OG0000563	Syag.g_00279	Prar.g_01387
OG0000564	Syag.g_00280	Prar.g_01388
OG0000565	Syag.g_00284	Prar.g_01391
OG0000566	Syag.g_00288	Prar.g_01393
OG0000567	Syag.g_00292	Prar.g_01397
OG0000568	Syag.g_00295	Prar.g_01398
OG0000569	Syag.g_00296	Prar.g_01399
OG0000570	Syag.g_00297	Prar.g_01400
OG0000571	Syag.g_00301	Prar.g_01402
OG0000572	Syag.g_00320, Syag.g_00251	Prar.g_01415
OG0000573	Syag.g_00329	Prar.g_01422
OG0000574	Syag.g_00330	Prar.g_01423
OG0000575	Syag.g_00335	Prar.g_01427
OG0000576	Syag.g_00337	Prar.g_01429
OG0000577	Syag.g_00338	Prar.g_01430
OG0000578	Syag.g_00339	Prar.g_01431
OG0000579	Syag.g_00340	Prar.g_01432
OG0000580	Syag.g_00341	Prar.g_01433
OG0000581	Syag.g_00348	Prar.g_01435
OG0000582	Syag.g_00353	Prar.g_01438
