Orthogroup	Syag	Prac
OG0000073	Syag.g_01505	Prac.g_00872
OG0000075	Syag.g_02434	Prac.g_00017
OG0000076	Syag.g_02393	Prac.g_01904, Prac.g_00041
OG0000077	Syag.g_01831	Prac.g_01853
OG0000078	Syag.g_01778	Prac.g_01691
OG0000081	Syag.g_00167	Prac.g_00841
OG0000082	Syag.g_00318	Prac.g_00788
OG0000084	Syag.g_00212, Syag.g_01425	Prac.g_00415
OG0000085	Syag.g_01676	Prac.g_00632
OG0000086	Syag.g_01853	Prac.g_01843
OG0000087	Syag.g_01939	Prac.g_01792
OG0000088	Syag.g_01974	Prac.g_01764
OG0000089	Syag.g_00005	Prac.g_01178
OG0000090	Syag.g_01454	Prac.g_00839
OG0000091	Syag.g_00418	Prac.g_00729
OG0000092	Syag.g_00242	Prac.g_00003
OG0000093	Syag.g_00649	Prac.g_01359
OG0000094	Syag.g_00881	Prac.g_01275
OG0000095	Syag.g_00974	Prac.g_01256
OG0000097	Syag.g_01065	Prac.g_00944
OG0000098	Syag.g_00578, Syag.g_01445	Prac.g_00199
OG0000099	Syag.g_02536	Prac.g_00256
OG0000100	Syag.g_00704	Prac.g_00337
OG0000101	Syag.g_02773	Prac.g_00548
OG0000102	Syag.g_02387	Prac.g_00046
OG0000103	Syag.g_02253	Prac.g_00123
OG0000104	Syag.g_02268	Prac.g_00131
OG0000105	Syag.g_02606	Prac.g_01657
OG0000106	Syag.g_00462	Prac.g_01163
OG0000107	Syag.g_02689	Prac.g_01148
OG0000108	Syag.g_01528	Prac.g_01064
OG0000109	Syag.g_01512	Prac.g_01050
OG0000110	Syag.g_00303	Prac.g_00798
OG0000111	Syag.g_00984	Prac.g_00672
OG0000112	Syag.g_00801	Prac.g_01507
OG0000113	Syag.g_00699	Prac.g_01453
OG0000114	Syag.g_00609	Prac.g_01384
OG0000115	Syag.g_01397	Prac.g_01040
OG0000116	Syag.g_01156	Prac.g_00995
OG0000117	Syag.g_01097	Prac.g_01955
OG0000118	Syag.g_01232	Prac.g_00187
OG0000120	Syag.g_02535	Prac.g_00248
OG0000121	Syag.g_01414	Prac.g_00409
OG0000122	Syag.g_00446	Prac.g_00371
OG0000123	Syag.g_02781	Prac.g_00554
OG0000124	Syag.g_02367, Syag.g_02485	Prac.g_00056
OG0000125	Syag.g_02136, Syag.g_02134	Prac.g_00092
OG0000126	Syag.g_02266	Prac.g_00130
OG0000128	Syag.g_02284	Prac.g_01936
OG0000129	Syag.g_02121	Prac.g_01888
OG0000130	Syag.g_01819	Prac.g_01862
OG0000131	Syag.g_01951	Prac.g_01785
OG0000132	Syag.g_01972	Prac.g_01766
OG0000133	Syag.g_00806	Prac.g_01609
OG0000134	Syag.g_00008	Prac.g_01177
OG0000135	Syag.g_02171	Prac.g_01150
OG0000136	Syag.g_00038	Prac.g_01106
OG0000137	Syag.g_01356	Prac.g_01069
OG0000138	Syag.g_01511	Prac.g_01049
OG0000139	Syag.g_01448	Prac.g_00835
OG0000140	Syag.g_01446	Prac.g_00834
OG0000141	Syag.g_00351	Prac.g_00764
OG0000142	Syag.g_00410	Prac.g_00736
OG0000143	Syag.g_00414	Prac.g_00732
OG0000144	Syag.g_00493	Prac.g_00719
OG0000145	Syag.g_01504	Prac.g_01508
OG0000146	Syag.g_00800	Prac.g_01506
OG0000147	Syag.g_00799	Prac.g_01505
OG0000148	Syag.g_00693	Prac.g_01459
OG0000149	Syag.g_00731	Prac.g_01429
OG0000150	Syag.g_00352	Prac.g_01421
OG0000151	Syag.g_00623	Prac.g_01374
OG0000152	Syag.g_00810	Prac.g_01327
OG0000153	Syag.g_00845	Prac.g_01308
OG0000154	Syag.g_00870	Prac.g_01282
OG0000155	Syag.g_01107	Prac.g_00965
OG0000156	Syag.g_01166	Prac.g_00164
OG0000157	Syag.g_01167	Prac.g_00165
OG0000158	Syag.g_02422	Prac.g_00447
OG0000160	Syag.g_01415	Prac.g_00410
OG0000161	Syag.g_01409	Prac.g_00404
OG0000162	Syag.g_01402	Prac.g_00398
OG0000163	Syag.g_00706, Syag.g_01618	Prac.g_00364
OG0000164	Syag.g_01725	Prac.g_00601
OG0000165	Syag.g_01733	Prac.g_00594
OG0000166	Syag.g_02733	Prac.g_00512
OG0000167	Syag.g_02437	Prac.g_00015
OG0000168	Syag.g_02417	Prac.g_00025
OG0000169	Syag.g_02405	Prac.g_00035
OG0000170	Syag.g_02398	Prac.g_00037
OG0000171	Syag.g_02368	Prac.g_00055
OG0000172	Syag.g_02360	Prac.g_00063
OG0000173	Syag.g_02337	Prac.g_00078
OG0000174	Syag.g_02175	Prac.g_00105
OG0000175	Syag.g_02240	Prac.g_00115
OG0000176	Syag.g_02276	Prac.g_01943
OG0000177	Syag.g_02277	Prac.g_01942
OG0000178	Syag.g_02278	Prac.g_01941
OG0000179	Syag.g_02293	Prac.g_01931
OG0000180	Syag.g_02294	Prac.g_01930
OG0000181	Syag.g_02295	Prac.g_01929
OG0000182	Syag.g_02296	Prac.g_01928
OG0000183	Syag.g_02300	Prac.g_01924
OG0000184	Syag.g_02110	Prac.g_01885
OG0000185	Syag.g_02092	Prac.g_01882
OG0000186	Syag.g_01815	Prac.g_01867
OG0000187	Syag.g_01816	Prac.g_01866
OG0000188	Syag.g_01839	Prac.g_01849
OG0000189	Syag.g_01872	Prac.g_01835
OG0000190	Syag.g_01874	Prac.g_01834
OG0000191	Syag.g_01909	Prac.g_01814
OG0000192	Syag.g_01915	Prac.g_01810
OG0000193	Syag.g_01952	Prac.g_01784
OG0000194	Syag.g_01955	Prac.g_01781
OG0000195	Syag.g_01957	Prac.g_01779
OG0000196	Syag.g_01968	Prac.g_01769
OG0000197	Syag.g_01969	Prac.g_01768
OG0000198	Syag.g_00108, Syag.g_01971	Prac.g_01767
OG0000199	Syag.g_01979	Prac.g_01760
OG0000200	Syag.g_01996	Prac.g_01746
OG0000201	Syag.g_02019, Syag.g_02023	Prac.g_01738
OG0000202	Syag.g_02024	Prac.g_01737
OG0000203	Syag.g_02025	Prac.g_01736
OG0000204	Syag.g_02020, Syag.g_02026	Prac.g_01735
OG0000205	Syag.g_02035	Prac.g_01728
OG0000206	Syag.g_02047	Prac.g_01723
OG0000207	Syag.g_02051	Prac.g_01721
OG0000208	Syag.g_02052	Prac.g_01720
OG0000209	Syag.g_02069	Prac.g_01711
OG0000210	Syag.g_02070	Prac.g_01710
OG0000211	Syag.g_01788	Prac.g_01697
OG0000212	Syag.g_01777	Prac.g_01690
OG0000213	Syag.g_02632	Prac.g_01674
OG0000214	Syag.g_02615	Prac.g_01664
OG0000215	Syag.g_02584	Prac.g_01639
OG0000216	Syag.g_02580	Prac.g_01637
OG0000217	Syag.g_02576	Prac.g_01634
OG0000218	Syag.g_02574	Prac.g_01632
OG0000219	Syag.g_02573	Prac.g_01631
OG0000220	Syag.g_02572	Prac.g_01630
OG0000221	Syag.g_02566	Prac.g_01629
OG0000222	Syag.g_02550	Prac.g_01621
OG0000223	Syag.g_02475	Prac.g_01608
OG0000224	Syag.g_02471	Prac.g_01606
OG0000225	Syag.g_02861	Prac.g_01188
OG0000226	Syag.g_02865	Prac.g_01184
OG0000227	Syag.g_02867	Prac.g_01182
OG0000228	Syag.g_00004	Prac.g_01179
OG0000229	Syag.g_00033	Prac.g_01111
OG0000230	Syag.g_00035	Prac.g_01109
OG0000231	Syag.g_00048	Prac.g_01098
OG0000232	Syag.g_00059	Prac.g_01089
OG0000233	Syag.g_01330	Prac.g_01082
OG0000234	Syag.g_01358	Prac.g_01068
OG0000235	Syag.g_01529	Prac.g_01065
OG0000236	Syag.g_01513	Prac.g_01051
OG0000237	Syag.g_01495	Prac.g_00865
OG0000238	Syag.g_01490	Prac.g_00859
OG0000239	Syag.g_01472	Prac.g_00847
OG0000240	Syag.g_01471	Prac.g_00846
OG0000241	Syag.g_00396	Prac.g_00842
OG0000242	Syag.g_01456	Prac.g_00840
OG0000243	Syag.g_00255	Prac.g_00829
OG0000244	Syag.g_00268	Prac.g_00826
OG0000245	Syag.g_00270	Prac.g_00824
OG0000246	Syag.g_00274	Prac.g_00820
OG0000247	Syag.g_00286	Prac.g_00810
OG0000248	Syag.g_00289	Prac.g_00808
OG0000249	Syag.g_00291	Prac.g_00806
OG0000250	Syag.g_00299	Prac.g_00801
OG0000251	Syag.g_00328	Prac.g_00782
OG0000252	Syag.g_00331	Prac.g_00778
OG0000253	Syag.g_00333	Prac.g_00777
OG0000254	Syag.g_00356	Prac.g_00760
OG0000255	Syag.g_00369	Prac.g_00754
OG0000256	Syag.g_00385	Prac.g_00744
OG0000257	Syag.g_00395	Prac.g_00741
OG0000258	Syag.g_00423	Prac.g_00728
OG0000259	Syag.g_00560	Prac.g_00711
OG0000260	Syag.g_00570	Prac.g_00708
OG0000261	Syag.g_00581	Prac.g_00706
OG0000262	Syag.g_00586	Prac.g_00702
OG0000263	Syag.g_01079	Prac.g_00690
OG0000264	Syag.g_01011	Prac.g_00680
OG0000265	Syag.g_01021	Prac.g_01560
OG0000266	Syag.g_00907	Prac.g_01550
OG0000267	Syag.g_00762	Prac.g_01539
OG0000268	Syag.g_00763	Prac.g_01538
OG0000269	Syag.g_00662	Prac.g_01480
OG0000270	Syag.g_00665	Prac.g_01477
OG0000271	Syag.g_00673	Prac.g_01469
OG0000273	Syag.g_00713	Prac.g_01445
OG0000274	Syag.g_00714	Prac.g_01444
OG0000275	Syag.g_00717	Prac.g_01442
OG0000276	Syag.g_00723	Prac.g_01437
OG0000277	Syag.g_00724	Prac.g_01436
OG0000278	Syag.g_00727	Prac.g_01433
OG0000279	Syag.g_00735	Prac.g_01426
OG0000280	Syag.g_00741	Prac.g_01425
OG0000281	Syag.g_00572	Prac.g_01420
OG0000282	Syag.g_00611	Prac.g_01382
OG0000283	Syag.g_00775	Prac.g_01350
OG0000284	Syag.g_00780	Prac.g_01345
OG0000285	Syag.g_00791	Prac.g_01340
OG0000286	Syag.g_00809	Prac.g_01328
OG0000287	Syag.g_00838	Prac.g_01311
OG0000288	Syag.g_00869	Prac.g_01283
OG0000289	Syag.g_00884	Prac.g_01272
OG0000290	Syag.g_00970	Prac.g_01259
OG0000291	Syag.g_00972	Prac.g_01257
OG0000292	Syag.g_02265	Prac.g_01207
OG0000293	Syag.g_01155	Prac.g_00994
OG0000294	Syag.g_01154	Prac.g_00993
OG0000295	Syag.g_01115	Prac.g_00973
OG0000296	Syag.g_01113	Prac.g_00971
OG0000297	Syag.g_01099	Prac.g_00963
OG0000298	Syag.g_01098	Prac.g_00962
OG0000299	Syag.g_01067	Prac.g_00945
OG0000300	Syag.g_01062	Prac.g_00942
OG0000301	Syag.g_01061	Prac.g_00941
OG0000302	Syag.g_01060	Prac.g_00939
OG0000303	Syag.g_01048	Prac.g_00932
OG0000304	Syag.g_01041	Prac.g_00928
OG0000305	Syag.g_00977	Prac.g_00209
OG0000306	Syag.g_00460	Prac.g_00212
OG0000307	Syag.g_01546	Prac.g_00226
OG0000308	Syag.g_01548	Prac.g_00227
OG0000309	Syag.g_01553	Prac.g_00231
OG0000310	Syag.g_01291	Prac.g_00426
OG0000311	Syag.g_01300	Prac.g_00424
OG0000312	Syag.g_01434	Prac.g_00421
OG0000313	Syag.g_00966, Syag.g_01412	Prac.g_00407
OG0000314	Syag.g_01380	Prac.g_00384
OG0000315	Syag.g_01369	Prac.g_00374
OG0000316	Syag.g_01641	Prac.g_00354
OG0000317	Syag.g_01684	Prac.g_00627
OG0000318	Syag.g_01688	Prac.g_00624
OG0000319	Syag.g_01710	Prac.g_00611
OG0000320	Syag.g_01712	Prac.g_00609
OG0000321	Syag.g_01713	Prac.g_00608
OG0000322	Syag.g_01714	Prac.g_00607
OG0000323	Syag.g_01728	Prac.g_00598
OG0000324	Syag.g_01757	Prac.g_00572
OG0000325	Syag.g_02690	Prac.g_00477
OG0000326	Syag.g_02698	Prac.g_00483
OG0000327	Syag.g_02728	Prac.g_00507
OG0000328	Syag.g_02729	Prac.g_00508
OG0000329	Syag.g_02747	Prac.g_00525
OG0000330	Syag.g_02748	Prac.g_00526
OG0000331	Syag.g_02749	Prac.g_00527
OG0000332	Syag.g_02764	Prac.g_00541
OG0000333	Syag.g_02767	Prac.g_00543
OG0000334	Syag.g_02777	Prac.g_00551
OG0000335	Syag.g_02782	Prac.g_00555
OG0000336	Syag.g_02786	Prac.g_00559
OG0000337	Syag.g_02445	Prac.g_00013
OG0000338	Syag.g_02440	Prac.g_00014
OG0000340	Syag.g_02416	Prac.g_00026
OG0000341	Syag.g_02414	Prac.g_00028
OG0000342	Syag.g_02413	Prac.g_00029
OG0000343	Syag.g_02411	Prac.g_00030
OG0000344	Syag.g_02407	Prac.g_00033
OG0000345	Syag.g_02397	Prac.g_00038
OG0000346	Syag.g_02392	Prac.g_00042
OG0000347	Syag.g_02366	Prac.g_00057
OG0000348	Syag.g_02357	Prac.g_00066
OG0000349	Syag.g_02330	Prac.g_00083
OG0000350	Syag.g_02705	Prac.g_00101
OG0000351	Syag.g_02244	Prac.g_00118
OG0000352	Syag.g_02245	Prac.g_00119
OG0000353	Syag.g_02271	Prac.g_01948
OG0000355	Syag.g_02273	Prac.g_01946
OG0000356	Syag.g_02274	Prac.g_01945
OG0000357	Syag.g_02275	Prac.g_01944
OG0000358	Syag.g_02279	Prac.g_01940
OG0000359	Syag.g_02281	Prac.g_01939
OG0000360	Syag.g_02282	Prac.g_01938
OG0000361	Syag.g_02283	Prac.g_01937
OG0000362	Syag.g_02285	Prac.g_01935
OG0000363	Syag.g_02287	Prac.g_01933
OG0000364	Syag.g_02288	Prac.g_01932
OG0000365	Syag.g_02297	Prac.g_01927
OG0000366	Syag.g_02298	Prac.g_01926
OG0000367	Syag.g_02299	Prac.g_01925
OG0000368	Syag.g_02301	Prac.g_01923
OG0000369	Syag.g_02302	Prac.g_01922
OG0000370	Syag.g_02303	Prac.g_01921
OG0000371	Syag.g_02312	Prac.g_01915
OG0000372	Syag.g_02317	Prac.g_01911
OG0000373	Syag.g_02318	Prac.g_01910
OG0000374	Syag.g_02319	Prac.g_01909
OG0000375	Syag.g_02326	Prac.g_01892
OG0000376	Syag.g_02328	Prac.g_01890
OG0000377	Syag.g_02119	Prac.g_01886
OG0000378	Syag.g_02099	Prac.g_01884
OG0000379	Syag.g_02091	Prac.g_01881
OG0000380	Syag.g_01817	Prac.g_01865
OG0000381	Syag.g_01820	Prac.g_01861
OG0000382	Syag.g_01838	Prac.g_01850
OG0000383	Syag.g_01843	Prac.g_01848
OG0000384	Syag.g_01844	Prac.g_01847
OG0000385	Syag.g_01845	Prac.g_01846
OG0000386	Syag.g_01846	Prac.g_01845
OG0000387	Syag.g_01876	Prac.g_01832
OG0000388	Syag.g_01880	Prac.g_01829
OG0000389	Syag.g_01884	Prac.g_01825
OG0000390	Syag.g_01903	Prac.g_01818
OG0000391	Syag.g_01908	Prac.g_01815
OG0000392	Syag.g_01914	Prac.g_01811
OG0000393	Syag.g_01917	Prac.g_01809
OG0000394	Syag.g_01918	Prac.g_01808
OG0000395	Syag.g_01919	Prac.g_01807
OG0000396	Syag.g_01922	Prac.g_01804
OG0000397	Syag.g_01924	Prac.g_01802
OG0000398	Syag.g_01929	Prac.g_01800
OG0000399	Syag.g_01930	Prac.g_01799
OG0000400	Syag.g_01931	Prac.g_01798
OG0000401	Syag.g_01932	Prac.g_01797
OG0000402	Syag.g_01934	Prac.g_01795
OG0000403	Syag.g_01935	Prac.g_01794
OG0000404	Syag.g_01937	Prac.g_01793
OG0000405	Syag.g_01949	Prac.g_01789
OG0000406	Syag.g_01953	Prac.g_01783
OG0000407	Syag.g_01954	Prac.g_01782
OG0000408	Syag.g_01956	Prac.g_01780
OG0000409	Syag.g_01958	Prac.g_01778
OG0000410	Syag.g_01959	Prac.g_01777
OG0000411	Syag.g_01960	Prac.g_01776
OG0000412	Syag.g_01961	Prac.g_01775
OG0000413	Syag.g_01963	Prac.g_01774
OG0000414	Syag.g_01964	Prac.g_01590, Prac.g_01773
OG0000415	Syag.g_01965	Prac.g_01772
OG0000416	Syag.g_01966	Prac.g_01771
OG0000417	Syag.g_01967	Prac.g_01770
OG0000418	Syag.g_01973	Prac.g_01765
OG0000419	Syag.g_01975	Prac.g_01763
OG0000420	Syag.g_01977	Prac.g_01762
OG0000421	Syag.g_01982	Prac.g_01757
OG0000422	Syag.g_01983	Prac.g_01756
OG0000423	Syag.g_01984	Prac.g_01755
OG0000424	Syag.g_01985	Prac.g_01754
OG0000425	Syag.g_01986	Prac.g_01753
OG0000426	Syag.g_01987	Prac.g_01752
OG0000427	Syag.g_01988	Prac.g_01751
OG0000428	Syag.g_01991	Prac.g_01749
OG0000429	Syag.g_01993	Prac.g_01748
OG0000430	Syag.g_01995	Prac.g_01747
OG0000431	Syag.g_01998	Prac.g_01745
OG0000432	Syag.g_02007	Prac.g_01742
OG0000433	Syag.g_02009	Prac.g_01741
OG0000434	Syag.g_02010	Prac.g_01740
OG0000435	Syag.g_02017	Prac.g_01739
OG0000436	Syag.g_02028	Prac.g_01734
OG0000437	Syag.g_02029	Prac.g_01733
OG0000438	Syag.g_02031	Prac.g_01732
OG0000439	Syag.g_02033	Prac.g_01730
OG0000440	Syag.g_02034	Prac.g_01729
OG0000441	Syag.g_02041	Prac.g_01726
OG0000442	Syag.g_02044	Prac.g_01725
OG0000443	Syag.g_02046	Prac.g_01724
OG0000444	Syag.g_02053	Prac.g_01719
OG0000445	Syag.g_02054	Prac.g_01718
OG0000446	Syag.g_02056	Prac.g_01717
OG0000447	Syag.g_02059	Prac.g_01716
OG0000448	Syag.g_02060	Prac.g_01715
OG0000449	Syag.g_02061	Prac.g_01714
OG0000450	Syag.g_02066	Prac.g_01713
OG0000451	Syag.g_02067	Prac.g_01712
OG0000452	Syag.g_02071	Prac.g_01709
OG0000453	Syag.g_02072	Prac.g_01708
OG0000454	Syag.g_02073	Prac.g_01707
OG0000455	Syag.g_02074	Prac.g_01706
OG0000456	Syag.g_02075	Prac.g_01705
OG0000457	Syag.g_02077	Prac.g_01704
OG0000458	Syag.g_02080	Prac.g_01703
OG0000459	Syag.g_02081	Prac.g_01702
OG0000460	Syag.g_01786	Prac.g_01695
OG0000461	Syag.g_02675	Prac.g_01688
OG0000462	Syag.g_02672	Prac.g_01686
OG0000463	Syag.g_02671	Prac.g_01685
OG0000464	Syag.g_02670	Prac.g_01684
OG0000465	Syag.g_02668	Prac.g_01683
OG0000466	Syag.g_02662	Prac.g_01680
OG0000467	Syag.g_02660	Prac.g_01679
OG0000468	Syag.g_02636	Prac.g_01678
OG0000469	Syag.g_02621	Prac.g_01669
OG0000470	Syag.g_02619	Prac.g_01667
OG0000471	Syag.g_02618	Prac.g_01666
OG0000472	Syag.g_02616	Prac.g_01665
OG0000473	Syag.g_02614	Prac.g_01663
OG0000474	Syag.g_02613	Prac.g_01662
OG0000475	Syag.g_02612	Prac.g_01661
OG0000476	Syag.g_02610	Prac.g_01660
OG0000477	Syag.g_02604	Prac.g_01656
OG0000478	Syag.g_02603	Prac.g_01655
OG0000479	Syag.g_02602	Prac.g_01654
OG0000480	Syag.g_02595	Prac.g_01649
OG0000481	Syag.g_02593	Prac.g_01647
OG0000482	Syag.g_02592	Prac.g_01646
OG0000483	Syag.g_02588	Prac.g_01643
OG0000484	Syag.g_02587	Prac.g_01642
OG0000485	Syag.g_02586	Prac.g_01641
OG0000486	Syag.g_02585	Prac.g_01640
OG0000487	Syag.g_02579	Prac.g_01636
OG0000488	Syag.g_02575	Prac.g_01633
OG0000489	Syag.g_02565	Prac.g_01628
OG0000490	Syag.g_02553	Prac.g_01623
OG0000491	Syag.g_02551	Prac.g_01622
OG0000492	Syag.g_02549	Prac.g_01620
OG0000493	Syag.g_02548	Prac.g_01619
OG0000494	Syag.g_02547	Prac.g_01618
OG0000495	Syag.g_02546	Prac.g_01617
OG0000496	Syag.g_02545	Prac.g_01616
OG0000497	Syag.g_02544	Prac.g_01615
OG0000498	Syag.g_02543	Prac.g_01614
OG0000499	Syag.g_02542	Prac.g_01613
OG0000500	Syag.g_02541	Prac.g_01612
OG0000501	Syag.g_02538	Prac.g_01610
OG0000502	Syag.g_02467	Prac.g_01607
OG0000503	Syag.g_02843	Prac.g_01200
OG0000504	Syag.g_02845	Prac.g_01199
OG0000505	Syag.g_02846	Prac.g_01198
OG0000506	Syag.g_02849	Prac.g_01196
OG0000507	Syag.g_02855	Prac.g_01193
OG0000508	Syag.g_02860	Prac.g_01189
OG0000509	Syag.g_02862	Prac.g_01187
OG0000510	Syag.g_02863	Prac.g_01186
OG0000511	Syag.g_02864	Prac.g_01185
OG0000512	Syag.g_02866	Prac.g_01183
OG0000513	Syag.g_00009	Prac.g_01176
OG0000514	Syag.g_00018	Prac.g_01116
OG0000515	Syag.g_00019	Prac.g_01115
OG0000516	Syag.g_00025	Prac.g_01114
OG0000517	Syag.g_00032	Prac.g_01112
OG0000518	Syag.g_00044	Prac.g_01101
OG0000519	Syag.g_00045	Prac.g_01100
OG0000520	Syag.g_00046	Prac.g_01099
OG0000521	Syag.g_00054	Prac.g_01094
OG0000522	Syag.g_00056	Prac.g_01092
OG0000523	Syag.g_00057	Prac.g_01091
OG0000524	Syag.g_01327	Prac.g_01084
OG0000525	Syag.g_01345	Prac.g_01081
OG0000526	Syag.g_01348	Prac.g_01080
OG0000527	Syag.g_01354	Prac.g_01071
OG0000528	Syag.g_01532	Prac.g_01066
OG0000529	Syag.g_01527	Prac.g_01063
OG0000530	Syag.g_01524	Prac.g_01060
OG0000531	Syag.g_01523	Prac.g_01059
OG0000532	Syag.g_01520	Prac.g_01057
OG0000533	Syag.g_01518	Prac.g_01056
OG0000534	Syag.g_01517	Prac.g_01055
OG0000535	Syag.g_01516	Prac.g_01054
OG0000536	Syag.g_01515	Prac.g_01053
OG0000537	Syag.g_01514	Prac.g_01052
OG0000538	Syag.g_01502	Prac.g_00871
OG0000539	Syag.g_01501	Prac.g_00870
OG0000540	Syag.g_01500	Prac.g_00869
OG0000541	Syag.g_01499	Prac.g_00868
OG0000542	Syag.g_01496	Prac.g_00866
OG0000543	Syag.g_01494	Prac.g_00864
OG0000544	Syag.g_01493	Prac.g_00863
OG0000545	Syag.g_01491	Prac.g_00861
OG0000546	Syag.g_01489	Prac.g_00858
OG0000547	Syag.g_01487	Prac.g_00857
OG0000548	Syag.g_01486	Prac.g_00856
OG0000549	Syag.g_01480	Prac.g_00854
OG0000550	Syag.g_01474	Prac.g_00849
OG0000551	Syag.g_01470	Prac.g_00845
OG0000552	Syag.g_01469	Prac.g_00844
OG0000553	Syag.g_01464	Prac.g_00843
OG0000554	Syag.g_01453	Prac.g_00838
OG0000555	Syag.g_00075	Prac.g_00830
OG0000556	Syag.g_00257	Prac.g_00828
OG0000557	Syag.g_00267	Prac.g_00827
OG0000558	Syag.g_00269	Prac.g_00825
OG0000559	Syag.g_00273	Prac.g_00821
OG0000560	Syag.g_00276	Prac.g_00818
OG0000561	Syag.g_00277	Prac.g_00817
OG0000562	Syag.g_00278	Prac.g_00816
OG0000563	Syag.g_00279	Prac.g_00815
OG0000564	Syag.g_00280	Prac.g_00814
OG0000565	Syag.g_00284	Prac.g_00811
OG0000566	Syag.g_00288	Prac.g_00809
OG0000567	Syag.g_00292	Prac.g_00805
OG0000568	Syag.g_00295	Prac.g_00804
OG0000569	Syag.g_00296	Prac.g_00803
OG0000570	Syag.g_00297	Prac.g_00802
OG0000571	Syag.g_00301	Prac.g_00800
OG0000572	Syag.g_00320, Syag.g_00251	Prac.g_00787
OG0000573	Syag.g_00329	Prac.g_00780
OG0000574	Syag.g_00330	Prac.g_00779
OG0000575	Syag.g_00335	Prac.g_00775
OG0000576	Syag.g_00337	Prac.g_00772
OG0000577	Syag.g_00338	Prac.g_00771
OG0000578	Syag.g_00339	Prac.g_00770
OG0000579	Syag.g_00340	Prac.g_00769
OG0000580	Syag.g_00341	Prac.g_00768
OG0000581	Syag.g_00348	Prac.g_00766
OG0000582	Syag.g_00353	Prac.g_00763
OG0000583	Syag.g_00354	Prac.g_00762
