Orthogroup	Syag	Prau
OG0000300	Syag.g_01062	Prau.g_01249
OG0000301	Syag.g_01061	Prau.g_01250
OG0000302	Syag.g_01060	Prau.g_01252
OG0000303	Syag.g_01048	Prau.g_01259
OG0000304	Syag.g_01041	Prau.g_01263
OG0000305	Syag.g_00977	Prau.g_01401
OG0000306	Syag.g_00460	Prau.g_01404
OG0000307	Syag.g_01546	Prau.g_01418
OG0000308	Syag.g_01548	Prau.g_01419
OG0000309	Syag.g_01553	Prau.g_01423
OG0000310	Syag.g_01291	Prau.g_01513
OG0000311	Syag.g_01300	Prau.g_01515
OG0000312	Syag.g_01434	Prau.g_01518
OG0000313	Syag.g_00966, Syag.g_01412	Prau.g_01535
OG0000314	Syag.g_01380	Prau.g_01558
OG0000315	Syag.g_01369	Prau.g_01568
OG0000316	Syag.g_01641	Prau.g_01588
OG0000317	Syag.g_01684	Prau.g_01730
OG0000318	Syag.g_01688	Prau.g_01733
OG0000319	Syag.g_01710	Prau.g_01746
OG0000320	Syag.g_01712	Prau.g_01748
OG0000321	Syag.g_01713	Prau.g_01749
OG0000322	Syag.g_01714	Prau.g_01750
OG0000323	Syag.g_01728	Prau.g_01759
OG0000324	Syag.g_01757	Prau.g_01785
OG0000325	Syag.g_02690	Prau.g_01795
OG0000326	Syag.g_02698	Prau.g_01801
OG0000327	Syag.g_02728	Prau.g_01828
OG0000328	Syag.g_02729	Prau.g_01829
OG0000329	Syag.g_02747	Prau.g_01846
OG0000330	Syag.g_02748	Prau.g_01847
OG0000331	Syag.g_02749	Prau.g_01848
OG0000332	Syag.g_02764	Prau.g_01862
OG0000333	Syag.g_02767	Prau.g_01864
OG0000334	Syag.g_02777	Prau.g_01872
OG0000335	Syag.g_02782	Prau.g_01877
OG0000336	Syag.g_02786	Prau.g_01881
OG0000337	Syag.g_02445	Prau.g_01897
OG0000338	Syag.g_02440	Prau.g_01898
OG0000340	Syag.g_02416	Prau.g_01910
OG0000341	Syag.g_02414	Prau.g_01912
OG0000342	Syag.g_02413	Prau.g_01913
OG0000343	Syag.g_02411	Prau.g_01914
OG0000344	Syag.g_02407	Prau.g_01917
OG0000345	Syag.g_02397	Prau.g_01922
OG0000346	Syag.g_02392	Prau.g_01926
OG0000347	Syag.g_02366	Prau.g_01942
OG0000348	Syag.g_02357	Prau.g_01952
OG0000349	Syag.g_02330	Prau.g_01969
OG0000350	Syag.g_02705	Prau.g_01987, Prau.g_01297
OG0000351	Syag.g_02244	Prau.g_02004
OG0000352	Syag.g_02245	Prau.g_02005
OG0000353	Syag.g_02271	Prau.g_02021
OG0000355	Syag.g_02273	Prau.g_00001
OG0000356	Syag.g_02274	Prau.g_00002
OG0000357	Syag.g_02275	Prau.g_00003
OG0000358	Syag.g_02279	Prau.g_00007
OG0000359	Syag.g_02281	Prau.g_00008
OG0000360	Syag.g_02282	Prau.g_00009
OG0000361	Syag.g_02283	Prau.g_00010
OG0000362	Syag.g_02285	Prau.g_00012
OG0000363	Syag.g_02287	Prau.g_00014
OG0000364	Syag.g_02288	Prau.g_00015
OG0000365	Syag.g_02297	Prau.g_00020
OG0000366	Syag.g_02298	Prau.g_00021
OG0000367	Syag.g_02299	Prau.g_00022
OG0000368	Syag.g_02301	Prau.g_00024
OG0000369	Syag.g_02302	Prau.g_00025
OG0000370	Syag.g_02303	Prau.g_00026
OG0000371	Syag.g_02312	Prau.g_00031
OG0000372	Syag.g_02317	Prau.g_00034
OG0000373	Syag.g_02318	Prau.g_00035
OG0000374	Syag.g_02319	Prau.g_00036
OG0000375	Syag.g_02326	Prau.g_00047
OG0000376	Syag.g_02328	Prau.g_00049
OG0000377	Syag.g_02119	Prau.g_00053
OG0000378	Syag.g_02099	Prau.g_00055
OG0000379	Syag.g_02091	Prau.g_00058
OG0000380	Syag.g_01817	Prau.g_00068
OG0000381	Syag.g_01820	Prau.g_00072
OG0000382	Syag.g_01838	Prau.g_00082
OG0000383	Syag.g_01843	Prau.g_00084
OG0000384	Syag.g_01844	Prau.g_00085
OG0000385	Syag.g_01845	Prau.g_00086
OG0000386	Syag.g_01846	Prau.g_00087
OG0000387	Syag.g_01876	Prau.g_00100
OG0000388	Syag.g_01880	Prau.g_00103
OG0000389	Syag.g_01884	Prau.g_00107
OG0000390	Syag.g_01903	Prau.g_00114
OG0000391	Syag.g_01908	Prau.g_00117
OG0000392	Syag.g_01914	Prau.g_00121
OG0000393	Syag.g_01917	Prau.g_00123
OG0000394	Syag.g_01918	Prau.g_00124
OG0000395	Syag.g_01919	Prau.g_00125
OG0000396	Syag.g_01922	Prau.g_00128
OG0000397	Syag.g_01924	Prau.g_00130
OG0000398	Syag.g_01929	Prau.g_00132
OG0000399	Syag.g_01930	Prau.g_00133
OG0000400	Syag.g_01931	Prau.g_00134
OG0000401	Syag.g_01932	Prau.g_00135
OG0000402	Syag.g_01934	Prau.g_00137
OG0000403	Syag.g_01935	Prau.g_00138
OG0000404	Syag.g_01937	Prau.g_00139
OG0000405	Syag.g_01949	Prau.g_00143
OG0000406	Syag.g_01953	Prau.g_00148
OG0000407	Syag.g_01954	Prau.g_00149
OG0000408	Syag.g_01956	Prau.g_00151
OG0000409	Syag.g_01958	Prau.g_00153
OG0000410	Syag.g_01959	Prau.g_00154
OG0000411	Syag.g_01960	Prau.g_00155
OG0000412	Syag.g_01961	Prau.g_00156
OG0000413	Syag.g_01963	Prau.g_00157
OG0000414	Syag.g_01964	Prau.g_00158
OG0000415	Syag.g_01965	Prau.g_00159
OG0000416	Syag.g_01966	Prau.g_00160
OG0000417	Syag.g_01967	Prau.g_00161
OG0000418	Syag.g_01973	Prau.g_00166
OG0000419	Syag.g_01975	Prau.g_00168
OG0000420	Syag.g_01977	Prau.g_00169
OG0000421	Syag.g_01982	Prau.g_00174
OG0000422	Syag.g_01983	Prau.g_00175
OG0000423	Syag.g_01984	Prau.g_00176
OG0000424	Syag.g_01985	Prau.g_00177
OG0000425	Syag.g_01986	Prau.g_00178
OG0000426	Syag.g_01987	Prau.g_00179
OG0000427	Syag.g_01988	Prau.g_00180
OG0000428	Syag.g_01991	Prau.g_00182
OG0000429	Syag.g_01993	Prau.g_00183
OG0000430	Syag.g_01995	Prau.g_00184
OG0000431	Syag.g_01998	Prau.g_00186
OG0000432	Syag.g_02007	Prau.g_00189
OG0000433	Syag.g_02009	Prau.g_00190
OG0000434	Syag.g_02010	Prau.g_00191
OG0000435	Syag.g_02017	Prau.g_00192
OG0000436	Syag.g_02028	Prau.g_00197
OG0000437	Syag.g_02029	Prau.g_00198
OG0000438	Syag.g_02031	Prau.g_00199
OG0000439	Syag.g_02033	Prau.g_00201
OG0000440	Syag.g_02034	Prau.g_00202
OG0000441	Syag.g_02041	Prau.g_00205
OG0000442	Syag.g_02044	Prau.g_00206
OG0000443	Syag.g_02046	Prau.g_00207
OG0000444	Syag.g_02053	Prau.g_00212
OG0000445	Syag.g_02054	Prau.g_00213
OG0000446	Syag.g_02056	Prau.g_00214
OG0000447	Syag.g_02059	Prau.g_00215
OG0000448	Syag.g_02060	Prau.g_00216
OG0000449	Syag.g_02061	Prau.g_00217
OG0000450	Syag.g_02066	Prau.g_00218
OG0000451	Syag.g_02067	Prau.g_00219
OG0000452	Syag.g_02071	Prau.g_00222
OG0000453	Syag.g_02072	Prau.g_00223
OG0000454	Syag.g_02073	Prau.g_00224
OG0000455	Syag.g_02074	Prau.g_00225
OG0000456	Syag.g_02075	Prau.g_00226
OG0000457	Syag.g_02077	Prau.g_00227
OG0000458	Syag.g_02080	Prau.g_00228
OG0000459	Syag.g_02081	Prau.g_00229
OG0000460	Syag.g_01786	Prau.g_00236
OG0000461	Syag.g_02675	Prau.g_00244
OG0000462	Syag.g_02672	Prau.g_00246
OG0000463	Syag.g_02671	Prau.g_00247
OG0000464	Syag.g_02670	Prau.g_00248
OG0000465	Syag.g_02668	Prau.g_00249
OG0000466	Syag.g_02662	Prau.g_00252
OG0000467	Syag.g_02660	Prau.g_00253
OG0000468	Syag.g_02636	Prau.g_00255
OG0000469	Syag.g_02621	Prau.g_00264
OG0000470	Syag.g_02619	Prau.g_00266
OG0000471	Syag.g_02618	Prau.g_00267
OG0000472	Syag.g_02616	Prau.g_00268
OG0000473	Syag.g_02614	Prau.g_00270
OG0000474	Syag.g_02613	Prau.g_00271
OG0000475	Syag.g_02612	Prau.g_00272
OG0000476	Syag.g_02610	Prau.g_00273
OG0000477	Syag.g_02604	Prau.g_00277
OG0000478	Syag.g_02603	Prau.g_00278
OG0000479	Syag.g_02602	Prau.g_00279
OG0000480	Syag.g_02595	Prau.g_00284
OG0000481	Syag.g_02593	Prau.g_00286
OG0000482	Syag.g_02592	Prau.g_00287
OG0000483	Syag.g_02588	Prau.g_00290
OG0000484	Syag.g_02587	Prau.g_00291
OG0000485	Syag.g_02586	Prau.g_00292
OG0000486	Syag.g_02585	Prau.g_00293
OG0000487	Syag.g_02579	Prau.g_00297
OG0000488	Syag.g_02575	Prau.g_00300
OG0000489	Syag.g_02565	Prau.g_00305
OG0000490	Syag.g_02553	Prau.g_00310
OG0000491	Syag.g_02551	Prau.g_00311
OG0000492	Syag.g_02549	Prau.g_00313
OG0000493	Syag.g_02548	Prau.g_00314
OG0000494	Syag.g_02547	Prau.g_00315
OG0000495	Syag.g_02546	Prau.g_00316
OG0000496	Syag.g_02545	Prau.g_00317
OG0000497	Syag.g_02544	Prau.g_00318
OG0000498	Syag.g_02543	Prau.g_00319
OG0000499	Syag.g_02542	Prau.g_00320
OG0000500	Syag.g_02541	Prau.g_00321
OG0000501	Syag.g_02538	Prau.g_00323
OG0000502	Syag.g_02467	Prau.g_00326
OG0000503	Syag.g_02843	Prau.g_00336
OG0000504	Syag.g_02845	Prau.g_00337
OG0000505	Syag.g_02846	Prau.g_00338
OG0000506	Syag.g_02849	Prau.g_00340
OG0000507	Syag.g_02855	Prau.g_00343
OG0000508	Syag.g_02860	Prau.g_00347
OG0000509	Syag.g_02862	Prau.g_00349
OG0000510	Syag.g_02863	Prau.g_00350
OG0000511	Syag.g_02864	Prau.g_00351
OG0000512	Syag.g_02866	Prau.g_00353
OG0000513	Syag.g_00009	Prau.g_00360
OG0000514	Syag.g_00018	Prau.g_00472
OG0000515	Syag.g_00019	Prau.g_00473
OG0000516	Syag.g_00025	Prau.g_00474
OG0000517	Syag.g_00032	Prau.g_00476
OG0000518	Syag.g_00044	Prau.g_00487
OG0000519	Syag.g_00045	Prau.g_00488
OG0000520	Syag.g_00046	Prau.g_00489
OG0000521	Syag.g_00054	Prau.g_00494
OG0000522	Syag.g_00056	Prau.g_00496
OG0000523	Syag.g_00057	Prau.g_00497
OG0000524	Syag.g_01327	Prau.g_00503
OG0000525	Syag.g_01345	Prau.g_00506
OG0000526	Syag.g_01348	Prau.g_00507
OG0000527	Syag.g_01354	Prau.g_00514
OG0000528	Syag.g_01532	Prau.g_00519
OG0000529	Syag.g_01527	Prau.g_00522
OG0000530	Syag.g_01524	Prau.g_00525
OG0000531	Syag.g_01523	Prau.g_00526
OG0000532	Syag.g_01520	Prau.g_00528
OG0000533	Syag.g_01518	Prau.g_00529
OG0000534	Syag.g_01517	Prau.g_00530
OG0000535	Syag.g_01516	Prau.g_00531
OG0000536	Syag.g_01515	Prau.g_00532
OG0000537	Syag.g_01514	Prau.g_00533
OG0000538	Syag.g_01502	Prau.g_00541
OG0000539	Syag.g_01501	Prau.g_00542
OG0000540	Syag.g_01500	Prau.g_00543
OG0000541	Syag.g_01499	Prau.g_00544
OG0000542	Syag.g_01496	Prau.g_00546
OG0000543	Syag.g_01494	Prau.g_00548
OG0000544	Syag.g_01493	Prau.g_00549
OG0000545	Syag.g_01491	Prau.g_00551
OG0000546	Syag.g_01489	Prau.g_00554
OG0000547	Syag.g_01487	Prau.g_00556
OG0000548	Syag.g_01486	Prau.g_00557
OG0000549	Syag.g_01480	Prau.g_00559
OG0000550	Syag.g_01474	Prau.g_00564
OG0000551	Syag.g_01470	Prau.g_00567
OG0000552	Syag.g_01469	Prau.g_00568
OG0000553	Syag.g_01464	Prau.g_00569
OG0000554	Syag.g_01453	Prau.g_00574
OG0000555	Syag.g_00075	Prau.g_00582
OG0000556	Syag.g_00257	Prau.g_00584
OG0000557	Syag.g_00267	Prau.g_00585
OG0000558	Syag.g_00269	Prau.g_00587
OG0000559	Syag.g_00273	Prau.g_00591
OG0000560	Syag.g_00276	Prau.g_00594
OG0000561	Syag.g_00277	Prau.g_00595
OG0000562	Syag.g_00278	Prau.g_00596
OG0000563	Syag.g_00279	Prau.g_00597
OG0000564	Syag.g_00280	Prau.g_00598
OG0000565	Syag.g_00284	Prau.g_00601
OG0000566	Syag.g_00288	Prau.g_00603
OG0000567	Syag.g_00292	Prau.g_00607
OG0000568	Syag.g_00295	Prau.g_00608
OG0000569	Syag.g_00296	Prau.g_00609
OG0000570	Syag.g_00297	Prau.g_00610
OG0000571	Syag.g_00301	Prau.g_00612
OG0000572	Syag.g_00320, Syag.g_00251	Prau.g_00625
OG0000573	Syag.g_00329	Prau.g_00630
OG0000574	Syag.g_00330	Prau.g_00631
OG0000575	Syag.g_00335	Prau.g_00635
