Orthogroup	Syag	Syab
OG0000125	Syag.g_02136, Syag.g_02134	Syab.g_02763
OG0000126	Syag.g_02266	Syab.g_02908
OG0000128	Syag.g_02284	Syab.g_00012
OG0000129	Syag.g_02121	Syab.g_02749
OG0000130	Syag.g_01819	Syab.g_02434
OG0000131	Syag.g_01951	Syab.g_02564
OG0000132	Syag.g_01972	Syab.g_02584
OG0000133	Syag.g_00806	Syab.g_01387
OG0000134	Syag.g_00008	Syab.g_00554
OG0000135	Syag.g_02171	Syab.g_02815
OG0000136	Syag.g_00038	Syab.g_00588
OG0000137	Syag.g_01356	Syab.g_00697
OG0000138	Syag.g_01511	Syab.g_02113
OG0000139	Syag.g_01448	Syab.g_02035
OG0000140	Syag.g_01446	Syab.g_02033
OG0000141	Syag.g_00351	Syab.g_01931
OG0000142	Syag.g_00410	Syab.g_01873
OG0000143	Syag.g_00414	Syab.g_01870
OG0000144	Syag.g_00493	Syab.g_01757
OG0000145	Syag.g_01504	Syab.g_02120
OG0000146	Syag.g_00800	Syab.g_01393
OG0000147	Syag.g_00799	Syab.g_01394
OG0000148	Syag.g_00693	Syab.g_01682
OG0000149	Syag.g_00731	Syab.g_01720
OG0000150	Syag.g_00352	Syab.g_01930
OG0000151	Syag.g_00623	Syab.g_01612
OG0000152	Syag.g_00810	Syab.g_01383
OG0000153	Syag.g_00845	Syab.g_01343
OG0000154	Syag.g_00870	Syab.g_01317
OG0000155	Syag.g_01107	Syab.g_01009
OG0000156	Syag.g_01166	Syab.g_00933
OG0000157	Syag.g_01167	Syab.g_00932
OG0000158	Syag.g_02422	Syab.g_00161
OG0000159	Syag.g_02425	Syab.g_00148
OG0000160	Syag.g_01415	Syab.g_00774
OG0000161	Syag.g_01409	Syab.g_00766
OG0000162	Syag.g_01402	Syab.g_00755
OG0000163	Syag.g_01618	Syab.g_02173
OG0000164	Syag.g_01725	Syab.g_02307
OG0000165	Syag.g_01733	Syab.g_02316
OG0000166	Syag.g_02733	Syab.g_00407
OG0000167	Syag.g_02437	Syab.g_00205
OG0000168	Syag.g_02417	Syab.g_00136
OG0000169	Syag.g_02405	Syab.g_00125
OG0000170	Syag.g_02398	Syab.g_00118
OG0000171	Syag.g_02368	Syab.g_00089
OG0000172	Syag.g_02360	Syab.g_00080
OG0000173	Syag.g_02337	Syab.g_00061
OG0000174	Syag.g_02175	Syab.g_02819
OG0000175	Syag.g_02240	Syab.g_02876
OG0000176	Syag.g_02276	Syab.g_00004
OG0000177	Syag.g_02277	Syab.g_00005
OG0000178	Syag.g_02278	Syab.g_00006
OG0000179	Syag.g_02293	Syab.g_00022
OG0000180	Syag.g_02294	Syab.g_00023
OG0000181	Syag.g_02295	Syab.g_00024
OG0000182	Syag.g_02296	Syab.g_00025
OG0000183	Syag.g_02300	Syab.g_00029
OG0000184	Syag.g_02110	Syab.g_02738
OG0000185	Syag.g_02092	Syab.g_02715
OG0000186	Syag.g_01815	Syab.g_02430
OG0000187	Syag.g_01816	Syab.g_02431
OG0000188	Syag.g_01839	Syab.g_02454
OG0000189	Syag.g_01872	Syab.g_02487
OG0000190	Syag.g_01874	Syab.g_00190, Syab.g_00139
OG0000191	Syag.g_01909	Syab.g_02522
OG0000192	Syag.g_01915	Syab.g_02528
OG0000193	Syag.g_01952	Syab.g_02565
OG0000194	Syag.g_01955	Syab.g_02568
OG0000195	Syag.g_01957	Syab.g_02570
OG0000196	Syag.g_01968	Syab.g_02581
OG0000197	Syag.g_01969	Syab.g_02582
OG0000198	Syag.g_00108	Syab.g_02583
OG0000199	Syag.g_01979	Syab.g_02591
OG0000200	Syag.g_01996	Syab.g_02611
OG0000201	Syag.g_02019	Syab.g_02628
OG0000202	Syag.g_02024	Syab.g_02629
OG0000203	Syag.g_02025	Syab.g_02630
OG0000204	Syag.g_02020, Syag.g_02026	Syab.g_02631
OG0000205	Syag.g_02035	Syab.g_02638
OG0000206	Syag.g_02047	Syab.g_02674
OG0000207	Syag.g_02051	Syab.g_02677
OG0000208	Syag.g_02052	Syab.g_02678
OG0000209	Syag.g_02069	Syab.g_02698
OG0000210	Syag.g_02070	Syab.g_02699
OG0000211	Syag.g_01788	Syab.g_02374
OG0000212	Syag.g_01777	Syab.g_02365
OG0000213	Syag.g_02632	Syab.g_00332
OG0000214	Syag.g_02615	Syab.g_00312
OG0000215	Syag.g_02584	Syab.g_00281
OG0000216	Syag.g_02580	Syab.g_00277
OG0000217	Syag.g_02576	Syab.g_00273
OG0000218	Syag.g_02574	Syab.g_00271
OG0000219	Syag.g_02573	Syab.g_00270
OG0000220	Syag.g_02572	Syab.g_00269
OG0000221	Syag.g_02566	Syab.g_00257
OG0000222	Syag.g_02550	Syab.g_00244
OG0000223	Syag.g_02475	Syab.g_00226
OG0000224	Syag.g_02471	Syab.g_00223
OG0000225	Syag.g_02861	Syab.g_00538
OG0000226	Syag.g_02865	Syab.g_00542
OG0000227	Syag.g_02867	Syab.g_00544
OG0000228	Syag.g_00004	Syab.g_00550
OG0000229	Syag.g_00033	Syab.g_00583
OG0000230	Syag.g_00035	Syab.g_00585
OG0000231	Syag.g_00048	Syab.g_00613
OG0000232	Syag.g_00059	Syab.g_00631
OG0000233	Syag.g_01330	Syab.g_00645
OG0000234	Syag.g_01358	Syab.g_00699
OG0000235	Syag.g_01529	Syab.g_02095
OG0000236	Syag.g_01513	Syab.g_02111
OG0000237	Syag.g_01495	Syab.g_02129
OG0000238	Syag.g_01490	Syab.g_02134
OG0000239	Syag.g_01472	Syab.g_02151
OG0000240	Syag.g_01471	Syab.g_02152
OG0000241	Syag.g_00396	Syab.g_01884
OG0000242	Syag.g_01456	Syab.g_02043
OG0000243	Syag.g_00255	Syab.g_02025
OG0000244	Syag.g_00268	Syab.g_02017
OG0000245	Syag.g_00270	Syab.g_02015
OG0000246	Syag.g_00274	Syab.g_02011
OG0000247	Syag.g_00286	Syab.g_01999
OG0000248	Syag.g_00289	Syab.g_01996
OG0000249	Syag.g_00291	Syab.g_01994
OG0000250	Syag.g_00299	Syab.g_01988
OG0000251	Syag.g_00328	Syab.g_01961
OG0000252	Syag.g_00331	Syab.g_01958
OG0000253	Syag.g_00333	Syab.g_01956
OG0000254	Syag.g_00356	Syab.g_01925
OG0000255	Syag.g_00369	Syab.g_01912
OG0000256	Syag.g_00385	Syab.g_01890
OG0000257	Syag.g_00395	Syab.g_01885
OG0000258	Syag.g_00423	Syab.g_01861
OG0000259	Syag.g_00560	Syab.g_01538
OG0000260	Syag.g_00570	Syab.g_01544
OG0000261	Syag.g_00581	Syab.g_01556
OG0000262	Syag.g_00586	Syab.g_01561
OG0000263	Syag.g_01079	Syab.g_01035
OG0000264	Syag.g_01011	Syab.g_01173
OG0000265	Syag.g_01021	Syab.g_01773
OG0000266	Syag.g_00907	Syab.g_01667
OG0000267	Syag.g_00762	Syab.g_01433
OG0000268	Syag.g_00763	Syab.g_01432
OG0000269	Syag.g_00662	Syab.g_01650
OG0000270	Syag.g_00665	Syab.g_01657
OG0000271	Syag.g_00673	Syab.g_01279
OG0000273	Syag.g_00713	Syab.g_01699
OG0000274	Syag.g_00714	Syab.g_01700
OG0000275	Syag.g_00717	Syab.g_01704
OG0000276	Syag.g_00723	Syab.g_01712
OG0000277	Syag.g_00724	Syab.g_01713
OG0000278	Syag.g_00727	Syab.g_01716
OG0000279	Syag.g_00735	Syab.g_01724
OG0000280	Syag.g_00741	Syab.g_01736
OG0000281	Syag.g_00572	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Syag.g_00611	Syab.g_01631
OG0000283	Syag.g_00775	Syab.g_01418
OG0000284	Syag.g_00780	Syab.g_01413
OG0000285	Syag.g_00791	Syab.g_01402
OG0000286	Syag.g_00809	Syab.g_01384
OG0000287	Syag.g_00838	Syab.g_01350
OG0000288	Syag.g_00869	Syab.g_01318
OG0000289	Syag.g_00884	Syab.g_01303
OG0000290	Syag.g_00970	Syab.g_01213
OG0000291	Syag.g_00972	Syab.g_01211
OG0000292	Syag.g_02265	Syab.g_02907
OG0000293	Syag.g_01155	Syab.g_00946
OG0000294	Syag.g_01154	Syab.g_00947
OG0000295	Syag.g_01115	Syab.g_01001
OG0000296	Syag.g_01113	Syab.g_01003
OG0000297	Syag.g_01099	Syab.g_01016
OG0000298	Syag.g_01098	Syab.g_01017
OG0000299	Syag.g_01067	Syab.g_01047
OG0000300	Syag.g_01062	Syab.g_01054
OG0000301	Syag.g_01061	Syab.g_01055
OG0000302	Syag.g_01060	Syab.g_01056
OG0000303	Syag.g_01048	Syab.g_01149
OG0000304	Syag.g_01041	Syab.g_01143
OG0000305	Syag.g_00977	Syab.g_01208
OG0000306	Syag.g_00460	Syab.g_01819
OG0000307	Syag.g_01546	Syab.g_02078
OG0000308	Syag.g_01548	Syab.g_02076
OG0000309	Syag.g_01553	Syab.g_02071
OG0000310	Syag.g_01291	Syab.g_00817
OG0000311	Syag.g_01300	Syab.g_00811
OG0000312	Syag.g_01434	Syab.g_00793
OG0000313	Syag.g_00966, Syag.g_01412	Syab.g_00769
OG0000314	Syag.g_01380	Syab.g_00736
OG0000315	Syag.g_01369	Syab.g_00726
OG0000316	Syag.g_01641	Syab.g_02189
OG0000317	Syag.g_01684	Syab.g_02251
OG0000318	Syag.g_01688	Syab.g_02257
OG0000319	Syag.g_01710	Syab.g_02291
OG0000320	Syag.g_01712	Syab.g_02293
OG0000321	Syag.g_01713	Syab.g_02294
OG0000322	Syag.g_01714	Syab.g_02295
OG0000323	Syag.g_01728	Syab.g_02310
OG0000324	Syag.g_01757	Syab.g_02341
OG0000325	Syag.g_02690	Syab.g_00368
OG0000326	Syag.g_02698	Syab.g_00375
OG0000327	Syag.g_02728	Syab.g_00402
OG0000328	Syag.g_02729	Syab.g_00403
OG0000329	Syag.g_02747	Syab.g_00420
OG0000330	Syag.g_02748	Syab.g_00421
OG0000331	Syag.g_02749	Syab.g_00422
OG0000332	Syag.g_02764	Syab.g_00437
OG0000333	Syag.g_02767	Syab.g_00440
OG0000334	Syag.g_02777	Syab.g_00450
OG0000335	Syag.g_02782	Syab.g_00455
OG0000336	Syag.g_02786	Syab.g_00459
OG0000337	Syag.g_02445	Syab.g_00210
OG0000338	Syag.g_02440	Syab.g_00207
OG0000340	Syag.g_02416	Syab.g_00135
OG0000341	Syag.g_02414	Syab.g_00133
OG0000342	Syag.g_02413	Syab.g_00132
OG0000343	Syag.g_02411	Syab.g_00131
OG0000344	Syag.g_02407	Syab.g_00127
OG0000345	Syag.g_02397	Syab.g_00117
OG0000346	Syag.g_02392	Syab.g_00112
OG0000347	Syag.g_02366	Syab.g_00087
OG0000348	Syag.g_02357	Syab.g_00076
OG0000349	Syag.g_02330	Syab.g_00054
OG0000350	Syag.g_02705	Syab.g_00382
OG0000351	Syag.g_02244	Syab.g_02879
OG0000352	Syag.g_02245	Syab.g_02880
OG0000353	Syag.g_02271	Syab.g_02913
OG0000354	Syag.g_01484	Syab.g_02140
OG0000354	Syag.g_02291	Syab.g_00020
OG0000355	Syag.g_02273	Syab.g_00001
OG0000356	Syag.g_02274	Syab.g_00002
OG0000357	Syag.g_02275	Syab.g_00003
OG0000358	Syag.g_02279	Syab.g_00007
OG0000359	Syag.g_02281	Syab.g_00009
OG0000360	Syag.g_02282	Syab.g_00010
OG0000361	Syag.g_02283	Syab.g_00011
OG0000362	Syag.g_02285	Syab.g_00013
OG0000363	Syag.g_02287	Syab.g_00015
OG0000364	Syag.g_02288	Syab.g_00016
OG0000365	Syag.g_02297	Syab.g_00026
OG0000366	Syag.g_02298	Syab.g_00027
OG0000367	Syag.g_02299	Syab.g_00028
OG0000368	Syag.g_02301	Syab.g_00030
OG0000369	Syag.g_02302	Syab.g_00031
OG0000370	Syag.g_02303	Syab.g_00032
OG0000371	Syag.g_02312	Syab.g_00711, Syab.g_00039
OG0000372	Syag.g_02317	Syab.g_00045
OG0000373	Syag.g_02318	Syab.g_00046
OG0000374	Syag.g_02319	Syab.g_00047
OG0000375	Syag.g_02326	Syab.g_00050
OG0000376	Syag.g_02328	Syab.g_00052
OG0000377	Syag.g_02119	Syab.g_02748
OG0000378	Syag.g_02099	Syab.g_02717
OG0000379	Syag.g_02091	Syab.g_02714
OG0000380	Syag.g_01817	Syab.g_02432
OG0000381	Syag.g_01820	Syab.g_02435
OG0000382	Syag.g_01838	Syab.g_02453
OG0000383	Syag.g_01843	Syab.g_02459
OG0000384	Syag.g_01844	Syab.g_02460
OG0000385	Syag.g_01845	Syab.g_02461
OG0000386	Syag.g_01846	Syab.g_02462
OG0000387	Syag.g_01876	Syab.g_02491
OG0000388	Syag.g_01880	Syab.g_02495
OG0000389	Syag.g_01884	Syab.g_02499
OG0000390	Syag.g_01903	Syab.g_02516
OG0000391	Syag.g_01908	Syab.g_02521
OG0000392	Syag.g_01914	Syab.g_02527
OG0000393	Syag.g_01917	Syab.g_02530
OG0000394	Syag.g_01918	Syab.g_02531
OG0000395	Syag.g_01919	Syab.g_02532
OG0000396	Syag.g_01922	Syab.g_02535
OG0000397	Syag.g_01924	Syab.g_02537
OG0000398	Syag.g_01929	Syab.g_02542
OG0000399	Syag.g_01930	Syab.g_02543
OG0000400	Syag.g_01931	Syab.g_02544
OG0000401	Syag.g_01932	Syab.g_02545
OG0000402	Syag.g_01934	Syab.g_02547
OG0000403	Syag.g_01935	Syab.g_02548
OG0000404	Syag.g_01937	Syab.g_02550
OG0000405	Syag.g_01949	Syab.g_02562
OG0000406	Syag.g_01953	Syab.g_02566
OG0000407	Syag.g_01954	Syab.g_02567
OG0000408	Syag.g_01956	Syab.g_02569
OG0000409	Syag.g_01958	Syab.g_02571
OG0000410	Syag.g_01959	Syab.g_02572
OG0000411	Syag.g_01960	Syab.g_02573
OG0000412	Syag.g_01961	Syab.g_02574
OG0000413	Syag.g_01963	Syab.g_02576
OG0000414	Syag.g_01964	Syab.g_02577
OG0000415	Syag.g_01965	Syab.g_02578
OG0000416	Syag.g_01966	Syab.g_02579
OG0000417	Syag.g_01967	Syab.g_02580
OG0000418	Syag.g_01973	Syab.g_02585
OG0000419	Syag.g_01975	Syab.g_02587
OG0000420	Syag.g_01977	Syab.g_02589
OG0000421	Syag.g_01982	Syab.g_02595
OG0000422	Syag.g_01983	Syab.g_02596
OG0000423	Syag.g_01984	Syab.g_02597
OG0000424	Syag.g_01985	Syab.g_02598
OG0000425	Syag.g_01986	Syab.g_02599
OG0000426	Syag.g_01987	Syab.g_02600
OG0000427	Syag.g_01988	Syab.g_02601
OG0000428	Syag.g_01991	Syab.g_02604
OG0000429	Syag.g_01993	Syab.g_02608
OG0000430	Syag.g_01995	Syab.g_02610
OG0000431	Syag.g_01998	Syab.g_02613
OG0000432	Syag.g_02007	Syab.g_02619
OG0000433	Syag.g_02009	Syab.g_02622
OG0000434	Syag.g_02010	Syab.g_02623
OG0000435	Syag.g_02017	Syab.g_02625
OG0000436	Syag.g_02028	Syab.g_02632
OG0000437	Syag.g_02029	Syab.g_02633
OG0000438	Syag.g_02031	Syab.g_02634
OG0000439	Syag.g_02033	Syab.g_02636
OG0000440	Syag.g_02034	Syab.g_02637
OG0000441	Syag.g_02041	Syab.g_02641
OG0000442	Syag.g_02044	Syab.g_02642
OG0000443	Syag.g_02046	Syab.g_02668
OG0000444	Syag.g_02053	Syab.g_02681
OG0000445	Syag.g_02054	Syab.g_02682
OG0000446	Syag.g_02056	Syab.g_02684
OG0000447	Syag.g_02059	Syab.g_02687
OG0000448	Syag.g_02060	Syab.g_02688
OG0000449	Syag.g_02061	Syab.g_02689
OG0000450	Syag.g_02066	Syab.g_02695
OG0000451	Syag.g_02067	Syab.g_02696
OG0000452	Syag.g_02071	Syab.g_02701
OG0000453	Syag.g_02072	Syab.g_02702
OG0000454	Syag.g_02073	Syab.g_02703
OG0000455	Syag.g_02074	Syab.g_02704
OG0000456	Syag.g_02075	Syab.g_02705
OG0000457	Syag.g_02077	Syab.g_02707
OG0000458	Syag.g_02080	Syab.g_02708
OG0000459	Syag.g_02081	Syab.g_02709
OG0000460	Syag.g_01786	Syab.g_02372
OG0000461	Syag.g_02675	Syab.g_00356
OG0000462	Syag.g_02672	Syab.g_00352
OG0000463	Syag.g_02671	Syab.g_00351
OG0000464	Syag.g_02670	Syab.g_00350
OG0000465	Syag.g_02668	Syab.g_00349
OG0000466	Syag.g_02662	Syab.g_00343
OG0000467	Syag.g_02660	Syab.g_00341
OG0000468	Syag.g_02636	Syab.g_00336
OG0000469	Syag.g_02621	Syab.g_00318
OG0000470	Syag.g_02619	Syab.g_00316
OG0000471	Syag.g_02618	Syab.g_00315
OG0000472	Syag.g_02616	Syab.g_00313
OG0000473	Syag.g_02614	Syab.g_00311
OG0000474	Syag.g_02613	Syab.g_00310
OG0000475	Syag.g_02612	Syab.g_00309
OG0000476	Syag.g_02610	Syab.g_00307
OG0000477	Syag.g_02604	Syab.g_00301
OG0000478	Syag.g_02603	Syab.g_00300
OG0000479	Syag.g_02602	Syab.g_00299
OG0000480	Syag.g_02595	Syab.g_00292
OG0000481	Syag.g_02593	Syab.g_00290
OG0000482	Syag.g_02592	Syab.g_00289
OG0000483	Syag.g_02588	Syab.g_00285
OG0000484	Syag.g_02587	Syab.g_00284
OG0000485	Syag.g_02586	Syab.g_00283
OG0000486	Syag.g_02585	Syab.g_00282
OG0000487	Syag.g_02579	Syab.g_00276
OG0000488	Syag.g_02575	Syab.g_00272
OG0000489	Syag.g_02565	Syab.g_00256
OG0000490	Syag.g_02553	Syab.g_00247
OG0000491	Syag.g_02551	Syab.g_00245
OG0000492	Syag.g_02549	Syab.g_00243
OG0000493	Syag.g_02548	Syab.g_00242
OG0000494	Syag.g_02547	Syab.g_00241
OG0000495	Syag.g_02546	Syab.g_00240
OG0000496	Syag.g_02545	Syab.g_00239
OG0000497	Syag.g_02544	Syab.g_00238
OG0000498	Syag.g_02543	Syab.g_00237
OG0000499	Syag.g_02542	Syab.g_00236
OG0000500	Syag.g_02541	Syab.g_00235
OG0000501	Syag.g_02538	Syab.g_00232
OG0000502	Syag.g_02467	Syab.g_00224
OG0000503	Syag.g_02843	Syab.g_00523
OG0000504	Syag.g_02845	Syab.g_00525
OG0000505	Syag.g_02846	Syab.g_00526
OG0000506	Syag.g_02849	Syab.g_00528
OG0000507	Syag.g_02855	Syab.g_00533
OG0000508	Syag.g_02860	Syab.g_00537
OG0000509	Syag.g_02862	Syab.g_00539
OG0000510	Syag.g_02863	Syab.g_00540
OG0000511	Syag.g_02864	Syab.g_00541
OG0000512	Syag.g_02866	Syab.g_00543
OG0000513	Syag.g_00009	Syab.g_00555
OG0000514	Syag.g_00018	Syab.g_00566
OG0000515	Syag.g_00019	Syab.g_00567
OG0000516	Syag.g_00025	Syab.g_00575
OG0000517	Syag.g_00032	Syab.g_00582
OG0000518	Syag.g_00044	Syab.g_00594
OG0000519	Syag.g_00045	Syab.g_00610
OG0000520	Syag.g_00046	Syab.g_00611
OG0000521	Syag.g_00054	Syab.g_00624
OG0000522	Syag.g_00056	Syab.g_00626
OG0000523	Syag.g_00057	Syab.g_00627
OG0000524	Syag.g_01327	Syab.g_00640
OG0000525	Syag.g_01345	Syab.g_00671
OG0000526	Syag.g_01348	Syab.g_00689
OG0000527	Syag.g_01354	Syab.g_00695
OG0000528	Syag.g_01532	Syab.g_02092
OG0000529	Syag.g_01527	Syab.g_02097
OG0000530	Syag.g_01524	Syab.g_02100
OG0000531	Syag.g_01523	Syab.g_02101
OG0000532	Syag.g_01520	Syab.g_02104
OG0000533	Syag.g_01518	Syab.g_02106
OG0000534	Syag.g_01517	Syab.g_02107
OG0000535	Syag.g_01516	Syab.g_02108
OG0000536	Syag.g_01515	Syab.g_02109
OG0000537	Syag.g_01514	Syab.g_02110
OG0000538	Syag.g_01502	Syab.g_02122
OG0000539	Syag.g_01501	Syab.g_02123
OG0000540	Syag.g_01500	Syab.g_02124
OG0000541	Syag.g_01499	Syab.g_02125
OG0000542	Syag.g_01496	Syab.g_02128
OG0000543	Syag.g_01494	Syab.g_02130
OG0000544	Syag.g_01493	Syab.g_02131
OG0000545	Syag.g_01491	Syab.g_02133
OG0000546	Syag.g_01489	Syab.g_02135
OG0000547	Syag.g_01487	Syab.g_02137
OG0000548	Syag.g_01486	Syab.g_02138
OG0000549	Syag.g_01480	Syab.g_02144
OG0000550	Syag.g_01474	Syab.g_02149
OG0000551	Syag.g_01470	Syab.g_02153
OG0000552	Syag.g_01469	Syab.g_02154
OG0000553	Syag.g_01464	Syab.g_02046
OG0000554	Syag.g_01453	Syab.g_02040
OG0000555	Syag.g_00075	Syab.g_02026
OG0000556	Syag.g_00257	Syab.g_02022
OG0000557	Syag.g_00267	Syab.g_02019
