Orthogroup	Syag	Prbi
OG0000140	Syag.g_01446	Prbi.g_00541
OG0000141	Syag.g_00351	Prbi.g_00609
OG0000142	Syag.g_00410	Prbi.g_00638
OG0000143	Syag.g_00414	Prbi.g_00642
OG0000144	Syag.g_00493	Prbi.g_00655
OG0000145	Syag.g_01504	Prbi.g_00807
OG0000146	Syag.g_00800	Prbi.g_00812
OG0000147	Syag.g_00799	Prbi.g_00813
OG0000148	Syag.g_00693	Prbi.g_00863
OG0000149	Syag.g_00731	Prbi.g_00894
OG0000150	Syag.g_00352	Prbi.g_00902
OG0000151	Syag.g_00623	Prbi.g_00961
OG0000152	Syag.g_00810	Prbi.g_01009
OG0000153	Syag.g_00845	Prbi.g_01028
OG0000154	Syag.g_00870	Prbi.g_01060
OG0000155	Syag.g_01107	Prbi.g_01227
OG0000156	Syag.g_01166	Prbi.g_01380
OG0000157	Syag.g_01167	Prbi.g_01381
OG0000158	Syag.g_02422	Prbi.g_01489
OG0000160	Syag.g_01415	Prbi.g_01592
OG0000161	Syag.g_01409	Prbi.g_01598
OG0000162	Syag.g_01402	Prbi.g_01604
OG0000163	Syag.g_00706, Syag.g_01618	Prbi.g_01637
OG0000164	Syag.g_01725	Prbi.g_01811
OG0000165	Syag.g_01733	Prbi.g_01818
OG0000166	Syag.g_02733	Prbi.g_01902
OG0000167	Syag.g_02437	Prbi.g_01968
OG0000168	Syag.g_02417	Prbi.g_01978
OG0000169	Syag.g_02405	Prbi.g_01988
OG0000170	Syag.g_02398	Prbi.g_01990
OG0000171	Syag.g_02368	Prbi.g_02009
OG0000172	Syag.g_02360	Prbi.g_02030
OG0000173	Syag.g_02337	Prbi.g_02045
OG0000174	Syag.g_02175	Prbi.g_02073
OG0000175	Syag.g_02240	Prbi.g_02083
OG0000176	Syag.g_02276	Prbi.g_00004
OG0000177	Syag.g_02277	Prbi.g_00005
OG0000178	Syag.g_02278	Prbi.g_00006
OG0000179	Syag.g_02293	Prbi.g_00016
OG0000180	Syag.g_02294	Prbi.g_00017
OG0000181	Syag.g_02295	Prbi.g_00018
OG0000182	Syag.g_02296	Prbi.g_00019
OG0000183	Syag.g_02300	Prbi.g_00023
OG0000184	Syag.g_02110	Prbi.g_00057
OG0000185	Syag.g_02092	Prbi.g_00060
OG0000186	Syag.g_01815	Prbi.g_00071
OG0000187	Syag.g_01816	Prbi.g_00072
OG0000188	Syag.g_01839	Prbi.g_00089
OG0000189	Syag.g_01872	Prbi.g_00103
OG0000190	Syag.g_01874	Prbi.g_00104
OG0000191	Syag.g_01909	Prbi.g_00125
OG0000192	Syag.g_01915	Prbi.g_00129
OG0000193	Syag.g_01952	Prbi.g_00170
OG0000194	Syag.g_01955	Prbi.g_00173
OG0000195	Syag.g_01957	Prbi.g_00175
OG0000196	Syag.g_01968	Prbi.g_00185
OG0000197	Syag.g_01969	Prbi.g_00186
OG0000198	Syag.g_00108, Syag.g_01971	Prbi.g_00187
OG0000199	Syag.g_01979	Prbi.g_00194
OG0000200	Syag.g_01996	Prbi.g_00208
OG0000201	Syag.g_02019, Syag.g_02023	Prbi.g_00216
OG0000202	Syag.g_02024	Prbi.g_00217
OG0000203	Syag.g_02025	Prbi.g_00218
OG0000204	Syag.g_02020, Syag.g_02026	Prbi.g_00219
OG0000205	Syag.g_02035	Prbi.g_00226
OG0000206	Syag.g_02047	Prbi.g_00231
OG0000207	Syag.g_02051	Prbi.g_00233
OG0000208	Syag.g_02052	Prbi.g_00234
OG0000209	Syag.g_02069	Prbi.g_00243
OG0000210	Syag.g_02070	Prbi.g_00244
OG0000211	Syag.g_01788	Prbi.g_00257
OG0000212	Syag.g_01777	Prbi.g_00264
OG0000213	Syag.g_02632	Prbi.g_00281
OG0000214	Syag.g_02615	Prbi.g_00291
OG0000215	Syag.g_02584	Prbi.g_00316
OG0000216	Syag.g_02580	Prbi.g_00318
OG0000217	Syag.g_02576	Prbi.g_00321
OG0000218	Syag.g_02574	Prbi.g_00323
OG0000219	Syag.g_02573	Prbi.g_00324
OG0000220	Syag.g_02572	Prbi.g_00325
OG0000221	Syag.g_02566	Prbi.g_00326
OG0000222	Syag.g_02550	Prbi.g_00334
OG0000223	Syag.g_02475	Prbi.g_00347
OG0000224	Syag.g_02471	Prbi.g_00349
OG0000225	Syag.g_02861	Prbi.g_00370
OG0000226	Syag.g_02865	Prbi.g_00374
OG0000227	Syag.g_02867	Prbi.g_00376
OG0000228	Syag.g_00004	Prbi.g_00379
OG0000229	Syag.g_00033	Prbi.g_00437
OG0000230	Syag.g_00035	Prbi.g_00439
OG0000231	Syag.g_00048	Prbi.g_00450
OG0000232	Syag.g_00059	Prbi.g_00459
OG0000233	Syag.g_01330	Prbi.g_00465
OG0000234	Syag.g_01358	Prbi.g_00479
OG0000235	Syag.g_01529	Prbi.g_00482
OG0000236	Syag.g_01513	Prbi.g_00496
OG0000237	Syag.g_01495	Prbi.g_00509
OG0000238	Syag.g_01490	Prbi.g_00515
OG0000239	Syag.g_01472	Prbi.g_00528
OG0000240	Syag.g_01471	Prbi.g_00529
OG0000241	Syag.g_00396	Prbi.g_00533
OG0000242	Syag.g_01456	Prbi.g_00535
OG0000243	Syag.g_00255	Prbi.g_00546
OG0000244	Syag.g_00268	Prbi.g_00549
OG0000245	Syag.g_00270	Prbi.g_00551
OG0000246	Syag.g_00274	Prbi.g_00555
OG0000247	Syag.g_00286	Prbi.g_00565
OG0000248	Syag.g_00289	Prbi.g_00567
OG0000249	Syag.g_00291	Prbi.g_00569
OG0000250	Syag.g_00299	Prbi.g_00574
OG0000251	Syag.g_00328	Prbi.g_00593
OG0000252	Syag.g_00331	Prbi.g_00596
OG0000253	Syag.g_00333	Prbi.g_00597
OG0000254	Syag.g_00356	Prbi.g_00613
OG0000255	Syag.g_00369	Prbi.g_00619
OG0000256	Syag.g_00385	Prbi.g_00629
OG0000257	Syag.g_00395	Prbi.g_00632
OG0000258	Syag.g_00423	Prbi.g_00646
OG0000259	Syag.g_00560	Prbi.g_00663
OG0000260	Syag.g_00570	Prbi.g_00666
OG0000261	Syag.g_00581	Prbi.g_00668
OG0000262	Syag.g_00586	Prbi.g_00672
OG0000263	Syag.g_01079	Prbi.g_00684
OG0000264	Syag.g_01011	Prbi.g_00694
OG0000265	Syag.g_01021	Prbi.g_00745
OG0000266	Syag.g_00907	Prbi.g_00755
OG0000267	Syag.g_00762	Prbi.g_00766
OG0000268	Syag.g_00763	Prbi.g_00767
OG0000269	Syag.g_00662	Prbi.g_00842
OG0000270	Syag.g_00665	Prbi.g_00845
OG0000271	Syag.g_00673	Prbi.g_00853
OG0000273	Syag.g_00713	Prbi.g_00877
OG0000274	Syag.g_00714	Prbi.g_00878
OG0000275	Syag.g_00717	Prbi.g_00881
OG0000276	Syag.g_00723	Prbi.g_00886
OG0000277	Syag.g_00724	Prbi.g_00887
OG0000278	Syag.g_00727	Prbi.g_00890
OG0000279	Syag.g_00735	Prbi.g_00897
OG0000280	Syag.g_00741	Prbi.g_00898
OG0000281	Syag.g_00572	Prbi.g_00903
OG0000282	Syag.g_00611	Prbi.g_00953
OG0000283	Syag.g_00775	Prbi.g_00986
OG0000284	Syag.g_00780	Prbi.g_00991
OG0000285	Syag.g_00791	Prbi.g_00996
OG0000286	Syag.g_00809	Prbi.g_01008
OG0000287	Syag.g_00838	Prbi.g_01025
OG0000288	Syag.g_00869	Prbi.g_01059
OG0000289	Syag.g_00884	Prbi.g_01070
OG0000290	Syag.g_00970	Prbi.g_01083
OG0000291	Syag.g_00972	Prbi.g_01085
OG0000292	Syag.g_02265	Prbi.g_01136
OG0000293	Syag.g_01155	Prbi.g_01198
OG0000294	Syag.g_01154	Prbi.g_01199
OG0000295	Syag.g_01115	Prbi.g_01219
OG0000296	Syag.g_01113	Prbi.g_01221
OG0000297	Syag.g_01099	Prbi.g_01229
OG0000298	Syag.g_01098	Prbi.g_01230
OG0000299	Syag.g_01067	Prbi.g_01247
OG0000300	Syag.g_01062	Prbi.g_01250
OG0000301	Syag.g_01061	Prbi.g_01251
OG0000302	Syag.g_01060	Prbi.g_01253
OG0000303	Syag.g_01048	Prbi.g_01260
OG0000304	Syag.g_01041	Prbi.g_01264
OG0000305	Syag.g_00977	Prbi.g_01431
OG0000306	Syag.g_00460	Prbi.g_01434
OG0000307	Syag.g_01546	Prbi.g_01448
OG0000308	Syag.g_01548	Prbi.g_01449
OG0000309	Syag.g_01553	Prbi.g_01453
OG0000310	Syag.g_01291	Prbi.g_01574
OG0000311	Syag.g_01300	Prbi.g_01576
OG0000312	Syag.g_01434	Prbi.g_01579
OG0000313	Syag.g_00966, Syag.g_01412	Prbi.g_01595
OG0000314	Syag.g_01380	Prbi.g_01617
OG0000315	Syag.g_01369	Prbi.g_01627
OG0000316	Syag.g_01641	Prbi.g_01647
OG0000317	Syag.g_01684	Prbi.g_01785
OG0000318	Syag.g_01688	Prbi.g_01788
OG0000319	Syag.g_01710	Prbi.g_01801
OG0000320	Syag.g_01712	Prbi.g_01803
OG0000321	Syag.g_01713	Prbi.g_01804
OG0000322	Syag.g_01714	Prbi.g_01805
OG0000323	Syag.g_01728	Prbi.g_01814
OG0000324	Syag.g_01757	Prbi.g_01840
OG0000325	Syag.g_02690	Prbi.g_01849
OG0000326	Syag.g_02698	Prbi.g_01855
OG0000327	Syag.g_02728	Prbi.g_01897
OG0000328	Syag.g_02729	Prbi.g_01898
OG0000329	Syag.g_02747	Prbi.g_01915
OG0000330	Syag.g_02748	Prbi.g_01916
OG0000331	Syag.g_02749	Prbi.g_01917
OG0000332	Syag.g_02764	Prbi.g_01931
OG0000333	Syag.g_02767	Prbi.g_01933
OG0000334	Syag.g_02777	Prbi.g_01941
OG0000335	Syag.g_02782	Prbi.g_01946
OG0000336	Syag.g_02786	Prbi.g_01950
OG0000337	Syag.g_02445	Prbi.g_01966
OG0000338	Syag.g_02440	Prbi.g_01967
OG0000340	Syag.g_02416	Prbi.g_01979
OG0000341	Syag.g_02414	Prbi.g_01981
OG0000342	Syag.g_02413	Prbi.g_01982
OG0000343	Syag.g_02411	Prbi.g_01983
OG0000344	Syag.g_02407	Prbi.g_01986
OG0000345	Syag.g_02397	Prbi.g_01991
OG0000346	Syag.g_02392	Prbi.g_01995
OG0000347	Syag.g_02366	Prbi.g_02011
OG0000348	Syag.g_02357	Prbi.g_02033
OG0000349	Syag.g_02330	Prbi.g_02050
OG0000350	Syag.g_02705	Prbi.g_02069
OG0000351	Syag.g_02244	Prbi.g_02086
OG0000352	Syag.g_02245	Prbi.g_02087
OG0000353	Syag.g_02271	Prbi.g_02102
OG0000355	Syag.g_02273	Prbi.g_00001
OG0000356	Syag.g_02274	Prbi.g_00002
OG0000357	Syag.g_02275	Prbi.g_00003
OG0000358	Syag.g_02279	Prbi.g_00007
OG0000359	Syag.g_02281	Prbi.g_00008
OG0000360	Syag.g_02282	Prbi.g_00009
OG0000361	Syag.g_02283	Prbi.g_00010
OG0000362	Syag.g_02285	Prbi.g_00012
OG0000363	Syag.g_02287	Prbi.g_00014
OG0000364	Syag.g_02288	Prbi.g_00015
OG0000365	Syag.g_02297	Prbi.g_00020
OG0000366	Syag.g_02298	Prbi.g_00021
OG0000367	Syag.g_02299	Prbi.g_00022
OG0000368	Syag.g_02301	Prbi.g_00024
OG0000369	Syag.g_02302	Prbi.g_00025
OG0000370	Syag.g_02303	Prbi.g_00026
OG0000371	Syag.g_02312	Prbi.g_00032
OG0000372	Syag.g_02317	Prbi.g_00035
OG0000373	Syag.g_02318	Prbi.g_00036
OG0000374	Syag.g_02319	Prbi.g_00037
OG0000375	Syag.g_02326	Prbi.g_00049
OG0000376	Syag.g_02328	Prbi.g_00051
OG0000377	Syag.g_02119	Prbi.g_00056
OG0000378	Syag.g_02099	Prbi.g_00058
OG0000379	Syag.g_02091	Prbi.g_00061
OG0000380	Syag.g_01817	Prbi.g_00073
OG0000381	Syag.g_01820	Prbi.g_00077
OG0000382	Syag.g_01838	Prbi.g_00088
OG0000383	Syag.g_01843	Prbi.g_00090
OG0000384	Syag.g_01844	Prbi.g_00091
OG0000385	Syag.g_01845	Prbi.g_00092
OG0000386	Syag.g_01846	Prbi.g_00093
OG0000387	Syag.g_01876	Prbi.g_00106
OG0000388	Syag.g_01880	Prbi.g_00109
OG0000389	Syag.g_01884	Prbi.g_00113
OG0000390	Syag.g_01903	Prbi.g_00120
OG0000391	Syag.g_01908	Prbi.g_00124
OG0000392	Syag.g_01914	Prbi.g_00128
OG0000393	Syag.g_01917	Prbi.g_00130
OG0000394	Syag.g_01918	Prbi.g_00131
OG0000395	Syag.g_01919	Prbi.g_00132
OG0000396	Syag.g_01922	Prbi.g_00135
OG0000397	Syag.g_01924	Prbi.g_00137
OG0000398	Syag.g_01929	Prbi.g_00139
OG0000399	Syag.g_01930	Prbi.g_00140
OG0000400	Syag.g_01931	Prbi.g_00141
OG0000401	Syag.g_01932	Prbi.g_00142
OG0000402	Syag.g_01934	Prbi.g_00144
OG0000403	Syag.g_01935	Prbi.g_00145
OG0000404	Syag.g_01937	Prbi.g_00146
OG0000405	Syag.g_01949	Prbi.g_00150
OG0000406	Syag.g_01953	Prbi.g_00171
OG0000407	Syag.g_01954	Prbi.g_00172
OG0000408	Syag.g_01956	Prbi.g_00174
OG0000409	Syag.g_01958	Prbi.g_00176
OG0000410	Syag.g_01959	Prbi.g_00177
OG0000411	Syag.g_01960	Prbi.g_00178
OG0000412	Syag.g_01961	Prbi.g_00179
OG0000413	Syag.g_01963	Prbi.g_00180
OG0000414	Syag.g_01964	Prbi.g_00181
OG0000415	Syag.g_01965	Prbi.g_00182
OG0000416	Syag.g_01966	Prbi.g_00183
OG0000417	Syag.g_01967	Prbi.g_00184
OG0000418	Syag.g_01973	Prbi.g_00189
OG0000419	Syag.g_01975	Prbi.g_00191
OG0000420	Syag.g_01977	Prbi.g_00192
OG0000421	Syag.g_01982	Prbi.g_00197
OG0000422	Syag.g_01983	Prbi.g_00198
OG0000423	Syag.g_01984	Prbi.g_00199
OG0000424	Syag.g_01985	Prbi.g_00200
OG0000425	Syag.g_01986	Prbi.g_00201
OG0000426	Syag.g_01987	Prbi.g_00202
OG0000427	Syag.g_01988	Prbi.g_00203
OG0000428	Syag.g_01991	Prbi.g_00205
OG0000429	Syag.g_01993	Prbi.g_00206
OG0000430	Syag.g_01995	Prbi.g_00207
OG0000431	Syag.g_01998	Prbi.g_00209
OG0000432	Syag.g_02007	Prbi.g_00212
OG0000433	Syag.g_02009	Prbi.g_00213
OG0000434	Syag.g_02010	Prbi.g_00214
OG0000435	Syag.g_02017	Prbi.g_00215
OG0000436	Syag.g_02028	Prbi.g_00220
OG0000437	Syag.g_02029	Prbi.g_00221
OG0000438	Syag.g_02031	Prbi.g_00222
OG0000439	Syag.g_02033	Prbi.g_00224
OG0000440	Syag.g_02034	Prbi.g_00225
OG0000441	Syag.g_02041	Prbi.g_00228
OG0000442	Syag.g_02044	Prbi.g_00229
OG0000443	Syag.g_02046	Prbi.g_00230
OG0000444	Syag.g_02053	Prbi.g_00235
OG0000445	Syag.g_02054	Prbi.g_00236
OG0000446	Syag.g_02056	Prbi.g_00237
OG0000447	Syag.g_02059	Prbi.g_00238
OG0000448	Syag.g_02060	Prbi.g_00239
OG0000449	Syag.g_02061	Prbi.g_00240
OG0000450	Syag.g_02066	Prbi.g_00241
OG0000451	Syag.g_02067	Prbi.g_00242
OG0000452	Syag.g_02071	Prbi.g_00245
OG0000453	Syag.g_02072	Prbi.g_00246
OG0000454	Syag.g_02073	Prbi.g_00247
OG0000455	Syag.g_02074	Prbi.g_00248
OG0000456	Syag.g_02075	Prbi.g_00249
OG0000457	Syag.g_02077	Prbi.g_00250
OG0000458	Syag.g_02080	Prbi.g_00251
OG0000459	Syag.g_02081	Prbi.g_00252
OG0000460	Syag.g_01786	Prbi.g_00259
OG0000461	Syag.g_02675	Prbi.g_00266
OG0000462	Syag.g_02672	Prbi.g_00268
OG0000463	Syag.g_02671	Prbi.g_00269
OG0000464	Syag.g_02670	Prbi.g_00270
OG0000465	Syag.g_02668	Prbi.g_00271
OG0000466	Syag.g_02662	Prbi.g_00274
OG0000467	Syag.g_02660	Prbi.g_00275
OG0000468	Syag.g_02636	Prbi.g_00277
OG0000469	Syag.g_02621	Prbi.g_00286
OG0000470	Syag.g_02619	Prbi.g_00288
OG0000471	Syag.g_02618	Prbi.g_00289
OG0000472	Syag.g_02616	Prbi.g_00290
OG0000473	Syag.g_02614	Prbi.g_00292
OG0000474	Syag.g_02613	Prbi.g_00293
OG0000475	Syag.g_02612	Prbi.g_00294
OG0000476	Syag.g_02610	Prbi.g_00295
OG0000477	Syag.g_02604	Prbi.g_00299
OG0000478	Syag.g_02603	Prbi.g_00300
OG0000479	Syag.g_02602	Prbi.g_00301
OG0000480	Syag.g_02595	Prbi.g_00306
OG0000481	Syag.g_02593	Prbi.g_00308
OG0000482	Syag.g_02592	Prbi.g_00309
OG0000483	Syag.g_02588	Prbi.g_00312
OG0000484	Syag.g_02587	Prbi.g_00313
OG0000485	Syag.g_02586	Prbi.g_00314
OG0000486	Syag.g_02585	Prbi.g_00315
OG0000487	Syag.g_02579	Prbi.g_00319
OG0000488	Syag.g_02575	Prbi.g_00322
OG0000489	Syag.g_02565	Prbi.g_00327
OG0000490	Syag.g_02553	Prbi.g_00332
OG0000491	Syag.g_02551	Prbi.g_00333
OG0000492	Syag.g_02549	Prbi.g_00335
OG0000493	Syag.g_02548	Prbi.g_00336
OG0000494	Syag.g_02547	Prbi.g_00337
OG0000495	Syag.g_02546	Prbi.g_00338
OG0000496	Syag.g_02545	Prbi.g_00339
OG0000497	Syag.g_02544	Prbi.g_00340
OG0000498	Syag.g_02543	Prbi.g_00341
OG0000499	Syag.g_02542	Prbi.g_00342
OG0000500	Syag.g_02541	Prbi.g_00343
OG0000501	Syag.g_02538	Prbi.g_00345
OG0000502	Syag.g_02467	Prbi.g_00348
OG0000503	Syag.g_02843	Prbi.g_00358
OG0000504	Syag.g_02845	Prbi.g_00359
OG0000505	Syag.g_02846	Prbi.g_00360
OG0000506	Syag.g_02849	Prbi.g_00362
OG0000507	Syag.g_02855	Prbi.g_00365
OG0000508	Syag.g_02860	Prbi.g_00369
OG0000509	Syag.g_02862	Prbi.g_00371
OG0000510	Syag.g_02863	Prbi.g_00372
OG0000511	Syag.g_02864	Prbi.g_00373
OG0000512	Syag.g_02866	Prbi.g_00375
OG0000513	Syag.g_00009	Prbi.g_00382
OG0000514	Syag.g_00018	Prbi.g_00432
OG0000515	Syag.g_00019	Prbi.g_00433
OG0000516	Syag.g_00025	Prbi.g_00434
OG0000517	Syag.g_00032	Prbi.g_00436
OG0000518	Syag.g_00044	Prbi.g_00447
OG0000519	Syag.g_00045	Prbi.g_00448
OG0000520	Syag.g_00046	Prbi.g_00449
OG0000521	Syag.g_00054	Prbi.g_00454
OG0000522	Syag.g_00056	Prbi.g_00456
OG0000523	Syag.g_00057	Prbi.g_00457
OG0000524	Syag.g_01327	Prbi.g_00463
OG0000525	Syag.g_01345	Prbi.g_00466
OG0000526	Syag.g_01348	Prbi.g_00467
OG0000527	Syag.g_01354	Prbi.g_00476
OG0000528	Syag.g_01532	Prbi.g_00481
OG0000529	Syag.g_01527	Prbi.g_00484
OG0000530	Syag.g_01524	Prbi.g_00487
OG0000531	Syag.g_01523	Prbi.g_00488
OG0000532	Syag.g_01520	Prbi.g_00490
OG0000533	Syag.g_01518	Prbi.g_00491
OG0000534	Syag.g_01517	Prbi.g_00492
OG0000535	Syag.g_01516	Prbi.g_00493
OG0000536	Syag.g_01515	Prbi.g_00494
OG0000537	Syag.g_01514	Prbi.g_00495
OG0000538	Syag.g_01502	Prbi.g_00503
OG0000539	Syag.g_01501	Prbi.g_00504
OG0000540	Syag.g_01500	Prbi.g_00505
OG0000541	Syag.g_01499	Prbi.g_00506
OG0000542	Syag.g_01496	Prbi.g_00508
OG0000543	Syag.g_01494	Prbi.g_00510
OG0000544	Syag.g_01493	Prbi.g_00511
OG0000545	Syag.g_01491	Prbi.g_00513
OG0000546	Syag.g_01489	Prbi.g_00516
OG0000547	Syag.g_01487	Prbi.g_00518
OG0000548	Syag.g_01486	Prbi.g_00519
OG0000549	Syag.g_01480	Prbi.g_00521
OG0000550	Syag.g_01474	Prbi.g_00526
OG0000551	Syag.g_01470	Prbi.g_00530
OG0000552	Syag.g_01469	Prbi.g_00531
OG0000553	Syag.g_01464	Prbi.g_00532
OG0000554	Syag.g_01453	Prbi.g_00537
OG0000555	Syag.g_00075	Prbi.g_00545
OG0000556	Syag.g_00257	Prbi.g_00547
OG0000557	Syag.g_00267	Prbi.g_00548
