Orthogroup	Syag	Prbf
OG0000156	Syag.g_01166	Prbf.g_00037
OG0000157	Syag.g_01167	Prbf.g_00036
OG0000158	Syag.g_02422	Prbf.g_00514
OG0000159	Syag.g_02425	Prbf.g_01387
OG0000160	Syag.g_01415	Prbf.g_00158
OG0000161	Syag.g_01409	Prbf.g_00164
OG0000162	Syag.g_01402	Prbf.g_00170
OG0000163	Syag.g_00706, Syag.g_01618	Prbf.g_00209
OG0000164	Syag.g_01725	Prbf.g_00669
OG0000165	Syag.g_01733	Prbf.g_00662
OG0000166	Syag.g_02733	Prbf.g_00595
OG0000167	Syag.g_02437	Prbf.g_00524
OG0000168	Syag.g_02417	Prbf.g_00513
OG0000169	Syag.g_02405	Prbf.g_00503
OG0000170	Syag.g_02398	Prbf.g_00500
OG0000171	Syag.g_02368	Prbf.g_00479
OG0000172	Syag.g_02360	Prbf.g_00472
OG0000173	Syag.g_02337	Prbf.g_00457
OG0000174	Syag.g_02175	Prbf.g_00428
OG0000175	Syag.g_02240	Prbf.g_00415
OG0000176	Syag.g_02276	Prbf.g_00389
OG0000177	Syag.g_02277	Prbf.g_00388
OG0000178	Syag.g_02278	Prbf.g_00387
OG0000179	Syag.g_02293	Prbf.g_01338
OG0000180	Syag.g_02294	Prbf.g_01339
OG0000181	Syag.g_02295	Prbf.g_01340
OG0000182	Syag.g_02296	Prbf.g_01341
OG0000183	Syag.g_02300	Prbf.g_01345
OG0000184	Syag.g_02110	Prbf.g_01371
OG0000185	Syag.g_02092	Prbf.g_01374
OG0000186	Syag.g_01815	Prbf.g_01390
OG0000187	Syag.g_01816	Prbf.g_01391
OG0000188	Syag.g_01839	Prbf.g_01408
OG0000189	Syag.g_01872	Prbf.g_01422
OG0000190	Syag.g_01874	Prbf.g_01424
OG0000191	Syag.g_01909	Prbf.g_01447
OG0000192	Syag.g_01915	Prbf.g_01452
OG0000193	Syag.g_01952	Prbf.g_01479
OG0000194	Syag.g_01955	Prbf.g_01482
OG0000195	Syag.g_01957	Prbf.g_01484
OG0000196	Syag.g_01968	Prbf.g_01495
OG0000197	Syag.g_01969	Prbf.g_01496
OG0000198	Syag.g_00108, Syag.g_01971	Prbf.g_01497
OG0000199	Syag.g_01979	Prbf.g_01504
OG0000200	Syag.g_01996	Prbf.g_01518
OG0000201	Syag.g_02019, Syag.g_02023	Prbf.g_01527
OG0000202	Syag.g_02024	Prbf.g_01528
OG0000203	Syag.g_02025	Prbf.g_01529
OG0000204	Syag.g_02020, Syag.g_02026	Prbf.g_01530
OG0000205	Syag.g_02035	Prbf.g_01537
OG0000206	Syag.g_02047	Prbf.g_01542
OG0000207	Syag.g_02051	Prbf.g_01545
OG0000208	Syag.g_02052	Prbf.g_01546
OG0000209	Syag.g_02069	Prbf.g_01555
OG0000210	Syag.g_02070	Prbf.g_01556
OG0000211	Syag.g_01788	Prbf.g_01571
OG0000212	Syag.g_01777	Prbf.g_01579
OG0000213	Syag.g_02632	Prbf.g_01597
OG0000214	Syag.g_02615	Prbf.g_01607
OG0000215	Syag.g_02584	Prbf.g_01634
OG0000216	Syag.g_02580	Prbf.g_01635
OG0000217	Syag.g_02576	Prbf.g_01638
OG0000218	Syag.g_02574	Prbf.g_01640
OG0000219	Syag.g_02573	Prbf.g_01641
OG0000220	Syag.g_02572	Prbf.g_01642
OG0000221	Syag.g_02566	Prbf.g_01643
OG0000222	Syag.g_02550	Prbf.g_01650
OG0000223	Syag.g_02475	Prbf.g_01662
OG0000224	Syag.g_02471	Prbf.g_01664
OG0000225	Syag.g_02861	Prbf.g_01690
OG0000226	Syag.g_02865	Prbf.g_01694
OG0000227	Syag.g_02867	Prbf.g_01696
OG0000228	Syag.g_00004	Prbf.g_01700
OG0000229	Syag.g_00033	Prbf.g_01720
OG0000230	Syag.g_00035	Prbf.g_01722
OG0000231	Syag.g_00048	Prbf.g_01733
OG0000232	Syag.g_00059	Prbf.g_01744
OG0000233	Syag.g_01330	Prbf.g_01750
OG0000234	Syag.g_01358	Prbf.g_01759
OG0000235	Syag.g_01529	Prbf.g_01762
OG0000236	Syag.g_01513	Prbf.g_01776
OG0000237	Syag.g_01495	Prbf.g_01789
OG0000238	Syag.g_01490	Prbf.g_01795
OG0000239	Syag.g_01472	Prbf.g_01806
OG0000240	Syag.g_01471	Prbf.g_01807
OG0000241	Syag.g_00396	Prbf.g_01811
OG0000242	Syag.g_01456	Prbf.g_01813
OG0000243	Syag.g_00255	Prbf.g_01824
OG0000244	Syag.g_00268	Prbf.g_01827
OG0000245	Syag.g_00270	Prbf.g_01829
OG0000246	Syag.g_00274	Prbf.g_01833
OG0000247	Syag.g_00286	Prbf.g_01843
OG0000248	Syag.g_00289	Prbf.g_01846
OG0000249	Syag.g_00291	Prbf.g_01848
OG0000250	Syag.g_00299	Prbf.g_01853
OG0000251	Syag.g_00328	Prbf.g_01873
OG0000252	Syag.g_00331	Prbf.g_01876
OG0000253	Syag.g_00333	Prbf.g_01877
OG0000254	Syag.g_00356	Prbf.g_01894
OG0000255	Syag.g_00369	Prbf.g_01900
OG0000256	Syag.g_00385	Prbf.g_01910
OG0000257	Syag.g_00395	Prbf.g_00977
OG0000258	Syag.g_00423	Prbf.g_00991
OG0000259	Syag.g_00560	Prbf.g_01008
OG0000260	Syag.g_00570	Prbf.g_01011
OG0000261	Syag.g_00581	Prbf.g_01014
OG0000262	Syag.g_00586	Prbf.g_01018
OG0000263	Syag.g_01079	Prbf.g_01282
OG0000264	Syag.g_01011	Prbf.g_01271
OG0000265	Syag.g_01021	Prbf.g_01253
OG0000266	Syag.g_00907	Prbf.g_01037
OG0000267	Syag.g_00762	Prbf.g_01049
OG0000268	Syag.g_00763	Prbf.g_01050
OG0000269	Syag.g_00662	Prbf.g_01250
OG0000270	Syag.g_00665	Prbf.g_01247
OG0000271	Syag.g_00673	Prbf.g_01239
OG0000273	Syag.g_00713	Prbf.g_01214
OG0000274	Syag.g_00714	Prbf.g_01213
OG0000275	Syag.g_00717	Prbf.g_01210
OG0000276	Syag.g_00723	Prbf.g_01204
OG0000277	Syag.g_00724	Prbf.g_01203
OG0000278	Syag.g_00727	Prbf.g_01200
OG0000279	Syag.g_00735	Prbf.g_01193
OG0000280	Syag.g_00741	Prbf.g_01192
OG0000281	Syag.g_00572	Prbf.g_01185
OG0000282	Syag.g_00611	Prbf.g_01318
OG0000283	Syag.g_00775	Prbf.g_01141
OG0000284	Syag.g_00780	Prbf.g_01136
OG0000285	Syag.g_00791	Prbf.g_01131
OG0000286	Syag.g_00809	Prbf.g_01118
OG0000287	Syag.g_00838	Prbf.g_00065
OG0000288	Syag.g_00869	Prbf.g_01079
OG0000289	Syag.g_00884	Prbf.g_01063
OG0000290	Syag.g_00970	Prbf.g_01167
OG0000291	Syag.g_00972	Prbf.g_01169
OG0000292	Syag.g_02265	Prbf.g_00873
OG0000293	Syag.g_01155	Prbf.g_00908
OG0000294	Syag.g_01154	Prbf.g_00909
OG0000295	Syag.g_01115	Prbf.g_00932
OG0000296	Syag.g_01113	Prbf.g_00934
OG0000297	Syag.g_01099	Prbf.g_00943
OG0000298	Syag.g_01098	Prbf.g_00944
OG0000299	Syag.g_01067	Prbf.g_00963
OG0000300	Syag.g_01062	Prbf.g_00966
OG0000301	Syag.g_01061	Prbf.g_00967
OG0000302	Syag.g_01060	Prbf.g_00969
OG0000303	Syag.g_01048	Prbf.g_00975
OG0000304	Syag.g_01041	Prbf.g_01915
OG0000305	Syag.g_00977	Prbf.g_00875
OG0000306	Syag.g_00460	Prbf.g_01181
OG0000307	Syag.g_01546	Prbf.g_00104
OG0000308	Syag.g_01548	Prbf.g_00105
OG0000309	Syag.g_01553	Prbf.g_00109
OG0000310	Syag.g_01291	Prbf.g_00143
OG0000311	Syag.g_01300	Prbf.g_00145
OG0000312	Syag.g_01434	Prbf.g_00148
OG0000313	Syag.g_00966, Syag.g_01412	Prbf.g_00161
OG0000314	Syag.g_01380	Prbf.g_00184
OG0000315	Syag.g_01369	Prbf.g_00194
OG0000316	Syag.g_01641	Prbf.g_00219
OG0000317	Syag.g_01684	Prbf.g_00696
OG0000318	Syag.g_01688	Prbf.g_00692
OG0000319	Syag.g_01710	Prbf.g_00679
OG0000320	Syag.g_01712	Prbf.g_00677
OG0000321	Syag.g_01713	Prbf.g_00676
OG0000322	Syag.g_01714	Prbf.g_00675
OG0000323	Syag.g_01728	Prbf.g_00666
OG0000324	Syag.g_01757	Prbf.g_00639
OG0000325	Syag.g_02690	Prbf.g_00628
OG0000326	Syag.g_02698	Prbf.g_00621
OG0000327	Syag.g_02728	Prbf.g_00600
OG0000328	Syag.g_02729	Prbf.g_00599
OG0000329	Syag.g_02747	Prbf.g_00582
OG0000330	Syag.g_02748	Prbf.g_00581
OG0000331	Syag.g_02749	Prbf.g_00580
OG0000332	Syag.g_02764	Prbf.g_00566
OG0000333	Syag.g_02767	Prbf.g_00564
OG0000334	Syag.g_02777	Prbf.g_00555
OG0000335	Syag.g_02782	Prbf.g_00550
OG0000336	Syag.g_02786	Prbf.g_00546
OG0000337	Syag.g_02445	Prbf.g_00528
OG0000338	Syag.g_02440	Prbf.g_00527
OG0000340	Syag.g_02416	Prbf.g_00512
OG0000341	Syag.g_02414	Prbf.g_00510
OG0000342	Syag.g_02413	Prbf.g_00509
OG0000343	Syag.g_02411	Prbf.g_00508
OG0000344	Syag.g_02407	Prbf.g_00505
OG0000345	Syag.g_02397	Prbf.g_00499
OG0000346	Syag.g_02392	Prbf.g_00495
OG0000347	Syag.g_02366	Prbf.g_00477
OG0000348	Syag.g_02357	Prbf.g_00469
OG0000349	Syag.g_02330	Prbf.g_00452
OG0000350	Syag.g_02705	Prbf.g_00351
OG0000351	Syag.g_02244	Prbf.g_00412
OG0000352	Syag.g_02245	Prbf.g_00411
OG0000353	Syag.g_02271	Prbf.g_00394
OG0000355	Syag.g_02273	Prbf.g_00392
OG0000356	Syag.g_02274	Prbf.g_00391
OG0000357	Syag.g_02275	Prbf.g_00390
OG0000358	Syag.g_02279	Prbf.g_00386
OG0000359	Syag.g_02281	Prbf.g_00385
OG0000360	Syag.g_02282	Prbf.g_00384
OG0000361	Syag.g_02283	Prbf.g_00383
OG0000362	Syag.g_02285	Prbf.g_00381
OG0000363	Syag.g_02287	Prbf.g_01336
OG0000364	Syag.g_02288	Prbf.g_01337
OG0000365	Syag.g_02297	Prbf.g_01342
OG0000366	Syag.g_02298	Prbf.g_01343
OG0000367	Syag.g_02299	Prbf.g_01344
OG0000368	Syag.g_02301	Prbf.g_01346
OG0000369	Syag.g_02302	Prbf.g_01347
OG0000370	Syag.g_02303	Prbf.g_01348
OG0000371	Syag.g_02312	Prbf.g_01355
OG0000372	Syag.g_02317	Prbf.g_01358
OG0000373	Syag.g_02318	Prbf.g_01359
OG0000374	Syag.g_02319	Prbf.g_01360
OG0000375	Syag.g_02326	Prbf.g_01362
OG0000376	Syag.g_02328	Prbf.g_01364
OG0000377	Syag.g_02119	Prbf.g_01368
OG0000378	Syag.g_02099	Prbf.g_01372
OG0000379	Syag.g_02091	Prbf.g_01375
OG0000380	Syag.g_01817	Prbf.g_01392
OG0000381	Syag.g_01820	Prbf.g_01397
OG0000382	Syag.g_01838	Prbf.g_01407
OG0000383	Syag.g_01843	Prbf.g_01409
OG0000384	Syag.g_01844	Prbf.g_01410
OG0000385	Syag.g_01845	Prbf.g_01411
OG0000386	Syag.g_01846	Prbf.g_01412
OG0000387	Syag.g_01876	Prbf.g_01426
OG0000388	Syag.g_01880	Prbf.g_01430
OG0000389	Syag.g_01884	Prbf.g_01433
OG0000390	Syag.g_01903	Prbf.g_01443
OG0000391	Syag.g_01908	Prbf.g_01446
OG0000392	Syag.g_01914	Prbf.g_01450
OG0000393	Syag.g_01917	Prbf.g_01453
OG0000394	Syag.g_01918	Prbf.g_01454
OG0000395	Syag.g_01919	Prbf.g_01455
OG0000396	Syag.g_01922	Prbf.g_01457
OG0000397	Syag.g_01924	Prbf.g_01459
OG0000398	Syag.g_01929	Prbf.g_01462
OG0000399	Syag.g_01930	Prbf.g_01463
OG0000400	Syag.g_01931	Prbf.g_01464
OG0000401	Syag.g_01932	Prbf.g_01465
OG0000402	Syag.g_01934	Prbf.g_01055
OG0000403	Syag.g_01935	Prbf.g_01467
OG0000404	Syag.g_01937	Prbf.g_01468
OG0000405	Syag.g_01949	Prbf.g_01472
OG0000406	Syag.g_01953	Prbf.g_01480
OG0000407	Syag.g_01954	Prbf.g_01481
OG0000408	Syag.g_01956	Prbf.g_01483
OG0000409	Syag.g_01958	Prbf.g_01485
OG0000410	Syag.g_01959	Prbf.g_01486
OG0000411	Syag.g_01960	Prbf.g_01487
OG0000412	Syag.g_01961	Prbf.g_01488
OG0000413	Syag.g_01963	Prbf.g_01490
OG0000414	Syag.g_01964	Prbf.g_01491
OG0000415	Syag.g_01965	Prbf.g_01492
OG0000416	Syag.g_01966	Prbf.g_01493
OG0000417	Syag.g_01967	Prbf.g_01494
OG0000418	Syag.g_01973	Prbf.g_01499
OG0000419	Syag.g_01975	Prbf.g_01501
OG0000420	Syag.g_01977	Prbf.g_01502
OG0000421	Syag.g_01982	Prbf.g_01507
OG0000422	Syag.g_01983	Prbf.g_01508
OG0000423	Syag.g_01984	Prbf.g_01509
OG0000424	Syag.g_01985	Prbf.g_01510
OG0000425	Syag.g_01986	Prbf.g_01511
OG0000426	Syag.g_01987	Prbf.g_01512
OG0000427	Syag.g_01988	Prbf.g_01513
OG0000428	Syag.g_01991	Prbf.g_01515
OG0000429	Syag.g_01993	Prbf.g_01516
OG0000430	Syag.g_01995	Prbf.g_01517
OG0000431	Syag.g_01998	Prbf.g_01519
OG0000432	Syag.g_02007	Prbf.g_01523
OG0000433	Syag.g_02009	Prbf.g_01524
OG0000434	Syag.g_02010	Prbf.g_01525
OG0000435	Syag.g_02017	Prbf.g_01526
OG0000436	Syag.g_02028	Prbf.g_01531
OG0000437	Syag.g_02029	Prbf.g_01532
OG0000438	Syag.g_02031	Prbf.g_01533
OG0000439	Syag.g_02033	Prbf.g_01535
OG0000440	Syag.g_02034	Prbf.g_01536
OG0000441	Syag.g_02041	Prbf.g_01539
OG0000442	Syag.g_02044	Prbf.g_01540
OG0000443	Syag.g_02046	Prbf.g_01541
OG0000444	Syag.g_02053	Prbf.g_01547
OG0000445	Syag.g_02054	Prbf.g_01548
OG0000446	Syag.g_02056	Prbf.g_01549
OG0000447	Syag.g_02059	Prbf.g_01550
OG0000448	Syag.g_02060	Prbf.g_01551
OG0000449	Syag.g_02061	Prbf.g_01552
OG0000450	Syag.g_02066	Prbf.g_01553
OG0000451	Syag.g_02067	Prbf.g_01554
OG0000452	Syag.g_02071	Prbf.g_01557
OG0000453	Syag.g_02072	Prbf.g_01558
OG0000454	Syag.g_02073	Prbf.g_01559
OG0000455	Syag.g_02074	Prbf.g_01560
OG0000456	Syag.g_02075	Prbf.g_01561
OG0000457	Syag.g_02077	Prbf.g_01563
OG0000458	Syag.g_02080	Prbf.g_01564
OG0000459	Syag.g_02081	Prbf.g_01565
OG0000460	Syag.g_01786	Prbf.g_01573
OG0000461	Syag.g_02675	Prbf.g_01581
OG0000462	Syag.g_02672	Prbf.g_01583
OG0000463	Syag.g_02671	Prbf.g_01584
OG0000464	Syag.g_02670	Prbf.g_01585
OG0000465	Syag.g_02668	Prbf.g_01586
OG0000466	Syag.g_02662	Prbf.g_01589
OG0000467	Syag.g_02660	Prbf.g_01590
OG0000468	Syag.g_02636	Prbf.g_01593
OG0000469	Syag.g_02621	Prbf.g_01601
OG0000470	Syag.g_02619	Prbf.g_01603
OG0000471	Syag.g_02618	Prbf.g_01604
OG0000472	Syag.g_02616	Prbf.g_01606
OG0000473	Syag.g_02614	Prbf.g_01608
OG0000474	Syag.g_02613	Prbf.g_01609
OG0000475	Syag.g_02612	Prbf.g_01610
OG0000476	Syag.g_02610	Prbf.g_01612
OG0000477	Syag.g_02604	Prbf.g_01615
OG0000478	Syag.g_02603	Prbf.g_01616
OG0000479	Syag.g_02602	Prbf.g_01617
OG0000480	Syag.g_02595	Prbf.g_01622
OG0000481	Syag.g_02593	Prbf.g_01625
OG0000482	Syag.g_02592	Prbf.g_01626
OG0000483	Syag.g_02588	Prbf.g_01629
OG0000484	Syag.g_02587	Prbf.g_01630
OG0000485	Syag.g_02586	Prbf.g_01632
OG0000486	Syag.g_02585	Prbf.g_01633
OG0000487	Syag.g_02579	Prbf.g_01636
OG0000488	Syag.g_02575	Prbf.g_01639
OG0000489	Syag.g_02565	Prbf.g_01644
OG0000490	Syag.g_02553	Prbf.g_01648
OG0000491	Syag.g_02551	Prbf.g_01649
OG0000492	Syag.g_02549	Prbf.g_01651
OG0000493	Syag.g_02548	Prbf.g_01652
OG0000494	Syag.g_02547	Prbf.g_01653
OG0000495	Syag.g_02546	Prbf.g_01654
OG0000496	Syag.g_02545	Prbf.g_01655
OG0000497	Syag.g_02544	Prbf.g_01656
OG0000498	Syag.g_02543	Prbf.g_01657
OG0000499	Syag.g_02542	Prbf.g_01658
OG0000500	Syag.g_02541	Prbf.g_01659
OG0000501	Syag.g_02538	Prbf.g_01660
OG0000502	Syag.g_02467	Prbf.g_01663
OG0000503	Syag.g_02843	Prbf.g_01678
OG0000504	Syag.g_02845	Prbf.g_01680
OG0000505	Syag.g_02846	Prbf.g_01681
OG0000506	Syag.g_02849	Prbf.g_01682
OG0000507	Syag.g_02855	Prbf.g_01685
OG0000508	Syag.g_02860	Prbf.g_01689
OG0000509	Syag.g_02862	Prbf.g_01691
OG0000510	Syag.g_02863	Prbf.g_01692
OG0000511	Syag.g_02864	Prbf.g_01693
OG0000512	Syag.g_02866	Prbf.g_01695
OG0000513	Syag.g_00009	Prbf.g_01704
OG0000514	Syag.g_00018	Prbf.g_01715
OG0000515	Syag.g_00019	Prbf.g_01716
OG0000516	Syag.g_00025	Prbf.g_01717
OG0000517	Syag.g_00032	Prbf.g_01719
OG0000518	Syag.g_00044	Prbf.g_01730
OG0000519	Syag.g_00045	Prbf.g_01731
OG0000520	Syag.g_00046	Prbf.g_01732
OG0000521	Syag.g_00054	Prbf.g_01740
OG0000522	Syag.g_00056	Prbf.g_01742
OG0000523	Syag.g_00057	Prbf.g_01743
OG0000524	Syag.g_01327	Prbf.g_01748
OG0000525	Syag.g_01345	Prbf.g_01752
OG0000526	Syag.g_01348	Prbf.g_01753
OG0000527	Syag.g_01354	Prbf.g_01756
OG0000528	Syag.g_01532	Prbf.g_01761
OG0000529	Syag.g_01527	Prbf.g_01764
OG0000530	Syag.g_01524	Prbf.g_01767
OG0000531	Syag.g_01523	Prbf.g_01768
OG0000532	Syag.g_01520	Prbf.g_01770
OG0000533	Syag.g_01518	Prbf.g_01771
OG0000534	Syag.g_01517	Prbf.g_01772
OG0000535	Syag.g_01516	Prbf.g_01773
OG0000536	Syag.g_01515	Prbf.g_01774
OG0000537	Syag.g_01514	Prbf.g_01775
OG0000538	Syag.g_01502	Prbf.g_01784
OG0000539	Syag.g_01501	Prbf.g_01785
OG0000540	Syag.g_01500	Prbf.g_01786
OG0000541	Syag.g_01499	Prbf.g_01787
OG0000542	Syag.g_01496	Prbf.g_01788
OG0000543	Syag.g_01494	Prbf.g_01790
OG0000544	Syag.g_01493	Prbf.g_01791
OG0000545	Syag.g_01491	Prbf.g_01793
OG0000546	Syag.g_01489	Prbf.g_01796
OG0000547	Syag.g_01487	Prbf.g_01798
OG0000548	Syag.g_01486	Prbf.g_01799
OG0000549	Syag.g_01480	Prbf.g_01801
OG0000550	Syag.g_01474	Prbf.g_01805
OG0000551	Syag.g_01470	Prbf.g_01808
OG0000552	Syag.g_01469	Prbf.g_01809
OG0000553	Syag.g_01464	Prbf.g_01810
OG0000554	Syag.g_01453	Prbf.g_01815
OG0000555	Syag.g_00075	Prbf.g_01823
OG0000556	Syag.g_00257	Prbf.g_01825
OG0000557	Syag.g_00267	Prbf.g_01826
OG0000558	Syag.g_00269	Prbf.g_01828
OG0000559	Syag.g_00273	Prbf.g_01832
