Orthogroup	Syag	Pral
OG0000144	Syag.g_00493	Pral.g_01453
OG0000145	Syag.g_01504	Pral.g_01037
OG0000146	Syag.g_00800	Pral.g_01636
OG0000147	Syag.g_00799	Pral.g_01637
OG0000148	Syag.g_00693	Pral.g_01505
OG0000149	Syag.g_00731	Pral.g_01535
OG0000150	Syag.g_00352	Pral.g_01545
OG0000151	Syag.g_00623	Pral.g_01789
OG0000152	Syag.g_00810	Pral.g_01627
OG0000153	Syag.g_00845	Pral.g_01578
OG0000154	Syag.g_00870	Pral.g_01595
OG0000155	Syag.g_01107	Pral.g_01390
OG0000156	Syag.g_01166	Pral.g_01292
OG0000157	Syag.g_01167	Pral.g_01291
OG0000158	Syag.g_02422	Pral.g_00287
OG0000159	Syag.g_02425	Pral.g_01263
OG0000160	Syag.g_01415	Pral.g_01160
OG0000161	Syag.g_01409	Pral.g_01154
OG0000162	Syag.g_01402	Pral.g_01148
OG0000163	Syag.g_00706, Syag.g_01618	Pral.g_01106
OG0000164	Syag.g_01725	Pral.g_00131
OG0000165	Syag.g_01733	Pral.g_00138
OG0000166	Syag.g_02733	Pral.g_00206
OG0000167	Syag.g_02437	Pral.g_00277
OG0000168	Syag.g_02417	Pral.g_00288
OG0000169	Syag.g_02405	Pral.g_00298
OG0000170	Syag.g_02398	Pral.g_00301
OG0000171	Syag.g_02368	Pral.g_00321
OG0000172	Syag.g_02360	Pral.g_00328
OG0000173	Syag.g_02337	Pral.g_00343
OG0000174	Syag.g_02175	Pral.g_00375
OG0000175	Syag.g_02240	Pral.g_00387
OG0000176	Syag.g_02276	Pral.g_00414
OG0000177	Syag.g_02277	Pral.g_00415
OG0000178	Syag.g_02278	Pral.g_00416
OG0000179	Syag.g_02293	Pral.g_01028
OG0000180	Syag.g_02294	Pral.g_01027
OG0000181	Syag.g_02295	Pral.g_01026
OG0000182	Syag.g_02296	Pral.g_01025
OG0000183	Syag.g_02300	Pral.g_01021
OG0000184	Syag.g_02110	Pral.g_00996
OG0000185	Syag.g_02092	Pral.g_00993
OG0000186	Syag.g_01815	Pral.g_00984
OG0000187	Syag.g_01816	Pral.g_00983
OG0000188	Syag.g_01839	Pral.g_00965
OG0000189	Syag.g_01872	Pral.g_00951
OG0000190	Syag.g_01874	Pral.g_00950
OG0000191	Syag.g_01909	Pral.g_00928
OG0000192	Syag.g_01915	Pral.g_00923
OG0000193	Syag.g_01952	Pral.g_00899
OG0000194	Syag.g_01955	Pral.g_00896
OG0000195	Syag.g_01957	Pral.g_00894
OG0000196	Syag.g_01968	Pral.g_00883
OG0000197	Syag.g_01969	Pral.g_00882
OG0000198	Syag.g_00108, Syag.g_01971	Pral.g_00881
OG0000199	Syag.g_01979	Pral.g_00873
OG0000200	Syag.g_01996	Pral.g_00860
OG0000201	Syag.g_02019, Syag.g_02023	Pral.g_00851
OG0000202	Syag.g_02024	Pral.g_00850
OG0000203	Syag.g_02025	Pral.g_00849
OG0000204	Syag.g_02020, Syag.g_02026	Pral.g_00848
OG0000205	Syag.g_02035	Pral.g_00842
OG0000206	Syag.g_02047	Pral.g_00837
OG0000207	Syag.g_02051	Pral.g_00835
OG0000208	Syag.g_02052	Pral.g_00834
OG0000209	Syag.g_02069	Pral.g_00825
OG0000210	Syag.g_02070	Pral.g_00824
OG0000211	Syag.g_01788	Pral.g_00807
OG0000212	Syag.g_01777	Pral.g_00799
OG0000213	Syag.g_02632	Pral.g_00781
OG0000214	Syag.g_02615	Pral.g_00772
OG0000215	Syag.g_02584	Pral.g_00746
OG0000216	Syag.g_02580	Pral.g_00744
OG0000217	Syag.g_02576	Pral.g_00741
OG0000218	Syag.g_02574	Pral.g_00739
OG0000219	Syag.g_02573	Pral.g_00738
OG0000220	Syag.g_02572	Pral.g_00737
OG0000221	Syag.g_02566	Pral.g_00736
OG0000222	Syag.g_02550	Pral.g_00729
OG0000223	Syag.g_02475	Pral.g_00716
OG0000224	Syag.g_02471	Pral.g_00714
OG0000225	Syag.g_02861	Pral.g_00686
OG0000226	Syag.g_02865	Pral.g_00682
OG0000227	Syag.g_02867	Pral.g_00680
OG0000228	Syag.g_00004	Pral.g_00677
OG0000229	Syag.g_00033	Pral.g_00658
OG0000230	Syag.g_00035	Pral.g_00656
OG0000231	Syag.g_00048	Pral.g_00644
OG0000232	Syag.g_00059	Pral.g_00631
OG0000233	Syag.g_01330	Pral.g_00625
OG0000234	Syag.g_01358	Pral.g_00616
OG0000235	Syag.g_01529	Pral.g_00612
OG0000236	Syag.g_01513	Pral.g_00597
OG0000237	Syag.g_01495	Pral.g_00584
OG0000238	Syag.g_01490	Pral.g_00578
OG0000239	Syag.g_01472	Pral.g_00565
OG0000240	Syag.g_01471	Pral.g_00564
OG0000241	Syag.g_00396	Pral.g_00560
OG0000242	Syag.g_01456	Pral.g_00558
OG0000243	Syag.g_00255	Pral.g_00547
OG0000244	Syag.g_00268	Pral.g_00544
OG0000245	Syag.g_00270	Pral.g_00542
OG0000246	Syag.g_00274	Pral.g_00538
OG0000247	Syag.g_00286	Pral.g_00527
OG0000248	Syag.g_00289	Pral.g_00524
OG0000249	Syag.g_00291	Pral.g_00522
OG0000250	Syag.g_00299	Pral.g_00516
OG0000251	Syag.g_00328	Pral.g_00498
OG0000252	Syag.g_00331	Pral.g_00495
OG0000253	Syag.g_00333	Pral.g_00494
OG0000254	Syag.g_00356	Pral.g_00477
OG0000255	Syag.g_00369	Pral.g_00470
OG0000256	Syag.g_00385	Pral.g_00460
OG0000257	Syag.g_00395	Pral.g_01430
OG0000258	Syag.g_00423	Pral.g_01444
OG0000259	Syag.g_00560	Pral.g_01461
OG0000260	Syag.g_00570	Pral.g_01464
OG0000261	Syag.g_00581	Pral.g_01467
OG0000262	Syag.g_00586	Pral.g_01471
OG0000263	Syag.g_01079	Pral.g_01761
OG0000264	Syag.g_01011	Pral.g_01750
OG0000265	Syag.g_01021	Pral.g_01729
OG0000266	Syag.g_00907	Pral.g_01719
OG0000267	Syag.g_00762	Pral.g_01706
OG0000268	Syag.g_00763	Pral.g_01705
OG0000269	Syag.g_00662	Pral.g_01483
OG0000270	Syag.g_00665	Pral.g_01486
OG0000271	Syag.g_00673	Pral.g_01494
OG0000273	Syag.g_00713	Pral.g_01518
OG0000274	Syag.g_00714	Pral.g_01519
OG0000275	Syag.g_00717	Pral.g_01522
OG0000276	Syag.g_00723	Pral.g_01527
OG0000277	Syag.g_00724	Pral.g_01528
OG0000278	Syag.g_00727	Pral.g_01531
OG0000279	Syag.g_00735	Pral.g_01538
OG0000280	Syag.g_00741	Pral.g_01539
OG0000281	Syag.g_00572	Pral.g_01546
OG0000282	Syag.g_00611	Pral.g_01797
OG0000283	Syag.g_00775	Pral.g_01655
OG0000284	Syag.g_00780	Pral.g_01650
OG0000285	Syag.g_00791	Pral.g_01644
OG0000286	Syag.g_00809	Pral.g_01628
OG0000287	Syag.g_00838	Pral.g_00050
OG0000288	Syag.g_00869	Pral.g_01594
OG0000289	Syag.g_00884	Pral.g_01609
OG0000290	Syag.g_00970	Pral.g_01564
OG0000291	Syag.g_00972	Pral.g_01562
OG0000292	Syag.g_02265	Pral.g_01316
OG0000293	Syag.g_01155	Pral.g_01357
OG0000294	Syag.g_01154	Pral.g_01358
OG0000295	Syag.g_01115	Pral.g_01382
OG0000296	Syag.g_01113	Pral.g_01384
OG0000297	Syag.g_01099	Pral.g_01394
OG0000298	Syag.g_01098	Pral.g_01395
OG0000299	Syag.g_01067	Pral.g_01415
OG0000300	Syag.g_01062	Pral.g_01419
OG0000301	Syag.g_01061	Pral.g_01420
OG0000302	Syag.g_01060	Pral.g_01422
OG0000303	Syag.g_01048	Pral.g_01428
OG0000304	Syag.g_01041	Pral.g_00455
OG0000305	Syag.g_00977	Pral.g_01323
OG0000306	Syag.g_00460	Pral.g_01550
OG0000307	Syag.g_01546	Pral.g_01213
OG0000308	Syag.g_01548	Pral.g_01212
OG0000309	Syag.g_01553	Pral.g_01208
OG0000310	Syag.g_01291	Pral.g_01181
OG0000311	Syag.g_01300	Pral.g_01179
OG0000312	Syag.g_01434	Pral.g_01176
OG0000313	Syag.g_00966, Syag.g_01412	Pral.g_01157
OG0000314	Syag.g_01380	Pral.g_01133
OG0000315	Syag.g_01369	Pral.g_01123
OG0000316	Syag.g_01641	Pral.g_01095
OG0000317	Syag.g_01684	Pral.g_00104
OG0000318	Syag.g_01688	Pral.g_00108
OG0000319	Syag.g_01710	Pral.g_00121
OG0000320	Syag.g_01712	Pral.g_00123
OG0000321	Syag.g_01713	Pral.g_00124
OG0000322	Syag.g_01714	Pral.g_00125
OG0000323	Syag.g_01728	Pral.g_00134
OG0000324	Syag.g_01757	Pral.g_00162
OG0000325	Syag.g_02690	Pral.g_00172
OG0000326	Syag.g_02698	Pral.g_00179
OG0000327	Syag.g_02728	Pral.g_00201
OG0000328	Syag.g_02729	Pral.g_00202
OG0000329	Syag.g_02747	Pral.g_00219
OG0000330	Syag.g_02748	Pral.g_00220
OG0000331	Syag.g_02749	Pral.g_00221
OG0000332	Syag.g_02764	Pral.g_00235
OG0000333	Syag.g_02767	Pral.g_00237
OG0000334	Syag.g_02777	Pral.g_00246
OG0000335	Syag.g_02782	Pral.g_00251
OG0000336	Syag.g_02786	Pral.g_00255
OG0000337	Syag.g_02445	Pral.g_00274
OG0000338	Syag.g_02440	Pral.g_00275
OG0000340	Syag.g_02416	Pral.g_00289
OG0000341	Syag.g_02414	Pral.g_00291
OG0000342	Syag.g_02413	Pral.g_00292
OG0000343	Syag.g_02411	Pral.g_00293
OG0000344	Syag.g_02407	Pral.g_00296
OG0000345	Syag.g_02397	Pral.g_00302
OG0000346	Syag.g_02392	Pral.g_00306
OG0000347	Syag.g_02366	Pral.g_00323
OG0000348	Syag.g_02357	Pral.g_00331
OG0000349	Syag.g_02330	Pral.g_00349
OG0000350	Syag.g_02705	Pral.g_00370
OG0000351	Syag.g_02244	Pral.g_00390
OG0000352	Syag.g_02245	Pral.g_00391
OG0000353	Syag.g_02271	Pral.g_00409
OG0000354	Syag.g_01484, Syag.g_02291	Pral.g_01677
OG0000355	Syag.g_02273	Pral.g_00411
OG0000356	Syag.g_02274	Pral.g_00412
OG0000357	Syag.g_02275	Pral.g_00413
OG0000358	Syag.g_02279	Pral.g_00417
OG0000359	Syag.g_02281	Pral.g_00418
OG0000360	Syag.g_02282	Pral.g_00419
OG0000361	Syag.g_02283	Pral.g_00420
OG0000362	Syag.g_02285	Pral.g_00422
OG0000363	Syag.g_02287	Pral.g_01030
OG0000364	Syag.g_02288	Pral.g_01029
OG0000365	Syag.g_02297	Pral.g_01024
OG0000366	Syag.g_02298	Pral.g_01023
OG0000367	Syag.g_02299	Pral.g_01022
OG0000368	Syag.g_02301	Pral.g_01020
OG0000369	Syag.g_02302	Pral.g_01019
OG0000370	Syag.g_02303	Pral.g_01018
OG0000371	Syag.g_02312	Pral.g_01011
OG0000372	Syag.g_02317	Pral.g_01009
OG0000373	Syag.g_02318	Pral.g_01008
OG0000374	Syag.g_02319	Pral.g_01007
OG0000375	Syag.g_02326	Pral.g_01005
OG0000376	Syag.g_02328	Pral.g_01003
OG0000377	Syag.g_02119	Pral.g_00999
OG0000378	Syag.g_02099	Pral.g_00995
OG0000379	Syag.g_02091	Pral.g_00992
OG0000380	Syag.g_01817	Pral.g_00982
OG0000381	Syag.g_01820	Pral.g_00977
OG0000382	Syag.g_01838	Pral.g_00966
OG0000383	Syag.g_01843	Pral.g_00964
OG0000384	Syag.g_01844	Pral.g_00963
OG0000385	Syag.g_01845	Pral.g_00962
OG0000386	Syag.g_01846	Pral.g_00961
OG0000387	Syag.g_01876	Pral.g_00948
OG0000388	Syag.g_01880	Pral.g_00944
OG0000389	Syag.g_01884	Pral.g_00941
OG0000390	Syag.g_01903	Pral.g_00932
OG0000391	Syag.g_01908	Pral.g_00929
OG0000392	Syag.g_01914	Pral.g_00925
OG0000393	Syag.g_01917	Pral.g_00922
OG0000394	Syag.g_01918	Pral.g_00921
OG0000395	Syag.g_01919	Pral.g_00920
OG0000396	Syag.g_01922	Pral.g_00918
OG0000397	Syag.g_01924	Pral.g_00916
OG0000398	Syag.g_01929	Pral.g_00913
OG0000399	Syag.g_01930	Pral.g_00912
OG0000400	Syag.g_01931	Pral.g_00911
OG0000401	Syag.g_01932	Pral.g_00910
OG0000402	Syag.g_01934	Pral.g_00450
OG0000403	Syag.g_01935	Pral.g_00908
OG0000404	Syag.g_01937	Pral.g_00907
OG0000405	Syag.g_01949	Pral.g_00903
OG0000406	Syag.g_01953	Pral.g_00898
OG0000407	Syag.g_01954	Pral.g_00897
OG0000408	Syag.g_01956	Pral.g_00895
OG0000409	Syag.g_01958	Pral.g_00893
OG0000410	Syag.g_01959	Pral.g_00892
OG0000411	Syag.g_01960	Pral.g_00891
OG0000412	Syag.g_01961	Pral.g_00890
OG0000413	Syag.g_01963	Pral.g_00888
OG0000414	Syag.g_01964	Pral.g_00887
OG0000415	Syag.g_01965	Pral.g_00886
OG0000416	Syag.g_01966	Pral.g_00885
OG0000417	Syag.g_01967	Pral.g_00884
OG0000418	Syag.g_01973	Pral.g_00879
OG0000419	Syag.g_01975	Pral.g_00877
OG0000420	Syag.g_01977	Pral.g_00875
OG0000421	Syag.g_01982	Pral.g_00871
OG0000422	Syag.g_01983	Pral.g_00870
OG0000423	Syag.g_01984	Pral.g_00869
OG0000424	Syag.g_01985	Pral.g_00868
OG0000425	Syag.g_01986	Pral.g_00867
OG0000426	Syag.g_01987	Pral.g_00866
OG0000427	Syag.g_01988	Pral.g_00865
OG0000428	Syag.g_01991	Pral.g_00863
OG0000429	Syag.g_01993	Pral.g_00862
OG0000430	Syag.g_01995	Pral.g_00861
OG0000431	Syag.g_01998	Pral.g_00859
OG0000432	Syag.g_02007	Pral.g_00855
OG0000433	Syag.g_02009	Pral.g_00854
OG0000434	Syag.g_02010	Pral.g_00853
OG0000435	Syag.g_02017	Pral.g_00852
OG0000436	Syag.g_02028	Pral.g_00847
OG0000437	Syag.g_02029	Pral.g_00846
OG0000438	Syag.g_02031	Pral.g_00845
OG0000439	Syag.g_02033	Pral.g_00844
OG0000440	Syag.g_02034	Pral.g_00843
OG0000441	Syag.g_02041	Pral.g_00840
OG0000442	Syag.g_02044	Pral.g_00839
OG0000443	Syag.g_02046	Pral.g_00838
OG0000444	Syag.g_02053	Pral.g_00833
OG0000445	Syag.g_02054	Pral.g_00832
OG0000446	Syag.g_02056	Pral.g_00831
OG0000447	Syag.g_02059	Pral.g_00830
OG0000448	Syag.g_02060	Pral.g_00829
OG0000449	Syag.g_02061	Pral.g_00828
OG0000450	Syag.g_02066	Pral.g_00827
OG0000451	Syag.g_02067	Pral.g_00826
OG0000452	Syag.g_02071	Pral.g_00823
OG0000453	Syag.g_02072	Pral.g_00822
OG0000454	Syag.g_02073	Pral.g_00821
OG0000455	Syag.g_02074	Pral.g_00820
OG0000456	Syag.g_02075	Pral.g_00819
OG0000457	Syag.g_02077	Pral.g_00817
OG0000458	Syag.g_02080	Pral.g_00816
OG0000459	Syag.g_02081	Pral.g_00815
OG0000460	Syag.g_01786	Pral.g_00805
OG0000461	Syag.g_02675	Pral.g_00796
OG0000462	Syag.g_02672	Pral.g_00795
OG0000463	Syag.g_02671	Pral.g_00794
OG0000464	Syag.g_02670	Pral.g_00793
OG0000465	Syag.g_02668	Pral.g_00792
OG0000466	Syag.g_02662	Pral.g_00789
OG0000467	Syag.g_02660	Pral.g_00788
OG0000468	Syag.g_02636	Pral.g_00785
OG0000469	Syag.g_02621	Pral.g_00777
OG0000470	Syag.g_02619	Pral.g_00775
OG0000471	Syag.g_02618	Pral.g_00774
OG0000472	Syag.g_02616	Pral.g_00773
OG0000473	Syag.g_02614	Pral.g_00771
OG0000474	Syag.g_02613	Pral.g_00770
OG0000475	Syag.g_02612	Pral.g_00769
OG0000476	Syag.g_02610	Pral.g_00767
OG0000477	Syag.g_02604	Pral.g_00764
OG0000478	Syag.g_02603	Pral.g_00763
OG0000479	Syag.g_02602	Pral.g_00762
OG0000480	Syag.g_02595	Pral.g_00756
OG0000481	Syag.g_02593	Pral.g_00754
OG0000482	Syag.g_02592	Pral.g_00753
OG0000483	Syag.g_02588	Pral.g_00750
OG0000484	Syag.g_02587	Pral.g_00749
OG0000485	Syag.g_02586	Pral.g_00748
OG0000486	Syag.g_02585	Pral.g_00747
OG0000487	Syag.g_02579	Pral.g_00743
OG0000488	Syag.g_02575	Pral.g_00740
OG0000489	Syag.g_02565	Pral.g_00735
OG0000490	Syag.g_02553	Pral.g_00731
OG0000491	Syag.g_02551	Pral.g_00730
OG0000492	Syag.g_02549	Pral.g_00728
OG0000493	Syag.g_02548	Pral.g_00727
OG0000494	Syag.g_02547	Pral.g_00726
OG0000495	Syag.g_02546	Pral.g_00725
OG0000496	Syag.g_02545	Pral.g_00724
OG0000497	Syag.g_02544	Pral.g_00723
OG0000498	Syag.g_02543	Pral.g_00722
OG0000499	Syag.g_02542	Pral.g_00721
OG0000500	Syag.g_02541	Pral.g_00720
OG0000501	Syag.g_02538	Pral.g_00718
OG0000502	Syag.g_02467	Pral.g_00715
OG0000503	Syag.g_02843	Pral.g_00698
OG0000504	Syag.g_02845	Pral.g_00696
OG0000505	Syag.g_02846	Pral.g_00695
OG0000506	Syag.g_02849	Pral.g_00694
OG0000507	Syag.g_02855	Pral.g_00691
OG0000508	Syag.g_02860	Pral.g_00687
OG0000509	Syag.g_02862	Pral.g_00685
OG0000510	Syag.g_02863	Pral.g_00684
OG0000511	Syag.g_02864	Pral.g_00683
OG0000512	Syag.g_02866	Pral.g_00681
OG0000513	Syag.g_00009	Pral.g_00673
OG0000514	Syag.g_00018	Pral.g_00663
OG0000515	Syag.g_00019	Pral.g_00662
OG0000516	Syag.g_00025	Pral.g_00661
OG0000517	Syag.g_00032	Pral.g_00659
OG0000518	Syag.g_00044	Pral.g_00647
OG0000519	Syag.g_00045	Pral.g_00646
OG0000520	Syag.g_00046	Pral.g_00645
OG0000521	Syag.g_00054	Pral.g_00635
OG0000522	Syag.g_00056	Pral.g_00633
OG0000523	Syag.g_00057	Pral.g_00632
OG0000524	Syag.g_01327	Pral.g_00627
OG0000525	Syag.g_01345	Pral.g_00623
OG0000526	Syag.g_01348	Pral.g_00622
OG0000527	Syag.g_01354	Pral.g_00619
OG0000528	Syag.g_01532	Pral.g_00613
OG0000529	Syag.g_01527	Pral.g_00610
OG0000530	Syag.g_01524	Pral.g_00607
OG0000531	Syag.g_01523	Pral.g_00606
OG0000532	Syag.g_01520	Pral.g_00603
OG0000533	Syag.g_01518	Pral.g_00602
OG0000534	Syag.g_01517	Pral.g_00601
OG0000535	Syag.g_01516	Pral.g_00600
OG0000536	Syag.g_01515	Pral.g_00599
OG0000537	Syag.g_01514	Pral.g_00598
OG0000538	Syag.g_01502	Pral.g_00590
OG0000539	Syag.g_01501	Pral.g_00589
OG0000540	Syag.g_01500	Pral.g_00588
OG0000541	Syag.g_01499	Pral.g_00587
OG0000542	Syag.g_01496	Pral.g_00585
OG0000543	Syag.g_01494	Pral.g_00583
OG0000544	Syag.g_01493	Pral.g_00582
OG0000545	Syag.g_01491	Pral.g_00580
OG0000546	Syag.g_01489	Pral.g_00577
OG0000547	Syag.g_01487	Pral.g_00575
OG0000548	Syag.g_01486	Pral.g_00574
OG0000549	Syag.g_01480	Pral.g_00571
OG0000550	Syag.g_01474	Pral.g_00566
OG0000551	Syag.g_01470	Pral.g_00563
OG0000552	Syag.g_01469	Pral.g_00562
OG0000553	Syag.g_01464	Pral.g_00561
OG0000554	Syag.g_01453	Pral.g_00556
OG0000555	Syag.g_00075	Pral.g_00548
OG0000556	Syag.g_00257	Pral.g_00546
OG0000557	Syag.g_00267	Pral.g_00545
OG0000558	Syag.g_00269	Pral.g_00543
OG0000559	Syag.g_00273	Pral.g_00539
OG0000560	Syag.g_00276	Pral.g_00536
OG0000561	Syag.g_00277	Pral.g_00535
OG0000562	Syag.g_00278	Pral.g_00534
OG0000563	Syag.g_00279	Pral.g_00533
OG0000564	Syag.g_00280	Pral.g_00532
OG0000565	Syag.g_00284	Pral.g_00529
OG0000566	Syag.g_00288	Pral.g_00525
OG0000567	Syag.g_00292	Pral.g_00521
OG0000568	Syag.g_00295	Pral.g_00520
OG0000569	Syag.g_00296	Pral.g_00519
OG0000570	Syag.g_00297	Pral.g_00518
OG0000571	Syag.g_00301	Pral.g_00515
OG0000572	Syag.g_00320, Syag.g_00251	Pral.g_00503
OG0000573	Syag.g_00329	Pral.g_00497
OG0000574	Syag.g_00330	Pral.g_00496
OG0000575	Syag.g_00335	Pral.g_00492
OG0000576	Syag.g_00337	Pral.g_00490
OG0000577	Syag.g_00338	Pral.g_00489
OG0000578	Syag.g_00339	Pral.g_00488
OG0000579	Syag.g_00340	Pral.g_00487
OG0000580	Syag.g_00341	Pral.g_00486
OG0000581	Syag.g_00348	Pral.g_00483
