Orthogroup	Syag	Prbe
OG0000033	Syag.g_01978	Prbe.g_00345
OG0000034	Syag.g_01225, Syag.g_01947	Prbe.g_00882
OG0000035	Syag.g_01420, Syag.g_01421	Prbe.g_00311
OG0000037	Syag.g_00173	Prbe.g_01651
OG0000038	Syag.g_02130, Syag.g_02132	Prbe.g_01156
OG0000039	Syag.g_01325, Syag.g_02155	Prbe.g_00461
OG0000041	Syag.g_01750, Syag.g_00962	Prbe.g_00938
OG0000042	Syag.g_01094, Syag.g_02378	Prbe.g_00766
OG0000043	Syag.g_00564	Prbe.g_01570
OG0000046	Syag.g_02812, Syag.g_02819, Syag.g_02805	Prbe.g_01880
OG0000047	Syag.g_00768	Prbe.g_01921
OG0000048	Syag.g_02611	Prbe.g_00906
OG0000052	Syag.g_02491	Prbe.g_00333
OG0000052	Syag.g_02451	Prbe.g_00158
OG0000053	Syag.g_01391	Prbe.g_00290, Prbe.g_01040
OG0000054	Syag.g_00350	Prbe.g_00527
OG0000055	Syag.g_01799	Prbe.g_01011
OG0000057	Syag.g_00985	Prbe.g_01206
OG0000058	Syag.g_02477	Prbe.g_00351
OG0000059	Syag.g_02721	Prbe.g_01094
OG0000061	Syag.g_01141	Prbe.g_01549
OG0000062	Syag.g_01669	Prbe.g_00226
OG0000063	Syag.g_02313	Prbe.g_00021
OG0000064	Syag.g_00076, Syag.g_00487, Syag.g_01589	Prbe.g_00172
OG0000065	Syag.g_01885, Syag.g_00182	Prbe.g_01649
OG0000066	Syag.g_01443	Prbe.g_00596, Prbe.g_01114
OG0000067	Syag.g_00667	Prbe.g_01222
OG0000068	Syag.g_01537	Prbe.g_00373
OG0000070	Syag.g_00049	Prbe.g_01948
OG0000071	Syag.g_01192	Prbe.g_00893
OG0000072	Syag.g_01980, Syag.g_02859	Prbe.g_01719
OG0000073	Syag.g_01505	Prbe.g_00633
OG0000075	Syag.g_02434	Prbe.g_00800
OG0000076	Syag.g_02393	Prbe.g_00774
OG0000077	Syag.g_01831	Prbe.g_00183
OG0000078	Syag.g_01778	Prbe.g_01792
OG0000079	Syag.g_02659, Syag.g_02652	Prbe.g_01805
OG0000081	Syag.g_00167	Prbe.g_00604
OG0000082	Syag.g_00318	Prbe.g_00549, Prbe.g_00996
OG0000084	Syag.g_00212, Syag.g_01425	Prbe.g_00314
OG0000085	Syag.g_01676	Prbe.g_00007, Prbe.g_00993
OG0000086	Syag.g_01853	Prbe.g_00192
OG0000087	Syag.g_01939	Prbe.g_01683
OG0000088	Syag.g_01974	Prbe.g_01714
OG0000089	Syag.g_00005	Prbe.g_01915
OG0000090	Syag.g_01454	Prbe.g_00602
OG0000091	Syag.g_00418	Prbe.g_01477
OG0000093	Syag.g_00649	Prbe.g_01448
OG0000094	Syag.g_00881	Prbe.g_01399
OG0000095	Syag.g_00974	Prbe.g_01297
OG0000097	Syag.g_01065	Prbe.g_01503
OG0000098	Syag.g_00578, Syag.g_01445	Prbe.g_00397
OG0000099	Syag.g_02536	Prbe.g_00350
OG0000100	Syag.g_00704	Prbe.g_00232
OG0000101	Syag.g_02773	Prbe.g_00836
OG0000102	Syag.g_02387	Prbe.g_00769
OG0000103	Syag.g_02253	Prbe.g_01195
OG0000104	Syag.g_02268	Prbe.g_01061
OG0000105	Syag.g_02606	Prbe.g_01828
OG0000106	Syag.g_00462	Prbe.g_00740
OG0000107	Syag.g_02689	Prbe.g_00921
OG0000108	Syag.g_01528	Prbe.g_00653
OG0000109	Syag.g_01512	Prbe.g_00639
OG0000110	Syag.g_00303	Prbe.g_00560
OG0000111	Syag.g_00984	Prbe.g_01207
OG0000112	Syag.g_00801	Prbe.g_00487
OG0000113	Syag.g_00699	Prbe.g_01245
OG0000114	Syag.g_00609	Prbe.g_00417
OG0000115	Syag.g_01397	Prbe.g_01618
OG0000116	Syag.g_01156	Prbe.g_01560
OG0000117	Syag.g_01097	Prbe.g_01522
OG0000118	Syag.g_01232	Prbe.g_00880
OG0000120	Syag.g_02535	Prbe.g_00353
OG0000121	Syag.g_01414	Prbe.g_00309
OG0000122	Syag.g_00446	Prbe.g_01625, Prbe.g_00268
OG0000123	Syag.g_02781	Prbe.g_00829
OG0000124	Syag.g_02367	Prbe.g_00745
OG0000125	Syag.g_02136, Syag.g_02134	Prbe.g_01158
OG0000126	Syag.g_02266	Prbe.g_01060
OG0000128	Syag.g_02284	Prbe.g_01076
OG0000129	Syag.g_02121	Prbe.g_00145
OG0000130	Syag.g_01819	Prbe.g_00174
OG0000131	Syag.g_01951	Prbe.g_01692
OG0000132	Syag.g_01972	Prbe.g_01712
OG0000133	Syag.g_00806	Prbe.g_01875
OG0000134	Syag.g_00008	Prbe.g_01917
OG0000135	Syag.g_02171	Prbe.g_00911
OG0000136	Syag.g_00038	Prbe.g_01939
OG0000137	Syag.g_01356	Prbe.g_00658
OG0000138	Syag.g_01511	Prbe.g_00638
OG0000139	Syag.g_01448	Prbe.g_00598
OG0000140	Syag.g_01446	Prbe.g_00597
OG0000141	Syag.g_00351	Prbe.g_00526
OG0000142	Syag.g_00410	Prbe.g_01485
OG0000143	Syag.g_00414	Prbe.g_01481
OG0000144	Syag.g_00493	Prbe.g_01467
OG0000145	Syag.g_01504	Prbe.g_00909
OG0000146	Syag.g_00800	Prbe.g_00488
OG0000147	Syag.g_00799	Prbe.g_00489
OG0000148	Syag.g_00693	Prbe.g_01239
OG0000149	Syag.g_00731	Prbe.g_01271
OG0000150	Syag.g_00352	Prbe.g_01281
OG0000151	Syag.g_00623	Prbe.g_00427
OG0000152	Syag.g_00810	Prbe.g_01350
OG0000153	Syag.g_00845	Prbe.g_01369
OG0000154	Syag.g_00870	Prbe.g_01389
OG0000155	Syag.g_01107	Prbe.g_01528
OG0000156	Syag.g_01166	Prbe.g_00904
OG0000157	Syag.g_01167	Prbe.g_00903
OG0000158	Syag.g_02422	Prbe.g_00792
OG0000159	Syag.g_02425	Prbe.g_00165
OG0000160	Syag.g_01415	Prbe.g_00310
OG0000161	Syag.g_01409	Prbe.g_00304
OG0000162	Syag.g_01402	Prbe.g_00298
OG0000163	Syag.g_00706, Syag.g_01618	Prbe.g_00259
OG0000164	Syag.g_01725	Prbe.g_00961
OG0000165	Syag.g_01733	Prbe.g_00954
OG0000166	Syag.g_02733	Prbe.g_01083
OG0000167	Syag.g_02437	Prbe.g_00802
OG0000168	Syag.g_02417	Prbe.g_00791
OG0000169	Syag.g_02405	Prbe.g_00781
OG0000170	Syag.g_02398	Prbe.g_00778
OG0000171	Syag.g_02368	Prbe.g_00758
OG0000172	Syag.g_02360	Prbe.g_00751
OG0000173	Syag.g_02337	Prbe.g_01143
OG0000174	Syag.g_02175	Prbe.g_01173
OG0000175	Syag.g_02240	Prbe.g_01186
OG0000176	Syag.g_02276	Prbe.g_01069
OG0000177	Syag.g_02277	Prbe.g_01070
OG0000178	Syag.g_02278	Prbe.g_01071
OG0000179	Syag.g_02293	Prbe.g_00116
OG0000180	Syag.g_02294	Prbe.g_00117
OG0000181	Syag.g_02295	Prbe.g_00118
OG0000182	Syag.g_02296	Prbe.g_00119
OG0000183	Syag.g_02300	Prbe.g_00123
OG0000184	Syag.g_02110	Prbe.g_00149
OG0000185	Syag.g_02092	Prbe.g_00152
OG0000186	Syag.g_01815	Prbe.g_00168
OG0000187	Syag.g_01816	Prbe.g_00169
OG0000188	Syag.g_01839	Prbe.g_00186
OG0000189	Syag.g_01872	Prbe.g_01636
OG0000190	Syag.g_01874	Prbe.g_01638
OG0000191	Syag.g_01909	Prbe.g_01661
OG0000192	Syag.g_01915	Prbe.g_01666
OG0000193	Syag.g_01952	Prbe.g_01693
OG0000194	Syag.g_01955	Prbe.g_01696
OG0000195	Syag.g_01957	Prbe.g_01698
OG0000196	Syag.g_01968	Prbe.g_01709
OG0000197	Syag.g_01969	Prbe.g_01710
OG0000198	Syag.g_00108, Syag.g_01971	Prbe.g_01711
OG0000199	Syag.g_01979	Prbe.g_01718
OG0000200	Syag.g_01996	Prbe.g_01732
OG0000201	Syag.g_02019, Syag.g_02023	Prbe.g_01741
OG0000202	Syag.g_02024	Prbe.g_01742
OG0000203	Syag.g_02025	Prbe.g_01743
OG0000204	Syag.g_02020, Syag.g_02026	Prbe.g_01744
OG0000205	Syag.g_02035	Prbe.g_01751
OG0000206	Syag.g_02047	Prbe.g_01756
OG0000207	Syag.g_02051	Prbe.g_01759
OG0000208	Syag.g_02052	Prbe.g_01760
OG0000209	Syag.g_02069	Prbe.g_01769
OG0000210	Syag.g_02070	Prbe.g_01770
OG0000211	Syag.g_01788	Prbe.g_01785
OG0000212	Syag.g_01777	Prbe.g_01793
OG0000213	Syag.g_02632	Prbe.g_01811
OG0000214	Syag.g_02615	Prbe.g_01821
OG0000215	Syag.g_02584	Prbe.g_01848
OG0000216	Syag.g_02580	Prbe.g_01849
OG0000217	Syag.g_02576	Prbe.g_01852
OG0000218	Syag.g_02574	Prbe.g_01854
OG0000219	Syag.g_02573	Prbe.g_01855
OG0000220	Syag.g_02572	Prbe.g_01856
OG0000221	Syag.g_02566	Prbe.g_01857
OG0000222	Syag.g_02550	Prbe.g_01864
OG0000223	Syag.g_02475	Prbe.g_01876
OG0000224	Syag.g_02471	Prbe.g_01878
OG0000225	Syag.g_02861	Prbe.g_01904
OG0000226	Syag.g_02865	Prbe.g_01908
OG0000227	Syag.g_02867	Prbe.g_01910
OG0000228	Syag.g_00004	Prbe.g_01914
OG0000229	Syag.g_00033	Prbe.g_01934
OG0000230	Syag.g_00035	Prbe.g_01936
OG0000231	Syag.g_00048	Prbe.g_01947
OG0000232	Syag.g_00059	Prbe.g_00672
OG0000233	Syag.g_01330	Prbe.g_00666
OG0000234	Syag.g_01358	Prbe.g_00657
OG0000235	Syag.g_01529	Prbe.g_00654
OG0000236	Syag.g_01513	Prbe.g_00640
OG0000237	Syag.g_01495	Prbe.g_00627
OG0000238	Syag.g_01490	Prbe.g_00621
OG0000239	Syag.g_01472	Prbe.g_00610
OG0000240	Syag.g_01471	Prbe.g_00609
OG0000241	Syag.g_00396	Prbe.g_00605
OG0000242	Syag.g_01456	Prbe.g_00603
OG0000243	Syag.g_00255	Prbe.g_00592
OG0000244	Syag.g_00268	Prbe.g_00589
OG0000245	Syag.g_00270	Prbe.g_00587
OG0000246	Syag.g_00274	Prbe.g_00583
OG0000247	Syag.g_00286	Prbe.g_00573
OG0000248	Syag.g_00289	Prbe.g_00570
OG0000249	Syag.g_00291	Prbe.g_00568
OG0000250	Syag.g_00299	Prbe.g_00563
OG0000251	Syag.g_00328	Prbe.g_00543
OG0000252	Syag.g_00331	Prbe.g_00540
OG0000253	Syag.g_00333	Prbe.g_00539
OG0000254	Syag.g_00356	Prbe.g_00522
OG0000255	Syag.g_00369	Prbe.g_00516
OG0000256	Syag.g_00385	Prbe.g_00506
OG0000257	Syag.g_00395	Prbe.g_01490
OG0000258	Syag.g_00423	Prbe.g_01476
OG0000259	Syag.g_00560	Prbe.g_01459
OG0000260	Syag.g_00570	Prbe.g_01456
OG0000261	Syag.g_00581	Prbe.g_01453
OG0000262	Syag.g_00586	Prbe.g_01449
OG0000263	Syag.g_01079	Prbe.g_00455
OG0000264	Syag.g_01011	Prbe.g_00466
OG0000265	Syag.g_01021	Prbe.g_01214
OG0000266	Syag.g_00907	Prbe.g_01430
OG0000267	Syag.g_00762	Prbe.g_01418
OG0000268	Syag.g_00763	Prbe.g_01417
OG0000269	Syag.g_00662	Prbe.g_01217
OG0000270	Syag.g_00665	Prbe.g_01220
OG0000271	Syag.g_00673	Prbe.g_01228
OG0000273	Syag.g_00713	Prbe.g_01253
OG0000274	Syag.g_00714	Prbe.g_01254
OG0000275	Syag.g_00717	Prbe.g_01257
OG0000276	Syag.g_00723	Prbe.g_01263
OG0000277	Syag.g_00724	Prbe.g_01264
OG0000278	Syag.g_00727	Prbe.g_01267
OG0000279	Syag.g_00735	Prbe.g_01274
OG0000280	Syag.g_00741	Prbe.g_01275
OG0000281	Syag.g_00572	Prbe.g_01282
OG0000282	Syag.g_00611	Prbe.g_00419
OG0000283	Syag.g_00775	Prbe.g_01326
OG0000284	Syag.g_00780	Prbe.g_01331
OG0000285	Syag.g_00791	Prbe.g_01336
OG0000286	Syag.g_00809	Prbe.g_01349
OG0000287	Syag.g_00838	Prbe.g_01615
OG0000288	Syag.g_00869	Prbe.g_01388
OG0000289	Syag.g_00884	Prbe.g_01404
OG0000290	Syag.g_00970	Prbe.g_01300
OG0000291	Syag.g_00972	Prbe.g_01298
OG0000292	Syag.g_02265	Prbe.g_01594
OG0000293	Syag.g_01155	Prbe.g_01559
OG0000294	Syag.g_01154	Prbe.g_01558
OG0000295	Syag.g_01115	Prbe.g_01535
OG0000296	Syag.g_01113	Prbe.g_01533
OG0000297	Syag.g_01099	Prbe.g_01524
OG0000298	Syag.g_01098	Prbe.g_01523
OG0000299	Syag.g_01067	Prbe.g_01504
OG0000300	Syag.g_01062	Prbe.g_01501
OG0000301	Syag.g_01061	Prbe.g_01500
OG0000302	Syag.g_01060	Prbe.g_01498
OG0000303	Syag.g_01048	Prbe.g_01492
OG0000304	Syag.g_01041	Prbe.g_00501
OG0000305	Syag.g_00977	Prbe.g_01592
OG0000306	Syag.g_00460	Prbe.g_01286
OG0000307	Syag.g_01546	Prbe.g_00364
OG0000308	Syag.g_01548	Prbe.g_00363
OG0000309	Syag.g_01553	Prbe.g_00359
OG0000310	Syag.g_01291	Prbe.g_00325
OG0000311	Syag.g_01300	Prbe.g_00323
OG0000312	Syag.g_01434	Prbe.g_00320
OG0000313	Syag.g_00966, Syag.g_01412	Prbe.g_00307
OG0000314	Syag.g_01380	Prbe.g_00284
OG0000315	Syag.g_01369	Prbe.g_00274
OG0000316	Syag.g_01641	Prbe.g_00249
OG0000317	Syag.g_01684	Prbe.g_00988
OG0000318	Syag.g_01688	Prbe.g_00984
OG0000319	Syag.g_01710	Prbe.g_00971
OG0000320	Syag.g_01712	Prbe.g_00969
OG0000321	Syag.g_01713	Prbe.g_00968
OG0000322	Syag.g_01714	Prbe.g_00967
OG0000323	Syag.g_01728	Prbe.g_00958
OG0000324	Syag.g_01757	Prbe.g_00931
OG0000325	Syag.g_02690	Prbe.g_00920
OG0000326	Syag.g_02698	Prbe.g_01109
OG0000327	Syag.g_02728	Prbe.g_01088
OG0000328	Syag.g_02729	Prbe.g_01087
OG0000329	Syag.g_02747	Prbe.g_00860
OG0000330	Syag.g_02748	Prbe.g_00859
OG0000331	Syag.g_02749	Prbe.g_00858
OG0000332	Syag.g_02764	Prbe.g_00844
OG0000333	Syag.g_02767	Prbe.g_00842
OG0000334	Syag.g_02777	Prbe.g_00833
OG0000335	Syag.g_02782	Prbe.g_00828
OG0000336	Syag.g_02786	Prbe.g_00824
OG0000337	Syag.g_02445	Prbe.g_00806
OG0000338	Syag.g_02440	Prbe.g_00805
OG0000340	Syag.g_02416	Prbe.g_00790
OG0000341	Syag.g_02414	Prbe.g_00788
OG0000342	Syag.g_02413	Prbe.g_00787
OG0000343	Syag.g_02411	Prbe.g_00786
OG0000344	Syag.g_02407	Prbe.g_00783
OG0000345	Syag.g_02397	Prbe.g_00777
OG0000346	Syag.g_02392	Prbe.g_00773
OG0000347	Syag.g_02366	Prbe.g_00746
OG0000348	Syag.g_02357	Prbe.g_00754
OG0000349	Syag.g_02330	Prbe.g_01149
OG0000350	Syag.g_02705	Prbe.g_00709
OG0000351	Syag.g_02244	Prbe.g_01189
OG0000352	Syag.g_02245	Prbe.g_01190
OG0000353	Syag.g_02271	Prbe.g_01064
OG0000355	Syag.g_02273	Prbe.g_01066
OG0000356	Syag.g_02274	Prbe.g_01067
OG0000357	Syag.g_02275	Prbe.g_01068
OG0000358	Syag.g_02279	Prbe.g_01072
OG0000359	Syag.g_02281	Prbe.g_01073
OG0000360	Syag.g_02282	Prbe.g_01074
OG0000361	Syag.g_02283	Prbe.g_01075
OG0000362	Syag.g_02285	Prbe.g_01077
OG0000363	Syag.g_02287	Prbe.g_00114
OG0000364	Syag.g_02288	Prbe.g_00115
OG0000365	Syag.g_02297	Prbe.g_00120
OG0000366	Syag.g_02298	Prbe.g_00121
OG0000367	Syag.g_02299	Prbe.g_00122
OG0000368	Syag.g_02301	Prbe.g_00124
OG0000369	Syag.g_02302	Prbe.g_00125
OG0000370	Syag.g_02303	Prbe.g_00126
OG0000371	Syag.g_02312	Prbe.g_00133
OG0000372	Syag.g_02317	Prbe.g_00136
OG0000373	Syag.g_02318	Prbe.g_00137
OG0000374	Syag.g_02319	Prbe.g_00138
OG0000375	Syag.g_02326	Prbe.g_00140
OG0000376	Syag.g_02328	Prbe.g_00142
OG0000377	Syag.g_02119	Prbe.g_00146
OG0000378	Syag.g_02099	Prbe.g_00150
OG0000379	Syag.g_02091	Prbe.g_00153
OG0000380	Syag.g_01817	Prbe.g_00170
OG0000381	Syag.g_01820	Prbe.g_00175
OG0000382	Syag.g_01838	Prbe.g_00185
OG0000383	Syag.g_01843	Prbe.g_00187
OG0000384	Syag.g_01844	Prbe.g_00188
OG0000385	Syag.g_01845	Prbe.g_00189
OG0000386	Syag.g_01846	Prbe.g_00190
OG0000387	Syag.g_01876	Prbe.g_01640
OG0000388	Syag.g_01880	Prbe.g_01644
OG0000389	Syag.g_01884	Prbe.g_01647
OG0000390	Syag.g_01903	Prbe.g_01657
OG0000391	Syag.g_01908	Prbe.g_01660
OG0000392	Syag.g_01914	Prbe.g_01664
OG0000393	Syag.g_01917	Prbe.g_01667
OG0000394	Syag.g_01918	Prbe.g_01668
OG0000395	Syag.g_01919	Prbe.g_01669
OG0000396	Syag.g_01922	Prbe.g_01671
OG0000397	Syag.g_01924	Prbe.g_01673
OG0000398	Syag.g_01929	Prbe.g_01676
OG0000399	Syag.g_01930	Prbe.g_01677
OG0000400	Syag.g_01931	Prbe.g_01678
OG0000401	Syag.g_01932	Prbe.g_01679
OG0000402	Syag.g_01934	Prbe.g_01412
OG0000403	Syag.g_01935	Prbe.g_01681
OG0000404	Syag.g_01937	Prbe.g_01682
OG0000405	Syag.g_01949	Prbe.g_01686
OG0000406	Syag.g_01953	Prbe.g_01694
OG0000407	Syag.g_01954	Prbe.g_01695
OG0000408	Syag.g_01956	Prbe.g_01697
OG0000409	Syag.g_01958	Prbe.g_01699
OG0000410	Syag.g_01959	Prbe.g_01700
OG0000411	Syag.g_01960	Prbe.g_01701
OG0000412	Syag.g_01961	Prbe.g_01702
OG0000413	Syag.g_01963	Prbe.g_01704
OG0000414	Syag.g_01964	Prbe.g_01705
OG0000415	Syag.g_01965	Prbe.g_01706
OG0000416	Syag.g_01966	Prbe.g_01707
OG0000417	Syag.g_01967	Prbe.g_01708
OG0000418	Syag.g_01973	Prbe.g_01713
OG0000419	Syag.g_01975	Prbe.g_01715
OG0000420	Syag.g_01977	Prbe.g_01716
OG0000421	Syag.g_01982	Prbe.g_01721
OG0000422	Syag.g_01983	Prbe.g_01722
OG0000423	Syag.g_01984	Prbe.g_01723
OG0000424	Syag.g_01985	Prbe.g_01724
OG0000425	Syag.g_01986	Prbe.g_01725
OG0000426	Syag.g_01987	Prbe.g_01726
OG0000427	Syag.g_01988	Prbe.g_01727
OG0000428	Syag.g_01991	Prbe.g_01729
OG0000429	Syag.g_01993	Prbe.g_01730
OG0000430	Syag.g_01995	Prbe.g_01731
OG0000431	Syag.g_01998	Prbe.g_01733
OG0000432	Syag.g_02007	Prbe.g_01737
OG0000433	Syag.g_02009	Prbe.g_01738
OG0000434	Syag.g_02010	Prbe.g_01739
OG0000435	Syag.g_02017	Prbe.g_01740
OG0000436	Syag.g_02028	Prbe.g_01745
OG0000437	Syag.g_02029	Prbe.g_01746
OG0000438	Syag.g_02031	Prbe.g_01747
OG0000439	Syag.g_02033	Prbe.g_01749
OG0000440	Syag.g_02034	Prbe.g_01750
OG0000441	Syag.g_02041	Prbe.g_01753
OG0000442	Syag.g_02044	Prbe.g_01754
OG0000443	Syag.g_02046	Prbe.g_01755
OG0000444	Syag.g_02053	Prbe.g_01761
OG0000445	Syag.g_02054	Prbe.g_01762
OG0000446	Syag.g_02056	Prbe.g_01763
OG0000447	Syag.g_02059	Prbe.g_01764
OG0000448	Syag.g_02060	Prbe.g_01765
OG0000449	Syag.g_02061	Prbe.g_01766
OG0000450	Syag.g_02066	Prbe.g_01767
OG0000451	Syag.g_02067	Prbe.g_01768
OG0000452	Syag.g_02071	Prbe.g_01771
OG0000453	Syag.g_02072	Prbe.g_01772
OG0000454	Syag.g_02073	Prbe.g_01773
OG0000455	Syag.g_02074	Prbe.g_01774
OG0000456	Syag.g_02075	Prbe.g_01775
OG0000457	Syag.g_02077	Prbe.g_01777
OG0000458	Syag.g_02080	Prbe.g_01778
OG0000459	Syag.g_02081	Prbe.g_01779
OG0000460	Syag.g_01786	Prbe.g_01787
OG0000461	Syag.g_02675	Prbe.g_01795
OG0000462	Syag.g_02672	Prbe.g_01797
OG0000463	Syag.g_02671	Prbe.g_01798
OG0000464	Syag.g_02670	Prbe.g_01799
OG0000465	Syag.g_02668	Prbe.g_01800
OG0000466	Syag.g_02662	Prbe.g_01803
OG0000467	Syag.g_02660	Prbe.g_01804
OG0000468	Syag.g_02636	Prbe.g_01807
OG0000469	Syag.g_02621	Prbe.g_01815
OG0000470	Syag.g_02619	Prbe.g_01817
OG0000471	Syag.g_02618	Prbe.g_01818
OG0000472	Syag.g_02616	Prbe.g_01820
OG0000473	Syag.g_02614	Prbe.g_01822
OG0000474	Syag.g_02613	Prbe.g_01823
OG0000475	Syag.g_02612	Prbe.g_01824
OG0000476	Syag.g_02610	Prbe.g_01826
OG0000477	Syag.g_02604	Prbe.g_01829
OG0000478	Syag.g_02603	Prbe.g_01830
OG0000479	Syag.g_02602	Prbe.g_01831
OG0000480	Syag.g_02595	Prbe.g_01836
OG0000481	Syag.g_02593	Prbe.g_01839
OG0000482	Syag.g_02592	Prbe.g_01840
OG0000483	Syag.g_02588	Prbe.g_01843
OG0000484	Syag.g_02587	Prbe.g_01844
OG0000485	Syag.g_02586	Prbe.g_01846
OG0000486	Syag.g_02585	Prbe.g_01847
OG0000487	Syag.g_02579	Prbe.g_01850
OG0000488	Syag.g_02575	Prbe.g_01853
OG0000489	Syag.g_02565	Prbe.g_01858
OG0000490	Syag.g_02553	Prbe.g_01862
OG0000491	Syag.g_02551	Prbe.g_01863
OG0000492	Syag.g_02549	Prbe.g_01865
OG0000493	Syag.g_02548	Prbe.g_01866
OG0000494	Syag.g_02547	Prbe.g_01867
OG0000495	Syag.g_02546	Prbe.g_01868
OG0000496	Syag.g_02545	Prbe.g_01869
OG0000497	Syag.g_02544	Prbe.g_01870
OG0000498	Syag.g_02543	Prbe.g_01871
OG0000499	Syag.g_02542	Prbe.g_01872
OG0000500	Syag.g_02541	Prbe.g_01873
OG0000501	Syag.g_02538	Prbe.g_01874
OG0000502	Syag.g_02467	Prbe.g_01877
OG0000503	Syag.g_02843	Prbe.g_01892
OG0000504	Syag.g_02845	Prbe.g_01894
OG0000505	Syag.g_02846	Prbe.g_01895
OG0000506	Syag.g_02849	Prbe.g_01896
OG0000507	Syag.g_02855	Prbe.g_01899
OG0000508	Syag.g_02860	Prbe.g_01903
OG0000509	Syag.g_02862	Prbe.g_01905
OG0000510	Syag.g_02863	Prbe.g_01906
OG0000511	Syag.g_02864	Prbe.g_01907
OG0000512	Syag.g_02866	Prbe.g_01909
OG0000513	Syag.g_00009	Prbe.g_01918
OG0000514	Syag.g_00018	Prbe.g_01929
OG0000515	Syag.g_00019	Prbe.g_01930
OG0000516	Syag.g_00025	Prbe.g_01931
OG0000517	Syag.g_00032	Prbe.g_01933
OG0000518	Syag.g_00044	Prbe.g_01944
OG0000519	Syag.g_00045	Prbe.g_01945
OG0000520	Syag.g_00046	Prbe.g_01946
OG0000521	Syag.g_00054	Prbe.g_00676
OG0000522	Syag.g_00056	Prbe.g_00674
OG0000523	Syag.g_00057	Prbe.g_00673
OG0000524	Syag.g_01327	Prbe.g_00668
OG0000525	Syag.g_01345	Prbe.g_00664
OG0000526	Syag.g_01348	Prbe.g_00663
OG0000527	Syag.g_01354	Prbe.g_00660
OG0000528	Syag.g_01532	Prbe.g_00655
OG0000529	Syag.g_01527	Prbe.g_00652
OG0000530	Syag.g_01524	Prbe.g_00649
OG0000531	Syag.g_01523	Prbe.g_00648
OG0000532	Syag.g_01520	Prbe.g_00646
OG0000533	Syag.g_01518	Prbe.g_00645
OG0000534	Syag.g_01517	Prbe.g_00644
OG0000535	Syag.g_01516	Prbe.g_00643
OG0000536	Syag.g_01515	Prbe.g_00642
OG0000537	Syag.g_01514	Prbe.g_00641
OG0000538	Syag.g_01502	Prbe.g_00632
OG0000539	Syag.g_01501	Prbe.g_00631
OG0000540	Syag.g_01500	Prbe.g_00630
OG0000541	Syag.g_01499	Prbe.g_00629
OG0000542	Syag.g_01496	Prbe.g_00628
OG0000543	Syag.g_01494	Prbe.g_00626
OG0000544	Syag.g_01493	Prbe.g_00625
OG0000545	Syag.g_01491	Prbe.g_00623
OG0000546	Syag.g_01489	Prbe.g_00620
OG0000547	Syag.g_01487	Prbe.g_00618
OG0000548	Syag.g_01486	Prbe.g_00617
OG0000549	Syag.g_01480	Prbe.g_00615
OG0000550	Syag.g_01474	Prbe.g_00611
OG0000551	Syag.g_01470	Prbe.g_00608
OG0000552	Syag.g_01469	Prbe.g_00607
OG0000553	Syag.g_01464	Prbe.g_00606
OG0000554	Syag.g_01453	Prbe.g_00601
OG0000555	Syag.g_00075	Prbe.g_00593
OG0000556	Syag.g_00257	Prbe.g_00591
OG0000557	Syag.g_00267	Prbe.g_00590
OG0000558	Syag.g_00269	Prbe.g_00588
