Orthogroup	Syag	Syaq
OG0000076	Syag.g_02393	Syaq.g_01028
OG0000077	Syag.g_01831	Syaq.g_01547
OG0000078	Syag.g_01778	Syaq.g_01585
OG0000079	Syag.g_02659, Syag.g_02652	Syaq.g_00721
OG0000081	Syag.g_00167	Syaq.g_01893
OG0000082	Syag.g_00318	Syaq.g_01975
OG0000084	Syag.g_00212, Syag.g_01425	Syaq.g_00367
OG0000085	Syag.g_01676	Syaq.g_01683
OG0000086	Syag.g_01853	Syaq.g_01525
OG0000087	Syag.g_01939	Syaq.g_01438
OG0000088	Syag.g_01974	Syaq.g_01402
OG0000089	Syag.g_00005	Syaq.g_00529
OG0000090	Syag.g_01454	Syaq.g_01838
OG0000091	Syag.g_00418	Syaq.g_02090
OG0000093	Syag.g_00649	Syaq.g_02323
OG0000094	Syag.g_00881	Syaq.g_00056
OG0000095	Syag.g_00974	Syaq.g_02679
OG0000097	Syag.g_01065	Syaq.g_00167
OG0000098	Syag.g_01445	Syaq.g_01849
OG0000099	Syag.g_02536	Syaq.g_00882
OG0000100	Syag.g_00704	Syaq.g_02371
OG0000101	Syag.g_02773	Syaq.g_00607
OG0000102	Syag.g_02387	Syaq.g_01033
OG0000103	Syag.g_02253	Syaq.g_01170
OG0000104	Syag.g_02268	Syaq.g_01154
OG0000105	Syag.g_02606	Syaq.g_00754
OG0000106	Syag.g_00462	Syaq.g_01863
OG0000107	Syag.g_02689	Syaq.g_00694
OG0000108	Syag.g_01528	Syaq.g_01772
OG0000109	Syag.g_01512	Syaq.g_01788
OG0000110	Syag.g_00303	Syaq.g_01962
OG0000111	Syag.g_00984	Syaq.g_02606
OG0000112	Syag.g_00801	Syaq.g_02476
OG0000114	Syag.g_00609	Syaq.g_02269
OG0000115	Syag.g_01397	Syaq.g_00395
OG0000116	Syag.g_01156	Syaq.g_00263
OG0000117	Syag.g_01097	Syaq.g_00203
OG0000118	Syag.g_01232	Syaq.g_00325, Syaq.g_00316
OG0000120	Syag.g_02535	Syaq.g_00883
OG0000121	Syag.g_01414	Syaq.g_00375
OG0000122	Syag.g_00446	Syaq.g_02118
OG0000123	Syag.g_02781	Syaq.g_00599
OG0000124	Syag.g_02367	Syaq.g_01055
OG0000125	Syag.g_02136, Syag.g_02134	Syaq.g_01256
OG0000126	Syag.g_02266	Syaq.g_01156
OG0000128	Syag.g_02284	Syaq.g_01138
OG0000129	Syag.g_02121	Syaq.g_01269
OG0000130	Syag.g_01819	Syaq.g_01559
OG0000131	Syag.g_01951	Syaq.g_01427, Syaq.g_01424
OG0000132	Syag.g_01972	Syaq.g_01404
OG0000133	Syag.g_00806	Syaq.g_02481
OG0000134	Syag.g_00008	Syaq.g_00526
OG0000135	Syag.g_02171	Syaq.g_01227
OG0000136	Syag.g_00038	Syaq.g_00496
OG0000137	Syag.g_01356	Syaq.g_00442
OG0000138	Syag.g_01511	Syaq.g_01789
OG0000139	Syag.g_01448	Syaq.g_01844
OG0000140	Syag.g_01446	Syaq.g_01848
OG0000141	Syag.g_00351	Syaq.g_02010
OG0000142	Syag.g_00410	Syaq.g_02082
OG0000143	Syag.g_00414	Syaq.g_02086
OG0000144	Syag.g_00493	Syaq.g_02152
OG0000145	Syag.g_01504	Syaq.g_01796
OG0000146	Syag.g_00800	Syaq.g_02475
OG0000147	Syag.g_00799	Syaq.g_02474
OG0000148	Syag.g_00693	Syaq.g_02359
OG0000149	Syag.g_00731	Syaq.g_02395
OG0000150	Syag.g_00352	Syaq.g_02011
OG0000151	Syag.g_00623	Syaq.g_02283
OG0000152	Syag.g_00810	Syaq.g_02485
OG0000153	Syag.g_00845	Syaq.g_02518
OG0000154	Syag.g_00870	Syaq.g_00066
OG0000155	Syag.g_01107	Syaq.g_00212
OG0000156	Syag.g_01166	Syaq.g_00281
OG0000157	Syag.g_01167	Syaq.g_00282
OG0000158	Syag.g_02422	Syaq.g_01003
OG0000160	Syag.g_01415	Syaq.g_00374
OG0000161	Syag.g_01409	Syaq.g_00382
OG0000162	Syag.g_01402	Syaq.g_00389
OG0000163	Syag.g_00706	Syaq.g_02373
OG0000163	Syag.g_01618	Syaq.g_01730
OG0000164	Syag.g_01725	Syaq.g_01642
OG0000165	Syag.g_01733	Syaq.g_01630
OG0000166	Syag.g_02733	Syaq.g_00647
OG0000167	Syag.g_02437	Syaq.g_00983
OG0000168	Syag.g_02417	Syaq.g_01004
OG0000169	Syag.g_02405	Syaq.g_01016
OG0000170	Syag.g_02398	Syaq.g_01023
OG0000171	Syag.g_02368	Syaq.g_01052
OG0000172	Syag.g_02360	Syaq.g_01074
OG0000173	Syag.g_02337	Syaq.g_01092
OG0000174	Syag.g_02175	Syaq.g_01224
OG0000175	Syag.g_02240	Syaq.g_01183
OG0000176	Syag.g_02276	Syaq.g_01146
OG0000177	Syag.g_02277	Syaq.g_01145
OG0000178	Syag.g_02278	Syaq.g_01144
OG0000179	Syag.g_02293	Syaq.g_01129
OG0000180	Syag.g_02294	Syaq.g_01128
OG0000181	Syag.g_02295	Syaq.g_01127
OG0000182	Syag.g_02296	Syaq.g_01126
OG0000183	Syag.g_02300	Syaq.g_01122
OG0000184	Syag.g_02110	Syaq.g_01277
OG0000185	Syag.g_02092	Syaq.g_01290
OG0000186	Syag.g_01815	Syaq.g_01563
OG0000187	Syag.g_01816	Syaq.g_01561
OG0000188	Syag.g_01839	Syaq.g_01539
OG0000189	Syag.g_01872	Syaq.g_01499, Syaq.g_00122
OG0000190	Syag.g_01874	Syaq.g_01497
OG0000191	Syag.g_01909	Syaq.g_01467
OG0000192	Syag.g_01915	Syaq.g_01462
OG0000193	Syag.g_01952	Syaq.g_01423
OG0000194	Syag.g_01955	Syaq.g_01420
OG0000195	Syag.g_01957	Syaq.g_01418
OG0000196	Syag.g_01968	Syaq.g_01407
OG0000197	Syag.g_01969	Syaq.g_01406
OG0000198	Syag.g_01971	Syaq.g_01405
OG0000199	Syag.g_01979	Syaq.g_01398
OG0000200	Syag.g_01996	Syaq.g_01382
OG0000201	Syag.g_02019, Syag.g_02023	Syaq.g_01365
OG0000202	Syag.g_02024	Syaq.g_01364
OG0000203	Syag.g_02025	Syaq.g_01363
OG0000204	Syag.g_02020, Syag.g_02026	Syaq.g_01362
OG0000205	Syag.g_02035	Syaq.g_01355
OG0000206	Syag.g_02047	Syaq.g_01345
OG0000207	Syag.g_02051	Syaq.g_01338
OG0000208	Syag.g_02052	Syaq.g_01337
OG0000209	Syag.g_02069	Syaq.g_01310
OG0000210	Syag.g_02070	Syaq.g_01309
OG0000211	Syag.g_01788	Syaq.g_01570
OG0000212	Syag.g_01777	Syaq.g_01586
OG0000213	Syag.g_02632	Syaq.g_00729
OG0000214	Syag.g_02615	Syaq.g_00745
OG0000215	Syag.g_02584	Syaq.g_00777
OG0000216	Syag.g_02580	Syaq.g_00781
OG0000217	Syag.g_02576	Syaq.g_00844
OG0000218	Syag.g_02574	Syaq.g_00846
OG0000219	Syag.g_02573	Syaq.g_00847
OG0000220	Syag.g_02572	Syaq.g_00848
OG0000221	Syag.g_02566	Syaq.g_00856
OG0000222	Syag.g_02550	Syaq.g_00868
OG0000223	Syag.g_02475	Syaq.g_00946
OG0000224	Syag.g_02471	Syaq.g_00950
OG0000225	Syag.g_02861	Syaq.g_00543
OG0000226	Syag.g_02865	Syaq.g_00536
OG0000227	Syag.g_02867	Syaq.g_00534
OG0000228	Syag.g_00004	Syaq.g_00531
OG0000229	Syag.g_00033	Syaq.g_00501
OG0000230	Syag.g_00035	Syaq.g_00499
OG0000231	Syag.g_00048	Syaq.g_00485
OG0000232	Syag.g_00059	Syaq.g_00472
OG0000233	Syag.g_01330	Syaq.g_00464
OG0000234	Syag.g_01358	Syaq.g_00440
OG0000235	Syag.g_01529	Syaq.g_01771
OG0000236	Syag.g_01513	Syaq.g_01787
OG0000237	Syag.g_01495	Syaq.g_01805
OG0000238	Syag.g_01490	Syaq.g_01810
OG0000239	Syag.g_01472	Syaq.g_01826
OG0000240	Syag.g_01471	Syaq.g_01827
OG0000241	Syag.g_00396	Syaq.g_02074
OG0000242	Syag.g_01456	Syaq.g_01836
OG0000243	Syag.g_00255	Syaq.g_01922
OG0000244	Syag.g_00268	Syaq.g_01928
OG0000245	Syag.g_00270	Syaq.g_01930
OG0000246	Syag.g_00274	Syaq.g_01934
OG0000247	Syag.g_00286	Syaq.g_01945
OG0000248	Syag.g_00289	Syaq.g_01948
OG0000249	Syag.g_00291	Syaq.g_01950
OG0000250	Syag.g_00299	Syaq.g_01958
OG0000251	Syag.g_00328	Syaq.g_01984
OG0000252	Syag.g_00331	Syaq.g_01987
OG0000253	Syag.g_00333	Syaq.g_01989
OG0000254	Syag.g_00356	Syaq.g_02016
OG0000255	Syag.g_00369	Syaq.g_02041
OG0000256	Syag.g_00385	Syaq.g_02068
OG0000257	Syag.g_00395	Syaq.g_02073
OG0000258	Syag.g_00423	Syaq.g_02095
OG0000259	Syag.g_00560	Syaq.g_02239
OG0000260	Syag.g_00570	Syaq.g_02242
OG0000261	Syag.g_00581	Syaq.g_02245
OG0000262	Syag.g_00586	Syaq.g_02250
OG0000263	Syag.g_01079	Syaq.g_00185
OG0000264	Syag.g_01011	Syaq.g_02582
OG0000266	Syag.g_00907	Syaq.g_00037
OG0000267	Syag.g_00762	Syaq.g_02430
OG0000268	Syag.g_00763	Syaq.g_02431
OG0000269	Syag.g_00662	Syaq.g_02335
OG0000270	Syag.g_00665	Syaq.g_02338
OG0000271	Syag.g_00673	Syaq.g_02346
OG0000273	Syag.g_00713	Syaq.g_02376
OG0000274	Syag.g_00714	Syaq.g_02377
OG0000275	Syag.g_00717	Syaq.g_02380
OG0000276	Syag.g_00723	Syaq.g_02387
OG0000277	Syag.g_00724	Syaq.g_02388
OG0000278	Syag.g_00727	Syaq.g_02391
OG0000279	Syag.g_00735	Syaq.g_02401
OG0000280	Syag.g_00741	Syaq.g_02410
OG0000281	Syag.g_00572	Syaq.g_02224
OG0000282	Syag.g_00611	Syaq.g_02271
OG0000283	Syag.g_00775	Syaq.g_02445
OG0000284	Syag.g_00780	Syaq.g_02450
OG0000285	Syag.g_00791	Syaq.g_02466
OG0000286	Syag.g_00809	Syaq.g_02484
OG0000287	Syag.g_00838	Syaq.g_02511
OG0000288	Syag.g_00869	Syaq.g_00067
OG0000289	Syag.g_00884	Syaq.g_00053
OG0000290	Syag.g_00970	Syaq.g_02682
OG0000291	Syag.g_00972	Syaq.g_02680
OG0000292	Syag.g_02265	Syaq.g_01157
OG0000293	Syag.g_01155	Syaq.g_00262
OG0000294	Syag.g_01154	Syaq.g_00261
OG0000295	Syag.g_01115	Syaq.g_00220
OG0000296	Syag.g_01113	Syaq.g_00218
OG0000297	Syag.g_01099	Syaq.g_00205
OG0000298	Syag.g_01098	Syaq.g_00204
OG0000299	Syag.g_01067	Syaq.g_00171
OG0000300	Syag.g_01062	Syaq.g_00164
OG0000301	Syag.g_01061	Syaq.g_00163
OG0000302	Syag.g_01060	Syaq.g_00162
OG0000303	Syag.g_01048	Syaq.g_00152
OG0000304	Syag.g_01041	Syaq.g_00146
OG0000305	Syag.g_00977	Syaq.g_02677
OG0000306	Syag.g_00460	Syaq.g_01861
OG0000307	Syag.g_01546	Syaq.g_01754
OG0000308	Syag.g_01548	Syaq.g_01752
OG0000309	Syag.g_01553	Syaq.g_01747
OG0000310	Syag.g_01291	Syaq.g_00347
OG0000311	Syag.g_01300	Syaq.g_00352
OG0000312	Syag.g_01434	Syaq.g_00359
OG0000313	Syag.g_00966, Syag.g_01412	Syaq.g_00379
OG0000314	Syag.g_01380	Syaq.g_00408
OG0000315	Syag.g_01369	Syaq.g_00418
OG0000316	Syag.g_01641	Syaq.g_01716
OG0000317	Syag.g_01684	Syaq.g_01675
OG0000318	Syag.g_01688	Syaq.g_01672
OG0000319	Syag.g_01710	Syaq.g_01657
OG0000320	Syag.g_01712	Syaq.g_01655
OG0000321	Syag.g_01713	Syaq.g_01654
OG0000322	Syag.g_01714	Syaq.g_01653
OG0000323	Syag.g_01728	Syaq.g_01638
OG0000324	Syag.g_01757	Syaq.g_01605
OG0000325	Syag.g_02690	Syaq.g_00693
OG0000326	Syag.g_02698	Syaq.g_00686
OG0000327	Syag.g_02728	Syaq.g_00652
OG0000328	Syag.g_02729	Syaq.g_00651
OG0000329	Syag.g_02747	Syaq.g_00633
OG0000330	Syag.g_02748	Syaq.g_00632
OG0000331	Syag.g_02749	Syaq.g_00631
OG0000332	Syag.g_02764	Syaq.g_00616
OG0000333	Syag.g_02767	Syaq.g_00613
OG0000334	Syag.g_02777	Syaq.g_00603
OG0000335	Syag.g_02782	Syaq.g_00598
OG0000336	Syag.g_02786	Syaq.g_00594
OG0000337	Syag.g_02445	Syaq.g_00975
OG0000338	Syag.g_02440	Syaq.g_00981
OG0000340	Syag.g_02416	Syaq.g_01005
OG0000341	Syag.g_02414	Syaq.g_01007
OG0000342	Syag.g_02413	Syaq.g_01008
OG0000343	Syag.g_02411	Syaq.g_01010
OG0000344	Syag.g_02407	Syaq.g_01014
OG0000345	Syag.g_02397	Syaq.g_01024
OG0000346	Syag.g_02392	Syaq.g_01029
OG0000347	Syag.g_02366	Syaq.g_01057
OG0000348	Syag.g_02357	Syaq.g_01070
OG0000349	Syag.g_02330	Syaq.g_01099
OG0000350	Syag.g_02705	Syaq.g_00679
OG0000351	Syag.g_02244	Syaq.g_01179
OG0000352	Syag.g_02245	Syaq.g_01178
OG0000353	Syag.g_02271	Syaq.g_01151
OG0000354	Syag.g_01484	Syaq.g_01816
OG0000354	Syag.g_02291	Syaq.g_01131
OG0000355	Syag.g_02273	Syaq.g_01149
OG0000356	Syag.g_02274	Syaq.g_01148
OG0000357	Syag.g_02275	Syaq.g_01147
OG0000358	Syag.g_02279	Syaq.g_01143
OG0000359	Syag.g_02281	Syaq.g_01141
OG0000360	Syag.g_02282	Syaq.g_01140
OG0000361	Syag.g_02283	Syaq.g_01139
OG0000362	Syag.g_02285	Syaq.g_01137
OG0000363	Syag.g_02287	Syaq.g_01135
OG0000364	Syag.g_02288	Syaq.g_01134
OG0000365	Syag.g_02297	Syaq.g_01125
OG0000366	Syag.g_02298	Syaq.g_01124
OG0000367	Syag.g_02299	Syaq.g_01123
OG0000368	Syag.g_02301	Syaq.g_01121
OG0000369	Syag.g_02302	Syaq.g_01120
OG0000370	Syag.g_02303	Syaq.g_01119
OG0000371	Syag.g_02312	Syaq.g_01111
OG0000372	Syag.g_02317	Syaq.g_01106
OG0000373	Syag.g_02318	Syaq.g_01105
OG0000374	Syag.g_02319	Syaq.g_01104
OG0000375	Syag.g_02326	Syaq.g_01103
OG0000376	Syag.g_02328	Syaq.g_01101
OG0000377	Syag.g_02119	Syaq.g_01270
OG0000378	Syag.g_02099	Syaq.g_01286
OG0000379	Syag.g_02091	Syaq.g_01291
OG0000380	Syag.g_01817	Syaq.g_01560
OG0000381	Syag.g_01820	Syaq.g_01558
OG0000382	Syag.g_01838	Syaq.g_01540
OG0000383	Syag.g_01843	Syaq.g_01535
OG0000384	Syag.g_01844	Syaq.g_01534
OG0000385	Syag.g_01845	Syaq.g_01533
OG0000386	Syag.g_01846	Syaq.g_01532
OG0000387	Syag.g_01876	Syaq.g_01495
OG0000388	Syag.g_01880	Syaq.g_01491
OG0000389	Syag.g_01884	Syaq.g_01488
OG0000390	Syag.g_01903	Syaq.g_01473
OG0000391	Syag.g_01908	Syaq.g_01468
OG0000392	Syag.g_01914	Syaq.g_01463
OG0000393	Syag.g_01917	Syaq.g_01460
OG0000394	Syag.g_01918	Syaq.g_01459
OG0000395	Syag.g_01919	Syaq.g_01458
OG0000396	Syag.g_01922	Syaq.g_01455
OG0000397	Syag.g_01924	Syaq.g_01453
OG0000398	Syag.g_01929	Syaq.g_01448
OG0000399	Syag.g_01930	Syaq.g_01447
OG0000400	Syag.g_01931	Syaq.g_01446
OG0000401	Syag.g_01932	Syaq.g_01445
OG0000402	Syag.g_01934	Syaq.g_01443
OG0000403	Syag.g_01935	Syaq.g_01442
OG0000404	Syag.g_01937	Syaq.g_01440
OG0000405	Syag.g_01949	Syaq.g_01429
OG0000406	Syag.g_01953	Syaq.g_01422
OG0000407	Syag.g_01954	Syaq.g_01421
OG0000408	Syag.g_01956	Syaq.g_01419
OG0000409	Syag.g_01958	Syaq.g_01417
OG0000410	Syag.g_01959	Syaq.g_01416
OG0000411	Syag.g_01960	Syaq.g_01415
OG0000412	Syag.g_01961	Syaq.g_01414
OG0000413	Syag.g_01963	Syaq.g_01412
OG0000414	Syag.g_01964	Syaq.g_01411
OG0000415	Syag.g_01965	Syaq.g_01410
OG0000416	Syag.g_01966	Syaq.g_01409
OG0000417	Syag.g_01967	Syaq.g_01408
OG0000418	Syag.g_01973	Syaq.g_01403
OG0000419	Syag.g_01975	Syaq.g_01401
OG0000420	Syag.g_01977	Syaq.g_01400
OG0000421	Syag.g_01982	Syaq.g_01395
OG0000422	Syag.g_01983	Syaq.g_01394
OG0000423	Syag.g_01984	Syaq.g_01393
OG0000424	Syag.g_01985	Syaq.g_01392
OG0000425	Syag.g_01986	Syaq.g_01391
OG0000426	Syag.g_01987	Syaq.g_01390
OG0000427	Syag.g_01988	Syaq.g_01389
OG0000428	Syag.g_01991	Syaq.g_01386
OG0000429	Syag.g_01993	Syaq.g_01384
OG0000430	Syag.g_01995	Syaq.g_01383
OG0000431	Syag.g_01998	Syaq.g_01380
OG0000432	Syag.g_02007	Syaq.g_01374
OG0000433	Syag.g_02009	Syaq.g_01369
OG0000434	Syag.g_02010	Syaq.g_01368
OG0000435	Syag.g_02017	Syaq.g_01367
OG0000436	Syag.g_02028	Syaq.g_01361
OG0000437	Syag.g_02029	Syaq.g_01360
OG0000438	Syag.g_02031	Syaq.g_01359
OG0000439	Syag.g_02033	Syaq.g_01357
OG0000440	Syag.g_02034	Syaq.g_01356
OG0000441	Syag.g_02041	Syaq.g_01352
OG0000442	Syag.g_02044	Syaq.g_01350
OG0000443	Syag.g_02046	Syaq.g_01347
OG0000444	Syag.g_02053	Syaq.g_01333
OG0000445	Syag.g_02054	Syaq.g_01332
OG0000446	Syag.g_02056	Syaq.g_01330
OG0000447	Syag.g_02059	Syaq.g_01328
OG0000448	Syag.g_02060	Syaq.g_01327
OG0000449	Syag.g_02061	Syaq.g_01320
OG0000450	Syag.g_02066	Syaq.g_01313
OG0000451	Syag.g_02067	Syaq.g_01312
OG0000452	Syag.g_02071	Syaq.g_01308
OG0000453	Syag.g_02072	Syaq.g_01307
OG0000454	Syag.g_02073	Syaq.g_01306
OG0000455	Syag.g_02074	Syaq.g_01305
OG0000456	Syag.g_02075	Syaq.g_01304
OG0000457	Syag.g_02077	Syaq.g_01302
OG0000458	Syag.g_02080	Syaq.g_01299
OG0000459	Syag.g_02081	Syaq.g_01298
OG0000460	Syag.g_01786	Syaq.g_01577
OG0000461	Syag.g_02675	Syaq.g_00707
OG0000462	Syag.g_02672	Syaq.g_00710
OG0000463	Syag.g_02671	Syaq.g_00711
OG0000464	Syag.g_02670	Syaq.g_00712
OG0000465	Syag.g_02668	Syaq.g_00714
OG0000466	Syag.g_02662	Syaq.g_00718
OG0000467	Syag.g_02660	Syaq.g_00720
OG0000468	Syag.g_02636	Syaq.g_00725
OG0000469	Syag.g_02621	Syaq.g_00739
OG0000470	Syag.g_02619	Syaq.g_00741
OG0000471	Syag.g_02618	Syaq.g_00742
OG0000472	Syag.g_02616	Syaq.g_00744
OG0000473	Syag.g_02614	Syaq.g_00746
OG0000474	Syag.g_02613	Syaq.g_00747
OG0000475	Syag.g_02612	Syaq.g_00748
OG0000476	Syag.g_02610	Syaq.g_00750
OG0000477	Syag.g_02604	Syaq.g_00756
OG0000478	Syag.g_02603	Syaq.g_00757
OG0000479	Syag.g_02602	Syaq.g_00759
OG0000480	Syag.g_02595	Syaq.g_00766
OG0000481	Syag.g_02593	Syaq.g_00768
OG0000482	Syag.g_02592	Syaq.g_00769
OG0000483	Syag.g_02588	Syaq.g_00773
OG0000484	Syag.g_02587	Syaq.g_00774
OG0000485	Syag.g_02586	Syaq.g_00775
OG0000486	Syag.g_02585	Syaq.g_00776
OG0000487	Syag.g_02579	Syaq.g_00782
OG0000488	Syag.g_02575	Syaq.g_00845
OG0000489	Syag.g_02565	Syaq.g_00857
OG0000490	Syag.g_02553	Syaq.g_00864
OG0000491	Syag.g_02551	Syaq.g_00865
OG0000492	Syag.g_02549	Syaq.g_00869
OG0000493	Syag.g_02548	Syaq.g_00870
OG0000494	Syag.g_02547	Syaq.g_00871
OG0000495	Syag.g_02546	Syaq.g_00872
OG0000496	Syag.g_02545	Syaq.g_00873
OG0000497	Syag.g_02544	Syaq.g_00874
OG0000498	Syag.g_02543	Syaq.g_00875
OG0000499	Syag.g_02542	Syaq.g_00876
OG0000500	Syag.g_02541	Syaq.g_00877
OG0000501	Syag.g_02538	Syaq.g_00880
OG0000502	Syag.g_02467	Syaq.g_00953
OG0000503	Syag.g_02843	Syaq.g_00559
OG0000504	Syag.g_02845	Syaq.g_00557
OG0000505	Syag.g_02846	Syaq.g_00556
OG0000506	Syag.g_02849	Syaq.g_00554
OG0000507	Syag.g_02855	Syaq.g_00548
OG0000508	Syag.g_02860	Syaq.g_00544
OG0000509	Syag.g_02862	Syaq.g_00542
OG0000510	Syag.g_02863	Syaq.g_00538
OG0000511	Syag.g_02864	Syaq.g_00537
OG0000512	Syag.g_02866	Syaq.g_00535
OG0000513	Syag.g_00009	Syaq.g_00525
OG0000514	Syag.g_00018	Syaq.g_00514
OG0000515	Syag.g_00019	Syaq.g_00513
OG0000516	Syag.g_00025	Syaq.g_00509
OG0000517	Syag.g_00032	Syaq.g_00502
OG0000518	Syag.g_00044	Syaq.g_00490
OG0000519	Syag.g_00045	Syaq.g_00489
OG0000520	Syag.g_00046	Syaq.g_00488
OG0000521	Syag.g_00054	Syaq.g_00477
OG0000522	Syag.g_00056	Syaq.g_00475
OG0000523	Syag.g_00057	Syaq.g_00474
OG0000524	Syag.g_01327	Syaq.g_00469
OG0000525	Syag.g_01345	Syaq.g_00450
OG0000526	Syag.g_01348	Syaq.g_00448
OG0000527	Syag.g_01354	Syaq.g_00444
OG0000528	Syag.g_01532	Syaq.g_01768
OG0000529	Syag.g_01527	Syaq.g_01773
OG0000530	Syag.g_01524	Syaq.g_01776
OG0000531	Syag.g_01523	Syaq.g_01777
OG0000532	Syag.g_01520	Syaq.g_01780
OG0000533	Syag.g_01518	Syaq.g_01782
OG0000534	Syag.g_01517	Syaq.g_01783
OG0000535	Syag.g_01516	Syaq.g_01784
OG0000536	Syag.g_01515	Syaq.g_01785
OG0000537	Syag.g_01514	Syaq.g_01786
OG0000538	Syag.g_01502	Syaq.g_01798
OG0000539	Syag.g_01501	Syaq.g_01799
OG0000540	Syag.g_01500	Syaq.g_01800
OG0000541	Syag.g_01499	Syaq.g_01801
OG0000542	Syag.g_01496	Syaq.g_01804
OG0000543	Syag.g_01494	Syaq.g_01806
OG0000544	Syag.g_01493	Syaq.g_01807, Syaq.g_02567
OG0000545	Syag.g_01491	Syaq.g_01809
OG0000546	Syag.g_01489	Syaq.g_01811
OG0000547	Syag.g_01487	Syaq.g_01813
OG0000548	Syag.g_01486	Syaq.g_01814
