Orthogroup	Syag	Prbd
OG0000150	Syag.g_00352	Prbd.g_00157
OG0000151	Syag.g_00623	Prbd.g_00216
OG0000152	Syag.g_00810	Prbd.g_00264
OG0000153	Syag.g_00845	Prbd.g_00283
OG0000154	Syag.g_00870	Prbd.g_00314
OG0000155	Syag.g_01107	Prbd.g_00488
OG0000156	Syag.g_01166	Prbd.g_01812
OG0000157	Syag.g_01167	Prbd.g_01811
OG0000158	Syag.g_02422	Prbd.g_01736
OG0000160	Syag.g_01415	Prbd.g_01688
OG0000161	Syag.g_01409	Prbd.g_01682
OG0000162	Syag.g_01402	Prbd.g_01676
OG0000163	Syag.g_00706, Syag.g_01618	Prbd.g_01642
OG0000164	Syag.g_01725	Prbd.g_01501
OG0000165	Syag.g_01733	Prbd.g_01494
OG0000166	Syag.g_02733	Prbd.g_01427
OG0000167	Syag.g_02437	Prbd.g_01361
OG0000168	Syag.g_02417	Prbd.g_01351
OG0000169	Syag.g_02405	Prbd.g_01341
OG0000170	Syag.g_02398	Prbd.g_01339
OG0000171	Syag.g_02368	Prbd.g_01319
OG0000172	Syag.g_02360	Prbd.g_01310
OG0000173	Syag.g_02337	Prbd.g_01295
OG0000174	Syag.g_02175	Prbd.g_01268
OG0000175	Syag.g_02240	Prbd.g_01258
OG0000176	Syag.g_02276	Prbd.g_01233
OG0000177	Syag.g_02277	Prbd.g_01232
OG0000178	Syag.g_02278	Prbd.g_01231
OG0000179	Syag.g_02293	Prbd.g_01221
OG0000180	Syag.g_02294	Prbd.g_01220
OG0000181	Syag.g_02295	Prbd.g_01219
OG0000182	Syag.g_02296	Prbd.g_01218
OG0000183	Syag.g_02300	Prbd.g_01214
OG0000184	Syag.g_02110	Prbd.g_01191
OG0000185	Syag.g_02092	Prbd.g_01188
OG0000186	Syag.g_01815	Prbd.g_01180
OG0000187	Syag.g_01816	Prbd.g_01179
OG0000188	Syag.g_01839	Prbd.g_01162
OG0000189	Syag.g_01872	Prbd.g_01148
OG0000190	Syag.g_01874	Prbd.g_01147
OG0000191	Syag.g_01909	Prbd.g_01126
OG0000192	Syag.g_01915	Prbd.g_01122
OG0000193	Syag.g_01952	Prbd.g_01094
OG0000194	Syag.g_01955	Prbd.g_01091
OG0000195	Syag.g_01957	Prbd.g_01089
OG0000196	Syag.g_01968	Prbd.g_01079
OG0000197	Syag.g_01969	Prbd.g_01078
OG0000198	Syag.g_00108, Syag.g_01971	Prbd.g_01077
OG0000199	Syag.g_01979	Prbd.g_01070
OG0000200	Syag.g_01996	Prbd.g_01056
OG0000201	Syag.g_02019, Syag.g_02023	Prbd.g_01048
OG0000202	Syag.g_02024	Prbd.g_01047
OG0000203	Syag.g_02025	Prbd.g_01046
OG0000204	Syag.g_02020, Syag.g_02026	Prbd.g_01045
OG0000205	Syag.g_02035	Prbd.g_01038
OG0000206	Syag.g_02047	Prbd.g_01033
OG0000207	Syag.g_02051	Prbd.g_01031
OG0000208	Syag.g_02052	Prbd.g_01030
OG0000209	Syag.g_02069	Prbd.g_01021
OG0000210	Syag.g_02070	Prbd.g_01020
OG0000211	Syag.g_01788	Prbd.g_01006
OG0000212	Syag.g_01777	Prbd.g_00999
OG0000213	Syag.g_02632	Prbd.g_00982
OG0000214	Syag.g_02615	Prbd.g_00972
OG0000215	Syag.g_02584	Prbd.g_00947
OG0000216	Syag.g_02580	Prbd.g_00945
OG0000217	Syag.g_02576	Prbd.g_00942
OG0000218	Syag.g_02574	Prbd.g_00940
OG0000219	Syag.g_02573	Prbd.g_00939
OG0000220	Syag.g_02572	Prbd.g_00938
OG0000221	Syag.g_02566	Prbd.g_00937
OG0000222	Syag.g_02550	Prbd.g_00929
OG0000223	Syag.g_02475	Prbd.g_00916
OG0000224	Syag.g_02471	Prbd.g_00914
OG0000225	Syag.g_02861	Prbd.g_00893
OG0000226	Syag.g_02865	Prbd.g_00889
OG0000227	Syag.g_02867	Prbd.g_00887
OG0000228	Syag.g_00004	Prbd.g_00884
OG0000229	Syag.g_00033	Prbd.g_00806
OG0000230	Syag.g_00035	Prbd.g_00804
OG0000231	Syag.g_00048	Prbd.g_00793
OG0000232	Syag.g_00059	Prbd.g_00784
OG0000233	Syag.g_01330	Prbd.g_00779
OG0000234	Syag.g_01358	Prbd.g_00766
OG0000235	Syag.g_01529	Prbd.g_00763
OG0000236	Syag.g_01513	Prbd.g_00749
OG0000237	Syag.g_01495	Prbd.g_00736
OG0000238	Syag.g_01490	Prbd.g_00730
OG0000239	Syag.g_01472	Prbd.g_00717
OG0000240	Syag.g_01471	Prbd.g_00716
OG0000241	Syag.g_00396	Prbd.g_00712
OG0000242	Syag.g_01456	Prbd.g_00710
OG0000243	Syag.g_00255	Prbd.g_00699
OG0000244	Syag.g_00268	Prbd.g_00696
OG0000245	Syag.g_00270	Prbd.g_00694
OG0000246	Syag.g_00274	Prbd.g_00690
OG0000247	Syag.g_00286	Prbd.g_00680
OG0000248	Syag.g_00289	Prbd.g_00678
OG0000249	Syag.g_00291	Prbd.g_00676
OG0000250	Syag.g_00299	Prbd.g_00671
OG0000251	Syag.g_00328	Prbd.g_00653
OG0000252	Syag.g_00331	Prbd.g_00650
OG0000253	Syag.g_00333	Prbd.g_00649
OG0000254	Syag.g_00356	Prbd.g_00633
OG0000255	Syag.g_00369	Prbd.g_00627
OG0000256	Syag.g_00385	Prbd.g_00617
OG0000257	Syag.g_00395	Prbd.g_00614
OG0000258	Syag.g_00423	Prbd.g_00601
OG0000259	Syag.g_00560	Prbd.g_00584
OG0000260	Syag.g_00570	Prbd.g_00581
OG0000261	Syag.g_00581	Prbd.g_00579
OG0000262	Syag.g_00586	Prbd.g_00575
OG0000263	Syag.g_01079	Prbd.g_00563
OG0000264	Syag.g_01011	Prbd.g_00553
OG0000265	Syag.g_01021	Prbd.g_00007
OG0000266	Syag.g_00907	Prbd.g_00017
OG0000267	Syag.g_00762	Prbd.g_00028
OG0000268	Syag.g_00763	Prbd.g_00029
OG0000269	Syag.g_00662	Prbd.g_00097
OG0000270	Syag.g_00665	Prbd.g_00100
OG0000271	Syag.g_00673	Prbd.g_00108
OG0000273	Syag.g_00713	Prbd.g_00132
OG0000274	Syag.g_00714	Prbd.g_00133
OG0000275	Syag.g_00717	Prbd.g_00136
OG0000276	Syag.g_00723	Prbd.g_00141
OG0000277	Syag.g_00724	Prbd.g_00142
OG0000278	Syag.g_00727	Prbd.g_00145
OG0000279	Syag.g_00735	Prbd.g_00152
OG0000280	Syag.g_00741	Prbd.g_00153
OG0000281	Syag.g_00572	Prbd.g_00158
OG0000282	Syag.g_00611	Prbd.g_00208
OG0000283	Syag.g_00775	Prbd.g_00241
OG0000284	Syag.g_00780	Prbd.g_00246
OG0000285	Syag.g_00791	Prbd.g_00251
OG0000286	Syag.g_00809	Prbd.g_00263
OG0000287	Syag.g_00838	Prbd.g_00280
OG0000288	Syag.g_00869	Prbd.g_00313
OG0000289	Syag.g_00884	Prbd.g_00324
OG0000290	Syag.g_00970	Prbd.g_00337
OG0000291	Syag.g_00972	Prbd.g_00339
OG0000292	Syag.g_02265	Prbd.g_00389
OG0000293	Syag.g_01155	Prbd.g_00459
OG0000294	Syag.g_01154	Prbd.g_00460
OG0000295	Syag.g_01115	Prbd.g_00480
OG0000296	Syag.g_01113	Prbd.g_00482
OG0000297	Syag.g_01099	Prbd.g_00490
OG0000298	Syag.g_01098	Prbd.g_00491
OG0000299	Syag.g_01067	Prbd.g_00508
OG0000300	Syag.g_01062	Prbd.g_00511
OG0000301	Syag.g_01061	Prbd.g_00512
OG0000302	Syag.g_01060	Prbd.g_00514
OG0000303	Syag.g_01048	Prbd.g_00521
OG0000304	Syag.g_01041	Prbd.g_00525
OG0000305	Syag.g_00977	Prbd.g_01772
OG0000306	Syag.g_00460	Prbd.g_01769
OG0000307	Syag.g_01546	Prbd.g_01755
OG0000308	Syag.g_01548	Prbd.g_01754
OG0000309	Syag.g_01553	Prbd.g_01750
OG0000310	Syag.g_01291	Prbd.g_01704
OG0000311	Syag.g_01300	Prbd.g_01702
OG0000312	Syag.g_01434	Prbd.g_01699
OG0000313	Syag.g_00966, Syag.g_01412	Prbd.g_01685
OG0000314	Syag.g_01380	Prbd.g_01662
OG0000315	Syag.g_01369	Prbd.g_01652
OG0000316	Syag.g_01641	Prbd.g_01632
OG0000317	Syag.g_01684	Prbd.g_01527
OG0000318	Syag.g_01688	Prbd.g_01524
OG0000319	Syag.g_01710	Prbd.g_01511
OG0000320	Syag.g_01712	Prbd.g_01509
OG0000321	Syag.g_01713	Prbd.g_01508
OG0000322	Syag.g_01714	Prbd.g_01507
OG0000323	Syag.g_01728	Prbd.g_01498
OG0000324	Syag.g_01757	Prbd.g_01471
OG0000325	Syag.g_02690	Prbd.g_01462
OG0000326	Syag.g_02698	Prbd.g_01456
OG0000327	Syag.g_02728	Prbd.g_01432
OG0000328	Syag.g_02729	Prbd.g_01431
OG0000329	Syag.g_02747	Prbd.g_01414
OG0000330	Syag.g_02748	Prbd.g_01413
OG0000331	Syag.g_02749	Prbd.g_01412
OG0000332	Syag.g_02764	Prbd.g_01398
OG0000333	Syag.g_02767	Prbd.g_01396
OG0000334	Syag.g_02777	Prbd.g_01388
OG0000335	Syag.g_02782	Prbd.g_01383
OG0000336	Syag.g_02786	Prbd.g_01379
OG0000337	Syag.g_02445	Prbd.g_01363
OG0000338	Syag.g_02440	Prbd.g_01362
OG0000340	Syag.g_02416	Prbd.g_01350
OG0000341	Syag.g_02414	Prbd.g_01348
OG0000342	Syag.g_02413	Prbd.g_01347
OG0000343	Syag.g_02411	Prbd.g_01346
OG0000344	Syag.g_02407	Prbd.g_01343
OG0000345	Syag.g_02397	Prbd.g_01338
OG0000346	Syag.g_02392	Prbd.g_01334
OG0000347	Syag.g_02366	Prbd.g_01317
OG0000348	Syag.g_02357	Prbd.g_01307
OG0000349	Syag.g_02330	Prbd.g_01290
OG0000350	Syag.g_02705	Prbd.g_01272
OG0000351	Syag.g_02244	Prbd.g_01255
OG0000352	Syag.g_02245	Prbd.g_01254
OG0000353	Syag.g_02271	Prbd.g_01238
OG0000355	Syag.g_02273	Prbd.g_01236
OG0000356	Syag.g_02274	Prbd.g_01235
OG0000357	Syag.g_02275	Prbd.g_01234
OG0000358	Syag.g_02279	Prbd.g_01230
OG0000359	Syag.g_02281	Prbd.g_01229
OG0000360	Syag.g_02282	Prbd.g_01228
OG0000361	Syag.g_02283	Prbd.g_01227
OG0000362	Syag.g_02285	Prbd.g_01225
OG0000363	Syag.g_02287	Prbd.g_01223
OG0000364	Syag.g_02288	Prbd.g_01222
OG0000365	Syag.g_02297	Prbd.g_01217
OG0000366	Syag.g_02298	Prbd.g_01216
OG0000367	Syag.g_02299	Prbd.g_01215
OG0000368	Syag.g_02301	Prbd.g_01213
OG0000369	Syag.g_02302	Prbd.g_01212
OG0000370	Syag.g_02303	Prbd.g_01211
OG0000371	Syag.g_02312	Prbd.g_01205
OG0000372	Syag.g_02317	Prbd.g_01202
OG0000373	Syag.g_02318	Prbd.g_01201
OG0000374	Syag.g_02319	Prbd.g_01200
OG0000375	Syag.g_02326	Prbd.g_01198
OG0000376	Syag.g_02328	Prbd.g_01196
OG0000377	Syag.g_02119	Prbd.g_01192
OG0000378	Syag.g_02099	Prbd.g_01190
OG0000379	Syag.g_02091	Prbd.g_01187
OG0000380	Syag.g_01817	Prbd.g_01178
OG0000381	Syag.g_01820	Prbd.g_01174
OG0000382	Syag.g_01838	Prbd.g_01163
OG0000383	Syag.g_01843	Prbd.g_01161
OG0000384	Syag.g_01844	Prbd.g_01160
OG0000385	Syag.g_01845	Prbd.g_01159
OG0000386	Syag.g_01846	Prbd.g_01158
OG0000387	Syag.g_01876	Prbd.g_01145
OG0000388	Syag.g_01880	Prbd.g_01142
OG0000389	Syag.g_01884	Prbd.g_01138
OG0000390	Syag.g_01903	Prbd.g_01131
OG0000391	Syag.g_01908	Prbd.g_01127
OG0000392	Syag.g_01914	Prbd.g_01123
OG0000393	Syag.g_01917	Prbd.g_01121
OG0000394	Syag.g_01918	Prbd.g_01120
OG0000395	Syag.g_01919	Prbd.g_01119
OG0000396	Syag.g_01922	Prbd.g_01116
OG0000397	Syag.g_01924	Prbd.g_01114
OG0000398	Syag.g_01929	Prbd.g_01112
OG0000399	Syag.g_01930	Prbd.g_01111
OG0000400	Syag.g_01931	Prbd.g_01110
OG0000401	Syag.g_01932	Prbd.g_01109
OG0000402	Syag.g_01934	Prbd.g_01107
OG0000403	Syag.g_01935	Prbd.g_01106
OG0000404	Syag.g_01937	Prbd.g_01105
OG0000405	Syag.g_01949	Prbd.g_01100
OG0000406	Syag.g_01953	Prbd.g_01093
OG0000407	Syag.g_01954	Prbd.g_01092
OG0000408	Syag.g_01956	Prbd.g_01090
OG0000409	Syag.g_01958	Prbd.g_01088
OG0000410	Syag.g_01959	Prbd.g_01087
OG0000411	Syag.g_01960	Prbd.g_01086
OG0000412	Syag.g_01961	Prbd.g_01085
OG0000413	Syag.g_01963	Prbd.g_01084
OG0000414	Syag.g_01964	Prbd.g_01083
OG0000415	Syag.g_01965	Prbd.g_01082
OG0000416	Syag.g_01966	Prbd.g_01081
OG0000417	Syag.g_01967	Prbd.g_01080
OG0000418	Syag.g_01973	Prbd.g_01075
OG0000419	Syag.g_01975	Prbd.g_01073
OG0000420	Syag.g_01977	Prbd.g_01072
OG0000421	Syag.g_01982	Prbd.g_01067
OG0000422	Syag.g_01983	Prbd.g_01066
OG0000423	Syag.g_01984	Prbd.g_01065
OG0000424	Syag.g_01985	Prbd.g_01064
OG0000425	Syag.g_01986	Prbd.g_01063
OG0000426	Syag.g_01987	Prbd.g_01062
OG0000427	Syag.g_01988	Prbd.g_01061
OG0000428	Syag.g_01991	Prbd.g_01059
OG0000429	Syag.g_01993	Prbd.g_01058
OG0000430	Syag.g_01995	Prbd.g_01057
OG0000431	Syag.g_01998	Prbd.g_01055
OG0000432	Syag.g_02007	Prbd.g_01052
OG0000433	Syag.g_02009	Prbd.g_01051
OG0000434	Syag.g_02010	Prbd.g_01050
OG0000435	Syag.g_02017	Prbd.g_01049
OG0000436	Syag.g_02028	Prbd.g_01044
OG0000437	Syag.g_02029	Prbd.g_01043
OG0000438	Syag.g_02031	Prbd.g_01042
OG0000439	Syag.g_02033	Prbd.g_01040
OG0000440	Syag.g_02034	Prbd.g_01039
OG0000441	Syag.g_02041	Prbd.g_01036
OG0000442	Syag.g_02044	Prbd.g_01035
OG0000443	Syag.g_02046	Prbd.g_01034
OG0000444	Syag.g_02053	Prbd.g_01029
OG0000445	Syag.g_02054	Prbd.g_01028
OG0000446	Syag.g_02056	Prbd.g_01027
OG0000447	Syag.g_02059	Prbd.g_01026
OG0000448	Syag.g_02060	Prbd.g_01025
OG0000449	Syag.g_02061	Prbd.g_01024
OG0000450	Syag.g_02066	Prbd.g_01023
OG0000451	Syag.g_02067	Prbd.g_01022
OG0000452	Syag.g_02071	Prbd.g_01019
OG0000453	Syag.g_02072	Prbd.g_01018
OG0000454	Syag.g_02073	Prbd.g_01017
OG0000455	Syag.g_02074	Prbd.g_01016
OG0000456	Syag.g_02075	Prbd.g_01015
OG0000457	Syag.g_02077	Prbd.g_01013
OG0000458	Syag.g_02080	Prbd.g_01012
OG0000459	Syag.g_02081	Prbd.g_01011
OG0000460	Syag.g_01786	Prbd.g_01004
OG0000461	Syag.g_02675	Prbd.g_00997
OG0000462	Syag.g_02672	Prbd.g_00995
OG0000463	Syag.g_02671	Prbd.g_00994
OG0000464	Syag.g_02670	Prbd.g_00993
OG0000465	Syag.g_02668	Prbd.g_00992
OG0000466	Syag.g_02662	Prbd.g_00989
OG0000467	Syag.g_02660	Prbd.g_00988
OG0000468	Syag.g_02636	Prbd.g_00986
OG0000469	Syag.g_02621	Prbd.g_00977
OG0000470	Syag.g_02619	Prbd.g_00975
OG0000471	Syag.g_02618	Prbd.g_00974
OG0000472	Syag.g_02616	Prbd.g_00973
OG0000473	Syag.g_02614	Prbd.g_00971
OG0000474	Syag.g_02613	Prbd.g_00970
OG0000475	Syag.g_02612	Prbd.g_00969
OG0000476	Syag.g_02610	Prbd.g_00968
OG0000477	Syag.g_02604	Prbd.g_00964
OG0000478	Syag.g_02603	Prbd.g_00963
OG0000479	Syag.g_02602	Prbd.g_00962
OG0000480	Syag.g_02595	Prbd.g_00957
OG0000481	Syag.g_02593	Prbd.g_00955
OG0000482	Syag.g_02592	Prbd.g_00954
OG0000483	Syag.g_02588	Prbd.g_00951
OG0000484	Syag.g_02587	Prbd.g_00950
OG0000485	Syag.g_02586	Prbd.g_00949
OG0000486	Syag.g_02585	Prbd.g_00948
OG0000487	Syag.g_02579	Prbd.g_00944
OG0000488	Syag.g_02575	Prbd.g_00941
OG0000489	Syag.g_02565	Prbd.g_00936
OG0000490	Syag.g_02553	Prbd.g_00931
OG0000491	Syag.g_02551	Prbd.g_00930
OG0000492	Syag.g_02549	Prbd.g_00928
OG0000493	Syag.g_02548	Prbd.g_00927
OG0000494	Syag.g_02547	Prbd.g_00926
OG0000495	Syag.g_02546	Prbd.g_00925
OG0000496	Syag.g_02545	Prbd.g_00924
OG0000497	Syag.g_02544	Prbd.g_00923
OG0000498	Syag.g_02543	Prbd.g_00922
OG0000499	Syag.g_02542	Prbd.g_00921
OG0000500	Syag.g_02541	Prbd.g_00920
OG0000501	Syag.g_02538	Prbd.g_00918
OG0000502	Syag.g_02467	Prbd.g_00915
OG0000503	Syag.g_02843	Prbd.g_00905
OG0000504	Syag.g_02845	Prbd.g_00904
OG0000505	Syag.g_02846	Prbd.g_00903
OG0000506	Syag.g_02849	Prbd.g_00901
OG0000507	Syag.g_02855	Prbd.g_00898
OG0000508	Syag.g_02860	Prbd.g_00894
OG0000509	Syag.g_02862	Prbd.g_00892
OG0000510	Syag.g_02863	Prbd.g_00891
OG0000511	Syag.g_02864	Prbd.g_00890
OG0000512	Syag.g_02866	Prbd.g_00888
OG0000513	Syag.g_00009	Prbd.g_00881
OG0000514	Syag.g_00018	Prbd.g_00811
OG0000515	Syag.g_00019	Prbd.g_00810
OG0000516	Syag.g_00025	Prbd.g_00809
OG0000517	Syag.g_00032	Prbd.g_00807
OG0000518	Syag.g_00044	Prbd.g_00796
OG0000519	Syag.g_00045	Prbd.g_00795
OG0000520	Syag.g_00046	Prbd.g_00794
OG0000521	Syag.g_00054	Prbd.g_00789
OG0000522	Syag.g_00056	Prbd.g_00787
OG0000523	Syag.g_00057	Prbd.g_00786
OG0000524	Syag.g_01327	Prbd.g_00781
OG0000525	Syag.g_01345	Prbd.g_00778
OG0000526	Syag.g_01348	Prbd.g_00777
OG0000527	Syag.g_01354	Prbd.g_00769
OG0000528	Syag.g_01532	Prbd.g_00764
OG0000529	Syag.g_01527	Prbd.g_00761
OG0000530	Syag.g_01524	Prbd.g_00758
OG0000531	Syag.g_01523	Prbd.g_00757
OG0000532	Syag.g_01520	Prbd.g_00755
OG0000533	Syag.g_01518	Prbd.g_00754
OG0000534	Syag.g_01517	Prbd.g_00753
OG0000535	Syag.g_01516	Prbd.g_00752
OG0000536	Syag.g_01515	Prbd.g_00751
OG0000537	Syag.g_01514	Prbd.g_00750
OG0000538	Syag.g_01502	Prbd.g_00742
OG0000539	Syag.g_01501	Prbd.g_00741
OG0000540	Syag.g_01500	Prbd.g_00740
OG0000541	Syag.g_01499	Prbd.g_00739
OG0000542	Syag.g_01496	Prbd.g_00737
OG0000543	Syag.g_01494	Prbd.g_00735
OG0000544	Syag.g_01493	Prbd.g_00734
OG0000545	Syag.g_01491	Prbd.g_00732
OG0000546	Syag.g_01489	Prbd.g_00729
OG0000547	Syag.g_01487	Prbd.g_00727
OG0000548	Syag.g_01486	Prbd.g_00726
OG0000549	Syag.g_01480	Prbd.g_00724
OG0000550	Syag.g_01474	Prbd.g_00719
OG0000551	Syag.g_01470	Prbd.g_00715
OG0000552	Syag.g_01469	Prbd.g_00714
OG0000553	Syag.g_01464	Prbd.g_00713
OG0000554	Syag.g_01453	Prbd.g_00708
OG0000555	Syag.g_00075	Prbd.g_00700
OG0000556	Syag.g_00257	Prbd.g_00698
OG0000557	Syag.g_00267	Prbd.g_00697
OG0000558	Syag.g_00269	Prbd.g_00695
OG0000559	Syag.g_00273	Prbd.g_00691
