Orthogroup	Syag	Syaf
OG0000281	Syag.g_00572	Syaf.g_01636
OG0000282	Syag.g_00611	Syaf.g_02101
OG0000283	Syag.g_00775	Syaf.g_01804
OG0000284	Syag.g_00780	Syaf.g_01810
OG0000285	Syag.g_00791	Syaf.g_01842
OG0000286	Syag.g_00809	Syaf.g_01860
OG0000287	Syag.g_00838	Syaf.g_01896
OG0000288	Syag.g_00869	Syaf.g_01929
OG0000289	Syag.g_00884	Syaf.g_01943
OG0000290	Syag.g_00970	Syaf.g_01439
OG0000291	Syag.g_00972	Syaf.g_01441
OG0000292	Syag.g_02265	Syaf.g_00505
OG0000293	Syag.g_01155	Syaf.g_01277
OG0000294	Syag.g_01154	Syaf.g_01278
OG0000295	Syag.g_01115	Syaf.g_01316
OG0000296	Syag.g_01113	Syaf.g_01318
OG0000298	Syag.g_01098	Syaf.g_01606
OG0000299	Syag.g_01067	Syaf.g_01578
OG0000300	Syag.g_01062	Syaf.g_01571
OG0000301	Syag.g_01061	Syaf.g_01570
OG0000302	Syag.g_01060	Syaf.g_01568
OG0000303	Syag.g_01048	Syaf.g_01559
OG0000304	Syag.g_01041	Syaf.g_01551
OG0000305	Syag.g_00977	Syaf.g_01444
OG0000306	Syag.g_00460	Syaf.g_01332
OG0000307	Syag.g_01546	Syaf.g_02742
OG0000308	Syag.g_01548	Syaf.g_02744
OG0000309	Syag.g_01553	Syaf.g_02749
OG0000310	Syag.g_01291	Syaf.g_02387
OG0000311	Syag.g_01300	Syaf.g_02391
OG0000312	Syag.g_01434	Syaf.g_02397
OG0000313	Syag.g_00966, Syag.g_01412	Syaf.g_02421
OG0000314	Syag.g_01380	Syaf.g_02458
OG0000315	Syag.g_01369	Syaf.g_02468
OG0000316	Syag.g_01641	Syaf.g_01088
OG0000317	Syag.g_01684	Syaf.g_01040
OG0000318	Syag.g_01688	Syaf.g_01032
OG0000319	Syag.g_01710	Syaf.g_01015
OG0000320	Syag.g_01712	Syaf.g_01013
OG0000321	Syag.g_01713	Syaf.g_01012
OG0000322	Syag.g_01714	Syaf.g_01011
OG0000323	Syag.g_01728	Syaf.g_00997
OG0000324	Syag.g_01757	Syaf.g_01164
OG0000325	Syag.g_02690	Syaf.g_00176
OG0000326	Syag.g_02698	Syaf.g_00169
OG0000327	Syag.g_02728	Syaf.g_00138
OG0000328	Syag.g_02729	Syaf.g_00137
OG0000329	Syag.g_02747	Syaf.g_00119
OG0000330	Syag.g_02748	Syaf.g_00118
OG0000331	Syag.g_02749	Syaf.g_00117
OG0000332	Syag.g_02764	Syaf.g_00102
OG0000333	Syag.g_02767	Syaf.g_00099
OG0000334	Syag.g_02777	Syaf.g_00090
OG0000335	Syag.g_02782	Syaf.g_00085
OG0000336	Syag.g_02786	Syaf.g_00081
OG0000337	Syag.g_02445	Syaf.g_00344
OG0000338	Syag.g_02440	Syaf.g_00348
OG0000340	Syag.g_02416	Syaf.g_00366
OG0000341	Syag.g_02414	Syaf.g_00368
OG0000342	Syag.g_02413	Syaf.g_00369
OG0000343	Syag.g_02411	Syaf.g_00370
OG0000344	Syag.g_02407	Syaf.g_00374
OG0000345	Syag.g_02397	Syaf.g_00384
OG0000346	Syag.g_02392	Syaf.g_00389
OG0000347	Syag.g_02366	Syaf.g_00415
OG0000348	Syag.g_02357	Syaf.g_00427
OG0000349	Syag.g_02330	Syaf.g_00445
OG0000350	Syag.g_02705	Syaf.g_00162
OG0000351	Syag.g_02244	Syaf.g_00528
OG0000352	Syag.g_02245	Syaf.g_00527
OG0000353	Syag.g_02271	Syaf.g_00499
OG0000354	Syag.g_01484	Syaf.g_02680
OG0000354	Syag.g_02291	Syaf.g_00479
OG0000355	Syag.g_02273	Syaf.g_00497
OG0000356	Syag.g_02274	Syaf.g_00496
OG0000357	Syag.g_02275	Syaf.g_00495
OG0000358	Syag.g_02279	Syaf.g_00491
OG0000359	Syag.g_02281	Syaf.g_00489
OG0000360	Syag.g_02282	Syaf.g_00488
OG0000361	Syag.g_02283	Syaf.g_00487
OG0000362	Syag.g_02285	Syaf.g_00485
OG0000363	Syag.g_02287	Syaf.g_00483
OG0000364	Syag.g_02288	Syaf.g_00482
OG0000365	Syag.g_02297	Syaf.g_00473
OG0000366	Syag.g_02298	Syaf.g_00472
OG0000367	Syag.g_02299	Syaf.g_00471
OG0000368	Syag.g_02301	Syaf.g_00469
OG0000369	Syag.g_02302	Syaf.g_00468
OG0000370	Syag.g_02303	Syaf.g_00467
OG0000371	Syag.g_02312	Syaf.g_00458
OG0000372	Syag.g_02317	Syaf.g_00453
OG0000373	Syag.g_02318	Syaf.g_00452
OG0000374	Syag.g_02319	Syaf.g_00451
OG0000375	Syag.g_02326	Syaf.g_00449
OG0000376	Syag.g_02328	Syaf.g_00447
OG0000377	Syag.g_02119	Syaf.g_00654
OG0000378	Syag.g_02099	Syaf.g_00668
OG0000379	Syag.g_02091	Syaf.g_00686
OG0000380	Syag.g_01817	Syaf.g_00965
OG0000381	Syag.g_01820	Syaf.g_00962
OG0000382	Syag.g_01838	Syaf.g_00945
OG0000383	Syag.g_01843	Syaf.g_00941
OG0000384	Syag.g_01844	Syaf.g_00940
OG0000385	Syag.g_01845	Syaf.g_00939
OG0000386	Syag.g_01846	Syaf.g_00938
OG0000387	Syag.g_01876	Syaf.g_00912
OG0000388	Syag.g_01880	Syaf.g_00908
OG0000389	Syag.g_01884	Syaf.g_00904
OG0000390	Syag.g_01903	Syaf.g_00883
OG0000391	Syag.g_01908	Syaf.g_00878
OG0000392	Syag.g_01914	Syaf.g_00872
OG0000393	Syag.g_01917	Syaf.g_00870
OG0000394	Syag.g_01918	Syaf.g_00869
OG0000395	Syag.g_01919	Syaf.g_00868
OG0000396	Syag.g_01922	Syaf.g_00865
OG0000397	Syag.g_01924	Syaf.g_00863
OG0000398	Syag.g_01929	Syaf.g_00858
OG0000399	Syag.g_01930	Syaf.g_00857
OG0000400	Syag.g_01931	Syaf.g_00856
OG0000401	Syag.g_01932	Syaf.g_00855
OG0000402	Syag.g_01934	Syaf.g_00852
OG0000403	Syag.g_01935	Syaf.g_00851
OG0000404	Syag.g_01937	Syaf.g_00850
OG0000405	Syag.g_01949	Syaf.g_00835
OG0000406	Syag.g_01953	Syaf.g_00831
OG0000407	Syag.g_01954	Syaf.g_00830
OG0000408	Syag.g_01956	Syaf.g_00828
OG0000409	Syag.g_01958	Syaf.g_00826
OG0000410	Syag.g_01959	Syaf.g_00825
OG0000411	Syag.g_01960	Syaf.g_00824
OG0000412	Syag.g_01961	Syaf.g_00823
OG0000413	Syag.g_01963	Syaf.g_00821
OG0000414	Syag.g_01964	Syaf.g_00820
OG0000415	Syag.g_01965	Syaf.g_00819
OG0000416	Syag.g_01966	Syaf.g_00818
OG0000417	Syag.g_01967	Syaf.g_00817
OG0000418	Syag.g_01973	Syaf.g_00812
OG0000419	Syag.g_01975	Syaf.g_00810
OG0000420	Syag.g_01977	Syaf.g_00808
OG0000421	Syag.g_01982	Syaf.g_00803
OG0000422	Syag.g_01983	Syaf.g_00802
OG0000423	Syag.g_01984	Syaf.g_00801
OG0000424	Syag.g_01985	Syaf.g_00800
OG0000425	Syag.g_01986	Syaf.g_00799
OG0000426	Syag.g_01987	Syaf.g_00798
OG0000427	Syag.g_01988	Syaf.g_00797
OG0000428	Syag.g_01991	Syaf.g_00794
OG0000429	Syag.g_01993	Syaf.g_00792
OG0000430	Syag.g_01995	Syaf.g_00790
OG0000431	Syag.g_01998	Syaf.g_00786
OG0000432	Syag.g_02007	Syaf.g_00779
OG0000433	Syag.g_02009	Syaf.g_00777
OG0000434	Syag.g_02010	Syaf.g_00776
OG0000435	Syag.g_02017	Syaf.g_00772
OG0000436	Syag.g_02028	Syaf.g_00767
OG0000437	Syag.g_02029	Syaf.g_00766
OG0000438	Syag.g_02031	Syaf.g_00765
OG0000439	Syag.g_02033	Syaf.g_00763
OG0000440	Syag.g_02034	Syaf.g_00762
OG0000441	Syag.g_02041	Syaf.g_00756
OG0000442	Syag.g_02044	Syaf.g_00743
OG0000443	Syag.g_02046	Syaf.g_00739
OG0000444	Syag.g_02053	Syaf.g_00733
OG0000445	Syag.g_02054	Syaf.g_00729
OG0000446	Syag.g_02056	Syaf.g_00728
OG0000447	Syag.g_02059	Syaf.g_00725
OG0000448	Syag.g_02060	Syaf.g_00724
OG0000449	Syag.g_02061	Syaf.g_00723
OG0000450	Syag.g_02066	Syaf.g_00717
OG0000451	Syag.g_02067	Syaf.g_00716
OG0000452	Syag.g_02071	Syaf.g_00712
OG0000453	Syag.g_02072	Syaf.g_00711
OG0000454	Syag.g_02073	Syaf.g_00710
OG0000455	Syag.g_02074	Syaf.g_00709
OG0000456	Syag.g_02075	Syaf.g_00708
OG0000457	Syag.g_02077	Syaf.g_00706
OG0000458	Syag.g_02080	Syaf.g_00705
OG0000459	Syag.g_02081	Syaf.g_00704
OG0000460	Syag.g_01786	Syaf.g_02789
OG0000461	Syag.g_02675	Syaf.g_00183
OG0000462	Syag.g_02672	Syaf.g_00186
OG0000463	Syag.g_02671	Syaf.g_00187
OG0000464	Syag.g_02670	Syaf.g_00188
OG0000465	Syag.g_02668	Syaf.g_00190
OG0000466	Syag.g_02662	Syaf.g_00194
OG0000467	Syag.g_02660	Syaf.g_00196
OG0000468	Syag.g_02636	Syaf.g_00206
OG0000469	Syag.g_02621	Syaf.g_00220
OG0000470	Syag.g_02619	Syaf.g_00222
OG0000471	Syag.g_02618	Syaf.g_00223
OG0000472	Syag.g_02616	Syaf.g_00225
OG0000473	Syag.g_02614	Syaf.g_00227
OG0000474	Syag.g_02613	Syaf.g_00228
OG0000475	Syag.g_02612	Syaf.g_00229
OG0000476	Syag.g_02610	Syaf.g_00231
OG0000477	Syag.g_02604	Syaf.g_00237
OG0000478	Syag.g_02603	Syaf.g_00238
OG0000479	Syag.g_02602	Syaf.g_00239
OG0000480	Syag.g_02595	Syaf.g_00247
OG0000481	Syag.g_02593	Syaf.g_00249
OG0000482	Syag.g_02592	Syaf.g_00250
OG0000483	Syag.g_02588	Syaf.g_00254
OG0000484	Syag.g_02587	Syaf.g_00255
OG0000485	Syag.g_02586	Syaf.g_00256
OG0000486	Syag.g_02585	Syaf.g_00257
OG0000487	Syag.g_02579	Syaf.g_00263
OG0000488	Syag.g_02575	Syaf.g_00267
OG0000489	Syag.g_02565	Syaf.g_00274
OG0000490	Syag.g_02553	Syaf.g_00284
OG0000491	Syag.g_02551	Syaf.g_00285
OG0000492	Syag.g_02549	Syaf.g_00288
OG0000493	Syag.g_02548	Syaf.g_00289
OG0000494	Syag.g_02547	Syaf.g_00290
OG0000495	Syag.g_02546	Syaf.g_00291
OG0000496	Syag.g_02545	Syaf.g_00292
OG0000497	Syag.g_02544	Syaf.g_00293
OG0000498	Syag.g_02543	Syaf.g_00294
OG0000499	Syag.g_02542	Syaf.g_00295
OG0000500	Syag.g_02541	Syaf.g_00296
OG0000501	Syag.g_02538	Syaf.g_00299
OG0000502	Syag.g_02467	Syaf.g_00319
OG0000503	Syag.g_02843	Syaf.g_00023
OG0000504	Syag.g_02845	Syaf.g_00021
OG0000505	Syag.g_02846	Syaf.g_00020
OG0000506	Syag.g_02849	Syaf.g_00018
OG0000507	Syag.g_02855	Syaf.g_00012
OG0000508	Syag.g_02860	Syaf.g_00008
OG0000509	Syag.g_02862	Syaf.g_00006
OG0000510	Syag.g_02863	Syaf.g_00005
OG0000511	Syag.g_02864	Syaf.g_00004
OG0000512	Syag.g_02866	Syaf.g_00002
OG0000513	Syag.g_00009	Syaf.g_02803
OG0000514	Syag.g_00018	Syaf.g_02796
OG0000515	Syag.g_00019	Syaf.g_02795
OG0000516	Syag.g_00025	Syaf.g_01219
OG0000517	Syag.g_00032	Syaf.g_01213
OG0000518	Syag.g_00044	Syaf.g_01230
OG0000519	Syag.g_00045	Syaf.g_01231
OG0000520	Syag.g_00046	Syaf.g_01235
OG0000521	Syag.g_00054	Syaf.g_02542
OG0000522	Syag.g_00056	Syaf.g_02538
OG0000523	Syag.g_00057	Syaf.g_02537
OG0000524	Syag.g_01327	Syaf.g_02531
OG0000525	Syag.g_01345	Syaf.g_02507
OG0000526	Syag.g_01348	Syaf.g_02504
OG0000527	Syag.g_01354	Syaf.g_02500
OG0000528	Syag.g_01532	Syaf.g_02728
OG0000529	Syag.g_01527	Syaf.g_02720
OG0000530	Syag.g_01524	Syaf.g_02717
OG0000531	Syag.g_01523	Syaf.g_02716
OG0000532	Syag.g_01520	Syaf.g_02713
OG0000533	Syag.g_01518	Syaf.g_02712
OG0000534	Syag.g_01517	Syaf.g_02711
OG0000535	Syag.g_01516	Syaf.g_02710
OG0000536	Syag.g_01515	Syaf.g_02709
OG0000537	Syag.g_01514	Syaf.g_02708
OG0000538	Syag.g_01502	Syaf.g_02697
OG0000539	Syag.g_01501	Syaf.g_02696
OG0000540	Syag.g_01500	Syaf.g_02695
OG0000541	Syag.g_01499	Syaf.g_02694
OG0000542	Syag.g_01496	Syaf.g_02691
OG0000543	Syag.g_01494	Syaf.g_02689
OG0000544	Syag.g_01493	Syaf.g_02688
OG0000545	Syag.g_01491	Syaf.g_02686
OG0000546	Syag.g_01489	Syaf.g_02684
OG0000547	Syag.g_01487	Syaf.g_02682
OG0000548	Syag.g_01486	Syaf.g_02681
OG0000549	Syag.g_01480	Syaf.g_02676
OG0000550	Syag.g_01474	Syaf.g_02671
OG0000551	Syag.g_01470	Syaf.g_02666
OG0000552	Syag.g_01469	Syaf.g_02665
OG0000553	Syag.g_01464	Syaf.g_02663
OG0000554	Syag.g_01453	Syaf.g_02653
