Orthogroup	Prbn	Prap
OG0000047	Prbn.g_00996	Prap.g_01580
OG0000048	Prbn.g_00988	Prap.g_01572
OG0000050	Prbn.g_00750	Prap.g_00923
OG0000051	Prbn.g_01256	Prap.g_01013
OG0000052	Prbn.g_00829	Prap.g_00591
OG0000053	Prbn.g_00577	Prap.g_01230
OG0000053	Prbn.g_01657	Prap.g_01867
OG0000054	Prbn.g_00475	Prap.g_01128
OG0000055	Prbn.g_01523	Prap.g_00760
OG0000056	Prbn.g_01133	Prap.g_00512
OG0000057	Prbn.g_00313	Prap.g_01475
OG0000058	Prbn.g_00639	Prap.g_01292
OG0000059	Prbn.g_01562	Prap.g_00799
OG0000062	Prbn.g_01650	Prap.g_01883
OG0000063	Prbn.g_00389	Prap.g_00429
OG0000065	Prbn.g_01084	Prap.g_00561
OG0000066	Prbn.g_00170	Prap.g_00079
OG0000067	Prbn.g_00802	Prap.g_00619
OG0000068	Prbn.g_01881	Prap.g_01642
OG0000069	Prbn.g_00251	Prap.g_00160
OG0000071	Prbn.g_00002, Prbn.g_00003	Prap.g_00043
OG0000072	Prbn.g_00088	Prap.g_01389
OG0000073	Prbn.g_00845	Prap.g_00356
OG0000074	Prbn.g_01572	Prap.g_00809
OG0000075	Prbn.g_01539	Prap.g_00776
OG0000076	Prbn.g_01471	Prap.g_00708
OG0000077	Prbn.g_01661	Prap.g_01863
OG0000078	Prbn.g_00173	Prap.g_00082
OG0000079	Prbn.g_00897	Prap.g_00206
OG0000080	Prbn.g_00803	Prap.g_00618
OG0000081	Prbn.g_01915	Prap.g_01608
OG0000082	Prbn.g_00798	Prap.g_00623
OG0000083	Prbn.g_00011	Prap.g_00051
OG0000084	Prbn.g_00008	Prap.g_00048
OG0000085	Prbn.g_00759	Prap.g_00932
OG0000087	Prbn.g_00730	Prap.g_00903
OG0000088	Prbn.g_01304	Prap.g_01061
OG0000089	Prbn.g_01295	Prap.g_01052
OG0000090	Prbn.g_01278	Prap.g_01035
OG0000091	Prbn.g_01244	Prap.g_01001
OG0000092	Prbn.g_01243, Prbn.g_00384	Prap.g_01000
OG0000093	Prbn.g_00370	Prap.g_00986
OG0000094	Prbn.g_00351	Prap.g_00967
OG0000095	Prbn.g_00346	Prap.g_00962
OG0000096	Prbn.g_00017	Prap.g_01460
OG0000097	Prbn.g_00041	Prap.g_01436
OG0000098	Prbn.g_00052	Prap.g_01425
OG0000099	Prbn.g_00062	Prap.g_01415
OG0000100	Prbn.g_00065	Prap.g_01412
OG0000101	Prbn.g_00694	Prap.g_01347
OG0000102	Prbn.g_01102	Prap.g_00543
OG0000103	Prbn.g_00638	Prap.g_01291
OG0000104	Prbn.g_00634	Prap.g_01287
OG0000105	Prbn.g_00614	Prap.g_01267
OG0000106	Prbn.g_00584	Prap.g_01237
OG0000107	Prbn.g_00583	Prap.g_01236
OG0000108	Prbn.g_00573	Prap.g_01226
OG0000109	Prbn.g_00564	Prap.g_01217
OG0000110	Prbn.g_00547	Prap.g_01200
OG0000111	Prbn.g_00443	Prap.g_00375
OG0000112	Prbn.g_00444	Prap.g_00374
OG0000113	Prbn.g_01351	Prap.g_00324
OG0000114	Prbn.g_01548	Prap.g_00785
OG0000115	Prbn.g_01418	Prap.g_00257
OG0000116	Prbn.g_01414	Prap.g_00261
OG0000117	Prbn.g_01468	Prap.g_00705
OG0000118	Prbn.g_01144	Prap.g_00501
OG0000119	Prbn.g_01653	Prap.g_01880
OG0000120	Prbn.g_01195	Prap.g_00450
OG0000121	Prbn.g_00391	Prap.g_00427
OG0000122	Prbn.g_00411	Prap.g_00407
OG0000123	Prbn.g_00482	Prap.g_01135
OG0000124	Prbn.g_00886	Prap.g_00217
OG0000125	Prbn.g_01071	Prap.g_00574
OG0000126	Prbn.g_01240	Prap.g_00059
OG0000127	Prbn.g_00200	Prap.g_00109
OG0000128	Prbn.g_00213	Prap.g_00122
OG0000129	Prbn.g_00249	Prap.g_00158
OG0000130	Prbn.g_01742	Prap.g_01782
OG0000131	Prbn.g_01782	Prap.g_01742
OG0000132	Prbn.g_01785	Prap.g_01739
OG0000133	Prbn.g_01839	Prap.g_01685
OG0000134	Prbn.g_01875	Prap.g_01648, Prap.g_01649
OG0000135	Prbn.g_01877	Prap.g_01646
OG0000136	Prbn.g_01012	Prap.g_01596
OG0000137	Prbn.g_00978	Prap.g_01562
OG0000138	Prbn.g_00944	Prap.g_01528
OG0000139	Prbn.g_00913	Prap.g_01497
OG0000140	Prbn.g_00301	Prap.g_00053
OG0000141	Prbn.g_00302	Prap.g_00052
OG0000142	Prbn.g_00010	Prap.g_00050
OG0000143	Prbn.g_00009	Prap.g_00049
OG0000144	Prbn.g_00007	Prap.g_00047
OG0000145	Prbn.g_00006	Prap.g_00046
OG0000146	Prbn.g_00005	Prap.g_00045
OG0000147	Prbn.g_00004	Prap.g_00044
OG0000148	Prbn.g_00001	Prap.g_00042
OG0000149	Prbn.g_00768	Prap.g_00941
OG0000150	Prbn.g_00767	Prap.g_00940
OG0000151	Prbn.g_00766	Prap.g_00939
OG0000152	Prbn.g_00765	Prap.g_00938
OG0000153	Prbn.g_00764	Prap.g_00937
OG0000154	Prbn.g_00763	Prap.g_00936
OG0000155	Prbn.g_00762	Prap.g_00935
OG0000156	Prbn.g_00761	Prap.g_00934
OG0000157	Prbn.g_00760	Prap.g_00933
OG0000158	Prbn.g_00758	Prap.g_00931
OG0000159	Prbn.g_00757	Prap.g_00930
OG0000160	Prbn.g_00756	Prap.g_00929
OG0000161	Prbn.g_00755	Prap.g_00928
OG0000162	Prbn.g_00754	Prap.g_00927
OG0000163	Prbn.g_00752	Prap.g_00925
OG0000164	Prbn.g_00749	Prap.g_00922
OG0000165	Prbn.g_00746	Prap.g_00919
OG0000166	Prbn.g_00745	Prap.g_00918
OG0000167	Prbn.g_00744	Prap.g_00917
OG0000168	Prbn.g_00742	Prap.g_00915
OG0000169	Prbn.g_00740	Prap.g_00913
OG0000170	Prbn.g_00738	Prap.g_00911
OG0000171	Prbn.g_00737	Prap.g_00910
OG0000172	Prbn.g_00736	Prap.g_00909
OG0000173	Prbn.g_00733	Prap.g_00906
OG0000174	Prbn.g_00732	Prap.g_00905
OG0000175	Prbn.g_00731	Prap.g_00904
OG0000176	Prbn.g_00729	Prap.g_00902
OG0000177	Prbn.g_00728	Prap.g_00901
OG0000178	Prbn.g_00726	Prap.g_00899
OG0000179	Prbn.g_00714	Prap.g_00887
OG0000180	Prbn.g_00713	Prap.g_00886
OG0000181	Prbn.g_00712	Prap.g_00885
OG0000182	Prbn.g_00708	Prap.g_00881
OG0000183	Prbn.g_00707	Prap.g_00880
OG0000184	Prbn.g_00704	Prap.g_00877
OG0000185	Prbn.g_01343	Prap.g_01100
OG0000186	Prbn.g_01342	Prap.g_01099
OG0000187	Prbn.g_01034	Prap.g_00025
OG0000188	Prbn.g_01341	Prap.g_01098
OG0000189	Prbn.g_01340	Prap.g_01097
OG0000190	Prbn.g_01339	Prap.g_01096
OG0000191	Prbn.g_01338	Prap.g_01095
OG0000192	Prbn.g_01337	Prap.g_01094
OG0000193	Prbn.g_01336	Prap.g_01093
OG0000194	Prbn.g_01335	Prap.g_01092
OG0000195	Prbn.g_01333	Prap.g_01090
OG0000196	Prbn.g_01332	Prap.g_01089
OG0000197	Prbn.g_01331	Prap.g_01088
OG0000198	Prbn.g_01330	Prap.g_01087
OG0000199	Prbn.g_01327	Prap.g_01084
OG0000200	Prbn.g_01326	Prap.g_01083
OG0000201	Prbn.g_01325	Prap.g_01082
OG0000202	Prbn.g_01323	Prap.g_01080
OG0000203	Prbn.g_01322	Prap.g_01079
OG0000204	Prbn.g_01321	Prap.g_01078
OG0000205	Prbn.g_01319	Prap.g_01076
OG0000206	Prbn.g_01318	Prap.g_01075
OG0000207	Prbn.g_01317	Prap.g_01074
OG0000208	Prbn.g_01316	Prap.g_01073
OG0000209	Prbn.g_01315	Prap.g_01072
OG0000210	Prbn.g_01314	Prap.g_01071
OG0000211	Prbn.g_01312	Prap.g_01069
OG0000212	Prbn.g_01311	Prap.g_01068
OG0000213	Prbn.g_01310	Prap.g_01067
OG0000214	Prbn.g_01306	Prap.g_01063
OG0000215	Prbn.g_01305	Prap.g_01062
OG0000216	Prbn.g_01303	Prap.g_01060
OG0000217	Prbn.g_01302	Prap.g_01059
OG0000218	Prbn.g_01301	Prap.g_01058
OG0000219	Prbn.g_01300	Prap.g_01057
OG0000220	Prbn.g_01297	Prap.g_01054
OG0000221	Prbn.g_01294	Prap.g_01051
OG0000222	Prbn.g_01293	Prap.g_01050
OG0000223	Prbn.g_01292	Prap.g_01049
OG0000224	Prbn.g_01290	Prap.g_01047
OG0000225	Prbn.g_01288	Prap.g_01045
OG0000226	Prbn.g_01286	Prap.g_01043
OG0000227	Prbn.g_01285	Prap.g_01042
OG0000228	Prbn.g_01284	Prap.g_01041
OG0000229	Prbn.g_01283	Prap.g_01040
OG0000230	Prbn.g_01282	Prap.g_01039
OG0000231	Prbn.g_01356	Prap.g_00319
OG0000232	Prbn.g_01280	Prap.g_01037
OG0000233	Prbn.g_01277	Prap.g_01034
OG0000234	Prbn.g_01275	Prap.g_01032
OG0000235	Prbn.g_01269	Prap.g_01026
OG0000236	Prbn.g_01268	Prap.g_01025
OG0000237	Prbn.g_01267	Prap.g_01024
OG0000238	Prbn.g_01266	Prap.g_01023
OG0000239	Prbn.g_01265	Prap.g_01022
OG0000240	Prbn.g_01263	Prap.g_01020
OG0000241	Prbn.g_01262	Prap.g_01019
OG0000242	Prbn.g_01261	Prap.g_01018
OG0000243	Prbn.g_01260	Prap.g_01017
OG0000244	Prbn.g_01259	Prap.g_01016
OG0000245	Prbn.g_01257	Prap.g_01014
OG0000246	Prbn.g_01255	Prap.g_01012
OG0000247	Prbn.g_01254	Prap.g_01011
OG0000248	Prbn.g_01253	Prap.g_01010
OG0000249	Prbn.g_01252	Prap.g_01009
OG0000250	Prbn.g_01251	Prap.g_01008
OG0000251	Prbn.g_01250	Prap.g_01007
OG0000252	Prbn.g_01249	Prap.g_01006
OG0000253	Prbn.g_01248	Prap.g_01005
OG0000254	Prbn.g_01246	Prap.g_01003
OG0000255	Prbn.g_01245	Prap.g_01002
OG0000256	Prbn.g_00383	Prap.g_00999
OG0000257	Prbn.g_00381	Prap.g_00997
OG0000258	Prbn.g_00380	Prap.g_00996
OG0000259	Prbn.g_00379	Prap.g_00995
OG0000260	Prbn.g_00378	Prap.g_00994
OG0000261	Prbn.g_00377	Prap.g_00993
OG0000262	Prbn.g_00376	Prap.g_00992
OG0000263	Prbn.g_00375	Prap.g_00991
OG0000264	Prbn.g_00373	Prap.g_00989
OG0000265	Prbn.g_00372	Prap.g_00988
OG0000266	Prbn.g_00371	Prap.g_00987
OG0000267	Prbn.g_00369	Prap.g_00985
OG0000268	Prbn.g_00367	Prap.g_00983
OG0000269	Prbn.g_00366	Prap.g_00982
OG0000270	Prbn.g_00365	Prap.g_00981
OG0000271	Prbn.g_00364	Prap.g_00980
OG0000272	Prbn.g_00363	Prap.g_00979
OG0000273	Prbn.g_00362	Prap.g_00978
OG0000274	Prbn.g_00361	Prap.g_00977
OG0000275	Prbn.g_00360	Prap.g_00976
OG0000276	Prbn.g_00359	Prap.g_00975
OG0000277	Prbn.g_00358	Prap.g_00974
OG0000278	Prbn.g_00357	Prap.g_00973
OG0000279	Prbn.g_00356	Prap.g_00972
OG0000280	Prbn.g_00355	Prap.g_00971
OG0000281	Prbn.g_00353	Prap.g_00969
OG0000282	Prbn.g_00352	Prap.g_00968
OG0000283	Prbn.g_00349	Prap.g_00965
OG0000284	Prbn.g_00348	Prap.g_00964
OG0000285	Prbn.g_00347	Prap.g_00963
OG0000286	Prbn.g_00345	Prap.g_00961
OG0000287	Prbn.g_00343	Prap.g_00959
OG0000288	Prbn.g_00342	Prap.g_00958
OG0000289	Prbn.g_00341	Prap.g_00957
OG0000290	Prbn.g_00340	Prap.g_00956
OG0000291	Prbn.g_00339	Prap.g_00955
OG0000292	Prbn.g_00338	Prap.g_00954
OG0000293	Prbn.g_00337	Prap.g_00953
OG0000294	Prbn.g_00336	Prap.g_00952
OG0000295	Prbn.g_00335	Prap.g_00951
OG0000296	Prbn.g_00334	Prap.g_00950
OG0000297	Prbn.g_00333	Prap.g_00949
OG0000298	Prbn.g_00332	Prap.g_00948
OG0000299	Prbn.g_00331	Prap.g_00947
OG0000300	Prbn.g_00330	Prap.g_00946
OG0000301	Prbn.g_00329	Prap.g_00945
OG0000302	Prbn.g_00328	Prap.g_00944
OG0000303	Prbn.g_00327	Prap.g_00943
OG0000304	Prbn.g_00325	Prap.g_01487
OG0000305	Prbn.g_00324	Prap.g_01486
OG0000306	Prbn.g_00323	Prap.g_01485
OG0000307	Prbn.g_00321	Prap.g_01483
OG0000308	Prbn.g_00320	Prap.g_01482
OG0000309	Prbn.g_00319	Prap.g_01481
OG0000310	Prbn.g_00318	Prap.g_01480
OG0000311	Prbn.g_00317	Prap.g_01479
OG0000312	Prbn.g_00315	Prap.g_01477
OG0000313	Prbn.g_00314	Prap.g_01476
OG0000314	Prbn.g_00310	Prap.g_01472
OG0000315	Prbn.g_00309	Prap.g_01471
OG0000316	Prbn.g_00307	Prap.g_01469
OG0000317	Prbn.g_00305	Prap.g_01467
OG0000318	Prbn.g_00304	Prap.g_01466
OG0000319	Prbn.g_00012	Prap.g_01465
OG0000320	Prbn.g_00013	Prap.g_01464
OG0000321	Prbn.g_00016	Prap.g_01461
OG0000322	Prbn.g_00020	Prap.g_01457
OG0000323	Prbn.g_00021	Prap.g_01456
OG0000324	Prbn.g_00024	Prap.g_01453
OG0000325	Prbn.g_00025	Prap.g_01452
OG0000326	Prbn.g_00026	Prap.g_01451
OG0000327	Prbn.g_00028	Prap.g_01449
OG0000328	Prbn.g_00029	Prap.g_01448
OG0000329	Prbn.g_00030	Prap.g_01447
OG0000330	Prbn.g_00031	Prap.g_01446
OG0000331	Prbn.g_00033	Prap.g_01444
OG0000332	Prbn.g_00034	Prap.g_01443
OG0000333	Prbn.g_00035	Prap.g_01442
OG0000334	Prbn.g_00036	Prap.g_01441
OG0000335	Prbn.g_00037	Prap.g_01440
OG0000336	Prbn.g_00039	Prap.g_01438
OG0000337	Prbn.g_00042	Prap.g_01435
OG0000338	Prbn.g_00043	Prap.g_01434
OG0000339	Prbn.g_00044	Prap.g_01433
OG0000340	Prbn.g_00045	Prap.g_01432
OG0000341	Prbn.g_00049	Prap.g_01428
OG0000342	Prbn.g_00050	Prap.g_01427
OG0000343	Prbn.g_00053	Prap.g_01424
OG0000344	Prbn.g_00054	Prap.g_01423
OG0000345	Prbn.g_00055	Prap.g_01422
OG0000346	Prbn.g_00056	Prap.g_01421
OG0000347	Prbn.g_00057	Prap.g_01420
OG0000348	Prbn.g_00059	Prap.g_01418
OG0000349	Prbn.g_00060	Prap.g_01417
OG0000350	Prbn.g_00061	Prap.g_01416
OG0000351	Prbn.g_00063	Prap.g_01414
OG0000352	Prbn.g_00066	Prap.g_01411
OG0000353	Prbn.g_00067	Prap.g_01410
OG0000354	Prbn.g_00068	Prap.g_01409
OG0000355	Prbn.g_00069	Prap.g_01408
OG0000356	Prbn.g_00070	Prap.g_01407
OG0000357	Prbn.g_00071	Prap.g_01406
OG0000358	Prbn.g_00072	Prap.g_01405
OG0000359	Prbn.g_00073	Prap.g_01404
OG0000360	Prbn.g_00075	Prap.g_01402
OG0000361	Prbn.g_00076	Prap.g_01401
OG0000362	Prbn.g_00077	Prap.g_01400
OG0000363	Prbn.g_00078	Prap.g_01399
OG0000364	Prbn.g_00079	Prap.g_01398
OG0000365	Prbn.g_00080	Prap.g_01397
OG0000366	Prbn.g_00081	Prap.g_01396
OG0000367	Prbn.g_00082	Prap.g_01395
OG0000368	Prbn.g_00083	Prap.g_01394
OG0000369	Prbn.g_00084	Prap.g_01393
OG0000370	Prbn.g_00085	Prap.g_01392
OG0000371	Prbn.g_00086	Prap.g_01391
OG0000372	Prbn.g_00087	Prap.g_01390
OG0000373	Prbn.g_00089	Prap.g_01388
OG0000374	Prbn.g_00090	Prap.g_01387
OG0000375	Prbn.g_00091	Prap.g_01386
OG0000376	Prbn.g_00092	Prap.g_01385
OG0000377	Prbn.g_00098	Prap.g_01379
OG0000378	Prbn.g_00099	Prap.g_01378
OG0000379	Prbn.g_00105	Prap.g_01372
OG0000380	Prbn.g_00107	Prap.g_01370
OG0000381	Prbn.g_00108	Prap.g_01369
OG0000382	Prbn.g_00109	Prap.g_01368
OG0000383	Prbn.g_00112	Prap.g_01365
OG0000384	Prbn.g_00113	Prap.g_01364
OG0000385	Prbn.g_00116	Prap.g_01361
OG0000386	Prbn.g_00117	Prap.g_01360
OG0000387	Prbn.g_00118	Prap.g_01359
OG0000388	Prbn.g_00119	Prap.g_01358
OG0000389	Prbn.g_00120	Prap.g_01357
OG0000390	Prbn.g_00121	Prap.g_01356
OG0000391	Prbn.g_00122	Prap.g_01355
OG0000392	Prbn.g_00123	Prap.g_01354
OG0000393	Prbn.g_00697	Prap.g_01350
OG0000394	Prbn.g_00696	Prap.g_01349
OG0000395	Prbn.g_00693	Prap.g_01346
OG0000396	Prbn.g_01491	Prap.g_00728
OG0000397	Prbn.g_01145	Prap.g_00500
OG0000398	Prbn.g_01697	Prap.g_01827
OG0000399	Prbn.g_01150	Prap.g_00495
OG0000400	Prbn.g_01810	Prap.g_01714
OG0000401	Prbn.g_00682	Prap.g_01335
OG0000402	Prbn.g_00681	Prap.g_01334
OG0000403	Prbn.g_00680	Prap.g_01333
OG0000404	Prbn.g_00678	Prap.g_01331
OG0000405	Prbn.g_00677	Prap.g_01330
OG0000406	Prbn.g_00675	Prap.g_01328
OG0000407	Prbn.g_00674	Prap.g_01327
OG0000408	Prbn.g_00673	Prap.g_01326
OG0000409	Prbn.g_00672	Prap.g_01325
OG0000410	Prbn.g_00671	Prap.g_01324
OG0000411	Prbn.g_00670	Prap.g_01323
OG0000412	Prbn.g_00669	Prap.g_01322
OG0000413	Prbn.g_00668	Prap.g_01321
OG0000414	Prbn.g_00667	Prap.g_01320
OG0000415	Prbn.g_00666	Prap.g_01319
OG0000416	Prbn.g_00665	Prap.g_01318
OG0000417	Prbn.g_00664	Prap.g_01317
OG0000418	Prbn.g_00663	Prap.g_01316
OG0000419	Prbn.g_00662	Prap.g_01315
OG0000420	Prbn.g_00661	Prap.g_01314
OG0000421	Prbn.g_00657	Prap.g_01310
OG0000422	Prbn.g_00655	Prap.g_01308
OG0000423	Prbn.g_00654	Prap.g_01307
OG0000424	Prbn.g_00653	Prap.g_01306
OG0000425	Prbn.g_00649	Prap.g_01302
OG0000426	Prbn.g_00648	Prap.g_01301
OG0000427	Prbn.g_00647	Prap.g_01300
OG0000428	Prbn.g_00645	Prap.g_01298
OG0000429	Prbn.g_00644	Prap.g_01297
OG0000430	Prbn.g_00643	Prap.g_01296
OG0000431	Prbn.g_00641	Prap.g_01294
OG0000432	Prbn.g_00640	Prap.g_01293
OG0000433	Prbn.g_00637	Prap.g_01290
OG0000434	Prbn.g_00636	Prap.g_01289
OG0000435	Prbn.g_00635	Prap.g_01288
OG0000436	Prbn.g_00633	Prap.g_01286
OG0000437	Prbn.g_00631	Prap.g_01284
OG0000438	Prbn.g_00630	Prap.g_01283
OG0000439	Prbn.g_00629	Prap.g_01282
OG0000440	Prbn.g_00627	Prap.g_01280
OG0000441	Prbn.g_00626	Prap.g_01279
OG0000442	Prbn.g_00625	Prap.g_01278
OG0000443	Prbn.g_00624	Prap.g_01277
OG0000444	Prbn.g_00623	Prap.g_01276
OG0000445	Prbn.g_00622	Prap.g_01275
OG0000446	Prbn.g_00621	Prap.g_01274
OG0000447	Prbn.g_00620	Prap.g_01273
OG0000448	Prbn.g_00619	Prap.g_01272
OG0000449	Prbn.g_00613	Prap.g_01266
OG0000450	Prbn.g_00612	Prap.g_01265
OG0000451	Prbn.g_00611	Prap.g_01264
OG0000452	Prbn.g_00610	Prap.g_01263
OG0000453	Prbn.g_00609	Prap.g_01262
OG0000454	Prbn.g_00608	Prap.g_01261
OG0000455	Prbn.g_00607	Prap.g_01260
OG0000456	Prbn.g_00606	Prap.g_01259
OG0000457	Prbn.g_00604	Prap.g_01257
OG0000458	Prbn.g_00602	Prap.g_01255
OG0000459	Prbn.g_00601	Prap.g_01254
OG0000460	Prbn.g_00599	Prap.g_01252
OG0000461	Prbn.g_00598	Prap.g_01251
OG0000462	Prbn.g_00597	Prap.g_01250
OG0000463	Prbn.g_00596	Prap.g_01249
OG0000464	Prbn.g_00592	Prap.g_01245
OG0000465	Prbn.g_00591	Prap.g_01244
OG0000466	Prbn.g_00590	Prap.g_01243
OG0000467	Prbn.g_00589	Prap.g_01242
OG0000468	Prbn.g_00588	Prap.g_01241
OG0000469	Prbn.g_00587	Prap.g_01240
OG0000470	Prbn.g_00586	Prap.g_01239
OG0000471	Prbn.g_00585	Prap.g_01238
OG0000472	Prbn.g_00582	Prap.g_01235
OG0000473	Prbn.g_00581	Prap.g_01234
OG0000474	Prbn.g_00580	Prap.g_01233
OG0000475	Prbn.g_00579	Prap.g_01232
OG0000476	Prbn.g_00578	Prap.g_01231
OG0000477	Prbn.g_00576	Prap.g_01229
OG0000478	Prbn.g_00575	Prap.g_01228
OG0000479	Prbn.g_00574	Prap.g_01227
OG0000480	Prbn.g_00572	Prap.g_01225
OG0000481	Prbn.g_00571	Prap.g_01224
OG0000482	Prbn.g_00570	Prap.g_01223
OG0000483	Prbn.g_00569	Prap.g_01222
OG0000484	Prbn.g_00568	Prap.g_01221
OG0000485	Prbn.g_00567	Prap.g_01220
OG0000486	Prbn.g_00566	Prap.g_01219
OG0000487	Prbn.g_00565	Prap.g_01218
OG0000488	Prbn.g_00563	Prap.g_01216
OG0000489	Prbn.g_00562	Prap.g_01215
OG0000490	Prbn.g_00561	Prap.g_01214
OG0000491	Prbn.g_00560	Prap.g_01213
OG0000492	Prbn.g_00559	Prap.g_01212
OG0000493	Prbn.g_00558	Prap.g_01211
OG0000494	Prbn.g_00557	Prap.g_01210
OG0000495	Prbn.g_00556	Prap.g_01209
OG0000496	Prbn.g_00554	Prap.g_01207
OG0000497	Prbn.g_00552	Prap.g_01205
OG0000498	Prbn.g_00551	Prap.g_01204
OG0000499	Prbn.g_00549	Prap.g_01202
OG0000500	Prbn.g_00548	Prap.g_01201
OG0000501	Prbn.g_00546	Prap.g_01199
OG0000502	Prbn.g_00545	Prap.g_01198
OG0000503	Prbn.g_00544	Prap.g_01197
OG0000504	Prbn.g_00543	Prap.g_01196
OG0000505	Prbn.g_00542	Prap.g_01195
OG0000506	Prbn.g_00541	Prap.g_01194
OG0000507	Prbn.g_00540	Prap.g_01193
OG0000508	Prbn.g_00538	Prap.g_01191
OG0000509	Prbn.g_00537	Prap.g_01190
OG0000510	Prbn.g_00536	Prap.g_01189
OG0000511	Prbn.g_00535	Prap.g_01188
OG0000512	Prbn.g_00534	Prap.g_01187
OG0000513	Prbn.g_00533	Prap.g_01186
OG0000514	Prbn.g_00532	Prap.g_01185
OG0000515	Prbn.g_00529	Prap.g_01182
OG0000516	Prbn.g_00528	Prap.g_01181
OG0000517	Prbn.g_00527	Prap.g_01180
OG0000518	Prbn.g_00524	Prap.g_01177
OG0000519	Prbn.g_00523	Prap.g_01176
OG0000520	Prbn.g_00522	Prap.g_01175
OG0000521	Prbn.g_00521	Prap.g_01174
OG0000522	Prbn.g_00520	Prap.g_01173
OG0000523	Prbn.g_00519	Prap.g_01172
OG0000524	Prbn.g_00518	Prap.g_01171
OG0000525	Prbn.g_00516	Prap.g_01169
OG0000526	Prbn.g_00515	Prap.g_01168
OG0000527	Prbn.g_00514	Prap.g_01167
OG0000528	Prbn.g_00513	Prap.g_01166
OG0000529	Prbn.g_00512	Prap.g_01165
OG0000530	Prbn.g_00511	Prap.g_01164
OG0000531	Prbn.g_00509	Prap.g_01162
OG0000532	Prbn.g_00508	Prap.g_01161
OG0000533	Prbn.g_00507	Prap.g_01160
OG0000534	Prbn.g_00506	Prap.g_01159
OG0000535	Prbn.g_00505	Prap.g_01158
OG0000536	Prbn.g_00504	Prap.g_01157
OG0000537	Prbn.g_00503	Prap.g_01156
OG0000538	Prbn.g_00502	Prap.g_01155
