Orthogroup	Prbn	Praw
OG0000068	Prbn.g_01881	Praw.g_00096
OG0000069	Prbn.g_00251	Praw.g_01043
OG0000071	Prbn.g_00002, Prbn.g_00003	Praw.g_01125
OG0000072	Prbn.g_00088	Praw.g_00812
OG0000073	Prbn.g_00845	Praw.g_01853
OG0000074	Prbn.g_01572	Praw.g_01831
OG0000075	Prbn.g_01539	Praw.g_01690
OG0000076	Prbn.g_01471	Praw.g_01467
OG0000078	Prbn.g_00173	Praw.g_01051
OG0000079	Prbn.g_00897	Praw.g_00415
OG0000080	Prbn.g_00803	Praw.g_00464
OG0000081	Prbn.g_01915	Praw.g_00066
OG0000082	Prbn.g_00798	Praw.g_01170
OG0000083	Prbn.g_00011	Praw.g_01133
OG0000084	Prbn.g_00008	Praw.g_01130
OG0000085	Prbn.g_00759	Praw.g_01405
OG0000087	Prbn.g_00730	Praw.g_01379
OG0000088	Prbn.g_01304	Praw.g_01322
OG0000089	Prbn.g_01295	Praw.g_01314
OG0000090	Prbn.g_01278	Praw.g_01296
OG0000091	Prbn.g_01244	Praw.g_01266
OG0000092	Prbn.g_01243, Prbn.g_00384	Praw.g_01265
OG0000093	Prbn.g_00370	Praw.g_01251
OG0000094	Prbn.g_00351	Praw.g_01233
OG0000095	Prbn.g_00346	Praw.g_01228
OG0000096	Prbn.g_00017	Praw.g_00882
OG0000097	Prbn.g_00041	Praw.g_00860
OG0000099	Prbn.g_00062	Praw.g_00840
OG0000100	Prbn.g_00065	Praw.g_00837
OG0000101	Prbn.g_00694	Praw.g_00775
OG0000102	Prbn.g_01102	Praw.g_00751
OG0000103	Prbn.g_00638	Praw.g_00671
OG0000104	Prbn.g_00634	Praw.g_00667
OG0000105	Prbn.g_00614	Praw.g_00649
OG0000106	Prbn.g_00584	Praw.g_00616
OG0000107	Prbn.g_00583	Praw.g_00615
OG0000108	Prbn.g_00573	Praw.g_00605
OG0000109	Prbn.g_00564	Praw.g_00596
OG0000110	Prbn.g_00547	Praw.g_00580
OG0000111	Prbn.g_00443	Praw.g_01871
OG0000112	Prbn.g_00444	Praw.g_01870
OG0000113	Prbn.g_01351	Praw.g_01787
OG0000114	Prbn.g_01548	Praw.g_01699
OG0000115	Prbn.g_01418	Praw.g_01539
OG0000116	Prbn.g_01414	Praw.g_01535
OG0000117	Prbn.g_01468	Praw.g_01470
OG0000118	Prbn.g_01144	Praw.g_01418
OG0000119	Prbn.g_01653	Praw.g_00204
OG0000120	Prbn.g_01195	Praw.g_00240
OG0000121	Prbn.g_00391	Praw.g_00259
OG0000122	Prbn.g_00411	Praw.g_00278
OG0000123	Prbn.g_00482	Praw.g_00291
OG0000124	Prbn.g_00886	Praw.g_00904
OG0000125	Prbn.g_01071	Praw.g_00993
OG0000126	Prbn.g_01240	Praw.g_01016
OG0000127	Prbn.g_00200	Praw.g_01096
OG0000128	Prbn.g_00213	Praw.g_01079, Praw.g_01080
OG0000129	Prbn.g_00249	Praw.g_00374
OG0000130	Prbn.g_01742	Praw.g_00513
OG0000131	Prbn.g_01782	Praw.g_00551
OG0000132	Prbn.g_01785	Praw.g_00554
OG0000133	Prbn.g_01839	Praw.g_00137
OG0000134	Prbn.g_01875	Praw.g_00101
OG0000135	Prbn.g_01877	Praw.g_00099
OG0000136	Prbn.g_01012	Praw.g_00055
OG0000137	Prbn.g_00978	Praw.g_00022
OG0000138	Prbn.g_00944	Praw.g_01180
OG0000139	Prbn.g_00913	Praw.g_01153
OG0000140	Prbn.g_00301	Praw.g_01135
OG0000141	Prbn.g_00302	Praw.g_01134
OG0000142	Prbn.g_00010	Praw.g_01132
OG0000143	Prbn.g_00009	Praw.g_01131
OG0000144	Prbn.g_00007	Praw.g_01129
OG0000145	Prbn.g_00006	Praw.g_01128
OG0000146	Prbn.g_00005	Praw.g_01127
OG0000147	Prbn.g_00004	Praw.g_01126
OG0000148	Prbn.g_00001	Praw.g_01124
OG0000149	Prbn.g_00768	Praw.g_01414
OG0000150	Prbn.g_00767	Praw.g_01413
OG0000151	Prbn.g_00766	Praw.g_01412
OG0000152	Prbn.g_00765	Praw.g_01411
OG0000153	Prbn.g_00764	Praw.g_01410
OG0000154	Prbn.g_00763	Praw.g_01409
OG0000155	Prbn.g_00762	Praw.g_01408
OG0000156	Prbn.g_00761	Praw.g_01407
OG0000157	Prbn.g_00760	Praw.g_01406
OG0000158	Prbn.g_00758	Praw.g_01404
OG0000159	Prbn.g_00757	Praw.g_01403
OG0000160	Prbn.g_00756	Praw.g_01402
OG0000161	Prbn.g_00755	Praw.g_01401
OG0000162	Prbn.g_00754	Praw.g_01400
OG0000163	Prbn.g_00752	Praw.g_01399
OG0000164	Prbn.g_00749	Praw.g_01396
OG0000165	Prbn.g_00746	Praw.g_01393
OG0000166	Prbn.g_00745	Praw.g_01392
OG0000167	Prbn.g_00744	Praw.g_01391
OG0000168	Prbn.g_00742	Praw.g_01388
OG0000169	Prbn.g_00740	Praw.g_01386
OG0000170	Prbn.g_00738	Praw.g_01385
OG0000171	Prbn.g_00737	Praw.g_01384
OG0000172	Prbn.g_00736	Praw.g_01383
OG0000173	Prbn.g_00733	Praw.g_01382
OG0000174	Prbn.g_00732	Praw.g_01381
OG0000175	Prbn.g_00731	Praw.g_01380
OG0000176	Prbn.g_00729	Praw.g_01378
OG0000177	Prbn.g_00728	Praw.g_01377
OG0000178	Prbn.g_00726	Praw.g_01376
OG0000179	Prbn.g_00714	Praw.g_01370
OG0000180	Prbn.g_00713	Praw.g_01369
OG0000181	Prbn.g_00712	Praw.g_01368
OG0000182	Prbn.g_00708	Praw.g_01365
OG0000183	Prbn.g_00707	Praw.g_01364
OG0000184	Prbn.g_00704	Praw.g_01361
OG0000185	Prbn.g_01343	Praw.g_01357
OG0000186	Prbn.g_01342	Praw.g_01356
OG0000187	Prbn.g_01034	Praw.g_01355
OG0000188	Prbn.g_01341	Praw.g_01354
OG0000189	Prbn.g_01340	Praw.g_01353
OG0000190	Prbn.g_01339	Praw.g_01352
OG0000191	Prbn.g_01338	Praw.g_01351
OG0000192	Prbn.g_01337	Praw.g_01350
OG0000193	Prbn.g_01336	Praw.g_01349
OG0000194	Prbn.g_01335	Praw.g_01348
OG0000195	Prbn.g_01333	Praw.g_01346
OG0000196	Prbn.g_01332	Praw.g_01345
OG0000197	Prbn.g_01331	Praw.g_01344
OG0000198	Prbn.g_01330	Praw.g_01343
OG0000199	Prbn.g_01327	Praw.g_01341
OG0000200	Prbn.g_01326	Praw.g_01340
OG0000201	Prbn.g_01325	Praw.g_01339
OG0000202	Prbn.g_01323	Praw.g_01338
OG0000203	Prbn.g_01322	Praw.g_01337
OG0000204	Prbn.g_01321	Praw.g_01336
OG0000205	Prbn.g_01319	Praw.g_01335
OG0000206	Prbn.g_01318	Praw.g_01334
OG0000207	Prbn.g_01317	Praw.g_01333
OG0000208	Prbn.g_01316	Praw.g_01332
OG0000209	Prbn.g_01315	Praw.g_01331
OG0000210	Prbn.g_01314	Praw.g_01329
OG0000211	Prbn.g_01312	Praw.g_01328
OG0000212	Prbn.g_01311	Praw.g_01327
OG0000213	Prbn.g_01310	Praw.g_01326
OG0000214	Prbn.g_01306	Praw.g_01324
OG0000215	Prbn.g_01305	Praw.g_01323
OG0000216	Prbn.g_01303	Praw.g_01321
OG0000217	Prbn.g_01302	Praw.g_01320
OG0000218	Prbn.g_01301	Praw.g_01319
OG0000219	Prbn.g_01300	Praw.g_01318
OG0000220	Prbn.g_01297	Praw.g_01315
OG0000221	Prbn.g_01294	Praw.g_01313
OG0000222	Prbn.g_01293	Praw.g_01312
OG0000223	Prbn.g_01292	Praw.g_01311
OG0000224	Prbn.g_01290	Praw.g_01308
OG0000225	Prbn.g_01288	Praw.g_01306
OG0000226	Prbn.g_01286	Praw.g_01305
OG0000227	Prbn.g_01285	Praw.g_01304
OG0000228	Prbn.g_01284	Praw.g_01303
OG0000229	Prbn.g_01283	Praw.g_01302
OG0000230	Prbn.g_01282	Praw.g_01301
OG0000231	Prbn.g_01356	Praw.g_01299
OG0000232	Prbn.g_01280	Praw.g_01298
OG0000233	Prbn.g_01277	Praw.g_01295
OG0000234	Prbn.g_01275	Praw.g_01293
OG0000235	Prbn.g_01269	Praw.g_01290
OG0000236	Prbn.g_01268	Praw.g_01289
OG0000237	Prbn.g_01267	Praw.g_01288
OG0000238	Prbn.g_01266	Praw.g_01287
OG0000239	Prbn.g_01265	Praw.g_01286
OG0000240	Prbn.g_01263	Praw.g_01284
OG0000241	Prbn.g_01262	Praw.g_01283
OG0000242	Prbn.g_01261	Praw.g_01282
OG0000243	Prbn.g_01260	Praw.g_01281
OG0000244	Prbn.g_01259	Praw.g_01280
OG0000245	Prbn.g_01257	Praw.g_01279
OG0000246	Prbn.g_01255	Praw.g_01277
OG0000247	Prbn.g_01254	Praw.g_01276
OG0000248	Prbn.g_01253	Praw.g_01275
OG0000249	Prbn.g_01252	Praw.g_01274
OG0000250	Prbn.g_01251	Praw.g_01273
OG0000251	Prbn.g_01250	Praw.g_01272
OG0000252	Prbn.g_01249	Praw.g_01271
OG0000253	Prbn.g_01248	Praw.g_01270
OG0000254	Prbn.g_01246	Praw.g_01268
OG0000255	Prbn.g_01245	Praw.g_01267
OG0000256	Prbn.g_00383	Praw.g_01264
OG0000257	Prbn.g_00381	Praw.g_01262
OG0000258	Prbn.g_00380	Praw.g_01261
OG0000259	Prbn.g_00379	Praw.g_01260
OG0000260	Prbn.g_00378	Praw.g_01259
OG0000261	Prbn.g_00377	Praw.g_01258
OG0000262	Prbn.g_00376	Praw.g_01257
OG0000263	Prbn.g_00375	Praw.g_01256
OG0000264	Prbn.g_00373	Praw.g_01254
OG0000265	Prbn.g_00372	Praw.g_01253
OG0000266	Prbn.g_00371	Praw.g_01252
OG0000267	Prbn.g_00369	Praw.g_01250
OG0000268	Prbn.g_00367	Praw.g_01249
OG0000269	Prbn.g_00366	Praw.g_01248
OG0000270	Prbn.g_00365	Praw.g_01247
OG0000271	Prbn.g_00364	Praw.g_01246
OG0000272	Prbn.g_00363	Praw.g_01245
OG0000273	Prbn.g_00362	Praw.g_01244
OG0000274	Prbn.g_00361	Praw.g_01243
OG0000275	Prbn.g_00360	Praw.g_01242
OG0000276	Prbn.g_00359	Praw.g_01241
OG0000277	Prbn.g_00358	Praw.g_01240
OG0000278	Prbn.g_00357	Praw.g_01239
OG0000279	Prbn.g_00356	Praw.g_01238
OG0000280	Prbn.g_00355	Praw.g_01237
OG0000281	Prbn.g_00353	Praw.g_01235
OG0000282	Prbn.g_00352	Praw.g_01234
OG0000283	Prbn.g_00349	Praw.g_01231
OG0000284	Prbn.g_00348	Praw.g_01230
OG0000285	Prbn.g_00347	Praw.g_01229
OG0000286	Prbn.g_00345	Praw.g_01227
OG0000287	Prbn.g_00343	Praw.g_01226
OG0000288	Prbn.g_00342	Praw.g_01225
OG0000289	Prbn.g_00341	Praw.g_01224
OG0000290	Prbn.g_00340	Praw.g_01223
OG0000291	Prbn.g_00339	Praw.g_01222
OG0000292	Prbn.g_00338	Praw.g_01221
OG0000293	Prbn.g_00337	Praw.g_01220
OG0000294	Prbn.g_00336	Praw.g_01219
OG0000295	Prbn.g_00335	Praw.g_01218
OG0000296	Prbn.g_00334	Praw.g_01217
OG0000297	Prbn.g_00333	Praw.g_01216
OG0000298	Prbn.g_00332	Praw.g_01215
OG0000299	Prbn.g_00331	Praw.g_01214
OG0000300	Prbn.g_00330	Praw.g_01213
OG0000301	Prbn.g_00329	Praw.g_01212
OG0000302	Prbn.g_00328	Praw.g_01211
OG0000303	Prbn.g_00327	Praw.g_01210
OG0000304	Prbn.g_00325	Praw.g_01209
OG0000305	Prbn.g_00324	Praw.g_01208
OG0000306	Prbn.g_00323	Praw.g_01207
OG0000307	Prbn.g_00321	Praw.g_01206
OG0000308	Prbn.g_00320	Praw.g_01205
OG0000309	Prbn.g_00319	Praw.g_01204
OG0000310	Prbn.g_00318	Praw.g_01203
OG0000311	Prbn.g_00317	Praw.g_01202
OG0000312	Prbn.g_00315	Praw.g_01200
OG0000313	Prbn.g_00314	Praw.g_01199
OG0000314	Prbn.g_00310	Praw.g_01196
OG0000315	Prbn.g_00309	Praw.g_01195
OG0000316	Prbn.g_00307	Praw.g_00891
OG0000317	Prbn.g_00305	Praw.g_00889
OG0000318	Prbn.g_00304	Praw.g_00888
OG0000319	Prbn.g_00012	Praw.g_00887
OG0000320	Prbn.g_00013	Praw.g_00886
OG0000321	Prbn.g_00016	Praw.g_00883
OG0000322	Prbn.g_00020	Praw.g_00880
OG0000323	Prbn.g_00021	Praw.g_00879
OG0000324	Prbn.g_00024	Praw.g_00876
OG0000325	Prbn.g_00025	Praw.g_00875
OG0000326	Prbn.g_00026	Praw.g_00874
OG0000327	Prbn.g_00028	Praw.g_00872
OG0000328	Prbn.g_00029	Praw.g_00871
OG0000329	Prbn.g_00030	Praw.g_00870
OG0000330	Prbn.g_00031	Praw.g_00869
OG0000331	Prbn.g_00033	Praw.g_00868
OG0000332	Prbn.g_00034	Praw.g_00867
OG0000333	Prbn.g_00035	Praw.g_00866
OG0000334	Prbn.g_00036	Praw.g_00865
OG0000335	Prbn.g_00037	Praw.g_00864
OG0000336	Prbn.g_00039	Praw.g_00863
OG0000337	Prbn.g_00042	Praw.g_00859
OG0000338	Prbn.g_00043	Praw.g_00858
OG0000339	Prbn.g_00044	Praw.g_00857
OG0000340	Prbn.g_00045	Praw.g_00856
OG0000341	Prbn.g_00049	Praw.g_00852
OG0000342	Prbn.g_00050	Praw.g_00851
OG0000343	Prbn.g_00053	Praw.g_00849
OG0000344	Prbn.g_00054	Praw.g_00848
OG0000345	Prbn.g_00055	Praw.g_00847
OG0000346	Prbn.g_00056	Praw.g_00846
OG0000347	Prbn.g_00057	Praw.g_00845
OG0000348	Prbn.g_00059	Praw.g_00844
OG0000349	Prbn.g_00060	Praw.g_00843
OG0000350	Prbn.g_00061	Praw.g_00842
OG0000351	Prbn.g_00063	Praw.g_00839
OG0000352	Prbn.g_00066	Praw.g_00836
OG0000353	Prbn.g_00067	Praw.g_00835
OG0000354	Prbn.g_00068	Praw.g_00834
OG0000355	Prbn.g_00069	Praw.g_00833
OG0000356	Prbn.g_00070	Praw.g_00832
OG0000357	Prbn.g_00071	Praw.g_00831
OG0000358	Prbn.g_00072	Praw.g_00830
OG0000359	Prbn.g_00073	Praw.g_00829
OG0000360	Prbn.g_00075	Praw.g_00826
OG0000361	Prbn.g_00076	Praw.g_00825
OG0000362	Prbn.g_00077	Praw.g_00824
OG0000363	Prbn.g_00078	Praw.g_00823
OG0000364	Prbn.g_00079	Praw.g_00822
OG0000365	Prbn.g_00080	Praw.g_00821
OG0000366	Prbn.g_00081	Praw.g_00820
OG0000367	Prbn.g_00082	Praw.g_00819
OG0000368	Prbn.g_00083	Praw.g_00818
OG0000369	Prbn.g_00084	Praw.g_00817
OG0000370	Prbn.g_00085	Praw.g_00816
OG0000371	Prbn.g_00086	Praw.g_00815
OG0000372	Prbn.g_00087	Praw.g_00813
OG0000373	Prbn.g_00089	Praw.g_00811
OG0000374	Prbn.g_00090	Praw.g_00810
OG0000375	Prbn.g_00091	Praw.g_00809
OG0000376	Prbn.g_00092	Praw.g_00807
OG0000377	Prbn.g_00098	Praw.g_00806
OG0000378	Prbn.g_00099	Praw.g_00805
OG0000379	Prbn.g_00105	Praw.g_00796
OG0000380	Prbn.g_00107	Praw.g_00795
OG0000381	Prbn.g_00108	Praw.g_00794
OG0000382	Prbn.g_00109	Praw.g_00792
OG0000383	Prbn.g_00112	Praw.g_00790
OG0000384	Prbn.g_00113	Praw.g_00789
OG0000385	Prbn.g_00116	Praw.g_00787
OG0000386	Prbn.g_00117	Praw.g_00786
OG0000387	Prbn.g_00118	Praw.g_00785
OG0000388	Prbn.g_00119	Praw.g_00784
OG0000389	Prbn.g_00120	Praw.g_00783
OG0000390	Prbn.g_00121	Praw.g_00782
OG0000391	Prbn.g_00122	Praw.g_00781
OG0000392	Prbn.g_00123	Praw.g_00780
OG0000393	Prbn.g_00697	Praw.g_00777
OG0000394	Prbn.g_00696	Praw.g_00776
OG0000395	Prbn.g_00693	Praw.g_00774
OG0000396	Prbn.g_01491	Praw.g_00773
OG0000397	Prbn.g_01145	Praw.g_00761
OG0000398	Prbn.g_01697	Praw.g_00754
OG0000399	Prbn.g_01150	Praw.g_00753
OG0000400	Prbn.g_01810	Praw.g_00748
OG0000401	Prbn.g_00682	Praw.g_00716
OG0000402	Prbn.g_00681	Praw.g_00715
OG0000403	Prbn.g_00680	Praw.g_00714
OG0000404	Prbn.g_00678	Praw.g_00712
OG0000405	Prbn.g_00677	Praw.g_00711
OG0000406	Prbn.g_00675	Praw.g_00709
OG0000407	Prbn.g_00674	Praw.g_00708
OG0000408	Prbn.g_00673	Praw.g_00707
OG0000409	Prbn.g_00672	Praw.g_00706
OG0000410	Prbn.g_00671	Praw.g_00705
OG0000411	Prbn.g_00670	Praw.g_00704
OG0000412	Prbn.g_00669	Praw.g_00703
OG0000413	Prbn.g_00668	Praw.g_00702
OG0000414	Prbn.g_00667	Praw.g_00701
OG0000415	Prbn.g_00666	Praw.g_00700
OG0000416	Prbn.g_00665	Praw.g_00699
OG0000417	Prbn.g_00664	Praw.g_00698
OG0000418	Prbn.g_00663	Praw.g_00697
OG0000419	Prbn.g_00662	Praw.g_00696
OG0000420	Prbn.g_00661	Praw.g_00695
OG0000421	Prbn.g_00657	Praw.g_00694
OG0000422	Prbn.g_00655	Praw.g_00692
OG0000423	Prbn.g_00654	Praw.g_00691
OG0000424	Prbn.g_00653	Praw.g_00689
OG0000425	Prbn.g_00649	Praw.g_00686
OG0000426	Prbn.g_00648	Praw.g_00685
OG0000427	Prbn.g_00647	Praw.g_00684
OG0000428	Prbn.g_00645	Praw.g_00683
OG0000429	Prbn.g_00644	Praw.g_00682
OG0000430	Prbn.g_00643	Praw.g_00676
OG0000431	Prbn.g_00641	Praw.g_00674
OG0000432	Prbn.g_00640	Praw.g_00673
OG0000433	Prbn.g_00637	Praw.g_00670
OG0000434	Prbn.g_00636	Praw.g_00669
OG0000435	Prbn.g_00635	Praw.g_00668
OG0000436	Prbn.g_00633	Praw.g_00666
OG0000437	Prbn.g_00631	Praw.g_00665
OG0000438	Prbn.g_00630	Praw.g_00664
OG0000439	Prbn.g_00629	Praw.g_00663
OG0000440	Prbn.g_00627	Praw.g_00661
OG0000441	Prbn.g_00626	Praw.g_00660
OG0000442	Prbn.g_00625	Praw.g_00659
OG0000443	Prbn.g_00624	Praw.g_00658
OG0000444	Prbn.g_00623	Praw.g_00657
OG0000445	Prbn.g_00622	Praw.g_00656
OG0000446	Prbn.g_00621	Praw.g_00655
OG0000447	Prbn.g_00620	Praw.g_00654
OG0000448	Prbn.g_00619	Praw.g_00653
OG0000449	Prbn.g_00613	Praw.g_00648
OG0000450	Prbn.g_00612	Praw.g_00647
OG0000451	Prbn.g_00611	Praw.g_00646
OG0000452	Prbn.g_00610	Praw.g_00645
OG0000453	Prbn.g_00609	Praw.g_00643
OG0000454	Prbn.g_00608	Praw.g_00642
OG0000455	Prbn.g_00607	Praw.g_00641
OG0000456	Prbn.g_00606	Praw.g_00640
OG0000457	Prbn.g_00604	Praw.g_00638
OG0000458	Prbn.g_00602	Praw.g_00636
OG0000459	Prbn.g_00601	Praw.g_00635
OG0000460	Prbn.g_00599	Praw.g_00633
OG0000461	Prbn.g_00598	Praw.g_00632
OG0000462	Prbn.g_00597	Praw.g_00631
OG0000463	Prbn.g_00596	Praw.g_00630
OG0000464	Prbn.g_00592	Praw.g_00625
OG0000465	Prbn.g_00591	Praw.g_00623
OG0000466	Prbn.g_00590	Praw.g_00622
OG0000467	Prbn.g_00589	Praw.g_00621
OG0000468	Prbn.g_00588	Praw.g_00620
OG0000469	Prbn.g_00587	Praw.g_00619
OG0000470	Prbn.g_00586	Praw.g_00618
OG0000471	Prbn.g_00585	Praw.g_00617
OG0000472	Prbn.g_00582	Praw.g_00614
OG0000473	Prbn.g_00581	Praw.g_00613
OG0000474	Prbn.g_00580	Praw.g_00612
OG0000475	Prbn.g_00579	Praw.g_00611
OG0000476	Prbn.g_00578	Praw.g_00610
OG0000477	Prbn.g_00576	Praw.g_00608
OG0000478	Prbn.g_00575	Praw.g_00607
OG0000479	Prbn.g_00574	Praw.g_00606
OG0000480	Prbn.g_00572	Praw.g_00604
OG0000481	Prbn.g_00571	Praw.g_00603
OG0000482	Prbn.g_00570	Praw.g_00602
OG0000483	Prbn.g_00569	Praw.g_00601
OG0000484	Prbn.g_00568	Praw.g_00600
OG0000485	Prbn.g_00567	Praw.g_00599
OG0000486	Prbn.g_00566	Praw.g_00598
OG0000487	Prbn.g_00565	Praw.g_00597
OG0000488	Prbn.g_00563	Praw.g_00595
OG0000489	Prbn.g_00562	Praw.g_00594
OG0000490	Prbn.g_00561	Praw.g_00593
OG0000491	Prbn.g_00560	Praw.g_00592
OG0000492	Prbn.g_00559	Praw.g_00591
OG0000493	Prbn.g_00558	Praw.g_00590
OG0000494	Prbn.g_00557	Praw.g_00588
OG0000495	Prbn.g_00556	Praw.g_00587
OG0000496	Prbn.g_00554	Praw.g_00586
OG0000497	Prbn.g_00552	Praw.g_00585
OG0000498	Prbn.g_00551	Praw.g_00584
OG0000499	Prbn.g_00549	Praw.g_00582
OG0000500	Prbn.g_00548	Praw.g_00581
OG0000501	Prbn.g_00546	Praw.g_00579
OG0000502	Prbn.g_00545	Praw.g_00578
OG0000503	Prbn.g_00544	Praw.g_00577
OG0000504	Prbn.g_00543	Praw.g_00576
OG0000505	Prbn.g_00542	Praw.g_00575
OG0000506	Prbn.g_00541	Praw.g_01922
OG0000507	Prbn.g_00540	Praw.g_01923
OG0000508	Prbn.g_00538	Praw.g_01925
OG0000509	Prbn.g_00537	Praw.g_01926
OG0000510	Prbn.g_00536	Praw.g_01927
OG0000511	Prbn.g_00535	Praw.g_01928
OG0000512	Prbn.g_00534	Praw.g_01929
OG0000513	Prbn.g_00533	Praw.g_01930
OG0000514	Prbn.g_00532	Praw.g_01931
OG0000515	Prbn.g_00529	Praw.g_01933
OG0000516	Prbn.g_00528	Praw.g_01934
OG0000517	Prbn.g_00527	Praw.g_01935
OG0000518	Prbn.g_00524	Praw.g_01937
OG0000519	Prbn.g_00523	Praw.g_01938
OG0000520	Prbn.g_00522	Praw.g_01939
OG0000521	Prbn.g_00521	Praw.g_01940
OG0000522	Prbn.g_00520	Praw.g_01941
OG0000523	Prbn.g_00519	Praw.g_01942
OG0000524	Prbn.g_00518	Praw.g_01943
OG0000525	Prbn.g_00516	Praw.g_01945
OG0000526	Prbn.g_00515	Praw.g_01946
OG0000527	Prbn.g_00514	Praw.g_01947
OG0000528	Prbn.g_00513	Praw.g_01948
OG0000529	Prbn.g_00512	Praw.g_01949
OG0000530	Prbn.g_00511	Praw.g_00140
OG0000531	Prbn.g_00509	Praw.g_00141
OG0000532	Prbn.g_00508	Praw.g_00142
OG0000533	Prbn.g_00507	Praw.g_00143
OG0000534	Prbn.g_00506	Praw.g_00144
OG0000535	Prbn.g_00505	Praw.g_00145
OG0000536	Prbn.g_00504	Praw.g_00146
OG0000537	Prbn.g_00503	Praw.g_00147
OG0000538	Prbn.g_00502	Praw.g_00148
OG0000539	Prbn.g_00501	Praw.g_00149
OG0000540	Prbn.g_00500	Praw.g_00150
OG0000541	Prbn.g_00499	Praw.g_00151
OG0000542	Prbn.g_00498	Praw.g_00152
OG0000543	Prbn.g_00497	Praw.g_00153
OG0000544	Prbn.g_00496	Praw.g_00154
OG0000545	Prbn.g_00494	Praw.g_00157
OG0000546	Prbn.g_00493	Praw.g_00158
OG0000547	Prbn.g_00491	Praw.g_00160
OG0000548	Prbn.g_00489	Praw.g_00161
OG0000549	Prbn.g_00488	Praw.g_00162
OG0000550	Prbn.g_00487	Praw.g_00163
OG0000551	Prbn.g_00485	Praw.g_00164
OG0000552	Prbn.g_00484	Praw.g_00165
OG0000553	Prbn.g_00421	Praw.g_00166
OG0000554	Prbn.g_00422	Praw.g_00167
OG0000555	Prbn.g_00423	Praw.g_00168
OG0000556	Prbn.g_00424	Praw.g_00169
OG0000557	Prbn.g_00425	Praw.g_01888
OG0000558	Prbn.g_00426	Praw.g_01887
OG0000559	Prbn.g_00427	Praw.g_01886
OG0000560	Prbn.g_00429	Praw.g_01884
OG0000561	Prbn.g_00430	Praw.g_01883
