Orthogroup	Prbn	Prac
OG0000068	Prbn.g_01881	Prac.g_00548
OG0000069	Prbn.g_00251	Prac.g_00242
OG0000071	Prbn.g_00002, Prbn.g_00003	Prac.g_01936
OG0000072	Prbn.g_00088	Prac.g_01609
OG0000073	Prbn.g_00845	Prac.g_00702
OG0000074	Prbn.g_01572	Prac.g_00680
OG0000075	Prbn.g_01539	Prac.g_01468
OG0000076	Prbn.g_01471	Prac.g_01256
OG0000077	Prbn.g_01661	Prac.g_00276
OG0000078	Prbn.g_00173	Prac.g_00256
OG0000079	Prbn.g_00897	Prac.g_00333
OG0000080	Prbn.g_00803	Prac.g_00886
OG0000081	Prbn.g_01915	Prac.g_00015
OG0000082	Prbn.g_00798	Prac.g_00101
OG0000083	Prbn.g_00011	Prac.g_01944
OG0000084	Prbn.g_00008	Prac.g_01941
OG0000085	Prbn.g_00759	Prac.g_01924
OG0000087	Prbn.g_00730	Prac.g_01882
OG0000088	Prbn.g_01304	Prac.g_01818
OG0000089	Prbn.g_01295	Prac.g_01810
OG0000090	Prbn.g_01278	Prac.g_01792
OG0000091	Prbn.g_01244	Prac.g_01761
OG0000092	Prbn.g_01243, Prbn.g_00384	Prac.g_01760
OG0000093	Prbn.g_00370	Prac.g_01746
OG0000094	Prbn.g_00351	Prac.g_01728
OG0000095	Prbn.g_00346	Prac.g_01723
OG0000096	Prbn.g_00017	Prac.g_01679
OG0000097	Prbn.g_00041	Prac.g_01657
OG0000098	Prbn.g_00052	Prac.g_01647
OG0000099	Prbn.g_00062	Prac.g_01637
OG0000100	Prbn.g_00065	Prac.g_01634
OG0000101	Prbn.g_00694	Prac.g_01177
OG0000102	Prbn.g_01102	Prac.g_01150
OG0000103	Prbn.g_00638	Prac.g_01068
OG0000104	Prbn.g_00634	Prac.g_01064
OG0000105	Prbn.g_00614	Prac.g_00872
OG0000106	Prbn.g_00584	Prac.g_00840
OG0000107	Prbn.g_00583	Prac.g_00839
OG0000108	Prbn.g_00573	Prac.g_00829
OG0000109	Prbn.g_00564	Prac.g_00820
OG0000110	Prbn.g_00547	Prac.g_00804
OG0000111	Prbn.g_00443	Prac.g_00720
OG0000112	Prbn.g_00444	Prac.g_00719
OG0000113	Prbn.g_01351	Prac.g_01538
OG0000114	Prbn.g_01548	Prac.g_01477
OG0000115	Prbn.g_01418	Prac.g_01327
OG0000116	Prbn.g_01414	Prac.g_01323
OG0000117	Prbn.g_01468	Prac.g_01259
OG0000118	Prbn.g_01144	Prac.g_01207
OG0000119	Prbn.g_01653	Prac.g_01959
OG0000120	Prbn.g_01195	Prac.g_00979
OG0000121	Prbn.g_00391	Prac.g_00960
OG0000122	Prbn.g_00411	Prac.g_00941
OG0000123	Prbn.g_00482	Prac.g_00928
OG0000124	Prbn.g_00886	Prac.g_00448
OG0000125	Prbn.g_01071	Prac.g_00187
OG0000126	Prbn.g_01240	Prac.g_00217
OG0000127	Prbn.g_00200	Prac.g_00424
OG0000128	Prbn.g_00213	Prac.g_00410
OG0000129	Prbn.g_00249	Prac.g_00374
OG0000130	Prbn.g_01742	Prac.g_00627
OG0000131	Prbn.g_01782	Prac.g_00589
OG0000132	Prbn.g_01785	Prac.g_00586
OG0000133	Prbn.g_01839	Prac.g_00507
OG0000134	Prbn.g_01875	Prac.g_00543
OG0000135	Prbn.g_01877	Prac.g_00545
OG0000136	Prbn.g_01012	Prac.g_00026
OG0000137	Prbn.g_00978	Prac.g_00057
OG0000138	Prbn.g_00944	Prac.g_00092
OG0000139	Prbn.g_00913	Prac.g_00118
OG0000140	Prbn.g_00301	Prac.g_01946
OG0000141	Prbn.g_00302	Prac.g_01945
OG0000142	Prbn.g_00010	Prac.g_01943
OG0000143	Prbn.g_00009	Prac.g_01942
OG0000144	Prbn.g_00007	Prac.g_01940
OG0000145	Prbn.g_00006	Prac.g_01939
OG0000146	Prbn.g_00005	Prac.g_01938
OG0000147	Prbn.g_00004	Prac.g_01937
OG0000148	Prbn.g_00001	Prac.g_01935
OG0000149	Prbn.g_00768	Prac.g_01933
OG0000150	Prbn.g_00767	Prac.g_01932
OG0000151	Prbn.g_00766	Prac.g_01931
OG0000152	Prbn.g_00765	Prac.g_01930
OG0000153	Prbn.g_00764	Prac.g_01929
OG0000154	Prbn.g_00763	Prac.g_01928
OG0000155	Prbn.g_00762	Prac.g_01927
OG0000156	Prbn.g_00761	Prac.g_01926
OG0000157	Prbn.g_00760	Prac.g_01925
OG0000158	Prbn.g_00758	Prac.g_01923
OG0000159	Prbn.g_00757	Prac.g_01922
OG0000160	Prbn.g_00756	Prac.g_01921
OG0000161	Prbn.g_00755	Prac.g_01920
OG0000162	Prbn.g_00754	Prac.g_01919
OG0000163	Prbn.g_00752	Prac.g_01918
OG0000164	Prbn.g_00749	Prac.g_01915
OG0000165	Prbn.g_00746	Prac.g_01911
OG0000166	Prbn.g_00745	Prac.g_01910
OG0000167	Prbn.g_00744	Prac.g_01909
OG0000168	Prbn.g_00742	Prac.g_01892
OG0000169	Prbn.g_00740	Prac.g_01890
OG0000170	Prbn.g_00738	Prac.g_01889
OG0000171	Prbn.g_00737	Prac.g_01888
OG0000172	Prbn.g_00736	Prac.g_01886
OG0000173	Prbn.g_00733	Prac.g_01885
OG0000174	Prbn.g_00732	Prac.g_01884
OG0000175	Prbn.g_00731	Prac.g_01883
OG0000176	Prbn.g_00729	Prac.g_01881
OG0000177	Prbn.g_00728	Prac.g_01880
OG0000178	Prbn.g_00726	Prac.g_01879
OG0000179	Prbn.g_00714	Prac.g_01867
OG0000180	Prbn.g_00713	Prac.g_01866
OG0000181	Prbn.g_00712	Prac.g_01865
OG0000182	Prbn.g_00708	Prac.g_01862
OG0000183	Prbn.g_00707	Prac.g_01861
OG0000184	Prbn.g_00704	Prac.g_01858
OG0000185	Prbn.g_01343	Prac.g_01854
OG0000186	Prbn.g_01342	Prac.g_01853
OG0000187	Prbn.g_01034	Prac.g_01852
OG0000188	Prbn.g_01341	Prac.g_01851
OG0000189	Prbn.g_01340	Prac.g_01850
OG0000190	Prbn.g_01339	Prac.g_01849
OG0000191	Prbn.g_01338	Prac.g_01848
OG0000192	Prbn.g_01337	Prac.g_01847
OG0000193	Prbn.g_01336	Prac.g_01846
OG0000194	Prbn.g_01335	Prac.g_01845
OG0000195	Prbn.g_01333	Prac.g_01843
OG0000196	Prbn.g_01332	Prac.g_01842
OG0000197	Prbn.g_01331	Prac.g_01841
OG0000198	Prbn.g_01330	Prac.g_01840
OG0000199	Prbn.g_01327	Prac.g_01837
OG0000200	Prbn.g_01326	Prac.g_01836
OG0000201	Prbn.g_01325	Prac.g_01835
OG0000202	Prbn.g_01323	Prac.g_01834
OG0000203	Prbn.g_01322	Prac.g_01833
OG0000204	Prbn.g_01321	Prac.g_01832
OG0000205	Prbn.g_01319	Prac.g_01831
OG0000206	Prbn.g_01318	Prac.g_01830
OG0000207	Prbn.g_01317	Prac.g_01829
OG0000208	Prbn.g_01316	Prac.g_01828
OG0000209	Prbn.g_01315	Prac.g_01827
OG0000210	Prbn.g_01314	Prac.g_01825
OG0000211	Prbn.g_01312	Prac.g_01824
OG0000212	Prbn.g_01311	Prac.g_01823
OG0000213	Prbn.g_01310	Prac.g_01822
OG0000214	Prbn.g_01306	Prac.g_01820
OG0000215	Prbn.g_01305	Prac.g_01819
OG0000216	Prbn.g_01303	Prac.g_01817
OG0000217	Prbn.g_01302	Prac.g_01816
OG0000218	Prbn.g_01301	Prac.g_01815
OG0000219	Prbn.g_01300	Prac.g_01814
OG0000220	Prbn.g_01297	Prac.g_01811
OG0000221	Prbn.g_01294	Prac.g_01809
OG0000222	Prbn.g_01293	Prac.g_01808
OG0000223	Prbn.g_01292	Prac.g_01807
OG0000224	Prbn.g_01290	Prac.g_01804
OG0000225	Prbn.g_01288	Prac.g_01802
OG0000226	Prbn.g_01286	Prac.g_01801
OG0000227	Prbn.g_01285	Prac.g_01800
OG0000228	Prbn.g_01284	Prac.g_01799
OG0000229	Prbn.g_01283	Prac.g_01798
OG0000230	Prbn.g_01282	Prac.g_01797
OG0000231	Prbn.g_01356	Prac.g_01795
OG0000232	Prbn.g_01280	Prac.g_01794
OG0000233	Prbn.g_01277	Prac.g_01791
OG0000234	Prbn.g_01275	Prac.g_01789
OG0000235	Prbn.g_01269	Prac.g_01785
OG0000236	Prbn.g_01268	Prac.g_01784
OG0000237	Prbn.g_01267	Prac.g_01783
OG0000238	Prbn.g_01266	Prac.g_01782
OG0000239	Prbn.g_01265	Prac.g_01781
OG0000240	Prbn.g_01263	Prac.g_01779
OG0000241	Prbn.g_01262	Prac.g_01778
OG0000242	Prbn.g_01261	Prac.g_01777
OG0000243	Prbn.g_01260	Prac.g_01776
OG0000244	Prbn.g_01259	Prac.g_01775
OG0000245	Prbn.g_01257	Prac.g_01774
OG0000246	Prbn.g_01255	Prac.g_01772
OG0000247	Prbn.g_01254	Prac.g_01771
OG0000248	Prbn.g_01253	Prac.g_01770
OG0000249	Prbn.g_01252	Prac.g_01769
OG0000250	Prbn.g_01251	Prac.g_01768
OG0000251	Prbn.g_01250	Prac.g_01767
OG0000252	Prbn.g_01249	Prac.g_01766
OG0000253	Prbn.g_01248	Prac.g_01765
OG0000254	Prbn.g_01246	Prac.g_01763
OG0000255	Prbn.g_01245	Prac.g_01762
OG0000256	Prbn.g_00383	Prac.g_01759
OG0000257	Prbn.g_00381	Prac.g_01757
OG0000258	Prbn.g_00380	Prac.g_01756
OG0000259	Prbn.g_00379	Prac.g_01755
OG0000260	Prbn.g_00378	Prac.g_01754
OG0000261	Prbn.g_00377	Prac.g_01753
OG0000262	Prbn.g_00376	Prac.g_01752
OG0000263	Prbn.g_00375	Prac.g_01751
OG0000264	Prbn.g_00373	Prac.g_01749
OG0000265	Prbn.g_00372	Prac.g_01748
OG0000266	Prbn.g_00371	Prac.g_01747
OG0000267	Prbn.g_00369	Prac.g_01745
OG0000268	Prbn.g_00367	Prac.g_01744
OG0000269	Prbn.g_00366	Prac.g_01743
OG0000270	Prbn.g_00365	Prac.g_01742
OG0000271	Prbn.g_00364	Prac.g_01741
OG0000272	Prbn.g_00363	Prac.g_01740
OG0000273	Prbn.g_00362	Prac.g_01739
OG0000274	Prbn.g_00361	Prac.g_01738
OG0000275	Prbn.g_00360	Prac.g_01737
OG0000276	Prbn.g_00359	Prac.g_01736
OG0000277	Prbn.g_00358	Prac.g_01735
OG0000278	Prbn.g_00357	Prac.g_01734
OG0000279	Prbn.g_00356	Prac.g_01733
OG0000280	Prbn.g_00355	Prac.g_01732
OG0000281	Prbn.g_00353	Prac.g_01730
OG0000282	Prbn.g_00352	Prac.g_01729
OG0000283	Prbn.g_00349	Prac.g_01726
OG0000284	Prbn.g_00348	Prac.g_01725
OG0000285	Prbn.g_00347	Prac.g_01724
OG0000286	Prbn.g_00345	Prac.g_01722
OG0000287	Prbn.g_00343	Prac.g_01721
OG0000288	Prbn.g_00342	Prac.g_01720
OG0000289	Prbn.g_00341	Prac.g_01719
OG0000290	Prbn.g_00340	Prac.g_01718
OG0000291	Prbn.g_00339	Prac.g_01717
OG0000292	Prbn.g_00338	Prac.g_01716
OG0000293	Prbn.g_00337	Prac.g_01715
OG0000294	Prbn.g_00336	Prac.g_01714
OG0000295	Prbn.g_00335	Prac.g_01713
OG0000296	Prbn.g_00334	Prac.g_01712
OG0000297	Prbn.g_00333	Prac.g_01711
OG0000298	Prbn.g_00332	Prac.g_01710
OG0000299	Prbn.g_00331	Prac.g_01709
OG0000300	Prbn.g_00330	Prac.g_01708
OG0000301	Prbn.g_00329	Prac.g_01707
OG0000302	Prbn.g_00328	Prac.g_01706
OG0000303	Prbn.g_00327	Prac.g_01705
OG0000304	Prbn.g_00325	Prac.g_01704
OG0000305	Prbn.g_00324	Prac.g_01703
OG0000306	Prbn.g_00323	Prac.g_01702
OG0000307	Prbn.g_00321	Prac.g_01701
OG0000308	Prbn.g_00320	Prac.g_01700
OG0000309	Prbn.g_00319	Prac.g_01699
OG0000310	Prbn.g_00318	Prac.g_01698
OG0000311	Prbn.g_00317	Prac.g_01697
OG0000312	Prbn.g_00315	Prac.g_01695
OG0000313	Prbn.g_00314	Prac.g_01694
OG0000314	Prbn.g_00310	Prac.g_01691
OG0000315	Prbn.g_00309	Prac.g_01690
OG0000316	Prbn.g_00307	Prac.g_01688
OG0000317	Prbn.g_00305	Prac.g_01686
OG0000318	Prbn.g_00304	Prac.g_01685
OG0000319	Prbn.g_00012	Prac.g_01684
OG0000320	Prbn.g_00013	Prac.g_01683
OG0000321	Prbn.g_00016	Prac.g_01680
OG0000322	Prbn.g_00020	Prac.g_01678
OG0000323	Prbn.g_00021	Prac.g_01677
OG0000324	Prbn.g_00024	Prac.g_01674
OG0000325	Prbn.g_00025	Prac.g_01672
OG0000326	Prbn.g_00026	Prac.g_01671
OG0000327	Prbn.g_00028	Prac.g_01669
OG0000328	Prbn.g_00029	Prac.g_01668
OG0000329	Prbn.g_00030	Prac.g_01667
OG0000330	Prbn.g_00031	Prac.g_01666
OG0000331	Prbn.g_00033	Prac.g_01665
OG0000332	Prbn.g_00034	Prac.g_01664
OG0000333	Prbn.g_00035	Prac.g_01663
OG0000334	Prbn.g_00036	Prac.g_01662
OG0000335	Prbn.g_00037	Prac.g_01661
OG0000336	Prbn.g_00039	Prac.g_01660
OG0000337	Prbn.g_00042	Prac.g_01656
OG0000338	Prbn.g_00043	Prac.g_01655
OG0000339	Prbn.g_00044	Prac.g_01654
OG0000340	Prbn.g_00045	Prac.g_01653
OG0000341	Prbn.g_00049	Prac.g_01649
OG0000342	Prbn.g_00050	Prac.g_01648
OG0000343	Prbn.g_00053	Prac.g_01646
OG0000344	Prbn.g_00054	Prac.g_01645
OG0000345	Prbn.g_00055	Prac.g_01644
OG0000346	Prbn.g_00056	Prac.g_01643
OG0000347	Prbn.g_00057	Prac.g_01642
OG0000348	Prbn.g_00059	Prac.g_01641
OG0000349	Prbn.g_00060	Prac.g_01640
OG0000350	Prbn.g_00061	Prac.g_01639
OG0000351	Prbn.g_00063	Prac.g_01636
OG0000352	Prbn.g_00066	Prac.g_01633
OG0000353	Prbn.g_00067	Prac.g_01632
OG0000354	Prbn.g_00068	Prac.g_01631
OG0000355	Prbn.g_00069	Prac.g_01630
OG0000356	Prbn.g_00070	Prac.g_01629
OG0000357	Prbn.g_00071	Prac.g_01628
OG0000358	Prbn.g_00072	Prac.g_01627
OG0000359	Prbn.g_00073	Prac.g_01626
OG0000360	Prbn.g_00075	Prac.g_01623
OG0000361	Prbn.g_00076	Prac.g_01622
OG0000362	Prbn.g_00077	Prac.g_01621
OG0000363	Prbn.g_00078	Prac.g_01620
OG0000364	Prbn.g_00079	Prac.g_01619
OG0000365	Prbn.g_00080	Prac.g_01618
OG0000366	Prbn.g_00081	Prac.g_01617
OG0000367	Prbn.g_00082	Prac.g_01616
OG0000368	Prbn.g_00083	Prac.g_01615
OG0000369	Prbn.g_00084	Prac.g_01614
OG0000370	Prbn.g_00085	Prac.g_01613
OG0000371	Prbn.g_00086	Prac.g_01612
OG0000372	Prbn.g_00087	Prac.g_01610
OG0000373	Prbn.g_00089	Prac.g_01608
OG0000374	Prbn.g_00090	Prac.g_01607
OG0000375	Prbn.g_00091	Prac.g_01606
OG0000376	Prbn.g_00092	Prac.g_01604
OG0000377	Prbn.g_00098	Prac.g_01603
OG0000378	Prbn.g_00099	Prac.g_01602
OG0000379	Prbn.g_00105	Prac.g_01200
OG0000380	Prbn.g_00107	Prac.g_01199
OG0000381	Prbn.g_00108	Prac.g_01198
OG0000382	Prbn.g_00109	Prac.g_01196
OG0000383	Prbn.g_00112	Prac.g_01193
OG0000384	Prbn.g_00113	Prac.g_01192
OG0000385	Prbn.g_00116	Prac.g_01189
OG0000386	Prbn.g_00117	Prac.g_01188
OG0000387	Prbn.g_00118	Prac.g_01187
OG0000388	Prbn.g_00119	Prac.g_01186
OG0000389	Prbn.g_00120	Prac.g_01185
OG0000390	Prbn.g_00121	Prac.g_01184
OG0000391	Prbn.g_00122	Prac.g_01183
OG0000392	Prbn.g_00123	Prac.g_01182
OG0000393	Prbn.g_00697	Prac.g_01179
OG0000394	Prbn.g_00696	Prac.g_01178
OG0000395	Prbn.g_00693	Prac.g_01176
OG0000396	Prbn.g_01491	Prac.g_01175
OG0000397	Prbn.g_01145	Prac.g_01162
OG0000398	Prbn.g_01697	Prac.g_01154
OG0000399	Prbn.g_01150	Prac.g_01153
OG0000400	Prbn.g_01810	Prac.g_01148
OG0000401	Prbn.g_00682	Prac.g_01116
OG0000402	Prbn.g_00681	Prac.g_01115
OG0000403	Prbn.g_00680	Prac.g_01114
OG0000404	Prbn.g_00678	Prac.g_01112
OG0000405	Prbn.g_00677	Prac.g_01111
OG0000406	Prbn.g_00675	Prac.g_01109
OG0000407	Prbn.g_00674	Prac.g_01108
OG0000408	Prbn.g_00673	Prac.g_01107
OG0000409	Prbn.g_00672	Prac.g_01106
OG0000410	Prbn.g_00671	Prac.g_01105
OG0000411	Prbn.g_00670	Prac.g_01104
OG0000412	Prbn.g_00669	Prac.g_01103
OG0000413	Prbn.g_00668	Prac.g_01102
OG0000414	Prbn.g_00667	Prac.g_01101
OG0000415	Prbn.g_00666	Prac.g_01100
OG0000416	Prbn.g_00665	Prac.g_01099
OG0000417	Prbn.g_00664	Prac.g_01098
OG0000418	Prbn.g_00663	Prac.g_01097
OG0000419	Prbn.g_00662	Prac.g_01096
OG0000420	Prbn.g_00661	Prac.g_01095
OG0000421	Prbn.g_00657	Prac.g_01094
OG0000422	Prbn.g_00655	Prac.g_01092
OG0000423	Prbn.g_00654	Prac.g_01091
OG0000424	Prbn.g_00653	Prac.g_01089
OG0000425	Prbn.g_00649	Prac.g_01084
OG0000426	Prbn.g_00648	Prac.g_01083
OG0000427	Prbn.g_00647	Prac.g_01082
OG0000428	Prbn.g_00645	Prac.g_01081
OG0000429	Prbn.g_00644	Prac.g_01080
OG0000430	Prbn.g_00643	Prac.g_01073
OG0000431	Prbn.g_00641	Prac.g_01071
OG0000432	Prbn.g_00640	Prac.g_01070
OG0000433	Prbn.g_00637	Prac.g_01067
OG0000434	Prbn.g_00636	Prac.g_01066
OG0000435	Prbn.g_00635	Prac.g_01065
OG0000436	Prbn.g_00633	Prac.g_01063
OG0000437	Prbn.g_00631	Prac.g_01061
OG0000438	Prbn.g_00630	Prac.g_01060
OG0000439	Prbn.g_00629	Prac.g_01059
OG0000440	Prbn.g_00627	Prac.g_01057
OG0000441	Prbn.g_00626	Prac.g_01056
OG0000442	Prbn.g_00625	Prac.g_01055
OG0000443	Prbn.g_00624	Prac.g_01054
OG0000444	Prbn.g_00623	Prac.g_01053
OG0000445	Prbn.g_00622	Prac.g_01052
OG0000446	Prbn.g_00621	Prac.g_01051
OG0000447	Prbn.g_00620	Prac.g_01050
OG0000448	Prbn.g_00619	Prac.g_01049
OG0000449	Prbn.g_00613	Prac.g_00871
OG0000450	Prbn.g_00612	Prac.g_00870
OG0000451	Prbn.g_00611	Prac.g_00869
OG0000452	Prbn.g_00610	Prac.g_00868
OG0000453	Prbn.g_00609	Prac.g_00866
OG0000454	Prbn.g_00608	Prac.g_00865
OG0000455	Prbn.g_00607	Prac.g_00864
OG0000456	Prbn.g_00606	Prac.g_00863
OG0000457	Prbn.g_00604	Prac.g_00861
OG0000458	Prbn.g_00602	Prac.g_00859
OG0000459	Prbn.g_00601	Prac.g_00858
OG0000460	Prbn.g_00599	Prac.g_00857
OG0000461	Prbn.g_00598	Prac.g_00856
OG0000462	Prbn.g_00597	Prac.g_00855
OG0000463	Prbn.g_00596	Prac.g_00854
OG0000464	Prbn.g_00592	Prac.g_00849
OG0000465	Prbn.g_00591	Prac.g_00847
OG0000466	Prbn.g_00590	Prac.g_00846
OG0000467	Prbn.g_00589	Prac.g_00845
OG0000468	Prbn.g_00588	Prac.g_00844
OG0000469	Prbn.g_00587	Prac.g_00843
OG0000470	Prbn.g_00586	Prac.g_00842
OG0000471	Prbn.g_00585	Prac.g_00841
OG0000472	Prbn.g_00582	Prac.g_00838
OG0000473	Prbn.g_00581	Prac.g_00837
OG0000474	Prbn.g_00580	Prac.g_00836
OG0000475	Prbn.g_00579	Prac.g_00835
OG0000476	Prbn.g_00578	Prac.g_00834
OG0000477	Prbn.g_00576	Prac.g_00832
OG0000478	Prbn.g_00575	Prac.g_00831
OG0000479	Prbn.g_00574	Prac.g_00830
OG0000480	Prbn.g_00572	Prac.g_00828
OG0000481	Prbn.g_00571	Prac.g_00827
OG0000482	Prbn.g_00570	Prac.g_00826
OG0000483	Prbn.g_00569	Prac.g_00825
OG0000484	Prbn.g_00568	Prac.g_00824
OG0000485	Prbn.g_00567	Prac.g_00823
OG0000486	Prbn.g_00566	Prac.g_00822
OG0000487	Prbn.g_00565	Prac.g_00821
OG0000488	Prbn.g_00563	Prac.g_00819
OG0000489	Prbn.g_00562	Prac.g_00818
OG0000490	Prbn.g_00561	Prac.g_00817
OG0000491	Prbn.g_00560	Prac.g_00816
OG0000492	Prbn.g_00559	Prac.g_00815
OG0000493	Prbn.g_00558	Prac.g_00814
OG0000494	Prbn.g_00557	Prac.g_00812
OG0000495	Prbn.g_00556	Prac.g_00811
OG0000496	Prbn.g_00554	Prac.g_00810
OG0000497	Prbn.g_00552	Prac.g_00809
OG0000498	Prbn.g_00551	Prac.g_00808
OG0000499	Prbn.g_00549	Prac.g_00806
OG0000500	Prbn.g_00548	Prac.g_00805
OG0000501	Prbn.g_00546	Prac.g_00803
OG0000502	Prbn.g_00545	Prac.g_00802
OG0000503	Prbn.g_00544	Prac.g_00801
OG0000504	Prbn.g_00543	Prac.g_00800
OG0000505	Prbn.g_00542	Prac.g_00799
OG0000506	Prbn.g_00541	Prac.g_00798
OG0000507	Prbn.g_00540	Prac.g_00797
OG0000508	Prbn.g_00538	Prac.g_00795
OG0000509	Prbn.g_00537	Prac.g_00794
OG0000510	Prbn.g_00536	Prac.g_00793
OG0000511	Prbn.g_00535	Prac.g_00792
OG0000512	Prbn.g_00534	Prac.g_00791
OG0000513	Prbn.g_00533	Prac.g_00790
OG0000514	Prbn.g_00532	Prac.g_00789
OG0000515	Prbn.g_00529	Prac.g_00787
OG0000516	Prbn.g_00528	Prac.g_00786
OG0000517	Prbn.g_00527	Prac.g_00785
OG0000518	Prbn.g_00524	Prac.g_00782
OG0000519	Prbn.g_00523	Prac.g_00780
OG0000520	Prbn.g_00522	Prac.g_00779
OG0000521	Prbn.g_00521	Prac.g_00778
OG0000522	Prbn.g_00520	Prac.g_00777
OG0000523	Prbn.g_00519	Prac.g_00776
OG0000524	Prbn.g_00518	Prac.g_00775
OG0000525	Prbn.g_00516	Prac.g_00772
OG0000526	Prbn.g_00515	Prac.g_00771
OG0000527	Prbn.g_00514	Prac.g_00770
OG0000528	Prbn.g_00513	Prac.g_00769
OG0000529	Prbn.g_00512	Prac.g_00768
OG0000530	Prbn.g_00511	Prac.g_00767
OG0000531	Prbn.g_00509	Prac.g_00766
OG0000532	Prbn.g_00508	Prac.g_00765
OG0000533	Prbn.g_00507	Prac.g_00764
OG0000534	Prbn.g_00506	Prac.g_00763
OG0000535	Prbn.g_00505	Prac.g_00762
OG0000536	Prbn.g_00504	Prac.g_00761
OG0000537	Prbn.g_00503	Prac.g_00760
OG0000538	Prbn.g_00502	Prac.g_00759
OG0000539	Prbn.g_00501	Prac.g_00758
OG0000540	Prbn.g_00500	Prac.g_00757
OG0000541	Prbn.g_00499	Prac.g_00756
OG0000542	Prbn.g_00498	Prac.g_00755
OG0000543	Prbn.g_00497	Prac.g_00754
OG0000544	Prbn.g_00496	Prac.g_00753
OG0000545	Prbn.g_00494	Prac.g_00750
OG0000546	Prbn.g_00493	Prac.g_00749
OG0000547	Prbn.g_00491	Prac.g_00747
OG0000548	Prbn.g_00489	Prac.g_00746
OG0000549	Prbn.g_00488	Prac.g_00745
OG0000550	Prbn.g_00487	Prac.g_00744
OG0000551	Prbn.g_00485	Prac.g_00743
OG0000552	Prbn.g_00484	Prac.g_00742
OG0000553	Prbn.g_00421	Prac.g_00741
OG0000554	Prbn.g_00422	Prac.g_00740
