Orthogroup	Prav	Prab
OG0000058	Prav.g_01073	Prab.g_00479
OG0000059	Prav.g_01296	Prab.g_00703
OG0000060	Prav.g_00335	Prab.g_01297
OG0000061	Prav.g_00576	Prab.g_00990
OG0000062	Prav.g_00033	Prab.g_01186
OG0000063	Prav.g_01390	Prab.g_00717
OG0000064	Prav.g_01729	Prab.g_00720
OG0000065	Prav.g_01438	Prab.g_01637, Prab.g_01326
OG0000066	Prav.g_01513	Prab.g_01447
OG0000067	Prav.g_01334	Prab.g_00799
OG0000068	Prav.g_00632	Prab.g_01802
OG0000071	Prav.g_00079	Prab.g_00011
OG0000073	Prav.g_01267	Prab.g_00674
OG0000074	Prav.g_01289	Prab.g_00696
OG0000075	Prav.g_00404	Prab.g_00847
OG0000076	Prav.g_00933	Prab.g_00929, Prab.g_01299
OG0000078	Prav.g_01514	Prab.g_01394
OG0000079	Prav.g_01656, Prav.g_01551	Prab.g_01544
OG0000080	Prav.g_01705	Prab.g_00922, Prab.g_01290
OG0000081	Prav.g_00663	Prab.g_01832
OG0000082	Prav.g_00751	Prab.g_01920
OG0000083	Prav.g_00789	Prab.g_00003
OG0000084	Prav.g_00792	Prab.g_00006
OG0000085	Prav.g_00091	Prab.g_00023
OG0000087	Prav.g_00120	Prab.g_00048
OG0000088	Prav.g_00178	Prab.g_00104
OG0000089	Prav.g_00186	Prab.g_00112
OG0000090	Prav.g_00204	Prab.g_00129
OG0000091	Prav.g_00869	Prab.g_00160
OG0000092	Prav.g_00868	Prab.g_00161
OG0000093	Prav.g_00854	Prab.g_00175
OG0000094	Prav.g_00836	Prab.g_00193
OG0000095	Prav.g_00831	Prab.g_00198
OG0000096	Prav.g_01898	Prab.g_00241
OG0000097	Prav.g_01920	Prab.g_00262
OG0000098	Prav.g_01930	Prab.g_00272
OG0000099	Prav.g_01940	Prab.g_00282
OG0000100	Prav.g_01943	Prab.g_00285
OG0000101	Prav.g_00976	Prab.g_00344
OG0000102	Prav.g_00999	Prab.g_00371
OG0000103	Prav.g_01074	Prab.g_00480
OG0000104	Prav.g_01078	Prab.g_00484
OG0000105	Prav.g_01097	Prab.g_00503
OG0000106	Prav.g_01130	Prab.g_00536
OG0000107	Prav.g_01131	Prab.g_00537
OG0000108	Prav.g_00954, Prav.g_01141	Prab.g_00547
OG0000109	Prav.g_01150	Prab.g_00556
OG0000110	Prav.g_01166	Prab.g_00573
OG0000111	Prav.g_01249	Prab.g_00656
OG0000112	Prav.g_01250	Prab.g_00657
OG0000113	Prav.g_00328	Prab.g_00745
OG0000114	Prav.g_00395	Prab.g_00838
OG0000115	Prav.g_00556	Prab.g_01010
OG0000116	Prav.g_00560	Prab.g_01006
OG0000117	Prav.g_00930	Prab.g_00932
OG0000118	Prav.g_00261	Prab.g_01144
OG0000119	Prav.g_00036	Prab.g_01189
OG0000120	Prav.g_00071	Prab.g_01225
OG0000121	Prav.g_01856	Prab.g_01244
OG0000122	Prav.g_01837, Prav.g_00955	Prab.g_01263
OG0000123	Prav.g_01824	Prab.g_01276
OG0000124	Prav.g_02003	Prab.g_01284
OG0000125	Prav.g_01450	Prab.g_01338
OG0000126	Prav.g_01473	Prab.g_01360
OG0000127	Prav.g_01565	Prab.g_01453
OG0000128	Prav.g_01579	Prab.g_01467
OG0000129	Prav.g_01615	Prab.g_01503
OG0000130	Prav.g_01759	Prab.g_01667
OG0000131	Prav.g_01797	Prab.g_01705
OG0000132	Prav.g_01800	Prab.g_01708
OG0000133	Prav.g_00591	Prab.g_01761
OG0000134	Prav.g_00627	Prab.g_01797
OG0000135	Prav.g_00629	Prab.g_01799
OG0000136	Prav.g_00674	Prab.g_01842
OG0000137	Prav.g_00706	Prab.g_01874
OG0000138	Prav.g_00741	Prab.g_01910
OG0000139	Prav.g_00768	Prab.g_01937
OG0000140	Prav.g_00787	Prab.g_00001
OG0000141	Prav.g_00788	Prab.g_00002
OG0000142	Prav.g_00790	Prab.g_00004
OG0000143	Prav.g_00791	Prab.g_00005
OG0000144	Prav.g_00793	Prab.g_00007
OG0000145	Prav.g_00794	Prab.g_00008
OG0000146	Prav.g_00795	Prab.g_00009
OG0000147	Prav.g_00078	Prab.g_00010
OG0000148	Prav.g_00080	Prab.g_00012
OG0000149	Prav.g_00082	Prab.g_00014
OG0000150	Prav.g_00083	Prab.g_00015
OG0000151	Prav.g_00084	Prab.g_00016
OG0000152	Prav.g_00085	Prab.g_00017
OG0000153	Prav.g_00086	Prab.g_00018
OG0000154	Prav.g_00087	Prab.g_00019
OG0000155	Prav.g_00088	Prab.g_00020
OG0000156	Prav.g_00089	Prab.g_00021
OG0000157	Prav.g_00090	Prab.g_00022
OG0000158	Prav.g_00092	Prab.g_00024
OG0000159	Prav.g_00093	Prab.g_00025
OG0000160	Prav.g_00094	Prab.g_00026
OG0000161	Prav.g_00095	Prab.g_00027
OG0000162	Prav.g_00096	Prab.g_00028
OG0000163	Prav.g_00097	Prab.g_00029
OG0000164	Prav.g_00100	Prab.g_00032
OG0000165	Prav.g_00103	Prab.g_00035
OG0000166	Prav.g_00104	Prab.g_00036
OG0000167	Prav.g_00105	Prab.g_00037
OG0000168	Prav.g_00111	Prab.g_00039
OG0000169	Prav.g_00113	Prab.g_00041
OG0000170	Prav.g_00114	Prab.g_00042
OG0000171	Prav.g_00115	Prab.g_00043
OG0000172	Prav.g_00116	Prab.g_00044
OG0000173	Prav.g_00117	Prab.g_00045
OG0000174	Prav.g_00118	Prab.g_00046
OG0000175	Prav.g_00119	Prab.g_00047
OG0000176	Prav.g_00121	Prab.g_00049
OG0000177	Prav.g_00122	Prab.g_00050
OG0000178	Prav.g_00123	Prab.g_00051
OG0000179	Prav.g_00129	Prab.g_00056
OG0000180	Prav.g_00130	Prab.g_00057
OG0000181	Prav.g_00131	Prab.g_00058
OG0000182	Prav.g_00134	Prab.g_00061
OG0000183	Prav.g_00135	Prab.g_00062
OG0000184	Prav.g_00138	Prab.g_00065
OG0000185	Prav.g_00142	Prab.g_00069
OG0000186	Prav.g_00143	Prab.g_00070
OG0000187	Prav.g_00144	Prab.g_00071
OG0000188	Prav.g_00145	Prab.g_00072
OG0000189	Prav.g_00146	Prab.g_00073
OG0000190	Prav.g_00147	Prab.g_00074
OG0000191	Prav.g_00148	Prab.g_00075
OG0000192	Prav.g_00149	Prab.g_00076
OG0000193	Prav.g_00150	Prab.g_00077
OG0000194	Prav.g_00151	Prab.g_00078
OG0000195	Prav.g_00153	Prab.g_00080
OG0000196	Prav.g_00154	Prab.g_00081
OG0000197	Prav.g_00155	Prab.g_00082
OG0000198	Prav.g_00156	Prab.g_00083
OG0000199	Prav.g_00159	Prab.g_00085
OG0000200	Prav.g_00160	Prab.g_00086
OG0000201	Prav.g_00161	Prab.g_00087
OG0000202	Prav.g_00162	Prab.g_00088
OG0000203	Prav.g_00163	Prab.g_00089
OG0000204	Prav.g_00164	Prab.g_00090
OG0000205	Prav.g_00165	Prab.g_00091
OG0000206	Prav.g_00166	Prab.g_00092
OG0000207	Prav.g_00167	Prab.g_00093
OG0000208	Prav.g_00168	Prab.g_00094
OG0000209	Prav.g_00169	Prab.g_00095
OG0000210	Prav.g_00171	Prab.g_00097
OG0000211	Prav.g_00172	Prab.g_00098
OG0000212	Prav.g_00173	Prab.g_00099
OG0000213	Prav.g_00174	Prab.g_00100
OG0000214	Prav.g_00176	Prab.g_00102
OG0000215	Prav.g_00177	Prab.g_00103
OG0000216	Prav.g_00179	Prab.g_00105
OG0000217	Prav.g_00180	Prab.g_00106
OG0000218	Prav.g_00181	Prab.g_00107
OG0000219	Prav.g_00182	Prab.g_00108
OG0000220	Prav.g_00185	Prab.g_00111
OG0000221	Prav.g_00187	Prab.g_00113
OG0000222	Prav.g_00188	Prab.g_00114
OG0000223	Prav.g_00189	Prab.g_00115
OG0000224	Prav.g_00192	Prab.g_00117
OG0000225	Prav.g_00194	Prab.g_00119
OG0000226	Prav.g_00195	Prab.g_00120
OG0000227	Prav.g_00196	Prab.g_00121
OG0000228	Prav.g_00197	Prab.g_00122
OG0000229	Prav.g_00198	Prab.g_00123
OG0000230	Prav.g_00199	Prab.g_00124
OG0000231	Prav.g_00201	Prab.g_00126
OG0000232	Prav.g_00202	Prab.g_00127
OG0000233	Prav.g_00205	Prab.g_00130
OG0000234	Prav.g_00207	Prab.g_00132
OG0000235	Prav.g_00212	Prab.g_00136
OG0000236	Prav.g_00213	Prab.g_00137
OG0000237	Prav.g_00214	Prab.g_00138
OG0000238	Prav.g_00215	Prab.g_00139
OG0000239	Prav.g_00216	Prab.g_00140
OG0000240	Prav.g_00887	Prab.g_00142
OG0000241	Prav.g_00886	Prab.g_00143
OG0000242	Prav.g_00885	Prab.g_00144
OG0000243	Prav.g_00884	Prab.g_00145
OG0000244	Prav.g_00883	Prab.g_00146
OG0000245	Prav.g_00882	Prab.g_00147
OG0000246	Prav.g_00880	Prab.g_00149
OG0000247	Prav.g_00879	Prab.g_00150
OG0000248	Prav.g_00878	Prab.g_00151
OG0000249	Prav.g_00877	Prab.g_00152
OG0000250	Prav.g_00876	Prab.g_00153
OG0000251	Prav.g_00875	Prab.g_00154
OG0000252	Prav.g_00874	Prab.g_00155
OG0000253	Prav.g_00873	Prab.g_00156
OG0000254	Prav.g_00871	Prab.g_00158
OG0000255	Prav.g_00870	Prab.g_00159
OG0000256	Prav.g_00867	Prab.g_00162
OG0000257	Prav.g_00865	Prab.g_00164
OG0000258	Prav.g_00864	Prab.g_00165
OG0000259	Prav.g_00863	Prab.g_00166
OG0000260	Prav.g_00862	Prab.g_00167
OG0000261	Prav.g_00861	Prab.g_00168
OG0000262	Prav.g_00860	Prab.g_00169
OG0000263	Prav.g_00859	Prab.g_00170
OG0000264	Prav.g_00857	Prab.g_00172
OG0000265	Prav.g_00856	Prab.g_00173
OG0000266	Prav.g_00855	Prab.g_00174
OG0000267	Prav.g_00853	Prab.g_00176
OG0000268	Prav.g_00852	Prab.g_00177
OG0000269	Prav.g_00851	Prab.g_00178
OG0000270	Prav.g_00850	Prab.g_00179
OG0000271	Prav.g_00849	Prab.g_00180
OG0000272	Prav.g_00848	Prab.g_00181
OG0000273	Prav.g_00847	Prab.g_00182
OG0000274	Prav.g_00846	Prab.g_00183
OG0000275	Prav.g_00845	Prab.g_00184
OG0000276	Prav.g_00844	Prab.g_00185
OG0000277	Prav.g_00843	Prab.g_00186
OG0000278	Prav.g_00842	Prab.g_00187
OG0000279	Prav.g_00841	Prab.g_00188
OG0000280	Prav.g_00840	Prab.g_00189
OG0000281	Prav.g_00838	Prab.g_00191
OG0000282	Prav.g_00837	Prab.g_00192
OG0000283	Prav.g_00834	Prab.g_00195
OG0000284	Prav.g_00833	Prab.g_00196
OG0000285	Prav.g_00832	Prab.g_00197
OG0000286	Prav.g_00830	Prab.g_00199
OG0000287	Prav.g_00829	Prab.g_00200
OG0000288	Prav.g_00828	Prab.g_00201
OG0000289	Prav.g_00827	Prab.g_00202
OG0000290	Prav.g_00826	Prab.g_00203
OG0000291	Prav.g_00825	Prab.g_00204
OG0000292	Prav.g_00824	Prab.g_00205
OG0000293	Prav.g_00823	Prab.g_00206
OG0000294	Prav.g_00822	Prab.g_00207
OG0000295	Prav.g_00821	Prab.g_00208
OG0000296	Prav.g_00820	Prab.g_00209
OG0000297	Prav.g_00819	Prab.g_00210
OG0000298	Prav.g_00818	Prab.g_00211
OG0000299	Prav.g_00817	Prab.g_00212
OG0000300	Prav.g_00816	Prab.g_00213
OG0000301	Prav.g_00815	Prab.g_00214
OG0000302	Prav.g_00814	Prab.g_00215
OG0000303	Prav.g_00813	Prab.g_00216
OG0000304	Prav.g_00812	Prab.g_00217
OG0000305	Prav.g_00811	Prab.g_00218
OG0000306	Prav.g_00810	Prab.g_00219
OG0000307	Prav.g_00809	Prab.g_00220
OG0000308	Prav.g_00808	Prab.g_00221
OG0000309	Prav.g_00807	Prab.g_00222
OG0000310	Prav.g_00806	Prab.g_00223
OG0000311	Prav.g_00805	Prab.g_00224
OG0000312	Prav.g_00803	Prab.g_00226
OG0000313	Prav.g_00802	Prab.g_00227
OG0000314	Prav.g_00799	Prab.g_00229
OG0000315	Prav.g_00798	Prab.g_00230
OG0000316	Prav.g_01889	Prab.g_00232
OG0000317	Prav.g_01891	Prab.g_00234
OG0000318	Prav.g_01892	Prab.g_00235
OG0000319	Prav.g_01893	Prab.g_00236
OG0000320	Prav.g_01894	Prab.g_00237
OG0000321	Prav.g_01897	Prab.g_00240
OG0000322	Prav.g_01900	Prab.g_00243
OG0000323	Prav.g_01901	Prab.g_00244
OG0000324	Prav.g_01904	Prab.g_00247
OG0000325	Prav.g_01906	Prab.g_00248
OG0000326	Prav.g_01907	Prab.g_00249
OG0000327	Prav.g_01909	Prab.g_00251
OG0000328	Prav.g_01910	Prab.g_00252
OG0000329	Prav.g_01911	Prab.g_00253
OG0000330	Prav.g_01912	Prab.g_00254
OG0000331	Prav.g_01913	Prab.g_00255
OG0000332	Prav.g_01914	Prab.g_00256
OG0000333	Prav.g_01915	Prab.g_00257
OG0000334	Prav.g_01916	Prab.g_00258
OG0000335	Prav.g_01917	Prab.g_00259
OG0000336	Prav.g_01918	Prab.g_00260
OG0000337	Prav.g_01921	Prab.g_00263
OG0000338	Prav.g_01922	Prab.g_00264
OG0000339	Prav.g_01923	Prab.g_00265
OG0000340	Prav.g_01924	Prab.g_00266
OG0000341	Prav.g_01928	Prab.g_00270
OG0000342	Prav.g_01929	Prab.g_00271
OG0000343	Prav.g_01931	Prab.g_00273
OG0000344	Prav.g_01932	Prab.g_00274
OG0000345	Prav.g_01933	Prab.g_00275
OG0000346	Prav.g_01934	Prab.g_00276
OG0000347	Prav.g_01935	Prab.g_00277
OG0000348	Prav.g_01936	Prab.g_00278
OG0000349	Prav.g_01937	Prab.g_00279
OG0000350	Prav.g_01938	Prab.g_00280
OG0000351	Prav.g_01941	Prab.g_00283
OG0000352	Prav.g_01944	Prab.g_00286
OG0000353	Prav.g_01945	Prab.g_00287
OG0000354	Prav.g_01946	Prab.g_00288
OG0000355	Prav.g_01947	Prab.g_00289
OG0000356	Prav.g_01948	Prab.g_00290
OG0000357	Prav.g_01949	Prab.g_00291
OG0000358	Prav.g_01950	Prab.g_00292
OG0000359	Prav.g_01951	Prab.g_00293
OG0000360	Prav.g_01954	Prab.g_00296
OG0000361	Prav.g_01955	Prab.g_00297
OG0000362	Prav.g_01956	Prab.g_00298
OG0000363	Prav.g_01957	Prab.g_00299
OG0000364	Prav.g_01958	Prab.g_00300
OG0000365	Prav.g_01959	Prab.g_00301
OG0000366	Prav.g_01960	Prab.g_00302
OG0000367	Prav.g_01961	Prab.g_00303
OG0000368	Prav.g_01962	Prab.g_00304
OG0000369	Prav.g_01963	Prab.g_00305
OG0000370	Prav.g_01964	Prab.g_00306
OG0000371	Prav.g_01965	Prab.g_00307
OG0000372	Prav.g_01967	Prab.g_00309
OG0000373	Prav.g_01969	Prab.g_00311
OG0000374	Prav.g_01970	Prab.g_00312
OG0000375	Prav.g_01971	Prab.g_00313
OG0000376	Prav.g_01973	Prab.g_00315
OG0000377	Prav.g_01974	Prab.g_00316
OG0000378	Prav.g_01975	Prab.g_00317
OG0000379	Prav.g_01980	Prab.g_00322
OG0000380	Prav.g_01981	Prab.g_00323
OG0000381	Prav.g_01982	Prab.g_00324
OG0000382	Prav.g_01984	Prab.g_00325
OG0000383	Prav.g_01987	Prab.g_00328
OG0000384	Prav.g_01988	Prab.g_00329
OG0000385	Prav.g_01991	Prab.g_00332
OG0000386	Prav.g_01992	Prab.g_00333
OG0000387	Prav.g_01993	Prab.g_00334
OG0000388	Prav.g_01994	Prab.g_00335
OG0000389	Prav.g_01995	Prab.g_00336
OG0000390	Prav.g_01996	Prab.g_00337
OG0000391	Prav.g_01997	Prab.g_00338
OG0000392	Prav.g_01998	Prab.g_00339
OG0000393	Prav.g_00974	Prab.g_00342
OG0000394	Prav.g_00975	Prab.g_00343
OG0000395	Prav.g_00977	Prab.g_00345
OG0000396	Prav.g_00978	Prab.g_00347
OG0000397	Prav.g_00990	Prab.g_00360
OG0000398	Prav.g_00996	Prab.g_00367
OG0000399	Prav.g_00997	Prab.g_00368
OG0000400	Prav.g_01001	Prab.g_00375
OG0000401	Prav.g_01030	Prab.g_00434
OG0000402	Prav.g_01031	Prab.g_00435
OG0000403	Prav.g_01032	Prab.g_00436
OG0000404	Prav.g_01034	Prab.g_00438
OG0000405	Prav.g_01035	Prab.g_00439
OG0000406	Prav.g_01037	Prab.g_00441
OG0000407	Prav.g_01038	Prab.g_00442
OG0000408	Prav.g_01039	Prab.g_00443
OG0000409	Prav.g_01040	Prab.g_00444
OG0000410	Prav.g_01041	Prab.g_00445
OG0000411	Prav.g_01042	Prab.g_00446
OG0000412	Prav.g_01043	Prab.g_00447
OG0000413	Prav.g_01044	Prab.g_00448
OG0000414	Prav.g_01045	Prab.g_00449
OG0000415	Prav.g_01046	Prab.g_00450
OG0000416	Prav.g_01047	Prab.g_00454
OG0000417	Prav.g_01048	Prab.g_00455
OG0000418	Prav.g_01049	Prab.g_00456
OG0000419	Prav.g_01050	Prab.g_00457
OG0000420	Prav.g_01051	Prab.g_00458
OG0000421	Prav.g_01052	Prab.g_00459
OG0000422	Prav.g_01053	Prab.g_00460
OG0000423	Prav.g_01054	Prab.g_00461
OG0000424	Prav.g_01056	Prab.g_00463
OG0000425	Prav.g_01059	Prab.g_00466
OG0000426	Prav.g_01060	Prab.g_00467
OG0000427	Prav.g_01061	Prab.g_00468
OG0000428	Prav.g_01062	Prab.g_00469
OG0000429	Prav.g_01063	Prab.g_00470
OG0000430	Prav.g_01069	Prab.g_00475
OG0000431	Prav.g_01071	Prab.g_00477
OG0000432	Prav.g_01072	Prab.g_00478
OG0000433	Prav.g_01075	Prab.g_00481
OG0000434	Prav.g_01076	Prab.g_00482
OG0000435	Prav.g_01077	Prab.g_00483
OG0000436	Prav.g_01079	Prab.g_00485
OG0000437	Prav.g_01081	Prab.g_00487
OG0000438	Prav.g_01082	Prab.g_00488
OG0000439	Prav.g_01083	Prab.g_00489
OG0000440	Prav.g_01085	Prab.g_00491
OG0000441	Prav.g_01086	Prab.g_00492
OG0000442	Prav.g_01087	Prab.g_00493
OG0000443	Prav.g_01088	Prab.g_00494
OG0000444	Prav.g_01089	Prab.g_00495
OG0000445	Prav.g_01090	Prab.g_00496
OG0000446	Prav.g_01091	Prab.g_00497
OG0000447	Prav.g_01092	Prab.g_00498
OG0000448	Prav.g_01093	Prab.g_00499
OG0000449	Prav.g_01098	Prab.g_00504
OG0000450	Prav.g_01099	Prab.g_00505
OG0000451	Prav.g_01100	Prab.g_00506
OG0000452	Prav.g_01101	Prab.g_00507
OG0000453	Prav.g_01103	Prab.g_00509
OG0000454	Prav.g_01104	Prab.g_00510
OG0000455	Prav.g_01105	Prab.g_00511
OG0000456	Prav.g_01106	Prab.g_00512
OG0000457	Prav.g_01108	Prab.g_00514
OG0000458	Prav.g_01110	Prab.g_00516
OG0000459	Prav.g_01111	Prab.g_00517
OG0000460	Prav.g_01113	Prab.g_00519
OG0000461	Prav.g_01114	Prab.g_00520
OG0000462	Prav.g_01115	Prab.g_00521
OG0000463	Prav.g_01116	Prab.g_00522
OG0000464	Prav.g_01121	Prab.g_00527
OG0000465	Prav.g_01123	Prab.g_00529
OG0000466	Prav.g_01124	Prab.g_00530
OG0000467	Prav.g_01125	Prab.g_00531
OG0000468	Prav.g_01126	Prab.g_00532
OG0000469	Prav.g_01127	Prab.g_00533
OG0000470	Prav.g_01128	Prab.g_00534
OG0000471	Prav.g_01129	Prab.g_00535
OG0000472	Prav.g_01132	Prab.g_00538
OG0000473	Prav.g_01133	Prab.g_00539
OG0000474	Prav.g_01134	Prab.g_00540
OG0000475	Prav.g_01135	Prab.g_00541
OG0000476	Prav.g_01136	Prab.g_00542
OG0000477	Prav.g_01138	Prab.g_00544
OG0000478	Prav.g_01139	Prab.g_00545
OG0000479	Prav.g_01140	Prab.g_00546
OG0000480	Prav.g_01142	Prab.g_00548
OG0000481	Prav.g_01143	Prab.g_00549
OG0000482	Prav.g_01144	Prab.g_00550
OG0000483	Prav.g_01145	Prab.g_00551
OG0000484	Prav.g_01146	Prab.g_00552
OG0000485	Prav.g_01147	Prab.g_00553
OG0000486	Prav.g_01148	Prab.g_00554
OG0000487	Prav.g_01149	Prab.g_00555
OG0000488	Prav.g_01151	Prab.g_00557
OG0000489	Prav.g_01152	Prab.g_00558
OG0000490	Prav.g_01153	Prab.g_00559
OG0000491	Prav.g_01154	Prab.g_00560
OG0000492	Prav.g_01155	Prab.g_00561
OG0000493	Prav.g_01156	Prab.g_00562
OG0000494	Prav.g_01158	Prab.g_00564
OG0000495	Prav.g_01159	Prab.g_00565
OG0000496	Prav.g_01160	Prab.g_00566
OG0000497	Prav.g_01161	Prab.g_00568
OG0000498	Prav.g_01162	Prab.g_00569
OG0000499	Prav.g_01164	Prab.g_00571
OG0000500	Prav.g_01165	Prab.g_00572
OG0000501	Prav.g_01167	Prab.g_00574
OG0000502	Prav.g_01168	Prab.g_00575
OG0000503	Prav.g_01169	Prab.g_00576
OG0000504	Prav.g_01170	Prab.g_00577
OG0000505	Prav.g_01171	Prab.g_00578
OG0000506	Prav.g_01172	Prab.g_00579
OG0000507	Prav.g_01173	Prab.g_00580
OG0000508	Prav.g_01175	Prab.g_00582
OG0000509	Prav.g_01176	Prab.g_00583
OG0000510	Prav.g_01177	Prab.g_00584
OG0000511	Prav.g_01178	Prab.g_00585
OG0000512	Prav.g_01179	Prab.g_00586
OG0000513	Prav.g_01180	Prab.g_00587
OG0000514	Prav.g_01181	Prab.g_00588
OG0000515	Prav.g_01183	Prab.g_00590
OG0000516	Prav.g_01184	Prab.g_00591
OG0000517	Prav.g_01185	Prab.g_00592
OG0000518	Prav.g_01187	Prab.g_00595
OG0000519	Prav.g_01188	Prab.g_00596
OG0000520	Prav.g_01189	Prab.g_00597
OG0000521	Prav.g_01190	Prab.g_00598
OG0000522	Prav.g_01191	Prab.g_00599
OG0000523	Prav.g_01192	Prab.g_00600
OG0000524	Prav.g_01193	Prab.g_00601
OG0000525	Prav.g_01195	Prab.g_00603
OG0000526	Prav.g_01196	Prab.g_00604
OG0000527	Prav.g_01197	Prab.g_00605
OG0000528	Prav.g_01198	Prab.g_00606
OG0000529	Prav.g_01199	Prab.g_00607
OG0000530	Prav.g_01200	Prab.g_00608
OG0000531	Prav.g_01201	Prab.g_00609
OG0000532	Prav.g_01202	Prab.g_00610
OG0000533	Prav.g_01203	Prab.g_00611
OG0000534	Prav.g_01204	Prab.g_00612
OG0000535	Prav.g_01205	Prab.g_00613
OG0000536	Prav.g_01206	Prab.g_00614
OG0000537	Prav.g_01207	Prab.g_00615
OG0000538	Prav.g_01208	Prab.g_00616
OG0000539	Prav.g_01209	Prab.g_00617
OG0000540	Prav.g_01210	Prab.g_00618
OG0000541	Prav.g_01211	Prab.g_00619
OG0000542	Prav.g_01212	Prab.g_00620
OG0000543	Prav.g_01213	Prab.g_00621
OG0000544	Prav.g_01214	Prab.g_00622
OG0000545	Prav.g_01219	Prab.g_00625
OG0000546	Prav.g_01220	Prab.g_00626
OG0000547	Prav.g_01222	Prab.g_00629
OG0000548	Prav.g_01223	Prab.g_00630
OG0000549	Prav.g_01224	Prab.g_00631
OG0000550	Prav.g_01225	Prab.g_00632
OG0000551	Prav.g_01226	Prab.g_00633
OG0000552	Prav.g_01227	Prab.g_00634
OG0000553	Prav.g_01228	Prab.g_00635
OG0000554	Prav.g_01229	Prab.g_00636
OG0000555	Prav.g_01230	Prab.g_00637
OG0000556	Prav.g_01231	Prab.g_00638
OG0000557	Prav.g_01232	Prab.g_00639
OG0000558	Prav.g_01233	Prab.g_00640
OG0000559	Prav.g_01234	Prab.g_00641
OG0000560	Prav.g_01236	Prab.g_00643
OG0000561	Prav.g_01237	Prab.g_00644
OG0000562	Prav.g_01238	Prab.g_00645
OG0000563	Prav.g_01239	Prab.g_00646
OG0000564	Prav.g_01240	Prab.g_00647
OG0000565	Prav.g_01241	Prab.g_00648
OG0000566	Prav.g_01242	Prab.g_00649
OG0000567	Prav.g_01243	Prab.g_00650
OG0000568	Prav.g_01244	Prab.g_00651
OG0000569	Prav.g_01245	Prab.g_00652
OG0000570	Prav.g_01246	Prab.g_00653
OG0000571	Prav.g_01247	Prab.g_00654
OG0000572	Prav.g_01248	Prab.g_00655
