Orthogroup	Prav	Pras
OG0000304	Prav.g_00812	Pras.g_01078
OG0000305	Prav.g_00811	Pras.g_01079
OG0000306	Prav.g_00810	Pras.g_01080
OG0000307	Prav.g_00809	Pras.g_01081
OG0000308	Prav.g_00808	Pras.g_01082
OG0000309	Prav.g_00807	Pras.g_01083
OG0000310	Prav.g_00806	Pras.g_01084
OG0000311	Prav.g_00805	Pras.g_01085
OG0000312	Prav.g_00803	Pras.g_01087
OG0000313	Prav.g_00802	Pras.g_01088
OG0000314	Prav.g_00799	Pras.g_01091
OG0000315	Prav.g_00798	Pras.g_01092
OG0000316	Prav.g_01889	Pras.g_01094
OG0000317	Prav.g_01891	Pras.g_01096
OG0000318	Prav.g_01892	Pras.g_01097
OG0000319	Prav.g_01893	Pras.g_01098
OG0000320	Prav.g_01894	Pras.g_01099
OG0000321	Prav.g_01897	Pras.g_01102
OG0000322	Prav.g_01900	Pras.g_01105
OG0000323	Prav.g_01901	Pras.g_01106
OG0000324	Prav.g_01904	Pras.g_01109
OG0000325	Prav.g_01906	Pras.g_01111
OG0000326	Prav.g_01907	Pras.g_01112
OG0000327	Prav.g_01909	Pras.g_01114
OG0000328	Prav.g_01910	Pras.g_01115
OG0000329	Prav.g_01911	Pras.g_01116
OG0000330	Prav.g_01912	Pras.g_01117
OG0000331	Prav.g_01913	Pras.g_01118
OG0000332	Prav.g_01914	Pras.g_01119
OG0000333	Prav.g_01915	Pras.g_01120
OG0000334	Prav.g_01916	Pras.g_01121
OG0000335	Prav.g_01917	Pras.g_01122
OG0000336	Prav.g_01918	Pras.g_01123
OG0000337	Prav.g_01921	Pras.g_01127
OG0000338	Prav.g_01922	Pras.g_01128
OG0000339	Prav.g_01923	Pras.g_01129
OG0000340	Prav.g_01924	Pras.g_01130
OG0000341	Prav.g_01928	Pras.g_01134
OG0000342	Prav.g_01929	Pras.g_01135
OG0000343	Prav.g_01931	Pras.g_01137
OG0000344	Prav.g_01932	Pras.g_01138
OG0000345	Prav.g_01933	Pras.g_01139
OG0000346	Prav.g_01934	Pras.g_01140
OG0000347	Prav.g_01935	Pras.g_01141
OG0000348	Prav.g_01936	Pras.g_01142
OG0000349	Prav.g_01937	Pras.g_01143
OG0000350	Prav.g_01938	Pras.g_01144
OG0000351	Prav.g_01941	Pras.g_01146
OG0000352	Prav.g_01944	Pras.g_01149
OG0000353	Prav.g_01945	Pras.g_01150
OG0000354	Prav.g_01946	Pras.g_01151
OG0000355	Prav.g_01947	Pras.g_01152
OG0000356	Prav.g_01948	Pras.g_01153
OG0000357	Prav.g_01949	Pras.g_01155
OG0000358	Prav.g_01950	Pras.g_01156
OG0000359	Prav.g_01951	Pras.g_01157
OG0000360	Prav.g_01954	Pras.g_01160
OG0000361	Prav.g_01955	Pras.g_01161
OG0000362	Prav.g_01956	Pras.g_01162
OG0000363	Prav.g_01957	Pras.g_01163
OG0000364	Prav.g_01958	Pras.g_01164
OG0000365	Prav.g_01959	Pras.g_01165
OG0000366	Prav.g_01960	Pras.g_01166
OG0000367	Prav.g_01961	Pras.g_01167
OG0000368	Prav.g_01962	Pras.g_01168
OG0000369	Prav.g_01963	Pras.g_01169
OG0000370	Prav.g_01964	Pras.g_01170
OG0000371	Prav.g_01965	Pras.g_01171
OG0000372	Prav.g_01967	Pras.g_01173
OG0000373	Prav.g_01969	Pras.g_01175
OG0000374	Prav.g_01970	Pras.g_01176
OG0000375	Prav.g_01971	Pras.g_01177
OG0000376	Prav.g_01973	Pras.g_01179
OG0000377	Prav.g_01974	Pras.g_01180
OG0000378	Prav.g_01975	Pras.g_01181
OG0000379	Prav.g_01980	Pras.g_01187
OG0000380	Prav.g_01981	Pras.g_01188
OG0000381	Prav.g_01982	Pras.g_01189
OG0000382	Prav.g_01984	Pras.g_01191
OG0000383	Prav.g_01987	Pras.g_01194
OG0000384	Prav.g_01988	Pras.g_01195
OG0000385	Prav.g_01991	Pras.g_01198
OG0000386	Prav.g_01992	Pras.g_01199
OG0000387	Prav.g_01993	Pras.g_01200
OG0000388	Prav.g_01994	Pras.g_01201
OG0000389	Prav.g_01995	Pras.g_01202
OG0000390	Prav.g_01996	Pras.g_01203
OG0000391	Prav.g_01997	Pras.g_01204
OG0000392	Prav.g_01998	Pras.g_01205
OG0000393	Prav.g_00974	Pras.g_01208
OG0000394	Prav.g_00975	Pras.g_01209
OG0000395	Prav.g_00977	Pras.g_01211
OG0000396	Prav.g_00978	Pras.g_01212
OG0000397	Prav.g_00990	Pras.g_01224
OG0000398	Prav.g_00996	Pras.g_01232
OG0000399	Prav.g_00997	Pras.g_01233
OG0000400	Prav.g_01001	Pras.g_01239
OG0000401	Prav.g_01030	Pras.g_01309
OG0000402	Prav.g_01031	Pras.g_01310
OG0000403	Prav.g_01032	Pras.g_01311
OG0000404	Prav.g_01034	Pras.g_01313
OG0000405	Prav.g_01035	Pras.g_01314
OG0000406	Prav.g_01037	Pras.g_01316
OG0000407	Prav.g_01038	Pras.g_01317
OG0000408	Prav.g_01039	Pras.g_01318
OG0000409	Prav.g_01040	Pras.g_01319
OG0000410	Prav.g_01041	Pras.g_01320
OG0000411	Prav.g_01042	Pras.g_01321
OG0000412	Prav.g_01043	Pras.g_01322
OG0000413	Prav.g_01044	Pras.g_01323
OG0000414	Prav.g_01045	Pras.g_01324
OG0000415	Prav.g_01046	Pras.g_01325
OG0000416	Prav.g_01047	Pras.g_01326
OG0000417	Prav.g_01048	Pras.g_01327
OG0000418	Prav.g_01049	Pras.g_01328
OG0000419	Prav.g_01050	Pras.g_01329
OG0000420	Prav.g_01051	Pras.g_01330
OG0000421	Prav.g_01052	Pras.g_01331
OG0000422	Prav.g_01053	Pras.g_01332
OG0000423	Prav.g_01054	Pras.g_01333
OG0000424	Prav.g_01056	Pras.g_01335
OG0000425	Prav.g_01059	Pras.g_01339
OG0000426	Prav.g_01060	Pras.g_01340
OG0000427	Prav.g_01061	Pras.g_01341
OG0000428	Prav.g_01062	Pras.g_01342
OG0000429	Prav.g_01063	Pras.g_01343
OG0000430	Prav.g_01069	Pras.g_01349
OG0000431	Prav.g_01071	Pras.g_01351
OG0000432	Prav.g_01072	Pras.g_01352
OG0000433	Prav.g_01075	Pras.g_01355
OG0000434	Prav.g_01076	Pras.g_01356
OG0000435	Prav.g_01077	Pras.g_01357
OG0000436	Prav.g_01079	Pras.g_01359
OG0000437	Prav.g_01081	Pras.g_01361
OG0000438	Prav.g_01082	Pras.g_01362
OG0000439	Prav.g_01083	Pras.g_01363
OG0000440	Prav.g_01085	Pras.g_01365
OG0000441	Prav.g_01086	Pras.g_01366
OG0000442	Prav.g_01087	Pras.g_01367
OG0000443	Prav.g_01088	Pras.g_01368
OG0000444	Prav.g_01089	Pras.g_01369
OG0000445	Prav.g_01090	Pras.g_01370
OG0000446	Prav.g_01091	Pras.g_01371
OG0000447	Prav.g_01092	Pras.g_01372
OG0000448	Prav.g_01093	Pras.g_01373
OG0000449	Prav.g_01098	Pras.g_01378
OG0000450	Prav.g_01099	Pras.g_01379
OG0000451	Prav.g_01100	Pras.g_01380
OG0000452	Prav.g_01101	Pras.g_01381
OG0000453	Prav.g_01103	Pras.g_01383
OG0000454	Prav.g_01104	Pras.g_01384
OG0000455	Prav.g_01105	Pras.g_01385
OG0000456	Prav.g_01106	Pras.g_01386
OG0000457	Prav.g_01108	Pras.g_01388
OG0000458	Prav.g_01110	Pras.g_01390
OG0000459	Prav.g_01111	Pras.g_01391
OG0000460	Prav.g_01113	Pras.g_01393
OG0000461	Prav.g_01114	Pras.g_01394
OG0000462	Prav.g_01115	Pras.g_01395
OG0000463	Prav.g_01116	Pras.g_01396
OG0000464	Prav.g_01121	Pras.g_01401
OG0000465	Prav.g_01123	Pras.g_01402
OG0000466	Prav.g_01124	Pras.g_01403
OG0000467	Prav.g_01125	Pras.g_01404
OG0000468	Prav.g_01126	Pras.g_01405
OG0000469	Prav.g_01127	Pras.g_01406
OG0000470	Prav.g_01128	Pras.g_01407
OG0000471	Prav.g_01129	Pras.g_01408
OG0000472	Prav.g_01132	Pras.g_01411
OG0000473	Prav.g_01133	Pras.g_01412
OG0000474	Prav.g_01134	Pras.g_01413
OG0000475	Prav.g_01135	Pras.g_01414
OG0000476	Prav.g_01136	Pras.g_01415
OG0000477	Prav.g_01138	Pras.g_01417
OG0000478	Prav.g_01139	Pras.g_01418
OG0000479	Prav.g_01140	Pras.g_01419
OG0000480	Prav.g_01142	Pras.g_01421
OG0000481	Prav.g_01143	Pras.g_01422
OG0000482	Prav.g_01144	Pras.g_01423
OG0000483	Prav.g_01145	Pras.g_01424
OG0000484	Prav.g_01146	Pras.g_01425
OG0000485	Prav.g_01147	Pras.g_01426
OG0000486	Prav.g_01148	Pras.g_01427
OG0000487	Prav.g_01149	Pras.g_01428
OG0000488	Prav.g_01151	Pras.g_01430
OG0000489	Prav.g_01152	Pras.g_01431
OG0000490	Prav.g_01153	Pras.g_01432
OG0000491	Prav.g_01154	Pras.g_01433
OG0000492	Prav.g_01155	Pras.g_01434
OG0000493	Prav.g_01156	Pras.g_01435
OG0000494	Prav.g_01158	Pras.g_01437
OG0000495	Prav.g_01159	Pras.g_01438
OG0000496	Prav.g_01160	Pras.g_01439
OG0000497	Prav.g_01161	Pras.g_01440
OG0000498	Prav.g_01162	Pras.g_01441
OG0000499	Prav.g_01164	Pras.g_01443
OG0000500	Prav.g_01165	Pras.g_01444
OG0000501	Prav.g_01167	Pras.g_01446
OG0000502	Prav.g_01168	Pras.g_01447
OG0000503	Prav.g_01169	Pras.g_01448
OG0000504	Prav.g_01170	Pras.g_01449
OG0000505	Prav.g_01171	Pras.g_01450
OG0000506	Prav.g_01172	Pras.g_01451
OG0000507	Prav.g_01173	Pras.g_01452
OG0000508	Prav.g_01175	Pras.g_01454
OG0000509	Prav.g_01176	Pras.g_01455
OG0000510	Prav.g_01177	Pras.g_01456
OG0000511	Prav.g_01178	Pras.g_01457
OG0000512	Prav.g_01179	Pras.g_01459
OG0000513	Prav.g_01180	Pras.g_01460
OG0000514	Prav.g_01181	Pras.g_01461
OG0000515	Prav.g_01183	Pras.g_01463
OG0000516	Prav.g_01184	Pras.g_01464
OG0000517	Prav.g_01185	Pras.g_01465
OG0000518	Prav.g_01187	Pras.g_01467
OG0000519	Prav.g_01188	Pras.g_01468
OG0000520	Prav.g_01189	Pras.g_01469
OG0000521	Prav.g_01190	Pras.g_01470
OG0000522	Prav.g_01191	Pras.g_01471
OG0000523	Prav.g_01192	Pras.g_01472
OG0000524	Prav.g_01193	Pras.g_01473
OG0000525	Prav.g_01195	Pras.g_01475
OG0000526	Prav.g_01196	Pras.g_01476
OG0000527	Prav.g_01197	Pras.g_01477
OG0000528	Prav.g_01198	Pras.g_01478
OG0000529	Prav.g_01199	Pras.g_01479
OG0000530	Prav.g_01200	Pras.g_01480
OG0000531	Prav.g_01201	Pras.g_01481
OG0000532	Prav.g_01202	Pras.g_01482
OG0000533	Prav.g_01203	Pras.g_01483
OG0000534	Prav.g_01204	Pras.g_01484
OG0000535	Prav.g_01205	Pras.g_01485
OG0000536	Prav.g_01206	Pras.g_01486
OG0000537	Prav.g_01207	Pras.g_01487
OG0000538	Prav.g_01208	Pras.g_01488
OG0000539	Prav.g_01209	Pras.g_01489
OG0000540	Prav.g_01210	Pras.g_01490
OG0000541	Prav.g_01211	Pras.g_01491
OG0000542	Prav.g_01212	Pras.g_01492
OG0000543	Prav.g_01213	Pras.g_01493
OG0000544	Prav.g_01214	Pras.g_01494
OG0000545	Prav.g_01219	Pras.g_01497
OG0000546	Prav.g_01220	Pras.g_01498
OG0000547	Prav.g_01222	Pras.g_01500
OG0000548	Prav.g_01223	Pras.g_01501
OG0000549	Prav.g_01224	Pras.g_01502
OG0000550	Prav.g_01225	Pras.g_01503
OG0000551	Prav.g_01226	Pras.g_01504
OG0000552	Prav.g_01227	Pras.g_01505
OG0000553	Prav.g_01228	Pras.g_01506
OG0000554	Prav.g_01229	Pras.g_01507
OG0000555	Prav.g_01230	Pras.g_01508
OG0000556	Prav.g_01231	Pras.g_01509
OG0000557	Prav.g_01232	Pras.g_01510
OG0000558	Prav.g_01233	Pras.g_01511
OG0000559	Prav.g_01234	Pras.g_01512
OG0000560	Prav.g_01236	Pras.g_01514
OG0000561	Prav.g_01237	Pras.g_01515
OG0000562	Prav.g_01238	Pras.g_01516
OG0000563	Prav.g_01239	Pras.g_01517
OG0000564	Prav.g_01240	Pras.g_01518
OG0000565	Prav.g_01241	Pras.g_01519
OG0000566	Prav.g_01242	Pras.g_01520
