Orthogroup	Prav	Prbl
OG0000087	Prav.g_00120	Prbl.g_02273
OG0000088	Prav.g_00178	Prbl.g_01331
OG0000089	Prav.g_00186	Prbl.g_01316
OG0000090	Prav.g_00204	Prbl.g_00810
OG0000091	Prav.g_00869	Prbl.g_00278
OG0000092	Prav.g_00868	Prbl.g_00277
OG0000093	Prav.g_00854	Prbl.g_00069
OG0000094	Prav.g_00836	Prbl.g_00098
OG0000095	Prav.g_00831	Prbl.g_01282
OG0000096	Prav.g_01898	Prbl.g_01506
OG0000097	Prav.g_01920	Prbl.g_01461
OG0000098	Prav.g_01930	Prbl.g_01448
OG0000099	Prav.g_01940	Prbl.g_01436
OG0000100	Prav.g_01943	Prbl.g_01432
OG0000101	Prav.g_00976	Prbl.g_02677
OG0000102	Prav.g_00999	Prbl.g_02190
OG0000103	Prav.g_01074	Prbl.g_01339
OG0000104	Prav.g_01078	Prbl.g_00511
OG0000105	Prav.g_01097	Prbl.g_00533
OG0000106	Prav.g_01130	Prbl.g_00768
OG0000107	Prav.g_01131	Prbl.g_00766
OG0000108	Prav.g_00954, Prav.g_01141	Prbl.g_02647
OG0000109	Prav.g_01150	Prbl.g_01886
OG0000110	Prav.g_01166	Prbl.g_01905
OG0000111	Prav.g_01249	Prbl.g_01043
OG0000112	Prav.g_01250	Prbl.g_01042
OG0000113	Prav.g_00328	Prbl.g_02432
OG0000114	Prav.g_00395	Prbl.g_02337
OG0000115	Prav.g_00556	Prbl.g_02478
OG0000116	Prav.g_00560	Prbl.g_02486
OG0000117	Prav.g_00930	Prbl.g_00930
OG0000118	Prav.g_00261	Prbl.g_02128
OG0000119	Prav.g_00036	Prbl.g_02202
OG0000120	Prav.g_00071	Prbl.g_02091
OG0000121	Prav.g_01856	Prbl.g_01119
OG0000122	Prav.g_01837, Prav.g_00955	Prbl.g_02583
OG0000123	Prav.g_01824	Prbl.g_01102
OG0000124	Prav.g_02003	Prbl.g_00937
OG0000125	Prav.g_01450	Prbl.g_01736
OG0000126	Prav.g_01473	Prbl.g_00502
OG0000127	Prav.g_01565	Prbl.g_00258
OG0000128	Prav.g_01579	Prbl.g_00241
OG0000129	Prav.g_01615	Prbl.g_00709
OG0000130	Prav.g_01759	Prbl.g_00399
OG0000131	Prav.g_01797	Prbl.g_00350
OG0000132	Prav.g_01800	Prbl.g_00347
OG0000133	Prav.g_00591	Prbl.g_00957
OG0000134	Prav.g_00627	Prbl.g_00994
OG0000135	Prav.g_00629	Prbl.g_00996
OG0000136	Prav.g_00674	Prbl.g_00841
OG0000137	Prav.g_00706	Prbl.g_02053
OG0000138	Prav.g_00741	Prbl.g_02231
OG0000139	Prav.g_00768	Prbl.g_02147
OG0000140	Prav.g_00787	Prbl.g_02120
OG0000141	Prav.g_00788	Prbl.g_02119
OG0000142	Prav.g_00790	Prbl.g_02117
OG0000143	Prav.g_00791	Prbl.g_02116
OG0000144	Prav.g_00793	Prbl.g_02114
OG0000145	Prav.g_00794	Prbl.g_02112
OG0000146	Prav.g_00795	Prbl.g_02111
OG0000147	Prav.g_00078	Prbl.g_02110
OG0000148	Prav.g_00080	Prbl.g_02108
OG0000149	Prav.g_00082	Prbl.g_01955
OG0000150	Prav.g_00083	Prbl.g_01956
OG0000151	Prav.g_00084	Prbl.g_01961
OG0000152	Prav.g_00085	Prbl.g_01962
OG0000153	Prav.g_00086	Prbl.g_01963
OG0000154	Prav.g_00087	Prbl.g_01964
OG0000155	Prav.g_00088	Prbl.g_01965
OG0000156	Prav.g_00089	Prbl.g_01966
OG0000157	Prav.g_00090	Prbl.g_01967
OG0000158	Prav.g_00092	Prbl.g_01969
OG0000159	Prav.g_00093	Prbl.g_01970
OG0000160	Prav.g_00094	Prbl.g_01971
OG0000161	Prav.g_00095	Prbl.g_01972
OG0000162	Prav.g_00096	Prbl.g_01973
OG0000163	Prav.g_00097	Prbl.g_01975
OG0000164	Prav.g_00100	Prbl.g_01980
OG0000165	Prav.g_00103	Prbl.g_01985
OG0000166	Prav.g_00104	Prbl.g_01986
OG0000167	Prav.g_00105	Prbl.g_01987
OG0000168	Prav.g_00111	Prbl.g_01988
OG0000169	Prav.g_00113	Prbl.g_01990
OG0000170	Prav.g_00114	Prbl.g_02241
OG0000171	Prav.g_00115	Prbl.g_02243
OG0000172	Prav.g_00116	Prbl.g_02244
OG0000173	Prav.g_00117	Prbl.g_02251
OG0000174	Prav.g_00118	Prbl.g_02258
OG0000175	Prav.g_00119	Prbl.g_02266
OG0000176	Prav.g_00121	Prbl.g_02274
OG0000177	Prav.g_00122	Prbl.g_02275
OG0000178	Prav.g_00123	Prbl.g_02276
OG0000179	Prav.g_00129	Prbl.g_00614
OG0000180	Prav.g_00130	Prbl.g_00613
OG0000181	Prav.g_00131	Prbl.g_00612
OG0000182	Prav.g_00134	Prbl.g_00608
OG0000183	Prav.g_00135	Prbl.g_00607
OG0000184	Prav.g_00138	Prbl.g_00603
OG0000185	Prav.g_00142	Prbl.g_00597
OG0000186	Prav.g_00143	Prbl.g_00596
OG0000187	Prav.g_00144	Prbl.g_01075
OG0000188	Prav.g_00145	Prbl.g_00595
OG0000189	Prav.g_00146	Prbl.g_00592
OG0000190	Prav.g_00147	Prbl.g_00591
OG0000191	Prav.g_00148	Prbl.g_00590
OG0000192	Prav.g_00149	Prbl.g_00589
OG0000193	Prav.g_00150	Prbl.g_00588
OG0000194	Prav.g_00151	Prbl.g_00587
OG0000195	Prav.g_00153	Prbl.g_00583
OG0000196	Prav.g_00154	Prbl.g_00582
OG0000197	Prav.g_00155	Prbl.g_00576
OG0000198	Prav.g_00156	Prbl.g_00572
OG0000199	Prav.g_00159	Prbl.g_00567
OG0000200	Prav.g_00160	Prbl.g_00566
OG0000201	Prav.g_00161	Prbl.g_00565
OG0000202	Prav.g_00162	Prbl.g_00563
OG0000203	Prav.g_00163	Prbl.g_00562
OG0000204	Prav.g_00164	Prbl.g_00561
OG0000205	Prav.g_00165	Prbl.g_00559
OG0000206	Prav.g_00166	Prbl.g_00558
OG0000207	Prav.g_00167	Prbl.g_00557
OG0000208	Prav.g_00168	Prbl.g_00556
OG0000209	Prav.g_00169	Prbl.g_00555
OG0000210	Prav.g_00171	Prbl.g_00553
OG0000211	Prav.g_00172	Prbl.g_00552
OG0000212	Prav.g_00173	Prbl.g_00551
OG0000213	Prav.g_00174	Prbl.g_00548
OG0000214	Prav.g_00176	Prbl.g_00542
OG0000215	Prav.g_00177	Prbl.g_01332
OG0000216	Prav.g_00179	Prbl.g_01330
OG0000217	Prav.g_00180	Prbl.g_01328
OG0000218	Prav.g_00181	Prbl.g_01326
OG0000219	Prav.g_00182	Prbl.g_01325
OG0000220	Prav.g_00185	Prbl.g_01320
OG0000221	Prav.g_00187	Prbl.g_01315
OG0000222	Prav.g_00188	Prbl.g_01314
OG0000223	Prav.g_00189	Prbl.g_01313
OG0000224	Prav.g_00192	Prbl.g_00827
OG0000225	Prav.g_00194	Prbl.g_00825
OG0000226	Prav.g_00195	Prbl.g_00822
OG0000227	Prav.g_00196	Prbl.g_00820
OG0000228	Prav.g_00197	Prbl.g_00819
OG0000229	Prav.g_00198	Prbl.g_00818
OG0000230	Prav.g_00199	Prbl.g_00817
OG0000231	Prav.g_00201	Prbl.g_00815
OG0000232	Prav.g_00202	Prbl.g_00814
OG0000233	Prav.g_00205	Prbl.g_00809
OG0000234	Prav.g_00207	Prbl.g_00305
OG0000235	Prav.g_00212	Prbl.g_00303
OG0000236	Prav.g_00213	Prbl.g_00302
OG0000237	Prav.g_00214	Prbl.g_00301
OG0000238	Prav.g_00215	Prbl.g_00300
OG0000239	Prav.g_00216	Prbl.g_00299
OG0000240	Prav.g_00887	Prbl.g_00297
OG0000241	Prav.g_00886	Prbl.g_00296
OG0000242	Prav.g_00885	Prbl.g_00295
OG0000243	Prav.g_00884	Prbl.g_00294
OG0000244	Prav.g_00883	Prbl.g_00293
OG0000245	Prav.g_00882	Prbl.g_00291
OG0000246	Prav.g_00880	Prbl.g_00289
OG0000247	Prav.g_00879	Prbl.g_00288
OG0000248	Prav.g_00878	Prbl.g_00287
OG0000249	Prav.g_00877	Prbl.g_00286
OG0000250	Prav.g_00876	Prbl.g_00285
OG0000251	Prav.g_00875	Prbl.g_00284
OG0000252	Prav.g_00874	Prbl.g_00283
OG0000253	Prav.g_00873	Prbl.g_00282
OG0000254	Prav.g_00871	Prbl.g_00280
OG0000255	Prav.g_00870	Prbl.g_00279
OG0000256	Prav.g_00867	Prbl.g_00276
OG0000257	Prav.g_00865	Prbl.g_00275
OG0000258	Prav.g_00864	Prbl.g_00274
OG0000259	Prav.g_00863	Prbl.g_00273
OG0000260	Prav.g_00862	Prbl.g_00272
OG0000261	Prav.g_00861	Prbl.g_00271
OG0000262	Prav.g_00860	Prbl.g_00270
OG0000263	Prav.g_00859	Prbl.g_00269
OG0000264	Prav.g_00857	Prbl.g_02377
OG0000265	Prav.g_00856	Prbl.g_00066
OG0000266	Prav.g_00855	Prbl.g_00068
OG0000267	Prav.g_00853	Prbl.g_00072
OG0000268	Prav.g_00852	Prbl.g_00074
OG0000269	Prav.g_00851	Prbl.g_00077
OG0000270	Prav.g_00850	Prbl.g_00079
OG0000271	Prav.g_00849	Prbl.g_00082
OG0000272	Prav.g_00848	Prbl.g_00083
OG0000273	Prav.g_00847	Prbl.g_00086
OG0000274	Prav.g_00846	Prbl.g_00088
OG0000275	Prav.g_00845	Prbl.g_00089
OG0000276	Prav.g_00844	Prbl.g_00090
OG0000277	Prav.g_00843	Prbl.g_00091
OG0000278	Prav.g_00842	Prbl.g_00092
OG0000279	Prav.g_00841	Prbl.g_00093
OG0000280	Prav.g_00840	Prbl.g_00094
OG0000281	Prav.g_00838	Prbl.g_00096
OG0000282	Prav.g_00837	Prbl.g_00097
OG0000283	Prav.g_00834	Prbl.g_00104
OG0000284	Prav.g_00833	Prbl.g_00105
OG0000285	Prav.g_00832	Prbl.g_01283
OG0000286	Prav.g_00830	Prbl.g_01281
OG0000287	Prav.g_00829	Prbl.g_00130
OG0000288	Prav.g_00828	Prbl.g_00129
OG0000289	Prav.g_00827	Prbl.g_00127
OG0000290	Prav.g_00826	Prbl.g_00126
OG0000291	Prav.g_00825	Prbl.g_00124
OG0000292	Prav.g_00824	Prbl.g_01244
OG0000293	Prav.g_00823	Prbl.g_01245
OG0000294	Prav.g_00822	Prbl.g_01246
OG0000295	Prav.g_00821	Prbl.g_01252
OG0000296	Prav.g_00820	Prbl.g_01253
OG0000297	Prav.g_00819	Prbl.g_01256
OG0000298	Prav.g_00818	Prbl.g_01257
OG0000299	Prav.g_00817	Prbl.g_01258
OG0000300	Prav.g_00816	Prbl.g_01259
OG0000301	Prav.g_00815	Prbl.g_01260
OG0000302	Prav.g_00814	Prbl.g_01261
OG0000303	Prav.g_00813	Prbl.g_01262
OG0000304	Prav.g_00812	Prbl.g_01264
OG0000305	Prav.g_00811	Prbl.g_01265
OG0000306	Prav.g_00810	Prbl.g_01266
OG0000307	Prav.g_00809	Prbl.g_01918
OG0000308	Prav.g_00808	Prbl.g_01769
OG0000309	Prav.g_00807	Prbl.g_01770
OG0000310	Prav.g_00806	Prbl.g_01771
OG0000311	Prav.g_00805	Prbl.g_01922
OG0000312	Prav.g_00803	Prbl.g_01923
OG0000313	Prav.g_00802	Prbl.g_00199
OG0000314	Prav.g_00799	Prbl.g_00193
OG0000315	Prav.g_00798	Prbl.g_00192
OG0000316	Prav.g_01889	Prbl.g_02679
OG0000317	Prav.g_01891	Prbl.g_02666
OG0000318	Prav.g_01892	Prbl.g_01516
OG0000319	Prav.g_01893	Prbl.g_01515
OG0000320	Prav.g_01894	Prbl.g_01513
OG0000321	Prav.g_01897	Prbl.g_01508
OG0000322	Prav.g_01900	Prbl.g_01499
OG0000323	Prav.g_01901	Prbl.g_01498
OG0000324	Prav.g_01904	Prbl.g_01496
OG0000325	Prav.g_01906	Prbl.g_01494
OG0000326	Prav.g_01907	Prbl.g_01492
OG0000327	Prav.g_01909	Prbl.g_01486
OG0000328	Prav.g_01910	Prbl.g_01919
OG0000329	Prav.g_01911	Prbl.g_01473
OG0000330	Prav.g_01912	Prbl.g_01472
OG0000331	Prav.g_01913	Prbl.g_01470
OG0000332	Prav.g_01914	Prbl.g_01469
OG0000333	Prav.g_01915	Prbl.g_01468
OG0000334	Prav.g_01916	Prbl.g_01467
OG0000335	Prav.g_01917	Prbl.g_01466
OG0000336	Prav.g_01918	Prbl.g_01464
OG0000337	Prav.g_01921	Prbl.g_01459
OG0000338	Prav.g_01922	Prbl.g_01458
OG0000339	Prav.g_01923	Prbl.g_01457
OG0000340	Prav.g_01924	Prbl.g_01455
OG0000341	Prav.g_01928	Prbl.g_01450
OG0000342	Prav.g_01929	Prbl.g_01449
OG0000343	Prav.g_01931	Prbl.g_01447
OG0000344	Prav.g_01932	Prbl.g_01445
OG0000345	Prav.g_01933	Prbl.g_01444
OG0000346	Prav.g_01934	Prbl.g_01443
OG0000347	Prav.g_01935	Prbl.g_01442
OG0000348	Prav.g_01936	Prbl.g_01441
OG0000349	Prav.g_01937	Prbl.g_01440
OG0000350	Prav.g_01938	Prbl.g_01439
OG0000351	Prav.g_01941	Prbl.g_01435
OG0000352	Prav.g_01944	Prbl.g_01431
OG0000353	Prav.g_01945	Prbl.g_01428
OG0000354	Prav.g_01946	Prbl.g_01427
OG0000355	Prav.g_01947	Prbl.g_01426
OG0000356	Prav.g_01948	Prbl.g_01421
OG0000357	Prav.g_01949	Prbl.g_01420
OG0000358	Prav.g_01950	Prbl.g_01419
OG0000359	Prav.g_01951	Prbl.g_01417
OG0000360	Prav.g_01954	Prbl.g_01414
OG0000361	Prav.g_01955	Prbl.g_01413
OG0000362	Prav.g_01956	Prbl.g_00911
OG0000363	Prav.g_01957	Prbl.g_00909
OG0000364	Prav.g_01958	Prbl.g_00908
OG0000365	Prav.g_01959	Prbl.g_00907
OG0000366	Prav.g_01960	Prbl.g_00906
OG0000367	Prav.g_01961	Prbl.g_00905
OG0000368	Prav.g_01962	Prbl.g_00904
OG0000369	Prav.g_01963	Prbl.g_00903
OG0000370	Prav.g_01964	Prbl.g_00902
OG0000371	Prav.g_01965	Prbl.g_00901
OG0000372	Prav.g_01967	Prbl.g_00898
OG0000373	Prav.g_01969	Prbl.g_00888
OG0000374	Prav.g_01970	Prbl.g_00886
OG0000375	Prav.g_01971	Prbl.g_00877
OG0000376	Prav.g_01973	Prbl.g_01183
OG0000377	Prav.g_01974	Prbl.g_01190
OG0000378	Prav.g_01975	Prbl.g_01191
OG0000379	Prav.g_01980	Prbl.g_01201
OG0000380	Prav.g_01981	Prbl.g_01203
OG0000381	Prav.g_01982	Prbl.g_01204
OG0000382	Prav.g_01984	Prbl.g_01206
OG0000383	Prav.g_01987	Prbl.g_01210
OG0000384	Prav.g_01988	Prbl.g_01211
OG0000385	Prav.g_01991	Prbl.g_01217
OG0000386	Prav.g_01992	Prbl.g_01218
OG0000387	Prav.g_01993	Prbl.g_01219
OG0000388	Prav.g_01994	Prbl.g_01220
OG0000389	Prav.g_01995	Prbl.g_01221
OG0000390	Prav.g_01996	Prbl.g_01222
OG0000391	Prav.g_01997	Prbl.g_01223
OG0000392	Prav.g_01998	Prbl.g_01224
OG0000393	Prav.g_00974	Prbl.g_02673
OG0000394	Prav.g_00975	Prbl.g_02674
OG0000395	Prav.g_00977	Prbl.g_02678
OG0000396	Prav.g_00978	Prbl.g_01564
OG0000397	Prav.g_00990	Prbl.g_00609
OG0000398	Prav.g_00996	Prbl.g_00410
OG0000399	Prav.g_00997	Prbl.g_01693
OG0000400	Prav.g_01001	Prbl.g_02681
OG0000401	Prav.g_01030	Prbl.g_00676
OG0000402	Prav.g_01031	Prbl.g_00675
OG0000403	Prav.g_01032	Prbl.g_00663
OG0000404	Prav.g_01034	Prbl.g_00653
OG0000405	Prav.g_01035	Prbl.g_00652
OG0000406	Prav.g_01037	Prbl.g_00650
OG0000407	Prav.g_01038	Prbl.g_00649
OG0000408	Prav.g_01039	Prbl.g_00648
OG0000409	Prav.g_01040	Prbl.g_00647
OG0000410	Prav.g_01041	Prbl.g_00645
OG0000411	Prav.g_01042	Prbl.g_00644
OG0000412	Prav.g_01043	Prbl.g_00643
OG0000413	Prav.g_01044	Prbl.g_00642
OG0000414	Prav.g_01045	Prbl.g_00641
OG0000415	Prav.g_01046	Prbl.g_00640
OG0000416	Prav.g_01047	Prbl.g_00639
OG0000417	Prav.g_01048	Prbl.g_00635
OG0000418	Prav.g_01049	Prbl.g_00634
OG0000419	Prav.g_01050	Prbl.g_00633
OG0000420	Prav.g_01051	Prbl.g_00632
OG0000421	Prav.g_01052	Prbl.g_00625
OG0000422	Prav.g_01053	Prbl.g_00623
OG0000423	Prav.g_01054	Prbl.g_00622
OG0000424	Prav.g_01056	Prbl.g_00619
OG0000425	Prav.g_01059	Prbl.g_01364
OG0000426	Prav.g_01060	Prbl.g_01363
OG0000427	Prav.g_01061	Prbl.g_01360
OG0000428	Prav.g_01062	Prbl.g_01348
OG0000429	Prav.g_01063	Prbl.g_01346
OG0000430	Prav.g_01069	Prbl.g_01344
OG0000431	Prav.g_01071	Prbl.g_01342
OG0000432	Prav.g_01072	Prbl.g_01341
OG0000433	Prav.g_01075	Prbl.g_00503
OG0000434	Prav.g_01076	Prbl.g_00506
OG0000435	Prav.g_01077	Prbl.g_00510
OG0000436	Prav.g_01079	Prbl.g_00512
OG0000437	Prav.g_01081	Prbl.g_00514
OG0000438	Prav.g_01082	Prbl.g_00515
OG0000439	Prav.g_01083	Prbl.g_00516
OG0000440	Prav.g_01085	Prbl.g_00519
OG0000441	Prav.g_01086	Prbl.g_00521
OG0000442	Prav.g_01087	Prbl.g_00522
OG0000443	Prav.g_01088	Prbl.g_00523
OG0000444	Prav.g_01089	Prbl.g_00524
OG0000445	Prav.g_01090	Prbl.g_00525
OG0000446	Prav.g_01091	Prbl.g_00526
OG0000447	Prav.g_01092	Prbl.g_00527
OG0000448	Prav.g_01093	Prbl.g_00528
OG0000449	Prav.g_01098	Prbl.g_00536
OG0000450	Prav.g_01099	Prbl.g_00806
OG0000451	Prav.g_01100	Prbl.g_00805
OG0000452	Prav.g_01101	Prbl.g_00804
OG0000453	Prav.g_01103	Prbl.g_00801
OG0000454	Prav.g_01104	Prbl.g_00800
OG0000455	Prav.g_01105	Prbl.g_00799
OG0000456	Prav.g_01106	Prbl.g_00798
OG0000457	Prav.g_01108	Prbl.g_00797
OG0000458	Prav.g_01110	Prbl.g_00795
OG0000459	Prav.g_01111	Prbl.g_00794
OG0000460	Prav.g_01113	Prbl.g_00792
OG0000461	Prav.g_01114	Prbl.g_00791
OG0000462	Prav.g_01115	Prbl.g_00790
OG0000463	Prav.g_01116	Prbl.g_00785
OG0000464	Prav.g_01121	Prbl.g_00780
OG0000465	Prav.g_01123	Prbl.g_00779
OG0000466	Prav.g_01124	Prbl.g_00778
OG0000467	Prav.g_01125	Prbl.g_00776
OG0000468	Prav.g_01126	Prbl.g_00775
OG0000469	Prav.g_01127	Prbl.g_00770
OG0000470	Prav.g_01128	Prbl.g_01526
OG0000471	Prav.g_01129	Prbl.g_00032
OG0000472	Prav.g_01132	Prbl.g_00765
OG0000473	Prav.g_01133	Prbl.g_00763
OG0000474	Prav.g_01134	Prbl.g_00761
OG0000475	Prav.g_01135	Prbl.g_00760
OG0000476	Prav.g_01136	Prbl.g_00754
OG0000477	Prav.g_01138	Prbl.g_00751
OG0000478	Prav.g_01139	Prbl.g_00749
OG0000479	Prav.g_01140	Prbl.g_00747
OG0000480	Prav.g_01142	Prbl.g_02645
OG0000481	Prav.g_01143	Prbl.g_01878
OG0000482	Prav.g_01144	Prbl.g_01879
OG0000483	Prav.g_01145	Prbl.g_01881
OG0000484	Prav.g_01146	Prbl.g_01882
OG0000485	Prav.g_01147	Prbl.g_01883
OG0000486	Prav.g_01148	Prbl.g_01884
OG0000487	Prav.g_01149	Prbl.g_01885
OG0000488	Prav.g_01151	Prbl.g_01887
OG0000489	Prav.g_01152	Prbl.g_01888
OG0000490	Prav.g_01153	Prbl.g_01889
OG0000491	Prav.g_01154	Prbl.g_01890
OG0000492	Prav.g_01155	Prbl.g_01891
OG0000493	Prav.g_01156	Prbl.g_01892
OG0000494	Prav.g_01158	Prbl.g_01894
OG0000495	Prav.g_01159	Prbl.g_01895
OG0000496	Prav.g_01160	Prbl.g_01897
OG0000497	Prav.g_01161	Prbl.g_01899
OG0000498	Prav.g_01162	Prbl.g_01900
OG0000499	Prav.g_01164	Prbl.g_01902
OG0000500	Prav.g_01165	Prbl.g_01903
OG0000501	Prav.g_01167	Prbl.g_01801
OG0000502	Prav.g_01168	Prbl.g_01800
OG0000503	Prav.g_01169	Prbl.g_01799
OG0000504	Prav.g_01170	Prbl.g_01797
OG0000505	Prav.g_01171	Prbl.g_01796
OG0000506	Prav.g_01172	Prbl.g_01795
OG0000507	Prav.g_01173	Prbl.g_01794
OG0000508	Prav.g_01175	Prbl.g_01790
OG0000509	Prav.g_01176	Prbl.g_01789
OG0000510	Prav.g_01177	Prbl.g_01788
OG0000511	Prav.g_01178	Prbl.g_01787
OG0000512	Prav.g_01179	Prbl.g_01786
OG0000513	Prav.g_01180	Prbl.g_01785
OG0000514	Prav.g_01181	Prbl.g_01784
OG0000515	Prav.g_01183	Prbl.g_01781
OG0000516	Prav.g_01184	Prbl.g_01780
OG0000517	Prav.g_01185	Prbl.g_01779
OG0000518	Prav.g_01187	Prbl.g_01775
OG0000519	Prav.g_01188	Prbl.g_01774
OG0000520	Prav.g_01189	Prbl.g_01773
OG0000521	Prav.g_01190	Prbl.g_01772
OG0000522	Prav.g_01191	Prbl.g_01766
OG0000523	Prav.g_01192	Prbl.g_01765
OG0000524	Prav.g_01193	Prbl.g_01764
OG0000525	Prav.g_01195	Prbl.g_01762
OG0000526	Prav.g_01196	Prbl.g_01761
OG0000527	Prav.g_01197	Prbl.g_01760
OG0000528	Prav.g_01198	Prbl.g_01759
OG0000529	Prav.g_01199	Prbl.g_01758
OG0000530	Prav.g_01200	Prbl.g_01757
OG0000531	Prav.g_01201	Prbl.g_01754
OG0000532	Prav.g_01202	Prbl.g_01752
OG0000533	Prav.g_01203	Prbl.g_01751
OG0000534	Prav.g_01204	Prbl.g_01750
OG0000535	Prav.g_01205	Prbl.g_01749
OG0000536	Prav.g_01206	Prbl.g_01748
OG0000537	Prav.g_01207	Prbl.g_01747
OG0000538	Prav.g_01208	Prbl.g_01746
OG0000539	Prav.g_01209	Prbl.g_01744
OG0000540	Prav.g_01210	Prbl.g_01742
OG0000541	Prav.g_01211	Prbl.g_01610
OG0000542	Prav.g_01212	Prbl.g_01611
OG0000543	Prav.g_01213	Prbl.g_01612
OG0000544	Prav.g_01214	Prbl.g_01613
OG0000545	Prav.g_01219	Prbl.g_01616
OG0000546	Prav.g_01220	Prbl.g_01617
OG0000547	Prav.g_01222	Prbl.g_01619
OG0000548	Prav.g_01223	Prbl.g_01624
OG0000549	Prav.g_01224	Prbl.g_01625
OG0000550	Prav.g_01225	Prbl.g_01626
OG0000551	Prav.g_01226	Prbl.g_01629
OG0000552	Prav.g_01227	Prbl.g_01631
OG0000553	Prav.g_01228	Prbl.g_01632
OG0000554	Prav.g_01229	Prbl.g_01634
OG0000555	Prav.g_01230	Prbl.g_01635
OG0000556	Prav.g_01231	Prbl.g_01636
OG0000557	Prav.g_01232	Prbl.g_01637
OG0000558	Prav.g_01233	Prbl.g_01639
OG0000559	Prav.g_01234	Prbl.g_01640
OG0000560	Prav.g_01236	Prbl.g_01642
OG0000561	Prav.g_01237	Prbl.g_01643
OG0000562	Prav.g_01238	Prbl.g_01645
OG0000563	Prav.g_01239	Prbl.g_01646
OG0000564	Prav.g_01240	Prbl.g_01647
OG0000565	Prav.g_01241	Prbl.g_01655
OG0000566	Prav.g_01242	Prbl.g_01656
OG0000567	Prav.g_01243	Prbl.g_01657
OG0000568	Prav.g_01244	Prbl.g_01658
OG0000569	Prav.g_01245	Prbl.g_01659
OG0000570	Prav.g_01246	Prbl.g_01662
OG0000571	Prav.g_01247	Prbl.g_01663
