Orthogroup	Prav	Prbm
OG0000071	Prav.g_00079	Prbm.g_00011
OG0000073	Prav.g_01267	Prbm.g_00702
OG0000074	Prav.g_01289	Prbm.g_00728
OG0000075	Prav.g_00404	Prbm.g_00821
OG0000076	Prav.g_00933	Prbm.g_01064
OG0000078	Prav.g_01514	Prbm.g_00394
OG0000079	Prav.g_01551	Prbm.g_01792
OG0000080	Prav.g_01705	Prbm.g_01182
OG0000081	Prav.g_00663	Prbm.g_02067
OG0000082	Prav.g_00751	Prbm.g_02188
OG0000083	Prav.g_00789	Prbm.g_00003
OG0000084	Prav.g_00792	Prbm.g_00006
OG0000085	Prav.g_00091	Prbm.g_00023
OG0000087	Prav.g_00120	Prbm.g_00058
OG0000088	Prav.g_00178	Prbm.g_00172
OG0000089	Prav.g_00186	Prbm.g_00181
OG0000090	Prav.g_00204	Prbm.g_00198
OG0000091	Prav.g_00869	Prbm.g_00228
OG0000092	Prav.g_00868	Prbm.g_00229
OG0000093	Prav.g_00854	Prbm.g_00243
OG0000094	Prav.g_00836	Prbm.g_00262
OG0000095	Prav.g_00831	Prbm.g_00266
OG0000096	Prav.g_01898	Prbm.g_00310
OG0000097	Prav.g_01920	Prbm.g_00331
OG0000098	Prav.g_01930	Prbm.g_00341
OG0000099	Prav.g_01940	Prbm.g_00350
OG0000100	Prav.g_01943	Prbm.g_00353
OG0000101	Prav.g_00976	Prbm.g_00425
OG0000102	Prav.g_00999	Prbm.g_01389
OG0000103	Prav.g_01074	Prbm.g_00501
OG0000104	Prav.g_01078	Prbm.g_00506
OG0000105	Prav.g_01097	Prbm.g_00533
OG0000106	Prav.g_01130	Prbm.g_00565
OG0000107	Prav.g_01131	Prbm.g_00566
OG0000108	Prav.g_00954, Prav.g_01141	Prbm.g_00576
OG0000109	Prav.g_01150	Prbm.g_00585
OG0000110	Prav.g_01166	Prbm.g_00601
OG0000111	Prav.g_01249	Prbm.g_00682
OG0000112	Prav.g_01250	Prbm.g_00683
OG0000113	Prav.g_00328	Prbm.g_00766
OG0000114	Prav.g_00395	Prbm.g_00812
OG0000115	Prav.g_00556	Prbm.g_00988
OG0000116	Prav.g_00560	Prbm.g_00992
OG0000117	Prav.g_00930	Prbm.g_01061
OG0000118	Prav.g_00261	Prbm.g_01210
OG0000119	Prav.g_00036	Prbm.g_01913
OG0000120	Prav.g_00071	Prbm.g_01542
OG0000121	Prav.g_01856	Prbm.g_01519
OG0000122	Prav.g_01837, Prav.g_00955	Prbm.g_01499
OG0000123	Prav.g_01824	Prbm.g_01489
OG0000124	Prav.g_02003	Prbm.g_01054
OG0000125	Prav.g_01450	Prbm.g_01622
OG0000126	Prav.g_01473	Prbm.g_01660
OG0000127	Prav.g_01565	Prbm.g_01696
OG0000128	Prav.g_01579	Prbm.g_01711
OG0000129	Prav.g_01615	Prbm.g_01745
OG0000130	Prav.g_01759	Prbm.g_01839
OG0000131	Prav.g_01797	Prbm.g_01876
OG0000132	Prav.g_01800	Prbm.g_01878
OG0000133	Prav.g_00591	Prbm.g_01991
OG0000134	Prav.g_00627	Prbm.g_02027
OG0000135	Prav.g_00629	Prbm.g_02029
OG0000136	Prav.g_00674	Prbm.g_02079
OG0000137	Prav.g_00706	Prbm.g_02114
OG0000138	Prav.g_00741	Prbm.g_02176
OG0000139	Prav.g_00768	Prbm.g_02212
OG0000140	Prav.g_00787	Prbm.g_00001
OG0000141	Prav.g_00788	Prbm.g_00002
OG0000142	Prav.g_00790	Prbm.g_00004
OG0000143	Prav.g_00791	Prbm.g_00005
OG0000144	Prav.g_00793	Prbm.g_00007
OG0000145	Prav.g_00794	Prbm.g_00008
OG0000146	Prav.g_00795	Prbm.g_00009
OG0000147	Prav.g_00078	Prbm.g_00010
OG0000148	Prav.g_00080	Prbm.g_00012
OG0000149	Prav.g_00082	Prbm.g_00014
OG0000150	Prav.g_00083	Prbm.g_00015
OG0000151	Prav.g_00084	Prbm.g_00016
OG0000152	Prav.g_00085	Prbm.g_00017
OG0000153	Prav.g_00086	Prbm.g_00018
OG0000154	Prav.g_00087	Prbm.g_00019
OG0000155	Prav.g_00088	Prbm.g_00020
OG0000156	Prav.g_00089	Prbm.g_00021
OG0000157	Prav.g_00090	Prbm.g_00022
OG0000158	Prav.g_00092	Prbm.g_00024
OG0000159	Prav.g_00093	Prbm.g_00025
OG0000160	Prav.g_00094	Prbm.g_00026
OG0000161	Prav.g_00095	Prbm.g_00027
OG0000162	Prav.g_00096	Prbm.g_00028
OG0000163	Prav.g_00097	Prbm.g_00029
OG0000164	Prav.g_00100	Prbm.g_00032
OG0000165	Prav.g_00103	Prbm.g_00033
OG0000166	Prav.g_00104	Prbm.g_00034
OG0000167	Prav.g_00105	Prbm.g_00035
OG0000168	Prav.g_00111	Prbm.g_00049
OG0000169	Prav.g_00113	Prbm.g_00051
OG0000170	Prav.g_00114	Prbm.g_00052
OG0000171	Prav.g_00115	Prbm.g_00053
OG0000172	Prav.g_00116	Prbm.g_00054
OG0000173	Prav.g_00117	Prbm.g_00055
OG0000174	Prav.g_00118	Prbm.g_00056
OG0000175	Prav.g_00119	Prbm.g_00057
OG0000176	Prav.g_00121	Prbm.g_00059
OG0000177	Prav.g_00122	Prbm.g_00060
OG0000178	Prav.g_00123	Prbm.g_00061
OG0000179	Prav.g_00129	Prbm.g_00121
OG0000180	Prav.g_00130	Prbm.g_00122
OG0000181	Prav.g_00131	Prbm.g_00123
OG0000182	Prav.g_00134	Prbm.g_00126
OG0000183	Prav.g_00135	Prbm.g_00127
OG0000184	Prav.g_00138	Prbm.g_00130
OG0000185	Prav.g_00142	Prbm.g_00134
OG0000186	Prav.g_00143	Prbm.g_00135
OG0000187	Prav.g_00144	Prbm.g_00136
OG0000188	Prav.g_00145	Prbm.g_00137
OG0000189	Prav.g_00146	Prbm.g_00138
OG0000190	Prav.g_00147	Prbm.g_00139
OG0000191	Prav.g_00148	Prbm.g_00140
OG0000192	Prav.g_00149	Prbm.g_00141
OG0000193	Prav.g_00150	Prbm.g_00142
OG0000194	Prav.g_00151	Prbm.g_00143
OG0000195	Prav.g_00153	Prbm.g_00145
OG0000196	Prav.g_00154	Prbm.g_00146
OG0000197	Prav.g_00155	Prbm.g_00147
OG0000198	Prav.g_00156	Prbm.g_00148
OG0000199	Prav.g_00159	Prbm.g_00151
OG0000200	Prav.g_00160	Prbm.g_00152
OG0000201	Prav.g_00161	Prbm.g_00153
OG0000202	Prav.g_00162	Prbm.g_00154
OG0000203	Prav.g_00163	Prbm.g_00155
OG0000204	Prav.g_00164	Prbm.g_00156
OG0000205	Prav.g_00165	Prbm.g_00158
OG0000206	Prav.g_00166	Prbm.g_00159
OG0000207	Prav.g_00167	Prbm.g_00160
OG0000208	Prav.g_00168	Prbm.g_00161
OG0000209	Prav.g_00169	Prbm.g_00162
OG0000210	Prav.g_00171	Prbm.g_00163
OG0000211	Prav.g_00172	Prbm.g_00164
OG0000212	Prav.g_00173	Prbm.g_00165
OG0000213	Prav.g_00174	Prbm.g_00166
OG0000214	Prav.g_00176	Prbm.g_00170
OG0000215	Prav.g_00177	Prbm.g_00171
OG0000216	Prav.g_00179	Prbm.g_00173
OG0000217	Prav.g_00180	Prbm.g_00175
OG0000218	Prav.g_00181	Prbm.g_00176
OG0000219	Prav.g_00182	Prbm.g_00177
OG0000220	Prav.g_00185	Prbm.g_00179
OG0000221	Prav.g_00187	Prbm.g_00182
OG0000222	Prav.g_00188	Prbm.g_00183
OG0000223	Prav.g_00189	Prbm.g_00184
OG0000224	Prav.g_00192	Prbm.g_00187
OG0000225	Prav.g_00194	Prbm.g_00189
OG0000226	Prav.g_00195	Prbm.g_00191
OG0000227	Prav.g_00196	Prbm.g_00192
OG0000228	Prav.g_00197	Prbm.g_00193
OG0000229	Prav.g_00198	Prbm.g_00194
OG0000230	Prav.g_00199	Prbm.g_00195
OG0000231	Prav.g_00201	Prbm.g_01096
OG0000232	Prav.g_00202	Prbm.g_00196
OG0000233	Prav.g_00205	Prbm.g_00199
OG0000234	Prav.g_00207	Prbm.g_00202
OG0000235	Prav.g_00212	Prbm.g_00204
OG0000236	Prav.g_00213	Prbm.g_00205
OG0000237	Prav.g_00214	Prbm.g_00206
OG0000238	Prav.g_00215	Prbm.g_00207
OG0000239	Prav.g_00216	Prbm.g_00208
OG0000240	Prav.g_00887	Prbm.g_00210
OG0000241	Prav.g_00886	Prbm.g_00211
OG0000242	Prav.g_00885	Prbm.g_00212
OG0000243	Prav.g_00884	Prbm.g_00213
OG0000244	Prav.g_00883	Prbm.g_00214
OG0000245	Prav.g_00882	Prbm.g_00215
OG0000246	Prav.g_00880	Prbm.g_00217
OG0000247	Prav.g_00879	Prbm.g_00218
OG0000248	Prav.g_00878	Prbm.g_00219
OG0000249	Prav.g_00877	Prbm.g_00220
OG0000250	Prav.g_00876	Prbm.g_00221
OG0000251	Prav.g_00875	Prbm.g_00222
OG0000252	Prav.g_00874	Prbm.g_00223
OG0000253	Prav.g_00873	Prbm.g_00224
OG0000254	Prav.g_00871	Prbm.g_00226
OG0000255	Prav.g_00870	Prbm.g_00227
OG0000256	Prav.g_00867	Prbm.g_00230
OG0000257	Prav.g_00865	Prbm.g_00232
OG0000258	Prav.g_00864	Prbm.g_00233
OG0000259	Prav.g_00863	Prbm.g_00234
OG0000260	Prav.g_00862	Prbm.g_00235
OG0000261	Prav.g_00861	Prbm.g_00236
OG0000262	Prav.g_00860	Prbm.g_00237
OG0000263	Prav.g_00859	Prbm.g_00238
OG0000264	Prav.g_00857	Prbm.g_00240
OG0000265	Prav.g_00856	Prbm.g_00241
OG0000266	Prav.g_00855	Prbm.g_00242
OG0000267	Prav.g_00853	Prbm.g_00244
OG0000268	Prav.g_00852	Prbm.g_00246
OG0000269	Prav.g_00851	Prbm.g_00247
OG0000270	Prav.g_00850	Prbm.g_00248
OG0000271	Prav.g_00849	Prbm.g_00249
OG0000272	Prav.g_00848	Prbm.g_00250
OG0000273	Prav.g_00847	Prbm.g_00251
OG0000274	Prav.g_00846	Prbm.g_00252
OG0000275	Prav.g_00845	Prbm.g_00253
OG0000276	Prav.g_00844	Prbm.g_00254
OG0000277	Prav.g_00843	Prbm.g_00255
OG0000278	Prav.g_00842	Prbm.g_00256
OG0000279	Prav.g_00841	Prbm.g_00257
OG0000280	Prav.g_00840	Prbm.g_00258
OG0000281	Prav.g_00838	Prbm.g_00260
OG0000282	Prav.g_00837	Prbm.g_00261
OG0000283	Prav.g_00834	Prbm.g_00263
OG0000284	Prav.g_00833	Prbm.g_00264
OG0000285	Prav.g_00832	Prbm.g_00265
OG0000286	Prav.g_00830	Prbm.g_00267
OG0000287	Prav.g_00829	Prbm.g_00268
OG0000288	Prav.g_00828	Prbm.g_00269
OG0000289	Prav.g_00827	Prbm.g_00270
OG0000290	Prav.g_00826	Prbm.g_00271
OG0000291	Prav.g_00825	Prbm.g_00272
OG0000292	Prav.g_00824	Prbm.g_00273
OG0000293	Prav.g_00823	Prbm.g_00274
OG0000294	Prav.g_00822	Prbm.g_00275
OG0000295	Prav.g_00821	Prbm.g_00276
OG0000296	Prav.g_00820	Prbm.g_00277
OG0000297	Prav.g_00819	Prbm.g_00278
OG0000298	Prav.g_00818	Prbm.g_00279
OG0000299	Prav.g_00817	Prbm.g_00280
OG0000300	Prav.g_00816	Prbm.g_00281
OG0000301	Prav.g_00815	Prbm.g_00282
OG0000302	Prav.g_00814	Prbm.g_00283
OG0000303	Prav.g_00813	Prbm.g_00284
OG0000304	Prav.g_00812	Prbm.g_00285
OG0000305	Prav.g_00811	Prbm.g_00286
OG0000306	Prav.g_00810	Prbm.g_00287
OG0000307	Prav.g_00809	Prbm.g_00288
OG0000308	Prav.g_00808	Prbm.g_00289
OG0000309	Prav.g_00807	Prbm.g_00290
OG0000310	Prav.g_00806	Prbm.g_00291
OG0000311	Prav.g_00805	Prbm.g_00293
OG0000312	Prav.g_00803	Prbm.g_00295
OG0000313	Prav.g_00802	Prbm.g_00296
OG0000314	Prav.g_00799	Prbm.g_00300
OG0000315	Prav.g_00798	Prbm.g_00301
OG0000316	Prav.g_01889	Prbm.g_00303
OG0000317	Prav.g_01891	Prbm.g_00305
OG0000318	Prav.g_01892	Prbm.g_00306
OG0000319	Prav.g_01893	Prbm.g_00307
OG0000320	Prav.g_01894	Prbm.g_00308
OG0000321	Prav.g_01897	Prbm.g_00309
OG0000322	Prav.g_01900	Prbm.g_00312
OG0000323	Prav.g_01901	Prbm.g_00313
OG0000324	Prav.g_01904	Prbm.g_00317
OG0000325	Prav.g_01906	Prbm.g_00318
OG0000326	Prav.g_01907	Prbm.g_00319
OG0000327	Prav.g_01909	Prbm.g_00320
OG0000328	Prav.g_01910	Prbm.g_00321
OG0000329	Prav.g_01911	Prbm.g_00322
OG0000330	Prav.g_01912	Prbm.g_00323
OG0000331	Prav.g_01913	Prbm.g_00324
OG0000332	Prav.g_01914	Prbm.g_00325
OG0000333	Prav.g_01915	Prbm.g_00326
OG0000334	Prav.g_01916	Prbm.g_00327
OG0000335	Prav.g_01917	Prbm.g_00328
OG0000336	Prav.g_01918	Prbm.g_00330
OG0000337	Prav.g_01921	Prbm.g_00332
OG0000338	Prav.g_01922	Prbm.g_00333
OG0000339	Prav.g_01923	Prbm.g_00334
OG0000340	Prav.g_01924	Prbm.g_00335
OG0000341	Prav.g_01928	Prbm.g_00339
OG0000342	Prav.g_01929	Prbm.g_00340
OG0000343	Prav.g_01931	Prbm.g_00342
OG0000344	Prav.g_01932	Prbm.g_00343
OG0000345	Prav.g_01933	Prbm.g_00344
OG0000346	Prav.g_01934	Prbm.g_00345
OG0000347	Prav.g_01935	Prbm.g_00346
OG0000348	Prav.g_01936	Prbm.g_00347
OG0000349	Prav.g_01937	Prbm.g_00348
OG0000350	Prav.g_01938	Prbm.g_00349
OG0000351	Prav.g_01941	Prbm.g_00351
OG0000352	Prav.g_01944	Prbm.g_00354
OG0000353	Prav.g_01945	Prbm.g_00355
OG0000354	Prav.g_01946	Prbm.g_00356
OG0000355	Prav.g_01947	Prbm.g_00357
OG0000356	Prav.g_01948	Prbm.g_00358
OG0000357	Prav.g_01949	Prbm.g_00359
OG0000358	Prav.g_01950	Prbm.g_00360
OG0000359	Prav.g_01951	Prbm.g_00361
OG0000360	Prav.g_01954	Prbm.g_00364
OG0000361	Prav.g_01955	Prbm.g_00365
OG0000362	Prav.g_01956	Prbm.g_00366
OG0000363	Prav.g_01957	Prbm.g_00367
OG0000364	Prav.g_01958	Prbm.g_00368
OG0000365	Prav.g_01959	Prbm.g_00369
OG0000366	Prav.g_01960	Prbm.g_00370
OG0000367	Prav.g_01961	Prbm.g_00371
OG0000368	Prav.g_01962	Prbm.g_00372
OG0000369	Prav.g_01963	Prbm.g_00373
OG0000370	Prav.g_01964	Prbm.g_00374
OG0000371	Prav.g_01965	Prbm.g_00375
OG0000372	Prav.g_01967	Prbm.g_00376
OG0000373	Prav.g_01969	Prbm.g_00378
OG0000374	Prav.g_01970	Prbm.g_00379
OG0000375	Prav.g_01971	Prbm.g_00380
OG0000376	Prav.g_01973	Prbm.g_00382
OG0000377	Prav.g_01974	Prbm.g_00388
OG0000378	Prav.g_01975	Prbm.g_00768
OG0000379	Prav.g_01980	Prbm.g_00400
OG0000380	Prav.g_01981	Prbm.g_00402
OG0000381	Prav.g_01982	Prbm.g_00403
OG0000382	Prav.g_01984	Prbm.g_00404
OG0000383	Prav.g_01987	Prbm.g_00407
OG0000384	Prav.g_01988	Prbm.g_00408
OG0000385	Prav.g_01991	Prbm.g_00410
OG0000386	Prav.g_01992	Prbm.g_00411
OG0000387	Prav.g_01993	Prbm.g_00412
OG0000388	Prav.g_01994	Prbm.g_00413
OG0000389	Prav.g_01995	Prbm.g_00414
OG0000390	Prav.g_01996	Prbm.g_00415
OG0000391	Prav.g_01997	Prbm.g_00416
OG0000392	Prav.g_01998	Prbm.g_00417
OG0000393	Prav.g_00974	Prbm.g_00422
OG0000394	Prav.g_00975	Prbm.g_00423
OG0000395	Prav.g_00977	Prbm.g_00426
OG0000396	Prav.g_00978	Prbm.g_00866
OG0000397	Prav.g_00990	Prbm.g_01088
OG0000398	Prav.g_00996	Prbm.g_01121
OG0000399	Prav.g_00997	Prbm.g_01353
OG0000400	Prav.g_01001	Prbm.g_01949
OG0000401	Prav.g_01030	Prbm.g_00440
OG0000402	Prav.g_01031	Prbm.g_00441
OG0000403	Prav.g_01032	Prbm.g_00442
OG0000404	Prav.g_01034	Prbm.g_00445
OG0000405	Prav.g_01035	Prbm.g_00446
OG0000406	Prav.g_01037	Prbm.g_00448
OG0000407	Prav.g_01038	Prbm.g_00449
OG0000408	Prav.g_01039	Prbm.g_00450
OG0000409	Prav.g_01040	Prbm.g_00451
OG0000410	Prav.g_01041	Prbm.g_00452
OG0000411	Prav.g_01042	Prbm.g_00453
OG0000412	Prav.g_01043	Prbm.g_00454
OG0000413	Prav.g_01044	Prbm.g_00455
OG0000414	Prav.g_01045	Prbm.g_00456
OG0000415	Prav.g_01046	Prbm.g_00457
OG0000416	Prav.g_01047	Prbm.g_00458
OG0000417	Prav.g_01048	Prbm.g_00459
OG0000418	Prav.g_01049	Prbm.g_00460
OG0000419	Prav.g_01050	Prbm.g_00461
OG0000420	Prav.g_01051	Prbm.g_00462
OG0000421	Prav.g_01052	Prbm.g_00480
OG0000422	Prav.g_01053	Prbm.g_00482
OG0000423	Prav.g_01054	Prbm.g_00483
OG0000424	Prav.g_01056	Prbm.g_00484
OG0000425	Prav.g_01059	Prbm.g_00490
OG0000426	Prav.g_01060	Prbm.g_00491
OG0000427	Prav.g_01061	Prbm.g_00492
OG0000428	Prav.g_01062	Prbm.g_00494
OG0000429	Prav.g_01063	Prbm.g_00495
OG0000430	Prav.g_01069	Prbm.g_00497
OG0000431	Prav.g_01071	Prbm.g_00498
OG0000432	Prav.g_01072	Prbm.g_00499
OG0000433	Prav.g_01075	Prbm.g_00502
OG0000434	Prav.g_01076	Prbm.g_00504
OG0000435	Prav.g_01077	Prbm.g_00505
OG0000436	Prav.g_01079	Prbm.g_00507
OG0000437	Prav.g_01081	Prbm.g_00509
OG0000438	Prav.g_01082	Prbm.g_00510
OG0000439	Prav.g_01083	Prbm.g_00511
OG0000440	Prav.g_01085	Prbm.g_00512
OG0000441	Prav.g_01086	Prbm.g_00513
OG0000442	Prav.g_01087	Prbm.g_00514
OG0000443	Prav.g_01088	Prbm.g_00515
OG0000444	Prav.g_01089	Prbm.g_00516
OG0000445	Prav.g_01090	Prbm.g_00517
OG0000446	Prav.g_01091	Prbm.g_00518
OG0000447	Prav.g_01092	Prbm.g_00519
OG0000448	Prav.g_01093	Prbm.g_00520
OG0000449	Prav.g_01098	Prbm.g_00534
OG0000450	Prav.g_01099	Prbm.g_00535
OG0000451	Prav.g_01100	Prbm.g_00536
OG0000452	Prav.g_01101	Prbm.g_00537
OG0000453	Prav.g_01103	Prbm.g_00539
OG0000454	Prav.g_01104	Prbm.g_00540
OG0000455	Prav.g_01105	Prbm.g_00541
OG0000456	Prav.g_01106	Prbm.g_00542
OG0000457	Prav.g_01108	Prbm.g_00544
OG0000458	Prav.g_01110	Prbm.g_00546
OG0000459	Prav.g_01111	Prbm.g_00547
OG0000460	Prav.g_01113	Prbm.g_00549
OG0000461	Prav.g_01114	Prbm.g_00550
OG0000462	Prav.g_01115	Prbm.g_00551
OG0000463	Prav.g_01116	Prbm.g_00553
OG0000464	Prav.g_01121	Prbm.g_00557
OG0000465	Prav.g_01123	Prbm.g_00558
OG0000466	Prav.g_01124	Prbm.g_00559
OG0000467	Prav.g_01125	Prbm.g_00560
OG0000468	Prav.g_01126	Prbm.g_00561
OG0000469	Prav.g_01127	Prbm.g_00562
OG0000470	Prav.g_01128	Prbm.g_00563
OG0000471	Prav.g_01129	Prbm.g_00564
OG0000472	Prav.g_01132	Prbm.g_00567
OG0000473	Prav.g_01133	Prbm.g_00568
OG0000474	Prav.g_01134	Prbm.g_00569
OG0000475	Prav.g_01135	Prbm.g_00570
OG0000476	Prav.g_01136	Prbm.g_00571
OG0000477	Prav.g_01138	Prbm.g_00573
OG0000478	Prav.g_01139	Prbm.g_00574
OG0000479	Prav.g_01140	Prbm.g_00575
OG0000480	Prav.g_01142	Prbm.g_00577
OG0000481	Prav.g_01143	Prbm.g_00578
OG0000482	Prav.g_01144	Prbm.g_00579
OG0000483	Prav.g_01145	Prbm.g_00580
OG0000484	Prav.g_01146	Prbm.g_00581
OG0000485	Prav.g_01147	Prbm.g_00582
OG0000486	Prav.g_01148	Prbm.g_00583
OG0000487	Prav.g_01149	Prbm.g_00584
OG0000488	Prav.g_01151	Prbm.g_00586
OG0000489	Prav.g_01152	Prbm.g_00587
OG0000490	Prav.g_01153	Prbm.g_00588
OG0000491	Prav.g_01154	Prbm.g_00589
OG0000492	Prav.g_01155	Prbm.g_00590
OG0000493	Prav.g_01156	Prbm.g_00591
OG0000494	Prav.g_01158	Prbm.g_00593
OG0000495	Prav.g_01159	Prbm.g_00594
OG0000496	Prav.g_01160	Prbm.g_00595
OG0000497	Prav.g_01161	Prbm.g_00596
OG0000498	Prav.g_01162	Prbm.g_00597
OG0000499	Prav.g_01164	Prbm.g_00599
OG0000500	Prav.g_01165	Prbm.g_00600
OG0000501	Prav.g_01167	Prbm.g_00602
OG0000502	Prav.g_01168	Prbm.g_00603
OG0000503	Prav.g_01169	Prbm.g_00604
OG0000504	Prav.g_01170	Prbm.g_00605
OG0000505	Prav.g_01171	Prbm.g_00606
OG0000506	Prav.g_01172	Prbm.g_00607
OG0000507	Prav.g_01173	Prbm.g_00608
OG0000508	Prav.g_01175	Prbm.g_00609
OG0000509	Prav.g_01176	Prbm.g_00610
OG0000510	Prav.g_01177	Prbm.g_00611
OG0000511	Prav.g_01178	Prbm.g_00612
OG0000512	Prav.g_01179	Prbm.g_00613
OG0000513	Prav.g_01180	Prbm.g_00614
OG0000514	Prav.g_01181	Prbm.g_00615
OG0000515	Prav.g_01183	Prbm.g_00616
OG0000516	Prav.g_01184	Prbm.g_00617
OG0000517	Prav.g_01185	Prbm.g_00618
OG0000518	Prav.g_01187	Prbm.g_00620
OG0000519	Prav.g_01188	Prbm.g_00621
OG0000520	Prav.g_01189	Prbm.g_00624
OG0000521	Prav.g_01190	Prbm.g_00623
OG0000522	Prav.g_01191	Prbm.g_00625
OG0000523	Prav.g_01192	Prbm.g_00626
OG0000524	Prav.g_01193	Prbm.g_00627
OG0000525	Prav.g_01195	Prbm.g_00629
OG0000526	Prav.g_01196	Prbm.g_00630
OG0000527	Prav.g_01197	Prbm.g_00631
OG0000528	Prav.g_01198	Prbm.g_00632
OG0000529	Prav.g_01199	Prbm.g_00633
OG0000530	Prav.g_01200	Prbm.g_00634
OG0000531	Prav.g_01201	Prbm.g_00636
OG0000532	Prav.g_01202	Prbm.g_00637
OG0000533	Prav.g_01203	Prbm.g_00638
OG0000534	Prav.g_01204	Prbm.g_00639
OG0000535	Prav.g_01205	Prbm.g_00640
OG0000536	Prav.g_01206	Prbm.g_00641
OG0000537	Prav.g_01207	Prbm.g_00642
OG0000538	Prav.g_01208	Prbm.g_00643
OG0000539	Prav.g_01209	Prbm.g_00644
OG0000540	Prav.g_01210	Prbm.g_00645
OG0000541	Prav.g_01211	Prbm.g_00646
OG0000542	Prav.g_01212	Prbm.g_00647
OG0000543	Prav.g_01213	Prbm.g_00648
OG0000544	Prav.g_01214	Prbm.g_00649
