Orthogroup	Prav	Prak
OG0000249	Prav.g_00877	Prak.g_00173
OG0000250	Prav.g_00876	Prak.g_00174
OG0000251	Prav.g_00875	Prak.g_00175
OG0000252	Prav.g_00874	Prak.g_00176
OG0000253	Prav.g_00873	Prak.g_00177
OG0000254	Prav.g_00871	Prak.g_00179
OG0000255	Prav.g_00870	Prak.g_00180
OG0000256	Prav.g_00867	Prak.g_00183
OG0000257	Prav.g_00865	Prak.g_00185
OG0000258	Prav.g_00864	Prak.g_00186
OG0000259	Prav.g_00863	Prak.g_00187
OG0000260	Prav.g_00862	Prak.g_00188
OG0000261	Prav.g_00861	Prak.g_00189
OG0000262	Prav.g_00860	Prak.g_00190
OG0000263	Prav.g_00859	Prak.g_00191
OG0000264	Prav.g_00857	Prak.g_00193
OG0000265	Prav.g_00856	Prak.g_00194
OG0000266	Prav.g_00855	Prak.g_00195
OG0000267	Prav.g_00853	Prak.g_00197
OG0000268	Prav.g_00852	Prak.g_00199
OG0000269	Prav.g_00851	Prak.g_00200
OG0000270	Prav.g_00850	Prak.g_00201
OG0000271	Prav.g_00849	Prak.g_00202
OG0000272	Prav.g_00848	Prak.g_00203
OG0000273	Prav.g_00847	Prak.g_00204
OG0000274	Prav.g_00846	Prak.g_00205
OG0000275	Prav.g_00845	Prak.g_00206
OG0000276	Prav.g_00844	Prak.g_00207
OG0000277	Prav.g_00843	Prak.g_00208
OG0000278	Prav.g_00842	Prak.g_00209
OG0000279	Prav.g_00841	Prak.g_00210
OG0000280	Prav.g_00840	Prak.g_00211
OG0000281	Prav.g_00838	Prak.g_00213
OG0000282	Prav.g_00837	Prak.g_00214
OG0000283	Prav.g_00834	Prak.g_00217
OG0000284	Prav.g_00833	Prak.g_00218
OG0000285	Prav.g_00832	Prak.g_00219
OG0000286	Prav.g_00830	Prak.g_00221
OG0000287	Prav.g_00829	Prak.g_00223
OG0000288	Prav.g_00828	Prak.g_00224
OG0000289	Prav.g_00827	Prak.g_00225
OG0000290	Prav.g_00826	Prak.g_00226
OG0000291	Prav.g_00825	Prak.g_00227
OG0000292	Prav.g_00824	Prak.g_00228
OG0000293	Prav.g_00823	Prak.g_00229
OG0000294	Prav.g_00822	Prak.g_00230
OG0000295	Prav.g_00821	Prak.g_00231
OG0000296	Prav.g_00820	Prak.g_00232
OG0000297	Prav.g_00819	Prak.g_00233
OG0000298	Prav.g_00818	Prak.g_00234
OG0000299	Prav.g_00817	Prak.g_00235
OG0000300	Prav.g_00816	Prak.g_00236
OG0000301	Prav.g_00815	Prak.g_00237
OG0000302	Prav.g_00814	Prak.g_00238
OG0000303	Prav.g_00813	Prak.g_00239
OG0000304	Prav.g_00812	Prak.g_00241
OG0000305	Prav.g_00811	Prak.g_00242
OG0000306	Prav.g_00810	Prak.g_00243
OG0000307	Prav.g_00809	Prak.g_00245
OG0000308	Prav.g_00808	Prak.g_00246
OG0000309	Prav.g_00807	Prak.g_00247
OG0000310	Prav.g_00806	Prak.g_00248
OG0000311	Prav.g_00805	Prak.g_00249
OG0000312	Prav.g_00803	Prak.g_00251
OG0000313	Prav.g_00802	Prak.g_00252
OG0000314	Prav.g_00799	Prak.g_00256
OG0000315	Prav.g_00798	Prak.g_00257
OG0000316	Prav.g_01889	Prak.g_00259
OG0000317	Prav.g_01891	Prak.g_00261
OG0000318	Prav.g_01892	Prak.g_00262
OG0000319	Prav.g_01893	Prak.g_00263
OG0000320	Prav.g_01894	Prak.g_00264
OG0000321	Prav.g_01897	Prak.g_00267
OG0000322	Prav.g_01900	Prak.g_00271
OG0000323	Prav.g_01901	Prak.g_00272
OG0000324	Prav.g_01904	Prak.g_00275
OG0000325	Prav.g_01906	Prak.g_00276
OG0000326	Prav.g_01907	Prak.g_00277
OG0000327	Prav.g_01909	Prak.g_00279
OG0000328	Prav.g_01910	Prak.g_00280
OG0000329	Prav.g_01911	Prak.g_00281
OG0000330	Prav.g_01912	Prak.g_00282
OG0000331	Prav.g_01913	Prak.g_00284
OG0000332	Prav.g_01914	Prak.g_00285
OG0000333	Prav.g_01915	Prak.g_00286
OG0000334	Prav.g_01916	Prak.g_00287
OG0000335	Prav.g_01917	Prak.g_00288
OG0000336	Prav.g_01918	Prak.g_00290
OG0000337	Prav.g_01921	Prak.g_00293
OG0000338	Prav.g_01922	Prak.g_00294
OG0000339	Prav.g_01923	Prak.g_00295
OG0000340	Prav.g_01924	Prak.g_00296
OG0000341	Prav.g_01928	Prak.g_00300
OG0000342	Prav.g_01929	Prak.g_00301
OG0000343	Prav.g_01931	Prak.g_00304
OG0000344	Prav.g_01932	Prak.g_00305
OG0000345	Prav.g_01933	Prak.g_00306
OG0000346	Prav.g_01934	Prak.g_00307
OG0000347	Prav.g_01935	Prak.g_00308
OG0000348	Prav.g_01936	Prak.g_00310
OG0000349	Prav.g_01937	Prak.g_00311
OG0000350	Prav.g_01938	Prak.g_00312
OG0000351	Prav.g_01941	Prak.g_00314
OG0000352	Prav.g_01944	Prak.g_00317
OG0000353	Prav.g_01945	Prak.g_00318
OG0000354	Prav.g_01946	Prak.g_00319
OG0000355	Prav.g_01947	Prak.g_00320
OG0000356	Prav.g_01948	Prak.g_00321
OG0000357	Prav.g_01949	Prak.g_00322
OG0000358	Prav.g_01950	Prak.g_00323
OG0000359	Prav.g_01951	Prak.g_00324
OG0000360	Prav.g_01954	Prak.g_00326
OG0000361	Prav.g_01955	Prak.g_00327
OG0000362	Prav.g_01956	Prak.g_00328
OG0000363	Prav.g_01957	Prak.g_00329
OG0000364	Prav.g_01958	Prak.g_00330
OG0000365	Prav.g_01959	Prak.g_00331
OG0000366	Prav.g_01960	Prak.g_00332
OG0000367	Prav.g_01961	Prak.g_00333
OG0000368	Prav.g_01962	Prak.g_00334
OG0000369	Prav.g_01963	Prak.g_00335
OG0000370	Prav.g_01964	Prak.g_00336
OG0000371	Prav.g_01965	Prak.g_00337
OG0000372	Prav.g_01967	Prak.g_00338
OG0000373	Prav.g_01969	Prak.g_00340
OG0000374	Prav.g_01970	Prak.g_00341
OG0000375	Prav.g_01971	Prak.g_00342
OG0000376	Prav.g_01973	Prak.g_00343
OG0000377	Prav.g_01974	Prak.g_00349
OG0000378	Prav.g_01975	Prak.g_00350
OG0000379	Prav.g_01980	Prak.g_00356
OG0000380	Prav.g_01981	Prak.g_00358
OG0000381	Prav.g_01982	Prak.g_00359
OG0000382	Prav.g_01984	Prak.g_00360
OG0000383	Prav.g_01987	Prak.g_00363
OG0000384	Prav.g_01988	Prak.g_00364
OG0000385	Prav.g_01991	Prak.g_00367
OG0000386	Prav.g_01992	Prak.g_00368
OG0000387	Prav.g_01993	Prak.g_00369
OG0000388	Prav.g_01994	Prak.g_00370
OG0000389	Prav.g_01995	Prak.g_00371
OG0000390	Prav.g_01996	Prak.g_00372
OG0000391	Prav.g_01997	Prak.g_00373
OG0000392	Prav.g_01998	Prak.g_00374
OG0000393	Prav.g_00974	Prak.g_00378
OG0000394	Prav.g_00975	Prak.g_00379
OG0000395	Prav.g_00977	Prak.g_00382
OG0000396	Prav.g_00978	Prak.g_00900
OG0000397	Prav.g_00990	Prak.g_01216
OG0000398	Prav.g_00996	Prak.g_01597
OG0000399	Prav.g_00997	Prak.g_01211
OG0000400	Prav.g_01001	Prak.g_01709
OG0000401	Prav.g_01030	Prak.g_00393
OG0000402	Prav.g_01031	Prak.g_00394
OG0000403	Prav.g_01032	Prak.g_00395
OG0000404	Prav.g_01034	Prak.g_00397
OG0000405	Prav.g_01035	Prak.g_00398
OG0000406	Prav.g_01037	Prak.g_00400
OG0000407	Prav.g_01038	Prak.g_00401
OG0000408	Prav.g_01039	Prak.g_00402
OG0000409	Prav.g_01040	Prak.g_00403
OG0000410	Prav.g_01041	Prak.g_00404
OG0000411	Prav.g_01042	Prak.g_00405
OG0000412	Prav.g_01043	Prak.g_00406
OG0000413	Prav.g_01044	Prak.g_00407
OG0000414	Prav.g_01045	Prak.g_00408
OG0000415	Prav.g_01046	Prak.g_00409
OG0000416	Prav.g_01047	Prak.g_00410
OG0000417	Prav.g_01048	Prak.g_00411
OG0000418	Prav.g_01049	Prak.g_00412
OG0000419	Prav.g_01050	Prak.g_00413
OG0000420	Prav.g_01051	Prak.g_00414
OG0000421	Prav.g_01052	Prak.g_00418
OG0000422	Prav.g_01053	Prak.g_00420
OG0000423	Prav.g_01054	Prak.g_00421
OG0000424	Prav.g_01056	Prak.g_00422
OG0000425	Prav.g_01059	Prak.g_00426
OG0000426	Prav.g_01060	Prak.g_00427
OG0000427	Prav.g_01061	Prak.g_00428
OG0000428	Prav.g_01062	Prak.g_00430
OG0000429	Prav.g_01063	Prak.g_00431
OG0000430	Prav.g_01069	Prak.g_00432
OG0000431	Prav.g_01071	Prak.g_00434
OG0000432	Prav.g_01072	Prak.g_00435
OG0000433	Prav.g_01075	Prak.g_00438
OG0000434	Prav.g_01076	Prak.g_00439
OG0000435	Prav.g_01077	Prak.g_00440
OG0000436	Prav.g_01079	Prak.g_00442
OG0000437	Prav.g_01081	Prak.g_00444
OG0000438	Prav.g_01082	Prak.g_00445
OG0000439	Prav.g_01083	Prak.g_00446
OG0000440	Prav.g_01085	Prak.g_00448
OG0000441	Prav.g_01086	Prak.g_00449
OG0000442	Prav.g_01087	Prak.g_00450
OG0000443	Prav.g_01088	Prak.g_00451
OG0000444	Prav.g_01089	Prak.g_00452
OG0000445	Prav.g_01090	Prak.g_00453
OG0000446	Prav.g_01091	Prak.g_00454
OG0000447	Prav.g_01092	Prak.g_00455
OG0000448	Prav.g_01093	Prak.g_00456
OG0000449	Prav.g_01098	Prak.g_00462
OG0000450	Prav.g_01099	Prak.g_00463
OG0000451	Prav.g_01100	Prak.g_00464
OG0000452	Prav.g_01101	Prak.g_00465
OG0000453	Prav.g_01103	Prak.g_00466
OG0000454	Prav.g_01104	Prak.g_00467
OG0000455	Prav.g_01105	Prak.g_00468
OG0000456	Prav.g_01106	Prak.g_00469
OG0000457	Prav.g_01108	Prak.g_00471
OG0000458	Prav.g_01110	Prak.g_00473
OG0000459	Prav.g_01111	Prak.g_00474
OG0000460	Prav.g_01113	Prak.g_00476
OG0000461	Prav.g_01114	Prak.g_00477
OG0000462	Prav.g_01115	Prak.g_00478
OG0000463	Prav.g_01116	Prak.g_00479
OG0000464	Prav.g_01121	Prak.g_00483
OG0000465	Prav.g_01123	Prak.g_00484
OG0000466	Prav.g_01124	Prak.g_00485
OG0000467	Prav.g_01125	Prak.g_00486
OG0000468	Prav.g_01126	Prak.g_00487
OG0000469	Prav.g_01127	Prak.g_00488
OG0000470	Prav.g_01128	Prak.g_00489
OG0000471	Prav.g_01129	Prak.g_00490
OG0000472	Prav.g_01132	Prak.g_00493
OG0000473	Prav.g_01133	Prak.g_00494
OG0000474	Prav.g_01134	Prak.g_00495
OG0000475	Prav.g_01135	Prak.g_00496
OG0000476	Prav.g_01136	Prak.g_00497
OG0000477	Prav.g_01138	Prak.g_00499
OG0000478	Prav.g_01139	Prak.g_00500
OG0000479	Prav.g_01140	Prak.g_00501
OG0000480	Prav.g_01142	Prak.g_00503
OG0000481	Prav.g_01143	Prak.g_00504
OG0000482	Prav.g_01144	Prak.g_00506
OG0000483	Prav.g_01145	Prak.g_00507
OG0000484	Prav.g_01146	Prak.g_00508
OG0000485	Prav.g_01147	Prak.g_00509
OG0000486	Prav.g_01148	Prak.g_00510
OG0000487	Prav.g_01149	Prak.g_00511
OG0000488	Prav.g_01151	Prak.g_00513
OG0000489	Prav.g_01152	Prak.g_00514
OG0000490	Prav.g_01153	Prak.g_00515
OG0000491	Prav.g_01154	Prak.g_00516
OG0000492	Prav.g_01155	Prak.g_00517
OG0000493	Prav.g_01156	Prak.g_00518
OG0000494	Prav.g_01158	Prak.g_00519
OG0000495	Prav.g_01159	Prak.g_00520
OG0000496	Prav.g_01160	Prak.g_00522
OG0000497	Prav.g_01161	Prak.g_00524
OG0000498	Prav.g_01162	Prak.g_00525
OG0000499	Prav.g_01164	Prak.g_00527
OG0000500	Prav.g_01165	Prak.g_00528
OG0000501	Prav.g_01167	Prak.g_00530
OG0000502	Prav.g_01168	Prak.g_00531
OG0000503	Prav.g_01169	Prak.g_00532
OG0000504	Prav.g_01170	Prak.g_00533
OG0000505	Prav.g_01171	Prak.g_00534
OG0000506	Prav.g_01172	Prak.g_00535
OG0000507	Prav.g_01173	Prak.g_00536
OG0000508	Prav.g_01175	Prak.g_00538
OG0000509	Prav.g_01176	Prak.g_00539
OG0000510	Prav.g_01177	Prak.g_00540
OG0000511	Prav.g_01178	Prak.g_00541
OG0000512	Prav.g_01179	Prak.g_00542
OG0000513	Prav.g_01180	Prak.g_00543
OG0000514	Prav.g_01181	Prak.g_00544
OG0000515	Prav.g_01183	Prak.g_00547
OG0000516	Prav.g_01184	Prak.g_00548
OG0000517	Prav.g_01185	Prak.g_00549
OG0000518	Prav.g_01187	Prak.g_00552
OG0000519	Prav.g_01188	Prak.g_00553
OG0000520	Prav.g_01189	Prak.g_00554
OG0000521	Prav.g_01190	Prak.g_00555
OG0000522	Prav.g_01191	Prak.g_00556
OG0000523	Prav.g_01192	Prak.g_00557
OG0000524	Prav.g_01193	Prak.g_00558
OG0000525	Prav.g_01195	Prak.g_00560
OG0000526	Prav.g_01196	Prak.g_00561
OG0000527	Prav.g_01197	Prak.g_00562
OG0000528	Prav.g_01198	Prak.g_00563
OG0000529	Prav.g_01199	Prak.g_00564
OG0000530	Prav.g_01200	Prak.g_00565
OG0000531	Prav.g_01201	Prak.g_00567
OG0000532	Prav.g_01202	Prak.g_00568
OG0000533	Prav.g_01203	Prak.g_00569
OG0000534	Prav.g_01204	Prak.g_00570
OG0000535	Prav.g_01205	Prak.g_00571
OG0000536	Prav.g_01206	Prak.g_00572
OG0000537	Prav.g_01207	Prak.g_00573
OG0000538	Prav.g_01208	Prak.g_00574
OG0000539	Prav.g_01209	Prak.g_00575
OG0000540	Prav.g_01210	Prak.g_00576
OG0000541	Prav.g_01211	Prak.g_00577
OG0000542	Prav.g_01212	Prak.g_00578
OG0000543	Prav.g_01213	Prak.g_00579
OG0000544	Prav.g_01214	Prak.g_00580
OG0000545	Prav.g_01219	Prak.g_00582
OG0000546	Prav.g_01220	Prak.g_00583
OG0000547	Prav.g_01222	Prak.g_00585
OG0000548	Prav.g_01223	Prak.g_00587
OG0000549	Prav.g_01224	Prak.g_00588
OG0000550	Prav.g_01225	Prak.g_00589
OG0000551	Prav.g_01226	Prak.g_00591
OG0000552	Prav.g_01227	Prak.g_00592
OG0000553	Prav.g_01228	Prak.g_01113
OG0000554	Prav.g_01229	Prak.g_01112
OG0000555	Prav.g_01230	Prak.g_01111
OG0000556	Prav.g_01231	Prak.g_01110
OG0000557	Prav.g_01232	Prak.g_01109
OG0000558	Prav.g_01233	Prak.g_01108
OG0000559	Prav.g_01234	Prak.g_01107
OG0000560	Prav.g_01236	Prak.g_01105
OG0000561	Prav.g_01237	Prak.g_01104
OG0000562	Prav.g_01238	Prak.g_01102
OG0000563	Prav.g_01239	Prak.g_01101
OG0000564	Prav.g_01240	Prak.g_01100
OG0000565	Prav.g_01241	Prak.g_01099
OG0000566	Prav.g_01242	Prak.g_01098
OG0000567	Prav.g_01243	Prak.g_01097
OG0000568	Prav.g_01244	Prak.g_01096
OG0000569	Prav.g_01245	Prak.g_01095
OG0000570	Prav.g_01246	Prak.g_01094
OG0000571	Prav.g_01247	Prak.g_01093
OG0000572	Prav.g_01248	Prak.g_01092
OG0000573	Prav.g_01251	Prak.g_01089
OG0000574	Prav.g_01252	Prak.g_01088
OG0000575	Prav.g_01253	Prak.g_01087
OG0000576	Prav.g_01254	Prak.g_01086
OG0000577	Prav.g_01255	Prak.g_01085
OG0000578	Prav.g_01256	Prak.g_01084
OG0000579	Prav.g_01257	Prak.g_01083
OG0000580	Prav.g_01258	Prak.g_01082
OG0000581	Prav.g_01259	Prak.g_01081
OG0000582	Prav.g_01260	Prak.g_01080
OG0000583	Prav.g_01261	Prak.g_01079
OG0000584	Prav.g_01262	Prak.g_01077
