Orthogroup	Prav	Prbf
OG0000037	Prav.g_01221	Prbf.g_00272, Prbf.g_01905
OG0000038	Prav.g_00360	Prbf.g_00248
OG0000039	Prav.g_00872	Prbf.g_01500
OG0000040	Prav.g_00979	Prbf.g_00287
OG0000042	Prav.g_00306	Prbf.g_01253
OG0000043	Prav.g_00381	Prbf.g_01153
OG0000044	Prav.g_00065	Prbf.g_00918
OG0000045	Prav.g_01512	Prbf.g_00117
OG0000046	Prav.g_01754	Prbf.g_00701, Prbf.g_00822
OG0000047	Prav.g_00689	Prbf.g_00496
OG0000048	Prav.g_00696	Prbf.g_00487
OG0000050	Prav.g_01324	Prbf.g_01354
OG0000051	Prav.g_00881	Prbf.g_01491
OG0000052	Prav.g_00989	Prbf.g_00320
OG0000053	Prav.g_01137	Prbf.g_01820, Prbf.g_00781
OG0000054	Prav.g_01325	Prbf.g_01922
OG0000055	Prav.g_00419	Prbf.g_01222
OG0000056	Prav.g_00021	Prbf.g_00862
OG0000057	Prav.g_00801	Prbf.g_01575
OG0000058	Prav.g_01073	Prbf.g_01758
OG0000059	Prav.g_01296	Prbf.g_01261
OG0000062	Prav.g_00033	Prbf.g_00788
OG0000063	Prav.g_01390	Prbf.g_00945
OG0000065	Prav.g_01438	Prbf.g_00026
OG0000066	Prav.g_01513	Prbf.g_00115
OG0000067	Prav.g_01014	Prbf.g_00347
OG0000068	Prav.g_00632	Prbf.g_00558
OG0000069	Prav.g_01499	Prbf.g_00196
OG0000071	Prav.g_00079	Prbf.g_00382
OG0000073	Prav.g_01267	Prbf.g_01018
OG0000074	Prav.g_01289	Prbf.g_01271
OG0000075	Prav.g_00404	Prbf.g_01238
OG0000076	Prav.g_00933	Prbf.g_01170
OG0000078	Prav.g_01514	Prbf.g_00118
OG0000079	Prav.g_01551	Prbf.g_00242
OG0000080	Prav.g_01705	Prbf.g_00346
OG0000081	Prav.g_00663	Prbf.g_00524
OG0000082	Prav.g_00751	Prbf.g_00351
OG0000083	Prav.g_00789	Prbf.g_00390
OG0000084	Prav.g_00792	Prbf.g_00387
OG0000085	Prav.g_00091	Prbf.g_01345
OG0000087	Prav.g_00120	Prbf.g_01374
OG0000088	Prav.g_00178	Prbf.g_01443
OG0000089	Prav.g_00186	Prbf.g_01452
OG0000090	Prav.g_00204	Prbf.g_01469
OG0000091	Prav.g_00869	Prbf.g_01503
OG0000092	Prav.g_00868	Prbf.g_01504
OG0000093	Prav.g_00854	Prbf.g_01518
OG0000094	Prav.g_00836	Prbf.g_01537
OG0000095	Prav.g_00831	Prbf.g_01542
OG0000096	Prav.g_01898	Prbf.g_01590
OG0000097	Prav.g_01920	Prbf.g_01614
OG0000098	Prav.g_01930	Prbf.g_01625
OG0000099	Prav.g_01940	Prbf.g_01635
OG0000100	Prav.g_01943	Prbf.g_01638
OG0000101	Prav.g_00976	Prbf.g_01703
OG0000102	Prav.g_00999	Prbf.g_00044
OG0000103	Prav.g_01074	Prbf.g_01759
OG0000104	Prav.g_01078	Prbf.g_01763
OG0000105	Prav.g_01097	Prbf.g_01783
OG0000106	Prav.g_01130	Prbf.g_01813
OG0000107	Prav.g_01131	Prbf.g_01814
OG0000108	Prav.g_00954, Prav.g_01141	Prbf.g_01824
OG0000109	Prav.g_01150	Prbf.g_01833
OG0000110	Prav.g_01166	Prbf.g_01850
OG0000111	Prav.g_01249	Prbf.g_00999
OG0000112	Prav.g_01250	Prbf.g_01000
OG0000113	Prav.g_00328	Prbf.g_01050
OG0000114	Prav.g_00395	Prbf.g_01247
OG0000115	Prav.g_00556	Prbf.g_01117
OG0000116	Prav.g_00560	Prbf.g_01113
OG0000117	Prav.g_00930	Prbf.g_01167
OG0000118	Prav.g_00261	Prbf.g_00873
OG0000119	Prav.g_00036	Prbf.g_00785
OG0000120	Prav.g_00071	Prbf.g_00924
OG0000121	Prav.g_01856	Prbf.g_00947
OG0000122	Prav.g_01837, Prav.g_00955	Prbf.g_00967
OG0000123	Prav.g_01824	Prbf.g_01915
OG0000124	Prav.g_02003	Prbf.g_00253
OG0000125	Prav.g_01450	Prbf.g_00013
OG0000126	Prav.g_01473	Prbf.g_00095
OG0000127	Prav.g_01565	Prbf.g_00145
OG0000128	Prav.g_01579	Prbf.g_00158
OG0000129	Prav.g_01615	Prbf.g_00194
OG0000130	Prav.g_01759	Prbf.g_00696
OG0000131	Prav.g_01797	Prbf.g_00657
OG0000132	Prav.g_01800	Prbf.g_00654
OG0000133	Prav.g_00591	Prbf.g_00600
OG0000134	Prav.g_00627	Prbf.g_00564
OG0000135	Prav.g_00629	Prbf.g_00562
OG0000136	Prav.g_00674	Prbf.g_00512
OG0000137	Prav.g_00706	Prbf.g_00477
OG0000138	Prav.g_00741	Prbf.g_00443
OG0000139	Prav.g_00768	Prbf.g_00412
OG0000140	Prav.g_00787	Prbf.g_00392
OG0000141	Prav.g_00788	Prbf.g_00391
OG0000142	Prav.g_00790	Prbf.g_00389
OG0000143	Prav.g_00791	Prbf.g_00388
OG0000144	Prav.g_00793	Prbf.g_00386
OG0000145	Prav.g_00794	Prbf.g_00385
OG0000146	Prav.g_00795	Prbf.g_00384
OG0000147	Prav.g_00078	Prbf.g_00383
OG0000148	Prav.g_00080	Prbf.g_00381
OG0000149	Prav.g_00082	Prbf.g_01336
OG0000150	Prav.g_00083	Prbf.g_01337
OG0000151	Prav.g_00084	Prbf.g_01338
OG0000152	Prav.g_00085	Prbf.g_01339
OG0000153	Prav.g_00086	Prbf.g_01340
OG0000154	Prav.g_00087	Prbf.g_01341
OG0000155	Prav.g_00088	Prbf.g_01342
OG0000156	Prav.g_00089	Prbf.g_01343
OG0000157	Prav.g_00090	Prbf.g_01344
OG0000158	Prav.g_00092	Prbf.g_01346
OG0000159	Prav.g_00093	Prbf.g_01347
OG0000160	Prav.g_00094	Prbf.g_01348
OG0000161	Prav.g_00095	Prbf.g_01349
OG0000162	Prav.g_00096	Prbf.g_01350
OG0000163	Prav.g_00097	Prbf.g_01352
OG0000164	Prav.g_00100	Prbf.g_01355
OG0000165	Prav.g_00103	Prbf.g_01358
OG0000166	Prav.g_00104	Prbf.g_01359
OG0000167	Prav.g_00105	Prbf.g_01360
OG0000168	Prav.g_00111	Prbf.g_01362
OG0000169	Prav.g_00113	Prbf.g_01364
OG0000170	Prav.g_00114	Prbf.g_01366
OG0000171	Prav.g_00115	Prbf.g_01367
OG0000172	Prav.g_00116	Prbf.g_01368
OG0000173	Prav.g_00117	Prbf.g_01371
OG0000174	Prav.g_00118	Prbf.g_01372
OG0000175	Prav.g_00119	Prbf.g_01373
OG0000176	Prav.g_00121	Prbf.g_01375
OG0000177	Prav.g_00122	Prbf.g_01376
OG0000178	Prav.g_00123	Prbf.g_01378
OG0000179	Prav.g_00129	Prbf.g_01390
OG0000180	Prav.g_00130	Prbf.g_01391
OG0000181	Prav.g_00131	Prbf.g_01392
OG0000182	Prav.g_00134	Prbf.g_01396
OG0000183	Prav.g_00135	Prbf.g_01397
OG0000184	Prav.g_00138	Prbf.g_01400
OG0000185	Prav.g_00142	Prbf.g_01404
OG0000186	Prav.g_00143	Prbf.g_01405
OG0000187	Prav.g_00144	Prbf.g_00291
OG0000188	Prav.g_00145	Prbf.g_01406
OG0000189	Prav.g_00146	Prbf.g_01407
OG0000190	Prav.g_00147	Prbf.g_01408
OG0000191	Prav.g_00148	Prbf.g_01409
OG0000192	Prav.g_00149	Prbf.g_01410
OG0000193	Prav.g_00150	Prbf.g_01411
OG0000194	Prav.g_00151	Prbf.g_01412
OG0000195	Prav.g_00153	Prbf.g_01414
OG0000196	Prav.g_00154	Prbf.g_01415
OG0000197	Prav.g_00155	Prbf.g_01416
OG0000198	Prav.g_00156	Prbf.g_01417
OG0000199	Prav.g_00159	Prbf.g_01420
OG0000200	Prav.g_00160	Prbf.g_01421
OG0000201	Prav.g_00161	Prbf.g_01422
OG0000202	Prav.g_00162	Prbf.g_01424
OG0000203	Prav.g_00163	Prbf.g_01425
OG0000204	Prav.g_00164	Prbf.g_01426
OG0000205	Prav.g_00165	Prbf.g_01428
OG0000206	Prav.g_00166	Prbf.g_01429
OG0000207	Prav.g_00167	Prbf.g_01430
OG0000208	Prav.g_00168	Prbf.g_01431
OG0000209	Prav.g_00169	Prbf.g_01432
OG0000210	Prav.g_00171	Prbf.g_01433
OG0000211	Prav.g_00172	Prbf.g_01435
OG0000212	Prav.g_00173	Prbf.g_01436
OG0000213	Prav.g_00174	Prbf.g_01437
OG0000214	Prav.g_00176	Prbf.g_01441
OG0000215	Prav.g_00177	Prbf.g_01442
OG0000216	Prav.g_00179	Prbf.g_01444
OG0000217	Prav.g_00180	Prbf.g_01445
OG0000218	Prav.g_00181	Prbf.g_01446
OG0000219	Prav.g_00182	Prbf.g_01447
OG0000220	Prav.g_00185	Prbf.g_01450
OG0000221	Prav.g_00187	Prbf.g_01453
OG0000222	Prav.g_00188	Prbf.g_01454
OG0000223	Prav.g_00189	Prbf.g_01455
OG0000224	Prav.g_00192	Prbf.g_01457
OG0000225	Prav.g_00194	Prbf.g_01459
OG0000226	Prav.g_00195	Prbf.g_01461
OG0000227	Prav.g_00196	Prbf.g_01462
OG0000228	Prav.g_00197	Prbf.g_01463
OG0000229	Prav.g_00198	Prbf.g_01464
OG0000230	Prav.g_00199	Prbf.g_01465
OG0000231	Prav.g_00201	Prbf.g_01055
OG0000232	Prav.g_00202	Prbf.g_01467
OG0000233	Prav.g_00205	Prbf.g_01470
OG0000234	Prav.g_00207	Prbf.g_01472
OG0000235	Prav.g_00212	Prbf.g_01478
OG0000236	Prav.g_00213	Prbf.g_01479
OG0000237	Prav.g_00214	Prbf.g_01480
OG0000238	Prav.g_00215	Prbf.g_01481
OG0000239	Prav.g_00216	Prbf.g_01482
OG0000240	Prav.g_00887	Prbf.g_01484
OG0000241	Prav.g_00886	Prbf.g_01485
OG0000242	Prav.g_00885	Prbf.g_01486
OG0000243	Prav.g_00884	Prbf.g_01487
OG0000244	Prav.g_00883	Prbf.g_01488
OG0000245	Prav.g_00882	Prbf.g_01490
OG0000246	Prav.g_00880	Prbf.g_01492
OG0000247	Prav.g_00879	Prbf.g_01493
OG0000248	Prav.g_00878	Prbf.g_01494
OG0000249	Prav.g_00877	Prbf.g_01495
OG0000250	Prav.g_00876	Prbf.g_01496
OG0000251	Prav.g_00875	Prbf.g_01497
OG0000252	Prav.g_00874	Prbf.g_01498
OG0000253	Prav.g_00873	Prbf.g_01499
OG0000254	Prav.g_00871	Prbf.g_01501
OG0000255	Prav.g_00870	Prbf.g_01502
OG0000256	Prav.g_00867	Prbf.g_01505
OG0000257	Prav.g_00865	Prbf.g_01507
OG0000258	Prav.g_00864	Prbf.g_01508
OG0000259	Prav.g_00863	Prbf.g_01509
OG0000260	Prav.g_00862	Prbf.g_01510
OG0000261	Prav.g_00861	Prbf.g_01511
OG0000262	Prav.g_00860	Prbf.g_01512
OG0000263	Prav.g_00859	Prbf.g_01513
OG0000264	Prav.g_00857	Prbf.g_01515
OG0000265	Prav.g_00856	Prbf.g_01516
OG0000266	Prav.g_00855	Prbf.g_01517
OG0000267	Prav.g_00853	Prbf.g_01519
OG0000268	Prav.g_00852	Prbf.g_01521
OG0000269	Prav.g_00851	Prbf.g_01522
OG0000270	Prav.g_00850	Prbf.g_01523
OG0000271	Prav.g_00849	Prbf.g_01524
OG0000272	Prav.g_00848	Prbf.g_01525
OG0000273	Prav.g_00847	Prbf.g_01526
OG0000274	Prav.g_00846	Prbf.g_01527
OG0000275	Prav.g_00845	Prbf.g_01528
OG0000276	Prav.g_00844	Prbf.g_01529
OG0000277	Prav.g_00843	Prbf.g_01530
OG0000278	Prav.g_00842	Prbf.g_01531
OG0000279	Prav.g_00841	Prbf.g_01532
OG0000280	Prav.g_00840	Prbf.g_01533
OG0000281	Prav.g_00838	Prbf.g_01535
OG0000282	Prav.g_00837	Prbf.g_01536
OG0000283	Prav.g_00834	Prbf.g_01539
OG0000284	Prav.g_00833	Prbf.g_01540
OG0000285	Prav.g_00832	Prbf.g_01541
OG0000286	Prav.g_00830	Prbf.g_01543
OG0000287	Prav.g_00829	Prbf.g_01545
OG0000288	Prav.g_00828	Prbf.g_01546
OG0000289	Prav.g_00827	Prbf.g_01547
OG0000290	Prav.g_00826	Prbf.g_01548
OG0000291	Prav.g_00825	Prbf.g_01549
OG0000292	Prav.g_00824	Prbf.g_01550
OG0000293	Prav.g_00823	Prbf.g_01551
OG0000294	Prav.g_00822	Prbf.g_01552
OG0000295	Prav.g_00821	Prbf.g_01553
OG0000296	Prav.g_00820	Prbf.g_01554
OG0000297	Prav.g_00819	Prbf.g_01555
OG0000298	Prav.g_00818	Prbf.g_01556
OG0000299	Prav.g_00817	Prbf.g_01557
OG0000300	Prav.g_00816	Prbf.g_01558
OG0000301	Prav.g_00815	Prbf.g_01559
OG0000302	Prav.g_00814	Prbf.g_01560
OG0000303	Prav.g_00813	Prbf.g_01561
OG0000304	Prav.g_00812	Prbf.g_01563
OG0000305	Prav.g_00811	Prbf.g_01564
OG0000306	Prav.g_00810	Prbf.g_01565
OG0000307	Prav.g_00809	Prbf.g_01567
OG0000308	Prav.g_00808	Prbf.g_01568
OG0000309	Prav.g_00807	Prbf.g_01569
OG0000310	Prav.g_00806	Prbf.g_01570
OG0000311	Prav.g_00805	Prbf.g_01571
OG0000312	Prav.g_00803	Prbf.g_01573
OG0000313	Prav.g_00802	Prbf.g_01574
OG0000314	Prav.g_00799	Prbf.g_01578
OG0000315	Prav.g_00798	Prbf.g_01579
OG0000316	Prav.g_01889	Prbf.g_01581
OG0000317	Prav.g_01891	Prbf.g_01583
OG0000318	Prav.g_01892	Prbf.g_01584
OG0000319	Prav.g_01893	Prbf.g_01585
OG0000320	Prav.g_01894	Prbf.g_01586
OG0000321	Prav.g_01897	Prbf.g_01589
OG0000322	Prav.g_01900	Prbf.g_01593
OG0000323	Prav.g_01901	Prbf.g_01594
OG0000324	Prav.g_01904	Prbf.g_01597
OG0000325	Prav.g_01906	Prbf.g_01598
OG0000326	Prav.g_01907	Prbf.g_01599
OG0000327	Prav.g_01909	Prbf.g_01601
OG0000328	Prav.g_01910	Prbf.g_01602
OG0000329	Prav.g_01911	Prbf.g_01603
OG0000330	Prav.g_01912	Prbf.g_01604
OG0000331	Prav.g_01913	Prbf.g_01606
OG0000332	Prav.g_01914	Prbf.g_01607
OG0000333	Prav.g_01915	Prbf.g_01608
OG0000334	Prav.g_01916	Prbf.g_01609
OG0000335	Prav.g_01917	Prbf.g_01610
OG0000336	Prav.g_01918	Prbf.g_01612
OG0000337	Prav.g_01921	Prbf.g_01615
OG0000338	Prav.g_01922	Prbf.g_01616
OG0000339	Prav.g_01923	Prbf.g_01617
OG0000340	Prav.g_01924	Prbf.g_01618
OG0000341	Prav.g_01928	Prbf.g_01622
OG0000342	Prav.g_01929	Prbf.g_01623
OG0000343	Prav.g_01931	Prbf.g_01626
OG0000344	Prav.g_01932	Prbf.g_01627
OG0000345	Prav.g_01933	Prbf.g_01628
OG0000346	Prav.g_01934	Prbf.g_01629
OG0000347	Prav.g_01935	Prbf.g_01630
OG0000348	Prav.g_01936	Prbf.g_01632
OG0000349	Prav.g_01937	Prbf.g_01633
OG0000350	Prav.g_01938	Prbf.g_01634
OG0000351	Prav.g_01941	Prbf.g_01636
OG0000352	Prav.g_01944	Prbf.g_01639
OG0000353	Prav.g_01945	Prbf.g_01640
OG0000354	Prav.g_01946	Prbf.g_01641
OG0000355	Prav.g_01947	Prbf.g_01642
OG0000356	Prav.g_01948	Prbf.g_01643
OG0000357	Prav.g_01949	Prbf.g_01644
OG0000358	Prav.g_01950	Prbf.g_01645
OG0000359	Prav.g_01951	Prbf.g_01646
OG0000360	Prav.g_01954	Prbf.g_01648
OG0000361	Prav.g_01955	Prbf.g_01649
OG0000362	Prav.g_01956	Prbf.g_01650
OG0000363	Prav.g_01957	Prbf.g_01651
OG0000364	Prav.g_01958	Prbf.g_01652
OG0000365	Prav.g_01959	Prbf.g_01653
OG0000366	Prav.g_01960	Prbf.g_01654
OG0000367	Prav.g_01961	Prbf.g_01655
OG0000368	Prav.g_01962	Prbf.g_01656
OG0000369	Prav.g_01963	Prbf.g_01657
OG0000370	Prav.g_01964	Prbf.g_01658
OG0000371	Prav.g_01965	Prbf.g_01659
OG0000372	Prav.g_01967	Prbf.g_01660
OG0000373	Prav.g_01969	Prbf.g_01662
OG0000374	Prav.g_01970	Prbf.g_01663
OG0000375	Prav.g_01971	Prbf.g_01664
OG0000376	Prav.g_01973	Prbf.g_01665
OG0000377	Prav.g_01974	Prbf.g_01671
OG0000378	Prav.g_01975	Prbf.g_01672
OG0000379	Prav.g_01980	Prbf.g_01678
OG0000380	Prav.g_01981	Prbf.g_01680
OG0000381	Prav.g_01982	Prbf.g_01681
OG0000382	Prav.g_01984	Prbf.g_01682
OG0000383	Prav.g_01987	Prbf.g_01685
OG0000384	Prav.g_01988	Prbf.g_01686
OG0000385	Prav.g_01991	Prbf.g_01689
OG0000386	Prav.g_01992	Prbf.g_01690
OG0000387	Prav.g_01993	Prbf.g_01691
OG0000388	Prav.g_01994	Prbf.g_01692
OG0000389	Prav.g_01995	Prbf.g_01693
OG0000390	Prav.g_01996	Prbf.g_01694
OG0000391	Prav.g_01997	Prbf.g_01695
OG0000392	Prav.g_01998	Prbf.g_01696
OG0000393	Prav.g_00974	Prbf.g_01700
OG0000394	Prav.g_00975	Prbf.g_01701
OG0000395	Prav.g_00977	Prbf.g_01704
OG0000396	Prav.g_00978	Prbf.g_01190
OG0000397	Prav.g_00990	Prbf.g_00874
OG0000398	Prav.g_00996	Prbf.g_00741
OG0000399	Prav.g_00997	Prbf.g_00879
OG0000400	Prav.g_01001	Prbf.g_00629
OG0000401	Prav.g_01030	Prbf.g_01715
OG0000402	Prav.g_01031	Prbf.g_01716
OG0000403	Prav.g_01032	Prbf.g_01717
OG0000404	Prav.g_01034	Prbf.g_01719
OG0000405	Prav.g_01035	Prbf.g_01720
OG0000406	Prav.g_01037	Prbf.g_01722
OG0000407	Prav.g_01038	Prbf.g_01723
OG0000408	Prav.g_01039	Prbf.g_01724
OG0000409	Prav.g_01040	Prbf.g_01725
OG0000410	Prav.g_01041	Prbf.g_01726
OG0000411	Prav.g_01042	Prbf.g_01727
OG0000412	Prav.g_01043	Prbf.g_01728
OG0000413	Prav.g_01044	Prbf.g_01729
OG0000414	Prav.g_01045	Prbf.g_01730
OG0000415	Prav.g_01046	Prbf.g_01731
OG0000416	Prav.g_01047	Prbf.g_01732
OG0000417	Prav.g_01048	Prbf.g_01733
OG0000418	Prav.g_01049	Prbf.g_01734
OG0000419	Prav.g_01050	Prbf.g_01735
OG0000420	Prav.g_01051	Prbf.g_01736
OG0000421	Prav.g_01052	Prbf.g_01740
OG0000422	Prav.g_01053	Prbf.g_01742
OG0000423	Prav.g_01054	Prbf.g_01743
OG0000424	Prav.g_01056	Prbf.g_01744
OG0000425	Prav.g_01059	Prbf.g_01748
OG0000426	Prav.g_01060	Prbf.g_01749
OG0000427	Prav.g_01061	Prbf.g_01750
OG0000428	Prav.g_01062	Prbf.g_01752
OG0000429	Prav.g_01063	Prbf.g_01753
OG0000430	Prav.g_01069	Prbf.g_01754
OG0000431	Prav.g_01071	Prbf.g_01756
OG0000432	Prav.g_01072	Prbf.g_01757
OG0000433	Prav.g_01075	Prbf.g_01760
OG0000434	Prav.g_01076	Prbf.g_01761
OG0000435	Prav.g_01077	Prbf.g_01762
OG0000436	Prav.g_01079	Prbf.g_01764
OG0000437	Prav.g_01081	Prbf.g_01766
OG0000438	Prav.g_01082	Prbf.g_01767
OG0000439	Prav.g_01083	Prbf.g_01768
OG0000440	Prav.g_01085	Prbf.g_01770
OG0000441	Prav.g_01086	Prbf.g_01771
OG0000442	Prav.g_01087	Prbf.g_01772
OG0000443	Prav.g_01088	Prbf.g_01773
OG0000444	Prav.g_01089	Prbf.g_01774
OG0000445	Prav.g_01090	Prbf.g_01775
OG0000446	Prav.g_01091	Prbf.g_01776
OG0000447	Prav.g_01092	Prbf.g_01777
OG0000448	Prav.g_01093	Prbf.g_01778
OG0000449	Prav.g_01098	Prbf.g_01784
OG0000450	Prav.g_01099	Prbf.g_01785
OG0000451	Prav.g_01100	Prbf.g_01786
OG0000452	Prav.g_01101	Prbf.g_01787
OG0000453	Prav.g_01103	Prbf.g_01788
OG0000454	Prav.g_01104	Prbf.g_01789
OG0000455	Prav.g_01105	Prbf.g_01790
OG0000456	Prav.g_01106	Prbf.g_01791
OG0000457	Prav.g_01108	Prbf.g_01793
OG0000458	Prav.g_01110	Prbf.g_01795
OG0000459	Prav.g_01111	Prbf.g_01796
OG0000460	Prav.g_01113	Prbf.g_01798
OG0000461	Prav.g_01114	Prbf.g_01799
OG0000462	Prav.g_01115	Prbf.g_01800
OG0000463	Prav.g_01116	Prbf.g_01801
OG0000464	Prav.g_01121	Prbf.g_01805
OG0000465	Prav.g_01123	Prbf.g_01806
OG0000466	Prav.g_01124	Prbf.g_01807
OG0000467	Prav.g_01125	Prbf.g_01808
OG0000468	Prav.g_01126	Prbf.g_01809
OG0000469	Prav.g_01127	Prbf.g_01810
OG0000470	Prav.g_01128	Prbf.g_01811
OG0000471	Prav.g_01129	Prbf.g_01812
OG0000472	Prav.g_01132	Prbf.g_01815
OG0000473	Prav.g_01133	Prbf.g_01816
OG0000474	Prav.g_01134	Prbf.g_01817
OG0000475	Prav.g_01135	Prbf.g_01818
OG0000476	Prav.g_01136	Prbf.g_01819
OG0000477	Prav.g_01138	Prbf.g_01821
OG0000478	Prav.g_01139	Prbf.g_01822
OG0000479	Prav.g_01140	Prbf.g_01823
OG0000480	Prav.g_01142	Prbf.g_01825
OG0000481	Prav.g_01143	Prbf.g_01826
OG0000482	Prav.g_01144	Prbf.g_01827
OG0000483	Prav.g_01145	Prbf.g_01828
OG0000484	Prav.g_01146	Prbf.g_01829
OG0000485	Prav.g_01147	Prbf.g_01830
OG0000486	Prav.g_01148	Prbf.g_01831
OG0000487	Prav.g_01149	Prbf.g_01832
OG0000488	Prav.g_01151	Prbf.g_01834
OG0000489	Prav.g_01152	Prbf.g_01835
OG0000490	Prav.g_01153	Prbf.g_01836
OG0000491	Prav.g_01154	Prbf.g_01837
OG0000492	Prav.g_01155	Prbf.g_01838
OG0000493	Prav.g_01156	Prbf.g_01839
OG0000494	Prav.g_01158	Prbf.g_01840
OG0000495	Prav.g_01159	Prbf.g_01841
OG0000496	Prav.g_01160	Prbf.g_01843
OG0000497	Prav.g_01161	Prbf.g_01845
OG0000498	Prav.g_01162	Prbf.g_01846
OG0000499	Prav.g_01164	Prbf.g_01848
OG0000500	Prav.g_01165	Prbf.g_01849
OG0000501	Prav.g_01167	Prbf.g_01851
OG0000502	Prav.g_01168	Prbf.g_01852
OG0000503	Prav.g_01169	Prbf.g_01853
OG0000504	Prav.g_01170	Prbf.g_01854
OG0000505	Prav.g_01171	Prbf.g_01855
OG0000506	Prav.g_01172	Prbf.g_01856
OG0000507	Prav.g_01173	Prbf.g_01857
OG0000508	Prav.g_01175	Prbf.g_01859
OG0000509	Prav.g_01176	Prbf.g_01860
OG0000510	Prav.g_01177	Prbf.g_01861
OG0000511	Prav.g_01178	Prbf.g_01862
OG0000512	Prav.g_01179	Prbf.g_01863
OG0000513	Prav.g_01180	Prbf.g_01864
OG0000514	Prav.g_01181	Prbf.g_01865
OG0000515	Prav.g_01183	Prbf.g_01868
OG0000516	Prav.g_01184	Prbf.g_01869
OG0000517	Prav.g_01185	Prbf.g_01870
OG0000518	Prav.g_01187	Prbf.g_01873
OG0000519	Prav.g_01188	Prbf.g_01874
OG0000520	Prav.g_01189	Prbf.g_01875
OG0000521	Prav.g_01190	Prbf.g_01876
OG0000522	Prav.g_01191	Prbf.g_01877
OG0000523	Prav.g_01192	Prbf.g_01878
OG0000524	Prav.g_01193	Prbf.g_01879
OG0000525	Prav.g_01195	Prbf.g_01881
OG0000526	Prav.g_01196	Prbf.g_01882
OG0000527	Prav.g_01197	Prbf.g_01883
OG0000528	Prav.g_01198	Prbf.g_01884
OG0000529	Prav.g_01199	Prbf.g_01885
OG0000530	Prav.g_01200	Prbf.g_01886
OG0000531	Prav.g_01201	Prbf.g_01888
OG0000532	Prav.g_01202	Prbf.g_01889
OG0000533	Prav.g_01203	Prbf.g_01890
OG0000534	Prav.g_01204	Prbf.g_01891
OG0000535	Prav.g_01205	Prbf.g_01892
OG0000536	Prav.g_01206	Prbf.g_01893
OG0000537	Prav.g_01207	Prbf.g_01894
OG0000538	Prav.g_01208	Prbf.g_01895
OG0000539	Prav.g_01209	Prbf.g_01896
OG0000540	Prav.g_01210	Prbf.g_01897
OG0000541	Prav.g_01211	Prbf.g_01898
OG0000542	Prav.g_01212	Prbf.g_01899
OG0000543	Prav.g_01213	Prbf.g_01900
OG0000544	Prav.g_01214	Prbf.g_01901
OG0000545	Prav.g_01219	Prbf.g_01903
OG0000546	Prav.g_01220	Prbf.g_01904
OG0000547	Prav.g_01222	Prbf.g_01906
OG0000548	Prav.g_01223	Prbf.g_01908
OG0000549	Prav.g_01224	Prbf.g_01909
OG0000550	Prav.g_01225	Prbf.g_01910
OG0000551	Prav.g_01226	Prbf.g_01912
OG0000552	Prav.g_01227	Prbf.g_01913
OG0000553	Prav.g_01228	Prbf.g_00977
OG0000554	Prav.g_01229	Prbf.g_00978
OG0000555	Prav.g_01230	Prbf.g_00979
OG0000556	Prav.g_01231	Prbf.g_00980
OG0000557	Prav.g_01232	Prbf.g_00981
OG0000558	Prav.g_01233	Prbf.g_00982
OG0000559	Prav.g_01234	Prbf.g_00983
OG0000560	Prav.g_01236	Prbf.g_00985
OG0000561	Prav.g_01237	Prbf.g_00986
