Orthogroup	Prav	Pray
OG0000101	Prav.g_00976	Pray.g_00835
OG0000102	Prav.g_00999	Pray.g_00861
OG0000103	Prav.g_01074	Pray.g_00966
OG0000104	Prav.g_01078	Pray.g_00970
OG0000105	Prav.g_01097	Pray.g_00990
OG0000106	Prav.g_01130	Pray.g_01023
OG0000107	Prav.g_01131	Pray.g_01024, Pray.g_01228
OG0000108	Prav.g_00954, Prav.g_01141	Pray.g_01218
OG0000109	Prav.g_01150	Pray.g_01209
OG0000110	Prav.g_01166	Pray.g_01193
OG0000111	Prav.g_01249	Pray.g_01112
OG0000112	Prav.g_01250	Pray.g_01111
OG0000113	Prav.g_00328	Pray.g_00275
OG0000114	Prav.g_00395	Pray.g_00346
OG0000115	Prav.g_00556	Pray.g_00511
OG0000116	Prav.g_00560	Pray.g_00515
OG0000117	Prav.g_00930	Pray.g_00581
OG0000118	Prav.g_00261	Pray.g_00632
OG0000119	Prav.g_00036	Pray.g_00094
OG0000120	Prav.g_00071	Pray.g_00057
OG0000121	Prav.g_01856	Pray.g_00038
OG0000122	Prav.g_01837, Prav.g_00955	Pray.g_00019
OG0000123	Prav.g_01824	Pray.g_00006
OG0000124	Prav.g_02003	Pray.g_00250
OG0000125	Prav.g_01450	Pray.g_01858
OG0000126	Prav.g_01473	Pray.g_01829
OG0000127	Prav.g_01565	Pray.g_01735
OG0000128	Prav.g_01579	Pray.g_01721
OG0000129	Prav.g_01615	Pray.g_01685
OG0000130	Prav.g_01759	Pray.g_01561
OG0000131	Prav.g_01797	Pray.g_01523
OG0000132	Prav.g_01800	Pray.g_01520
OG0000133	Prav.g_00591	Pray.g_01265
OG0000134	Prav.g_00627	Pray.g_01301
OG0000135	Prav.g_00629	Pray.g_01303
OG0000136	Prav.g_00674	Pray.g_01348
OG0000137	Prav.g_00706	Pray.g_01381
OG0000138	Prav.g_00741	Pray.g_01417
OG0000139	Prav.g_00768	Pray.g_01444
OG0000140	Prav.g_00787	Pray.g_01462
OG0000141	Prav.g_00788	Pray.g_01463
OG0000142	Prav.g_00790	Pray.g_01465
OG0000143	Prav.g_00791	Pray.g_01467
OG0000144	Prav.g_00793	Pray.g_01469
OG0000145	Prav.g_00794	Pray.g_01470
OG0000146	Prav.g_00795	Pray.g_01471
OG0000147	Prav.g_00078	Pray.g_01472
OG0000148	Prav.g_00080	Pray.g_01474
OG0000149	Prav.g_00082	Pray.g_01476
OG0000150	Prav.g_00083	Pray.g_01477
OG0000151	Prav.g_00084	Pray.g_01478
OG0000152	Prav.g_00085	Pray.g_01479
OG0000153	Prav.g_00086	Pray.g_01480
OG0000154	Prav.g_00087	Pray.g_01481
OG0000155	Prav.g_00088	Pray.g_01482
OG0000156	Prav.g_00089	Pray.g_01483
OG0000157	Prav.g_00090	Pray.g_01484
OG0000158	Prav.g_00092	Pray.g_01486
OG0000159	Prav.g_00093	Pray.g_01487
OG0000160	Prav.g_00094	Pray.g_01488
OG0000161	Prav.g_00095	Pray.g_01489
OG0000162	Prav.g_00096	Pray.g_01490
OG0000163	Prav.g_00097	Pray.g_01491
OG0000164	Prav.g_00100	Pray.g_01494
OG0000165	Prav.g_00103	Pray.g_01497
OG0000166	Prav.g_00104	Pray.g_01498
OG0000167	Prav.g_00105	Pray.g_01499
OG0000168	Prav.g_00111	Pray.g_00243
OG0000169	Prav.g_00113	Pray.g_00241
OG0000170	Prav.g_00114	Pray.g_00240
OG0000171	Prav.g_00115	Pray.g_00239
OG0000172	Prav.g_00116	Pray.g_00238
OG0000173	Prav.g_00117	Pray.g_00237
OG0000174	Prav.g_00118	Pray.g_00236
OG0000175	Prav.g_00119	Pray.g_00235
OG0000176	Prav.g_00121	Pray.g_00233
OG0000177	Prav.g_00122	Pray.g_00232
OG0000178	Prav.g_00123	Pray.g_00231
OG0000179	Prav.g_00129	Pray.g_00225
OG0000180	Prav.g_00130	Pray.g_00224
OG0000181	Prav.g_00131	Pray.g_00223
OG0000182	Prav.g_00134	Pray.g_00220
OG0000183	Prav.g_00135	Pray.g_00219
OG0000184	Prav.g_00138	Pray.g_00216
OG0000185	Prav.g_00142	Pray.g_00212
OG0000186	Prav.g_00143	Pray.g_00211
OG0000187	Prav.g_00144	Pray.g_00210
OG0000188	Prav.g_00145	Pray.g_00209
OG0000189	Prav.g_00146	Pray.g_00208
OG0000190	Prav.g_00147	Pray.g_00207
OG0000191	Prav.g_00148	Pray.g_00206
OG0000192	Prav.g_00149	Pray.g_00205
OG0000193	Prav.g_00150	Pray.g_00204
OG0000194	Prav.g_00151	Pray.g_00203
OG0000195	Prav.g_00153	Pray.g_00201
OG0000196	Prav.g_00154	Pray.g_00200
OG0000197	Prav.g_00155	Pray.g_00199
OG0000198	Prav.g_00156	Pray.g_00198
OG0000199	Prav.g_00159	Pray.g_00195
OG0000200	Prav.g_00160	Pray.g_00194
OG0000201	Prav.g_00161	Pray.g_00193
OG0000202	Prav.g_00162	Pray.g_00192
OG0000203	Prav.g_00163	Pray.g_00191
OG0000204	Prav.g_00164	Pray.g_00190
OG0000205	Prav.g_00165	Pray.g_00189
OG0000206	Prav.g_00166	Pray.g_00188
OG0000207	Prav.g_00167	Pray.g_00187
OG0000208	Prav.g_00168	Pray.g_00186
OG0000209	Prav.g_00169	Pray.g_00185
OG0000210	Prav.g_00171	Pray.g_00183
OG0000211	Prav.g_00172	Pray.g_00182
OG0000212	Prav.g_00173	Pray.g_00181
OG0000213	Prav.g_00174	Pray.g_00180
OG0000214	Prav.g_00176	Pray.g_00178
OG0000215	Prav.g_00177	Pray.g_00177
OG0000216	Prav.g_00179	Pray.g_00175
OG0000217	Prav.g_00180	Pray.g_00174
OG0000218	Prav.g_00181	Pray.g_00173
OG0000219	Prav.g_00182	Pray.g_00172
OG0000220	Prav.g_00185	Pray.g_00169
OG0000221	Prav.g_00187	Pray.g_00167
OG0000222	Prav.g_00188	Pray.g_00166
OG0000223	Prav.g_00189	Pray.g_00165
OG0000224	Prav.g_00192	Pray.g_00162
OG0000225	Prav.g_00194	Pray.g_00160
OG0000226	Prav.g_00195	Pray.g_00159
OG0000227	Prav.g_00196	Pray.g_00158
OG0000228	Prav.g_00197	Pray.g_00157
OG0000229	Prav.g_00198	Pray.g_00156
OG0000230	Prav.g_00199	Pray.g_00155
OG0000231	Prav.g_00201	Pray.g_00153
OG0000232	Prav.g_00202	Pray.g_00152
OG0000233	Prav.g_00205	Pray.g_00149
OG0000234	Prav.g_00207	Pray.g_00147
OG0000235	Prav.g_00212	Pray.g_00144
OG0000236	Prav.g_00213	Pray.g_00143
OG0000237	Prav.g_00214	Pray.g_00142
OG0000238	Prav.g_00215	Pray.g_00141
OG0000239	Prav.g_00216	Pray.g_00140
OG0000240	Prav.g_00887	Pray.g_00138
OG0000241	Prav.g_00886	Pray.g_00137
OG0000242	Prav.g_00885	Pray.g_00136
OG0000243	Prav.g_00884	Pray.g_00635
OG0000244	Prav.g_00883	Pray.g_00636
OG0000245	Prav.g_00882	Pray.g_00637
OG0000246	Prav.g_00880	Pray.g_00639
OG0000247	Prav.g_00879	Pray.g_00640
OG0000248	Prav.g_00878	Pray.g_00641
OG0000249	Prav.g_00877	Pray.g_00642
OG0000250	Prav.g_00876	Pray.g_00643
OG0000251	Prav.g_00875	Pray.g_00644
OG0000252	Prav.g_00874	Pray.g_00645
OG0000253	Prav.g_00873	Pray.g_00646
OG0000254	Prav.g_00871	Pray.g_00648
OG0000255	Prav.g_00870	Pray.g_00649
OG0000256	Prav.g_00867	Pray.g_00652
OG0000257	Prav.g_00865	Pray.g_00654
OG0000258	Prav.g_00864	Pray.g_00655
OG0000259	Prav.g_00863	Pray.g_00656
OG0000260	Prav.g_00862	Pray.g_00657
OG0000261	Prav.g_00861	Pray.g_00658
OG0000262	Prav.g_00860	Pray.g_00659
OG0000263	Prav.g_00859	Pray.g_00660
OG0000264	Prav.g_00857	Pray.g_00662
OG0000265	Prav.g_00856	Pray.g_00663
OG0000266	Prav.g_00855	Pray.g_00664
OG0000267	Prav.g_00853	Pray.g_00666
OG0000268	Prav.g_00852	Pray.g_00667
OG0000269	Prav.g_00851	Pray.g_00668
OG0000270	Prav.g_00850	Pray.g_00669
OG0000271	Prav.g_00849	Pray.g_00670
OG0000272	Prav.g_00848	Pray.g_00671
OG0000273	Prav.g_00847	Pray.g_00672
OG0000274	Prav.g_00846	Pray.g_00673
OG0000275	Prav.g_00845	Pray.g_00674
OG0000276	Prav.g_00844	Pray.g_00675
OG0000277	Prav.g_00843	Pray.g_00676
OG0000278	Prav.g_00842	Pray.g_00677
OG0000279	Prav.g_00841	Pray.g_00678
OG0000280	Prav.g_00840	Pray.g_00679
OG0000281	Prav.g_00838	Pray.g_00681
OG0000282	Prav.g_00837	Pray.g_00682
OG0000283	Prav.g_00834	Pray.g_00685
OG0000284	Prav.g_00833	Pray.g_00686
OG0000285	Prav.g_00832	Pray.g_00687
OG0000286	Prav.g_00830	Pray.g_00689
OG0000287	Prav.g_00829	Pray.g_00690
OG0000288	Prav.g_00828	Pray.g_00691
OG0000289	Prav.g_00827	Pray.g_00692
OG0000290	Prav.g_00826	Pray.g_00693
OG0000291	Prav.g_00825	Pray.g_00694
OG0000292	Prav.g_00824	Pray.g_00695
OG0000293	Prav.g_00823	Pray.g_00696
OG0000294	Prav.g_00822	Pray.g_00697
OG0000295	Prav.g_00821	Pray.g_00698
OG0000296	Prav.g_00820	Pray.g_00699
OG0000297	Prav.g_00819	Pray.g_00700
OG0000298	Prav.g_00818	Pray.g_00701
OG0000299	Prav.g_00817	Pray.g_00702
OG0000300	Prav.g_00816	Pray.g_00703
OG0000301	Prav.g_00815	Pray.g_00704
OG0000302	Prav.g_00814	Pray.g_00705
OG0000303	Prav.g_00813	Pray.g_00706
OG0000304	Prav.g_00812	Pray.g_00707
OG0000305	Prav.g_00811	Pray.g_00708
OG0000306	Prav.g_00810	Pray.g_00709
OG0000307	Prav.g_00809	Pray.g_00710
OG0000308	Prav.g_00808	Pray.g_00711
OG0000309	Prav.g_00807	Pray.g_00712
OG0000310	Prav.g_00806	Pray.g_00713
OG0000311	Prav.g_00805	Pray.g_00714
OG0000312	Prav.g_00803	Pray.g_00716
OG0000313	Prav.g_00802	Pray.g_00717
OG0000314	Prav.g_00799	Pray.g_00720
OG0000315	Prav.g_00798	Pray.g_00721
OG0000316	Prav.g_01889	Pray.g_00723
OG0000317	Prav.g_01891	Pray.g_00725
OG0000318	Prav.g_01892	Pray.g_00726
OG0000319	Prav.g_01893	Pray.g_00727
OG0000320	Prav.g_01894	Pray.g_00728
OG0000321	Prav.g_01897	Pray.g_00731
OG0000322	Prav.g_01900	Pray.g_00734
OG0000323	Prav.g_01901	Pray.g_00735
OG0000324	Prav.g_01904	Pray.g_00738
OG0000325	Prav.g_01906	Pray.g_00739
OG0000326	Prav.g_01907	Pray.g_00740
OG0000327	Prav.g_01909	Pray.g_00742
OG0000328	Prav.g_01910	Pray.g_00743
OG0000329	Prav.g_01911	Pray.g_00744
OG0000330	Prav.g_01912	Pray.g_00745
OG0000331	Prav.g_01913	Pray.g_00746
OG0000332	Prav.g_01914	Pray.g_00747
OG0000333	Prav.g_01915	Pray.g_00748
OG0000334	Prav.g_01916	Pray.g_00749
OG0000335	Prav.g_01917	Pray.g_00750
OG0000336	Prav.g_01918	Pray.g_00751
OG0000337	Prav.g_01921	Pray.g_00754
OG0000338	Prav.g_01922	Pray.g_00755
OG0000339	Prav.g_01923	Pray.g_00756
OG0000340	Prav.g_01924	Pray.g_00757
OG0000341	Prav.g_01928	Pray.g_00761
OG0000342	Prav.g_01929	Pray.g_00762
OG0000343	Prav.g_01931	Pray.g_00764
OG0000344	Prav.g_01932	Pray.g_00765
OG0000345	Prav.g_01933	Pray.g_00766
OG0000346	Prav.g_01934	Pray.g_00767
OG0000347	Prav.g_01935	Pray.g_00768
OG0000348	Prav.g_01936	Pray.g_00769
OG0000349	Prav.g_01937	Pray.g_00770
OG0000350	Prav.g_01938	Pray.g_00771
OG0000351	Prav.g_01941	Pray.g_00773
OG0000352	Prav.g_01944	Pray.g_00776
OG0000353	Prav.g_01945	Pray.g_00777
OG0000354	Prav.g_01946	Pray.g_00778
OG0000355	Prav.g_01947	Pray.g_00779
OG0000356	Prav.g_01948	Pray.g_00780
OG0000357	Prav.g_01949	Pray.g_00781
OG0000358	Prav.g_01950	Pray.g_00782
OG0000359	Prav.g_01951	Pray.g_00783
OG0000360	Prav.g_01954	Pray.g_00786
OG0000361	Prav.g_01955	Pray.g_00787
OG0000362	Prav.g_01956	Pray.g_00788
OG0000363	Prav.g_01957	Pray.g_00789
OG0000364	Prav.g_01958	Pray.g_00790
OG0000365	Prav.g_01959	Pray.g_00791
OG0000366	Prav.g_01960	Pray.g_00792
OG0000367	Prav.g_01961	Pray.g_00793
OG0000368	Prav.g_01962	Pray.g_00794
OG0000369	Prav.g_01963	Pray.g_00795
OG0000370	Prav.g_01964	Pray.g_00796
OG0000371	Prav.g_01965	Pray.g_00797
OG0000372	Prav.g_01967	Pray.g_00799
OG0000373	Prav.g_01969	Pray.g_00801
OG0000374	Prav.g_01970	Pray.g_00802
OG0000375	Prav.g_01971	Pray.g_00803
OG0000376	Prav.g_01973	Pray.g_00805
OG0000377	Prav.g_01974	Pray.g_00806
OG0000378	Prav.g_01975	Pray.g_00807
OG0000379	Prav.g_01980	Pray.g_00812
OG0000380	Prav.g_01981	Pray.g_00813
OG0000381	Prav.g_01982	Pray.g_00814
OG0000382	Prav.g_01984	Pray.g_00816
OG0000383	Prav.g_01987	Pray.g_00819
OG0000384	Prav.g_01988	Pray.g_00820
OG0000385	Prav.g_01991	Pray.g_00823
OG0000386	Prav.g_01992	Pray.g_00824
OG0000387	Prav.g_01993	Pray.g_00825
OG0000388	Prav.g_01994	Pray.g_00826
OG0000389	Prav.g_01995	Pray.g_00827
OG0000390	Prav.g_01996	Pray.g_00828
OG0000391	Prav.g_01997	Pray.g_00829
OG0000392	Prav.g_01998	Pray.g_00830
OG0000393	Prav.g_00974	Pray.g_00833
OG0000394	Prav.g_00975	Pray.g_00834
OG0000395	Prav.g_00977	Pray.g_00836
OG0000396	Prav.g_00978	Pray.g_00837
OG0000397	Prav.g_00990	Pray.g_00849
OG0000398	Prav.g_00996	Pray.g_00857
OG0000399	Prav.g_00997	Pray.g_00858
OG0000400	Prav.g_01001	Pray.g_00864
OG0000401	Prav.g_01030	Pray.g_00921
OG0000402	Prav.g_01031	Pray.g_00922
OG0000403	Prav.g_01032	Pray.g_00923
OG0000404	Prav.g_01034	Pray.g_00925
OG0000405	Prav.g_01035	Pray.g_00926
OG0000406	Prav.g_01037	Pray.g_00928
OG0000407	Prav.g_01038	Pray.g_00929
OG0000408	Prav.g_01039	Pray.g_00930
OG0000409	Prav.g_01040	Pray.g_00931
OG0000410	Prav.g_01041	Pray.g_00932
OG0000411	Prav.g_01042	Pray.g_00933
OG0000412	Prav.g_01043	Pray.g_00934
OG0000413	Prav.g_01044	Pray.g_00935
OG0000414	Prav.g_01045	Pray.g_00936
OG0000415	Prav.g_01046	Pray.g_00937
OG0000416	Prav.g_01047	Pray.g_00938
OG0000417	Prav.g_01048	Pray.g_00939
OG0000418	Prav.g_01049	Pray.g_00940
OG0000419	Prav.g_01050	Pray.g_00941
OG0000420	Prav.g_01051	Pray.g_00942
OG0000421	Prav.g_01052	Pray.g_00943
OG0000422	Prav.g_01053	Pray.g_00945
OG0000423	Prav.g_01054	Pray.g_00946
OG0000424	Prav.g_01056	Pray.g_00948
OG0000425	Prav.g_01059	Pray.g_00951
OG0000426	Prav.g_01060	Pray.g_00952
OG0000427	Prav.g_01061	Pray.g_00953
OG0000428	Prav.g_01062	Pray.g_00954
OG0000429	Prav.g_01063	Pray.g_00955
OG0000430	Prav.g_01069	Pray.g_00961
OG0000431	Prav.g_01071	Pray.g_00963
OG0000432	Prav.g_01072	Pray.g_00964
OG0000433	Prav.g_01075	Pray.g_00967
OG0000434	Prav.g_01076	Pray.g_00968
OG0000435	Prav.g_01077	Pray.g_00969
OG0000436	Prav.g_01079	Pray.g_00971
OG0000437	Prav.g_01081	Pray.g_00973
OG0000438	Prav.g_01082	Pray.g_00974
OG0000439	Prav.g_01083	Pray.g_00975
OG0000440	Prav.g_01085	Pray.g_00977
OG0000441	Prav.g_01086	Pray.g_00978
OG0000442	Prav.g_01087	Pray.g_00979
OG0000443	Prav.g_01088	Pray.g_00980
OG0000444	Prav.g_01089	Pray.g_00981
OG0000445	Prav.g_01090	Pray.g_00982
OG0000446	Prav.g_01091	Pray.g_00983
OG0000447	Prav.g_01092	Pray.g_00984
OG0000448	Prav.g_01093	Pray.g_00985
OG0000449	Prav.g_01098	Pray.g_00991
OG0000450	Prav.g_01099	Pray.g_00992
OG0000451	Prav.g_01100	Pray.g_00993
OG0000452	Prav.g_01101	Pray.g_00994
OG0000453	Prav.g_01103	Pray.g_00996
OG0000454	Prav.g_01104	Pray.g_00997
OG0000455	Prav.g_01105	Pray.g_00998
OG0000456	Prav.g_01106	Pray.g_00999
OG0000457	Prav.g_01108	Pray.g_01001
OG0000458	Prav.g_01110	Pray.g_01003
OG0000459	Prav.g_01111	Pray.g_01004
OG0000460	Prav.g_01113	Pray.g_01006
OG0000461	Prav.g_01114	Pray.g_01007
OG0000462	Prav.g_01115	Pray.g_01008
OG0000463	Prav.g_01116	Pray.g_01009
OG0000464	Prav.g_01121	Pray.g_01014
OG0000465	Prav.g_01123	Pray.g_01016
OG0000466	Prav.g_01124	Pray.g_01017
OG0000467	Prav.g_01125	Pray.g_01018
OG0000468	Prav.g_01126	Pray.g_01019
OG0000469	Prav.g_01127	Pray.g_01020
OG0000470	Prav.g_01128	Pray.g_01021
OG0000471	Prav.g_01129	Pray.g_01022
OG0000472	Prav.g_01132	Pray.g_01227
OG0000473	Prav.g_01133	Pray.g_01226
OG0000474	Prav.g_01134	Pray.g_01225
OG0000475	Prav.g_01135	Pray.g_01224
OG0000476	Prav.g_01136	Pray.g_01223
OG0000477	Prav.g_01138	Pray.g_01221
OG0000478	Prav.g_01139	Pray.g_01220
OG0000479	Prav.g_01140	Pray.g_01219
OG0000480	Prav.g_01142	Pray.g_01217
OG0000481	Prav.g_01143	Pray.g_01216
OG0000482	Prav.g_01144	Pray.g_01215
OG0000483	Prav.g_01145	Pray.g_01214
OG0000484	Prav.g_01146	Pray.g_01213
OG0000485	Prav.g_01147	Pray.g_01212
OG0000486	Prav.g_01148	Pray.g_01211
OG0000487	Prav.g_01149	Pray.g_01210
OG0000488	Prav.g_01151	Pray.g_01208
OG0000489	Prav.g_01152	Pray.g_01207
OG0000490	Prav.g_01153	Pray.g_01206
OG0000491	Prav.g_01154	Pray.g_01205
OG0000492	Prav.g_01155	Pray.g_01204
OG0000493	Prav.g_01156	Pray.g_01203
OG0000494	Prav.g_01158	Pray.g_01201
OG0000495	Prav.g_01159	Pray.g_01200
OG0000496	Prav.g_01160	Pray.g_01199
OG0000497	Prav.g_01161	Pray.g_01198
OG0000498	Prav.g_01162	Pray.g_01197
OG0000499	Prav.g_01164	Pray.g_01195
OG0000500	Prav.g_01165	Pray.g_01194
OG0000501	Prav.g_01167	Pray.g_01192
OG0000502	Prav.g_01168	Pray.g_01191
OG0000503	Prav.g_01169	Pray.g_01190
OG0000504	Prav.g_01170	Pray.g_01189
OG0000505	Prav.g_01171	Pray.g_01188
OG0000506	Prav.g_01172	Pray.g_01187
OG0000507	Prav.g_01173	Pray.g_01186
OG0000508	Prav.g_01175	Pray.g_01184
OG0000509	Prav.g_01176	Pray.g_01183
OG0000510	Prav.g_01177	Pray.g_01182
OG0000511	Prav.g_01178	Pray.g_01181
OG0000512	Prav.g_01179	Pray.g_01180
OG0000513	Prav.g_01180	Pray.g_01179
OG0000514	Prav.g_01181	Pray.g_01178
OG0000515	Prav.g_01183	Pray.g_01176
OG0000516	Prav.g_01184	Pray.g_01175
OG0000517	Prav.g_01185	Pray.g_01174
OG0000518	Prav.g_01187	Pray.g_01172
OG0000519	Prav.g_01188	Pray.g_01171
OG0000520	Prav.g_01189	Pray.g_01170
OG0000521	Prav.g_01190	Pray.g_01169
OG0000522	Prav.g_01191	Pray.g_01168
OG0000523	Prav.g_01192	Pray.g_01167
OG0000524	Prav.g_01193	Pray.g_01166
OG0000525	Prav.g_01195	Pray.g_01164
OG0000526	Prav.g_01196	Pray.g_01163
OG0000527	Prav.g_01197	Pray.g_01162
OG0000528	Prav.g_01198	Pray.g_01161
OG0000529	Prav.g_01199	Pray.g_01160
OG0000530	Prav.g_01200	Pray.g_01159
OG0000531	Prav.g_01201	Pray.g_01158
OG0000532	Prav.g_01202	Pray.g_01157
OG0000533	Prav.g_01203	Pray.g_01156
OG0000534	Prav.g_01204	Pray.g_01155
OG0000535	Prav.g_01205	Pray.g_01154
OG0000536	Prav.g_01206	Pray.g_01153
OG0000537	Prav.g_01207	Pray.g_01152
OG0000538	Prav.g_01208	Pray.g_01151
OG0000539	Prav.g_01209	Pray.g_01150
OG0000540	Prav.g_01210	Pray.g_01149
OG0000541	Prav.g_01211	Pray.g_01148
OG0000542	Prav.g_01212	Pray.g_01147
OG0000543	Prav.g_01213	Pray.g_01146
OG0000544	Prav.g_01214	Pray.g_01145
OG0000545	Prav.g_01219	Pray.g_01142
OG0000546	Prav.g_01220	Pray.g_01141
OG0000547	Prav.g_01222	Pray.g_01139
OG0000548	Prav.g_01223	Pray.g_01138
OG0000549	Prav.g_01224	Pray.g_01137
OG0000550	Prav.g_01225	Pray.g_01136
OG0000551	Prav.g_01226	Pray.g_01135
OG0000552	Prav.g_01227	Pray.g_01134
OG0000553	Prav.g_01228	Pray.g_01133
OG0000554	Prav.g_01229	Pray.g_01132
OG0000555	Prav.g_01230	Pray.g_01131
OG0000556	Prav.g_01231	Pray.g_01130
OG0000557	Prav.g_01232	Pray.g_01129
OG0000558	Prav.g_01233	Pray.g_01128
OG0000559	Prav.g_01234	Pray.g_01127
OG0000560	Prav.g_01236	Pray.g_01125
OG0000561	Prav.g_01237	Pray.g_01124
OG0000562	Prav.g_01238	Pray.g_01123
OG0000563	Prav.g_01239	Pray.g_01122
