Orthogroup	Prav	Prae
OG0000035	Prav.g_01877	Prae.g_00894
OG0000036	Prav.g_01182	Prae.g_00559
OG0000037	Prav.g_01221	Prae.g_00597
OG0000038	Prav.g_00360	Prae.g_00764
OG0000039	Prav.g_00872	Prae.g_00169
OG0000040	Prav.g_00979	Prae.g_00359
OG0000041	Prav.g_01022	Prae.g_00402
OG0000042	Prav.g_00306	Prae.g_00711
OG0000043	Prav.g_00381	Prae.g_00791
OG0000044	Prav.g_00065	Prae.g_01163, Prae.g_01422
OG0000045	Prav.g_01512	Prae.g_01417
OG0000046	Prav.g_01754	Prae.g_01616
OG0000047	Prav.g_00689	Prae.g_01815
OG0000048	Prav.g_00696	Prae.g_01822
OG0000050	Prav.g_01324	Prae.g_00031
OG0000051	Prav.g_00881	Prae.g_00160
OG0000052	Prav.g_00989	Prae.g_00370
OG0000053	Prav.g_01137	Prae.g_00514
OG0000054	Prav.g_01325	Prae.g_00758
OG0000055	Prav.g_00419	Prae.g_00828
OG0000056	Prav.g_00021	Prae.g_01322
OG0000058	Prav.g_01073	Prae.g_00449
OG0000059	Prav.g_01296	Prae.g_00672
OG0000060	Prav.g_00335	Prae.g_00740
OG0000061	Prav.g_00576	Prae.g_00984
OG0000062	Prav.g_00033	Prae.g_01130
OG0000063	Prav.g_01390	Prae.g_01263
OG0000064	Prav.g_01396	Prae.g_01272
OG0000065	Prav.g_01438	Prae.g_01329
OG0000066	Prav.g_01513	Prae.g_01389
OG0000067	Prav.g_01334	Prae.g_01245
OG0000068	Prav.g_00632	Prae.g_01758
OG0000071	Prav.g_00079	Prae.g_00011
OG0000073	Prav.g_01267	Prae.g_00643
OG0000074	Prav.g_01289	Prae.g_00665
OG0000075	Prav.g_00404	Prae.g_00813
OG0000076	Prav.g_00933	Prae.g_01040
OG0000078	Prav.g_01514	Prae.g_01390
OG0000079	Prav.g_01656, Prav.g_01551	Prae.g_01537
OG0000080	Prav.g_01705	Prae.g_01588
OG0000081	Prav.g_00663	Prae.g_01789
OG0000082	Prav.g_00751	Prae.g_01877
OG0000083	Prav.g_00789	Prae.g_00003, Prae.g_01306
OG0000084	Prav.g_00792	Prae.g_00006
OG0000085	Prav.g_00091	Prae.g_00023
OG0000086	Prav.g_00110	Prae.g_00041
OG0000087	Prav.g_00120	Prae.g_00051
OG0000088	Prav.g_00178	Prae.g_00112
OG0000089	Prav.g_00186	Prae.g_00121
OG0000090	Prav.g_00204	Prae.g_00139
OG0000091	Prav.g_00869	Prae.g_00172, Prae.g_01396
OG0000092	Prav.g_00868	Prae.g_00173
OG0000093	Prav.g_00854	Prae.g_00187
OG0000094	Prav.g_00836	Prae.g_00205
OG0000095	Prav.g_00831	Prae.g_00210
OG0000096	Prav.g_01898	Prae.g_00254
OG0000097	Prav.g_01920	Prae.g_01440
OG0000098	Prav.g_01930	Prae.g_00285
OG0000099	Prav.g_01940	Prae.g_00295
OG0000100	Prav.g_01943	Prae.g_00298
OG0000101	Prav.g_00976	Prae.g_00356
OG0000102	Prav.g_00999	Prae.g_00382
OG0000103	Prav.g_01074	Prae.g_00450
OG0000104	Prav.g_01078	Prae.g_00454
OG0000105	Prav.g_01097	Prae.g_00473
OG0000106	Prav.g_01130	Prae.g_00506
OG0000107	Prav.g_01131	Prae.g_00508
OG0000108	Prav.g_00954, Prav.g_01141	Prae.g_00518
OG0000109	Prav.g_01150	Prae.g_00527
OG0000110	Prav.g_01166	Prae.g_01301
OG0000111	Prav.g_01249	Prae.g_00625
OG0000112	Prav.g_01250	Prae.g_00626
OG0000113	Prav.g_00328	Prae.g_00733
OG0000114	Prav.g_00395	Prae.g_00804
OG0000115	Prav.g_00556	Prae.g_00964
OG0000116	Prav.g_00560	Prae.g_00968
OG0000117	Prav.g_00930	Prae.g_01037
OG0000118	Prav.g_00261	Prae.g_01090
OG0000119	Prav.g_00036	Prae.g_01133
OG0000120	Prav.g_00071	Prae.g_01169
OG0000121	Prav.g_01856	Prae.g_01188
OG0000122	Prav.g_01837, Prav.g_00955	Prae.g_01207
OG0000123	Prav.g_01824	Prae.g_01220
OG0000124	Prav.g_02003	Prae.g_01434
OG0000125	Prav.g_01450	Prae.g_01341
OG0000126	Prav.g_01473	Prae.g_01368
OG0000127	Prav.g_01565	Prae.g_01446
OG0000128	Prav.g_01579	Prae.g_01460
OG0000129	Prav.g_01615	Prae.g_01496
OG0000130	Prav.g_01759	Prae.g_01621
OG0000131	Prav.g_01797	Prae.g_01659
OG0000132	Prav.g_01800	Prae.g_01662
OG0000133	Prav.g_00591	Prae.g_01717
OG0000134	Prav.g_00627	Prae.g_01753
OG0000135	Prav.g_00629	Prae.g_01755
OG0000136	Prav.g_00674	Prae.g_01800
OG0000137	Prav.g_00706	Prae.g_01832
OG0000138	Prav.g_00741	Prae.g_01867
OG0000139	Prav.g_00768	Prae.g_01894
OG0000140	Prav.g_00787	Prae.g_00001
OG0000141	Prav.g_00788	Prae.g_00002
OG0000142	Prav.g_00790	Prae.g_00004
OG0000143	Prav.g_00791	Prae.g_00005
OG0000144	Prav.g_00793	Prae.g_00007
OG0000145	Prav.g_00794	Prae.g_00008
OG0000146	Prav.g_00795	Prae.g_00009
OG0000147	Prav.g_00078	Prae.g_00010
OG0000148	Prav.g_00080	Prae.g_00012
OG0000149	Prav.g_00082	Prae.g_00014
OG0000150	Prav.g_00083	Prae.g_00015
OG0000151	Prav.g_00084	Prae.g_00016
OG0000152	Prav.g_00085	Prae.g_00017
OG0000153	Prav.g_00086	Prae.g_00018
OG0000154	Prav.g_00087	Prae.g_00019
OG0000155	Prav.g_00088	Prae.g_00020
OG0000156	Prav.g_00089	Prae.g_00021
OG0000157	Prav.g_00090	Prae.g_00022
OG0000158	Prav.g_00092	Prae.g_00024
OG0000159	Prav.g_00093	Prae.g_00025
OG0000160	Prav.g_00094	Prae.g_00026
OG0000161	Prav.g_00095	Prae.g_00027
OG0000162	Prav.g_00096	Prae.g_00028
OG0000163	Prav.g_00097	Prae.g_00029
OG0000164	Prav.g_00100	Prae.g_00032
OG0000165	Prav.g_00103	Prae.g_00035
OG0000166	Prav.g_00104	Prae.g_00036
OG0000167	Prav.g_00105	Prae.g_00037
OG0000168	Prav.g_00111	Prae.g_00042
OG0000169	Prav.g_00113	Prae.g_00044
OG0000170	Prav.g_00114	Prae.g_00045
OG0000171	Prav.g_00115	Prae.g_00046
OG0000172	Prav.g_00116	Prae.g_00047
OG0000173	Prav.g_00117	Prae.g_00048
OG0000174	Prav.g_00118	Prae.g_00049
OG0000175	Prav.g_00119	Prae.g_00050
OG0000176	Prav.g_00121	Prae.g_00052
OG0000177	Prav.g_00122	Prae.g_00053
OG0000178	Prav.g_00123	Prae.g_00054
OG0000179	Prav.g_00129	Prae.g_00064
OG0000180	Prav.g_00130	Prae.g_00065
OG0000181	Prav.g_00131	Prae.g_00066
OG0000182	Prav.g_00134	Prae.g_00069
OG0000183	Prav.g_00135	Prae.g_00070
OG0000184	Prav.g_00138	Prae.g_00073
OG0000185	Prav.g_00142	Prae.g_00077
OG0000186	Prav.g_00143	Prae.g_00078
OG0000187	Prav.g_00144	Prae.g_00079
OG0000188	Prav.g_00145	Prae.g_00080
OG0000189	Prav.g_00146	Prae.g_00081
OG0000190	Prav.g_00147	Prae.g_00082
OG0000191	Prav.g_00148	Prae.g_00083
OG0000192	Prav.g_00149	Prae.g_00084
OG0000193	Prav.g_00150	Prae.g_00085
OG0000194	Prav.g_00151	Prae.g_00086
OG0000195	Prav.g_00153	Prae.g_00088
OG0000196	Prav.g_00154	Prae.g_00089
OG0000197	Prav.g_00155	Prae.g_00090
OG0000198	Prav.g_00156	Prae.g_00091
OG0000199	Prav.g_00159	Prae.g_00094
OG0000200	Prav.g_00160	Prae.g_00095
OG0000201	Prav.g_00161	Prae.g_00096
OG0000202	Prav.g_00162	Prae.g_00097
OG0000203	Prav.g_00163	Prae.g_00098
OG0000204	Prav.g_00164	Prae.g_00099
OG0000205	Prav.g_00165	Prae.g_00100
OG0000206	Prav.g_00166	Prae.g_00101
OG0000207	Prav.g_00167	Prae.g_00102
OG0000208	Prav.g_00168	Prae.g_00103
OG0000209	Prav.g_00169	Prae.g_00104
OG0000210	Prav.g_00171	Prae.g_00105
OG0000211	Prav.g_00172	Prae.g_00106
OG0000212	Prav.g_00173	Prae.g_00107
OG0000213	Prav.g_00174	Prae.g_00108
OG0000214	Prav.g_00176	Prae.g_00110
OG0000215	Prav.g_00177	Prae.g_00111
OG0000216	Prav.g_00179	Prae.g_00113
OG0000217	Prav.g_00180	Prae.g_00115
OG0000218	Prav.g_00181	Prae.g_00116
OG0000219	Prav.g_00182	Prae.g_00117
OG0000220	Prav.g_00185	Prae.g_00120
OG0000221	Prav.g_00187	Prae.g_00122
OG0000222	Prav.g_00188	Prae.g_00123
OG0000223	Prav.g_00189	Prae.g_00124
OG0000224	Prav.g_00192	Prae.g_00127
OG0000225	Prav.g_00194	Prae.g_00129
OG0000226	Prav.g_00195	Prae.g_00130
OG0000227	Prav.g_00196	Prae.g_00131
OG0000228	Prav.g_00197	Prae.g_00132
OG0000229	Prav.g_00198	Prae.g_00133
OG0000230	Prav.g_00199	Prae.g_00134
OG0000231	Prav.g_00201	Prae.g_00136
OG0000232	Prav.g_00202	Prae.g_00137
OG0000233	Prav.g_00205	Prae.g_00140
OG0000234	Prav.g_00207	Prae.g_00142
OG0000235	Prav.g_00212	Prae.g_00148
OG0000236	Prav.g_00213	Prae.g_00149
OG0000237	Prav.g_00214	Prae.g_00150
OG0000238	Prav.g_00215	Prae.g_00151
OG0000239	Prav.g_00216	Prae.g_00152
OG0000240	Prav.g_00887	Prae.g_00154
OG0000241	Prav.g_00886	Prae.g_00155
OG0000242	Prav.g_00885	Prae.g_00156
OG0000243	Prav.g_00884	Prae.g_00157
OG0000244	Prav.g_00883	Prae.g_00158
OG0000245	Prav.g_00882	Prae.g_00159
OG0000246	Prav.g_00880	Prae.g_00161
OG0000247	Prav.g_00879	Prae.g_00162
OG0000248	Prav.g_00878	Prae.g_00163
OG0000249	Prav.g_00877	Prae.g_00164
OG0000250	Prav.g_00876	Prae.g_00165
OG0000251	Prav.g_00875	Prae.g_00166
OG0000252	Prav.g_00874	Prae.g_00167
OG0000253	Prav.g_00873	Prae.g_00168
OG0000254	Prav.g_00871	Prae.g_00170
OG0000255	Prav.g_00870	Prae.g_00171
OG0000256	Prav.g_00867	Prae.g_00174
OG0000257	Prav.g_00865	Prae.g_00176
OG0000258	Prav.g_00864	Prae.g_00177
OG0000259	Prav.g_00863	Prae.g_00178
OG0000260	Prav.g_00862	Prae.g_00179
OG0000261	Prav.g_00861	Prae.g_00180
OG0000262	Prav.g_00860	Prae.g_00181
OG0000263	Prav.g_00859	Prae.g_00182
OG0000264	Prav.g_00857	Prae.g_00184
OG0000265	Prav.g_00856	Prae.g_00185
OG0000266	Prav.g_00855	Prae.g_00186
OG0000267	Prav.g_00853	Prae.g_00188
OG0000268	Prav.g_00852	Prae.g_00189
OG0000269	Prav.g_00851	Prae.g_00190
OG0000270	Prav.g_00850	Prae.g_00191
OG0000271	Prav.g_00849	Prae.g_00192
OG0000272	Prav.g_00848	Prae.g_00193
OG0000273	Prav.g_00847	Prae.g_00194
OG0000274	Prav.g_00846	Prae.g_00195
OG0000275	Prav.g_00845	Prae.g_00196
OG0000276	Prav.g_00844	Prae.g_00197
OG0000277	Prav.g_00843	Prae.g_00198
OG0000278	Prav.g_00842	Prae.g_00199
OG0000279	Prav.g_00841	Prae.g_00200
OG0000280	Prav.g_00840	Prae.g_00201
OG0000281	Prav.g_00838	Prae.g_00203
OG0000282	Prav.g_00837	Prae.g_00204
OG0000283	Prav.g_00834	Prae.g_00207
OG0000284	Prav.g_00833	Prae.g_00208
OG0000285	Prav.g_00832	Prae.g_00209
OG0000286	Prav.g_00830	Prae.g_00211
OG0000287	Prav.g_00829	Prae.g_00212
OG0000288	Prav.g_00828	Prae.g_00213
OG0000289	Prav.g_00827	Prae.g_00214
OG0000290	Prav.g_00826	Prae.g_00215
OG0000291	Prav.g_00825	Prae.g_00216
OG0000292	Prav.g_00824	Prae.g_00217
OG0000293	Prav.g_00823	Prae.g_00218
OG0000294	Prav.g_00822	Prae.g_00219
OG0000295	Prav.g_00821	Prae.g_00220
OG0000296	Prav.g_00820	Prae.g_00221
OG0000297	Prav.g_00819	Prae.g_00222
OG0000298	Prav.g_00818	Prae.g_00223
OG0000299	Prav.g_00817	Prae.g_00224
OG0000300	Prav.g_00816	Prae.g_00225
OG0000301	Prav.g_00815	Prae.g_00226
OG0000302	Prav.g_00814	Prae.g_00227
OG0000303	Prav.g_00813	Prae.g_00228
OG0000304	Prav.g_00812	Prae.g_00229
OG0000305	Prav.g_00811	Prae.g_00230
OG0000306	Prav.g_00810	Prae.g_00231
OG0000307	Prav.g_00809	Prae.g_00232
OG0000308	Prav.g_00808	Prae.g_00233
OG0000309	Prav.g_00807	Prae.g_00234
OG0000310	Prav.g_00806	Prae.g_00235
OG0000311	Prav.g_00805	Prae.g_00236
OG0000312	Prav.g_00803	Prae.g_00238
OG0000313	Prav.g_00802	Prae.g_00239
OG0000314	Prav.g_00799	Prae.g_00242
OG0000315	Prav.g_00798	Prae.g_00243
OG0000316	Prav.g_01889	Prae.g_00245
OG0000317	Prav.g_01891	Prae.g_00247
OG0000318	Prav.g_01892	Prae.g_00248
OG0000319	Prav.g_01893	Prae.g_00249
OG0000320	Prav.g_01894	Prae.g_00250
OG0000321	Prav.g_01897	Prae.g_00253
OG0000322	Prav.g_01900	Prae.g_00256
OG0000323	Prav.g_01901	Prae.g_00257
OG0000324	Prav.g_01904	Prae.g_00260
OG0000325	Prav.g_01906	Prae.g_00262
OG0000326	Prav.g_01907	Prae.g_00263
OG0000327	Prav.g_01909	Prae.g_00265
OG0000328	Prav.g_01910	Prae.g_00266
OG0000329	Prav.g_01911	Prae.g_00267
OG0000330	Prav.g_01912	Prae.g_00268
OG0000331	Prav.g_01913	Prae.g_00269
OG0000332	Prav.g_01914	Prae.g_00270
OG0000333	Prav.g_01915	Prae.g_00271
OG0000334	Prav.g_01916	Prae.g_00272
OG0000335	Prav.g_01917	Prae.g_00273
OG0000336	Prav.g_01918	Prae.g_00274
OG0000337	Prav.g_01921	Prae.g_00276
OG0000338	Prav.g_01922	Prae.g_00277
OG0000339	Prav.g_01923	Prae.g_00278
OG0000340	Prav.g_01924	Prae.g_00279
OG0000341	Prav.g_01928	Prae.g_00283
OG0000342	Prav.g_01929	Prae.g_00284
OG0000343	Prav.g_01931	Prae.g_00286
OG0000344	Prav.g_01932	Prae.g_00287
OG0000345	Prav.g_01933	Prae.g_00288
OG0000346	Prav.g_01934	Prae.g_00289
OG0000347	Prav.g_01935	Prae.g_00290
OG0000348	Prav.g_01936	Prae.g_00291
OG0000349	Prav.g_01937	Prae.g_00292
OG0000350	Prav.g_01938	Prae.g_00293
OG0000351	Prav.g_01941	Prae.g_00296
OG0000352	Prav.g_01944	Prae.g_00299
OG0000353	Prav.g_01945	Prae.g_00300
OG0000354	Prav.g_01946	Prae.g_00301
OG0000355	Prav.g_01947	Prae.g_00302
OG0000356	Prav.g_01948	Prae.g_00303
OG0000357	Prav.g_01949	Prae.g_00304
OG0000358	Prav.g_01950	Prae.g_00305
OG0000359	Prav.g_01951	Prae.g_00306
OG0000360	Prav.g_01954	Prae.g_00309
OG0000361	Prav.g_01955	Prae.g_00310
OG0000362	Prav.g_01956	Prae.g_00311
OG0000363	Prav.g_01957	Prae.g_00312
OG0000364	Prav.g_01958	Prae.g_00313
OG0000365	Prav.g_01959	Prae.g_00314
OG0000366	Prav.g_01960	Prae.g_00315
OG0000367	Prav.g_01961	Prae.g_00316
OG0000368	Prav.g_01962	Prae.g_00317
OG0000369	Prav.g_01963	Prae.g_00318
OG0000370	Prav.g_01964	Prae.g_00319
OG0000371	Prav.g_01965	Prae.g_00320
OG0000372	Prav.g_01967	Prae.g_00322
OG0000373	Prav.g_01969	Prae.g_00324
OG0000374	Prav.g_01970	Prae.g_00325
OG0000375	Prav.g_01971	Prae.g_00326
OG0000376	Prav.g_01973	Prae.g_00328
OG0000377	Prav.g_01974	Prae.g_00329
OG0000378	Prav.g_01975	Prae.g_00330
OG0000379	Prav.g_01980	Prae.g_00335
OG0000380	Prav.g_01981	Prae.g_00336
OG0000381	Prav.g_01982	Prae.g_00337
OG0000382	Prav.g_01984	Prae.g_00338
OG0000383	Prav.g_01987	Prae.g_00341
OG0000384	Prav.g_01988	Prae.g_00342
OG0000385	Prav.g_01991	Prae.g_00344
OG0000386	Prav.g_01992	Prae.g_00345
OG0000387	Prav.g_01993	Prae.g_00346
OG0000388	Prav.g_01994	Prae.g_00347
OG0000389	Prav.g_01995	Prae.g_00348
OG0000390	Prav.g_01996	Prae.g_00349
OG0000391	Prav.g_01997	Prae.g_00350
OG0000392	Prav.g_01998	Prae.g_00351
OG0000393	Prav.g_00974	Prae.g_00354
OG0000394	Prav.g_00975	Prae.g_00355
OG0000395	Prav.g_00977	Prae.g_00357
OG0000396	Prav.g_00978	Prae.g_00358
OG0000397	Prav.g_00990	Prae.g_00371
OG0000398	Prav.g_00996	Prae.g_00379
OG0000399	Prav.g_00997	Prae.g_00380
OG0000400	Prav.g_01001	Prae.g_00385
OG0000401	Prav.g_01030	Prae.g_00405
OG0000402	Prav.g_01031	Prae.g_00406
OG0000403	Prav.g_01032	Prae.g_00407
OG0000404	Prav.g_01034	Prae.g_00409
OG0000405	Prav.g_01035	Prae.g_00410
OG0000406	Prav.g_01037	Prae.g_00412
OG0000407	Prav.g_01038	Prae.g_00413
OG0000408	Prav.g_01039	Prae.g_00414
OG0000409	Prav.g_01040	Prae.g_00415
OG0000410	Prav.g_01041	Prae.g_00416
OG0000411	Prav.g_01042	Prae.g_00417
OG0000412	Prav.g_01043	Prae.g_00418
OG0000413	Prav.g_01044	Prae.g_00419
OG0000414	Prav.g_01045	Prae.g_00420
OG0000415	Prav.g_01046	Prae.g_00421
OG0000416	Prav.g_01047	Prae.g_00422
OG0000417	Prav.g_01048	Prae.g_00423
OG0000418	Prav.g_01049	Prae.g_00424
OG0000419	Prav.g_01050	Prae.g_00425
OG0000420	Prav.g_01051	Prae.g_00426
OG0000421	Prav.g_01052	Prae.g_00427
OG0000422	Prav.g_01053	Prae.g_00429
OG0000423	Prav.g_01054	Prae.g_00430
OG0000424	Prav.g_01056	Prae.g_00432
OG0000425	Prav.g_01059	Prae.g_00435
OG0000426	Prav.g_01060	Prae.g_00436
OG0000427	Prav.g_01061	Prae.g_00437
OG0000428	Prav.g_01062	Prae.g_00438
OG0000429	Prav.g_01063	Prae.g_00439
OG0000430	Prav.g_01069	Prae.g_00445
OG0000431	Prav.g_01071	Prae.g_00447
OG0000432	Prav.g_01072	Prae.g_00448
OG0000433	Prav.g_01075	Prae.g_00451
OG0000434	Prav.g_01076	Prae.g_00452
OG0000435	Prav.g_01077	Prae.g_00453
OG0000436	Prav.g_01079	Prae.g_00455
OG0000437	Prav.g_01081	Prae.g_00457
OG0000438	Prav.g_01082	Prae.g_00458
OG0000439	Prav.g_01083	Prae.g_00459
OG0000440	Prav.g_01085	Prae.g_00461
OG0000441	Prav.g_01086	Prae.g_00462
OG0000442	Prav.g_01087	Prae.g_00463
OG0000443	Prav.g_01088	Prae.g_00464
OG0000444	Prav.g_01089	Prae.g_00465
OG0000445	Prav.g_01090	Prae.g_00466
OG0000446	Prav.g_01091	Prae.g_00467
OG0000447	Prav.g_01092	Prae.g_00468
OG0000448	Prav.g_01093	Prae.g_00469
OG0000449	Prav.g_01098	Prae.g_00474
OG0000450	Prav.g_01099	Prae.g_00475
OG0000451	Prav.g_01100	Prae.g_00476
OG0000452	Prav.g_01101	Prae.g_00477
OG0000453	Prav.g_01103	Prae.g_00479
OG0000454	Prav.g_01104	Prae.g_00480
OG0000455	Prav.g_01105	Prae.g_00481
OG0000456	Prav.g_01106	Prae.g_00482
OG0000457	Prav.g_01108	Prae.g_00484
OG0000458	Prav.g_01110	Prae.g_00486
OG0000459	Prav.g_01111	Prae.g_00487
OG0000460	Prav.g_01113	Prae.g_00489
OG0000461	Prav.g_01114	Prae.g_00490
OG0000462	Prav.g_01115	Prae.g_00491
OG0000463	Prav.g_01116	Prae.g_00492
OG0000464	Prav.g_01121	Prae.g_00497
OG0000465	Prav.g_01123	Prae.g_00499
OG0000466	Prav.g_01124	Prae.g_00500
OG0000467	Prav.g_01125	Prae.g_00501
OG0000468	Prav.g_01126	Prae.g_00502
OG0000469	Prav.g_01127	Prae.g_00503
OG0000470	Prav.g_01128	Prae.g_00504
OG0000471	Prav.g_01129	Prae.g_00505
OG0000472	Prav.g_01132	Prae.g_00509
OG0000473	Prav.g_01133	Prae.g_00510
OG0000474	Prav.g_01134	Prae.g_00511
OG0000475	Prav.g_01135	Prae.g_00512
OG0000476	Prav.g_01136	Prae.g_00513
OG0000477	Prav.g_01138	Prae.g_00515
OG0000478	Prav.g_01139	Prae.g_00516
OG0000479	Prav.g_01140	Prae.g_00517
OG0000480	Prav.g_01142	Prae.g_00519
OG0000481	Prav.g_01143	Prae.g_00520
OG0000482	Prav.g_01144	Prae.g_00521
OG0000483	Prav.g_01145	Prae.g_00522
OG0000484	Prav.g_01146	Prae.g_00523
OG0000485	Prav.g_01147	Prae.g_00524
OG0000486	Prav.g_01148	Prae.g_00525
OG0000487	Prav.g_01149	Prae.g_00526
OG0000488	Prav.g_01151	Prae.g_00528
OG0000489	Prav.g_01152	Prae.g_00529
OG0000490	Prav.g_01153	Prae.g_00530
OG0000491	Prav.g_01154	Prae.g_00531
OG0000492	Prav.g_01155	Prae.g_00532
OG0000493	Prav.g_01156	Prae.g_00533
OG0000494	Prav.g_01158	Prae.g_00535
OG0000495	Prav.g_01159	Prae.g_00536
OG0000496	Prav.g_01160	Prae.g_00537
OG0000497	Prav.g_01161	Prae.g_00538
OG0000498	Prav.g_01162	Prae.g_00539
OG0000499	Prav.g_01164	Prae.g_00541
OG0000500	Prav.g_01165	Prae.g_00542
OG0000501	Prav.g_01167	Prae.g_00544
OG0000502	Prav.g_01168	Prae.g_00545
OG0000503	Prav.g_01169	Prae.g_00546
OG0000504	Prav.g_01170	Prae.g_00547
OG0000505	Prav.g_01171	Prae.g_00548
OG0000506	Prav.g_01172	Prae.g_00549
OG0000507	Prav.g_01173	Prae.g_00550
OG0000508	Prav.g_01175	Prae.g_00552
OG0000509	Prav.g_01176	Prae.g_00553
OG0000510	Prav.g_01177	Prae.g_00554
OG0000511	Prav.g_01178	Prae.g_00555
OG0000512	Prav.g_01179	Prae.g_00556
OG0000513	Prav.g_01180	Prae.g_00557
OG0000514	Prav.g_01181	Prae.g_00558
OG0000515	Prav.g_01183	Prae.g_00560
OG0000516	Prav.g_01184	Prae.g_00561
OG0000517	Prav.g_01185	Prae.g_00562
OG0000518	Prav.g_01187	Prae.g_00565
OG0000519	Prav.g_01188	Prae.g_00566
OG0000520	Prav.g_01189	Prae.g_00567
OG0000521	Prav.g_01190	Prae.g_00568
OG0000522	Prav.g_01191	Prae.g_00569
OG0000523	Prav.g_01192	Prae.g_00570
OG0000524	Prav.g_01193	Prae.g_00571
OG0000525	Prav.g_01195	Prae.g_00573
OG0000526	Prav.g_01196	Prae.g_00574
OG0000527	Prav.g_01197	Prae.g_00575
OG0000528	Prav.g_01198	Prae.g_00576
OG0000529	Prav.g_01199	Prae.g_00577
OG0000530	Prav.g_01200	Prae.g_00578
OG0000531	Prav.g_01201	Prae.g_00579
OG0000532	Prav.g_01202	Prae.g_00580
OG0000533	Prav.g_01203	Prae.g_00581
OG0000534	Prav.g_01204	Prae.g_00582
OG0000535	Prav.g_01205	Prae.g_00583
OG0000536	Prav.g_01206	Prae.g_00584
OG0000537	Prav.g_01207	Prae.g_00585
OG0000538	Prav.g_01208	Prae.g_00586
OG0000539	Prav.g_01209	Prae.g_00587
OG0000540	Prav.g_01210	Prae.g_00588
OG0000541	Prav.g_01211	Prae.g_00589
OG0000542	Prav.g_01212	Prae.g_00590
OG0000543	Prav.g_01213	Prae.g_00591
OG0000544	Prav.g_01214	Prae.g_00592
OG0000545	Prav.g_01219	Prae.g_00595
OG0000546	Prav.g_01220	Prae.g_00596
OG0000547	Prav.g_01222	Prae.g_00598
OG0000548	Prav.g_01223	Prae.g_00599
OG0000549	Prav.g_01224	Prae.g_00600
OG0000550	Prav.g_01225	Prae.g_00601
OG0000551	Prav.g_01226	Prae.g_00602
OG0000552	Prav.g_01227	Prae.g_00603
OG0000553	Prav.g_01228	Prae.g_00604
OG0000554	Prav.g_01229	Prae.g_00605
OG0000555	Prav.g_01230	Prae.g_00606
OG0000556	Prav.g_01231	Prae.g_00607
OG0000557	Prav.g_01232	Prae.g_00608
OG0000558	Prav.g_01233	Prae.g_00609
OG0000559	Prav.g_01234	Prae.g_00610
OG0000560	Prav.g_01236	Prae.g_00612
OG0000561	Prav.g_01237	Prae.g_00613
OG0000562	Prav.g_01238	Prae.g_00614
OG0000563	Prav.g_01239	Prae.g_00615
OG0000564	Prav.g_01240	Prae.g_00616
OG0000565	Prav.g_01241	Prae.g_00617
OG0000566	Prav.g_01242	Prae.g_00618
OG0000567	Prav.g_01243	Prae.g_00619
OG0000568	Prav.g_01244	Prae.g_00620
OG0000569	Prav.g_01245	Prae.g_00621
OG0000570	Prav.g_01246	Prae.g_00622
