Orthogroup	Prav	Prap
OG0000052	Prav.g_00989	Prap.g_00591
OG0000053	Prav.g_01137	Prap.g_01230, Prap.g_01867
OG0000054	Prav.g_01325	Prap.g_01128
OG0000055	Prav.g_00419	Prap.g_00760
OG0000056	Prav.g_00021	Prap.g_00512
OG0000057	Prav.g_00801	Prap.g_01475
OG0000058	Prav.g_01073	Prap.g_01292
OG0000059	Prav.g_01296	Prap.g_00799
OG0000062	Prav.g_00033	Prap.g_01883
OG0000063	Prav.g_01390	Prap.g_00429
OG0000065	Prav.g_01438	Prap.g_00561
OG0000066	Prav.g_01513	Prap.g_00079
OG0000067	Prav.g_01014	Prap.g_00619
OG0000068	Prav.g_00632	Prap.g_01642
OG0000069	Prav.g_01499	Prap.g_00160
OG0000071	Prav.g_00079	Prap.g_00043
OG0000073	Prav.g_01267	Prap.g_00356
OG0000074	Prav.g_01289	Prap.g_00809
OG0000075	Prav.g_00404	Prap.g_00776
OG0000076	Prav.g_00933	Prap.g_00708
OG0000078	Prav.g_01514	Prap.g_00082
OG0000079	Prav.g_01551	Prap.g_00206
OG0000080	Prav.g_01705	Prap.g_00618
OG0000081	Prav.g_00663	Prap.g_01608
OG0000082	Prav.g_00751	Prap.g_00623
OG0000083	Prav.g_00789	Prap.g_00051
OG0000084	Prav.g_00792	Prap.g_00048
OG0000085	Prav.g_00091	Prap.g_00932
OG0000087	Prav.g_00120	Prap.g_00903
OG0000088	Prav.g_00178	Prap.g_01061
OG0000089	Prav.g_00186	Prap.g_01052
OG0000090	Prav.g_00204	Prap.g_01035
OG0000091	Prav.g_00869	Prap.g_01001
OG0000092	Prav.g_00868	Prap.g_01000
OG0000093	Prav.g_00854	Prap.g_00986
OG0000094	Prav.g_00836	Prap.g_00967
OG0000095	Prav.g_00831	Prap.g_00962
OG0000096	Prav.g_01898	Prap.g_01460
OG0000097	Prav.g_01920	Prap.g_01436
OG0000098	Prav.g_01930	Prap.g_01425
OG0000099	Prav.g_01940	Prap.g_01415
OG0000100	Prav.g_01943	Prap.g_01412
OG0000101	Prav.g_00976	Prap.g_01347
OG0000102	Prav.g_00999	Prap.g_00543
OG0000103	Prav.g_01074	Prap.g_01291
OG0000104	Prav.g_01078	Prap.g_01287
OG0000105	Prav.g_01097	Prap.g_01267
OG0000106	Prav.g_01130	Prap.g_01237
OG0000107	Prav.g_01131	Prap.g_01236
OG0000108	Prav.g_00954, Prav.g_01141	Prap.g_01226
OG0000109	Prav.g_01150	Prap.g_01217
OG0000110	Prav.g_01166	Prap.g_01200
OG0000111	Prav.g_01249	Prap.g_00375
OG0000112	Prav.g_01250	Prap.g_00374
OG0000113	Prav.g_00328	Prap.g_00324
OG0000114	Prav.g_00395	Prap.g_00785
OG0000115	Prav.g_00556	Prap.g_00257
OG0000116	Prav.g_00560	Prap.g_00261
OG0000117	Prav.g_00930	Prap.g_00705
OG0000118	Prav.g_00261	Prap.g_00501
OG0000119	Prav.g_00036	Prap.g_01880
OG0000120	Prav.g_00071	Prap.g_00450
OG0000121	Prav.g_01856	Prap.g_00427
OG0000122	Prav.g_01837, Prav.g_00955	Prap.g_00407
OG0000123	Prav.g_01824	Prap.g_01135
OG0000124	Prav.g_02003	Prap.g_00217
OG0000125	Prav.g_01450	Prap.g_00574
OG0000126	Prav.g_01473	Prap.g_00059
OG0000127	Prav.g_01565	Prap.g_00109
OG0000128	Prav.g_01579	Prap.g_00122
OG0000129	Prav.g_01615	Prap.g_00158
OG0000130	Prav.g_01759	Prap.g_01782
OG0000131	Prav.g_01797	Prap.g_01742
OG0000132	Prav.g_01800	Prap.g_01739
OG0000133	Prav.g_00591	Prap.g_01685
OG0000134	Prav.g_00627	Prap.g_01648, Prap.g_01649
OG0000135	Prav.g_00629	Prap.g_01646
OG0000136	Prav.g_00674	Prap.g_01596
OG0000137	Prav.g_00706	Prap.g_01562
OG0000138	Prav.g_00741	Prap.g_01528
OG0000139	Prav.g_00768	Prap.g_01497
OG0000140	Prav.g_00787	Prap.g_00053
OG0000141	Prav.g_00788	Prap.g_00052
OG0000142	Prav.g_00790	Prap.g_00050
OG0000143	Prav.g_00791	Prap.g_00049
OG0000144	Prav.g_00793	Prap.g_00047
OG0000145	Prav.g_00794	Prap.g_00046
OG0000146	Prav.g_00795	Prap.g_00045
OG0000147	Prav.g_00078	Prap.g_00044
OG0000148	Prav.g_00080	Prap.g_00042
OG0000149	Prav.g_00082	Prap.g_00941
OG0000150	Prav.g_00083	Prap.g_00940
OG0000151	Prav.g_00084	Prap.g_00939
OG0000152	Prav.g_00085	Prap.g_00938
OG0000153	Prav.g_00086	Prap.g_00937
OG0000154	Prav.g_00087	Prap.g_00936
OG0000155	Prav.g_00088	Prap.g_00935
OG0000156	Prav.g_00089	Prap.g_00934
OG0000157	Prav.g_00090	Prap.g_00933
OG0000158	Prav.g_00092	Prap.g_00931
OG0000159	Prav.g_00093	Prap.g_00930
OG0000160	Prav.g_00094	Prap.g_00929
OG0000161	Prav.g_00095	Prap.g_00928
OG0000162	Prav.g_00096	Prap.g_00927
OG0000163	Prav.g_00097	Prap.g_00925
OG0000164	Prav.g_00100	Prap.g_00922
OG0000165	Prav.g_00103	Prap.g_00919
OG0000166	Prav.g_00104	Prap.g_00918
OG0000167	Prav.g_00105	Prap.g_00917
OG0000168	Prav.g_00111	Prap.g_00915
OG0000169	Prav.g_00113	Prap.g_00913
OG0000170	Prav.g_00114	Prap.g_00911
OG0000171	Prav.g_00115	Prap.g_00910
OG0000172	Prav.g_00116	Prap.g_00909
OG0000173	Prav.g_00117	Prap.g_00906
OG0000174	Prav.g_00118	Prap.g_00905
OG0000175	Prav.g_00119	Prap.g_00904
OG0000176	Prav.g_00121	Prap.g_00902
OG0000177	Prav.g_00122	Prap.g_00901
OG0000178	Prav.g_00123	Prap.g_00899
OG0000179	Prav.g_00129	Prap.g_00887
OG0000180	Prav.g_00130	Prap.g_00886
OG0000181	Prav.g_00131	Prap.g_00885
OG0000182	Prav.g_00134	Prap.g_00881
OG0000183	Prav.g_00135	Prap.g_00880
OG0000184	Prav.g_00138	Prap.g_00877
OG0000185	Prav.g_00142	Prap.g_01100
OG0000186	Prav.g_00143	Prap.g_01099
OG0000187	Prav.g_00144	Prap.g_00025
OG0000188	Prav.g_00145	Prap.g_01098
OG0000189	Prav.g_00146	Prap.g_01097
OG0000190	Prav.g_00147	Prap.g_01096
OG0000191	Prav.g_00148	Prap.g_01095
OG0000192	Prav.g_00149	Prap.g_01094
OG0000193	Prav.g_00150	Prap.g_01093
OG0000194	Prav.g_00151	Prap.g_01092
OG0000195	Prav.g_00153	Prap.g_01090
OG0000196	Prav.g_00154	Prap.g_01089
OG0000197	Prav.g_00155	Prap.g_01088
OG0000198	Prav.g_00156	Prap.g_01087
OG0000199	Prav.g_00159	Prap.g_01084
OG0000200	Prav.g_00160	Prap.g_01083
OG0000201	Prav.g_00161	Prap.g_01082
OG0000202	Prav.g_00162	Prap.g_01080
OG0000203	Prav.g_00163	Prap.g_01079
OG0000204	Prav.g_00164	Prap.g_01078
OG0000205	Prav.g_00165	Prap.g_01076
OG0000206	Prav.g_00166	Prap.g_01075
OG0000207	Prav.g_00167	Prap.g_01074
OG0000208	Prav.g_00168	Prap.g_01073
OG0000209	Prav.g_00169	Prap.g_01072
OG0000210	Prav.g_00171	Prap.g_01071
OG0000211	Prav.g_00172	Prap.g_01069
OG0000212	Prav.g_00173	Prap.g_01068
OG0000213	Prav.g_00174	Prap.g_01067
OG0000214	Prav.g_00176	Prap.g_01063
OG0000215	Prav.g_00177	Prap.g_01062
OG0000216	Prav.g_00179	Prap.g_01060
OG0000217	Prav.g_00180	Prap.g_01059
OG0000218	Prav.g_00181	Prap.g_01058
OG0000219	Prav.g_00182	Prap.g_01057
OG0000220	Prav.g_00185	Prap.g_01054
OG0000221	Prav.g_00187	Prap.g_01051
OG0000222	Prav.g_00188	Prap.g_01050
OG0000223	Prav.g_00189	Prap.g_01049
OG0000224	Prav.g_00192	Prap.g_01047
OG0000225	Prav.g_00194	Prap.g_01045
OG0000226	Prav.g_00195	Prap.g_01043
OG0000227	Prav.g_00196	Prap.g_01042
OG0000228	Prav.g_00197	Prap.g_01041
OG0000229	Prav.g_00198	Prap.g_01040
OG0000230	Prav.g_00199	Prap.g_01039
OG0000231	Prav.g_00201	Prap.g_00319
OG0000232	Prav.g_00202	Prap.g_01037
OG0000233	Prav.g_00205	Prap.g_01034
OG0000234	Prav.g_00207	Prap.g_01032
OG0000235	Prav.g_00212	Prap.g_01026
OG0000236	Prav.g_00213	Prap.g_01025
OG0000237	Prav.g_00214	Prap.g_01024
OG0000238	Prav.g_00215	Prap.g_01023
OG0000239	Prav.g_00216	Prap.g_01022
OG0000240	Prav.g_00887	Prap.g_01020
OG0000241	Prav.g_00886	Prap.g_01019
OG0000242	Prav.g_00885	Prap.g_01018
OG0000243	Prav.g_00884	Prap.g_01017
OG0000244	Prav.g_00883	Prap.g_01016
OG0000245	Prav.g_00882	Prap.g_01014
OG0000246	Prav.g_00880	Prap.g_01012
OG0000247	Prav.g_00879	Prap.g_01011
OG0000248	Prav.g_00878	Prap.g_01010
OG0000249	Prav.g_00877	Prap.g_01009
OG0000250	Prav.g_00876	Prap.g_01008
OG0000251	Prav.g_00875	Prap.g_01007
OG0000252	Prav.g_00874	Prap.g_01006
OG0000253	Prav.g_00873	Prap.g_01005
OG0000254	Prav.g_00871	Prap.g_01003
OG0000255	Prav.g_00870	Prap.g_01002
OG0000256	Prav.g_00867	Prap.g_00999
OG0000257	Prav.g_00865	Prap.g_00997
OG0000258	Prav.g_00864	Prap.g_00996
OG0000259	Prav.g_00863	Prap.g_00995
OG0000260	Prav.g_00862	Prap.g_00994
OG0000261	Prav.g_00861	Prap.g_00993
OG0000262	Prav.g_00860	Prap.g_00992
OG0000263	Prav.g_00859	Prap.g_00991
OG0000264	Prav.g_00857	Prap.g_00989
OG0000265	Prav.g_00856	Prap.g_00988
OG0000266	Prav.g_00855	Prap.g_00987
OG0000267	Prav.g_00853	Prap.g_00985
OG0000268	Prav.g_00852	Prap.g_00983
OG0000269	Prav.g_00851	Prap.g_00982
OG0000270	Prav.g_00850	Prap.g_00981
OG0000271	Prav.g_00849	Prap.g_00980
OG0000272	Prav.g_00848	Prap.g_00979
OG0000273	Prav.g_00847	Prap.g_00978
OG0000274	Prav.g_00846	Prap.g_00977
OG0000275	Prav.g_00845	Prap.g_00976
OG0000276	Prav.g_00844	Prap.g_00975
OG0000277	Prav.g_00843	Prap.g_00974
OG0000278	Prav.g_00842	Prap.g_00973
OG0000279	Prav.g_00841	Prap.g_00972
OG0000280	Prav.g_00840	Prap.g_00971
OG0000281	Prav.g_00838	Prap.g_00969
OG0000282	Prav.g_00837	Prap.g_00968
OG0000283	Prav.g_00834	Prap.g_00965
OG0000284	Prav.g_00833	Prap.g_00964
OG0000285	Prav.g_00832	Prap.g_00963
OG0000286	Prav.g_00830	Prap.g_00961
OG0000287	Prav.g_00829	Prap.g_00959
OG0000288	Prav.g_00828	Prap.g_00958
OG0000289	Prav.g_00827	Prap.g_00957
OG0000290	Prav.g_00826	Prap.g_00956
OG0000291	Prav.g_00825	Prap.g_00955
OG0000292	Prav.g_00824	Prap.g_00954
OG0000293	Prav.g_00823	Prap.g_00953
OG0000294	Prav.g_00822	Prap.g_00952
OG0000295	Prav.g_00821	Prap.g_00951
OG0000296	Prav.g_00820	Prap.g_00950
OG0000297	Prav.g_00819	Prap.g_00949
OG0000298	Prav.g_00818	Prap.g_00948
OG0000299	Prav.g_00817	Prap.g_00947
OG0000300	Prav.g_00816	Prap.g_00946
OG0000301	Prav.g_00815	Prap.g_00945
OG0000302	Prav.g_00814	Prap.g_00944
OG0000303	Prav.g_00813	Prap.g_00943
OG0000304	Prav.g_00812	Prap.g_01487
OG0000305	Prav.g_00811	Prap.g_01486
OG0000306	Prav.g_00810	Prap.g_01485
OG0000307	Prav.g_00809	Prap.g_01483
OG0000308	Prav.g_00808	Prap.g_01482
OG0000309	Prav.g_00807	Prap.g_01481
OG0000310	Prav.g_00806	Prap.g_01480
OG0000311	Prav.g_00805	Prap.g_01479
OG0000312	Prav.g_00803	Prap.g_01477
OG0000313	Prav.g_00802	Prap.g_01476
OG0000314	Prav.g_00799	Prap.g_01472
OG0000315	Prav.g_00798	Prap.g_01471
OG0000316	Prav.g_01889	Prap.g_01469
OG0000317	Prav.g_01891	Prap.g_01467
OG0000318	Prav.g_01892	Prap.g_01466
OG0000319	Prav.g_01893	Prap.g_01465
OG0000320	Prav.g_01894	Prap.g_01464
OG0000321	Prav.g_01897	Prap.g_01461
OG0000322	Prav.g_01900	Prap.g_01457
OG0000323	Prav.g_01901	Prap.g_01456
OG0000324	Prav.g_01904	Prap.g_01453
OG0000325	Prav.g_01906	Prap.g_01452
OG0000326	Prav.g_01907	Prap.g_01451
OG0000327	Prav.g_01909	Prap.g_01449
OG0000328	Prav.g_01910	Prap.g_01448
OG0000329	Prav.g_01911	Prap.g_01447
OG0000330	Prav.g_01912	Prap.g_01446
OG0000331	Prav.g_01913	Prap.g_01444
OG0000332	Prav.g_01914	Prap.g_01443
OG0000333	Prav.g_01915	Prap.g_01442
OG0000334	Prav.g_01916	Prap.g_01441
OG0000335	Prav.g_01917	Prap.g_01440
OG0000336	Prav.g_01918	Prap.g_01438
OG0000337	Prav.g_01921	Prap.g_01435
OG0000338	Prav.g_01922	Prap.g_01434
OG0000339	Prav.g_01923	Prap.g_01433
OG0000340	Prav.g_01924	Prap.g_01432
OG0000341	Prav.g_01928	Prap.g_01428
OG0000342	Prav.g_01929	Prap.g_01427
OG0000343	Prav.g_01931	Prap.g_01424
OG0000344	Prav.g_01932	Prap.g_01423
OG0000345	Prav.g_01933	Prap.g_01422
OG0000346	Prav.g_01934	Prap.g_01421
OG0000347	Prav.g_01935	Prap.g_01420
OG0000348	Prav.g_01936	Prap.g_01418
OG0000349	Prav.g_01937	Prap.g_01417
OG0000350	Prav.g_01938	Prap.g_01416
OG0000351	Prav.g_01941	Prap.g_01414
OG0000352	Prav.g_01944	Prap.g_01411
OG0000353	Prav.g_01945	Prap.g_01410
OG0000354	Prav.g_01946	Prap.g_01409
OG0000355	Prav.g_01947	Prap.g_01408
OG0000356	Prav.g_01948	Prap.g_01407
OG0000357	Prav.g_01949	Prap.g_01406
OG0000358	Prav.g_01950	Prap.g_01405
OG0000359	Prav.g_01951	Prap.g_01404
OG0000360	Prav.g_01954	Prap.g_01402
OG0000361	Prav.g_01955	Prap.g_01401
OG0000362	Prav.g_01956	Prap.g_01400
OG0000363	Prav.g_01957	Prap.g_01399
OG0000364	Prav.g_01958	Prap.g_01398
OG0000365	Prav.g_01959	Prap.g_01397
OG0000366	Prav.g_01960	Prap.g_01396
OG0000367	Prav.g_01961	Prap.g_01395
OG0000368	Prav.g_01962	Prap.g_01394
OG0000369	Prav.g_01963	Prap.g_01393
OG0000370	Prav.g_01964	Prap.g_01392
OG0000371	Prav.g_01965	Prap.g_01391
OG0000372	Prav.g_01967	Prap.g_01390
OG0000373	Prav.g_01969	Prap.g_01388
OG0000374	Prav.g_01970	Prap.g_01387
OG0000375	Prav.g_01971	Prap.g_01386
OG0000376	Prav.g_01973	Prap.g_01385
OG0000377	Prav.g_01974	Prap.g_01379
OG0000378	Prav.g_01975	Prap.g_01378
OG0000379	Prav.g_01980	Prap.g_01372
OG0000380	Prav.g_01981	Prap.g_01370
OG0000381	Prav.g_01982	Prap.g_01369
OG0000382	Prav.g_01984	Prap.g_01368
OG0000383	Prav.g_01987	Prap.g_01365
OG0000384	Prav.g_01988	Prap.g_01364
OG0000385	Prav.g_01991	Prap.g_01361
OG0000386	Prav.g_01992	Prap.g_01360
OG0000387	Prav.g_01993	Prap.g_01359
OG0000388	Prav.g_01994	Prap.g_01358
OG0000389	Prav.g_01995	Prap.g_01357
OG0000390	Prav.g_01996	Prap.g_01356
OG0000391	Prav.g_01997	Prap.g_01355
OG0000392	Prav.g_01998	Prap.g_01354
OG0000393	Prav.g_00974	Prap.g_01350
OG0000394	Prav.g_00975	Prap.g_01349
OG0000395	Prav.g_00977	Prap.g_01346
OG0000396	Prav.g_00978	Prap.g_00728
OG0000397	Prav.g_00990	Prap.g_00500
OG0000398	Prav.g_00996	Prap.g_01827
OG0000399	Prav.g_00997	Prap.g_00495
OG0000400	Prav.g_01001	Prap.g_01714
OG0000401	Prav.g_01030	Prap.g_01335
OG0000402	Prav.g_01031	Prap.g_01334
OG0000403	Prav.g_01032	Prap.g_01333
OG0000404	Prav.g_01034	Prap.g_01331
OG0000405	Prav.g_01035	Prap.g_01330
OG0000406	Prav.g_01037	Prap.g_01328
OG0000407	Prav.g_01038	Prap.g_01327
OG0000408	Prav.g_01039	Prap.g_01326
OG0000409	Prav.g_01040	Prap.g_01325
OG0000410	Prav.g_01041	Prap.g_01324
OG0000411	Prav.g_01042	Prap.g_01323
OG0000412	Prav.g_01043	Prap.g_01322
OG0000413	Prav.g_01044	Prap.g_01321
OG0000414	Prav.g_01045	Prap.g_01320
OG0000415	Prav.g_01046	Prap.g_01319
OG0000416	Prav.g_01047	Prap.g_01318
OG0000417	Prav.g_01048	Prap.g_01317
OG0000418	Prav.g_01049	Prap.g_01316
OG0000419	Prav.g_01050	Prap.g_01315
OG0000420	Prav.g_01051	Prap.g_01314
OG0000421	Prav.g_01052	Prap.g_01310
OG0000422	Prav.g_01053	Prap.g_01308
OG0000423	Prav.g_01054	Prap.g_01307
OG0000424	Prav.g_01056	Prap.g_01306
OG0000425	Prav.g_01059	Prap.g_01302
OG0000426	Prav.g_01060	Prap.g_01301
OG0000427	Prav.g_01061	Prap.g_01300
OG0000428	Prav.g_01062	Prap.g_01298
OG0000429	Prav.g_01063	Prap.g_01297
OG0000430	Prav.g_01069	Prap.g_01296
OG0000431	Prav.g_01071	Prap.g_01294
OG0000432	Prav.g_01072	Prap.g_01293
OG0000433	Prav.g_01075	Prap.g_01290
OG0000434	Prav.g_01076	Prap.g_01289
OG0000435	Prav.g_01077	Prap.g_01288
OG0000436	Prav.g_01079	Prap.g_01286
OG0000437	Prav.g_01081	Prap.g_01284
OG0000438	Prav.g_01082	Prap.g_01283
OG0000439	Prav.g_01083	Prap.g_01282
OG0000440	Prav.g_01085	Prap.g_01280
OG0000441	Prav.g_01086	Prap.g_01279
OG0000442	Prav.g_01087	Prap.g_01278
OG0000443	Prav.g_01088	Prap.g_01277
OG0000444	Prav.g_01089	Prap.g_01276
OG0000445	Prav.g_01090	Prap.g_01275
OG0000446	Prav.g_01091	Prap.g_01274
OG0000447	Prav.g_01092	Prap.g_01273
OG0000448	Prav.g_01093	Prap.g_01272
OG0000449	Prav.g_01098	Prap.g_01266
OG0000450	Prav.g_01099	Prap.g_01265
OG0000451	Prav.g_01100	Prap.g_01264
OG0000452	Prav.g_01101	Prap.g_01263
OG0000453	Prav.g_01103	Prap.g_01262
OG0000454	Prav.g_01104	Prap.g_01261
OG0000455	Prav.g_01105	Prap.g_01260
OG0000456	Prav.g_01106	Prap.g_01259
OG0000457	Prav.g_01108	Prap.g_01257
OG0000458	Prav.g_01110	Prap.g_01255
OG0000459	Prav.g_01111	Prap.g_01254
OG0000460	Prav.g_01113	Prap.g_01252
OG0000461	Prav.g_01114	Prap.g_01251
OG0000462	Prav.g_01115	Prap.g_01250
OG0000463	Prav.g_01116	Prap.g_01249
OG0000464	Prav.g_01121	Prap.g_01245
OG0000465	Prav.g_01123	Prap.g_01244
OG0000466	Prav.g_01124	Prap.g_01243
OG0000467	Prav.g_01125	Prap.g_01242
OG0000468	Prav.g_01126	Prap.g_01241
OG0000469	Prav.g_01127	Prap.g_01240
OG0000470	Prav.g_01128	Prap.g_01239
OG0000471	Prav.g_01129	Prap.g_01238
OG0000472	Prav.g_01132	Prap.g_01235
OG0000473	Prav.g_01133	Prap.g_01234
OG0000474	Prav.g_01134	Prap.g_01233
OG0000475	Prav.g_01135	Prap.g_01232
OG0000476	Prav.g_01136	Prap.g_01231
OG0000477	Prav.g_01138	Prap.g_01229
OG0000478	Prav.g_01139	Prap.g_01228
OG0000479	Prav.g_01140	Prap.g_01227
OG0000480	Prav.g_01142	Prap.g_01225
OG0000481	Prav.g_01143	Prap.g_01224
OG0000482	Prav.g_01144	Prap.g_01223
OG0000483	Prav.g_01145	Prap.g_01222
OG0000484	Prav.g_01146	Prap.g_01221
OG0000485	Prav.g_01147	Prap.g_01220
OG0000486	Prav.g_01148	Prap.g_01219
OG0000487	Prav.g_01149	Prap.g_01218
OG0000488	Prav.g_01151	Prap.g_01216
OG0000489	Prav.g_01152	Prap.g_01215
OG0000490	Prav.g_01153	Prap.g_01214
OG0000491	Prav.g_01154	Prap.g_01213
OG0000492	Prav.g_01155	Prap.g_01212
OG0000493	Prav.g_01156	Prap.g_01211
OG0000494	Prav.g_01158	Prap.g_01210
OG0000495	Prav.g_01159	Prap.g_01209
OG0000496	Prav.g_01160	Prap.g_01207
OG0000497	Prav.g_01161	Prap.g_01205
OG0000498	Prav.g_01162	Prap.g_01204
OG0000499	Prav.g_01164	Prap.g_01202
OG0000500	Prav.g_01165	Prap.g_01201
OG0000501	Prav.g_01167	Prap.g_01199
OG0000502	Prav.g_01168	Prap.g_01198
OG0000503	Prav.g_01169	Prap.g_01197
OG0000504	Prav.g_01170	Prap.g_01196
OG0000505	Prav.g_01171	Prap.g_01195
OG0000506	Prav.g_01172	Prap.g_01194
OG0000507	Prav.g_01173	Prap.g_01193
OG0000508	Prav.g_01175	Prap.g_01191
OG0000509	Prav.g_01176	Prap.g_01190
OG0000510	Prav.g_01177	Prap.g_01189
OG0000511	Prav.g_01178	Prap.g_01188
OG0000512	Prav.g_01179	Prap.g_01187
OG0000513	Prav.g_01180	Prap.g_01186
OG0000514	Prav.g_01181	Prap.g_01185
OG0000515	Prav.g_01183	Prap.g_01182
OG0000516	Prav.g_01184	Prap.g_01181
OG0000517	Prav.g_01185	Prap.g_01180
OG0000518	Prav.g_01187	Prap.g_01177
OG0000519	Prav.g_01188	Prap.g_01176
OG0000520	Prav.g_01189	Prap.g_01175
OG0000521	Prav.g_01190	Prap.g_01174
OG0000522	Prav.g_01191	Prap.g_01173
OG0000523	Prav.g_01192	Prap.g_01172
OG0000524	Prav.g_01193	Prap.g_01171
OG0000525	Prav.g_01195	Prap.g_01169
OG0000526	Prav.g_01196	Prap.g_01168
OG0000527	Prav.g_01197	Prap.g_01167
OG0000528	Prav.g_01198	Prap.g_01166
OG0000529	Prav.g_01199	Prap.g_01165
OG0000530	Prav.g_01200	Prap.g_01164
OG0000531	Prav.g_01201	Prap.g_01162
OG0000532	Prav.g_01202	Prap.g_01161
OG0000533	Prav.g_01203	Prap.g_01160
OG0000534	Prav.g_01204	Prap.g_01159
OG0000535	Prav.g_01205	Prap.g_01158
OG0000536	Prav.g_01206	Prap.g_01157
OG0000537	Prav.g_01207	Prap.g_01156
OG0000538	Prav.g_01208	Prap.g_01155
OG0000539	Prav.g_01209	Prap.g_01154
OG0000540	Prav.g_01210	Prap.g_01153
OG0000541	Prav.g_01211	Prap.g_01152
OG0000542	Prav.g_01212	Prap.g_01151
OG0000543	Prav.g_01213	Prap.g_01150
OG0000544	Prav.g_01214	Prap.g_01149
OG0000545	Prav.g_01219	Prap.g_01147
OG0000546	Prav.g_01220	Prap.g_01146
OG0000547	Prav.g_01222	Prap.g_01144
OG0000548	Prav.g_01223	Prap.g_01142
OG0000549	Prav.g_01224	Prap.g_01141
OG0000550	Prav.g_01225	Prap.g_01140
OG0000551	Prav.g_01226	Prap.g_01138
OG0000552	Prav.g_01227	Prap.g_01137
OG0000553	Prav.g_01228	Prap.g_00397
OG0000554	Prav.g_01229	Prap.g_00396
OG0000555	Prav.g_01230	Prap.g_00395
OG0000556	Prav.g_01231	Prap.g_00394
OG0000557	Prav.g_01232	Prap.g_00393
OG0000558	Prav.g_01233	Prap.g_00392
OG0000559	Prav.g_01234	Prap.g_00391
OG0000560	Prav.g_01236	Prap.g_00389
OG0000561	Prav.g_01237	Prap.g_00388
OG0000562	Prav.g_01238	Prap.g_00386
OG0000563	Prav.g_01239	Prap.g_00385
OG0000564	Prav.g_01240	Prap.g_00384
OG0000565	Prav.g_01241	Prap.g_00383
OG0000566	Prav.g_01242	Prap.g_00382
OG0000567	Prav.g_01243	Prap.g_00381
OG0000568	Prav.g_01244	Prap.g_00380
OG0000569	Prav.g_01245	Prap.g_00379
OG0000570	Prav.g_01246	Prap.g_00378
OG0000571	Prav.g_01247	Prap.g_00377
OG0000572	Prav.g_01248	Prap.g_00376
OG0000573	Prav.g_01251	Prap.g_00373
OG0000574	Prav.g_01252	Prap.g_00372
OG0000575	Prav.g_01253	Prap.g_00371
OG0000576	Prav.g_01254	Prap.g_00370
OG0000577	Prav.g_01255	Prap.g_00369
OG0000578	Prav.g_01256	Prap.g_00368
OG0000579	Prav.g_01257	Prap.g_00367
OG0000580	Prav.g_01258	Prap.g_00366
OG0000581	Prav.g_01259	Prap.g_00365
OG0000582	Prav.g_01260	Prap.g_00364
OG0000583	Prav.g_01261	Prap.g_00363
OG0000584	Prav.g_01262	Prap.g_00361
