Orthogroup	Prad	Prbf
OG0000063	Prad.g_01214	Prbf.g_00945
OG0000065	Prad.g_00628	Prbf.g_00026
OG0000066	Prad.g_00564	Prbf.g_00115
OG0000067	Prad.g_01218	Prbf.g_00347
OG0000068	Prad.g_00807	Prbf.g_00558
OG0000069	Prad.g_00572	Prbf.g_00196
OG0000071	Prad.g_01975	Prbf.g_00382
OG0000072	Prad.g_01669	Prbf.g_01661
OG0000073	Prad.g_01243	Prbf.g_01018
OG0000074	Prad.g_01265	Prbf.g_01271
OG0000075	Prad.g_01153	Prbf.g_01238
OG0000076	Prad.g_01018	Prbf.g_01170
OG0000077	Prad.g_01983	Prbf.g_00777
OG0000078	Prad.g_00566	Prbf.g_00118
OG0000079	Prad.g_00436	Prbf.g_00242
OG0000080	Prad.g_00383	Prbf.g_00346
OG0000081	Prad.g_00777	Prbf.g_00524
OG0000083	Prad.g_01533	Prbf.g_00390
OG0000084	Prad.g_01530	Prbf.g_00387
OG0000085	Prad.g_01963	Prbf.g_01345
OG0000087	Prad.g_01937	Prbf.g_01374
OG0000088	Prad.g_01880	Prbf.g_01443
OG0000089	Prad.g_01872	Prbf.g_01452
OG0000090	Prad.g_01854	Prbf.g_01469
OG0000091	Prad.g_01822	Prbf.g_01503
OG0000092	Prad.g_01821	Prbf.g_01504
OG0000093	Prad.g_01807	Prbf.g_01518
OG0000094	Prad.g_01789	Prbf.g_01537
OG0000095	Prad.g_01784	Prbf.g_01542
OG0000096	Prad.g_01740	Prbf.g_01590
OG0000097	Prad.g_01717	Prbf.g_01614
OG0000099	Prad.g_01697	Prbf.g_01635
OG0000100	Prad.g_01694	Prbf.g_01638
OG0000101	Prad.g_00754	Prbf.g_01703
OG0000102	Prad.g_00727	Prbf.g_00044
OG0000103	Prad.g_00031	Prbf.g_01759
OG0000104	Prad.g_00027	Prbf.g_01763
OG0000105	Prad.g_00130	Prbf.g_01783
OG0000106	Prad.g_00097	Prbf.g_01813
OG0000107	Prad.g_00096	Prbf.g_01814
OG0000108	Prad.g_01333	Prbf.g_01824
OG0000109	Prad.g_01342	Prbf.g_01833
OG0000110	Prad.g_01358	Prbf.g_01850
OG0000111	Prad.g_01225	Prbf.g_00999
OG0000112	Prad.g_01226	Prbf.g_01000
OG0000113	Prad.g_01071	Prbf.g_01050
OG0000114	Prad.g_01144	Prbf.g_01247
OG0000115	Prad.g_00186	Prbf.g_01117
OG0000116	Prad.g_00182	Prbf.g_01113
OG0000117	Prad.g_01021	Prbf.g_01167
OG0000118	Prad.g_00972	Prbf.g_00873
OG0000119	Prad.g_01526	Prbf.g_00785
OG0000120	Prad.g_01490	Prbf.g_00924
OG0000121	Prad.g_01471, Prad.g_01470	Prbf.g_00947
OG0000122	Prad.g_01451	Prbf.g_00967
OG0000123	Prad.g_01438	Prbf.g_01915
OG0000124	Prad.g_00076	Prbf.g_00253
OG0000125	Prad.g_00616	Prbf.g_00013
OG0000126	Prad.g_00594	Prbf.g_00095
OG0000127	Prad.g_00528	Prbf.g_00145
OG0000128	Prad.g_00514	Prbf.g_00158
OG0000129	Prad.g_00477	Prbf.g_00194
OG0000130	Prad.g_00943	Prbf.g_00696
OG0000131	Prad.g_00905	Prbf.g_00657
OG0000132	Prad.g_00902	Prbf.g_00654
OG0000133	Prad.g_00848	Prbf.g_00600
OG0000134	Prad.g_00812	Prbf.g_00564
OG0000135	Prad.g_00810	Prbf.g_00562
OG0000136	Prad.g_00766, Prad.g_01294	Prbf.g_00512
OG0000137	Prad.g_01615	Prbf.g_00477
OG0000138	Prad.g_01580	Prbf.g_00443
OG0000139	Prad.g_01553	Prbf.g_00412
OG0000140	Prad.g_01535	Prbf.g_00392
OG0000141	Prad.g_01534	Prbf.g_00391
OG0000142	Prad.g_01532	Prbf.g_00389
OG0000143	Prad.g_01531	Prbf.g_00388
OG0000144	Prad.g_01529	Prbf.g_00386
OG0000145	Prad.g_01528	Prbf.g_00385
OG0000146	Prad.g_01527	Prbf.g_00384
OG0000147	Prad.g_01976	Prbf.g_00383
OG0000148	Prad.g_01974	Prbf.g_00381
OG0000149	Prad.g_01972	Prbf.g_01336
OG0000150	Prad.g_01971	Prbf.g_01337
OG0000151	Prad.g_01970	Prbf.g_01338
OG0000152	Prad.g_01969	Prbf.g_01339
OG0000153	Prad.g_01968	Prbf.g_01340
OG0000154	Prad.g_01967	Prbf.g_01341
OG0000155	Prad.g_01966	Prbf.g_01342
OG0000156	Prad.g_01965	Prbf.g_01343
OG0000157	Prad.g_01964	Prbf.g_01344
OG0000158	Prad.g_01962	Prbf.g_01346
OG0000159	Prad.g_01961	Prbf.g_01347
OG0000160	Prad.g_01960	Prbf.g_01348
OG0000161	Prad.g_01959	Prbf.g_01349
OG0000162	Prad.g_01958	Prbf.g_01350
OG0000163	Prad.g_01957	Prbf.g_01352
OG0000164	Prad.g_01954	Prbf.g_01355
OG0000165	Prad.g_01951	Prbf.g_01358
OG0000166	Prad.g_01950	Prbf.g_01359
OG0000167	Prad.g_01949	Prbf.g_01360
OG0000168	Prad.g_01947	Prbf.g_01362
OG0000169	Prad.g_01945	Prbf.g_01364
OG0000170	Prad.g_01944	Prbf.g_01366
OG0000171	Prad.g_01943	Prbf.g_01367
OG0000172	Prad.g_01941	Prbf.g_01368
OG0000173	Prad.g_01940	Prbf.g_01371
OG0000174	Prad.g_01939	Prbf.g_01372
OG0000175	Prad.g_01938	Prbf.g_01373
OG0000176	Prad.g_01936	Prbf.g_01375
OG0000177	Prad.g_01935	Prbf.g_01376
OG0000178	Prad.g_01934	Prbf.g_01378
OG0000179	Prad.g_01929	Prbf.g_01390
OG0000180	Prad.g_01928	Prbf.g_01391
OG0000181	Prad.g_01927	Prbf.g_01392
OG0000182	Prad.g_01924	Prbf.g_01396
OG0000183	Prad.g_01923	Prbf.g_01397
OG0000184	Prad.g_01920	Prbf.g_01400
OG0000185	Prad.g_01916	Prbf.g_01404
OG0000186	Prad.g_01915	Prbf.g_01405
OG0000187	Prad.g_01914	Prbf.g_00291
OG0000188	Prad.g_01913	Prbf.g_01406
OG0000189	Prad.g_01912	Prbf.g_01407
OG0000190	Prad.g_01911	Prbf.g_01408
OG0000191	Prad.g_01910	Prbf.g_01409
OG0000192	Prad.g_01909	Prbf.g_01410
OG0000193	Prad.g_01908	Prbf.g_01411
OG0000194	Prad.g_01907	Prbf.g_01412
OG0000195	Prad.g_01905	Prbf.g_01414
OG0000196	Prad.g_01904	Prbf.g_01415
OG0000197	Prad.g_01903	Prbf.g_01416
OG0000198	Prad.g_01902	Prbf.g_01417
OG0000199	Prad.g_01899	Prbf.g_01420
OG0000200	Prad.g_01898	Prbf.g_01421
OG0000201	Prad.g_01897	Prbf.g_01422
OG0000202	Prad.g_01896	Prbf.g_01424
OG0000203	Prad.g_01895	Prbf.g_01425
OG0000204	Prad.g_01894	Prbf.g_01426
OG0000205	Prad.g_01893	Prbf.g_01428
OG0000206	Prad.g_01892	Prbf.g_01429
OG0000207	Prad.g_01891	Prbf.g_01430
OG0000208	Prad.g_01890	Prbf.g_01431
OG0000209	Prad.g_01889	Prbf.g_01432
OG0000210	Prad.g_01887	Prbf.g_01433
OG0000211	Prad.g_01886	Prbf.g_01435
OG0000212	Prad.g_01885	Prbf.g_01436
OG0000213	Prad.g_01884	Prbf.g_01437
OG0000214	Prad.g_01882	Prbf.g_01441
OG0000215	Prad.g_01881	Prbf.g_01442
OG0000216	Prad.g_01879	Prbf.g_01444
OG0000217	Prad.g_01878	Prbf.g_01445
OG0000218	Prad.g_01877	Prbf.g_01446
OG0000219	Prad.g_01876	Prbf.g_01447
OG0000220	Prad.g_01873	Prbf.g_01450
OG0000221	Prad.g_01871	Prbf.g_01453
OG0000222	Prad.g_01870	Prbf.g_01454
OG0000223	Prad.g_01869	Prbf.g_01455
OG0000224	Prad.g_01866	Prbf.g_01457
OG0000225	Prad.g_01864	Prbf.g_01459
OG0000226	Prad.g_01863	Prbf.g_01461
OG0000227	Prad.g_01862	Prbf.g_01462
OG0000228	Prad.g_01861	Prbf.g_01463
OG0000229	Prad.g_01860	Prbf.g_01464
OG0000230	Prad.g_01859	Prbf.g_01465
OG0000231	Prad.g_01857	Prbf.g_01055
OG0000232	Prad.g_01856	Prbf.g_01467
OG0000233	Prad.g_01853	Prbf.g_01470
OG0000234	Prad.g_01851	Prbf.g_01472
OG0000235	Prad.g_01846	Prbf.g_01478
OG0000236	Prad.g_01845	Prbf.g_01479
OG0000237	Prad.g_01844	Prbf.g_01480
OG0000238	Prad.g_01843	Prbf.g_01481
OG0000239	Prad.g_01842	Prbf.g_01482
OG0000240	Prad.g_01840	Prbf.g_01484
OG0000241	Prad.g_01839	Prbf.g_01485
OG0000242	Prad.g_01838	Prbf.g_01486
OG0000243	Prad.g_01837	Prbf.g_01487
OG0000244	Prad.g_01836	Prbf.g_01488
OG0000245	Prad.g_01835	Prbf.g_01490
OG0000246	Prad.g_01833	Prbf.g_01492
OG0000247	Prad.g_01832	Prbf.g_01493
OG0000248	Prad.g_01831	Prbf.g_01494
OG0000249	Prad.g_01830	Prbf.g_01495
OG0000250	Prad.g_01829	Prbf.g_01496
OG0000251	Prad.g_01828	Prbf.g_01497
OG0000252	Prad.g_01827	Prbf.g_01498
OG0000253	Prad.g_01826	Prbf.g_01499
OG0000254	Prad.g_01824	Prbf.g_01501
OG0000255	Prad.g_01823	Prbf.g_01502
OG0000256	Prad.g_01820	Prbf.g_01505
OG0000257	Prad.g_01818	Prbf.g_01507
OG0000258	Prad.g_01817	Prbf.g_01508
OG0000259	Prad.g_01816	Prbf.g_01509
OG0000260	Prad.g_01815	Prbf.g_01510
OG0000261	Prad.g_01814	Prbf.g_01511
OG0000262	Prad.g_01813	Prbf.g_01512
OG0000263	Prad.g_01812	Prbf.g_01513
OG0000264	Prad.g_01810	Prbf.g_01515
OG0000265	Prad.g_01809	Prbf.g_01516
OG0000266	Prad.g_01808	Prbf.g_01517
OG0000267	Prad.g_01806	Prbf.g_01519
OG0000268	Prad.g_01805	Prbf.g_01521
OG0000269	Prad.g_01804	Prbf.g_01522
OG0000270	Prad.g_01803	Prbf.g_01523
OG0000271	Prad.g_01802	Prbf.g_01524
OG0000272	Prad.g_01801	Prbf.g_01525
OG0000273	Prad.g_01800	Prbf.g_01526
OG0000274	Prad.g_01799	Prbf.g_01527
OG0000275	Prad.g_01798	Prbf.g_01528
OG0000276	Prad.g_01797	Prbf.g_01529
OG0000277	Prad.g_01796	Prbf.g_01530
OG0000278	Prad.g_01795	Prbf.g_01531
OG0000279	Prad.g_01794	Prbf.g_01532
OG0000280	Prad.g_01793	Prbf.g_01533
OG0000281	Prad.g_01791	Prbf.g_01535
OG0000282	Prad.g_01790	Prbf.g_01536
OG0000283	Prad.g_01787	Prbf.g_01539
OG0000284	Prad.g_01786	Prbf.g_01540
OG0000285	Prad.g_01785	Prbf.g_01541
OG0000286	Prad.g_01783	Prbf.g_01543
OG0000287	Prad.g_01782	Prbf.g_01545
OG0000288	Prad.g_01781	Prbf.g_01546
OG0000289	Prad.g_01780	Prbf.g_01547
OG0000290	Prad.g_01779	Prbf.g_01548
OG0000291	Prad.g_01778	Prbf.g_01549
OG0000292	Prad.g_01777	Prbf.g_01550
OG0000293	Prad.g_01776	Prbf.g_01551
OG0000294	Prad.g_01775	Prbf.g_01552
OG0000295	Prad.g_01774	Prbf.g_01553
OG0000296	Prad.g_01773	Prbf.g_01554
OG0000297	Prad.g_01772	Prbf.g_01555
OG0000298	Prad.g_01771	Prbf.g_01556
OG0000299	Prad.g_01770	Prbf.g_01557
OG0000300	Prad.g_01769	Prbf.g_01558
OG0000301	Prad.g_01768	Prbf.g_01559
OG0000302	Prad.g_01767	Prbf.g_01560
OG0000303	Prad.g_01766	Prbf.g_01561
OG0000304	Prad.g_01765	Prbf.g_01563
OG0000305	Prad.g_01764	Prbf.g_01564
OG0000306	Prad.g_01763	Prbf.g_01565
OG0000307	Prad.g_01762	Prbf.g_01567
OG0000308	Prad.g_01761	Prbf.g_01568
OG0000309	Prad.g_01760	Prbf.g_01569
OG0000310	Prad.g_01759	Prbf.g_01570
OG0000311	Prad.g_01758	Prbf.g_01571
OG0000312	Prad.g_01756	Prbf.g_01573
OG0000313	Prad.g_01755	Prbf.g_01574
OG0000314	Prad.g_01752	Prbf.g_01578
OG0000315	Prad.g_01751	Prbf.g_01579
OG0000316	Prad.g_01749	Prbf.g_01581
OG0000317	Prad.g_01747	Prbf.g_01583
OG0000318	Prad.g_01746	Prbf.g_01584
OG0000319	Prad.g_01745	Prbf.g_01585
OG0000320	Prad.g_01744	Prbf.g_01586
OG0000321	Prad.g_01741	Prbf.g_01589
OG0000322	Prad.g_01738	Prbf.g_01593
OG0000323	Prad.g_01737	Prbf.g_01594
OG0000324	Prad.g_01734	Prbf.g_01597
OG0000325	Prad.g_01732	Prbf.g_01598
OG0000326	Prad.g_01731	Prbf.g_01599
OG0000327	Prad.g_01729	Prbf.g_01601
OG0000328	Prad.g_01728	Prbf.g_01602
OG0000329	Prad.g_01727	Prbf.g_01603
OG0000330	Prad.g_01726	Prbf.g_01604
OG0000331	Prad.g_01725	Prbf.g_01606
OG0000332	Prad.g_01724	Prbf.g_01607
OG0000333	Prad.g_01723	Prbf.g_01608
OG0000334	Prad.g_01722	Prbf.g_01609
OG0000335	Prad.g_01721	Prbf.g_01610
OG0000336	Prad.g_01720	Prbf.g_01612
OG0000337	Prad.g_01716	Prbf.g_01615
OG0000338	Prad.g_01715	Prbf.g_01616
OG0000339	Prad.g_01714	Prbf.g_01617
OG0000340	Prad.g_01713	Prbf.g_01618
OG0000341	Prad.g_01709	Prbf.g_01622
OG0000342	Prad.g_01708	Prbf.g_01623
OG0000343	Prad.g_01706	Prbf.g_01626
OG0000344	Prad.g_01705	Prbf.g_01627
OG0000345	Prad.g_01704	Prbf.g_01628
OG0000346	Prad.g_01703	Prbf.g_01629
OG0000347	Prad.g_01702	Prbf.g_01630
OG0000348	Prad.g_01701	Prbf.g_01632
OG0000349	Prad.g_01700	Prbf.g_01633
OG0000350	Prad.g_01699	Prbf.g_01634
OG0000351	Prad.g_01696	Prbf.g_01636
OG0000352	Prad.g_01693	Prbf.g_01639
OG0000353	Prad.g_01692	Prbf.g_01640
OG0000354	Prad.g_01691	Prbf.g_01641
OG0000355	Prad.g_01690	Prbf.g_01642
OG0000356	Prad.g_01689	Prbf.g_01643
OG0000357	Prad.g_01688	Prbf.g_01644
OG0000358	Prad.g_01687	Prbf.g_01645
OG0000359	Prad.g_01686	Prbf.g_01646
OG0000360	Prad.g_01683	Prbf.g_01648
OG0000361	Prad.g_01682	Prbf.g_01649
OG0000362	Prad.g_01681	Prbf.g_01650
OG0000363	Prad.g_01680	Prbf.g_01651
OG0000364	Prad.g_01679	Prbf.g_01652
OG0000365	Prad.g_01678	Prbf.g_01653
OG0000366	Prad.g_01677	Prbf.g_01654
OG0000367	Prad.g_01676	Prbf.g_01655
OG0000368	Prad.g_01675	Prbf.g_01656
OG0000369	Prad.g_01674	Prbf.g_01657
OG0000370	Prad.g_01673	Prbf.g_01658
OG0000371	Prad.g_01672	Prbf.g_01659
OG0000372	Prad.g_01670	Prbf.g_01660
OG0000373	Prad.g_01668	Prbf.g_01662
OG0000374	Prad.g_01667	Prbf.g_01663
OG0000375	Prad.g_01666	Prbf.g_01664
OG0000376	Prad.g_01664	Prbf.g_01665
OG0000377	Prad.g_01663	Prbf.g_01671
OG0000378	Prad.g_01662	Prbf.g_01672
OG0000379	Prad.g_01657	Prbf.g_01678
OG0000380	Prad.g_01656	Prbf.g_01680
OG0000381	Prad.g_01655	Prbf.g_01681
OG0000382	Prad.g_01653	Prbf.g_01682
OG0000383	Prad.g_01650	Prbf.g_01685
OG0000384	Prad.g_01649	Prbf.g_01686
OG0000385	Prad.g_01646	Prbf.g_01689
OG0000386	Prad.g_01645	Prbf.g_01690
OG0000387	Prad.g_01644	Prbf.g_01691
OG0000388	Prad.g_01643	Prbf.g_01692
OG0000389	Prad.g_01642	Prbf.g_01693
OG0000390	Prad.g_00761	Prbf.g_01694
OG0000391	Prad.g_00760	Prbf.g_01695
OG0000392	Prad.g_00759	Prbf.g_01696
OG0000393	Prad.g_00756	Prbf.g_01700
OG0000394	Prad.g_00755	Prbf.g_01701
OG0000395	Prad.g_00753	Prbf.g_01704
OG0000396	Prad.g_00752	Prbf.g_01190
OG0000397	Prad.g_00738	Prbf.g_00874
OG0000398	Prad.g_00730	Prbf.g_00741
OG0000399	Prad.g_00729	Prbf.g_00879
OG0000400	Prad.g_00724	Prbf.g_00629
OG0000401	Prad.g_00671	Prbf.g_01715
OG0000402	Prad.g_00670	Prbf.g_01716
OG0000403	Prad.g_00669	Prbf.g_01717
OG0000404	Prad.g_00667	Prbf.g_01719
OG0000405	Prad.g_00666	Prbf.g_01720
OG0000406	Prad.g_00069	Prbf.g_01722
OG0000407	Prad.g_00068	Prbf.g_01723
OG0000408	Prad.g_00067	Prbf.g_01724
OG0000409	Prad.g_00066	Prbf.g_01725
OG0000410	Prad.g_00065	Prbf.g_01726
OG0000411	Prad.g_00064	Prbf.g_01727
OG0000412	Prad.g_00063	Prbf.g_01728
OG0000413	Prad.g_00062	Prbf.g_01729
OG0000414	Prad.g_00061	Prbf.g_01730
OG0000415	Prad.g_00060	Prbf.g_01731
OG0000416	Prad.g_00059	Prbf.g_01732
OG0000417	Prad.g_00058	Prbf.g_01733
OG0000418	Prad.g_00057	Prbf.g_01734
OG0000419	Prad.g_00056	Prbf.g_01735
OG0000420	Prad.g_00055	Prbf.g_01736
OG0000421	Prad.g_00054	Prbf.g_01740
OG0000422	Prad.g_00052	Prbf.g_01742
OG0000423	Prad.g_00051	Prbf.g_01743
OG0000424	Prad.g_00049	Prbf.g_01744
OG0000425	Prad.g_00045	Prbf.g_01748
OG0000426	Prad.g_00044	Prbf.g_01749
OG0000427	Prad.g_00043	Prbf.g_01750
OG0000428	Prad.g_00042	Prbf.g_01752
OG0000429	Prad.g_00041	Prbf.g_01753
OG0000430	Prad.g_00036	Prbf.g_01754
OG0000431	Prad.g_00034	Prbf.g_01756
OG0000432	Prad.g_00033	Prbf.g_01757
OG0000433	Prad.g_00030	Prbf.g_01760
OG0000434	Prad.g_00029	Prbf.g_01761
OG0000435	Prad.g_00028	Prbf.g_01762
OG0000436	Prad.g_00026	Prbf.g_01764
OG0000437	Prad.g_00024	Prbf.g_01766
OG0000438	Prad.g_00023	Prbf.g_01767
OG0000439	Prad.g_00022	Prbf.g_01768
OG0000440	Prad.g_00020	Prbf.g_01770
OG0000441	Prad.g_00019	Prbf.g_01771
OG0000442	Prad.g_00018	Prbf.g_01772
OG0000443	Prad.g_00017	Prbf.g_01773
OG0000444	Prad.g_00016	Prbf.g_01774
OG0000445	Prad.g_00015	Prbf.g_01775
OG0000446	Prad.g_00014	Prbf.g_01776
OG0000447	Prad.g_00013	Prbf.g_01777
OG0000448	Prad.g_00012	Prbf.g_01778
OG0000449	Prad.g_00129	Prbf.g_01784
OG0000450	Prad.g_00128	Prbf.g_01785
OG0000451	Prad.g_00127	Prbf.g_01786
OG0000452	Prad.g_00126	Prbf.g_01787
OG0000453	Prad.g_00124	Prbf.g_01788
OG0000454	Prad.g_00123	Prbf.g_01789
OG0000455	Prad.g_00122	Prbf.g_01790
OG0000456	Prad.g_00121	Prbf.g_01791
OG0000457	Prad.g_00119	Prbf.g_01793
OG0000458	Prad.g_00117	Prbf.g_01795
OG0000459	Prad.g_00116	Prbf.g_01796
OG0000460	Prad.g_00114	Prbf.g_01798
OG0000461	Prad.g_00113	Prbf.g_01799
OG0000462	Prad.g_00112	Prbf.g_01800
OG0000463	Prad.g_00111	Prbf.g_01801
OG0000464	Prad.g_00106	Prbf.g_01805
OG0000465	Prad.g_00104	Prbf.g_01806
OG0000466	Prad.g_00103	Prbf.g_01807
OG0000467	Prad.g_00102	Prbf.g_01808
OG0000468	Prad.g_00101	Prbf.g_01809
OG0000469	Prad.g_00100	Prbf.g_01810
OG0000470	Prad.g_00099	Prbf.g_01811
OG0000471	Prad.g_00098	Prbf.g_01812
OG0000472	Prad.g_00095	Prbf.g_01815
OG0000473	Prad.g_00094	Prbf.g_01816
OG0000474	Prad.g_00093	Prbf.g_01817
OG0000475	Prad.g_00092	Prbf.g_01818
OG0000476	Prad.g_00091	Prbf.g_01819
OG0000477	Prad.g_01330	Prbf.g_01821
OG0000478	Prad.g_01331	Prbf.g_01822
OG0000479	Prad.g_01332	Prbf.g_01823
OG0000480	Prad.g_01334	Prbf.g_01825
OG0000481	Prad.g_01335	Prbf.g_01826
OG0000482	Prad.g_01336	Prbf.g_01827
OG0000483	Prad.g_01337	Prbf.g_01828
OG0000484	Prad.g_01338	Prbf.g_01829
OG0000485	Prad.g_01339	Prbf.g_01830
OG0000486	Prad.g_01340	Prbf.g_01831
OG0000487	Prad.g_01341	Prbf.g_01832
OG0000488	Prad.g_01343	Prbf.g_01834
OG0000489	Prad.g_01344	Prbf.g_01835
OG0000490	Prad.g_01345	Prbf.g_01836
OG0000491	Prad.g_01346	Prbf.g_01837
OG0000492	Prad.g_01347	Prbf.g_01838
OG0000493	Prad.g_01348	Prbf.g_01839
OG0000494	Prad.g_01350	Prbf.g_01840
OG0000495	Prad.g_01351	Prbf.g_01841
OG0000496	Prad.g_01352	Prbf.g_01843
OG0000497	Prad.g_01353	Prbf.g_01845
OG0000498	Prad.g_01354	Prbf.g_01846
OG0000499	Prad.g_01356	Prbf.g_01848
OG0000500	Prad.g_01357	Prbf.g_01849
OG0000501	Prad.g_01359	Prbf.g_01851
OG0000502	Prad.g_01360	Prbf.g_01852
OG0000503	Prad.g_01361	Prbf.g_01853
OG0000504	Prad.g_01362	Prbf.g_01854
OG0000505	Prad.g_01363	Prbf.g_01855
OG0000506	Prad.g_01364	Prbf.g_01856
OG0000507	Prad.g_01365	Prbf.g_01857
OG0000508	Prad.g_01367	Prbf.g_01859
OG0000509	Prad.g_01368	Prbf.g_01860
OG0000510	Prad.g_01369	Prbf.g_01861
OG0000511	Prad.g_01370	Prbf.g_01862
OG0000512	Prad.g_01371	Prbf.g_01863
OG0000513	Prad.g_01372	Prbf.g_01864
OG0000514	Prad.g_01373	Prbf.g_01865
OG0000515	Prad.g_01375	Prbf.g_01868
OG0000516	Prad.g_01376	Prbf.g_01869
OG0000517	Prad.g_01377	Prbf.g_01870
OG0000518	Prad.g_01380	Prbf.g_01873
OG0000519	Prad.g_01381	Prbf.g_01874
OG0000520	Prad.g_01382	Prbf.g_01875
OG0000521	Prad.g_01383	Prbf.g_01876
OG0000522	Prad.g_01384	Prbf.g_01877
OG0000523	Prad.g_01385	Prbf.g_01878
OG0000524	Prad.g_01386	Prbf.g_01879
OG0000525	Prad.g_01388	Prbf.g_01881
OG0000526	Prad.g_01389	Prbf.g_01882
OG0000527	Prad.g_01390	Prbf.g_01883
OG0000528	Prad.g_01391	Prbf.g_01884
OG0000529	Prad.g_01392	Prbf.g_01885
OG0000530	Prad.g_01393	Prbf.g_01886
OG0000531	Prad.g_01394	Prbf.g_01888
OG0000532	Prad.g_01395	Prbf.g_01889
OG0000533	Prad.g_01396	Prbf.g_01890
OG0000534	Prad.g_01397	Prbf.g_01891
OG0000535	Prad.g_01398	Prbf.g_01892
OG0000536	Prad.g_01399	Prbf.g_01893
OG0000537	Prad.g_01400	Prbf.g_01894
OG0000538	Prad.g_01401	Prbf.g_01895
OG0000539	Prad.g_01402	Prbf.g_01896
OG0000540	Prad.g_01403	Prbf.g_01897
OG0000541	Prad.g_01404	Prbf.g_01898
OG0000542	Prad.g_01405	Prbf.g_01899
OG0000543	Prad.g_01406	Prbf.g_01900
OG0000544	Prad.g_01407	Prbf.g_01901
OG0000545	Prad.g_01410	Prbf.g_01903
OG0000546	Prad.g_01411	Prbf.g_01904
OG0000547	Prad.g_01413	Prbf.g_01906
OG0000548	Prad.g_01414	Prbf.g_01908
OG0000549	Prad.g_01415	Prbf.g_01909
OG0000550	Prad.g_01416	Prbf.g_01910
OG0000551	Prad.g_01417	Prbf.g_01912
OG0000552	Prad.g_01418	Prbf.g_01913
OG0000553	Prad.g_01419	Prbf.g_00977
OG0000554	Prad.g_01420	Prbf.g_00978
OG0000555	Prad.g_01421	Prbf.g_00979
OG0000556	Prad.g_01422	Prbf.g_00980
OG0000557	Prad.g_01423	Prbf.g_00981
OG0000558	Prad.g_01424	Prbf.g_00982
OG0000559	Prad.g_01425	Prbf.g_00983
OG0000560	Prad.g_01427	Prbf.g_00985
OG0000561	Prad.g_01428	Prbf.g_00986
OG0000562	Prad.g_01429	Prbf.g_00988
