Orthogroup	Prad	Prae
OG0000053	Prad.g_00090	Prae.g_00514
OG0000054	Prad.g_01099	Prae.g_00758
OG0000055	Prad.g_01168	Prae.g_00828
OG0000057	Prad.g_01754	Prae.g_00240
OG0000058	Prad.g_00032	Prae.g_00449
OG0000059	Prad.g_01272	Prae.g_00672
OG0000060	Prad.g_01080	Prae.g_00740
OG0000061	Prad.g_01991	Prae.g_01128
OG0000061	Prad.g_00166	Prae.g_00984
OG0000062	Prad.g_01989	Prae.g_01130
OG0000063	Prad.g_01214	Prae.g_01263
OG0000064	Prad.g_00320	Prae.g_01272
OG0000065	Prad.g_00628	Prae.g_01329
OG0000066	Prad.g_00564	Prae.g_01389
OG0000067	Prad.g_01212	Prae.g_01245
OG0000068	Prad.g_00807	Prae.g_01758
OG0000071	Prad.g_01975	Prae.g_00011
OG0000072	Prad.g_01669	Prae.g_00323
OG0000073	Prad.g_01243	Prae.g_00643
OG0000074	Prad.g_01265	Prae.g_00665
OG0000075	Prad.g_01153	Prae.g_00813
OG0000076	Prad.g_01018	Prae.g_01040
OG0000078	Prad.g_00566	Prae.g_01390
OG0000079	Prad.g_00436	Prae.g_01537
OG0000080	Prad.g_00383	Prae.g_01588
OG0000081	Prad.g_00777	Prae.g_01789
OG0000082	Prad.g_01570	Prae.g_01877
OG0000083	Prad.g_01533	Prae.g_00003
OG0000084	Prad.g_01530	Prae.g_00006
OG0000085	Prad.g_01963	Prae.g_00023
OG0000086	Prad.g_01948	Prae.g_00041
OG0000087	Prad.g_01937	Prae.g_00051
OG0000088	Prad.g_01880	Prae.g_00112
OG0000089	Prad.g_01872	Prae.g_00121
OG0000090	Prad.g_01854	Prae.g_00139
OG0000091	Prad.g_01822	Prae.g_00172
OG0000092	Prad.g_01821	Prae.g_00173
OG0000093	Prad.g_01807	Prae.g_00187
OG0000094	Prad.g_01789	Prae.g_00205
OG0000095	Prad.g_01784	Prae.g_00210
OG0000096	Prad.g_01740	Prae.g_00254
OG0000097	Prad.g_01717	Prae.g_01440
OG0000098	Prad.g_01707	Prae.g_00285
OG0000099	Prad.g_01697	Prae.g_00295
OG0000100	Prad.g_01694	Prae.g_00298
OG0000101	Prad.g_00754	Prae.g_00356
OG0000102	Prad.g_00727	Prae.g_00382
OG0000103	Prad.g_00031	Prae.g_00450
OG0000104	Prad.g_00027	Prae.g_00454
OG0000105	Prad.g_00130	Prae.g_00473
OG0000106	Prad.g_00097	Prae.g_00506
OG0000107	Prad.g_00096	Prae.g_00508
OG0000108	Prad.g_01333	Prae.g_00518
OG0000109	Prad.g_01342	Prae.g_00527
OG0000110	Prad.g_01358	Prae.g_00543
OG0000111	Prad.g_01225	Prae.g_00625
OG0000112	Prad.g_01226	Prae.g_00626
OG0000113	Prad.g_01071	Prae.g_00733
OG0000114	Prad.g_01144	Prae.g_00804
OG0000115	Prad.g_00186	Prae.g_00964
OG0000116	Prad.g_00182	Prae.g_00968
OG0000117	Prad.g_01021	Prae.g_01037
OG0000118	Prad.g_00972	Prae.g_01090
OG0000119	Prad.g_01526	Prae.g_01133
OG0000120	Prad.g_01490	Prae.g_01169
OG0000121	Prad.g_01470	Prae.g_01188
OG0000122	Prad.g_01451	Prae.g_01207
OG0000123	Prad.g_01438	Prae.g_01220
OG0000124	Prad.g_00076	Prae.g_01434
OG0000125	Prad.g_00616	Prae.g_01341
OG0000126	Prad.g_00594	Prae.g_01368
OG0000127	Prad.g_00528	Prae.g_01446
OG0000128	Prad.g_00514	Prae.g_01460
OG0000129	Prad.g_00477	Prae.g_01496
OG0000130	Prad.g_00943	Prae.g_01621
OG0000131	Prad.g_00905	Prae.g_01659
OG0000132	Prad.g_00902	Prae.g_01662
OG0000133	Prad.g_00848	Prae.g_01717
OG0000134	Prad.g_00812	Prae.g_01753
OG0000135	Prad.g_00810	Prae.g_01755
OG0000136	Prad.g_00766, Prad.g_01294	Prae.g_01800
OG0000137	Prad.g_01615	Prae.g_01832
OG0000138	Prad.g_01580	Prae.g_01867
OG0000139	Prad.g_01553	Prae.g_01894
OG0000140	Prad.g_01535	Prae.g_00001
OG0000141	Prad.g_01534	Prae.g_00002
OG0000142	Prad.g_01532	Prae.g_00004
OG0000143	Prad.g_01531	Prae.g_00005
OG0000144	Prad.g_01529	Prae.g_00007
OG0000145	Prad.g_01528	Prae.g_00008
OG0000146	Prad.g_01527	Prae.g_00009
OG0000147	Prad.g_01976	Prae.g_00010
OG0000148	Prad.g_01974	Prae.g_00012
OG0000149	Prad.g_01972	Prae.g_00014
OG0000150	Prad.g_01971	Prae.g_00015
OG0000151	Prad.g_01970	Prae.g_00016
OG0000152	Prad.g_01969	Prae.g_00017
OG0000153	Prad.g_01968	Prae.g_00018
OG0000154	Prad.g_01967	Prae.g_00019
OG0000155	Prad.g_01966	Prae.g_00020
OG0000156	Prad.g_01965	Prae.g_00021
OG0000157	Prad.g_01964	Prae.g_00022
OG0000158	Prad.g_01962	Prae.g_00024
OG0000159	Prad.g_01961	Prae.g_00025
OG0000160	Prad.g_01960	Prae.g_00026
OG0000161	Prad.g_01959	Prae.g_00027
OG0000162	Prad.g_01958	Prae.g_00028
OG0000163	Prad.g_01957	Prae.g_00029
OG0000164	Prad.g_01954	Prae.g_00032
OG0000165	Prad.g_01951	Prae.g_00035
OG0000166	Prad.g_01950	Prae.g_00036
OG0000167	Prad.g_01949	Prae.g_00037
OG0000168	Prad.g_01947	Prae.g_00042
OG0000169	Prad.g_01945	Prae.g_00044
OG0000170	Prad.g_01944	Prae.g_00045
OG0000171	Prad.g_01943	Prae.g_00046
OG0000172	Prad.g_01941	Prae.g_00047
OG0000173	Prad.g_01940	Prae.g_00048
OG0000174	Prad.g_01939	Prae.g_00049
OG0000175	Prad.g_01938	Prae.g_00050
OG0000176	Prad.g_01936	Prae.g_00052
OG0000177	Prad.g_01935	Prae.g_00053
OG0000178	Prad.g_01934	Prae.g_00054
OG0000179	Prad.g_01929	Prae.g_00064
OG0000180	Prad.g_01928	Prae.g_00065
OG0000181	Prad.g_01927	Prae.g_00066
OG0000182	Prad.g_01924	Prae.g_00069
OG0000183	Prad.g_01923	Prae.g_00070
OG0000184	Prad.g_01920	Prae.g_00073
OG0000185	Prad.g_01916	Prae.g_00077
OG0000186	Prad.g_01915	Prae.g_00078
OG0000187	Prad.g_01914	Prae.g_00079
OG0000188	Prad.g_01913	Prae.g_00080
OG0000189	Prad.g_01912	Prae.g_00081
OG0000190	Prad.g_01911	Prae.g_00082
OG0000191	Prad.g_01910	Prae.g_00083
OG0000192	Prad.g_01909	Prae.g_00084
OG0000193	Prad.g_01908	Prae.g_00085
OG0000194	Prad.g_01907	Prae.g_00086
OG0000195	Prad.g_01905	Prae.g_00088
OG0000196	Prad.g_01904	Prae.g_00089
OG0000197	Prad.g_01903	Prae.g_00090
OG0000198	Prad.g_01902	Prae.g_00091
OG0000199	Prad.g_01899	Prae.g_00094
OG0000200	Prad.g_01898	Prae.g_00095
OG0000201	Prad.g_01897	Prae.g_00096
OG0000202	Prad.g_01896	Prae.g_00097
OG0000203	Prad.g_01895	Prae.g_00098
OG0000204	Prad.g_01894	Prae.g_00099
OG0000205	Prad.g_01893	Prae.g_00100
OG0000206	Prad.g_01892	Prae.g_00101
OG0000207	Prad.g_01891	Prae.g_00102
OG0000208	Prad.g_01890	Prae.g_00103
OG0000209	Prad.g_01889	Prae.g_00104
OG0000210	Prad.g_01887	Prae.g_00105
OG0000211	Prad.g_01886	Prae.g_00106
OG0000212	Prad.g_01885	Prae.g_00107
OG0000213	Prad.g_01884	Prae.g_00108
OG0000214	Prad.g_01882	Prae.g_00110
OG0000215	Prad.g_01881	Prae.g_00111
OG0000216	Prad.g_01879	Prae.g_00113
OG0000217	Prad.g_01878	Prae.g_00115
OG0000218	Prad.g_01877	Prae.g_00116
OG0000219	Prad.g_01876	Prae.g_00117
OG0000220	Prad.g_01873	Prae.g_00120
OG0000221	Prad.g_01871	Prae.g_00122
OG0000222	Prad.g_01870	Prae.g_00123
OG0000223	Prad.g_01869	Prae.g_00124
OG0000224	Prad.g_01866	Prae.g_00127
OG0000225	Prad.g_01864	Prae.g_00129
OG0000226	Prad.g_01863	Prae.g_00130
OG0000227	Prad.g_01862	Prae.g_00131
OG0000228	Prad.g_01861	Prae.g_00132
OG0000229	Prad.g_01860	Prae.g_00133
OG0000230	Prad.g_01859	Prae.g_00134
OG0000231	Prad.g_01857	Prae.g_00136
OG0000232	Prad.g_01856	Prae.g_00137
OG0000233	Prad.g_01853	Prae.g_00140
OG0000234	Prad.g_01851	Prae.g_00142
OG0000235	Prad.g_01846	Prae.g_00148
OG0000236	Prad.g_01845	Prae.g_00149
OG0000237	Prad.g_01844	Prae.g_00150
OG0000238	Prad.g_01843	Prae.g_00151
OG0000239	Prad.g_01842	Prae.g_00152
OG0000240	Prad.g_01840	Prae.g_00154
OG0000241	Prad.g_01839	Prae.g_00155
OG0000242	Prad.g_01838	Prae.g_00156
OG0000243	Prad.g_01837	Prae.g_00157
OG0000244	Prad.g_01836	Prae.g_00158
OG0000245	Prad.g_01835	Prae.g_00159
OG0000246	Prad.g_01833	Prae.g_00161
OG0000247	Prad.g_01832	Prae.g_00162
OG0000248	Prad.g_01831	Prae.g_00163
OG0000249	Prad.g_01830	Prae.g_00164
OG0000250	Prad.g_01829	Prae.g_00165
OG0000251	Prad.g_01828	Prae.g_00166
OG0000252	Prad.g_01827	Prae.g_00167
OG0000253	Prad.g_01826	Prae.g_00168
OG0000254	Prad.g_01824	Prae.g_00170
OG0000255	Prad.g_01823	Prae.g_00171
OG0000256	Prad.g_01820	Prae.g_00174
OG0000257	Prad.g_01818	Prae.g_00176
OG0000258	Prad.g_01817	Prae.g_00177
OG0000259	Prad.g_01816	Prae.g_00178
OG0000260	Prad.g_01815	Prae.g_00179
OG0000261	Prad.g_01814	Prae.g_00180
OG0000262	Prad.g_01813	Prae.g_00181
OG0000263	Prad.g_01812	Prae.g_00182
OG0000264	Prad.g_01810	Prae.g_00184
OG0000265	Prad.g_01809	Prae.g_00185
OG0000266	Prad.g_01808	Prae.g_00186
OG0000267	Prad.g_01806	Prae.g_00188
OG0000268	Prad.g_01805	Prae.g_00189
OG0000269	Prad.g_01804	Prae.g_00190
OG0000270	Prad.g_01803	Prae.g_00191
OG0000271	Prad.g_01802	Prae.g_00192
OG0000272	Prad.g_01801	Prae.g_00193
OG0000273	Prad.g_01800	Prae.g_00194
OG0000274	Prad.g_01799	Prae.g_00195
OG0000275	Prad.g_01798	Prae.g_00196
OG0000276	Prad.g_01797	Prae.g_00197
OG0000277	Prad.g_01796	Prae.g_00198
OG0000278	Prad.g_01795	Prae.g_00199
OG0000279	Prad.g_01794	Prae.g_00200
OG0000280	Prad.g_01793	Prae.g_00201
OG0000281	Prad.g_01791	Prae.g_00203
OG0000282	Prad.g_01790	Prae.g_00204
OG0000283	Prad.g_01787	Prae.g_00207
OG0000284	Prad.g_01786	Prae.g_00208
OG0000285	Prad.g_01785	Prae.g_00209
OG0000286	Prad.g_01783	Prae.g_00211
OG0000287	Prad.g_01782	Prae.g_00212
OG0000288	Prad.g_01781	Prae.g_00213
OG0000289	Prad.g_01780	Prae.g_00214
OG0000290	Prad.g_01779	Prae.g_00215
OG0000291	Prad.g_01778	Prae.g_00216
OG0000292	Prad.g_01777	Prae.g_00217
OG0000293	Prad.g_01776	Prae.g_00218
OG0000294	Prad.g_01775	Prae.g_00219
OG0000295	Prad.g_01774	Prae.g_00220
OG0000296	Prad.g_01773	Prae.g_00221
OG0000297	Prad.g_01772	Prae.g_00222
OG0000298	Prad.g_01771	Prae.g_00223
OG0000299	Prad.g_01770	Prae.g_00224
OG0000300	Prad.g_01769	Prae.g_00225
OG0000301	Prad.g_01768	Prae.g_00226
OG0000302	Prad.g_01767	Prae.g_00227
OG0000303	Prad.g_01766	Prae.g_00228
OG0000304	Prad.g_01765	Prae.g_00229
OG0000305	Prad.g_01764	Prae.g_00230
OG0000306	Prad.g_01763	Prae.g_00231
OG0000307	Prad.g_01762	Prae.g_00232
OG0000308	Prad.g_01761	Prae.g_00233
OG0000309	Prad.g_01760	Prae.g_00234
OG0000310	Prad.g_01759	Prae.g_00235
OG0000311	Prad.g_01758	Prae.g_00236
OG0000312	Prad.g_01756	Prae.g_00238
OG0000313	Prad.g_01755	Prae.g_00239
OG0000314	Prad.g_01752	Prae.g_00242
OG0000315	Prad.g_01751	Prae.g_00243
OG0000316	Prad.g_01749	Prae.g_00245
OG0000317	Prad.g_01747	Prae.g_00247
OG0000318	Prad.g_01746	Prae.g_00248
OG0000319	Prad.g_01745	Prae.g_00249
OG0000320	Prad.g_01744	Prae.g_00250
OG0000321	Prad.g_01741	Prae.g_00253
OG0000322	Prad.g_01738	Prae.g_00256
OG0000323	Prad.g_01737	Prae.g_00257
OG0000324	Prad.g_01734	Prae.g_00260
OG0000325	Prad.g_01732	Prae.g_00262
OG0000326	Prad.g_01731	Prae.g_00263
OG0000327	Prad.g_01729	Prae.g_00265
OG0000328	Prad.g_01728	Prae.g_00266
OG0000329	Prad.g_01727	Prae.g_00267
OG0000330	Prad.g_01726	Prae.g_00268
OG0000331	Prad.g_01725	Prae.g_00269
OG0000332	Prad.g_01724	Prae.g_00270
OG0000333	Prad.g_01723	Prae.g_00271
OG0000334	Prad.g_01722	Prae.g_00272
OG0000335	Prad.g_01721	Prae.g_00273
OG0000336	Prad.g_01720	Prae.g_00274
OG0000337	Prad.g_01716	Prae.g_00276
OG0000338	Prad.g_01715	Prae.g_00277
OG0000339	Prad.g_01714	Prae.g_00278
OG0000340	Prad.g_01713	Prae.g_00279
OG0000341	Prad.g_01709	Prae.g_00283
OG0000342	Prad.g_01708	Prae.g_00284
OG0000343	Prad.g_01706	Prae.g_00286
OG0000344	Prad.g_01705	Prae.g_00287
OG0000345	Prad.g_01704	Prae.g_00288
OG0000346	Prad.g_01703	Prae.g_00289
OG0000347	Prad.g_01702	Prae.g_00290
OG0000348	Prad.g_01701	Prae.g_00291
OG0000349	Prad.g_01700	Prae.g_00292
OG0000350	Prad.g_01699	Prae.g_00293
OG0000351	Prad.g_01696	Prae.g_00296
OG0000352	Prad.g_01693	Prae.g_00299
OG0000353	Prad.g_01692	Prae.g_00300
OG0000354	Prad.g_01691	Prae.g_00301
OG0000355	Prad.g_01690	Prae.g_00302
OG0000356	Prad.g_01689	Prae.g_00303
OG0000357	Prad.g_01688	Prae.g_00304
OG0000358	Prad.g_01687	Prae.g_00305
OG0000359	Prad.g_01686	Prae.g_00306
OG0000360	Prad.g_01683	Prae.g_00309
OG0000361	Prad.g_01682	Prae.g_00310
OG0000362	Prad.g_01681	Prae.g_00311
OG0000363	Prad.g_01680	Prae.g_00312
OG0000364	Prad.g_01679	Prae.g_00313
OG0000365	Prad.g_01678	Prae.g_00314
OG0000366	Prad.g_01677	Prae.g_00315
OG0000367	Prad.g_01676	Prae.g_00316
OG0000368	Prad.g_01675	Prae.g_00317
OG0000369	Prad.g_01674	Prae.g_00318
OG0000370	Prad.g_01673	Prae.g_00319
OG0000371	Prad.g_01672	Prae.g_00320
OG0000372	Prad.g_01670	Prae.g_00322
OG0000373	Prad.g_01668	Prae.g_00324
OG0000374	Prad.g_01667	Prae.g_00325
OG0000375	Prad.g_01666	Prae.g_00326
OG0000376	Prad.g_01664	Prae.g_00328
OG0000377	Prad.g_01663	Prae.g_00329
OG0000378	Prad.g_01662	Prae.g_00330
OG0000379	Prad.g_01657	Prae.g_00335
OG0000380	Prad.g_01656	Prae.g_00336
OG0000381	Prad.g_01655	Prae.g_00337
OG0000382	Prad.g_01653	Prae.g_00338
OG0000383	Prad.g_01650	Prae.g_00341
OG0000384	Prad.g_01649	Prae.g_00342
OG0000385	Prad.g_01646	Prae.g_00344
OG0000386	Prad.g_01645	Prae.g_00345
OG0000387	Prad.g_01644	Prae.g_00346
OG0000388	Prad.g_01643	Prae.g_00347
OG0000389	Prad.g_01642	Prae.g_00348
OG0000390	Prad.g_00761	Prae.g_00349
OG0000391	Prad.g_00760	Prae.g_00350
OG0000392	Prad.g_00759	Prae.g_00351
OG0000393	Prad.g_00756	Prae.g_00354
OG0000394	Prad.g_00755	Prae.g_00355
OG0000395	Prad.g_00753	Prae.g_00357
OG0000396	Prad.g_00752	Prae.g_00358
OG0000397	Prad.g_00738	Prae.g_00371
OG0000398	Prad.g_00730	Prae.g_00379
OG0000399	Prad.g_00729	Prae.g_00380
OG0000400	Prad.g_00724	Prae.g_00385
OG0000401	Prad.g_00671	Prae.g_00405
OG0000402	Prad.g_00670	Prae.g_00406
OG0000403	Prad.g_00669	Prae.g_00407
OG0000404	Prad.g_00667	Prae.g_00409
OG0000405	Prad.g_00666	Prae.g_00410
OG0000406	Prad.g_00069	Prae.g_00412
OG0000407	Prad.g_00068	Prae.g_00413
OG0000408	Prad.g_00067	Prae.g_00414
OG0000409	Prad.g_00066	Prae.g_00415
OG0000410	Prad.g_00065	Prae.g_00416
OG0000411	Prad.g_00064	Prae.g_00417
OG0000412	Prad.g_00063	Prae.g_00418
OG0000413	Prad.g_00062	Prae.g_00419
OG0000414	Prad.g_00061	Prae.g_00420
OG0000415	Prad.g_00060	Prae.g_00421
OG0000416	Prad.g_00059	Prae.g_00422
OG0000417	Prad.g_00058	Prae.g_00423
OG0000418	Prad.g_00057	Prae.g_00424
OG0000419	Prad.g_00056	Prae.g_00425
OG0000420	Prad.g_00055	Prae.g_00426
OG0000421	Prad.g_00054	Prae.g_00427
OG0000422	Prad.g_00052	Prae.g_00429
OG0000423	Prad.g_00051	Prae.g_00430
OG0000424	Prad.g_00049	Prae.g_00432
OG0000425	Prad.g_00045	Prae.g_00435
OG0000426	Prad.g_00044	Prae.g_00436
OG0000427	Prad.g_00043	Prae.g_00437
OG0000428	Prad.g_00042	Prae.g_00438
OG0000429	Prad.g_00041	Prae.g_00439
OG0000430	Prad.g_00036	Prae.g_00445
OG0000431	Prad.g_00034	Prae.g_00447
OG0000432	Prad.g_00033	Prae.g_00448
OG0000433	Prad.g_00030	Prae.g_00451
OG0000434	Prad.g_00029	Prae.g_00452
OG0000435	Prad.g_00028	Prae.g_00453
OG0000436	Prad.g_00026	Prae.g_00455
OG0000437	Prad.g_00024	Prae.g_00457
OG0000438	Prad.g_00023	Prae.g_00458
OG0000439	Prad.g_00022	Prae.g_00459
OG0000440	Prad.g_00020	Prae.g_00461
OG0000441	Prad.g_00019	Prae.g_00462
OG0000442	Prad.g_00018	Prae.g_00463
OG0000443	Prad.g_00017	Prae.g_00464
OG0000444	Prad.g_00016	Prae.g_00465
OG0000445	Prad.g_00015	Prae.g_00466
OG0000446	Prad.g_00014	Prae.g_00467
OG0000447	Prad.g_00013	Prae.g_00468
OG0000448	Prad.g_00012	Prae.g_00469
OG0000449	Prad.g_00129	Prae.g_00474
OG0000450	Prad.g_00128	Prae.g_00475
OG0000451	Prad.g_00127	Prae.g_00476
OG0000452	Prad.g_00126	Prae.g_00477
OG0000453	Prad.g_00124	Prae.g_00479
OG0000454	Prad.g_00123	Prae.g_00480
OG0000455	Prad.g_00122	Prae.g_00481
OG0000456	Prad.g_00121	Prae.g_00482
OG0000457	Prad.g_00119	Prae.g_00484
OG0000458	Prad.g_00117	Prae.g_00486
OG0000459	Prad.g_00116	Prae.g_00487
OG0000460	Prad.g_00114	Prae.g_00489
OG0000461	Prad.g_00113	Prae.g_00490
OG0000462	Prad.g_00112	Prae.g_00491
OG0000463	Prad.g_00111	Prae.g_00492
OG0000464	Prad.g_00106	Prae.g_00497
OG0000465	Prad.g_00104	Prae.g_00499
OG0000466	Prad.g_00103	Prae.g_00500
OG0000467	Prad.g_00102	Prae.g_00501
OG0000468	Prad.g_00101	Prae.g_00502
OG0000469	Prad.g_00100	Prae.g_00503
OG0000470	Prad.g_00099	Prae.g_00504
OG0000471	Prad.g_00098	Prae.g_00505
OG0000472	Prad.g_00095	Prae.g_00509
OG0000473	Prad.g_00094	Prae.g_00510
OG0000474	Prad.g_00093	Prae.g_00511
OG0000475	Prad.g_00092	Prae.g_00512
OG0000476	Prad.g_00091	Prae.g_00513
OG0000477	Prad.g_01330	Prae.g_00515
OG0000478	Prad.g_01331	Prae.g_00516
OG0000479	Prad.g_01332	Prae.g_00517
OG0000480	Prad.g_01334	Prae.g_00519
OG0000481	Prad.g_01335	Prae.g_00520
OG0000482	Prad.g_01336	Prae.g_00521
OG0000483	Prad.g_01337	Prae.g_00522
OG0000484	Prad.g_01338	Prae.g_00523
OG0000485	Prad.g_01339	Prae.g_00524
OG0000486	Prad.g_01340	Prae.g_00525
OG0000487	Prad.g_01341	Prae.g_00526
OG0000488	Prad.g_01343	Prae.g_00528
OG0000489	Prad.g_01344	Prae.g_00529
OG0000490	Prad.g_01345	Prae.g_00530
OG0000491	Prad.g_01346	Prae.g_00531
OG0000492	Prad.g_01347	Prae.g_00532
OG0000493	Prad.g_01348	Prae.g_00533
OG0000494	Prad.g_01350	Prae.g_00535
OG0000495	Prad.g_01351	Prae.g_00536
OG0000496	Prad.g_01352	Prae.g_00537
OG0000497	Prad.g_01353	Prae.g_00538
OG0000498	Prad.g_01354	Prae.g_00539
OG0000499	Prad.g_01356	Prae.g_00541
OG0000500	Prad.g_01357	Prae.g_00542
OG0000501	Prad.g_01359	Prae.g_00544
OG0000502	Prad.g_01360	Prae.g_00545
OG0000503	Prad.g_01361	Prae.g_00546
OG0000504	Prad.g_01362	Prae.g_00547
OG0000505	Prad.g_01363	Prae.g_00548
OG0000506	Prad.g_01364	Prae.g_00549
OG0000507	Prad.g_01365	Prae.g_00550
OG0000508	Prad.g_01367	Prae.g_00552
OG0000509	Prad.g_01368	Prae.g_00553
OG0000510	Prad.g_01369	Prae.g_00554
OG0000511	Prad.g_01370	Prae.g_00555
OG0000512	Prad.g_01371	Prae.g_00556
OG0000513	Prad.g_01372	Prae.g_00557
OG0000514	Prad.g_01373	Prae.g_00558
OG0000515	Prad.g_01375	Prae.g_00560
OG0000516	Prad.g_01376	Prae.g_00561
OG0000517	Prad.g_01377	Prae.g_00562
OG0000518	Prad.g_01380	Prae.g_00565
OG0000519	Prad.g_01381	Prae.g_00566
OG0000520	Prad.g_01382	Prae.g_00567
OG0000521	Prad.g_01383	Prae.g_00568
OG0000522	Prad.g_01384	Prae.g_00569
OG0000523	Prad.g_01385	Prae.g_00570
OG0000524	Prad.g_01386	Prae.g_00571
OG0000525	Prad.g_01388	Prae.g_00573
OG0000526	Prad.g_01389	Prae.g_00574
OG0000527	Prad.g_01390	Prae.g_00575
OG0000528	Prad.g_01391	Prae.g_00576
OG0000529	Prad.g_01392	Prae.g_00577
OG0000530	Prad.g_01393	Prae.g_00578
OG0000531	Prad.g_01394	Prae.g_00579
OG0000532	Prad.g_01395	Prae.g_00580
OG0000533	Prad.g_01396	Prae.g_00581
OG0000534	Prad.g_01397	Prae.g_00582
OG0000535	Prad.g_01398	Prae.g_00583
OG0000536	Prad.g_01399	Prae.g_00584
OG0000537	Prad.g_01400	Prae.g_00585
OG0000538	Prad.g_01401	Prae.g_00586
OG0000539	Prad.g_01402	Prae.g_00587
OG0000540	Prad.g_01403	Prae.g_00588
OG0000541	Prad.g_01404	Prae.g_00589
OG0000542	Prad.g_01405	Prae.g_00590
OG0000543	Prad.g_01406	Prae.g_00591
OG0000544	Prad.g_01407	Prae.g_00592
OG0000545	Prad.g_01410	Prae.g_00595
OG0000546	Prad.g_01411	Prae.g_00596
OG0000547	Prad.g_01413	Prae.g_00598
OG0000548	Prad.g_01414	Prae.g_00599
OG0000549	Prad.g_01415	Prae.g_00600
OG0000550	Prad.g_01416	Prae.g_00601
OG0000551	Prad.g_01417	Prae.g_00602
OG0000552	Prad.g_01418	Prae.g_00603
OG0000553	Prad.g_01419	Prae.g_00604
OG0000554	Prad.g_01420	Prae.g_00605
OG0000555	Prad.g_01421	Prae.g_00606
OG0000556	Prad.g_01422	Prae.g_00607
OG0000557	Prad.g_01423	Prae.g_00608
OG0000558	Prad.g_01424	Prae.g_00609
OG0000559	Prad.g_01425	Prae.g_00610
OG0000560	Prad.g_01427	Prae.g_00612
OG0000561	Prad.g_01428	Prae.g_00613
OG0000562	Prad.g_01429	Prae.g_00614
OG0000563	Prad.g_01430	Prae.g_00615
OG0000564	Prad.g_01431	Prae.g_00616
OG0000565	Prad.g_01432	Prae.g_00617
OG0000566	Prad.g_01433	Prae.g_00618
OG0000567	Prad.g_01219	Prae.g_00619
OG0000568	Prad.g_01220	Prae.g_00620
OG0000569	Prad.g_01221	Prae.g_00621
OG0000570	Prad.g_01222	Prae.g_00622
