Orthogroup	Prad	Prbk
OG0000115	Prad.g_00186	Prbk.g_02324
OG0000116	Prad.g_00182	Prbk.g_02316
OG0000117	Prad.g_01021	Prbk.g_00059
OG0000118	Prad.g_00972	Prbk.g_02271
OG0000119	Prad.g_01526	Prbk.g_02197
OG0000120	Prad.g_01490	Prbk.g_00144
OG0000121	Prad.g_01471, Prad.g_01470	Prbk.g_00138
OG0000122	Prad.g_01451	Prbk.g_00185
OG0000123	Prad.g_01438	Prbk.g_00121
OG0000124	Prad.g_00076	Prbk.g_00066
OG0000125	Prad.g_00616	Prbk.g_01169
OG0000126	Prad.g_00594	Prbk.g_02052
OG0000127	Prad.g_00528	Prbk.g_00243
OG0000128	Prad.g_00514	Prbk.g_00260
OG0000129	Prad.g_00477	Prbk.g_01212
OG0000130	Prad.g_00943	Prbk.g_00913
OG0000131	Prad.g_00905	Prbk.g_01417
OG0000132	Prad.g_00902	Prbk.g_01414
OG0000133	Prad.g_00848	Prbk.g_00987
OG0000134	Prad.g_00812	Prbk.g_00950
OG0000135	Prad.g_00810	Prbk.g_00948
OG0000136	Prad.g_00766, Prad.g_01294	Prbk.g_00528
OG0000137	Prad.g_01615	Prbk.g_01540
OG0000138	Prad.g_01580	Prbk.g_02168
OG0000139	Prad.g_01553	Prbk.g_02252
OG0000140	Prad.g_01535	Prbk.g_02279
OG0000141	Prad.g_01534	Prbk.g_02280
OG0000142	Prad.g_01532	Prbk.g_02282
OG0000143	Prad.g_01531	Prbk.g_02283
OG0000144	Prad.g_01529	Prbk.g_02285
OG0000145	Prad.g_01528	Prbk.g_02287
OG0000146	Prad.g_01527	Prbk.g_02288
OG0000147	Prad.g_01976	Prbk.g_02289
OG0000148	Prad.g_01974	Prbk.g_02291
OG0000149	Prad.g_01972	Prbk.g_01639
OG0000150	Prad.g_01971	Prbk.g_01638
OG0000151	Prad.g_01970	Prbk.g_01633
OG0000152	Prad.g_01969	Prbk.g_01632
OG0000153	Prad.g_01968	Prbk.g_01631
OG0000154	Prad.g_01967	Prbk.g_01630
OG0000155	Prad.g_01966	Prbk.g_01629
OG0000156	Prad.g_01965	Prbk.g_01628
OG0000157	Prad.g_01964	Prbk.g_01627
OG0000158	Prad.g_01962	Prbk.g_01625
OG0000159	Prad.g_01961	Prbk.g_01624
OG0000160	Prad.g_01960	Prbk.g_01623
OG0000161	Prad.g_01959	Prbk.g_01622
OG0000162	Prad.g_01958	Prbk.g_01621
OG0000163	Prad.g_01957	Prbk.g_01619
OG0000164	Prad.g_01954	Prbk.g_01614
OG0000165	Prad.g_01951	Prbk.g_01609
OG0000166	Prad.g_01950	Prbk.g_01608
OG0000167	Prad.g_01949	Prbk.g_01607
OG0000168	Prad.g_01947	Prbk.g_01606
OG0000169	Prad.g_01945	Prbk.g_01604
OG0000170	Prad.g_01944	Prbk.g_02158
OG0000171	Prad.g_01943	Prbk.g_02156
OG0000172	Prad.g_01941	Prbk.g_02155
OG0000173	Prad.g_01940	Prbk.g_02148
OG0000174	Prad.g_01939	Prbk.g_02141
OG0000175	Prad.g_01938	Prbk.g_02133
OG0000176	Prad.g_01936	Prbk.g_02125
OG0000177	Prad.g_01935	Prbk.g_02124
OG0000178	Prad.g_01934	Prbk.g_02123
OG0000179	Prad.g_01929	Prbk.g_01326
OG0000180	Prad.g_01928	Prbk.g_01324
OG0000181	Prad.g_01927	Prbk.g_01323
OG0000182	Prad.g_01924	Prbk.g_01320
OG0000183	Prad.g_01923	Prbk.g_01319
OG0000184	Prad.g_01920	Prbk.g_01315
OG0000185	Prad.g_01916	Prbk.g_01309
OG0000186	Prad.g_01915	Prbk.g_01308
OG0000187	Prad.g_01914	Prbk.g_01665
OG0000188	Prad.g_01913	Prbk.g_01307
OG0000189	Prad.g_01912	Prbk.g_01304
OG0000190	Prad.g_01911	Prbk.g_01303
OG0000191	Prad.g_01910	Prbk.g_01302
OG0000192	Prad.g_01909	Prbk.g_01301
OG0000193	Prad.g_01908	Prbk.g_01300
OG0000194	Prad.g_01907	Prbk.g_01299
OG0000195	Prad.g_01905	Prbk.g_01295
OG0000196	Prad.g_01904	Prbk.g_01294
OG0000197	Prad.g_01903	Prbk.g_00035
OG0000198	Prad.g_01902	Prbk.g_00031
OG0000199	Prad.g_01899	Prbk.g_00026
OG0000200	Prad.g_01898	Prbk.g_00025
OG0000201	Prad.g_01897	Prbk.g_00024
OG0000202	Prad.g_01896	Prbk.g_00022
OG0000203	Prad.g_01895	Prbk.g_00021
OG0000204	Prad.g_01894	Prbk.g_00020
OG0000205	Prad.g_01893	Prbk.g_00018
OG0000206	Prad.g_01892	Prbk.g_00017
OG0000207	Prad.g_01891	Prbk.g_00016
OG0000208	Prad.g_01890	Prbk.g_00015
OG0000209	Prad.g_01889	Prbk.g_00014
OG0000210	Prad.g_01887	Prbk.g_00012
OG0000211	Prad.g_01886	Prbk.g_00011
OG0000212	Prad.g_01885	Prbk.g_00010
OG0000213	Prad.g_01884	Prbk.g_00007
OG0000214	Prad.g_01882	Prbk.g_00001
OG0000215	Prad.g_01881	Prbk.g_00190
OG0000216	Prad.g_01879	Prbk.g_00192
OG0000217	Prad.g_01878	Prbk.g_00194
OG0000218	Prad.g_01877	Prbk.g_00196
OG0000219	Prad.g_01876	Prbk.g_00197
OG0000220	Prad.g_01873	Prbk.g_00202
OG0000221	Prad.g_01871	Prbk.g_00207
OG0000222	Prad.g_01870	Prbk.g_00208
OG0000223	Prad.g_01869	Prbk.g_00209
OG0000224	Prad.g_01866	Prbk.g_00542
OG0000225	Prad.g_01864	Prbk.g_00544
OG0000226	Prad.g_01863	Prbk.g_00547
OG0000227	Prad.g_01862	Prbk.g_00549
OG0000228	Prad.g_01861	Prbk.g_00550
OG0000229	Prad.g_01860	Prbk.g_00551
OG0000230	Prad.g_01859	Prbk.g_00552
OG0000231	Prad.g_01857	Prbk.g_00554
OG0000232	Prad.g_01856	Prbk.g_00555
OG0000233	Prad.g_01853	Prbk.g_00560
OG0000234	Prad.g_01851	Prbk.g_00749
OG0000235	Prad.g_01846	Prbk.g_00751
OG0000236	Prad.g_01845	Prbk.g_00752
OG0000237	Prad.g_01844	Prbk.g_00753
OG0000238	Prad.g_01843	Prbk.g_00754
OG0000239	Prad.g_01842	Prbk.g_00755
OG0000240	Prad.g_01840	Prbk.g_00757
OG0000241	Prad.g_01839	Prbk.g_00758
OG0000242	Prad.g_01838	Prbk.g_00759
OG0000243	Prad.g_01837	Prbk.g_00760
OG0000244	Prad.g_01836	Prbk.g_00761
OG0000245	Prad.g_01835	Prbk.g_00763
OG0000246	Prad.g_01833	Prbk.g_00765
OG0000247	Prad.g_01832	Prbk.g_00766
OG0000248	Prad.g_01831	Prbk.g_00767
OG0000249	Prad.g_01830	Prbk.g_00768
OG0000250	Prad.g_01829	Prbk.g_00769
OG0000251	Prad.g_01828	Prbk.g_00770
OG0000252	Prad.g_01827	Prbk.g_00771
OG0000253	Prad.g_01826	Prbk.g_00772
OG0000254	Prad.g_01824	Prbk.g_00774
OG0000255	Prad.g_01823	Prbk.g_00775
OG0000256	Prad.g_01820	Prbk.g_00778
OG0000257	Prad.g_01818	Prbk.g_00779
OG0000258	Prad.g_01817	Prbk.g_00780
OG0000259	Prad.g_01816	Prbk.g_00781
OG0000260	Prad.g_01815	Prbk.g_00782
OG0000261	Prad.g_01814	Prbk.g_00783
OG0000262	Prad.g_01813	Prbk.g_00784
OG0000263	Prad.g_01812	Prbk.g_00785
OG0000264	Prad.g_01810	Prbk.g_02425
OG0000265	Prad.g_01809	Prbk.g_01283
OG0000266	Prad.g_01808	Prbk.g_01281
OG0000267	Prad.g_01806	Prbk.g_01277
OG0000268	Prad.g_01805	Prbk.g_01275
OG0000269	Prad.g_01804	Prbk.g_01272
OG0000270	Prad.g_01803	Prbk.g_01270
OG0000271	Prad.g_01802	Prbk.g_01267
OG0000272	Prad.g_01801	Prbk.g_01266
OG0000273	Prad.g_01800	Prbk.g_01263
OG0000274	Prad.g_01799	Prbk.g_01261
OG0000275	Prad.g_01798	Prbk.g_01260
OG0000276	Prad.g_01797	Prbk.g_01259
OG0000277	Prad.g_01796	Prbk.g_01258
OG0000278	Prad.g_01795	Prbk.g_01257
OG0000279	Prad.g_01794	Prbk.g_01256
OG0000280	Prad.g_01793	Prbk.g_01255
OG0000281	Prad.g_01791	Prbk.g_01253
OG0000282	Prad.g_01790	Prbk.g_01252
OG0000283	Prad.g_01787	Prbk.g_01245
OG0000284	Prad.g_01786	Prbk.g_01244
OG0000285	Prad.g_01785	Prbk.g_00631
OG0000286	Prad.g_01783	Prbk.g_00633
OG0000287	Prad.g_01782	Prbk.g_00686
OG0000288	Prad.g_01781	Prbk.g_00685
OG0000289	Prad.g_01780	Prbk.g_00683
OG0000290	Prad.g_01779	Prbk.g_00682
OG0000291	Prad.g_01778	Prbk.g_00680
OG0000292	Prad.g_01777	Prbk.g_00670
OG0000293	Prad.g_01776	Prbk.g_00669
OG0000294	Prad.g_01775	Prbk.g_00668
OG0000295	Prad.g_01774	Prbk.g_00662
OG0000296	Prad.g_01773	Prbk.g_00661
OG0000297	Prad.g_01772	Prbk.g_00658
OG0000298	Prad.g_01771	Prbk.g_00657
OG0000299	Prad.g_01770	Prbk.g_00656
OG0000300	Prad.g_01769	Prbk.g_00655
OG0000301	Prad.g_01768	Prbk.g_00654
OG0000302	Prad.g_01767	Prbk.g_00653
OG0000303	Prad.g_01766	Prbk.g_00652
OG0000304	Prad.g_01765	Prbk.g_00650
OG0000305	Prad.g_01764	Prbk.g_00649
OG0000306	Prad.g_01763	Prbk.g_00648
OG0000307	Prad.g_01762	Prbk.g_01364
OG0000308	Prad.g_01761	Prbk.g_01136
OG0000309	Prad.g_01760	Prbk.g_01135
OG0000310	Prad.g_01759	Prbk.g_01134
OG0000311	Prad.g_01758	Prbk.g_01368
OG0000312	Prad.g_01756	Prbk.g_01369
OG0000313	Prad.g_01755	Prbk.g_01521
OG0000314	Prad.g_01752	Prbk.g_01515
OG0000315	Prad.g_01751	Prbk.g_01514
OG0000316	Prad.g_01749	Prbk.g_01900
OG0000317	Prad.g_01747	Prbk.g_01012
OG0000318	Prad.g_01746	Prbk.g_01011
OG0000319	Prad.g_01745	Prbk.g_01010
OG0000320	Prad.g_01744	Prbk.g_01008
OG0000321	Prad.g_01741	Prbk.g_01003
OG0000322	Prad.g_01738	Prbk.g_00371
OG0000323	Prad.g_01737	Prbk.g_00372
OG0000324	Prad.g_01734	Prbk.g_00374
OG0000325	Prad.g_01732	Prbk.g_00376
OG0000326	Prad.g_01731	Prbk.g_00378
OG0000327	Prad.g_01729	Prbk.g_00384
OG0000328	Prad.g_01728	Prbk.g_01365
OG0000329	Prad.g_01727	Prbk.g_00397
OG0000330	Prad.g_01726	Prbk.g_00398
OG0000331	Prad.g_01725	Prbk.g_00400
OG0000332	Prad.g_01724	Prbk.g_00401
OG0000333	Prad.g_01723	Prbk.g_00402
OG0000334	Prad.g_01722	Prbk.g_00403
OG0000335	Prad.g_01721	Prbk.g_00404
OG0000336	Prad.g_01720	Prbk.g_00406
OG0000337	Prad.g_01716	Prbk.g_00411
OG0000338	Prad.g_01715	Prbk.g_00412
OG0000339	Prad.g_01714	Prbk.g_00413
OG0000340	Prad.g_01713	Prbk.g_00415
OG0000341	Prad.g_01709	Prbk.g_00420
OG0000342	Prad.g_01708	Prbk.g_00421
OG0000343	Prad.g_01706	Prbk.g_00423
OG0000344	Prad.g_01705	Prbk.g_00425
OG0000345	Prad.g_01704	Prbk.g_00426
OG0000346	Prad.g_01703	Prbk.g_00427
OG0000347	Prad.g_01702	Prbk.g_00428
OG0000348	Prad.g_01701	Prbk.g_00429
OG0000349	Prad.g_01700	Prbk.g_00430
OG0000350	Prad.g_01699	Prbk.g_00431
OG0000351	Prad.g_01696	Prbk.g_00435
OG0000352	Prad.g_01693	Prbk.g_00439
OG0000353	Prad.g_01692	Prbk.g_00442
OG0000354	Prad.g_01691	Prbk.g_00443
OG0000355	Prad.g_01690	Prbk.g_00444
OG0000356	Prad.g_01689	Prbk.g_00449
OG0000357	Prad.g_01688	Prbk.g_00450
OG0000358	Prad.g_01687	Prbk.g_00451
OG0000359	Prad.g_01686	Prbk.g_00453
OG0000360	Prad.g_01683	Prbk.g_00456
OG0000361	Prad.g_01682	Prbk.g_00457
OG0000362	Prad.g_01681	Prbk.g_00458
OG0000363	Prad.g_01680	Prbk.g_00460
OG0000364	Prad.g_01679	Prbk.g_00461
OG0000365	Prad.g_01678	Prbk.g_00462
OG0000366	Prad.g_01677	Prbk.g_00463
OG0000367	Prad.g_01676	Prbk.g_00464
OG0000368	Prad.g_01675	Prbk.g_00465
OG0000369	Prad.g_01674	Prbk.g_00466
OG0000370	Prad.g_01673	Prbk.g_00467
OG0000371	Prad.g_01672	Prbk.g_00468
OG0000372	Prad.g_01670	Prbk.g_00471
OG0000373	Prad.g_01668	Prbk.g_00481
OG0000374	Prad.g_01667	Prbk.g_00483
OG0000375	Prad.g_01666	Prbk.g_00492
OG0000376	Prad.g_01664	Prbk.g_00853
OG0000377	Prad.g_01663	Prbk.g_00860
OG0000378	Prad.g_01662	Prbk.g_00861
OG0000379	Prad.g_01657	Prbk.g_00871
OG0000380	Prad.g_01656	Prbk.g_00873
OG0000381	Prad.g_01655	Prbk.g_00874
OG0000382	Prad.g_01653	Prbk.g_00876
OG0000383	Prad.g_01650	Prbk.g_00881
OG0000384	Prad.g_01649	Prbk.g_00882
OG0000385	Prad.g_01646	Prbk.g_00888
OG0000386	Prad.g_01645	Prbk.g_00889
OG0000387	Prad.g_01644	Prbk.g_00890
OG0000388	Prad.g_01643	Prbk.g_00891
OG0000389	Prad.g_01642	Prbk.g_00892
OG0000390	Prad.g_00761	Prbk.g_00893
OG0000391	Prad.g_00760	Prbk.g_00894
OG0000392	Prad.g_00759	Prbk.g_00895
OG0000393	Prad.g_00756	Prbk.g_00365
OG0000394	Prad.g_00755	Prbk.g_00364
OG0000395	Prad.g_00753	Prbk.g_00360
OG0000396	Prad.g_00752	Prbk.g_02556
OG0000397	Prad.g_00738	Prbk.g_01321
OG0000398	Prad.g_00730	Prbk.g_00924
OG0000399	Prad.g_00729	Prbk.g_01693
OG0000400	Prad.g_00724	Prbk.g_01902
OG0000401	Prad.g_00671	Prbk.g_00352
OG0000402	Prad.g_00670	Prbk.g_00351
OG0000403	Prad.g_00669	Prbk.g_00339
OG0000404	Prad.g_00667	Prbk.g_00329
OG0000405	Prad.g_00666	Prbk.g_00328
OG0000406	Prad.g_00069	Prbk.g_00326
OG0000407	Prad.g_00068	Prbk.g_00325
OG0000408	Prad.g_00067	Prbk.g_00324
OG0000409	Prad.g_00066	Prbk.g_00323
OG0000410	Prad.g_00065	Prbk.g_00321
OG0000411	Prad.g_00064	Prbk.g_00320
OG0000412	Prad.g_00063	Prbk.g_00319
OG0000413	Prad.g_00062	Prbk.g_00318
OG0000414	Prad.g_00061	Prbk.g_00317
OG0000415	Prad.g_00060	Prbk.g_00316
OG0000416	Prad.g_00059	Prbk.g_00315
OG0000417	Prad.g_00058	Prbk.g_00311
OG0000418	Prad.g_00057	Prbk.g_00310
OG0000419	Prad.g_00056	Prbk.g_00309
OG0000420	Prad.g_00055	Prbk.g_00308
OG0000421	Prad.g_00054	Prbk.g_00301
OG0000422	Prad.g_00052	Prbk.g_00299
OG0000423	Prad.g_00051	Prbk.g_00298
OG0000424	Prad.g_00049	Prbk.g_00295
OG0000425	Prad.g_00045	Prbk.g_02088
OG0000426	Prad.g_00044	Prbk.g_02089
OG0000427	Prad.g_00043	Prbk.g_02092
OG0000428	Prad.g_00042	Prbk.g_02105
OG0000429	Prad.g_00041	Prbk.g_02107
OG0000430	Prad.g_00036	Prbk.g_02109
OG0000431	Prad.g_00034	Prbk.g_02111
OG0000432	Prad.g_00033	Prbk.g_02112
OG0000433	Prad.g_00030	Prbk.g_02053
OG0000434	Prad.g_00029	Prbk.g_02056
OG0000435	Prad.g_00028	Prbk.g_02060
OG0000436	Prad.g_00026	Prbk.g_02062
OG0000437	Prad.g_00024	Prbk.g_02064
OG0000438	Prad.g_00023	Prbk.g_02065
OG0000439	Prad.g_00022	Prbk.g_02066
OG0000440	Prad.g_00020	Prbk.g_02069
OG0000441	Prad.g_00019	Prbk.g_02071
OG0000442	Prad.g_00018	Prbk.g_02072
OG0000443	Prad.g_00017	Prbk.g_02073
OG0000444	Prad.g_00016	Prbk.g_02074
OG0000445	Prad.g_00015	Prbk.g_02075
OG0000446	Prad.g_00014	Prbk.g_02076
OG0000447	Prad.g_00013	Prbk.g_02077
OG0000448	Prad.g_00012	Prbk.g_02078
OG0000449	Prad.g_00129	Prbk.g_01865
OG0000450	Prad.g_00128	Prbk.g_01041
OG0000451	Prad.g_00127	Prbk.g_01042
OG0000452	Prad.g_00126	Prbk.g_01043
OG0000453	Prad.g_00124	Prbk.g_01046
OG0000454	Prad.g_00123	Prbk.g_01047
OG0000455	Prad.g_00122	Prbk.g_01048
OG0000456	Prad.g_00121	Prbk.g_01049
OG0000457	Prad.g_00119	Prbk.g_01050
OG0000458	Prad.g_00117	Prbk.g_01051
OG0000459	Prad.g_00116	Prbk.g_01052
OG0000460	Prad.g_00114	Prbk.g_01054
OG0000461	Prad.g_00113	Prbk.g_01055
OG0000462	Prad.g_00112	Prbk.g_01056
OG0000463	Prad.g_00111	Prbk.g_01061
OG0000464	Prad.g_00106	Prbk.g_01066
OG0000465	Prad.g_00104	Prbk.g_01067
OG0000466	Prad.g_00103	Prbk.g_01068
OG0000467	Prad.g_00102	Prbk.g_01070
OG0000468	Prad.g_00101	Prbk.g_01071
OG0000469	Prad.g_00100	Prbk.g_01076
OG0000470	Prad.g_00099	Prbk.g_01965
OG0000471	Prad.g_00098	Prbk.g_01772
OG0000472	Prad.g_00095	Prbk.g_01081
OG0000473	Prad.g_00094	Prbk.g_01083
OG0000474	Prad.g_00093	Prbk.g_01085
OG0000475	Prad.g_00092	Prbk.g_01086
OG0000476	Prad.g_00091	Prbk.g_01092
OG0000477	Prad.g_01330	Prbk.g_01095
OG0000478	Prad.g_01331	Prbk.g_01097
OG0000479	Prad.g_01332	Prbk.g_01099
OG0000480	Prad.g_01334	Prbk.g_02686
OG0000481	Prad.g_01335	Prbk.g_01898
OG0000482	Prad.g_01336	Prbk.g_01897
OG0000483	Prad.g_01337	Prbk.g_01895
OG0000484	Prad.g_01338	Prbk.g_01894
OG0000485	Prad.g_01339	Prbk.g_01893
OG0000486	Prad.g_01340	Prbk.g_01892
OG0000487	Prad.g_01341	Prbk.g_01891
OG0000488	Prad.g_01343	Prbk.g_01889
OG0000489	Prad.g_01344	Prbk.g_01888
OG0000490	Prad.g_01345	Prbk.g_01887
OG0000491	Prad.g_01346	Prbk.g_01886
OG0000492	Prad.g_01347	Prbk.g_01885
OG0000493	Prad.g_01348	Prbk.g_01884
OG0000494	Prad.g_01350	Prbk.g_01882
OG0000495	Prad.g_01351	Prbk.g_01881
OG0000496	Prad.g_01352	Prbk.g_01879
OG0000497	Prad.g_01353	Prbk.g_01877
OG0000498	Prad.g_01354	Prbk.g_01876
OG0000499	Prad.g_01356	Prbk.g_01874
OG0000500	Prad.g_01357	Prbk.g_01873
OG0000501	Prad.g_01359	Prbk.g_01104
OG0000502	Prad.g_01360	Prbk.g_01105
OG0000503	Prad.g_01361	Prbk.g_01106
OG0000504	Prad.g_01362	Prbk.g_01108
OG0000505	Prad.g_01363	Prbk.g_01109
OG0000506	Prad.g_01364	Prbk.g_01110
OG0000507	Prad.g_01365	Prbk.g_01111
OG0000508	Prad.g_01367	Prbk.g_01115
OG0000509	Prad.g_01368	Prbk.g_01116
OG0000510	Prad.g_01369	Prbk.g_01117
OG0000511	Prad.g_01370	Prbk.g_01118
OG0000512	Prad.g_01371	Prbk.g_01119
OG0000513	Prad.g_01372	Prbk.g_01120
OG0000514	Prad.g_01373	Prbk.g_01121
OG0000515	Prad.g_01375	Prbk.g_01124
OG0000516	Prad.g_01376	Prbk.g_01125
OG0000517	Prad.g_01377	Prbk.g_01126
OG0000518	Prad.g_01380	Prbk.g_01130
OG0000519	Prad.g_01381	Prbk.g_01131
OG0000520	Prad.g_01382	Prbk.g_01132
OG0000521	Prad.g_01383	Prbk.g_01133
OG0000522	Prad.g_01384	Prbk.g_01139
OG0000523	Prad.g_01385	Prbk.g_01140
OG0000524	Prad.g_01386	Prbk.g_01141
OG0000525	Prad.g_01388	Prbk.g_01143
OG0000526	Prad.g_01389	Prbk.g_01144
OG0000527	Prad.g_01390	Prbk.g_01145
OG0000528	Prad.g_01391	Prbk.g_01146
OG0000529	Prad.g_01392	Prbk.g_01147
OG0000530	Prad.g_01393	Prbk.g_01148
OG0000531	Prad.g_01394	Prbk.g_01151
OG0000532	Prad.g_01395	Prbk.g_01153
OG0000533	Prad.g_01396	Prbk.g_01154
OG0000534	Prad.g_01397	Prbk.g_01155
OG0000535	Prad.g_01398	Prbk.g_01156
OG0000536	Prad.g_01399	Prbk.g_01157
OG0000537	Prad.g_01400	Prbk.g_01158
OG0000538	Prad.g_01401	Prbk.g_01159
OG0000539	Prad.g_01402	Prbk.g_01161
OG0000540	Prad.g_01403	Prbk.g_01163
OG0000541	Prad.g_01404	Prbk.g_02602
OG0000542	Prad.g_01405	Prbk.g_02603
OG0000543	Prad.g_01406	Prbk.g_02604
OG0000544	Prad.g_01407	Prbk.g_02605
OG0000545	Prad.g_01410	Prbk.g_02608
OG0000546	Prad.g_01411	Prbk.g_02609
OG0000547	Prad.g_01413	Prbk.g_02611
OG0000548	Prad.g_01414	Prbk.g_02616
OG0000549	Prad.g_01415	Prbk.g_02617
OG0000550	Prad.g_01416	Prbk.g_02618
OG0000551	Prad.g_01417	Prbk.g_02621
OG0000552	Prad.g_01418	Prbk.g_02623
OG0000553	Prad.g_01419	Prbk.g_02624
OG0000554	Prad.g_01420	Prbk.g_02626
OG0000555	Prad.g_01421	Prbk.g_02627
OG0000556	Prad.g_01422	Prbk.g_02628
OG0000557	Prad.g_01423	Prbk.g_02629
OG0000558	Prad.g_01424	Prbk.g_02631
OG0000559	Prad.g_01425	Prbk.g_02632
OG0000560	Prad.g_01427	Prbk.g_02634
OG0000561	Prad.g_01428	Prbk.g_02635
OG0000562	Prad.g_01429	Prbk.g_02637
OG0000563	Prad.g_01430	Prbk.g_02638
OG0000564	Prad.g_01431	Prbk.g_02639
OG0000565	Prad.g_01432	Prbk.g_02647
OG0000566	Prad.g_01433	Prbk.g_02648
OG0000567	Prad.g_01219	Prbk.g_02649
OG0000568	Prad.g_01220	Prbk.g_02650
OG0000569	Prad.g_01221	Prbk.g_02651
OG0000570	Prad.g_01222	Prbk.g_02654
OG0000571	Prad.g_01223	Prbk.g_02655
OG0000572	Prad.g_01224	Prbk.g_02656
OG0000573	Prad.g_01227	Prbk.g_00738
OG0000574	Prad.g_01228	Prbk.g_00729
OG0000575	Prad.g_01229	Prbk.g_00728
