Orthogroup	Prad	Praj
OG0000160	Prad.g_01960	Praj.g_00026
OG0000161	Prad.g_01959	Praj.g_00027
OG0000162	Prad.g_01958	Praj.g_00028
OG0000163	Prad.g_01957	Praj.g_00029
OG0000164	Prad.g_01954	Praj.g_00032
OG0000165	Prad.g_01951	Praj.g_00034
OG0000166	Prad.g_01950	Praj.g_00035
OG0000167	Prad.g_01949	Praj.g_00036
OG0000168	Prad.g_01947	Praj.g_00044
OG0000169	Prad.g_01945	Praj.g_00046
OG0000170	Prad.g_01944	Praj.g_00047
OG0000171	Prad.g_01943	Praj.g_00048
OG0000172	Prad.g_01941	Praj.g_00049
OG0000173	Prad.g_01940	Praj.g_00050
OG0000174	Prad.g_01939	Praj.g_00051
OG0000175	Prad.g_01938	Praj.g_00052
OG0000176	Prad.g_01936	Praj.g_00054
OG0000177	Prad.g_01935	Praj.g_00055
OG0000178	Prad.g_01934	Praj.g_00056
OG0000179	Prad.g_01929	Praj.g_00102
OG0000180	Prad.g_01928	Praj.g_00103
OG0000181	Prad.g_01927	Praj.g_00104
OG0000182	Prad.g_01924	Praj.g_00107
OG0000183	Prad.g_01923	Praj.g_00108
OG0000184	Prad.g_01920	Praj.g_00111
OG0000185	Prad.g_01916	Praj.g_00115
OG0000186	Prad.g_01915	Praj.g_00116
OG0000187	Prad.g_01914	Praj.g_00117
OG0000188	Prad.g_01913	Praj.g_00118
OG0000189	Prad.g_01912	Praj.g_00119
OG0000190	Prad.g_01911	Praj.g_00120
OG0000191	Prad.g_01910	Praj.g_00121
OG0000192	Prad.g_01909	Praj.g_00122
OG0000193	Prad.g_01908	Praj.g_00123
OG0000194	Prad.g_01907	Praj.g_00124
OG0000195	Prad.g_01905	Praj.g_00126
OG0000196	Prad.g_01904	Praj.g_00127
OG0000197	Prad.g_01903	Praj.g_00128
OG0000198	Prad.g_01902	Praj.g_00129
OG0000199	Prad.g_01899	Praj.g_00132
OG0000200	Prad.g_01898	Praj.g_00133
OG0000201	Prad.g_01897	Praj.g_00134
OG0000202	Prad.g_01896	Praj.g_00135
OG0000203	Prad.g_01895	Praj.g_00136
OG0000204	Prad.g_01894	Praj.g_00137
OG0000205	Prad.g_01893	Praj.g_00139
OG0000206	Prad.g_01892	Praj.g_00140
OG0000207	Prad.g_01891	Praj.g_00141
OG0000208	Prad.g_01890	Praj.g_00142
OG0000209	Prad.g_01889	Praj.g_00143
OG0000210	Prad.g_01887	Praj.g_00144
OG0000211	Prad.g_01886	Praj.g_00145
OG0000212	Prad.g_01885	Praj.g_00146
OG0000213	Prad.g_01884	Praj.g_00147
OG0000214	Prad.g_01882	Praj.g_00151
OG0000215	Prad.g_01881	Praj.g_00152
OG0000216	Prad.g_01879	Praj.g_00154
OG0000217	Prad.g_01878	Praj.g_00156
OG0000218	Prad.g_01877	Praj.g_00157
OG0000219	Prad.g_01876	Praj.g_00158
OG0000220	Prad.g_01873	Praj.g_00160
OG0000221	Prad.g_01871	Praj.g_00163
OG0000222	Prad.g_01870	Praj.g_00164
OG0000223	Prad.g_01869	Praj.g_00165
OG0000224	Prad.g_01866	Praj.g_00168
OG0000225	Prad.g_01864	Praj.g_00170
OG0000226	Prad.g_01863	Praj.g_00172
OG0000227	Prad.g_01862	Praj.g_00173
OG0000228	Prad.g_01861	Praj.g_00174
OG0000229	Prad.g_01860	Praj.g_00175
OG0000230	Prad.g_01859	Praj.g_00176
OG0000231	Prad.g_01857	Praj.g_01057
OG0000232	Prad.g_01856	Praj.g_00177
OG0000233	Prad.g_01853	Praj.g_00180
OG0000234	Prad.g_01851	Praj.g_00183
OG0000235	Prad.g_01846	Praj.g_00185
OG0000236	Prad.g_01845	Praj.g_00186
OG0000237	Prad.g_01844	Praj.g_00187
OG0000238	Prad.g_01843	Praj.g_00188
OG0000239	Prad.g_01842	Praj.g_00189
OG0000240	Prad.g_01840	Praj.g_00191
OG0000241	Prad.g_01839	Praj.g_00192
OG0000242	Prad.g_01838	Praj.g_00193
OG0000243	Prad.g_01837	Praj.g_00194
OG0000244	Prad.g_01836	Praj.g_00195
OG0000245	Prad.g_01835	Praj.g_00196
OG0000246	Prad.g_01833	Praj.g_00198
OG0000247	Prad.g_01832	Praj.g_00199
OG0000248	Prad.g_01831	Praj.g_00200
OG0000249	Prad.g_01830	Praj.g_00201
OG0000250	Prad.g_01829	Praj.g_00202
OG0000251	Prad.g_01828	Praj.g_00203
OG0000252	Prad.g_01827	Praj.g_00204
OG0000253	Prad.g_01826	Praj.g_00205
OG0000254	Prad.g_01824	Praj.g_00207
OG0000255	Prad.g_01823	Praj.g_00208
OG0000256	Prad.g_01820	Praj.g_00211
OG0000257	Prad.g_01818	Praj.g_00212
OG0000258	Prad.g_01817	Praj.g_00213
OG0000259	Prad.g_01816	Praj.g_00214
OG0000260	Prad.g_01815	Praj.g_00215
OG0000261	Prad.g_01814	Praj.g_00216
OG0000262	Prad.g_01813	Praj.g_00217
OG0000263	Prad.g_01812	Praj.g_00218
OG0000264	Prad.g_01810	Praj.g_00220
OG0000265	Prad.g_01809	Praj.g_00221
OG0000266	Prad.g_01808	Praj.g_00222
OG0000267	Prad.g_01806	Praj.g_00224
OG0000268	Prad.g_01805	Praj.g_00226
OG0000269	Prad.g_01804	Praj.g_00227
OG0000270	Prad.g_01803	Praj.g_00228
OG0000271	Prad.g_01802	Praj.g_00229
OG0000272	Prad.g_01801	Praj.g_00230
OG0000273	Prad.g_01800	Praj.g_00231
OG0000274	Prad.g_01799	Praj.g_00232
OG0000275	Prad.g_01798	Praj.g_00233
OG0000276	Prad.g_01797	Praj.g_00234
OG0000277	Prad.g_01796	Praj.g_00235
OG0000278	Prad.g_01795	Praj.g_00236
OG0000279	Prad.g_01794	Praj.g_00237
OG0000280	Prad.g_01793	Praj.g_00238
OG0000281	Prad.g_01791	Praj.g_00240
OG0000282	Prad.g_01790	Praj.g_00241
OG0000283	Prad.g_01787	Praj.g_00243
OG0000284	Prad.g_01786	Praj.g_00244
OG0000285	Prad.g_01785	Praj.g_00245
OG0000286	Prad.g_01783	Praj.g_00247
OG0000287	Prad.g_01782	Praj.g_00248
OG0000288	Prad.g_01781	Praj.g_00249
OG0000289	Prad.g_01780	Praj.g_00250
OG0000290	Prad.g_01779	Praj.g_00251
OG0000291	Prad.g_01778	Praj.g_00252
OG0000292	Prad.g_01777	Praj.g_00253
OG0000293	Prad.g_01776	Praj.g_00254
OG0000294	Prad.g_01775	Praj.g_00255
OG0000295	Prad.g_01774	Praj.g_00256
OG0000296	Prad.g_01773	Praj.g_00257
OG0000297	Prad.g_01772	Praj.g_00258
OG0000298	Prad.g_01771	Praj.g_00259
OG0000299	Prad.g_01770	Praj.g_00260
OG0000300	Prad.g_01769	Praj.g_00261
OG0000301	Prad.g_01768	Praj.g_00262
OG0000302	Prad.g_01767	Praj.g_00263
OG0000303	Prad.g_01766	Praj.g_00264
OG0000304	Prad.g_01765	Praj.g_00265
OG0000305	Prad.g_01764	Praj.g_00266
OG0000306	Prad.g_01763	Praj.g_00267
OG0000307	Prad.g_01762	Praj.g_00268
OG0000308	Prad.g_01761	Praj.g_00269
OG0000309	Prad.g_01760	Praj.g_00270
OG0000310	Prad.g_01759	Praj.g_00271
OG0000311	Prad.g_01758	Praj.g_00273
OG0000312	Prad.g_01756	Praj.g_00275
OG0000313	Prad.g_01755	Praj.g_00276
OG0000314	Prad.g_01752	Praj.g_00280
OG0000315	Prad.g_01751	Praj.g_00281
OG0000316	Prad.g_01749	Praj.g_00283
OG0000317	Prad.g_01747	Praj.g_00285
OG0000318	Prad.g_01746	Praj.g_00286
OG0000319	Prad.g_01745	Praj.g_00287
OG0000320	Prad.g_01744	Praj.g_00288
OG0000321	Prad.g_01741	Praj.g_00289
OG0000322	Prad.g_01738	Praj.g_00292
OG0000323	Prad.g_01737	Praj.g_00293
OG0000324	Prad.g_01734	Praj.g_00296
OG0000325	Prad.g_01732	Praj.g_00297
OG0000326	Prad.g_01731	Praj.g_00298
OG0000327	Prad.g_01729	Praj.g_00299
OG0000328	Prad.g_01728	Praj.g_00300
OG0000329	Prad.g_01727	Praj.g_00301
OG0000330	Prad.g_01726	Praj.g_00302
OG0000331	Prad.g_01725	Praj.g_00303
OG0000332	Prad.g_01724	Praj.g_00304
OG0000333	Prad.g_01723	Praj.g_00305
OG0000334	Prad.g_01722	Praj.g_00306
OG0000335	Prad.g_01721	Praj.g_00307
OG0000336	Prad.g_01720	Praj.g_00309
OG0000337	Prad.g_01716	Praj.g_00311
OG0000338	Prad.g_01715	Praj.g_00312
OG0000339	Prad.g_01714	Praj.g_00313
OG0000340	Prad.g_01713	Praj.g_00314
OG0000341	Prad.g_01709	Praj.g_00318
OG0000342	Prad.g_01708	Praj.g_00319
OG0000343	Prad.g_01706	Praj.g_00321
OG0000344	Prad.g_01705	Praj.g_00322
OG0000345	Prad.g_01704	Praj.g_00323
OG0000346	Prad.g_01703	Praj.g_00324
OG0000347	Prad.g_01702	Praj.g_00325
OG0000348	Prad.g_01701	Praj.g_00326
OG0000349	Prad.g_01700	Praj.g_00327
OG0000350	Prad.g_01699	Praj.g_00328
OG0000351	Prad.g_01696	Praj.g_00330
OG0000352	Prad.g_01693	Praj.g_00333
OG0000353	Prad.g_01692	Praj.g_00334
OG0000354	Prad.g_01691	Praj.g_00335
OG0000355	Prad.g_01690	Praj.g_00336
OG0000356	Prad.g_01689	Praj.g_00337
OG0000357	Prad.g_01688	Praj.g_00338
OG0000358	Prad.g_01687	Praj.g_00339
OG0000359	Prad.g_01686	Praj.g_00340
OG0000360	Prad.g_01683	Praj.g_00343
OG0000361	Prad.g_01682	Praj.g_00344
OG0000362	Prad.g_01681	Praj.g_00345
OG0000363	Prad.g_01680	Praj.g_00346
OG0000364	Prad.g_01679	Praj.g_00347
OG0000365	Prad.g_01678	Praj.g_00348
OG0000366	Prad.g_01677	Praj.g_00349
OG0000367	Prad.g_01676	Praj.g_00350
OG0000368	Prad.g_01675	Praj.g_00351
OG0000369	Prad.g_01674	Praj.g_00352
OG0000370	Prad.g_01673	Praj.g_00353
OG0000371	Prad.g_01672	Praj.g_00354
OG0000372	Prad.g_01670	Praj.g_00356
OG0000373	Prad.g_01668	Praj.g_00358
OG0000374	Prad.g_01667	Praj.g_00359
OG0000375	Prad.g_01666	Praj.g_00360
OG0000376	Prad.g_01664	Praj.g_00362
OG0000377	Prad.g_01663	Praj.g_00368
OG0000378	Prad.g_01662	Praj.g_00724
OG0000379	Prad.g_01657	Praj.g_00380
OG0000380	Prad.g_01656	Praj.g_00382
OG0000381	Prad.g_01655	Praj.g_00383
OG0000382	Prad.g_01653	Praj.g_00384
OG0000383	Prad.g_01650	Praj.g_00387
OG0000384	Prad.g_01649	Praj.g_00388
OG0000385	Prad.g_01646	Praj.g_00390
OG0000386	Prad.g_01645	Praj.g_00391
OG0000387	Prad.g_01644	Praj.g_00392
OG0000388	Prad.g_01643	Praj.g_00393
OG0000389	Prad.g_01642	Praj.g_00394
OG0000390	Prad.g_00761	Praj.g_00395
OG0000391	Prad.g_00760	Praj.g_00396
OG0000392	Prad.g_00759	Praj.g_00397
OG0000393	Prad.g_00756	Praj.g_00402
OG0000394	Prad.g_00755	Praj.g_00403
OG0000395	Prad.g_00753	Praj.g_00406
OG0000396	Prad.g_00752	Praj.g_00824
OG0000397	Prad.g_00738	Praj.g_01049
OG0000398	Prad.g_00730	Praj.g_01081
OG0000399	Prad.g_00729	Praj.g_01244
OG0000400	Prad.g_00724	Praj.g_01869
OG0000401	Prad.g_00671	Praj.g_00425
OG0000402	Prad.g_00670	Praj.g_00426
OG0000403	Prad.g_00669	Praj.g_00427
OG0000404	Prad.g_00667	Praj.g_00429
OG0000405	Prad.g_00666	Praj.g_00430
OG0000406	Prad.g_00069	Praj.g_00432
OG0000407	Prad.g_00068	Praj.g_00433
OG0000408	Prad.g_00067	Praj.g_00434
OG0000409	Prad.g_00066	Praj.g_00435
OG0000410	Prad.g_00065	Praj.g_00436
OG0000411	Prad.g_00064	Praj.g_00437
OG0000412	Prad.g_00063	Praj.g_00438
OG0000413	Prad.g_00062	Praj.g_00439
OG0000414	Prad.g_00061	Praj.g_00440
OG0000415	Prad.g_00060	Praj.g_00441
OG0000416	Prad.g_00059	Praj.g_00442
OG0000417	Prad.g_00058	Praj.g_00443
OG0000418	Prad.g_00057	Praj.g_00444
OG0000419	Prad.g_00056	Praj.g_00445
OG0000420	Prad.g_00055	Praj.g_00446
OG0000421	Prad.g_00054	Praj.g_00447
OG0000422	Prad.g_00052	Praj.g_00449
OG0000423	Prad.g_00051	Praj.g_00450
OG0000424	Prad.g_00049	Praj.g_00451
OG0000425	Prad.g_00045	Praj.g_00457
OG0000426	Prad.g_00044	Praj.g_00458
OG0000427	Prad.g_00043	Praj.g_00459
OG0000428	Prad.g_00042	Praj.g_00461
OG0000429	Prad.g_00041	Praj.g_00462
OG0000430	Prad.g_00036	Praj.g_00464
OG0000431	Prad.g_00034	Praj.g_00465
OG0000432	Prad.g_00033	Praj.g_00466
OG0000433	Prad.g_00030	Praj.g_00469
OG0000434	Prad.g_00029	Praj.g_00471
OG0000435	Prad.g_00028	Praj.g_00472
OG0000436	Prad.g_00026	Praj.g_00474
OG0000437	Prad.g_00024	Praj.g_00476
OG0000438	Prad.g_00023	Praj.g_00477
OG0000439	Prad.g_00022	Praj.g_00478
OG0000440	Prad.g_00020	Praj.g_00479
OG0000441	Prad.g_00019	Praj.g_00480
OG0000442	Prad.g_00018	Praj.g_00481
OG0000443	Prad.g_00017	Praj.g_00482
OG0000444	Prad.g_00016	Praj.g_00483
OG0000445	Prad.g_00015	Praj.g_00484
OG0000446	Prad.g_00014	Praj.g_00485
OG0000447	Prad.g_00013	Praj.g_00486
OG0000448	Prad.g_00012	Praj.g_00487
OG0000449	Prad.g_00129	Praj.g_00492
OG0000450	Prad.g_00128	Praj.g_00493
OG0000451	Prad.g_00127	Praj.g_00494
OG0000452	Prad.g_00126	Praj.g_00495
OG0000453	Prad.g_00124	Praj.g_00497
OG0000454	Prad.g_00123	Praj.g_00498
OG0000455	Prad.g_00122	Praj.g_00499
OG0000456	Prad.g_00121	Praj.g_00500
OG0000457	Prad.g_00119	Praj.g_00502
OG0000458	Prad.g_00117	Praj.g_00504
OG0000459	Prad.g_00116	Praj.g_00505
OG0000460	Prad.g_00114	Praj.g_00507
OG0000461	Prad.g_00113	Praj.g_00508
OG0000462	Prad.g_00112	Praj.g_00509
OG0000463	Prad.g_00111	Praj.g_00511
OG0000464	Prad.g_00106	Praj.g_00515
OG0000465	Prad.g_00104	Praj.g_00516
OG0000466	Prad.g_00103	Praj.g_00517
OG0000467	Prad.g_00102	Praj.g_00518
OG0000468	Prad.g_00101	Praj.g_00519
OG0000469	Prad.g_00100	Praj.g_00520
OG0000470	Prad.g_00099	Praj.g_00521
OG0000471	Prad.g_00098	Praj.g_00522
OG0000472	Prad.g_00095	Praj.g_00525
OG0000473	Prad.g_00094	Praj.g_00526
OG0000474	Prad.g_00093	Praj.g_00527
OG0000475	Prad.g_00092	Praj.g_00528
OG0000476	Prad.g_00091	Praj.g_00529
OG0000477	Prad.g_01330	Praj.g_00531
OG0000478	Prad.g_01331	Praj.g_00532
OG0000479	Prad.g_01332	Praj.g_00533
OG0000480	Prad.g_01334	Praj.g_00535
OG0000481	Prad.g_01335	Praj.g_00536
OG0000482	Prad.g_01336	Praj.g_00537
OG0000483	Prad.g_01337	Praj.g_00538
OG0000484	Prad.g_01338	Praj.g_00539
OG0000485	Prad.g_01339	Praj.g_00540
OG0000486	Prad.g_01340	Praj.g_00541
OG0000487	Prad.g_01341	Praj.g_00542
OG0000488	Prad.g_01343	Praj.g_00544
OG0000489	Prad.g_01344	Praj.g_00545
OG0000490	Prad.g_01345	Praj.g_00546
OG0000491	Prad.g_01346	Praj.g_00547
OG0000492	Prad.g_01347	Praj.g_00548
OG0000493	Prad.g_01348	Praj.g_00549
OG0000494	Prad.g_01350	Praj.g_00551
OG0000495	Prad.g_01351	Praj.g_00552
OG0000496	Prad.g_01352	Praj.g_00553
OG0000497	Prad.g_01353	Praj.g_00554
OG0000498	Prad.g_01354	Praj.g_00555
OG0000499	Prad.g_01356	Praj.g_00557
OG0000500	Prad.g_01357	Praj.g_00558
OG0000501	Prad.g_01359	Praj.g_00560
OG0000502	Prad.g_01360	Praj.g_00561
OG0000503	Prad.g_01361	Praj.g_00562
OG0000504	Prad.g_01362	Praj.g_00563
OG0000505	Prad.g_01363	Praj.g_00564
OG0000506	Prad.g_01364	Praj.g_00565
OG0000507	Prad.g_01365	Praj.g_00566
OG0000508	Prad.g_01367	Praj.g_00567
OG0000509	Prad.g_01368	Praj.g_00568
OG0000510	Prad.g_01369	Praj.g_00569
OG0000511	Prad.g_01370	Praj.g_00570
OG0000512	Prad.g_01371	Praj.g_00571
OG0000513	Prad.g_01372	Praj.g_00572
OG0000514	Prad.g_01373	Praj.g_00573
OG0000515	Prad.g_01375	Praj.g_00574
OG0000516	Prad.g_01376	Praj.g_00575
OG0000517	Prad.g_01377	Praj.g_00576
OG0000518	Prad.g_01380	Praj.g_00578
OG0000519	Prad.g_01381	Praj.g_00579
OG0000520	Prad.g_01382	Praj.g_00581
OG0000521	Prad.g_01383	Praj.g_00580
OG0000522	Prad.g_01384	Praj.g_00582
OG0000523	Prad.g_01385	Praj.g_00583
OG0000524	Prad.g_01386	Praj.g_00584
OG0000525	Prad.g_01388	Praj.g_00586
OG0000526	Prad.g_01389	Praj.g_00587
OG0000527	Prad.g_01390	Praj.g_00588
OG0000528	Prad.g_01391	Praj.g_00589
OG0000529	Prad.g_01392	Praj.g_00590
OG0000530	Prad.g_01393	Praj.g_00591
OG0000531	Prad.g_01394	Praj.g_00593
OG0000532	Prad.g_01395	Praj.g_00594
OG0000533	Prad.g_01396	Praj.g_00595
OG0000534	Prad.g_01397	Praj.g_00596
OG0000535	Prad.g_01398	Praj.g_00597
OG0000536	Prad.g_01399	Praj.g_00598
OG0000537	Prad.g_01400	Praj.g_00599
OG0000538	Prad.g_01401	Praj.g_00600
OG0000539	Prad.g_01402	Praj.g_00601
OG0000540	Prad.g_01403	Praj.g_00602
OG0000541	Prad.g_01404	Praj.g_00603
OG0000542	Prad.g_01405	Praj.g_00604
OG0000543	Prad.g_01406	Praj.g_00605
OG0000544	Prad.g_01407	Praj.g_00606
OG0000545	Prad.g_01410	Praj.g_00609
OG0000546	Prad.g_01411	Praj.g_00610
OG0000547	Prad.g_01413	Praj.g_00611
OG0000548	Prad.g_01414	Praj.g_00613
OG0000549	Prad.g_01415	Praj.g_00614
OG0000550	Prad.g_01416	Praj.g_00615
OG0000551	Prad.g_01417	Praj.g_00616
OG0000552	Prad.g_01418	Praj.g_00617
OG0000553	Prad.g_01419	Praj.g_00618
OG0000554	Prad.g_01420	Praj.g_00619
OG0000555	Prad.g_01421	Praj.g_00620
OG0000556	Prad.g_01422	Praj.g_00621
OG0000557	Prad.g_01423	Praj.g_00622
OG0000558	Prad.g_01424	Praj.g_00623
OG0000559	Prad.g_01425	Praj.g_00624
OG0000560	Prad.g_01427	Praj.g_00626
OG0000561	Prad.g_01428	Praj.g_00627
OG0000562	Prad.g_01429	Praj.g_00628
OG0000563	Prad.g_01430	Praj.g_00629
