Orthogroup	Prad	Prbn
OG0000196	Prad.g_01904	Prbn.g_01332
OG0000197	Prad.g_01903	Prbn.g_01331
OG0000198	Prad.g_01902	Prbn.g_01330
OG0000199	Prad.g_01899	Prbn.g_01327
OG0000200	Prad.g_01898	Prbn.g_01326
OG0000201	Prad.g_01897	Prbn.g_01325
OG0000202	Prad.g_01896	Prbn.g_01323
OG0000203	Prad.g_01895	Prbn.g_01322
OG0000204	Prad.g_01894	Prbn.g_01321
OG0000205	Prad.g_01893	Prbn.g_01319
OG0000206	Prad.g_01892	Prbn.g_01318
OG0000207	Prad.g_01891	Prbn.g_01317
OG0000208	Prad.g_01890	Prbn.g_01316
OG0000209	Prad.g_01889	Prbn.g_01315
OG0000210	Prad.g_01887	Prbn.g_01314
OG0000211	Prad.g_01886	Prbn.g_01312
OG0000212	Prad.g_01885	Prbn.g_01311
OG0000213	Prad.g_01884	Prbn.g_01310
OG0000214	Prad.g_01882	Prbn.g_01306
OG0000215	Prad.g_01881	Prbn.g_01305
OG0000216	Prad.g_01879	Prbn.g_01303
OG0000217	Prad.g_01878	Prbn.g_01302
OG0000218	Prad.g_01877	Prbn.g_01301
OG0000219	Prad.g_01876	Prbn.g_01300
OG0000220	Prad.g_01873	Prbn.g_01297
OG0000221	Prad.g_01871	Prbn.g_01294
OG0000222	Prad.g_01870	Prbn.g_01293
OG0000223	Prad.g_01869	Prbn.g_01292
OG0000224	Prad.g_01866	Prbn.g_01290
OG0000225	Prad.g_01864	Prbn.g_01288
OG0000226	Prad.g_01863	Prbn.g_01286
OG0000227	Prad.g_01862	Prbn.g_01285
OG0000228	Prad.g_01861	Prbn.g_01284
OG0000229	Prad.g_01860	Prbn.g_01283
OG0000230	Prad.g_01859	Prbn.g_01282
OG0000231	Prad.g_01857	Prbn.g_01356
OG0000232	Prad.g_01856	Prbn.g_01280
OG0000233	Prad.g_01853	Prbn.g_01277
OG0000234	Prad.g_01851	Prbn.g_01275
OG0000235	Prad.g_01846	Prbn.g_01269
OG0000236	Prad.g_01845	Prbn.g_01268
OG0000237	Prad.g_01844	Prbn.g_01267
OG0000238	Prad.g_01843	Prbn.g_01266
OG0000239	Prad.g_01842	Prbn.g_01265
OG0000240	Prad.g_01840	Prbn.g_01263
OG0000241	Prad.g_01839	Prbn.g_01262
OG0000242	Prad.g_01838	Prbn.g_01261
OG0000243	Prad.g_01837	Prbn.g_01260
OG0000244	Prad.g_01836	Prbn.g_01259
OG0000245	Prad.g_01835	Prbn.g_01257
OG0000246	Prad.g_01833	Prbn.g_01255
OG0000247	Prad.g_01832	Prbn.g_01254
OG0000248	Prad.g_01831	Prbn.g_01253
OG0000249	Prad.g_01830	Prbn.g_01252
OG0000250	Prad.g_01829	Prbn.g_01251
OG0000251	Prad.g_01828	Prbn.g_01250
OG0000252	Prad.g_01827	Prbn.g_01249
OG0000253	Prad.g_01826	Prbn.g_01248
OG0000254	Prad.g_01824	Prbn.g_01246
OG0000255	Prad.g_01823	Prbn.g_01245
OG0000256	Prad.g_01820	Prbn.g_00383
OG0000257	Prad.g_01818	Prbn.g_00381
OG0000258	Prad.g_01817	Prbn.g_00380
OG0000259	Prad.g_01816	Prbn.g_00379
OG0000260	Prad.g_01815	Prbn.g_00378
OG0000261	Prad.g_01814	Prbn.g_00377
OG0000262	Prad.g_01813	Prbn.g_00376
OG0000263	Prad.g_01812	Prbn.g_00375
OG0000264	Prad.g_01810	Prbn.g_00373
OG0000265	Prad.g_01809	Prbn.g_00372
OG0000266	Prad.g_01808	Prbn.g_00371
OG0000267	Prad.g_01806	Prbn.g_00369
OG0000268	Prad.g_01805	Prbn.g_00367
OG0000269	Prad.g_01804	Prbn.g_00366
OG0000270	Prad.g_01803	Prbn.g_00365
OG0000271	Prad.g_01802	Prbn.g_00364
OG0000272	Prad.g_01801	Prbn.g_00363
OG0000273	Prad.g_01800	Prbn.g_00362
OG0000274	Prad.g_01799	Prbn.g_00361
OG0000275	Prad.g_01798	Prbn.g_00360
OG0000276	Prad.g_01797	Prbn.g_00359
OG0000277	Prad.g_01796	Prbn.g_00358
OG0000278	Prad.g_01795	Prbn.g_00357
OG0000279	Prad.g_01794	Prbn.g_00356
OG0000280	Prad.g_01793	Prbn.g_00355
OG0000281	Prad.g_01791	Prbn.g_00353
OG0000282	Prad.g_01790	Prbn.g_00352
OG0000283	Prad.g_01787	Prbn.g_00349
OG0000284	Prad.g_01786	Prbn.g_00348
OG0000285	Prad.g_01785	Prbn.g_00347
OG0000286	Prad.g_01783	Prbn.g_00345
OG0000287	Prad.g_01782	Prbn.g_00343
OG0000288	Prad.g_01781	Prbn.g_00342
OG0000289	Prad.g_01780	Prbn.g_00341
OG0000290	Prad.g_01779	Prbn.g_00340
OG0000291	Prad.g_01778	Prbn.g_00339
OG0000292	Prad.g_01777	Prbn.g_00338
OG0000293	Prad.g_01776	Prbn.g_00337
OG0000294	Prad.g_01775	Prbn.g_00336
OG0000295	Prad.g_01774	Prbn.g_00335
OG0000296	Prad.g_01773	Prbn.g_00334
OG0000297	Prad.g_01772	Prbn.g_00333
OG0000298	Prad.g_01771	Prbn.g_00332
OG0000299	Prad.g_01770	Prbn.g_00331
OG0000300	Prad.g_01769	Prbn.g_00330
OG0000301	Prad.g_01768	Prbn.g_00329
OG0000302	Prad.g_01767	Prbn.g_00328
OG0000303	Prad.g_01766	Prbn.g_00327
OG0000304	Prad.g_01765	Prbn.g_00325
OG0000305	Prad.g_01764	Prbn.g_00324
OG0000306	Prad.g_01763	Prbn.g_00323
OG0000307	Prad.g_01762	Prbn.g_00321
OG0000308	Prad.g_01761	Prbn.g_00320
OG0000309	Prad.g_01760	Prbn.g_00319
OG0000310	Prad.g_01759	Prbn.g_00318
OG0000311	Prad.g_01758	Prbn.g_00317
OG0000312	Prad.g_01756	Prbn.g_00315
OG0000313	Prad.g_01755	Prbn.g_00314
OG0000314	Prad.g_01752	Prbn.g_00310
OG0000315	Prad.g_01751	Prbn.g_00309
OG0000316	Prad.g_01749	Prbn.g_00307
OG0000317	Prad.g_01747	Prbn.g_00305
OG0000318	Prad.g_01746	Prbn.g_00304
OG0000319	Prad.g_01745	Prbn.g_00012
OG0000320	Prad.g_01744	Prbn.g_00013
OG0000321	Prad.g_01741	Prbn.g_00016
OG0000322	Prad.g_01738	Prbn.g_00020
OG0000323	Prad.g_01737	Prbn.g_00021
OG0000324	Prad.g_01734	Prbn.g_00024
OG0000325	Prad.g_01732	Prbn.g_00025
OG0000326	Prad.g_01731	Prbn.g_00026
OG0000327	Prad.g_01729	Prbn.g_00028
OG0000328	Prad.g_01728	Prbn.g_00029
OG0000329	Prad.g_01727	Prbn.g_00030
OG0000330	Prad.g_01726	Prbn.g_00031
OG0000331	Prad.g_01725	Prbn.g_00033
OG0000332	Prad.g_01724	Prbn.g_00034
OG0000333	Prad.g_01723	Prbn.g_00035
OG0000334	Prad.g_01722	Prbn.g_00036
OG0000335	Prad.g_01721	Prbn.g_00037
OG0000336	Prad.g_01720	Prbn.g_00039
OG0000337	Prad.g_01716	Prbn.g_00042
OG0000338	Prad.g_01715	Prbn.g_00043
OG0000339	Prad.g_01714	Prbn.g_00044
OG0000340	Prad.g_01713	Prbn.g_00045
OG0000341	Prad.g_01709	Prbn.g_00049
OG0000342	Prad.g_01708	Prbn.g_00050
OG0000343	Prad.g_01706	Prbn.g_00053
OG0000344	Prad.g_01705	Prbn.g_00054
OG0000345	Prad.g_01704	Prbn.g_00055
OG0000346	Prad.g_01703	Prbn.g_00056
OG0000347	Prad.g_01702	Prbn.g_00057
OG0000348	Prad.g_01701	Prbn.g_00059
OG0000349	Prad.g_01700	Prbn.g_00060
OG0000350	Prad.g_01699	Prbn.g_00061
OG0000351	Prad.g_01696	Prbn.g_00063
OG0000352	Prad.g_01693	Prbn.g_00066
OG0000353	Prad.g_01692	Prbn.g_00067
OG0000354	Prad.g_01691	Prbn.g_00068
OG0000355	Prad.g_01690	Prbn.g_00069
OG0000356	Prad.g_01689	Prbn.g_00070
OG0000357	Prad.g_01688	Prbn.g_00071
OG0000358	Prad.g_01687	Prbn.g_00072
OG0000359	Prad.g_01686	Prbn.g_00073
OG0000360	Prad.g_01683	Prbn.g_00075
OG0000361	Prad.g_01682	Prbn.g_00076
OG0000362	Prad.g_01681	Prbn.g_00077
OG0000363	Prad.g_01680	Prbn.g_00078
OG0000364	Prad.g_01679	Prbn.g_00079
OG0000365	Prad.g_01678	Prbn.g_00080
OG0000366	Prad.g_01677	Prbn.g_00081
OG0000367	Prad.g_01676	Prbn.g_00082
OG0000368	Prad.g_01675	Prbn.g_00083
OG0000369	Prad.g_01674	Prbn.g_00084
OG0000370	Prad.g_01673	Prbn.g_00085
OG0000371	Prad.g_01672	Prbn.g_00086
OG0000372	Prad.g_01670	Prbn.g_00087
OG0000373	Prad.g_01668	Prbn.g_00089
OG0000374	Prad.g_01667	Prbn.g_00090
OG0000375	Prad.g_01666	Prbn.g_00091
OG0000376	Prad.g_01664	Prbn.g_00092
OG0000377	Prad.g_01663	Prbn.g_00098
OG0000378	Prad.g_01662	Prbn.g_00099
OG0000379	Prad.g_01657	Prbn.g_00105
OG0000380	Prad.g_01656	Prbn.g_00107
OG0000381	Prad.g_01655	Prbn.g_00108
OG0000382	Prad.g_01653	Prbn.g_00109
OG0000383	Prad.g_01650	Prbn.g_00112
OG0000384	Prad.g_01649	Prbn.g_00113
OG0000385	Prad.g_01646	Prbn.g_00116
OG0000386	Prad.g_01645	Prbn.g_00117
OG0000387	Prad.g_01644	Prbn.g_00118
OG0000388	Prad.g_01643	Prbn.g_00119
OG0000389	Prad.g_01642	Prbn.g_00120
OG0000390	Prad.g_00761	Prbn.g_00121
OG0000391	Prad.g_00760	Prbn.g_00122
OG0000392	Prad.g_00759	Prbn.g_00123
OG0000393	Prad.g_00756	Prbn.g_00697
OG0000394	Prad.g_00755	Prbn.g_00696
OG0000395	Prad.g_00753	Prbn.g_00693
OG0000396	Prad.g_00752	Prbn.g_01491
OG0000397	Prad.g_00738	Prbn.g_01145
OG0000398	Prad.g_00730	Prbn.g_01697
OG0000399	Prad.g_00729	Prbn.g_01150
OG0000400	Prad.g_00724	Prbn.g_01810
OG0000401	Prad.g_00671	Prbn.g_00682
OG0000402	Prad.g_00670	Prbn.g_00681
OG0000403	Prad.g_00669	Prbn.g_00680
OG0000404	Prad.g_00667	Prbn.g_00678
OG0000405	Prad.g_00666	Prbn.g_00677
OG0000406	Prad.g_00069	Prbn.g_00675
OG0000407	Prad.g_00068	Prbn.g_00674
OG0000408	Prad.g_00067	Prbn.g_00673
OG0000409	Prad.g_00066	Prbn.g_00672
OG0000410	Prad.g_00065	Prbn.g_00671
OG0000411	Prad.g_00064	Prbn.g_00670
OG0000412	Prad.g_00063	Prbn.g_00669
OG0000413	Prad.g_00062	Prbn.g_00668
OG0000414	Prad.g_00061	Prbn.g_00667
OG0000415	Prad.g_00060	Prbn.g_00666
OG0000416	Prad.g_00059	Prbn.g_00665
OG0000417	Prad.g_00058	Prbn.g_00664
OG0000418	Prad.g_00057	Prbn.g_00663
OG0000419	Prad.g_00056	Prbn.g_00662
OG0000420	Prad.g_00055	Prbn.g_00661
OG0000421	Prad.g_00054	Prbn.g_00657
OG0000422	Prad.g_00052	Prbn.g_00655
OG0000423	Prad.g_00051	Prbn.g_00654
OG0000424	Prad.g_00049	Prbn.g_00653
OG0000425	Prad.g_00045	Prbn.g_00649
OG0000426	Prad.g_00044	Prbn.g_00648
OG0000427	Prad.g_00043	Prbn.g_00647
OG0000428	Prad.g_00042	Prbn.g_00645
OG0000429	Prad.g_00041	Prbn.g_00644
OG0000430	Prad.g_00036	Prbn.g_00643
OG0000431	Prad.g_00034	Prbn.g_00641
OG0000432	Prad.g_00033	Prbn.g_00640
OG0000433	Prad.g_00030	Prbn.g_00637
OG0000434	Prad.g_00029	Prbn.g_00636
OG0000435	Prad.g_00028	Prbn.g_00635
OG0000436	Prad.g_00026	Prbn.g_00633
OG0000437	Prad.g_00024	Prbn.g_00631
OG0000438	Prad.g_00023	Prbn.g_00630
OG0000439	Prad.g_00022	Prbn.g_00629
OG0000440	Prad.g_00020	Prbn.g_00627
OG0000441	Prad.g_00019	Prbn.g_00626
OG0000442	Prad.g_00018	Prbn.g_00625
OG0000443	Prad.g_00017	Prbn.g_00624
OG0000444	Prad.g_00016	Prbn.g_00623
OG0000445	Prad.g_00015	Prbn.g_00622
OG0000446	Prad.g_00014	Prbn.g_00621
OG0000447	Prad.g_00013	Prbn.g_00620
OG0000448	Prad.g_00012	Prbn.g_00619
OG0000449	Prad.g_00129	Prbn.g_00613
OG0000450	Prad.g_00128	Prbn.g_00612
OG0000451	Prad.g_00127	Prbn.g_00611
OG0000452	Prad.g_00126	Prbn.g_00610
OG0000453	Prad.g_00124	Prbn.g_00609
OG0000454	Prad.g_00123	Prbn.g_00608
OG0000455	Prad.g_00122	Prbn.g_00607
OG0000456	Prad.g_00121	Prbn.g_00606
OG0000457	Prad.g_00119	Prbn.g_00604
OG0000458	Prad.g_00117	Prbn.g_00602
OG0000459	Prad.g_00116	Prbn.g_00601
OG0000460	Prad.g_00114	Prbn.g_00599
OG0000461	Prad.g_00113	Prbn.g_00598
OG0000462	Prad.g_00112	Prbn.g_00597
OG0000463	Prad.g_00111	Prbn.g_00596
OG0000464	Prad.g_00106	Prbn.g_00592
OG0000465	Prad.g_00104	Prbn.g_00591
OG0000466	Prad.g_00103	Prbn.g_00590
OG0000467	Prad.g_00102	Prbn.g_00589
OG0000468	Prad.g_00101	Prbn.g_00588
OG0000469	Prad.g_00100	Prbn.g_00587
OG0000470	Prad.g_00099	Prbn.g_00586
OG0000471	Prad.g_00098	Prbn.g_00585
OG0000472	Prad.g_00095	Prbn.g_00582
OG0000473	Prad.g_00094	Prbn.g_00581
OG0000474	Prad.g_00093	Prbn.g_00580
OG0000475	Prad.g_00092	Prbn.g_00579
OG0000476	Prad.g_00091	Prbn.g_00578
OG0000477	Prad.g_01330	Prbn.g_00576
OG0000478	Prad.g_01331	Prbn.g_00575
OG0000479	Prad.g_01332	Prbn.g_00574
OG0000480	Prad.g_01334	Prbn.g_00572
OG0000481	Prad.g_01335	Prbn.g_00571
OG0000482	Prad.g_01336	Prbn.g_00570
OG0000483	Prad.g_01337	Prbn.g_00569
OG0000484	Prad.g_01338	Prbn.g_00568
OG0000485	Prad.g_01339	Prbn.g_00567
OG0000486	Prad.g_01340	Prbn.g_00566
OG0000487	Prad.g_01341	Prbn.g_00565
OG0000488	Prad.g_01343	Prbn.g_00563
OG0000489	Prad.g_01344	Prbn.g_00562
OG0000490	Prad.g_01345	Prbn.g_00561
OG0000491	Prad.g_01346	Prbn.g_00560
OG0000492	Prad.g_01347	Prbn.g_00559
OG0000493	Prad.g_01348	Prbn.g_00558
OG0000494	Prad.g_01350	Prbn.g_00557
OG0000495	Prad.g_01351	Prbn.g_00556
OG0000496	Prad.g_01352	Prbn.g_00554
OG0000497	Prad.g_01353	Prbn.g_00552
OG0000498	Prad.g_01354	Prbn.g_00551
OG0000499	Prad.g_01356	Prbn.g_00549
OG0000500	Prad.g_01357	Prbn.g_00548
OG0000501	Prad.g_01359	Prbn.g_00546
OG0000502	Prad.g_01360	Prbn.g_00545
OG0000503	Prad.g_01361	Prbn.g_00544
OG0000504	Prad.g_01362	Prbn.g_00543
OG0000505	Prad.g_01363	Prbn.g_00542
OG0000506	Prad.g_01364	Prbn.g_00541
OG0000507	Prad.g_01365	Prbn.g_00540
OG0000508	Prad.g_01367	Prbn.g_00538
OG0000509	Prad.g_01368	Prbn.g_00537
OG0000510	Prad.g_01369	Prbn.g_00536
OG0000511	Prad.g_01370	Prbn.g_00535
OG0000512	Prad.g_01371	Prbn.g_00534
OG0000513	Prad.g_01372	Prbn.g_00533
OG0000514	Prad.g_01373	Prbn.g_00532
OG0000515	Prad.g_01375	Prbn.g_00529
OG0000516	Prad.g_01376	Prbn.g_00528
OG0000517	Prad.g_01377	Prbn.g_00527
OG0000518	Prad.g_01380	Prbn.g_00524
OG0000519	Prad.g_01381	Prbn.g_00523
OG0000520	Prad.g_01382	Prbn.g_00522
OG0000521	Prad.g_01383	Prbn.g_00521
OG0000522	Prad.g_01384	Prbn.g_00520
OG0000523	Prad.g_01385	Prbn.g_00519
OG0000524	Prad.g_01386	Prbn.g_00518
OG0000525	Prad.g_01388	Prbn.g_00516
OG0000526	Prad.g_01389	Prbn.g_00515
OG0000527	Prad.g_01390	Prbn.g_00514
OG0000528	Prad.g_01391	Prbn.g_00513
OG0000529	Prad.g_01392	Prbn.g_00512
OG0000530	Prad.g_01393	Prbn.g_00511
OG0000531	Prad.g_01394	Prbn.g_00509
OG0000532	Prad.g_01395	Prbn.g_00508
OG0000533	Prad.g_01396	Prbn.g_00507
OG0000534	Prad.g_01397	Prbn.g_00506
OG0000535	Prad.g_01398	Prbn.g_00505
OG0000536	Prad.g_01399	Prbn.g_00504
OG0000537	Prad.g_01400	Prbn.g_00503
OG0000538	Prad.g_01401	Prbn.g_00502
OG0000539	Prad.g_01402	Prbn.g_00501
OG0000540	Prad.g_01403	Prbn.g_00500
OG0000541	Prad.g_01404	Prbn.g_00499
OG0000542	Prad.g_01405	Prbn.g_00498
OG0000543	Prad.g_01406	Prbn.g_00497
OG0000544	Prad.g_01407	Prbn.g_00496
OG0000545	Prad.g_01410	Prbn.g_00494
OG0000546	Prad.g_01411	Prbn.g_00493
OG0000547	Prad.g_01413	Prbn.g_00491
OG0000548	Prad.g_01414	Prbn.g_00489
OG0000549	Prad.g_01415	Prbn.g_00488
OG0000550	Prad.g_01416	Prbn.g_00487
OG0000551	Prad.g_01417	Prbn.g_00485
OG0000552	Prad.g_01418	Prbn.g_00484
OG0000553	Prad.g_01419	Prbn.g_00421
OG0000554	Prad.g_01420	Prbn.g_00422
OG0000555	Prad.g_01421	Prbn.g_00423
OG0000556	Prad.g_01422	Prbn.g_00424
OG0000557	Prad.g_01423	Prbn.g_00425
OG0000558	Prad.g_01424	Prbn.g_00426
OG0000559	Prad.g_01425	Prbn.g_00427
OG0000560	Prad.g_01427	Prbn.g_00429
OG0000561	Prad.g_01428	Prbn.g_00430
