Orthogroup	Prbj	Prap
OG0000121	Prbj.g_00003	Prap.g_00427
OG0000122	Prbj.g_02156	Prap.g_00407
OG0000123	Prbj.g_00020	Prap.g_01135
OG0000124	Prbj.g_01848	Prap.g_00217
OG0000125	Prbj.g_01742	Prap.g_00574
OG0000126	Prbj.g_01639	Prap.g_00059
OG0000127	Prbj.g_01040	Prap.g_00109
OG0000128	Prbj.g_01057	Prap.g_00122
OG0000129	Prbj.g_00656	Prap.g_00158
OG0000130	Prbj.g_00863	Prap.g_01782
OG0000131	Prbj.g_00461	Prap.g_01742
OG0000132	Prbj.g_00458	Prap.g_01739
OG0000133	Prbj.g_01024	Prap.g_01685
OG0000134	Prbj.g_00987	Prap.g_01648, Prap.g_01649
OG0000135	Prbj.g_00985	Prap.g_01646
OG0000136	Prbj.g_01516	Prap.g_01596
OG0000137	Prbj.g_01280	Prap.g_01562
OG0000138	Prbj.g_01963	Prap.g_01528
OG0000139	Prbj.g_02047	Prap.g_01497
OG0000140	Prbj.g_02074	Prap.g_00053
OG0000141	Prbj.g_02075	Prap.g_00052
OG0000142	Prbj.g_02077	Prap.g_00050
OG0000143	Prbj.g_02078	Prap.g_00049
OG0000144	Prbj.g_02080	Prap.g_00047
OG0000145	Prbj.g_02082	Prap.g_00046
OG0000146	Prbj.g_02083	Prap.g_00045
OG0000147	Prbj.g_02084	Prap.g_00044
OG0000148	Prbj.g_02086	Prap.g_00042
OG0000149	Prbj.g_01182	Prap.g_00941
OG0000150	Prbj.g_01183	Prap.g_00940
OG0000151	Prbj.g_01188	Prap.g_00939
OG0000152	Prbj.g_01189	Prap.g_00938
OG0000153	Prbj.g_01190	Prap.g_00937
OG0000154	Prbj.g_01191	Prap.g_00936
OG0000155	Prbj.g_01192	Prap.g_00935
OG0000156	Prbj.g_01193	Prap.g_00934
OG0000157	Prbj.g_01194	Prap.g_00933
OG0000158	Prbj.g_01196	Prap.g_00931
OG0000159	Prbj.g_01197	Prap.g_00930
OG0000160	Prbj.g_01198	Prap.g_00929
OG0000161	Prbj.g_01199	Prap.g_00928
OG0000162	Prbj.g_01200	Prap.g_00927
OG0000163	Prbj.g_01202	Prap.g_00925
OG0000164	Prbj.g_01207	Prap.g_00922
OG0000165	Prbj.g_01212	Prap.g_00919
OG0000166	Prbj.g_01213	Prap.g_00918
OG0000167	Prbj.g_01214	Prap.g_00917
OG0000168	Prbj.g_01215	Prap.g_00915
OG0000169	Prbj.g_01217	Prap.g_00913
OG0000170	Prbj.g_01953	Prap.g_00911
OG0000171	Prbj.g_01951	Prap.g_00910
OG0000172	Prbj.g_01950	Prap.g_00909
OG0000173	Prbj.g_01943	Prap.g_00906
OG0000174	Prbj.g_01936	Prap.g_00905
OG0000175	Prbj.g_01928	Prap.g_00904
OG0000176	Prbj.g_01920	Prap.g_00902
OG0000177	Prbj.g_01919	Prap.g_00901
OG0000178	Prbj.g_01918	Prap.g_00899
OG0000179	Prbj.g_00558	Prap.g_00887
OG0000180	Prbj.g_00560	Prap.g_00886
OG0000181	Prbj.g_00561	Prap.g_00885
OG0000182	Prbj.g_00564	Prap.g_00881
OG0000183	Prbj.g_00565	Prap.g_00880
OG0000184	Prbj.g_00569	Prap.g_00877
OG0000185	Prbj.g_00575	Prap.g_01100
OG0000186	Prbj.g_00576	Prap.g_01099
OG0000187	Prbj.g_00047	Prap.g_00025
OG0000188	Prbj.g_00577	Prap.g_01098
OG0000189	Prbj.g_00580	Prap.g_01097
OG0000190	Prbj.g_00581	Prap.g_01096
OG0000191	Prbj.g_00582	Prap.g_01095
OG0000192	Prbj.g_00583	Prap.g_01094
OG0000193	Prbj.g_00584	Prap.g_01093
OG0000194	Prbj.g_00585	Prap.g_01092
OG0000195	Prbj.g_00589	Prap.g_01090
OG0000196	Prbj.g_00590	Prap.g_01089
OG0000197	Prbj.g_00596	Prap.g_01088
OG0000198	Prbj.g_00600	Prap.g_01087
OG0000199	Prbj.g_00605	Prap.g_01084
OG0000200	Prbj.g_00606	Prap.g_01083
OG0000201	Prbj.g_00607	Prap.g_01082
OG0000202	Prbj.g_00609	Prap.g_01080
OG0000203	Prbj.g_00610	Prap.g_01079
OG0000204	Prbj.g_00611	Prap.g_01078
OG0000205	Prbj.g_00613	Prap.g_01076
OG0000206	Prbj.g_00614	Prap.g_01075
OG0000207	Prbj.g_00615	Prap.g_01074
OG0000208	Prbj.g_00616	Prap.g_01073
OG0000209	Prbj.g_00617	Prap.g_01072
OG0000210	Prbj.g_00619	Prap.g_01071
OG0000211	Prbj.g_00620	Prap.g_01069
OG0000212	Prbj.g_00621	Prap.g_01068
OG0000213	Prbj.g_00624	Prap.g_01067
OG0000214	Prbj.g_00630	Prap.g_01063
OG0000215	Prbj.g_01550	Prap.g_01062
OG0000216	Prbj.g_01552	Prap.g_01060
OG0000217	Prbj.g_01554	Prap.g_01059
OG0000218	Prbj.g_01556	Prap.g_01058
OG0000219	Prbj.g_01557	Prap.g_01057
OG0000220	Prbj.g_01562	Prap.g_01054
OG0000221	Prbj.g_01567	Prap.g_01051
OG0000222	Prbj.g_01568	Prap.g_01050
OG0000223	Prbj.g_01569	Prap.g_01049
OG0000224	Prbj.g_01530	Prap.g_01047
OG0000225	Prbj.g_01532	Prap.g_01045
OG0000226	Prbj.g_01535	Prap.g_01043
OG0000227	Prbj.g_01537	Prap.g_01042
OG0000228	Prbj.g_01538	Prap.g_01041
OG0000229	Prbj.g_01539	Prap.g_01040
OG0000230	Prbj.g_01540	Prap.g_01039
OG0000231	Prbj.g_01542	Prap.g_00319
OG0000232	Prbj.g_01543	Prap.g_01037
OG0000233	Prbj.g_01548	Prap.g_01034
OG0000234	Prbj.g_00545	Prap.g_01032
OG0000235	Prbj.g_00543	Prap.g_01026
OG0000236	Prbj.g_00542	Prap.g_01025
OG0000237	Prbj.g_00541	Prap.g_01024
OG0000238	Prbj.g_00540	Prap.g_01023
OG0000239	Prbj.g_00539	Prap.g_01022
OG0000240	Prbj.g_00537	Prap.g_01020
OG0000241	Prbj.g_00536	Prap.g_01019
OG0000242	Prbj.g_00535	Prap.g_01018
OG0000243	Prbj.g_00534	Prap.g_01017
OG0000244	Prbj.g_00533	Prap.g_01016
OG0000245	Prbj.g_00531	Prap.g_01014
OG0000246	Prbj.g_00529	Prap.g_01012
OG0000247	Prbj.g_00528	Prap.g_01011
OG0000248	Prbj.g_00527	Prap.g_01010
OG0000249	Prbj.g_00526	Prap.g_01009
OG0000250	Prbj.g_00525	Prap.g_01008
OG0000251	Prbj.g_00524	Prap.g_01007
OG0000252	Prbj.g_00523	Prap.g_01006
OG0000253	Prbj.g_00522	Prap.g_01005
OG0000254	Prbj.g_00520	Prap.g_01003
OG0000255	Prbj.g_00519	Prap.g_01002
OG0000256	Prbj.g_00516	Prap.g_00999
OG0000257	Prbj.g_00515	Prap.g_00997
OG0000258	Prbj.g_00514	Prap.g_00996
OG0000259	Prbj.g_00513	Prap.g_00995
OG0000260	Prbj.g_00512	Prap.g_00994
OG0000261	Prbj.g_00511	Prap.g_00993
OG0000262	Prbj.g_00510	Prap.g_00992
OG0000263	Prbj.g_00509	Prap.g_00991
OG0000264	Prbj.g_02369	Prap.g_00989
OG0000265	Prbj.g_01135	Prap.g_00988
OG0000266	Prbj.g_01137	Prap.g_00987
OG0000267	Prbj.g_01141	Prap.g_00985
OG0000268	Prbj.g_01143	Prap.g_00983
OG0000269	Prbj.g_01146	Prap.g_00982
OG0000270	Prbj.g_01148	Prap.g_00981
OG0000271	Prbj.g_01151	Prap.g_00980
OG0000272	Prbj.g_01152	Prap.g_00979
OG0000273	Prbj.g_01155	Prap.g_00978
OG0000274	Prbj.g_01157	Prap.g_00977
OG0000275	Prbj.g_01158	Prap.g_00976
OG0000276	Prbj.g_01159	Prap.g_00975
OG0000277	Prbj.g_01160	Prap.g_00974
OG0000278	Prbj.g_01161	Prap.g_00973
OG0000279	Prbj.g_01162	Prap.g_00972
OG0000280	Prbj.g_01163	Prap.g_00971
OG0000281	Prbj.g_01165	Prap.g_00969
OG0000282	Prbj.g_01166	Prap.g_00968
OG0000283	Prbj.g_01173	Prap.g_00965
OG0000284	Prbj.g_01174	Prap.g_00964
OG0000285	Prbj.g_00289	Prap.g_00963
OG0000286	Prbj.g_00287	Prap.g_00961
OG0000287	Prbj.g_00234	Prap.g_00959
OG0000288	Prbj.g_00235	Prap.g_00958
OG0000289	Prbj.g_00237	Prap.g_00957
OG0000290	Prbj.g_00238	Prap.g_00956
OG0000291	Prbj.g_00240	Prap.g_00955
OG0000292	Prbj.g_00250	Prap.g_00954
OG0000293	Prbj.g_00251	Prap.g_00953
OG0000294	Prbj.g_00252	Prap.g_00952
OG0000295	Prbj.g_00258	Prap.g_00951
OG0000296	Prbj.g_00259	Prap.g_00950
OG0000297	Prbj.g_00262	Prap.g_00949
OG0000298	Prbj.g_00263	Prap.g_00948
OG0000299	Prbj.g_00264	Prap.g_00947
OG0000300	Prbj.g_00265	Prap.g_00946
OG0000301	Prbj.g_00266	Prap.g_00945
OG0000302	Prbj.g_00267	Prap.g_00944
OG0000303	Prbj.g_00268	Prap.g_00943
OG0000304	Prbj.g_00270	Prap.g_01487
OG0000305	Prbj.g_00271	Prap.g_01486
OG0000306	Prbj.g_00272	Prap.g_01485
OG0000307	Prbj.g_00181	Prap.g_01483
OG0000308	Prbj.g_01775	Prap.g_01482
OG0000309	Prbj.g_01776	Prap.g_01481
OG0000310	Prbj.g_01777	Prap.g_01480
OG0000311	Prbj.g_00177	Prap.g_01479
OG0000312	Prbj.g_00176	Prap.g_01477
OG0000313	Prbj.g_02608	Prap.g_01476
OG0000314	Prbj.g_02614	Prap.g_01472
OG0000315	Prbj.g_02615	Prap.g_01471
OG0000316	Prbj.g_02661	Prap.g_01469
OG0000317	Prbj.g_01341	Prap.g_01467
OG0000318	Prbj.g_01342	Prap.g_01466
OG0000319	Prbj.g_01343	Prap.g_01465
OG0000320	Prbj.g_01345	Prap.g_01464
OG0000321	Prbj.g_01350	Prap.g_01461
OG0000322	Prbj.g_01359	Prap.g_01457
OG0000323	Prbj.g_01360	Prap.g_01456
OG0000324	Prbj.g_01362	Prap.g_01453
OG0000325	Prbj.g_01364	Prap.g_01452
OG0000326	Prbj.g_01366	Prap.g_01451
OG0000327	Prbj.g_01372	Prap.g_01449
OG0000328	Prbj.g_00180	Prap.g_01448
OG0000329	Prbj.g_01385	Prap.g_01447
OG0000330	Prbj.g_01386	Prap.g_01446
OG0000331	Prbj.g_01388	Prap.g_01444
OG0000332	Prbj.g_01389	Prap.g_01443
OG0000333	Prbj.g_01390	Prap.g_01442
OG0000334	Prbj.g_01391	Prap.g_01441
OG0000335	Prbj.g_01392	Prap.g_01440
OG0000336	Prbj.g_01394	Prap.g_01438
OG0000337	Prbj.g_01399	Prap.g_01435
OG0000338	Prbj.g_01400	Prap.g_01434
OG0000339	Prbj.g_01401	Prap.g_01433
OG0000340	Prbj.g_01403	Prap.g_01432
OG0000341	Prbj.g_01408	Prap.g_01428
OG0000342	Prbj.g_01409	Prap.g_01427
OG0000343	Prbj.g_01411	Prap.g_01424
OG0000344	Prbj.g_01413	Prap.g_01423
OG0000345	Prbj.g_01414	Prap.g_01422
OG0000346	Prbj.g_01415	Prap.g_01421
OG0000347	Prbj.g_01416	Prap.g_01420
OG0000348	Prbj.g_01417	Prap.g_01418
OG0000349	Prbj.g_01418	Prap.g_01417
OG0000350	Prbj.g_01419	Prap.g_01416
OG0000351	Prbj.g_01423	Prap.g_01414
OG0000352	Prbj.g_01427	Prap.g_01411
OG0000353	Prbj.g_01430	Prap.g_01410
OG0000354	Prbj.g_01431	Prap.g_01409
OG0000355	Prbj.g_01432	Prap.g_01408
OG0000356	Prbj.g_01437	Prap.g_01407
OG0000357	Prbj.g_01438	Prap.g_01406
OG0000358	Prbj.g_01439	Prap.g_01405
OG0000359	Prbj.g_01441	Prap.g_01404
OG0000360	Prbj.g_01444	Prap.g_01402
OG0000361	Prbj.g_01445	Prap.g_01401
OG0000362	Prbj.g_01446	Prap.g_01400
OG0000363	Prbj.g_01448	Prap.g_01399
OG0000364	Prbj.g_01449	Prap.g_01398
OG0000365	Prbj.g_01450	Prap.g_01397
OG0000366	Prbj.g_01451	Prap.g_01396
OG0000367	Prbj.g_01452	Prap.g_01395
OG0000368	Prbj.g_01453	Prap.g_01394
OG0000369	Prbj.g_01454	Prap.g_01393
OG0000370	Prbj.g_01455	Prap.g_01392
OG0000371	Prbj.g_01456	Prap.g_01391
OG0000372	Prbj.g_01459	Prap.g_01390
OG0000373	Prbj.g_01469	Prap.g_01388
OG0000374	Prbj.g_01471	Prap.g_01387
OG0000375	Prbj.g_01480	Prap.g_01386
OG0000376	Prbj.g_00359	Prap.g_01385
OG0000377	Prbj.g_00352	Prap.g_01379
OG0000378	Prbj.g_00351	Prap.g_01378
OG0000379	Prbj.g_00341	Prap.g_01372
OG0000380	Prbj.g_00339	Prap.g_01370
OG0000381	Prbj.g_00338	Prap.g_01369
OG0000382	Prbj.g_00336	Prap.g_01368
OG0000383	Prbj.g_00331	Prap.g_01365
OG0000384	Prbj.g_00330	Prap.g_01364
OG0000385	Prbj.g_00324	Prap.g_01361
OG0000386	Prbj.g_00323	Prap.g_01360
OG0000387	Prbj.g_00322	Prap.g_01359
OG0000388	Prbj.g_00321	Prap.g_01358
OG0000389	Prbj.g_00320	Prap.g_01357
OG0000390	Prbj.g_00319	Prap.g_01356
OG0000391	Prbj.g_00318	Prap.g_01355
OG0000392	Prbj.g_00317	Prap.g_01354
OG0000393	Prbj.g_00063	Prap.g_01350
OG0000394	Prbj.g_00064	Prap.g_01349
OG0000395	Prbj.g_00068	Prap.g_01346
OG0000396	Prbj.g_02500	Prap.g_00728
OG0000397	Prbj.g_00563	Prap.g_00500
OG0000398	Prbj.g_00874	Prap.g_01827
OG0000399	Prbj.g_00689	Prap.g_00495
OG0000400	Prbj.g_02659	Prap.g_01714
OG0000401	Prbj.g_00076	Prap.g_01335
OG0000402	Prbj.g_00077	Prap.g_01334
OG0000403	Prbj.g_00089	Prap.g_01333
OG0000404	Prbj.g_00099	Prap.g_01331
OG0000405	Prbj.g_00100	Prap.g_01330
OG0000406	Prbj.g_00102	Prap.g_01328
OG0000407	Prbj.g_00103	Prap.g_01327
OG0000408	Prbj.g_00104	Prap.g_01326
OG0000409	Prbj.g_00105	Prap.g_01325
OG0000410	Prbj.g_00107	Prap.g_01324
OG0000411	Prbj.g_00108	Prap.g_01323
OG0000412	Prbj.g_00109	Prap.g_01322
OG0000413	Prbj.g_00110	Prap.g_01321
OG0000414	Prbj.g_00111	Prap.g_01320
OG0000415	Prbj.g_00112	Prap.g_01319
OG0000416	Prbj.g_00113	Prap.g_01318
OG0000417	Prbj.g_00117	Prap.g_01317
OG0000418	Prbj.g_00118	Prap.g_01316
OG0000419	Prbj.g_00119	Prap.g_01315
OG0000420	Prbj.g_00120	Prap.g_01314
OG0000421	Prbj.g_01894	Prap.g_01310
OG0000422	Prbj.g_01892	Prap.g_01308
OG0000423	Prbj.g_01891	Prap.g_01307
OG0000424	Prbj.g_01888	Prap.g_01306
OG0000425	Prbj.g_00152	Prap.g_01302
OG0000426	Prbj.g_00151	Prap.g_01301
OG0000427	Prbj.g_00148	Prap.g_01300
OG0000428	Prbj.g_00136	Prap.g_01298
OG0000429	Prbj.g_00134	Prap.g_01297
OG0000430	Prbj.g_00132	Prap.g_01296
OG0000431	Prbj.g_00130	Prap.g_01294
OG0000432	Prbj.g_00129	Prap.g_01293
OG0000433	Prbj.g_01638	Prap.g_01290
OG0000434	Prbj.g_01635	Prap.g_01289
OG0000435	Prbj.g_01631	Prap.g_01288
OG0000436	Prbj.g_01629	Prap.g_01286
OG0000437	Prbj.g_01627	Prap.g_01284
OG0000438	Prbj.g_01626	Prap.g_01283
OG0000439	Prbj.g_01625	Prap.g_01282
OG0000440	Prbj.g_01622	Prap.g_01280
OG0000441	Prbj.g_01620	Prap.g_01279
OG0000442	Prbj.g_01619	Prap.g_01278
OG0000443	Prbj.g_01618	Prap.g_01277
OG0000444	Prbj.g_01617	Prap.g_01276
OG0000445	Prbj.g_01616	Prap.g_01275
OG0000446	Prbj.g_01615	Prap.g_01274
OG0000447	Prbj.g_01614	Prap.g_01273
OG0000448	Prbj.g_01613	Prap.g_01272
OG0000449	Prbj.g_01605	Prap.g_01266
OG0000450	Prbj.g_02088	Prap.g_01265
OG0000451	Prbj.g_02089	Prap.g_01264
OG0000452	Prbj.g_02090	Prap.g_01263
OG0000453	Prbj.g_02093	Prap.g_01262
OG0000454	Prbj.g_02094	Prap.g_01261
OG0000455	Prbj.g_02095	Prap.g_01260
OG0000456	Prbj.g_02096	Prap.g_01259
OG0000457	Prbj.g_02097	Prap.g_01257
OG0000458	Prbj.g_02098	Prap.g_01255
OG0000459	Prbj.g_02099	Prap.g_01254
OG0000460	Prbj.g_02101	Prap.g_01252
OG0000461	Prbj.g_02102	Prap.g_01251
OG0000462	Prbj.g_02103	Prap.g_01250
OG0000463	Prbj.g_02108	Prap.g_01249
OG0000464	Prbj.g_02113	Prap.g_01245
OG0000465	Prbj.g_02114	Prap.g_01244
OG0000466	Prbj.g_02115	Prap.g_01243
OG0000467	Prbj.g_02117	Prap.g_01242
OG0000468	Prbj.g_02118	Prap.g_01241
OG0000469	Prbj.g_02123	Prap.g_01240
OG0000470	Prbj.g_01116	Prap.g_01239
OG0000471	Prbj.g_00765	Prap.g_01238
OG0000472	Prbj.g_02128	Prap.g_01235
OG0000473	Prbj.g_02130	Prap.g_01234
OG0000474	Prbj.g_02132	Prap.g_01233
OG0000475	Prbj.g_02133	Prap.g_01232
OG0000476	Prbj.g_02139	Prap.g_01231
OG0000477	Prbj.g_02142	Prap.g_01229
OG0000478	Prbj.g_02144	Prap.g_01228
OG0000479	Prbj.g_02146	Prap.g_01227
OG0000480	Prbj.g_02666	Prap.g_01225
OG0000481	Prbj.g_01858	Prap.g_01224
OG0000482	Prbj.g_01859	Prap.g_01223
OG0000483	Prbj.g_01861	Prap.g_01222
OG0000484	Prbj.g_01862	Prap.g_01221
OG0000485	Prbj.g_01863	Prap.g_01220
OG0000486	Prbj.g_01864	Prap.g_01219
OG0000487	Prbj.g_01865	Prap.g_01218
OG0000488	Prbj.g_01867	Prap.g_01216
OG0000489	Prbj.g_01868	Prap.g_01215
OG0000490	Prbj.g_01869	Prap.g_01214
OG0000491	Prbj.g_01870	Prap.g_01213
OG0000492	Prbj.g_01871	Prap.g_01212
OG0000493	Prbj.g_01872	Prap.g_01211
OG0000494	Prbj.g_01874	Prap.g_01210
OG0000495	Prbj.g_01875	Prap.g_01209
OG0000496	Prbj.g_01877	Prap.g_01207
OG0000497	Prbj.g_01879	Prap.g_01205
OG0000498	Prbj.g_01880	Prap.g_01204
OG0000499	Prbj.g_01882	Prap.g_01202
OG0000500	Prbj.g_01883	Prap.g_01201
OG0000501	Prbj.g_01807	Prap.g_01199
OG0000502	Prbj.g_01806	Prap.g_01198
OG0000503	Prbj.g_01805	Prap.g_01197
OG0000504	Prbj.g_01803	Prap.g_01196
OG0000505	Prbj.g_01802	Prap.g_01195
OG0000506	Prbj.g_01801	Prap.g_01194
OG0000507	Prbj.g_01800	Prap.g_01193
OG0000508	Prbj.g_01796	Prap.g_01191
OG0000509	Prbj.g_01795	Prap.g_01190
OG0000510	Prbj.g_01794	Prap.g_01189
OG0000511	Prbj.g_01793	Prap.g_01188
OG0000512	Prbj.g_01792	Prap.g_01187
OG0000513	Prbj.g_01791	Prap.g_01186
OG0000514	Prbj.g_01790	Prap.g_01185
OG0000515	Prbj.g_01787	Prap.g_01182
OG0000516	Prbj.g_01786	Prap.g_01181
OG0000517	Prbj.g_01785	Prap.g_01180
OG0000518	Prbj.g_01781	Prap.g_01177
OG0000519	Prbj.g_01780	Prap.g_01176
OG0000520	Prbj.g_01779	Prap.g_01175
OG0000521	Prbj.g_01778	Prap.g_01174
OG0000522	Prbj.g_01772	Prap.g_01173
OG0000523	Prbj.g_01771	Prap.g_01172
OG0000524	Prbj.g_01770	Prap.g_01171
OG0000525	Prbj.g_01768	Prap.g_01169
OG0000526	Prbj.g_01767	Prap.g_01168
OG0000527	Prbj.g_01766	Prap.g_01167
OG0000528	Prbj.g_01765	Prap.g_01166
OG0000529	Prbj.g_01764	Prap.g_01165
OG0000530	Prbj.g_01763	Prap.g_01164
OG0000531	Prbj.g_01760	Prap.g_01162
OG0000532	Prbj.g_01758	Prap.g_01161
OG0000533	Prbj.g_01757	Prap.g_01160
OG0000534	Prbj.g_01756	Prap.g_01159
OG0000535	Prbj.g_01755	Prap.g_01158
OG0000536	Prbj.g_01754	Prap.g_01157
OG0000537	Prbj.g_01753	Prap.g_01156
OG0000538	Prbj.g_01752	Prap.g_01155
OG0000539	Prbj.g_01750	Prap.g_01154
OG0000540	Prbj.g_01748	Prap.g_01153
OG0000541	Prbj.g_02544	Prap.g_01152
OG0000542	Prbj.g_02545	Prap.g_01151
OG0000543	Prbj.g_02546	Prap.g_01150
OG0000544	Prbj.g_02547	Prap.g_01149
OG0000545	Prbj.g_02550	Prap.g_01147
OG0000546	Prbj.g_02551	Prap.g_01146
OG0000547	Prbj.g_02553	Prap.g_01144
OG0000548	Prbj.g_02558	Prap.g_01142
OG0000549	Prbj.g_02559	Prap.g_01141
OG0000550	Prbj.g_02560	Prap.g_01140
OG0000551	Prbj.g_02563	Prap.g_01138
OG0000552	Prbj.g_02565	Prap.g_01137
OG0000553	Prbj.g_02566	Prap.g_00397
OG0000554	Prbj.g_02568	Prap.g_00396
OG0000555	Prbj.g_02569	Prap.g_00395
OG0000556	Prbj.g_02570	Prap.g_00394
OG0000557	Prbj.g_02571	Prap.g_00393
OG0000558	Prbj.g_02573	Prap.g_00392
OG0000559	Prbj.g_02574	Prap.g_00391
OG0000560	Prbj.g_02576	Prap.g_00389
OG0000561	Prbj.g_02577	Prap.g_00388
OG0000562	Prbj.g_02579	Prap.g_00386
OG0000563	Prbj.g_02580	Prap.g_00385
OG0000564	Prbj.g_02581	Prap.g_00384
OG0000565	Prbj.g_02589	Prap.g_00383
OG0000566	Prbj.g_02590	Prap.g_00382
OG0000567	Prbj.g_02591	Prap.g_00381
OG0000568	Prbj.g_02592	Prap.g_00380
OG0000569	Prbj.g_02593	Prap.g_00379
