Orthogroup	Prbj	Prao
OG0000124	Prbj.g_01848	Prao.g_00014
OG0000125	Prbj.g_01742	Prao.g_01264
OG0000126	Prbj.g_01639	Prao.g_01239
OG0000127	Prbj.g_01040	Prao.g_01384
OG0000128	Prbj.g_01057	Prao.g_01398
OG0000129	Prbj.g_00656	Prao.g_01433
OG0000130	Prbj.g_00863	Prao.g_01550
OG0000131	Prbj.g_00461	Prao.g_01588
OG0000132	Prbj.g_00458	Prao.g_01591
OG0000133	Prbj.g_01024	Prao.g_01646
OG0000134	Prbj.g_00987	Prao.g_01682
OG0000135	Prbj.g_00985	Prao.g_01684
OG0000136	Prbj.g_01516	Prao.g_01728
OG0000137	Prbj.g_01280	Prao.g_01760
OG0000138	Prbj.g_01963	Prao.g_01796
OG0000139	Prbj.g_02047	Prao.g_01823
OG0000140	Prbj.g_02074	Prao.g_01842
OG0000141	Prbj.g_02075	Prao.g_01843
OG0000142	Prbj.g_02077	Prao.g_01845
OG0000143	Prbj.g_02078	Prao.g_01846
OG0000144	Prbj.g_02080	Prao.g_01848
OG0000145	Prbj.g_02082	Prao.g_01849
OG0000146	Prbj.g_02083	Prao.g_01850
OG0000147	Prbj.g_02084	Prao.g_00157
OG0000148	Prbj.g_02086	Prao.g_00159
OG0000149	Prbj.g_01182	Prao.g_00161
OG0000150	Prbj.g_01183	Prao.g_00162
OG0000151	Prbj.g_01188	Prao.g_00163
OG0000152	Prbj.g_01189	Prao.g_00164
OG0000153	Prbj.g_01190	Prao.g_00165
OG0000154	Prbj.g_01191	Prao.g_00166
OG0000155	Prbj.g_01192	Prao.g_00167
OG0000156	Prbj.g_01193	Prao.g_00168
OG0000157	Prbj.g_01194	Prao.g_00169
OG0000158	Prbj.g_01196	Prao.g_00171
OG0000159	Prbj.g_01197	Prao.g_00172
OG0000160	Prbj.g_01198	Prao.g_00173
OG0000161	Prbj.g_01199	Prao.g_00174
OG0000162	Prbj.g_01200	Prao.g_00175
OG0000163	Prbj.g_01202	Prao.g_00176
OG0000164	Prbj.g_01207	Prao.g_00178
OG0000165	Prbj.g_01212	Prao.g_00181
OG0000166	Prbj.g_01213	Prao.g_00182
OG0000167	Prbj.g_01214	Prao.g_00183
OG0000168	Prbj.g_01215	Prao.g_00186
OG0000169	Prbj.g_01217	Prao.g_00188
OG0000170	Prbj.g_01953	Prao.g_00189
OG0000171	Prbj.g_01951	Prao.g_00190
OG0000172	Prbj.g_01950	Prao.g_00191
OG0000173	Prbj.g_01943	Prao.g_00192
OG0000174	Prbj.g_01936	Prao.g_00193
OG0000175	Prbj.g_01928	Prao.g_00194
OG0000176	Prbj.g_01920	Prao.g_00196
OG0000177	Prbj.g_01919	Prao.g_00197
OG0000178	Prbj.g_01918	Prao.g_00198
OG0000179	Prbj.g_00558	Prao.g_00203
OG0000180	Prbj.g_00560	Prao.g_00204
OG0000181	Prbj.g_00561	Prao.g_00205
OG0000182	Prbj.g_00564	Prao.g_00208
OG0000183	Prbj.g_00565	Prao.g_00209
OG0000184	Prbj.g_00569	Prao.g_00212
OG0000185	Prbj.g_00575	Prao.g_00216
OG0000186	Prbj.g_00576	Prao.g_00217
OG0000187	Prbj.g_00047	Prao.g_00218
OG0000188	Prbj.g_00577	Prao.g_00219
OG0000189	Prbj.g_00580	Prao.g_00220
OG0000190	Prbj.g_00581	Prao.g_00221
OG0000191	Prbj.g_00582	Prao.g_00222
OG0000192	Prbj.g_00583	Prao.g_00223
OG0000193	Prbj.g_00584	Prao.g_00224
OG0000194	Prbj.g_00585	Prao.g_00225
OG0000195	Prbj.g_00589	Prao.g_00227
OG0000196	Prbj.g_00590	Prao.g_00228
OG0000197	Prbj.g_00596	Prao.g_00229
OG0000198	Prbj.g_00600	Prao.g_00230
OG0000199	Prbj.g_00605	Prao.g_00233
OG0000200	Prbj.g_00606	Prao.g_00234
OG0000201	Prbj.g_00607	Prao.g_00235
OG0000202	Prbj.g_00609	Prao.g_00236
OG0000203	Prbj.g_00610	Prao.g_00237
OG0000204	Prbj.g_00611	Prao.g_00238
OG0000205	Prbj.g_00613	Prao.g_00239
OG0000206	Prbj.g_00614	Prao.g_00240
OG0000207	Prbj.g_00615	Prao.g_00241
OG0000208	Prbj.g_00616	Prao.g_00242
OG0000209	Prbj.g_00617	Prao.g_00243
OG0000210	Prbj.g_00619	Prao.g_00244
OG0000211	Prbj.g_00620	Prao.g_00245
OG0000212	Prbj.g_00621	Prao.g_00246
OG0000213	Prbj.g_00624	Prao.g_00247
OG0000214	Prbj.g_00630	Prao.g_00249
OG0000215	Prbj.g_01550	Prao.g_00250
OG0000216	Prbj.g_01552	Prao.g_00252
OG0000217	Prbj.g_01554	Prao.g_00254
OG0000218	Prbj.g_01556	Prao.g_00255
OG0000219	Prbj.g_01557	Prao.g_00256
OG0000220	Prbj.g_01562	Prao.g_00259
OG0000221	Prbj.g_01567	Prao.g_00261
OG0000222	Prbj.g_01568	Prao.g_00262
OG0000223	Prbj.g_01569	Prao.g_00263
OG0000224	Prbj.g_01530	Prao.g_00266
OG0000225	Prbj.g_01532	Prao.g_00268
OG0000226	Prbj.g_01535	Prao.g_00269
OG0000227	Prbj.g_01537	Prao.g_00270
OG0000228	Prbj.g_01538	Prao.g_00271
OG0000229	Prbj.g_01539	Prao.g_00272
OG0000230	Prbj.g_01540	Prao.g_00273
OG0000231	Prbj.g_01542	Prao.g_00274
OG0000232	Prbj.g_01543	Prao.g_00275
OG0000233	Prbj.g_01548	Prao.g_00278
OG0000234	Prbj.g_00545	Prao.g_00280
OG0000235	Prbj.g_00543	Prao.g_00283
OG0000236	Prbj.g_00542	Prao.g_00284
OG0000237	Prbj.g_00541	Prao.g_00285
OG0000238	Prbj.g_00540	Prao.g_00286
OG0000239	Prbj.g_00539	Prao.g_00287
OG0000240	Prbj.g_00537	Prao.g_00289
OG0000241	Prbj.g_00536	Prao.g_00290
OG0000242	Prbj.g_00535	Prao.g_00291
OG0000243	Prbj.g_00534	Prao.g_00292
OG0000244	Prbj.g_00533	Prao.g_00293
OG0000245	Prbj.g_00531	Prao.g_00294
OG0000246	Prbj.g_00529	Prao.g_00296
OG0000247	Prbj.g_00528	Prao.g_00297
OG0000248	Prbj.g_00527	Prao.g_00298
OG0000249	Prbj.g_00526	Prao.g_00299
OG0000250	Prbj.g_00525	Prao.g_00300
OG0000251	Prbj.g_00524	Prao.g_00301
OG0000252	Prbj.g_00523	Prao.g_00302
OG0000253	Prbj.g_00522	Prao.g_00303
OG0000254	Prbj.g_00520	Prao.g_00305
OG0000255	Prbj.g_00519	Prao.g_00306
OG0000256	Prbj.g_00516	Prao.g_00309
OG0000257	Prbj.g_00515	Prao.g_00311
OG0000258	Prbj.g_00514	Prao.g_00312
OG0000259	Prbj.g_00513	Prao.g_00313
OG0000260	Prbj.g_00512	Prao.g_00314
OG0000261	Prbj.g_00511	Prao.g_00315
OG0000262	Prbj.g_00510	Prao.g_00316
OG0000263	Prbj.g_00509	Prao.g_00317
OG0000264	Prbj.g_02369	Prao.g_00319
OG0000265	Prbj.g_01135	Prao.g_00320
OG0000266	Prbj.g_01137	Prao.g_00321
OG0000267	Prbj.g_01141	Prao.g_00323
OG0000268	Prbj.g_01143	Prao.g_00324
OG0000269	Prbj.g_01146	Prao.g_00325
OG0000270	Prbj.g_01148	Prao.g_00326
OG0000271	Prbj.g_01151	Prao.g_00327
OG0000272	Prbj.g_01152	Prao.g_00328
OG0000273	Prbj.g_01155	Prao.g_00329
OG0000274	Prbj.g_01157	Prao.g_00330
OG0000275	Prbj.g_01158	Prao.g_00331
OG0000276	Prbj.g_01159	Prao.g_00332
OG0000277	Prbj.g_01160	Prao.g_00333
OG0000278	Prbj.g_01161	Prao.g_00334
OG0000279	Prbj.g_01162	Prao.g_00335
OG0000280	Prbj.g_01163	Prao.g_00336
OG0000281	Prbj.g_01165	Prao.g_00338
OG0000282	Prbj.g_01166	Prao.g_00339
OG0000283	Prbj.g_01173	Prao.g_00342
OG0000284	Prbj.g_01174	Prao.g_00343
OG0000285	Prbj.g_00289	Prao.g_00344
OG0000286	Prbj.g_00287	Prao.g_00346
OG0000287	Prbj.g_00234	Prao.g_00347
OG0000288	Prbj.g_00235	Prao.g_00348
OG0000289	Prbj.g_00237	Prao.g_00349
OG0000290	Prbj.g_00238	Prao.g_00350
OG0000291	Prbj.g_00240	Prao.g_00351
OG0000292	Prbj.g_00250	Prao.g_00352
OG0000293	Prbj.g_00251	Prao.g_00353
OG0000294	Prbj.g_00252	Prao.g_00354
OG0000295	Prbj.g_00258	Prao.g_00355
OG0000296	Prbj.g_00259	Prao.g_00356
OG0000297	Prbj.g_00262	Prao.g_00357
OG0000298	Prbj.g_00263	Prao.g_00358
OG0000299	Prbj.g_00264	Prao.g_00359
OG0000300	Prbj.g_00265	Prao.g_00360
OG0000301	Prbj.g_00266	Prao.g_00361
OG0000302	Prbj.g_00267	Prao.g_00362
OG0000303	Prbj.g_00268	Prao.g_00363
OG0000304	Prbj.g_00270	Prao.g_00364
OG0000305	Prbj.g_00271	Prao.g_00365
OG0000306	Prbj.g_00272	Prao.g_00366
OG0000307	Prbj.g_00181	Prao.g_00367
OG0000308	Prbj.g_01775	Prao.g_00368
OG0000309	Prbj.g_01776	Prao.g_00369
OG0000310	Prbj.g_01777	Prao.g_00370
OG0000311	Prbj.g_00177	Prao.g_00371
OG0000312	Prbj.g_00176	Prao.g_00373
OG0000313	Prbj.g_02608	Prao.g_00374
OG0000314	Prbj.g_02614	Prao.g_00377
OG0000315	Prbj.g_02615	Prao.g_00378
OG0000316	Prbj.g_02661	Prao.g_00380
OG0000317	Prbj.g_01341	Prao.g_00382
OG0000318	Prbj.g_01342	Prao.g_00383
OG0000319	Prbj.g_01343	Prao.g_00384
OG0000320	Prbj.g_01345	Prao.g_00385
OG0000321	Prbj.g_01350	Prao.g_00388
OG0000322	Prbj.g_01359	Prao.g_00391
OG0000323	Prbj.g_01360	Prao.g_00392
OG0000324	Prbj.g_01362	Prao.g_00395
OG0000325	Prbj.g_01364	Prao.g_00397
OG0000326	Prbj.g_01366	Prao.g_00398
OG0000327	Prbj.g_01372	Prao.g_00400
OG0000328	Prbj.g_00180	Prao.g_00401
OG0000329	Prbj.g_01385	Prao.g_00402
OG0000330	Prbj.g_01386	Prao.g_00403
OG0000331	Prbj.g_01388	Prao.g_00404
OG0000332	Prbj.g_01389	Prao.g_00405
OG0000333	Prbj.g_01390	Prao.g_00406
OG0000334	Prbj.g_01391	Prao.g_00407
OG0000335	Prbj.g_01392	Prao.g_00408
OG0000336	Prbj.g_01394	Prao.g_00409
OG0000337	Prbj.g_01399	Prao.g_00412
OG0000338	Prbj.g_01400	Prao.g_00413
OG0000339	Prbj.g_01401	Prao.g_00414
OG0000340	Prbj.g_01403	Prao.g_00415
OG0000341	Prbj.g_01408	Prao.g_00419
OG0000342	Prbj.g_01409	Prao.g_00420
OG0000343	Prbj.g_01411	Prao.g_00422
OG0000344	Prbj.g_01413	Prao.g_00423
OG0000345	Prbj.g_01414	Prao.g_00424
OG0000346	Prbj.g_01415	Prao.g_00425
OG0000347	Prbj.g_01416	Prao.g_00426
OG0000348	Prbj.g_01417	Prao.g_00427
OG0000349	Prbj.g_01418	Prao.g_00428
OG0000350	Prbj.g_01419	Prao.g_00429
OG0000351	Prbj.g_01423	Prao.g_00432
OG0000352	Prbj.g_01427	Prao.g_00435
OG0000353	Prbj.g_01430	Prao.g_00436
OG0000354	Prbj.g_01431	Prao.g_00437
OG0000355	Prbj.g_01432	Prao.g_00438
OG0000356	Prbj.g_01437	Prao.g_00439
OG0000357	Prbj.g_01438	Prao.g_00440
OG0000358	Prbj.g_01439	Prao.g_00441
OG0000359	Prbj.g_01441	Prao.g_00442
OG0000360	Prbj.g_01444	Prao.g_00444
OG0000361	Prbj.g_01445	Prao.g_00445
OG0000362	Prbj.g_01446	Prao.g_00446
OG0000363	Prbj.g_01448	Prao.g_00447
OG0000364	Prbj.g_01449	Prao.g_00448
OG0000365	Prbj.g_01450	Prao.g_00449
OG0000366	Prbj.g_01451	Prao.g_00450
OG0000367	Prbj.g_01452	Prao.g_00451
OG0000368	Prbj.g_01453	Prao.g_00452
OG0000369	Prbj.g_01454	Prao.g_00453
OG0000370	Prbj.g_01455	Prao.g_00454
OG0000371	Prbj.g_01456	Prao.g_00455
OG0000372	Prbj.g_01459	Prao.g_00457
OG0000373	Prbj.g_01469	Prao.g_00459
OG0000374	Prbj.g_01471	Prao.g_00460
OG0000375	Prbj.g_01480	Prao.g_00461
OG0000376	Prbj.g_00359	Prao.g_00463
OG0000377	Prbj.g_00352	Prao.g_00464
OG0000378	Prbj.g_00351	Prao.g_00465
OG0000379	Prbj.g_00341	Prao.g_00470
OG0000380	Prbj.g_00339	Prao.g_00471
OG0000381	Prbj.g_00338	Prao.g_00472
OG0000382	Prbj.g_00336	Prao.g_00474
OG0000383	Prbj.g_00331	Prao.g_00476
OG0000384	Prbj.g_00330	Prao.g_00477
OG0000385	Prbj.g_00324	Prao.g_00479
OG0000386	Prbj.g_00323	Prao.g_00480
OG0000387	Prbj.g_00322	Prao.g_00481
OG0000388	Prbj.g_00321	Prao.g_00482
OG0000389	Prbj.g_00320	Prao.g_00483
OG0000390	Prbj.g_00319	Prao.g_00484
OG0000391	Prbj.g_00318	Prao.g_00485
OG0000392	Prbj.g_00317	Prao.g_00486
OG0000393	Prbj.g_00063	Prao.g_00489
OG0000394	Prbj.g_00064	Prao.g_00490
OG0000395	Prbj.g_00068	Prao.g_00492
OG0000396	Prbj.g_02500	Prao.g_00493
OG0000397	Prbj.g_00563	Prao.g_00506
OG0000398	Prbj.g_00874	Prao.g_00513
OG0000399	Prbj.g_00689	Prao.g_00514
OG0000400	Prbj.g_02659	Prao.g_00518
OG0000401	Prbj.g_00076	Prao.g_00535
OG0000402	Prbj.g_00077	Prao.g_00536
OG0000403	Prbj.g_00089	Prao.g_00537
OG0000404	Prbj.g_00099	Prao.g_00539
OG0000405	Prbj.g_00100	Prao.g_00540
OG0000406	Prbj.g_00102	Prao.g_00542
OG0000407	Prbj.g_00103	Prao.g_00543
OG0000408	Prbj.g_00104	Prao.g_00544
OG0000409	Prbj.g_00105	Prao.g_00545
OG0000410	Prbj.g_00107	Prao.g_00546
OG0000411	Prbj.g_00108	Prao.g_00547
OG0000412	Prbj.g_00109	Prao.g_00548
OG0000413	Prbj.g_00110	Prao.g_00549
OG0000414	Prbj.g_00111	Prao.g_00550
OG0000415	Prbj.g_00112	Prao.g_00551
OG0000416	Prbj.g_00113	Prao.g_00552
OG0000417	Prbj.g_00117	Prao.g_00553
OG0000418	Prbj.g_00118	Prao.g_00554
OG0000419	Prbj.g_00119	Prao.g_00555
OG0000420	Prbj.g_00120	Prao.g_00556
OG0000421	Prbj.g_01894	Prao.g_00557
OG0000422	Prbj.g_01892	Prao.g_00559
OG0000423	Prbj.g_01891	Prao.g_00560
OG0000424	Prbj.g_01888	Prao.g_00564
OG0000425	Prbj.g_00152	Prao.g_00567
OG0000426	Prbj.g_00151	Prao.g_00568
OG0000427	Prbj.g_00148	Prao.g_00569
OG0000428	Prbj.g_00136	Prao.g_00570
OG0000429	Prbj.g_00134	Prao.g_00571
OG0000430	Prbj.g_00132	Prao.g_00577
OG0000431	Prbj.g_00130	Prao.g_00579
OG0000432	Prbj.g_00129	Prao.g_00580
OG0000433	Prbj.g_01638	Prao.g_00583
OG0000434	Prbj.g_01635	Prao.g_00584
OG0000435	Prbj.g_01631	Prao.g_00585
OG0000436	Prbj.g_01629	Prao.g_00587
OG0000437	Prbj.g_01627	Prao.g_00589
OG0000438	Prbj.g_01626	Prao.g_00590
OG0000439	Prbj.g_01625	Prao.g_00591
OG0000440	Prbj.g_01622	Prao.g_00593
OG0000441	Prbj.g_01620	Prao.g_00594
OG0000442	Prbj.g_01619	Prao.g_00595
OG0000443	Prbj.g_01618	Prao.g_00596
OG0000444	Prbj.g_01617	Prao.g_00597
OG0000445	Prbj.g_01616	Prao.g_00598
OG0000446	Prbj.g_01615	Prao.g_00599
OG0000447	Prbj.g_01614	Prao.g_00600
OG0000448	Prbj.g_01613	Prao.g_00601
OG0000449	Prbj.g_01605	Prao.g_00606
OG0000450	Prbj.g_02088	Prao.g_00607
OG0000451	Prbj.g_02089	Prao.g_00608
OG0000452	Prbj.g_02090	Prao.g_00609
OG0000453	Prbj.g_02093	Prao.g_00611
OG0000454	Prbj.g_02094	Prao.g_00612
OG0000455	Prbj.g_02095	Prao.g_00613
OG0000456	Prbj.g_02096	Prao.g_00614
OG0000457	Prbj.g_02097	Prao.g_00616
OG0000458	Prbj.g_02098	Prao.g_00618
OG0000459	Prbj.g_02099	Prao.g_00619
OG0000460	Prbj.g_02101	Prao.g_00621
OG0000461	Prbj.g_02102	Prao.g_00622
OG0000462	Prbj.g_02103	Prao.g_00623
OG0000463	Prbj.g_02108	Prao.g_00624
OG0000464	Prbj.g_02113	Prao.g_00629
OG0000465	Prbj.g_02114	Prao.g_00631
OG0000466	Prbj.g_02115	Prao.g_00632
OG0000467	Prbj.g_02117	Prao.g_00633
OG0000468	Prbj.g_02118	Prao.g_00634
OG0000469	Prbj.g_02123	Prao.g_00635
OG0000470	Prbj.g_01116	Prao.g_01861
OG0000471	Prbj.g_00765	Prao.g_01860
OG0000472	Prbj.g_02128	Prao.g_01857
OG0000473	Prbj.g_02130	Prao.g_01856
OG0000474	Prbj.g_02132	Prao.g_01855
OG0000475	Prbj.g_02133	Prao.g_01854
OG0000476	Prbj.g_02139	Prao.g_01853
OG0000477	Prbj.g_02142	Prao.g_01159
OG0000478	Prbj.g_02144	Prao.g_01160
OG0000479	Prbj.g_02146	Prao.g_01161
OG0000480	Prbj.g_02666	Prao.g_01163
OG0000481	Prbj.g_01858	Prao.g_01164
OG0000482	Prbj.g_01859	Prao.g_01165
OG0000483	Prbj.g_01861	Prao.g_01166
OG0000484	Prbj.g_01862	Prao.g_01167
OG0000485	Prbj.g_01863	Prao.g_01168
OG0000486	Prbj.g_01864	Prao.g_01169
OG0000487	Prbj.g_01865	Prao.g_01170
OG0000488	Prbj.g_01867	Prao.g_01172
OG0000489	Prbj.g_01868	Prao.g_01173
OG0000490	Prbj.g_01869	Prao.g_01174
OG0000491	Prbj.g_01870	Prao.g_01175
OG0000492	Prbj.g_01871	Prao.g_01176
OG0000493	Prbj.g_01872	Prao.g_01177
OG0000494	Prbj.g_01874	Prao.g_01179
OG0000495	Prbj.g_01875	Prao.g_01180
OG0000496	Prbj.g_01877	Prao.g_01181
OG0000497	Prbj.g_01879	Prao.g_01182
OG0000498	Prbj.g_01880	Prao.g_01183
OG0000499	Prbj.g_01882	Prao.g_01185
OG0000500	Prbj.g_01883	Prao.g_01186
OG0000501	Prbj.g_01807	Prao.g_01862
OG0000502	Prbj.g_01806	Prao.g_01863
OG0000503	Prbj.g_01805	Prao.g_01864
OG0000504	Prbj.g_01803	Prao.g_01865
OG0000505	Prbj.g_01802	Prao.g_01866
OG0000506	Prbj.g_01801	Prao.g_01867
OG0000507	Prbj.g_01800	Prao.g_01868
OG0000508	Prbj.g_01796	Prao.g_01870
OG0000509	Prbj.g_01795	Prao.g_00018
OG0000510	Prbj.g_01794	Prao.g_00019
OG0000511	Prbj.g_01793	Prao.g_00020
OG0000512	Prbj.g_01792	Prao.g_00021
OG0000513	Prbj.g_01791	Prao.g_00022
OG0000514	Prbj.g_01790	Prao.g_00023
OG0000515	Prbj.g_01787	Prao.g_00025
OG0000516	Prbj.g_01786	Prao.g_00026
OG0000517	Prbj.g_01785	Prao.g_00027
OG0000518	Prbj.g_01781	Prao.g_00029
OG0000519	Prbj.g_01780	Prao.g_00030
OG0000520	Prbj.g_01779	Prao.g_00031
OG0000521	Prbj.g_01778	Prao.g_00032
OG0000522	Prbj.g_01772	Prao.g_00033
OG0000523	Prbj.g_01771	Prao.g_00034
OG0000524	Prbj.g_01770	Prao.g_00035
OG0000525	Prbj.g_01768	Prao.g_00037
OG0000526	Prbj.g_01767	Prao.g_00038
OG0000527	Prbj.g_01766	Prao.g_00039
OG0000528	Prbj.g_01765	Prao.g_00040
OG0000529	Prbj.g_01764	Prao.g_00041
OG0000530	Prbj.g_01763	Prao.g_00042
OG0000531	Prbj.g_01760	Prao.g_00043
OG0000532	Prbj.g_01758	Prao.g_00044
OG0000533	Prbj.g_01757	Prao.g_00045
OG0000534	Prbj.g_01756	Prao.g_00046
OG0000535	Prbj.g_01755	Prao.g_00047
OG0000536	Prbj.g_01754	Prao.g_00048
OG0000537	Prbj.g_01753	Prao.g_00049
OG0000538	Prbj.g_01752	Prao.g_00050
OG0000539	Prbj.g_01750	Prao.g_00051
OG0000540	Prbj.g_01748	Prao.g_00052
OG0000541	Prbj.g_02544	Prao.g_00053
OG0000542	Prbj.g_02545	Prao.g_00054
OG0000543	Prbj.g_02546	Prao.g_00055
OG0000544	Prbj.g_02547	Prao.g_00056
OG0000545	Prbj.g_02550	Prao.g_00060
OG0000546	Prbj.g_02551	Prao.g_00061
OG0000547	Prbj.g_02553	Prao.g_00063
OG0000548	Prbj.g_02558	Prao.g_00064
OG0000549	Prbj.g_02559	Prao.g_00065
OG0000550	Prbj.g_02560	Prao.g_00066
OG0000551	Prbj.g_02563	Prao.g_00067
OG0000552	Prbj.g_02565	Prao.g_00068
OG0000553	Prbj.g_02566	Prao.g_00069
OG0000554	Prbj.g_02568	Prao.g_00070
OG0000555	Prbj.g_02569	Prao.g_00071
OG0000556	Prbj.g_02570	Prao.g_00072
OG0000557	Prbj.g_02571	Prao.g_00073
OG0000558	Prbj.g_02573	Prao.g_00074
OG0000559	Prbj.g_02574	Prao.g_00075
OG0000560	Prbj.g_02576	Prao.g_00077
OG0000561	Prbj.g_02577	Prao.g_00078
OG0000562	Prbj.g_02579	Prao.g_00079
OG0000563	Prbj.g_02580	Prao.g_00080
OG0000564	Prbj.g_02581	Prao.g_00081
OG0000565	Prbj.g_02589	Prao.g_00082
OG0000566	Prbj.g_02590	Prao.g_00083
OG0000567	Prbj.g_02591	Prao.g_00084
OG0000568	Prbj.g_02592	Prao.g_00085
OG0000569	Prbj.g_02593	Prao.g_00086
OG0000570	Prbj.g_02596	Prao.g_00087
OG0000571	Prbj.g_02597	Prao.g_00088
OG0000572	Prbj.g_02598	Prao.g_00089
OG0000573	Prbj.g_00794	Prao.g_00092
OG0000574	Prbj.g_00803	Prao.g_00093
OG0000575	Prbj.g_00804	Prao.g_00094
OG0000576	Prbj.g_00805	Prao.g_00095
