Orthogroup	Prbj	Prbf
OG0000211	Prbj.g_00620	Prbf.g_01435
OG0000212	Prbj.g_00621	Prbf.g_01436
OG0000213	Prbj.g_00624	Prbf.g_01437
OG0000214	Prbj.g_00630	Prbf.g_01441
OG0000215	Prbj.g_01550	Prbf.g_01442
OG0000216	Prbj.g_01552	Prbf.g_01444
OG0000217	Prbj.g_01554	Prbf.g_01445
OG0000218	Prbj.g_01556	Prbf.g_01446
OG0000219	Prbj.g_01557	Prbf.g_01447
OG0000220	Prbj.g_01562	Prbf.g_01450
OG0000221	Prbj.g_01567	Prbf.g_01453
OG0000222	Prbj.g_01568	Prbf.g_01454
OG0000223	Prbj.g_01569	Prbf.g_01455
OG0000224	Prbj.g_01530	Prbf.g_01457
OG0000225	Prbj.g_01532	Prbf.g_01459
OG0000226	Prbj.g_01535	Prbf.g_01461
OG0000227	Prbj.g_01537	Prbf.g_01462
OG0000228	Prbj.g_01538	Prbf.g_01463
OG0000229	Prbj.g_01539	Prbf.g_01464
OG0000230	Prbj.g_01540	Prbf.g_01465
OG0000231	Prbj.g_01542	Prbf.g_01055
OG0000232	Prbj.g_01543	Prbf.g_01467
OG0000233	Prbj.g_01548	Prbf.g_01470
OG0000234	Prbj.g_00545	Prbf.g_01472
OG0000235	Prbj.g_00543	Prbf.g_01478
OG0000236	Prbj.g_00542	Prbf.g_01479
OG0000237	Prbj.g_00541	Prbf.g_01480
OG0000238	Prbj.g_00540	Prbf.g_01481
OG0000239	Prbj.g_00539	Prbf.g_01482
OG0000240	Prbj.g_00537	Prbf.g_01484
OG0000241	Prbj.g_00536	Prbf.g_01485
OG0000242	Prbj.g_00535	Prbf.g_01486
OG0000243	Prbj.g_00534	Prbf.g_01487
OG0000244	Prbj.g_00533	Prbf.g_01488
OG0000245	Prbj.g_00531	Prbf.g_01490
OG0000246	Prbj.g_00529	Prbf.g_01492
OG0000247	Prbj.g_00528	Prbf.g_01493
OG0000248	Prbj.g_00527	Prbf.g_01494
OG0000249	Prbj.g_00526	Prbf.g_01495
OG0000250	Prbj.g_00525	Prbf.g_01496
OG0000251	Prbj.g_00524	Prbf.g_01497
OG0000252	Prbj.g_00523	Prbf.g_01498
OG0000253	Prbj.g_00522	Prbf.g_01499
OG0000254	Prbj.g_00520	Prbf.g_01501
OG0000255	Prbj.g_00519	Prbf.g_01502
OG0000256	Prbj.g_00516	Prbf.g_01505
OG0000257	Prbj.g_00515	Prbf.g_01507
OG0000258	Prbj.g_00514	Prbf.g_01508
OG0000259	Prbj.g_00513	Prbf.g_01509
OG0000260	Prbj.g_00512	Prbf.g_01510
OG0000261	Prbj.g_00511	Prbf.g_01511
OG0000262	Prbj.g_00510	Prbf.g_01512
OG0000263	Prbj.g_00509	Prbf.g_01513
OG0000264	Prbj.g_02369	Prbf.g_01515
OG0000265	Prbj.g_01135	Prbf.g_01516
OG0000266	Prbj.g_01137	Prbf.g_01517
OG0000267	Prbj.g_01141	Prbf.g_01519
OG0000268	Prbj.g_01143	Prbf.g_01521
OG0000269	Prbj.g_01146	Prbf.g_01522
OG0000270	Prbj.g_01148	Prbf.g_01523
OG0000271	Prbj.g_01151	Prbf.g_01524
OG0000272	Prbj.g_01152	Prbf.g_01525
OG0000273	Prbj.g_01155	Prbf.g_01526
OG0000274	Prbj.g_01157	Prbf.g_01527
OG0000275	Prbj.g_01158	Prbf.g_01528
OG0000276	Prbj.g_01159	Prbf.g_01529
OG0000277	Prbj.g_01160	Prbf.g_01530
OG0000278	Prbj.g_01161	Prbf.g_01531
OG0000279	Prbj.g_01162	Prbf.g_01532
OG0000280	Prbj.g_01163	Prbf.g_01533
OG0000281	Prbj.g_01165	Prbf.g_01535
OG0000282	Prbj.g_01166	Prbf.g_01536
OG0000283	Prbj.g_01173	Prbf.g_01539
OG0000284	Prbj.g_01174	Prbf.g_01540
OG0000285	Prbj.g_00289	Prbf.g_01541
OG0000286	Prbj.g_00287	Prbf.g_01543
OG0000287	Prbj.g_00234	Prbf.g_01545
OG0000288	Prbj.g_00235	Prbf.g_01546
OG0000289	Prbj.g_00237	Prbf.g_01547
OG0000290	Prbj.g_00238	Prbf.g_01548
OG0000291	Prbj.g_00240	Prbf.g_01549
OG0000292	Prbj.g_00250	Prbf.g_01550
OG0000293	Prbj.g_00251	Prbf.g_01551
OG0000294	Prbj.g_00252	Prbf.g_01552
OG0000295	Prbj.g_00258	Prbf.g_01553
OG0000296	Prbj.g_00259	Prbf.g_01554
OG0000297	Prbj.g_00262	Prbf.g_01555
OG0000298	Prbj.g_00263	Prbf.g_01556
OG0000299	Prbj.g_00264	Prbf.g_01557
OG0000300	Prbj.g_00265	Prbf.g_01558
OG0000301	Prbj.g_00266	Prbf.g_01559
OG0000302	Prbj.g_00267	Prbf.g_01560
OG0000303	Prbj.g_00268	Prbf.g_01561
OG0000304	Prbj.g_00270	Prbf.g_01563
OG0000305	Prbj.g_00271	Prbf.g_01564
OG0000306	Prbj.g_00272	Prbf.g_01565
OG0000307	Prbj.g_00181	Prbf.g_01567
OG0000308	Prbj.g_01775	Prbf.g_01568
OG0000309	Prbj.g_01776	Prbf.g_01569
OG0000310	Prbj.g_01777	Prbf.g_01570
OG0000311	Prbj.g_00177	Prbf.g_01571
OG0000312	Prbj.g_00176	Prbf.g_01573
OG0000313	Prbj.g_02608	Prbf.g_01574
OG0000314	Prbj.g_02614	Prbf.g_01578
OG0000315	Prbj.g_02615	Prbf.g_01579
OG0000316	Prbj.g_02661	Prbf.g_01581
OG0000317	Prbj.g_01341	Prbf.g_01583
OG0000318	Prbj.g_01342	Prbf.g_01584
OG0000319	Prbj.g_01343	Prbf.g_01585
OG0000320	Prbj.g_01345	Prbf.g_01586
OG0000321	Prbj.g_01350	Prbf.g_01589
OG0000322	Prbj.g_01359	Prbf.g_01593
OG0000323	Prbj.g_01360	Prbf.g_01594
OG0000324	Prbj.g_01362	Prbf.g_01597
OG0000325	Prbj.g_01364	Prbf.g_01598
OG0000326	Prbj.g_01366	Prbf.g_01599
OG0000327	Prbj.g_01372	Prbf.g_01601
OG0000328	Prbj.g_00180	Prbf.g_01602
OG0000329	Prbj.g_01385	Prbf.g_01603
OG0000330	Prbj.g_01386	Prbf.g_01604
OG0000331	Prbj.g_01388	Prbf.g_01606
OG0000332	Prbj.g_01389	Prbf.g_01607
OG0000333	Prbj.g_01390	Prbf.g_01608
OG0000334	Prbj.g_01391	Prbf.g_01609
OG0000335	Prbj.g_01392	Prbf.g_01610
OG0000336	Prbj.g_01394	Prbf.g_01612
OG0000337	Prbj.g_01399	Prbf.g_01615
OG0000338	Prbj.g_01400	Prbf.g_01616
OG0000339	Prbj.g_01401	Prbf.g_01617
OG0000340	Prbj.g_01403	Prbf.g_01618
OG0000341	Prbj.g_01408	Prbf.g_01622
OG0000342	Prbj.g_01409	Prbf.g_01623
OG0000343	Prbj.g_01411	Prbf.g_01626
OG0000344	Prbj.g_01413	Prbf.g_01627
OG0000345	Prbj.g_01414	Prbf.g_01628
OG0000346	Prbj.g_01415	Prbf.g_01629
OG0000347	Prbj.g_01416	Prbf.g_01630
OG0000348	Prbj.g_01417	Prbf.g_01632
OG0000349	Prbj.g_01418	Prbf.g_01633
OG0000350	Prbj.g_01419	Prbf.g_01634
OG0000351	Prbj.g_01423	Prbf.g_01636
OG0000352	Prbj.g_01427	Prbf.g_01639
OG0000353	Prbj.g_01430	Prbf.g_01640
OG0000354	Prbj.g_01431	Prbf.g_01641
OG0000355	Prbj.g_01432	Prbf.g_01642
OG0000356	Prbj.g_01437	Prbf.g_01643
OG0000357	Prbj.g_01438	Prbf.g_01644
OG0000358	Prbj.g_01439	Prbf.g_01645
OG0000359	Prbj.g_01441	Prbf.g_01646
OG0000360	Prbj.g_01444	Prbf.g_01648
OG0000361	Prbj.g_01445	Prbf.g_01649
OG0000362	Prbj.g_01446	Prbf.g_01650
OG0000363	Prbj.g_01448	Prbf.g_01651
OG0000364	Prbj.g_01449	Prbf.g_01652
OG0000365	Prbj.g_01450	Prbf.g_01653
OG0000366	Prbj.g_01451	Prbf.g_01654
OG0000367	Prbj.g_01452	Prbf.g_01655
OG0000368	Prbj.g_01453	Prbf.g_01656
OG0000369	Prbj.g_01454	Prbf.g_01657
OG0000370	Prbj.g_01455	Prbf.g_01658
OG0000371	Prbj.g_01456	Prbf.g_01659
OG0000372	Prbj.g_01459	Prbf.g_01660
OG0000373	Prbj.g_01469	Prbf.g_01662
OG0000374	Prbj.g_01471	Prbf.g_01663
OG0000375	Prbj.g_01480	Prbf.g_01664
OG0000376	Prbj.g_00359	Prbf.g_01665
OG0000377	Prbj.g_00352	Prbf.g_01671
OG0000378	Prbj.g_00351	Prbf.g_01672
OG0000379	Prbj.g_00341	Prbf.g_01678
OG0000380	Prbj.g_00339	Prbf.g_01680
OG0000381	Prbj.g_00338	Prbf.g_01681
OG0000382	Prbj.g_00336	Prbf.g_01682
OG0000383	Prbj.g_00331	Prbf.g_01685
OG0000384	Prbj.g_00330	Prbf.g_01686
OG0000385	Prbj.g_00324	Prbf.g_01689
OG0000386	Prbj.g_00323	Prbf.g_01690
OG0000387	Prbj.g_00322	Prbf.g_01691
OG0000388	Prbj.g_00321	Prbf.g_01692
OG0000389	Prbj.g_00320	Prbf.g_01693
OG0000390	Prbj.g_00319	Prbf.g_01694
OG0000391	Prbj.g_00318	Prbf.g_01695
OG0000392	Prbj.g_00317	Prbf.g_01696
OG0000393	Prbj.g_00063	Prbf.g_01700
OG0000394	Prbj.g_00064	Prbf.g_01701
OG0000395	Prbj.g_00068	Prbf.g_01704
OG0000396	Prbj.g_02500	Prbf.g_01190
OG0000397	Prbj.g_00563	Prbf.g_00874
OG0000398	Prbj.g_00874	Prbf.g_00741
OG0000399	Prbj.g_00689	Prbf.g_00879
OG0000400	Prbj.g_02659	Prbf.g_00629
OG0000401	Prbj.g_00076	Prbf.g_01715
OG0000402	Prbj.g_00077	Prbf.g_01716
OG0000403	Prbj.g_00089	Prbf.g_01717
OG0000404	Prbj.g_00099	Prbf.g_01719
OG0000405	Prbj.g_00100	Prbf.g_01720
OG0000406	Prbj.g_00102	Prbf.g_01722
OG0000407	Prbj.g_00103	Prbf.g_01723
OG0000408	Prbj.g_00104	Prbf.g_01724
OG0000409	Prbj.g_00105	Prbf.g_01725
OG0000410	Prbj.g_00107	Prbf.g_01726
OG0000411	Prbj.g_00108	Prbf.g_01727
OG0000412	Prbj.g_00109	Prbf.g_01728
OG0000413	Prbj.g_00110	Prbf.g_01729
OG0000414	Prbj.g_00111	Prbf.g_01730
OG0000415	Prbj.g_00112	Prbf.g_01731
OG0000416	Prbj.g_00113	Prbf.g_01732
OG0000417	Prbj.g_00117	Prbf.g_01733
OG0000418	Prbj.g_00118	Prbf.g_01734
OG0000419	Prbj.g_00119	Prbf.g_01735
OG0000420	Prbj.g_00120	Prbf.g_01736
OG0000421	Prbj.g_01894	Prbf.g_01740
OG0000422	Prbj.g_01892	Prbf.g_01742
OG0000423	Prbj.g_01891	Prbf.g_01743
OG0000424	Prbj.g_01888	Prbf.g_01744
OG0000425	Prbj.g_00152	Prbf.g_01748
OG0000426	Prbj.g_00151	Prbf.g_01749
OG0000427	Prbj.g_00148	Prbf.g_01750
OG0000428	Prbj.g_00136	Prbf.g_01752
OG0000429	Prbj.g_00134	Prbf.g_01753
OG0000430	Prbj.g_00132	Prbf.g_01754
OG0000431	Prbj.g_00130	Prbf.g_01756
OG0000432	Prbj.g_00129	Prbf.g_01757
OG0000433	Prbj.g_01638	Prbf.g_01760
OG0000434	Prbj.g_01635	Prbf.g_01761
OG0000435	Prbj.g_01631	Prbf.g_01762
OG0000436	Prbj.g_01629	Prbf.g_01764
OG0000437	Prbj.g_01627	Prbf.g_01766
OG0000438	Prbj.g_01626	Prbf.g_01767
OG0000439	Prbj.g_01625	Prbf.g_01768
OG0000440	Prbj.g_01622	Prbf.g_01770
OG0000441	Prbj.g_01620	Prbf.g_01771
OG0000442	Prbj.g_01619	Prbf.g_01772
OG0000443	Prbj.g_01618	Prbf.g_01773
OG0000444	Prbj.g_01617	Prbf.g_01774
OG0000445	Prbj.g_01616	Prbf.g_01775
OG0000446	Prbj.g_01615	Prbf.g_01776
OG0000447	Prbj.g_01614	Prbf.g_01777
OG0000448	Prbj.g_01613	Prbf.g_01778
OG0000449	Prbj.g_01605	Prbf.g_01784
OG0000450	Prbj.g_02088	Prbf.g_01785
OG0000451	Prbj.g_02089	Prbf.g_01786
OG0000452	Prbj.g_02090	Prbf.g_01787
OG0000453	Prbj.g_02093	Prbf.g_01788
OG0000454	Prbj.g_02094	Prbf.g_01789
OG0000455	Prbj.g_02095	Prbf.g_01790
OG0000456	Prbj.g_02096	Prbf.g_01791
OG0000457	Prbj.g_02097	Prbf.g_01793
OG0000458	Prbj.g_02098	Prbf.g_01795
OG0000459	Prbj.g_02099	Prbf.g_01796
OG0000460	Prbj.g_02101	Prbf.g_01798
OG0000461	Prbj.g_02102	Prbf.g_01799
OG0000462	Prbj.g_02103	Prbf.g_01800
OG0000463	Prbj.g_02108	Prbf.g_01801
OG0000464	Prbj.g_02113	Prbf.g_01805
OG0000465	Prbj.g_02114	Prbf.g_01806
OG0000466	Prbj.g_02115	Prbf.g_01807
OG0000467	Prbj.g_02117	Prbf.g_01808
OG0000468	Prbj.g_02118	Prbf.g_01809
OG0000469	Prbj.g_02123	Prbf.g_01810
OG0000470	Prbj.g_01116	Prbf.g_01811
OG0000471	Prbj.g_00765	Prbf.g_01812
OG0000472	Prbj.g_02128	Prbf.g_01815
OG0000473	Prbj.g_02130	Prbf.g_01816
OG0000474	Prbj.g_02132	Prbf.g_01817
OG0000475	Prbj.g_02133	Prbf.g_01818
OG0000476	Prbj.g_02139	Prbf.g_01819
OG0000477	Prbj.g_02142	Prbf.g_01821
OG0000478	Prbj.g_02144	Prbf.g_01822
OG0000479	Prbj.g_02146	Prbf.g_01823
OG0000480	Prbj.g_02666	Prbf.g_01825
OG0000481	Prbj.g_01858	Prbf.g_01826
OG0000482	Prbj.g_01859	Prbf.g_01827
OG0000483	Prbj.g_01861	Prbf.g_01828
OG0000484	Prbj.g_01862	Prbf.g_01829
OG0000485	Prbj.g_01863	Prbf.g_01830
OG0000486	Prbj.g_01864	Prbf.g_01831
OG0000487	Prbj.g_01865	Prbf.g_01832
OG0000488	Prbj.g_01867	Prbf.g_01834
OG0000489	Prbj.g_01868	Prbf.g_01835
OG0000490	Prbj.g_01869	Prbf.g_01836
OG0000491	Prbj.g_01870	Prbf.g_01837
OG0000492	Prbj.g_01871	Prbf.g_01838
OG0000493	Prbj.g_01872	Prbf.g_01839
OG0000494	Prbj.g_01874	Prbf.g_01840
OG0000495	Prbj.g_01875	Prbf.g_01841
OG0000496	Prbj.g_01877	Prbf.g_01843
OG0000497	Prbj.g_01879	Prbf.g_01845
OG0000498	Prbj.g_01880	Prbf.g_01846
OG0000499	Prbj.g_01882	Prbf.g_01848
OG0000500	Prbj.g_01883	Prbf.g_01849
OG0000501	Prbj.g_01807	Prbf.g_01851
OG0000502	Prbj.g_01806	Prbf.g_01852
OG0000503	Prbj.g_01805	Prbf.g_01853
OG0000504	Prbj.g_01803	Prbf.g_01854
OG0000505	Prbj.g_01802	Prbf.g_01855
OG0000506	Prbj.g_01801	Prbf.g_01856
OG0000507	Prbj.g_01800	Prbf.g_01857
OG0000508	Prbj.g_01796	Prbf.g_01859
OG0000509	Prbj.g_01795	Prbf.g_01860
OG0000510	Prbj.g_01794	Prbf.g_01861
OG0000511	Prbj.g_01793	Prbf.g_01862
OG0000512	Prbj.g_01792	Prbf.g_01863
OG0000513	Prbj.g_01791	Prbf.g_01864
OG0000514	Prbj.g_01790	Prbf.g_01865
OG0000515	Prbj.g_01787	Prbf.g_01868
OG0000516	Prbj.g_01786	Prbf.g_01869
OG0000517	Prbj.g_01785	Prbf.g_01870
OG0000518	Prbj.g_01781	Prbf.g_01873
OG0000519	Prbj.g_01780	Prbf.g_01874
OG0000520	Prbj.g_01779	Prbf.g_01875
OG0000521	Prbj.g_01778	Prbf.g_01876
OG0000522	Prbj.g_01772	Prbf.g_01877
OG0000523	Prbj.g_01771	Prbf.g_01878
OG0000524	Prbj.g_01770	Prbf.g_01879
OG0000525	Prbj.g_01768	Prbf.g_01881
OG0000526	Prbj.g_01767	Prbf.g_01882
OG0000527	Prbj.g_01766	Prbf.g_01883
OG0000528	Prbj.g_01765	Prbf.g_01884
OG0000529	Prbj.g_01764	Prbf.g_01885
OG0000530	Prbj.g_01763	Prbf.g_01886
OG0000531	Prbj.g_01760	Prbf.g_01888
OG0000532	Prbj.g_01758	Prbf.g_01889
OG0000533	Prbj.g_01757	Prbf.g_01890
OG0000534	Prbj.g_01756	Prbf.g_01891
OG0000535	Prbj.g_01755	Prbf.g_01892
OG0000536	Prbj.g_01754	Prbf.g_01893
OG0000537	Prbj.g_01753	Prbf.g_01894
OG0000538	Prbj.g_01752	Prbf.g_01895
OG0000539	Prbj.g_01750	Prbf.g_01896
OG0000540	Prbj.g_01748	Prbf.g_01897
OG0000541	Prbj.g_02544	Prbf.g_01898
OG0000542	Prbj.g_02545	Prbf.g_01899
OG0000543	Prbj.g_02546	Prbf.g_01900
OG0000544	Prbj.g_02547	Prbf.g_01901
OG0000545	Prbj.g_02550	Prbf.g_01903
OG0000546	Prbj.g_02551	Prbf.g_01904
OG0000547	Prbj.g_02553	Prbf.g_01906
