Orthogroup	Prbj	Pram
OG0000071	Prbj.g_02085	Pram.g_01949
OG0000072	Prbj.g_01460	Pram.g_00310
OG0000073	Prbj.g_00824	Pram.g_01039
OG0000074	Prbj.g_00933	Pram.g_00782
OG0000075	Prbj.g_02419	Pram.g_00816
OG0000076	Prbj.g_01838	Pram.g_00888
OG0000078	Prbj.g_01464	Pram.g_01445
OG0000079	Prbj.g_00881	Pram.g_01293
OG0000080	Prbj.g_01678	Pram.g_01554
OG0000081	Prbj.g_01500	Pram.g_01805
OG0000082	Prbj.g_01999	Pram.g_01898
OG0000083	Prbj.g_02076	Pram.g_01941
OG0000084	Prbj.g_02079	Pram.g_01944
OG0000085	Prbj.g_01195	Pram.g_00010
OG0000087	Prbj.g_01921	Pram.g_00036
OG0000088	Prbj.g_01551	Pram.g_00099
OG0000089	Prbj.g_01566	Pram.g_00108
OG0000090	Prbj.g_01547	Pram.g_00125
OG0000091	Prbj.g_00518	Pram.g_00154
OG0000092	Prbj.g_00517	Pram.g_00155
OG0000093	Prbj.g_01138	Pram.g_00168
OG0000094	Prbj.g_01167	Pram.g_00187
OG0000095	Prbj.g_00288	Pram.g_00192
OG0000096	Prbj.g_01352	Pram.g_00239
OG0000097	Prbj.g_01397	Pram.g_00262
OG0000098	Prbj.g_01410	Pram.g_00273
OG0000099	Prbj.g_01422	Pram.g_00283
OG0000100	Prbj.g_01426	Pram.g_00286
OG0000101	Prbj.g_00067	Pram.g_00354
OG0000102	Prbj.g_02004	Pram.g_01589
OG0000103	Prbj.g_00127	Pram.g_00412
OG0000104	Prbj.g_01630	Pram.g_00416
OG0000105	Prbj.g_01608	Pram.g_00437
OG0000106	Prbj.g_02125	Pram.g_00470
OG0000107	Prbj.g_02127	Pram.g_00471
OG0000108	Prbj.g_02668	Pram.g_00480
OG0000109	Prbj.g_01866	Pram.g_00489
OG0000110	Prbj.g_01885	Pram.g_00507
OG0000111	Prbj.g_00792	Pram.g_01059
OG0000112	Prbj.g_00793	Pram.g_01058
OG0000113	Prbj.g_02314	Pram.g_01006
OG0000114	Prbj.g_02410	Pram.g_00807
OG0000115	Prbj.g_02268	Pram.g_00943
OG0000116	Prbj.g_02260	Pram.g_00947
OG0000117	Prbj.g_01841	Pram.g_00891
OG0000118	Prbj.g_02066	Pram.g_01185
OG0000119	Prbj.g_01992	Pram.g_01549
OG0000120	Prbj.g_00843	Pram.g_01133
OG0000121	Prbj.g_00003	Pram.g_01110
OG0000122	Prbj.g_02156	Pram.g_01090
OG0000123	Prbj.g_00020	Pram.g_00571
OG0000124	Prbj.g_01848	Pram.g_01254
OG0000125	Prbj.g_01742	Pram.g_01242
OG0000126	Prbj.g_01639	Pram.g_01468
OG0000127	Prbj.g_01040	Pram.g_01393
OG0000128	Prbj.g_01057	Pram.g_01377
OG0000129	Prbj.g_00656	Pram.g_01341
OG0000130	Prbj.g_00863	Pram.g_01629
OG0000131	Prbj.g_00461	Pram.g_01669
OG0000132	Prbj.g_00458	Pram.g_01672
OG0000133	Prbj.g_01024	Pram.g_01728
OG0000134	Prbj.g_00987	Pram.g_01764
OG0000135	Prbj.g_00985	Pram.g_01766
OG0000136	Prbj.g_01516	Pram.g_01817
OG0000137	Prbj.g_01280	Pram.g_01851
OG0000138	Prbj.g_01963	Pram.g_01886
OG0000139	Prbj.g_02047	Pram.g_01917
OG0000140	Prbj.g_02074	Pram.g_01939
OG0000141	Prbj.g_02075	Pram.g_01940
OG0000142	Prbj.g_02077	Pram.g_01942
OG0000143	Prbj.g_02078	Pram.g_01943
OG0000144	Prbj.g_02080	Pram.g_01945
OG0000145	Prbj.g_02082	Pram.g_01946
OG0000146	Prbj.g_02083	Pram.g_01947
OG0000147	Prbj.g_02084	Pram.g_01948
OG0000148	Prbj.g_02086	Pram.g_01950
OG0000149	Prbj.g_01182	Pram.g_00001
OG0000150	Prbj.g_01183	Pram.g_00002
OG0000151	Prbj.g_01188	Pram.g_00003
OG0000152	Prbj.g_01189	Pram.g_00004
OG0000153	Prbj.g_01190	Pram.g_00005
OG0000154	Prbj.g_01191	Pram.g_00006
OG0000155	Prbj.g_01192	Pram.g_00007
OG0000156	Prbj.g_01193	Pram.g_00008
OG0000157	Prbj.g_01194	Pram.g_00009
OG0000158	Prbj.g_01196	Pram.g_00011
OG0000159	Prbj.g_01197	Pram.g_00012
OG0000160	Prbj.g_01198	Pram.g_00013
OG0000161	Prbj.g_01199	Pram.g_00014
OG0000162	Prbj.g_01200	Pram.g_00015
OG0000163	Prbj.g_01202	Pram.g_00016
OG0000164	Prbj.g_01207	Pram.g_00019
OG0000165	Prbj.g_01212	Pram.g_00021
OG0000166	Prbj.g_01213	Pram.g_00022
OG0000167	Prbj.g_01214	Pram.g_00023
OG0000168	Prbj.g_01215	Pram.g_00024
OG0000169	Prbj.g_01217	Pram.g_00026
OG0000170	Prbj.g_01953	Pram.g_00028
OG0000171	Prbj.g_01951	Pram.g_00029
OG0000172	Prbj.g_01950	Pram.g_00030
OG0000173	Prbj.g_01943	Pram.g_00033
OG0000174	Prbj.g_01936	Pram.g_00034
OG0000175	Prbj.g_01928	Pram.g_00035
OG0000176	Prbj.g_01920	Pram.g_00037
OG0000177	Prbj.g_01919	Pram.g_00038
OG0000178	Prbj.g_01918	Pram.g_00039
OG0000179	Prbj.g_00558	Pram.g_00048
OG0000180	Prbj.g_00560	Pram.g_00049
OG0000181	Prbj.g_00561	Pram.g_00050
OG0000182	Prbj.g_00564	Pram.g_00054
OG0000183	Prbj.g_00565	Pram.g_00055
OG0000184	Prbj.g_00569	Pram.g_00058
OG0000185	Prbj.g_00575	Pram.g_00062
OG0000186	Prbj.g_00576	Pram.g_00063
OG0000187	Prbj.g_00047	Pram.g_01536
OG0000188	Prbj.g_00577	Pram.g_00064
OG0000189	Prbj.g_00580	Pram.g_00065
OG0000190	Prbj.g_00581	Pram.g_00066
OG0000191	Prbj.g_00582	Pram.g_00067
OG0000192	Prbj.g_00583	Pram.g_00068
OG0000193	Prbj.g_00584	Pram.g_00069
OG0000194	Prbj.g_00585	Pram.g_00070
OG0000195	Prbj.g_00589	Pram.g_00072
OG0000196	Prbj.g_00590	Pram.g_00073
OG0000197	Prbj.g_00596	Pram.g_00074
OG0000198	Prbj.g_00600	Pram.g_00075
OG0000199	Prbj.g_00605	Pram.g_00078
OG0000200	Prbj.g_00606	Pram.g_00079
OG0000201	Prbj.g_00607	Pram.g_00080
OG0000202	Prbj.g_00609	Pram.g_00081
OG0000203	Prbj.g_00610	Pram.g_00082
OG0000204	Prbj.g_00611	Pram.g_00083
OG0000205	Prbj.g_00613	Pram.g_00085
OG0000206	Prbj.g_00614	Pram.g_00086
OG0000207	Prbj.g_00615	Pram.g_00087
OG0000208	Prbj.g_00616	Pram.g_00088
OG0000209	Prbj.g_00617	Pram.g_00089
OG0000210	Prbj.g_00619	Pram.g_00090
OG0000211	Prbj.g_00620	Pram.g_00091
OG0000212	Prbj.g_00621	Pram.g_00092
OG0000213	Prbj.g_00624	Pram.g_00093
OG0000214	Prbj.g_00630	Pram.g_00097
OG0000215	Prbj.g_01550	Pram.g_00098
OG0000216	Prbj.g_01552	Pram.g_00100
OG0000217	Prbj.g_01554	Pram.g_00101
OG0000218	Prbj.g_01556	Pram.g_00102
OG0000219	Prbj.g_01557	Pram.g_00103
OG0000220	Prbj.g_01562	Pram.g_00106
OG0000221	Prbj.g_01567	Pram.g_00109
OG0000222	Prbj.g_01568	Pram.g_00110
OG0000223	Prbj.g_01569	Pram.g_00111
OG0000224	Prbj.g_01530	Pram.g_00113
OG0000225	Prbj.g_01532	Pram.g_00115
OG0000226	Prbj.g_01535	Pram.g_00117
OG0000227	Prbj.g_01537	Pram.g_00118
OG0000228	Prbj.g_01538	Pram.g_00119
OG0000229	Prbj.g_01539	Pram.g_00120
OG0000230	Prbj.g_01540	Pram.g_00121
OG0000231	Prbj.g_01542	Pram.g_01001
OG0000232	Prbj.g_01543	Pram.g_00123
OG0000233	Prbj.g_01548	Pram.g_00126
OG0000234	Prbj.g_00545	Pram.g_00128
OG0000235	Prbj.g_00543	Pram.g_00130
OG0000236	Prbj.g_00542	Pram.g_00131
OG0000237	Prbj.g_00541	Pram.g_00132
OG0000238	Prbj.g_00540	Pram.g_00133
OG0000239	Prbj.g_00539	Pram.g_00134
OG0000240	Prbj.g_00537	Pram.g_00136
OG0000241	Prbj.g_00536	Pram.g_00137
OG0000242	Prbj.g_00535	Pram.g_00138
OG0000243	Prbj.g_00534	Pram.g_00139
OG0000244	Prbj.g_00533	Pram.g_00140
OG0000245	Prbj.g_00531	Pram.g_00141
OG0000246	Prbj.g_00529	Pram.g_00143
OG0000247	Prbj.g_00528	Pram.g_00144
OG0000248	Prbj.g_00527	Pram.g_00145
OG0000249	Prbj.g_00526	Pram.g_00146
OG0000250	Prbj.g_00525	Pram.g_00147
OG0000251	Prbj.g_00524	Pram.g_00148
OG0000252	Prbj.g_00523	Pram.g_00149
OG0000253	Prbj.g_00522	Pram.g_00150
OG0000254	Prbj.g_00520	Pram.g_00152
OG0000255	Prbj.g_00519	Pram.g_00153
OG0000256	Prbj.g_00516	Pram.g_00156
OG0000257	Prbj.g_00515	Pram.g_00157
OG0000258	Prbj.g_00514	Pram.g_00158
OG0000259	Prbj.g_00513	Pram.g_00159
OG0000260	Prbj.g_00512	Pram.g_00160
OG0000261	Prbj.g_00511	Pram.g_00161
OG0000262	Prbj.g_00510	Pram.g_00162
OG0000263	Prbj.g_00509	Pram.g_00163
OG0000264	Prbj.g_02369	Pram.g_00165
OG0000265	Prbj.g_01135	Pram.g_00166
OG0000266	Prbj.g_01137	Pram.g_00167
OG0000267	Prbj.g_01141	Pram.g_00169
OG0000268	Prbj.g_01143	Pram.g_00171
OG0000269	Prbj.g_01146	Pram.g_00172
OG0000270	Prbj.g_01148	Pram.g_00173
OG0000271	Prbj.g_01151	Pram.g_00174
OG0000272	Prbj.g_01152	Pram.g_00175
OG0000273	Prbj.g_01155	Pram.g_00176
OG0000274	Prbj.g_01157	Pram.g_00177
OG0000275	Prbj.g_01158	Pram.g_00178
OG0000276	Prbj.g_01159	Pram.g_00179
OG0000277	Prbj.g_01160	Pram.g_00180
OG0000278	Prbj.g_01161	Pram.g_00181
OG0000279	Prbj.g_01162	Pram.g_00182
OG0000280	Prbj.g_01163	Pram.g_00183
OG0000281	Prbj.g_01165	Pram.g_00185
OG0000282	Prbj.g_01166	Pram.g_00186
OG0000283	Prbj.g_01173	Pram.g_00189
OG0000284	Prbj.g_01174	Pram.g_00190
OG0000285	Prbj.g_00289	Pram.g_00191
OG0000286	Prbj.g_00287	Pram.g_00193
OG0000287	Prbj.g_00234	Pram.g_00194
OG0000288	Prbj.g_00235	Pram.g_00195
OG0000289	Prbj.g_00237	Pram.g_00196
OG0000290	Prbj.g_00238	Pram.g_00197
OG0000291	Prbj.g_00240	Pram.g_00198
OG0000292	Prbj.g_00250	Pram.g_00199
OG0000293	Prbj.g_00251	Pram.g_00200
OG0000294	Prbj.g_00252	Pram.g_00201
OG0000295	Prbj.g_00258	Pram.g_00202
OG0000296	Prbj.g_00259	Pram.g_00203
OG0000297	Prbj.g_00262	Pram.g_00204
OG0000298	Prbj.g_00263	Pram.g_00205
OG0000299	Prbj.g_00264	Pram.g_00206
OG0000300	Prbj.g_00265	Pram.g_00207
OG0000301	Prbj.g_00266	Pram.g_00208
OG0000302	Prbj.g_00267	Pram.g_00209
OG0000303	Prbj.g_00268	Pram.g_00210
OG0000304	Prbj.g_00270	Pram.g_00212
OG0000305	Prbj.g_00271	Pram.g_00213
OG0000306	Prbj.g_00272	Pram.g_00214
OG0000307	Prbj.g_00181	Pram.g_00216
OG0000308	Prbj.g_01775	Pram.g_00217
OG0000309	Prbj.g_01776	Pram.g_00218
OG0000310	Prbj.g_01777	Pram.g_00219
OG0000311	Prbj.g_00177	Pram.g_00220
OG0000312	Prbj.g_00176	Pram.g_00222
OG0000313	Prbj.g_02608	Pram.g_00223
OG0000314	Prbj.g_02614	Pram.g_00227
OG0000315	Prbj.g_02615	Pram.g_00228
OG0000316	Prbj.g_02661	Pram.g_00230
OG0000317	Prbj.g_01341	Pram.g_00232
OG0000318	Prbj.g_01342	Pram.g_00233
OG0000319	Prbj.g_01343	Pram.g_00234
OG0000320	Prbj.g_01345	Pram.g_00235
OG0000321	Prbj.g_01350	Pram.g_00238
OG0000322	Prbj.g_01359	Pram.g_00242
OG0000323	Prbj.g_01360	Pram.g_00243
OG0000324	Prbj.g_01362	Pram.g_00246
OG0000325	Prbj.g_01364	Pram.g_00247
OG0000326	Prbj.g_01366	Pram.g_00248
OG0000327	Prbj.g_01372	Pram.g_00250
OG0000328	Prbj.g_00180	Pram.g_00251
OG0000329	Prbj.g_01385	Pram.g_00252
OG0000330	Prbj.g_01386	Pram.g_00253
OG0000331	Prbj.g_01388	Pram.g_00254
OG0000332	Prbj.g_01389	Pram.g_00255
OG0000333	Prbj.g_01390	Pram.g_00256
OG0000334	Prbj.g_01391	Pram.g_00257
OG0000335	Prbj.g_01392	Pram.g_00258
OG0000336	Prbj.g_01394	Pram.g_00260
OG0000337	Prbj.g_01399	Pram.g_00263
OG0000338	Prbj.g_01400	Pram.g_00264
OG0000339	Prbj.g_01401	Pram.g_00265
OG0000340	Prbj.g_01403	Pram.g_00266
OG0000341	Prbj.g_01408	Pram.g_00270
OG0000342	Prbj.g_01409	Pram.g_00271
OG0000343	Prbj.g_01411	Pram.g_00274
OG0000344	Prbj.g_01413	Pram.g_00275
OG0000345	Prbj.g_01414	Pram.g_00276
OG0000346	Prbj.g_01415	Pram.g_00277
OG0000347	Prbj.g_01416	Pram.g_00278
OG0000348	Prbj.g_01417	Pram.g_00280
OG0000349	Prbj.g_01418	Pram.g_00281
OG0000350	Prbj.g_01419	Pram.g_00282
OG0000351	Prbj.g_01423	Pram.g_00284
OG0000352	Prbj.g_01427	Pram.g_00287
OG0000353	Prbj.g_01430	Pram.g_00288
OG0000354	Prbj.g_01431	Pram.g_00289
OG0000355	Prbj.g_01432	Pram.g_00290
OG0000356	Prbj.g_01437	Pram.g_00291
OG0000357	Prbj.g_01438	Pram.g_00292
OG0000358	Prbj.g_01439	Pram.g_00293
OG0000359	Prbj.g_01441	Pram.g_00294
OG0000360	Prbj.g_01444	Pram.g_00296
OG0000361	Prbj.g_01445	Pram.g_00297
OG0000362	Prbj.g_01446	Pram.g_00298
OG0000363	Prbj.g_01448	Pram.g_00299
OG0000364	Prbj.g_01449	Pram.g_00300
OG0000365	Prbj.g_01450	Pram.g_00301
OG0000366	Prbj.g_01451	Pram.g_00302
OG0000367	Prbj.g_01452	Pram.g_00303
OG0000368	Prbj.g_01453	Pram.g_00304
OG0000369	Prbj.g_01454	Pram.g_00305
OG0000370	Prbj.g_01455	Pram.g_00306
OG0000371	Prbj.g_01456	Pram.g_00307
OG0000372	Prbj.g_01459	Pram.g_00309
OG0000373	Prbj.g_01469	Pram.g_00311
OG0000374	Prbj.g_01471	Pram.g_00312
OG0000375	Prbj.g_01480	Pram.g_00313
OG0000376	Prbj.g_00359	Pram.g_00315
OG0000377	Prbj.g_00352	Pram.g_00321
OG0000378	Prbj.g_00351	Pram.g_00322
OG0000379	Prbj.g_00341	Pram.g_00328
OG0000380	Prbj.g_00339	Pram.g_00330
OG0000381	Prbj.g_00338	Pram.g_00331
OG0000382	Prbj.g_00336	Pram.g_00332
OG0000383	Prbj.g_00331	Pram.g_00336
OG0000384	Prbj.g_00330	Pram.g_00337
OG0000385	Prbj.g_00324	Pram.g_00340
OG0000386	Prbj.g_00323	Pram.g_00341
OG0000387	Prbj.g_00322	Pram.g_00342
OG0000388	Prbj.g_00321	Pram.g_00343
OG0000389	Prbj.g_00320	Pram.g_00344
OG0000390	Prbj.g_00319	Pram.g_00345
OG0000391	Prbj.g_00318	Pram.g_00346
OG0000392	Prbj.g_00317	Pram.g_00347
OG0000393	Prbj.g_00063	Pram.g_00351
OG0000394	Prbj.g_00064	Pram.g_00352
OG0000395	Prbj.g_00068	Pram.g_00355
OG0000396	Prbj.g_02500	Pram.g_00864
OG0000397	Prbj.g_00563	Pram.g_01184
OG0000398	Prbj.g_00874	Pram.g_01537
OG0000399	Prbj.g_00689	Pram.g_01177
OG0000400	Prbj.g_02659	Pram.g_01696
OG0000401	Prbj.g_00076	Pram.g_00366
OG0000402	Prbj.g_00077	Pram.g_00367
OG0000403	Prbj.g_00089	Pram.g_00368
OG0000404	Prbj.g_00099	Pram.g_00370
OG0000405	Prbj.g_00100	Pram.g_00371
OG0000406	Prbj.g_00102	Pram.g_00373
OG0000407	Prbj.g_00103	Pram.g_00374
OG0000408	Prbj.g_00104	Pram.g_00375
OG0000409	Prbj.g_00105	Pram.g_00376
OG0000410	Prbj.g_00107	Pram.g_00377
OG0000411	Prbj.g_00108	Pram.g_00378
OG0000412	Prbj.g_00109	Pram.g_00379
OG0000413	Prbj.g_00110	Pram.g_00380
OG0000414	Prbj.g_00111	Pram.g_00381
OG0000415	Prbj.g_00112	Pram.g_00382
OG0000416	Prbj.g_00113	Pram.g_00383
OG0000417	Prbj.g_00117	Pram.g_00384
OG0000418	Prbj.g_00118	Pram.g_00385
OG0000419	Prbj.g_00119	Pram.g_00386
OG0000420	Prbj.g_00120	Pram.g_00387
OG0000421	Prbj.g_01894	Pram.g_00393
OG0000422	Prbj.g_01892	Pram.g_00395
OG0000423	Prbj.g_01891	Pram.g_00396
OG0000424	Prbj.g_01888	Pram.g_00397
OG0000425	Prbj.g_00152	Pram.g_00400
OG0000426	Prbj.g_00151	Pram.g_00401
OG0000427	Prbj.g_00148	Pram.g_00402
OG0000428	Prbj.g_00136	Pram.g_00404
OG0000429	Prbj.g_00134	Pram.g_00406
OG0000430	Prbj.g_00132	Pram.g_00407
OG0000431	Prbj.g_00130	Pram.g_00409
OG0000432	Prbj.g_00129	Pram.g_00410
OG0000433	Prbj.g_01638	Pram.g_00413
OG0000434	Prbj.g_01635	Pram.g_00414
OG0000435	Prbj.g_01631	Pram.g_00415
OG0000436	Prbj.g_01629	Pram.g_00417
OG0000437	Prbj.g_01627	Pram.g_00419
OG0000438	Prbj.g_01626	Pram.g_00420
OG0000439	Prbj.g_01625	Pram.g_00421
OG0000440	Prbj.g_01622	Pram.g_00423
OG0000441	Prbj.g_01620	Pram.g_00424
OG0000442	Prbj.g_01619	Pram.g_00425
OG0000443	Prbj.g_01618	Pram.g_00426
OG0000444	Prbj.g_01617	Pram.g_00427
OG0000445	Prbj.g_01616	Pram.g_00428
OG0000446	Prbj.g_01615	Pram.g_00429
OG0000447	Prbj.g_01614	Pram.g_00430
OG0000448	Prbj.g_01613	Pram.g_00431
OG0000449	Prbj.g_01605	Pram.g_00438
OG0000450	Prbj.g_02088	Pram.g_00439
OG0000451	Prbj.g_02089	Pram.g_00440
OG0000452	Prbj.g_02090	Pram.g_00441
OG0000453	Prbj.g_02093	Pram.g_00442
OG0000454	Prbj.g_02094	Pram.g_00443
OG0000455	Prbj.g_02095	Pram.g_00444
OG0000456	Prbj.g_02096	Pram.g_00445
OG0000457	Prbj.g_02097	Pram.g_00447
OG0000458	Prbj.g_02098	Pram.g_00449
OG0000459	Prbj.g_02099	Pram.g_00450
OG0000460	Prbj.g_02101	Pram.g_00452
OG0000461	Prbj.g_02102	Pram.g_00453
OG0000462	Prbj.g_02103	Pram.g_00454
OG0000463	Prbj.g_02108	Pram.g_00456
OG0000464	Prbj.g_02113	Pram.g_00461
OG0000465	Prbj.g_02114	Pram.g_00462
OG0000466	Prbj.g_02115	Pram.g_00463
OG0000467	Prbj.g_02117	Pram.g_00464
OG0000468	Prbj.g_02118	Pram.g_00465
OG0000469	Prbj.g_02123	Pram.g_00466
OG0000470	Prbj.g_01116	Pram.g_00468
OG0000471	Prbj.g_00765	Pram.g_00469
OG0000472	Prbj.g_02128	Pram.g_00472
OG0000473	Prbj.g_02130	Pram.g_00473
OG0000474	Prbj.g_02132	Pram.g_00474
OG0000475	Prbj.g_02133	Pram.g_00475
OG0000476	Prbj.g_02139	Pram.g_00476
OG0000477	Prbj.g_02142	Pram.g_00477
OG0000478	Prbj.g_02144	Pram.g_00478
OG0000479	Prbj.g_02146	Pram.g_00479
OG0000480	Prbj.g_02666	Pram.g_00481
OG0000481	Prbj.g_01858	Pram.g_00482
OG0000482	Prbj.g_01859	Pram.g_00483
OG0000483	Prbj.g_01861	Pram.g_00484
OG0000484	Prbj.g_01862	Pram.g_00485
OG0000485	Prbj.g_01863	Pram.g_00486
OG0000486	Prbj.g_01864	Pram.g_00487
OG0000487	Prbj.g_01865	Pram.g_00488
OG0000488	Prbj.g_01867	Pram.g_00490
OG0000489	Prbj.g_01868	Pram.g_00491
OG0000490	Prbj.g_01869	Pram.g_00492
OG0000491	Prbj.g_01870	Pram.g_00493
OG0000492	Prbj.g_01871	Pram.g_00494
OG0000493	Prbj.g_01872	Pram.g_00495
OG0000494	Prbj.g_01874	Pram.g_00497
OG0000495	Prbj.g_01875	Pram.g_00498
OG0000496	Prbj.g_01877	Pram.g_00500
OG0000497	Prbj.g_01879	Pram.g_00502
OG0000498	Prbj.g_01880	Pram.g_00503
OG0000499	Prbj.g_01882	Pram.g_00505
OG0000500	Prbj.g_01883	Pram.g_00506
OG0000501	Prbj.g_01807	Pram.g_00508
OG0000502	Prbj.g_01806	Pram.g_00509
OG0000503	Prbj.g_01805	Pram.g_00510
OG0000504	Prbj.g_01803	Pram.g_00511
OG0000505	Prbj.g_01802	Pram.g_00512
OG0000506	Prbj.g_01801	Pram.g_00513
OG0000507	Prbj.g_01800	Pram.g_00514
OG0000508	Prbj.g_01796	Pram.g_00516
OG0000509	Prbj.g_01795	Pram.g_00517
OG0000510	Prbj.g_01794	Pram.g_00518
OG0000511	Prbj.g_01793	Pram.g_00519
OG0000512	Prbj.g_01792	Pram.g_00520
OG0000513	Prbj.g_01791	Pram.g_00521
OG0000514	Prbj.g_01790	Pram.g_00522
OG0000515	Prbj.g_01787	Pram.g_00523
OG0000516	Prbj.g_01786	Pram.g_00524
OG0000517	Prbj.g_01785	Pram.g_00525
OG0000518	Prbj.g_01781	Pram.g_00528
OG0000519	Prbj.g_01780	Pram.g_00529
OG0000520	Prbj.g_01779	Pram.g_00530
OG0000521	Prbj.g_01778	Pram.g_00531
OG0000522	Prbj.g_01772	Pram.g_00532
OG0000523	Prbj.g_01771	Pram.g_00533
OG0000524	Prbj.g_01770	Pram.g_00534
OG0000525	Prbj.g_01768	Pram.g_00536
OG0000526	Prbj.g_01767	Pram.g_00537
OG0000527	Prbj.g_01766	Pram.g_00538
OG0000528	Prbj.g_01765	Pram.g_00539
OG0000529	Prbj.g_01764	Pram.g_00540
OG0000530	Prbj.g_01763	Pram.g_00541
OG0000531	Prbj.g_01760	Pram.g_00543
OG0000532	Prbj.g_01758	Pram.g_00544
OG0000533	Prbj.g_01757	Pram.g_00545
OG0000534	Prbj.g_01756	Pram.g_00546
OG0000535	Prbj.g_01755	Pram.g_00547
OG0000536	Prbj.g_01754	Pram.g_00548
OG0000537	Prbj.g_01753	Pram.g_00549
OG0000538	Prbj.g_01752	Pram.g_00550
OG0000539	Prbj.g_01750	Pram.g_00551
OG0000540	Prbj.g_01748	Pram.g_00552
OG0000541	Prbj.g_02544	Pram.g_00553
OG0000542	Prbj.g_02545	Pram.g_00554
OG0000543	Prbj.g_02546	Pram.g_00555
OG0000544	Prbj.g_02547	Pram.g_00556
OG0000545	Prbj.g_02550	Pram.g_00559
OG0000546	Prbj.g_02551	Pram.g_00560
OG0000547	Prbj.g_02553	Pram.g_00562
OG0000548	Prbj.g_02558	Pram.g_00564
OG0000549	Prbj.g_02559	Pram.g_00565
OG0000550	Prbj.g_02560	Pram.g_00566
OG0000551	Prbj.g_02563	Pram.g_00568
OG0000552	Prbj.g_02565	Pram.g_00569
OG0000553	Prbj.g_02566	Pram.g_01080
OG0000554	Prbj.g_02568	Pram.g_01079
OG0000555	Prbj.g_02569	Pram.g_01078
OG0000556	Prbj.g_02570	Pram.g_01077
OG0000557	Prbj.g_02571	Pram.g_01076
OG0000558	Prbj.g_02573	Pram.g_01075
OG0000559	Prbj.g_02574	Pram.g_01074
OG0000560	Prbj.g_02576	Pram.g_01073
OG0000561	Prbj.g_02577	Pram.g_01072
OG0000562	Prbj.g_02579	Pram.g_01070
OG0000563	Prbj.g_02580	Pram.g_01069
OG0000564	Prbj.g_02581	Pram.g_01068
OG0000565	Prbj.g_02589	Pram.g_01067
OG0000566	Prbj.g_02590	Pram.g_01066
OG0000567	Prbj.g_02591	Pram.g_01065
OG0000568	Prbj.g_02592	Pram.g_01064
OG0000569	Prbj.g_02593	Pram.g_01063
