Orthogroup	Prbj	Prbg
OG0000259	Prbj.g_00513	Prbg.g_00953
OG0000260	Prbj.g_00512	Prbg.g_00954
OG0000261	Prbj.g_00511	Prbg.g_00955
OG0000262	Prbj.g_00510	Prbg.g_00956
OG0000263	Prbj.g_00509	Prbg.g_00957
OG0000264	Prbj.g_02369	Prbg.g_00959
OG0000265	Prbj.g_01135	Prbg.g_00960
OG0000266	Prbj.g_01137	Prbg.g_00961
OG0000267	Prbj.g_01141	Prbg.g_00963
OG0000268	Prbj.g_01143	Prbg.g_00965
OG0000269	Prbj.g_01146	Prbg.g_00966
OG0000270	Prbj.g_01148	Prbg.g_00967
OG0000271	Prbj.g_01151	Prbg.g_00968
OG0000272	Prbj.g_01152	Prbg.g_00969
OG0000273	Prbj.g_01155	Prbg.g_00970
OG0000274	Prbj.g_01157	Prbg.g_00971
OG0000275	Prbj.g_01158	Prbg.g_00972
OG0000276	Prbj.g_01159	Prbg.g_00973
OG0000277	Prbj.g_01160	Prbg.g_00974
OG0000278	Prbj.g_01161	Prbg.g_00975
OG0000279	Prbj.g_01162	Prbg.g_00976
OG0000280	Prbj.g_01163	Prbg.g_00977
OG0000281	Prbj.g_01165	Prbg.g_00979
OG0000282	Prbj.g_01166	Prbg.g_00980
OG0000283	Prbj.g_01173	Prbg.g_00983
OG0000284	Prbj.g_01174	Prbg.g_00984
OG0000285	Prbj.g_00289	Prbg.g_00985
OG0000286	Prbj.g_00287	Prbg.g_00987
OG0000287	Prbj.g_00234	Prbg.g_00989
OG0000288	Prbj.g_00235	Prbg.g_00990
OG0000289	Prbj.g_00237	Prbg.g_00991
OG0000290	Prbj.g_00238	Prbg.g_00992
OG0000291	Prbj.g_00240	Prbg.g_00993
OG0000292	Prbj.g_00250	Prbg.g_00994
OG0000293	Prbj.g_00251	Prbg.g_00995
OG0000294	Prbj.g_00252	Prbg.g_00996
OG0000295	Prbj.g_00258	Prbg.g_00997
OG0000296	Prbj.g_00259	Prbg.g_00998
OG0000297	Prbj.g_00262	Prbg.g_00999
OG0000298	Prbj.g_00263	Prbg.g_01000
OG0000299	Prbj.g_00264	Prbg.g_01001
OG0000300	Prbj.g_00265	Prbg.g_01002
OG0000301	Prbj.g_00266	Prbg.g_01003
OG0000302	Prbj.g_00267	Prbg.g_01004
OG0000303	Prbj.g_00268	Prbg.g_01005
OG0000304	Prbj.g_00270	Prbg.g_01007
OG0000305	Prbj.g_00271	Prbg.g_01008
OG0000306	Prbj.g_00272	Prbg.g_01009
OG0000307	Prbj.g_00181	Prbg.g_01011
OG0000308	Prbj.g_01775	Prbg.g_01012
OG0000309	Prbj.g_01776	Prbg.g_01013
OG0000310	Prbj.g_01777	Prbg.g_01014
OG0000311	Prbj.g_00177	Prbg.g_01015
OG0000312	Prbj.g_00176	Prbg.g_01017
OG0000313	Prbj.g_02608	Prbg.g_01018
OG0000314	Prbj.g_02614	Prbg.g_01022
OG0000315	Prbj.g_02615	Prbg.g_01023
OG0000316	Prbj.g_02661	Prbg.g_01025
OG0000317	Prbj.g_01341	Prbg.g_01027
OG0000318	Prbj.g_01342	Prbg.g_01028
OG0000319	Prbj.g_01343	Prbg.g_01029
OG0000320	Prbj.g_01345	Prbg.g_01030
OG0000321	Prbj.g_01350	Prbg.g_01033
OG0000322	Prbj.g_01359	Prbg.g_01037
OG0000323	Prbj.g_01360	Prbg.g_01038
OG0000324	Prbj.g_01362	Prbg.g_01041
OG0000325	Prbj.g_01364	Prbg.g_01042
OG0000326	Prbj.g_01366	Prbg.g_01043
OG0000327	Prbj.g_01372	Prbg.g_01045
OG0000328	Prbj.g_00180	Prbg.g_01046
OG0000329	Prbj.g_01385	Prbg.g_00042
OG0000330	Prbj.g_01386	Prbg.g_00043
OG0000331	Prbj.g_01388	Prbg.g_00045
OG0000332	Prbj.g_01389	Prbg.g_00046
OG0000333	Prbj.g_01390	Prbg.g_00047
OG0000334	Prbj.g_01391	Prbg.g_00048
OG0000335	Prbj.g_01392	Prbg.g_00049
OG0000336	Prbj.g_01394	Prbg.g_00051
OG0000337	Prbj.g_01399	Prbg.g_00054
OG0000338	Prbj.g_01400	Prbg.g_00055
OG0000339	Prbj.g_01401	Prbg.g_00056
OG0000340	Prbj.g_01403	Prbg.g_00057
OG0000341	Prbj.g_01408	Prbg.g_00061
OG0000342	Prbj.g_01409	Prbg.g_00062
OG0000343	Prbj.g_01411	Prbg.g_00065
OG0000344	Prbj.g_01413	Prbg.g_00066
OG0000345	Prbj.g_01414	Prbg.g_00067
OG0000346	Prbj.g_01415	Prbg.g_00068
OG0000347	Prbj.g_01416	Prbg.g_00069
OG0000348	Prbj.g_01417	Prbg.g_00071
OG0000349	Prbj.g_01418	Prbg.g_00072
OG0000350	Prbj.g_01419	Prbg.g_00073
OG0000351	Prbj.g_01423	Prbg.g_00075
OG0000352	Prbj.g_01427	Prbg.g_00078
OG0000353	Prbj.g_01430	Prbg.g_00079
OG0000354	Prbj.g_01431	Prbg.g_00080
OG0000355	Prbj.g_01432	Prbg.g_00081
OG0000356	Prbj.g_01437	Prbg.g_00082
OG0000357	Prbj.g_01438	Prbg.g_00083
OG0000358	Prbj.g_01439	Prbg.g_00084
OG0000359	Prbj.g_01441	Prbg.g_00085
OG0000360	Prbj.g_01444	Prbg.g_00087
OG0000361	Prbj.g_01445	Prbg.g_00088
OG0000362	Prbj.g_01446	Prbg.g_00089
OG0000363	Prbj.g_01448	Prbg.g_00090
OG0000364	Prbj.g_01449	Prbg.g_00091
OG0000365	Prbj.g_01450	Prbg.g_00092
OG0000366	Prbj.g_01451	Prbg.g_00093
OG0000367	Prbj.g_01452	Prbg.g_00094
OG0000368	Prbj.g_01453	Prbg.g_00095
OG0000369	Prbj.g_01454	Prbg.g_00096
OG0000370	Prbj.g_01455	Prbg.g_00097
OG0000371	Prbj.g_01456	Prbg.g_00098
OG0000372	Prbj.g_01459	Prbg.g_00099
OG0000373	Prbj.g_01469	Prbg.g_00101
OG0000374	Prbj.g_01471	Prbg.g_00102
OG0000375	Prbj.g_01480	Prbg.g_00103
OG0000376	Prbj.g_00359	Prbg.g_00104
OG0000377	Prbj.g_00352	Prbg.g_00110
OG0000378	Prbj.g_00351	Prbg.g_00111
OG0000379	Prbj.g_00341	Prbg.g_00117
OG0000380	Prbj.g_00339	Prbg.g_00119
OG0000381	Prbj.g_00338	Prbg.g_00120
OG0000382	Prbj.g_00336	Prbg.g_00121
OG0000383	Prbj.g_00331	Prbg.g_00124
OG0000384	Prbj.g_00330	Prbg.g_00125
OG0000385	Prbj.g_00324	Prbg.g_00128
OG0000386	Prbj.g_00323	Prbg.g_00129
OG0000387	Prbj.g_00322	Prbg.g_00130
OG0000388	Prbj.g_00321	Prbg.g_00131
OG0000389	Prbj.g_00320	Prbg.g_00132
OG0000390	Prbj.g_00319	Prbg.g_01941
OG0000391	Prbj.g_00318	Prbg.g_01942
OG0000392	Prbj.g_00317	Prbg.g_01943
OG0000393	Prbj.g_00063	Prbg.g_00136
OG0000394	Prbj.g_00064	Prbg.g_00137
OG0000395	Prbj.g_00068	Prbg.g_00140
OG0000396	Prbj.g_02500	Prbg.g_01214
OG0000397	Prbj.g_00563	Prbg.g_01530
OG0000398	Prbj.g_00874	Prbg.g_01602
OG0000399	Prbj.g_00689	Prbg.g_01525
OG0000400	Prbj.g_02659	Prbg.g_01714
OG0000401	Prbj.g_00076	Prbg.g_00151
OG0000402	Prbj.g_00077	Prbg.g_00152
OG0000403	Prbj.g_00089	Prbg.g_00153
OG0000404	Prbj.g_00099	Prbg.g_00155
OG0000405	Prbj.g_00100	Prbg.g_00156
OG0000406	Prbj.g_00102	Prbg.g_00158
OG0000407	Prbj.g_00103	Prbg.g_00159
OG0000408	Prbj.g_00104	Prbg.g_00160
OG0000409	Prbj.g_00105	Prbg.g_00161
OG0000410	Prbj.g_00107	Prbg.g_00162
OG0000411	Prbj.g_00108	Prbg.g_00163
OG0000412	Prbj.g_00109	Prbg.g_00164
OG0000413	Prbj.g_00110	Prbg.g_00165
OG0000414	Prbj.g_00111	Prbg.g_00166
OG0000415	Prbj.g_00112	Prbg.g_00167
OG0000416	Prbj.g_00113	Prbg.g_00168
OG0000417	Prbj.g_00117	Prbg.g_00169
OG0000418	Prbj.g_00118	Prbg.g_00170
OG0000419	Prbj.g_00119	Prbg.g_00171
OG0000420	Prbj.g_00120	Prbg.g_00172
OG0000421	Prbj.g_01894	Prbg.g_00176
OG0000422	Prbj.g_01892	Prbg.g_00178
OG0000423	Prbj.g_01891	Prbg.g_00179
OG0000424	Prbj.g_01888	Prbg.g_00180
OG0000425	Prbj.g_00152	Prbg.g_00184
OG0000426	Prbj.g_00151	Prbg.g_00185
OG0000427	Prbj.g_00148	Prbg.g_00186
OG0000428	Prbj.g_00136	Prbg.g_00188
OG0000429	Prbj.g_00134	Prbg.g_00189
OG0000430	Prbj.g_00132	Prbg.g_00190
OG0000431	Prbj.g_00130	Prbg.g_00192
OG0000432	Prbj.g_00129	Prbg.g_00193
OG0000433	Prbj.g_01638	Prbg.g_00196
OG0000434	Prbj.g_01635	Prbg.g_00197
OG0000435	Prbj.g_01631	Prbg.g_00198
OG0000436	Prbj.g_01629	Prbg.g_00200
OG0000437	Prbj.g_01627	Prbg.g_00202
OG0000438	Prbj.g_01626	Prbg.g_00203
OG0000439	Prbj.g_01625	Prbg.g_00204
OG0000440	Prbj.g_01622	Prbg.g_00206
OG0000441	Prbj.g_01620	Prbg.g_00207
OG0000442	Prbj.g_01619	Prbg.g_00208
OG0000443	Prbj.g_01618	Prbg.g_00209
OG0000444	Prbj.g_01617	Prbg.g_00210
OG0000445	Prbj.g_01616	Prbg.g_00211
OG0000446	Prbj.g_01615	Prbg.g_00212
OG0000447	Prbj.g_01614	Prbg.g_00213
OG0000448	Prbj.g_01613	Prbg.g_00214
OG0000449	Prbj.g_01605	Prbg.g_00220
OG0000450	Prbj.g_02088	Prbg.g_00221
OG0000451	Prbj.g_02089	Prbg.g_00222
OG0000452	Prbj.g_02090	Prbg.g_00223
OG0000453	Prbj.g_02093	Prbg.g_00224
OG0000454	Prbj.g_02094	Prbg.g_00225
OG0000455	Prbj.g_02095	Prbg.g_00226
OG0000456	Prbj.g_02096	Prbg.g_00227
OG0000457	Prbj.g_02097	Prbg.g_00229
OG0000458	Prbj.g_02098	Prbg.g_00231
OG0000459	Prbj.g_02099	Prbg.g_00232
OG0000460	Prbj.g_02101	Prbg.g_00234
OG0000461	Prbj.g_02102	Prbg.g_00235
OG0000462	Prbj.g_02103	Prbg.g_00236
OG0000463	Prbj.g_02108	Prbg.g_00237
OG0000464	Prbj.g_02113	Prbg.g_00241
OG0000465	Prbj.g_02114	Prbg.g_00242
OG0000466	Prbj.g_02115	Prbg.g_00243
OG0000467	Prbj.g_02117	Prbg.g_00244
OG0000468	Prbj.g_02118	Prbg.g_00245
OG0000469	Prbj.g_02123	Prbg.g_00246
OG0000470	Prbj.g_01116	Prbg.g_00247
OG0000471	Prbj.g_00765	Prbg.g_00248
OG0000472	Prbj.g_02128	Prbg.g_00251
OG0000473	Prbj.g_02130	Prbg.g_00252
OG0000474	Prbj.g_02132	Prbg.g_00253
OG0000475	Prbj.g_02133	Prbg.g_00254
OG0000476	Prbj.g_02139	Prbg.g_00255
OG0000477	Prbj.g_02142	Prbg.g_00257
OG0000478	Prbj.g_02144	Prbg.g_00258
OG0000479	Prbj.g_02146	Prbg.g_00259
OG0000480	Prbj.g_02666	Prbg.g_00261
OG0000481	Prbj.g_01858	Prbg.g_00262
OG0000482	Prbj.g_01859	Prbg.g_00264
OG0000483	Prbj.g_01861	Prbg.g_00265
OG0000484	Prbj.g_01862	Prbg.g_00266
OG0000485	Prbj.g_01863	Prbg.g_00267
OG0000486	Prbj.g_01864	Prbg.g_00268
OG0000487	Prbj.g_01865	Prbg.g_00269
OG0000488	Prbj.g_01867	Prbg.g_00271
OG0000489	Prbj.g_01868	Prbg.g_00272
OG0000490	Prbj.g_01869	Prbg.g_00273
OG0000491	Prbj.g_01870	Prbg.g_00274
OG0000492	Prbj.g_01871	Prbg.g_00275
OG0000493	Prbj.g_01872	Prbg.g_00276
OG0000494	Prbj.g_01874	Prbg.g_00277
OG0000495	Prbj.g_01875	Prbg.g_00278
OG0000496	Prbj.g_01877	Prbg.g_00280
OG0000497	Prbj.g_01879	Prbg.g_00282
OG0000498	Prbj.g_01880	Prbg.g_00283
OG0000499	Prbj.g_01882	Prbg.g_00285
OG0000500	Prbj.g_01883	Prbg.g_00286
OG0000501	Prbj.g_01807	Prbg.g_00288
OG0000502	Prbj.g_01806	Prbg.g_00289
OG0000503	Prbj.g_01805	Prbg.g_00290
OG0000504	Prbj.g_01803	Prbg.g_00291
OG0000505	Prbj.g_01802	Prbg.g_00292
OG0000506	Prbj.g_01801	Prbg.g_00293
OG0000507	Prbj.g_01800	Prbg.g_00294
OG0000508	Prbj.g_01796	Prbg.g_00296
OG0000509	Prbj.g_01795	Prbg.g_00297
OG0000510	Prbj.g_01794	Prbg.g_00298
OG0000511	Prbj.g_01793	Prbg.g_00299
OG0000512	Prbj.g_01792	Prbg.g_00300
OG0000513	Prbj.g_01791	Prbg.g_00301
OG0000514	Prbj.g_01790	Prbg.g_00302
OG0000515	Prbj.g_01787	Prbg.g_00305
OG0000516	Prbj.g_01786	Prbg.g_00306
OG0000517	Prbj.g_01785	Prbg.g_00307
OG0000518	Prbj.g_01781	Prbg.g_00310
OG0000519	Prbj.g_01780	Prbg.g_00311
OG0000520	Prbj.g_01779	Prbg.g_00312
OG0000521	Prbj.g_01778	Prbg.g_00313
OG0000522	Prbj.g_01772	Prbg.g_00314
OG0000523	Prbj.g_01771	Prbg.g_00315
OG0000524	Prbj.g_01770	Prbg.g_00316
OG0000525	Prbj.g_01768	Prbg.g_00318
OG0000526	Prbj.g_01767	Prbg.g_00319
OG0000527	Prbj.g_01766	Prbg.g_00320
OG0000528	Prbj.g_01765	Prbg.g_00321
OG0000529	Prbj.g_01764	Prbg.g_00322
OG0000530	Prbj.g_01763	Prbg.g_00323
OG0000531	Prbj.g_01760	Prbg.g_00325
OG0000532	Prbj.g_01758	Prbg.g_00326
OG0000533	Prbj.g_01757	Prbg.g_00327
OG0000534	Prbj.g_01756	Prbg.g_00328
OG0000535	Prbj.g_01755	Prbg.g_00329
OG0000536	Prbj.g_01754	Prbg.g_00330
OG0000537	Prbj.g_01753	Prbg.g_00331
OG0000538	Prbj.g_01752	Prbg.g_00332
OG0000539	Prbj.g_01750	Prbg.g_00333
OG0000540	Prbj.g_01748	Prbg.g_00334
OG0000541	Prbj.g_02544	Prbg.g_00335
OG0000542	Prbj.g_02545	Prbg.g_00336
OG0000543	Prbj.g_02546	Prbg.g_00337
OG0000544	Prbj.g_02547	Prbg.g_00338
OG0000545	Prbj.g_02550	Prbg.g_00340
OG0000546	Prbj.g_02551	Prbg.g_00341
OG0000547	Prbj.g_02553	Prbg.g_00343
