Orthogroup	Prax	Prbi
OG0000085	Prax.g_01254	Prbi.g_01136
OG0000086	Prax.g_00161	Prbi.g_01174
OG0000088	Prax.g_01952	Prbi.g_01336
OG0000089	Prax.g_01580	Prbi.g_01749
OG0000089	Prax.g_01948	Prbi.g_01341
OG0000089	Prax.g_01589	Prbi.g_01740
OG0000090	Prax.g_01825	Prbi.g_01462
OG0000091	Prax.g_01720	Prbi.g_01599
OG0000092	Prax.g_01600	Prbi.g_01725
OG0000093	Prax.g_01286	Prbi.g_01873
OG0000094	Prax.g_01335	Prbi.g_01935
OG0000095	Prax.g_01368	Prbi.g_01968
OG0000096	Prax.g_01439	Prbi.g_02051
OG0000097	Prax.g_01456	Prbi.g_02069
OG0000098	Prax.g_01493	Prbi.g_00003
OG0000099	Prax.g_00290	Prbi.g_00023
OG0000100	Prax.g_00274	Prbi.g_00048
OG0000101	Prax.g_00624	Prbi.g_00060
OG0000102	Prax.g_01106	Prbi.g_00120
OG0000103	Prax.g_01097	Prbi.g_00129
OG0000105	Prax.g_01048	Prbi.g_00194
OG0000106	Prax.g_01034	Prbi.g_00208
OG0000107	Prax.g_01026	Prbi.g_00216
OG0000108	Prax.g_01016	Prbi.g_00226
OG0000109	Prax.g_00979	Prbi.g_00263
OG0000110	Prax.g_00924	Prbi.g_00275
OG0000111	Prax.g_00901	Prbi.g_00298
OG0000112	Prax.g_00891	Prbi.g_00308
OG0000113	Prax.g_00878	Prbi.g_00321
OG0000114	Prax.g_00848	Prbi.g_00349
OG0000115	Prax.g_00728	Prbi.g_00477
OG0000116	Prax.g_00726	Prbi.g_00479
OG0000117	Prax.g_00722	Prbi.g_00483
OG0000118	Prax.g_00702	Prbi.g_00502
OG0000119	Prax.g_00669	Prbi.g_00535
OG0000120	Prax.g_00668	Prbi.g_00536
OG0000121	Prax.g_00004	Prbi.g_00546
OG0000122	Prax.g_00013	Prbi.g_00555
OG0000123	Prax.g_00044	Prbi.g_00586
OG0000124	Prax.g_00110	Prbi.g_00654
OG0000125	Prax.g_00111	Prbi.g_00655
OG0000126	Prax.g_00112	Prbi.g_00656
OG0000127	Prax.g_00956	Prbi.g_00689
OG0000128	Prax.g_00483	Prbi.g_00747
OG0000129	Prax.g_00463	Prbi.g_00767
OG0000130	Prax.g_00388	Prbi.g_00832
OG0000131	Prax.g_00375	Prbi.g_00845
OG0000132	Prax.g_00339	Prbi.g_00881
OG0000133	Prax.g_00578	Prbi.g_00968
OG0000134	Prax.g_00588	Prbi.g_00977
OG0000135	Prax.g_01133	Prbi.g_01013
OG0000136	Prax.g_01201	Prbi.g_01083
OG0000137	Prax.g_00164	Prbi.g_01177
OG0000138	Prax.g_00195	Prbi.g_01202
OG0000139	Prax.g_00206	Prbi.g_01213
OG0000140	Prax.g_00257	Prbi.g_01264
OG0000141	Prax.g_01789	Prbi.g_01277
OG0000142	Prax.g_01887	Prbi.g_01403
OG0000143	Prax.g_01863	Prbi.g_01439
OG0000144	Prax.g_01746	Prbi.g_01576
OG0000145	Prax.g_01727	Prbi.g_01592
OG0000146	Prax.g_01691	Prbi.g_01627
OG0000147	Prax.g_01651	Prbi.g_01667
OG0000148	Prax.g_01650	Prbi.g_01668
OG0000149	Prax.g_01561	Prbi.g_01785
OG0000150	Prax.g_01523	Prbi.g_01823
OG0000151	Prax.g_01520	Prbi.g_01826
OG0000152	Prax.g_01257	Prbi.g_01845
OG0000153	Prax.g_01297	Prbi.g_01897
OG0000154	Prax.g_01333	Prbi.g_01933
OG0000155	Prax.g_01351	Prbi.g_01951
OG0000156	Prax.g_01379	Prbi.g_01979
OG0000157	Prax.g_01411	Prbi.g_02011
OG0000158	Prax.g_01473	Prbi.g_02086
OG0000160	Prax.g_01491	Prbi.g_00001
OG0000161	Prax.g_01492	Prbi.g_00002
OG0000162	Prax.g_01494	Prbi.g_00004
OG0000163	Prax.g_01495	Prbi.g_00005
OG0000164	Prax.g_01496	Prbi.g_00006
OG0000165	Prax.g_01497	Prbi.g_00007
OG0000166	Prax.g_01498	Prbi.g_00008
OG0000167	Prax.g_01499	Prbi.g_00009
OG0000168	Prax.g_01975	Prbi.g_00010
OG0000169	Prax.g_01973	Prbi.g_00012
OG0000170	Prax.g_00299	Prbi.g_00014
OG0000171	Prax.g_00298	Prbi.g_00015
OG0000172	Prax.g_00297	Prbi.g_00016
OG0000173	Prax.g_00296	Prbi.g_00017
OG0000174	Prax.g_00295	Prbi.g_00018
OG0000175	Prax.g_00294	Prbi.g_00019
OG0000176	Prax.g_00293	Prbi.g_00020
OG0000177	Prax.g_00292	Prbi.g_00021
OG0000178	Prax.g_00291	Prbi.g_00022
OG0000179	Prax.g_00289	Prbi.g_00024
OG0000180	Prax.g_00288	Prbi.g_00025
OG0000181	Prax.g_00287	Prbi.g_00026
OG0000182	Prax.g_00286	Prbi.g_00027
OG0000183	Prax.g_00285	Prbi.g_00028
OG0000184	Prax.g_00284	Prbi.g_00029
OG0000185	Prax.g_00281	Prbi.g_00032
OG0000186	Prax.g_00278	Prbi.g_00035
OG0000187	Prax.g_00277	Prbi.g_00036
OG0000188	Prax.g_00276	Prbi.g_00037
OG0000189	Prax.g_00273	Prbi.g_00049
OG0000190	Prax.g_00271	Prbi.g_00051
OG0000191	Prax.g_00270	Prbi.g_00052
OG0000192	Prax.g_00269	Prbi.g_00053
OG0000193	Prax.g_00261	Prbi.g_00056
OG0000194	Prax.g_00621	Prbi.g_00057
OG0000195	Prax.g_00622	Prbi.g_00058
OG0000196	Prax.g_00623	Prbi.g_00059
OG0000197	Prax.g_00625	Prbi.g_00061
OG0000198	Prax.g_00626	Prbi.g_00062
OG0000199	Prax.g_00627	Prbi.g_00063
OG0000200	Prax.g_00635	Prbi.g_00071
OG0000201	Prax.g_00636	Prbi.g_00072
OG0000202	Prax.g_00637	Prbi.g_00073
OG0000203	Prax.g_00640	Prbi.g_00076
OG0000204	Prax.g_00641	Prbi.g_00077
OG0000205	Prax.g_00644	Prbi.g_00080
OG0000206	Prax.g_00646	Prbi.g_00082
OG0000207	Prax.g_00648	Prbi.g_00084
OG0000208	Prax.g_00649	Prbi.g_00085
OG0000209	Prax.g_00650	Prbi.g_00086
OG0000210	Prax.g_00651	Prbi.g_00087
OG0000211	Prax.g_00652	Prbi.g_00088
OG0000212	Prax.g_00653	Prbi.g_00089
OG0000213	Prax.g_00654	Prbi.g_00090
OG0000214	Prax.g_00655	Prbi.g_00091
OG0000215	Prax.g_00656	Prbi.g_00092
OG0000216	Prax.g_00657	Prbi.g_00093
OG0000217	Prax.g_00659	Prbi.g_00095
OG0000218	Prax.g_00660	Prbi.g_00096
OG0000219	Prax.g_01128	Prbi.g_00097
OG0000220	Prax.g_01127	Prbi.g_00098
OG0000221	Prax.g_01124	Prbi.g_00101
OG0000222	Prax.g_01123	Prbi.g_00102
OG0000223	Prax.g_01122	Prbi.g_00103
OG0000224	Prax.g_01121	Prbi.g_00104
OG0000225	Prax.g_01120	Prbi.g_00105
OG0000226	Prax.g_01119	Prbi.g_00106
OG0000227	Prax.g_01118	Prbi.g_00107
OG0000228	Prax.g_01117	Prbi.g_00108
OG0000229	Prax.g_01116	Prbi.g_00109
OG0000230	Prax.g_01115	Prbi.g_00110
OG0000231	Prax.g_01114	Prbi.g_00111
OG0000232	Prax.g_01113	Prbi.g_00113
OG0000233	Prax.g_01112	Prbi.g_00114
OG0000234	Prax.g_01111	Prbi.g_00115
OG0000235	Prax.g_01110	Prbi.g_00116
OG0000236	Prax.g_01109	Prbi.g_00117
OG0000237	Prax.g_01108	Prbi.g_00118
OG0000238	Prax.g_01107	Prbi.g_00119
OG0000239	Prax.g_01105	Prbi.g_00121
OG0000240	Prax.g_01103	Prbi.g_00123
OG0000241	Prax.g_01102	Prbi.g_00124
OG0000242	Prax.g_01101	Prbi.g_00125
OG0000243	Prax.g_01098	Prbi.g_00128
OG0000244	Prax.g_01096	Prbi.g_00130
OG0000245	Prax.g_01095	Prbi.g_00131
OG0000246	Prax.g_01094	Prbi.g_00132
OG0000247	Prax.g_01091	Prbi.g_00135
OG0000248	Prax.g_01089	Prbi.g_00137
OG0000249	Prax.g_01088	Prbi.g_00138
OG0000250	Prax.g_01087	Prbi.g_00139
OG0000251	Prax.g_01086	Prbi.g_00140
OG0000252	Prax.g_01085	Prbi.g_00141
OG0000253	Prax.g_01084	Prbi.g_00142
OG0000254	Prax.g_01082	Prbi.g_00144
OG0000255	Prax.g_01081	Prbi.g_00145
OG0000256	Prax.g_01078	Prbi.g_00148
OG0000257	Prax.g_01076	Prbi.g_00150
OG0000258	Prax.g_01073	Prbi.g_00169
OG0000259	Prax.g_01072	Prbi.g_00170
OG0000260	Prax.g_01071	Prbi.g_00171
OG0000261	Prax.g_01070	Prbi.g_00172
OG0000262	Prax.g_01069	Prbi.g_00173
OG0000263	Prax.g_01067	Prbi.g_00175
OG0000264	Prax.g_01066	Prbi.g_00176
OG0000265	Prax.g_01065	Prbi.g_00177
OG0000266	Prax.g_01064	Prbi.g_00178
OG0000267	Prax.g_01063	Prbi.g_00179
OG0000268	Prax.g_01062	Prbi.g_00180
OG0000269	Prax.g_01060	Prbi.g_00182
OG0000270	Prax.g_01059	Prbi.g_00183
OG0000271	Prax.g_01058	Prbi.g_00184
OG0000272	Prax.g_01057	Prbi.g_00185
OG0000273	Prax.g_01056	Prbi.g_00186
OG0000274	Prax.g_01055	Prbi.g_00187
OG0000275	Prax.g_01054	Prbi.g_00188
OG0000276	Prax.g_01053	Prbi.g_00189
OG0000277	Prax.g_01051	Prbi.g_00191
OG0000278	Prax.g_01050	Prbi.g_00192
OG0000279	Prax.g_01049	Prbi.g_00193
OG0000280	Prax.g_01047	Prbi.g_00195
OG0000281	Prax.g_01045	Prbi.g_00197
OG0000282	Prax.g_01044	Prbi.g_00198
OG0000283	Prax.g_01043	Prbi.g_00199
OG0000284	Prax.g_01042	Prbi.g_00200
OG0000285	Prax.g_01041	Prbi.g_00201
OG0000286	Prax.g_01040	Prbi.g_00202
OG0000287	Prax.g_01039	Prbi.g_00203
OG0000288	Prax.g_01037	Prbi.g_00205
OG0000289	Prax.g_01036	Prbi.g_00206
OG0000290	Prax.g_01035	Prbi.g_00207
OG0000291	Prax.g_01033	Prbi.g_00209
OG0000292	Prax.g_01032	Prbi.g_00210
OG0000293	Prax.g_01031	Prbi.g_00211
OG0000294	Prax.g_01030	Prbi.g_00212
OG0000295	Prax.g_01029	Prbi.g_00213
OG0000296	Prax.g_01028	Prbi.g_00214
OG0000297	Prax.g_01027	Prbi.g_00215
OG0000298	Prax.g_01025	Prbi.g_00217
OG0000299	Prax.g_01024	Prbi.g_00218
OG0000300	Prax.g_01023	Prbi.g_00219
OG0000301	Prax.g_01022	Prbi.g_00220
OG0000302	Prax.g_01021	Prbi.g_00221
OG0000303	Prax.g_01020	Prbi.g_00222
OG0000304	Prax.g_01018	Prbi.g_00224
OG0000305	Prax.g_01017	Prbi.g_00225
OG0000306	Prax.g_01014	Prbi.g_00228
OG0000307	Prax.g_01013	Prbi.g_00229
OG0000308	Prax.g_01012	Prbi.g_00230
OG0000309	Prax.g_01011	Prbi.g_00231
OG0000310	Prax.g_01010	Prbi.g_00232
OG0000311	Prax.g_01009	Prbi.g_00233
OG0000312	Prax.g_01008	Prbi.g_00234
OG0000313	Prax.g_01007	Prbi.g_00235
OG0000314	Prax.g_01006	Prbi.g_00236
OG0000315	Prax.g_01005	Prbi.g_00237
OG0000316	Prax.g_01004	Prbi.g_00238
OG0000317	Prax.g_01003	Prbi.g_00239
OG0000318	Prax.g_01002	Prbi.g_00240
OG0000319	Prax.g_01001	Prbi.g_00241
OG0000320	Prax.g_01000	Prbi.g_00242
OG0000321	Prax.g_00999	Prbi.g_00243
OG0000322	Prax.g_00998	Prbi.g_00244
OG0000323	Prax.g_00997	Prbi.g_00245
OG0000324	Prax.g_00996	Prbi.g_00246
OG0000325	Prax.g_00995	Prbi.g_00247
OG0000326	Prax.g_00994	Prbi.g_00248
OG0000327	Prax.g_00993	Prbi.g_00249
OG0000328	Prax.g_00992	Prbi.g_00250
OG0000329	Prax.g_00991	Prbi.g_00251
OG0000330	Prax.g_00990	Prbi.g_00252
OG0000331	Prax.g_00989	Prbi.g_00253
OG0000332	Prax.g_00988	Prbi.g_00254
OG0000333	Prax.g_00987	Prbi.g_00255
OG0000334	Prax.g_00986	Prbi.g_00256
OG0000335	Prax.g_00985	Prbi.g_00257
OG0000336	Prax.g_00983	Prbi.g_00259
OG0000337	Prax.g_00982	Prbi.g_00260
OG0000338	Prax.g_00978	Prbi.g_00264
OG0000339	Prax.g_00933	Prbi.g_00266
OG0000340	Prax.g_00931	Prbi.g_00268
OG0000341	Prax.g_00930	Prbi.g_00269
OG0000342	Prax.g_00929	Prbi.g_00270
OG0000343	Prax.g_00928	Prbi.g_00271
OG0000344	Prax.g_00925	Prbi.g_00274
OG0000345	Prax.g_00922	Prbi.g_00277
OG0000346	Prax.g_00921	Prbi.g_00278
OG0000347	Prax.g_00918	Prbi.g_00281
OG0000348	Prax.g_00916	Prbi.g_00283
OG0000349	Prax.g_00915	Prbi.g_00284
OG0000350	Prax.g_00913	Prbi.g_00286
OG0000351	Prax.g_00912	Prbi.g_00287
OG0000352	Prax.g_00911	Prbi.g_00288
OG0000353	Prax.g_00910	Prbi.g_00289
OG0000354	Prax.g_00909	Prbi.g_00290
OG0000355	Prax.g_00908	Prbi.g_00291
OG0000356	Prax.g_00907	Prbi.g_00292
OG0000357	Prax.g_00906	Prbi.g_00293
OG0000358	Prax.g_00905	Prbi.g_00294
OG0000359	Prax.g_00904	Prbi.g_00295
OG0000360	Prax.g_00900	Prbi.g_00299
OG0000361	Prax.g_00899	Prbi.g_00300
OG0000362	Prax.g_00898	Prbi.g_00301
OG0000363	Prax.g_00897	Prbi.g_00302
OG0000364	Prax.g_00893	Prbi.g_00306
OG0000365	Prax.g_00892	Prbi.g_00307
OG0000366	Prax.g_00890	Prbi.g_00309
OG0000367	Prax.g_00889	Prbi.g_00310
OG0000368	Prax.g_00888	Prbi.g_00311
OG0000369	Prax.g_00887	Prbi.g_00312
OG0000370	Prax.g_00886	Prbi.g_00313
OG0000371	Prax.g_00885	Prbi.g_00314
OG0000372	Prax.g_00884	Prbi.g_00315
OG0000373	Prax.g_00883	Prbi.g_00316
OG0000374	Prax.g_00881	Prbi.g_00318
OG0000375	Prax.g_00880	Prbi.g_00319
OG0000376	Prax.g_00877	Prbi.g_00322
OG0000377	Prax.g_00876	Prbi.g_00323
OG0000378	Prax.g_00875	Prbi.g_00324
OG0000379	Prax.g_00874	Prbi.g_00325
OG0000380	Prax.g_00873	Prbi.g_00326
OG0000381	Prax.g_00872	Prbi.g_00327
OG0000382	Prax.g_00871	Prbi.g_00328
OG0000383	Prax.g_00870	Prbi.g_00329
OG0000384	Prax.g_00867	Prbi.g_00332
OG0000385	Prax.g_00866	Prbi.g_00333
OG0000386	Prax.g_00865	Prbi.g_00334
OG0000387	Prax.g_00864	Prbi.g_00335
OG0000388	Prax.g_00863	Prbi.g_00336
OG0000389	Prax.g_00862	Prbi.g_00337
OG0000390	Prax.g_00861	Prbi.g_00338
OG0000391	Prax.g_00860	Prbi.g_00339
OG0000392	Prax.g_00859	Prbi.g_00340
OG0000393	Prax.g_00858	Prbi.g_00341
OG0000394	Prax.g_00857	Prbi.g_00342
OG0000395	Prax.g_00856	Prbi.g_00343
OG0000396	Prax.g_00854	Prbi.g_00345
OG0000397	Prax.g_00850	Prbi.g_00347
OG0000398	Prax.g_00849	Prbi.g_00348
OG0000399	Prax.g_00846	Prbi.g_00351
OG0000400	Prax.g_00845	Prbi.g_00352
OG0000401	Prax.g_00844	Prbi.g_00353
OG0000402	Prax.g_00839	Prbi.g_00358
OG0000403	Prax.g_00838	Prbi.g_00359
OG0000404	Prax.g_00837	Prbi.g_00360
OG0000405	Prax.g_00835	Prbi.g_00362
OG0000406	Prax.g_00832	Prbi.g_00365
OG0000407	Prax.g_00831	Prbi.g_00366
OG0000408	Prax.g_00828	Prbi.g_00369
OG0000409	Prax.g_00827	Prbi.g_00370
OG0000410	Prax.g_00826	Prbi.g_00371
OG0000411	Prax.g_00825	Prbi.g_00372
OG0000412	Prax.g_00824	Prbi.g_00373
OG0000413	Prax.g_00823	Prbi.g_00374
OG0000414	Prax.g_00822	Prbi.g_00375
OG0000415	Prax.g_00821	Prbi.g_00376
OG0000416	Prax.g_00818	Prbi.g_00379
OG0000417	Prax.g_00817	Prbi.g_00380
OG0000418	Prax.g_00816	Prbi.g_00381
OG0000419	Prax.g_00815	Prbi.g_00382
OG0000420	Prax.g_00814	Prbi.g_00383
OG0000421	Prax.g_00802	Prbi.g_00395
OG0000422	Prax.g_00795	Prbi.g_00403
OG0000423	Prax.g_00794	Prbi.g_00404
OG0000424	Prax.g_00790	Prbi.g_00409
OG0000425	Prax.g_00769	Prbi.g_00432
OG0000426	Prax.g_00768	Prbi.g_00433
OG0000427	Prax.g_00767	Prbi.g_00434
OG0000428	Prax.g_00765	Prbi.g_00436
OG0000429	Prax.g_00764	Prbi.g_00437
OG0000430	Prax.g_00762	Prbi.g_00439
OG0000431	Prax.g_00761	Prbi.g_00440
OG0000432	Prax.g_00760	Prbi.g_00441
OG0000433	Prax.g_00759	Prbi.g_00442
OG0000434	Prax.g_00758	Prbi.g_00443
OG0000435	Prax.g_00757	Prbi.g_00444
OG0000436	Prax.g_00756	Prbi.g_00445
OG0000437	Prax.g_00755	Prbi.g_00446
OG0000438	Prax.g_00754	Prbi.g_00447
OG0000439	Prax.g_00753	Prbi.g_00448
OG0000440	Prax.g_00752	Prbi.g_00449
OG0000441	Prax.g_00751	Prbi.g_00450
OG0000442	Prax.g_00750	Prbi.g_00451
OG0000443	Prax.g_00749	Prbi.g_00452
OG0000444	Prax.g_00748	Prbi.g_00453
OG0000445	Prax.g_00747	Prbi.g_00454
OG0000446	Prax.g_00746	Prbi.g_00456
OG0000447	Prax.g_00745	Prbi.g_00457
OG0000448	Prax.g_00743	Prbi.g_00459
OG0000449	Prax.g_00740	Prbi.g_00463
OG0000450	Prax.g_00739	Prbi.g_00464
OG0000451	Prax.g_00738	Prbi.g_00465
OG0000452	Prax.g_00737	Prbi.g_00466
OG0000453	Prax.g_00736	Prbi.g_00467
OG0000454	Prax.g_00731	Prbi.g_00474
OG0000455	Prax.g_00729	Prbi.g_00476
OG0000456	Prax.g_00725	Prbi.g_00480
OG0000457	Prax.g_00724	Prbi.g_00481
OG0000458	Prax.g_00723	Prbi.g_00482
OG0000459	Prax.g_00721	Prbi.g_00484
OG0000460	Prax.g_00719	Prbi.g_00486
OG0000461	Prax.g_00718	Prbi.g_00487
OG0000462	Prax.g_00717	Prbi.g_00488
OG0000463	Prax.g_00715	Prbi.g_00490
OG0000464	Prax.g_00714	Prbi.g_00491
OG0000465	Prax.g_00713	Prbi.g_00492
OG0000466	Prax.g_00712	Prbi.g_00493
OG0000467	Prax.g_00711	Prbi.g_00494
OG0000468	Prax.g_00709	Prbi.g_00495
OG0000469	Prax.g_00708	Prbi.g_00496
OG0000470	Prax.g_00707	Prbi.g_00497
OG0000471	Prax.g_00706	Prbi.g_00498
OG0000472	Prax.g_00701	Prbi.g_00503
OG0000473	Prax.g_00700	Prbi.g_00504
OG0000474	Prax.g_00699	Prbi.g_00505
OG0000475	Prax.g_00698	Prbi.g_00506
OG0000476	Prax.g_00696	Prbi.g_00508
OG0000477	Prax.g_00695	Prbi.g_00509
OG0000478	Prax.g_00694	Prbi.g_00510
OG0000479	Prax.g_00693	Prbi.g_00511
OG0000480	Prax.g_00691	Prbi.g_00513
OG0000481	Prax.g_00689	Prbi.g_00515
OG0000482	Prax.g_00688	Prbi.g_00516
OG0000483	Prax.g_00686	Prbi.g_00518
OG0000484	Prax.g_00685	Prbi.g_00519
OG0000485	Prax.g_00684	Prbi.g_00520
OG0000486	Prax.g_00683	Prbi.g_00521
OG0000487	Prax.g_00678	Prbi.g_00526
OG0000488	Prax.g_00676	Prbi.g_00528
OG0000489	Prax.g_00675	Prbi.g_00529
OG0000490	Prax.g_00674	Prbi.g_00530
OG0000491	Prax.g_00673	Prbi.g_00531
OG0000492	Prax.g_00672	Prbi.g_00532
OG0000493	Prax.g_00671	Prbi.g_00533
OG0000494	Prax.g_00670	Prbi.g_00534
OG0000495	Prax.g_00667	Prbi.g_00537
OG0000496	Prax.g_00666	Prbi.g_00538
OG0000497	Prax.g_00665	Prbi.g_00539
OG0000498	Prax.g_00664	Prbi.g_00540
OG0000499	Prax.g_00663	Prbi.g_00541
OG0000500	Prax.g_00001	Prbi.g_00543
OG0000501	Prax.g_00002	Prbi.g_00544
OG0000502	Prax.g_00003	Prbi.g_00545
OG0000503	Prax.g_00005	Prbi.g_00547
OG0000504	Prax.g_00006	Prbi.g_00548
OG0000505	Prax.g_00007	Prbi.g_00549
OG0000506	Prax.g_00008	Prbi.g_00550
OG0000507	Prax.g_00009	Prbi.g_00551
OG0000508	Prax.g_00010	Prbi.g_00552
OG0000509	Prax.g_00011	Prbi.g_00553
OG0000510	Prax.g_00012	Prbi.g_00554
OG0000511	Prax.g_00014	Prbi.g_00556
OG0000512	Prax.g_00015	Prbi.g_00557
OG0000513	Prax.g_00016	Prbi.g_00558
OG0000514	Prax.g_00017	Prbi.g_00559
OG0000515	Prax.g_00018	Prbi.g_00560
OG0000516	Prax.g_00019	Prbi.g_00561
OG0000517	Prax.g_00021	Prbi.g_00563
OG0000518	Prax.g_00022	Prbi.g_00564
OG0000519	Prax.g_00023	Prbi.g_00565
OG0000520	Prax.g_00024	Prbi.g_00566
OG0000521	Prax.g_00025	Prbi.g_00567
OG0000522	Prax.g_00026	Prbi.g_00568
OG0000523	Prax.g_00027	Prbi.g_00569
OG0000524	Prax.g_00028	Prbi.g_00570
OG0000525	Prax.g_00029	Prbi.g_00571
OG0000526	Prax.g_00030	Prbi.g_00572
OG0000527	Prax.g_00031	Prbi.g_00573
OG0000528	Prax.g_00032	Prbi.g_00574
OG0000529	Prax.g_00033	Prbi.g_00575
OG0000530	Prax.g_00034	Prbi.g_00576
OG0000531	Prax.g_00035	Prbi.g_00577
OG0000532	Prax.g_00036	Prbi.g_00578
OG0000533	Prax.g_00038	Prbi.g_00580
OG0000534	Prax.g_00039	Prbi.g_00581
OG0000535	Prax.g_00040	Prbi.g_00582
OG0000536	Prax.g_00041	Prbi.g_00583
OG0000537	Prax.g_00042	Prbi.g_00584
OG0000538	Prax.g_00043	Prbi.g_00585
OG0000539	Prax.g_00046	Prbi.g_00588
OG0000540	Prax.g_00047	Prbi.g_00589
OG0000541	Prax.g_00048	Prbi.g_00590
OG0000542	Prax.g_00050	Prbi.g_00593
OG0000543	Prax.g_00051	Prbi.g_00594
OG0000544	Prax.g_00052	Prbi.g_00595
OG0000545	Prax.g_00053	Prbi.g_00596
OG0000546	Prax.g_00054	Prbi.g_00597
OG0000547	Prax.g_00055	Prbi.g_00598
