Orthogroup	Prax	Prau
OG0000071	Prax.g_01959	Prau.g_01318
OG0000072	Prax.g_01899	Prau.g_01371
OG0000074	Prax.g_01832	Prau.g_01430
OG0000075	Prax.g_01338	Prau.g_01869
OG0000076	Prax.g_01838	Prau.g_01446
OG0000077	Prax.g_01974	Prau.g_00011
OG0000078	Prax.g_00853, Prax.g_00852	Prau.g_00324
OG0000079	Prax.g_00792	Prau.g_00386
OG0000080	Prax.g_00973	Prau.g_00709
OG0000081	Prax.g_00951	Prau.g_00731
OG0000082	Prax.g_00366	Prau.g_00861
OG0000083	Prax.g_00501, Prax.g_00530, Prax.g_00301	Prau.g_00926
OG0000084	Prax.g_01129	Prau.g_01015
OG0000085	Prax.g_01254	Prau.g_01136
OG0000086	Prax.g_00161	Prau.g_01174
OG0000088	Prax.g_01952	Prau.g_01323
OG0000089	Prax.g_01580	Prau.g_00783
OG0000089	Prax.g_01948	Prau.g_01325
OG0000089	Prax.g_01589	Prau.g_01677
OG0000090	Prax.g_01825	Prau.g_01434, Prau.g_01491, Prau.g_01435
OG0000091	Prax.g_01720	Prau.g_01539
OG0000092	Prax.g_01600	Prau.g_01658
OG0000093	Prax.g_01286	Prau.g_01818
OG0000094	Prax.g_01335	Prau.g_01866
OG0000095	Prax.g_01368	Prau.g_01899
OG0000096	Prax.g_01439	Prau.g_01970
OG0000097	Prax.g_01456	Prau.g_01987
OG0000098	Prax.g_01493	Prau.g_00003
OG0000099	Prax.g_00290	Prau.g_00023
OG0000100	Prax.g_00274	Prau.g_00046
OG0000101	Prax.g_00624	Prau.g_00057
OG0000102	Prax.g_01106	Prau.g_00114
OG0000103	Prax.g_01097	Prau.g_00122
OG0000104	Prax.g_01079	Prau.g_00140
OG0000105	Prax.g_01048	Prau.g_00171
OG0000106	Prax.g_01034	Prau.g_00185
OG0000107	Prax.g_01026	Prau.g_00193
OG0000108	Prax.g_01016	Prau.g_00203
OG0000109	Prax.g_00979	Prau.g_00240
OG0000110	Prax.g_00924	Prau.g_00253
OG0000111	Prax.g_00901	Prau.g_00276
OG0000112	Prax.g_00891	Prau.g_00286
OG0000113	Prax.g_00878	Prau.g_00299
OG0000114	Prax.g_00848	Prau.g_00327
OG0000115	Prax.g_00728	Prau.g_00515
OG0000116	Prax.g_00726	Prau.g_00517
OG0000117	Prax.g_00722	Prau.g_00521
OG0000118	Prax.g_00702	Prau.g_00540
OG0000119	Prax.g_00669	Prau.g_00572
OG0000120	Prax.g_00668	Prau.g_00573
OG0000121	Prax.g_00004	Prau.g_00583
OG0000122	Prax.g_00013	Prau.g_00592
OG0000123	Prax.g_00044	Prau.g_00623
OG0000124	Prax.g_00110	Prau.g_00691
OG0000125	Prax.g_00111	Prau.g_00692
OG0000126	Prax.g_00112	Prau.g_00693
OG0000127	Prax.g_00956	Prau.g_00726
OG0000128	Prax.g_00483	Prau.g_00757
OG0000129	Prax.g_00463	Prau.g_00777
OG0000130	Prax.g_00388	Prau.g_00839
OG0000131	Prax.g_00375	Prau.g_00852
OG0000132	Prax.g_00339	Prau.g_00887
OG0000133	Prax.g_00578	Prau.g_00973
OG0000134	Prax.g_00588	Prau.g_00983
OG0000135	Prax.g_01133	Prau.g_01019
OG0000136	Prax.g_01201	Prau.g_01086
OG0000137	Prax.g_00164	Prau.g_01177
OG0000138	Prax.g_00195	Prau.g_01202
OG0000139	Prax.g_00206	Prau.g_01212
OG0000140	Prax.g_00257	Prau.g_01263
OG0000141	Prax.g_01789	Prau.g_01271
OG0000142	Prax.g_01887	Prau.g_01383
OG0000143	Prax.g_01863	Prau.g_01409
OG0000144	Prax.g_01746	Prau.g_01515
OG0000145	Prax.g_01727	Prau.g_01532
OG0000146	Prax.g_01691	Prau.g_01568
OG0000147	Prax.g_01651	Prau.g_01608
OG0000148	Prax.g_01650	Prau.g_01609
OG0000149	Prax.g_01561	Prau.g_01730
OG0000150	Prax.g_01523	Prau.g_01768
OG0000151	Prax.g_01520	Prau.g_01771
OG0000152	Prax.g_01257	Prau.g_01790
OG0000153	Prax.g_01297	Prau.g_01828
OG0000154	Prax.g_01333	Prau.g_01864
OG0000155	Prax.g_01351	Prau.g_01882
OG0000156	Prax.g_01379	Prau.g_01910
OG0000157	Prax.g_01411	Prau.g_01942
OG0000158	Prax.g_01473	Prau.g_02004
OG0000160	Prax.g_01491	Prau.g_00001
OG0000161	Prax.g_01492	Prau.g_00002
OG0000162	Prax.g_01494	Prau.g_00004
OG0000163	Prax.g_01495	Prau.g_00005
OG0000164	Prax.g_01496	Prau.g_00006
OG0000165	Prax.g_01497	Prau.g_00007
OG0000166	Prax.g_01498	Prau.g_00008
OG0000167	Prax.g_01499	Prau.g_00009
OG0000168	Prax.g_01975	Prau.g_00010
OG0000169	Prax.g_01973	Prau.g_00012
OG0000170	Prax.g_00299	Prau.g_00014
OG0000171	Prax.g_00298	Prau.g_00015
OG0000172	Prax.g_00297	Prau.g_00016
OG0000173	Prax.g_00296	Prau.g_00017
OG0000174	Prax.g_00295	Prau.g_00018
OG0000175	Prax.g_00294	Prau.g_00019
OG0000176	Prax.g_00293	Prau.g_00020
OG0000177	Prax.g_00292	Prau.g_00021
OG0000178	Prax.g_00291	Prau.g_00022
OG0000179	Prax.g_00289	Prau.g_00024
OG0000180	Prax.g_00288	Prau.g_00025
OG0000181	Prax.g_00287	Prau.g_00026
OG0000182	Prax.g_00286	Prau.g_00027
OG0000183	Prax.g_00285	Prau.g_00028
OG0000184	Prax.g_00284	Prau.g_00029
OG0000185	Prax.g_00281	Prau.g_00031
OG0000186	Prax.g_00278	Prau.g_00034
OG0000187	Prax.g_00277	Prau.g_00035
OG0000188	Prax.g_00276	Prau.g_00036
OG0000189	Prax.g_00273	Prau.g_00047
OG0000190	Prax.g_00271	Prau.g_00049
OG0000191	Prax.g_00270	Prau.g_00050
OG0000192	Prax.g_00269	Prau.g_00051
OG0000193	Prax.g_00261	Prau.g_00053
OG0000194	Prax.g_00621	Prau.g_00054
OG0000195	Prax.g_00622	Prau.g_00055
OG0000196	Prax.g_00623	Prau.g_00056
OG0000197	Prax.g_00625	Prau.g_00058
OG0000198	Prax.g_00626	Prau.g_00059
OG0000199	Prax.g_00627	Prau.g_00060
OG0000200	Prax.g_00635	Prau.g_00066
OG0000201	Prax.g_00636	Prau.g_00067
OG0000202	Prax.g_00637	Prau.g_00068
OG0000203	Prax.g_00640	Prau.g_00071
OG0000204	Prax.g_00641	Prau.g_00072
OG0000205	Prax.g_00644	Prau.g_00074
OG0000206	Prax.g_00646	Prau.g_00076
OG0000207	Prax.g_00648	Prau.g_00078
OG0000208	Prax.g_00649	Prau.g_00079
OG0000209	Prax.g_00650	Prau.g_00080
OG0000210	Prax.g_00651	Prau.g_00081
OG0000211	Prax.g_00652	Prau.g_00082
OG0000212	Prax.g_00653	Prau.g_00083
OG0000213	Prax.g_00654	Prau.g_00084
OG0000214	Prax.g_00655	Prau.g_00085
OG0000215	Prax.g_00656	Prau.g_00086
OG0000216	Prax.g_00657	Prau.g_00087
OG0000217	Prax.g_00659	Prau.g_00089
OG0000218	Prax.g_00660	Prau.g_00090
OG0000219	Prax.g_01128	Prau.g_00091
OG0000220	Prax.g_01127	Prau.g_00092
OG0000221	Prax.g_01124	Prau.g_00095
OG0000222	Prax.g_01123	Prau.g_00096
OG0000223	Prax.g_01122	Prau.g_00097
OG0000224	Prax.g_01121	Prau.g_00098
OG0000225	Prax.g_01120	Prau.g_00099
OG0000226	Prax.g_01119	Prau.g_00100
OG0000227	Prax.g_01118	Prau.g_00101
OG0000228	Prax.g_01117	Prau.g_00102
OG0000229	Prax.g_01116	Prau.g_00103
OG0000230	Prax.g_01115	Prau.g_00104
OG0000231	Prax.g_01114	Prau.g_00105
OG0000232	Prax.g_01113	Prau.g_00107
OG0000233	Prax.g_01112	Prau.g_00108
OG0000234	Prax.g_01111	Prau.g_00109
OG0000235	Prax.g_01110	Prau.g_00110
OG0000236	Prax.g_01109	Prau.g_00111
OG0000237	Prax.g_01108	Prau.g_00112
OG0000238	Prax.g_01107	Prau.g_00113
OG0000239	Prax.g_01105	Prau.g_00115
OG0000240	Prax.g_01103	Prau.g_00116
OG0000241	Prax.g_01102	Prau.g_00117
OG0000242	Prax.g_01101	Prau.g_00118
OG0000243	Prax.g_01098	Prau.g_00121
OG0000244	Prax.g_01096	Prau.g_00123
OG0000245	Prax.g_01095	Prau.g_00124
OG0000246	Prax.g_01094	Prau.g_00125
OG0000247	Prax.g_01091	Prau.g_00128
OG0000248	Prax.g_01089	Prau.g_00130
OG0000249	Prax.g_01088	Prau.g_00131
OG0000250	Prax.g_01087	Prau.g_00132
OG0000251	Prax.g_01086	Prau.g_00133
OG0000252	Prax.g_01085	Prau.g_00134
OG0000253	Prax.g_01084	Prau.g_00135
OG0000254	Prax.g_01082	Prau.g_00137
OG0000255	Prax.g_01081	Prau.g_00138
OG0000256	Prax.g_01078	Prau.g_00141
OG0000257	Prax.g_01076	Prau.g_00143
OG0000258	Prax.g_01073	Prau.g_00146
OG0000259	Prax.g_01072	Prau.g_00147
OG0000260	Prax.g_01071	Prau.g_00148
OG0000261	Prax.g_01070	Prau.g_00149
OG0000262	Prax.g_01069	Prau.g_00150
OG0000263	Prax.g_01067	Prau.g_00152
OG0000264	Prax.g_01066	Prau.g_00153
OG0000265	Prax.g_01065	Prau.g_00154
OG0000266	Prax.g_01064	Prau.g_00155
OG0000267	Prax.g_01063	Prau.g_00156
OG0000268	Prax.g_01062	Prau.g_00157
OG0000269	Prax.g_01060	Prau.g_00159
OG0000270	Prax.g_01059	Prau.g_00160
OG0000271	Prax.g_01058	Prau.g_00161
OG0000272	Prax.g_01057	Prau.g_00162
OG0000273	Prax.g_01056	Prau.g_00163
OG0000274	Prax.g_01055	Prau.g_00164
OG0000275	Prax.g_01054	Prau.g_00165
OG0000276	Prax.g_01053	Prau.g_00166
OG0000277	Prax.g_01051	Prau.g_00168
OG0000278	Prax.g_01050	Prau.g_00169
OG0000279	Prax.g_01049	Prau.g_00170
OG0000280	Prax.g_01047	Prau.g_00172
OG0000281	Prax.g_01045	Prau.g_00174
OG0000282	Prax.g_01044	Prau.g_00175
OG0000283	Prax.g_01043	Prau.g_00176
OG0000284	Prax.g_01042	Prau.g_00177
OG0000285	Prax.g_01041	Prau.g_00178
OG0000286	Prax.g_01040	Prau.g_00179
OG0000287	Prax.g_01039	Prau.g_00180
OG0000288	Prax.g_01037	Prau.g_00182
OG0000289	Prax.g_01036	Prau.g_00183
OG0000290	Prax.g_01035	Prau.g_00184
OG0000291	Prax.g_01033	Prau.g_00186
OG0000292	Prax.g_01032	Prau.g_00187
OG0000293	Prax.g_01031	Prau.g_00188
OG0000294	Prax.g_01030	Prau.g_00189
OG0000295	Prax.g_01029	Prau.g_00190
OG0000296	Prax.g_01028	Prau.g_00191
OG0000297	Prax.g_01027	Prau.g_00192
OG0000298	Prax.g_01025	Prau.g_00194
OG0000299	Prax.g_01024	Prau.g_00195
OG0000300	Prax.g_01023	Prau.g_00196
OG0000301	Prax.g_01022	Prau.g_00197
OG0000302	Prax.g_01021	Prau.g_00198
OG0000303	Prax.g_01020	Prau.g_00199
OG0000304	Prax.g_01018	Prau.g_00201
OG0000305	Prax.g_01017	Prau.g_00202
OG0000306	Prax.g_01014	Prau.g_00205
OG0000307	Prax.g_01013	Prau.g_00206
OG0000308	Prax.g_01012	Prau.g_00207
OG0000309	Prax.g_01011	Prau.g_00208
OG0000310	Prax.g_01010	Prau.g_00209
OG0000311	Prax.g_01009	Prau.g_00210
OG0000312	Prax.g_01008	Prau.g_00211
OG0000313	Prax.g_01007	Prau.g_00212
OG0000314	Prax.g_01006	Prau.g_00213
OG0000315	Prax.g_01005	Prau.g_00214
OG0000316	Prax.g_01004	Prau.g_00215
OG0000317	Prax.g_01003	Prau.g_00216
OG0000318	Prax.g_01002	Prau.g_00217
OG0000319	Prax.g_01001	Prau.g_00218
OG0000320	Prax.g_01000	Prau.g_00219
OG0000321	Prax.g_00999	Prau.g_00220
OG0000322	Prax.g_00998	Prau.g_00221
OG0000323	Prax.g_00997	Prau.g_00222
OG0000324	Prax.g_00996	Prau.g_00223
OG0000325	Prax.g_00995	Prau.g_00224
OG0000326	Prax.g_00994	Prau.g_00225
OG0000327	Prax.g_00993	Prau.g_00226
OG0000328	Prax.g_00992	Prau.g_00227
OG0000329	Prax.g_00991	Prau.g_00228
OG0000330	Prax.g_00990	Prau.g_00229
OG0000331	Prax.g_00989	Prau.g_00230
OG0000332	Prax.g_00988	Prau.g_00231
OG0000333	Prax.g_00987	Prau.g_00232
OG0000334	Prax.g_00986	Prau.g_00233
OG0000335	Prax.g_00985	Prau.g_00234
OG0000336	Prax.g_00983	Prau.g_00236
OG0000337	Prax.g_00982	Prau.g_00237
OG0000338	Prax.g_00978	Prau.g_00241
OG0000339	Prax.g_00933	Prau.g_00244
OG0000340	Prax.g_00931	Prau.g_00246
OG0000341	Prax.g_00930	Prau.g_00247
OG0000342	Prax.g_00929	Prau.g_00248
OG0000343	Prax.g_00928	Prau.g_00249
OG0000344	Prax.g_00925	Prau.g_00252
OG0000345	Prax.g_00922	Prau.g_00255
OG0000346	Prax.g_00921	Prau.g_00256
OG0000347	Prax.g_00918	Prau.g_00259
OG0000348	Prax.g_00916	Prau.g_00261
OG0000349	Prax.g_00915	Prau.g_00262
OG0000350	Prax.g_00913	Prau.g_00264
OG0000351	Prax.g_00912	Prau.g_00265
OG0000352	Prax.g_00911	Prau.g_00266
OG0000353	Prax.g_00910	Prau.g_00267
OG0000354	Prax.g_00909	Prau.g_00268
OG0000355	Prax.g_00908	Prau.g_00269
OG0000356	Prax.g_00907	Prau.g_00270
OG0000357	Prax.g_00906	Prau.g_00271
OG0000358	Prax.g_00905	Prau.g_00272
OG0000359	Prax.g_00904	Prau.g_00273
OG0000360	Prax.g_00900	Prau.g_00277
OG0000361	Prax.g_00899	Prau.g_00278
OG0000362	Prax.g_00898	Prau.g_00279
OG0000363	Prax.g_00897	Prau.g_00280
OG0000364	Prax.g_00893	Prau.g_00284
OG0000365	Prax.g_00892	Prau.g_00285
OG0000366	Prax.g_00890	Prau.g_00287
OG0000367	Prax.g_00889	Prau.g_00288
OG0000368	Prax.g_00888	Prau.g_00289
OG0000369	Prax.g_00887	Prau.g_00290
OG0000370	Prax.g_00886	Prau.g_00291
OG0000371	Prax.g_00885	Prau.g_00292
OG0000372	Prax.g_00884	Prau.g_00293
OG0000373	Prax.g_00883	Prau.g_00294
OG0000374	Prax.g_00881	Prau.g_00296
OG0000375	Prax.g_00880	Prau.g_00297
OG0000376	Prax.g_00877	Prau.g_00300
OG0000377	Prax.g_00876	Prau.g_00301
OG0000378	Prax.g_00875	Prau.g_00302
OG0000379	Prax.g_00874	Prau.g_00303
OG0000380	Prax.g_00873	Prau.g_00304
OG0000381	Prax.g_00872	Prau.g_00305
OG0000382	Prax.g_00871	Prau.g_00306
OG0000383	Prax.g_00870	Prau.g_00307
OG0000384	Prax.g_00867	Prau.g_00310
OG0000385	Prax.g_00866	Prau.g_00311
OG0000386	Prax.g_00865	Prau.g_00312
OG0000387	Prax.g_00864	Prau.g_00313
OG0000388	Prax.g_00863	Prau.g_00314
OG0000389	Prax.g_00862	Prau.g_00315
OG0000390	Prax.g_00861	Prau.g_00316
OG0000391	Prax.g_00860	Prau.g_00317
OG0000392	Prax.g_00859	Prau.g_00318
OG0000393	Prax.g_00858	Prau.g_00319
OG0000394	Prax.g_00857	Prau.g_00320
OG0000395	Prax.g_00856	Prau.g_00321
OG0000396	Prax.g_00854	Prau.g_00323
OG0000397	Prax.g_00850	Prau.g_00325
OG0000398	Prax.g_00849	Prau.g_00326
OG0000399	Prax.g_00846	Prau.g_00329
OG0000400	Prax.g_00845	Prau.g_00330
OG0000401	Prax.g_00844	Prau.g_00331
OG0000402	Prax.g_00839	Prau.g_00336
OG0000403	Prax.g_00838	Prau.g_00337
OG0000404	Prax.g_00837	Prau.g_00338
OG0000405	Prax.g_00835	Prau.g_00340
OG0000406	Prax.g_00832	Prau.g_00343
OG0000407	Prax.g_00831	Prau.g_00344
OG0000408	Prax.g_00828	Prau.g_00347
OG0000409	Prax.g_00827	Prau.g_00348
OG0000410	Prax.g_00826	Prau.g_00349
OG0000411	Prax.g_00825	Prau.g_00350
OG0000412	Prax.g_00824	Prau.g_00351
OG0000413	Prax.g_00823	Prau.g_00352
OG0000414	Prax.g_00822	Prau.g_00353
OG0000415	Prax.g_00821	Prau.g_00354
OG0000416	Prax.g_00818	Prau.g_00357
OG0000417	Prax.g_00817	Prau.g_00358
OG0000418	Prax.g_00816	Prau.g_00359
OG0000419	Prax.g_00815	Prau.g_00360
OG0000420	Prax.g_00814	Prau.g_00361
OG0000421	Prax.g_00802	Prau.g_00374
OG0000422	Prax.g_00795	Prau.g_00382
OG0000423	Prax.g_00794	Prau.g_00383
OG0000424	Prax.g_00790	Prau.g_00389
OG0000425	Prax.g_00769	Prau.g_00472
OG0000426	Prax.g_00768	Prau.g_00473
OG0000427	Prax.g_00767	Prau.g_00474
OG0000428	Prax.g_00765	Prau.g_00476
OG0000429	Prax.g_00764	Prau.g_00477
OG0000430	Prax.g_00762	Prau.g_00479
OG0000431	Prax.g_00761	Prau.g_00480
OG0000432	Prax.g_00760	Prau.g_00481
OG0000433	Prax.g_00759	Prau.g_00482
OG0000434	Prax.g_00758	Prau.g_00483
OG0000435	Prax.g_00757	Prau.g_00484
OG0000436	Prax.g_00756	Prau.g_00485
OG0000437	Prax.g_00755	Prau.g_00486
OG0000438	Prax.g_00754	Prau.g_00487
OG0000439	Prax.g_00753	Prau.g_00488
OG0000440	Prax.g_00752	Prau.g_00489
OG0000441	Prax.g_00751	Prau.g_00490
OG0000442	Prax.g_00750	Prau.g_00491
OG0000443	Prax.g_00749	Prau.g_00492
OG0000444	Prax.g_00748	Prau.g_00493
OG0000445	Prax.g_00747	Prau.g_00494
OG0000446	Prax.g_00746	Prau.g_00496
OG0000447	Prax.g_00745	Prau.g_00497
OG0000448	Prax.g_00743	Prau.g_00499
OG0000449	Prax.g_00740	Prau.g_00503
OG0000450	Prax.g_00739	Prau.g_00504
OG0000451	Prax.g_00738	Prau.g_00505
OG0000452	Prax.g_00737	Prau.g_00506
OG0000453	Prax.g_00736	Prau.g_00507
OG0000454	Prax.g_00731	Prau.g_00512
OG0000455	Prax.g_00729	Prau.g_00514
OG0000456	Prax.g_00725	Prau.g_00518
OG0000457	Prax.g_00724	Prau.g_00519
OG0000458	Prax.g_00723	Prau.g_00520
OG0000459	Prax.g_00721	Prau.g_00522
OG0000460	Prax.g_00719	Prau.g_00524
OG0000461	Prax.g_00718	Prau.g_00525
OG0000462	Prax.g_00717	Prau.g_00526
OG0000463	Prax.g_00715	Prau.g_00528
OG0000464	Prax.g_00714	Prau.g_00529
OG0000465	Prax.g_00713	Prau.g_00530
OG0000466	Prax.g_00712	Prau.g_00531
OG0000467	Prax.g_00711	Prau.g_00532
OG0000468	Prax.g_00709	Prau.g_00533
OG0000469	Prax.g_00708	Prau.g_00534
OG0000470	Prax.g_00707	Prau.g_00535
OG0000471	Prax.g_00706	Prau.g_00536
OG0000472	Prax.g_00701	Prau.g_00541
OG0000473	Prax.g_00700	Prau.g_00542
OG0000474	Prax.g_00699	Prau.g_00543
OG0000475	Prax.g_00698	Prau.g_00544
OG0000476	Prax.g_00696	Prau.g_00546
OG0000477	Prax.g_00695	Prau.g_00547
OG0000478	Prax.g_00694	Prau.g_00548
OG0000479	Prax.g_00693	Prau.g_00549
OG0000480	Prax.g_00691	Prau.g_00551
OG0000481	Prax.g_00689	Prau.g_00553
OG0000482	Prax.g_00688	Prau.g_00554
OG0000483	Prax.g_00686	Prau.g_00556
OG0000484	Prax.g_00685	Prau.g_00557
OG0000485	Prax.g_00684	Prau.g_00558
OG0000486	Prax.g_00683	Prau.g_00559
OG0000487	Prax.g_00678	Prau.g_00564
OG0000488	Prax.g_00676	Prau.g_00565
OG0000489	Prax.g_00675	Prau.g_00566
OG0000490	Prax.g_00674	Prau.g_00567
OG0000491	Prax.g_00673	Prau.g_00568
OG0000492	Prax.g_00672	Prau.g_00569
OG0000493	Prax.g_00671	Prau.g_00570
OG0000494	Prax.g_00670	Prau.g_00571
OG0000495	Prax.g_00667	Prau.g_00574
OG0000496	Prax.g_00666	Prau.g_00575
OG0000497	Prax.g_00665	Prau.g_00576
OG0000498	Prax.g_00664	Prau.g_00577
OG0000499	Prax.g_00663	Prau.g_00578
OG0000500	Prax.g_00001	Prau.g_00580
OG0000501	Prax.g_00002	Prau.g_00581
OG0000502	Prax.g_00003	Prau.g_00582
OG0000503	Prax.g_00005	Prau.g_00584
OG0000504	Prax.g_00006	Prau.g_00585
OG0000505	Prax.g_00007	Prau.g_00586
OG0000506	Prax.g_00008	Prau.g_00587
OG0000507	Prax.g_00009	Prau.g_00588
OG0000508	Prax.g_00010	Prau.g_00589
OG0000509	Prax.g_00011	Prau.g_00590
OG0000510	Prax.g_00012	Prau.g_00591
OG0000511	Prax.g_00014	Prau.g_00593
OG0000512	Prax.g_00015	Prau.g_00594
OG0000513	Prax.g_00016	Prau.g_00595
OG0000514	Prax.g_00017	Prau.g_00596
OG0000515	Prax.g_00018	Prau.g_00597
OG0000516	Prax.g_00019	Prau.g_00598
OG0000517	Prax.g_00021	Prau.g_00600
OG0000518	Prax.g_00022	Prau.g_00601
OG0000519	Prax.g_00023	Prau.g_00602
OG0000520	Prax.g_00024	Prau.g_00603
OG0000521	Prax.g_00025	Prau.g_00604
OG0000522	Prax.g_00026	Prau.g_00605
OG0000523	Prax.g_00027	Prau.g_00606
OG0000524	Prax.g_00028	Prau.g_00607
OG0000525	Prax.g_00029	Prau.g_00608
OG0000526	Prax.g_00030	Prau.g_00609
OG0000527	Prax.g_00031	Prau.g_00610
OG0000528	Prax.g_00032	Prau.g_00611
OG0000529	Prax.g_00033	Prau.g_00612
OG0000530	Prax.g_00034	Prau.g_00613
OG0000531	Prax.g_00035	Prau.g_00614
OG0000532	Prax.g_00036	Prau.g_00615
OG0000533	Prax.g_00038	Prau.g_00617
OG0000534	Prax.g_00039	Prau.g_00618
OG0000535	Prax.g_00040	Prau.g_00619
OG0000536	Prax.g_00041	Prau.g_00620
OG0000537	Prax.g_00042	Prau.g_00621
OG0000538	Prax.g_00043	Prau.g_00622
OG0000539	Prax.g_00046	Prau.g_00625
OG0000540	Prax.g_00047	Prau.g_00626
OG0000541	Prax.g_00048	Prau.g_00627
OG0000542	Prax.g_00050	Prau.g_00629
OG0000543	Prax.g_00051	Prau.g_00630
OG0000544	Prax.g_00052	Prau.g_00631
OG0000545	Prax.g_00053	Prau.g_00632
OG0000546	Prax.g_00054	Prau.g_00633
OG0000547	Prax.g_00055	Prau.g_00634
OG0000548	Prax.g_00056	Prau.g_00635
OG0000549	Prax.g_00058	Prau.g_00637
OG0000550	Prax.g_00059	Prau.g_00638
OG0000551	Prax.g_00060	Prau.g_00639
OG0000552	Prax.g_00061	Prau.g_00640
OG0000553	Prax.g_00062	Prau.g_00641
OG0000554	Prax.g_00063	Prau.g_00642
OG0000555	Prax.g_00064	Prau.g_00643
OG0000556	Prax.g_00065	Prau.g_00644
OG0000557	Prax.g_00066	Prau.g_00645
OG0000558	Prax.g_00067	Prau.g_00646
OG0000559	Prax.g_00068	Prau.g_00647
OG0000560	Prax.g_00069	Prau.g_00648
OG0000561	Prax.g_00070	Prau.g_00649
OG0000562	Prax.g_00071	Prau.g_00650
OG0000563	Prax.g_00072	Prau.g_00651
OG0000564	Prax.g_00073	Prau.g_00652
OG0000565	Prax.g_00074	Prau.g_00653
OG0000566	Prax.g_00075	Prau.g_00654
OG0000567	Prax.g_00076	Prau.g_00655
OG0000568	Prax.g_00077	Prau.g_00656
OG0000569	Prax.g_00080	Prau.g_00661
