Orthogroup	Prax	Pram
OG0000102	Prax.g_01106	Pram.g_00099
OG0000103	Prax.g_01097	Pram.g_00108
OG0000104	Prax.g_01079	Pram.g_00125
OG0000105	Prax.g_01048	Pram.g_00155
OG0000106	Prax.g_01034	Pram.g_00168
OG0000107	Prax.g_01026	Pram.g_00177
OG0000108	Prax.g_01016	Pram.g_00187
OG0000109	Prax.g_00979	Pram.g_00227
OG0000110	Prax.g_00488, Prax.g_00924	Pram.g_00239
OG0000111	Prax.g_00901	Pram.g_00262
OG0000113	Prax.g_00878	Pram.g_00286
OG0000114	Prax.g_00848	Pram.g_00313
OG0000115	Prax.g_00728	Pram.g_00410
OG0000116	Prax.g_00726	Pram.g_00412
OG0000117	Prax.g_00722	Pram.g_00416
OG0000118	Prax.g_00702	Pram.g_00437
OG0000119	Prax.g_00669	Pram.g_00470
OG0000120	Prax.g_00668	Pram.g_00471
OG0000121	Prax.g_00004	Pram.g_00480
OG0000122	Prax.g_00013	Pram.g_00489
OG0000123	Prax.g_00044	Pram.g_00522
OG0000124	Prax.g_00110	Pram.g_01059
OG0000125	Prax.g_00111	Pram.g_01058
OG0000126	Prax.g_00112	Pram.g_01057
OG0000127	Prax.g_00956	Pram.g_00777
OG0000128	Prax.g_00483	Pram.g_00803
OG0000129	Prax.g_00463	Pram.g_01006
OG0000130	Prax.g_00388	Pram.g_00905
OG0000131	Prax.g_00375	Pram.g_00807
OG0000132	Prax.g_00339	Pram.g_00843
OG0000133	Prax.g_00578	Pram.g_00751
OG0000134	Prax.g_00588	Pram.g_01038
OG0000135	Prax.g_01133	Pram.g_00947
OG0000136	Prax.g_01201	Pram.g_00891
OG0000137	Prax.g_00164	Pram.g_01549
OG0000139	Prax.g_00206	Pram.g_01133
OG0000140	Prax.g_00257	Pram.g_00571
OG0000141	Prax.g_01789	Pram.g_01254
OG0000142	Prax.g_01887	Pram.g_01242
OG0000143	Prax.g_01863	Pram.g_01468
OG0000144	Prax.g_01746	Pram.g_01393
OG0000145	Prax.g_01727	Pram.g_01377
OG0000146	Prax.g_01691	Pram.g_01341
OG0000147	Prax.g_01651	Pram.g_01294
OG0000148	Prax.g_01650	Pram.g_01293
OG0000149	Prax.g_01561	Pram.g_01629
OG0000150	Prax.g_01523	Pram.g_01669
OG0000151	Prax.g_01520	Pram.g_01672
OG0000152	Prax.g_01257	Pram.g_01691
OG0000153	Prax.g_01297	Pram.g_01728
OG0000154	Prax.g_01333	Pram.g_01764
OG0000155	Prax.g_01351	Pram.g_01783
OG0000156	Prax.g_01379	Pram.g_01817
OG0000157	Prax.g_01411	Pram.g_01851
OG0000158	Prax.g_01473	Pram.g_01917
OG0000160	Prax.g_01491	Pram.g_01939
OG0000161	Prax.g_01492	Pram.g_01940
OG0000162	Prax.g_01494	Pram.g_01942
OG0000163	Prax.g_01495	Pram.g_01943
OG0000164	Prax.g_01496	Pram.g_01944
OG0000165	Prax.g_01497	Pram.g_01945
OG0000166	Prax.g_01498	Pram.g_01946
OG0000167	Prax.g_01499	Pram.g_01947
OG0000168	Prax.g_01975	Pram.g_01948
OG0000169	Prax.g_01973	Pram.g_01950
OG0000170	Prax.g_00299	Pram.g_00001
OG0000171	Prax.g_00298	Pram.g_00002
OG0000172	Prax.g_00297	Pram.g_00003
OG0000173	Prax.g_00296	Pram.g_00004
OG0000174	Prax.g_00295	Pram.g_00005
OG0000175	Prax.g_00294	Pram.g_00006
OG0000176	Prax.g_00293	Pram.g_00007
OG0000177	Prax.g_00292	Pram.g_00008
OG0000178	Prax.g_00291	Pram.g_00009
OG0000179	Prax.g_00289	Pram.g_00011
OG0000180	Prax.g_00288	Pram.g_00012
OG0000181	Prax.g_00287	Pram.g_00013
OG0000182	Prax.g_00286	Pram.g_00014
OG0000183	Prax.g_00285	Pram.g_00015
OG0000184	Prax.g_00284	Pram.g_00016
OG0000185	Prax.g_00281	Pram.g_00019
OG0000186	Prax.g_00278	Pram.g_00021
OG0000187	Prax.g_00277	Pram.g_00022
OG0000188	Prax.g_00276	Pram.g_00023
OG0000189	Prax.g_00273	Pram.g_00024
OG0000190	Prax.g_00271	Pram.g_00026
OG0000191	Prax.g_00270	Pram.g_00028
OG0000192	Prax.g_00269	Pram.g_00029
OG0000193	Prax.g_00261	Pram.g_00030
OG0000194	Prax.g_00621	Pram.g_00033
OG0000195	Prax.g_00622	Pram.g_00034
OG0000196	Prax.g_00623	Pram.g_00035
OG0000197	Prax.g_00625	Pram.g_00037
OG0000198	Prax.g_00626	Pram.g_00038
OG0000199	Prax.g_00627	Pram.g_00039
OG0000200	Prax.g_00635	Pram.g_00048
OG0000201	Prax.g_00636	Pram.g_00049
OG0000202	Prax.g_00637	Pram.g_00050
OG0000203	Prax.g_00640	Pram.g_00054
OG0000204	Prax.g_00641	Pram.g_00055
OG0000205	Prax.g_00644	Pram.g_00058
OG0000206	Prax.g_00646	Pram.g_00060
OG0000207	Prax.g_00648	Pram.g_00062
OG0000208	Prax.g_00649	Pram.g_00063
OG0000209	Prax.g_00650	Pram.g_01536
OG0000210	Prax.g_00651	Pram.g_00064
OG0000211	Prax.g_00652	Pram.g_00065
OG0000212	Prax.g_00653	Pram.g_00066
OG0000213	Prax.g_00654	Pram.g_00067
OG0000214	Prax.g_00655	Pram.g_00068
OG0000215	Prax.g_00656	Pram.g_00069
OG0000216	Prax.g_00657	Pram.g_00070
OG0000217	Prax.g_00659	Pram.g_00072
OG0000218	Prax.g_00660	Pram.g_00073
OG0000219	Prax.g_01128	Pram.g_00074
OG0000220	Prax.g_01127	Pram.g_00075
OG0000221	Prax.g_01124	Pram.g_00078
OG0000222	Prax.g_01123	Pram.g_00079
OG0000223	Prax.g_01122	Pram.g_00080
OG0000224	Prax.g_01121	Pram.g_00081
OG0000225	Prax.g_01120	Pram.g_00082
OG0000226	Prax.g_01119	Pram.g_00083
OG0000227	Prax.g_01118	Pram.g_00085
OG0000228	Prax.g_01117	Pram.g_00086
OG0000229	Prax.g_01116	Pram.g_00087
OG0000230	Prax.g_01115	Pram.g_00088
OG0000231	Prax.g_01114	Pram.g_00089
OG0000232	Prax.g_01113	Pram.g_00090
OG0000233	Prax.g_01112	Pram.g_00091
OG0000234	Prax.g_01111	Pram.g_00092
OG0000235	Prax.g_01110	Pram.g_00093
OG0000236	Prax.g_01109	Pram.g_00096
OG0000237	Prax.g_01108	Pram.g_00097
OG0000238	Prax.g_01107	Pram.g_00098
OG0000239	Prax.g_01105	Pram.g_00100
OG0000240	Prax.g_01103	Pram.g_00101
OG0000241	Prax.g_01102	Pram.g_00102
OG0000242	Prax.g_01101	Pram.g_00103
OG0000243	Prax.g_01098	Pram.g_00106
OG0000244	Prax.g_01096	Pram.g_00109
OG0000245	Prax.g_01095	Pram.g_00110
OG0000246	Prax.g_01094	Pram.g_00111
OG0000247	Prax.g_01091	Pram.g_00113
OG0000248	Prax.g_01089	Pram.g_00115
OG0000249	Prax.g_01088	Pram.g_00117
OG0000250	Prax.g_01087	Pram.g_00118
OG0000251	Prax.g_01086	Pram.g_00119
OG0000252	Prax.g_01085	Pram.g_00120
OG0000253	Prax.g_01084	Pram.g_00121
OG0000254	Prax.g_01082	Pram.g_01001
OG0000255	Prax.g_01081	Pram.g_00123
OG0000256	Prax.g_01078	Pram.g_00126
OG0000257	Prax.g_01076	Pram.g_00128
OG0000258	Prax.g_01073	Pram.g_00130
OG0000259	Prax.g_01072	Pram.g_00131
OG0000260	Prax.g_01071	Pram.g_00132
OG0000261	Prax.g_01070	Pram.g_00133
OG0000262	Prax.g_01069	Pram.g_00134
OG0000263	Prax.g_01067	Pram.g_00136
OG0000264	Prax.g_01066	Pram.g_00137
OG0000265	Prax.g_01065	Pram.g_00138
OG0000266	Prax.g_01064	Pram.g_00139
OG0000267	Prax.g_01063	Pram.g_00140
OG0000268	Prax.g_01062	Pram.g_00141
OG0000269	Prax.g_01060	Pram.g_00143
OG0000270	Prax.g_01059	Pram.g_00144
OG0000271	Prax.g_01058	Pram.g_00145
OG0000272	Prax.g_01057	Pram.g_00146
OG0000273	Prax.g_01056	Pram.g_00147
OG0000274	Prax.g_01055	Pram.g_00148
OG0000275	Prax.g_01054	Pram.g_00149
OG0000276	Prax.g_01053	Pram.g_00150
OG0000277	Prax.g_01051	Pram.g_00152
OG0000278	Prax.g_01050	Pram.g_00153
OG0000279	Prax.g_01049	Pram.g_00154
OG0000280	Prax.g_01047	Pram.g_00156
OG0000281	Prax.g_01045	Pram.g_00157
OG0000282	Prax.g_01044	Pram.g_00158
OG0000283	Prax.g_01043	Pram.g_00159
OG0000284	Prax.g_01042	Pram.g_00160
OG0000285	Prax.g_01041	Pram.g_00161
OG0000286	Prax.g_01040	Pram.g_00162
OG0000287	Prax.g_01039	Pram.g_00163
OG0000288	Prax.g_01037	Pram.g_00165
OG0000289	Prax.g_01036	Pram.g_00166
OG0000290	Prax.g_01035	Pram.g_00167
OG0000291	Prax.g_01033	Pram.g_00169
OG0000292	Prax.g_01032	Pram.g_00171
OG0000293	Prax.g_01031	Pram.g_00172
OG0000294	Prax.g_01030	Pram.g_00173
OG0000295	Prax.g_01029	Pram.g_00174
OG0000296	Prax.g_01028	Pram.g_00175
OG0000297	Prax.g_01027	Pram.g_00176
OG0000298	Prax.g_01025	Pram.g_00178
OG0000299	Prax.g_01024	Pram.g_00179
OG0000300	Prax.g_01023	Pram.g_00180
OG0000301	Prax.g_01022	Pram.g_00181
OG0000302	Prax.g_01021	Pram.g_00182
OG0000303	Prax.g_01020	Pram.g_00183
OG0000304	Prax.g_01018	Pram.g_00185
OG0000305	Prax.g_01017	Pram.g_00186
OG0000306	Prax.g_01014	Pram.g_00189
OG0000307	Prax.g_01013	Pram.g_00190
OG0000308	Prax.g_01012	Pram.g_00191
OG0000309	Prax.g_01011	Pram.g_00192
OG0000310	Prax.g_01010	Pram.g_00193
OG0000311	Prax.g_01009	Pram.g_00194
OG0000312	Prax.g_01008	Pram.g_00195
OG0000313	Prax.g_01007	Pram.g_00196
OG0000314	Prax.g_01006	Pram.g_00197
OG0000315	Prax.g_01005	Pram.g_00198
OG0000316	Prax.g_01004	Pram.g_00199
OG0000317	Prax.g_01003	Pram.g_00200
OG0000318	Prax.g_01002	Pram.g_00201
OG0000319	Prax.g_01001	Pram.g_00202
OG0000320	Prax.g_01000	Pram.g_00203
OG0000321	Prax.g_00999	Pram.g_00204
OG0000322	Prax.g_00998	Pram.g_00205
OG0000323	Prax.g_00997	Pram.g_00206
OG0000324	Prax.g_00996	Pram.g_00207
OG0000325	Prax.g_00995	Pram.g_00208
OG0000326	Prax.g_00994	Pram.g_00209
OG0000327	Prax.g_00993	Pram.g_00210
OG0000328	Prax.g_00992	Pram.g_00212
OG0000329	Prax.g_00991	Pram.g_00213
OG0000330	Prax.g_00990	Pram.g_00214
OG0000331	Prax.g_00989	Pram.g_00216
OG0000332	Prax.g_00988	Pram.g_00217
OG0000333	Prax.g_00987	Pram.g_00218
OG0000334	Prax.g_00986	Pram.g_00219
OG0000335	Prax.g_00985	Pram.g_00220
OG0000336	Prax.g_00983	Pram.g_00222
OG0000337	Prax.g_00982	Pram.g_00223
OG0000338	Prax.g_00978	Pram.g_00228
OG0000339	Prax.g_00933	Pram.g_00230
OG0000340	Prax.g_00931	Pram.g_00232
OG0000341	Prax.g_00930	Pram.g_00233
OG0000342	Prax.g_00929	Pram.g_00234
OG0000343	Prax.g_00928	Pram.g_00235
OG0000344	Prax.g_00925	Pram.g_00238
OG0000345	Prax.g_00922	Pram.g_00242
OG0000346	Prax.g_00921	Pram.g_00243
OG0000347	Prax.g_00918	Pram.g_00246
OG0000348	Prax.g_00916	Pram.g_00247
OG0000349	Prax.g_00915	Pram.g_00248
OG0000350	Prax.g_00913	Pram.g_00250
OG0000351	Prax.g_00912	Pram.g_00251
OG0000352	Prax.g_00911	Pram.g_00252
OG0000353	Prax.g_00910	Pram.g_00253
OG0000354	Prax.g_00909	Pram.g_00254
OG0000355	Prax.g_00908	Pram.g_00255
OG0000356	Prax.g_00907	Pram.g_00256
OG0000357	Prax.g_00906	Pram.g_00257
OG0000358	Prax.g_00905	Pram.g_00258
OG0000359	Prax.g_00904	Pram.g_00260
OG0000360	Prax.g_00900	Pram.g_00263
OG0000361	Prax.g_00899	Pram.g_00264
OG0000362	Prax.g_00898	Pram.g_00265
OG0000363	Prax.g_00897	Pram.g_00266
OG0000364	Prax.g_00893	Pram.g_00270
OG0000365	Prax.g_00892	Pram.g_00271
OG0000366	Prax.g_00890	Pram.g_00274
OG0000367	Prax.g_00889	Pram.g_00275
OG0000368	Prax.g_00888	Pram.g_00276
OG0000369	Prax.g_00887	Pram.g_00277
OG0000370	Prax.g_00886	Pram.g_00278
OG0000371	Prax.g_00885	Pram.g_00280
OG0000372	Prax.g_00884	Pram.g_00281
OG0000373	Prax.g_00883	Pram.g_00282
OG0000374	Prax.g_00881	Pram.g_00283
OG0000375	Prax.g_00880	Pram.g_00284
OG0000376	Prax.g_00877	Pram.g_00287
OG0000377	Prax.g_00876	Pram.g_00288
OG0000378	Prax.g_00875	Pram.g_00289
OG0000379	Prax.g_00874	Pram.g_00290
OG0000380	Prax.g_00873	Pram.g_00291
OG0000381	Prax.g_00872	Pram.g_00292
OG0000382	Prax.g_00871	Pram.g_00293
OG0000383	Prax.g_00870	Pram.g_00294
OG0000384	Prax.g_00867	Pram.g_00296
OG0000385	Prax.g_00866	Pram.g_00297
OG0000386	Prax.g_00865	Pram.g_00298
OG0000387	Prax.g_00864	Pram.g_00299
OG0000388	Prax.g_00863	Pram.g_00300
OG0000389	Prax.g_00862	Pram.g_00301
OG0000390	Prax.g_00861	Pram.g_00302
OG0000391	Prax.g_00860	Pram.g_00303
OG0000392	Prax.g_00859	Pram.g_00304
OG0000393	Prax.g_00858	Pram.g_00305
OG0000394	Prax.g_00857	Pram.g_00306
OG0000395	Prax.g_00856	Pram.g_00307
OG0000396	Prax.g_00854	Pram.g_00309
OG0000397	Prax.g_00850	Pram.g_00311
OG0000398	Prax.g_00849	Pram.g_00312
OG0000399	Prax.g_00846	Pram.g_00315
OG0000400	Prax.g_00845	Pram.g_00321
OG0000401	Prax.g_00844	Pram.g_00322
OG0000402	Prax.g_00839	Pram.g_00328
OG0000403	Prax.g_00838	Pram.g_00330
OG0000404	Prax.g_00837	Pram.g_00331
OG0000405	Prax.g_00835	Pram.g_00332
OG0000406	Prax.g_00832	Pram.g_00336
OG0000407	Prax.g_00831	Pram.g_00337
OG0000408	Prax.g_00828	Pram.g_00340
OG0000409	Prax.g_00827	Pram.g_00341
OG0000410	Prax.g_00826	Pram.g_00342
OG0000411	Prax.g_00825	Pram.g_00343
OG0000412	Prax.g_00824	Pram.g_00344
OG0000413	Prax.g_00823	Pram.g_00345
OG0000414	Prax.g_00822	Pram.g_00346
OG0000415	Prax.g_00821	Pram.g_00347
OG0000416	Prax.g_00818	Pram.g_00351
OG0000417	Prax.g_00817	Pram.g_00352
OG0000418	Prax.g_00816	Pram.g_00354
OG0000419	Prax.g_00815	Pram.g_00355
OG0000420	Prax.g_00814	Pram.g_00864
OG0000421	Prax.g_00802	Pram.g_01184
OG0000422	Prax.g_00795	Pram.g_01537
OG0000423	Prax.g_00794	Pram.g_01177
OG0000424	Prax.g_00790	Pram.g_01696
OG0000425	Prax.g_00769	Pram.g_00366
OG0000426	Prax.g_00768	Pram.g_00367
OG0000427	Prax.g_00767	Pram.g_00368
OG0000428	Prax.g_00765	Pram.g_00370
OG0000429	Prax.g_00764	Pram.g_00371
OG0000430	Prax.g_00762	Pram.g_00373
OG0000431	Prax.g_00761	Pram.g_00374
OG0000432	Prax.g_00760	Pram.g_00375
OG0000433	Prax.g_00759	Pram.g_00376
OG0000434	Prax.g_00758	Pram.g_00377
OG0000435	Prax.g_00757	Pram.g_00378
OG0000436	Prax.g_00756	Pram.g_00379
OG0000437	Prax.g_00755	Pram.g_00380
OG0000438	Prax.g_00754	Pram.g_00381
OG0000439	Prax.g_00753	Pram.g_00382
OG0000440	Prax.g_00752	Pram.g_00383
OG0000441	Prax.g_00751	Pram.g_00384
OG0000442	Prax.g_00750	Pram.g_00385
OG0000443	Prax.g_00749	Pram.g_00386
OG0000444	Prax.g_00748	Pram.g_00387
OG0000445	Prax.g_00747	Pram.g_00393
OG0000446	Prax.g_00746	Pram.g_00395
OG0000447	Prax.g_00745	Pram.g_00396
OG0000448	Prax.g_00743	Pram.g_00397
OG0000449	Prax.g_00740	Pram.g_00400
OG0000450	Prax.g_00739	Pram.g_00401
OG0000451	Prax.g_00738	Pram.g_00402
OG0000452	Prax.g_00737	Pram.g_00404
OG0000453	Prax.g_00736	Pram.g_00406
OG0000454	Prax.g_00731	Pram.g_00407
OG0000455	Prax.g_00729	Pram.g_00409
OG0000456	Prax.g_00725	Pram.g_00413
OG0000457	Prax.g_00724	Pram.g_00414
OG0000458	Prax.g_00723	Pram.g_00415
OG0000459	Prax.g_00721	Pram.g_00417
OG0000460	Prax.g_00719	Pram.g_00419
OG0000461	Prax.g_00718	Pram.g_00420
OG0000462	Prax.g_00717	Pram.g_00421
OG0000463	Prax.g_00715	Pram.g_00423
OG0000464	Prax.g_00714	Pram.g_00424
OG0000465	Prax.g_00713	Pram.g_00425
OG0000466	Prax.g_00712	Pram.g_00426
OG0000467	Prax.g_00711	Pram.g_00427
OG0000468	Prax.g_00709	Pram.g_00428
OG0000469	Prax.g_00708	Pram.g_00429
OG0000470	Prax.g_00707	Pram.g_00430
OG0000471	Prax.g_00706	Pram.g_00431
OG0000472	Prax.g_00701	Pram.g_00438
OG0000473	Prax.g_00700	Pram.g_00439
OG0000474	Prax.g_00699	Pram.g_00440
OG0000475	Prax.g_00698	Pram.g_00441
OG0000476	Prax.g_00696	Pram.g_00442
OG0000477	Prax.g_00695	Pram.g_00443
OG0000478	Prax.g_00694	Pram.g_00444
OG0000479	Prax.g_00693	Pram.g_00445
OG0000480	Prax.g_00691	Pram.g_00447
OG0000481	Prax.g_00689	Pram.g_00449
OG0000482	Prax.g_00688	Pram.g_00450
OG0000483	Prax.g_00686	Pram.g_00452
OG0000484	Prax.g_00685	Pram.g_00453
OG0000485	Prax.g_00684	Pram.g_00454
OG0000486	Prax.g_00683	Pram.g_00456
OG0000487	Prax.g_00678	Pram.g_00461
OG0000488	Prax.g_00676	Pram.g_00462
OG0000489	Prax.g_00675	Pram.g_00463
OG0000490	Prax.g_00674	Pram.g_00464
OG0000491	Prax.g_00673	Pram.g_00465
OG0000492	Prax.g_00672	Pram.g_00466
OG0000493	Prax.g_00671	Pram.g_00468
OG0000494	Prax.g_00670	Pram.g_00469
OG0000495	Prax.g_00667	Pram.g_00472
OG0000496	Prax.g_00666	Pram.g_00473
OG0000497	Prax.g_00665	Pram.g_00474
OG0000498	Prax.g_00664	Pram.g_00475
OG0000499	Prax.g_00663	Pram.g_00476
OG0000500	Prax.g_00001	Pram.g_00477
OG0000501	Prax.g_00002	Pram.g_00478
OG0000502	Prax.g_00003	Pram.g_00479
OG0000503	Prax.g_00005	Pram.g_00481
OG0000504	Prax.g_00006	Pram.g_00482
OG0000505	Prax.g_00007	Pram.g_00483
OG0000506	Prax.g_00008	Pram.g_00484
OG0000507	Prax.g_00009	Pram.g_00485
OG0000508	Prax.g_00010	Pram.g_00486
OG0000509	Prax.g_00011	Pram.g_00487
OG0000510	Prax.g_00012	Pram.g_00488
OG0000511	Prax.g_00014	Pram.g_00490
OG0000512	Prax.g_00015	Pram.g_00491
OG0000513	Prax.g_00016	Pram.g_00492
OG0000514	Prax.g_00017	Pram.g_00493
OG0000515	Prax.g_00018	Pram.g_00494
OG0000516	Prax.g_00019	Pram.g_00495
OG0000517	Prax.g_00021	Pram.g_00497
OG0000518	Prax.g_00022	Pram.g_00498
OG0000519	Prax.g_00023	Pram.g_00500
OG0000520	Prax.g_00024	Pram.g_00502
OG0000521	Prax.g_00025	Pram.g_00503
OG0000522	Prax.g_00026	Pram.g_00504
OG0000523	Prax.g_00027	Pram.g_00505
OG0000524	Prax.g_00028	Pram.g_00506
OG0000525	Prax.g_00029	Pram.g_00507
OG0000526	Prax.g_00030	Pram.g_00508
OG0000527	Prax.g_00031	Pram.g_00509
OG0000528	Prax.g_00032	Pram.g_00510
OG0000529	Prax.g_00033	Pram.g_00511
OG0000530	Prax.g_00034	Pram.g_00512
OG0000531	Prax.g_00035	Pram.g_00513
OG0000532	Prax.g_00036	Pram.g_00514
OG0000533	Prax.g_00038	Pram.g_00516
OG0000534	Prax.g_00039	Pram.g_00517
OG0000535	Prax.g_00040	Pram.g_00518
OG0000536	Prax.g_00041	Pram.g_00519
OG0000537	Prax.g_00042	Pram.g_00520
OG0000538	Prax.g_00043	Pram.g_00521
OG0000539	Prax.g_00046	Pram.g_00523
OG0000540	Prax.g_00047	Pram.g_00524
OG0000541	Prax.g_00048	Pram.g_00525
OG0000542	Prax.g_00050	Pram.g_00528
OG0000543	Prax.g_00051	Pram.g_00529
OG0000544	Prax.g_00052	Pram.g_00530
OG0000545	Prax.g_00053	Pram.g_00531
OG0000546	Prax.g_00054	Pram.g_00532
OG0000547	Prax.g_00055	Pram.g_00533
OG0000548	Prax.g_00056	Pram.g_00534
OG0000549	Prax.g_00058	Pram.g_00536
OG0000550	Prax.g_00059	Pram.g_00537
OG0000551	Prax.g_00060	Pram.g_00538
OG0000552	Prax.g_00061	Pram.g_00539
OG0000553	Prax.g_00062	Pram.g_00540
OG0000554	Prax.g_00063	Pram.g_00541
OG0000555	Prax.g_00064	Pram.g_00543
OG0000556	Prax.g_00065	Pram.g_00544
OG0000557	Prax.g_00066	Pram.g_00545
OG0000558	Prax.g_00067	Pram.g_00546
OG0000559	Prax.g_00068	Pram.g_00547
OG0000560	Prax.g_00069	Pram.g_00548
OG0000561	Prax.g_00070	Pram.g_00549
OG0000562	Prax.g_00071	Pram.g_00550
OG0000563	Prax.g_00072	Pram.g_00551
OG0000564	Prax.g_00073	Pram.g_00552
OG0000565	Prax.g_00074	Pram.g_00553
OG0000566	Prax.g_00075	Pram.g_00554
OG0000567	Prax.g_00076	Pram.g_00555
OG0000568	Prax.g_00077	Pram.g_00556
OG0000569	Prax.g_00080	Pram.g_00559
OG0000570	Prax.g_00081	Pram.g_00560
OG0000571	Prax.g_00083	Pram.g_00562
OG0000572	Prax.g_00084	Pram.g_00564
OG0000573	Prax.g_00085	Pram.g_00565
OG0000574	Prax.g_00086	Pram.g_00566
OG0000575	Prax.g_00087	Pram.g_00568
OG0000576	Prax.g_00088	Pram.g_00569
OG0000577	Prax.g_00089	Pram.g_01080
OG0000578	Prax.g_00090	Pram.g_01079
OG0000579	Prax.g_00091	Pram.g_01078
OG0000580	Prax.g_00092	Pram.g_01077
OG0000581	Prax.g_00093	Pram.g_01076
OG0000582	Prax.g_00094	Pram.g_01075
OG0000583	Prax.g_00095	Pram.g_01074
OG0000584	Prax.g_00097	Pram.g_01073
OG0000585	Prax.g_00098	Pram.g_01072
OG0000586	Prax.g_00099	Pram.g_01070
OG0000587	Prax.g_00100	Pram.g_01069
OG0000588	Prax.g_00101	Pram.g_01068
OG0000589	Prax.g_00102	Pram.g_01067
OG0000590	Prax.g_00103	Pram.g_01066
OG0000591	Prax.g_00104	Pram.g_01065
OG0000592	Prax.g_00105	Pram.g_01064
OG0000593	Prax.g_00106	Pram.g_01063
