Orthogroup	Prad	Prbj
OG0000313	Prad.g_01780	Prbj.g_00237
OG0000314	Prad.g_01779	Prbj.g_00238
OG0000315	Prad.g_01778	Prbj.g_00240
OG0000316	Prad.g_01777	Prbj.g_00250
OG0000317	Prad.g_01776	Prbj.g_00251
OG0000318	Prad.g_01775	Prbj.g_00252
OG0000319	Prad.g_01774	Prbj.g_00258
OG0000320	Prad.g_01773	Prbj.g_00259
OG0000321	Prad.g_01772	Prbj.g_00262
OG0000322	Prad.g_01771	Prbj.g_00263
OG0000323	Prad.g_01770	Prbj.g_00264
OG0000324	Prad.g_01769	Prbj.g_00265
OG0000325	Prad.g_01768	Prbj.g_00266
OG0000326	Prad.g_01767	Prbj.g_00267
OG0000327	Prad.g_01766	Prbj.g_00268
OG0000328	Prad.g_01765	Prbj.g_00270
OG0000329	Prad.g_01764	Prbj.g_00271
OG0000330	Prad.g_01763	Prbj.g_00272
OG0000331	Prad.g_01762	Prbj.g_00181
OG0000332	Prad.g_01761	Prbj.g_01775
OG0000333	Prad.g_01760	Prbj.g_01776
OG0000334	Prad.g_01759	Prbj.g_01777
OG0000335	Prad.g_01758	Prbj.g_00177
OG0000336	Prad.g_01756	Prbj.g_00176
OG0000337	Prad.g_01755	Prbj.g_02608
OG0000338	Prad.g_01751	Prbj.g_02615
OG0000339	Prad.g_01749	Prbj.g_02661
OG0000340	Prad.g_01747	Prbj.g_01341
OG0000341	Prad.g_01746	Prbj.g_01342
OG0000342	Prad.g_01745	Prbj.g_01343
OG0000343	Prad.g_01744	Prbj.g_01345
OG0000344	Prad.g_01741	Prbj.g_01350
OG0000345	Prad.g_01738	Prbj.g_01359
OG0000346	Prad.g_01737	Prbj.g_01360
OG0000347	Prad.g_01734	Prbj.g_01362
OG0000348	Prad.g_01732	Prbj.g_01364
OG0000349	Prad.g_01731	Prbj.g_01366
OG0000350	Prad.g_01729	Prbj.g_01372
OG0000351	Prad.g_01728	Prbj.g_00180
OG0000352	Prad.g_01727	Prbj.g_01385
OG0000353	Prad.g_01726	Prbj.g_01386
OG0000354	Prad.g_01725	Prbj.g_01388
OG0000355	Prad.g_01724	Prbj.g_01389
OG0000356	Prad.g_01723	Prbj.g_01390
OG0000357	Prad.g_01722	Prbj.g_01391
OG0000358	Prad.g_01721	Prbj.g_01392
OG0000359	Prad.g_01720	Prbj.g_01394
OG0000360	Prad.g_01716	Prbj.g_01399
OG0000361	Prad.g_01715	Prbj.g_01400
OG0000362	Prad.g_01714	Prbj.g_01401
OG0000363	Prad.g_01713	Prbj.g_01403
OG0000364	Prad.g_01709	Prbj.g_01408
OG0000365	Prad.g_01708	Prbj.g_01409
OG0000366	Prad.g_01706	Prbj.g_01411
OG0000367	Prad.g_01705	Prbj.g_01413
OG0000368	Prad.g_01704	Prbj.g_01414
OG0000369	Prad.g_01703	Prbj.g_01415
OG0000370	Prad.g_01702	Prbj.g_01416
OG0000371	Prad.g_01701	Prbj.g_01417
OG0000372	Prad.g_01700	Prbj.g_01418
OG0000373	Prad.g_01699	Prbj.g_01419
OG0000374	Prad.g_01697	Prbj.g_01422
OG0000375	Prad.g_01696	Prbj.g_01423
OG0000376	Prad.g_01693	Prbj.g_01427
OG0000377	Prad.g_01692	Prbj.g_01430
OG0000378	Prad.g_01691	Prbj.g_01431
OG0000379	Prad.g_01690	Prbj.g_01432
OG0000380	Prad.g_01689	Prbj.g_01437
OG0000381	Prad.g_01688	Prbj.g_01438
OG0000382	Prad.g_01687	Prbj.g_01439
OG0000383	Prad.g_01686	Prbj.g_01441
OG0000384	Prad.g_01683	Prbj.g_01444
OG0000385	Prad.g_01682	Prbj.g_01445
OG0000386	Prad.g_01681	Prbj.g_01446
OG0000387	Prad.g_01680	Prbj.g_01448
OG0000388	Prad.g_01679	Prbj.g_01449
OG0000389	Prad.g_01678	Prbj.g_01450
OG0000390	Prad.g_01677	Prbj.g_01451
OG0000391	Prad.g_01676	Prbj.g_01452
OG0000392	Prad.g_01675	Prbj.g_01453
OG0000393	Prad.g_01674	Prbj.g_01454
OG0000394	Prad.g_01673	Prbj.g_01455
OG0000395	Prad.g_01672	Prbj.g_01456
OG0000396	Prad.g_01670	Prbj.g_01459
OG0000397	Prad.g_01668	Prbj.g_01469
OG0000398	Prad.g_01667	Prbj.g_01471
OG0000399	Prad.g_01664	Prbj.g_00359
OG0000400	Prad.g_01663	Prbj.g_00352
OG0000401	Prad.g_01662	Prbj.g_00351
OG0000402	Prad.g_01657	Prbj.g_00341
OG0000403	Prad.g_01656	Prbj.g_00339
OG0000404	Prad.g_01655	Prbj.g_00338
OG0000405	Prad.g_01653	Prbj.g_00336
OG0000406	Prad.g_01650	Prbj.g_00331
OG0000407	Prad.g_01649	Prbj.g_00330
OG0000408	Prad.g_01646	Prbj.g_00324
OG0000409	Prad.g_01645	Prbj.g_00323
OG0000410	Prad.g_01644	Prbj.g_00322
OG0000411	Prad.g_01643	Prbj.g_00321
OG0000412	Prad.g_01642	Prbj.g_00320
OG0000413	Prad.g_00761	Prbj.g_00319
OG0000414	Prad.g_00760	Prbj.g_00318
OG0000415	Prad.g_00759	Prbj.g_00317
OG0000416	Prad.g_00756	Prbj.g_00063
OG0000417	Prad.g_00755	Prbj.g_00064
OG0000418	Prad.g_00754	Prbj.g_00067
OG0000419	Prad.g_00753	Prbj.g_00068
OG0000420	Prad.g_00752	Prbj.g_02500
OG0000421	Prad.g_00738	Prbj.g_00563
OG0000422	Prad.g_00730	Prbj.g_00874
OG0000423	Prad.g_00729	Prbj.g_00689
OG0000424	Prad.g_00724	Prbj.g_02659
OG0000425	Prad.g_00671	Prbj.g_00076
OG0000426	Prad.g_00670	Prbj.g_00077
OG0000427	Prad.g_00669	Prbj.g_00089
OG0000428	Prad.g_00667	Prbj.g_00099
OG0000429	Prad.g_00666	Prbj.g_00100
OG0000430	Prad.g_00069	Prbj.g_00102
OG0000431	Prad.g_00068	Prbj.g_00103
OG0000432	Prad.g_00067	Prbj.g_00104
OG0000433	Prad.g_00066	Prbj.g_00105
OG0000434	Prad.g_00065	Prbj.g_00107
OG0000435	Prad.g_00064	Prbj.g_00108
OG0000436	Prad.g_00063	Prbj.g_00109
OG0000437	Prad.g_00062	Prbj.g_00110
OG0000438	Prad.g_00061	Prbj.g_00111
OG0000439	Prad.g_00060	Prbj.g_00112
OG0000440	Prad.g_00059	Prbj.g_00113
OG0000441	Prad.g_00058	Prbj.g_00117
OG0000442	Prad.g_00057	Prbj.g_00118
OG0000443	Prad.g_00056	Prbj.g_00119
OG0000444	Prad.g_00055	Prbj.g_00120
OG0000445	Prad.g_00054	Prbj.g_01894
OG0000446	Prad.g_00052	Prbj.g_01892
OG0000447	Prad.g_00051	Prbj.g_01891
OG0000448	Prad.g_00049	Prbj.g_01888
OG0000449	Prad.g_00045	Prbj.g_00152
OG0000450	Prad.g_00044	Prbj.g_00151
OG0000451	Prad.g_00043	Prbj.g_00148
OG0000452	Prad.g_00042	Prbj.g_00136
OG0000453	Prad.g_00041	Prbj.g_00134
OG0000454	Prad.g_00036	Prbj.g_00132
OG0000455	Prad.g_00034	Prbj.g_00130
OG0000456	Prad.g_00030	Prbj.g_01638
OG0000457	Prad.g_00029	Prbj.g_01635
OG0000458	Prad.g_00028	Prbj.g_01631
OG0000459	Prad.g_00026	Prbj.g_01629
OG0000460	Prad.g_00024	Prbj.g_01627
OG0000461	Prad.g_00023	Prbj.g_01626
OG0000462	Prad.g_00022	Prbj.g_01625
OG0000463	Prad.g_00020	Prbj.g_01622
OG0000464	Prad.g_00019	Prbj.g_01620
OG0000465	Prad.g_00018	Prbj.g_01619
OG0000466	Prad.g_00017	Prbj.g_01618
OG0000467	Prad.g_00016	Prbj.g_01617
OG0000468	Prad.g_00015	Prbj.g_01616
OG0000469	Prad.g_00014	Prbj.g_01615
OG0000470	Prad.g_00013	Prbj.g_01614
OG0000471	Prad.g_00012	Prbj.g_01613
OG0000472	Prad.g_00129	Prbj.g_01605
OG0000473	Prad.g_00128	Prbj.g_02088
OG0000474	Prad.g_00127	Prbj.g_02089
OG0000475	Prad.g_00126	Prbj.g_02090
OG0000476	Prad.g_00124	Prbj.g_02093
OG0000477	Prad.g_00123	Prbj.g_02094
OG0000478	Prad.g_00122	Prbj.g_02095
OG0000479	Prad.g_00121	Prbj.g_02096
OG0000480	Prad.g_00119	Prbj.g_02097
OG0000481	Prad.g_00117	Prbj.g_02098
OG0000482	Prad.g_00116	Prbj.g_02099
OG0000483	Prad.g_00114	Prbj.g_02101
OG0000484	Prad.g_00113	Prbj.g_02102
OG0000485	Prad.g_00112	Prbj.g_02103
OG0000486	Prad.g_00111	Prbj.g_02108
OG0000487	Prad.g_00106	Prbj.g_02113
OG0000488	Prad.g_00104	Prbj.g_02114
OG0000489	Prad.g_00103	Prbj.g_02115
OG0000490	Prad.g_00102	Prbj.g_02117
OG0000491	Prad.g_00101	Prbj.g_02118
OG0000492	Prad.g_00100	Prbj.g_02123
OG0000493	Prad.g_00099	Prbj.g_01116
OG0000494	Prad.g_00098	Prbj.g_00765
OG0000495	Prad.g_00095	Prbj.g_02128
OG0000496	Prad.g_00094	Prbj.g_02130
OG0000497	Prad.g_00093	Prbj.g_02132
OG0000498	Prad.g_00092	Prbj.g_02133
OG0000499	Prad.g_00091	Prbj.g_02139
OG0000500	Prad.g_01330	Prbj.g_02142
OG0000501	Prad.g_01331	Prbj.g_02144
OG0000502	Prad.g_01332	Prbj.g_02146
OG0000503	Prad.g_01334	Prbj.g_02666
OG0000504	Prad.g_01335	Prbj.g_01858
OG0000505	Prad.g_01336	Prbj.g_01859
OG0000506	Prad.g_01337	Prbj.g_01861
OG0000507	Prad.g_01338	Prbj.g_01862
OG0000508	Prad.g_01339	Prbj.g_01863
OG0000509	Prad.g_01340	Prbj.g_01864
OG0000510	Prad.g_01341	Prbj.g_01865
OG0000511	Prad.g_01343	Prbj.g_01867
OG0000512	Prad.g_01344	Prbj.g_01868
OG0000513	Prad.g_01345	Prbj.g_01869
OG0000514	Prad.g_01346	Prbj.g_01870
OG0000515	Prad.g_01347	Prbj.g_01871
OG0000516	Prad.g_01348	Prbj.g_01872
OG0000517	Prad.g_01350	Prbj.g_01874
OG0000518	Prad.g_01351	Prbj.g_01875
OG0000519	Prad.g_01352	Prbj.g_01877
OG0000520	Prad.g_01353	Prbj.g_01879
OG0000521	Prad.g_01354	Prbj.g_01880
OG0000522	Prad.g_01355	Prbj.g_01881
OG0000523	Prad.g_01356	Prbj.g_01882
OG0000524	Prad.g_01357	Prbj.g_01883
OG0000525	Prad.g_01358	Prbj.g_01885
OG0000526	Prad.g_01359	Prbj.g_01807
OG0000527	Prad.g_01360	Prbj.g_01806
OG0000528	Prad.g_01361	Prbj.g_01805
OG0000529	Prad.g_01362	Prbj.g_01803
OG0000530	Prad.g_01363	Prbj.g_01802
OG0000531	Prad.g_01364	Prbj.g_01801
OG0000532	Prad.g_01365	Prbj.g_01800
OG0000533	Prad.g_01367	Prbj.g_01796
OG0000534	Prad.g_01368	Prbj.g_01795
OG0000535	Prad.g_01369	Prbj.g_01794
OG0000536	Prad.g_01370	Prbj.g_01793
OG0000537	Prad.g_01371	Prbj.g_01792
OG0000538	Prad.g_01372	Prbj.g_01791
OG0000539	Prad.g_01375	Prbj.g_01787
OG0000540	Prad.g_01376	Prbj.g_01786
OG0000541	Prad.g_01377	Prbj.g_01785
OG0000542	Prad.g_01380	Prbj.g_01781
OG0000543	Prad.g_01381	Prbj.g_01780
OG0000544	Prad.g_01382	Prbj.g_01779
OG0000545	Prad.g_01383	Prbj.g_01778
OG0000546	Prad.g_01384	Prbj.g_01772
OG0000547	Prad.g_01385	Prbj.g_01771
OG0000548	Prad.g_01386	Prbj.g_01770
OG0000549	Prad.g_01388	Prbj.g_01768
OG0000550	Prad.g_01389	Prbj.g_01767
OG0000551	Prad.g_01390	Prbj.g_01766
OG0000552	Prad.g_01391	Prbj.g_01765
OG0000553	Prad.g_01392	Prbj.g_01764
OG0000554	Prad.g_01393	Prbj.g_01763
OG0000555	Prad.g_01394	Prbj.g_01760
OG0000556	Prad.g_01395	Prbj.g_01758
OG0000557	Prad.g_01396	Prbj.g_01757
OG0000558	Prad.g_01397	Prbj.g_01756
OG0000559	Prad.g_01398	Prbj.g_01755
OG0000560	Prad.g_01399	Prbj.g_01754
OG0000561	Prad.g_01400	Prbj.g_01753
OG0000562	Prad.g_01401	Prbj.g_01752
OG0000563	Prad.g_01402	Prbj.g_01750
OG0000564	Prad.g_01403	Prbj.g_01748
OG0000565	Prad.g_01404	Prbj.g_02544
OG0000566	Prad.g_01405	Prbj.g_02545
OG0000567	Prad.g_01406	Prbj.g_02546
OG0000568	Prad.g_01407	Prbj.g_02547
OG0000569	Prad.g_01410	Prbj.g_02550
OG0000570	Prad.g_01411	Prbj.g_02551
OG0000571	Prad.g_01413	Prbj.g_02553
OG0000572	Prad.g_01414	Prbj.g_02558
OG0000573	Prad.g_01415	Prbj.g_02559
OG0000574	Prad.g_01416	Prbj.g_02560
OG0000575	Prad.g_01417	Prbj.g_02563
OG0000576	Prad.g_01418	Prbj.g_02565
OG0000577	Prad.g_01419	Prbj.g_02566
OG0000578	Prad.g_01420	Prbj.g_02568
OG0000579	Prad.g_01421	Prbj.g_02569
