Orthogroup	Prad	Pral
OG0000111	Prad.g_01717	Pral.g_00765
OG0000113	Prad.g_01694	Pral.g_00741
OG0000114	Prad.g_01666	Pral.g_00714
OG0000115	Prad.g_00033	Pral.g_01832, Pral.g_00618
OG0000116	Prad.g_00031	Pral.g_00616
OG0000117	Prad.g_00027	Pral.g_00611
OG0000118	Prad.g_00130	Pral.g_00591
OG0000119	Prad.g_00097	Pral.g_00558
OG0000120	Prad.g_00096	Pral.g_00557
OG0000121	Prad.g_01333	Pral.g_00547
OG0000122	Prad.g_01342	Pral.g_00538
OG0000123	Prad.g_01373	Pral.g_00504
OG0000124	Prad.g_01225	Pral.g_01452
OG0000125	Prad.g_01226	Pral.g_01453
OG0000126	Prad.g_01227	Pral.g_01454
OG0000127	Prad.g_01260	Pral.g_01755
OG0000128	Prad.g_01051	Pral.g_01727
OG0000129	Prad.g_01071	Pral.g_01705
OG0000130	Prad.g_01130	Pral.g_01665
OG0000131	Prad.g_01144	Pral.g_01486
OG0000132	Prad.g_01180	Pral.g_01522
OG0000133	Prad.g_00228	Pral.g_01782
OG0000134	Prad.g_00218	Pral.g_01472
OG0000135	Prad.g_00182	Pral.g_01623
OG0000136	Prad.g_01021	Pral.g_01564
OG0000137	Prad.g_01526	Pral.g_00075
OG0000139	Prad.g_01490	Pral.g_01373, Pral.g_01187
OG0000140	Prad.g_01438	Pral.g_00455
OG0000141	Prad.g_00076	Pral.g_01064
OG0000142	Prad.g_00616	Pral.g_01269
OG0000143	Prad.g_00594	Pral.g_01222
OG0000144	Prad.g_00528	Pral.g_01179
OG0000145	Prad.g_00514	Pral.g_01160
OG0000146	Prad.g_00477	Pral.g_01123
OG0000147	Prad.g_00437	Pral.g_01074
OG0000148	Prad.g_00436	Pral.g_01073
OG0000149	Prad.g_00943	Pral.g_00104
OG0000150	Prad.g_00905	Pral.g_00143
OG0000151	Prad.g_00902	Pral.g_00146
OG0000152	Prad.g_00882	Pral.g_00167
OG0000153	Prad.g_00848	Pral.g_00201
OG0000154	Prad.g_00812	Pral.g_00237
OG0000155	Prad.g_00794	Pral.g_00256
OG0000156	Prad.g_01294, Prad.g_00766	Pral.g_00289
OG0000157	Prad.g_01615	Pral.g_00323
OG0000158	Prad.g_01553	Pral.g_00390
OG0000160	Prad.g_01535	Pral.g_00411
OG0000161	Prad.g_01534	Pral.g_00412
OG0000162	Prad.g_01532	Pral.g_00414
OG0000163	Prad.g_01531	Pral.g_00415
OG0000164	Prad.g_01530	Pral.g_00416
OG0000165	Prad.g_01529	Pral.g_00417
OG0000166	Prad.g_01528	Pral.g_00418
OG0000167	Prad.g_01527	Pral.g_00419
OG0000168	Prad.g_01976	Pral.g_00420
OG0000169	Prad.g_01974	Pral.g_00422
OG0000170	Prad.g_01972	Pral.g_01030
OG0000171	Prad.g_01971	Pral.g_01029
OG0000172	Prad.g_01970	Pral.g_01028
OG0000173	Prad.g_01969	Pral.g_01027
OG0000174	Prad.g_01968	Pral.g_01026
OG0000175	Prad.g_01967	Pral.g_01025
OG0000176	Prad.g_01966	Pral.g_01024
OG0000177	Prad.g_01965	Pral.g_01023
OG0000178	Prad.g_01964	Pral.g_01022
OG0000179	Prad.g_01962	Pral.g_01020
OG0000180	Prad.g_01961	Pral.g_01019
OG0000181	Prad.g_01960	Pral.g_01018
OG0000182	Prad.g_01959	Pral.g_01017
OG0000183	Prad.g_01958	Pral.g_01016
OG0000184	Prad.g_01957	Pral.g_01014
OG0000185	Prad.g_01954	Pral.g_01011
OG0000186	Prad.g_01951	Pral.g_01009
OG0000187	Prad.g_01950	Pral.g_01008
OG0000188	Prad.g_01949	Pral.g_01007
OG0000189	Prad.g_01947	Pral.g_01005
OG0000190	Prad.g_01945	Pral.g_01003
OG0000191	Prad.g_01944	Pral.g_01001
OG0000192	Prad.g_01943	Pral.g_01000
OG0000193	Prad.g_01941	Pral.g_00999
OG0000194	Prad.g_01940	Pral.g_00996
OG0000195	Prad.g_01939	Pral.g_00995
OG0000196	Prad.g_01938	Pral.g_00994
OG0000197	Prad.g_01936	Pral.g_00992
OG0000198	Prad.g_01935	Pral.g_00991
OG0000199	Prad.g_01934	Pral.g_00990
OG0000200	Prad.g_01929	Pral.g_00984
OG0000201	Prad.g_01928	Pral.g_00983
OG0000202	Prad.g_01927	Pral.g_00982
OG0000203	Prad.g_01924	Pral.g_00978
OG0000204	Prad.g_01923	Pral.g_00977
OG0000205	Prad.g_01920	Pral.g_00974
OG0000206	Prad.g_01918	Pral.g_00972
OG0000207	Prad.g_01916	Pral.g_00970
OG0000208	Prad.g_01915	Pral.g_00969
OG0000209	Prad.g_01914	Pral.g_00048
OG0000210	Prad.g_01913	Pral.g_00968
OG0000211	Prad.g_01912	Pral.g_00966
OG0000212	Prad.g_01911	Pral.g_00965
OG0000213	Prad.g_01910	Pral.g_00964
OG0000214	Prad.g_01909	Pral.g_00963
OG0000215	Prad.g_01908	Pral.g_00962
OG0000216	Prad.g_01907	Pral.g_00961
OG0000217	Prad.g_01905	Pral.g_00959
OG0000218	Prad.g_01904	Pral.g_00958
OG0000219	Prad.g_01903	Pral.g_00957
OG0000220	Prad.g_01902	Pral.g_00956
OG0000221	Prad.g_01899	Pral.g_00953
OG0000222	Prad.g_01898	Pral.g_00952
OG0000223	Prad.g_01897	Pral.g_00951
OG0000224	Prad.g_01896	Pral.g_00950
OG0000225	Prad.g_01895	Pral.g_00949
OG0000226	Prad.g_01894	Pral.g_00948
OG0000227	Prad.g_01893	Pral.g_00946
OG0000228	Prad.g_01892	Pral.g_00945
OG0000229	Prad.g_01891	Pral.g_00944
OG0000230	Prad.g_01890	Pral.g_00943
OG0000231	Prad.g_01889	Pral.g_00942
OG0000232	Prad.g_01887	Pral.g_00941
OG0000233	Prad.g_01886	Pral.g_00940
OG0000234	Prad.g_01885	Pral.g_00939
OG0000235	Prad.g_01884	Pral.g_00938
OG0000236	Prad.g_01883	Pral.g_00935
OG0000237	Prad.g_01882	Pral.g_00934
OG0000238	Prad.g_01881	Pral.g_00933
OG0000239	Prad.g_01879	Pral.g_00931
OG0000240	Prad.g_01878	Pral.g_00930
OG0000241	Prad.g_01877	Pral.g_00929
OG0000242	Prad.g_01876	Pral.g_00928
OG0000243	Prad.g_01873	Pral.g_00925
OG0000244	Prad.g_01871	Pral.g_00922
OG0000245	Prad.g_01870	Pral.g_00921
OG0000246	Prad.g_01869	Pral.g_00920
OG0000247	Prad.g_01866	Pral.g_00918
OG0000248	Prad.g_01864	Pral.g_00916
OG0000249	Prad.g_01863	Pral.g_00914
OG0000250	Prad.g_01862	Pral.g_00913
OG0000251	Prad.g_01861	Pral.g_00912
OG0000252	Prad.g_01860	Pral.g_00911
OG0000253	Prad.g_01859	Pral.g_00910
OG0000254	Prad.g_01857	Pral.g_00450
OG0000255	Prad.g_01856	Pral.g_00908
OG0000256	Prad.g_01853	Pral.g_00905
OG0000257	Prad.g_01851	Pral.g_00903
OG0000258	Prad.g_01846	Pral.g_00900
OG0000259	Prad.g_01845	Pral.g_00899
OG0000260	Prad.g_01844	Pral.g_00898
OG0000261	Prad.g_01843	Pral.g_00897
OG0000262	Prad.g_01842	Pral.g_00896
OG0000263	Prad.g_01840	Pral.g_00894
OG0000264	Prad.g_01839	Pral.g_00893
OG0000265	Prad.g_01838	Pral.g_00892
OG0000266	Prad.g_01837	Pral.g_00891
OG0000267	Prad.g_01836	Pral.g_00890
OG0000268	Prad.g_01835	Pral.g_00888
OG0000269	Prad.g_01833	Pral.g_00886
OG0000270	Prad.g_01832	Pral.g_00885
OG0000271	Prad.g_01831	Pral.g_00884
OG0000272	Prad.g_01830	Pral.g_00883
OG0000273	Prad.g_01829	Pral.g_00882
OG0000274	Prad.g_01828	Pral.g_00881
OG0000275	Prad.g_01827	Pral.g_00880
OG0000276	Prad.g_01826	Pral.g_00879
OG0000277	Prad.g_01824	Pral.g_00877
OG0000278	Prad.g_01823	Pral.g_00875
OG0000279	Prad.g_01822	Pral.g_00874
OG0000280	Prad.g_01820	Pral.g_00872
OG0000281	Prad.g_01818	Pral.g_00871
OG0000282	Prad.g_01817	Pral.g_00870
OG0000283	Prad.g_01816	Pral.g_00869
OG0000284	Prad.g_01815	Pral.g_00868
OG0000285	Prad.g_01814	Pral.g_00867
OG0000286	Prad.g_01813	Pral.g_00866
OG0000287	Prad.g_01812	Pral.g_00865
OG0000288	Prad.g_01810	Pral.g_00863
OG0000289	Prad.g_01809	Pral.g_00862
OG0000290	Prad.g_01808	Pral.g_00861
OG0000291	Prad.g_01806	Pral.g_00859
OG0000292	Prad.g_01805	Pral.g_00857
OG0000293	Prad.g_01804	Pral.g_00856
OG0000294	Prad.g_01803	Pral.g_00855
OG0000295	Prad.g_01802	Pral.g_00854
OG0000296	Prad.g_01801	Pral.g_00853
OG0000297	Prad.g_01800	Pral.g_00852
OG0000298	Prad.g_01798	Pral.g_00850
OG0000299	Prad.g_01797	Pral.g_00849
OG0000300	Prad.g_01796	Pral.g_00848
OG0000301	Prad.g_01795	Pral.g_00847
OG0000302	Prad.g_01794	Pral.g_00846
OG0000303	Prad.g_01793	Pral.g_00845
OG0000304	Prad.g_01791	Pral.g_00844
OG0000305	Prad.g_01790	Pral.g_00843
OG0000306	Prad.g_01787	Pral.g_00840
OG0000307	Prad.g_01786	Pral.g_00839
OG0000308	Prad.g_01785	Pral.g_00838
OG0000309	Prad.g_01784	Pral.g_00837
OG0000310	Prad.g_01783	Pral.g_00836
OG0000311	Prad.g_01782	Pral.g_00835
OG0000312	Prad.g_01781	Pral.g_00834
OG0000313	Prad.g_01780	Pral.g_00833
OG0000314	Prad.g_01779	Pral.g_00832
OG0000315	Prad.g_01778	Pral.g_00831
OG0000316	Prad.g_01777	Pral.g_00830
OG0000317	Prad.g_01776	Pral.g_00829
OG0000318	Prad.g_01775	Pral.g_00828
OG0000319	Prad.g_01774	Pral.g_00827
OG0000320	Prad.g_01773	Pral.g_00826
OG0000321	Prad.g_01772	Pral.g_00825
OG0000322	Prad.g_01771	Pral.g_00824
OG0000323	Prad.g_01770	Pral.g_00823
OG0000324	Prad.g_01769	Pral.g_00822
OG0000325	Prad.g_01768	Pral.g_00821
OG0000326	Prad.g_01767	Pral.g_00820
OG0000327	Prad.g_01766	Pral.g_00819
OG0000328	Prad.g_01765	Pral.g_00817
OG0000329	Prad.g_01764	Pral.g_00816
OG0000330	Prad.g_01763	Pral.g_00815
OG0000331	Prad.g_01762	Pral.g_00812
OG0000332	Prad.g_01761	Pral.g_00811
OG0000333	Prad.g_01760	Pral.g_00810
OG0000334	Prad.g_01759	Pral.g_00809
OG0000335	Prad.g_01758	Pral.g_00807
OG0000336	Prad.g_01756	Pral.g_00805
OG0000337	Prad.g_01755	Pral.g_00804
OG0000338	Prad.g_01751	Pral.g_00799
OG0000339	Prad.g_01749	Pral.g_00796
OG0000340	Prad.g_01747	Pral.g_00795
OG0000341	Prad.g_01746	Pral.g_00794
OG0000342	Prad.g_01745	Pral.g_00793
OG0000343	Prad.g_01744	Pral.g_00792
OG0000344	Prad.g_01741	Pral.g_00789
OG0000345	Prad.g_01738	Pral.g_00785
OG0000346	Prad.g_01737	Pral.g_00784
OG0000347	Prad.g_01734	Pral.g_00781
OG0000348	Prad.g_01732	Pral.g_00780
OG0000349	Prad.g_01731	Pral.g_00779
OG0000350	Prad.g_01729	Pral.g_00777
OG0000351	Prad.g_01728	Pral.g_00776
OG0000352	Prad.g_01727	Pral.g_00775
OG0000353	Prad.g_01726	Pral.g_00774
OG0000354	Prad.g_01725	Pral.g_00773
OG0000355	Prad.g_01724	Pral.g_00772
OG0000356	Prad.g_01723	Pral.g_00771
OG0000357	Prad.g_01722	Pral.g_00770
OG0000358	Prad.g_01721	Pral.g_00769
OG0000359	Prad.g_01720	Pral.g_00767
OG0000360	Prad.g_01716	Pral.g_00764
OG0000361	Prad.g_01715	Pral.g_00763
OG0000362	Prad.g_01714	Pral.g_00762
OG0000363	Prad.g_01713	Pral.g_00761
OG0000364	Prad.g_01709	Pral.g_00756
OG0000365	Prad.g_01708	Pral.g_00755
OG0000366	Prad.g_01706	Pral.g_00753
OG0000367	Prad.g_01705	Pral.g_00752
OG0000368	Prad.g_01704	Pral.g_00751
OG0000369	Prad.g_01703	Pral.g_00750
OG0000370	Prad.g_01702	Pral.g_00749
OG0000371	Prad.g_01701	Pral.g_00748
OG0000372	Prad.g_01700	Pral.g_00747
OG0000373	Prad.g_01699	Pral.g_00746
OG0000374	Prad.g_01697	Pral.g_00744
OG0000375	Prad.g_01696	Pral.g_00743
OG0000376	Prad.g_01693	Pral.g_00740
OG0000377	Prad.g_01692	Pral.g_00739
OG0000378	Prad.g_01691	Pral.g_00738
OG0000379	Prad.g_01690	Pral.g_00737
OG0000380	Prad.g_01689	Pral.g_00736
OG0000381	Prad.g_01688	Pral.g_00735
OG0000382	Prad.g_01687	Pral.g_00734
OG0000383	Prad.g_01686	Pral.g_00733
OG0000384	Prad.g_01683	Pral.g_00731
OG0000385	Prad.g_01682	Pral.g_00730
OG0000386	Prad.g_01681	Pral.g_00729
OG0000387	Prad.g_01680	Pral.g_00728
OG0000388	Prad.g_01679	Pral.g_00727
OG0000389	Prad.g_01678	Pral.g_00726
OG0000390	Prad.g_01677	Pral.g_00725
OG0000391	Prad.g_01676	Pral.g_00724
OG0000392	Prad.g_01675	Pral.g_00723
OG0000393	Prad.g_01674	Pral.g_00722
OG0000394	Prad.g_01673	Pral.g_00721
OG0000395	Prad.g_01672	Pral.g_00720
OG0000396	Prad.g_01670	Pral.g_00718
OG0000397	Prad.g_01668	Pral.g_00716
OG0000398	Prad.g_01667	Pral.g_00715
OG0000399	Prad.g_01664	Pral.g_00712
OG0000400	Prad.g_01663	Pral.g_00706
OG0000401	Prad.g_01662	Pral.g_00705
OG0000402	Prad.g_01657	Pral.g_00698
OG0000403	Prad.g_01656	Pral.g_00696
OG0000404	Prad.g_01655	Pral.g_00695
OG0000405	Prad.g_01653	Pral.g_00694
OG0000406	Prad.g_01650	Pral.g_00691
OG0000407	Prad.g_01649	Pral.g_00690
OG0000408	Prad.g_01646	Pral.g_00687
OG0000409	Prad.g_01645	Pral.g_00686
OG0000410	Prad.g_01644	Pral.g_00685
OG0000411	Prad.g_01643	Pral.g_00684
OG0000412	Prad.g_01642	Pral.g_00683
OG0000413	Prad.g_00761	Pral.g_00682
OG0000414	Prad.g_00760	Pral.g_00681
OG0000415	Prad.g_00759	Pral.g_00680
OG0000416	Prad.g_00756	Pral.g_00677
OG0000417	Prad.g_00755	Pral.g_00676
OG0000418	Prad.g_00754	Pral.g_00674
OG0000419	Prad.g_00753	Pral.g_00673
OG0000420	Prad.g_00752	Pral.g_01541
OG0000421	Prad.g_00738	Pral.g_01322
OG0000422	Prad.g_00730	Pral.g_01039
OG0000423	Prad.g_00729	Pral.g_01840
OG0000424	Prad.g_00724	Pral.g_00171
OG0000425	Prad.g_00671	Pral.g_00663
OG0000426	Prad.g_00670	Pral.g_00662
OG0000427	Prad.g_00669	Pral.g_00661
OG0000428	Prad.g_00667	Pral.g_00659
OG0000429	Prad.g_00666	Pral.g_00658
OG0000430	Prad.g_00069	Pral.g_00656
OG0000431	Prad.g_00068	Pral.g_00655
OG0000432	Prad.g_00067	Pral.g_00654
OG0000433	Prad.g_00066	Pral.g_00653
OG0000434	Prad.g_00065	Pral.g_00651
OG0000435	Prad.g_00064	Pral.g_00650
OG0000436	Prad.g_00063	Pral.g_00649
OG0000437	Prad.g_00062	Pral.g_00648
OG0000438	Prad.g_00061	Pral.g_00647
OG0000439	Prad.g_00060	Pral.g_00646
OG0000440	Prad.g_00059	Pral.g_00645
OG0000441	Prad.g_00058	Pral.g_00644
OG0000442	Prad.g_00057	Pral.g_00643
OG0000443	Prad.g_00056	Pral.g_00642
OG0000444	Prad.g_00055	Pral.g_00641
OG0000445	Prad.g_00054	Pral.g_00635
OG0000446	Prad.g_00052	Pral.g_00633
OG0000447	Prad.g_00051	Pral.g_00632
OG0000448	Prad.g_00049	Pral.g_00631
OG0000449	Prad.g_00045	Pral.g_00627
OG0000450	Prad.g_00044	Pral.g_00626
OG0000451	Prad.g_00043	Pral.g_00625
OG0000452	Prad.g_00042	Pral.g_00623
OG0000453	Prad.g_00041	Pral.g_00622
OG0000454	Prad.g_00036	Pral.g_00621
OG0000455	Prad.g_00034	Pral.g_00619
OG0000456	Prad.g_00030	Pral.g_00615
OG0000457	Prad.g_00029	Pral.g_00613
OG0000458	Prad.g_00028	Pral.g_00612
OG0000459	Prad.g_00026	Pral.g_00610
OG0000460	Prad.g_00024	Pral.g_00608
OG0000461	Prad.g_00023	Pral.g_00607
OG0000462	Prad.g_00022	Pral.g_00606
OG0000463	Prad.g_00020	Pral.g_00603
OG0000464	Prad.g_00019	Pral.g_00602
OG0000465	Prad.g_00018	Pral.g_00601
OG0000466	Prad.g_00017	Pral.g_00600
OG0000467	Prad.g_00016	Pral.g_00599
OG0000468	Prad.g_00015	Pral.g_00598
OG0000469	Prad.g_00014	Pral.g_00597
OG0000470	Prad.g_00013	Pral.g_00596
OG0000471	Prad.g_00012	Pral.g_00595
OG0000472	Prad.g_00129	Pral.g_00590
OG0000473	Prad.g_00128	Pral.g_00589
OG0000474	Prad.g_00127	Pral.g_00588
OG0000475	Prad.g_00126	Pral.g_00587
OG0000476	Prad.g_00124	Pral.g_00585
OG0000477	Prad.g_00123	Pral.g_00584
OG0000478	Prad.g_00122	Pral.g_00583
OG0000479	Prad.g_00121	Pral.g_00582
OG0000480	Prad.g_00119	Pral.g_00580
OG0000481	Prad.g_00117	Pral.g_00578
OG0000482	Prad.g_00116	Pral.g_00577
OG0000483	Prad.g_00114	Pral.g_00575
OG0000484	Prad.g_00113	Pral.g_00574
OG0000485	Prad.g_00112	Pral.g_00573
OG0000486	Prad.g_00111	Pral.g_00571
OG0000487	Prad.g_00106	Pral.g_00566
OG0000488	Prad.g_00104	Pral.g_00565
OG0000489	Prad.g_00103	Pral.g_00564
OG0000490	Prad.g_00102	Pral.g_00563
OG0000491	Prad.g_00101	Pral.g_00562
OG0000492	Prad.g_00100	Pral.g_00561
OG0000493	Prad.g_00099	Pral.g_00560
OG0000494	Prad.g_00098	Pral.g_00559
OG0000495	Prad.g_00095	Pral.g_00556
OG0000496	Prad.g_00094	Pral.g_00555
OG0000497	Prad.g_00093	Pral.g_00554
OG0000498	Prad.g_00092	Pral.g_00553
OG0000499	Prad.g_00091	Pral.g_00552
OG0000500	Prad.g_01330	Pral.g_00550
OG0000501	Prad.g_01331	Pral.g_00549
OG0000502	Prad.g_01332	Pral.g_00548
OG0000503	Prad.g_01334	Pral.g_00546
OG0000504	Prad.g_01335	Pral.g_00545
OG0000505	Prad.g_01336	Pral.g_00544
OG0000506	Prad.g_01337	Pral.g_00543
OG0000507	Prad.g_01338	Pral.g_00542
OG0000508	Prad.g_01339	Pral.g_00541
OG0000509	Prad.g_01340	Pral.g_00540
OG0000510	Prad.g_01341	Pral.g_00539
OG0000511	Prad.g_01343	Pral.g_00537
OG0000512	Prad.g_01344	Pral.g_00536
OG0000513	Prad.g_01345	Pral.g_00535
OG0000514	Prad.g_01346	Pral.g_00534
OG0000515	Prad.g_01347	Pral.g_00533
OG0000516	Prad.g_01348	Pral.g_00532
OG0000517	Prad.g_01350	Pral.g_00530
OG0000518	Prad.g_01351	Pral.g_00529
OG0000519	Prad.g_01352	Pral.g_00527
OG0000520	Prad.g_01353	Pral.g_00525
OG0000521	Prad.g_01354	Pral.g_00524
OG0000522	Prad.g_01355	Pral.g_00523
OG0000523	Prad.g_01356	Pral.g_00522
OG0000524	Prad.g_01357	Pral.g_00521
OG0000525	Prad.g_01358	Pral.g_00520
OG0000526	Prad.g_01359	Pral.g_00519
OG0000527	Prad.g_01360	Pral.g_00518
OG0000528	Prad.g_01361	Pral.g_00516
OG0000529	Prad.g_01362	Pral.g_00515
OG0000530	Prad.g_01363	Pral.g_00514
OG0000531	Prad.g_01364	Pral.g_00513
OG0000532	Prad.g_01365	Pral.g_00512
OG0000533	Prad.g_01367	Pral.g_00510
OG0000534	Prad.g_01368	Pral.g_00509
OG0000535	Prad.g_01369	Pral.g_00508
OG0000536	Prad.g_01370	Pral.g_00507
OG0000537	Prad.g_01371	Pral.g_00506
OG0000538	Prad.g_01372	Pral.g_00505
OG0000539	Prad.g_01375	Pral.g_00503
OG0000540	Prad.g_01376	Pral.g_00502
OG0000541	Prad.g_01377	Pral.g_00501
OG0000542	Prad.g_01380	Pral.g_00498
OG0000543	Prad.g_01381	Pral.g_00497
OG0000544	Prad.g_01382	Pral.g_00496
OG0000545	Prad.g_01383	Pral.g_00495
OG0000546	Prad.g_01384	Pral.g_00494
OG0000547	Prad.g_01385	Pral.g_00493
OG0000548	Prad.g_01386	Pral.g_00492
OG0000549	Prad.g_01388	Pral.g_00490
OG0000550	Prad.g_01389	Pral.g_00489
OG0000551	Prad.g_01390	Pral.g_00488
OG0000552	Prad.g_01391	Pral.g_00487
OG0000553	Prad.g_01392	Pral.g_00486
OG0000554	Prad.g_01393	Pral.g_00485
OG0000555	Prad.g_01394	Pral.g_00483
OG0000556	Prad.g_01395	Pral.g_00482
OG0000557	Prad.g_01396	Pral.g_00481
OG0000558	Prad.g_01397	Pral.g_00480
OG0000559	Prad.g_01398	Pral.g_00479
OG0000560	Prad.g_01399	Pral.g_00478
OG0000561	Prad.g_01400	Pral.g_00477
OG0000562	Prad.g_01401	Pral.g_00476
OG0000563	Prad.g_01402	Pral.g_00475
OG0000564	Prad.g_01403	Pral.g_00474
OG0000565	Prad.g_01404	Pral.g_00472
OG0000566	Prad.g_01405	Pral.g_00471
OG0000567	Prad.g_01406	Pral.g_00470
OG0000568	Prad.g_01407	Pral.g_00469
OG0000569	Prad.g_01410	Pral.g_00466
OG0000570	Prad.g_01411	Pral.g_00465
OG0000571	Prad.g_01413	Pral.g_00464
OG0000572	Prad.g_01414	Pral.g_00462
OG0000573	Prad.g_01415	Pral.g_00461
OG0000574	Prad.g_01416	Pral.g_00460
OG0000575	Prad.g_01417	Pral.g_00459
OG0000576	Prad.g_01418	Pral.g_00458
OG0000577	Prad.g_01419	Pral.g_01430
OG0000578	Prad.g_01420	Pral.g_01432
OG0000579	Prad.g_01421	Pral.g_01433
OG0000580	Prad.g_01422	Pral.g_01434
OG0000581	Prad.g_01423	Pral.g_01435
OG0000582	Prad.g_01424	Pral.g_01436
OG0000583	Prad.g_01425	Pral.g_01437
OG0000584	Prad.g_01427	Pral.g_01439
OG0000585	Prad.g_01428	Pral.g_01440
OG0000586	Prad.g_01429	Pral.g_01441
OG0000587	Prad.g_01430	Pral.g_01442
