Orthogroup	Prai	Prbf
OG0000102	Prai.g_01843	Prbf.g_00491
OG0000103	Prai.g_01923	Prbf.g_00406
OG0000104	Prai.g_01932	Prbf.g_00397
OG0000105	Prai.g_00286, Prai.g_00287	Prbf.g_01614
OG0000106	Prai.g_00383	Prbf.g_00320
OG0000107	Prai.g_00397	Prbf.g_00629
OG0000108	Prai.g_00510	Prbf.g_01763
OG0000109	Prai.g_00524	Prbf.g_01777
OG0000110	Prai.g_00603	Prbf.g_01856
OG0000111	Prai.g_00728	Prbf.g_01260
OG0000112	Prai.g_00882	Prbf.g_01929
OG0000113	Prai.g_00825	Prbf.g_01222
OG0000114	Prai.g_01046	Prbf.g_01320
OG0000115	Prai.g_01119	Prbf.g_00062
OG0000116	Prai.g_01162	Prbf.g_00907
OG0000117	Prai.g_01273	Prbf.g_00945
OG0000118	Prai.g_01347	Prbf.g_00013
OG0000119	Prai.g_01366	Prbf.g_00864, Prbf.g_00254
OG0000120	Prai.g_01443	Prbf.g_00115
OG0000121	Prai.g_01465	Prbf.g_00159
OG0000123	Prai.g_01789	Prbf.g_00551
OG0000124	Prai.g_01854	Prbf.g_00478
OG0000125	Prai.g_01892	Prbf.g_00443
OG0000126	Prai.g_01931	Prbf.g_00398
OG0000128	Prai.g_00011	Prbf.g_00382
OG0000129	Prai.g_00051	Prbf.g_01367
OG0000130	Prai.g_00069	Prbf.g_01396
OG0000131	Prai.g_00156	Prbf.g_01478
OG0000132	Prai.g_00175	Prbf.g_01498
OG0000133	Prai.g_00335	Prbf.g_01661
OG0000134	Prai.g_00369	Prbf.g_01703
OG0000135	Prai.g_00393	Prbf.g_00044
OG0000136	Prai.g_00472	Prbf.g_01725
OG0000137	Prai.g_00505	Prbf.g_01758
OG0000138	Prai.g_00525	Prbf.g_01778
OG0000139	Prai.g_00565	Prbf.g_01818
OG0000140	Prai.g_00566	Prbf.g_01819
OG0000141	Prai.g_00635	Prbf.g_01890
OG0000142	Prai.g_00664	Prbf.g_00982
OG0000143	Prai.g_00668	Prbf.g_00986
OG0000144	Prai.g_00681	Prbf.g_01000
OG0000145	Prai.g_00883	Prbf.g_00042
OG0000146	Prai.g_00881	Prbf.g_01928
OG0000147	Prai.g_00880	Prbf.g_01927
OG0000148	Prai.g_00831	Prbf.g_01228
OG0000149	Prai.g_00800	Prbf.g_01196
OG0000150	Prai.g_00792	Prbf.g_01186
OG0000151	Prai.g_01036	Prbf.g_01310
OG0000152	Prai.g_00989	Prbf.g_01117
OG0000153	Prai.g_00970	Prbf.g_01098
OG0000154	Prai.g_00943	Prbf.g_01078
OG0000155	Prai.g_01191	Prbf.g_00939
OG0000156	Prai.g_01323	Prbf.g_00037
OG0000157	Prai.g_01324	Prbf.g_00036
OG0000158	Prai.g_01392	Prbf.g_00514
OG0000160	Prai.g_01464	Prbf.g_00158
OG0000161	Prai.g_01470	Prbf.g_00164
OG0000162	Prai.g_01476	Prbf.g_00170
OG0000163	Prai.g_01509	Prbf.g_00209
OG0000164	Prai.g_01662	Prbf.g_00669
OG0000165	Prai.g_01669	Prbf.g_00662
OG0000166	Prai.g_01740	Prbf.g_00595
OG0000167	Prai.g_01812	Prbf.g_00524
OG0000168	Prai.g_01822	Prbf.g_00513
OG0000169	Prai.g_01832	Prbf.g_00503
OG0000170	Prai.g_01834	Prbf.g_00500
OG0000171	Prai.g_01853	Prbf.g_00479
OG0000172	Prai.g_01863	Prbf.g_00472
OG0000173	Prai.g_01878	Prbf.g_00457
OG0000174	Prai.g_01905	Prbf.g_00428
OG0000175	Prai.g_01915	Prbf.g_00415
OG0000176	Prai.g_00004	Prbf.g_00389
OG0000177	Prai.g_00005	Prbf.g_00388
OG0000178	Prai.g_00006	Prbf.g_00387
OG0000179	Prai.g_00016	Prbf.g_01338
OG0000180	Prai.g_00017	Prbf.g_01339
OG0000181	Prai.g_00018	Prbf.g_01340
OG0000182	Prai.g_00019	Prbf.g_01341
OG0000183	Prai.g_00023	Prbf.g_01345
OG0000184	Prai.g_00053	Prbf.g_01371
OG0000185	Prai.g_00056	Prbf.g_01374
OG0000186	Prai.g_00064	Prbf.g_01390
OG0000187	Prai.g_00065	Prbf.g_01391
OG0000188	Prai.g_00082	Prbf.g_01408
OG0000189	Prai.g_00096	Prbf.g_01422
OG0000190	Prai.g_00097	Prbf.g_01424
OG0000191	Prai.g_00117	Prbf.g_01447
OG0000192	Prai.g_00121	Prbf.g_01452
OG0000193	Prai.g_00157	Prbf.g_01479
OG0000194	Prai.g_00160	Prbf.g_01482
OG0000195	Prai.g_00162	Prbf.g_01484
OG0000196	Prai.g_00172	Prbf.g_01495
OG0000197	Prai.g_00173	Prbf.g_01496
OG0000198	Prai.g_00174	Prbf.g_01497
OG0000199	Prai.g_00181	Prbf.g_01504
OG0000200	Prai.g_00195	Prbf.g_01518
OG0000201	Prai.g_00203	Prbf.g_01527
OG0000202	Prai.g_00204	Prbf.g_01528
OG0000203	Prai.g_00205	Prbf.g_01529
OG0000204	Prai.g_00206	Prbf.g_01530
OG0000205	Prai.g_00213	Prbf.g_01537
OG0000206	Prai.g_00218	Prbf.g_01542
OG0000207	Prai.g_00220	Prbf.g_01545
OG0000208	Prai.g_00221	Prbf.g_01546
OG0000209	Prai.g_00230	Prbf.g_01555
OG0000210	Prai.g_00231	Prbf.g_01556
OG0000211	Prai.g_00244	Prbf.g_01571
OG0000212	Prai.g_00251	Prbf.g_01579
OG0000213	Prai.g_00270	Prbf.g_01597
OG0000214	Prai.g_00280	Prbf.g_01607
OG0000215	Prai.g_00305	Prbf.g_01634
OG0000216	Prai.g_00307	Prbf.g_01635
OG0000217	Prai.g_00310	Prbf.g_01638
OG0000218	Prai.g_00312	Prbf.g_01640
OG0000219	Prai.g_00313	Prbf.g_01641
OG0000220	Prai.g_00314	Prbf.g_01642
OG0000221	Prai.g_00315	Prbf.g_01643
OG0000222	Prai.g_00323	Prbf.g_01650
OG0000223	Prai.g_00336	Prbf.g_01662
OG0000224	Prai.g_00338	Prbf.g_01664
OG0000225	Prai.g_00358	Prbf.g_01690
OG0000226	Prai.g_00362	Prbf.g_01694
OG0000227	Prai.g_00364	Prbf.g_01696
OG0000228	Prai.g_00367	Prbf.g_01700
OG0000229	Prai.g_00467	Prbf.g_01720
OG0000230	Prai.g_00469	Prbf.g_01722
OG0000231	Prai.g_00480	Prbf.g_01733
OG0000232	Prai.g_00489	Prbf.g_01744
OG0000233	Prai.g_00494	Prbf.g_01750
OG0000234	Prai.g_00506	Prbf.g_01759
OG0000235	Prai.g_00509	Prbf.g_01762
OG0000236	Prai.g_00523	Prbf.g_01776
OG0000237	Prai.g_00536	Prbf.g_01789
OG0000238	Prai.g_00542	Prbf.g_01795
OG0000239	Prai.g_00553	Prbf.g_01806
OG0000240	Prai.g_00554	Prbf.g_01807
OG0000241	Prai.g_00558	Prbf.g_01811
OG0000242	Prai.g_00560	Prbf.g_01813
OG0000243	Prai.g_00571	Prbf.g_01824
OG0000244	Prai.g_00574	Prbf.g_01827
OG0000245	Prai.g_00576	Prbf.g_01829
OG0000246	Prai.g_00580	Prbf.g_01833
OG0000247	Prai.g_00590	Prbf.g_01843
OG0000248	Prai.g_00593	Prbf.g_01846
OG0000249	Prai.g_00595	Prbf.g_01848
OG0000250	Prai.g_00600	Prbf.g_01853
OG0000251	Prai.g_00619	Prbf.g_01873
OG0000252	Prai.g_00622	Prbf.g_01876
OG0000253	Prai.g_00623	Prbf.g_01877
OG0000254	Prai.g_00639	Prbf.g_01894
OG0000255	Prai.g_00645	Prbf.g_01900
OG0000256	Prai.g_00656	Prbf.g_01910
OG0000257	Prai.g_00659	Prbf.g_00977
OG0000258	Prai.g_00672	Prbf.g_00991
OG0000259	Prai.g_00689	Prbf.g_01008
OG0000260	Prai.g_00692	Prbf.g_01011
OG0000261	Prai.g_00694	Prbf.g_01014
OG0000262	Prai.g_00698	Prbf.g_01018
OG0000263	Prai.g_00710	Prbf.g_01282
OG0000264	Prai.g_00720	Prbf.g_01271
OG0000265	Prai.g_00748	Prbf.g_01253
OG0000266	Prai.g_00758	Prbf.g_01037
OG0000267	Prai.g_00769	Prbf.g_01049
OG0000268	Prai.g_00770	Prbf.g_01050
OG0000269	Prai.g_00853	Prbf.g_01250
OG0000270	Prai.g_00850	Prbf.g_01247
OG0000271	Prai.g_00842	Prbf.g_01239
OG0000272	Prai.g_00840, Prai.g_00841	Prbf.g_01238
OG0000273	Prai.g_00817	Prbf.g_01214
OG0000274	Prai.g_00816	Prbf.g_01213
OG0000275	Prai.g_00741, Prai.g_00813	Prbf.g_01210
OG0000276	Prai.g_00808	Prbf.g_01204
OG0000277	Prai.g_00807	Prbf.g_01203
OG0000278	Prai.g_00804	Prbf.g_01200
OG0000279	Prai.g_00797	Prbf.g_01193
OG0000280	Prai.g_00796	Prbf.g_01192
OG0000281	Prai.g_00791	Prbf.g_01185
OG0000282	Prai.g_01044	Prbf.g_01318
OG0000283	Prai.g_01012	Prbf.g_01141
OG0000284	Prai.g_01007	Prbf.g_01136
OG0000285	Prai.g_01002	Prbf.g_01131
OG0000286	Prai.g_00990	Prbf.g_01118
OG0000287	Prai.g_00973	Prbf.g_00065
OG0000288	Prai.g_00944	Prbf.g_01079
OG0000289	Prai.g_00934	Prbf.g_01063
OG0000290	Prai.g_00921	Prbf.g_01167
OG0000291	Prai.g_00919	Prbf.g_01169
OG0000292	Prai.g_01107	Prbf.g_00873
OG0000293	Prai.g_01163	Prbf.g_00908
OG0000294	Prai.g_01164	Prbf.g_00909
OG0000295	Prai.g_01183	Prbf.g_00932
OG0000296	Prai.g_01185	Prbf.g_00934
OG0000297	Prai.g_01193	Prbf.g_00943
OG0000298	Prai.g_01194	Prbf.g_00944
OG0000299	Prai.g_01213	Prbf.g_00963
OG0000300	Prai.g_01216	Prbf.g_00966
OG0000301	Prai.g_01217	Prbf.g_00967
OG0000302	Prai.g_01219	Prbf.g_00969
OG0000303	Prai.g_01226	Prbf.g_00975
OG0000304	Prai.g_01230	Prbf.g_01915
OG0000305	Prai.g_01362	Prbf.g_00875
OG0000306	Prai.g_01365	Prbf.g_01181
OG0000307	Prai.g_01379	Prbf.g_00104
OG0000308	Prai.g_01380	Prbf.g_00105
OG0000309	Prai.g_01384	Prbf.g_00109
OG0000310	Prai.g_01448	Prbf.g_00143
OG0000311	Prai.g_01450	Prbf.g_00145
OG0000312	Prai.g_01453	Prbf.g_00148
OG0000313	Prai.g_01467	Prbf.g_00161
OG0000314	Prai.g_01489	Prbf.g_00184
OG0000315	Prai.g_01499	Prbf.g_00194
OG0000316	Prai.g_01519	Prbf.g_00219
OG0000317	Prai.g_01636	Prbf.g_00696
OG0000318	Prai.g_01639	Prbf.g_00692
OG0000319	Prai.g_01652	Prbf.g_00679
OG0000320	Prai.g_01654	Prbf.g_00677
OG0000321	Prai.g_01655	Prbf.g_00676
OG0000322	Prai.g_01656	Prbf.g_00675
OG0000323	Prai.g_01665	Prbf.g_00666
OG0000324	Prai.g_01691	Prbf.g_00639
OG0000325	Prai.g_01702	Prbf.g_00628
OG0000326	Prai.g_01708	Prbf.g_00621
OG0000327	Prai.g_01735	Prbf.g_00600
OG0000328	Prai.g_01736	Prbf.g_00599
OG0000329	Prai.g_01754	Prbf.g_00582
OG0000330	Prai.g_01755	Prbf.g_00581
OG0000331	Prai.g_01756	Prbf.g_00580
OG0000332	Prai.g_01770	Prbf.g_00566
OG0000333	Prai.g_01777	Prbf.g_00564
OG0000334	Prai.g_01785	Prbf.g_00555
OG0000335	Prai.g_01790	Prbf.g_00550
OG0000336	Prai.g_01794	Prbf.g_00546
OG0000337	Prai.g_01810	Prbf.g_00528
OG0000338	Prai.g_01811	Prbf.g_00527
OG0000339	Prai.g_01815	Prbf.g_00521
OG0000340	Prai.g_01823	Prbf.g_00512
OG0000341	Prai.g_01825	Prbf.g_00510
OG0000342	Prai.g_01826	Prbf.g_00509
OG0000343	Prai.g_01827	Prbf.g_00508
OG0000344	Prai.g_01830	Prbf.g_00505
OG0000345	Prai.g_01835	Prbf.g_00499
OG0000346	Prai.g_01839	Prbf.g_00495
OG0000347	Prai.g_01855	Prbf.g_00477
OG0000348	Prai.g_01866	Prbf.g_00469
OG0000349	Prai.g_01883	Prbf.g_00452
OG0000350	Prai.g_01901	Prbf.g_00351
OG0000351	Prai.g_01918	Prbf.g_00412
OG0000352	Prai.g_01919	Prbf.g_00411
OG0000353	Prai.g_01935	Prbf.g_00394
OG0000355	Prai.g_00001	Prbf.g_00392
OG0000356	Prai.g_00002	Prbf.g_00391
OG0000357	Prai.g_00003	Prbf.g_00390
OG0000358	Prai.g_00007	Prbf.g_00386
OG0000359	Prai.g_00008	Prbf.g_00385
OG0000360	Prai.g_00009	Prbf.g_00384
OG0000361	Prai.g_00010	Prbf.g_00383
OG0000362	Prai.g_00012	Prbf.g_00381
OG0000363	Prai.g_00014	Prbf.g_01336
OG0000364	Prai.g_00015	Prbf.g_01337
OG0000365	Prai.g_00020	Prbf.g_01342
OG0000366	Prai.g_00021	Prbf.g_01343
OG0000367	Prai.g_00022	Prbf.g_01344
OG0000368	Prai.g_00024	Prbf.g_01346
OG0000369	Prai.g_00025	Prbf.g_01347
OG0000370	Prai.g_00026	Prbf.g_01348
OG0000371	Prai.g_00032	Prbf.g_01355
OG0000372	Prai.g_00035	Prbf.g_01358
OG0000373	Prai.g_00036	Prbf.g_01359
OG0000374	Prai.g_00037	Prbf.g_01360
OG0000375	Prai.g_00047	Prbf.g_01362
OG0000376	Prai.g_00049	Prbf.g_01364
OG0000377	Prai.g_00052	Prbf.g_01368
OG0000378	Prai.g_00054	Prbf.g_01372
OG0000379	Prai.g_00057	Prbf.g_01375
OG0000380	Prai.g_00066	Prbf.g_01392
OG0000381	Prai.g_00070	Prbf.g_01397
OG0000382	Prai.g_00081	Prbf.g_01407
OG0000383	Prai.g_00083	Prbf.g_01409
OG0000384	Prai.g_00084	Prbf.g_01410
OG0000385	Prai.g_00085	Prbf.g_01411
OG0000386	Prai.g_00086	Prbf.g_01412
OG0000387	Prai.g_00099	Prbf.g_01426
OG0000388	Prai.g_00102	Prbf.g_01430
OG0000389	Prai.g_00106	Prbf.g_01433
OG0000390	Prai.g_00113	Prbf.g_01443
OG0000391	Prai.g_00116	Prbf.g_01446
OG0000392	Prai.g_00120	Prbf.g_01450
OG0000393	Prai.g_00122	Prbf.g_01453
OG0000394	Prai.g_00123	Prbf.g_01454
OG0000395	Prai.g_00124	Prbf.g_01455
OG0000396	Prai.g_00127	Prbf.g_01457
OG0000397	Prai.g_00129	Prbf.g_01459
OG0000398	Prai.g_00131	Prbf.g_01462
OG0000399	Prai.g_00132	Prbf.g_01463
OG0000400	Prai.g_00133	Prbf.g_01464
OG0000401	Prai.g_00134	Prbf.g_01465
OG0000402	Prai.g_00136	Prbf.g_01055
OG0000403	Prai.g_00137	Prbf.g_01467
OG0000404	Prai.g_00138	Prbf.g_01468
OG0000405	Prai.g_00142	Prbf.g_01472
OG0000406	Prai.g_00158	Prbf.g_01480
OG0000407	Prai.g_00159	Prbf.g_01481
OG0000408	Prai.g_00161	Prbf.g_01483
OG0000409	Prai.g_00163	Prbf.g_01485
OG0000410	Prai.g_00164	Prbf.g_01486
OG0000411	Prai.g_00165	Prbf.g_01487
OG0000412	Prai.g_00166	Prbf.g_01488
OG0000413	Prai.g_00167	Prbf.g_01490
OG0000414	Prai.g_01288, Prai.g_00168	Prbf.g_01491
OG0000415	Prai.g_00169	Prbf.g_01492
OG0000416	Prai.g_00170	Prbf.g_01493
OG0000417	Prai.g_00171	Prbf.g_01494
OG0000418	Prai.g_00176	Prbf.g_01499
OG0000419	Prai.g_00178	Prbf.g_01501
OG0000420	Prai.g_00179	Prbf.g_01502
OG0000421	Prai.g_00184	Prbf.g_01507
OG0000422	Prai.g_00185	Prbf.g_01508
OG0000423	Prai.g_00186	Prbf.g_01509
OG0000424	Prai.g_00187	Prbf.g_01510
OG0000425	Prai.g_00188	Prbf.g_01511
OG0000426	Prai.g_00189	Prbf.g_01512
OG0000427	Prai.g_00190	Prbf.g_01513
OG0000428	Prai.g_00192	Prbf.g_01515
OG0000429	Prai.g_00193	Prbf.g_01516
OG0000430	Prai.g_00194	Prbf.g_01517
OG0000431	Prai.g_00196	Prbf.g_01519
OG0000432	Prai.g_00199	Prbf.g_01523
OG0000433	Prai.g_00200	Prbf.g_01524
OG0000434	Prai.g_00201	Prbf.g_01525
OG0000435	Prai.g_00202	Prbf.g_01526
OG0000436	Prai.g_00207	Prbf.g_01531
OG0000437	Prai.g_00208	Prbf.g_01532
OG0000438	Prai.g_00209	Prbf.g_01533
OG0000439	Prai.g_00211	Prbf.g_01535
OG0000440	Prai.g_00212	Prbf.g_01536
OG0000441	Prai.g_00215	Prbf.g_01539
OG0000442	Prai.g_00216	Prbf.g_01540
OG0000443	Prai.g_00217	Prbf.g_01541
OG0000444	Prai.g_00222	Prbf.g_01547
OG0000445	Prai.g_00223	Prbf.g_01548
OG0000446	Prai.g_00224	Prbf.g_01549
OG0000447	Prai.g_00225	Prbf.g_01550
OG0000448	Prai.g_00226	Prbf.g_01551
OG0000449	Prai.g_00227	Prbf.g_01552
OG0000450	Prai.g_00228	Prbf.g_01553
OG0000451	Prai.g_00229	Prbf.g_01554
OG0000452	Prai.g_00232	Prbf.g_01557
OG0000453	Prai.g_00233	Prbf.g_01558
OG0000454	Prai.g_00234	Prbf.g_01559
OG0000455	Prai.g_00235	Prbf.g_01560
OG0000456	Prai.g_00236	Prbf.g_01561
OG0000457	Prai.g_00237	Prbf.g_01563
OG0000458	Prai.g_00238	Prbf.g_01564
OG0000459	Prai.g_00239	Prbf.g_01565
OG0000460	Prai.g_00246	Prbf.g_01573
OG0000461	Prai.g_00255	Prbf.g_01581
OG0000462	Prai.g_00257	Prbf.g_01583
OG0000463	Prai.g_00258	Prbf.g_01584
OG0000464	Prai.g_00259	Prbf.g_01585
OG0000465	Prai.g_00260	Prbf.g_01586
OG0000466	Prai.g_00263	Prbf.g_01589
OG0000467	Prai.g_00264	Prbf.g_01590
OG0000468	Prai.g_00266	Prbf.g_01593
OG0000469	Prai.g_00275	Prbf.g_01601
OG0000470	Prai.g_00277	Prbf.g_01603
OG0000471	Prai.g_00278	Prbf.g_01604
OG0000472	Prai.g_00279	Prbf.g_01606
OG0000473	Prai.g_00281	Prbf.g_01608
OG0000474	Prai.g_00282	Prbf.g_01609
OG0000475	Prai.g_00283	Prbf.g_01610
OG0000476	Prai.g_00284	Prbf.g_01612
OG0000477	Prai.g_00288	Prbf.g_01615
OG0000478	Prai.g_00289	Prbf.g_01616
OG0000479	Prai.g_00290	Prbf.g_01617
OG0000480	Prai.g_00295	Prbf.g_01622
OG0000481	Prai.g_00297	Prbf.g_01625
OG0000482	Prai.g_00298	Prbf.g_01626
OG0000483	Prai.g_00301	Prbf.g_01629
OG0000484	Prai.g_00302	Prbf.g_01630
OG0000485	Prai.g_00303	Prbf.g_01632
OG0000486	Prai.g_00304	Prbf.g_01633
OG0000487	Prai.g_00308	Prbf.g_01636
OG0000488	Prai.g_00311	Prbf.g_01639
OG0000489	Prai.g_00316	Prbf.g_01644
OG0000490	Prai.g_00321	Prbf.g_01648
OG0000491	Prai.g_00322	Prbf.g_01649
OG0000492	Prai.g_00324	Prbf.g_01651
OG0000493	Prai.g_00325	Prbf.g_01652
OG0000494	Prai.g_00326	Prbf.g_01653
OG0000495	Prai.g_00327	Prbf.g_01654
OG0000496	Prai.g_00328	Prbf.g_01655
OG0000497	Prai.g_00329	Prbf.g_01656
OG0000498	Prai.g_00330	Prbf.g_01657
OG0000499	Prai.g_00331	Prbf.g_01658
OG0000500	Prai.g_00332	Prbf.g_01659
OG0000501	Prai.g_00334	Prbf.g_01660
OG0000502	Prai.g_00337	Prbf.g_01663
OG0000503	Prai.g_00347	Prbf.g_01678
OG0000504	Prai.g_00348	Prbf.g_01680
OG0000505	Prai.g_00349	Prbf.g_01681
OG0000506	Prai.g_00351	Prbf.g_01682
OG0000507	Prai.g_00354	Prbf.g_01685
OG0000508	Prai.g_00357	Prbf.g_01689
OG0000509	Prai.g_00359	Prbf.g_01691
OG0000510	Prai.g_00360	Prbf.g_01692
OG0000511	Prai.g_00361	Prbf.g_01693
OG0000512	Prai.g_00363	Prbf.g_01695
OG0000513	Prai.g_00370	Prbf.g_01704
OG0000514	Prai.g_00462	Prbf.g_01715
OG0000515	Prai.g_00463	Prbf.g_01716
OG0000516	Prai.g_00464	Prbf.g_01717
OG0000517	Prai.g_00466	Prbf.g_01719
OG0000518	Prai.g_00477	Prbf.g_01730
OG0000519	Prai.g_00478	Prbf.g_01731
OG0000520	Prai.g_00479	Prbf.g_01732
OG0000521	Prai.g_00484	Prbf.g_01740
OG0000522	Prai.g_00486	Prbf.g_01742
OG0000523	Prai.g_00487	Prbf.g_01743
OG0000524	Prai.g_00492	Prbf.g_01748
OG0000525	Prai.g_00495	Prbf.g_01752
OG0000526	Prai.g_00496	Prbf.g_01753
OG0000527	Prai.g_00503	Prbf.g_01756
OG0000528	Prai.g_00508	Prbf.g_01761
OG0000529	Prai.g_00511	Prbf.g_01764
OG0000530	Prai.g_00514	Prbf.g_01767
OG0000531	Prai.g_00515	Prbf.g_01768
OG0000532	Prai.g_00517	Prbf.g_01770
OG0000533	Prai.g_00518	Prbf.g_01771
OG0000534	Prai.g_00519	Prbf.g_01772
OG0000535	Prai.g_00520	Prbf.g_01773
OG0000536	Prai.g_00521	Prbf.g_01774
OG0000537	Prai.g_00522	Prbf.g_01775
OG0000538	Prai.g_00530	Prbf.g_01784
OG0000539	Prai.g_00531	Prbf.g_01785
OG0000540	Prai.g_00532	Prbf.g_01786
OG0000541	Prai.g_00533	Prbf.g_01787
OG0000542	Prai.g_00535	Prbf.g_01788
OG0000543	Prai.g_00537	Prbf.g_01790
OG0000544	Prai.g_00538	Prbf.g_01791
OG0000545	Prai.g_00540	Prbf.g_01793
OG0000546	Prai.g_00543	Prbf.g_01796
OG0000547	Prai.g_00544	Prbf.g_01798
OG0000548	Prai.g_00545	Prbf.g_01799
OG0000549	Prai.g_00547	Prbf.g_01801
OG0000550	Prai.g_00552	Prbf.g_01805
OG0000551	Prai.g_00555	Prbf.g_01808
OG0000552	Prai.g_00556	Prbf.g_01809
OG0000553	Prai.g_00557	Prbf.g_01810
OG0000554	Prai.g_00562	Prbf.g_01815
OG0000555	Prai.g_00570	Prbf.g_01823
OG0000556	Prai.g_00572	Prbf.g_01825
OG0000557	Prai.g_00573	Prbf.g_01826
