Orthogroup	Prai	Syah
OG0000347	Prai.g_01855	Syah.g_00275
OG0000348	Prai.g_01866	Syah.g_00301
OG0000349	Prai.g_01883	Syah.g_00320
OG0000350	Prai.g_01901	Syah.g_00703
OG0000351	Prai.g_01918	Syah.g_00399
OG0000352	Prai.g_01919	Syah.g_00398
OG0000353	Prai.g_01935	Syah.g_00374
OG0000355	Prai.g_00001	Syah.g_00372
OG0000356	Prai.g_00002	Syah.g_00371
OG0000357	Prai.g_00003	Syah.g_00370
OG0000358	Prai.g_00007	Syah.g_00366
OG0000359	Prai.g_00008	Syah.g_00364
OG0000360	Prai.g_00009	Syah.g_00363
OG0000361	Prai.g_00010	Syah.g_00362
OG0000362	Prai.g_00012	Syah.g_00360
OG0000363	Prai.g_00014	Syah.g_00358
OG0000364	Prai.g_00015	Syah.g_00357
OG0000365	Prai.g_00020	Syah.g_00351
OG0000366	Prai.g_00021	Syah.g_00350
OG0000367	Prai.g_00022	Syah.g_00349
OG0000368	Prai.g_00024	Syah.g_00347
OG0000369	Prai.g_00025	Syah.g_00346
OG0000370	Prai.g_00026	Syah.g_00345
OG0000371	Prai.g_00032	Syah.g_00338
OG0000372	Prai.g_00035	Syah.g_00333
OG0000373	Prai.g_00036	Syah.g_00332
OG0000374	Prai.g_00037	Syah.g_00331
OG0000375	Prai.g_00047	Syah.g_00329
OG0000376	Prai.g_00049	Syah.g_00327
OG0000377	Prai.g_00052	Syah.g_00517
OG0000378	Prai.g_00054	Syah.g_00526
OG0000379	Prai.g_00057	Syah.g_00529
OG0000380	Prai.g_00066	Syah.g_02481
OG0000381	Prai.g_00070	Syah.g_02484
OG0000382	Prai.g_00081	Syah.g_02500
OG0000383	Prai.g_00083	Syah.g_02502
OG0000384	Prai.g_00084	Syah.g_02503
OG0000385	Prai.g_00085	Syah.g_02504
OG0000386	Prai.g_00086	Syah.g_02505
OG0000387	Prai.g_00099	Syah.g_02530
OG0000388	Prai.g_00102	Syah.g_02533
OG0000389	Prai.g_00106	Syah.g_02536
OG0000390	Prai.g_00113	Syah.g_00002
OG0000391	Prai.g_00116	Syah.g_00007
OG0000392	Prai.g_00120	Syah.g_00012
OG0000393	Prai.g_00122	Syah.g_00014
OG0000394	Prai.g_00123	Syah.g_00015
OG0000395	Prai.g_00124	Syah.g_00016
OG0000396	Prai.g_00127	Syah.g_00019
OG0000397	Prai.g_00129	Syah.g_00021
OG0000398	Prai.g_00131	Syah.g_00027
OG0000399	Prai.g_00132	Syah.g_00028
OG0000400	Prai.g_00133	Syah.g_00029
OG0000401	Prai.g_00134	Syah.g_00030
OG0000402	Prai.g_00136	Syah.g_00033
OG0000403	Prai.g_00137	Syah.g_00034
OG0000404	Prai.g_00138	Syah.g_00036
OG0000405	Prai.g_00142	Syah.g_00050
OG0000406	Prai.g_00158	Syah.g_00054
OG0000407	Prai.g_00159	Syah.g_00055
OG0000408	Prai.g_00161	Syah.g_00057
OG0000409	Prai.g_00163	Syah.g_00059
OG0000410	Prai.g_00164	Syah.g_00060
OG0000411	Prai.g_00165	Syah.g_00061
OG0000412	Prai.g_00166	Syah.g_00062
OG0000413	Prai.g_00167	Syah.g_00064
OG0000414	Prai.g_01288, Prai.g_00168	Syah.g_00065
OG0000415	Prai.g_00169	Syah.g_00066
OG0000416	Prai.g_00170	Syah.g_00067
OG0000417	Prai.g_00171	Syah.g_00068
OG0000418	Prai.g_00176	Syah.g_00073
OG0000419	Prai.g_00178	Syah.g_00075
OG0000420	Prai.g_00179	Syah.g_00077
OG0000421	Prai.g_00184	Syah.g_00082
OG0000422	Prai.g_00185	Syah.g_00083
OG0000423	Prai.g_00186	Syah.g_00084
OG0000424	Prai.g_00187	Syah.g_00085
OG0000425	Prai.g_00188	Syah.g_00086
OG0000426	Prai.g_00189	Syah.g_00087
OG0000427	Prai.g_00190	Syah.g_00088
OG0000428	Prai.g_00192	Syah.g_00620
OG0000429	Prai.g_00193	Syah.g_00618
OG0000430	Prai.g_00194	Syah.g_00617
OG0000431	Prai.g_00196	Syah.g_00613
OG0000432	Prai.g_00199	Syah.g_00607
OG0000433	Prai.g_00200	Syah.g_00605
OG0000434	Prai.g_00201	Syah.g_00604
OG0000435	Prai.g_00202	Syah.g_00602
OG0000436	Prai.g_00207	Syah.g_00597
OG0000437	Prai.g_00208	Syah.g_00596
OG0000438	Prai.g_00209	Syah.g_00595
OG0000439	Prai.g_00211	Syah.g_00593
OG0000440	Prai.g_00212	Syah.g_00592
OG0000441	Prai.g_00215	Syah.g_00585
OG0000442	Prai.g_00216	Syah.g_00580
OG0000443	Prai.g_00217	Syah.g_00579
OG0000444	Prai.g_00222	Syah.g_00573
OG0000445	Prai.g_00223	Syah.g_00572
OG0000446	Prai.g_00224	Syah.g_00570
OG0000447	Prai.g_00225	Syah.g_00567
OG0000448	Prai.g_00226	Syah.g_00566
OG0000449	Prai.g_00227	Syah.g_00565
OG0000450	Prai.g_00228	Syah.g_00547
OG0000451	Prai.g_00229	Syah.g_00546
OG0000452	Prai.g_00232	Syah.g_00542
OG0000453	Prai.g_00233	Syah.g_00541
OG0000454	Prai.g_00234	Syah.g_00540
OG0000455	Prai.g_00235	Syah.g_00539
OG0000456	Prai.g_00236	Syah.g_00538
OG0000457	Prai.g_00237	Syah.g_00536
OG0000458	Prai.g_00238	Syah.g_00535
OG0000459	Prai.g_00239	Syah.g_00534
OG0000460	Prai.g_00246	Syah.g_00906
OG0000461	Prai.g_00255	Syah.g_00678
OG0000462	Prai.g_00257	Syah.g_00675
OG0000463	Prai.g_00258	Syah.g_00674
OG0000464	Prai.g_00259	Syah.g_00673
OG0000465	Prai.g_00260	Syah.g_00672
OG0000466	Prai.g_00263	Syah.g_00668
OG0000467	Prai.g_00264	Syah.g_00666
OG0000468	Prai.g_00266	Syah.g_00661
OG0000469	Prai.g_00275	Syah.g_00647
OG0000470	Prai.g_00277	Syah.g_00645
OG0000471	Prai.g_00278	Syah.g_00644
OG0000472	Prai.g_00279	Syah.g_00642
OG0000473	Prai.g_00281	Syah.g_00640
OG0000474	Prai.g_00282	Syah.g_00639
OG0000475	Prai.g_00283	Syah.g_00638
OG0000476	Prai.g_00284	Syah.g_00636
OG0000477	Prai.g_00288	Syah.g_00630
OG0000478	Prai.g_00289	Syah.g_00629
OG0000479	Prai.g_00290	Syah.g_00628
OG0000480	Prai.g_00295	Syah.g_00089
OG0000481	Prai.g_00297	Syah.g_00091
OG0000482	Prai.g_00298	Syah.g_00092
OG0000483	Prai.g_00301	Syah.g_00096
OG0000484	Prai.g_00302	Syah.g_00097
OG0000485	Prai.g_00303	Syah.g_00098
OG0000486	Prai.g_00304	Syah.g_00099
OG0000487	Prai.g_00308	Syah.g_00106
OG0000488	Prai.g_00311	Syah.g_00110
OG0000489	Prai.g_00316	Syah.g_00121
OG0000490	Prai.g_00321	Syah.g_00129
OG0000491	Prai.g_00322	Syah.g_00130
OG0000492	Prai.g_00324	Syah.g_00132
OG0000493	Prai.g_00325	Syah.g_00133
OG0000494	Prai.g_00326	Syah.g_00134
OG0000495	Prai.g_00327	Syah.g_00135
OG0000496	Prai.g_00328	Syah.g_00136
OG0000497	Prai.g_00329	Syah.g_00137
OG0000498	Prai.g_00330	Syah.g_00138
OG0000499	Prai.g_00331	Syah.g_00139
OG0000500	Prai.g_00332	Syah.g_00140
OG0000501	Prai.g_00334	Syah.g_00143
OG0000502	Prai.g_00337	Syah.g_00155
OG0000503	Prai.g_00347	Syah.g_00858
OG0000504	Prai.g_00348	Syah.g_00860
OG0000505	Prai.g_00349	Syah.g_00861
OG0000506	Prai.g_00351	Syah.g_00863
OG0000507	Prai.g_00354	Syah.g_00869
OG0000508	Prai.g_00357	Syah.g_00873
OG0000509	Prai.g_00359	Syah.g_00875
OG0000510	Prai.g_00360	Syah.g_00876
OG0000511	Prai.g_00361	Syah.g_00877
OG0000512	Prai.g_00363	Syah.g_00879
OG0000513	Prai.g_00370	Syah.g_00892
OG0000514	Prai.g_00462	Syah.g_00899
OG0000515	Prai.g_00463	Syah.g_00900
OG0000516	Prai.g_00464	Syah.g_02231
OG0000517	Prai.g_00466	Syah.g_02237
OG0000518	Prai.g_00477	Syah.g_02221
OG0000519	Prai.g_00478	Syah.g_02220
OG0000520	Prai.g_00479	Syah.g_02219
OG0000521	Prai.g_00484	Syah.g_01202
OG0000522	Prai.g_00486	Syah.g_01204
OG0000523	Prai.g_00487	Syah.g_01205
OG0000524	Prai.g_00492	Syah.g_01207
OG0000525	Prai.g_00495	Syah.g_01212
OG0000526	Prai.g_00496	Syah.g_01215
OG0000527	Prai.g_00503	Syah.g_01219
OG0000528	Prai.g_00508	Syah.g_00991
OG0000529	Prai.g_00511	Syah.g_00998
OG0000530	Prai.g_00514	Syah.g_01001
OG0000531	Prai.g_00515	Syah.g_01002
OG0000532	Prai.g_00517	Syah.g_01005
OG0000533	Prai.g_00518	Syah.g_01006
OG0000534	Prai.g_00519	Syah.g_01007
OG0000535	Prai.g_00520	Syah.g_01008
OG0000536	Prai.g_00521	Syah.g_01009
OG0000537	Prai.g_00522	Syah.g_01010
OG0000538	Prai.g_00530	Syah.g_01021
OG0000539	Prai.g_00531	Syah.g_01022
OG0000540	Prai.g_00532	Syah.g_01023
OG0000541	Prai.g_00533	Syah.g_01024
OG0000542	Prai.g_00535	Syah.g_01027
OG0000543	Prai.g_00537	Syah.g_01029
OG0000545	Prai.g_00540	Syah.g_01031
OG0000546	Prai.g_00543	Syah.g_01033
OG0000547	Prai.g_00544	Syah.g_01035
OG0000548	Prai.g_00545	Syah.g_01036
OG0000549	Prai.g_00547	Syah.g_01042
OG0000550	Prai.g_00552	Syah.g_01046
OG0000551	Prai.g_00555	Syah.g_01051
OG0000552	Prai.g_00556	Syah.g_01052
OG0000553	Prai.g_00557	Syah.g_01054
OG0000554	Prai.g_00562	Syah.g_01065
OG0000555	Prai.g_00570	Syah.g_01078
OG0000556	Prai.g_00572	Syah.g_01084
OG0000557	Prai.g_00573	Syah.g_01086
OG0000558	Prai.g_00575	Syah.g_01088
OG0000559	Prai.g_00579	Syah.g_01093
OG0000560	Prai.g_00582	Syah.g_01096
OG0000561	Prai.g_00583	Syah.g_01097
OG0000562	Prai.g_00584	Syah.g_01098
OG0000563	Prai.g_00585	Syah.g_01099
OG0000564	Prai.g_00586	Syah.g_01100
OG0000565	Prai.g_00589	Syah.g_01104
OG0000566	Prai.g_00592	Syah.g_01108
OG0000567	Prai.g_00596	Syah.g_01112
OG0000568	Prai.g_00597	Syah.g_01116
OG0000569	Prai.g_00598	Syah.g_01117
OG0000570	Prai.g_00599	Syah.g_01118
OG0000571	Prai.g_00601	Syah.g_01122
OG0000572	Prai.g_00614	Syah.g_01137
OG0000573	Prai.g_00620	Syah.g_01146
OG0000574	Prai.g_00621	Syah.g_01147
OG0000575	Prai.g_00625	Syah.g_01151
OG0000576	Prai.g_00627	Syah.g_01153
OG0000577	Prai.g_00628	Syah.g_01154
OG0000578	Prai.g_00629	Syah.g_01155
OG0000579	Prai.g_00630	Syah.g_01156
OG0000580	Prai.g_00631	Syah.g_01157
OG0000581	Prai.g_00633	Syah.g_01163
OG0000582	Prai.g_00636	Syah.g_01979
OG0000583	Prai.g_00637	Syah.g_01978
