Orthogroup	Prai	Syae
OG0000052	Prai.g_00154	Syae.g_01224
OG0000053	Prai.g_01483	Syae.g_02629
OG0000054	Prai.g_00634	Syae.g_00014, Syae.g_00221
OG0000055	Prai.g_00866	Syae.g_00817
OG0000057	Prai.g_00727	Syae.g_00782
OG0000059	Prai.g_01725	Syae.g_02074
OG0000061	Prai.g_01171	Syae.g_00921
OG0000062	Prai.g_01540	Syae.g_01145
OG0000063	Prai.g_00033, Prai.g_01261	Syae.g_01752
OG0000065	Prai.g_00107	Syae.g_01363, Syae.g_00722
OG0000066	Prai.g_00567	Syae.g_02386
OG0000067	Prai.g_00848	Syae.g_00521
OG0000068	Prai.g_01370	Syae.g_02299
OG0000069	Prai.g_01579	Syae.g_00458
OG0000070	Prai.g_00481	Syae.g_00979
OG0000071	Prai.g_01335	Syae.g_00961
OG0000072	Prai.g_00182	Syae.g_01455
OG0000073	Prai.g_00529	Syae.g_02330
OG0000074	Prai.g_00711	Syae.g_00719
OG0000075	Prai.g_01814	Syae.g_01871
OG0000076	Prai.g_01838	Syae.g_01829
OG0000077	Prai.g_00078	Syae.g_01297
OG0000078	Prai.g_00250	Syae.g_02243
OG0000079	Prai.g_00265	Syae.g_02011
OG0000081	Prai.g_00559	Syae.g_02261
OG0000082	Prai.g_00613	Syae.g_02447
OG0000084	Prai.g_01459	Syae.g_00857, Syae.g_02656
OG0000085	Prai.g_01631	Syae.g_01152
OG0000086	Prai.g_00088	Syae.g_01333
OG0000087	Prai.g_00139	Syae.g_01414
OG0000088	Prai.g_00177	Syae.g_01449
OG0000089	Prai.g_00368	Syae.g_02219
OG0000090	Prai.g_00561	Syae.g_02374
OG0000091	Prai.g_00671	Syae.g_00082
OG0000093	Prai.g_01021	Syae.g_00537
OG0000094	Prai.g_00937	Syae.g_00430
OG0000095	Prai.g_00918	Syae.g_00793, Syae.g_00259, Syae.g_01624
OG0000097	Prai.g_01214	Syae.g_00683
OG0000098	Prai.g_01353	Syae.g_02384, Syae.g_02058
OG0000099	Prai.g_01393	Syae.g_01913, Syae.g_01226
OG0000100	Prai.g_01536	Syae.g_00489
OG0000101	Prai.g_01782	Syae.g_02125
OG0000102	Prai.g_01843	Syae.g_01824
OG0000103	Prai.g_01923	Syae.g_01694
OG0000104	Prai.g_01932	Syae.g_01708
OG0000105	Prai.g_00286, Prai.g_00287	Syae.g_01977
OG0000106	Prai.g_00383	Syae.g_00272
OG0000107	Prai.g_00397	Syae.g_02032
OG0000108	Prai.g_00510	Syae.g_02309
OG0000109	Prai.g_00524	Syae.g_02324
OG0000110	Prai.g_00603	Syae.g_02435
OG0000111	Prai.g_00728	Syae.g_00783
OG0000112	Prai.g_00882	Syae.g_00351
OG0000113	Prai.g_00825	Syae.g_00494
OG0000114	Prai.g_01046	Syae.g_00575
OG0000115	Prai.g_01119	Syae.g_02631
OG0000116	Prai.g_01162	Syae.g_00939
OG0000117	Prai.g_01273	Syae.g_00647
OG0000118	Prai.g_01347	Syae.g_02479
OG0000119	Prai.g_01366	Syae.g_00904
OG0000120	Prai.g_01443	Syae.g_01912
OG0000121	Prai.g_01465	Syae.g_02649
OG0000123	Prai.g_01789	Syae.g_02131
OG0000124	Prai.g_01854	Syae.g_01809
OG0000125	Prai.g_01892	Syae.g_01573
OG0000126	Prai.g_01931	Syae.g_01706
OG0000128	Prai.g_00011	Syae.g_01724
OG0000129	Prai.g_00051	Syae.g_01562
OG0000130	Prai.g_00069	Syae.g_01284
OG0000131	Prai.g_00156	Syae.g_01428
OG0000132	Prai.g_00175	Syae.g_01447
OG0000133	Prai.g_00335	Syae.g_00356
OG0000134	Prai.g_00369	Syae.g_02222
OG0000135	Prai.g_00393	Syae.g_01608
OG0000136	Prai.g_00472	Syae.g_00989
OG0000137	Prai.g_00505	Syae.g_02530
OG0000138	Prai.g_00525	Syae.g_02325
OG0000139	Prai.g_00565	Syae.g_02380
OG0000140	Prai.g_00566	Syae.g_02383
OG0000141	Prai.g_00635	Syae.g_00016
OG0000142	Prai.g_00664	Syae.g_00074
OG0000143	Prai.g_00668	Syae.g_00078
OG0000144	Prai.g_00681	Syae.g_00261
OG0000145	Prai.g_00883	Syae.g_02331
OG0000146	Prai.g_00881	Syae.g_00350
OG0000147	Prai.g_00880	Syae.g_00349
OG0000148	Prai.g_00831	Syae.g_00500
OG0000149	Prai.g_00800	Syae.g_00847
OG0000150	Prai.g_00792	Syae.g_00017
OG0000151	Prai.g_01036	Syae.g_00563
OG0000152	Prai.g_00989	Syae.g_00360
OG0000153	Prai.g_00970	Syae.g_00394
OG0000154	Prai.g_00943	Syae.g_00420
OG0000155	Prai.g_01191	Syae.g_00885
OG0000156	Prai.g_01323	Syae.g_00945
OG0000157	Prai.g_01324	Syae.g_00946
OG0000158	Prai.g_01392	Syae.g_01858
OG0000160	Prai.g_01464	Syae.g_02650
OG0000161	Prai.g_01470	Syae.g_02644
OG0000162	Prai.g_01476	Syae.g_02638
OG0000163	Prai.g_01509	Syae.g_01092
OG0000164	Prai.g_01662	Syae.g_01198
OG0000165	Prai.g_01669	Syae.g_01021
OG0000166	Prai.g_01740	Syae.g_02085
OG0000167	Prai.g_01812	Syae.g_01874
OG0000168	Prai.g_01822	Syae.g_01856
OG0000169	Prai.g_01832	Syae.g_01841
OG0000170	Prai.g_01834	Syae.g_01834
OG0000171	Prai.g_01853	Syae.g_01810
OG0000172	Prai.g_01863	Syae.g_01788
OG0000173	Prai.g_01878	Syae.g_01770
OG0000174	Prai.g_01905	Syae.g_01610
OG0000175	Prai.g_01915	Syae.g_01679
OG0000176	Prai.g_00004	Syae.g_01716
OG0000177	Prai.g_00005	Syae.g_01717
OG0000178	Prai.g_00006	Syae.g_01718
OG0000179	Prai.g_00016	Syae.g_01733
OG0000180	Prai.g_00017	Syae.g_01734
OG0000181	Prai.g_00018	Syae.g_01735
OG0000182	Prai.g_00019	Syae.g_01736
OG0000183	Prai.g_00023	Syae.g_01740
OG0000184	Prai.g_00053	Syae.g_01554
OG0000185	Prai.g_00056	Syae.g_01551
OG0000186	Prai.g_00064	Syae.g_01279
OG0000187	Prai.g_00065	Syae.g_01280
OG0000188	Prai.g_00082	Syae.g_01323
OG0000189	Prai.g_00096	Syae.g_01350
OG0000190	Prai.g_00097	Syae.g_01352
OG0000191	Prai.g_00117	Syae.g_01384
OG0000192	Prai.g_00121	Syae.g_01390
OG0000193	Prai.g_00157	Syae.g_01429
OG0000194	Prai.g_00160	Syae.g_01432
OG0000195	Prai.g_00162	Syae.g_01434
OG0000196	Prai.g_00172	Syae.g_01444
OG0000197	Prai.g_00173	Syae.g_01445
OG0000198	Prai.g_00174	Syae.g_01446
OG0000199	Prai.g_00181	Syae.g_01454
OG0000200	Prai.g_00195	Syae.g_01471
OG0000201	Prai.g_00203	Syae.g_01487
OG0000202	Prai.g_00204	Syae.g_01488
OG0000203	Prai.g_00205	Syae.g_01489
OG0000204	Prai.g_00206	Syae.g_01490
OG0000205	Prai.g_00213	Syae.g_01497
OG0000206	Prai.g_00218	Syae.g_01504
OG0000207	Prai.g_00220	Syae.g_01506
OG0000208	Prai.g_00221	Syae.g_01507
OG0000209	Prai.g_00230	Syae.g_01528
OG0000210	Prai.g_00231	Syae.g_01529
OG0000211	Prai.g_00244	Syae.g_02234
OG0000212	Prai.g_00251	Syae.g_02244
OG0000213	Prai.g_00270	Syae.g_02003
OG0000214	Prai.g_00280	Syae.g_01986
OG0000215	Prai.g_00305	Syae.g_01955
OG0000216	Prai.g_00307	Syae.g_01951
OG0000217	Prai.g_00310	Syae.g_01947
OG0000218	Prai.g_00312	Syae.g_01945
OG0000219	Prai.g_00313	Syae.g_01944
OG0000220	Prai.g_00314	Syae.g_01943
OG0000221	Prai.g_00315	Syae.g_01937
OG0000222	Prai.g_00323	Syae.g_01926
OG0000223	Prai.g_00336	Syae.g_01904
OG0000224	Prai.g_00338	Syae.g_01897
OG0000225	Prai.g_00358	Syae.g_02208
OG0000226	Prai.g_00362	Syae.g_02212
OG0000227	Prai.g_00364	Syae.g_02214
OG0000228	Prai.g_00367	Syae.g_02218
OG0000229	Prai.g_00467	Syae.g_00994
OG0000230	Prai.g_00469	Syae.g_00992
OG0000231	Prai.g_00480	Syae.g_00980
OG0000232	Prai.g_00489	Syae.g_02496
OG0000233	Prai.g_00494	Syae.g_02504
OG0000234	Prai.g_00506	Syae.g_02532
OG0000235	Prai.g_00509	Syae.g_02308
OG0000236	Prai.g_00523	Syae.g_02323
OG0000237	Prai.g_00536	Syae.g_02340
OG0000238	Prai.g_00542	Syae.g_02345
OG0000239	Prai.g_00553	Syae.g_02360
OG0000240	Prai.g_00554	Syae.g_02361
OG0000241	Prai.g_00558	Syae.g_00065
OG0000242	Prai.g_00560	Syae.g_02372
OG0000243	Prai.g_00571	Syae.g_02391
OG0000244	Prai.g_00574	Syae.g_02399
OG0000245	Prai.g_00576	Syae.g_02401
OG0000246	Prai.g_00580	Syae.g_02405
OG0000247	Prai.g_00590	Syae.g_02416
OG0000248	Prai.g_00593	Syae.g_02419
OG0000249	Prai.g_00595	Syae.g_02421
OG0000250	Prai.g_00600	Syae.g_02431
OG0000251	Prai.g_00619	Syae.g_02455
OG0000252	Prai.g_00622	Syae.g_02458
OG0000253	Prai.g_00623	Syae.g_02459
OG0000254	Prai.g_00639	Syae.g_00021
OG0000255	Prai.g_00645	Syae.g_00041
OG0000256	Prai.g_00656	Syae.g_00058
OG0000257	Prai.g_00659	Syae.g_00064
OG0000258	Prai.g_00672	Syae.g_00083
OG0000259	Prai.g_00689	Syae.g_00608
OG0000260	Prai.g_00692	Syae.g_00603
OG0000261	Prai.g_00694	Syae.g_00600
OG0000262	Prai.g_00698	Syae.g_00595
OG0000263	Prai.g_00710	Syae.g_00671
OG0000264	Prai.g_00720	Syae.g_00761
OG0000265	Prai.g_00748	Syae.g_00932, Syae.g_00226
OG0000266	Prai.g_00758	Syae.g_00457
OG0000267	Prai.g_00769	Syae.g_00304
OG0000268	Prai.g_00770	Syae.g_00308
OG0000269	Prai.g_00853	Syae.g_00526
OG0000270	Prai.g_00850	Syae.g_00523
OG0000271	Prai.g_00842	Syae.g_00515
OG0000272	Prai.g_00840, Prai.g_00841	Syae.g_00514
OG0000273	Prai.g_00817	Syae.g_00825
OG0000274	Prai.g_00816	Syae.g_00826
OG0000275	Prai.g_00741, Prai.g_00813	Syae.g_00832
OG0000276	Prai.g_00808	Syae.g_00839
OG0000277	Prai.g_00807	Syae.g_00840
OG0000278	Prai.g_00804	Syae.g_00843
OG0000279	Prai.g_00797	Syae.g_00851
OG0000280	Prai.g_00796	Syae.g_00877
OG0000281	Prai.g_00791	Syae.g_02057
OG0000282	Prai.g_01044	Syae.g_00573
OG0000283	Prai.g_01012	Syae.g_00321
OG0000284	Prai.g_01007	Syae.g_00327
OG0000285	Prai.g_01002	Syae.g_00340
OG0000286	Prai.g_00990	Syae.g_00359
OG0000287	Prai.g_00973	Syae.g_00387
OG0000288	Prai.g_00944	Syae.g_00419
OG0000289	Prai.g_00934	Syae.g_00433
OG0000290	Prai.g_00921	Syae.g_00796
OG0000291	Prai.g_00919	Syae.g_00794
OG0000292	Prai.g_01107	Syae.g_01705
OG0000293	Prai.g_01163	Syae.g_00938
OG0000294	Prai.g_01164	Syae.g_00937
OG0000295	Prai.g_01183	Syae.g_00893
OG0000296	Prai.g_01185	Syae.g_00891
OG0000297	Prai.g_01193	Syae.g_00645
OG0000298	Prai.g_01194	Syae.g_00646
OG0000299	Prai.g_01213	Syae.g_00680
OG0000300	Prai.g_01216	Syae.g_00686
OG0000301	Prai.g_01217	Syae.g_00687
OG0000302	Prai.g_01219	Syae.g_00691
OG0000303	Prai.g_01226	Syae.g_00700
OG0000304	Prai.g_01230	Syae.g_00706
OG0000305	Prai.g_01362	Syae.g_00791
OG0000306	Prai.g_01365	Syae.g_00277
OG0000307	Prai.g_01379	Syae.g_02290
OG0000308	Prai.g_01380	Syae.g_02288
OG0000309	Prai.g_01384	Syae.g_02283
OG0000310	Prai.g_01448	Syae.g_02687
OG0000311	Prai.g_01450	Syae.g_02682
OG0000312	Prai.g_01453	Syae.g_02664
OG0000313	Prai.g_01467	Syae.g_02647
OG0000314	Prai.g_01489	Syae.g_02618
OG0000315	Prai.g_01499	Syae.g_02609
OG0000316	Prai.g_01519	Syae.g_01118
OG0000317	Prai.g_01636	Syae.g_01160
OG0000318	Prai.g_01639	Syae.g_01164
OG0000319	Prai.g_01652	Syae.g_01181
OG0000320	Prai.g_01654	Syae.g_01183
OG0000321	Prai.g_01655	Syae.g_01184
OG0000322	Prai.g_01656	Syae.g_01185
OG0000323	Prai.g_01665	Syae.g_01200
OG0000324	Prai.g_01691	Syae.g_01049
OG0000325	Prai.g_01702	Syae.g_02033
OG0000326	Prai.g_01708	Syae.g_02040
OG0000327	Prai.g_01735	Syae.g_02080
OG0000328	Prai.g_01736	Syae.g_02081
OG0000329	Prai.g_01754	Syae.g_02099
OG0000330	Prai.g_01755	Syae.g_02100
OG0000331	Prai.g_01756	Syae.g_02101
OG0000332	Prai.g_01770	Syae.g_02116
OG0000333	Prai.g_01777	Syae.g_02119
OG0000334	Prai.g_01785	Syae.g_02128
OG0000335	Prai.g_01790	Syae.g_02132
OG0000336	Prai.g_01794	Syae.g_02136
OG0000337	Prai.g_01810	Syae.g_01879
OG0000338	Prai.g_01811	Syae.g_01876
OG0000339	Prai.g_01815	Syae.g_01869
OG0000340	Prai.g_01823	Syae.g_01855
OG0000341	Prai.g_01825	Syae.g_01853
OG0000342	Prai.g_01826	Syae.g_01852
OG0000343	Prai.g_01827	Syae.g_01848
OG0000344	Prai.g_01830	Syae.g_01843
OG0000345	Prai.g_01835	Syae.g_01833
OG0000346	Prai.g_01839	Syae.g_01828
OG0000347	Prai.g_01855	Syae.g_01805
OG0000348	Prai.g_01866	Syae.g_01781
OG0000349	Prai.g_01883	Syae.g_01763
OG0000350	Prai.g_01901	Syae.g_02047
OG0000351	Prai.g_01918	Syae.g_01684
OG0000352	Prai.g_01919	Syae.g_01685
OG0000353	Prai.g_01935	Syae.g_01711
OG0000355	Prai.g_00001	Syae.g_01713
OG0000356	Prai.g_00002	Syae.g_01714
OG0000357	Prai.g_00003	Syae.g_01715
OG0000358	Prai.g_00007	Syae.g_01719
OG0000359	Prai.g_00008	Syae.g_01721
OG0000360	Prai.g_00009	Syae.g_01722
OG0000361	Prai.g_00010	Syae.g_01723
OG0000362	Prai.g_00012	Syae.g_01725
OG0000363	Prai.g_00014	Syae.g_01727
OG0000364	Prai.g_00015	Syae.g_01728
OG0000365	Prai.g_00020	Syae.g_01737
OG0000366	Prai.g_00021	Syae.g_01738
OG0000367	Prai.g_00022	Syae.g_01739
OG0000368	Prai.g_00024	Syae.g_01741
OG0000369	Prai.g_00025	Syae.g_01742
OG0000370	Prai.g_00026	Syae.g_01743
OG0000371	Prai.g_00032	Syae.g_01751
OG0000372	Prai.g_00035	Syae.g_01756
OG0000373	Prai.g_00036	Syae.g_01757
OG0000374	Prai.g_00037	Syae.g_01758
OG0000375	Prai.g_00047	Syae.g_01759
OG0000376	Prai.g_00049	Syae.g_01761
OG0000377	Prai.g_00052	Syae.g_01561
OG0000378	Prai.g_00054	Syae.g_01553
OG0000379	Prai.g_00057	Syae.g_01550
OG0000380	Prai.g_00066	Syae.g_01281
OG0000381	Prai.g_00070	Syae.g_01285
OG0000382	Prai.g_00081	Syae.g_01322
OG0000383	Prai.g_00083	Syae.g_01324
OG0000384	Prai.g_00084	Syae.g_01325
OG0000385	Prai.g_00085	Syae.g_01326
OG0000386	Prai.g_00086	Syae.g_01327
OG0000387	Prai.g_00099	Syae.g_01354
OG0000388	Prai.g_00102	Syae.g_01358
OG0000389	Prai.g_00106	Syae.g_01362
OG0000390	Prai.g_00113	Syae.g_01378
OG0000391	Prai.g_00116	Syae.g_01383
OG0000392	Prai.g_00120	Syae.g_01389
OG0000393	Prai.g_00122	Syae.g_01392
OG0000394	Prai.g_00123	Syae.g_01393
OG0000395	Prai.g_00124	Syae.g_01394
OG0000396	Prai.g_00127	Syae.g_01397
OG0000397	Prai.g_00129	Syae.g_01400
OG0000398	Prai.g_00131	Syae.g_01405
OG0000399	Prai.g_00132	Syae.g_01406
OG0000400	Prai.g_00133	Syae.g_01407
OG0000401	Prai.g_00134	Syae.g_01408
OG0000402	Prai.g_00136	Syae.g_01410
OG0000403	Prai.g_00137	Syae.g_01411
OG0000404	Prai.g_00138	Syae.g_01412
OG0000405	Prai.g_00142	Syae.g_01426
OG0000406	Prai.g_00158	Syae.g_01430
OG0000407	Prai.g_00159	Syae.g_01431
OG0000408	Prai.g_00161	Syae.g_01433
OG0000409	Prai.g_00163	Syae.g_01435
OG0000410	Prai.g_00164	Syae.g_01436
OG0000411	Prai.g_00165	Syae.g_01437
OG0000412	Prai.g_00166	Syae.g_01438
OG0000413	Prai.g_00167	Syae.g_01440
OG0000415	Prai.g_00169	Syae.g_01441
OG0000416	Prai.g_00170	Syae.g_01442
OG0000417	Prai.g_00171	Syae.g_01443
OG0000418	Prai.g_00176	Syae.g_01448
OG0000419	Prai.g_00178	Syae.g_01450
OG0000420	Prai.g_00179	Syae.g_01452
OG0000421	Prai.g_00184	Syae.g_01457
OG0000422	Prai.g_00185	Syae.g_01458
OG0000423	Prai.g_00186	Syae.g_01459
OG0000424	Prai.g_00187	Syae.g_01460
OG0000425	Prai.g_00188	Syae.g_01461
OG0000426	Prai.g_00189	Syae.g_01462
OG0000427	Prai.g_00190	Syae.g_01463
OG0000428	Prai.g_00192	Syae.g_01466
OG0000429	Prai.g_00193	Syae.g_01468
OG0000430	Prai.g_00194	Syae.g_01470
OG0000431	Prai.g_00196	Syae.g_01473
OG0000432	Prai.g_00199	Syae.g_01481
OG0000433	Prai.g_00200	Syae.g_01484
OG0000434	Prai.g_00201	Syae.g_01485
OG0000435	Prai.g_00202	Syae.g_01486
OG0000436	Prai.g_00207	Syae.g_01491
OG0000437	Prai.g_00208	Syae.g_01492
OG0000438	Prai.g_00209	Syae.g_01493
OG0000439	Prai.g_00211	Syae.g_01495
OG0000440	Prai.g_00212	Syae.g_01496
OG0000441	Prai.g_00215	Syae.g_01501
OG0000442	Prai.g_00216	Syae.g_01502
OG0000443	Prai.g_00217	Syae.g_01503
OG0000444	Prai.g_00222	Syae.g_01509
OG0000445	Prai.g_00223	Syae.g_01510
OG0000446	Prai.g_00224	Syae.g_01512
OG0000447	Prai.g_00225	Syae.g_01517
OG0000448	Prai.g_00226	Syae.g_01518
OG0000449	Prai.g_00227	Syae.g_01519
OG0000450	Prai.g_00228	Syae.g_01525
OG0000451	Prai.g_00229	Syae.g_01526
OG0000452	Prai.g_00232	Syae.g_01530
OG0000453	Prai.g_00233	Syae.g_01531
OG0000454	Prai.g_00234	Syae.g_01532
OG0000455	Prai.g_00235	Syae.g_01533
OG0000456	Prai.g_00236	Syae.g_01534
OG0000457	Prai.g_00237	Syae.g_01536
OG0000458	Prai.g_00238	Syae.g_01538
OG0000459	Prai.g_00239	Syae.g_01539
OG0000460	Prai.g_00246	Syae.g_02236
OG0000461	Prai.g_00255	Syae.g_02024
OG0000462	Prai.g_00257	Syae.g_02021
OG0000463	Prai.g_00258	Syae.g_02020
OG0000464	Prai.g_00259	Syae.g_02019
OG0000465	Prai.g_00260	Syae.g_02018
OG0000466	Prai.g_00263	Syae.g_02014
OG0000467	Prai.g_00264	Syae.g_02012
OG0000468	Prai.g_00266	Syae.g_02007
OG0000469	Prai.g_00275	Syae.g_01992
OG0000470	Prai.g_00277	Syae.g_01990
OG0000471	Prai.g_00278	Syae.g_01989
OG0000472	Prai.g_00279	Syae.g_01987
OG0000473	Prai.g_00281	Syae.g_01985
OG0000474	Prai.g_00282	Syae.g_01984
OG0000475	Prai.g_00283	Syae.g_01983
OG0000476	Prai.g_00284	Syae.g_01981
OG0000477	Prai.g_00288	Syae.g_01975
OG0000478	Prai.g_00289	Syae.g_01974
OG0000479	Prai.g_00290	Syae.g_01973
OG0000480	Prai.g_00295	Syae.g_01966
OG0000481	Prai.g_00297	Syae.g_01964
OG0000482	Prai.g_00298	Syae.g_01963
OG0000483	Prai.g_00301	Syae.g_01959
OG0000484	Prai.g_00302	Syae.g_01958
OG0000485	Prai.g_00303	Syae.g_01957
OG0000486	Prai.g_00304	Syae.g_01956
OG0000487	Prai.g_00308	Syae.g_01950
OG0000488	Prai.g_00311	Syae.g_01946
OG0000489	Prai.g_00316	Syae.g_01936
OG0000490	Prai.g_00321	Syae.g_01928
OG0000491	Prai.g_00322	Syae.g_01927
OG0000492	Prai.g_00324	Syae.g_01925
OG0000493	Prai.g_00325	Syae.g_01924
OG0000494	Prai.g_00326	Syae.g_01923
OG0000495	Prai.g_00327	Syae.g_01922
OG0000496	Prai.g_00328	Syae.g_01921
OG0000497	Prai.g_00329	Syae.g_01920
OG0000498	Prai.g_00330	Syae.g_01919
OG0000499	Prai.g_00331	Syae.g_01918
OG0000500	Prai.g_00332	Syae.g_01917
OG0000501	Prai.g_00334	Syae.g_01914
OG0000502	Prai.g_00337	Syae.g_01902
OG0000503	Prai.g_00347	Syae.g_02192
OG0000504	Prai.g_00348	Syae.g_02194
OG0000505	Prai.g_00349	Syae.g_02195
OG0000506	Prai.g_00351	Syae.g_02197
OG0000507	Prai.g_00354	Syae.g_02203
OG0000508	Prai.g_00357	Syae.g_02207
OG0000509	Prai.g_00359	Syae.g_02209
OG0000510	Prai.g_00360	Syae.g_02210
OG0000511	Prai.g_00361	Syae.g_02211
OG0000512	Prai.g_00363	Syae.g_02213
OG0000513	Prai.g_00370	Syae.g_02223
OG0000514	Prai.g_00462	Syae.g_02229
OG0000515	Prai.g_00463	Syae.g_02230
OG0000516	Prai.g_00464	Syae.g_01000
OG0000517	Prai.g_00466	Syae.g_00995
OG0000518	Prai.g_00477	Syae.g_00983
OG0000519	Prai.g_00478	Syae.g_00982
OG0000520	Prai.g_00479	Syae.g_00981
OG0000521	Prai.g_00484	Syae.g_02491
OG0000522	Prai.g_00486	Syae.g_02493
OG0000523	Prai.g_00487	Syae.g_02494
OG0000524	Prai.g_00492	Syae.g_02501
OG0000525	Prai.g_00495	Syae.g_02520
OG0000526	Prai.g_00496	Syae.g_02523
OG0000527	Prai.g_00503	Syae.g_02528
OG0000528	Prai.g_00508	Syae.g_02304
OG0000529	Prai.g_00511	Syae.g_02310
OG0000530	Prai.g_00514	Syae.g_02313
OG0000531	Prai.g_00515	Syae.g_02314
OG0000532	Prai.g_00517	Syae.g_02317
OG0000533	Prai.g_00518	Syae.g_02318
OG0000534	Prai.g_00519	Syae.g_02319
OG0000535	Prai.g_00520	Syae.g_02320
OG0000536	Prai.g_00521	Syae.g_02321
OG0000537	Prai.g_00522	Syae.g_02322
OG0000538	Prai.g_00530	Syae.g_02333
OG0000539	Prai.g_00531	Syae.g_02334
OG0000540	Prai.g_00532	Syae.g_02335
OG0000541	Prai.g_00533	Syae.g_02336
OG0000542	Prai.g_00535	Syae.g_02339
OG0000543	Prai.g_00537	Syae.g_02341
OG0000544	Prai.g_00538	Syae.g_02342
OG0000545	Prai.g_00540	Syae.g_02344
OG0000546	Prai.g_00543	Syae.g_02346
OG0000547	Prai.g_00544	Syae.g_02348
OG0000548	Prai.g_00545	Syae.g_02349
OG0000549	Prai.g_00547	Syae.g_02354
OG0000550	Prai.g_00552	Syae.g_02358
OG0000551	Prai.g_00555	Syae.g_02363
OG0000552	Prai.g_00556	Syae.g_02364
OG0000553	Prai.g_00557	Syae.g_02366
OG0000554	Prai.g_00562	Syae.g_02375
OG0000555	Prai.g_00570	Syae.g_02390
OG0000556	Prai.g_00572	Syae.g_02394
OG0000557	Prai.g_00573	Syae.g_02398
OG0000558	Prai.g_00575	Syae.g_02400
OG0000559	Prai.g_00579	Syae.g_02404
OG0000560	Prai.g_00582	Syae.g_02407
OG0000561	Prai.g_00583	Syae.g_02408
OG0000562	Prai.g_00584	Syae.g_02409
OG0000563	Prai.g_00585	Syae.g_02410
OG0000564	Prai.g_00586	Syae.g_02411
OG0000565	Prai.g_00589	Syae.g_02414
OG0000566	Prai.g_00592	Syae.g_02418
OG0000567	Prai.g_00596	Syae.g_02422
OG0000568	Prai.g_00597	Syae.g_02427
OG0000569	Prai.g_00598	Syae.g_02428
OG0000570	Prai.g_00599	Syae.g_02429
OG0000571	Prai.g_00601	Syae.g_02433
OG0000572	Prai.g_00614	Syae.g_02448
OG0000573	Prai.g_00620	Syae.g_02456
OG0000574	Prai.g_00621	Syae.g_02457
OG0000575	Prai.g_00625	Syae.g_02461
OG0000576	Prai.g_00627	Syae.g_02463
OG0000577	Prai.g_00628	Syae.g_02464
OG0000578	Prai.g_00629	Syae.g_02465
OG0000579	Prai.g_00630	Syae.g_02466
OG0000580	Prai.g_00631	Syae.g_02467
OG0000581	Prai.g_00633	Syae.g_02473
OG0000582	Prai.g_00636	Syae.g_00018
OG0000583	Prai.g_00637	Syae.g_00019
OG0000584	Prai.g_00638	Syae.g_00020
OG0000585	Prai.g_00640	Syae.g_00022
OG0000586	Prai.g_00641	Syae.g_00023
OG0000587	Prai.g_00642	Syae.g_00025
