Orthogroup	Prai	Syac
OG0000226	Prai.g_00362	Syac.g_02000
OG0000227	Prai.g_00364	Syac.g_01998
OG0000228	Prai.g_00367	Syac.g_01989
OG0000229	Prai.g_00467	Syac.g_00692
OG0000230	Prai.g_00469	Syac.g_00694
OG0000231	Prai.g_00480	Syac.g_00710
OG0000232	Prai.g_00489	Syac.g_01717
OG0000233	Prai.g_00494	Syac.g_01713
OG0000234	Prai.g_00506	Syac.g_01699
OG0000235	Prai.g_00509	Syac.g_01905
OG0000236	Prai.g_00523	Syac.g_01890
OG0000237	Prai.g_00536	Syac.g_01873
OG0000238	Prai.g_00542	Syac.g_01868
OG0000239	Prai.g_00553	Syac.g_01852
OG0000240	Prai.g_00554	Syac.g_01851
OG0000241	Prai.g_00558	Syac.g_00970
OG0000242	Prai.g_00560	Syac.g_01839
OG0000243	Prai.g_00571	Syac.g_01821
OG0000244	Prai.g_00574	Syac.g_01814
OG0000245	Prai.g_00576	Syac.g_01811
OG0000246	Prai.g_00580	Syac.g_01807
OG0000247	Prai.g_00590	Syac.g_01795
OG0000248	Prai.g_00593	Syac.g_01792
OG0000249	Prai.g_00595	Syac.g_01790
OG0000250	Prai.g_00600	Syac.g_01782
OG0000251	Prai.g_00619	Syac.g_01757
OG0000252	Prai.g_00622	Syac.g_01753
OG0000253	Prai.g_00623	Syac.g_01752
OG0000254	Prai.g_00639	Syac.g_00939
OG0000255	Prai.g_00645	Syac.g_00947
OG0000256	Prai.g_00656	Syac.g_00963
OG0000257	Prai.g_00659	Syac.g_00969
OG0000258	Prai.g_00672	Syac.g_00988
OG0000259	Prai.g_00689	Syac.g_01425
OG0000260	Prai.g_00692	Syac.g_01422
OG0000261	Prai.g_00694	Syac.g_01418
OG0000262	Prai.g_00698	Syac.g_01413
OG0000263	Prai.g_00710	Syac.g_01497
OG0000264	Prai.g_00720	Syac.g_00915
OG0000265	Prai.g_00748	Syac.g_00673
OG0000266	Prai.g_00758	Syac.g_01271
OG0000267	Prai.g_00769	Syac.g_01131
OG0000268	Prai.g_00770	Syac.g_01132
OG0000269	Prai.g_00853	Syac.g_01346
OG0000270	Prai.g_00850	Syac.g_01343
OG0000271	Prai.g_00842	Syac.g_01335
OG0000272	Prai.g_00840, Prai.g_00841	Syac.g_01334
OG0000273	Prai.g_00817	Syac.g_00854
OG0000274	Prai.g_00816	Syac.g_00853
OG0000275	Prai.g_00741, Prai.g_00813	Syac.g_00848
OG0000276	Prai.g_00808	Syac.g_00840
OG0000277	Prai.g_00807	Syac.g_00839
OG0000278	Prai.g_00804	Syac.g_00836
OG0000279	Prai.g_00797	Syac.g_00828
OG0000280	Prai.g_00796	Syac.g_00814
OG0000281	Prai.g_00791	Syac.g_02158
OG0000282	Prai.g_01044	Syac.g_01392
OG0000283	Prai.g_01012	Syac.g_01142
OG0000284	Prai.g_01007	Syac.g_01148
OG0000285	Prai.g_01002	Syac.g_01160
OG0000286	Prai.g_00990	Syac.g_01181
OG0000287	Prai.g_00973	Syac.g_01692, Syac.g_01209
OG0000288	Prai.g_00944	Syac.g_01240
OG0000289	Prai.g_00934	Syac.g_01254
OG0000290	Prai.g_00921	Syac.g_00881
OG0000291	Prai.g_00919	Syac.g_00883
OG0000292	Prai.g_01107	Syac.g_02487
OG0000293	Prai.g_01163	Syac.g_00754
OG0000294	Prai.g_01164	Syac.g_00755
OG0000295	Prai.g_01183	Syac.g_00796
OG0000296	Prai.g_01185	Syac.g_00798
OG0000297	Prai.g_01193	Syac.g_01475
OG0000298	Prai.g_01194	Syac.g_01476
OG0000299	Prai.g_01213	Syac.g_01503
OG0000300	Prai.g_01216	Syac.g_01510
OG0000301	Prai.g_01217	Syac.g_01511
OG0000302	Prai.g_01219	Syac.g_01512
OG0000303	Prai.g_01226	Syac.g_01520
OG0000304	Prai.g_01230	Syac.g_01526
OG0000305	Prai.g_01362	Syac.g_00886
OG0000306	Prai.g_01365	Syac.g_00810
OG0000307	Prai.g_01379	Syac.g_01924
OG0000308	Prai.g_01380	Syac.g_01926
OG0000309	Prai.g_01384	Syac.g_01931
OG0000310	Prai.g_01448	Syac.g_01607
OG0000311	Prai.g_01450	Syac.g_01611
OG0000312	Prai.g_01453	Syac.g_01619
OG0000313	Prai.g_01467	Syac.g_01638
OG0000314	Prai.g_01489	Syac.g_01665
OG0000315	Prai.g_01499	Syac.g_01675
OG0000316	Prai.g_01519	Syac.g_00601
OG0000317	Prai.g_01636	Syac.g_00552
OG0000318	Prai.g_01639	Syac.g_00543
OG0000319	Prai.g_01652	Syac.g_00525
OG0000320	Prai.g_01654	Syac.g_00523
OG0000321	Prai.g_01655	Syac.g_00522
OG0000322	Prai.g_01656	Syac.g_00521
OG0000323	Prai.g_01665	Syac.g_00506
OG0000324	Prai.g_01691	Syac.g_00648
OG0000325	Prai.g_01702	Syac.g_02190
OG0000326	Prai.g_01708	Syac.g_02183
OG0000327	Prai.g_01735	Syac.g_02137
OG0000328	Prai.g_01736	Syac.g_02136
OG0000329	Prai.g_01754	Syac.g_02119
OG0000330	Prai.g_01755	Syac.g_02118
OG0000331	Prai.g_01756	Syac.g_02117
OG0000332	Prai.g_01770	Syac.g_02103
OG0000333	Prai.g_01777	Syac.g_02100
OG0000334	Prai.g_01785	Syac.g_02090
OG0000335	Prai.g_01790	Syac.g_02085
OG0000336	Prai.g_01794	Syac.g_02081
OG0000337	Prai.g_01810	Syac.g_00199
OG0000338	Prai.g_01811	Syac.g_00196
OG0000339	Prai.g_01815	Syac.g_00190
OG0000340	Prai.g_01823	Syac.g_00178
OG0000341	Prai.g_01825	Syac.g_00176
OG0000342	Prai.g_01826	Syac.g_00175
OG0000343	Prai.g_01827	Syac.g_00174
OG0000344	Prai.g_01830	Syac.g_00170
OG0000345	Prai.g_01835	Syac.g_00160
OG0000346	Prai.g_01839	Syac.g_00155
OG0000347	Prai.g_01855	Syac.g_00129
OG0000348	Prai.g_01866	Syac.g_00070, Syac.g_00074
OG0000349	Prai.g_01883	Syac.g_00050
OG0000350	Prai.g_01901	Syac.g_02176
OG0000351	Prai.g_01918	Syac.g_02468
OG0000352	Prai.g_01919	Syac.g_02469
OG0000353	Prai.g_01935	Syac.g_02493
OG0000355	Prai.g_00001	Syac.g_00001
OG0000356	Prai.g_00002	Syac.g_00002
OG0000357	Prai.g_00003	Syac.g_00003
OG0000358	Prai.g_00007	Syac.g_00007
OG0000359	Prai.g_00008	Syac.g_00009
OG0000360	Prai.g_00009	Syac.g_00010
OG0000361	Prai.g_00010	Syac.g_00011
OG0000362	Prai.g_00012	Syac.g_00013
OG0000363	Prai.g_00014	Syac.g_00015
OG0000364	Prai.g_00015	Syac.g_00016
OG0000365	Prai.g_00020	Syac.g_00023
OG0000366	Prai.g_00021	Syac.g_00024
OG0000367	Prai.g_00022	Syac.g_00025
OG0000368	Prai.g_00024	Syac.g_00027
OG0000369	Prai.g_00025	Syac.g_00028
OG0000370	Prai.g_00026	Syac.g_00029
OG0000371	Prai.g_00032	Syac.g_00036
OG0000372	Prai.g_00035	Syac.g_00041
OG0000373	Prai.g_00036	Syac.g_00042
OG0000374	Prai.g_00037	Syac.g_00043
OG0000375	Prai.g_00047	Syac.g_00046
OG0000376	Prai.g_00049	Syac.g_00048
OG0000377	Prai.g_00052	Syac.g_02346
OG0000378	Prai.g_00054	Syac.g_02338
OG0000379	Prai.g_00057	Syac.g_02335
OG0000380	Prai.g_00066	Syac.g_00452
OG0000381	Prai.g_00070	Syac.g_00449
OG0000382	Prai.g_00081	Syac.g_00434
OG0000383	Prai.g_00083	Syac.g_00432
OG0000384	Prai.g_00084	Syac.g_00431
OG0000385	Prai.g_00085	Syac.g_00430
OG0000386	Prai.g_00086	Syac.g_00429
OG0000387	Prai.g_00099	Syac.g_00404
OG0000388	Prai.g_00102	Syac.g_00401
OG0000389	Prai.g_00106	Syac.g_00397
OG0000390	Prai.g_00113	Syac.g_00379
OG0000391	Prai.g_00116	Syac.g_00374
OG0000392	Prai.g_00120	Syac.g_00369
OG0000393	Prai.g_00122	Syac.g_00366
OG0000394	Prai.g_00123	Syac.g_00365
OG0000395	Prai.g_00124	Syac.g_00364
OG0000396	Prai.g_00127	Syac.g_00361
OG0000397	Prai.g_00129	Syac.g_00359
OG0000398	Prai.g_00131	Syac.g_00354
OG0000399	Prai.g_00132	Syac.g_00353
OG0000400	Prai.g_00133	Syac.g_00352
OG0000401	Prai.g_00134	Syac.g_00351
OG0000402	Prai.g_00136	Syac.g_00348
OG0000403	Prai.g_00137	Syac.g_00347
OG0000404	Prai.g_00138	Syac.g_00345
OG0000405	Prai.g_00142	Syac.g_00332
OG0000406	Prai.g_00158	Syac.g_00328
OG0000407	Prai.g_00159	Syac.g_00327
OG0000408	Prai.g_00161	Syac.g_00325
OG0000409	Prai.g_00163	Syac.g_00323
OG0000410	Prai.g_00164	Syac.g_00322
OG0000411	Prai.g_00165	Syac.g_00321
OG0000412	Prai.g_00166	Syac.g_00320
OG0000413	Prai.g_00167	Syac.g_00318
OG0000414	Prai.g_01288, Prai.g_00168	Syac.g_00317
OG0000415	Prai.g_00169	Syac.g_00316
OG0000416	Prai.g_00170	Syac.g_00315
OG0000417	Prai.g_00171	Syac.g_00314
OG0000418	Prai.g_00176	Syac.g_00309
OG0000419	Prai.g_00178	Syac.g_00307
OG0000420	Prai.g_00179	Syac.g_00305
OG0000421	Prai.g_00184	Syac.g_00300
OG0000422	Prai.g_00185	Syac.g_00299
OG0000423	Prai.g_00186	Syac.g_00298
OG0000424	Prai.g_00187	Syac.g_00297
OG0000425	Prai.g_00188	Syac.g_00296
OG0000426	Prai.g_00189	Syac.g_00295
OG0000427	Prai.g_00190	Syac.g_00294
OG0000428	Prai.g_00192	Syac.g_02257
OG0000429	Prai.g_00193	Syac.g_02259
OG0000430	Prai.g_00194	Syac.g_02260
OG0000431	Prai.g_00196	Syac.g_02264
OG0000432	Prai.g_00199	Syac.g_02270
OG0000433	Prai.g_00200	Syac.g_02272
OG0000434	Prai.g_00201	Syac.g_02273
OG0000435	Prai.g_00202	Syac.g_02277
OG0000436	Prai.g_00207	Syac.g_02282
OG0000437	Prai.g_00208	Syac.g_02283
OG0000438	Prai.g_00209	Syac.g_02284
OG0000439	Prai.g_00211	Syac.g_02286
OG0000440	Prai.g_00212	Syac.g_02287
OG0000441	Prai.g_00215	Syac.g_02294
OG0000442	Prai.g_00216	Syac.g_02295
OG0000443	Prai.g_00217	Syac.g_02296
OG0000444	Prai.g_00222	Syac.g_02303
OG0000445	Prai.g_00223	Syac.g_02304
OG0000446	Prai.g_00224	Syac.g_02305
OG0000447	Prai.g_00225	Syac.g_02308
OG0000448	Prai.g_00226	Syac.g_02309
OG0000449	Prai.g_00227	Syac.g_02310
OG0000450	Prai.g_00228	Syac.g_02313
OG0000451	Prai.g_00229	Syac.g_02314
OG0000452	Prai.g_00232	Syac.g_02318
OG0000453	Prai.g_00233	Syac.g_02319
OG0000454	Prai.g_00234	Syac.g_02320
OG0000455	Prai.g_00235	Syac.g_02321
OG0000456	Prai.g_00236	Syac.g_02322
OG0000457	Prai.g_00237	Syac.g_02324
OG0000458	Prai.g_00238	Syac.g_02325
OG0000459	Prai.g_00239	Syac.g_02326
OG0000460	Prai.g_00246	Syac.g_01970
OG0000461	Prai.g_00255	Syac.g_02198
OG0000462	Prai.g_00257	Syac.g_02201
OG0000463	Prai.g_00258	Syac.g_02202
OG0000464	Prai.g_00259	Syac.g_02203
OG0000465	Prai.g_00260	Syac.g_02204
OG0000466	Prai.g_00263	Syac.g_02208
OG0000467	Prai.g_00264	Syac.g_02210
OG0000468	Prai.g_00266	Syac.g_02216
OG0000469	Prai.g_00275	Syac.g_02230
OG0000470	Prai.g_00277	Syac.g_02232
OG0000471	Prai.g_00278	Syac.g_02233
OG0000472	Prai.g_00279	Syac.g_02235
OG0000473	Prai.g_00281	Syac.g_02237
OG0000474	Prai.g_00282	Syac.g_02238
OG0000475	Prai.g_00283	Syac.g_02239
OG0000476	Prai.g_00284	Syac.g_02241
OG0000477	Prai.g_00288	Syac.g_02247
OG0000478	Prai.g_00289	Syac.g_02248
OG0000479	Prai.g_00290	Syac.g_02249
OG0000480	Prai.g_00295	Syac.g_00293
OG0000481	Prai.g_00297	Syac.g_00291
OG0000482	Prai.g_00298	Syac.g_00290
OG0000483	Prai.g_00301	Syac.g_00286
OG0000484	Prai.g_00302	Syac.g_00285
OG0000485	Prai.g_00303	Syac.g_00284
OG0000486	Prai.g_00304	Syac.g_00283
OG0000487	Prai.g_00308	Syac.g_00276
OG0000488	Prai.g_00311	Syac.g_00272
OG0000489	Prai.g_00316	Syac.g_00260
OG0000490	Prai.g_00321	Syac.g_00249
OG0000491	Prai.g_00322	Syac.g_00248
OG0000492	Prai.g_00324	Syac.g_00246
OG0000493	Prai.g_00325	Syac.g_00245
OG0000494	Prai.g_00326	Syac.g_00244
OG0000495	Prai.g_00327	Syac.g_00243
OG0000496	Prai.g_00328	Syac.g_00242
OG0000497	Prai.g_00329	Syac.g_00241
OG0000498	Prai.g_00330	Syac.g_00240
OG0000499	Prai.g_00331	Syac.g_00239
OG0000500	Prai.g_00332	Syac.g_00238
OG0000501	Prai.g_00334	Syac.g_00235
OG0000502	Prai.g_00337	Syac.g_00223
OG0000503	Prai.g_00347	Syac.g_02020
OG0000504	Prai.g_00348	Syac.g_02018
OG0000505	Prai.g_00349	Syac.g_02017
OG0000506	Prai.g_00351	Syac.g_02015
OG0000507	Prai.g_00354	Syac.g_02009
OG0000508	Prai.g_00357	Syac.g_02005
OG0000509	Prai.g_00359	Syac.g_02003
OG0000510	Prai.g_00360	Syac.g_02002
OG0000511	Prai.g_00361	Syac.g_02001
OG0000512	Prai.g_00363	Syac.g_01999
OG0000513	Prai.g_00370	Syac.g_01984
OG0000514	Prai.g_00462	Syac.g_01977
OG0000515	Prai.g_00463	Syac.g_01976
OG0000516	Prai.g_00464	Syac.g_00697
OG0000517	Prai.g_00466	Syac.g_00691
OG0000518	Prai.g_00477	Syac.g_00707
OG0000519	Prai.g_00478	Syac.g_00708
OG0000520	Prai.g_00479	Syac.g_00709
OG0000521	Prai.g_00484	Syac.g_01721
OG0000522	Prai.g_00486	Syac.g_01719
OG0000523	Prai.g_00487	Syac.g_01718
OG0000524	Prai.g_00492	Syac.g_01716
OG0000525	Prai.g_00495	Syac.g_01709
OG0000526	Prai.g_00496	Syac.g_01706
OG0000527	Prai.g_00503	Syac.g_01702
OG0000528	Prai.g_00508	Syac.g_01911
OG0000529	Prai.g_00511	Syac.g_01903
OG0000530	Prai.g_00514	Syac.g_01900
OG0000531	Prai.g_00515	Syac.g_01899
OG0000532	Prai.g_00517	Syac.g_01896
OG0000533	Prai.g_00518	Syac.g_01895
OG0000534	Prai.g_00519	Syac.g_01894
OG0000535	Prai.g_00520	Syac.g_01893
OG0000536	Prai.g_00521	Syac.g_01892
OG0000537	Prai.g_00522	Syac.g_01891
OG0000538	Prai.g_00530	Syac.g_01880
OG0000539	Prai.g_00531	Syac.g_01879
OG0000540	Prai.g_00532	Syac.g_01878
OG0000541	Prai.g_00533	Syac.g_01877
OG0000542	Prai.g_00535	Syac.g_01874
OG0000543	Prai.g_00537	Syac.g_01872
OG0000544	Prai.g_00538	Syac.g_01871
OG0000545	Prai.g_00540	Syac.g_01869
OG0000546	Prai.g_00543	Syac.g_01867
OG0000547	Prai.g_00544	Syac.g_01865
OG0000548	Prai.g_00545	Syac.g_01864
OG0000549	Prai.g_00547	Syac.g_01858
OG0000550	Prai.g_00552	Syac.g_01854
OG0000551	Prai.g_00555	Syac.g_01849
OG0000552	Prai.g_00556	Syac.g_01848
OG0000553	Prai.g_00557	Syac.g_01846
OG0000554	Prai.g_00562	Syac.g_01835
OG0000555	Prai.g_00570	Syac.g_01822
OG0000556	Prai.g_00572	Syac.g_01817
OG0000557	Prai.g_00573	Syac.g_01815
OG0000558	Prai.g_00575	Syac.g_01813
OG0000559	Prai.g_00579	Syac.g_01808
OG0000560	Prai.g_00582	Syac.g_01805
OG0000561	Prai.g_00583	Syac.g_01804
OG0000562	Prai.g_00584	Syac.g_01803
OG0000563	Prai.g_00585	Syac.g_01802
OG0000564	Prai.g_00586	Syac.g_01801
OG0000565	Prai.g_00589	Syac.g_01797
OG0000566	Prai.g_00592	Syac.g_01793
OG0000567	Prai.g_00596	Syac.g_01789
OG0000568	Prai.g_00597	Syac.g_01786
OG0000569	Prai.g_00598	Syac.g_01785
OG0000570	Prai.g_00599	Syac.g_01784
OG0000571	Prai.g_00601	Syac.g_01780
OG0000572	Prai.g_00614	Syac.g_01765
OG0000573	Prai.g_00620	Syac.g_01755
OG0000574	Prai.g_00621	Syac.g_01754
OG0000575	Prai.g_00625	Syac.g_01750
OG0000576	Prai.g_00627	Syac.g_01748
OG0000577	Prai.g_00628	Syac.g_01747
OG0000578	Prai.g_00629	Syac.g_01746
OG0000579	Prai.g_00630	Syac.g_01745
OG0000580	Prai.g_00631	Syac.g_01744
OG0000581	Prai.g_00633	Syac.g_01738
OG0000582	Prai.g_00636	Syac.g_00936
OG0000583	Prai.g_00637	Syac.g_00937
OG0000584	Prai.g_00638	Syac.g_00938
OG0000585	Prai.g_00640	Syac.g_00940
OG0000586	Prai.g_00641	Syac.g_00941
