Orthogroup	Prai	Prag
OG0000049	Prai.g_00437	Prag.g_01300
OG0000050	Prai.g_01093	Prag.g_01071
OG0000051	Prai.g_01263	Prag.g_01645
OG0000051	Prai.g_00434	Prag.g_01329
OG0000052	Prai.g_00154	Prag.g_01444
OG0000053	Prai.g_01483	Prag.g_01510
OG0000054	Prai.g_00634	Prag.g_00584
OG0000055	Prai.g_00866	Prag.g_00787
OG0000057	Prai.g_00727	Prag.g_00676
OG0000059	Prai.g_01725	Prag.g_01755
OG0000061	Prai.g_01171	Prag.g_01153
OG0000062	Prai.g_01540	Prag.g_01568
OG0000063	Prai.g_00033	Prag.g_00033
OG0000065	Prai.g_00107	Prag.g_00100
OG0000066	Prai.g_00567	Prag.g_00518
OG0000067	Prai.g_00848	Prag.g_00806
OG0000068	Prai.g_01370	Prag.g_01389
OG0000069	Prai.g_01579	Prag.g_01601
OG0000070	Prai.g_00481	Prag.g_00429
OG0000071	Prai.g_01335	Prag.g_01355
OG0000072	Prai.g_00182	Prag.g_00164
OG0000073	Prai.g_00529	Prag.g_00478
OG0000074	Prai.g_00711	Prag.g_00660
OG0000075	Prai.g_01814	Prag.g_01836
OG0000076	Prai.g_01838	Prag.g_01861
OG0000077	Prai.g_00078	Prag.g_00072
OG0000078	Prai.g_00250	Prag.g_00232
OG0000081	Prai.g_00559	Prag.g_00510
OG0000082	Prai.g_00613	Prag.g_00563
OG0000083	Prai.g_01313	Prag.g_01332
OG0000083	Prai.g_00441	Prag.g_00726
OG0000084	Prai.g_01459	Prag.g_01484
OG0000085	Prai.g_01631	Prag.g_01662
OG0000086	Prai.g_00088	Prag.g_00082
OG0000087	Prai.g_00139	Prag.g_00132
OG0000088	Prai.g_00177	Prag.g_00159
OG0000089	Prai.g_00368	Prag.g_00350
OG0000090	Prai.g_00561	Prag.g_00512
OG0000091	Prai.g_00671	Prag.g_00620
OG0000092	Prai.g_01041	Prag.g_00911
OG0000093	Prai.g_01021	Prag.g_00932
OG0000094	Prai.g_00937	Prag.g_01017
OG0000095	Prai.g_00918	Prag.g_01036
OG0000096	Prai.g_01588	Prag.g_01636
OG0000097	Prai.g_01214	Prag.g_01194
OG0000098	Prai.g_01353	Prag.g_01371
OG0000099	Prai.g_01393	Prag.g_01424
OG0000100	Prai.g_01536	Prag.g_01564
OG0000101	Prai.g_01782	Prag.g_01804
OG0000102	Prai.g_01843	Prag.g_01866
OG0000103	Prai.g_01923	Prag.g_01945
OG0000104	Prai.g_01932	Prag.g_01953
OG0000105	Prai.g_00286, Prai.g_00287	Prag.g_00265
OG0000106	Prai.g_00383	Prag.g_00364
OG0000107	Prai.g_00397	Prag.g_00378
OG0000108	Prai.g_00510	Prag.g_00459
OG0000109	Prai.g_00524	Prag.g_00473
OG0000110	Prai.g_00603	Prag.g_00553
OG0000111	Prai.g_00728	Prag.g_00677
OG0000112	Prai.g_00882	Prag.g_00771
OG0000113	Prai.g_00825	Prag.g_00828
OG0000114	Prai.g_01046	Prag.g_00906
OG0000115	Prai.g_01119	Prag.g_01097
OG0000116	Prai.g_01162	Prag.g_01143
OG0000117	Prai.g_01273	Prag.g_01298
OG0000118	Prai.g_01347	Prag.g_01367
OG0000119	Prai.g_01366	Prag.g_01385
OG0000120	Prai.g_01443	Prag.g_01423
OG0000121	Prai.g_01465	Prag.g_01492
OG0000123	Prai.g_01789	Prag.g_01811
OG0000124	Prai.g_01854	Prag.g_01877
OG0000125	Prai.g_01892	Prag.g_01913
OG0000126	Prai.g_01931	Prag.g_01952
OG0000128	Prai.g_00011	Prag.g_00011
OG0000129	Prai.g_00051	Prag.g_00044
OG0000130	Prai.g_00069	Prag.g_00063
OG0000131	Prai.g_00156	Prag.g_00138
OG0000132	Prai.g_00175	Prag.g_00157
OG0000133	Prai.g_00335	Prag.g_00313
OG0000134	Prai.g_00369	Prag.g_00351
OG0000135	Prai.g_00393	Prag.g_00375
OG0000136	Prai.g_00472	Prag.g_00420
OG0000137	Prai.g_00505	Prag.g_00454
OG0000138	Prai.g_00525	Prag.g_00474
OG0000139	Prai.g_00565	Prag.g_00516
OG0000140	Prai.g_00566	Prag.g_00517
OG0000141	Prai.g_00635	Prag.g_00585
OG0000142	Prai.g_00664	Prag.g_00613
OG0000143	Prai.g_00668	Prag.g_00617
OG0000144	Prai.g_00681	Prag.g_00630
OG0000145	Prai.g_00883	Prag.g_00758
OG0000146	Prai.g_00881	Prag.g_00772
OG0000147	Prai.g_00880	Prag.g_00773
OG0000148	Prai.g_00831	Prag.g_00822
OG0000149	Prai.g_00800	Prag.g_00851
OG0000150	Prai.g_00792	Prag.g_00859
OG0000151	Prai.g_01036	Prag.g_00916
OG0000152	Prai.g_00989	Prag.g_00964
OG0000153	Prai.g_00970	Prag.g_00983
OG0000154	Prai.g_00943	Prag.g_01010
OG0000155	Prai.g_01191	Prag.g_01173
OG0000156	Prai.g_01323	Prag.g_01342
OG0000157	Prai.g_01324	Prag.g_01343
OG0000158	Prai.g_01392	Prag.g_01425
OG0000159	Prai.g_01321	Prag.g_01427
OG0000160	Prai.g_01464	Prag.g_01491
OG0000161	Prai.g_01470	Prag.g_01497
OG0000162	Prai.g_01476	Prag.g_01503
OG0000163	Prai.g_01509	Prag.g_01537
OG0000164	Prai.g_01662	Prag.g_01693
OG0000165	Prai.g_01669	Prag.g_01700
OG0000166	Prai.g_01740	Prag.g_01768
OG0000167	Prai.g_01812	Prag.g_01834
OG0000168	Prai.g_01822	Prag.g_01844
OG0000169	Prai.g_01832	Prag.g_01854
OG0000170	Prai.g_01834	Prag.g_01856
OG0000171	Prai.g_01853	Prag.g_01876
OG0000172	Prai.g_01863	Prag.g_01884
OG0000173	Prai.g_01878	Prag.g_01899
OG0000174	Prai.g_01905	Prag.g_01927
OG0000175	Prai.g_01915	Prag.g_01937
OG0000176	Prai.g_00004	Prag.g_00004
OG0000177	Prai.g_00005	Prag.g_00005
OG0000178	Prai.g_00006	Prag.g_00006
OG0000179	Prai.g_00016	Prag.g_00016
OG0000180	Prai.g_00017	Prag.g_00017
OG0000181	Prai.g_00018	Prag.g_00018
OG0000182	Prai.g_00019	Prag.g_00019
OG0000183	Prai.g_00023	Prag.g_00023
OG0000184	Prai.g_00053	Prag.g_00046
OG0000185	Prai.g_00056	Prag.g_00049
OG0000186	Prai.g_00064	Prag.g_00058
OG0000187	Prai.g_00065	Prag.g_00059
OG0000188	Prai.g_00082	Prag.g_00076
OG0000189	Prai.g_00096	Prag.g_00089
OG0000190	Prai.g_00097	Prag.g_00090
OG0000191	Prai.g_00117	Prag.g_00110
OG0000192	Prai.g_00121	Prag.g_00114
OG0000193	Prai.g_00157	Prag.g_00139
OG0000194	Prai.g_00160	Prag.g_00142
OG0000195	Prai.g_00162	Prag.g_00144
OG0000196	Prai.g_00172	Prag.g_00154
OG0000197	Prai.g_00173	Prag.g_00155
OG0000198	Prai.g_00174	Prag.g_00156
OG0000199	Prai.g_00181	Prag.g_00163
OG0000200	Prai.g_00195	Prag.g_00177
OG0000201	Prai.g_00203	Prag.g_00185
OG0000202	Prai.g_00204	Prag.g_00186
OG0000203	Prai.g_00205	Prag.g_00187
OG0000204	Prai.g_00206	Prag.g_00188
OG0000205	Prai.g_00213	Prag.g_00195
OG0000206	Prai.g_00218	Prag.g_00200
OG0000207	Prai.g_00220	Prag.g_00202
OG0000208	Prai.g_00221	Prag.g_00203
OG0000209	Prai.g_00230	Prag.g_00212
OG0000210	Prai.g_00231	Prag.g_00213
OG0000211	Prai.g_00244	Prag.g_00226
OG0000212	Prai.g_00251	Prag.g_00233
OG0000213	Prai.g_00270	Prag.g_00249
OG0000214	Prai.g_00280	Prag.g_00258
OG0000215	Prai.g_00305	Prag.g_00283
OG0000216	Prai.g_00307	Prag.g_00285
OG0000217	Prai.g_00310	Prag.g_00288
OG0000218	Prai.g_00312	Prag.g_00290
OG0000219	Prai.g_00313	Prag.g_00291
OG0000220	Prai.g_00314	Prag.g_00292
OG0000221	Prai.g_00315	Prag.g_00293
OG0000222	Prai.g_00323	Prag.g_00301
OG0000223	Prai.g_00336	Prag.g_00314
OG0000224	Prai.g_00338	Prag.g_00316
OG0000225	Prai.g_00358	Prag.g_00340
OG0000226	Prai.g_00362	Prag.g_00344
OG0000227	Prai.g_00364	Prag.g_00346
OG0000228	Prai.g_00367	Prag.g_00349
OG0000229	Prai.g_00467	Prag.g_00415
OG0000230	Prai.g_00469	Prag.g_00417
OG0000231	Prai.g_00480	Prag.g_00428
OG0000232	Prai.g_00489	Prag.g_00437
OG0000233	Prai.g_00494	Prag.g_00442
OG0000234	Prai.g_00506	Prag.g_00455
OG0000235	Prai.g_00509	Prag.g_00458
OG0000236	Prai.g_00523	Prag.g_00472
OG0000237	Prai.g_00536	Prag.g_00485
OG0000238	Prai.g_00542	Prag.g_00491
OG0000239	Prai.g_00553	Prag.g_00504
OG0000240	Prai.g_00554	Prag.g_00505
OG0000241	Prai.g_00558	Prag.g_00509
OG0000242	Prai.g_00560	Prag.g_00511
OG0000243	Prai.g_00571	Prag.g_00522
OG0000244	Prai.g_00574	Prag.g_00525
OG0000245	Prai.g_00576	Prag.g_00527
OG0000246	Prai.g_00580	Prag.g_00531
OG0000247	Prai.g_00590	Prag.g_00541
OG0000248	Prai.g_00593	Prag.g_00543
OG0000249	Prai.g_00595	Prag.g_00545
OG0000250	Prai.g_00600	Prag.g_00550
OG0000251	Prai.g_00619	Prag.g_00569
OG0000252	Prai.g_00622	Prag.g_00572
OG0000253	Prai.g_00623	Prag.g_00573
OG0000254	Prai.g_00639	Prag.g_00589
OG0000255	Prai.g_00645	Prag.g_00595
OG0000256	Prai.g_00656	Prag.g_00605
OG0000257	Prai.g_00659	Prag.g_00608
OG0000258	Prai.g_00672	Prag.g_00621
OG0000259	Prai.g_00689	Prag.g_00638
OG0000260	Prai.g_00692	Prag.g_00641
OG0000261	Prai.g_00694	Prag.g_00643
OG0000262	Prai.g_00698	Prag.g_00647
OG0000263	Prai.g_00710	Prag.g_00659
OG0000264	Prai.g_00720	Prag.g_00669
OG0000265	Prai.g_00748	Prag.g_00692
OG0000266	Prai.g_00758	Prag.g_00702
OG0000267	Prai.g_00769	Prag.g_00713
OG0000268	Prai.g_00770	Prag.g_00714
OG0000269	Prai.g_00853	Prag.g_00801
OG0000270	Prai.g_00850	Prag.g_00804
OG0000271	Prai.g_00842	Prag.g_00812
OG0000272	Prai.g_00840, Prai.g_00841	Prag.g_00813
OG0000273	Prai.g_00817	Prag.g_00835
OG0000274	Prai.g_00816	Prag.g_00836
OG0000275	Prai.g_00741, Prai.g_00813	Prag.g_00838
OG0000276	Prai.g_00808	Prag.g_00843
OG0000277	Prai.g_00807	Prag.g_00844
OG0000278	Prai.g_00804	Prag.g_00847
OG0000279	Prai.g_00797	Prag.g_00854
OG0000280	Prai.g_00796	Prag.g_00855
OG0000281	Prai.g_00791	Prag.g_00860
OG0000282	Prai.g_01044	Prag.g_00908
OG0000283	Prai.g_01012	Prag.g_00941
OG0000284	Prai.g_01007	Prag.g_00946
OG0000285	Prai.g_01002	Prag.g_00951
OG0000286	Prai.g_00990	Prag.g_00963
OG0000287	Prai.g_00973	Prag.g_00980
OG0000288	Prai.g_00944	Prag.g_01009
OG0000289	Prai.g_00934	Prag.g_01020
OG0000290	Prai.g_00921	Prag.g_01033
OG0000291	Prai.g_00919	Prag.g_01035
OG0000292	Prai.g_01107	Prag.g_01085
OG0000293	Prai.g_01163	Prag.g_01144
OG0000294	Prai.g_01164	Prag.g_01145
OG0000295	Prai.g_01183	Prag.g_01165
OG0000296	Prai.g_01185	Prag.g_01167
OG0000297	Prai.g_01193	Prag.g_01175
OG0000298	Prai.g_01194	Prag.g_01176
OG0000299	Prai.g_01213	Prag.g_01193
OG0000300	Prai.g_01216	Prag.g_01196
OG0000301	Prai.g_01217	Prag.g_01197
OG0000302	Prai.g_01219	Prag.g_01199
OG0000303	Prai.g_01226	Prag.g_01206
OG0000304	Prai.g_01230	Prag.g_01210
OG0000305	Prai.g_01362	Prag.g_01381
OG0000306	Prai.g_01365	Prag.g_01384
OG0000307	Prai.g_01379	Prag.g_01398
OG0000308	Prai.g_01380	Prag.g_01399
OG0000309	Prai.g_01384	Prag.g_01403
OG0000310	Prai.g_01448	Prag.g_01473
OG0000311	Prai.g_01450	Prag.g_01475
OG0000312	Prai.g_01453	Prag.g_01478
OG0000313	Prai.g_01467	Prag.g_01494
OG0000314	Prai.g_01489	Prag.g_01516
OG0000315	Prai.g_01499	Prag.g_01527
OG0000316	Prai.g_01519	Prag.g_01547
OG0000317	Prai.g_01636	Prag.g_01667
OG0000318	Prai.g_01639	Prag.g_01670
OG0000319	Prai.g_01652	Prag.g_01683
OG0000320	Prai.g_01654	Prag.g_01685
OG0000321	Prai.g_01655	Prag.g_01686
OG0000322	Prai.g_01656	Prag.g_01687
OG0000323	Prai.g_01665	Prag.g_01696
OG0000324	Prai.g_01691	Prag.g_01723
OG0000325	Prai.g_01702	Prag.g_01733
OG0000326	Prai.g_01708	Prag.g_01739
OG0000327	Prai.g_01735	Prag.g_01763
OG0000328	Prai.g_01736	Prag.g_01764
OG0000329	Prai.g_01754	Prag.g_01781
OG0000330	Prai.g_01755	Prag.g_01782
OG0000331	Prai.g_01756	Prag.g_01783
OG0000332	Prai.g_01770	Prag.g_01797
OG0000333	Prai.g_01777	Prag.g_01799
OG0000334	Prai.g_01785	Prag.g_01807
OG0000335	Prai.g_01790	Prag.g_01812
OG0000336	Prai.g_01794	Prag.g_01816
OG0000337	Prai.g_01810	Prag.g_01832
OG0000338	Prai.g_01811	Prag.g_01833
OG0000339	Prai.g_01815	Prag.g_01837
OG0000340	Prai.g_01823	Prag.g_01845
OG0000341	Prai.g_01825	Prag.g_01847
OG0000342	Prai.g_01826	Prag.g_01848
OG0000343	Prai.g_01827	Prag.g_01849
OG0000344	Prai.g_01830	Prag.g_01852
OG0000345	Prai.g_01835	Prag.g_01857
OG0000346	Prai.g_01839	Prag.g_01862
OG0000347	Prai.g_01855	Prag.g_01878
OG0000348	Prai.g_01866	Prag.g_01887
OG0000349	Prai.g_01883	Prag.g_01904
OG0000350	Prai.g_01901	Prag.g_01923
OG0000351	Prai.g_01918	Prag.g_01940
OG0000352	Prai.g_01919	Prag.g_01941
OG0000353	Prai.g_01935	Prag.g_01956
OG0000355	Prai.g_00001	Prag.g_00001
OG0000356	Prai.g_00002	Prag.g_00002
OG0000357	Prai.g_00003	Prag.g_00003
OG0000358	Prai.g_00007	Prag.g_00007
OG0000359	Prai.g_00008	Prag.g_00008
OG0000360	Prai.g_00009	Prag.g_00009
OG0000361	Prai.g_00010	Prag.g_00010
OG0000362	Prai.g_00012	Prag.g_00012
OG0000363	Prai.g_00014	Prag.g_00014
OG0000364	Prai.g_00015	Prag.g_00015
OG0000365	Prai.g_00020	Prag.g_00020
OG0000366	Prai.g_00021	Prag.g_00021
OG0000367	Prai.g_00022	Prag.g_00022
OG0000368	Prai.g_00024	Prag.g_00024
OG0000369	Prai.g_00025	Prag.g_00025
OG0000370	Prai.g_00026	Prag.g_00026
OG0000371	Prai.g_00032	Prag.g_00032
OG0000372	Prai.g_00035	Prag.g_00035
OG0000373	Prai.g_00036	Prag.g_00036
OG0000374	Prai.g_00037	Prag.g_00037
OG0000375	Prai.g_00047	Prag.g_00040
OG0000376	Prai.g_00049	Prag.g_00042
OG0000377	Prai.g_00052	Prag.g_00045
OG0000378	Prai.g_00054	Prag.g_00047
OG0000379	Prai.g_00057	Prag.g_00050
OG0000380	Prai.g_00066	Prag.g_00060
OG0000381	Prai.g_00070	Prag.g_00064
OG0000382	Prai.g_00081	Prag.g_00075
OG0000383	Prai.g_00083	Prag.g_00077
OG0000384	Prai.g_00084	Prag.g_00078
OG0000385	Prai.g_00085	Prag.g_00079
OG0000386	Prai.g_00086	Prag.g_00080
OG0000387	Prai.g_00099	Prag.g_00092
OG0000388	Prai.g_00102	Prag.g_00095
OG0000389	Prai.g_00106	Prag.g_00099
OG0000390	Prai.g_00113	Prag.g_00106
OG0000391	Prai.g_00116	Prag.g_00109
OG0000392	Prai.g_00120	Prag.g_00113
OG0000393	Prai.g_00122	Prag.g_00115
OG0000394	Prai.g_00123	Prag.g_00116
OG0000395	Prai.g_00124	Prag.g_00117
OG0000396	Prai.g_00127	Prag.g_00120
OG0000397	Prai.g_00129	Prag.g_00122
OG0000398	Prai.g_00131	Prag.g_00124
OG0000399	Prai.g_00132	Prag.g_00125
OG0000400	Prai.g_00133	Prag.g_00126
OG0000401	Prai.g_00134	Prag.g_00127
OG0000402	Prai.g_00136	Prag.g_00129
OG0000403	Prai.g_00137	Prag.g_00130
OG0000404	Prai.g_00138	Prag.g_00131
OG0000405	Prai.g_00142	Prag.g_00135
OG0000406	Prai.g_00158	Prag.g_00140
OG0000407	Prai.g_00159	Prag.g_00141
OG0000408	Prai.g_00161	Prag.g_00143
OG0000409	Prai.g_00163	Prag.g_00145
OG0000410	Prai.g_00164	Prag.g_00146
OG0000411	Prai.g_00165	Prag.g_00147
OG0000412	Prai.g_00166	Prag.g_00148
OG0000413	Prai.g_00167	Prag.g_00149
OG0000414	Prai.g_00168	Prag.g_00150
OG0000415	Prai.g_00169	Prag.g_00151
OG0000416	Prai.g_00170	Prag.g_00152
OG0000417	Prai.g_00171	Prag.g_00153
OG0000418	Prai.g_00176	Prag.g_00158
OG0000419	Prai.g_00178	Prag.g_00160
OG0000420	Prai.g_00179	Prag.g_00161
OG0000421	Prai.g_00184	Prag.g_00166
OG0000422	Prai.g_00185	Prag.g_00167
OG0000423	Prai.g_00186	Prag.g_00168
OG0000424	Prai.g_00187	Prag.g_00169
OG0000425	Prai.g_00188	Prag.g_00170
OG0000426	Prai.g_00189	Prag.g_00171
OG0000427	Prai.g_00190	Prag.g_00172
OG0000428	Prai.g_00192	Prag.g_00174
OG0000429	Prai.g_00193	Prag.g_00175
OG0000430	Prai.g_00194	Prag.g_00176
OG0000431	Prai.g_00196	Prag.g_00178
OG0000432	Prai.g_00199	Prag.g_00181
OG0000433	Prai.g_00200	Prag.g_00182
OG0000434	Prai.g_00201	Prag.g_00183
OG0000435	Prai.g_00202	Prag.g_00184
OG0000436	Prai.g_00207	Prag.g_00189
OG0000437	Prai.g_00208	Prag.g_00190
OG0000438	Prai.g_00209	Prag.g_00191
OG0000439	Prai.g_00211	Prag.g_00193
OG0000440	Prai.g_00212	Prag.g_00194
OG0000441	Prai.g_00215	Prag.g_00197
OG0000442	Prai.g_00216	Prag.g_00198
OG0000443	Prai.g_00217	Prag.g_00199
OG0000444	Prai.g_00222	Prag.g_00204
OG0000445	Prai.g_00223	Prag.g_00205
OG0000446	Prai.g_00224	Prag.g_00206
OG0000447	Prai.g_00225	Prag.g_00207
OG0000448	Prai.g_00226	Prag.g_00208
OG0000449	Prai.g_00227	Prag.g_00209
OG0000450	Prai.g_00228	Prag.g_00210
OG0000451	Prai.g_00229	Prag.g_00211
OG0000452	Prai.g_00232	Prag.g_00214
OG0000453	Prai.g_00233	Prag.g_00215
OG0000454	Prai.g_00234	Prag.g_00216
OG0000455	Prai.g_00235	Prag.g_00217
OG0000456	Prai.g_00236	Prag.g_00218
OG0000457	Prai.g_00237	Prag.g_00219
OG0000458	Prai.g_00238	Prag.g_00220
OG0000459	Prai.g_00239	Prag.g_00221
OG0000460	Prai.g_00246	Prag.g_00228
OG0000461	Prai.g_00255	Prag.g_00235
OG0000462	Prai.g_00257	Prag.g_00237
OG0000463	Prai.g_00258	Prag.g_00238
OG0000464	Prai.g_00259	Prag.g_00239
OG0000465	Prai.g_00260	Prag.g_00240
OG0000466	Prai.g_00263	Prag.g_00243
OG0000467	Prai.g_00264	Prag.g_00244
OG0000468	Prai.g_00266	Prag.g_00245
OG0000469	Prai.g_00275	Prag.g_00253
OG0000470	Prai.g_00277	Prag.g_00255
OG0000471	Prai.g_00278	Prag.g_00256
OG0000472	Prai.g_00279	Prag.g_00257
OG0000473	Prai.g_00281	Prag.g_00259
OG0000474	Prai.g_00282	Prag.g_00260
OG0000475	Prai.g_00283	Prag.g_00261
OG0000476	Prai.g_00284	Prag.g_00262
OG0000477	Prai.g_00288	Prag.g_00266
OG0000478	Prai.g_00289	Prag.g_00267
OG0000479	Prai.g_00290	Prag.g_00268
OG0000480	Prai.g_00295	Prag.g_00273
OG0000481	Prai.g_00297	Prag.g_00275
OG0000482	Prai.g_00298	Prag.g_00276
OG0000483	Prai.g_00301	Prag.g_00279
OG0000484	Prai.g_00302	Prag.g_00280
OG0000485	Prai.g_00303	Prag.g_00281
OG0000486	Prai.g_00304	Prag.g_00282
OG0000487	Prai.g_00308	Prag.g_00286
OG0000488	Prai.g_00311	Prag.g_00289
OG0000489	Prai.g_00316	Prag.g_00294
OG0000490	Prai.g_00321	Prag.g_00299
OG0000491	Prai.g_00322	Prag.g_00300
OG0000492	Prai.g_00324	Prag.g_00302
OG0000493	Prai.g_00325	Prag.g_00303
OG0000494	Prai.g_00326	Prag.g_00304
OG0000495	Prai.g_00327	Prag.g_00305
OG0000496	Prai.g_00328	Prag.g_00306
OG0000497	Prai.g_00329	Prag.g_00307
OG0000498	Prai.g_00330	Prag.g_00308
OG0000499	Prai.g_00331	Prag.g_00309
OG0000500	Prai.g_00332	Prag.g_00310
OG0000501	Prai.g_00334	Prag.g_00312
OG0000502	Prai.g_00337	Prag.g_00315
OG0000503	Prai.g_00347	Prag.g_00329
OG0000504	Prai.g_00348	Prag.g_00330
OG0000505	Prai.g_00349	Prag.g_00331
OG0000506	Prai.g_00351	Prag.g_00333
OG0000507	Prai.g_00354	Prag.g_00336
OG0000508	Prai.g_00357	Prag.g_00339
OG0000509	Prai.g_00359	Prag.g_00341
OG0000510	Prai.g_00360	Prag.g_00342
OG0000511	Prai.g_00361	Prag.g_00343
OG0000512	Prai.g_00363	Prag.g_00345
OG0000513	Prai.g_00370	Prag.g_00352
OG0000514	Prai.g_00462	Prag.g_00410
OG0000515	Prai.g_00463	Prag.g_00411
OG0000516	Prai.g_00464	Prag.g_00412
OG0000517	Prai.g_00466	Prag.g_00414
OG0000518	Prai.g_00477	Prag.g_00425
OG0000519	Prai.g_00478	Prag.g_00426
OG0000520	Prai.g_00479	Prag.g_00427
OG0000521	Prai.g_00484	Prag.g_00432
OG0000522	Prai.g_00486	Prag.g_00434
OG0000523	Prai.g_00487	Prag.g_00435
OG0000524	Prai.g_00492	Prag.g_00440
OG0000525	Prai.g_00495	Prag.g_00443
OG0000526	Prai.g_00496	Prag.g_00444
OG0000527	Prai.g_00503	Prag.g_00452
OG0000528	Prai.g_00508	Prag.g_00457
OG0000529	Prai.g_00511	Prag.g_00460
OG0000530	Prai.g_00514	Prag.g_00463
OG0000531	Prai.g_00515	Prag.g_00464
OG0000532	Prai.g_00517	Prag.g_00466
OG0000533	Prai.g_00518	Prag.g_00467
OG0000534	Prai.g_00519	Prag.g_00468
OG0000535	Prai.g_00520	Prag.g_00469
OG0000536	Prai.g_00521	Prag.g_00470
OG0000537	Prai.g_00522	Prag.g_00471
OG0000538	Prai.g_00530	Prag.g_00479
OG0000539	Prai.g_00531	Prag.g_00480
OG0000540	Prai.g_00532	Prag.g_00481
OG0000541	Prai.g_00533	Prag.g_00482
OG0000542	Prai.g_00535	Prag.g_00484
OG0000543	Prai.g_00537	Prag.g_00486
OG0000544	Prai.g_00538	Prag.g_00487
OG0000545	Prai.g_00540	Prag.g_00489
OG0000546	Prai.g_00543	Prag.g_00492
OG0000547	Prai.g_00544	Prag.g_00494
OG0000548	Prai.g_00545	Prag.g_00495
OG0000549	Prai.g_00547	Prag.g_00497
OG0000550	Prai.g_00552	Prag.g_00502
OG0000551	Prai.g_00555	Prag.g_00506
OG0000552	Prai.g_00556	Prag.g_00507
OG0000553	Prai.g_00557	Prag.g_00508
OG0000554	Prai.g_00562	Prag.g_00513
