Orthogroup	Prai	Pray
OG0000037	Prai.g_00109	Pray.g_00180
OG0000038	Prai.g_01890	Pray.g_01415
OG0000039	Prai.g_00715	Pray.g_01077
OG0000042	Prai.g_01845	Pray.g_01371
OG0000043	Prai.g_00910	Pray.g_01924
OG0000043	Prai.g_01064	Pray.g_00420
OG0000045	Prai.g_00384	Pray.g_00849
OG0000047	Prai.g_00343	Pray.g_00808
OG0000047	Prai.g_00424	Pray.g_00897
OG0000048	Prai.g_00387	Pray.g_00852
OG0000049	Prai.g_00394	Pray.g_00862
OG0000049	Prai.g_01246	Pray.g_00265
OG0000049	Prai.g_00437	Pray.g_00885
OG0000050	Prai.g_01233	Pray.g_00883
OG0000050	Prai.g_01093	Pray.g_00619
OG0000051	Prai.g_00434	Pray.g_01894
OG0000052	Prai.g_00154	Pray.g_01793
OG0000053	Prai.g_01483	Pray.g_01702
OG0000054	Prai.g_00634	Pray.g_01157
OG0000055	Prai.g_00866	Pray.g_00329
OG0000057	Prai.g_00727	Pray.g_01065
OG0000058	Prai.g_01859	Pray.g_01786
OG0000059	Prai.g_01425	Pray.g_01761
OG0000059	Prai.g_01725	Pray.g_01258
OG0000061	Prai.g_01171	Pray.g_00064
OG0000062	Prai.g_01540	Pray.g_01644
OG0000063	Prai.g_00033	Pray.g_01495
OG0000065	Prai.g_00107	Pray.g_00182
OG0000066	Prai.g_00567	Pray.g_01222
OG0000067	Prai.g_00848	Pray.g_00348
OG0000068	Prai.g_01370	Pray.g_01829
OG0000069	Prai.g_01579	Pray.g_01609
OG0000070	Prai.g_00481	Pray.g_00940
OG0000071	Prai.g_01335	Pray.g_01870
OG0000072	Prai.g_00182	Pray.g_00652
OG0000073	Prai.g_00529	Pray.g_00990
OG0000074	Prai.g_00711	Pray.g_01081
OG0000075	Prai.g_01814	Pray.g_01339
OG0000076	Prai.g_01838	Pray.g_01364
OG0000077	Prai.g_00078	Pray.g_00211
OG0000078	Prai.g_00250	Pray.g_00720
OG0000079	Prai.g_00265	Pray.g_00733
OG0000081	Prai.g_00559	Pray.g_01022
OG0000082	Prai.g_00613	Pray.g_01177
OG0000083	Prai.g_01313	Pray.g_01891
OG0000083	Prai.g_00441	Pray.g_00277
OG0000084	Prai.g_01459	Pray.g_01726
OG0000085	Prai.g_01631	Pray.g_01566
OG0000086	Prai.g_00088	Pray.g_00201
OG0000087	Prai.g_00139	Pray.g_00150
OG0000088	Prai.g_00177	Pray.g_00647
OG0000089	Prai.g_00368	Pray.g_00834
OG0000090	Prai.g_00561	Pray.g_01024, Pray.g_01228
OG0000091	Prai.g_00671	Pray.g_01121
OG0000092	Prai.g_01041	Pray.g_00457
OG0000093	Prai.g_01021	Pray.g_00479
OG0000094	Prai.g_00937	Pray.g_00565
OG0000095	Prai.g_00918	Pray.g_00584
OG0000097	Prai.g_01214	Pray.g_00022
OG0000098	Prai.g_01353	Pray.g_01847
OG0000099	Prai.g_01393	Pray.g_01788
OG0000100	Prai.g_01536	Pray.g_01648
OG0000101	Prai.g_01782	Pray.g_01306
OG0000102	Prai.g_01843	Pray.g_01369
OG0000103	Prai.g_01923	Pray.g_01449
OG0000104	Prai.g_01932	Pray.g_01457
OG0000105	Prai.g_00286, Prai.g_00287	Pray.g_00753
OG0000106	Prai.g_00383	Pray.g_00848
OG0000107	Prai.g_00397	Pray.g_00864
OG0000108	Prai.g_00510	Pray.g_00970
OG0000109	Prai.g_00524	Pray.g_00984
OG0000110	Prai.g_00603	Pray.g_01187
OG0000111	Prai.g_00728	Pray.g_01064
OG0000112	Prai.g_00882	Pray.g_00313
OG0000113	Prai.g_00825	Pray.g_00370
OG0000114	Prai.g_01046	Pray.g_00452
OG0000115	Prai.g_01119	Pray.g_00126
OG0000116	Prai.g_01162	Pray.g_00074
OG0000117	Prai.g_01273	Pray.g_01927
OG0000118	Prai.g_01347	Pray.g_01858
OG0000119	Prai.g_01366	Pray.g_01833
OG0000120	Prai.g_01443	Pray.g_01808
OG0000121	Prai.g_01465	Pray.g_01720
OG0000123	Prai.g_01789	Pray.g_01313
OG0000124	Prai.g_01854	Pray.g_01380
OG0000125	Prai.g_01892	Pray.g_01417
OG0000126	Prai.g_01931	Pray.g_01456
OG0000128	Prai.g_00011	Pray.g_01473
OG0000129	Prai.g_00051	Pray.g_00239
OG0000130	Prai.g_00069	Pray.g_00220
OG0000131	Prai.g_00156	Pray.g_00144
OG0000132	Prai.g_00175	Pray.g_00645
OG0000133	Prai.g_00335	Pray.g_00800
OG0000134	Prai.g_00369	Pray.g_00835
OG0000135	Prai.g_00393	Pray.g_00861
OG0000136	Prai.g_00472	Pray.g_00931
OG0000137	Prai.g_00505	Pray.g_00965
OG0000138	Prai.g_00525	Pray.g_00985
OG0000139	Prai.g_00565	Pray.g_01224
OG0000140	Prai.g_00566	Pray.g_01223
OG0000141	Prai.g_00635	Pray.g_01156
OG0000142	Prai.g_00664	Pray.g_01128
OG0000143	Prai.g_00668	Pray.g_01124
OG0000144	Prai.g_00681	Pray.g_01111
OG0000145	Prai.g_00883	Pray.g_00306
OG0000146	Prai.g_00881	Pray.g_00314
OG0000147	Prai.g_00880	Pray.g_00315
OG0000148	Prai.g_00831	Pray.g_00364
OG0000149	Prai.g_00800	Pray.g_00395
OG0000150	Prai.g_00792	Pray.g_00403
OG0000151	Prai.g_01036	Pray.g_00462
OG0000152	Prai.g_00989	Pray.g_00511
OG0000153	Prai.g_00970	Pray.g_00530
OG0000154	Prai.g_00943	Pray.g_00558
OG0000155	Prai.g_01191	Pray.g_00043
OG0000156	Prai.g_01323	Pray.g_01881
OG0000157	Prai.g_01324	Pray.g_01880
OG0000158	Prai.g_01392	Pray.g_01787
OG0000159	Prai.g_01321, Prai.g_01390	Pray.g_01785
OG0000160	Prai.g_01464	Pray.g_01721
OG0000161	Prai.g_01470	Pray.g_01715
OG0000162	Prai.g_01476	Pray.g_01709
OG0000163	Prai.g_01509	Pray.g_01675
OG0000164	Prai.g_01662	Pray.g_01535
OG0000165	Prai.g_01669	Pray.g_01528
OG0000166	Prai.g_01740	Pray.g_01270
OG0000167	Prai.g_01812	Pray.g_01337
OG0000168	Prai.g_01822	Pray.g_01347
OG0000169	Prai.g_01832	Pray.g_01357
OG0000170	Prai.g_01834	Pray.g_01359
OG0000171	Prai.g_01853	Pray.g_01379
OG0000172	Prai.g_01863	Pray.g_01388
OG0000173	Prai.g_01878	Pray.g_01403
OG0000174	Prai.g_01905	Pray.g_01431
OG0000175	Prai.g_01915	Pray.g_01441
OG0000176	Prai.g_00004	Pray.g_01465, Pray.g_01466
OG0000177	Prai.g_00005	Pray.g_01467
OG0000178	Prai.g_00006	Pray.g_01468
OG0000179	Prai.g_00016	Pray.g_01478
OG0000180	Prai.g_00017	Pray.g_01479
OG0000181	Prai.g_00018	Pray.g_01480
OG0000182	Prai.g_00019	Pray.g_01481
OG0000183	Prai.g_00023	Pray.g_01485
OG0000184	Prai.g_00053	Pray.g_00237
OG0000185	Prai.g_00056	Pray.g_00234
OG0000186	Prai.g_00064	Pray.g_00225
OG0000187	Prai.g_00065	Pray.g_00224
OG0000188	Prai.g_00082	Pray.g_00207
OG0000189	Prai.g_00096	Pray.g_00193
OG0000190	Prai.g_00097	Pray.g_00192
OG0000191	Prai.g_00117	Pray.g_00172
OG0000192	Prai.g_00121	Pray.g_00168
OG0000193	Prai.g_00157	Pray.g_00143
OG0000194	Prai.g_00160	Pray.g_00140
OG0000195	Prai.g_00162	Pray.g_00138
OG0000196	Prai.g_00172	Pray.g_00642
OG0000197	Prai.g_00173	Pray.g_00643
OG0000198	Prai.g_00174	Pray.g_00644
OG0000199	Prai.g_00181	Pray.g_00651
OG0000200	Prai.g_00195	Pray.g_00665
OG0000201	Prai.g_00203	Pray.g_00673
OG0000202	Prai.g_00204	Pray.g_00674
OG0000203	Prai.g_00205	Pray.g_00675
OG0000204	Prai.g_00206	Pray.g_00676
OG0000205	Prai.g_00213	Pray.g_00683
OG0000206	Prai.g_00218	Pray.g_00688
OG0000207	Prai.g_00220	Pray.g_00690
OG0000208	Prai.g_00221	Pray.g_00691
OG0000209	Prai.g_00230	Pray.g_00700
OG0000210	Prai.g_00231	Pray.g_00701
OG0000211	Prai.g_00244	Pray.g_00714
OG0000212	Prai.g_00251	Pray.g_00721
OG0000213	Prai.g_00270	Pray.g_00738
OG0000214	Prai.g_00280	Pray.g_00747
OG0000215	Prai.g_00305	Pray.g_00771
OG0000216	Prai.g_00307	Pray.g_00772
OG0000217	Prai.g_00310	Pray.g_00775
OG0000218	Prai.g_00312	Pray.g_00777
OG0000219	Prai.g_00313	Pray.g_00778
OG0000220	Prai.g_00314	Pray.g_00779
OG0000221	Prai.g_00315	Pray.g_00780
OG0000222	Prai.g_00323	Pray.g_00788
OG0000223	Prai.g_00336	Pray.g_00801
OG0000224	Prai.g_00338	Pray.g_00803
OG0000225	Prai.g_00358	Pray.g_00824
OG0000226	Prai.g_00362	Pray.g_00828
OG0000227	Prai.g_00364	Pray.g_00830
OG0000228	Prai.g_00367	Pray.g_00833
OG0000229	Prai.g_00467	Pray.g_00926
OG0000230	Prai.g_00469	Pray.g_00928
OG0000231	Prai.g_00480	Pray.g_00939
OG0000232	Prai.g_00489	Pray.g_00948
OG0000233	Prai.g_00494	Pray.g_00953
OG0000234	Prai.g_00506	Pray.g_00966
OG0000235	Prai.g_00509	Pray.g_00969
OG0000236	Prai.g_00523	Pray.g_00983
OG0000237	Prai.g_00536	Pray.g_00997
OG0000238	Prai.g_00542	Pray.g_01003
OG0000239	Prai.g_00553	Pray.g_01016
OG0000240	Prai.g_00554	Pray.g_01017
OG0000241	Prai.g_00558	Pray.g_01021
OG0000242	Prai.g_00560	Pray.g_01023
OG0000243	Prai.g_00571	Pray.g_01218
OG0000244	Prai.g_00574	Pray.g_01215
OG0000245	Prai.g_00576	Pray.g_01213
OG0000246	Prai.g_00580	Pray.g_01209
OG0000247	Prai.g_00590	Pray.g_01199
OG0000248	Prai.g_00593	Pray.g_01197
OG0000249	Prai.g_00595	Pray.g_01195
OG0000250	Prai.g_00600	Pray.g_01190
OG0000251	Prai.g_00619	Pray.g_01172
OG0000252	Prai.g_00622	Pray.g_01169
OG0000253	Prai.g_00623	Pray.g_01168
OG0000254	Prai.g_00639	Pray.g_01152
OG0000255	Prai.g_00645	Pray.g_01146
OG0000256	Prai.g_00656	Pray.g_01136
OG0000257	Prai.g_00659	Pray.g_01133
OG0000258	Prai.g_00672	Pray.g_01120
OG0000259	Prai.g_00689	Pray.g_01103
OG0000260	Prai.g_00692	Pray.g_01100
OG0000261	Prai.g_00694	Pray.g_01098
OG0000262	Prai.g_00698	Pray.g_01094
OG0000263	Prai.g_00710	Pray.g_01082
OG0000264	Prai.g_00720	Pray.g_01072
OG0000265	Prai.g_00748	Pray.g_01040
OG0000266	Prai.g_00758	Pray.g_01030
OG0000267	Prai.g_00769	Pray.g_00274
OG0000268	Prai.g_00770	Pray.g_00275
OG0000269	Prai.g_00853	Pray.g_00343
OG0000270	Prai.g_00850	Pray.g_00346
OG0000271	Prai.g_00842	Pray.g_00354
OG0000272	Prai.g_00840, Prai.g_00841	Pray.g_00355
OG0000273	Prai.g_00817	Pray.g_00378
OG0000274	Prai.g_00816	Pray.g_00379
OG0000275	Prai.g_00741, Prai.g_00813	Pray.g_00382
OG0000276	Prai.g_00808	Pray.g_00387
OG0000277	Prai.g_00807	Pray.g_00388
OG0000278	Prai.g_00804	Pray.g_00391
OG0000279	Prai.g_00797	Pray.g_00398
OG0000280	Prai.g_00796	Pray.g_00399
OG0000281	Prai.g_00791	Pray.g_00404
OG0000282	Prai.g_01044	Pray.g_00454
OG0000283	Prai.g_01012	Pray.g_00488
OG0000284	Prai.g_01007	Pray.g_00493
OG0000285	Prai.g_01002	Pray.g_00498
OG0000286	Prai.g_00990	Pray.g_00510
OG0000287	Prai.g_00973	Pray.g_00527
OG0000288	Prai.g_00944	Pray.g_00557
OG0000289	Prai.g_00934	Pray.g_00568
OG0000290	Prai.g_00921	Pray.g_00581
OG0000291	Prai.g_00919	Pray.g_00583
OG0000292	Prai.g_01107	Pray.g_00632
OG0000293	Prai.g_01163	Pray.g_00073
OG0000294	Prai.g_01164	Pray.g_00072
OG0000295	Prai.g_01183	Pray.g_00051
OG0000296	Prai.g_01185	Pray.g_00049
OG0000297	Prai.g_01193	Pray.g_00041
OG0000298	Prai.g_01194	Pray.g_00040
OG0000299	Prai.g_01213	Pray.g_00023
OG0000300	Prai.g_01216	Pray.g_00020
OG0000301	Prai.g_01217	Pray.g_00019
OG0000302	Prai.g_01219	Pray.g_00017
OG0000303	Prai.g_01226	Pray.g_00010
OG0000304	Prai.g_01230	Pray.g_00006
OG0000305	Prai.g_01362	Pray.g_01837
OG0000306	Prai.g_01365	Pray.g_01834
OG0000307	Prai.g_01379	Pray.g_01820
OG0000308	Prai.g_01380	Pray.g_01819
OG0000309	Prai.g_01384	Pray.g_01815
OG0000310	Prai.g_01448	Pray.g_01737
OG0000311	Prai.g_01450	Pray.g_01735
OG0000312	Prai.g_01453	Pray.g_01732
OG0000313	Prai.g_01467	Pray.g_01718
OG0000314	Prai.g_01489	Pray.g_01695
OG0000315	Prai.g_01499	Pray.g_01685
OG0000316	Prai.g_01519	Pray.g_01665
OG0000317	Prai.g_01636	Pray.g_01561
OG0000318	Prai.g_01639	Pray.g_01558
OG0000319	Prai.g_01652	Pray.g_01545
OG0000320	Prai.g_01654	Pray.g_01543
OG0000321	Prai.g_01655	Pray.g_01542
OG0000322	Prai.g_01656	Pray.g_01541
OG0000323	Prai.g_01665	Pray.g_01532
OG0000324	Prai.g_01691	Pray.g_01506
OG0000325	Prai.g_01702	Pray.g_01235
OG0000326	Prai.g_01708	Pray.g_01241
OG0000327	Prai.g_01735	Pray.g_01265
OG0000328	Prai.g_01736	Pray.g_01266
OG0000329	Prai.g_01754	Pray.g_01283
OG0000330	Prai.g_01755	Pray.g_01284
OG0000331	Prai.g_01756	Pray.g_01285
OG0000332	Prai.g_01770	Pray.g_01299
OG0000333	Prai.g_01777	Pray.g_01301
OG0000334	Prai.g_01785	Pray.g_01309
OG0000335	Prai.g_01790	Pray.g_01314
OG0000336	Prai.g_01794	Pray.g_01318
OG0000337	Prai.g_01810	Pray.g_01335
OG0000338	Prai.g_01811	Pray.g_01336
OG0000339	Prai.g_01815	Pray.g_01340
OG0000340	Prai.g_01823	Pray.g_01348
OG0000341	Prai.g_01825	Pray.g_01350
OG0000342	Prai.g_01826	Pray.g_01351
OG0000343	Prai.g_01827	Pray.g_01352
OG0000344	Prai.g_01830	Pray.g_01355
OG0000345	Prai.g_01835	Pray.g_01360
OG0000346	Prai.g_01839	Pray.g_01365
OG0000347	Prai.g_01855	Pray.g_01381
OG0000348	Prai.g_01866	Pray.g_01391
OG0000349	Prai.g_01883	Pray.g_01408
OG0000350	Prai.g_01901	Pray.g_01427
OG0000351	Prai.g_01918	Pray.g_01444
OG0000352	Prai.g_01919	Pray.g_01445
OG0000353	Prai.g_01935	Pray.g_01460
OG0000355	Prai.g_00001	Pray.g_01462
OG0000356	Prai.g_00002	Pray.g_01463
OG0000357	Prai.g_00003	Pray.g_01464
OG0000358	Prai.g_00007	Pray.g_01469
OG0000359	Prai.g_00008	Pray.g_01470
OG0000360	Prai.g_00009	Pray.g_01471
OG0000361	Prai.g_00010	Pray.g_01472
OG0000362	Prai.g_00012	Pray.g_01474
OG0000363	Prai.g_00014	Pray.g_01476
OG0000364	Prai.g_00015	Pray.g_01477
OG0000365	Prai.g_00020	Pray.g_01482
OG0000366	Prai.g_00021	Pray.g_01483
OG0000367	Prai.g_00022	Pray.g_01484
OG0000368	Prai.g_00024	Pray.g_01486
OG0000369	Prai.g_00025	Pray.g_01487
OG0000370	Prai.g_00026	Pray.g_01488
OG0000371	Prai.g_00032	Pray.g_01494
OG0000372	Prai.g_00035	Pray.g_01497
OG0000373	Prai.g_00036	Pray.g_01498
OG0000374	Prai.g_00037	Pray.g_01499
OG0000375	Prai.g_00047	Pray.g_00243
OG0000376	Prai.g_00049	Pray.g_00241
OG0000377	Prai.g_00052	Pray.g_00238
OG0000378	Prai.g_00054	Pray.g_00236
OG0000379	Prai.g_00057	Pray.g_00233
OG0000380	Prai.g_00066	Pray.g_00223
OG0000381	Prai.g_00070	Pray.g_00219
OG0000382	Prai.g_00081	Pray.g_00208
OG0000383	Prai.g_00083	Pray.g_00206
OG0000384	Prai.g_00084	Pray.g_00205
OG0000385	Prai.g_00085	Pray.g_00204
OG0000386	Prai.g_00086	Pray.g_00203
OG0000387	Prai.g_00099	Pray.g_00190
OG0000388	Prai.g_00102	Pray.g_00187
OG0000389	Prai.g_00106	Pray.g_00183
OG0000390	Prai.g_00113	Pray.g_00176
OG0000391	Prai.g_00116	Pray.g_00173
OG0000392	Prai.g_00120	Pray.g_00169
OG0000393	Prai.g_00122	Pray.g_00167
OG0000394	Prai.g_00123	Pray.g_00166
OG0000395	Prai.g_00124	Pray.g_00165
OG0000396	Prai.g_00127	Pray.g_00162
OG0000397	Prai.g_00129	Pray.g_00160
OG0000398	Prai.g_00131	Pray.g_00158
OG0000399	Prai.g_00132	Pray.g_00157
OG0000400	Prai.g_00133	Pray.g_00156
OG0000401	Prai.g_00134	Pray.g_00155
OG0000402	Prai.g_00136	Pray.g_00153
OG0000403	Prai.g_00137	Pray.g_00152
OG0000404	Prai.g_00138	Pray.g_00151
OG0000405	Prai.g_00142	Pray.g_00147
OG0000406	Prai.g_00158	Pray.g_00142
OG0000407	Prai.g_00159	Pray.g_00141
OG0000408	Prai.g_00161	Pray.g_00139
OG0000409	Prai.g_00163	Pray.g_00137
OG0000410	Prai.g_00164	Pray.g_00136
OG0000411	Prai.g_00165	Pray.g_00635
OG0000412	Prai.g_00166	Pray.g_00636
OG0000413	Prai.g_00167	Pray.g_00637
OG0000414	Prai.g_00168	Pray.g_00638
OG0000415	Prai.g_00169	Pray.g_00639
OG0000416	Prai.g_00170	Pray.g_00640
OG0000417	Prai.g_00171	Pray.g_00641
OG0000418	Prai.g_00176	Pray.g_00646
OG0000419	Prai.g_00178	Pray.g_00648
OG0000420	Prai.g_00179	Pray.g_00649
OG0000421	Prai.g_00184	Pray.g_00654
OG0000422	Prai.g_00185	Pray.g_00655
OG0000423	Prai.g_00186	Pray.g_00656
OG0000424	Prai.g_00187	Pray.g_00657
OG0000425	Prai.g_00188	Pray.g_00658
OG0000426	Prai.g_00189	Pray.g_00659
OG0000427	Prai.g_00190	Pray.g_00660
OG0000428	Prai.g_00192	Pray.g_00662
OG0000429	Prai.g_00193	Pray.g_00663
OG0000430	Prai.g_00194	Pray.g_00664
OG0000431	Prai.g_00196	Pray.g_00666
OG0000432	Prai.g_00199	Pray.g_00669
OG0000433	Prai.g_00200	Pray.g_00670
OG0000434	Prai.g_00201	Pray.g_00671
OG0000435	Prai.g_00202	Pray.g_00672
OG0000436	Prai.g_00207	Pray.g_00677
OG0000437	Prai.g_00208	Pray.g_00678
OG0000438	Prai.g_00209	Pray.g_00679
OG0000439	Prai.g_00211	Pray.g_00681
OG0000440	Prai.g_00212	Pray.g_00682
OG0000441	Prai.g_00215	Pray.g_00685
OG0000442	Prai.g_00216	Pray.g_00686
OG0000443	Prai.g_00217	Pray.g_00687
OG0000444	Prai.g_00222	Pray.g_00692
OG0000445	Prai.g_00223	Pray.g_00693
OG0000446	Prai.g_00224	Pray.g_00694
OG0000447	Prai.g_00225	Pray.g_00695
OG0000448	Prai.g_00226	Pray.g_00696
OG0000449	Prai.g_00227	Pray.g_00697
OG0000450	Prai.g_00228	Pray.g_00698
OG0000451	Prai.g_00229	Pray.g_00699
OG0000452	Prai.g_00232	Pray.g_00702
OG0000453	Prai.g_00233	Pray.g_00703
OG0000454	Prai.g_00234	Pray.g_00704
OG0000455	Prai.g_00235	Pray.g_00705
OG0000456	Prai.g_00236	Pray.g_00706
OG0000457	Prai.g_00237	Pray.g_00707
OG0000458	Prai.g_00238	Pray.g_00708
OG0000459	Prai.g_00239	Pray.g_00709
OG0000460	Prai.g_00246	Pray.g_00716
OG0000461	Prai.g_00255	Pray.g_00723
OG0000462	Prai.g_00257	Pray.g_00725
OG0000463	Prai.g_00258	Pray.g_00726
OG0000464	Prai.g_00259	Pray.g_00727
OG0000465	Prai.g_00260	Pray.g_00728
OG0000466	Prai.g_00263	Pray.g_00731
OG0000467	Prai.g_00264	Pray.g_00732
OG0000468	Prai.g_00266	Pray.g_00734
OG0000469	Prai.g_00275	Pray.g_00742
OG0000470	Prai.g_00277	Pray.g_00744
OG0000471	Prai.g_00278	Pray.g_00745
OG0000472	Prai.g_00279	Pray.g_00746
OG0000473	Prai.g_00281	Pray.g_00748
OG0000474	Prai.g_00282	Pray.g_00749
OG0000475	Prai.g_00283	Pray.g_00750
OG0000476	Prai.g_00284	Pray.g_00751
OG0000477	Prai.g_00288	Pray.g_00754
OG0000478	Prai.g_00289	Pray.g_00755
OG0000479	Prai.g_00290	Pray.g_00756
OG0000480	Prai.g_00295	Pray.g_00761
OG0000481	Prai.g_00297	Pray.g_00763
OG0000482	Prai.g_00298	Pray.g_00764
OG0000483	Prai.g_00301	Pray.g_00767
OG0000484	Prai.g_00302	Pray.g_00768
OG0000485	Prai.g_00303	Pray.g_00769
OG0000486	Prai.g_00304	Pray.g_00770
OG0000487	Prai.g_00308	Pray.g_00773
OG0000488	Prai.g_00311	Pray.g_00776
OG0000489	Prai.g_00316	Pray.g_00781
OG0000490	Prai.g_00321	Pray.g_00786
OG0000491	Prai.g_00322	Pray.g_00787
OG0000492	Prai.g_00324	Pray.g_00789
OG0000493	Prai.g_00325	Pray.g_00790
OG0000494	Prai.g_00326	Pray.g_00791
OG0000495	Prai.g_00327	Pray.g_00792
OG0000496	Prai.g_00328	Pray.g_00793
OG0000497	Prai.g_00329	Pray.g_00794
OG0000498	Prai.g_00330	Pray.g_00795
OG0000499	Prai.g_00331	Pray.g_00796
OG0000500	Prai.g_00332	Pray.g_00797
OG0000501	Prai.g_00334	Pray.g_00799
OG0000502	Prai.g_00337	Pray.g_00802
OG0000503	Prai.g_00347	Pray.g_00812
OG0000504	Prai.g_00348	Pray.g_00813
OG0000505	Prai.g_00349	Pray.g_00814
OG0000506	Prai.g_00351	Pray.g_00816
OG0000507	Prai.g_00354	Pray.g_00819
OG0000508	Prai.g_00357	Pray.g_00823
OG0000509	Prai.g_00359	Pray.g_00825
OG0000510	Prai.g_00360	Pray.g_00826
OG0000511	Prai.g_00361	Pray.g_00827
OG0000512	Prai.g_00363	Pray.g_00829
OG0000513	Prai.g_00370	Pray.g_00836
OG0000514	Prai.g_00462	Pray.g_00921
OG0000515	Prai.g_00463	Pray.g_00922
OG0000516	Prai.g_00464	Pray.g_00923
OG0000517	Prai.g_00466	Pray.g_00925
OG0000518	Prai.g_00477	Pray.g_00936
OG0000519	Prai.g_00478	Pray.g_00937
OG0000520	Prai.g_00479	Pray.g_00938
OG0000521	Prai.g_00484	Pray.g_00943
OG0000522	Prai.g_00486	Pray.g_00945
OG0000523	Prai.g_00487	Pray.g_00946
OG0000524	Prai.g_00492	Pray.g_00951
OG0000525	Prai.g_00495	Pray.g_00954
OG0000526	Prai.g_00496	Pray.g_00955
OG0000527	Prai.g_00503	Pray.g_00963
OG0000528	Prai.g_00508	Pray.g_00968
OG0000529	Prai.g_00511	Pray.g_00971
OG0000530	Prai.g_00514	Pray.g_00974
OG0000531	Prai.g_00515	Pray.g_00975
OG0000532	Prai.g_00517	Pray.g_00977
OG0000533	Prai.g_00518	Pray.g_00978
OG0000534	Prai.g_00519	Pray.g_00979
OG0000535	Prai.g_00520	Pray.g_00980
OG0000536	Prai.g_00521	Pray.g_00981
OG0000537	Prai.g_00522	Pray.g_00982
OG0000538	Prai.g_00530	Pray.g_00991
OG0000539	Prai.g_00531	Pray.g_00992
OG0000540	Prai.g_00532	Pray.g_00993
OG0000541	Prai.g_00533	Pray.g_00994
OG0000542	Prai.g_00535	Pray.g_00996
OG0000543	Prai.g_00537	Pray.g_00998
OG0000544	Prai.g_00538	Pray.g_00999
OG0000545	Prai.g_00540	Pray.g_01001
OG0000546	Prai.g_00543	Pray.g_01004
OG0000547	Prai.g_00544	Pray.g_01006
OG0000548	Prai.g_00545	Pray.g_01007
OG0000549	Prai.g_00547	Pray.g_01009
OG0000550	Prai.g_00552	Pray.g_01014
OG0000551	Prai.g_00555	Pray.g_01018
OG0000552	Prai.g_00556	Pray.g_01019
OG0000553	Prai.g_00557	Pray.g_01020
OG0000554	Prai.g_00562	Pray.g_01227
OG0000555	Prai.g_00570	Pray.g_01219
OG0000556	Prai.g_00572	Pray.g_01217
OG0000557	Prai.g_00573	Pray.g_01216
OG0000558	Prai.g_00575	Pray.g_01214
