Orthogroup	Prai	Prbg
OG0000037	Prai.g_00109	Prbg.g_00881
OG0000038	Prai.g_01890	Prbg.g_01898
OG0000039	Prai.g_00715	Prbg.g_01128
OG0000041	Prai.g_01684	Prbg.g_01697
OG0000042	Prai.g_01845	Prbg.g_01855
OG0000043	Prai.g_00910, Prai.g_01064	Prbg.g_01507
OG0000047	Prai.g_00424	Prbg.g_00143
OG0000048	Prai.g_00387	Prbg.g_00464, Prbg.g_00050
OG0000052	Prai.g_00154	Prbg.g_00569
OG0000053	Prai.g_01483	Prbg.g_00612, Prbg.g_01595
OG0000054	Prai.g_00634	Prbg.g_00326
OG0000055	Prai.g_00866	Prbg.g_01535, Prbg.g_01624
OG0000057	Prai.g_00727	Prbg.g_01143
OG0000058	Prai.g_01859	Prbg.g_00551
OG0000059	Prai.g_01725	Prbg.g_01737
OG0000061	Prai.g_01171	Prbg.g_01486
OG0000062	Prai.g_01540	Prbg.g_00676
OG0000063	Prai.g_01261	Prbg.g_00730
OG0000065	Prai.g_00107	Prbg.g_00879
OG0000066	Prai.g_00567	Prbg.g_00256
OG0000067	Prai.g_00848	Prbg.g_01159
OG0000068	Prai.g_01370	Prbg.g_00529
OG0000069	Prai.g_01579	Prbg.g_00174
OG0000070	Prai.g_00481	Prbg.g_00170
OG0000071	Prai.g_01335	Prbg.g_00477
OG0000072	Prai.g_00182	Prbg.g_00949
OG0000073	Prai.g_00529	Prbg.g_00219
OG0000074	Prai.g_00711	Prbg.g_01123, Prbg.g_01064, Prbg.g_00021
OG0000075	Prai.g_01814	Prbg.g_01821
OG0000076	Prai.g_01838	Prbg.g_01847
OG0000077	Prai.g_00078	Prbg.g_00791
OG0000078	Prai.g_00250	Prbg.g_01022
OG0000079	Prai.g_00265	Prbg.g_01035
OG0000081	Prai.g_00559	Prbg.g_00248
OG0000082	Prai.g_00613	Prbg.g_00304, Prbg.g_01639
OG0000084	Prai.g_01459	Prbg.g_00588
OG0000085	Prai.g_01631	Prbg.g_00716, Prbg.g_01642
OG0000086	Prai.g_00088	Prbg.g_00782
OG0000087	Prai.g_00139	Prbg.g_00913
OG0000088	Prai.g_00177	Prbg.g_00944
OG0000089	Prai.g_00368	Prbg.g_00137
OG0000090	Prai.g_00561	Prbg.g_00250
OG0000091	Prai.g_00671	Prbg.g_01414
OG0000092	Prai.g_01041	Prbg.g_01089
OG0000093	Prai.g_01021	Prbg.g_01385
OG0000094	Prai.g_00937	Prbg.g_01336
OG0000095	Prai.g_00918	Prbg.g_01234
OG0000096	Prai.g_01588	Prbg.g_00032
OG0000097	Prai.g_01214	Prbg.g_01440
OG0000098	Prai.g_01353	Prbg.g_00505
OG0000099	Prai.g_01393	Prbg.g_00552
OG0000100	Prai.g_01536	Prbg.g_00670
OG0000101	Prai.g_01782	Prbg.g_01785
OG0000102	Prai.g_01843	Prbg.g_01852
OG0000103	Prai.g_01923	Prbg.g_01937
OG0000104	Prai.g_01932	Prbg.g_00763
OG0000105	Prai.g_00286, Prai.g_00287	Prbg.g_00053
OG0000106	Prai.g_00383	Prbg.g_00388
OG0000107	Prai.g_00397	Prbg.g_01714
OG0000108	Prai.g_00510	Prbg.g_00199
OG0000109	Prai.g_00524	Prbg.g_00213
OG0000110	Prai.g_00603	Prbg.g_00293
OG0000111	Prai.g_00728	Prbg.g_01144
OG0000112	Prai.g_00882	Prbg.g_00366
OG0000113	Prai.g_00825	Prbg.g_01182
OG0000114	Prai.g_01046	Prbg.g_01084
OG0000115	Prai.g_01119	Prbg.g_01555
OG0000116	Prai.g_01162	Prbg.g_01497
OG0000117	Prai.g_01273	Prbg.g_01459
OG0000118	Prai.g_01347	Prbg.g_00490
OG0000119	Prai.g_01366	Prbg.g_01540, Prbg.g_00688
OG0000120	Prai.g_01443	Prbg.g_00549
OG0000121	Prai.g_01465	Prbg.g_00593
OG0000123	Prai.g_01789	Prbg.g_01792
OG0000124	Prai.g_01854	Prbg.g_01864
OG0000125	Prai.g_01892	Prbg.g_01900
OG0000126	Prai.g_01931	Prbg.g_00762
OG0000128	Prai.g_00011	Prbg.g_00778
OG0000129	Prai.g_00051	Prbg.g_00829
OG0000130	Prai.g_00069	Prbg.g_00800
OG0000131	Prai.g_00156	Prbg.g_00922
OG0000132	Prai.g_00175	Prbg.g_00942
OG0000133	Prai.g_00335	Prbg.g_00100
OG0000134	Prai.g_00369	Prbg.g_00139
OG0000135	Prai.g_00393	Prbg.g_00459
OG0000136	Prai.g_00472	Prbg.g_00161
OG0000137	Prai.g_00505	Prbg.g_00194
OG0000138	Prai.g_00525	Prbg.g_00214
OG0000139	Prai.g_00565	Prbg.g_00254
OG0000140	Prai.g_00566	Prbg.g_00255
OG0000141	Prai.g_00635	Prbg.g_00327
OG0000142	Prai.g_00664	Prbg.g_01422
OG0000143	Prai.g_00668	Prbg.g_01418
OG0000144	Prai.g_00681	Prbg.g_01404
OG0000145	Prai.g_00883	Prbg.g_00461
OG0000146	Prai.g_00881	Prbg.g_00365
OG0000147	Prai.g_00880	Prbg.g_00364
OG0000148	Prai.g_00831	Prbg.g_01176
OG0000149	Prai.g_00800	Prbg.g_01208
OG0000150	Prai.g_00792	Prbg.g_01218
OG0000151	Prai.g_01036	Prbg.g_01094
OG0000152	Prai.g_00989	Prbg.g_01287
OG0000153	Prai.g_00970	Prbg.g_01306
OG0000154	Prai.g_00943	Prbg.g_01326
OG0000155	Prai.g_01191	Prbg.g_01465
OG0000156	Prai.g_01323	Prbg.g_00466
OG0000157	Prai.g_01324	Prbg.g_00467
OG0000158	Prai.g_01392	Prbg.g_01829
OG0000160	Prai.g_01464	Prbg.g_00592
OG0000161	Prai.g_01470	Prbg.g_00598
OG0000162	Prai.g_01476	Prbg.g_00604
OG0000163	Prai.g_01509	Prbg.g_00643
OG0000164	Prai.g_01662	Prbg.g_01674
OG0000165	Prai.g_01669	Prbg.g_01681
OG0000166	Prai.g_01740	Prbg.g_01748
OG0000167	Prai.g_01812	Prbg.g_01819
OG0000168	Prai.g_01822	Prbg.g_01830
OG0000169	Prai.g_01832	Prbg.g_01840
OG0000170	Prai.g_01834	Prbg.g_01843
OG0000171	Prai.g_01853	Prbg.g_01863
OG0000172	Prai.g_01863	Prbg.g_01870
OG0000173	Prai.g_01878	Prbg.g_01885
OG0000174	Prai.g_01905	Prbg.g_01915
OG0000175	Prai.g_01915	Prbg.g_01928
OG0000176	Prai.g_00004	Prbg.g_00771
OG0000177	Prai.g_00005	Prbg.g_00772
OG0000178	Prai.g_00006	Prbg.g_00773
OG0000179	Prai.g_00016	Prbg.g_00858
OG0000180	Prai.g_00017	Prbg.g_00857
OG0000181	Prai.g_00018	Prbg.g_00856
OG0000182	Prai.g_00019	Prbg.g_00855
OG0000183	Prai.g_00023	Prbg.g_00851
OG0000184	Prai.g_00053	Prbg.g_00825
OG0000185	Prai.g_00056	Prbg.g_00822
OG0000186	Prai.g_00064	Prbg.g_00806
OG0000187	Prai.g_00065	Prbg.g_00805
OG0000188	Prai.g_00082	Prbg.g_00788
OG0000189	Prai.g_00096	Prbg.g_00866
OG0000190	Prai.g_00097	Prbg.g_00868
OG0000191	Prai.g_00117	Prbg.g_00891
OG0000192	Prai.g_00121	Prbg.g_00896
OG0000193	Prai.g_00157	Prbg.g_00923
OG0000194	Prai.g_00160	Prbg.g_00926
OG0000195	Prai.g_00162	Prbg.g_00928
OG0000196	Prai.g_00172	Prbg.g_00939
OG0000197	Prai.g_00173	Prbg.g_00940
OG0000198	Prai.g_00174	Prbg.g_00941
OG0000199	Prai.g_00181	Prbg.g_00948
OG0000200	Prai.g_00195	Prbg.g_00962
OG0000201	Prai.g_00203	Prbg.g_00971
OG0000202	Prai.g_00204	Prbg.g_00972
OG0000203	Prai.g_00205	Prbg.g_00973
OG0000204	Prai.g_00206	Prbg.g_00974
OG0000205	Prai.g_00213	Prbg.g_00981
OG0000206	Prai.g_00218	Prbg.g_00986
OG0000207	Prai.g_00220	Prbg.g_00989
OG0000208	Prai.g_00221	Prbg.g_00990
OG0000209	Prai.g_00230	Prbg.g_00999
OG0000210	Prai.g_00231	Prbg.g_01000
OG0000211	Prai.g_00244	Prbg.g_01015
OG0000212	Prai.g_00251	Prbg.g_01023
OG0000213	Prai.g_00270	Prbg.g_01041
OG0000214	Prai.g_00280	Prbg.g_00046
OG0000215	Prai.g_00305	Prbg.g_00073
OG0000216	Prai.g_00307	Prbg.g_00074
OG0000217	Prai.g_00310	Prbg.g_00077
OG0000218	Prai.g_00312	Prbg.g_00079
OG0000219	Prai.g_00313	Prbg.g_00080
OG0000220	Prai.g_00314	Prbg.g_00081
OG0000221	Prai.g_00315	Prbg.g_00082
OG0000222	Prai.g_00323	Prbg.g_00089
OG0000223	Prai.g_00336	Prbg.g_00101
OG0000224	Prai.g_00338	Prbg.g_00103
OG0000225	Prai.g_00358	Prbg.g_00129
OG0000226	Prai.g_00362	Prbg.g_01941
OG0000227	Prai.g_00364	Prbg.g_01943
OG0000228	Prai.g_00367	Prbg.g_00136
OG0000229	Prai.g_00467	Prbg.g_00156
OG0000230	Prai.g_00469	Prbg.g_00158
OG0000231	Prai.g_00480	Prbg.g_00169
OG0000232	Prai.g_00489	Prbg.g_00180
OG0000233	Prai.g_00494	Prbg.g_00186
OG0000234	Prai.g_00506	Prbg.g_00195
OG0000235	Prai.g_00509	Prbg.g_00198
OG0000236	Prai.g_00523	Prbg.g_00212
OG0000237	Prai.g_00536	Prbg.g_00225
OG0000238	Prai.g_00542	Prbg.g_00231
OG0000239	Prai.g_00553	Prbg.g_00242
OG0000240	Prai.g_00554	Prbg.g_00243
OG0000241	Prai.g_00558	Prbg.g_00247
OG0000242	Prai.g_00560	Prbg.g_00249
OG0000243	Prai.g_00571	Prbg.g_00260
OG0000244	Prai.g_00574	Prbg.g_00264
OG0000245	Prai.g_00576	Prbg.g_00266
OG0000246	Prai.g_00580	Prbg.g_00270
OG0000247	Prai.g_00590	Prbg.g_00280
OG0000248	Prai.g_00593	Prbg.g_00283
OG0000249	Prai.g_00595	Prbg.g_00285
OG0000250	Prai.g_00600	Prbg.g_00290
OG0000251	Prai.g_00619	Prbg.g_00310
OG0000252	Prai.g_00622	Prbg.g_00313
OG0000253	Prai.g_00623	Prbg.g_00314
OG0000254	Prai.g_00639	Prbg.g_00331
OG0000255	Prai.g_00645	Prbg.g_00337
OG0000256	Prai.g_00656	Prbg.g_00347
OG0000257	Prai.g_00659	Prbg.g_01427
OG0000258	Prai.g_00672	Prbg.g_01413
OG0000259	Prai.g_00689	Prbg.g_01396
OG0000260	Prai.g_00692	Prbg.g_01393
OG0000261	Prai.g_00694	Prbg.g_01390
OG0000262	Prai.g_00698	Prbg.g_01386
OG0000263	Prai.g_00710	Prbg.g_01122
OG0000264	Prai.g_00720	Prbg.g_01133
OG0000265	Prai.g_00748	Prbg.g_01151
OG0000266	Prai.g_00758	Prbg.g_01367
OG0000267	Prai.g_00769	Prbg.g_01355
OG0000268	Prai.g_00770	Prbg.g_01354
OG0000269	Prai.g_00853	Prbg.g_01154
OG0000270	Prai.g_00850	Prbg.g_01157
OG0000271	Prai.g_00842	Prbg.g_01165
OG0000272	Prai.g_00840, Prai.g_00841	Prbg.g_01166
OG0000273	Prai.g_00817	Prbg.g_01190
OG0000274	Prai.g_00816	Prbg.g_01191
OG0000275	Prai.g_00741, Prai.g_00813	Prbg.g_01194
OG0000276	Prai.g_00808	Prbg.g_01200
OG0000277	Prai.g_00807	Prbg.g_01201
OG0000278	Prai.g_00804	Prbg.g_01204
OG0000279	Prai.g_00797	Prbg.g_01211
OG0000280	Prai.g_00796	Prbg.g_01212
OG0000281	Prai.g_00791	Prbg.g_01219
OG0000282	Prai.g_01044	Prbg.g_01086
OG0000283	Prai.g_01012	Prbg.g_01263
OG0000284	Prai.g_01007	Prbg.g_01268
OG0000285	Prai.g_01002	Prbg.g_01273
OG0000286	Prai.g_00990	Prbg.g_01286
OG0000287	Prai.g_00973	Prbg.g_01552
OG0000288	Prai.g_00944	Prbg.g_01325
OG0000289	Prai.g_00934	Prbg.g_01341
OG0000290	Prai.g_00921	Prbg.g_01237
OG0000291	Prai.g_00919	Prbg.g_01235
OG0000292	Prai.g_01107	Prbg.g_01531
OG0000293	Prai.g_01163	Prbg.g_01496
OG0000294	Prai.g_01164	Prbg.g_01495
OG0000295	Prai.g_01183	Prbg.g_01472
OG0000296	Prai.g_01185	Prbg.g_01470
OG0000297	Prai.g_01193	Prbg.g_01461
OG0000298	Prai.g_01194	Prbg.g_01460
OG0000299	Prai.g_01213	Prbg.g_01441
OG0000300	Prai.g_01216	Prbg.g_01438
OG0000301	Prai.g_01217	Prbg.g_01437
OG0000302	Prai.g_01219	Prbg.g_01435
OG0000303	Prai.g_01226	Prbg.g_01429
OG0000304	Prai.g_01230	Prbg.g_00352
OG0000305	Prai.g_01362	Prbg.g_01529
OG0000306	Prai.g_01365	Prbg.g_01223
OG0000307	Prai.g_01379	Prbg.g_00538
OG0000308	Prai.g_01380	Prbg.g_00539
OG0000309	Prai.g_01384	Prbg.g_00543
OG0000310	Prai.g_01448	Prbg.g_00577
OG0000311	Prai.g_01450	Prbg.g_00579
OG0000312	Prai.g_01453	Prbg.g_00582
OG0000313	Prai.g_01467	Prbg.g_00595
OG0000314	Prai.g_01489	Prbg.g_00618
OG0000315	Prai.g_01499	Prbg.g_00628
OG0000316	Prai.g_01519	Prbg.g_00653
OG0000317	Prai.g_01636	Prbg.g_01647
OG0000318	Prai.g_01639	Prbg.g_01651
OG0000319	Prai.g_01652	Prbg.g_01664
OG0000320	Prai.g_01654	Prbg.g_01666
OG0000321	Prai.g_01655	Prbg.g_01667
OG0000322	Prai.g_01656	Prbg.g_01668
OG0000323	Prai.g_01665	Prbg.g_01677
OG0000324	Prai.g_01691	Prbg.g_01704
OG0000325	Prai.g_01702	Prbg.g_01715
OG0000326	Prai.g_01708	Prbg.g_01722
OG0000327	Prai.g_01735	Prbg.g_01743
OG0000328	Prai.g_01736	Prbg.g_01744
OG0000329	Prai.g_01754	Prbg.g_01761
OG0000330	Prai.g_01755	Prbg.g_01762
OG0000331	Prai.g_01756	Prbg.g_01763
OG0000332	Prai.g_01770	Prbg.g_01777
OG0000333	Prai.g_01777	Prbg.g_01779
OG0000334	Prai.g_01785	Prbg.g_01788
OG0000335	Prai.g_01790	Prbg.g_01793
OG0000336	Prai.g_01794	Prbg.g_01797
OG0000337	Prai.g_01810	Prbg.g_01815
OG0000338	Prai.g_01811	Prbg.g_01816
OG0000339	Prai.g_01815	Prbg.g_01822
OG0000340	Prai.g_01823	Prbg.g_01831
OG0000341	Prai.g_01825	Prbg.g_01833
OG0000342	Prai.g_01826	Prbg.g_01834
OG0000343	Prai.g_01827	Prbg.g_01835
OG0000344	Prai.g_01830	Prbg.g_01838
OG0000345	Prai.g_01835	Prbg.g_01844
OG0000346	Prai.g_01839	Prbg.g_01848
OG0000347	Prai.g_01855	Prbg.g_01865
OG0000348	Prai.g_01866	Prbg.g_01873
OG0000349	Prai.g_01883	Prbg.g_01891
OG0000350	Prai.g_01901	Prbg.g_00419
OG0000351	Prai.g_01918	Prbg.g_01931
OG0000352	Prai.g_01919	Prbg.g_01932
OG0000353	Prai.g_01935	Prbg.g_00766
OG0000355	Prai.g_00001	Prbg.g_00768
OG0000356	Prai.g_00002	Prbg.g_00769
OG0000357	Prai.g_00003	Prbg.g_00770
OG0000358	Prai.g_00007	Prbg.g_00774
OG0000359	Prai.g_00008	Prbg.g_00775
OG0000360	Prai.g_00009	Prbg.g_00776
OG0000361	Prai.g_00010	Prbg.g_00777
OG0000362	Prai.g_00012	Prbg.g_00779
OG0000363	Prai.g_00014	Prbg.g_00860
OG0000364	Prai.g_00015	Prbg.g_00859
OG0000365	Prai.g_00020	Prbg.g_00854
OG0000366	Prai.g_00021	Prbg.g_00853
OG0000367	Prai.g_00022	Prbg.g_00852
OG0000368	Prai.g_00024	Prbg.g_00850
OG0000369	Prai.g_00025	Prbg.g_00849
OG0000370	Prai.g_00026	Prbg.g_00848
OG0000371	Prai.g_00032	Prbg.g_00841
OG0000372	Prai.g_00035	Prbg.g_00838
OG0000373	Prai.g_00036	Prbg.g_00837
OG0000374	Prai.g_00037	Prbg.g_00836
OG0000375	Prai.g_00047	Prbg.g_00834
OG0000376	Prai.g_00049	Prbg.g_00832
OG0000377	Prai.g_00052	Prbg.g_00828
OG0000378	Prai.g_00054	Prbg.g_00824
OG0000379	Prai.g_00057	Prbg.g_00821
OG0000380	Prai.g_00066	Prbg.g_00804
OG0000381	Prai.g_00070	Prbg.g_00799
OG0000382	Prai.g_00081	Prbg.g_00789
OG0000383	Prai.g_00083	Prbg.g_00787
OG0000384	Prai.g_00084	Prbg.g_00786
OG0000385	Prai.g_00085	Prbg.g_00785
OG0000386	Prai.g_00086	Prbg.g_00784
OG0000387	Prai.g_00099	Prbg.g_00870
OG0000388	Prai.g_00102	Prbg.g_00874
OG0000389	Prai.g_00106	Prbg.g_00877
OG0000390	Prai.g_00113	Prbg.g_00887
OG0000391	Prai.g_00116	Prbg.g_00890
OG0000392	Prai.g_00120	Prbg.g_00894
OG0000393	Prai.g_00122	Prbg.g_00897
OG0000394	Prai.g_00123	Prbg.g_00898
OG0000395	Prai.g_00124	Prbg.g_00899
OG0000396	Prai.g_00127	Prbg.g_00901
OG0000397	Prai.g_00129	Prbg.g_00903
OG0000398	Prai.g_00131	Prbg.g_00906
OG0000399	Prai.g_00132	Prbg.g_00907
OG0000400	Prai.g_00133	Prbg.g_00908
OG0000401	Prai.g_00134	Prbg.g_00909
OG0000402	Prai.g_00136	Prbg.g_01349
OG0000403	Prai.g_00137	Prbg.g_00911
OG0000404	Prai.g_00138	Prbg.g_00912
OG0000405	Prai.g_00142	Prbg.g_00916
OG0000406	Prai.g_00158	Prbg.g_00924
OG0000407	Prai.g_00159	Prbg.g_00925
OG0000408	Prai.g_00161	Prbg.g_00927
OG0000409	Prai.g_00163	Prbg.g_00929
OG0000410	Prai.g_00164	Prbg.g_00930
OG0000411	Prai.g_00165	Prbg.g_00931
OG0000412	Prai.g_00166	Prbg.g_00932
OG0000413	Prai.g_00167	Prbg.g_00934
OG0000414	Prai.g_01288, Prai.g_00168	Prbg.g_00935
OG0000415	Prai.g_00169	Prbg.g_00936
OG0000416	Prai.g_00170	Prbg.g_00937
OG0000417	Prai.g_00171	Prbg.g_00938
OG0000418	Prai.g_00176	Prbg.g_00943
OG0000419	Prai.g_00178	Prbg.g_00945
OG0000420	Prai.g_00179	Prbg.g_00946
OG0000421	Prai.g_00184	Prbg.g_00951
OG0000422	Prai.g_00185	Prbg.g_00952
OG0000423	Prai.g_00186	Prbg.g_00953
OG0000424	Prai.g_00187	Prbg.g_00954
OG0000425	Prai.g_00188	Prbg.g_00955
OG0000426	Prai.g_00189	Prbg.g_00956
OG0000427	Prai.g_00190	Prbg.g_00957
OG0000428	Prai.g_00192	Prbg.g_00959
OG0000429	Prai.g_00193	Prbg.g_00960
OG0000430	Prai.g_00194	Prbg.g_00961
OG0000431	Prai.g_00196	Prbg.g_00963
OG0000432	Prai.g_00199	Prbg.g_00967
OG0000433	Prai.g_00200	Prbg.g_00968
OG0000434	Prai.g_00201	Prbg.g_00969
OG0000435	Prai.g_00202	Prbg.g_00970
OG0000436	Prai.g_00207	Prbg.g_00975
OG0000437	Prai.g_00208	Prbg.g_00976
OG0000438	Prai.g_00209	Prbg.g_00977
OG0000439	Prai.g_00211	Prbg.g_00979
OG0000440	Prai.g_00212	Prbg.g_00980
OG0000441	Prai.g_00215	Prbg.g_00983
OG0000442	Prai.g_00216	Prbg.g_00984
OG0000443	Prai.g_00217	Prbg.g_00985
OG0000444	Prai.g_00222	Prbg.g_00991
OG0000445	Prai.g_00223	Prbg.g_00992
OG0000446	Prai.g_00224	Prbg.g_00993
OG0000447	Prai.g_00225	Prbg.g_00994
OG0000448	Prai.g_00226	Prbg.g_00995
OG0000449	Prai.g_00227	Prbg.g_00996
OG0000450	Prai.g_00228	Prbg.g_00997
OG0000451	Prai.g_00229	Prbg.g_00998
OG0000452	Prai.g_00232	Prbg.g_01001
OG0000453	Prai.g_00233	Prbg.g_01002
OG0000454	Prai.g_00234	Prbg.g_01003
OG0000455	Prai.g_00235	Prbg.g_01004
OG0000456	Prai.g_00236	Prbg.g_01005
OG0000457	Prai.g_00237	Prbg.g_01007
OG0000458	Prai.g_00238	Prbg.g_01008
OG0000459	Prai.g_00239	Prbg.g_01009
OG0000460	Prai.g_00246	Prbg.g_01017
OG0000461	Prai.g_00255	Prbg.g_01025
OG0000462	Prai.g_00257	Prbg.g_01027
OG0000463	Prai.g_00258	Prbg.g_01028
OG0000464	Prai.g_00259	Prbg.g_01029
OG0000465	Prai.g_00260	Prbg.g_01030
OG0000466	Prai.g_00263	Prbg.g_01033
OG0000467	Prai.g_00264	Prbg.g_01034
OG0000468	Prai.g_00266	Prbg.g_01037
OG0000469	Prai.g_00275	Prbg.g_01045
OG0000470	Prai.g_00277	Prbg.g_00042
OG0000471	Prai.g_00278	Prbg.g_00043
OG0000472	Prai.g_00279	Prbg.g_00045
OG0000473	Prai.g_00281	Prbg.g_00047
OG0000474	Prai.g_00282	Prbg.g_00048
OG0000475	Prai.g_00283	Prbg.g_00049
OG0000476	Prai.g_00284	Prbg.g_00051
OG0000477	Prai.g_00288	Prbg.g_00054
OG0000478	Prai.g_00289	Prbg.g_00055
OG0000479	Prai.g_00290	Prbg.g_00056
OG0000480	Prai.g_00295	Prbg.g_00061
OG0000481	Prai.g_00297	Prbg.g_00064
OG0000482	Prai.g_00298	Prbg.g_00065
OG0000483	Prai.g_00301	Prbg.g_00068
OG0000484	Prai.g_00302	Prbg.g_00069
OG0000485	Prai.g_00303	Prbg.g_00071
OG0000486	Prai.g_00304	Prbg.g_00072
OG0000487	Prai.g_00308	Prbg.g_00075
OG0000488	Prai.g_00311	Prbg.g_00078
OG0000489	Prai.g_00316	Prbg.g_00083
OG0000490	Prai.g_00321	Prbg.g_00087
OG0000491	Prai.g_00322	Prbg.g_00088
OG0000492	Prai.g_00324	Prbg.g_00090
OG0000493	Prai.g_00325	Prbg.g_00091
OG0000494	Prai.g_00326	Prbg.g_00092
OG0000495	Prai.g_00327	Prbg.g_00093
OG0000496	Prai.g_00328	Prbg.g_00094
OG0000497	Prai.g_00329	Prbg.g_00095
OG0000498	Prai.g_00330	Prbg.g_00096
OG0000499	Prai.g_00331	Prbg.g_00097
OG0000500	Prai.g_00332	Prbg.g_00098
OG0000501	Prai.g_00334	Prbg.g_00099
OG0000502	Prai.g_00337	Prbg.g_00102
OG0000503	Prai.g_00347	Prbg.g_00117
OG0000504	Prai.g_00348	Prbg.g_00119
OG0000505	Prai.g_00349	Prbg.g_00120
OG0000506	Prai.g_00351	Prbg.g_00121
OG0000507	Prai.g_00354	Prbg.g_00124
OG0000508	Prai.g_00357	Prbg.g_00128
OG0000509	Prai.g_00359	Prbg.g_00130
OG0000510	Prai.g_00360	Prbg.g_00131
OG0000511	Prai.g_00361	Prbg.g_00132
OG0000512	Prai.g_00363	Prbg.g_01942
OG0000513	Prai.g_00370	Prbg.g_00140
OG0000514	Prai.g_00462	Prbg.g_00151
OG0000515	Prai.g_00463	Prbg.g_00152
OG0000516	Prai.g_00464	Prbg.g_00153
OG0000517	Prai.g_00466	Prbg.g_00155
OG0000518	Prai.g_00477	Prbg.g_00166
OG0000519	Prai.g_00478	Prbg.g_00167
OG0000520	Prai.g_00479	Prbg.g_00168
OG0000521	Prai.g_00484	Prbg.g_00176
OG0000522	Prai.g_00486	Prbg.g_00178
OG0000523	Prai.g_00487	Prbg.g_00179
OG0000524	Prai.g_00492	Prbg.g_00184
OG0000525	Prai.g_00495	Prbg.g_00188
OG0000526	Prai.g_00496	Prbg.g_00189
OG0000527	Prai.g_00503	Prbg.g_00192
OG0000528	Prai.g_00508	Prbg.g_00197
OG0000529	Prai.g_00511	Prbg.g_00200
OG0000530	Prai.g_00514	Prbg.g_00203
OG0000531	Prai.g_00515	Prbg.g_00204
OG0000532	Prai.g_00517	Prbg.g_00206
OG0000533	Prai.g_00518	Prbg.g_00207
OG0000534	Prai.g_00519	Prbg.g_00208
OG0000535	Prai.g_00520	Prbg.g_00209
OG0000536	Prai.g_00521	Prbg.g_00210
OG0000537	Prai.g_00522	Prbg.g_00211
OG0000538	Prai.g_00530	Prbg.g_00220
OG0000539	Prai.g_00531	Prbg.g_00221
OG0000540	Prai.g_00532	Prbg.g_00222
OG0000541	Prai.g_00533	Prbg.g_00223
OG0000542	Prai.g_00535	Prbg.g_00224
OG0000543	Prai.g_00537	Prbg.g_00226
OG0000544	Prai.g_00538	Prbg.g_00227
OG0000545	Prai.g_00540	Prbg.g_00229
OG0000546	Prai.g_00543	Prbg.g_00232
OG0000547	Prai.g_00544	Prbg.g_00234
OG0000548	Prai.g_00545	Prbg.g_00235
OG0000549	Prai.g_00547	Prbg.g_00237
OG0000550	Prai.g_00552	Prbg.g_00241
OG0000551	Prai.g_00555	Prbg.g_00244
OG0000552	Prai.g_00556	Prbg.g_00245
OG0000553	Prai.g_00557	Prbg.g_00246
OG0000554	Prai.g_00562	Prbg.g_00251
OG0000555	Prai.g_00570	Prbg.g_00259
OG0000556	Prai.g_00572	Prbg.g_00261
OG0000557	Prai.g_00573	Prbg.g_00262
