Orthogroup	Praq	Syak
OG0000042	Praq.g_00770	Syak.g_00843, Syak.g_01681
OG0000043	Praq.g_01469	Syak.g_00335
OG0000044	Praq.g_00058	Syak.g_00153
OG0000045	Praq.g_00567	Syak.g_00317
OG0000045	Praq.g_01172	Syak.g_00228
OG0000047	Praq.g_01137, Praq.g_01672	Syak.g_01147
OG0000048	Praq.g_01169	Syak.g_01446
OG0000053	Praq.g_01246, Praq.g_00314	Syak.g_01068
OG0000054	Praq.g_00996	Syak.g_02744
OG0000055	Praq.g_00650	Syak.g_00766
OG0000057	Praq.g_00827	Syak.g_00724
OG0000058	Praq.g_00218, Praq.g_00271	Syak.g_01530
OG0000059	Praq.g_00927	Syak.g_01355
OG0000061	Praq.g_01333	Syak.g_00898
OG0000063	Praq.g_01237, Praq.g_01236, Praq.g_00075	Syak.g_01752
OG0000065	Praq.g_01896	Syak.g_02192, Syak.g_00282
OG0000066	Praq.g_01063	Syak.g_02653
OG0000067	Praq.g_00670	Syak.g_00434
OG0000068	Praq.g_00175	Syak.g_02565
OG0000070	Praq.g_01107	Syak.g_01174
OG0000071	Praq.g_00133	Syak.g_00936
OG0000072	Praq.g_01831	Syak.g_02099
OG0000073	Praq.g_01103	Syak.g_02597
OG0000075	Praq.g_00739	Syak.g_01564
OG0000076	Praq.g_01243, Praq.g_00763	Syak.g_01650
OG0000077	Praq.g_01925	Syak.g_02243
OG0000078	Praq.g_01763	Syak.g_02310
OG0000081	Praq.g_01071	Syak.g_00115
OG0000082	Praq.g_01018	Syak.g_02711
OG0000084	Praq.g_00290	Syak.g_01036
OG0000086	Praq.g_01915	Syak.g_02219
OG0000087	Praq.g_01864	Syak.g_02141
OG0000088	Praq.g_01836	Syak.g_02106
OG0000089	Praq.g_01188	Syak.g_01215
OG0000090	Praq.g_01069	Syak.g_02640
OG0000091	Praq.g_00960	Syak.g_00043
OG0000092	Praq.g_01495, Praq.g_00725	Syak.g_01126
OG0000094	Praq.g_01600	Syak.g_00656
OG0000097	Praq.g_01374	Syak.g_00816
OG0000098	Praq.g_00157	Syak.g_00345
OG0000099	Praq.g_00216	Syak.g_01527
OG0000100	Praq.g_00368	Syak.g_00622
OG0000101	Praq.g_00879	Syak.g_01305
OG0000102	Praq.g_00768	Syak.g_01661
OG0000103	Praq.g_00414	Syak.g_01812
OG0000104	Praq.g_00422	Syak.g_01799
OG0000105	Praq.g_01729	Syak.g_01451
OG0000106	Praq.g_01173	Syak.g_00096
OG0000107	Praq.g_01158	Syak.g_01392
OG0000108	Praq.g_00531	Syak.g_02574
OG0000109	Praq.g_00545	Syak.g_01061
OG0000110	Praq.g_01028	Syak.g_02698
OG0000111	Praq.g_00828	Syak.g_00725
OG0000112	Praq.g_00638	Syak.g_00512
OG0000113	Praq.g_01420	Syak.g_00461
OG0000114	Praq.g_01490	Syak.g_00373
OG0000115	Praq.g_01278	Syak.g_01066
OG0000116	Praq.g_01323	Syak.g_00911
OG0000117	Praq.g_00084	Syak.g_00846
OG0000118	Praq.g_00145	Syak.g_00954
OG0000119	Praq.g_00171	Syak.g_00917
OG0000120	Praq.g_00208	Syak.g_01526
OG0000121	Praq.g_00296	Syak.g_01044
OG0000122	Praq.g_00334	Syak.g_00081
OG0000123	Praq.g_00873	Syak.g_01299
OG0000124	Praq.g_00682	Syak.g_01692
OG0000125	Praq.g_00718	Syak.g_01934
OG0000126	Praq.g_00421	Syak.g_01801
OG0000128	Praq.g_00437	Syak.g_01782
OG0000129	Praq.g_01259	Syak.g_01947
OG0000130	Praq.g_01934	Syak.g_02255
OG0000131	Praq.g_01857	Syak.g_02128
OG0000132	Praq.g_01838	Syak.g_02108
OG0000133	Praq.g_01680	Syak.g_00507
OG0000134	Praq.g_01187	Syak.g_01212
OG0000135	Praq.g_01160	Syak.g_01897
OG0000136	Praq.g_01116	Syak.g_01186
OG0000137	Praq.g_00526	Syak.g_01118
OG0000138	Praq.g_00546	Syak.g_02591
OG0000139	Praq.g_01065	Syak.g_02646
OG0000140	Praq.g_01064	Syak.g_02650
OG0000141	Praq.g_00995	Syak.g_02746
OG0000142	Praq.g_00967	Syak.g_00035
OG0000143	Praq.g_00963	Syak.g_00039
OG0000144	Praq.g_00781	Syak.g_00260
OG0000145	Praq.g_00637	Syak.g_02598
OG0000146	Praq.g_00639	Syak.g_00514
OG0000147	Praq.g_00640	Syak.g_00515
OG0000148	Praq.g_01414	Syak.g_00455
OG0000149	Praq.g_01444	Syak.g_00596
OG0000150	Praq.g_01452	Syak.g_02747
OG0000151	Praq.g_01500	Syak.g_00387
OG0000152	Praq.g_01548	Syak.g_00503
OG0000153	Praq.g_01567	Syak.g_00470
OG0000154	Praq.g_01593	Syak.g_00645
OG0000155	Praq.g_01353	Syak.g_00855
OG0000156	Praq.g_00122	Syak.g_00919
OG0000157	Praq.g_00123	Syak.g_00920
OG0000158	Praq.g_00258	Syak.g_01624
OG0000160	Praq.g_00295	Syak.g_01043
OG0000161	Praq.g_00301	Syak.g_01050
OG0000162	Praq.g_00307	Syak.g_01058
OG0000163	Praq.g_00341	Syak.g_02478
OG0000164	Praq.g_00473	Syak.g_02384
OG0000165	Praq.g_00466	Syak.g_02374
OG0000166	Praq.g_00915	Syak.g_01345
OG0000167	Praq.g_00737	Syak.g_01561
OG0000168	Praq.g_00747	Syak.g_01625
OG0000169	Praq.g_00757	Syak.g_01637
OG0000170	Praq.g_00759	Syak.g_01644
OG0000171	Praq.g_00681	Syak.g_01691
OG0000172	Praq.g_00689	Syak.g_01713
OG0000173	Praq.g_00704	Syak.g_01733
OG0000174	Praq.g_00396	Syak.g_01895
OG0000175	Praq.g_00406	Syak.g_01827
OG0000176	Praq.g_00430	Syak.g_01790
OG0000177	Praq.g_00431	Syak.g_01789
OG0000178	Praq.g_00432	Syak.g_01788
OG0000179	Praq.g_01219	Syak.g_01773
OG0000180	Praq.g_01220	Syak.g_01772
OG0000181	Praq.g_01221	Syak.g_01771
OG0000182	Praq.g_01222	Syak.g_01770
OG0000183	Praq.g_01226	Syak.g_01766
OG0000184	Praq.g_01262	Syak.g_01955
OG0000185	Praq.g_01265	Syak.g_01971
OG0000186	Praq.g_01939	Syak.g_02258
OG0000187	Praq.g_01938	Syak.g_02257
OG0000188	Praq.g_01921	Syak.g_02235
OG0000189	Praq.g_01907	Syak.g_02203
OG0000190	Praq.g_01906	Syak.g_01575
OG0000191	Praq.g_01886	Syak.g_02171
OG0000192	Praq.g_01882	Syak.g_02165
OG0000193	Praq.g_01856	Syak.g_02127
OG0000194	Praq.g_01853	Syak.g_02124
OG0000195	Praq.g_01851	Syak.g_02122
OG0000196	Praq.g_01841	Syak.g_02111
OG0000197	Praq.g_01840	Syak.g_02110
OG0000198	Praq.g_01839	Syak.g_02109
OG0000199	Praq.g_01832	Syak.g_02100
OG0000200	Praq.g_01818	Syak.g_02083
OG0000201	Praq.g_01810	Syak.g_02068
OG0000202	Praq.g_01809	Syak.g_02067
OG0000203	Praq.g_01808	Syak.g_02066
OG0000204	Praq.g_01807	Syak.g_02065
OG0000205	Praq.g_01800	Syak.g_02058
OG0000206	Praq.g_01795	Syak.g_02038
OG0000207	Praq.g_01793	Syak.g_02025
OG0000208	Praq.g_01792	Syak.g_02024
OG0000209	Praq.g_01783	Syak.g_01995
OG0000210	Praq.g_01782	Syak.g_01994
OG0000211	Praq.g_01769	Syak.g_02017
OG0000212	Praq.g_01762	Syak.g_02311
OG0000213	Praq.g_01746	Syak.g_01425
OG0000214	Praq.g_01736	Syak.g_01442
OG0000215	Praq.g_01710	Syak.g_01474
OG0000216	Praq.g_01708	Syak.g_01478
OG0000217	Praq.g_01705	Syak.g_01482
OG0000218	Praq.g_01703	Syak.g_01484
OG0000219	Praq.g_01702	Syak.g_01485
OG0000220	Praq.g_01701	Syak.g_01486
OG0000221	Praq.g_01700	Syak.g_01498
OG0000222	Praq.g_01692	Syak.g_01512
OG0000223	Praq.g_01679	Syak.g_01531
OG0000224	Praq.g_01677	Syak.g_01532
OG0000225	Praq.g_01199	Syak.g_01230
OG0000226	Praq.g_01195	Syak.g_01226
OG0000227	Praq.g_01193	Syak.g_01224
OG0000228	Praq.g_01189	Syak.g_01216
OG0000229	Praq.g_01121	Syak.g_01191
OG0000230	Praq.g_01119	Syak.g_01189
OG0000231	Praq.g_01108	Syak.g_01176
OG0000232	Praq.g_00507	Syak.g_01156
OG0000233	Praq.g_00513	Syak.g_01145
OG0000234	Praq.g_00527	Syak.g_01116
OG0000235	Praq.g_00530	Syak.g_02573
OG0000236	Praq.g_00544	Syak.g_02589
OG0000237	Praq.g_01096	Syak.g_02607
OG0000238	Praq.g_01090	Syak.g_02612
OG0000239	Praq.g_01077	Syak.g_02628
OG0000240	Praq.g_01076	Syak.g_02629
OG0000241	Praq.g_01072	Syak.g_00027
OG0000242	Praq.g_01070	Syak.g_02638
OG0000243	Praq.g_01059	Syak.g_02658
OG0000244	Praq.g_01056	Syak.g_02665
OG0000245	Praq.g_01054	Syak.g_02667
OG0000246	Praq.g_01050	Syak.g_02671
OG0000247	Praq.g_01040	Syak.g_02681
OG0000248	Praq.g_01038	Syak.g_02684
OG0000249	Praq.g_01036	Syak.g_02686
OG0000250	Praq.g_01031	Syak.g_02694
OG0000251	Praq.g_01012	Syak.g_02722
OG0000252	Praq.g_01008	Syak.g_02725
OG0000253	Praq.g_01007	Syak.g_02727
OG0000254	Praq.g_00991	Syak.g_02752
OG0000255	Praq.g_00985	Syak.g_02772
OG0000256	Praq.g_00975	Syak.g_00020
OG0000257	Praq.g_00972	Syak.g_00026
OG0000258	Praq.g_00959	Syak.g_00044
OG0000259	Praq.g_00789	Syak.g_00334
OG0000260	Praq.g_00792	Syak.g_00338
OG0000261	Praq.g_00794	Syak.g_00348
OG0000262	Praq.g_00798	Syak.g_00353
OG0000263	Praq.g_00810	Syak.g_00828
OG0000264	Praq.g_00820	Syak.g_00698
OG0000265	Praq.g_00583	Syak.g_00211
OG0000266	Praq.g_00593	Syak.g_00778
OG0000267	Praq.g_00604	Syak.g_00555
OG0000268	Praq.g_00605	Syak.g_00554
OG0000269	Praq.g_00665	Syak.g_00429
OG0000270	Praq.g_00668	Syak.g_00432
OG0000271	Praq.g_00676	Syak.g_00440
OG0000272	Praq.g_00677	Syak.g_00441
OG0000274	Praq.g_01429	Syak.g_00615
OG0000275	Praq.g_01431	Syak.g_00611
OG0000276	Praq.g_01436	Syak.g_00604
OG0000277	Praq.g_01437	Syak.g_00603
OG0000278	Praq.g_01440	Syak.g_00600
OG0000279	Praq.g_01447	Syak.g_00592
OG0000280	Praq.g_01448	Syak.g_00582
OG0000281	Praq.g_01454	Syak.g_00339
OG0000282	Praq.g_01492	Syak.g_00375
OG0000283	Praq.g_01525	Syak.g_00541
OG0000284	Praq.g_01530	Syak.g_00536
OG0000285	Praq.g_01535	Syak.g_00523
OG0000286	Praq.g_01547	Syak.g_00504
OG0000287	Praq.g_01564	Syak.g_00477
OG0000288	Praq.g_01592	Syak.g_00644
OG0000289	Praq.g_01603	Syak.g_00659
OG0000290	Praq.g_01616	Syak.g_00738
OG0000291	Praq.g_01618	Syak.g_00737
OG0000292	Praq.g_01667	Syak.g_01802
OG0000293	Praq.g_01324	Syak.g_00910
OG0000294	Praq.g_01325	Syak.g_00909
OG0000295	Praq.g_01345	Syak.g_00863
OG0000296	Praq.g_01347	Syak.g_00861
OG0000297	Praq.g_01355	Syak.g_00848
OG0000298	Praq.g_01356	Syak.g_00847
OG0000299	Praq.g_01373	Syak.g_00820
OG0000300	Praq.g_01376	Syak.g_00813
OG0000301	Praq.g_01377	Syak.g_00812
OG0000302	Praq.g_01379	Syak.g_00811
OG0000303	Praq.g_01386	Syak.g_00674
OG0000304	Praq.g_01390	Syak.g_00680
OG0000305	Praq.g_00167	Syak.g_00732
OG0000306	Praq.g_00170	Syak.g_00094
OG0000307	Praq.g_00186	Syak.g_02556
OG0000308	Praq.g_00187	Syak.g_02554
OG0000309	Praq.g_00191	Syak.g_02549
OG0000310	Praq.g_00279	Syak.g_00994
OG0000311	Praq.g_00281	Syak.g_00999
OG0000312	Praq.g_00284	Syak.g_01028
OG0000313	Praq.g_00298	Syak.g_01046
OG0000314	Praq.g_00321	Syak.g_01079
OG0000315	Praq.g_00331	Syak.g_01090
OG0000316	Praq.g_00351	Syak.g_02462
OG0000317	Praq.g_01954, Praq.g_00499	Syak.g_02419
OG0000318	Praq.g_00496	Syak.g_02415
OG0000319	Praq.g_00483	Syak.g_02399
OG0000320	Praq.g_00481	Syak.g_02397
OG0000321	Praq.g_00480	Syak.g_02396
OG0000322	Praq.g_00479	Syak.g_02395
OG0000323	Praq.g_00470	Syak.g_02380
OG0000324	Praq.g_00444	Syak.g_02347
OG0000325	Praq.g_00950	Syak.g_01391
OG0000326	Praq.g_00944	Syak.g_01384
OG0000327	Praq.g_00920	Syak.g_01350
OG0000328	Praq.g_00919	Syak.g_01349
OG0000329	Praq.g_00902	Syak.g_01331
OG0000330	Praq.g_00901	Syak.g_01330
OG0000331	Praq.g_00900	Syak.g_01329
OG0000332	Praq.g_00886	Syak.g_01314
OG0000333	Praq.g_00884	Syak.g_01311
OG0000334	Praq.g_00876	Syak.g_01302
OG0000335	Praq.g_00872	Syak.g_01298
OG0000336	Praq.g_00868	Syak.g_01294
OG0000337	Praq.g_00735	Syak.g_01555
OG0000338	Praq.g_00736	Syak.g_01558
OG0000339	Praq.g_00740	Syak.g_01566
OG0000340	Praq.g_00748	Syak.g_01626
OG0000341	Praq.g_00750	Syak.g_01628
OG0000342	Praq.g_00751	Syak.g_01629
OG0000343	Praq.g_00752	Syak.g_01631
OG0000344	Praq.g_00755	Syak.g_01635
OG0000345	Praq.g_00760	Syak.g_01645
OG0000346	Praq.g_00764	Syak.g_01651
OG0000347	Praq.g_00683	Syak.g_01694
OG0000348	Praq.g_00692	Syak.g_01717
OG0000349	Praq.g_00709	Syak.g_01740
OG0000350	Praq.g_00392	Syak.g_01377
OG0000351	Praq.g_00409	Syak.g_01823
OG0000352	Praq.g_00410	Syak.g_01822
OG0000353	Praq.g_00425	Syak.g_01796
OG0000355	Praq.g_00427	Syak.g_01793
OG0000356	Praq.g_00428	Syak.g_01792
OG0000357	Praq.g_00429	Syak.g_01791
OG0000358	Praq.g_00433	Syak.g_01787
OG0000359	Praq.g_00434	Syak.g_01785
OG0000360	Praq.g_00435	Syak.g_01784
OG0000361	Praq.g_00436	Syak.g_01783
OG0000362	Praq.g_00438	Syak.g_01781
OG0000363	Praq.g_01217	Syak.g_01779
OG0000364	Praq.g_01218	Syak.g_01778
OG0000365	Praq.g_01223	Syak.g_01769
OG0000366	Praq.g_01224	Syak.g_01768
OG0000367	Praq.g_01225	Syak.g_01767
OG0000368	Praq.g_01227	Syak.g_01765
OG0000369	Praq.g_01228	Syak.g_01764
OG0000370	Praq.g_01229	Syak.g_01763
OG0000371	Praq.g_01235	Syak.g_01753
OG0000372	Praq.g_01239	Syak.g_01748
OG0000373	Praq.g_01240	Syak.g_01747
OG0000374	Praq.g_01241	Syak.g_01746
OG0000375	Praq.g_01255	Syak.g_01744
OG0000376	Praq.g_01257	Syak.g_01742
OG0000377	Praq.g_01261	Syak.g_01948
OG0000378	Praq.g_01263	Syak.g_01968
OG0000379	Praq.g_01266	Syak.g_01972
OG0000380	Praq.g_01937	Syak.g_02256
OG0000381	Praq.g_01933	Syak.g_02254
OG0000382	Praq.g_01922	Syak.g_02236
OG0000383	Praq.g_01920	Syak.g_02229
OG0000384	Praq.g_01919	Syak.g_02228
OG0000385	Praq.g_01918	Syak.g_02227
OG0000386	Praq.g_01917	Syak.g_02226
OG0000387	Praq.g_01904	Syak.g_02200
OG0000388	Praq.g_01901	Syak.g_02196
OG0000389	Praq.g_01897	Syak.g_02345, Syak.g_02193
OG0000390	Praq.g_01890	Syak.g_02177
OG0000391	Praq.g_01887	Syak.g_02172
OG0000392	Praq.g_01883	Syak.g_02166
OG0000393	Praq.g_01881	Syak.g_02163
OG0000394	Praq.g_01880	Syak.g_02162
OG0000395	Praq.g_01879	Syak.g_02161
OG0000396	Praq.g_01876	Syak.g_02158
OG0000397	Praq.g_01874	Syak.g_02156
OG0000398	Praq.g_01872	Syak.g_02151
OG0000399	Praq.g_01871	Syak.g_02150
OG0000400	Praq.g_01870	Syak.g_02149
OG0000401	Praq.g_01869	Syak.g_02148
OG0000402	Praq.g_01867	Syak.g_02146
OG0000403	Praq.g_01866	Syak.g_02145
OG0000404	Praq.g_01865	Syak.g_02143
OG0000405	Praq.g_01861	Syak.g_02131
OG0000406	Praq.g_01855	Syak.g_02126
OG0000407	Praq.g_01854	Syak.g_02125
OG0000408	Praq.g_01852	Syak.g_02123
OG0000409	Praq.g_01850	Syak.g_02121
OG0000410	Praq.g_01849	Syak.g_02120
OG0000411	Praq.g_01848	Syak.g_02119
OG0000412	Praq.g_01847	Syak.g_02118
OG0000413	Praq.g_01846	Syak.g_02116
OG0000415	Praq.g_01844	Syak.g_02114
OG0000416	Praq.g_01843	Syak.g_02113
OG0000417	Praq.g_01842	Syak.g_02112
OG0000418	Praq.g_01837	Syak.g_02107
OG0000419	Praq.g_01835	Syak.g_02105
OG0000420	Praq.g_01834	Syak.g_02103
OG0000421	Praq.g_01829	Syak.g_02097
OG0000422	Praq.g_01828	Syak.g_02096
OG0000423	Praq.g_01827	Syak.g_02095
OG0000424	Praq.g_01826	Syak.g_02094
OG0000425	Praq.g_01825	Syak.g_02093
OG0000426	Praq.g_01824	Syak.g_02092
OG0000427	Praq.g_01823	Syak.g_02091
OG0000428	Praq.g_01821	Syak.g_02088
OG0000429	Praq.g_01820	Syak.g_02086
OG0000430	Praq.g_01819	Syak.g_02084
OG0000431	Praq.g_01817	Syak.g_02081
OG0000432	Praq.g_01814	Syak.g_02075
OG0000433	Praq.g_01813	Syak.g_02073
OG0000434	Praq.g_01812	Syak.g_02072
OG0000435	Praq.g_01811	Syak.g_02071
OG0000436	Praq.g_01806	Syak.g_02064
OG0000437	Praq.g_01805	Syak.g_02063
OG0000438	Praq.g_01804	Syak.g_02062
OG0000439	Praq.g_01802	Syak.g_02060
OG0000440	Praq.g_01801	Syak.g_02059
OG0000441	Praq.g_01798	Syak.g_02053
OG0000442	Praq.g_01797	Syak.g_02043
OG0000443	Praq.g_01796	Syak.g_02041
OG0000444	Praq.g_01791	Syak.g_02022
OG0000445	Praq.g_01790	Syak.g_02015
OG0000446	Praq.g_01789	Syak.g_02013
OG0000447	Praq.g_01788	Syak.g_02006
OG0000448	Praq.g_01787	Syak.g_02005
OG0000449	Praq.g_01786	Syak.g_02004
OG0000450	Praq.g_01785	Syak.g_01998
OG0000451	Praq.g_01784	Syak.g_01997
OG0000452	Praq.g_01781	Syak.g_01993
OG0000453	Praq.g_01780	Syak.g_01992
OG0000454	Praq.g_01779	Syak.g_01991
OG0000455	Praq.g_01778	Syak.g_01990
OG0000456	Praq.g_01777	Syak.g_01989
OG0000457	Praq.g_01776	Syak.g_01987
OG0000458	Praq.g_01775	Syak.g_01986
OG0000459	Praq.g_01774	Syak.g_01985
OG0000460	Praq.g_01767	Syak.g_02303
OG0000461	Praq.g_01760	Syak.g_01402
OG0000462	Praq.g_01758	Syak.g_01405
OG0000463	Praq.g_01757	Syak.g_01406
OG0000464	Praq.g_01756	Syak.g_01407
OG0000465	Praq.g_01755	Syak.g_01409
OG0000466	Praq.g_01752	Syak.g_01414
OG0000467	Praq.g_01751	Syak.g_01416
OG0000468	Praq.g_01750	Syak.g_01421
OG0000469	Praq.g_01741	Syak.g_01436
OG0000470	Praq.g_01739	Syak.g_01438
OG0000471	Praq.g_01738	Syak.g_01439
OG0000472	Praq.g_01737	Syak.g_01441
OG0000473	Praq.g_01735	Syak.g_01443
OG0000474	Praq.g_01734	Syak.g_01444
OG0000475	Praq.g_01733	Syak.g_01445
OG0000476	Praq.g_01732	Syak.g_01447
OG0000477	Praq.g_01728	Syak.g_01453
OG0000478	Praq.g_01727	Syak.g_01454
OG0000479	Praq.g_01726	Syak.g_01455
OG0000480	Praq.g_01721	Syak.g_01462
OG0000481	Praq.g_01718	Syak.g_01464
OG0000482	Praq.g_01717	Syak.g_01465
OG0000483	Praq.g_01714	Syak.g_01469
OG0000484	Praq.g_01713	Syak.g_01470
OG0000485	Praq.g_01712	Syak.g_01472
OG0000486	Praq.g_01711	Syak.g_01473
OG0000487	Praq.g_01707	Syak.g_01479
OG0000488	Praq.g_01704	Syak.g_01483
OG0000489	Praq.g_01699	Syak.g_01499
OG0000490	Praq.g_01694	Syak.g_01507
OG0000491	Praq.g_01693	Syak.g_01511
OG0000492	Praq.g_01691	Syak.g_01513
OG0000493	Praq.g_01690	Syak.g_01514
OG0000494	Praq.g_01689	Syak.g_01515
OG0000495	Praq.g_01688	Syak.g_01516
OG0000496	Praq.g_01687	Syak.g_01517
OG0000497	Praq.g_01686	Syak.g_01518
OG0000498	Praq.g_01685	Syak.g_01519
OG0000499	Praq.g_01684	Syak.g_01520
OG0000500	Praq.g_01683	Syak.g_01521
OG0000501	Praq.g_01681	Syak.g_01524
OG0000502	Praq.g_01678	Syak.g_01538
OG0000503	Praq.g_01211	Syak.g_01246
OG0000504	Praq.g_01210	Syak.g_01244
OG0000505	Praq.g_01209	Syak.g_01243
OG0000506	Praq.g_01207	Syak.g_01241
OG0000507	Praq.g_01204	Syak.g_01235
OG0000508	Praq.g_01200	Syak.g_01231
OG0000509	Praq.g_01198	Syak.g_01229
OG0000510	Praq.g_01197	Syak.g_01228
OG0000511	Praq.g_01196	Syak.g_01227
OG0000512	Praq.g_01194	Syak.g_01225
OG0000513	Praq.g_01186	Syak.g_01211
OG0000514	Praq.g_01126	Syak.g_01204
OG0000515	Praq.g_01125	Syak.g_01203
OG0000516	Praq.g_01124	Syak.g_01199
OG0000517	Praq.g_01122	Syak.g_01192
OG0000518	Praq.g_01111	Syak.g_01180
OG0000519	Praq.g_01110	Syak.g_01179
OG0000520	Praq.g_01109	Syak.g_01178
OG0000521	Praq.g_00502	Syak.g_01167
OG0000522	Praq.g_00504	Syak.g_01163
OG0000523	Praq.g_00505	Syak.g_01162
OG0000524	Praq.g_00511	Syak.g_01149
OG0000525	Praq.g_00514	Syak.g_01130
OG0000526	Praq.g_00515	Syak.g_01127
OG0000527	Praq.g_00524	Syak.g_01120
OG0000528	Praq.g_00529	Syak.g_02570
OG0000529	Praq.g_00532	Syak.g_02575
OG0000530	Praq.g_00535	Syak.g_02578
OG0000531	Praq.g_00536	Syak.g_02579
OG0000532	Praq.g_00538	Syak.g_02582
OG0000533	Praq.g_00539	Syak.g_02584
OG0000534	Praq.g_00540	Syak.g_02585
OG0000535	Praq.g_00541	Syak.g_02586
OG0000536	Praq.g_00542	Syak.g_02587
OG0000537	Praq.g_00543	Syak.g_02588
OG0000538	Praq.g_01102	Syak.g_02600
OG0000539	Praq.g_01101	Syak.g_02601
OG0000540	Praq.g_01100	Syak.g_02602
OG0000541	Praq.g_01099	Syak.g_02603
OG0000542	Praq.g_01097	Syak.g_02606
OG0000543	Praq.g_01095	Syak.g_02608
OG0000544	Praq.g_01094	Syak.g_02609
OG0000545	Praq.g_01092	Syak.g_02611
OG0000546	Praq.g_01089	Syak.g_02613
OG0000547	Praq.g_01087	Syak.g_02615
OG0000548	Praq.g_01086	Syak.g_02616
OG0000549	Praq.g_01084	Syak.g_02622
OG0000550	Praq.g_01079	Syak.g_02626
OG0000551	Praq.g_01075	Syak.g_02631
OG0000552	Praq.g_01074	Syak.g_02632
OG0000553	Praq.g_01073	Syak.g_02636
OG0000554	Praq.g_01068	Syak.g_02641
OG0000555	Praq.g_01060	Syak.g_02657
OG0000556	Praq.g_01058	Syak.g_02661
OG0000557	Praq.g_01057	Syak.g_02663
OG0000558	Praq.g_01055	Syak.g_02666
OG0000559	Praq.g_01051	Syak.g_02670
OG0000560	Praq.g_01048	Syak.g_02672
OG0000561	Praq.g_01047	Syak.g_02673
OG0000562	Praq.g_01046	Syak.g_02674
OG0000563	Praq.g_01045	Syak.g_02675
OG0000564	Praq.g_01044	Syak.g_02676
OG0000565	Praq.g_01041	Syak.g_02679
OG0000566	Praq.g_01039	Syak.g_02683
OG0000567	Praq.g_01035	Syak.g_02687
OG0000568	Praq.g_01034	Syak.g_02690
OG0000569	Praq.g_01033	Syak.g_02691
OG0000570	Praq.g_01032	Syak.g_02692
OG0000571	Praq.g_01030	Syak.g_02696
OG0000572	Praq.g_01017	Syak.g_02713
OG0000573	Praq.g_01010	Syak.g_02723
OG0000574	Praq.g_01009	Syak.g_02724
OG0000575	Praq.g_01005	Syak.g_02729
OG0000576	Praq.g_01003	Syak.g_02731
OG0000577	Praq.g_01002	Syak.g_02732
OG0000578	Praq.g_01001	Syak.g_02733
OG0000579	Praq.g_01000	Syak.g_02734
OG0000580	Praq.g_00999	Syak.g_02735
OG0000581	Praq.g_00997	Syak.g_02742
OG0000582	Praq.g_00994	Syak.g_02748
OG0000583	Praq.g_00993	Syak.g_02749
OG0000584	Praq.g_00992	Syak.g_02750
OG0000585	Praq.g_00990	Syak.g_02753
OG0000586	Praq.g_00989	Syak.g_02754
OG0000587	Praq.g_00988	Syak.g_02756
OG0000588	Praq.g_00984	Syak.g_00004
OG0000589	Praq.g_00981	Syak.g_00008
OG0000590	Praq.g_00980	Syak.g_00009
OG0000591	Praq.g_00977	Syak.g_00017
OG0000592	Praq.g_00976	Syak.g_00018
OG0000593	Praq.g_00970	Syak.g_00031
OG0000594	Praq.g_00969	Syak.g_00032
OG0000595	Praq.g_00968	Syak.g_00033
