Orthogroup	Praq	Pram
OG0000123	Praq.g_00873	Pram.g_01777
OG0000124	Praq.g_00682	Pram.g_01850
OG0000125	Praq.g_00718	Pram.g_01886
OG0000126	Praq.g_00421	Pram.g_01933
OG0000128	Praq.g_00437	Pram.g_01949
OG0000129	Praq.g_01259	Pram.g_00029
OG0000130	Praq.g_01934	Pram.g_00054
OG0000131	Praq.g_01857	Pram.g_00130
OG0000132	Praq.g_01838	Pram.g_00149
OG0000133	Praq.g_01680	Pram.g_00310
OG0000134	Praq.g_01187	Pram.g_00354
OG0000135	Praq.g_01160	Pram.g_01589
OG0000136	Praq.g_01116	Pram.g_00376
OG0000137	Praq.g_00526	Pram.g_00411
OG0000138	Praq.g_00546	Pram.g_00431
OG0000139	Praq.g_01065	Pram.g_00475
OG0000140	Praq.g_01064	Pram.g_00476
OG0000141	Praq.g_00995	Pram.g_00545
OG0000142	Praq.g_00967	Pram.g_01075
OG0000143	Praq.g_00963	Pram.g_01072
OG0000144	Praq.g_00781	Pram.g_01058
OG0000145	Praq.g_00637	Pram.g_01534
OG0000146	Praq.g_00639	Pram.g_00934
OG0000147	Praq.g_00640	Pram.g_00933
OG0000148	Praq.g_01414	Pram.g_00826
OG0000149	Praq.g_01444	Pram.g_00858
OG0000150	Praq.g_01452	Pram.g_00868
OG0000151	Praq.g_01500	Pram.g_00744
OG0000152	Praq.g_01548	Pram.g_00943
OG0000153	Praq.g_01567	Pram.g_00961
OG0000154	Praq.g_01593	Pram.g_00978
OG0000155	Praq.g_01353	Pram.g_01118
OG0000156	Praq.g_00122	Pram.g_01219
OG0000157	Praq.g_00123	Pram.g_01220
OG0000158	Praq.g_00258	Pram.g_01815
OG0000159	Praq.g_00253	Pram.g_01438
OG0000160	Praq.g_00295	Pram.g_01377
OG0000161	Praq.g_00301	Pram.g_01145, Pram.g_01371
OG0000162	Praq.g_00307	Pram.g_01365
OG0000163	Praq.g_00341	Pram.g_01326
OG0000164	Praq.g_00473	Pram.g_01656
OG0000165	Praq.g_00466	Pram.g_01664
OG0000166	Praq.g_00915	Pram.g_01733
OG0000167	Praq.g_00737	Pram.g_01805
OG0000168	Praq.g_00747	Pram.g_01816
OG0000169	Praq.g_00757	Pram.g_01826
OG0000170	Praq.g_00759	Pram.g_01829
OG0000171	Praq.g_00681	Pram.g_01849
OG0000172	Praq.g_00689	Pram.g_01856
OG0000173	Praq.g_00704	Pram.g_01871
OG0000174	Praq.g_00396	Pram.g_01902
OG0000175	Praq.g_00406	Pram.g_01914
OG0000176	Praq.g_00430	Pram.g_01942
OG0000177	Praq.g_00431	Pram.g_01943
OG0000178	Praq.g_00432	Pram.g_01944
OG0000179	Praq.g_01219	Pram.g_00003
OG0000180	Praq.g_01220	Pram.g_00004
OG0000181	Praq.g_01221	Pram.g_00005
OG0000182	Praq.g_01222	Pram.g_00006
OG0000183	Praq.g_01226	Pram.g_00010
OG0000184	Praq.g_01262	Pram.g_00033
OG0000185	Praq.g_01265	Pram.g_00036
OG0000186	Praq.g_01939	Pram.g_00048
OG0000187	Praq.g_01938	Pram.g_00049
OG0000188	Praq.g_01921	Pram.g_00066
OG0000189	Praq.g_01907	Pram.g_00080
OG0000190	Praq.g_01906	Pram.g_00081
OG0000191	Praq.g_01886	Pram.g_00103
OG0000192	Praq.g_01882	Pram.g_00108
OG0000193	Praq.g_01856	Pram.g_00131
OG0000194	Praq.g_01853	Pram.g_00134
OG0000195	Praq.g_01851	Pram.g_00136
OG0000196	Praq.g_01841	Pram.g_00146
OG0000197	Praq.g_01840	Pram.g_00147
OG0000198	Praq.g_01839	Pram.g_00148
OG0000199	Praq.g_01832	Pram.g_00155
OG0000200	Praq.g_01818	Pram.g_00168
OG0000201	Praq.g_01810	Pram.g_00177
OG0000202	Praq.g_01809	Pram.g_00178
OG0000203	Praq.g_01808	Pram.g_00179
OG0000204	Praq.g_01807	Pram.g_00180
OG0000205	Praq.g_01800	Pram.g_00187
OG0000206	Praq.g_01795	Pram.g_00192
OG0000207	Praq.g_01793	Pram.g_00194
OG0000208	Praq.g_01792	Pram.g_00195
OG0000209	Praq.g_01783	Pram.g_00204
OG0000210	Praq.g_01782	Pram.g_00205
OG0000211	Praq.g_01769	Pram.g_00220
OG0000212	Praq.g_01762	Pram.g_00228
OG0000213	Praq.g_01746	Pram.g_00246
OG0000214	Praq.g_01736	Pram.g_00255
OG0000215	Praq.g_01710	Pram.g_00282
OG0000216	Praq.g_01708	Pram.g_00283
OG0000217	Praq.g_01705	Pram.g_00286
OG0000218	Praq.g_01703	Pram.g_00288
OG0000219	Praq.g_01702	Pram.g_00289
OG0000220	Praq.g_01701	Pram.g_00290
OG0000221	Praq.g_01700	Pram.g_00291
OG0000222	Praq.g_01692	Pram.g_00298
OG0000223	Praq.g_01679	Pram.g_00311
OG0000224	Praq.g_01677	Pram.g_00313
OG0000225	Praq.g_01199	Pram.g_00341
OG0000226	Praq.g_01195	Pram.g_00345
OG0000227	Praq.g_01193	Pram.g_00347
OG0000228	Praq.g_01189	Pram.g_00351
OG0000229	Praq.g_01121	Pram.g_00371
OG0000230	Praq.g_01119	Pram.g_00373
OG0000231	Praq.g_01108	Pram.g_00384
OG0000232	Praq.g_00507	Pram.g_00397
OG0000233	Praq.g_00513	Pram.g_00402
OG0000234	Praq.g_00527	Pram.g_00412
OG0000235	Praq.g_00530	Pram.g_00415
OG0000236	Praq.g_00544	Pram.g_00429
OG0000237	Praq.g_01096	Pram.g_00443
OG0000238	Praq.g_01090	Pram.g_00449
OG0000239	Praq.g_01077	Pram.g_00462
OG0000240	Praq.g_01076	Pram.g_00463
OG0000241	Praq.g_01072	Pram.g_00468
OG0000242	Praq.g_01070	Pram.g_00470
OG0000243	Praq.g_01059	Pram.g_00480
OG0000244	Praq.g_01056	Pram.g_00483
OG0000245	Praq.g_01054	Pram.g_00485
OG0000246	Praq.g_01050	Pram.g_00489
OG0000247	Praq.g_01040	Pram.g_00500
OG0000248	Praq.g_01038	Pram.g_00503
OG0000249	Praq.g_01036	Pram.g_00505
OG0000250	Praq.g_01031	Pram.g_00510
OG0000251	Praq.g_01012	Pram.g_00528
OG0000252	Praq.g_01008	Pram.g_00531
OG0000253	Praq.g_01007	Pram.g_00532
OG0000254	Praq.g_00991	Pram.g_00549
OG0000255	Praq.g_00985	Pram.g_00555
OG0000256	Praq.g_00975	Pram.g_00566
OG0000257	Praq.g_00972	Pram.g_01080
OG0000258	Praq.g_00959	Pram.g_01067
OG0000259	Praq.g_00789	Pram.g_01050
OG0000260	Praq.g_00792	Pram.g_01047
OG0000261	Praq.g_00794	Pram.g_01044
OG0000262	Praq.g_00798	Pram.g_01039
OG0000263	Praq.g_00810	Pram.g_00771
OG0000264	Praq.g_00820	Pram.g_00782
OG0000265	Praq.g_00583	Pram.g_00801
OG0000266	Praq.g_00593	Pram.g_01020
OG0000267	Praq.g_00604	Pram.g_01007
OG0000268	Praq.g_00605	Pram.g_01006
OG0000269	Praq.g_00665	Pram.g_00804
OG0000270	Praq.g_00668	Pram.g_00807
OG0000271	Praq.g_00676	Pram.g_00815
OG0000272	Praq.g_00677	Pram.g_00816
OG0000273	Praq.g_01428	Pram.g_00839
OG0000274	Praq.g_01429	Pram.g_00840
OG0000275	Praq.g_01431	Pram.g_00843
OG0000276	Praq.g_01436	Pram.g_00849
OG0000277	Praq.g_01437	Pram.g_00850
OG0000278	Praq.g_01440	Pram.g_00853
OG0000279	Praq.g_01447	Pram.g_00861
OG0000280	Praq.g_01448	Pram.g_00862
OG0000281	Praq.g_01454	Pram.g_00870
OG0000282	Praq.g_01492	Pram.g_00736
OG0000283	Praq.g_01525	Pram.g_00916
OG0000284	Praq.g_01530	Pram.g_00921
OG0000285	Praq.g_01535	Pram.g_00926
OG0000286	Praq.g_01547	Pram.g_00942
OG0000287	Praq.g_01564	Pram.g_01199
OG0000288	Praq.g_01592	Pram.g_00977
OG0000289	Praq.g_01603	Pram.g_00992
OG0000290	Praq.g_01616	Pram.g_00891
OG0000291	Praq.g_01618	Pram.g_00889
OG0000292	Praq.g_01667	Pram.g_01185
OG0000293	Praq.g_01324	Pram.g_01150
OG0000294	Praq.g_01325	Pram.g_01149
OG0000295	Praq.g_01345	Pram.g_01125
OG0000296	Praq.g_01347	Pram.g_01123
OG0000297	Praq.g_01355	Pram.g_01114
OG0000298	Praq.g_01356	Pram.g_01113
OG0000299	Praq.g_01373	Pram.g_01094
OG0000300	Praq.g_01376	Pram.g_01091
OG0000301	Praq.g_01377	Pram.g_01090
OG0000302	Praq.g_01379	Pram.g_01088
OG0000303	Praq.g_01386	Pram.g_01082
OG0000304	Praq.g_01390	Pram.g_00571
OG0000305	Praq.g_00167	Pram.g_01183
OG0000306	Praq.g_00170	Pram.g_00874
OG0000307	Praq.g_00186	Pram.g_01458
OG0000308	Praq.g_00187	Pram.g_01457
OG0000309	Praq.g_00191	Pram.g_01453
OG0000310	Praq.g_00279	Pram.g_01395
OG0000311	Praq.g_00281	Pram.g_01393
OG0000312	Praq.g_00284	Pram.g_01390
OG0000313	Praq.g_00298	Pram.g_01374
OG0000314	Praq.g_00321	Pram.g_01351
OG0000315	Praq.g_00331	Pram.g_01341
OG0000316	Praq.g_00351	Pram.g_01315
OG0000317	Praq.g_01954, Praq.g_00499	Pram.g_01629
OG0000318	Praq.g_00496	Pram.g_01633
OG0000319	Praq.g_00483	Pram.g_01646
OG0000320	Praq.g_00481	Pram.g_01648
OG0000321	Praq.g_00480	Pram.g_01649
OG0000322	Praq.g_00479	Pram.g_01650
OG0000323	Praq.g_00470	Pram.g_01659
OG0000324	Praq.g_00444	Pram.g_01687
OG0000325	Praq.g_00950	Pram.g_01697
OG0000326	Praq.g_00944	Pram.g_01704
OG0000327	Praq.g_00920	Pram.g_01728
OG0000328	Praq.g_00919	Pram.g_01729
OG0000329	Praq.g_00902	Pram.g_01746
OG0000330	Praq.g_00901	Pram.g_01747
OG0000331	Praq.g_00900	Pram.g_01748
OG0000332	Praq.g_00886	Pram.g_01762
OG0000333	Praq.g_00884	Pram.g_01764
OG0000334	Praq.g_00876	Pram.g_01773
OG0000335	Praq.g_00872	Pram.g_01778
OG0000336	Praq.g_00868	Pram.g_01782
OG0000337	Praq.g_00735	Pram.g_01801
OG0000338	Praq.g_00736	Pram.g_01802
OG0000339	Praq.g_00740	Pram.g_01808
OG0000340	Praq.g_00748	Pram.g_01817
OG0000341	Praq.g_00750	Pram.g_01819
OG0000342	Praq.g_00751	Pram.g_01820
OG0000343	Praq.g_00752	Pram.g_01821
OG0000344	Praq.g_00755	Pram.g_01824
OG0000345	Praq.g_00760	Pram.g_01830
OG0000346	Praq.g_00764	Pram.g_01834
OG0000347	Praq.g_00683	Pram.g_01851
OG0000348	Praq.g_00692	Pram.g_01859
OG0000349	Praq.g_00709	Pram.g_01877
OG0000350	Praq.g_00392	Pram.g_01898
OG0000351	Praq.g_00409	Pram.g_01917
OG0000352	Praq.g_00410	Pram.g_01918
OG0000353	Praq.g_00425	Pram.g_01937
OG0000355	Praq.g_00427	Pram.g_01939
OG0000356	Praq.g_00428	Pram.g_01940
OG0000357	Praq.g_00429	Pram.g_01941
OG0000358	Praq.g_00433	Pram.g_01945
OG0000359	Praq.g_00434	Pram.g_01946
OG0000360	Praq.g_00435	Pram.g_01947
OG0000361	Praq.g_00436	Pram.g_01948
OG0000362	Praq.g_00438	Pram.g_01950
OG0000363	Praq.g_01217	Pram.g_00001
OG0000364	Praq.g_01218	Pram.g_00002
OG0000365	Praq.g_01223	Pram.g_00007
OG0000366	Praq.g_01224	Pram.g_00008
OG0000367	Praq.g_01225	Pram.g_00009
OG0000368	Praq.g_01227	Pram.g_00011
OG0000369	Praq.g_01228	Pram.g_00012
OG0000370	Praq.g_01229	Pram.g_00013
OG0000371	Praq.g_01235	Pram.g_00019
OG0000372	Praq.g_01239	Pram.g_00021
OG0000373	Praq.g_01240	Pram.g_00022
OG0000374	Praq.g_01241	Pram.g_00023
OG0000375	Praq.g_01255	Pram.g_00024
OG0000376	Praq.g_01257	Pram.g_00026
OG0000377	Praq.g_01261	Pram.g_00030
OG0000378	Praq.g_01263	Pram.g_00034
OG0000379	Praq.g_01266	Pram.g_00037
OG0000380	Praq.g_01937	Pram.g_00050
OG0000381	Praq.g_01933	Pram.g_00055
OG0000382	Praq.g_01922	Pram.g_00065
OG0000383	Praq.g_01920	Pram.g_00067
OG0000384	Praq.g_01919	Pram.g_00068
OG0000385	Praq.g_01918	Pram.g_00069
OG0000386	Praq.g_01917	Pram.g_00070
OG0000387	Praq.g_01904	Pram.g_00083
OG0000388	Praq.g_01901	Pram.g_00087
OG0000389	Praq.g_01897	Pram.g_00090
OG0000390	Praq.g_01890	Pram.g_00099
OG0000391	Praq.g_01887	Pram.g_00102
OG0000392	Praq.g_01883	Pram.g_00106
OG0000393	Praq.g_01881	Pram.g_00109
OG0000394	Praq.g_01880	Pram.g_00110
OG0000395	Praq.g_01879	Pram.g_00111
OG0000396	Praq.g_01876	Pram.g_00113
OG0000397	Praq.g_01874	Pram.g_00115
OG0000398	Praq.g_01872	Pram.g_00118
OG0000399	Praq.g_01871	Pram.g_00119
OG0000400	Praq.g_01870	Pram.g_00120
OG0000401	Praq.g_01869	Pram.g_00121
OG0000402	Praq.g_01867	Pram.g_01001
OG0000403	Praq.g_01866	Pram.g_00123
OG0000404	Praq.g_01865	Pram.g_00124
OG0000405	Praq.g_01861	Pram.g_00128
OG0000406	Praq.g_01855	Pram.g_00132
OG0000407	Praq.g_01854	Pram.g_00133
OG0000408	Praq.g_01852	Pram.g_00135
OG0000409	Praq.g_01850	Pram.g_00137
OG0000410	Praq.g_01849	Pram.g_00138
OG0000411	Praq.g_01848	Pram.g_00139
OG0000412	Praq.g_01847	Pram.g_00140
OG0000413	Praq.g_01846	Pram.g_00141
OG0000414	Praq.g_00554, Praq.g_01845	Pram.g_00142
OG0000415	Praq.g_01844	Pram.g_00143
OG0000416	Praq.g_01843	Pram.g_00144
OG0000417	Praq.g_01842	Pram.g_00145
OG0000418	Praq.g_01837	Pram.g_00150
OG0000419	Praq.g_01835	Pram.g_00152
OG0000420	Praq.g_01834	Pram.g_00153
OG0000421	Praq.g_01829	Pram.g_00157
OG0000422	Praq.g_01828	Pram.g_00158
OG0000423	Praq.g_01827	Pram.g_00159
OG0000424	Praq.g_01826	Pram.g_00160
OG0000425	Praq.g_01825	Pram.g_00161
OG0000426	Praq.g_01824	Pram.g_00162
OG0000427	Praq.g_01823	Pram.g_00163
OG0000428	Praq.g_01821	Pram.g_00165
OG0000429	Praq.g_01820	Pram.g_00166
OG0000430	Praq.g_01819	Pram.g_00167
OG0000431	Praq.g_01817	Pram.g_00169
OG0000432	Praq.g_01814	Pram.g_00173
OG0000433	Praq.g_01813	Pram.g_00174
OG0000434	Praq.g_01812	Pram.g_00175
OG0000435	Praq.g_01811	Pram.g_00176
OG0000436	Praq.g_01806	Pram.g_00181
OG0000437	Praq.g_01805	Pram.g_00182
OG0000438	Praq.g_01804	Pram.g_00183
OG0000439	Praq.g_01802	Pram.g_00185
OG0000440	Praq.g_01801	Pram.g_00186
OG0000441	Praq.g_01798	Pram.g_00189
OG0000442	Praq.g_01797	Pram.g_00190
OG0000443	Praq.g_01796	Pram.g_00191
OG0000444	Praq.g_01791	Pram.g_00196
OG0000445	Praq.g_01790	Pram.g_00197
OG0000446	Praq.g_01789	Pram.g_00198
OG0000447	Praq.g_01788	Pram.g_00199
OG0000448	Praq.g_01787	Pram.g_00200
OG0000449	Praq.g_01786	Pram.g_00201
OG0000450	Praq.g_01785	Pram.g_00202
OG0000451	Praq.g_01784	Pram.g_00203
OG0000452	Praq.g_01781	Pram.g_00206
OG0000453	Praq.g_01780	Pram.g_00207
OG0000454	Praq.g_01779	Pram.g_00208
OG0000455	Praq.g_01778	Pram.g_00209
OG0000456	Praq.g_01777	Pram.g_00210
OG0000457	Praq.g_01776	Pram.g_00212
OG0000458	Praq.g_01775	Pram.g_00213
OG0000459	Praq.g_01774	Pram.g_00214
OG0000460	Praq.g_01767	Pram.g_00222
OG0000461	Praq.g_01760	Pram.g_00230
OG0000462	Praq.g_01758	Pram.g_00232
OG0000463	Praq.g_01757	Pram.g_00233
OG0000464	Praq.g_01756	Pram.g_00234
OG0000465	Praq.g_01755	Pram.g_00235
OG0000466	Praq.g_01752	Pram.g_00238
OG0000467	Praq.g_01751	Pram.g_00239
OG0000468	Praq.g_01750	Pram.g_00242
OG0000469	Praq.g_01741	Pram.g_00250
OG0000470	Praq.g_01739	Pram.g_00252
OG0000471	Praq.g_01738	Pram.g_00253
OG0000472	Praq.g_01737	Pram.g_00254
OG0000473	Praq.g_01735	Pram.g_00256
OG0000474	Praq.g_01734	Pram.g_00257
OG0000475	Praq.g_01733	Pram.g_00258
OG0000476	Praq.g_01732	Pram.g_00260
OG0000477	Praq.g_01728	Pram.g_00263
OG0000478	Praq.g_01727	Pram.g_00264
OG0000479	Praq.g_01726	Pram.g_00265
OG0000480	Praq.g_01721	Pram.g_00270
OG0000481	Praq.g_01718	Pram.g_00273
OG0000482	Praq.g_01717	Pram.g_00274
OG0000483	Praq.g_01714	Pram.g_00277
OG0000484	Praq.g_01713	Pram.g_00278
OG0000485	Praq.g_01712	Pram.g_00280
OG0000486	Praq.g_01711	Pram.g_00281
OG0000487	Praq.g_01707	Pram.g_00284
OG0000488	Praq.g_01704	Pram.g_00287
OG0000489	Praq.g_01699	Pram.g_00292
OG0000490	Praq.g_01694	Pram.g_00296
OG0000491	Praq.g_01693	Pram.g_00297
OG0000492	Praq.g_01691	Pram.g_00299
OG0000493	Praq.g_01690	Pram.g_00300
OG0000494	Praq.g_01689	Pram.g_00301
OG0000495	Praq.g_01688	Pram.g_00302
OG0000496	Praq.g_01687	Pram.g_00303
OG0000497	Praq.g_01686	Pram.g_00304
OG0000498	Praq.g_01685	Pram.g_00305
OG0000499	Praq.g_01684	Pram.g_00306
OG0000500	Praq.g_01683	Pram.g_00307
OG0000501	Praq.g_01681	Pram.g_00309
OG0000502	Praq.g_01678	Pram.g_00312
OG0000503	Praq.g_01211	Pram.g_00328
OG0000504	Praq.g_01210	Pram.g_00330
OG0000505	Praq.g_01209	Pram.g_00331
OG0000506	Praq.g_01207	Pram.g_00332
OG0000507	Praq.g_01204	Pram.g_00336
OG0000508	Praq.g_01200	Pram.g_00340
OG0000509	Praq.g_01198	Pram.g_00342
OG0000510	Praq.g_01197	Pram.g_00343
OG0000511	Praq.g_01196	Pram.g_00344
OG0000512	Praq.g_01194	Pram.g_00346
OG0000513	Praq.g_01186	Pram.g_00355
OG0000514	Praq.g_01126	Pram.g_00366
OG0000515	Praq.g_01125	Pram.g_00367
OG0000516	Praq.g_01124	Pram.g_00368
OG0000517	Praq.g_01122	Pram.g_00370
OG0000518	Praq.g_01111	Pram.g_00381
OG0000519	Praq.g_01110	Pram.g_00382
OG0000520	Praq.g_01109	Pram.g_00383
OG0000521	Praq.g_00502	Pram.g_00393
OG0000522	Praq.g_00504	Pram.g_00395
OG0000523	Praq.g_00505	Pram.g_00396
OG0000524	Praq.g_00511	Pram.g_00400
OG0000525	Praq.g_00514	Pram.g_00404
OG0000526	Praq.g_00515	Pram.g_00406
OG0000527	Praq.g_00524	Pram.g_00409
OG0000528	Praq.g_00529	Pram.g_00414
OG0000529	Praq.g_00532	Pram.g_00417
OG0000530	Praq.g_00535	Pram.g_00420
OG0000531	Praq.g_00536	Pram.g_00421
OG0000532	Praq.g_00538	Pram.g_00423
OG0000533	Praq.g_00539	Pram.g_00424
OG0000534	Praq.g_00540	Pram.g_00425
OG0000535	Praq.g_00541	Pram.g_00426
OG0000536	Praq.g_00542	Pram.g_00427
OG0000537	Praq.g_00543	Pram.g_00428
OG0000538	Praq.g_01102	Pram.g_00438
OG0000539	Praq.g_01101	Pram.g_00439
OG0000540	Praq.g_01100	Pram.g_00440
OG0000541	Praq.g_01099	Pram.g_00441
OG0000542	Praq.g_01097	Pram.g_00442
OG0000543	Praq.g_01095	Pram.g_00444
OG0000544	Praq.g_01094	Pram.g_00445
OG0000545	Praq.g_01092	Pram.g_00447
OG0000546	Praq.g_01089	Pram.g_00450
OG0000547	Praq.g_01087	Pram.g_00452
OG0000548	Praq.g_01086	Pram.g_00453
OG0000549	Praq.g_01084	Pram.g_00456
OG0000550	Praq.g_01079	Pram.g_00461
OG0000551	Praq.g_01075	Pram.g_00464
OG0000552	Praq.g_01074	Pram.g_00465
OG0000553	Praq.g_01073	Pram.g_00466
OG0000554	Praq.g_01068	Pram.g_00472
OG0000555	Praq.g_01060	Pram.g_00479
OG0000556	Praq.g_01058	Pram.g_00481
OG0000557	Praq.g_01057	Pram.g_00482
OG0000558	Praq.g_01055	Pram.g_00484
OG0000559	Praq.g_01051	Pram.g_00488
OG0000560	Praq.g_01048	Pram.g_00491
OG0000561	Praq.g_01047	Pram.g_00492
OG0000562	Praq.g_01046	Pram.g_00493
OG0000563	Praq.g_01045	Pram.g_00494
OG0000564	Praq.g_01044	Pram.g_00495
OG0000565	Praq.g_01041	Pram.g_00498
OG0000566	Praq.g_01039	Pram.g_00502
OG0000567	Praq.g_01035	Pram.g_00506
OG0000568	Praq.g_01034	Pram.g_00507
OG0000569	Praq.g_01033	Pram.g_00508
OG0000570	Praq.g_01032	Pram.g_00509
OG0000571	Praq.g_01030	Pram.g_00511
OG0000572	Praq.g_01017	Pram.g_00523
OG0000573	Praq.g_01010	Pram.g_00529
OG0000574	Praq.g_01009	Pram.g_00530
OG0000575	Praq.g_01005	Pram.g_00534
OG0000576	Praq.g_01003	Pram.g_00536
OG0000577	Praq.g_01002	Pram.g_00537
OG0000578	Praq.g_01001	Pram.g_00538
OG0000579	Praq.g_01000	Pram.g_00539
OG0000580	Praq.g_00999	Pram.g_00540
OG0000581	Praq.g_00997	Pram.g_00543
