Orthogroup	Praq	Prba
OG0000071	Praq.g_00133	Prba.g_01192
OG0000072	Praq.g_01831	Prba.g_00627
OG0000073	Praq.g_01103	Prba.g_00962
OG0000074	Praq.g_00811	Prba.g_01635
OG0000075	Praq.g_00739	Prba.g_01071
OG0000076	Praq.g_00763	Prba.g_00768
OG0000077	Praq.g_01925	Prba.g_01866
OG0000078	Praq.g_01763	Prba.g_00458
OG0000081	Praq.g_01071	Prba.g_00930
OG0000082	Praq.g_01018	Prba.g_01731
OG0000083	Praq.g_00614	Prba.g_01563
OG0000083	Praq.g_00607	Prba.g_01570
OG0000084	Praq.g_00290	Prba.g_00717
OG0000086	Praq.g_01915	Prba.g_01876
OG0000087	Praq.g_01864	Prba.g_01927
OG0000088	Praq.g_01836	Prba.g_00622
OG0000089	Praq.g_01188	Prba.g_00850
OG0000090	Praq.g_01069	Prba.g_00928
OG0000091	Praq.g_00960	Prba.g_01675
OG0000092	Praq.g_01495	Prba.g_01390
OG0000092	Praq.g_00725	Prba.g_01057
OG0000093	Praq.g_01516	Prba.g_01369
OG0000094	Praq.g_01600	Prba.g_01283
OG0000095	Praq.g_01619	Prba.g_01264
OG0000096	Praq.g_01283	Prba.g_00734
OG0000096	Praq.g_00097	Prba.g_01157
OG0000097	Praq.g_01374	Prba.g_00022
OG0000098	Praq.g_00157	Prba.g_00214
OG0000099	Praq.g_00216	Prba.g_00155
OG0000100	Praq.g_00368	Prba.g_00314
OG0000101	Praq.g_00879	Prba.g_00429
OG0000102	Praq.g_00768	Prba.g_00773
OG0000103	Praq.g_00414	Prba.g_01781
OG0000104	Praq.g_00422	Prba.g_01789
OG0000105	Praq.g_01729	Prba.g_00491
OG0000106	Praq.g_01173	Prba.g_00864
OG0000107	Praq.g_01158	Prba.g_00880
OG0000108	Praq.g_00531	Prba.g_00981
OG0000109	Praq.g_00545	Prba.g_00967
OG0000110	Praq.g_01028	Prba.g_01741
OG0000111	Praq.g_00828	Prba.g_01618
OG0000112	Praq.g_00638	Prba.g_01534
OG0000113	Praq.g_01420	Prba.g_01477
OG0000114	Praq.g_01490	Prba.g_01395
OG0000115	Praq.g_01278	Prba.g_00743
OG0000116	Praq.g_01323	Prba.g_00074
OG0000117	Praq.g_00084	Prba.g_01135
OG0000118	Praq.g_00145	Prba.g_01204
OG0000119	Praq.g_00171	Prba.g_00200
OG0000120	Praq.g_00208	Prba.g_00175
OG0000121	Praq.g_00296	Prba.g_00711
OG0000122	Praq.g_00334	Prba.g_00348
OG0000123	Praq.g_00873	Prba.g_00436
OG0000124	Praq.g_00682	Prba.g_00784
OG0000125	Praq.g_00718	Prba.g_01089, Prba.g_00821
OG0000126	Praq.g_00421	Prba.g_01788
OG0000128	Praq.g_00437	Prba.g_01804
OG0000129	Praq.g_01259	Prba.g_01838
OG0000130	Praq.g_01934	Prba.g_01857
OG0000131	Praq.g_01857	Prba.g_01933
OG0000132	Praq.g_01838	Prba.g_01952
OG0000133	Praq.g_01680	Prba.g_00538
OG0000134	Praq.g_01187	Prba.g_00851
OG0000135	Praq.g_01160	Prba.g_00877
OG0000136	Praq.g_01116	Prba.g_01020
OG0000137	Praq.g_00526	Prba.g_00986
OG0000138	Praq.g_00546	Prba.g_00966
OG0000139	Praq.g_01065	Prba.g_00924
OG0000140	Praq.g_01064	Prba.g_00923
OG0000141	Praq.g_00995	Prba.g_01710
OG0000142	Praq.g_00967	Prba.g_01682
OG0000143	Praq.g_00963	Prba.g_01678
OG0000144	Praq.g_00781	Prba.g_01665
OG0000145	Praq.g_00637	Prba.g_01541
OG0000146	Praq.g_00639	Prba.g_01533
OG0000147	Praq.g_00640	Prba.g_01532
OG0000148	Praq.g_01414	Prba.g_01483
OG0000149	Praq.g_01444	Prba.g_01452
OG0000150	Praq.g_01452	Prba.g_01444
OG0000151	Praq.g_01500	Prba.g_01385
OG0000152	Praq.g_01548	Prba.g_01337
OG0000153	Praq.g_01567	Prba.g_01318
OG0000154	Praq.g_01593	Prba.g_01290
OG0000155	Praq.g_01353	Prba.g_00043
OG0000156	Praq.g_00122	Prba.g_01181
OG0000157	Praq.g_00123	Prba.g_01182
OG0000158	Praq.g_00258	Prba.g_00154
OG0000159	Praq.g_00253, Praq.g_00217	Prba.g_00152
OG0000160	Praq.g_00295	Prba.g_00712
OG0000161	Praq.g_00301	Prba.g_00706
OG0000162	Praq.g_00307	Prba.g_00700
OG0000163	Praq.g_00341	Prba.g_00341
OG0000164	Praq.g_00473	Prba.g_00596
OG0000165	Praq.g_00466	Prba.g_00589
OG0000166	Praq.g_00915	Prba.g_00393
OG0000167	Praq.g_00737	Prba.g_01069
OG0000168	Praq.g_00747	Prba.g_01079
OG0000169	Praq.g_00757	Prba.g_00761
OG0000170	Praq.g_00759	Prba.g_00763
OG0000171	Praq.g_00681	Prba.g_00783
OG0000172	Praq.g_00689	Prba.g_00792
OG0000173	Praq.g_00704	Prba.g_00807
OG0000174	Praq.g_00396	Prba.g_00835
OG0000175	Praq.g_00406	Prba.g_00845
OG0000176	Praq.g_00430	Prba.g_01797
OG0000177	Praq.g_00431	Prba.g_01798
OG0000178	Praq.g_00432	Prba.g_01799
OG0000179	Praq.g_01219	Prba.g_01809
OG0000180	Praq.g_01220	Prba.g_01810
OG0000181	Praq.g_01221	Prba.g_01811
OG0000182	Praq.g_01222	Prba.g_01812
OG0000183	Praq.g_01226	Prba.g_01816
OG0000184	Praq.g_01262	Prba.g_01840
OG0000185	Praq.g_01265	Prba.g_01843
OG0000186	Praq.g_01939	Prba.g_01852
OG0000187	Praq.g_01938	Prba.g_01853
OG0000188	Praq.g_01921	Prba.g_01870
OG0000189	Praq.g_01907	Prba.g_01884
OG0000190	Praq.g_01906	Prba.g_01885
OG0000191	Praq.g_01886	Prba.g_01905
OG0000192	Praq.g_01882	Prba.g_01909
OG0000193	Praq.g_01856	Prba.g_01934
OG0000194	Praq.g_01853	Prba.g_01937
OG0000195	Praq.g_01851	Prba.g_01939
OG0000196	Praq.g_01841	Prba.g_01949
OG0000197	Praq.g_01840	Prba.g_01950
OG0000198	Praq.g_01839	Prba.g_01951
OG0000199	Praq.g_01832	Prba.g_00626
OG0000200	Praq.g_01818	Prba.g_00640
OG0000201	Praq.g_01810	Prba.g_00648
OG0000202	Praq.g_01809	Prba.g_00649
OG0000203	Praq.g_01808	Prba.g_00650
OG0000204	Praq.g_01807	Prba.g_00651
OG0000205	Praq.g_01800	Prba.g_00658
OG0000206	Praq.g_01795	Prba.g_00663
OG0000207	Praq.g_01793	Prba.g_00665
OG0000208	Praq.g_01792	Prba.g_00666
OG0000209	Praq.g_01783	Prba.g_00675
OG0000210	Praq.g_01782	Prba.g_00439
OG0000211	Praq.g_01769	Prba.g_00452
OG0000212	Praq.g_01762	Prba.g_00459
OG0000213	Praq.g_01746	Prba.g_00476
OG0000214	Praq.g_01736	Prba.g_00485
OG0000215	Praq.g_01710	Prba.g_00509
OG0000216	Praq.g_01708	Prba.g_00510
OG0000217	Praq.g_01705	Prba.g_00513
OG0000218	Praq.g_01703	Prba.g_00515
OG0000219	Praq.g_01702	Prba.g_00516
OG0000220	Praq.g_01701	Prba.g_00517
OG0000221	Praq.g_01700	Prba.g_00518
OG0000222	Praq.g_01692	Prba.g_00526
OG0000223	Praq.g_01679	Prba.g_00539
OG0000224	Praq.g_01677	Prba.g_00541
OG0000225	Praq.g_01199	Prba.g_00562
OG0000226	Praq.g_01195	Prba.g_00221
OG0000227	Praq.g_01193	Prba.g_00223
OG0000228	Praq.g_01189	Prba.g_00849
OG0000229	Praq.g_01121	Prba.g_01025
OG0000230	Praq.g_01119	Prba.g_01023
OG0000231	Praq.g_01108	Prba.g_01012
OG0000232	Praq.g_00507	Prba.g_01003
OG0000233	Praq.g_00513	Prba.g_00998
OG0000234	Praq.g_00527	Prba.g_00985
OG0000235	Praq.g_00530	Prba.g_00982
OG0000236	Praq.g_00544	Prba.g_00968
OG0000237	Praq.g_01096	Prba.g_00955
OG0000238	Praq.g_01090	Prba.g_00949
OG0000239	Praq.g_01077	Prba.g_00936
OG0000240	Praq.g_01076	Prba.g_00935
OG0000241	Praq.g_01072	Prba.g_00931
OG0000242	Praq.g_01070	Prba.g_00929
OG0000243	Praq.g_01059	Prba.g_01772
OG0000244	Praq.g_01056	Prba.g_01769
OG0000245	Praq.g_01054	Prba.g_01767
OG0000246	Praq.g_01050	Prba.g_01763
OG0000247	Praq.g_01040	Prba.g_01753
OG0000248	Praq.g_01038	Prba.g_01751
OG0000249	Praq.g_01036	Prba.g_01749
OG0000250	Praq.g_01031	Prba.g_01744
OG0000251	Praq.g_01012	Prba.g_01726
OG0000252	Praq.g_01008	Prba.g_01723
OG0000253	Praq.g_01007	Prba.g_01722
OG0000254	Praq.g_00991	Prba.g_01706
OG0000255	Praq.g_00985	Prba.g_01700
OG0000256	Praq.g_00975	Prba.g_01690
OG0000257	Praq.g_00972	Prba.g_01687
OG0000258	Praq.g_00959	Prba.g_01674
OG0000259	Praq.g_00789	Prba.g_01657
OG0000260	Praq.g_00792	Prba.g_01654
OG0000261	Praq.g_00794	Prba.g_01652
OG0000262	Praq.g_00798	Prba.g_01648
OG0000263	Praq.g_00810	Prba.g_01636
OG0000264	Praq.g_00820	Prba.g_01626
OG0000265	Praq.g_00583	Prba.g_01594
OG0000266	Praq.g_00593	Prba.g_01584
OG0000267	Praq.g_00604	Prba.g_01573
OG0000268	Praq.g_00605	Prba.g_01572
OG0000269	Praq.g_00665	Prba.g_01504
OG0000270	Praq.g_00668	Prba.g_01501
OG0000271	Praq.g_00676	Prba.g_01493
OG0000272	Praq.g_00677	Prba.g_01492
OG0000273	Praq.g_01428	Prba.g_01469
OG0000274	Praq.g_01429	Prba.g_01468
OG0000275	Praq.g_01431	Prba.g_01465
OG0000276	Praq.g_01436	Prba.g_01460
OG0000277	Praq.g_01437	Prba.g_01459
OG0000278	Praq.g_01440	Prba.g_01456
OG0000279	Praq.g_01447	Prba.g_01449
OG0000280	Praq.g_01448	Prba.g_01448
OG0000281	Praq.g_01454	Prba.g_01443
OG0000282	Praq.g_01492	Prba.g_01393
OG0000283	Praq.g_01525	Prba.g_01360
OG0000284	Praq.g_01530	Prba.g_01355
OG0000285	Praq.g_01535	Prba.g_01350
OG0000286	Praq.g_01547	Prba.g_01338
OG0000287	Praq.g_01564	Prba.g_01321
OG0000288	Praq.g_01592	Prba.g_01291
OG0000289	Praq.g_01603	Prba.g_01280
OG0000290	Praq.g_01616	Prba.g_01267
OG0000291	Praq.g_01618	Prba.g_01265
OG0000292	Praq.g_01667	Prba.g_01216
OG0000293	Praq.g_01324	Prba.g_00073
OG0000294	Praq.g_01325	Prba.g_00072
OG0000295	Praq.g_01345	Prba.g_00051
OG0000296	Praq.g_01347	Prba.g_00049
OG0000297	Praq.g_01355	Prba.g_00041
OG0000298	Praq.g_01356	Prba.g_00040
OG0000299	Praq.g_01373	Prba.g_00023
OG0000300	Praq.g_01376	Prba.g_00020
OG0000301	Praq.g_01377	Prba.g_00019
OG0000302	Praq.g_01379	Prba.g_00017
OG0000303	Praq.g_01386	Prba.g_00010
OG0000304	Praq.g_01390	Prba.g_00006
OG0000305	Praq.g_00167	Prba.g_00204
OG0000306	Praq.g_00170	Prba.g_00201
OG0000307	Praq.g_00186	Prba.g_00187
OG0000308	Praq.g_00187	Prba.g_00186
OG0000309	Praq.g_00191	Prba.g_00182
OG0000310	Praq.g_00279	Prba.g_00112
OG0000311	Praq.g_00281	Prba.g_00110
OG0000312	Praq.g_00284	Prba.g_00107
OG0000313	Praq.g_00298	Prba.g_00709
OG0000314	Praq.g_00321	Prba.g_00686
OG0000315	Praq.g_00331	Prba.g_00351, Prba.g_00676
OG0000316	Praq.g_00351	Prba.g_00331
OG0000317	Praq.g_01954, Praq.g_00499	Prba.g_00228
OG0000318	Praq.g_00496	Prba.g_00619
OG0000319	Praq.g_00483	Prba.g_00606
OG0000320	Praq.g_00481	Prba.g_00604
OG0000321	Praq.g_00480	Prba.g_00603
OG0000322	Praq.g_00479	Prba.g_00602
OG0000323	Praq.g_00470	Prba.g_00593
OG0000324	Praq.g_00444	Prba.g_00567
OG0000325	Praq.g_00950	Prba.g_00358
OG0000326	Praq.g_00944	Prba.g_00364
OG0000327	Praq.g_00920	Prba.g_00388
OG0000328	Praq.g_00919	Prba.g_00389
OG0000329	Praq.g_00902	Prba.g_00406
OG0000330	Praq.g_00901	Prba.g_00407
OG0000331	Praq.g_00900	Prba.g_00408
OG0000332	Praq.g_00886	Prba.g_00422
OG0000333	Praq.g_00884	Prba.g_00424
OG0000334	Praq.g_00876	Prba.g_00432
OG0000335	Praq.g_00872	Prba.g_00437
OG0000336	Praq.g_00868	Prba.g_01050
OG0000337	Praq.g_00735	Prba.g_01067
OG0000338	Praq.g_00736	Prba.g_01068
OG0000339	Praq.g_00740	Prba.g_01072
OG0000340	Praq.g_00748	Prba.g_00752
OG0000341	Praq.g_00750	Prba.g_00754
OG0000342	Praq.g_00751	Prba.g_00755
OG0000343	Praq.g_00752	Prba.g_00756
OG0000344	Praq.g_00755	Prba.g_00759
OG0000345	Praq.g_00760	Prba.g_00764
OG0000346	Praq.g_00764	Prba.g_00769
OG0000347	Praq.g_00683	Prba.g_00785
OG0000348	Praq.g_00692	Prba.g_00795
OG0000349	Praq.g_00709	Prba.g_00812
OG0000350	Praq.g_00392	Prba.g_00831
OG0000351	Praq.g_00409	Prba.g_00848, Prba.g_01776
OG0000352	Praq.g_00410	Prba.g_01777
OG0000353	Praq.g_00425	Prba.g_01792
OG0000355	Praq.g_00427	Prba.g_01794
OG0000356	Praq.g_00428	Prba.g_01795
OG0000357	Praq.g_00429	Prba.g_01796
OG0000358	Praq.g_00433	Prba.g_01800
OG0000359	Praq.g_00434	Prba.g_01801
OG0000360	Praq.g_00435	Prba.g_01802
OG0000361	Praq.g_00436	Prba.g_01803
OG0000362	Praq.g_00438	Prba.g_01805
OG0000363	Praq.g_01217	Prba.g_01807
OG0000364	Praq.g_01218	Prba.g_01808
OG0000365	Praq.g_01223	Prba.g_01813
OG0000366	Praq.g_01224	Prba.g_01814
OG0000367	Praq.g_01225	Prba.g_01815
OG0000368	Praq.g_01227	Prba.g_01817
OG0000369	Praq.g_01228	Prba.g_01818
OG0000370	Praq.g_01229	Prba.g_01819
OG0000371	Praq.g_01235	Prba.g_01825
OG0000372	Praq.g_01239	Prba.g_01828
OG0000373	Praq.g_01240	Prba.g_01829
OG0000374	Praq.g_01241	Prba.g_01830
OG0000375	Praq.g_01255	Prba.g_01834
OG0000376	Praq.g_01257	Prba.g_01836
OG0000377	Praq.g_01261	Prba.g_01839
OG0000378	Praq.g_01263	Prba.g_01841
OG0000379	Praq.g_01266	Prba.g_01844
OG0000380	Praq.g_01937	Prba.g_01854
OG0000381	Praq.g_01933	Prba.g_01858
OG0000382	Praq.g_01922	Prba.g_01869
OG0000383	Praq.g_01920	Prba.g_01871
OG0000384	Praq.g_01919	Prba.g_01872
OG0000385	Praq.g_01918	Prba.g_01873
OG0000386	Praq.g_01917	Prba.g_01874
OG0000387	Praq.g_01904	Prba.g_01887
OG0000388	Praq.g_01901	Prba.g_01890
OG0000389	Praq.g_01897	Prba.g_01894
OG0000390	Praq.g_01890	Prba.g_01901
OG0000391	Praq.g_01887	Prba.g_01904
OG0000392	Praq.g_01883	Prba.g_01908
OG0000393	Praq.g_01881	Prba.g_01910
OG0000394	Praq.g_01880	Prba.g_01911
OG0000395	Praq.g_01879	Prba.g_01912
OG0000396	Praq.g_01876	Prba.g_01915
OG0000397	Praq.g_01874	Prba.g_01917
OG0000398	Praq.g_01872	Prba.g_01919
OG0000399	Praq.g_01871	Prba.g_01920
OG0000400	Praq.g_01870	Prba.g_01921
OG0000401	Praq.g_01869	Prba.g_01922
OG0000402	Praq.g_01867	Prba.g_01924
OG0000403	Praq.g_01866	Prba.g_01925
OG0000404	Praq.g_01865	Prba.g_01926
OG0000405	Praq.g_01861	Prba.g_01930
OG0000406	Praq.g_01855	Prba.g_01935
OG0000407	Praq.g_01854	Prba.g_01936
OG0000408	Praq.g_01852	Prba.g_01938
OG0000409	Praq.g_01850	Prba.g_01940
OG0000410	Praq.g_01849	Prba.g_01941
OG0000411	Praq.g_01848	Prba.g_01942
OG0000412	Praq.g_01847	Prba.g_01943
OG0000413	Praq.g_01846	Prba.g_01944
OG0000414	Praq.g_01845	Prba.g_01945
OG0000415	Praq.g_01844	Prba.g_01946
OG0000416	Praq.g_01843	Prba.g_01947
OG0000417	Praq.g_01842	Prba.g_01948
OG0000418	Praq.g_01837	Prba.g_01953
OG0000419	Praq.g_01835	Prba.g_00623
OG0000420	Praq.g_01834	Prba.g_00624
OG0000421	Praq.g_01829	Prba.g_00629
OG0000422	Praq.g_01828	Prba.g_00630
OG0000423	Praq.g_01827	Prba.g_00631
OG0000424	Praq.g_01826	Prba.g_00632
OG0000425	Praq.g_01825	Prba.g_00633
OG0000426	Praq.g_01824	Prba.g_00634
OG0000427	Praq.g_01823	Prba.g_00635
OG0000428	Praq.g_01821	Prba.g_00637
OG0000429	Praq.g_01820	Prba.g_00638
OG0000430	Praq.g_01819	Prba.g_00639
OG0000431	Praq.g_01817	Prba.g_00641
OG0000432	Praq.g_01814	Prba.g_00644
OG0000433	Praq.g_01813	Prba.g_00645
OG0000434	Praq.g_01812	Prba.g_00646
OG0000435	Praq.g_01811	Prba.g_00647
OG0000436	Praq.g_01806	Prba.g_00652
OG0000437	Praq.g_01805	Prba.g_00653
OG0000438	Praq.g_01804	Prba.g_00654
OG0000439	Praq.g_01802	Prba.g_00656
OG0000440	Praq.g_01801	Prba.g_00657
OG0000441	Praq.g_01798	Prba.g_00660
OG0000442	Praq.g_01797	Prba.g_00661
OG0000443	Praq.g_01796	Prba.g_00662
OG0000444	Praq.g_01791	Prba.g_00667
OG0000445	Praq.g_01790	Prba.g_00668
OG0000446	Praq.g_01789	Prba.g_00669
OG0000447	Praq.g_01788	Prba.g_00670
OG0000448	Praq.g_01787	Prba.g_00671
OG0000449	Praq.g_01786	Prba.g_00672
OG0000450	Praq.g_01785	Prba.g_00673
OG0000451	Praq.g_01784	Prba.g_00674
OG0000452	Praq.g_01781	Prba.g_00440
OG0000453	Praq.g_01780	Prba.g_00441
OG0000454	Praq.g_01779	Prba.g_00442
OG0000455	Praq.g_01778	Prba.g_00443
OG0000456	Praq.g_01777	Prba.g_00444
OG0000457	Praq.g_01776	Prba.g_00445
OG0000458	Praq.g_01775	Prba.g_00446
OG0000459	Praq.g_01774	Prba.g_00447
OG0000460	Praq.g_01767	Prba.g_00454
OG0000461	Praq.g_01760	Prba.g_00461
OG0000462	Praq.g_01758	Prba.g_00463
OG0000463	Praq.g_01757	Prba.g_00464
OG0000464	Praq.g_01756	Prba.g_00465
OG0000465	Praq.g_01755	Prba.g_00466
OG0000466	Praq.g_01752	Prba.g_00469
OG0000467	Praq.g_01751	Prba.g_00470
OG0000468	Praq.g_01750	Prba.g_00472
OG0000469	Praq.g_01741	Prba.g_00480
OG0000470	Praq.g_01739	Prba.g_00482
OG0000471	Praq.g_01738	Prba.g_00483
OG0000472	Praq.g_01737	Prba.g_00484
OG0000473	Praq.g_01735	Prba.g_00486
OG0000474	Praq.g_01734	Prba.g_00487
OG0000475	Praq.g_01733	Prba.g_00488
OG0000476	Praq.g_01732	Prba.g_00489
OG0000477	Praq.g_01728	Prba.g_00492
OG0000478	Praq.g_01727	Prba.g_00493
OG0000479	Praq.g_01726	Prba.g_00494
OG0000480	Praq.g_01721	Prba.g_00499
OG0000481	Praq.g_01718	Prba.g_00501
OG0000482	Praq.g_01717	Prba.g_00502
OG0000483	Praq.g_01714	Prba.g_00505
OG0000484	Praq.g_01713	Prba.g_00506
OG0000485	Praq.g_01712	Prba.g_00507
OG0000486	Praq.g_01711	Prba.g_00508
OG0000487	Praq.g_01707	Prba.g_00511
OG0000488	Praq.g_01704	Prba.g_00514
OG0000489	Praq.g_01699	Prba.g_00519
OG0000490	Praq.g_01694	Prba.g_00524
OG0000491	Praq.g_01693	Prba.g_00525
OG0000492	Praq.g_01691	Prba.g_00527
OG0000493	Praq.g_01690	Prba.g_00528
OG0000494	Praq.g_01689	Prba.g_00529
OG0000495	Praq.g_01688	Prba.g_00530
OG0000496	Praq.g_01687	Prba.g_00531
OG0000497	Praq.g_01686	Prba.g_00532
OG0000498	Praq.g_01685	Prba.g_00533
OG0000499	Praq.g_01684	Prba.g_00534
OG0000500	Praq.g_01683	Prba.g_00535
OG0000501	Praq.g_01681	Prba.g_00537
OG0000502	Praq.g_01678	Prba.g_00540
OG0000503	Praq.g_01211	Prba.g_00550
OG0000504	Praq.g_01210	Prba.g_00551
OG0000505	Praq.g_01209	Prba.g_00552
OG0000506	Praq.g_01207	Prba.g_00554
OG0000507	Praq.g_01204	Prba.g_00557
OG0000508	Praq.g_01200	Prba.g_00561
OG0000509	Praq.g_01198	Prba.g_00218
OG0000510	Praq.g_01197	Prba.g_00219
OG0000511	Praq.g_01196	Prba.g_00220
OG0000512	Praq.g_01194	Prba.g_00222
OG0000513	Praq.g_01186	Prba.g_00852
OG0000514	Praq.g_01126	Prba.g_01030
OG0000515	Praq.g_01125	Prba.g_01029
OG0000516	Praq.g_01124	Prba.g_01028
OG0000517	Praq.g_01122	Prba.g_01026
OG0000518	Praq.g_01111	Prba.g_01015
OG0000519	Praq.g_01110	Prba.g_01014
OG0000520	Praq.g_01109	Prba.g_01013
OG0000521	Praq.g_00502	Prba.g_01008
OG0000522	Praq.g_00504	Prba.g_01006
OG0000523	Praq.g_00505	Prba.g_01005
OG0000524	Praq.g_00511	Prba.g_01000
OG0000525	Praq.g_00514	Prba.g_00997
OG0000526	Praq.g_00515	Prba.g_00996
OG0000527	Praq.g_00524	Prba.g_00988
OG0000528	Praq.g_00529	Prba.g_00983
OG0000529	Praq.g_00532	Prba.g_00980
OG0000530	Praq.g_00535	Prba.g_00977
OG0000531	Praq.g_00536	Prba.g_00976
OG0000532	Praq.g_00538	Prba.g_00974
OG0000533	Praq.g_00539	Prba.g_00973
OG0000534	Praq.g_00540	Prba.g_00972
OG0000535	Praq.g_00541	Prba.g_00971
OG0000536	Praq.g_00542	Prba.g_00970
OG0000537	Praq.g_00543	Prba.g_00969
OG0000538	Praq.g_01102	Prba.g_00961
OG0000539	Praq.g_01101	Prba.g_00960
OG0000540	Praq.g_01100	Prba.g_00959
OG0000541	Praq.g_01099	Prba.g_00958
OG0000542	Praq.g_01097	Prba.g_00956
OG0000543	Praq.g_01095	Prba.g_00954
OG0000544	Praq.g_01094	Prba.g_00953
OG0000545	Praq.g_01092	Prba.g_00951
OG0000546	Praq.g_01089	Prba.g_00948
OG0000547	Praq.g_01087	Prba.g_00946
OG0000548	Praq.g_01086	Prba.g_00945
OG0000549	Praq.g_01084	Prba.g_00943
OG0000550	Praq.g_01079	Prba.g_00938
OG0000551	Praq.g_01075	Prba.g_00934
OG0000552	Praq.g_01074	Prba.g_00933
OG0000553	Praq.g_01073	Prba.g_00932
OG0000554	Praq.g_01068	Prba.g_00927
OG0000555	Praq.g_01060	Prba.g_01773
OG0000556	Praq.g_01058	Prba.g_01771
OG0000557	Praq.g_01057	Prba.g_01770
OG0000558	Praq.g_01055	Prba.g_01768
OG0000559	Praq.g_01051	Prba.g_01764
OG0000560	Praq.g_01048	Prba.g_01761
OG0000561	Praq.g_01047	Prba.g_01760
OG0000562	Praq.g_01046	Prba.g_01759
OG0000563	Praq.g_01045	Prba.g_01758
