Orthogroup	Praq	Syam
OG0000146	Praq.g_00639	Syam.g_01114
OG0000147	Praq.g_00640	Syam.g_01113
OG0000148	Praq.g_01414	Syam.g_01270
OG0000149	Praq.g_01444	Syam.g_00725
OG0000150	Praq.g_01452	Syam.g_00660
OG0000151	Praq.g_01500	Syam.g_01338
OG0000152	Praq.g_01548	Syam.g_01124
OG0000153	Praq.g_01567	Syam.g_01160
OG0000154	Praq.g_01593	Syam.g_01187
OG0000155	Praq.g_01353	Syam.g_01763
OG0000156	Praq.g_00122	Syam.g_01814
OG0000157	Praq.g_00123	Syam.g_01815
OG0000158	Praq.g_00258	Syam.g_00139
OG0000160	Praq.g_00295	Syam.g_01614
OG0000161	Praq.g_00301	Syam.g_01620
OG0000162	Praq.g_00307	Syam.g_01627
OG0000163	Praq.g_00341	Syam.g_01927
OG0000164	Praq.g_00473	Syam.g_02023
OG0000165	Praq.g_00466	Syam.g_01879, Syam.g_01878
OG0000166	Praq.g_00915	Syam.g_00330
OG0000167	Praq.g_00737	Syam.g_00151
OG0000168	Praq.g_00747	Syam.g_00138
OG0000169	Praq.g_00757	Syam.g_00127
OG0000170	Praq.g_00759	Syam.g_00120
OG0000171	Praq.g_00681	Syam.g_00097
OG0000172	Praq.g_00689	Syam.g_00075
OG0000173	Praq.g_00704	Syam.g_00057
OG0000174	Praq.g_00396	Syam.g_02349
OG0000175	Praq.g_00406	Syam.g_02417
OG0000176	Praq.g_00430	Syam.g_00004
OG0000177	Praq.g_00431	Syam.g_00005
OG0000178	Praq.g_00432	Syam.g_00006
OG0000179	Praq.g_01219	Syam.g_00021
OG0000180	Praq.g_01220	Syam.g_00022
OG0000181	Praq.g_01221	Syam.g_00023
OG0000182	Praq.g_01222	Syam.g_00024
OG0000183	Praq.g_01226	Syam.g_00028
OG0000184	Praq.g_01262	Syam.g_02298
OG0000185	Praq.g_01265	Syam.g_02295
OG0000186	Praq.g_01939	Syam.g_02058
OG0000187	Praq.g_01938	Syam.g_02059
OG0000188	Praq.g_01921	Syam.g_02081
OG0000189	Praq.g_01907	Syam.g_02108
OG0000190	Praq.g_01906	Syam.g_02110
OG0000191	Praq.g_01886	Syam.g_02142
OG0000192	Praq.g_01882	Syam.g_02148
OG0000193	Praq.g_01856	Syam.g_02192
OG0000194	Praq.g_01853	Syam.g_02195
OG0000195	Praq.g_01851	Syam.g_02197
OG0000196	Praq.g_01841	Syam.g_02208
OG0000197	Praq.g_01840	Syam.g_02209
OG0000198	Praq.g_01839	Syam.g_02210
OG0000199	Praq.g_01832	Syam.g_02218
OG0000200	Praq.g_01818	Syam.g_02234
OG0000202	Praq.g_01809	Syam.g_02249
OG0000203	Praq.g_01808	Syam.g_02250
OG0000204	Praq.g_01807	Syam.g_02251
OG0000205	Praq.g_01800	Syam.g_02258
OG0000206	Praq.g_01795	Syam.g_02264
OG0000207	Praq.g_01793	Syam.g_02266
OG0000208	Praq.g_01792	Syam.g_02267
OG0000209	Praq.g_01783	Syam.g_02278
OG0000210	Praq.g_01782	Syam.g_02279
OG0000212	Praq.g_01762	Syam.g_00515
OG0000213	Praq.g_01746	Syam.g_00263
OG0000214	Praq.g_01736	Syam.g_00247
OG0000215	Praq.g_01710	Syam.g_00216
OG0000216	Praq.g_01708	Syam.g_00212
OG0000217	Praq.g_01705	Syam.g_00208
OG0000218	Praq.g_01703	Syam.g_00206
OG0000219	Praq.g_01702	Syam.g_00205
OG0000220	Praq.g_01701	Syam.g_00204
OG0000221	Praq.g_01700	Syam.g_00198
OG0000222	Praq.g_01692	Syam.g_00186
OG0000223	Praq.g_01679	Syam.g_00168
OG0000224	Praq.g_01677	Syam.g_00164
OG0000225	Praq.g_01199	Syam.g_00473
OG0000226	Praq.g_01195	Syam.g_00477
OG0000227	Praq.g_01193	Syam.g_00479
OG0000228	Praq.g_01189	Syam.g_00488
OG0000229	Praq.g_01121	Syam.g_01867
OG0000230	Praq.g_01119	Syam.g_01865
OG0000231	Praq.g_01108	Syam.g_01848
OG0000232	Praq.g_00507	Syam.g_01692
OG0000233	Praq.g_00513	Syam.g_01678
OG0000234	Praq.g_00527	Syam.g_01667
OG0000235	Praq.g_00530	Syam.g_00582
OG0000236	Praq.g_00544	Syam.g_00597
OG0000237	Praq.g_01096	Syam.g_00614
OG0000238	Praq.g_01090	Syam.g_00619
OG0000239	Praq.g_01077	Syam.g_00637
OG0000240	Praq.g_01076	Syam.g_00638
OG0000241	Praq.g_01072	Syam.g_01477
OG0000242	Praq.g_01070	Syam.g_00649
OG0000243	Praq.g_01059	Syam.g_00668
OG0000244	Praq.g_01056	Syam.g_00674
OG0000245	Praq.g_01054	Syam.g_00676
OG0000246	Praq.g_01050	Syam.g_00680
OG0000247	Praq.g_01040	Syam.g_00692
OG0000248	Praq.g_01038	Syam.g_00695
OG0000249	Praq.g_01036	Syam.g_00697
OG0000250	Praq.g_01031	Syam.g_01747
OG0000251	Praq.g_01012	Syam.g_01722
OG0000252	Praq.g_01008	Syam.g_01719
OG0000253	Praq.g_01007	Syam.g_01718
OG0000254	Praq.g_00991	Syam.g_01510
OG0000255	Praq.g_00985	Syam.g_01500
OG0000256	Praq.g_00975	Syam.g_01484
OG0000257	Praq.g_00972	Syam.g_01478
OG0000258	Praq.g_00959	Syam.g_01459
OG0000259	Praq.g_00789	Syam.g_01378
OG0000260	Praq.g_00792	Syam.g_01375
OG0000261	Praq.g_00794	Syam.g_01372
OG0000262	Praq.g_00798	Syam.g_01367
OG0000263	Praq.g_00810	Syam.g_00885
OG0000264	Praq.g_00820	Syam.g_00805
OG0000265	Praq.g_00583	Syam.g_01880
OG0000266	Praq.g_00593	Syam.g_01234
OG0000267	Praq.g_00604	Syam.g_01071
OG0000268	Praq.g_00605	Syam.g_01072
OG0000269	Praq.g_00665	Syam.g_01295
OG0000270	Praq.g_00668	Syam.g_01292
OG0000271	Praq.g_00676	Syam.g_01284
OG0000272	Praq.g_00677	Syam.g_01283
OG0000273	Praq.g_01428	Syam.g_00745
OG0000274	Praq.g_01429	Syam.g_00744
OG0000275	Praq.g_01431	Syam.g_00741
OG0000276	Praq.g_01436	Syam.g_00733
OG0000277	Praq.g_01437	Syam.g_00732
OG0000278	Praq.g_01440	Syam.g_00729
OG0000279	Praq.g_01447	Syam.g_00721
OG0000280	Praq.g_01448	Syam.g_00701
OG0000281	Praq.g_01454	Syam.g_00943
OG0000282	Praq.g_01492	Syam.g_01347
OG0000283	Praq.g_01525	Syam.g_01087
OG0000284	Praq.g_01530	Syam.g_01093
OG0000285	Praq.g_01535	Syam.g_01105
OG0000286	Praq.g_01547	Syam.g_01123
OG0000288	Praq.g_01592	Syam.g_01186
OG0000289	Praq.g_01603	Syam.g_01201
OG0000290	Praq.g_01616	Syam.g_00771
OG0000291	Praq.g_01618	Syam.g_00773
OG0000292	Praq.g_01667	Syam.g_02439
OG0000293	Praq.g_01324	Syam.g_01806
OG0000294	Praq.g_01325	Syam.g_01805
OG0000295	Praq.g_01345	Syam.g_01771
OG0000296	Praq.g_01347	Syam.g_01769
OG0000297	Praq.g_01355	Syam.g_00906
OG0000298	Praq.g_01356	Syam.g_00905
OG0000299	Praq.g_01373	Syam.g_00878
OG0000300	Praq.g_01376	Syam.g_00871
OG0000301	Praq.g_01377	Syam.g_00870
OG0000302	Praq.g_01379	Syam.g_00868
OG0000303	Praq.g_01386	Syam.g_00859
OG0000304	Praq.g_01390	Syam.g_00853
OG0000305	Praq.g_00167	Syam.g_00776
OG0000306	Praq.g_00170	Syam.g_01757
OG0000307	Praq.g_00186	Syam.g_00566
OG0000308	Praq.g_00187	Syam.g_00564
OG0000309	Praq.g_00191	Syam.g_00559
OG0000310	Praq.g_00279	Syam.g_01591
OG0000311	Praq.g_00281	Syam.g_01595
OG0000312	Praq.g_00284	Syam.g_01601
OG0000313	Praq.g_00298	Syam.g_01617
OG0000314	Praq.g_00321	Syam.g_01647
OG0000315	Praq.g_00331	Syam.g_01658
OG0000316	Praq.g_00351	Syam.g_01945
OG0000317	Praq.g_01954, Praq.g_00499	Syam.g_01987
OG0000318	Praq.g_00496	Syam.g_01991
OG0000319	Praq.g_00483	Syam.g_02006
OG0000320	Praq.g_00481	Syam.g_02008
OG0000321	Praq.g_00480	Syam.g_02009
OG0000322	Praq.g_00479	Syam.g_02010
OG0000323	Praq.g_00470	Syam.g_02025
OG0000324	Praq.g_00444	Syam.g_01906
OG0000325	Praq.g_00950	Syam.g_00289
OG0000326	Praq.g_00944	Syam.g_00296
OG0000327	Praq.g_00920	Syam.g_00325
OG0000328	Praq.g_00919	Syam.g_00326
OG0000329	Praq.g_00902	Syam.g_00344
OG0000330	Praq.g_00901	Syam.g_00345
OG0000331	Praq.g_00900	Syam.g_00346
OG0000332	Praq.g_00886	Syam.g_00361
OG0000333	Praq.g_00884	Syam.g_00364
OG0000334	Praq.g_00876	Syam.g_00375
OG0000335	Praq.g_00872	Syam.g_00380
OG0000336	Praq.g_00868	Syam.g_00384
OG0000337	Praq.g_00735	Syam.g_00155
OG0000338	Praq.g_00736	Syam.g_00153
OG0000339	Praq.g_00740	Syam.g_00147
OG0000340	Praq.g_00748	Syam.g_00137
OG0000341	Praq.g_00750	Syam.g_00135
OG0000342	Praq.g_00751	Syam.g_00134
OG0000343	Praq.g_00752	Syam.g_00133
OG0000344	Praq.g_00755	Syam.g_00129
OG0000345	Praq.g_00760	Syam.g_00119
OG0000346	Praq.g_00764	Syam.g_00114
OG0000347	Praq.g_00683	Syam.g_00083
OG0000348	Praq.g_00692	Syam.g_00068
OG0000349	Praq.g_00709	Syam.g_00050
OG0000350	Praq.g_00392	Syam.g_00303
OG0000351	Praq.g_00409	Syam.g_02420
OG0000352	Praq.g_00410	Syam.g_02421
OG0000353	Praq.g_00425	Syam.g_02445
OG0000355	Praq.g_00427	Syam.g_00001
OG0000356	Praq.g_00428	Syam.g_00002
OG0000357	Praq.g_00429	Syam.g_00003
OG0000358	Praq.g_00433	Syam.g_00007
OG0000359	Praq.g_00434	Syam.g_00009
OG0000360	Praq.g_00435	Syam.g_00010
OG0000361	Praq.g_00436	Syam.g_00011
OG0000362	Praq.g_00438	Syam.g_00013
OG0000363	Praq.g_01217	Syam.g_00015
OG0000364	Praq.g_01218	Syam.g_00016
OG0000365	Praq.g_01223	Syam.g_00025
OG0000366	Praq.g_01224	Syam.g_00026
OG0000367	Praq.g_01225	Syam.g_00027
OG0000368	Praq.g_01227	Syam.g_00029
OG0000369	Praq.g_01228	Syam.g_00030
OG0000370	Praq.g_01229	Syam.g_00031
OG0000371	Praq.g_01235	Syam.g_00038
OG0000372	Praq.g_01239	Syam.g_00043
OG0000373	Praq.g_01240	Syam.g_00044
OG0000374	Praq.g_01241	Syam.g_00045
OG0000375	Praq.g_01255	Syam.g_00046
OG0000376	Praq.g_01257	Syam.g_00048
OG0000377	Praq.g_01261	Syam.g_02306
OG0000378	Praq.g_01263	Syam.g_02297
OG0000379	Praq.g_01266	Syam.g_02294
OG0000380	Praq.g_01937	Syam.g_02060
OG0000381	Praq.g_01933	Syam.g_02063
OG0000382	Praq.g_01922	Syam.g_02080
OG0000383	Praq.g_01920	Syam.g_02083
OG0000384	Praq.g_01919	Syam.g_02084
OG0000385	Praq.g_01918	Syam.g_02085
OG0000386	Praq.g_01917	Syam.g_02086
OG0000387	Praq.g_01904	Syam.g_02112
OG0000388	Praq.g_01901	Syam.g_02116
OG0000389	Praq.g_01897	Syam.g_02120
OG0000390	Praq.g_01890	Syam.g_02136
OG0000391	Praq.g_01887	Syam.g_02141
OG0000392	Praq.g_01883	Syam.g_02147
OG0000393	Praq.g_01881	Syam.g_02149
OG0000394	Praq.g_01880	Syam.g_02150
OG0000395	Praq.g_01879	Syam.g_02151
OG0000396	Praq.g_01876	Syam.g_02153
OG0000397	Praq.g_01874	Syam.g_02160
OG0000398	Praq.g_01872	Syam.g_02165
OG0000399	Praq.g_01871	Syam.g_02166
OG0000400	Praq.g_01870	Syam.g_02167
OG0000401	Praq.g_01869	Syam.g_02168
OG0000402	Praq.g_01867	Syam.g_02171
OG0000403	Praq.g_01866	Syam.g_02172
OG0000404	Praq.g_01865	Syam.g_02173
OG0000405	Praq.g_01861	Syam.g_02189
OG0000406	Praq.g_01855	Syam.g_02193
OG0000407	Praq.g_01854	Syam.g_02194
OG0000408	Praq.g_01852	Syam.g_02196
OG0000409	Praq.g_01850	Syam.g_02198
OG0000410	Praq.g_01849	Syam.g_02199
OG0000411	Praq.g_01848	Syam.g_02200
OG0000412	Praq.g_01847	Syam.g_02201
OG0000413	Praq.g_01846	Syam.g_02203
OG0000414	Praq.g_00554, Praq.g_01845	Syam.g_02204
OG0000415	Praq.g_01844	Syam.g_02205
OG0000416	Praq.g_01843	Syam.g_02206
OG0000417	Praq.g_01842	Syam.g_02207
OG0000418	Praq.g_01837	Syam.g_02212
OG0000419	Praq.g_01835	Syam.g_02214
OG0000420	Praq.g_01834	Syam.g_02216
OG0000421	Praq.g_01829	Syam.g_02221
OG0000422	Praq.g_01828	Syam.g_02222
OG0000423	Praq.g_01827	Syam.g_02223
OG0000424	Praq.g_01826	Syam.g_02224
OG0000425	Praq.g_01825	Syam.g_02225
OG0000426	Praq.g_01824	Syam.g_02226
OG0000427	Praq.g_01823	Syam.g_02227
OG0000428	Praq.g_01821	Syam.g_02230
OG0000429	Praq.g_01820	Syam.g_02232
OG0000430	Praq.g_01819	Syam.g_02233
OG0000431	Praq.g_01817	Syam.g_02237
OG0000432	Praq.g_01814	Syam.g_02243
OG0000433	Praq.g_01813	Syam.g_02244
OG0000434	Praq.g_01812	Syam.g_02245
OG0000435	Praq.g_01811	Syam.g_02246
OG0000436	Praq.g_01806	Syam.g_02252
OG0000437	Praq.g_01805	Syam.g_02253
OG0000438	Praq.g_01804	Syam.g_02254
OG0000439	Praq.g_01802	Syam.g_02256
OG0000440	Praq.g_01801	Syam.g_02257
OG0000441	Praq.g_01798	Syam.g_02261
OG0000442	Praq.g_01797	Syam.g_02262
OG0000443	Praq.g_01796	Syam.g_02263
OG0000444	Praq.g_01791	Syam.g_02268
OG0000445	Praq.g_01790	Syam.g_02269
OG0000446	Praq.g_01789	Syam.g_02270
OG0000447	Praq.g_01788	Syam.g_02272
OG0000448	Praq.g_01787	Syam.g_02273
OG0000449	Praq.g_01786	Syam.g_02274
OG0000450	Praq.g_01785	Syam.g_02275
OG0000451	Praq.g_01784	Syam.g_02276
OG0000452	Praq.g_01781	Syam.g_02280
OG0000453	Praq.g_01780	Syam.g_02281
OG0000454	Praq.g_01779	Syam.g_02282
OG0000455	Praq.g_01778	Syam.g_02283
OG0000456	Praq.g_01777	Syam.g_02284
OG0000457	Praq.g_01776	Syam.g_02286
OG0000458	Praq.g_01775	Syam.g_02287
OG0000459	Praq.g_01774	Syam.g_02288
OG0000460	Praq.g_01767	Syam.g_00506
OG0000461	Praq.g_01760	Syam.g_00284
OG0000462	Praq.g_01758	Syam.g_00281
OG0000463	Praq.g_01757	Syam.g_00280
OG0000464	Praq.g_01756	Syam.g_00279
OG0000465	Praq.g_01755	Syam.g_00277
OG0000466	Praq.g_01752	Syam.g_00273
OG0000467	Praq.g_01751	Syam.g_00271
OG0000468	Praq.g_01750	Syam.g_00266
OG0000469	Praq.g_01741	Syam.g_00253
OG0000470	Praq.g_01739	Syam.g_00251
OG0000471	Praq.g_01738	Syam.g_00250
OG0000472	Praq.g_01737	Syam.g_00248
OG0000473	Praq.g_01735	Syam.g_00246
OG0000474	Praq.g_01734	Syam.g_00245
OG0000475	Praq.g_01733	Syam.g_00244
OG0000476	Praq.g_01732	Syam.g_00242
OG0000477	Praq.g_01728	Syam.g_00236
OG0000478	Praq.g_01727	Syam.g_00235
OG0000479	Praq.g_01726	Syam.g_00234
OG0000480	Praq.g_01721	Syam.g_00227
OG0000481	Praq.g_01718	Syam.g_00225
OG0000482	Praq.g_01717	Syam.g_00224
OG0000483	Praq.g_01714	Syam.g_00220
OG0000484	Praq.g_01713	Syam.g_00219
OG0000485	Praq.g_01712	Syam.g_00218
OG0000486	Praq.g_01711	Syam.g_00217
OG0000487	Praq.g_01707	Syam.g_00211
OG0000488	Praq.g_01704	Syam.g_00207
OG0000489	Praq.g_01699	Syam.g_00197
OG0000490	Praq.g_01694	Syam.g_00189
OG0000491	Praq.g_01693	Syam.g_00187
OG0000492	Praq.g_01691	Syam.g_00185
OG0000493	Praq.g_01690	Syam.g_00184
OG0000494	Praq.g_01689	Syam.g_00183
OG0000495	Praq.g_01688	Syam.g_00182
OG0000496	Praq.g_01687	Syam.g_00181
OG0000497	Praq.g_01686	Syam.g_00180
OG0000498	Praq.g_01685	Syam.g_00179
OG0000499	Praq.g_01684	Syam.g_00178
OG0000500	Praq.g_01683	Syam.g_00177
OG0000501	Praq.g_01681	Syam.g_00174
OG0000502	Praq.g_01678	Syam.g_00165
OG0000503	Praq.g_01211	Syam.g_00457
OG0000504	Praq.g_01210	Syam.g_00459
OG0000505	Praq.g_01209	Syam.g_00460
OG0000506	Praq.g_01207	Syam.g_00462
OG0000507	Praq.g_01204	Syam.g_00468
OG0000508	Praq.g_01200	Syam.g_00472
OG0000509	Praq.g_01198	Syam.g_00474
OG0000510	Praq.g_01197	Syam.g_00475
OG0000511	Praq.g_01196	Syam.g_00476
OG0000512	Praq.g_01194	Syam.g_00478
OG0000513	Praq.g_01186	Syam.g_00493
OG0000514	Praq.g_01126	Syam.g_00499
OG0000515	Praq.g_01125	Syam.g_00500
OG0000516	Praq.g_01124	Syam.g_01862
OG0000517	Praq.g_01122	Syam.g_01868
OG0000518	Praq.g_01111	Syam.g_01851
OG0000519	Praq.g_01110	Syam.g_01850
OG0000520	Praq.g_01109	Syam.g_01849
OG0000521	Praq.g_00502	Syam.g_01696
OG0000522	Praq.g_00504	Syam.g_01694
OG0000523	Praq.g_00505	Syam.g_01693
OG0000524	Praq.g_00511	Syam.g_01681
OG0000525	Praq.g_00514	Syam.g_01677
OG0000526	Praq.g_00515	Syam.g_01674
OG0000527	Praq.g_00524	Syam.g_01670
OG0000528	Praq.g_00529	Syam.g_00580
OG0000529	Praq.g_00532	Syam.g_00584
OG0000530	Praq.g_00535	Syam.g_00587
OG0000531	Praq.g_00536	Syam.g_00588
OG0000532	Praq.g_00538	Syam.g_00591
OG0000533	Praq.g_00539	Syam.g_00592
OG0000534	Praq.g_00540	Syam.g_00593
OG0000535	Praq.g_00541	Syam.g_00594
OG0000536	Praq.g_00542	Syam.g_00595
OG0000537	Praq.g_00543	Syam.g_00596
OG0000538	Praq.g_01102	Syam.g_00607
OG0000539	Praq.g_01101	Syam.g_00608
OG0000540	Praq.g_01100	Syam.g_00609
OG0000541	Praq.g_01099	Syam.g_00610
OG0000542	Praq.g_01097	Syam.g_00613
OG0000543	Praq.g_01095	Syam.g_00615
OG0000544	Praq.g_01094	Syam.g_00616
OG0000545	Praq.g_01092	Syam.g_00618
OG0000546	Praq.g_01089	Syam.g_00620
OG0000547	Praq.g_01087	Syam.g_00622
OG0000548	Praq.g_01086	Syam.g_00623
OG0000549	Praq.g_01084	Syam.g_00630
OG0000550	Praq.g_01079	Syam.g_00635
OG0000551	Praq.g_01075	Syam.g_00640
OG0000552	Praq.g_01074	Syam.g_00641
OG0000553	Praq.g_01073	Syam.g_00643
OG0000554	Praq.g_01068	Syam.g_00652
OG0000555	Praq.g_01060	Syam.g_00667
OG0000556	Praq.g_01058	Syam.g_00670
OG0000557	Praq.g_01057	Syam.g_00672
OG0000558	Praq.g_01055	Syam.g_00675
OG0000559	Praq.g_01051	Syam.g_00679
OG0000560	Praq.g_01048	Syam.g_00682
OG0000561	Praq.g_01047	Syam.g_00683
OG0000562	Praq.g_01046	Syam.g_00684
OG0000563	Praq.g_01045	Syam.g_00685
OG0000564	Praq.g_01044	Syam.g_00686
OG0000565	Praq.g_01041	Syam.g_00690
OG0000566	Praq.g_01039	Syam.g_00694
OG0000567	Praq.g_01035	Syam.g_00698
OG0000568	Praq.g_01034	Syam.g_01751
OG0000569	Praq.g_01033	Syam.g_01750
OG0000570	Praq.g_01032	Syam.g_01749
OG0000571	Praq.g_01030	Syam.g_01745
OG0000572	Praq.g_01017	Syam.g_01729
OG0000573	Praq.g_01010	Syam.g_01721
OG0000574	Praq.g_01009	Syam.g_01720
OG0000575	Praq.g_01005	Syam.g_01716
OG0000576	Praq.g_01003	Syam.g_01714
OG0000577	Praq.g_01002	Syam.g_01713
OG0000578	Praq.g_01001	Syam.g_01712
OG0000579	Praq.g_01000	Syam.g_01711
OG0000580	Praq.g_00999	Syam.g_01710
OG0000581	Praq.g_00997	Syam.g_01704
OG0000582	Praq.g_00994	Syam.g_01513
OG0000583	Praq.g_00993	Syam.g_01512
OG0000584	Praq.g_00992	Syam.g_01511
OG0000585	Praq.g_00990	Syam.g_01509
OG0000586	Praq.g_00989	Syam.g_01508
OG0000587	Praq.g_00988	Syam.g_01506
OG0000588	Praq.g_00984	Syam.g_01498
OG0000589	Praq.g_00981	Syam.g_01494
OG0000590	Praq.g_00980	Syam.g_01493
OG0000591	Praq.g_00977	Syam.g_01486
OG0000592	Praq.g_00976	Syam.g_01485
OG0000593	Praq.g_00970	Syam.g_01471
OG0000594	Praq.g_00969	Syam.g_01470
OG0000595	Praq.g_00968	Syam.g_01469
OG0000596	Praq.g_00964	Syam.g_01465
OG0000597	Praq.g_00962	Syam.g_01462
OG0000598	Praq.g_00961	Syam.g_01461
OG0000599	Praq.g_00958	Syam.g_01458
OG0000600	Praq.g_00957	Syam.g_01457
